Fp1   -0,6157 -0,8310 -1,0295 -1,1616 -1,1840 -1,0632 -0,7906 -0,3993 0,0456 0,4755 0,8298 1,0497 1,0933 0,9747 0,7682 0,5580 0,3781 0,2012 -0,0134 -0,2690 -0,5284 -0,7403 -0,8671 -0,9016 -0,8611 -0,7687 -0,6425 -0,5012 -0,3704 -0,2838 -0,2765 -0,3592 -0,4960 -0,6189 -0,6594 -0,5709 -0,3438 -0,0140 0,3494 0,6728 0,9071 1,0346 1,0618 1,0171 0,9472 0,9046 0,9221 0,9817 1,0184 0,9699 0,8149 0,5628 0,2298 -0,1621 -0,5726 -0,9376 -1,1932 -1,3173 -1,3366 -1,2912 -1,2167 -1,1527 -1,1320 -1,1552 -1,1919 -1,2055 -1,1663 -1,0564 -0,8785 -0,6584 -0,4278 -0,2029 0,0166 0,2357 0,4627 0,7018 0,9377 1,1489 1,3410 1,5405 1,7500 1,9342 2,0552 2,1067 2,1142 2,1135 2,1365 2,2058 2,3233 2,4687 2,6196 2,7684 2,9226 3,0960 3,2971 3,5182 3,7225 3,8492 3,8506 3,7393 3,5989 3,5322 3,5927 3,7583 3,9498 4,0750 4,0784 3,9596 3,7498 3,4799 3,1709 2,8436 2,5269 2,2474 2,0091 1,7937 1,5890 1,4077 1,2684 1,1690 1,0879 0,9985 0,8707 0,6823 0,4455 0,2134 0,0445 -0,0433 -0,0772 -0,0900 -0,0857 -0,0500 0,0213 0,1205 0,2510 0,4330 0,6755 0,9489 1,1982 1,3809 1,4827 1,5053 1,4597 1,3725 1,2850 1,2423 1,2890 1,4586 1,7540 2,1445 2,5867 3,0466 3,5081 3,9760 4,4714 5,0012 5,5305 5,9961 6,3430 6,5454 6,6026 6,5253 6,3396 6,0957 5,8545 5,6607 5,5208 5,4017 5,2577 5,0722 4,8655 4,6604 4,4584 4,2544 4,0566 3,8881 3,7759 3,7354 3,7501 3,7659 3,7263 3,6213 3,4885 3,3658 3,2602 3,1555 3,0289 2,8648 2,6702 2,4765 2,3113 2,1703 2,0321 1,8947 1,7775 1,6984 1,6702 1,7083 1,8213 1,9926 2,1805 2,3376 2,4339 2,4709 2,4776 2,4854 2,5083 2,5378 2,5465 2,5010 2,3835 2,1985 1,9613 1,6955 1,4361 1,2193 1,0718 1,0091 1,0299 1,1075 1,2006 1,2694 1,2783 1,1943 1,0019 0,7265 0,4209 0,1263 -0,1436 -0,3920 -0,6301 -0,8742 -1,1415 -1,4369 -1,7407 -2,0225 -2,2702 -2,4890 -2,6729 -2,8065 -2,8932 -2,9542 -3,0070 -3,0624 -3,1191 -3,1567 -3,1500 -3,0826 -2,9372 -2,7033 -2,4085 -2,1219 -1,9077 -1,7769 -1,6860 -1,5773 -1,4138 -1,1817 -0,8837 -0,5366 -0,1694 0,1822 0,4853 0,7150 0,8517 0,8875 0,8366 0,7261 0,5749 0,3972 0,2154 0,0443 -0,1246 -0,3066 -0,5068 -0,7219 -0,9393 -1,1233 -1,2191 -1,1838 -1,0155 -0,7565 -0,4733 -0,2310 -0,0879 -0,0906 -0,2527 -0,5443 -0,9065 -1,2675 -1,5670 -1,7822 -1,9342 -2,0668 -2,2160 -2,3862 -2,5533 -2,6938 -2,8026 -2,8742 -2,8843 -2,8079 -2,6538 -2,4724 -2,3252 -2,2466 -2,2380 -2,2869 -2,3732 -2,4655 -2,5350 -2,5743 -2,5857 -2,5583 -2,4702 -2,3122 -2,1079 -1,9200 -1,8256 -1,8651 -2,0101 -2,1825 -2,2951 -2,2833 -2,1282 -1,8610 -1,5321 -1,1817 -0,8395 -0,5346 -0,2926 -0,1246 -0,0220 0,0449 0,1207 0,2428 0,4194 0,6249 0,8135 0,9364 0,9559 0,8671 0,7098 0,5422 0,3947 0,2596 0,1132 -0,0584 -0,2459 -0,4216 -0,5610 -0,6431 -0,6372 -0,5202 -0,3127 -0,0836 0,0842 0,1476 0,1321 0,1009 0,1001 0,1373 0,1985 0,2660 0,3202 0,3465 0,3596 0,4031 0,4950 0,5833 0,5768 0,4188 0,1252 -0,2388 -0,6004 -0,8931 -1,0643 -1,1011 -1,0461 -0,9776 -0,9649 -1,0245 -1,1113 -1,1558 -1,1215 -1,0242 -0,8983 -0,7588 -0,6047 -0,4422 -0,2898 -0,1706 -0,1138 -0,1463 -0,2708 -0,4612 -0,6859 -0,9235 -1,1507 -1,3321 -1,4396 -1,4644 -1,3949 -1,2005 -0,8434 -0,3084 0,3715 1,1194 1,8514 2,5147 3,0905 3,5661 3,9212 4,1580 4,3229 4,4759 4,6487 4,8394 5,0193 5,1341 5,1236 4,9525 4,6254 4,1810 3,6700 3,1362 2,6168 2,1531 1,7820 1,5175 1,3530 1,2730 1,2495 1,2445 1,2356 1,2343 1,2736 1,3786 1,5432 1,7336 1,9203 2,0976 2,2744 2,4709 2,7150 3,0197 3,3603 3,6864 3,9648 4,2014 4,4119 4,5919 4,7328 4,8477 4,9643 5,0993 5,2498 5,3947 5,5027 5,5527 5,5508 5,5247 5,4984 5,4691 5,4084 5,2885 5,1128 4,9321 4,8174 4,8052 4,8736 4,9623 5,0144 5,0112 4,9682 4,9036 4,8329 4,7850 4,7870 4,8246 4,8422 4,7892 4,6505 4,4266 4,1100 3,6986 3,2150 2,7054 2,2295 1,8371 1,5435 1,3347 1,1896 1,0916 1,0414 1,0594 1,1632 1,3440 1,5633 1,7725 1,9326 2,0180 2,0188 1,9513 1,8635 1,8125 1,8241 1,8829 1,9626 2,0565 2,1697 2,2950 2,4121 2,5100 2,6038 2,7252 2,8944 3,0965 3,2969 3,4828 3,6729 3,8816 4,0906 4,2615 4,3669 4,4067 4,4088 4,4108 4,4264 4,4266 4,3640 4,2117 3,9717 3,6567 3,2868 2,9010 2,5520 2,2845 2,1169 2,0366 2,0171 2,0355 2,0710 2,1037 2,1309 2,1695 2,2365 2,3331 2,4459 2,5558 2,6485 2,7213 2,7804 2,8303 2,8629 2,8597 2,8091 2,7224 2,6331 2,5771 2,5743 2,6259 2,7236 2,8515 2,9816 3,0765 3,1041 3,0492 2,9086 2,6859 2,4021 2,1038 1,8498 1,6823 1,6092 1,6084 1,6502 1,7227 1,8361 1,9976 2,1908 2,3810 2,5367 2,6395 2,6802 2,6572 2,5747 2,4298 2,2226 1,9751 1,7174 1,4653 1,2258 1,0062 0,8178 0,6861 0,6584 0,7822 1,0561 1,4100
Fz    -0,7526 -0,7535 -0,7183 -0,6332 -0,5102 -0,3785 -0,2551 -0,1220 0,0551 0,2891 0,5500 0,7761 0,9169 0,9728 0,9891 1,0120 1,0510 1,0767 1,0446 0,9244 0,7153 0,4425 0,1438 -0,1481 -0,4175 -0,6590 -0,8623 -1,0094 -1,0913 -1,1238 -1,1410 -1,1712 -1,2174 -1,2592 -1,2625 -1,1924 -1,0246 -0,7562 -0,4188 -0,0777 0,2024 0,3984 0,5300 0,6309 0,7294 0,8472 0,9928 1,1451 1,2542 1,2659 1,1493 0,9044 0,5579 0,1549 -0,2577 -0,6433 -0,9766 -1,2467 -1,4556 -1,6081 -1,7142 -1,7980 -1,8869 -1,9882 -2,0786 -2,1159 -2,0608 -1,9038 -1,6777 -1,4414 -1,2433 -1,0926 -0,9649 -0,8328 -0,6810 -0,5018 -0,2936 -0,0605 0,1948 0,4732 0,7700 1,0734 1,3724 1,6564 1,9135 2,1398 2,3391 2,5082 2,6316 2,6974 2,7127 2,7082 2,7259 2,7950 2,9134 3,0567 3,1992 3,3250 3,4269 3,5068 3,5758 3,6365 3,6649 3,6240 3,4898 3,2613 2,9584 2,6095 2,2365 1,8534 1,4753 1,1179 0,7919 0,5022 0,2529 0,0507 -0,0917 -0,1593 -0,1517 -0,0982 -0,0476 -0,0485 -0,1396 -0,3365 -0,6146 -0,9188 -1,1951 -1,4185 -1,6011 -1,7625 -1,8919 -1,9569 -1,9434 -1,8650 -1,7346 -1,5515 -1,3203 -1,0619 -0,8006 -0,5549 -0,3476 -0,2135 -0,1862 -0,2710 -0,4291 -0,5882 -0,6746 -0,6398 -0,4659 -0,1612 0,2512 0,7445 1,2933 1,8808 2,4983 3,1251 3,7150 4,2125 4,5797 4,8101 4,9204 4,9297 4,8530 4,7133 4,5488 4,3958 4,2676 4,1510 4,0221 3,8674 3,6885 3,4892 3,2747 3,0659 2,8958 2,7863 2,7344 2,7146 2,6886 2,6193 2,4931 2,3351 2,1936 2,1054 2,0802 2,1081 2,1694 2,2407 2,3042 2,3547 2,3916 2,4020 2,3663 2,2796 2,1556 2,0181 1,8984 1,8307 1,8414 1,9357 2,0923 2,2740 2,4473 2,5941 2,7053 2,7701 2,7786 2,7280 2,6199 2,4594 2,2633 2,0558 1,8504 1,6483 1,4536 1,2720 1,1013 0,9326 0,7540 0,5494 0,3009 0,0028 -0,3319 -0,6828 -1,0280 -1,3390 -1,5912 -1,7849 -1,9433 -2,1010 -2,2995 -2,5658 -2,8900 -3,2270 -3,5174 -3,7195 -3,8359 -3,9063 -3,9863 -4,1345 -4,3902 -4,7479 -5,1581 -5,5484 -5,8433 -5,9876 -5,9687 -5,8146 -5,5643 -5,2499 -4,9031 -4,5605 -4,2562 -4,0085 -3,8117 -3,6445 -3,4824 -3,2949 -3,0566 -2,7743 -2,4802 -2,1999 -1,9404 -1,7016 -1,4866 -1,3010 -1,1436 -1,0071 -0,8946 -0,8275 -0,8337 -0,9261 -1,0876 -1,2813 -1,4800 -1,6774 -1,8660 -2,0134 -2,0702 -2,0043 -1,8270 -1,5894 -1,3508 -1,1497 -1,0100 -0,9624 -1,0311 -1,2064 -1,4448 -1,6906 -1,9018 -2,0761 -2,2455 -2,4443 -2,6868 -2,9616 -3,2298 -3,4402 -3,5611 -3,6014 -3,6044 -3,6292 -3,7304 -3,9287 -4,1873 -4,4270 -4,5786 -4,6207 -4,5681 -4,4428 -4,2691 -4,0816 -3,9161 -3,7862 -3,6700 -3,5170 -3,2860 -2,9948 -2,7238 -2,5621 -2,5496 -2,6644 -2,8519 -3,0492 -3,1885 -3,2051 -3,0618 -2,7683 -2,3765 -1,9565 -1,5705 -1,2593 -1,0385 -0,8918 -0,7764 -0,6486 -0,4930 -0,3305 -0,2040 -0,1561 -0,2080 -0,3499 -0,5495 -0,7663 -0,9550 -1,0740 -1,1122 -1,1013 -1,0884 -1,1046 -1,1611 -1,2454 -1,3144 -1,3141 -1,2163 -1,0403 -0,8443 -0,6887 -0,6008 -0,5747 -0,5962 -0,6576 -0,7533 -0,8655 -0,9605 -1,0020 -0,9612 -0,8199 -0,5905 -0,3402 -0,1686 -0,1396 -0,2400 -0,4035 -0,5655 -0,7017 -0,8338 -1,0012 -1,2279 -1,5150 -1,8470 -2,1908 -2,4985 -2,7241 -2,8465 -2,8737 -2,8197 -2,6828 -2,4592 -2,1739 -1,8815 -1,6400 -1,4946 -1,4735 -1,5809 -1,7855 -2,0266 -2,2439 -2,4012 -2,4876 -2,5065 -2,4579 -2,3221 -2,0624 -1,6449 -1,0545 -0,3030 0,5642 1,4730 2,3429 3,1053 3,7114 4,1490 4,4522 4,6764 4,8658 5,0471 5,2285 5,3878 5,4739 5,4413 5,2796 5,0110 4,6696 4,2888 3,8997 3,5315 3,2063 2,9325 2,7050 2,5135 2,3512 2,2114 2,0824 1,9562 1,8411 1,7589 1,7304 1,7656 1,8627 2,0085 2,1826 2,3683 2,5621 2,7689 2,9924 3,2330 3,4942 3,7892 4,1335 4,5202 4,9153 5,2898 5,6442 5,9974 6,3617 6,7289 7,0673 7,3336 7,4976 7,5503 7,4902 7,3259 7,0854 6,8077 6,5251 6,2645 6,0583 5,9372 5,9043 5,9219 5,9371 5,9167 5,8591 5,7822 5,7116 5,6781 5,7113 5,8091 5,9128 5,9283 5,7814 5,4595 5,0119 4,5117 4,0143 3,5458 3,1178 2,7433 2,4291 2,1700 1,9655 1,8220 1,7357 1,6938 1,6886 1,7167 1,7745 1,8554 1,9472 2,0334 2,0946 2,1081 2,0595 1,9578 1,8356 1,7315 1,6684 1,6455 1,6509 1,6782 1,7294 1,8112 1,9330 2,1087 2,3499 2,6515 2,9870 3,3236 3,6397 3,9236 4,1582 4,3244 4,4195 4,4585 4,4603 4,4486 4,4489 4,4627 4,4542 4,3753 4,1993 3,9245 3,5630 3,1413 2,7025 2,2966 1,9627 1,7149 1,5426 1,4313 1,3799 1,3883 1,4406 1,5158 1,6033 1,6994 1,8010 1,9067 2,0165 2,1272 2,2312 2,3148 2,3634 2,3743 2,3587 2,3277 2,2871 2,2466 2,2218 2,2202 2,2312 2,2317 2,1983 2,1174 1,9932 1,8492 1,7195 1,6288 1,5748 1,5381 1,5074 1,4868 1,4880 1,5266 1,6205 1,7837 2,0206 2,3205 2,6536 2,9739 3,2286 3,3748 3,3962 3,3093 3,1572 2,9834 2,8007 2,5936 2,3485 2,0660 1,7568 1,4424 1,1539 0,9262 0,7891 0,7590 0,8326 0,9893 1,1910
F3    -1,0201 -0,9655 -0,8123 -0,5501 -0,2341 0,0544 0,2798 0,4810 0,7202 1,0107 1,2919 1,4665 1,4780 1,3617 1,2088 1,0841 0,9839 0,8563 0,6529 0,3718 0,0559 -0,2432 -0,4887 -0,6627 -0,7711 -0,8343 -0,8577 -0,8271 -0,7390 -0,6216 -0,5241 -0,4934 -0,5530 -0,6931 -0,8748 -1,0415 -1,1284 -1,0842 -0,9060 -0,6500 -0,3920 -0,1721 0,0182 0,2012 0,3871 0,5771 0,7659 0,9263 0,9957 0,9104 0,6643 0,3143 -0,0625 -0,4016 -0,6687 -0,8608 -0,9890 -1,0710 -1,1257 -1,1637 -1,1949 -1,2453 -1,3421 -1,4752 -1,5918 -1,6452 -1,6247 -1,5414 -1,4172 -1,2824 -1,1548 -1,0263 -0,8813 -0,7200 -0,5545 -0,3899 -0,2188 -0,0246 0,2203 0,5402 0,9251 1,3284 1,6986 2,0071 2,2495 2,4283 2,5283 2,5084 2,3290 2,0021 1,6161 1,2993 1,1500 1,1995 1,4234 1,7653 2,1548 2,5217 2,8094 2,9945 3,1021 3,1778 3,2393 3,2669 3,2200 3,0584 2,7777 2,4288 2,0852 1,7886 1,5338 1,2885 1,0156 0,6971 0,3558 0,0445 -0,1837 -0,2931 -0,2801 -0,1873 -0,0804 -0,0065 0,0098 -0,0437 -0,1663 -0,3448 -0,5606 -0,8066 -1,1030 -1,4710 -1,8733 -2,2072 -2,3769 -2,3552 -2,1693 -1,8662 -1,5062 -1,1548 -0,8570 -0,6239 -0,4557 -0,3624 -0,3568 -0,4369 -0,5664 -0,6687 -0,6675 -0,5385 -0,3064 -0,0058 0,3382 0,7093 1,1033 1,5378 2,0377 2,6038 3,2007 3,7680 4,2469 4,6129 4,8730 5,0348 5,0960 5,0641 4,9686 4,8393 4,6855 4,5075 4,3144 4,1173 3,9101 3,6638 3,3517 2,9906 2,6519 2,4212 2,3376 2,3712 2,4493 2,4975 2,4716 2,3766 2,2659 2,2088 2,2449 2,3644 2,5196 2,6414 2,6681 2,5848 2,4185 2,1921 1,9237 1,6561 1,4443 1,3275 1,3195 1,4085 1,5688 1,7781 2,0164 2,2629 2,5048 2,7344 2,9275 3,0387 3,0307 2,9034 2,6911 2,4441 2,2192 2,0637 1,9935 1,9913 2,0153 2,0065 1,9108 1,7088 1,4176 1,0620 0,6587 0,2295 -0,1925 -0,5715 -0,8759 -1,0889 -1,2258 -1,3262 -1,4233 -1,5450 -1,7321 -2,0116 -2,3625 -2,7272 -3,0443 -3,2876 -3,4816 -3,6649 -3,8615 -4,0993 -4,4059 -4,7698 -5,1407 -5,4599 -5,6647 -5,6964 -5,5376 -5,2206 -4,7961 -4,3192 -3,8563 -3,4735 -3,2117 -3,0718 -3,0159 -2,9911 -2,9538 -2,8671 -2,7122 -2,5198 -2,3480 -2,2183 -2,0997 -1,9506 -1,7576 -1,5394 -1,3159 -1,0935 -0,8882 -0,7255 -0,6129 -0,5330 -0,4641 -0,4061 -0,3952 -0,4782 -0,6590 -0,8692 -0,9982 -0,9638 -0,7583 -0,4428 -0,1080 0,1672 0,3152 0,2587 -0,0404 -0,5153 -1,0256 -1,4468 -1,7245 -1,8782 -1,9712 -2,0745 -2,2423 -2,4844 -2,7507 -2,9606 -3,0500 -3,0020 -2,8570 -2,7022 -2,6439 -2,7587 -3,0421 -3,4014 -3,7224 -3,9432 -4,0596 -4,0810 -4,0157 -3,8966 -3,7735 -3,6627 -3,5151 -3,2442 -2,8054 -2,2638 -1,7735 -1,4866 -1,4710 -1,6963 -2,0767 -2,5060 -2,8768 -3,0989 -3,1184 -2,9268 -2,5598 -2,0867 -1,5956 -1,1736 -0,8745 -0,6933 -0,5762 -0,4576 -0,2929 -0,0786 0,1317 0,2457 0,2003 0,0149 -0,2408 -0,5070 -0,7370 -0,8789 -0,9033 -0,8369 -0,7361 -0,6539 -0,6385 -0,7056 -0,8001 -0,8372 -0,7805 -0,6640 -0,5623 -0,5474 -0,6387 -0,7898 -0,9376 -1,0564 -1,1515 -1,2177 -1,2221 -1,1257 -0,9047 -0,5559 -0,1177 0,3005 0,5480 0,5344 0,3051 -0,0040 -0,2760 -0,4758 -0,6396 -0,8282 -1,0870 -1,4368 -1,8751 -2,3507 -2,7512 -2,9619 -2,9538 -2,7966 -2,5811 -2,3419 -2,0683 -1,7668 -1,4746 -1,2305 -1,0705 -1,0328 -1,1326 -1,3381 -1,5887 -1,8341 -2,0470 -2,2055 -2,2937 -2,3083 -2,2407 -2,0574 -1,7082 -1,1491 -0,3716 0,5709 1,5703 2,5105 3,3034 3,8883 4,2347 4,3604 4,3339 4,2565 4,2330 4,3350 4,5675 4,8619 5,1164 5,2464 5,2083 4,9948 4,6192 4,1099 3,5146 2,9011 2,3458 1,9115 1,6257 1,4770 1,4268 1,4248 1,4306 1,4300 1,4288 1,4348 1,4522 1,4890 1,5632 1,6907 1,8763 2,1221 2,4185 2,7242 2,9794 3,1518 3,2705 3,4026 3,5893 3,8252 4,1010 4,4277 4,8151 5,2575 5,7336 6,1893 6,5441 6,7496 6,8117 6,7459 6,5571 6,2609 5,8881 5,4781 5,0867 4,7895 4,6571 4,7090 4,8955 5,1309 5,3390 5,4753 5,5226 5,4843 5,3879 5,2838 5,2127 5,1630 5,0738 4,8840 4,5818 4,2094 3,8154 3,4131 2,9909 2,5436 2,0835 1,6257 1,1825 0,7859 0,4833 0,3020 0,2482 0,3221 0,5000 0,7232 0,9284 1,0839 1,1964 1,2874 1,3640 1,4126 1,4136 1,3591 1,2586 1,1301 0,9916 0,8688 0,8021 0,8284 0,9547 1,1552 1,4078 1,7184 2,0877 2,4681 2,7902 3,0311 3,2207 3,3855 3,5228 3,6276 3,7075 3,7723 3,8321 3,9022 3,9843 4,0530 4,0784 4,0455 3,9369 3,7205 3,3747 2,9250 2,4430 2,0043 1,6437 1,3587 1,1597 1,0822 1,1287 1,2432 1,3617 1,4541 1,5136 1,5435 1,5635 1,6067 1,6989 1,8458 2,0325 2,2229 2,3778 2,4798 2,5275 2,5169 2,4560 2,3792 2,3251 2,3155 2,3623 2,4631 2,5786 2,6388 2,5896 2,4262 2,1879 1,9312 1,7129 1,5893 1,5977 1,7315 1,9508 2,2089 2,4580 2,6530 2,7743 2,8391 2,8771 2,9014 2,9051 2,8726 2,7913 2,6622 2,4906 2,2672 1,9827 1,6615 1,3532 1,0921 0,8866 0,7438 0,6828 0,7197 0,8511 1,0574 1,3053 1,5442
F7    -0,3822 -0,4878 -0,5699 -0,6992 -0,8556 -0,9355 -0,8352 -0,5346 -0,1087 0,3384 0,7227 0,9763 1,0656 1,0250 0,9306 0,8451 0,7992 0,7915 0,7747 0,6570 0,3655 -0,0638 -0,4948 -0,8084 -0,9813 -1,0642 -1,1306 -1,2308 -1,3682 -1,5159 -1,6372 -1,6843 -1,6122 -1,3986 -1,0310 -0,5202 0,0506 0,5434 0,8457 0,9263 0,8410 0,6984 0,6046 0,6122 0,7142 0,8881 1,1234 1,3964 1,6432 1,7709 1,7073 1,4383 0,9896 0,4005 -0,2772 -0,9742 -1,6050 -2,0882 -2,3875 -2,5352 -2,6052 -2,6544 -2,6876 -2,6765 -2,5933 -2,4103 -2,1020 -1,6840 -1,2407 -0,8780 -0,6370 -0,4715 -0,3120 -0,1306 0,0537 0,2018 0,2794 0,2688 0,1784 0,0564 -0,0238 -0,0146 0,0871 0,2677 0,4987 0,7093 0,8130 0,7927 0,7123 0,6242 0,5241 0,4104 0,3241 0,3114 0,3821 0,5087 0,6545 0,7931 0,9149 1,0422 1,2218 1,4823 1,8025 2,1253 2,3828 2,5098 2,4567 2,2016 1,7442 1,1113 0,3949 -0,2439 -0,6466 -0,7495 -0,6178 -0,3896 -0,1847 -0,0696 -0,0812 -0,2366 -0,5205 -0,8877 -1,2991 -1,7438 -2,2168 -2,6966 -3,1551 -3,5678 -3,8896 -4,0326 -3,9263 -3,6032 -3,1838 -2,8036 -2,5712 -2,5350 -2,6597 -2,8526 -3,0241 -3,1231 -3,1303 -3,0339 -2,8146 -2,4597 -1,9927 -1,4631 -0,9178 -0,4045 0,0187 0,3134 0,4954 0,6151 0,7077 0,7980 0,9285 1,1261 1,3612 1,5662 1,6957 1,7705 1,8488 1,9612 2,0945 2,2113 2,2740 2,2757 2,2525 2,2408 2,2261 2,1525 1,9839 1,7386 1,4789 1,2696 1,1320 1,0442 0,9663 0,8484 0,6520 0,3800 0,0723 -0,2152 -0,4389 -0,5968 -0,7226 -0,8406 -0,9284 -0,9285 -0,8040 -0,5834 -0,3430 -0,1512 -0,0345 0,0115 -0,0139 -0,1355 -0,3727 -0,6994 -1,0455 -1,3377 -1,5438 -1,6744 -1,7505 -1,7797 -1,7575 -1,6839 -1,5716 -1,4299 -1,2540 -1,0546 -0,8871 -0,8163 -0,8599 -0,9712 -1,0624 -1,0619 -0,9633 -0,8209 -0,7174 -0,7160 -0,8289 -1,0290 -1,2656 -1,4872 -1,6993 -1,9711 -2,3724 -2,9330 -3,6343 -4,4087 -5,1645 -5,8352 -6,3955 -6,8270 -7,0961 -7,1761 -7,0736 -6,8354 -6,5273 -6,2104 -5,9479 -5,7989 -5,7827 -5,8791 -6,0557 -6,2734 -6,4803 -6,6090 -6,5732 -6,3056 -5,8352 -5,2976 -4,8502 -4,5742 -4,4416 -4,3655 -4,2953 -4,2630 -4,3236 -4,4691 -4,6236 -4,7010 -4,6451 -4,4416 -4,1202 -3,7420 -3,3738 -3,0658 -2,8513 -2,7665 -2,8523 -3,1061 -3,4422 -3,7218 -3,8308 -3,7381 -3,4937 -3,2040 -3,0039 -2,9749 -3,0724 -3,1757 -3,1995 -3,1530 -3,1134 -3,1497 -3,2887 -3,5249 -3,8188 -4,1194 -4,4194 -4,7587 -5,1636 -5,6094 -6,0363 -6,3849 -6,6163 -6,7216 -6,7305 -6,6739 -6,5377 -6,2986 -5,9844 -5,6688 -5,4370 -5,3427 -5,3653 -5,4385 -5,5209 -5,5970 -5,6451 -5,6406 -5,5713 -5,4487 -5,3247 -5,2922 -5,4394 -5,7640 -6,1466 -6,4523 -6,6242 -6,6544 -6,5388 -6,2750 -5,8660 -5,3380 -4,7646 -4,2449 -3,8510 -3,5939 -3,4278 -3,2787 -3,0922 -2,8704 -2,6416 -2,4097 -2,1814 -2,0112 -1,9550 -1,9980 -2,0727 -2,1258 -2,1443 -2,1489 -2,1803 -2,2827 -2,5005 -2,8626 -3,3431 -3,8432 -4,2327 -4,4301 -4,4556 -4,3938 -4,3035 -4,1775 -3,9732 -3,6570 -3,2218 -2,6876 -2,1109 -1,5859 -1,2152 -1,0587 -1,1040 -1,2944 -1,5813 -1,9423 -2,3585 -2,7691 -3,0445 -3,0603 -2,8314 -2,5327 -2,3714 -2,4464 -2,6907 -2,9262 -3,0170 -2,9727 -2,8844 -2,8113 -2,7597 -2,7124 -2,6610 -2,6390 -2,6896 -2,7826 -2,8335 -2,8115 -2,7576 -2,7081 -2,6573 -2,5997 -2,5539 -2,5289 -2,5149 -2,4995 -2,4595 -2,3820 -2,3022 -2,2627 -2,2465 -2,1867 -2,0190 -1,7280 -1,3720 -1,0460 -0,8077 -0,6328 -0,4260 -0,0992 0,3595 0,8889 1,3812 1,7082 1,7781 1,5744 1,1408 0,5621 -0,0322 -0,4791 -0,6418 -0,4927 -0,1436 0,2256 0,4851 0,5949 0,5412 0,2880 -0,1936 -0,8701 -1,6323 -2,3436 -2,9010 -3,2470 -3,3381 -3,1436 -2,6782 -2,0066 -1,2198 -0,4224 0,2668 0,7372 0,9480 0,9664 0,9238 0,9419 1,0914 1,3770 1,7309 2,0440 2,2335 2,2834 2,2308 2,1215 1,9855 1,8439 1,7104 1,5877 1,4921 1,4767 1,6024 1,8728 2,2040 2,4770 2,6170 2,6198 2,5340 2,4273 2,3376 2,2513 2,1351 1,9830 1,8369 1,7623 1,7894 1,8716 1,9090 1,8058 1,5120 1,0494 0,5041 -0,0374 -0,5488 -1,0485 -1,5497 -2,0259 -2,4009 -2,5808 -2,5185 -2,2595 -1,9363 -1,6941 -1,5948 -1,5758 -1,5090 -1,3217 -1,0657 -0,8712 -0,8460 -1,0345 -1,4529 -2,0861 -2,8291 -3,4987 -3,9213 -4,0094 -3,8021 -3,4568 -3,1489 -2,9455 -2,7813 -2,5385 -2,1472 -1,6371 -1,0860 -0,5401 -0,0253 0,4128 0,7331 0,9336 1,0489 1,1101 1,0943 0,9378 0,6194 0,2149 -0,1501 -0,4074 -0,5895 -0,7452 -0,8387 -0,7920 -0,6226 -0,4720 -0,4685 -0,5970 -0,7307 -0,7656 -0,6985 -0,5908 -0,4963 -0,4385 -0,4243 -0,4468 -0,4765 -0,4756 -0,4355 -0,3766 -0,3072 -0,2197 -0,1281 -0,0593 -0,0042 0,0626 0,1339 0,1969 0,2645 0,3443 0,4137 0,4381 0,3981 0,3073 0,2138 0,1612 0,1373 0,0820 -0,0511 -0,2614 -0,5141 -0,7578 -0,9321 -0,9877 -0,9171 -0,7599 -0,5779 -0,4207 -0,3059 -0,2495 -0,2993 -0,4910 -0,7798 -1,0734 -1,3201 -1,5194 -1,6772 -1,8030 -1,9363 -2,1174 -2,3219 -2,4577 -2,4472 -2,2984 -2,0850 -1,8881 -1,7671 -1,7433 -1,7955 -1,8908
