Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
3,1711296355749,24/03/2024 16:05:55,1711299955749,1,24/03/2024 18:05:55,143587,32,task-iam7,,36393478,crar9,9856432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x800,1280x665,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713365021442,17/04/2024 14:43:41,1713372221442,2,17/04/2024 18:43:41,143587,32,task-iam7,,37092146,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713365021542,17/04/2024 14:43:41,1713372221542,2,17/04/2024 18:43:41,143587,32,task-iam7,,37092146,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,102.5,102.09999999999991,102.5,102.5,102.09999999999991,102.5,1,102.5,0,0,,Time Limit,screen,0,screen,dummy,
3,1713365021542,17/04/2024 14:43:41,1713372221542,2,17/04/2024 18:43:41,143587,32,task-iam7,,37092146,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1714668543241,02/05/2024 16:49:03,1714675743241,2,02/05/2024 20:49:03,143587,32,task-iam7,,37417381,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1714668543330,02/05/2024 16:49:03,1714675743330,2,02/05/2024 20:49:03,143587,32,task-iam7,,37417381,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,103.39999999962765,100.20000000000027,103.39999999962765,103.39999999962765,100.20000000000027,103.39999999962765,1,103.39999999962765,0,0,,Time Limit,screen,0,screen,dummy,
3,1714668543334,02/05/2024 16:49:03,1714675743334,2,02/05/2024 20:49:03,143587,32,task-iam7,,37417381,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713372669336,17/04/2024 16:51:09,1713379869336,2,17/04/2024 20:51:09,143587,32,task-iam7,,37096507,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713372669418,17/04/2024 16:51:09,1713379869418,2,17/04/2024 20:51:09,143587,32,task-iam7,,37096507,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.83999999999992,99.93999999999983,100.83999999999992,100.83999999999992,99.93999999999983,100.83999999999992,1,100.83999999999992,0,0,,Time Limit,screen,0,screen,dummy,
3,1713372669420,17/04/2024 16:51:09,1713379869420,2,17/04/2024 20:51:09,143587,32,task-iam7,,37096507,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1718196088936,12/06/2024 12:41:28,1718203288936,2,12/06/2024 16:41:28,143587,32,task-iam7,,38204868,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1718196089021,12/06/2024 12:41:29,1718203289021,2,12/06/2024 16:41:29,143587,32,task-iam7,,38204868,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,102.55600014305128,98.65599999999995,102.55600014305128,102.55600014305128,98.65599999999995,102.55600014305128,1,102.55600014305128,0,0,,Time Limit,screen,0,screen,dummy,
3,1718196089026,12/06/2024 12:41:29,1718203289026,2,12/06/2024 16:41:29,143587,32,task-iam7,,38204868,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1718128271757,11/06/2024 17:51:11,1718135471757,2,11/06/2024 21:51:11,143587,32,task-iam7,,38189906,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1718128271842,11/06/2024 17:51:11,1718135471842,2,11/06/2024 21:51:11,143587,32,task-iam7,,38189906,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,104.09999985694867,100.19999999999982,104.09999985694867,104.09999985694867,100.19999999999982,104.09999985694867,1,104.09999985694867,0,0,,Time Limit,screen,0,screen,dummy,
3,1718128271844,11/06/2024 17:51:11,1718135471844,2,11/06/2024 21:51:11,143587,32,task-iam7,,38189906,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1718360364489,14/06/2024 10:19:24,1718367564489,2,14/06/2024 14:19:24,143587,32,task-iam7,,38250366,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1718360364576,14/06/2024 10:19:24,1718367564576,2,14/06/2024 14:19:24,143587,32,task-iam7,,38250366,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.90000014305133,100.10000000000036,100.90000014305133,100.90000014305133,100.10000000000036,100.90000014305133,1,100.90000014305133,0,0,,Time Limit,screen,0,screen,dummy,
3,1718360364577,14/06/2024 10:19:24,1718367564577,2,14/06/2024 14:19:24,143587,32,task-iam7,,38250366,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1720043838108,03/07/2024 21:57:18,1720051038108,2,04/07/2024 01:57:18,143587,32,task-iam7,,38740355,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1720043838183,03/07/2024 21:57:18,1720051038183,2,04/07/2024 01:57:18,143587,32,task-iam7,,38740355,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,101.09799999996494,99.89799999999968,101.09799999996494,101.09799999996494,99.89799999999968,101.09799999996494,1,101.09799999996494,0,0,,Time Limit,screen,0,screen,dummy,
3,1720043838186,03/07/2024 21:57:18,1720051038186,2,04/07/2024 01:57:18,143587,32,task-iam7,,38740355,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1722205211348,28/07/2024 22:20:11,1722212411348,2,29/07/2024 02:20:11,143587,32,task-iam7,,39246787,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1722205211429,28/07/2024 22:20:11,1722212411429,2,29/07/2024 02:20:11,143587,32,task-iam7,,39246787,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.69600019073505,97.89600000000019,100.69600019073505,100.69600019073505,97.89600000000019,100.69600019073505,1,100.69600019073505,0,0,,Time Limit,screen,0,screen,dummy,
3,1722205211434,28/07/2024 22:20:11,1722212411434,2,29/07/2024 02:20:11,143587,32,task-iam7,,39246787,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1711280758839,24/03/2024 11:45:58,1711284358839,1,24/03/2024 13:45:58,143587,32,task-iam7,,36386783,uyxx3,9856555,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1711280758903,24/03/2024 11:45:58,1711284358903,1,24/03/2024 13:45:58,143587,32,task-iam7,,36386783,uyxx3,9856555,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.89200004768372,99.99200000000019,100.89200004768372,100.89200004768372,99.99200000000019,100.89200004768372,1,100.89200004768372,0,0,,Time Limit,screen,0,screen,dummy,
3,1711280758905,24/03/2024 11:45:58,1711284358905,1,24/03/2024 13:45:58,143587,32,task-iam7,,36386783,uyxx3,9856555,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1711369845175,25/03/2024 12:30:45,1711373445175,1,25/03/2024 14:30:45,143587,32,task-iam7,,36412488,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1465x857,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1711369845269,25/03/2024 12:30:45,1711373445269,1,25/03/2024 14:30:45,143587,32,task-iam7,,36412488,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1465x857,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.79999985694894,100.30000000000018,100.79999985694894,100.79999985694894,100.30000000000018,100.79999985694894,1,100.79999985694894,0,0,,Time Limit,screen,0,screen,dummy,
3,1711369845271,25/03/2024 12:30:45,1711373445271,1,25/03/2024 14:30:45,143587,32,task-iam7,,36412488,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1465x857,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1712238923860,04/04/2024 13:55:23,1712246123860,2,04/04/2024 17:55:23,143587,32,task-iam7,,36740073,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1712238923944,04/04/2024 13:55:23,1712246123944,2,04/04/2024 17:55:23,143587,32,task-iam7,,36740073,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,101.35599980926509,99.65599999999995,101.35599980926509,101.35599980926509,99.65599999999995,101.35599980926509,1,101.35599980926509,0,0,,Time Limit,screen,0,screen,dummy,
3,1712238923946,04/04/2024 13:55:23,1712246123946,2,04/04/2024 17:55:23,143587,32,task-iam7,,36740073,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713117432422,14/04/2024 17:57:12,1713124632422,2,14/04/2024 21:57:12,143587,32,task-iam7,,37010194,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1253,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713117432527,14/04/2024 17:57:12,1713124632527,2,14/04/2024 21:57:12,143587,32,task-iam7,,37010194,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1253,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,119.59400000000005,116.49400000000014,119.59400000000005,119.59400000000005,116.49400000000014,119.59400000000005,1,119.59400000000005,0,0,,Time Limit,screen,0,screen,dummy,
3,1713117432528,14/04/2024 17:57:12,1713124632528,2,14/04/2024 21:57:12,143587,32,task-iam7,,37010194,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1253,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1714455711511,30/04/2024 05:41:51,1714462911511,2,30/04/2024 09:41:51,143587,32,task-iam7,,37345570,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1714455711575,30/04/2024 05:41:51,1714462911575,2,30/04/2024 09:41:51,143587,32,task-iam7,,37345570,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,102.26799985694879,99.76800000000003,102.26799985694879,102.26799985694879,99.76800000000003,102.26799985694879,1,102.26799985694879,0,0,,Time Limit,screen,0,screen,dummy,
3,1714455711577,30/04/2024 05:41:51,1714462911577,2,30/04/2024 09:41:51,143587,32,task-iam7,,37345570,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
END OF FILE
