Fp1   7,7686 7,3350 6,7609 6,0651 5,2800 4,4376 3,5739 2,7381 1,9835 1,3461 0,8280 0,3879 -0,0451 -0,5251 -1,0446 -1,5480 -1,9852 -2,3321 -2,5686 -2,6708 -2,6270 -2,4474 -2,1634 -1,8230 -1,4744 -1,1468 -0,8467 -0,5725 -0,3299 -0,1341 0,0010 0,0676 0,0590 -0,0236 -0,1631 -0,3422 -0,5552 -0,7930 -1,0306 -1,2374 -1,3937 -1,5008 -1,5826 -1,6722 -1,7915 -1,9352 -2,0687 -2,1434 -2,1227 -1,9915 -1,7528 -1,4352 -1,1020 -0,8344 -0,6964 -0,7070 -0,8286 -0,9834 -1,0972 -1,1321 -1,0866 -0,9774 -0,8226 -0,6393 -0,4520 -0,2877 -0,1575 -0,0475 0,0685 0,2105 0,3845 0,5859 0,8092 1,0543 1,3225 1,6078 1,8865 2,1165 2,2537 2,2696 2,1619 1,9640 1,7327 1,5076 1,2875 1,0601 0,8385 0,6574 0,5455 0,5105 0,5400 0,6076 0,6815 0,7233 0,6801 0,4956 0,1455 -0,3371 -0,8696 -1,3532 -1,7144 -1,9326 -2,0443 -2,1378 -2,3198 -2,6422 -3,0519 -3,4280 -3,6584 -3,6790 -3,4848 -3,1320 -2,7215 -2,3648 -2,1502 -2,1170 -2,2452 -2,4698 -2,7189 -2,9562 -3,2031 -3,5120 -3,8992 -4,3039 -4,6269 -4,8087 -4,8655 -4,8622 -4,8624 -4,8926 -4,9338 -4,9403 -4,8740 -4,7222 -4,4905 -4,1837 -3,7965 -3,3230 -2,7674 -2,1391 -1,4499 -0,7280 -0,0202 0,6334 1,2198 1,7585 2,3018 2,9177 3,6490 4,4822 5,3569 6,1990 6,9555 7,6212 8,2393 8,8621 9,5136 10,1932 10,8942 11,5978 12,2577 12,8115 13,2129 13,4568 13,5761 13,6162 13,6096 13,5626 13,4582 13,2739 12,9928 12,6015 12,0991 11,5200 10,9323 10,3976 9,9296 9,4924 9,0338 8,5248 7,9773 7,4290 6,9124 6,4440 6,0349 5,6925 5,4094 5,1643 4,9293 4,6727 4,3661 3,9968 3,5656 3,0736 2,5237 1,9283 1,3041 0,6688 0,0435 -0,5538 -1,1201 -1,6673 -2,2116 -2,7615 -3,3071 -3,8232 -4,2846 -4,6721 -4,9685 -5,1583 -5,2416 -5,2476 -5,2259 -5,2123 -5,1996 -5,1367 -4,9589 -4,6305 -4,1668 -3,6235 -3,0790 -2,6163 -2,2901 -2,0942 -1,9711 -1,8630 -1,7511 -1,6481 -1,5621 -1,4702 -1,3251 -1,0985 -0,8153 -0,5335 -0,2948 -0,0971 0,0901 0,2854 0,4786 0,6546 0,8167 0,9740 1,1215 1,2451 1,3380 1,4010 1,4289 1,3968 1,2644 1,0010 0,6110 0,1320 -0,3909 -0,9214 -1,4279 -1,8788 -2,2415 -2,4800 -2,5646 -2,5004 -2,3440 -2,1863 -2,1132 -2,1681 -2,3325 -2,5421 -2,7270 -2,8411 -2,8754 -2,8497 -2,7796 -2,6562 -2,4671 -2,2263 -1,9645 -1,6986 -1,4224 -1,1244 -0,8030 -0,4663 -0,1281 0,1930 0,4791 0,7272 0,9507 1,1513 1,2975 1,3485 1,2922 1,1516 0,9683 0,7827 0,6098 0,4277 0,1977 -0,0884 -0,3783 -0,5906 -0,6824 -0,6729 -0,6115 -0,5461 -0,5117 -0,5201 -0,5566 -0,5984 -0,6396 -0,6954 -0,7966 -0,9827 -1,2762 -1,6614 -2,1013 -2,5722 -3,0714 -3,5924 -4,1065 -4,5760 -4,9782 -5,3160 -5,6083 -5,8704 -6,1053 -6,3098 -6,4784 -6,6088 -6,7132 -6,8155 -6,9356 -7,0821 -7,2587 -7,4705 -7,7219 -7,9971 -8,2462 -8,4042 -8,4270 -8,3056 -8,0601 -7,7320 -7,3725 -7,0285 -6,7328 -6,5011 -6,3265 -6,1759 -6,0139 -5,8379 -5,6740 -5,5374 -5,4016 -5,2070 -4,8987 -4,4626 -3,9260 -3,3377 -2,7495 -2,1925 -1,6586 -1,1151 -0,5427 0,0463 0,6234 1,1611 1,6324 2,0060 2,2578 2,3892 2,4297 2,4129 2,3515 2,2340 2,0403 1,7709 1,4663 1,1835 0,9498 0,7524 0,5624 0,3466 0,0636 -0,3244 -0,8277 -1,4191 -2,0425 -2,6369 -3,1617 -3,6057 -3,9827 -4,3169 -4,6290 -4,9231 -5,1822 -5,3866 -5,5505 -5,7331 -5,9991 -6,3681 -6,8061 -7,2589 -7,6793 -8,0308 -8,2892 -8,4487 -8,5215 -8,5264 -8,4723 -8,3563 -8,1792 -7,9607 -7,7372 -7,5478 -7,4149 -7,3339 -7,2780 -7,2119 -7,1076 -6,9530 -6,7504 -6,5084 -6,2376 -5,9489 -5,6575 -5,3891 -5,1724 -5,0133 -4,8815 -4,7339 -4,5510 -4,3480 -4,1635 -4,0351 -3,9736 -3,9625 -3,9826 -4,0279 -4,1099 -4,2543 -4,4766 -4,7489 -5,0001 -5,1584 -5,1980 -5,1449 -5,0317 -4,8609 -4,6271 -4,3525 -4,0701 -3,7825 -3,4689 -3,1294 -2,8053 -2,5546 -2,4178 -2,4048 -2,4966 -2,6561 -2,8528 -3,0775 -3,3259 -3,5759 -3,7928 -3,9584 -4,0914 -4,2338 -4,4151 -4,6235 -4,8080 -4,9132 -4,9236 -4,8750 -4,8171 -4,7728 -4,7370 -4,6953 -4,6334 -4,5426 -4,4224 -4,2721 -4,0958 -3,9218 -3,8015 -3,7820 -3,8810 -4,0798 -4,3374 -4,6122 -4,8793 -5,1331 -5,3760 -5,6064 -5,8206 -6,0181 -6,2007 -6,3729 -6,5524 -6,7702 -7,0471 -7,3682 -7,6950 -7,9996 -8,2713 -8,4861 -8,5929 -8,5513 -8,3747 -8,1208 -7,8421 -7,5619 -7,2894 -7,0351 -6,8128 -6,6352 -6,5069 -6,4136 -6,3195 -6,1684 -5,8942 -5,4418 -4,7821 -3,9218 -2,9176 -1,8713 -0,8977 -0,0970 0,4546 0,7226 0,7343 0,5803 0,3870 0,2719 0,3040 0,4878 0,7752 1,0956 1,3911 1,6331 1,8177 1,9562 2,0610 2,1258 2,1249 2,0316 1,8306 1,5198 1,1206 0,6904 0,3070 0,0275 -0,1381 -0,2145 -0,2369 -0,2383 -0,2451 -0,2769 -0,3560 -0,5111 -0,7680 -1,1419 -1,6297 -2,1948 -2,7648 -3,2557 -3,6130 -3,8424 -3,9962 -4,1319 -4,2897 -4,5010 -4,7942 -5,1884 -5,6890 -6,2871 -6,9511 -7,6242 -8,2375 -8,7313 -9,0764 -9,2811 -9,3806 -9,4199 -9,4400 -9,4649 -9,4953 -9,5195 -9,5325 -9,5474 -9,5935 -9,7040 -9,8953 -10,1512 -10,4294 -10,6789 -10,8515 -10,9023 -10,7927 -10,5037 -10,0441 -9,4492
Fz    8,0612 7,7581 7,3492 6,8217 6,1686 5,3975 4,5402 3,6514 2,7908 1,9981 1,2790 0,6074 -0,0570 -0,7377 -1,4183 -2,0547 -2,6048 -3,0350 -3,3110 -3,4071 -3,3241 -3,0940 -2,7741 -2,4319 -2,1156 -1,8326 -1,5630 -1,2899 -1,0166 -0,7665 -0,5684 -0,4432 -0,4009 -0,4449 -0,5696 -0,7572 -0,9744 -1,1722 -1,3037 -1,3468 -1,3103 -1,2266 -1,1371 -1,0741 -1,0504 -1,0638 -1,1036 -1,1563 -1,2141 -1,2720 -1,3196 -1,3528 -1,3895 -1,4553 -1,5593 -1,6901 -1,8193 -1,9074 -1,9190 -1,8408 -1,6886 -1,4939 -1,2758 -1,0288 -0,7379 -0,3993 -0,0247 0,3716 0,7790 1,1786 1,5412 1,8420 2,0746 2,2510 2,3932 2,5220 2,6487 2,7693 2,8625 2,8938 2,8271 2,6466 2,3731 2,0552 1,7421 1,4679 1,2536 1,1143 1,0575 1,0710 1,1161 1,1363 1,0825 0,9293 0,6756 0,3358 -0,0660 -0,5048 -0,9542 -1,3793 -1,7466 -2,0476 -2,3065 -2,5713 -2,8911 -3,2799 -3,6973 -4,0734 -4,3441 -4,4667 -4,4307 -4,2659 -4,0296 -3,7792 -3,5574 -3,3963 -3,3179 -3,3267 -3,4079 -3,5390 -3,7112 -3,9328 -4,2017 -4,4815 -4,7204 -4,8927 -5,0140 -5,1203 -5,2407 -5,3831 -5,5287 -5,6336 -5,6445 -5,5237 -5,2648 -4,8913 -4,4411 -3,9495 -3,4334 -2,8887 -2,3087 -1,7029 -1,0911 -0,4809 0,1387 0,7898 1,5081 2,3358 3,2917 4,3503 5,4519 6,5245 7,5090 8,3859 9,1815 9,9377 10,6780 11,4053 12,1159 12,7971 13,4175 13,9336 14,3090 14,5312 14,6131 14,5790 14,4518 14,2508 13,9913 13,6865 13,3536 13,0078 12,6521 12,2834 11,9046 11,5246 11,1564 10,8156 10,5153 10,2600 10,0447 9,8570 9,6758 9,4722 9,2194 8,9086 8,5516 8,1681 7,7673 7,3386 6,8605 6,3215 5,7318 5,1156 4,4968 3,8877 3,2869 2,6872 2,0850 1,4810 0,8761 0,2681 -0,3445 -0,9547 -1,5434 -2,0884 -2,5752 -2,9950 -3,3373 -3,5911 -3,7579 -3,8570 -3,9143 -3,9465 -3,9563 -3,9306 -3,8432 -3,6707 -3,4085 -3,0717 -2,6920 -2,3166 -1,9965 -1,7622 -1,6082 -1,5000 -1,3930 -1,2475 -1,0372 -0,7527 -0,4031 -0,0199 0,3506 0,6712 0,9306 1,1413 1,3275 1,5093 1,6889 1,8563 2,0014 2,1147 2,1839 2,1991 2,1555 2,0528 1,8990 1,7075 1,4839 1,2217 0,9152 0,5736 0,2158 -0,1368 -0,4589 -0,7260 -0,9242 -1,0461 -1,0885 -1,0632 -1,0005 -0,9371 -0,9043 -0,9194 -0,9774 -1,0571 -1,1343 -1,1871 -1,1965 -1,1492 -1,0394 -0,8689 -0,6554 -0,4355 -0,2477 -0,1065 0,0018 0,1052 0,2314 0,3979 0,6034 0,8216 1,0081 1,1255 1,1724 1,1766 1,1597 1,1217 1,0535 0,9508 0,8175 0,6587 0,4690 0,2321 -0,0621 -0,3934 -0,7050 -0,9351 -1,0592 -1,0910 -1,0580 -0,9976 -0,9614 -0,9932 -1,1035 -1,2722 -1,4642 -1,6402 -1,7760 -1,8840 -2,0047 -2,1760 -2,4194 -2,7438 -3,1452 -3,6040 -4,0923 -4,5859 -5,0645 -5,5088 -5,9020 -6,2321 -6,4922 -6,6781 -6,7836 -6,8089 -6,7787 -6,7424 -6,7494 -6,8272 -6,9798 -7,1962 -7,4543 -7,7179 -7,9348 -8,0544 -8,0557 -7,9571 -7,7970 -7,6033 -7,3795 -7,1157 -6,8068 -6,4594 -6,0869 -5,7033 -5,3243 -4,9751 -4,6833 -4,4517 -4,2415 -3,9870 -3,6351 -3,1719 -2,6124 -1,9807 -1,3068 -0,6178 0,0797 0,7923 1,5108 2,1978 2,8066 3,3066 3,6918 3,9730 4,1714 4,3136 4,4172 4,4788 4,4800 4,4070 4,2601 4,0547 3,8217 3,5953 3,3946 3,2206 3,0624 2,8906 2,6545 2,2986 1,7890 1,1330 0,3820 -0,3929 -1,1290 -1,7844 -2,3434 -2,8198 -3,2429 -3,6371 -4,0123 -4,3726 -4,7304 -5,1058 -5,5096 -5,9278 -6,3309 -6,6985 -7,0265 -7,3137 -7,5525 -7,7334 -7,8516 -7,9065 -7,8904 -7,7852 -7,5784 -7,2857 -6,9538 -6,6405 -6,3880 -6,2032 -6,0561 -5,9075 -5,7443 -5,5822 -5,4364 -5,3034 -5,1707 -5,0298 -4,8768 -4,7142 -4,5545 -4,4113 -4,2827 -4,1512 -4,0025 -3,8390 -3,6785 -3,5415 -3,4343 -3,3492 -3,2785 -3,2229 -3,1895 -3,1879 -3,2175 -3,2577 -3,2809 -3,2806 -3,2855 -3,3429 -3,4762 -3,6563 -3,8211 -3,9150 -3,9036 -3,7709 -3,5248 -3,2061 -2,8763 -2,5915 -2,3828 -2,2546 -2,1928 -2,1762 -2,1947 -2,2605 -2,3943 -2,5981 -2,8447 -3,0942 -3,3184 -3,5166 -3,7052 -3,8928 -4,0635 -4,1933 -4,2842 -4,3744 -4,5038 -4,6801 -4,8834 -5,0842 -5,2443 -5,3207 -5,2873 -5,1463 -4,9194 -4,6406 -4,3582 -4,1202 -3,9473 -3,8256 -3,7347 -3,6752 -3,6702 -3,7490 -3,9267 -4,1945 -4,5330 -4,9298 -5,3716 -5,8316 -6,2842 -6,7235 -7,1486 -7,5390 -7,8614 -8,0943 -8,2307 -8,2652 -8,1922 -8,0181 -7,7648 -7,4572 -7,1174 -6,7709 -6,4470 -6,1689 -5,9459 -5,7700 -5,6175 -5,4620 -5,2818 -5,0493 -4,7213 -4,2547 -3,6359 -2,8933 -2,0953 -1,3317 -0,6799 -0,1819 0,1625 0,3930 0,5732 0,7623 0,9961 1,2849 1,6182 1,9744 2,3251 2,6371 2,8839 3,0607 3,1858 3,2889 3,3926 3,4951 3,5694 3,5827 3,5175 3,3752 3,1755 2,9498 2,7281 2,5210 2,3148 2,0840 1,8082 1,4780 1,0934 0,6623 0,2019 -0,2608 -0,6960 -1,0861 -1,4389 -1,7805 -2,1337 -2,5030 -2,8820 -3,2728 -3,6837 -4,1134 -4,5539 -5,0118 -5,5073 -6,0536 -6,6506 -7,2897 -7,9529 -8,6128 -9,2342 -9,7779 -10,2134 -10,5326 -10,7482 -10,8813 -10,9552 -10,9951 -11,0190 -11,0335 -11,0412 -11,0497 -11,0756 -11,1392 -11,2451 -11,3699 -11,4761 -11,5304 -11,5090 -11,3954 -11,1749 -10,8278 -10,3367 -9,7099
F3    9,0079 8,7660 8,3879 7,8586 7,1819 6,3779 5,4886 4,5752 3,7028 2,9199 2,2399 1,6323 1,0337 0,3895 -0,3055 -1,0120 -1,6851 -2,2903 -2,7893 -3,1357 -3,2940 -3,2543 -3,0386 -2,7004 -2,3028 -1,8894 -1,4824 -1,1047 -0,7928 -0,5841 -0,4940 -0,5106 -0,6115 -0,7734 -0,9677 -1,1695 -1,3764 -1,5975 -1,8291 -2,0487 -2,2272 -2,3514 -2,4383 -2,5224 -2,6289 -2,7561 -2,8733 -2,9397 -2,9320 -2,8529 -2,7172 -2,5509 -2,3997 -2,3153 -2,3292 -2,4401 -2,6125 -2,7879 -2,9118 -2,9570 -2,9238 -2,8237 -2,6620 -2,4316 -2,1289 -1,7715 -1,3937 -1,0295 -0,7072 -0,4472 -0,2537 -0,1084 0,0271 0,1954 0,4184 0,6843 0,9570 1,1905 1,3381 1,3635 1,2570 1,0511 0,8121 0,5973 0,4223 0,2772 0,1590 0,0774 0,0434 0,0645 0,1401 0,2522 0,3633 0,4248 0,3846 0,1977 -0,1528 -0,6399 -1,1933 -1,7206 -2,1464 -2,4500 -2,6725 -2,9008 -3,2289 -3,6920 -4,2226 -4,6864 -4,9595 -4,9757 -4,7360 -4,3063 -3,7960 -3,3193 -2,9668 -2,7927 -2,8060 -2,9689 -3,2139 -3,4835 -3,7667 -4,0954 -4,4914 -4,9169 -5,2914 -5,5540 -5,7014 -5,7744 -5,8207 -5,8632 -5,8863 -5,8532 -5,7384 -5,5442 -5,2884 -4,9822 -4,6243 -4,2111 -3,7431 -3,2173 -2,6243 -1,9664 -1,2740 -0,5939 0,0360 0,6105 1,1713 1,7911 2,5269 3,3823 4,3082 5,2323 6,0968 6,8884 7,6400 8,3941 9,1644 9,9385 10,7018 11,4383 12,1140 12,6794 13,0961 13,3614 13,5032 13,5518 13,5272 13,4434 13,3079 13,1168 12,8527 12,4870 11,9993 11,4097 10,7847 10,1954 9,6703 9,1902 8,7150 8,2155 7,6905 7,1579 6,6305 6,1119 5,6117 5,1454 4,7223 4,3427 4,0017 3,6886 3,3873 3,0821 2,7580 2,4004 2,0034 1,5706 1,0994 0,5769 -0,0038 -0,6323 -1,2858 -1,9369 -2,5625 -3,1530 -3,7104 -4,2354 -4,7207 -5,1506 -5,5019 -5,7495 -5,8832 -5,9191 -5,8930 -5,8358 -5,7545 -5,6269 -5,4111 -5,0705 -4,6029 -4,0479 -3,4718 -2,9445 -2,5152 -2,1943 -1,9540 -1,7567 -1,5844 -1,4395 -1,3223 -1,2134 -1,0780 -0,8949 -0,6805 -0,4772 -0,3193 -0,2116 -0,1308 -0,0498 0,0400 0,1345 0,2374 0,3543 0,4719 0,5588 0,5865 0,5444 0,4359 0,2599 -0,0007 -0,3661 -0,8336 -1,3728 -1,9482 -2,5287 -3,0755 -3,5408 -3,8834 -4,0771 -4,1172 -4,0343 -3,8969 -3,7905 -3,7836 -3,8979 -4,1001 -4,3261 -4,5171 -4,6405 -4,6920 -4,6833 -4,6160 -4,4734 -4,2475 -3,9653 -3,6697 -3,3785 -3,0740 -2,7301 -2,3408 -1,9237 -1,5044 -1,1067 -0,7548 -0,4632 -0,2248 -0,0304 0,1038 0,1483 0,0896 -0,0572 -0,2497 -0,4310 -0,5635 -0,6615 -0,7784 -0,9509 -1,1563 -1,3299 -1,4232 -1,4359 -1,4000 -1,3542 -1,3308 -1,3400 -1,3565 -1,3408 -1,2799 -1,2011 -1,1549 -1,1963 -1,3582 -1,6284 -1,9651 -2,3406 -2,7590 -3,2324 -3,7545 -4,2955 -4,8086 -5,2469 -5,5847 -5,8252 -5,9882 -6,0960 -6,1690 -6,2325 -6,3190 -6,4508 -6,6218 -6,8081 -6,9936 -7,1844 -7,4012 -7,6555 -7,9273 -8,1721 -8,3459 -8,4182 -8,3752 -8,2259 -7,9969 -7,7200 -7,4268 -7,1495 -6,9111 -6,7067 -6,5130 -6,3245 -6,1588 -6,0238 -5,8930 -5,7092 -5,4109 -4,9663 -4,3851 -3,7100 -3,0037 -2,3243 -1,6946 -1,0973 -0,5044 0,0935 0,6852 1,2496 1,7564 2,1628 2,4288 2,5464 2,5533 2,5078 2,4452 2,3594 2,2235 2,0299 1,8131 1,6281 1,5083 1,4527 1,4357 1,4057 1,2859 1,0042 0,5347 -0,0896 -0,8004 -1,5296 -2,2273 -2,8620 -3,4196 -3,9033 -4,3279 -4,7079 -5,0440 -5,3276 -5,5686 -5,8131 -6,1151 -6,4865 -6,8856 -7,2540 -7,5493 -7,7489 -7,8483 -7,8640 -7,8264 -7,7646 -7,6918 -7,6032 -7,4913 -7,3582 -7,2138 -7,0673 -6,9256 -6,7905 -6,6545 -6,5025 -6,3245 -6,1203 -5,8939 -5,6498 -5,3955 -5,1404 -4,8948 -4,6767 -4,5142 -4,4234 -4,3804 -4,3286 -4,2227 -4,0618 -3,8843 -3,7379 -3,6437 -3,5900 -3,5553 -3,5303 -3,5262 -3,5668 -3,6593 -3,7689 -3,8312 -3,7984 -3,6802 -3,5385 -3,4329 -3,3726 -3,3251 -3,2591 -3,1558 -2,9864 -2,7149 -2,3383 -1,9104 -1,5172 -1,2340 -1,0994 -1,1072 -1,2192 -1,3968 -1,6191 -1,8708 -2,1260 -2,3566 -2,5585 -2,7630 -3,0144 -3,3263 -3,6631 -3,9589 -4,1530 -4,2228 -4,1958 -4,1192 -4,0192 -3,9003 -3,7701 -3,6491 -3,5582 -3,5021 -3,4572 -3,3877 -3,2829 -3,1722 -3,1053 -3,1171 -3,2080 -3,3517 -3,5190 -3,6983 -3,8941 -4,1115 -4,3477 -4,6021 -4,8794 -5,1750 -5,4722 -5,7614 -6,0513 -6,3541 -6,6664 -6,9714 -7,2556 -7,5096 -7,7073 -7,7993 -7,7430 -7,5411 -7,2394 -6,8887 -6,5190 -6,1496 -5,8057 -5,5179 -5,3062 -5,1654 -5,0623 -4,9470 -4,7639 -4,4607 -3,9991 -3,3662 -2,5802 -1,6932 -0,7844 0,0626 0,7757 1,3027 1,6229 1,7582 1,7713 1,7475 1,7673 1,8829 2,1067 2,4125 2,7501 3,0735 3,3624 3,6187 3,8510 4,0620 4,2378 4,3471 4,3582 4,2528 4,0275 3,7011 3,3249 2,9726 2,7038 2,5341 2,4409 2,3888 2,3478 2,2995 2,2324 2,1295 1,9639 1,7090 1,3465 0,8720 0,3043 -0,3092 -0,9007 -1,4113 -1,8298 -2,1959 -2,5634 -2,9682 -3,4293 -3,9586 -4,5611 -5,2354 -5,9697 -6,7312 -7,4662 -8,1168 -8,6439 -9,0386 -9,3165 -9,5035 -9,6300 -9,7284 -9,8257 -9,9314 -10,0380 -10,1364 -10,2277 -10,3245 -10,4420 -10,5799 -10,7122 -10,7980 -10,8043 -10,7205 -10,5508 -10,2951 -9,9397 -9,4666 -8,8745
F7    6,2419 6,0620 5,7923 5,4311 5,0005 4,5466 4,1186 3,7353 3,3726 2,9843 2,5302 1,9953 1,3953 0,7684 0,1606 -0,3836 -0,8295 -1,1660 -1,4086 -1,5835 -1,7081 -1,7888 -1,8289 -1,8358 -1,8160 -1,7667 -1,6807 -1,5664 -1,4570 -1,3931 -1,3970 -1,4653 -1,5817 -1,7261 -1,8701 -1,9765 -2,0113 -1,9627 -1,8502 -1,7158 -1,5950 -1,4940 -1,4032 -1,3252 -1,2785 -1,2773 -1,3209 -1,4045 -1,5364 -1,7307 -1,9787 -2,2399 -2,4697 -2,6411 -2,7371 -2,7436 -2,6592 -2,5040 -2,3128 -2,1209 -1,9492 -1,7991 -1,6588 -1,5113 -1,3432 -1,1481 -0,9183 -0,6399 -0,3063 0,0677 0,4478 0,7935 1,0727 1,2728 1,4009 1,4766 1,5211 1,5406 1,5218 1,4529 1,3394 1,1978 1,0496 0,9256 0,8564 0,8590 0,9376 1,0875 1,2827 1,4702 1,5915 1,6133 1,5377 1,3936 1,2219 1,0476 0,8605 0,6277 0,3241 -0,0473 -0,4574 -0,8691 -1,2550 -1,6098 -1,9512 -2,3052 -2,6795 -3,0462 -3,3584 -3,5877 -3,7410 -3,8455 -3,9254 -3,9882 -4,0272 -4,0387 -4,0358 -4,0427 -4,0725 -4,1137 -4,1515 -4,1999 -4,2988 -4,4743 -4,7100 -4,9532 -5,1405 -5,2247 -5,2009 -5,1058 -4,9842 -4,8570 -4,7235 -4,5805 -4,4276 -4,2606 -4,0682 -3,8298 -3,5108 -3,0786 -2,5311 -1,9032 -1,2454 -0,5959 0,0327 0,6510 1,2771 1,9153 2,5521 3,1784 3,8065 4,4555 5,1308 5,8263 6,5400 7,2762 8,0322 8,7912 9,5264 10,2067 10,8000 11,2799 11,6375 11,8922 12,0784 12,2123 12,2811 12,2696 12,1829 12,0414 11,8618 11,6474 11,3867 11,0631 10,6736 10,2352 9,7728 9,3068 8,8515 8,4190 8,0172 7,6397 7,2611 6,8506 6,3953 5,9031 5,3838 4,8369 4,2637 3,6769 3,0925 2,5179 1,9575 1,4241 0,9413 0,5306 0,1943 -0,0896 -0,3585 -0,6545 -1,0112 -1,4402 -1,9259 -2,4355 -2,9344 -3,3934 -3,7854 -4,0849 -4,2748 -4,3588 -4,3682 -4,3515 -4,3504 -4,3834 -4,4455 -4,5170 -4,5683 -4,5614 -4,4630 -4,2635 -3,9785 -3,6374 -3,2766 -2,9349 -2,6397 -2,3968 -2,1886 -1,9838 -1,7594 -1,5124 -1,2545 -1,0068 -0,7919 -0,6140 -0,4564 -0,3030 -0,1465 0,0162 0,1832 0,3438 0,4821 0,5777 0,6070 0,5536 0,4137 0,1961 -0,0790 -0,3871 -0,7127 -1,0480 -1,3792 -1,6877 -1,9694 -2,2390 -2,5086 -2,7718 -3,0103 -3,2111 -3,3782 -3,5331 -3,7004 -3,8891 -4,0898 -4,2873 -4,4748 -4,6562 -4,8347 -4,9961 -5,1061 -5,1241 -5,0280 -4,8338 -4,5920 -4,3613 -4,1786 -4,0416 -3,9147 -3,7536 -3,5285 -3,2354 -2,8919 -2,5325 -2,2087 -1,9717 -1,8399 -1,7889 -1,7685 -1,7256 -1,6275 -1,4789 -1,3227 -1,2122 -1,1774 -1,2195 -1,3249 -1,4696 -1,6142 -1,7168 -1,7550 -1,7327 -1,6706 -1,5956 -1,5337 -1,5003 -1,4890 -1,4816 -1,4756 -1,4889 -1,5454 -1,6679 -1,8766 -2,1738 -2,5350 -2,9217 -3,3010 -3,6520 -3,9688 -4,2627 -4,5528 -4,8472 -5,1358 -5,3979 -5,6119 -5,7634 -5,8486 -5,8770 -5,8770 -5,8899 -5,9460 -6,0516 -6,2020 -6,3955 -6,6286 -6,8780 -7,0969 -7,2412 -7,2987 -7,2870 -7,2280 -7,1319 -6,9983 -6,8170 -6,5721 -6,2610 -5,9149 -5,5865 -5,3192 -5,1370 -5,0392 -4,9858 -4,9068 -4,7415 -4,4661 -4,0876 -3,6236 -3,0957 -2,5350 -1,9767 -1,4508 -0,9802 -0,5750 -0,2239 0,1009 0,4222 0,7380 1,0246 1,2636 1,4605 1,6354 1,7948 1,9180 1,9691 1,9180 1,7636 1,5478 1,3366 1,1802 1,0909 1,0493 1,0160 0,9413 0,7797 0,5175 0,1855 -0,1691 -0,5247 -0,8886 -1,2695 -1,6647 -2,0687 -2,4756 -2,8731 -3,2440 -3,5717 -3,8428 -4,0502 -4,1906 -4,2533 -4,2277 -4,1317 -4,0188 -3,9499 -3,9614 -4,0596 -4,2291 -4,4354 -4,6272 -4,7528 -4,7901 -4,7628 -4,7168 -4,6828 -4,6663 -4,6567 -4,6356 -4,5873 -4,5151 -4,4379 -4,3674 -4,2946 -4,2041 -4,0976 -3,9910 -3,8864 -3,7638 -3,6036 -3,3975 -3,1401 -2,8315 -2,4872 -2,1406 -1,8377 -1,6219 -1,5145 -1,5083 -1,5745 -1,6769 -1,7827 -1,8668 -1,9163 -1,9323 -1,9309 -1,9362 -1,9639 -2,0078 -2,0446 -2,0490 -2,0070 -1,9184 -1,7910 -1,6376 -1,4769 -1,3301 -1,2132 -1,1347 -1,0911 -1,0614 -1,0188 -0,9623 -0,9231 -0,9348 -1,0031 -1,1032 -1,2047 -1,2996 -1,4032 -1,5308 -1,6828 -1,8468 -2,0050 -2,1463 -2,2755 -2,4075 -2,5525 -2,7089 -2,8606 -2,9794 -3,0437 -3,0606 -3,0547 -3,0348 -2,9872 -2,9019 -2,7925 -2,6912 -2,6302 -2,6291 -2,6922 -2,8160 -2,9973 -3,2289 -3,4962 -3,7902 -4,1160 -4,4763 -4,8550 -5,2229 -5,5460 -5,7917 -5,9414 -5,9988 -5,9820 -5,9078 -5,7822 -5,6007 -5,3545 -5,0359 -4,6476 -4,2080 -3,7457 -3,2936 -2,8836 -2,5367 -2,2525 -2,0166 -1,8194 -1,6634 -1,5434 -1,4253 -1,2550 -0,9930 -0,6381 -0,2265 0,1826 0,5341 0,8074 1,0290 1,2528 1,5266 1,8669 2,2551 2,6524 3,0230 3,3488 3,6228 3,8341 3,9705 4,0362 4,0564 4,0626 4,0802 4,1199 4,1697 4,1969 4,1660 4,0606 3,8917 3,6808 3,4407 3,1736 2,8787 2,5651 2,2611 2,0023 1,8011 1,6356 1,4730 1,2959 1,1020 0,8880 0,6366 0,3227 -0,0677 -0,5203 -0,9965 -1,4586 -1,8937 -2,3166 -2,7538 -3,2229 -3,7230 -4,2403 -4,7576 -5,2589 -5,7329 -6,1745 -6,5795 -6,9434 -7,2646 -7,5391 -7,7550 -7,8979 -7,9628 -7,9613 -7,9163 -7,8558 -7,8146 -7,8263 -7,9043 -8,0345 -8,1851 -8,3177 -8,3966 -8,3932 -8,2901 -8,0825 -7,7717 -7,3609 -6,8687 -6,3456
