Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
1,1723460902273,12/08/2024 11:08:22,1723460904142,2,12/08/2024 13:08:24,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1723460984776,12/08/2024 11:09:44,1723460986678,2,12/08/2024 13:09:46,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,1,1,1,Screen 1,button,continue_keyboard,82118.89999999944,,,,,0,1,0,,,,,,Instructions,,,,
3,1723460985246,12/08/2024 11:09:45,1723460987161,2,12/08/2024 13:09:47,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,2,1,1,Screen 1,fixation,fixation,499.3999999999942,,,,,0,1,0,,,,,,Practice Trials,REDred.jpg,red,1,1
4,1723460987150,12/08/2024 11:09:47,1723460989045,2,12/08/2024 13:09:49,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,2,1,2,Screen 2,buttona,response_keyboard,1874.3999999994412,,,red,1,1,0,0,,,,,,Practice Trials,REDred.jpg,red,1,1
5,1723460987911,12/08/2024 11:09:47,1723460989832,2,12/08/2024 13:09:49,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,3,2,1,Screen 1,fixation,fixation,500.1000000000058,,,,,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
6,1723460992223,12/08/2024 11:09:52,1723460994117,2,12/08/2024 13:09:54,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,3,2,2,Screen 2,buttona,response_keyboard,4276,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
7,1723460993012,12/08/2024 11:09:53,1723460994913,2,12/08/2024 13:09:54,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,4,3,1,Screen 1,fixation,fixation,499.8000000000029,,,,,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
8,1723460996412,12/08/2024 11:09:56,1723460998325,2,12/08/2024 13:09:58,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,4,3,2,Screen 2,buttona,response_keyboard,3404.0999999996275,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
9,1723460997202,12/08/2024 11:09:57,1723460999114,2,12/08/2024 13:09:59,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,5,4,1,Screen 1,fixation,fixation,500.1999999999971,,,,,0,1,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
10,1723461002276,12/08/2024 11:10:02,1723461004172,2,12/08/2024 13:10:04,143587,32,task-hgsz,,39513046,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1271,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,5,4,2,Screen 2,buttona,response_keyboard,5050.299999999814,,,red,1,1,0,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
