Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
1,1711049436750,21/03/2024 19:30:36,1711049436020,1,21/03/2024 20:30:36,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1711049786026,21/03/2024 19:36:26,1711049785075,1,21/03/2024 20:36:25,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,1,1,1,Screen 1,button,continue_keyboard,348665,,,,,0,1,0,,,,,,Instructions,,,,
3,1711049786294,21/03/2024 19:36:26,1711049785557,1,21/03/2024 20:36:25,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,2,1,1,Screen 1,fixation,fixation,499.71999999997206,,,,,0,1,0,,,,,,Practice Trials,REDred.jpg,red,1,1
4,1711049788333,21/03/2024 19:36:28,1711049787635,1,21/03/2024 20:36:27,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,2,1,2,Screen 2,buttona,response_keyboard,2057,,,red,1,1,0,0,,,,,,Practice Trials,REDred.jpg,red,1,1
5,1711049789130,21/03/2024 19:36:29,1711049788423,1,21/03/2024 20:36:28,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,3,2,1,Screen 1,fixation,fixation,499.72000000003027,,,,,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
6,1711049793162,21/03/2024 19:36:33,1711049792449,1,21/03/2024 20:36:32,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,3,2,2,Screen 2,buttona,response_keyboard,4010,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
7,1711049793949,21/03/2024 19:36:33,1711049793240,1,21/03/2024 20:36:33,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,4,3,1,Screen 1,fixation,fixation,499.71999999997206,,,,,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
8,1711049796306,21/03/2024 19:36:36,1711049795598,1,21/03/2024 20:36:35,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,4,3,2,Screen 2,buttona,response_keyboard,2340,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
9,1711049797100,21/03/2024 19:36:37,1711049796390,1,21/03/2024 20:36:36,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,5,4,1,Screen 1,fixation,fixation,499.72000000003027,,,,,0,1,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
10,1711049797997,21/03/2024 19:36:37,1711049797274,1,21/03/2024 20:36:37,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,5,4,2,Screen 2,buttona,response_keyboard,867,,,red,1,1,0,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
11,1711049798770,21/03/2024 19:36:38,1711049798056,1,21/03/2024 20:36:38,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,1,Screen 1,fixation,fixation,499.679999999993,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
12,1711049800488,21/03/2024 19:36:40,1711049799776,1,21/03/2024 20:36:39,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,2,Screen 2,buttonb,response_keyboard,1707,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
13,1711049801278,21/03/2024 19:36:41,1711049800556,1,21/03/2024 20:36:40,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,1,Screen 1,fixation,fixation,499.72000000003027,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
14,1711049802043,21/03/2024 19:36:42,1711049801325,1,21/03/2024 20:36:41,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,2,Screen 2,buttonb,response_keyboard,756,,,blue,1,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
15,1711049802819,21/03/2024 19:36:42,1711049802107,1,21/03/2024 20:36:42,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,1,Screen 1,fixation,fixation,500.9800000000396,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
16,1711049804245,21/03/2024 19:36:44,1711049803547,1,21/03/2024 20:36:43,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,2,Screen 2,buttona,response_keyboard,1430,,,yellow,1,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
17,1711049805068,21/03/2024 19:36:45,1711049804341,1,21/03/2024 20:36:44,143587,32,task-hgsz,,36321825,jpxp4,9856426,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1280x720,1280x587,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,499.72000000003027,,,,,0,1,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
