Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
17,1718363980202,"14/06/2024, 11:19:40",1718364116155,2,"14/06/2024, 13:21:56",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,500.59999999999127,,,,0,,,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
18,1718363980665,"14/06/2024, 11:19:40",1718364116616,2,"14/06/2024, 13:21:56",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,2,Screen 2,buttona,response_keyboard,441.2999999523163,,,yellow,1,,,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
19,1718363981482,"14/06/2024, 11:19:41",1718364117406,2,"14/06/2024, 13:21:57",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,1,Screen 1,fixation,fixation,500.5,,,,0,,,,,,,,Practice Trials,GREENblue.jpg,green,0,1
20,1718363982416,"14/06/2024, 11:19:42",1718364118356,2,"14/06/2024, 13:21:58",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,2,Screen 2,buttonb,response_keyboard,937.0999999046326,,,green,1,1,,,,,,,Practice Trials,GREENblue.jpg,green,0,1
21,1718363983197,"14/06/2024, 11:19:43",1718364119141,2,"14/06/2024, 13:21:59",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,1,Screen 1,fixation,fixation,500.40000000000873,,,,0,,,,,,,,Practice Trials,GREENred.jpg,green,0,1
22,1718363983758,"14/06/2024, 11:19:43",1718364119694,2,"14/06/2024, 13:21:59",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,2,Screen 2,buttonb,response_keyboard,533.3999998569489,,,green,1,1,,,,,,,Practice Trials,GREENred.jpg,green,0,1
23,1718363984528,"14/06/2024, 11:19:44",1718364120475,2,"14/06/2024, 13:22:00",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,1,Screen 1,fixation,fixation,500.3999999999942,,,,0,,,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
24,1718363984955,"14/06/2024, 11:19:44",1718364120889,2,"14/06/2024, 13:22:00",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,2,Screen 2,buttonb,response_keyboard,397,,,green,1,1,,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
25,1718363985732,"14/06/2024, 11:19:45",1718364121676,2,"14/06/2024, 13:22:01",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,1,Screen 1,fixation,fixation,500.6000000000058,,,,0,,,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
26,1718363986303,"14/06/2024, 11:19:46",1718364122260,2,"14/06/2024, 13:22:02",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,2,Screen 2,buttona,response_keyboard,569.7999999523163,,,yellow,1,1,,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
27,1718363987095,"14/06/2024, 11:19:47",1718364123044,2,"14/06/2024, 13:22:03",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,1,Screen 1,fixation,fixation,500.3000000000029,,,,0,,,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
28,1718363987521,"14/06/2024, 11:19:47",1718364123459,2,"14/06/2024, 13:22:03",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,2,Screen 2,buttona,response_keyboard,397.40000009536743,,,yellow,1,1,,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
29,1718363988302,"14/06/2024, 11:19:48",1718364124246,2,"14/06/2024, 13:22:04",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,1,Screen 1,fixation,fixation,500.5,,,,0,,,,,,,,Practice Trials,REDgreen.jpg,red,0,1
30,1718363988900,"14/06/2024, 11:19:48",1718364124846,2,"14/06/2024, 13:22:04",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,2,Screen 2,buttona,response_keyboard,582.0999999046326,,,red,1,1,,,,,,,Practice Trials,REDgreen.jpg,red,0,1
31,1718363989679,"14/06/2024, 11:19:49",1718364125630,2,"14/06/2024, 13:22:05",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,1,Screen 1,fixation,fixation,500.1999999999971,,,,0,,,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
32,1718363991040,"14/06/2024, 11:19:51",1718364126993,2,"14/06/2024, 13:22:06",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,2,Screen 2,buttonb,response_keyboard,1345,,,green,1,,,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
33,1718363997075,"14/06/2024, 11:19:57",1718364133026,2,"14/06/2024, 13:22:13",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,17,1,1,Screen 1,button,continue_button,5721.600000143051,,,,0,,,,,,,,Score,,,,
34,1718363999736,"14/06/2024, 11:19:59",1718364135685,2,"14/06/2024, 13:22:15",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,18,1,1,Screen 1,advancementZone,continue_button,2637.5999999046326,,,,0,,,,,,,,Ready.0,,,,
35,1718364000224,"14/06/2024, 11:20:00",1718364136173,2,"14/06/2024, 13:22:16",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,30,1,1,Screen 1,fixation,fixation,500.3999999999942,,,,0,,,,,,,1,Trials,GREENyellow.jpg,green,0,0
36,1718364001512,"14/06/2024, 11:20:01",1718364137465,2,"14/06/2024, 13:22:17",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,30,1,2,Screen 2,buttonb,response_keyboard,1279.2000000476837,,,green,1,1,,,,,,1,Trials,GREENyellow.jpg,green,0,0
37,1718364002011,"14/06/2024, 11:20:02",1718364137958,2,"14/06/2024, 13:22:17",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,52,2,1,Screen 1,fixation,fixation,500.40000000000873,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
38,1718364002773,"14/06/2024, 11:20:02",1718364138720,2,"14/06/2024, 13:22:18",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,52,2,2,Screen 2,buttonb,response_keyboard,750.4000000953674,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
39,1718364003272,"14/06/2024, 11:20:03",1718364139209,2,"14/06/2024, 13:22:19",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,20,3,1,Screen 1,fixation,fixation,500.8000000000029,,,,0,,,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
40,1718364004105,"14/06/2024, 11:20:04",1718364140056,2,"14/06/2024, 13:22:20",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,20,3,2,Screen 2,buttona,response_keyboard,834.8999998569489,,,yellow,1,1,,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
41,1718364004610,"14/06/2024, 11:20:04",1718364140544,2,"14/06/2024, 13:22:20",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,96,4,1,Screen 1,fixation,fixation,500.6000000000058,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
42,1718364005176,"14/06/2024, 11:20:05",1718364141104,2,"14/06/2024, 13:22:21",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,96,4,2,Screen 2,buttona,response_keyboard,548.2999999523163,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
43,1718364005645,"14/06/2024, 11:20:05",1718364141595,2,"14/06/2024, 13:22:21",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,35,5,1,Screen 1,fixation,fixation,500.6999999999971,,,,0,,,,,,,1,Trials,GREENblue.jpg,green,0,0
44,1718364006379,"14/06/2024, 11:20:06",1718364142332,2,"14/06/2024, 13:22:22",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,35,5,2,Screen 2,buttonb,response_keyboard,725.3000001907349,,,green,1,1,,,,,,1,Trials,GREENblue.jpg,green,0,0
45,1718364006879,"14/06/2024, 11:20:06",1718364142829,2,"14/06/2024, 13:22:22",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,105,6,1,Screen 1,fixation,fixation,500.6999999999971,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
46,1718364007864,"14/06/2024, 11:20:07",1718364143805,2,"14/06/2024, 13:22:23",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,105,6,2,Screen 2,buttonb,response_keyboard,964.7999999523163,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
47,1718364008358,"14/06/2024, 11:20:08",1718364144297,2,"14/06/2024, 13:22:24",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,100,7,1,Screen 1,fixation,fixation,500.59999999999127,,,,0,,,,,,,1,Trials,BLUEred.jpg,blue,0,0
48,1718364008777,"14/06/2024, 11:20:08",1718364144730,2,"14/06/2024, 13:22:24",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,100,7,2,Screen 2,buttonb,response_keyboard,420.7000000476837,,,blue,1,1,,,,,,1,Trials,BLUEred.jpg,blue,0,0
49,1718364009284,"14/06/2024, 11:20:09",1718364145214,2,"14/06/2024, 13:22:25",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,50,8,1,Screen 1,fixation,fixation,500.3000000000029,,,,0,,,,,,,1,Trials,BLUEred.jpg,blue,0,0
50,1718364009662,"14/06/2024, 11:20:09",1718364145612,2,"14/06/2024, 13:22:25",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,50,8,2,Screen 2,buttonb,response_keyboard,385.59999990463257,,,blue,1,1,,,,,,1,Trials,BLUEred.jpg,blue,0,0
51,1718364010146,"14/06/2024, 11:20:10",1718364146097,2,"14/06/2024, 13:22:26",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,41,9,1,Screen 1,fixation,fixation,500.3999999999942,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
52,1718364010603,"14/06/2024, 11:20:10",1718364146549,2,"14/06/2024, 13:22:26",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,41,9,2,Screen 2,buttonb,response_keyboard,448.40000009536743,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
53,1718364011082,"14/06/2024, 11:20:11",1718364147031,2,"14/06/2024, 13:22:27",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,103,10,1,Screen 1,fixation,fixation,500.1999999999971,,,,0,,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
54,1718364011702,"14/06/2024, 11:20:11",1718364147646,2,"14/06/2024, 13:22:27",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,103,10,2,Screen 2,buttona,response_keyboard,611.7000000476837,,,yellow,1,1,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
55,1718364012185,"14/06/2024, 11:20:12",1718364148132,2,"14/06/2024, 13:22:28",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,54,11,1,Screen 1,fixation,fixation,500.3999999999942,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
56,1718364012659,"14/06/2024, 11:20:12",1718364148615,2,"14/06/2024, 13:22:28",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,54,11,2,Screen 2,buttona,response_keyboard,479,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
57,1718364013143,"14/06/2024, 11:20:13",1718364149100,2,"14/06/2024, 13:22:29",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,97,12,1,Screen 1,fixation,fixation,500.40000000000873,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
58,1718364013584,"14/06/2024, 11:20:13",1718364149526,2,"14/06/2024, 13:22:29",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,97,12,2,Screen 2,buttona,response_keyboard,422.89999985694885,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
59,1718364014073,"14/06/2024, 11:20:14",1718364150017,2,"14/06/2024, 13:22:30",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,62,13,1,Screen 1,fixation,fixation,500.3000000000029,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
60,1718364014424,"14/06/2024, 11:20:14",1718364150374,2,"14/06/2024, 13:22:30",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,62,13,2,Screen 2,buttona,response_keyboard,354.09999990463257,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
61,1718364014943,"14/06/2024, 11:20:14",1718364150870,2,"14/06/2024, 13:22:30",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,66,14,1,Screen 1,fixation,fixation,500.1999999999971,,,,0,,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
62,1718364015548,"14/06/2024, 11:20:15",1718364151498,2,"14/06/2024, 13:22:31",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,66,14,2,Screen 2,buttona,response_keyboard,616.7999999523163,,,yellow,1,1,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
63,1718364016043,"14/06/2024, 11:20:16",1718364151986,2,"14/06/2024, 13:22:31",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,55,15,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
64,1718364016521,"14/06/2024, 11:20:16",1718364152467,2,"14/06/2024, 13:22:32",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,55,15,2,Screen 2,buttona,response_keyboard,470.2000000476837,,,yellow,1,,,,,,,1,Trials,REDyellow.jpg,red,0,0
65,1718364017005,"14/06/2024, 11:20:17",1718364152954,2,"14/06/2024, 13:22:32",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,56,16,1,Screen 1,fixation,fixation,500.5,,,,0,,,,,,,1,Trials,REDblue.jpg,red,0,0
66,1718364018142,"14/06/2024, 11:20:18",1718364154087,2,"14/06/2024, 13:22:34",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,56,16,2,Screen 2,buttona,response_keyboard,1122.2999999523163,,,red,1,1,,,,,,1,Trials,REDblue.jpg,red,0,0
67,1718364018629,"14/06/2024, 11:20:18",1718364154572,2,"14/06/2024, 13:22:34",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,117,17,1,Screen 1,fixation,fixation,500.3000000000029,,,,0,,,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
68,1718364019080,"14/06/2024, 11:20:19",1718364155032,2,"14/06/2024, 13:22:35",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,117,17,2,Screen 2,buttona,response_keyboard,449.59999990463257,,,yellow,1,1,,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
69,1718364019575,"14/06/2024, 11:20:19",1718364155522,2,"14/06/2024, 13:22:35",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,71,18,1,Screen 1,fixation,fixation,500.29999999998836,,,,0,,,,,,,1,Trials,GREENred.jpg,green,0,0
70,1718364020612,"14/06/2024, 11:20:20",1718364156570,2,"14/06/2024, 13:22:36",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,71,18,2,Screen 2,buttonb,response_keyboard,1044.1000001430511,,,green,1,1,,,,,,1,Trials,GREENred.jpg,green,0,0
71,1718364021108,"14/06/2024, 11:20:21",1718364157056,2,"14/06/2024, 13:22:37",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,44,19,1,Screen 1,fixation,fixation,500.40000000000873,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
72,1718364021594,"14/06/2024, 11:20:21",1718364157542,2,"14/06/2024, 13:22:37",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,44,19,2,Screen 2,buttonb,response_keyboard,481.7999999523163,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
73,1718364022096,"14/06/2024, 11:20:22",1718364158041,2,"14/06/2024, 13:22:38",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,36,20,1,Screen 1,fixation,fixation,500.5,,,,0,,,,,,,1,Trials,GREENred.jpg,green,0,0
74,1718364022902,"14/06/2024, 11:20:22",1718364158849,2,"14/06/2024, 13:22:38",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,36,20,2,Screen 2,buttonb,response_keyboard,796.7999999523163,,,green,1,1,,,,,,1,Trials,GREENred.jpg,green,0,0
75,1718364023387,"14/06/2024, 11:20:23",1718364159343,2,"14/06/2024, 13:22:39",143587,32,task-l8uv,,38251519,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,24,21,1,Screen 1,fixation,fixation,500.3999999999942,,,,0,,,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
