Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-5g79
232,1718133272882,"11/06/2024, 19:14:32",1718133272877,2,"11/06/2024, 21:14:32",143587,32,task-cjtc,,38190558,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,Stroop Task,5,DGS
233,1718133275934,"11/06/2024, 19:14:35",1718133275877,2,"11/06/2024, 21:14:35",143587,32,task-cjtc,,38190558,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,Stroop Task,5,DGS
234,1718133276408,"11/06/2024, 19:14:36",1718133276378,2,"11/06/2024, 21:14:36",143587,32,task-cjtc,,38190558,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,Stroop Task,5,DGS
235,1718133279377,"11/06/2024, 19:14:39",1718133279378,2,"11/06/2024, 21:14:39",143587,32,task-cjtc,,38190558,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,Stroop Task,5,DGS
236,1718133312035,"11/06/2024, 19:15:12",1718133312030,2,"11/06/2024, 21:15:12",143587,32,task-cjtc,,38190558,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,Stroop Task,5,DGS
237,1718133314979,"11/06/2024, 19:15:14",1718133314977,2,"11/06/2024, 21:15:14",143587,32,task-cjtc,,38190558,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,Stroop Task,5,DGS
238,1718133315080,"11/06/2024, 19:15:15",1718133314981,2,"11/06/2024, 21:15:14",143587,32,task-cjtc,,38190558,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,Stroop Task,5,DGS
﻿1,1728143594007,"05/10/2024, 15:53:14",1728143593981,2,"05/10/2024, 17:53:13",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
2,1728143636600,"05/10/2024, 15:53:56",1728143636425,2,"05/10/2024, 17:53:56",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
3,1728143636931,"05/10/2024, 15:53:56",1728143636919,2,"05/10/2024, 17:53:56",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
4,1728143638811,"05/10/2024, 15:53:58",1728143638802,2,"05/10/2024, 17:53:58",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
5,1728143639589,"05/10/2024, 15:53:59",1728143639586,2,"05/10/2024, 17:53:59",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
6,1728143640640,"05/10/2024, 15:54:00",1728143640641,2,"05/10/2024, 17:54:00",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
7,1728143641424,"05/10/2024, 15:54:01",1728143641436,2,"05/10/2024, 17:54:01",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
8,1728143642271,"05/10/2024, 15:54:02",1728143642265,2,"05/10/2024, 17:54:02",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
9,1728143643057,"05/10/2024, 15:54:03",1728143643052,2,"05/10/2024, 17:54:03",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
10,1728143644518,"05/10/2024, 15:54:04",1728143644521,2,"05/10/2024, 17:54:04",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
11,1728143645347,"05/10/2024, 15:54:05",1728143645319,2,"05/10/2024, 17:54:05",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
12,1728143648404,"05/10/2024, 15:54:08",1728143648361,2,"05/10/2024, 17:54:08",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
13,1728143649158,"05/10/2024, 15:54:09",1728143649153,2,"05/10/2024, 17:54:09",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
14,1728143650345,"05/10/2024, 15:54:10",1728143650345,2,"05/10/2024, 17:54:10",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
15,1728143651139,"05/10/2024, 15:54:11",1728143651136,2,"05/10/2024, 17:54:11",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
16,1728143652614,"05/10/2024, 15:54:12",1728143652089,2,"05/10/2024, 17:54:12",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
17,1728143652894,"05/10/2024, 15:54:12",1728143652886,2,"05/10/2024, 17:54:12",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
18,1728143653480,"05/10/2024, 15:54:13",1728143653481,2,"05/10/2024, 17:54:13",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
19,1728143654288,"05/10/2024, 15:54:14",1728143654269,2,"05/10/2024, 17:54:14",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
20,1728143655045,"05/10/2024, 15:54:15",1728143655033,2,"05/10/2024, 17:54:15",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
21,1728143655825,"05/10/2024, 15:54:15",1728143655819,2,"05/10/2024, 17:54:15",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
22,1728143656576,"05/10/2024, 15:54:16",1728143656433,2,"05/10/2024, 17:54:16",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
23,1728143657228,"05/10/2024, 15:54:17",1728143657219,2,"05/10/2024, 17:54:17",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
24,1728143658030,"05/10/2024, 15:54:18",1728143658025,2,"05/10/2024, 17:54:18",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
25,1728143658821,"05/10/2024, 15:54:18",1728143658819,2,"05/10/2024, 17:54:18",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
26,1728143659628,"05/10/2024, 15:54:19",1728143659624,2,"05/10/2024, 17:54:19",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
27,1728143660438,"05/10/2024, 15:54:20",1728143660419,2,"05/10/2024, 17:54:20",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
28,1728143661254,"05/10/2024, 15:54:21",1728143661248,2,"05/10/2024, 17:54:21",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
29,1728143662037,"05/10/2024, 15:54:22",1728143662036,2,"05/10/2024, 17:54:22",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
30,1728143663285,"05/10/2024, 15:54:23",1728143663280,2,"05/10/2024, 17:54:23",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
31,1728143664068,"05/10/2024, 15:54:24",1728143664068,2,"05/10/2024, 17:54:24",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
32,1728143664850,"05/10/2024, 15:54:24",1728143664855,2,"05/10/2024, 17:54:24",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
33,1728143692994,"05/10/2024, 15:54:52",1728143692998,2,"05/10/2024, 17:54:52",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
34,1728143707632,"05/10/2024, 15:55:07",1728143707622,2,"05/10/2024, 17:55:07",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
35,1728143708108,"05/10/2024, 15:55:08",1728143708118,2,"05/10/2024, 17:55:08",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
36,1728143709515,"05/10/2024, 15:55:09",1728143709510,2,"05/10/2024, 17:55:09",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
37,1728143710007,"05/10/2024, 15:55:10",1728143710002,2,"05/10/2024, 17:55:10",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
38,1728143710605,"05/10/2024, 15:55:10",1728143710614,2,"05/10/2024, 17:55:10",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
39,1728143711105,"05/10/2024, 15:55:11",1728143711102,2,"05/10/2024, 17:55:11",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
40,1728143712013,"05/10/2024, 15:55:12",1728143712022,2,"05/10/2024, 17:55:12",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
41,1728143712528,"05/10/2024, 15:55:12",1728143712518,2,"05/10/2024, 17:55:12",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
42,1728143713036,"05/10/2024, 15:55:13",1728143713046,2,"05/10/2024, 17:55:13",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
43,1728143713536,"05/10/2024, 15:55:13",1728143713535,2,"05/10/2024, 17:55:13",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
44,1728143714188,"05/10/2024, 15:55:14",1728143714199,2,"05/10/2024, 17:55:14",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
45,1728143714685,"05/10/2024, 15:55:14",1728143714685,2,"05/10/2024, 17:55:14",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
46,1728143715450,"05/10/2024, 15:55:15",1728143715462,2,"05/10/2024, 17:55:15",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
47,1728143715953,"05/10/2024, 15:55:15",1728143715952,2,"05/10/2024, 17:55:15",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
48,1728143716570,"05/10/2024, 15:55:16",1728143716566,2,"05/10/2024, 17:55:16",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
49,1728143717063,"05/10/2024, 15:55:17",1728143717052,2,"05/10/2024, 17:55:17",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
50,1728143717944,"05/10/2024, 15:55:17",1728143717950,2,"05/10/2024, 17:55:17",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
51,1728143718434,"05/10/2024, 15:55:18",1728143718435,2,"05/10/2024, 17:55:18",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
52,1728143719201,"05/10/2024, 15:55:19",1728143719198,2,"05/10/2024, 17:55:19",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
53,1728143719684,"05/10/2024, 15:55:19",1728143719685,2,"05/10/2024, 17:55:19",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
54,1728143720439,"05/10/2024, 15:55:20",1728143720438,2,"05/10/2024, 17:55:20",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
55,1728143720927,"05/10/2024, 15:55:20",1728143720935,2,"05/10/2024, 17:55:20",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
56,1728143721778,"05/10/2024, 15:55:21",1728143721774,2,"05/10/2024, 17:55:21",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
57,1728143722270,"05/10/2024, 15:55:22",1728143722268,2,"05/10/2024, 17:55:22",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
58,1728143722980,"05/10/2024, 15:55:22",1728143722981,2,"05/10/2024, 17:55:22",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
59,1728143723479,"05/10/2024, 15:55:23",1728143723468,2,"05/10/2024, 17:55:23",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
60,1728143724066,"05/10/2024, 15:55:24",1728143724077,2,"05/10/2024, 17:55:24",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
61,1728143724581,"05/10/2024, 15:55:24",1728143724568,2,"05/10/2024, 17:55:24",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
62,1728143725249,"05/10/2024, 15:55:25",1728143725253,2,"05/10/2024, 17:55:25",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
63,1728143725749,"05/10/2024, 15:55:25",1728143725751,2,"05/10/2024, 17:55:25",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
64,1728143726514,"05/10/2024, 15:55:26",1728143726469,2,"05/10/2024, 17:55:26",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
65,1728143726963,"05/10/2024, 15:55:26",1728143726968,2,"05/10/2024, 17:55:26",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
66,1728143727543,"05/10/2024, 15:55:27",1728143727541,2,"05/10/2024, 17:55:27",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
67,1728143728039,"05/10/2024, 15:55:28",1728143728035,2,"05/10/2024, 17:55:28",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
68,1728143728961,"05/10/2024, 15:55:28",1728143728965,2,"05/10/2024, 17:55:28",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
69,1728143729462,"05/10/2024, 15:55:29",1728143729451,2,"05/10/2024, 17:55:29",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
70,1728143730149,"05/10/2024, 15:55:30",1728143730149,2,"05/10/2024, 17:55:30",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
71,1728143730634,"05/10/2024, 15:55:30",1728143730636,2,"05/10/2024, 17:55:30",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
72,1728143731935,"05/10/2024, 15:55:31",1728143731901,2,"05/10/2024, 17:55:31",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
73,1728143732404,"05/10/2024, 15:55:32",1728143732401,2,"05/10/2024, 17:55:32",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
74,1728143733183,"05/10/2024, 15:55:33",1728143733181,2,"05/10/2024, 17:55:33",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
75,1728143733668,"05/10/2024, 15:55:33",1728143733667,2,"05/10/2024, 17:55:33",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
76,1728143736381,"05/10/2024, 15:55:36",1728143736381,2,"05/10/2024, 17:55:36",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
77,1728143736883,"05/10/2024, 15:55:36",1728143736867,2,"05/10/2024, 17:55:36",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
78,1728143737404,"05/10/2024, 15:55:37",1728143737397,2,"05/10/2024, 17:55:37",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
79,1728143737886,"05/10/2024, 15:55:37",1728143737884,2,"05/10/2024, 17:55:37",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
80,1728143738684,"05/10/2024, 15:55:38",1728143738661,2,"05/10/2024, 17:55:38",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
81,1728143739141,"05/10/2024, 15:55:39",1728143739151,2,"05/10/2024, 17:55:39",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
82,1728143740249,"05/10/2024, 15:55:40",1728143739973,2,"05/10/2024, 17:55:39",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
83,1728143740567,"05/10/2024, 15:55:40",1728143740468,2,"05/10/2024, 17:55:40",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
84,1728143741223,"05/10/2024, 15:55:41",1728143741213,2,"05/10/2024, 17:55:41",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
85,1728143741703,"05/10/2024, 15:55:41",1728143741701,2,"05/10/2024, 17:55:41",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
86,1728143742459,"05/10/2024, 15:55:42",1728143742445,2,"05/10/2024, 17:55:42",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
87,1728143742961,"05/10/2024, 15:55:42",1728143742934,2,"05/10/2024, 17:55:42",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
88,1728143743960,"05/10/2024, 15:55:43",1728143743957,2,"05/10/2024, 17:55:43",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
89,1728143744609,"05/10/2024, 15:55:44",1728143744451,2,"05/10/2024, 17:55:44",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
90,1728143745025,"05/10/2024, 15:55:45",1728143745037,2,"05/10/2024, 17:55:45",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
91,1728143745533,"05/10/2024, 15:55:45",1728143745534,2,"05/10/2024, 17:55:45",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
92,1728143746263,"05/10/2024, 15:55:46",1728143746261,2,"05/10/2024, 17:55:46",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
93,1728143746767,"05/10/2024, 15:55:46",1728143746751,2,"05/10/2024, 17:55:46",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
94,1728143747383,"05/10/2024, 15:55:47",1728143747365,2,"05/10/2024, 17:55:47",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
95,1728143747853,"05/10/2024, 15:55:47",1728143747851,2,"05/10/2024, 17:55:47",143587,32,task-cjtc,,40458271,bder6,9856462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,Stroop Task,5,DGS
