Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
16,1708690536060,23/02/2024 12:15:36,1708690535891,1,23/02/2024 13:15:35,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,2,Screen 2,buttonb,response_keyboard,1373.9000000357628,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
17,1708690536823,23/02/2024 12:15:36,1708690536675,1,23/02/2024 13:15:36,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
18,1708690537360,23/02/2024 12:15:37,1708690537223,1,23/02/2024 13:15:37,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,2,Screen 2,buttonb,response_keyboard,540.9000000357628,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
19,1708690538193,23/02/2024 12:15:38,1708690538008,1,23/02/2024 13:15:38,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,1,Screen 1,fixation,fixation,500.1000000000058,,,,,0,1,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
20,1708690538610,23/02/2024 12:15:38,1708690538461,1,23/02/2024 13:15:38,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,2,Screen 2,buttonb,response_keyboard,443.89999997615814,,,green,1,1,0,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
21,1708690539378,23/02/2024 12:15:39,1708690539241,1,23/02/2024 13:15:39,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,1,Screen 1,fixation,fixation,500.90000000000146,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
22,1708690540188,23/02/2024 12:15:40,1708690540028,1,23/02/2024 13:15:40,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,2,Screen 2,buttonb,response_keyboard,777.4000000357628,,,green,1,1,0,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
23,1708690540970,23/02/2024 12:15:40,1708690540825,1,23/02/2024 13:15:40,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
24,1708690541557,23/02/2024 12:15:41,1708690541381,1,23/02/2024 13:15:41,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,2,Screen 2,buttonb,response_keyboard,548,,,green,1,1,0,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
25,1708690542341,23/02/2024 12:15:42,1708690542175,1,23/02/2024 13:15:42,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
26,1708690543439,23/02/2024 12:15:43,1708690543307,1,23/02/2024 13:15:43,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,2,Screen 2,buttona,response_keyboard,1123.1000000238419,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
27,1708690544264,23/02/2024 12:15:44,1708690544092,1,23/02/2024 13:15:44,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,1,Screen 1,fixation,fixation,500.09999999999854,,,,,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
28,1708690544758,23/02/2024 12:15:44,1708690544615,1,23/02/2024 13:15:44,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,2,Screen 2,buttona,response_keyboard,514.3000000119209,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
29,1708690545593,23/02/2024 12:15:45,1708690545408,1,23/02/2024 13:15:45,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
30,1708690546138,23/02/2024 12:15:46,1708690545953,1,23/02/2024 13:15:45,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,2,Screen 2,buttona,response_keyboard,536.5,,,red,1,1,0,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
31,1708690546879,23/02/2024 12:15:46,1708690546740,1,23/02/2024 13:15:46,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,1,Screen 1,fixation,fixation,499.1000000000058,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
32,1708690547444,23/02/2024 12:15:47,1708690547278,1,23/02/2024 13:15:47,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,2,Screen 2,buttonb,response_keyboard,532.3000000119209,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
33,1708690550371,23/02/2024 12:15:50,1708690550224,1,23/02/2024 13:15:50,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,17,1,1,Screen 1,button,continue_button,2644.5,,,,,0,1,0,,,,,,Score,,,,
34,1708690568071,23/02/2024 12:16:08,1708690567840,1,23/02/2024 13:16:07,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,18,1,1,Screen 1,advancementZone,continue_button,17603.899999976158,,,,,0,1,0,,,,,,Ready.0,,,,
35,1708690568476,23/02/2024 12:16:08,1708690568325,1,23/02/2024 13:16:08,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,29,1,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
36,1708690569692,23/02/2024 12:16:09,1708690569533,1,23/02/2024 13:16:09,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,29,1,2,Screen 2,buttona,response_keyboard,1200.5,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
37,1708690570161,23/02/2024 12:16:10,1708690570026,1,23/02/2024 13:16:10,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,53,2,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
38,1708690570739,23/02/2024 12:16:10,1708690570593,1,23/02/2024 13:16:10,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,53,2,2,Screen 2,buttonb,response_keyboard,560.8000000119209,,,blue,1,1,0,0,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
39,1708690571248,23/02/2024 12:16:11,1708690571092,1,23/02/2024 13:16:11,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,109,3,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
40,1708690571681,23/02/2024 12:16:11,1708690571524,1,23/02/2024 13:16:11,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,109,3,2,Screen 2,buttonb,response_keyboard,424.69999998807907,,,green,1,1,0,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
41,1708690572123,23/02/2024 12:16:12,1708690572009,1,23/02/2024 13:16:12,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,105,4,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
42,1708690572857,23/02/2024 12:16:12,1708690572695,1,23/02/2024 13:16:12,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,105,4,2,Screen 2,buttonb,response_keyboard,679,,,blue,1,1,0,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
43,1708690573352,23/02/2024 12:16:13,1708690573192,1,23/02/2024 13:16:13,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,30,5,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENyellow.jpg,green,0,0
44,1708690574323,23/02/2024 12:16:14,1708690574146,1,23/02/2024 13:16:14,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,30,5,2,Screen 2,buttonb,response_keyboard,947,,,green,1,1,0,0,,,,,1,Trials,GREENyellow.jpg,green,0,0
45,1708690574798,23/02/2024 12:16:14,1708690574642,1,23/02/2024 13:16:14,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,21,6,1,Screen 1,fixation,fixation,500.8999999999942,,,,,0,1,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
46,1708690576039,23/02/2024 12:16:16,1708690575882,1,23/02/2024 13:16:15,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,21,6,2,Screen 2,buttona,response_keyboard,1233.7000000476837,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
47,1708690576570,23/02/2024 12:16:16,1708690576376,1,23/02/2024 13:16:16,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,84,7,1,Screen 1,fixation,fixation,500.1000000000058,,,,,0,1,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
48,1708690577404,23/02/2024 12:16:17,1708690577017,1,23/02/2024 13:16:17,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,84,7,2,Screen 2,buttonb,response_keyboard,635.3999999761581,,,blue,1,1,0,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
49,1708690577632,23/02/2024 12:16:17,1708690577509,1,23/02/2024 13:16:17,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,38,8,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,GREENyellow.jpg,green,0,0
50,1708690578232,23/02/2024 12:16:18,1708690578107,1,23/02/2024 13:16:18,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,38,8,2,Screen 2,buttonb,response_keyboard,591.7999999523163,,,green,1,1,0,0,,,,,1,Trials,GREENyellow.jpg,green,0,0
51,1708690578775,23/02/2024 12:16:18,1708690578592,1,23/02/2024 13:16:18,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,69,9,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
52,1708690579475,23/02/2024 12:16:19,1708690579316,1,23/02/2024 13:16:19,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,69,9,2,Screen 2,buttonb,response_keyboard,716.5999999642372,,,blue,1,1,0,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
53,1708690580005,23/02/2024 12:16:20,1708690579809,1,23/02/2024 13:16:19,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,113,10,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
54,1708690580700,23/02/2024 12:16:20,1708690580513,1,23/02/2024 13:16:20,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,113,10,2,Screen 2,buttona,response_keyboard,698,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
55,1708690581506,23/02/2024 12:16:21,1708690581009,1,23/02/2024 13:16:21,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,31,11,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENblue.jpg,green,0,0
56,1708690581861,23/02/2024 12:16:21,1708690581685,1,23/02/2024 13:16:21,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,31,11,2,Screen 2,buttonb,response_keyboard,667.8000000119209,,,green,1,1,0,0,,,,,1,Trials,GREENblue.jpg,green,0,0
57,1708690582343,23/02/2024 12:16:22,1708690582176,1,23/02/2024 13:16:22,143587,31,task-hgsz,,35453098,xqls8,9856425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1440x813,,,,Stroop Task,5,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,41,12,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
