Fp1   3,0262 2,9695 2,8634 2,7091 2,5034 2,2483 1,9509 1,6388 1,3754 1,2338 1,2448 1,3633 1,4754 1,4642 1,2906 1,0035 0,6828 0,3907 0,1562 -0,0241 -0,1800 -0,3527 -0,5737 -0,8519 -1,1689 -1,4901 -1,7894 -2,0623 -2,3161 -2,5498 -2,7455 -2,8804 -2,9319 -2,8588 -2,6048 -2,1467 -1,5318 -0,8620 -0,2445 0,2465 0,5774 0,7423 0,7561 0,6476 0,4365 0,1339 -0,2270 -0,5943 -0,9300 -1,2140 -1,4252 -1,5397 -1,5507 -1,4829 -1,3807 -1,2859 -1,2166 -1,1583 -1,0777 -0,9404 -0,7296 -0,4749 -0,2467 -0,1056 -0,0776 -0,1768 -0,4205 -0,8092 -1,3007 -1,8113 -2,2546 -2,5961 -2,8730 -3,1488 -3,4498 -3,7506 -4,0104 -4,2123 -4,3682 -4,4963 -4,5993 -4,6568 -4,6325 -4,4962 -4,2462 -3,9208 -3,5884 -3,3214 -3,1702 -3,1532 -3,2564 -3,4376 -3,6438 -3,8402 -4,0260 -4,2256 -4,4788 -4,8340 -5,3283 -5,9608 -6,6911 -7,4639 -8,2315 -8,9565 -9,6019 -10,1307 -10,5225 -10,7893 -10,9724 -11,1111 -11,2137 -11,2658 -11,2648 -11,2313 -11,1871 -11,1325 -11,0481 -10,9191 -10,7541 -10,5745 -10,3947 -10,2202 -10,0593 -9,9208 -9,7906 -9,6243 -9,3764 -9,0345 -8,6244 -8,1910 -7,7678 -7,3635 -6,9868 -6,6755 -6,4795 -6,4217 -6,4817 -6,6111 -6,7612 -6,8933 -6,9629 -6,9206 -6,7442 -6,4608 -6,1284 -5,7976 -5,4883 -5,1943 -4,9034 -4,6155 -4,3418 -4,0832 -3,8119 -3,4864 -3,0878 -2,6334 -2,1683 -1,7559 -1,4592 -1,3131 -1,3185 -1,4534 -1,6773 -1,9381 -2,1897 -2,4009 -2,5655 -2,7118 -2,8823 -3,0962 -3,3399 -3,5854 -3,8067 -3,9969 -4,1735 -4,3413 -4,4432 -4,3709 -4,0308 -3,4085 -2,5817 -1,6757 -0,8004 -0,0298 0,5815 0,9957 1,2130 1,2760 1,2382 1,1339 0,9873 0,8276 0,6800 0,5582 0,4688 0,4081 0,3555 0,2935 0,2389 0,2405 0,3428 0,5525 0,8355 1,1406 1,4223 1,6364 1,7274 1,6391 1,3293 0,7842 0,0468 -0,7870 -1,6254 -2,4091 -3,0859 -3,6021 -3,9216 -4,0332 -3,9534 -3,7286 -3,4200 -3,0858 -2,7789 -2,5595 -2,4968 -2,6233 -2,8825 -3,1697 -3,4273 -3,6744 -3,9562 -4,2911 -4,6634 -5,0347 -5,3477 -5,5373 -5,5639 -5,4358 -5,2101 -4,9723 -4,7815 -4,6293 -4,4636 -4,2469 -3,9841 -3,7177 -3,5211 -3,4772 -3,6312 -3,9599 -4,3943 -4,8650 -5,3262 -5,7533 -6,1197 -6,3797 -6,4922 -6,4563 -6,3190 -6,1666 -6,0928 -6,1494 -6,3226 -6,5482 -6,7409 -6,8234 -6,7577 -6,5685 -6,3265 -6,0955 -5,8981 -5,7276 -5,5801 -5,4718 -5,4280 -5,4468 -5,4818 -5,4737 -5,4056 -5,3298 -5,3302 -5,4481 -5,6594 -5,9136 -6,1583 -6,3404 -6,4218 -6,3937 -6,2717 -6,1031 -5,9787 -5,9889 -6,1558 -6,4380 -6,7829 -7,1465 -7,4989 -7,8375 -8,1792 -8,5278 -8,8621 -9,1632 -9,4264 -9,6253 -9,6954 -9,5783 -9,2734 -8,8451 -8,3949 -8,0283 -7,8201 -7,7761 -7,8370 -7,9405 -8,0631 -8,2031 -8,3489 -8,4695 -8,5318 -8,5174 -8,4191 -8,2412 -8,0137 -7,7860 -7,5845 -7,3773 -7,0985 -6,7170 -6,2735 -5,8539 -5,5477 -5,4294 -5,5252 -5,7847 -6,1262 -6,5051 -6,9124 -7,3266 -7,6985 -7,9666 -8,0606 -7,9049 -7,4506 -6,7259 -5,8659 -5,0666 -4,4659 -4,0709 -3,8126 -3,6424 -3,5461 -3,4892 -3,3964 -3,1937 -2,8661 -2,4764 -2,1236 -1,8820 -1,7856 -1,8377 -2,0026 -2,2101 -2,3955 -2,5320 -2,6165 -2,6339 -2,5416 -2,2940 -1,8760 -1,3070 -0,6260 0,1101 0,8213 1,4248 1,8941 2,2883 2,6821 3,0624 3,3302 3,4183 3,3640 3,2625 3,1844 3,1285 3,0425 2,8915 2,6907 2,4852 2,3215 2,2243 2,1904 2,1927 2,1711 2,0529 1,8228 1,5476 1,3086 1,1358 1,0158 0,9359 0,9095 0,9614 1,0914 1,2611 1,4187 1,5264 1,5560 1,4813 1,3131 1,1321 1,0422 1,0858 1,2248 1,3947 1,5568 1,6963 1,7883 1,7961 1,7256 1,6420 1,6033 1,6164 1,6598 1,7046 1,7159 1,6598 1,5153 1,2896 1,0181 0,7311 0,4360 0,1354 -0,1733 -0,5207 -0,9501 -1,4677 -2,0285 -2,5693 -3,0456 -3,4333 -3,7046 -3,8278 -3,7769 -3,5235 -3,0474 -2,3710 -1,5683 -0,7315 0,0656 0,7756 1,3645 1,7935 2,0102 1,9776 1,7273 1,3477 0,8920 0,3369 -0,3390 -1,0865 -1,8140 -2,4377 -2,8941 -3,1528 -3,2358 -3,2026 -3,1136 -3,0052 -2,8804 -2,7119 -2,4572 -2,0796 -1,5648 -0,9398 -0,2896 0,2629 0,6186 0,7435 0,6704 0,4756 0,2272 -0,0602 -0,4050 -0,8027 -1,2130 -1,5944 -1,9318 -2,2376 -2,5346 -2,8241 -3,0651 -3,1954 -3,1721 -2,9984 -2,7268 -2,4320 -2,1745 -1,9943 -1,9104 -1,9093 -1,9553 -2,0194 -2,0871 -2,1530 -2,2188 -2,2825 -2,3225 -2,3004 -2,1864 -1,9869 -1,7563 -1,5910 -1,5903 -1,8057 -2,2282 -2,8076 -3,4654 -4,1027 -4,6206 -4,9579 -5,1144 -5,1303 -5,0566 -4,9426 -4,8095 -4,6209 -4,3115 -3,8620 -3,3272 -2,8048 -2,3944 -2,1623 -2,1172 -2,2186 -2,4041 -2,6137 -2,8165 -3,0173 -3,2191 -3,3883 -3,4739 -3,4543 -3,3576 -3,2464 -3,1786 -3,1592 -3,1296 -3,0130 -2,7645 -2,3841 -1,9065 -1,3882 -0,9054 -0,5497 -0,4059 -0,5295 -0,9413 -1,6130 -2,4464 -3,2963 -4,0368 -4,6096 -5,0122 -5,2617 -5,3887 -5,4521 -5,5268 -5,6585 -5,8272 -5,9678 -6,0251 -5,9843 -5,8531 -5,6402 -5,3668 -5,0832 -4,8553 -4,7339 -4,7354 -4,8427 -5,0171 -5,2135 -5,4008 -5,5785 -5,7666 -5,9636 -6,1172 -6,1585 -6,0704 -5,8975 -5,6910 -5,4644 -5,1975 -4,8674 -4,4812 -4,0782 -3,6858 -3,2928 -2,8798 -2,4573
Fz    1,3406 1,3461 1,2940 1,1817 1,0354 0,8914 0,7765 0,7148 0,7365 0,8519 1,0144 1,1328 1,1282 0,9827 0,7449 0,4948 0,2950 0,1660 0,0915 0,0322 -0,0571 -0,2058 -0,4113 -0,6402 -0,8481 -1,0052 -1,1131 -1,1978 -1,2849 -1,3780 -1,4580 -1,5049 -1,5110 -1,4660 -1,3430 -1,1139 -0,7752 -0,3558 0,0932 0,5104 0,8328 1,0066 1,0042 0,8329 0,5255 0,1300 -0,2963 -0,7081 -1,0876 -1,4254 -1,6986 -1,8800 -1,9613 -1,9639 -1,9272 -1,8913 -1,8734 -1,8506 -1,7749 -1,6089 -1,3504 -1,0428 -0,7569 -0,5449 -0,4205 -0,3856 -0,4502 -0,6193 -0,8704 -1,1509 -1,4049 -1,6141 -1,8110 -2,0427 -2,3253 -2,6314 -2,9111 -3,1252 -3,2617 -3,3256 -3,3189 -3,2324 -3,0524 -2,7811 -2,4522 -2,1247 -1,8545 -1,6691 -1,5680 -1,5421 -1,5827 -1,6764 -1,8017 -1,9355 -2,0624 -2,1835 -2,3223 -2,5203 -2,8160 -3,2201 -3,7067 -4,2239 -4,7149 -5,1421 -5,4934 -5,7676 -5,9610 -6,0734 -6,1198 -6,1268 -6,1166 -6,1031 -6,0951 -6,0975 -6,1056 -6,0987 -6,0473 -5,9368 -5,7848 -5,6316 -5,5150 -5,4518 -5,4356 -5,4427 -5,4317 -5,3471 -5,1461 -4,8280 -4,4410 -4,0560 -3,7232 -3,4484 -3,2141 -3,0213 -2,8983 -2,8765 -2,9607 -3,1246 -3,3307 -3,5488 -3,7518 -3,9139 -4,0241 -4,0890 -4,1203 -4,1290 -4,1252 -4,1095 -4,0696 -3,9936 -3,8772 -3,7130 -3,4823 -3,1667 -2,7657 -2,3044 -1,8361 -1,4364 -1,1753 -1,0884 -1,1736 -1,3975 -1,6960 -1,9958 -2,2475 -2,4284 -2,5296 -2,5646 -2,5696 -2,5831 -2,6285 -2,7100 -2,8166 -2,9383 -3,0786 -3,2310 -3,3443 -3,3222 -3,0625 -2,5161 -1,7274 -0,8196 0,0653 0,8168 1,3724 1,7099 1,8409 1,8034 1,6452 1,4121 1,1522 0,9151 0,7352 0,6229 0,5730 0,5660 0,5614 0,5159 0,4254 0,3342 0,2951 0,3237 0,3876 0,4336 0,4246 0,3482 0,2033 -0,0130 -0,3065 -0,6748 -1,0926 -1,5190 -1,9258 -2,3001 -2,6261 -2,8900 -3,0943 -3,2375 -3,2862 -3,1951 -2,9552 -2,6124 -2,2535 -1,9832 -1,8870 -1,9775 -2,1755 -2,3715 -2,5072 -2,5908 -2,6500 -2,6909 -2,7069 -2,7066 -2,7054 -2,6988 -2,6648 -2,5895 -2,4911 -2,4195 -2,4134 -2,4579 -2,4954 -2,4674 -2,3445 -2,1331 -1,8698 -1,6079 -1,3944 -1,2515 -1,1796 -1,1773 -1,2528 -1,4150 -1,6511 -1,9146 -2,1473 -2,3147 -2,4240 -2,5150 -2,6286 -2,7793 -2,9536 -3,1213 -3,2415 -3,2729 -3,2001 -3,0577 -2,9163 -2,8344 -2,8244 -2,8535 -2,8736 -2,8634 -2,8407 -2,8230 -2,7918 -2,7130 -2,5874 -2,4626 -2,3892 -2,3800 -2,4336 -2,5642 -2,7643 -2,9718 -3,1217 -3,2023 -3,2404 -3,2667 -3,3158 -3,4289 -3,6309 -3,9160 -4,2543 -4,6075 -4,9508 -5,2799 -5,5946 -5,8823 -6,1236 -6,3095 -6,4388 -6,4933 -6,4315 -6,2131 -5,8334 -5,3408 -4,8302 -4,4159 -4,1886 -4,1705 -4,3037 -4,4879 -4,6349 -4,7080 -4,7238 -4,7169 -4,7022 -4,6611 -4,5510 -4,3318 -4,0022 -3,6159 -3,2507 -2,9577 -2,7482 -2,6193 -2,5623 -2,5531 -2,5739 -2,6451 -2,7970 -3,0206 -3,2803 -3,5521 -3,8245 -4,0774 -4,2772 -4,3830 -4,3491 -4,1280 -3,6950 -3,0865 -2,4180 -1,8387 -1,4469 -1,2438 -1,1685 -1,1597 -1,1803 -1,2016 -1,1852 -1,0947 -0,9286 -0,7337 -0,5805 -0,5219 -0,5762 -0,7348 -0,9678 -1,2253 -1,4563 -1,6368 -1,7701 -1,8533 -1,8516 -1,7171 -1,4332 -1,0210 -0,5072 0,0849 0,7094 1,2941 1,7922 2,2200 2,6160 2,9679 3,2033 3,2560 3,1254 2,8807 2,6101 2,3541 2,0966 1,8153 1,5189 1,2531 1,0788 1,0242 1,0624 1,1360 1,1779 1,1258 0,9681 0,7731 0,6415 0,6257 0,7050 0,8270 0,9583 1,1021 1,2822 1,5049 1,7370 1,9241 2,0186 1,9864 1,8238 1,5867 1,3699 1,2417 1,2197 1,2938 1,4454 1,6422 1,8248 1,9231 1,9122 1,8355 1,7598 1,7313 1,7607 1,8170 1,8441 1,7970 1,6564 1,4279 1,1315 0,7816 0,3897 -0,0108 -0,3767 -0,6953 -0,9803 -1,2313 -1,4238 -1,5406 -1,5993 -1,6358 -1,6604 -1,6524 -1,5834 -1,4231 -1,1442 -0,7432 -0,2513 0,2735 0,7739 1,2155 1,5769 1,8241 1,9124 1,8211 1,5824 1,2605 0,8891 0,4501 -0,0709 -0,6325 -1,1577 -1,5857 -1,8924 -2,0885 -2,2034 -2,2621 -2,2798 -2,2695 -2,2340 -2,1561 -2,0093 -1,7801 -1,4742 -1,1195 -0,7820 -0,5551 -0,5047 -0,6274 -0,8559 -1,1030 -1,3127 -1,4838 -1,6485 -1,8262 -2,0064 -2,1713 -2,3194 -2,4679 -2,6401 -2,8421 -3,0444 -3,1916 -3,2309 -3,1379 -2,9360 -2,6894 -2,4740 -2,3468 -2,3202 -2,3608 -2,4247 -2,4856 -2,5291 -2,5453 -2,5377 -2,5188 -2,4898 -2,4318 -2,3242 -2,1717 -2,0152 -1,9215 -1,9537 -2,1367 -2,4495 -2,8392 -3,2349 -3,5702 -3,8156 -3,9863 -4,1123 -4,2025 -4,2456 -4,2393 -4,1927 -4,1036 -3,9574 -3,7483 -3,4922 -3,2224 -2,9832 -2,8210 -2,7700 -2,8459 -3,0438 -3,3362 -3,6834 -4,0448 -4,3753 -4,6276 -4,7687 -4,7973 -4,7470 -4,6741 -4,6235 -4,5907 -4,5270 -4,3857 -4,1447 -3,8026 -3,3832 -2,9405 -2,5498 -2,2894 -2,2151 -2,3490 -2,6856 -3,1834 -3,7525 -4,2854 -4,7131 -5,0210 -5,2194 -5,3214 -5,3508 -5,3534 -5,3808 -5,4538 -5,5444 -5,6013 -5,5935 -5,5198 -5,3849 -5,1933 -4,9719 -4,7747 -4,6511 -4,6195 -4,6699 -4,7806 -4,9309 -5,0982 -5,2571 -5,3930 -5,5110 -5,6239 -5,7317 -5,8178 -5,8672 -5,8754 -5,8366 -5,7389 -5,5705 -5,3293 -5,0352 -4,7309 -4,4565 -4,2244 -4,0204 -3,8217
F3    1,4374 1,5604 1,6181 1,5958 1,4908 1,3130 1,0821 0,8399 0,6598 0,6070 0,6803 0,8037 0,8714 0,8113 0,6310 0,4052 0,2117 0,0849 0,0206 -0,0038 -0,0210 -0,0682 -0,1708 -0,3258 -0,5001 -0,6530 -0,7680 -0,8634 -0,9733 -1,1135 -1,2630 -1,3859 -1,4625 -1,4795 -1,4115 -1,2354 -0,9572 -0,6140 -0,2547 0,0769 0,3456 0,5178 0,5665 0,4860 0,2865 -0,0101 -0,3605 -0,7154 -1,0472 -1,3459 -1,5972 -1,7788 -1,8746 -1,8909 -1,8582 -1,8174 -1,7904 -1,7562 -1,6667 -1,4844 -1,2060 -0,8756 -0,5676 -0,3394 -0,2078 -0,1718 -0,2376 -0,4096 -0,6613 -0,9242 -1,1241 -1,2418 -1,3281 -1,4532 -1,6487 -1,8926 -2,1344 -2,3315 -2,4694 -2,5555 -2,5994 -2,5942 -2,5158 -2,3471 -2,1037 -1,8299 -1,5723 -1,3634 -1,2229 -1,1640 -1,1909 -1,2911 -1,4343 -1,5858 -1,7240 -1,8486 -1,9798 -2,1531 -2,4060 -2,7564 -3,1903 -3,6695 -4,1489 -4,5914 -4,9709 -5,2649 -5,4545 -5,5414 -5,5605 -5,5626 -5,5803 -5,6157 -5,6554 -5,6901 -5,7137 -5,7142 -5,6757 -5,5941 -5,4885 -5,3896 -5,3184 -5,2778 -5,2611 -5,2560 -5,2317 -5,1364 -4,9271 -4,6032 -4,2110 -3,8183 -3,4743 -3,1920 -2,9714 -2,8258 -2,7785 -2,8439 -3,0127 -3,2493 -3,5098 -3,7626 -3,9867 -4,1615 -4,2704 -4,3108 -4,2928 -4,2331 -4,1482 -4,0478 -3,9347 -3,8128 -3,6868 -3,5480 -3,3667 -3,1066 -2,7481 -2,2999 -1,8032 -1,3307 -0,9648 -0,7670 -0,7622 -0,9329 -1,2159 -1,5274 -1,8014 -2,0008 -2,1126 -2,1539 -2,1644 -2,1790 -2,2119 -2,2605 -2,3145 -2,3724 -2,4509 -2,5579 -2,6471 -2,6117 -2,3385 -1,7840 -1,0081 -0,1415 0,6748 1,3317 1,7670 1,9680 1,9726 1,8547 1,6875 1,5151 1,3610 1,2441 1,1802 1,1738 1,2117 1,2589 1,2660 1,1999 1,0726 0,9377 0,8504 0,8252 0,8301 0,8285 0,8089 0,7651 0,6717 0,4920 0,1964 -0,2224 -0,7275 -1,2448 -1,7125 -2,1086 -2,4309 -2,6821 -2,8701 -2,9906 -3,0116 -2,9015 -2,6654 -2,3519 -2,0338 -1,7882 -1,6794 -1,7256 -1,8679 -2,0048 -2,0734 -2,0848 -2,0899 -2,1336 -2,2417 -2,4215 -2,6368 -2,8099 -2,8798 -2,8411 -2,7393 -2,6442 -2,5940 -2,5558 -2,4572 -2,2497 -1,9412 -1,5894 -1,2744 -1,0577 -0,9472 -0,9058 -0,8936 -0,8969 -0,9304 -1,0241 -1,1912 -1,3988 -1,5893 -1,7199 -1,7743 -1,7719 -1,7758 -1,8587 -2,0521 -2,3242 -2,5892 -2,7358 -2,6847 -2,4540 -2,1540 -1,9012 -1,7391 -1,6431 -1,5851 -1,5834 -1,6806 -1,8672 -2,0552 -2,1506 -2,1275 -2,0298 -1,9189 -1,8309 -1,7919 -1,8350 -1,9536 -2,0783 -2,1387 -2,1134 -2,0219 -1,9257 -1,9338 -2,1379 -2,5225 -2,9780 -3,3847 -3,6658 -3,8176 -3,9225 -4,0916 -4,3647 -4,6853 -4,9801 -5,2137 -5,3422 -5,2857 -4,9822 -4,4481 -3,7845 -3,1485 -2,7080 -2,5852 -2,7996 -3,2477 -3,7530 -4,1603 -4,4029 -4,4994 -4,4988 -4,4315 -4,3011 -4,0960 -3,8045 -3,4441 -3,0856 -2,8102 -2,6355 -2,5178 -2,4277 -2,3798 -2,3976 -2,5038 -2,7353 -3,0959 -3,5090 -3,8770 -4,1624 -4,3755 -4,5218 -4,5871 -4,5433 -4,3442 -3,9337 -3,2880 -2,4690 -1,6391 -0,9865 -0,5965 -0,4006 -0,2690 -0,1332 -0,0175 0,0246 -0,0095 -0,0623 -0,0797 -0,0619 -0,0527 -0,1016 -0,2481 -0,5209 -0,9133 -1,3583 -1,7643 -2,0816 -2,3026 -2,4046 -2,3259 -2,0102 -1,4590 -0,7250 0,1296 1,0411 1,9121 2,6169 3,0892 3,3879 3,6178 3,7999 3,8715 3,7980 3,6343 3,4824 3,4052 3,3678 3,2801 3,0894 2,7986 2,4479 2,1154 1,8809 1,7722 1,7532 1,7329 1,6075 1,3604 1,0973 0,9442 0,9366 1,0154 1,0916 1,1085 1,0757 1,0590 1,1187 1,2506 1,3999 1,5095 1,5421 1,5009 1,4466 1,4637 1,5932 1,8123 2,0677 2,3072 2,4855 2,5534 2,4662 2,2382 1,9641 1,7519 1,6588 1,6835 1,7804 1,8801 1,9047 1,7838 1,5063 1,1455 0,7903 0,4831 0,2386 0,0495 -0,1399 -0,3922 -0,7009 -0,9971 -1,2216 -1,3668 -1,4576 -1,5113 -1,5251 -1,4894 -1,3862 -1,1834 -0,8502 -0,3897 0,1482 0,6959 1,2028 1,6362 1,9487 2,0648 1,9370 1,6159 1,2187 0,8196 0,4114 -0,0287 -0,4802 -0,8942 -1,2281 -1,4492 -1,5389 -1,5114 -1,4135 -1,2957 -1,1846 -1,0802 -0,9713 -0,8437 -0,6809 -0,4690 -0,2125 0,0378 0,1955 0,1968 0,0416 -0,2159 -0,5032 -0,7755 -1,0383 -1,3180 -1,6103 -1,8714 -2,0582 -2,1608 -2,2029 -2,2232 -2,2452 -2,2604 -2,2365 -2,1354 -1,9354 -1,6620 -1,3824 -1,1625 -1,0395 -1,0192 -1,0764 -1,1725 -1,2789 -1,3744 -1,4430 -1,4860 -1,5180 -1,5406 -1,5333 -1,4759 -1,3748 -1,2672 -1,2129 -1,2712 -1,4664 -1,7814 -2,1728 -2,5784 -2,9299 -3,1765 -3,2986 -3,3006 -3,1953 -3,0037 -2,7651 -2,5209 -2,2812 -2,0254 -1,7414 -1,4476 -1,1842 -0,9978 -0,9208 -0,9559 -1,0869 -1,2937 -1,5550 -1,8583 -2,2006 -2,5572 -2,8645 -3,0529 -3,0952 -3,0218 -2,8973 -2,7831 -2,7009 -2,6267 -2,5198 -2,3491 -2,1015 -1,7874 -1,4441 -1,1300 -0,9106 -0,8410 -0,9577 -1,2782 -1,7855 -2,4030 -3,0083 -3,4936 -3,8116 -3,9653 -3,9775 -3,8855 -3,7555 -3,6663 -3,6639 -3,7361 -3,8363 -3,9234 -3,9744 -3,9678 -3,8801 -3,7167 -3,5274 -3,3782 -3,3138 -3,3419 -3,4452 -3,5973 -3,7658 -3,9182 -4,0372 -4,1261 -4,1912 -4,2167 -4,1709 -4,0421 -3,8526 -3,6349 -3,4042 -3,1530 -2,8678 -2,5635 -2,2943 -2,1095 -2,0064 -1,9324 -1,8229
F7    0,2721 0,1693 0,2141 0,3142 0,3681 0,3393 0,2527 0,1552 0,0963 0,1299 0,2969 0,5860 0,9261 1,2172 1,3654 1,3167 1,0917 0,7819 0,4933 0,2856 0,1547 0,0573 -0,0528 -0,2018 -0,3905 -0,6047 -0,8263 -1,0243 -1,1506 -1,1747 -1,1235 -1,0656 -1,0530 -1,0770 -1,0755 -0,9956 -0,8416 -0,6535 -0,4579 -0,2580 -0,0571 0,1305 0,2861 0,3991 0,4722 0,5114 0,5098 0,4477 0,3144 0,1292 -0,0613 -0,2077 -0,2796 -0,2795 -0,2444 -0,2297 -0,2658 -0,3226 -0,3299 -0,2340 -0,0349 0,2130 0,4427 0,6177 0,7234 0,7389 0,6501 0,4767 0,2624 0,0534 -0,1043 -0,1808 -0,1898 -0,1730 -0,1582 -0,1494 -0,1468 -0,1519 -0,1619 -0,1739 -0,1866 -0,1888 -0,1586 -0,0791 0,0472 0,1946 0,3201 0,3814 0,3570 0,2555 0,1122 -0,0286 -0,1406 -0,2298 -0,3233 -0,4474 -0,6191 -0,8471 -1,1275 -1,4470 -1,8026 -2,2022 -2,6409 -3,0871 -3,4877 -3,7853 -3,9413 -3,9508 -3,8403 -3,6514 -3,4260 -3,2069 -3,0374 -2,9534 -2,9716 -3,0767 -3,2210 -3,3468 -3,4120 -3,3996 -3,3161 -3,1851 -3,0435 -2,9352 -2,8863 -2,8834 -2,8833 -2,8412 -2,7366 -2,5799 -2,3952 -2,1999 -2,0053 -1,8287 -1,7008 -1,6617 -1,7370 -1,9155 -2,1603 -2,4292 -2,6739 -2,8406 -2,8960 -2,8484 -2,7330 -2,5810 -2,4087 -2,2249 -2,0426 -1,8808 -1,7535 -1,6544 -1,5512 -1,4029 -1,1890 -0,9247 -0,6528 -0,4176 -0,2398 -0,1106 -0,0089 0,0771 0,1435 0,1864 0,2149 0,2432 0,2730 0,2861 0,2562 0,1609 -0,0161 -0,2771 -0,5927 -0,9069 -1,1560 -1,2730 -1,2028 -0,9324 -0,4975 0,0367 0,5956 1,1155 1,5668 1,9600 2,3125 2,6012 2,7646 2,7693 2,6500 2,4726 2,2942 2,1520 2,0515 1,9674 1,8739 1,7624 1,6349 1,5025 1,3860 1,3056 1,2759 1,3173 1,4474 1,6537 1,8805 2,0428 2,0564 1,8765 1,5210 1,0520 0,5310 -0,0081 -0,5426 -1,0369 -1,4487 -1,7428 -1,8930 -1,8948 -1,7860 -1,6270 -1,4509 -1,2490 -1,0086 -0,7638 -0,5985 -0,5865 -0,7411 -1,0306 -1,4169 -1,8644 -2,3256 -2,7301 -2,9887 -3,0381 -2,9146 -2,7359 -2,5865 -2,4648 -2,3303 -2,1587 -1,9671 -1,8078 -1,7268 -1,7238 -1,7648 -1,8124 -1,8379 -1,8376 -1,8502 -1,9384 -2,1510 -2,4950 -2,9102 -3,2643 -3,4120 -3,2829 -2,9173 -2,4547 -2,0955 -1,9954 -2,1531 -2,4315 -2,6822 -2,8335 -2,9080 -2,9943 -3,1636 -3,3968 -3,6010 -3,6952 -3,6808 -3,6266 -3,5834 -3,5398 -3,4740 -3,4113 -3,3917 -3,4156 -3,4796 -3,6376 -3,9756 -4,5168 -5,1541 -5,7063 -6,0616 -6,2395 -6,3296 -6,4048 -6,4522 -6,3550 -5,9813 -5,3325 -4,5994 -4,0576 -3,9059 -4,1819 -4,7548 -5,3732 -5,7952 -5,9422 -5,9218 -5,8876 -5,9184 -6,0288 -6,2242 -6,5097 -6,8600 -7,1832 -7,3234 -7,1256 -6,5136 -5,5292 -4,3551 -3,2802 -2,5579 -2,2799 -2,3795 -2,7032 -3,0938 -3,4517 -3,7411 -3,9711 -4,1679 -4,3355 -4,4517 -4,4873 -4,4051 -4,1621 -3,7495 -3,2173 -2,6319 -2,0406 -1,5067 -1,1222 -0,9593 -1,0451 -1,3768 -1,9183 -2,5939 -3,3123 -4,0018 -4,6174 -5,1163 -5,4419 -5,5378 -5,3919 -5,0716 -4,7041 -4,3943 -4,1458 -3,8490 -3,3654 -2,6665 -1,8764 -1,1638 -0,6392 -0,3321 -0,1990 -0,1582 -0,1221 -0,0267 0,1241 0,2687 0,3574 0,3840 0,3538 0,2541 0,0685 -0,1965 -0,5121 -0,8418 -1,1396 -1,3267 -1,2893 -0,9594 -0,3987 0,2477 0,8538 1,3362 1,6415 1,7484 1,6636 1,4440 1,2147 1,0935 1,1031 1,2130 1,3962 1,5877 1,6898 1,6670 1,5880 1,5752 1,6950 1,8723 1,9504 1,8390 1,5792 1,3059 1,1792 1,3021 1,6380 2,0013 2,1809 2,0962 1,8146 1,4472 1,0719 0,7394 0,5007 0,3913 0,3976 0,4648 0,5440 0,6276 0,7354 0,8943 1,1553 1,5727 2,1106 2,6109 2,8988 2,9094 2,6940 2,3513 1,9961 1,7483 1,6663 1,6960 1,7386 1,7418 1,7065 1,6585 1,6257 1,5970 1,5081 1,2923 0,9347 0,4714 -0,0261 -0,4560 -0,7159 -0,7353 -0,4895 -0,0303 0,5126 1,0072 1,3919 1,6787 1,9126 2,1313 2,3548 2,5893 2,7991 2,9010 2,8280 2,5775 2,1971 1,7603 1,3449 1,0069 0,7659 0,6015 0,4612 0,2946 0,0934 -0,1086 -0,2614 -0,3121 -0,2148 0,0451 0,4317 0,8682 1,2739 1,5960 1,8113 1,9062 1,8690 1,7085 1,4746 1,2441 1,0700 0,9471 0,8235 0,6456 0,3927 0,0714 -0,3007 -0,6942 -1,0575 -1,3048 -1,3476 -1,1694 -0,8393 -0,4450 -0,0489 0,2937 0,5209 0,5939 0,5254 0,3588 0,1322 -0,1289 -0,4013 -0,6562 -0,8628 -1,0022 -1,0632 -1,0122 -0,8035 -0,4448 -0,0321 0,2969 0,4359 0,3452 0,0528 -0,3572 -0,7728 -1,0935 -1,2726 -1,3265 -1,3003 -1,2371 -1,1646 -1,0690 -0,8951 -0,6070 -0,2334 0,1542 0,4871 0,7197 0,8298 0,8134 0,6888 0,5002 0,3014 0,1299 -0,0031 -0,1045 -0,1806 -0,2222 -0,2108 -0,1470 -0,0640 -0,0004 0,0400 0,0937 0,2022 0,3818 0,6305 0,9405 1,2860 1,6123 1,8538 1,9642 1,9216 1,7200 1,3803 0,9464 0,4573 -0,0558 -0,5471 -0,9590 -1,2543 -1,4389 -1,5531 -1,6471 -1,7498 -1,8333 -1,8211 -1,6570 -1,3682 -1,0527 -0,8079 -0,6732 -0,6284 -0,6222 -0,6068 -0,5691 -0,5336 -0,5338 -0,5920 -0,7232 -0,9379 -1,2245 -1,5346 -1,7950 -1,9470 -1,9866 -1,9677 -1,9571 -1,9812 -2,0097 -1,9846 -1,8614 -1,6228 -1,2733 -0,8495 -0,4361 -0,1414
