Fp1   -1,4737 -1,5132 -1,4170 -1,1697 -0,8223 -0,4651 -0,2003 -0,1201 -0,2602 -0,5578 -0,8714 -1,0503 -1,0038 -0,7250 -0,2664 0,3056 0,9366 1,5757 2,1603 2,6252 2,9280 3,0558 3,0159 2,8535 2,6724 2,5873 2,6330 2,7269 2,7029 2,3736 1,6196 0,4826 -0,8220 -1,9988 -2,8014 -3,1180 -2,9881 -2,5688 -2,0730 -1,6863 -1,4933 -1,4663 -1,5119 -1,5215 -1,4053 -1,1049 -0,6046 0,0381 0,6738 1,1137 1,2238 0,9847 0,4978 -0,0441 -0,4164 -0,4501 -0,1063 0,5202 1,2642 1,9689 2,5449 2,9992 3,4065 3,8177 4,1972 4,4633 4,5671 4,5194 4,3543 4,0799 3,6747 3,1324 2,4958 1,8507 1,3005 0,9368 0,7936 0,8066 0,8357 0,7486 0,4827 0,0463 -0,5007 -1,0656 -1,5605 -1,9414 -2,2064 -2,3730 -2,4637 -2,4894 -2,4308 -2,2374 -1,8577 -1,2930 -0,6215 0,0514 0,6577 1,1731 1,5796 1,8469 1,9568 1,9390 1,8742 1,8532 1,9331 2,1332 2,4602 2,9198 3,4961 4,1113 4,6309 4,9297 4,9494 4,7065 4,2721 3,7513 3,2792 3,0123 3,0875 3,5624 4,3939 5,4805 6,7091 7,9549 9,0835 9,9796 10,5784 10,8902 10,9936 10,9886 10,9549 10,9398 10,9522 10,9542 10,8726 10,6356 10,2115 9,6252 8,9592 8,3473 7,9475 7,8777 8,1562 8,6949 9,3423 9,9344 10,3409 10,5022 10,4206 10,1044 9,5416 8,7387 7,7634 6,7366 5,7933 5,0426 4,5409 4,2936 4,2695 4,4199 4,7015 5,0927 5,5947 6,2079 6,8991 7,6026 8,2367 8,7066 8,9277 8,8668 8,5598 8,0940 7,5685 7,0557 6,5829 6,1452 5,7376 5,3723 5,0687 4,8404 4,6881 4,5910 4,5005 4,3632 4,1644 3,9384 3,7358 3,5866 3,4789 3,3637 3,1893 2,9371 2,6199 2,2672 1,9290 1,6699 1,5394 1,5550 1,6981 1,9035 2,0625 2,0589 1,8150 1,3236 0,6477 -0,1183 -0,8881 -1,6065 -2,2534 -2,8197 -3,2852 -3,6243 -3,8051 -3,7855 -3,5438 -3,1092 -2,5488 -1,9492 -1,4131 -1,0351 -0,8611 -0,8826 -1,0760 -1,4291 -1,9070 -2,4107 -2,8126 -3,0332 -3,0628 -2,9186 -2,6081 -2,1312 -1,5164 -0,8628 -0,3264 -0,0407 -0,0451 -0,2836 -0,6638 -1,1102 -1,5644 -1,9663 -2,2653 -2,4452 -2,5220 -2,5247 -2,4937 -2,4749 -2,4748 -2,4366 -2,2949 -2,0418 -1,7238 -1,4104 -1,1905 -1,1690 -1,4220 -1,9358 -2,6011 -3,2715 -3,8266 -4,2005 -4,3947 -4,4655 -4,4716 -4,4281 -4,3197 -4,1510 -3,9766 -3,8851 -3,9593 -4,2443 -4,7414 -5,4139 -6,1862 -6,9508 -7,5984 -8,0597 -8,3246 -8,4147 -8,3546 -8,1830 -7,9530 -7,6917 -7,3788 -6,9712 -6,4428 -5,8129 -5,1509 -4,5607 -4,1420 -3,9454 -3,9561 -4,1171 -4,3574 -4,6072 -4,8046 -4,9035 -4,8825 -4,7537 -4,5673 -4,4008 -4,3364 -4,4449 -4,7525 -5,2012 -5,6602 -5,9846 -6,0734 -5,9062 -5,5493 -5,1199 -4,7337 -4,4804 -4,4187 -4,5729 -4,9387 -5,4986 -6,2289 -7,0976 -8,0548 -9,0188 -9,8773 -10,5247 -10,9046 -11,0292 -10,9760 -10,8596 -10,7861 -10,8221 -10,9903 -11,2749 -11,6360 -12,0334 -12,4402 -12,8248 -13,1306 -13,2954 -13,2923 -13,1261 -12,7987 -12,3129 -11,6997 -11,0168 -10,3222 -9,6531 -9,0241 -8,4459 -7,9378 -7,5243 -7,2301 -7,0639 -6,9922 -6,9373 -6,8049 -6,5150 -6,0259 -5,3394 -4,4909 -3,5496 -2,6279 -1,8565 -1,3284 -1,0773 -1,0935 -1,3283 -1,6863 -2,0398 -2,2599 -2,2440 -1,9441 -1,3898 -0,6744 0,0893 0,7954 1,3309 1,5798 1,4813 1,0736 0,4526 -0,2898 -1,0784 -1,8511 -2,5665 -3,2110 -3,7967 -4,3357 -4,8105 -5,1803 -5,4197 -5,5549 -5,6596 -5,8146 -6,0777 -6,4729 -6,9784 -7,5397 -8,1001 -8,5999 -8,9625 -9,1107 -8,9997 -8,6432 -8,1384 -7,6455 -7,2923 -7,1023 -7,0267 -7,0138 -7,0269 -7,0319 -7,0003 -6,9236 -6,8178 -6,7057 -6,5843 -6,4194 -6,1783 -5,8506 -5,4443 -4,9945 -4,5730 -4,2591 -4,0901 -4,0280 -3,9634 -3,7636 -3,3405 -2,6979 -1,9424 -1,2504 -0,7968 -0,6687 -0,8089 -1,0410 -1,1706 -1,0877 -0,8197 -0,5229 -0,4066 -0,6327 -1,2528 -2,2052 -3,3522 -4,5334 -5,5948 -6,4028 -6,8971 -7,1385 -7,2515 -7,3082 -7,2840 -7,1100 -6,7516 -6,2408 -5,6442 -5,0270 -4,4586 -4,0269 -3,8114 -3,8373 -4,0536 -4,3477 -4,5934 -4,7029 -4,6358 -4,3712 -3,9101 -3,3083 -2,6807 -2,1811 -1,9804 -2,2217 -2,9535 -4,0921 -5,4452 -6,7708 -7,8402 -8,4992 -8,6915 -8,4284 -7,7577 -6,7767 -5,6570 -4,6073 -3,7793 -3,2044 -2,8144 -2,5139 -2,2396 -1,9693 -1,6995 -1,4358 -1,2053 -1,0546 -1,0139 -1,0627 -1,1411 -1,1935 -1,2043 -1,2049 -1,2543 -1,3944 -1,6068 -1,8207 -1,9607 -1,9769 -1,8469 -1,5617 -1,1092 -0,4956 0,2120 0,9010 1,4745 1,8738 2,0534 1,9755 1,6532 1,1885 0,7492 0,4983 0,5208 0,7925 1,2104 1,6586 2,0677 2,4400 2,8288 3,2796 3,7775 4,2516 4,6233 4,8363 4,8579 4,6701 4,2543 3,5893 2,6701 1,5306 0,2548 -1,0286 -2,1815 -3,1139 -3,8188 -4,3440 -4,7320 -5,0015 -5,1903 -5,3920 -5,7160 -6,2051 -6,7963 -7,3625 -7,7908 -8,0242 -8,0631 -7,9657 -7,8333 -7,7442 -7,7003 -7,6561 -7,5912 -7,5408 -7,5693 -7,7291 -8,0342 -8,4483 -8,9021 -9,3272 -9,6758 -9,9312 -10,1011 -10,1901 -10,1775 -10,0129 -9,6376 -9,0245 -8,2036 -7,2628 -6,3254 -5,5074 -4,8834 -4,4875 -4,3296 -4,3874 -4,5889 -4,8243 -4,9823 -4,9709 -4,7435 -4,3401 -3,8873 -3,5259 -3,3216 -3,2325 -3,1526 -2,9885 -2,7158 -2,3908 -2,1230
Fz    -1,0359 -1,2908 -1,4873 -1,5925 -1,5966 -1,5155 -1,3847 -1,2447 -1,1219 -1,0174 -0,9111 -0,7798 -0,6169 -0,4402 -0,2810 -0,1630 -0,0900 -0,0503 -0,0300 -0,0194 -0,0132 -0,0095 -0,0082 -0,0013 0,0370 0,1374 0,3058 0,5071 0,6768 0,7464 0,6730 0,4651 0,1909 -0,0464 -0,1544 -0,0927 0,1148 0,3937 0,6526 0,8238 0,8907 0,8855 0,8625 0,8658 0,9138 1,0097 1,1568 1,3531 1,5712 1,7615 1,8838 1,9309 1,9258 1,9076 1,9184 1,9871 2,1123 2,2632 2,4005 2,4960 2,5428 2,5558 2,5591 2,5612 2,5463 2,4930 2,3946 2,2640 2,1198 1,9645 1,7810 1,5548 1,2924 1,0175 0,7563 0,5244 0,3200 0,1261 -0,0788 -0,3091 -0,5691 -0,8581 -1,1690 -1,4821 -1,7733 -2,0291 -2,2478 -2,4296 -2,5702 -2,6591 -2,6770 -2,6011 -2,4201 -2,1502 -1,8338 -1,5198 -1,2452 -1,0269 -0,8609 -0,7232 -0,5747 -0,3702 -0,0773 0,3072 0,7573 1,2344 1,7052 2,1539 2,5768 2,9681 3,3169 3,6150 3,8632 4,0708 4,2526 4,4246 4,6060 4,8199 5,0862 5,4055 5,7525 6,0911 6,3892 6,6206 6,7652 6,8143 6,7774 6,6830 6,5707 6,4773 6,4274 6,4290 6,4680 6,5127 6,5313 6,5066 6,4343 6,3142 6,1498 5,9547 5,7538 5,5706 5,4142 5,2763 5,1416 4,9962 4,8354 4,6686 4,5105 4,3580 4,1850 3,9646 3,6923 3,3912 3,0984 2,8469 2,6529 2,5165 2,4289 2,3796 2,3638 2,3845 2,4467 2,5477 2,6730 2,8085 2,9492 3,0917 3,2276 3,3478 3,4438 3,5034 3,5094 3,4475 3,3171 3,1361 2,9329 2,7360 2,5677 2,4450 2,3775 2,3612 2,3705 2,3652 2,3142 2,2145 2,0860 1,9507 1,8168 1,6739 1,5035 1,2954 1,0559 0,8029 0,5560 0,3309 0,1357 -0,0266 -0,1563 -0,2593 -0,3519 -0,4594 -0,6080 -0,8152 -1,0813 -1,3878 -1,7048 -2,0024 -2,2661 -2,5009 -2,7209 -2,9337 -3,1282 -3,2726 -3,3298 -3,2765 -3,1118 -2,8547 -2,5406 -2,2131 -1,9116 -1,6612 -1,4740 -1,3587 -1,3163 -1,3276 -1,3578 -1,3780 -1,3736 -1,3367 -1,2628 -1,1543 -1,0285 -0,9215 -0,8761 -0,9151 -1,0310 -1,1988 -1,3936 -1,5979 -1,7962 -1,9704 -2,1062 -2,1988 -2,2486 -2,2568 -2,2301 -2,1824 -2,1218 -2,0425 -1,9376 -1,8173 -1,7029 -1,6132 -1,5620 -1,5613 -1,6168 -1,7159 -1,8273 -1,9188 -1,9741 -1,9954 -2,0001 -2,0131 -2,0515 -2,1105 -2,1656 -2,1871 -2,1619 -2,1039 -2,0439 -2,0069 -1,9982 -2,0065 -2,0118 -1,9953 -1,9478 -1,8743 -1,7897 -1,7126 -1,6599 -1,6444 -1,6685 -1,7142 -1,7445 -1,7199 -1,6189 -1,4542 -1,2741 -1,1444 -1,1187 -1,2195 -1,4379 -1,7449 -2,1026 -2,4773 -2,8450 -3,1846 -3,4702 -3,6767 -3,7961 -3,8452 -3,8567 -3,8646 -3,8836 -3,8963 -3,8681 -3,7764 -3,6286 -3,4623 -3,3344 -3,2990 -3,3844 -3,5808 -3,8467 -4,1284 -4,3863 -4,6066 -4,7914 -4,9430 -5,0556 -5,1158 -5,1100 -5,0317 -4,8863 -4,6948 -4,4937 -4,3251 -4,2233 -4,2076 -4,2813 -4,4330 -4,6412 -4,8816 -5,1310 -5,3629 -5,5468 -5,6582 -5,6914 -5,6555 -5,5592 -5,4047 -5,1927 -4,9318 -4,6408 -4,3408 -4,0484 -3,7766 -3,5352 -3,3316 -3,1736 -3,0660 -3,0010 -2,9527 -2,8824 -2,7517 -2,5366 -2,2301 -1,8389 -1,3905 -0,9401 -0,5597 -0,3107 -0,2235 -0,2904 -0,4659 -0,6774 -0,8491 -0,9262 -0,8900 -0,7612 -0,5905 -0,4350 -0,3383 -0,3272 -0,4243 -0,6518 -1,0148 -1,4866 -2,0184 -2,5578 -3,0564 -3,4761 -3,8013 -4,0432 -4,2261 -4,3668 -4,4670 -4,5246 -4,5447 -4,5451 -4,5556 -4,6092 -4,7281 -4,9137 -5,1439 -5,3863 -5,6144 -5,8119 -5,9647 -6,0568 -6,0716 -5,9993 -5,8506 -5,6538 -5,4301 -5,1786 -4,8938 -4,5848 -4,2690 -3,9567 -3,6490 -3,3461 -3,0521 -2,7657 -2,4710 -2,1481 -1,7927 -1,4178 -1,0405 -0,6768 -0,3457 -0,0653 0,1558 0,3218 0,4476 0,5523 0,6503 0,7440 0,8225 0,8672 0,8604 0,7936 0,6772 0,5399 0,4158 0,3280 0,2774 0,2356 0,1505 -0,0319 -0,3439 -0,7846 -1,3203 -1,8963 -2,4540 -2,9457 -3,3503 -3,6787 -3,9537 -4,1823 -4,3487 -4,4280 -4,4042 -4,2793 -4,0684 -3,7916 -3,4719 -3,1394 -2,8280 -2,5654 -2,3636 -2,2169 -2,1024 -1,9856 -1,8253 -1,5813 -1,2348 -0,8115 -0,3782 -0,0171 0,1970 0,2123 0,0179 -0,3474 -0,8046 -1,2571 -1,6169 -1,8285 -1,8811 -1,7995 -1,6299 -1,4310 -1,2662 -1,1841 -1,1945 -1,2649 -1,3410 -1,3756 -1,3473 -1,2612 -1,1390 -1,0085 -0,8979 -0,8249 -0,7820 -0,7334 -0,6340 -0,4586 -0,2126 0,0763 0,3730 0,6497 0,9004 1,1413 1,3981 1,6885 2,0141 2,3691 2,7535 3,1658 3,5867 3,9837 4,3299 4,6109 4,8182 4,9420 4,9772 4,9362 4,8592 4,8056 4,8246 4,9267 5,0850 5,2618 5,4325 5,5946 5,7589 5,9285 6,0806 6,1738 6,1720 6,0572 5,8269 5,4878 5,0500 4,5252 3,9304 3,2920 2,6464 2,0343 1,4900 1,0288 0,6399 0,2956 -0,0295 -0,3488 -0,6742 -1,0269 -1,4286 -1,8800 -2,3519 -2,7930 -3,1492 -3,3820 -3,4834 -3,4839 -3,4399 -3,3993 -3,3748 -3,3545 -3,3363 -3,3406 -3,3908 -3,4894 -3,6155 -3,7391 -3,8393 -3,9085 -3,9419 -3,9319 -3,8724 -3,7629 -3,6045 -3,3953 -3,1312 -2,8104 -2,4384 -2,0341 -1,6295 -1,2582 -0,9445 -0,7070 -0,5651 -0,5306 -0,5894 -0,6985 -0,7975 -0,8214 -0,7195 -0,4817 -0,1510 0,1955 0,4865 0,6922 0,8295 0,9385 1,0507 1,1728 1,2890
F3    -0,9538 -1,1193 -1,2172 -1,2180 -1,1296 -0,9872 -0,8397 -0,7368 -0,7033 -0,7190 -0,7293 -0,6780 -0,5396 -0,3310 -0,0968 0,1215 0,3027 0,4415 0,5370 0,5875 0,5930 0,5545 0,4748 0,3738 0,3011 0,3134 0,4277 0,5995 0,7421 0,7630 0,6032 0,2713 -0,1479 -0,5247 -0,7413 -0,7434 -0,5579 -0,2737 -0,0008 0,1783 0,2438 0,2352 0,2171 0,2434 0,3415 0,5212 0,7833 1,1069 1,4321 1,6781 1,7885 1,7603 1,6425 1,5145 1,4552 1,5080 1,6601 1,8571 2,0406 2,1778 2,2697 2,3475 2,4523 2,5953 2,7435 2,8485 2,8806 2,8346 2,7139 2,5104 2,2063 1,7982 1,3172 0,8207 0,3708 0,0134 -0,2373 -0,4035 -0,5315 -0,6654 -0,8317 -1,0419 -1,2952 -1,5759 -1,8600 -2,1309 -2,3801 -2,6011 -2,7867 -2,9260 -2,9970 -2,9701 -2,8241 -2,5686 -2,2496 -1,9260 -1,6384 -1,3992 -1,2028 -1,0364 -0,8802 -0,7019 -0,4656 -0,1543 0,2191 0,6267 1,0501 1,4914 1,9587 2,4387 2,8920 3,2744 3,5581 3,7381 3,8308 3,8673 3,8882 3,9425 4,0766 4,3118 4,6312 4,9960 5,3664 5,7023 5,9626 6,1151 6,1516 6,0991 6,0140 5,9554 5,9623 6,0496 6,2084 6,4081 6,6048 6,7579 6,8417 6,8472 6,7816 6,6706 6,5518 6,4590 6,4058 6,3818 6,3603 6,3065 6,1920 6,0109 5,7756 5,4904 5,1430 4,7296 4,2777 3,8409 3,4762 3,2199 3,0754 3,0242 3,0432 3,1132 3,2226 3,3697 3,5576 3,7832 4,0301 4,2781 4,5109 4,7088 4,8462 4,9041 4,8802 4,7875 4,6471 4,4792 4,2985 4,1145 3,9349 3,7663 3,6116 3,4694 3,3374 3,2109 3,0739 2,9020 2,6828 2,4300 2,1749 1,9483 1,7633 1,6082 1,4575 1,2888 1,0892 0,8524 0,5829 0,2967 0,0128 -0,2537 -0,4919 -0,7005 -0,8962 -1,1102 -1,3746 -1,7069 -2,1007 -2,5285 -2,9513 -3,3343 -3,6652 -3,9562 -4,2267 -4,4858 -4,7204 -4,8956 -4,9759 -4,9466 -4,8139 -4,6027 -4,3594 -4,1402 -3,9833 -3,8896 -3,8370 -3,8072 -3,7887 -3,7606 -3,6976 -3,5931 -3,4606 -3,3096 -3,1322 -2,9100 -2,6319 -2,3158 -2,0105 -1,7723 -1,6436 -1,6467 -1,7843 -2,0401 -2,3739 -2,7232 -3,0230 -3,2283 -3,3203 -3,3009 -3,1918 -3,0315 -2,8542 -2,6694 -2,4718 -2,2650 -2,0664 -1,8990 -1,7935 -1,7913 -1,9262 -2,1923 -2,5367 -2,8895 -3,1962 -3,4296 -3,5903 -3,7012 -3,7827 -3,8299 -3,8168 -3,7269 -3,5800 -3,4273 -3,3230 -3,2993 -3,3602 -3,4887 -3,6536 -3,8155 -3,9386 -4,0033 -4,0115 -3,9759 -3,9075 -3,8193 -3,7248 -3,6240 -3,4935 -3,2978 -3,0130 -2,6492 -2,2578 -1,9165 -1,6969 -1,6338 -1,7165 -1,9023 -2,1427 -2,4027 -2,6625 -2,9048 -3,1077 -3,2540 -3,3463 -3,4051 -3,4555 -3,5186 -3,5987 -3,6684 -3,6810 -3,6038 -3,4431 -3,2452 -3,0794 -3,0086 -3,0646 -3,2437 -3,5159 -3,8406 -4,1863 -4,5413 -4,9050 -5,2734 -5,6311 -5,9476 -6,1845 -6,3144 -6,3332 -6,2611 -6,1378 -6,0106 -5,9193 -5,8893 -5,9340 -6,0576 -6,2550 -6,5150 -6,8204 -7,1408 -7,4293 -7,6380 -7,7430 -7,7445 -7,6456 -7,4448 -7,1469 -6,7717 -6,3497 -5,9099 -5,4723 -5,0489 -4,6481 -4,2787 -3,9516 -3,6704 -3,4183 -3,1612 -2,8617 -2,4911 -2,0386 -1,5100 -0,9238 -0,3182 0,2413 0,6834 0,9640 1,0772 1,0458 0,9153 0,7450 0,5913 0,4959 0,4819 0,5494 0,6744 0,8199 0,9510 1,0357 1,0303 0,8808 0,5566 0,0817 -0,4785 -1,0492 -1,5649 -1,9806 -2,2836 -2,4957 -2,6567 -2,7983 -2,9257 -3,0245 -3,0819 -3,1056 -3,1254 -3,1760 -3,2816 -3,4475 -3,6543 -3,8678 -4,0585 -4,2065 -4,2956 -4,3122 -4,2458 -4,0959 -3,8888 -3,6755 -3,4914 -3,3295 -3,1651 -2,9868 -2,7939 -2,5795 -2,3313 -2,0460 -1,7366 -1,4204 -1,1033 -0,7820 -0,4557 -0,1238 0,2214 0,5818 0,9364 1,2510 1,5030 1,6973 1,8662 2,0506 2,2749 2,5311 2,7797 2,9641 3,0303 2,9515 2,7474 2,4800 2,2226 2,0267 1,8994 1,7956 1,6373 1,3554 0,9211 0,3534 -0,2910 -0,9383 -1,5162 -1,9655 -2,2635 -2,4393 -2,5431 -2,5983 -2,5882 -2,4830 -2,2737 -1,9846 -1,6560 -1,3220 -1,0088 -0,7439 -0,5540 -0,4500 -0,4176 -0,4218 -0,4242 -0,3981 -0,3251 -0,1828 0,0446 0,3425 0,6623 0,9353 1,0869 1,0526 0,8020 0,3552 -0,2190 -0,8199 -1,3442 -1,7197 -1,9169 -1,9354 -1,7954 -1,5464 -1,2684 -1,0425 -0,9087 -0,8505 -0,8152 -0,7500 -0,6283 -0,4528 -0,2436 -0,0264 0,1707 0,3198 0,4072 0,4454 0,4653 0,4925 0,5332 0,5781 0,6107 0,6192 0,6114 0,6174 0,6726 0,8009 1,0095 1,2959 1,6615 2,1027 2,5908 3,0787 3,5243 3,8971 4,1679 4,3085 4,3116 4,2104 4,0773 3,9990 4,0385 4,2088 4,4805 4,8079 5,1492 5,4802 5,7994 6,1111 6,3976 6,6166 6,7254 6,6963 6,5171 6,1863 5,7076 5,0883 4,3454 3,5134 2,6457 1,8075 1,0558 0,4163 -0,1252 -0,6018 -1,0354 -1,4319 -1,8080 -2,2089 -2,6850 -3,2483 -3,8546 -4,4235 -4,8800 -5,1826 -5,3316 -5,3714 -5,3731 -5,3908 -5,4287 -5,4583 -5,4639 -5,4625 -5,4868 -5,5610 -5,6887 -5,8523 -6,0251 -6,1864 -6,3223 -6,4242 -6,4874 -6,5055 -6,4618 -6,3292 -6,0830 -5,7189 -5,2602 -4,7506 -4,2415 -3,7744 -3,3715 -3,0448 -2,8109 -2,6835 -2,6521 -2,6758 -2,6963 -2,6516 -2,4929 -2,2124 -1,8516 -1,4786 -1,1520 -0,8959 -0,6987 -0,5312 -0,3724 -0,2211 -0,0944
F7    -0,2529 -0,3581 -0,4095 -0,3917 -0,3106 -0,1867 -0,0553 0,0355 0,0508 0,0015 -0,0557 -0,0500 0,0648 0,2922 0,6041 0,9659 1,3491 1,7226 2,0454 2,2770 2,3942 2,3932 2,2795 2,0758 1,8348 1,6199 1,4609 1,3325 1,1628 0,8560 0,3395 -0,3788 -1,1913 -1,9335 -2,4557 -2,6798 -2,6169 -2,3522 -2,0100 -1,7046 -1,4941 -1,3745 -1,3051 -1,2357 -1,1216 -0,9278 -0,6333 -0,2536 0,1399 0,4411 0,5649 0,4897 0,2660 -0,0010 -0,1880 -0,2011 -0,0115 0,3401 0,7705 1,1927 1,5528 1,8510 2,1269 2,4066 2,6672 2,8572 2,9381 2,8998 2,7484 2,4878 2,1152 1,6399 1,0996 0,5576 0,0876 -0,2509 -0,4447 -0,5413 -0,6207 -0,7467 -0,9433 -1,2068 -1,5179 -1,8398 -2,1271 -2,3484 -2,4990 -2,5920 -2,6453 -2,6669 -2,6437 -2,5409 -2,3202 -1,9751 -1,5514 -1,1196 -0,7324 -0,4156 -0,1844 -0,0536 -0,0289 -0,0888 -0,1825 -0,2496 -0,2420 -0,1302 0,0994 0,4478 0,8963 1,3879 1,8317 2,1428 2,2735 2,2186 2,0113 1,7171 1,4250 1,2337 1,2294 1,4563 1,9032 2,5223 3,2531 4,0225 4,7514 5,3770 5,8679 6,2319 6,5080 6,7396 6,9506 7,1416 7,2929 7,3701 7,3374 7,1770 6,9019 6,5529 6,1879 5,8776 5,6976 5,7013 5,8892 6,2079 6,5757 6,9092 7,1421 7,2406 7,1974 7,0034 6,6392 6,1000 5,4197 4,6669 3,9283 3,2895 2,8141 2,5339 2,4496 2,5410 2,7831 3,1543 3,6368 4,2052 4,8140 5,4016 5,9030 6,2521 6,3956 6,3174 6,0494 5,6596 5,2287 4,8256 4,4897 4,2291 4,0353 3,8995 3,8210 3,8041 3,8465 3,9275 4,0040 4,0269 3,9724 3,8516 3,6922 3,5151 3,3227 3,1010 2,8390 2,5487 2,2616 2,0106 1,8272 1,7372 1,7458 1,8312 1,9501 2,0410 2,0306 1,8545 1,4827 0,9341 0,2692 -0,4407 -1,1425 -1,8099 -2,4339 -3,0018 -3,4874 -3,8603 -4,0923 -4,1590 -4,0589 -3,8279 -3,5258 -3,2168 -2,9599 -2,7986 -2,7485 -2,8048 -2,9628 -3,2216 -3,5562 -3,8951 -4,1465 -4,2480 -4,1850 -3,9708 -3,6218 -3,1522 -2,5906 -2,0032 -1,4856 -1,1166 -0,9152 -0,8442 -0,8520 -0,9089 -1,0023 -1,1165 -1,2297 -1,3237 -1,3908 -1,4300 -1,4456 -1,4435 -1,4127 -1,3235 -1,1602 -0,9489 -0,7432 -0,5964 -0,5541 -0,6561 -0,9194 -1,3128 -1,7607 -2,1795 -2,5095 -2,7248 -2,8356 -2,8801 -2,8973 -2,8990 -2,8737 -2,8145 -2,7413 -2,6978 -2,7324 -2,8779 -3,1421 -3,5061 -3,9250 -4,3369 -4,6857 -4,9444 -5,1173 -5,2148 -5,2374 -5,1933 -5,1054 -4,9885 -4,8300 -4,5999 -4,2786 -3,8779 -3,4405 -3,0275 -2,6980 -2,4861 -2,3900 -2,3809 -2,4182 -2,4638 -2,4930 -2,4938 -2,4607 -2,3966 -2,3231 -2,2804 -2,3149 -2,4648 -2,7405 -3,1048 -3,4795 -3,7750 -3,9217 -3,8914 -3,7075 -3,4336 -3,1480 -2,9233 -2,8161 -2,8581 -3,0552 -3,3962 -3,8614 -4,4235 -5,0446 -5,6729 -6,2474 -6,7123 -7,0324 -7,2022 -7,2510 -7,2320 -7,2014 -7,2027 -7,2610 -7,3839 -7,5639 -7,7883 -8,0456 -8,3195 -8,5767 -8,7737 -8,8807 -8,8874 -8,7883 -8,5840 -8,2938 -7,9544 -7,6042 -7,2660 -6,9437 -6,6350 -6,3438 -6,0798 -5,8570 -5,6849 -5,5500 -5,4092 -5,2041 -4,8884 -4,4483 -3,8997 -3,2710 -2,6012 -1,9512 -1,3977 -1,0048 -0,8065 -0,8067 -0,9734 -1,2323 -1,4788 -1,6088 -1,5513 -1,2912 -0,8760 -0,3926 0,0718 0,4481 0,6767 0,7074 0,5285 0,1828 -0,2616 -0,7501 -1,2480 -1,7332 -2,1929 -2,6244 -3,0346 -3,4273 -3,7864 -4,0798 -4,2818 -4,3967 -4,4629 -4,5331 -4,6516 -4,8404 -5,0910 -5,3731 -5,6518 -5,8891 -6,0433 -6,0804 -5,9861 -5,7746 -5,5009 -5,2490 -5,0823 -5,0054 -4,9844 -4,9860 -4,9871 -4,9653 -4,9013 -4,7917 -4,6541 -4,5110 -4,3642 -4,1925 -3,9767 -3,7153 -3,4192 -3,1089 -2,8173 -2,5791 -2,4109 -2,2954 -2,1817 -2,0051 -1,7195 -1,3259 -0,8816 -0,4815 -0,2155 -0,1232 -0,1667 -0,2446 -0,2504 -0,1325 0,0801 0,2921 0,3881 0,2824 -0,0516 -0,5806 -1,2317 -1,9213 -2,5688 -3,0970 -3,4548 -3,6514 -3,7382 -3,7529 -3,6903 -3,5246 -3,2475 -2,8829 -2,4710 -2,0507 -1,6609 -1,3440 -1,1369 -1,0560 -1,0857 -1,1760 -1,2610 -1,2890 -1,2350 -1,0915 -0,8652 -0,5867 -0,3094 -0,1028 -0,0504 -0,2317 -0,6860 -1,3840 -2,2324 -3,1006 -3,8569 -4,4069 -4,7101 -4,7629 -4,5807 -4,2101 -3,7450 -3,3005 -2,9566 -2,7271 -2,5735 -2,4432 -2,2995 -2,1260 -1,9158 -1,6689 -1,3987 -1,1339 -0,9037 -0,7227 -0,5916 -0,5061 -0,4644 -0,4722 -0,5436 -0,6881 -0,8904 -1,1078 -1,2897 -1,3946 -1,3959 -1,2787 -1,0330 -0,6662 -0,2217 0,2347 0,6500 0,9914 1,2306 1,3418 1,3278 1,2414 1,1711 1,2010 1,3711 1,6600 2,0038 2,3399 2,6452 2,9466 3,2953 3,7198 4,1960 4,6578 5,0330 5,2649 5,3220 5,1991 4,9056 4,4526 3,8534 3,1310 2,3264 1,4994 0,7163 0,0233 -0,5732 -1,0958 -1,5649 -1,9857 -2,3680 -2,7495 -3,1821 -3,6890 -4,2372 -4,7540 -5,1723 -5,4591 -5,6137 -5,6650 -5,6648 -5,6574 -5,6513 -5,6360 -5,6211 -5,6476 -5,7615 -5,9868 -6,3162 -6,7120 -7,1175 -7,4765 -7,7484 -7,9199 -8,0036 -8,0204 -7,9773 -7,8553 -7,6210 -7,2533 -6,7587 -6,1758 -5,5670 -4,9997 -4,5254 -4,1749 -3,9620 -3,8791 -3,8910 -3,9447 -3,9846 -3,9597 -3,8358 -3,6184 -3,3575 -3,1172 -2,9342 -2,7969 -2,6635 -2,5004 -2,3090 -2,1254 -2,0040
