Fp1   10,4617 11,2825 11,5455 11,2570 10,5178 9,4728 8,2460 6,9176 5,5527 4,2310 3,0306 1,9877 1,0858 0,2866 -0,4313 -1,0692 -1,6378 -2,1753 -2,7177 -3,2459 -3,6759 -3,9006 -3,8298 -3,4288 -2,7624 -1,9693 -1,1734 -0,4490 0,1327 0,4814 0,5355 0,3032 -0,1601 -0,7989 -1,5781 -2,4696 -3,4302 -4,3850 -5,2284 -5,8564 -6,2187 -6,3354 -6,2583 -6,0141 -5,5668 -4,8366 -3,7621 -2,3468 -0,6794 1,0628 2,6453 3,8545 4,5806 4,8291 4,6453 4,0575 3,1083 1,8851 0,4871 -1,0127 -2,5434 -3,9902 -5,2089 -6,0905 -6,5896 -6,6967 -6,4010 -5,6918 -4,5943 -3,2014 -1,6650 -0,1411 1,2673 2,5145 3,5690 4,3776 4,8733 5,0314 4,9151 4,6378 4,2830 3,8734 3,3964 2,8437 2,2377 1,6307 1,0914 0,7057 0,5730 0,7791 1,3587 2,2690 3,3885 4,5517 5,6050 6,4323 6,9358 7,0218 6,6133 5,6683 4,1945 2,2569 -0,0510 -2,6761 -5,6329 -8,9345 -12,5146 -16,2421 -19,9792 -23,6090 -27,0418 -30,2040 -33,0257 -35,4646 -37,5150 -39,1574 -40,3304 -40,9799 -41,1179 -40,8231 -40,2047 -39,3682 -38,3920 -37,3270 -36,2175 -35,1057 -34,0155 -32,9553 -31,9356 -30,9718 -30,0701 -29,1988 -28,2598 -27,0968 -25,5491 -23,5230 -21,0301 -18,1683 -15,0795 -11,9179 -8,8351 -5,9583 -3,3459 -0,9674 1,2364 3,2608 5,0260 6,4564 7,5514 8,3909 9,0996 9,8019 10,5817 11,4591 12,4111 13,4244 14,5100 15,6710 16,8904 18,1385 19,3535 20,4326 21,2601 21,7397 21,8005 21,3875 20,4667 19,0637 17,2952 15,3430 13,3942 11,6071 10,1091 9,0016 8,3559 8,1909 8,4180 8,8339 9,2359 9,5531 9,8435 10,1923 10,6323 11,1416 11,6973 12,3129 13,0037 13,7210 14,3358 14,6908 14,6665 14,2095 13,3246 12,0597 10,5022 8,7788 7,0286 5,3598 3,8294 2,4533 1,2181 0,0791 -1,0396 -2,2330 -3,5967 -5,2012 -7,0436 -9,0180 -10,9650 -12,7619 -14,3470 -15,6850 -16,7510 -17,5309 -18,0150 -18,2068 -18,1569 -17,9688 -17,7434 -17,5120 -17,2384 -16,8620 -16,3127 -15,5045 -14,3568 -12,8474 -11,0539 -9,1326 -7,2451 -5,5045 -3,9655 -2,6318 -1,4726 -0,4614 0,3815 0,9791 1,2487 1,1805 0,8616 0,4122 -0,1008 -0,6934 -1,4218 -2,3005 -3,2549 -4,1594 -4,9106 -5,4731 -5,8860 -6,2332 -6,5889 -6,9831 -7,4156 -7,8914 -8,4264 -9,0291 -9,7100 -10,5081 -11,4691 -12,5916 -13,8060 -15,0027 -16,0685 -16,9097 -17,4859 -17,8447 -18,1000 -18,3507 -18,6154 -18,8326 -18,9080 -18,7732 -18,4071 -17,7963 -16,8978 -15,6766 -14,1820 -12,5548 -10,9402 -9,4043 -7,9334 -6,4833 -5,0214 -3,5597 -2,1613 -0,9121 0,1099 0,8637 1,3630 1,6589 1,7978 1,7985 1,6764 1,4748 1,2376 0,9474 0,5396 0,0044 -0,5495 -0,9544 -1,0941 -0,9570 -0,6234 -0,2283 0,0884 0,2227 0,1095 -0,2869 -0,9417 -1,7337 -2,4852 -3,0442 -3,3338 -3,3587 -3,1906 -2,9308 -2,6629 -2,4236 -2,2057 -1,9750 -1,6922 -1,3362 -0,9223 -0,4780 0,0252 0,6950 1,6430 2,8898 4,3375 5,8240 7,2211 8,4954 9,6828 10,8334 11,9861 13,1362 14,2003 15,0558 15,6193 15,8531 15,7295 15,2459 14,4477 13,4142 12,2355 10,9890 9,7050 8,3441 6,8190 5,0743 3,1668 1,2664 -0,4327 -1,8139 -2,8686 -3,6312 -4,0950 -4,2142 -3,9781 -3,4553 -2,7601 -1,9887 -1,1893 -0,3753 0,4423 1,2216 1,8835 2,3549 2,6267 2,7637 2,8574 2,9745 3,1327 3,3138 3,5158 3,7889 4,2027 4,7797 5,4728 6,2002 6,8851 7,4748 7,9374 8,2474 8,3847 8,3545 8,2117 8,0476 7,9538 8,0117 8,2907 8,8092 9,4848 10,1337 10,5303 10,4801 9,8681 8,6884 7,0440 5,1016 3,0324 0,9713 -0,9907 -2,7736 -4,2710 -5,3582 -5,9398 -6,0005 -5,6147 -4,8980 -3,9580 -2,9040 -1,8744 -1,0000 -0,3483 0,0693 0,2696 0,2937 0,2005 0,0586 -0,0564 -0,0805 0,0171 0,2468 0,6223 1,1636 1,8884 2,8058 3,9092 5,1565 6,4573 7,6939 8,7641 9,6236 10,3027 10,8667 11,3447 11,6980 11,8451 11,6944 11,1825 10,3153 9,1604 7,7888 6,2352 4,5174 2,6778 0,7982 -0,9994 -2,5667 -3,7698 -4,5228 -4,7971 -4,6285 -4,1125 -3,3757 -2,5345 -1,6588 -0,7643 0,1595 1,1170 2,0890 3,0312 3,8881 4,6075 5,1515 5,5182 5,7581 5,9564 6,2018 6,5660 7,0716 7,6501 8,1478 8,4014 8,3149 7,8692 7,0748 5,9259 4,4042 2,5215 0,3442 -2,0249 -4,4828 -6,9617 -9,4327 -11,8548 -14,1429 -16,2111 -18,0184 -19,5447 -20,7558 -21,6161 -22,1197 -22,3032 -22,2423 -22,0315 -21,7472 -21,4203 -21,0342 -20,5278 -19,7923 -18,6917 -17,1247 -15,0824 -12,6624 -10,0493 -7,4782 -5,1719 -3,2741 -1,8181 -0,7193 0,2114 1,1905 2,3464 3,6681 5,0568 6,4150 7,6958 8,8880 9,9813 10,9567 11,7746 12,3633 12,6639 12,6875 12,4977 12,1428 11,6306 10,9588 10,1447 9,2219 8,2188 7,1450 5,9788 4,6555 3,1003 1,3017 -0,6666 -2,6992 -4,7151 -6,6541 -8,4427 -9,9990 -11,2782 -12,2855 -13,0435 -13,5714 -13,8944 -14,0463 -14,0485 -13,9078 -13,6564 -13,3795 -13,1856 -13,1573 -13,3251 -13,6706 -14,1479 -14,7159 -15,3445 -15,9798 -16,5227 -16,8667 -16,9618 -16,8411 -16,6048 -16,3791 -16,2529 -16,2136 -16,1448 -15,9007 -15,3917 -14,6174 -13,6555 -12,6376 -11,7226 -11,0613 -10,7438 -10,7564 -10,9998 -11,3687 -11,8125 -12,3228 -12,8995 -13,5515 -14,3210 -15,2871 -16,5248 -18,0394 -19,7301 -21,4091 -22,8534 -23,8559 -24,2637 -24,0195 -23,1870 -21,9163 -20,3705 -18,6669
Fz    3,8742 4,3166 4,5562 4,5791 4,4095 4,0976 3,6919 3,2241 2,7151 2,1847 1,6531 1,1424 0,6713 0,2446 -0,1477 -0,5230 -0,8994 -1,2897 -1,6868 -2,0524 -2,3291 -2,4631 -2,4138 -2,1630 -1,7372 -1,2083 -0,6592 -0,1590 0,2303 0,4511 0,4728 0,3091 0,0021 -0,4023 -0,8617 -1,3349 -1,7819 -2,1617 -2,4282 -2,5453 -2,5121 -2,3667 -2,1602 -1,9220 -1,6409 -1,2814 -0,8166 -0,2502 0,3776 0,9942 1,5139 1,8699 2,0395 2,0410 1,9010 1,6347 1,2606 0,8126 0,3234 -0,1894 -0,7050 -1,1767 -1,5482 -1,7860 -1,8874 -1,8582 -1,6957 -1,3975 -0,9792 -0,4823 0,0352 0,5191 0,9442 1,3159 1,6441 1,9220 2,1293 2,2584 2,3333 2,3904 2,4415 2,4630 2,4207 2,3041 2,1404 1,9761 1,8479 1,7753 1,7754 1,8750 2,1020 2,4582 2,9012 3,3565 3,7532 4,0449 4,1957 4,1649 3,9141 3,4212 2,6932 1,7772 0,7448 -0,3517 -1,5061 -2,7320 -4,0214 -5,3367 -6,6293 -7,8566 -8,9988 -10,0624 -11,0663 -12,0281 -12,9445 -13,7696 -14,4298 -14,8756 -15,1050 -15,1411 -15,0093 -14,7340 -14,3369 -13,8367 -13,2576 -12,6313 -11,9864 -11,3428 -10,7126 -10,1009 -9,5068 -8,9187 -8,3035 -7,6017 -6,7459 -5,6992 -4,4746 -3,1153 -1,6664 -0,1727 1,3101 2,7218 4,0258 5,2207 6,3109 7,2717 8,0597 8,6540 9,0775 9,3874 9,6588 9,9674 10,3636 10,8498 11,3898 11,9468 12,5015 13,0384 13,5361 13,9740 14,3318 14,5881 14,7268 14,7395 14,6148 14,3290 13,8567 13,1969 12,3890 11,5012 10,6109 9,7899 9,0962 8,5718 8,2451 8,1248 8,1768 8,3173 8,4566 8,5529 8,6164 8,6726 8,7342 8,8015 8,8843 9,0114 9,2041 9,4368 9,6352 9,7117 9,6043 9,2929 8,8002 8,1797 7,4957 6,8034 6,1382 5,5167 4,9453 4,4264 3,9561 3,5177 3,0759 2,5823 1,9892 1,2665 0,4219 -0,4874 -1,3753 -2,1673 -2,8213 -3,3182 -3,6490 -3,8094 -3,8045 -3,6605 -3,4339 -3,1977 -3,0050 -2,8634 -2,7445 -2,6100 -2,4264 -2,1639 -1,7962 -1,3092 -0,7214 -0,0876 0,5304 1,0914 1,5757 1,9820 2,3294 2,6422 2,9141 3,0909 3,1009 2,9136 2,5698 2,1546 1,7399 1,3511 0,9784 0,6143 0,2713 -0,0343 -0,2972 -0,5199 -0,7137 -0,9046 -1,1173 -1,3503 -1,5805 -1,7929 -1,9949 -2,2018 -2,4272 -2,6887 -3,0082 -3,4036 -3,8830 -4,4367 -5,0262 -5,5844 -6,0450 -6,3848 -6,6342 -6,8420 -7,0334 -7,1907 -7,2622 -7,1975 -6,9794 -6,6139 -6,1021 -5,4477 -4,6891 -3,8989 -3,1427 -2,4463 -1,8017 -1,1913 -0,6051 -0,0455 0,4741 0,9299 1,2880 1,5225 1,6418 1,6873 1,7011 1,6993 1,6796 1,6458 1,6080 1,5610 1,4854 1,3831 1,2997 1,3005 1,4285 1,6873 2,0494 2,4697 2,8939 3,2640 3,5188 3,6051 3,5075 3,2724 2,9910 2,7557 2,6254 2,6137 2,6933 2,8145 2,9292 3,0096 3,0539 3,0794 3,1117 3,1704 3,2594 3,3778 3,5463 3,8075 4,1898 4,6762 5,2090 5,7164 6,1487 6,5029 6,8114 7,1120 7,4281 7,7549 8,0556 8,2855 8,4200 8,4492 8,3654 8,1743 7,9050 7,5981 7,2840 6,9644 6,6070 6,1624 5,5962 4,9195 4,2025 3,5533 3,0642 2,7625 2,6055 2,5292 2,5074 2,5614 2,7169 2,9650 3,2671 3,5836 3,8940 4,1956 4,4868 4,7490 4,9463 5,0511 5,0674 5,0315 4,9910 4,9840 5,0279 5,1193 5,2529 5,4337 5,6677 5,9477 6,2524 6,5530 6,8180 7,0201 7,1421 7,1764 7,1233 6,9954 6,8272 6,6668 6,5537 6,5129 6,5611 6,6967 6,8834 7,0507 7,1159 7,0057 6,6720 6,1075 5,3576 4,5108 3,6697 2,9162 2,2884 1,7876 1,4026 1,1326 0,9918 0,9888 1,1037 1,2956 1,5273 1,7677 1,9778 2,1186 2,1725 2,1457 2,0571 1,9270 1,7656 1,5795 1,3902 1,2325 1,1387 1,1355 1,2473 1,4883 1,8522 2,3148 2,8444 3,4078 3,9654 4,4677 4,8648 5,1314 5,2861 5,3779 5,4447 5,4870 5,4754 5,3722 5,1519 4,8181 4,4005 3,9274 3,4084 2,8482 2,2614 1,6713 1,1070 0,6048 0,2050 -0,0483 -0,1132 0,0250 0,3335 0,7453 1,1901 1,6201 2,0180 2,3889 2,7446 3,0911 3,4238 3,7336 4,0058 4,2165 4,3460 4,3976 4,3983 4,3889 4,4118 4,4901 4,6042 4,6986 4,7118 4,6038 4,3614 3,9818 3,4537 2,7619 1,9100 0,9288 -0,1401 -1,2620 -2,4172 -3,5968 -4,7803 -5,9208 -6,9616 -7,8616 -8,5919 -9,1223 -9,4236 -9,4866 -9,3378 -9,0434 -8,6893 -8,3460 -8,0443 -7,7753 -7,4957 -7,1291 -6,5855 -5,8011 -4,7718 -3,5581 -2,2696 -1,0406 0,0077 0,8063 1,3573 1,7353 2,0727 2,5079 3,1112 3,8550 4,6543 5,4311 6,1493 6,8057 7,4048 7,9443 8,4062 8,7562 8,9632 9,0226 8,9483 8,7502 8,4341 8,0178 7,5371 7,0345 6,5428 6,0732 5,6075 5,0953 4,4776 3,7337 2,8995 2,0333 1,1711 0,3227 -0,4982 -1,2580 -1,9230 -2,4783 -2,9226 -3,2574 -3,4850 -3,6026 -3,5975 -3,4614 -3,2163 -2,9243 -2,6674 -2,5139 -2,4996 -2,6301 -2,8941 -3,2778 -3,7648 -4,3145 -4,8540 -5,3095 -5,6488 -5,8931 -6,0951 -6,3091 -6,5586 -6,8135 -7,0019 -7,0546 -6,9452 -6,6952 -6,3555 -5,9925 -5,6816 -5,4942 -5,4739 -5,6122 -5,8530 -6,1295 -6,3979 -6,6395 -6,8452 -7,0122 -7,1564 -7,3212 -7,5616 -7,9091 -8,3472 -8,8136 -9,2226 -9,4885 -9,5454 -9,3686 -8,9903 -8,4860 -7,9372 -7,3978
F3    4,5519 4,9771 5,1744 5,1456 4,9246 4,5616 4,1002 3,5685 2,9881 2,3842 1,7855 1,2190 0,7066 0,2601 -0,1190 -0,4395 -0,7210 -0,9880 -1,2541 -1,5055 -1,7026 -1,7977 -1,7500 -1,5417 -1,1986 -0,7857 -0,3728 -0,0141 0,2407 0,3415 0,2602 0,0057 -0,3877 -0,8812 -1,4352 -2,0058 -2,5426 -2,9886 -3,2845 -3,3886 -3,3036 -3,0792 -2,7830 -2,4614 -2,1161 -1,7116 -1,2042 -0,5691 0,1763 0,9606 1,6754 2,2188 2,5338 2,6116 2,4654 2,1151 1,6022 0,9949 0,3614 -0,2540 -0,8168 -1,2808 -1,6009 -1,7599 -1,7719 -1,6594 -1,4335 -1,0944 -0,6484 -0,1242 0,4264 0,9487 1,4120 1,8146 2,1639 2,4557 2,6745 2,8169 2,9082 2,9833 3,0503 3,0823 3,0412 2,9082 2,6972 2,4455 2,1998 2,0128 1,9408 2,0334 2,3144 2,7645 3,3174 3,8779 4,3577 4,6923 4,8317 4,7356 4,3828 3,7767 2,9447 1,9419 0,8400 -0,3162 -1,5363 -2,8522 -4,2708 -5,7659 -7,2943 -8,8049 -10,2533 -11,6105 -12,8599 -13,9964 -15,0163 -15,8902 -16,5648 -17,0048 -17,2143 -17,2180 -17,0404 -16,7054 -16,2388 -15,6696 -15,0346 -14,3708 -13,6995 -13,0268 -12,3556 -11,6896 -11,0327 -10,3799 -9,7023 -8,9420 -8,0322 -6,9352 -5,6622 -4,2558 -2,7631 -1,2303 0,2871 1,7295 3,0621 4,2905 5,4299 6,4617 7,3369 8,0231 8,5377 8,9406 9,3093 9,7130 10,1877 10,7257 11,2954 11,8763 12,4657 13,0607 13,6497 14,2169 14,7362 15,1687 15,4756 15,6277 15,6004 15,3680 14,9129 14,2458 13,4136 12,4890 11,5547 10,6912 9,9634 9,4134 9,0628 8,9114 8,9206 9,0103 9,1015 9,1639 9,2141 9,2769 9,3598 9,4585 9,5794 9,7473 9,9809 10,2553 10,4986 10,6248 10,5705 10,3111 9,8587 9,2498 8,5308 7,7469 6,9374 6,1363 5,3769 4,6905 4,0940 3,5742 3,0823 2,5487 1,9095 1,1290 0,2153 -0,7750 -1,7581 -2,6592 -3,4261 -4,0251 -4,4398 -4,6708 -4,7298 -4,6415 -4,4530 -4,2266 -4,0090 -3,8055 -3,5910 -3,3379 -3,0291 -2,6514 -2,1865 -1,6170 -0,9494 -0,2250 0,5021 1,1877 1,7997 2,3198 2,7515 3,1082 3,3808 3,5251 3,4908 3,2714 2,9264 2,5486 2,2041 1,8989 1,5959 1,2634 0,9048 0,5472 0,2158 -0,0775 -0,3402 -0,5993 -0,8806 -1,1853 -1,4914 -1,7794 -2,0463 -2,2973 -2,5430 -2,8074 -3,1212 -3,5055 -3,9619 -4,4705 -4,9872 -5,4480 -5,7968 -6,0236 -6,1704 -6,2915 -6,4147 -6,5281 -6,5899 -6,5546 -6,3968 -6,1045 -5,6596 -5,0505 -4,3033 -3,4843 -2,6636 -1,8826 -1,1490 -0,4487 0,2375 0,9150 1,5664 2,1538 2,6299 2,9647 3,1689 3,2841 3,3469 3,3674 3,3425 3,2810 3,1955 3,0787 2,9147 2,7245 2,5790 2,5551 2,6865 2,9540 3,3048 3,6713 3,9879 4,2016 4,2729 4,1786 3,9296 3,5881 3,2509 3,0079 2,9090 2,9533 3,0962 3,2717 3,4191 3,5049 3,5307 3,5270 3,5368 3,5923 3,6976 3,8418 4,0343 4,3153 4,7218 5,2522 5,8612 6,4808 7,0566 7,5738 8,0478 8,5022 8,9580 9,4187 9,8534 10,2138 10,4660 10,5884 10,5611 10,3798 10,0690 9,6709 9,2261 8,7548 8,2459 7,6633 6,9705 6,1660 5,3086 4,5023 3,8454 3,3829 3,0989 2,9548 2,9356 3,0522 3,3041 3,6526 4,0354 4,4036 4,7416 5,0558 5,3495 5,6052 5,7890 5,8749 5,8704 5,8156 5,7582 5,7313 5,7435 5,7868 5,8612 5,9861 6,1841 6,4603 6,8004 7,1802 7,5696 7,9344 8,2411 8,4622 8,5789 8,5900 8,5220 8,4213 8,3280 8,2703 8,2705 8,3333 8,4275 8,4898 8,4445 8,2230 7,7814 7,1206 6,2950 5,3932 4,5058 3,6982 2,9989 2,4099 1,9297 1,5725 1,3693 1,3442 1,4889 1,7671 2,1338 2,5360 2,9044 3,1697 3,2942 3,2795 3,1591 2,9827 2,7929 2,6167 2,4766 2,3919 2,3725 2,4250 2,5624 2,8027 3,1597 3,6347 4,2131 4,8618 5,5294 6,1528 6,6723 7,0528 7,2995 7,4470 7,5247 7,5362 7,4683 7,3048 7,0351 6,6653 6,2154 5,6952 5,0952 4,4102 3,6611 2,8907 2,1534 1,5087 1,0105 0,7021 0,6124 0,7415 1,0503 1,4719 1,9381 2,4031 2,8520 3,2884 3,7172 4,1320 4,5144 4,8450 5,1071 5,2875 5,3856 5,4205 5,4240 5,4301 5,4717 5,5661 5,6912 5,7862 5,7853 5,6508 5,3777 4,9714 4,4267 3,7304 2,8823 1,9044 0,8294 -0,3144 -1,5128 -2,7587 -4,0268 -5,2614 -6,3989 -7,3924 -8,2065 -8,8042 -9,1553 -9,2531 -9,1269 -8,8434 -8,4893 -8,1392 -7,8302 -7,5564 -7,2723 -6,8989 -6,3476 -5,5572 -4,5209 -3,2891 -1,9591 -0,6550 0,5074 1,4577 2,1864 2,7486 3,2541 3,8206 4,5048 5,2777 6,0648 6,8064 7,4855 8,1121 8,6929 9,2186 9,6633 9,9898 10,1713 10,2080 10,1150 9,9044 9,5899 9,1993 8,7696 8,3302 7,8901 7,4366 6,9369 6,3395 5,5956 4,7027 3,7162 2,7073 1,7155 0,7478 -0,1856 -1,0539 -1,8232 -2,4746 -2,9997 -3,3922 -3,6485 -3,7632 -3,7260 -3,5380 -3,2389 -2,9118 -2,6511 -2,5230 -2,5487 -2,7122 -2,9790 -3,3182 -3,7102 -4,1267 -4,5179 -4,8339 -5,0598 -5,2243 -5,3804 -5,5768 -5,8278 -6,0946 -6,2976 -6,3618 -6,2563 -6,0000 -5,6414 -5,2434 -4,8790 -4,6204 -4,5151 -4,5643 -4,7241 -4,9376 -5,1657 -5,3909 -5,6031 -5,7974 -5,9882 -6,2185 -6,5423 -6,9886 -7,5368 -8,1188 -8,6416 -9,0142 -9,1698 -9,0863 -8,7988 -8,3778 -7,8873 -7,3601
F7    4,7695 5,1748 5,3381 5,2536 4,9613 4,5293 4,0215 3,4822 2,9439 2,4377 1,9853 1,5849 1,2122 0,8369 0,4434 0,0364 -0,3697 -0,7626 -1,1314 -1,4526 -1,6854 -1,7845 -1,7177 -1,4861 -1,1402 -0,7633 -0,4251 -0,1586 0,0213 0,0946 0,0414 -0,1440 -0,4565 -0,8842 -1,3991 -1,9542 -2,4933 -2,9565 -3,2821 -3,4283 -3,4034 -3,2607 -3,0579 -2,8212 -2,5346 -2,1557 -1,6415 -0,9708 -0,1616 0,7146 1,5395 2,1859 2,5700 2,6729 2,5167 2,1352 1,5784 0,9200 0,2328 -0,4390 -1,0668 -1,6068 -2,0014 -2,2108 -2,2305 -2,0777 -1,7691 -1,3163 -0,7425 -0,0959 0,5561 1,1521 1,6623 2,0929 2,4631 2,7785 3,0262 3,1956 3,2997 3,3614 3,3825 3,3360 3,1866 2,9198 2,5566 2,1418 1,7276 1,3754 1,1548 1,1293 1,3342 1,7579 2,3358 2,9703 3,5682 4,0594 4,3872 4,5018 4,3629 3,9407 3,2242 2,2373 1,0341 -0,3357 -1,8522 -3,5010 -5,2368 -6,9883 -8,6865 -10,2792 -11,7390 -13,0620 -14,2577 -15,3457 -16,3446 -17,2384 -17,9676 -18,4736 -18,7419 -18,7983 -18,6836 -18,4387 -18,0941 -17,6654 -17,1626 -16,5968 -15,9768 -15,3120 -14,6188 -13,9221 -13,2525 -12,6304 -12,0400 -11,4145 -10,6552 -9,6817 -8,4719 -7,0633 -5,5265 -3,9397 -2,3795 -0,9144 0,4171 1,6207 2,7205 3,7174 4,5836 5,2952 5,8554 6,2929 6,6558 7,0037 7,3871 7,8248 8,3106 8,8408 9,4229 10,0615 10,7505 11,4718 12,1870 12,8360 13,3529 13,6875 13,8108 13,7040 13,3521 12,7601 11,9701 11,0536 10,0948 9,1768 8,3699 7,7224 7,2632 7,0025 6,9132 6,9218 6,9518 6,9824 7,0482 7,1859 7,3933 7,6391 7,9034 8,1987 8,5440 8,9204 9,2570 9,4585 9,4462 9,1823 8,6712 7,9546 7,1082 6,2269 5,3958 4,6664 4,0522 3,5388 3,0962 2,6839 2,2462 1,7145 1,0246 0,1387 -0,9301 -2,1073 -3,2844 -4,3634 -5,2783 -5,9940 -6,5084 -6,8437 -7,0221 -7,0582 -6,9760 -6,8191 -6,6320 -6,4334 -6,2136 -5,9502 -5,6185 -5,1928 -4,6482 -3,9703 -3,1727 -2,2987 -1,4033 -0,5399 0,2386 0,8875 1,3872 1,7447 1,9690 2,0499 1,9742 1,7615 1,4740 1,1824 0,9202 0,6668 0,3738 0,0140 -0,3929 -0,8000 -1,1650 -1,4660 -1,7089 -1,9262 -2,1558 -2,4186 -2,7159 -3,0422 -3,3910 -3,7510 -4,1136 -4,4836 -4,8676 -5,2561 -5,6252 -5,9539 -6,2293 -6,4391 -6,5807 -6,6832 -6,8002 -6,9672 -7,1723 -7,3645 -7,4810 -7,4773 -7,3429 -7,0822 -6,6837 -6,1294 -5,4308 -4,6388 -3,8134 -2,9948 -2,1994 -1,4311 -0,6934 0,0012 0,6312 1,1728 1,6046 1,9208 2,1429 2,3068 2,4335 2,5151 2,5327 2,4847 2,3843 2,2307 2,0120 1,7485 1,5133 1,3938 1,4385 1,6385 1,9351 2,2411 2,4728 2,5765 2,5296 2,3315 2,0099 1,6322 1,2865 1,0437 0,9333 0,9424 1,0271 1,1285 1,1984 1,2209 1,2133 1,2079 1,2355 1,3132 1,4365 1,5924 1,7929 2,0873 2,5285 3,1317 3,8603 4,6395 5,3937 6,0820 6,7005 7,2646 7,7974 8,3114 8,7901 9,2036 9,5351 9,7696 9,8752 9,8172 9,5808 9,1771 8,6435 8,0324 7,3814 6,6886 5,9205 5,0563 4,1293 3,2218 2,4179 1,7613 1,2482 0,8616 0,6121 0,5370 0,6581 0,9503 1,3552 1,8141 2,2841 2,7338 3,1364 3,4638 3,6884 3,8014 3,8343 3,8501 3,9049 4,0166 4,1630 4,3063 4,4282 4,5475 4,7032 4,9249 5,2185 5,5710 5,9577 6,3434 6,6869 6,9468 7,0876 7,0923 6,9803 6,8049 6,6246 6,4886 6,4382 6,4928 6,6243 6,7528 6,7722 6,5835 6,1276 5,4135 4,5223 3,5685 2,6505 1,8245 1,1058 0,4905 -0,0190 -0,4042 -0,6380 -0,7050 -0,6161 -0,3993 -0,0828 0,2989 0,6891 1,0244 1,2666 1,4115 1,4769 1,4887 1,4649 1,4126 1,3416 1,2686 1,2091 1,1782 1,2000 1,3078 1,5346 1,9044 2,4274 3,0909 3,8477 4,6182 5,3140 5,8739 6,2886 6,5850 6,7856 6,8904 6,8885 6,7685 6,5226 6,1544 5,6777 5,1000 4,4152 3,6230 2,7493 1,8481 0,9926 0,2612 -0,2865 -0,6213 -0,7402 -0,6666 -0,4524 -0,1610 0,1588 0,4893 0,8355 1,2044 1,5915 1,9777 2,3352 2,6417 2,8870 3,0704 3,2036 3,3114 3,4222 3,5613 3,7491 3,9881 4,2393 4,4262 4,4723 4,3415 4,0415 3,5971 3,0213 2,3080 1,4496 0,4554 -0,6486 -1,8298 -3,0604 -4,3183 -5,5707 -6,7629 -7,8380 -8,7620 -9,5174 -10,0882 -10,4642 -10,6509 -10,6754 -10,5863 -10,4417 -10,2866 -10,1339 -9,9598 -9,7111 -9,3175 -8,7173 -7,8850 -6,8426 -5,6477 -4,3804 -3,1343 -1,9994 -1,0370 -0,2616 0,3697 0,9518 1,5884 2,3291 3,1443 3,9578 4,7004 5,3422 5,8906 6,3677 6,7910 7,1574 7,4376 7,5990 7,6348 7,5612 7,3946 7,1441 6,8212 6,4421 6,0192 5,5535 5,0376 4,4599 3,7998 3,0378 2,1837 1,2815 0,3730 -0,5338 -1,4489 -2,3640 -3,2450 -4,0554 -4,7653 -5,3436 -5,7611 -6,0045 -6,0803 -6,0066 -5,8114 -5,5416 -5,2642 -5,0463 -4,9328 -4,9380 -5,0492 -5,2388 -5,4865 -5,7877 -6,1313 -6,4776 -6,7686 -6,9611 -7,0538 -7,0884 -7,1230 -7,1943 -7,2925 -7,3686 -7,3708 -7,2750 -7,0829 -6,8090 -6,4844 -6,1645 -5,9179 -5,7982 -5,8189 -5,9549 -6,1672 -6,4229 -6,6941 -6,9521 -7,1795 -7,3896 -7,6345 -7,9797 -8,4598 -9,0484 -9,6690 -10,2277 -10,6384 -10,8350 -10,7879 -10,5212 -10,0964 -9,5696 -8,9651
