Fp1   -0,5277 -0,5091 -0,4942 -0,4713 -0,4304 -0,3645 -0,2680 -0,1357 0,0336 0,2302 0,4337 0,6201 0,7704 0,8802 0,9634 1,0388 1,1142 1,1871 1,2500 1,2911 1,2916 1,2250 1,0686 0,8277 0,5418 0,2609 0,0229 -0,1571 -0,2885 -0,3907 -0,4751 -0,5453 -0,6061 -0,6580 -0,6916 -0,6910 -0,6447 -0,5555 -0,4468 -0,3522 -0,2976 -0,2927 -0,3349 -0,4149 -0,5202 -0,6335 -0,7276 -0,7697 -0,7351 -0,6215 -0,4574 -0,2984 -0,2030 -0,1951 -0,2555 -0,3491 -0,4438 -0,5106 -0,5318 -0,5123 -0,4731 -0,4367 -0,4194 -0,4301 -0,4746 -0,5625 -0,7003 -0,8784 -1,0712 -1,2468 -1,3774 -1,4518 -1,4809 -1,4822 -1,4576 -1,3904 -1,2559 -1,0362 -0,7390 -0,4034 -0,0806 0,1876 0,3772 0,4850 0,5249 0,5148 0,4682 0,3990 0,3205 0,2380 0,1457 0,0253 -0,1448 -0,3718 -0,6457 -0,9517 -1,2692 -1,5640 -1,7946 -1,9295 -1,9532 -1,8696 -1,7035 -1,4856 -1,2387 -0,9825 -0,7371 -0,5140 -0,3085 -0,1043 0,1146 0,3499 0,5832 0,7916 0,9643 1,1042 1,2202 1,3218 1,4128 1,4933 1,5686 1,6501 1,7464 1,8625 1,9997 2,1492 2,2963 2,4336 2,5606 2,6742 2,7631 2,8062 2,7822 2,6878 2,5404 2,3578 2,1461 1,9058 1,6401 1,3560 1,0599 0,7491 0,4142 0,0617 -0,2771 -0,5646 -0,7788 -0,9207 -1,0100 -1,0737 -1,1311 -1,1932 -1,2690 -1,3600 -1,4524 -1,5245 -1,5572 -1,5362 -1,4583 -1,3394 -1,2128 -1,1136 -1,0603 -1,0489 -1,0706 -1,1305 -1,2376 -1,3854 -1,5528 -1,7188 -1,8710 -2,0049 -2,1215 -2,2283 -2,3428 -2,4850 -2,6567 -2,8343 -2,9849 -3,0817 -3,1106 -3,0737 -2,9868 -2,8640 -2,7141 -2,5539 -2,4060 -2,2844 -2,1920 -2,1337 -2,1283 -2,2076 -2,3954 -2,6807 -3,0171 -3,3491 -3,6335 -3,8450 -3,9781 -4,0504 -4,0952 -4,1503 -4,2403 -4,3543 -4,4467 -4,4709 -4,4079 -4,2718 -4,1004 -3,9396 -3,8262 -3,7799 -3,8039 -3,8866 -4,0078 -4,1440 -4,2624 -4,3232 -4,3044 -4,2229 -4,1231 -4,0551 -4,0534 -4,1204 -4,2283 -4,3392 -4,4198 -4,4502 -4,4374 -4,4116 -4,4025 -4,4299 -4,5090 -4,6492 -4,8537 -5,1223 -5,4463 -5,7998 -6,1423 -6,4329 -6,6457 -6,7793 -6,8504 -6,8743 -6,8533 -6,7790 -6,6340 -6,4027 -6,0943 -5,7515 -5,4279 -5,1665 -4,9922 -4,9063 -4,8842 -4,8873 -4,8744 -4,8104 -4,6824 -4,5036 -4,3009 -4,1024 -3,9277 -3,7766 -3,6338 -3,4871 -3,3285 -3,1492 -2,9468 -2,7377 -2,5569 -2,4503 -2,4583 -2,5901 -2,8140 -3,0723 -3,3030 -3,4574 -3,5168 -3,4939 -3,4161 -3,3080 -3,1845 -3,0435 -2,8653 -2,6315 -2,3427 -2,0155 -1,6765 -1,3592 -1,0964 -0,9140 -0,8230 -0,8060 -0,8163 -0,8016 -0,7259 -0,5821 -0,3959 -0,2142 -0,0742 0,0125 0,0496 0,0496 0,0413 0,0628 0,1440 0,2928 0,4901 0,6882 0,8250 0,8553 0,7728 0,6083 0,4101 0,2260 0,0918 0,0251 0,0239 0,0760 0,1658 0,2745 0,3847 0,4861 0,5742 0,6479 0,7113 0,7702 0,8215 0,8510 0,8429 0,7872 0,6813 0,5354 0,3753 0,2334 0,1415 0,1284 0,2099 0,3788 0,6076 0,8584 1,0964 1,3061 1,4914 1,6646 1,8445 2,0515 2,2893 2,5361 2,7540 2,9021 2,9511 2,8979 2,7664 2,5960 2,4299 2,3049 2,2380 2,2234 2,2472 2,2939 2,3404 2,3617 2,3466 2,3042 2,2596 2,2408 2,2609 2,3036 2,3268 2,2859 2,1596 1,9603 1,7218 1,4775 1,2527 1,0689 0,9447 0,8916 0,9094 0,9772 1,0586 1,1290 1,1915 1,2589 1,3368 1,4244 1,5196 1,6246 1,7491 1,9041 2,0953 2,3314 2,6234 2,9654 3,3271 3,6683 3,9526 4,1541 4,2605 4,2716 4,1954 4,0463 3,8449 3,6178 3,3990 3,2231 3,1080 3,0455 3,0132 2,9917 2,9693 2,9381 2,8931 2,8357 2,7805 2,7513 2,7656 2,8238 2,9106 2,9985 3,0536 3,0450 2,9568 2,8010 2,6232 2,4834 2,4181 2,4223 2,4625 2,4981 2,4961 2,4397 2,3304 2,1828 2,0242 1,8928 1,8247 1,8348 1,9129 2,0335 2,1679 2,2929 2,3969 2,4811 2,5573 2,6363 2,7178 2,7950 2,8658 2,9268 2,9613 2,9489 2,8883 2,8082 2,7565 2,7690 2,8410 2,9275 2,9738 2,9486 2,8604 2,7532 2,6817 2,6816 2,7596 2,8966 3,0514 3,1726 3,2179 3,1640 3,0069 2,7599 2,4420 2,0649 1,6406 1,1938 0,7563 0,3566 0,0225 -0,2190 -0,3602 -0,4198 -0,4295 -0,4233 -0,4348 -0,4901 -0,5982 -0,7474 -0,9103 -1,0562 -1,1632 -1,2191 -1,2188 -1,1653 -1,0624 -0,9010 -0,6671 -0,3587 0,0121 0,4225 0,8428 1,2534 1,6585 2,0669 2,4683 2,8314 3,1171 3,2932 3,3429 3,2645 3,0701 2,7872 2,4512 2,0923 1,7401 1,4318 1,1974 1,0405 0,9439 0,8871 0,8565 0,8444 0,8445 0,8504 0,8593 0,8751 0,9015 0,9308 0,9432 0,9103 0,8047 0,6188 0,3759 0,1176 -0,1188 -0,3186 -0,4939 -0,6705 -0,8737 -1,1217 -1,4159 -1,7315 -2,0257 -2,2619 -2,4263 -2,5307 -2,6056 -2,6797 -2,7623 -2,8505 -2,9429 -3,0351 -3,1111 -3,1536 -3,1558 -3,1218 -3,0667 -3,0216 -3,0229 -3,0939 -3,2374 -3,4390 -3,6736 -3,9156 -4,1486 -4,3681 -4,5786 -4,7856 -4,9894 -5,1869 -5,3731 -5,5411 -5,6892 -5,8241 -5,9507 -6,0590 -6,1225 -6,1110 -6,0077 -5,8212 -5,5777 -5,3026 -5,0179 -4,7506 -4,5268 -4,3576 -4,2430 -4,1834 -4,1769 -4,2073 -4,2440 -4,2516 -4,2025 -4,0806 -3,8744 -3,5740 -3,1865 -2,7484
Fz    -0,8492 -0,8740 -0,8776 -0,8575 -0,8073 -0,7161 -0,5759 -0,3889 -0,1673 0,0687 0,2932 0,4810 0,6161 0,7010 0,7558 0,7997 0,8357 0,8559 0,8554 0,8344 0,7888 0,7036 0,5639 0,3747 0,1664 -0,0203 -0,1521 -0,2183 -0,2323 -0,2132 -0,1688 -0,1018 -0,0241 0,0455 0,0950 0,1258 0,1483 0,1684 0,1791 0,1662 0,1190 0,0351 -0,0814 -0,2224 -0,3743 -0,5168 -0,6205 -0,6541 -0,5992 -0,4632 -0,2827 -0,1141 -0,0071 0,0257 0,0111 -0,0125 -0,0145 0,0268 0,1194 0,2486 0,3847 0,5019 0,5854 0,6258 0,6116 0,5285 0,3697 0,1460 -0,1141 -0,3755 -0,6062 -0,7862 -0,9125 -0,9927 -1,0272 -1,0027 -0,8998 -0,7083 -0,4418 -0,1387 0,1536 0,3978 0,5752 0,6859 0,7430 0,7626 0,7564 0,7364 0,7159 0,7039 0,6992 0,6887 0,6540 0,5851 0,4842 0,3593 0,2249 0,1068 0,0339 0,0251 0,0863 0,2115 0,3813 0,5702 0,7554 0,9154 1,0290 1,0869 1,0992 1,0892 1,0822 1,0928 1,1197 1,1540 1,1908 1,2337 1,2888 1,3586 1,4376 1,5168 1,5939 1,6760 1,7716 1,8844 2,0129 2,1478 2,2782 2,4019 2,5256 2,6571 2,7966 2,9285 3,0283 3,0837 3,1022 3,0925 3,0505 2,9660 2,8330 2,6506 2,4183 2,1305 1,7829 1,3932 1,0087 0,6857 0,4621 0,3462 0,3201 0,3513 0,4076 0,4642 0,5024 0,5149 0,5117 0,5121 0,5318 0,5823 0,6695 0,7877 0,9154 1,0250 1,0974 1,1297 1,1238 1,0731 0,9689 0,8150 0,6258 0,4152 0,1934 -0,0280 -0,2339 -0,4143 -0,5744 -0,7264 -0,8707 -0,9912 -1,0687 -1,0901 -1,0516 -0,9627 -0,8452 -0,7212 -0,6073 -0,5187 -0,4661 -0,4472 -0,4513 -0,4749 -0,5304 -0,6394 -0,8134 -1,0396 -1,2886 -1,5317 -1,7469 -1,9189 -2,0417 -2,1256 -2,1933 -2,2709 -2,3743 -2,4917 -2,5840 -2,6106 -2,5549 -2,4289 -2,2625 -2,0879 -1,9283 -1,7961 -1,6981 -1,6399 -1,6266 -1,6561 -1,7064 -1,7391 -1,7272 -1,6763 -1,6173 -1,5868 -1,6101 -1,6898 -1,8091 -1,9453 -2,0774 -2,1917 -2,2903 -2,3869 -2,4918 -2,6082 -2,7396 -2,8901 -3,0647 -3,2728 -3,5243 -3,8155 -4,1214 -4,4038 -4,6323 -4,7976 -4,9063 -4,9635 -4,9664 -4,9075 -4,7781 -4,5743 -4,3129 -4,0344 -3,7823 -3,5843 -3,4492 -3,3666 -3,3102 -3,2480 -3,1511 -2,9996 -2,7916 -2,5437 -2,2812 -2,0308 -1,8135 -1,6328 -1,4770 -1,3329 -1,1908 -1,0435 -0,8928 -0,7561 -0,6657 -0,6599 -0,7639 -0,9704 -1,2366 -1,5044 -1,7194 -1,8424 -1,8569 -1,7679 -1,5889 -1,3330 -1,0146 -0,6489 -0,2470 0,1767 0,5981 0,9916 1,3359 1,6120 1,8049 1,9078 1,9260 1,8854 1,8320 1,8132 1,8597 1,9766 2,1399 2,3058 2,4341 2,5066 2,5226 2,4928 2,4404 2,3957 2,3825 2,4095 2,4676 2,5280 2,5514 2,5120 2,4135 2,2834 2,1581 2,0715 2,0469 2,0908 2,1951 2,3467 2,5313 2,7304 2,9231 3,0921 3,2248 3,3134 3,3572 3,3632 3,3396 3,2910 3,2227 3,1435 3,0608 2,9792 2,9025 2,8351 2,7879 2,7835 2,8463 2,9872 3,1981 3,4570 3,7396 4,0308 4,3204 4,5949 4,8440 5,0672 5,2668 5,4417 5,5846 5,6790 5,7068 5,6632 5,5630 5,4363 5,3192 5,2430 5,2225 5,2526 5,3173 5,3984 5,4744 5,5240 5,5370 5,5177 5,4809 5,4415 5,4037 5,3526 5,2572 5,0895 4,8461 4,5540 4,2543 3,9793 3,7452 3,5596 3,4291 3,3640 3,3722 3,4454 3,5601 3,6994 3,8624 4,0482 4,2441 4,4341 4,6104 4,7787 4,9552 5,1560 5,3892 5,6580 5,9595 6,2765 6,5788 6,8369 7,0308 7,1504 7,1941 7,1660 7,0743 6,9303 6,7509 6,5638 6,4064 6,3120 6,2906 6,3215 6,3698 6,4082 6,4209 6,3965 6,3245 6,2044 6,0552 5,9122 5,8114 5,7763 5,8119 5,9005 6,0052 6,0801 6,0862 6,0108 5,8794 5,7409 5,6339 5,5661 5,5208 5,4744 5,4095 5,3188 5,2016 5,0606 4,9083 4,7725 4,6886 4,6795 4,7460 4,8699 5,0221 5,1696 5,2858 5,3602 5,4008 5,4214 5,4295 5,4293 5,4297 5,4367 5,4403 5,4205 5,3681 5,2999 5,2512 5,2508 5,2977 5,3594 5,3945 5,3791 5,3226 5,2623 5,2421 5,2898 5,4095 5,5813 5,7657 5,9189 6,0093 6,0215 5,9510 5,8010 5,5744 5,2701 4,8925 4,4617 4,0086 3,5662 3,1688 2,8497 2,6251 2,4813 2,3826 2,2863 2,1550 1,9673 1,7258 1,4546 1,1879 0,9568 0,7804 0,6648 0,6069 0,5986 0,6363 0,7335 0,9134 1,1894 1,5569 1,9944 2,4700 2,9601 3,4610 3,9733 4,4794 4,9426 5,3221 5,5879 5,7261 5,7353 5,6251 5,4217 5,1607 4,8748 4,5946 4,3549 4,1808 4,0738 4,0209 4,0150 4,0580 4,1482 4,2707 4,4012 4,5177 4,6102 4,6792 4,7260 4,7450 4,7203 4,6288 4,4562 4,2120 3,9294 3,6463 3,3820 3,1283 2,8627 2,5667 2,2355 1,8799 1,5258 1,2053 0,9435 0,7503 0,6169 0,5197 0,4373 0,3647 0,3036 0,2491 0,1929 0,1328 0,0698 0,0045 -0,0622 -0,1327 -0,2197 -0,3411 -0,5066 -0,7118 -0,9415 -1,1785 -1,4121 -1,6418 -1,8727 -2,1052 -2,3284 -2,5243 -2,6789 -2,7872 -2,8516 -2,8841 -2,9037 -2,9254 -2,9485 -2,9536 -2,9118 -2,8017 -2,6200 -2,3765 -2,0858 -1,7703 -1,4661 -1,2108 -1,0249 -0,9081 -0,8521 -0,8461 -0,8707 -0,8964 -0,8945 -0,8500 -0,7589 -0,6140 -0,4003 -0,1135 0,2235
F3    -0,2427 -0,3065 -0,3452 -0,3395 -0,2853 -0,1902 -0,0648 0,0811 0,2379 0,3918 0,5264 0,6298 0,6965 0,7280 0,7377 0,7465 0,7709 0,8163 0,8765 0,9322 0,9499 0,8879 0,7159 0,4378 0,0968 -0,2429 -0,5231 -0,7125 -0,8109 -0,8331 -0,7943 -0,7121 -0,6102 -0,5070 -0,4046 -0,2944 -0,1725 -0,0497 0,0529 0,1174 0,1369 0,1110 0,0401 -0,0740 -0,2239 -0,3916 -0,5477 -0,6598 -0,7050 -0,6747 -0,5797 -0,4547 -0,3465 -0,2836 -0,2623 -0,2611 -0,2566 -0,2264 -0,1568 -0,0546 0,0573 0,1561 0,2281 0,2659 0,2607 0,2012 0,0838 -0,0781 -0,2575 -0,4273 -0,5714 -0,6880 -0,7864 -0,8743 -0,9445 -0,9764 -0,9473 -0,8422 -0,6637 -0,4353 -0,1918 0,0337 0,2170 0,3423 0,4023 0,3983 0,3396 0,2437 0,1335 0,0304 -0,0535 -0,1196 -0,1777 -0,2340 -0,2921 -0,3589 -0,4392 -0,5232 -0,5883 -0,6108 -0,5735 -0,4737 -0,3257 -0,1510 0,0323 0,2084 0,3612 0,4803 0,5650 0,6220 0,6596 0,6825 0,6907 0,6889 0,6943 0,7285 0,8013 0,9055 1,0231 1,1382 1,2513 1,3782 1,5361 1,7317 1,9583 2,1962 2,4221 2,6248 2,8058 2,9698 3,1175 3,2398 3,3225 3,3624 3,3715 3,3599 3,3229 3,2478 3,1236 2,9451 2,7116 2,4191 2,0609 1,6477 1,2203 0,8349 0,5358 0,3401 0,2394 0,2126 0,2378 0,2931 0,3557 0,4114 0,4635 0,5246 0,6031 0,7025 0,8244 0,9599 1,0812 1,1519 1,1514 1,0856 0,9712 0,8164 0,6256 0,4110 0,1876 -0,0364 -0,2586 -0,4716 -0,6595 -0,8097 -0,9273 -1,0292 -1,1239 -1,2047 -1,2610 -1,2873 -1,2838 -1,2560 -1,2113 -1,1520 -1,0761 -0,9877 -0,8981 -0,8145 -0,7370 -0,6692 -0,6320 -0,6633 -0,7950 -1,0266 -1,3218 -1,6282 -1,8989 -2,1033 -2,2302 -2,2894 -2,3079 -2,3216 -2,3591 -2,4186 -2,4658 -2,4591 -2,3775 -2,2296 -2,0453 -1,8599 -1,7003 -1,5786 -1,4921 -1,4300 -1,3846 -1,3531 -1,3274 -1,2875 -1,2178 -1,1259 -1,0404 -0,9977 -1,0258 -1,1291 -1,2880 -1,4747 -1,6626 -1,8325 -1,9802 -2,1156 -2,2494 -2,3879 -2,5380 -2,7075 -2,9030 -3,1286 -3,3831 -3,6550 -3,9183 -4,1375 -4,2871 -4,3656 -4,3888 -4,3730 -4,3298 -4,2673 -4,1857 -4,0772 -3,9414 -3,7967 -3,6701 -3,5810 -3,5340 -3,5164 -3,5016 -3,4605 -3,3729 -3,2308 -3,0390 -2,8108 -2,5623 -2,3113 -2,0738 -1,8535 -1,6422 -1,4335 -1,2265 -1,0203 -0,8131 -0,6097 -0,4314 -0,3185 -0,3145 -0,4384 -0,6717 -0,9673 -1,2627 -1,4962 -1,6299 -1,6561 -1,5780 -1,3983 -1,1270 -0,7865 -0,4030 -0,0049 0,3761 0,7144 0,9961 1,2137 1,3637 1,4468 1,4695 1,4544 1,4444 1,4876 1,6141 1,8218 2,0740 2,3151 2,4988 2,6048 2,6294 2,5816 2,4937 2,4190 2,4044 2,4652 2,5792 2,6964 2,7595 2,7322 2,6171 2,4504 2,2818 2,1548 2,0975 2,1179 2,2070 2,3487 2,5248 2,7117 2,8847 3,0264 3,1275 3,1859 3,2082 3,2077 3,1947 3,1706 3,1327 3,0799 3,0137 2,9373 2,8572 2,7837 2,7315 2,7177 2,7541 2,8405 2,9685 3,1272 3,3076 3,5042 3,7103 3,9143 4,1124 4,3136 4,5253 4,7423 4,9479 5,1199 5,2382 5,2952 5,2989 5,2668 5,2198 5,1793 5,1606 5,1678 5,1979 5,2426 5,2873 5,3172 5,3266 5,3199 5,3056 5,2917 5,2793 5,2551 5,1928 5,0671 4,8716 4,6272 4,3711 4,1333 3,9258 3,7508 3,6121 3,5222 3,4971 3,5378 3,6221 3,7261 3,8428 3,9758 4,1263 4,2895 4,4545 4,6101 4,7539 4,8954 5,0542 5,2567 5,5223 5,8461 6,1972 6,5294 6,7949 6,9594 7,0139 6,9720 6,8577 6,6965 6,5151 6,3428 6,2046 6,1149 6,0736 6,0672 6,0772 6,0893 6,0909 6,0651 5,9973 5,8907 5,7699 5,6679 5,6090 5,5999 5,6289 5,6699 5,6906 5,6637 5,5771 5,4414 5,2926 5,1812 5,1442 5,1848 5,2745 5,3683 5,4238 5,4137 5,3300 5,1825 4,9990 4,8209 4,6905 4,6337 4,6502 4,7205 4,8214 4,9336 5,0414 5,1346 5,2113 5,2733 5,3209 5,3562 5,3882 5,4266 5,4699 5,5059 5,5238 5,5274 5,5360 5,5669 5,6133 5,6429 5,6211 5,5385 5,4225 5,3246 5,2940 5,3547 5,4984 5,6900 5,8794 6,0206 6,0857 6,0670 5,9727 5,8192 5,6175 5,3661 5,0623 4,7136 4,3342 3,9430 3,5696 3,2504 3,0059 2,8267 2,6823 2,5340 2,3441 2,0900 1,7779 1,4414 1,1270 0,8735 0,7003 0,6095 0,5947 0,6444 0,7494 0,9133 1,1494 1,4683 1,8701 2,3395 2,8461 3,3663 3,8967 4,4345 4,9528 5,4038 5,7398 5,9301 5,9652 5,8530 5,6166 5,2976 4,9468 4,6053 4,3038 4,0723 3,9298 3,8689 3,8636 3,8913 3,9407 4,0051 4,0743 4,1380 4,1928 4,2453 4,3049 4,3712 4,4284 4,4469 4,3942 4,2544 4,0400 3,7845 3,5265 3,2907 3,0757 2,8565 2,5985 2,2748 1,8867 1,4695 1,0753 0,7453 0,4951 0,3149 0,1792 0,0669 -0,0273 -0,1021 -0,1604 -0,2031 -0,2211 -0,2056 -0,1606 -0,1010 -0,0453 -0,0103 -0,0067 -0,0363 -0,0944 -0,1774 -0,2866 -0,4276 -0,6084 -0,8342 -1,1001 -1,3852 -1,6597 -1,9000 -2,0951 -2,2454 -2,3611 -2,4585 -2,5471 -2,6206 -2,6582 -2,6345 -2,5336 -2,3567 -2,1175 -1,8327 -1,5237 -1,2219 -0,9629 -0,7747 -0,6744 -0,6683 -0,7463 -0,8737 -0,9981 -1,0718 -1,0694 -0,9832 -0,8078 -0,5373 -0,1813 0,2237
F7    -0,0482 0,0901 0,1725 0,1952 0,1682 0,1229 0,1020 0,1326 0,2139 0,3212 0,4216 0,4919 0,5245 0,5249 0,5093 0,5011 0,5241 0,5939 0,7081 0,8398 0,9397 0,9491 0,8299 0,5948 0,3042 0,0314 -0,1702 -0,2850 -0,3338 -0,3497 -0,3552 -0,3653 -0,3993 -0,4707 -0,5699 -0,6638 -0,7186 -0,7216 -0,6865 -0,6388 -0,5972 -0,5660 -0,5387 -0,5065 -0,4660 -0,4187 -0,3641 -0,2960 -0,2025 -0,0746 0,0780 0,2186 0,3033 0,3167 0,2778 0,2106 0,1285 0,0411 -0,0418 -0,1132 -0,1669 -0,1962 -0,2004 -0,1909 -0,1902 -0,2215 -0,2935 -0,3938 -0,5017 -0,6016 -0,6841 -0,7433 -0,7799 -0,7996 -0,8021 -0,7769 -0,7079 -0,5830 -0,4051 -0,1977 0,0015 0,1544 0,2359 0,2408 0,1853 0,0964 -0,0047 -0,1071 -0,2049 -0,2965 -0,3894 -0,5011 -0,6454 -0,8150 -0,9838 -1,1281 -1,2363 -1,3025 -1,3215 -1,2934 -1,2258 -1,1330 -1,0332 -0,9395 -0,8533 -0,7725 -0,7025 -0,6518 -0,6200 -0,5956 -0,5667 -0,5303 -0,4922 -0,4565 -0,4166 -0,3603 -0,2785 -0,1689 -0,0362 0,1080 0,2550 0,4075 0,5779 0,7792 1,0144 1,2710 1,5327 1,7914 2,0413 2,2685 2,4503 2,5606 2,5819 2,5193 2,3980 2,2440 2,0698 1,8811 1,6891 1,5123 1,3639 1,2355 1,1010 0,9420 0,7657 0,5948 0,4503 0,3406 0,2593 0,1905 0,1213 0,0453 -0,0419 -0,1391 -0,2313 -0,2972 -0,3251 -0,3177 -0,2889 -0,2628 -0,2711 -0,3364 -0,4533 -0,5910 -0,7235 -0,8485 -0,9728 -1,0897 -1,1818 -1,2365 -1,2505 -1,2219 -1,1517 -1,0551 -0,9695 -0,9384 -0,9852 -1,1014 -1,2567 -1,4164 -1,5527 -1,6521 -1,7123 -1,7330 -1,7157 -1,6726 -1,6226 -1,5746 -1,5262 -1,4773 -1,4449 -1,4635 -1,5643 -1,7456 -1,9663 -2,1706 -2,3171 -2,3909 -2,4007 -2,3737 -2,3483 -2,3649 -2,4505 -2,5937 -2,7402 -2,8228 -2,8021 -2,6834 -2,5037 -2,3080 -2,1329 -1,9999 -1,9180 -1,8896 -1,9123 -1,9738 -2,0499 -2,1123 -2,1448 -2,1520 -2,1533 -2,1732 -2,2299 -2,3256 -2,4486 -2,5853 -2,7227 -2,8496 -2,9637 -3,0714 -3,1789 -3,2945 -3,4353 -3,6216 -3,8641 -4,1580 -4,4832 -4,8061 -5,0841 -5,2766 -5,3622 -5,3482 -5,2661 -5,1553 -5,0490 -4,9665 -4,9081 -4,8597 -4,8090 -4,7557 -4,7057 -4,6660 -4,6445 -4,6420 -4,6481 -4,6483 -4,6304 -4,5821 -4,4973 -4,3837 -4,2568 -4,1268 -3,9935 -3,8513 -3,6995 -3,5474 -3,4048 -3,2694 -3,1288 -2,9746 -2,8187 -2,6947 -2,6412 -2,6762 -2,7902 -2,9559 -3,1364 -3,2948 -3,4110 -3,4890 -3,5392 -3,5605 -3,5439 -3,4814 -3,3656 -3,1928 -2,9679 -2,7000 -2,4031 -2,1023 -1,8287 -1,6085 -1,4571 -1,3707 -1,3224 -1,2756 -1,2018 -1,0916 -0,9584 -0,8282 -0,7194 -0,6380 -0,5886 -0,5700 -0,5615 -0,5317 -0,4624 -0,3528 -0,2086 -0,0446 0,1058 0,2013 0,2164 0,1521 0,0299 -0,1198 -0,2661 -0,3834 -0,4534 -0,4632 -0,4122 -0,3201 -0,2180 -0,1299 -0,0627 -0,0092 0,0411 0,0924 0,1354 0,1505 0,1220 0,0474 -0,0641 -0,1950 -0,3214 -0,4159 -0,4549 -0,4254 -0,3304 -0,1886 -0,0281 0,1204 0,2362 0,3214 0,3947 0,4768 0,5898 0,7553 0,9805 1,2487 1,5237 1,7620 1,9283 2,0074 2,0074 1,9540 1,8782 1,8057 1,7514 1,7202 1,7123 1,7228 1,7377 1,7384 1,7142 1,6691 1,6198 1,5888 1,5912 1,6189 1,6406 1,6227 1,5536 1,4478 1,3311 1,2216 1,1248 1,0406 0,9686 0,9077 0,8542 0,7973 0,7217 0,6258 0,5286 0,4545 0,4221 0,4475 0,5435 0,7126 0,9477 1,2351 1,5588 1,9051 2,2599 2,5974 2,8833 3,0883 3,1947 3,1989 3,1142 2,9646 2,7739 2,5611 2,3456 2,1500 1,9963 1,8989 1,8598 1,8668 1,8999 1,9422 1,9798 1,9986 1,9902 1,9601 1,9291 1,9218 1,9521 2,0201 2,1143 2,2118 2,2808 2,2928 2,2371 2,1289 2,0087 1,9266 1,9157 1,9775 2,0908 2,2234 2,3386 2,4057 2,4125 2,3677 2,2952 2,2258 2,1881 2,1984 2,2513 2,3245 2,3959 2,4535 2,4946 2,5230 2,5496 2,5849 2,6274 2,6639 2,6825 2,6803 2,6607 2,6282 2,5912 2,5683 2,5859 2,6597 2,7750 2,8856 2,9378 2,9058 2,8115 2,7103 2,6561 2,6750 2,7647 2,9012 3,0420 3,1394 3,1612 3,0981 2,9584 2,7609 2,5256 2,2662 1,9953 1,7301 1,4844 1,2592 1,0499 0,8592 0,6938 0,5557 0,4410 0,3378 0,2225 0,0698 -0,1291 -0,3557 -0,5708 -0,7329 -0,8158 -0,8125 -0,7303 -0,5878 -0,4048 -0,1890 0,0631 0,3522 0,6705 1,0015 1,3264 1,6428 1,9709 2,3269 2,6974 3,0449 3,3271 3,5097 3,5703 3,4996 3,3069 3,0250 2,6993 2,3695 2,0680 1,8260 1,6646 1,5796 1,5438 1,5260 1,5061 1,4778 1,4415 1,3993 1,3534 1,3071 1,2634 1,2216 1,1714 1,0921 0,9626 0,7781 0,5590 0,3419 0,1598 0,0273 -0,0628 -0,1334 -0,2170 -0,3455 -0,5315 -0,7571 -0,9863 -1,1853 -1,3336 -1,4287 -1,4866 -1,5303 -1,5762 -1,6336 -1,7099 -1,8044 -1,9034 -1,9905 -2,0603 -2,1166 -2,1648 -2,2109 -2,2665 -2,3469 -2,4644 -2,6183 -2,7915 -2,9603 -3,1086 -3,2313 -3,3302 -3,4098 -3,4791 -3,5537 -3,6508 -3,7822 -3,9536 -4,1625 -4,3916 -4,6084 -4,7733 -4,8525 -4,8380 -4,7576 -4,6536 -4,5488 -4,4419 -4,3290 -4,2186 -4,1245 -4,0570 -4,0211 -4,0131 -4,0162 -4,0023 -3,9455 -3,8361 -3,6799 -3,4811 -3,2354 -2,9467 -2,6406
