Fp1   -0,8274 -0,7515 -0,6241 -0,4648 -0,2996 -0,1545 -0,0533 -0,0151 -0,0520 -0,1652 -0,3393 -0,5403 -0,7256 -0,8638 -0,9446 -0,9717 -0,9509 -0,8875 -0,7902 -0,6675 -0,5269 -0,3803 -0,2474 -0,1452 -0,0756 -0,0261 0,0182 0,0648 0,1118 0,1575 0,2087 0,2790 0,3774 0,4974 0,6170 0,7112 0,7654 0,7812 0,7705 0,7422 0,6949 0,6253 0,5431 0,4743 0,4485 0,4827 0,5758 0,7099 0,8546 0,9788 1,0713 1,1480 1,2340 1,3388 1,4544 1,5715 1,6859 1,7955 1,9009 2,0081 2,1238 2,2426 2,3452 2,4158 2,4522 2,4611 2,4537 2,4449 2,4515 2,4878 2,5556 2,6372 2,7042 2,7342 2,7150 2,6361 2,4903 2,2877 2,0619 1,8552 1,6994 1,6062 1,5677 1,5614 1,5537 1,5078 1,3965 1,2126 0,9724 0,7101 0,4666 0,2805 0,1785 0,1632 0,2117 0,2945 0,3969 0,5194 0,6662 0,8381 1,0307 1,2349 1,4401 1,6374 1,8214 1,9879 2,1370 2,2731 2,3989 2,5105 2,6010 2,6621 2,6801 2,6360 2,5177 2,3333 2,1112 1,8835 1,6651 1,4471 1,2107 0,9487 0,6802 0,4415 0,2644 0,1601 0,1197 0,1220 0,1486 0,1952 0,2674 0,3687 0,4931 0,6286 0,7645 0,8960 1,0213 1,1396 1,2517 1,3618 1,4757 1,5964 1,7233 1,8534 1,9865 2,1303 2,2998 2,5073 2,7542 3,0346 3,3409 3,6647 3,9953 4,3210 4,6315 4,9201 5,1821 5,4150 5,6229 5,8178 6,0111 6,2080 6,4110 6,6232 6,8442 7,0647 7,2694 7,4426 7,5739 7,6599 7,7006 7,6922 7,6286 7,5093 7,3424 7,1416 6,9227 6,6990 6,4740 6,2443 6,0095 5,7782 5,5622 5,3702 5,2074 5,0758 4,9744 4,9029 4,8630 4,8568 4,8824 4,9292 4,9721 4,9760 4,9138 4,7813 4,5924 4,3641 4,1068 3,8247 3,5165 3,1771 2,8016 2,3889 1,9444 1,4812 1,0217 0,5940 0,2240 -0,0726 -0,2930 -0,4448 -0,5440 -0,6134 -0,6774 -0,7526 -0,8390 -0,9184 -0,9650 -0,9622 -0,9074 -0,8025 -0,6489 -0,4540 -0,2349 -0,0123 0,1922 0,3532 0,4468 0,4708 0,4561 0,4537 0,5109 0,6553 0,8886 1,1895 1,5246 1,8618 2,1745 2,4398 2,6424 2,7787 2,8557 2,8847 2,8721 2,8167 2,7162 2,5775 2,4207 2,2753 2,1771 2,1610 2,2463 2,4258 2,6718 2,9467 3,2096 3,4237 3,5640 3,6233 3,6117 3,5512 3,4683 3,3892 3,3371 3,3272 3,3627 3,4370 3,5411 3,6661 3,7968 3,9080 3,9723 3,9724 3,9056 3,7806 3,6137 3,4234 3,2269 3,0382 2,8682 2,7249 2,6136 2,5349 2,4857 2,4639 2,4739 2,5235 2,6156 2,7419 2,8872 3,0366 3,1787 3,3074 3,4196 3,5059 3,5449 3,5090 3,3810 3,1679 2,9019 2,6257 2,3753 2,1701 2,0129 1,8986 1,8186 1,7589 1,6984 1,6148 1,4916 1,3207 1,1030 0,8445 0,5556 0,2599 -0,0023 -0,1886 -0,2789 -0,2853 -0,2362 -0,1514 -0,0312 0,1337 0,3449 0,5881 0,8404 1,0802 1,2923 1,4698 1,6151 1,7353 1,8355 1,9147 1,9665 1,9849 1,9757 1,9617 1,9709 2,0192 2,1074 2,2301 2,3842 2,5651 2,7554 2,9264 3,0516 3,1213 3,1463 3,1531 3,1735 3,2323 3,3368 3,4740 3,6169 3,7330 3,7962 3,8002 3,7620 3,7161 3,6987 3,7265 3,7879 3,8566 3,9142 3,9554 3,9768 3,9727 3,9401 3,8781 3,7833 3,6539 3,4945 3,3131 3,1112 2,8804 2,6105 2,3039 1,9824 1,6752 1,3995 1,1515 0,9087 0,6430 0,3357 -0,0124 -0,3792 -0,7268 -1,0165 -1,2251 -1,3494 -1,3988 -1,3871 -1,3304 -1,2450 -1,1431 -1,0278 -0,8947 -0,7410 -0,5670 -0,3727 -0,1591 0,0629 0,2687 0,4329 0,5515 0,6405 0,7123 0,7628 0,7863 0,7985 0,8335 0,9144 1,0358 1,1701 1,2877 1,3718 1,4222 1,4495 1,4641 1,4691 1,4598 1,4322 1,3919 1,3554 1,3380 1,3397 1,3436 1,3300 1,2897 1,2234 1,1365 1,0372 0,9337 0,8287 0,7212 0,6151 0,5201 0,4414 0,3756 0,3163 0,2612 0,2126 0,1779 0,1665 0,1821 0,2198 0,2741 0,3413 0,4140 0,4828 0,5444 0,6009 0,6510 0,6845 0,6877 0,6505 0,5696 0,4504 0,3089 0,1720 0,0702 0,0241 0,0353 0,0850 0,1438 0,1883 0,2096 0,2108 0,2009 0,1927 0,2005 0,2344 0,2927 0,3643 0,4370 0,4966 0,5223 0,4934 0,4059 0,2761 0,1287 -0,0158 -0,1476 -0,2733 -0,4069 -0,5499 -0,6866 -0,7987 -0,8791 -0,9329 -0,9721 -1,0071 -1,0392 -1,0576 -1,0446 -0,9899 -0,9015 -0,8042 -0,7226 -0,6601 -0,5958 -0,5043 -0,3759 -0,2223 -0,0684 0,0612 0,1529 0,2071 0,2360 0,2585 0,2969 0,3677 0,4676 0,5707 0,6462 0,6837 0,6981 0,7153 0,7603 0,8512 0,9965 1,1914 1,4190 1,6594 1,8931 2,1011 2,2737 2,4132 2,5210 2,5879 2,6043 2,5729 2,5057 2,4145 2,3067 2,1888 2,0730 1,9786 1,9225 1,9036 1,9023 1,8954 1,8666 1,8083 1,7174 1,5891 1,4148 1,1876 0,9152 0,6276 0,3672 0,1693 0,0510 0,0098 0,0268 0,0740 0,1238 0,1578 0,1736 0,1856 0,2170 0,2837 0,3807 0,4863 0,5815 0,6644 0,7476 0,8444 0,9624 1,1040 1,2686 1,4553 1,6620 1,8793 2,0952 2,3074 2,5266 2,7650 3,0223 3,2843 3,5318 3,7490 3,9255 4,0529 4,1181 4,1010 3,9845 3,7689 3,4773 3,1499 2,8296 2,5447 2,2953 2,0571 1,7976 1,4932 1,1408 0,7595 0,3767
Fz    -0,4947 -0,5323 -0,4937 -0,3931 -0,2549 -0,1107 0,0055 0,0668 0,0577 -0,0251 -0,1674 -0,3379 -0,5011 -0,6337 -0,7282 -0,7851 -0,8066 -0,7955 -0,7559 -0,6904 -0,5975 -0,4771 -0,3377 -0,1929 -0,0534 0,0751 0,1876 0,2769 0,3352 0,3568 0,3410 0,2967 0,2462 0,2197 0,2385 0,3009 0,3845 0,4617 0,5142 0,5341 0,5201 0,4776 0,4227 0,3818 0,3794 0,4256 0,5127 0,6204 0,7231 0,8023 0,8608 0,9243 1,0204 1,1562 1,3199 1,4968 1,6759 1,8494 2,0153 2,1778 2,3424 2,5092 2,6694 2,8147 2,9429 3,0550 3,1543 3,2478 3,3450 3,4527 3,5686 3,6779 3,7602 3,8025 3,8001 3,7503 3,6542 3,5283 3,4058 3,3215 3,2957 3,3298 3,4058 3,4879 3,5303 3,4922 3,3536 3,1221 2,8300 2,5213 2,2367 2,0083 1,8569 1,7838 1,7666 1,7743 1,7893 1,8140 1,8606 1,9386 2,0499 2,1899 2,3501 2,5198 2,6880 2,8443 2,9824 3,1004 3,1950 3,2596 3,2880 3,2740 3,2038 3,0583 2,8307 2,5423 2,2355 1,9478 1,6887 1,4400 1,1774 0,8941 0,6096 0,3568 0,1607 0,0278 -0,0518 -0,0973 -0,1259 -0,1415 -0,1368 -0,1055 -0,0535 0,0035 0,0518 0,0901 0,1286 0,1813 0,2594 0,3710 0,5213 0,7102 0,9300 1,1663 1,4058 1,6466 1,9002 2,1801 2,4925 2,8399 3,2265 3,6555 4,1237 4,6161 5,1093 5,5820 6,0231 6,4313 6,8121 7,1743 7,5251 7,8690 8,2115 8,5611 8,9226 9,2917 9,6556 9,9987 10,3072 10,5691 10,7696 10,8845 10,8862 10,7600 10,5107 10,1605 9,7461 9,3090 8,8828 8,4903 8,1497 7,8743 7,6663 7,5135 7,3964 7,2984 7,2099 7,1268 7,0484 6,9748 6,9028 6,8184 6,6948 6,5016 6,2221 5,8630 5,4474 5,0015 4,5458 4,0948 3,6573 3,2352 2,8229 2,4095 1,9821 1,5330 1,0685 0,6079 0,1744 -0,2158 -0,5557 -0,8442 -1,0815 -1,2698 -1,4143 -1,5211 -1,5932 -1,6276 -1,6194 -1,5691 -1,4827 -1,3636 -1,2099 -1,0213 -0,8049 -0,5715 -0,3341 -0,1107 0,0814 0,2434 0,4050 0,6097 0,8895 1,2507 1,6752 2,1322 2,5908 3,0262 3,4172 3,7447 3,9963 4,1667 4,2577 4,2802 4,2506 4,1827 4,0878 3,9794 3,8740 3,7887 3,7416 3,7521 3,8339 3,9858 4,1909 4,4220 4,6487 4,8446 4,9922 5,0837 5,1207 5,1127 5,0750 5,0263 4,9886 4,9830 5,0248 5,1205 5,2680 5,4565 5,6639 5,8560 5,9949 6,0497 6,0028 5,8528 5,6153 5,3170 4,9842 4,6365 4,2886 3,9532 3,6388 3,3493 3,0894 2,8714 2,7132 2,6295 2,6218 2,6768 2,7760 2,9022 3,0395 3,1739 3,2943 3,3885 3,4377 3,4191 3,3169 3,1326 2,8880 2,6191 2,3636 2,1510 1,9984 1,9073 1,8597 1,8191 1,7432 1,6027 1,3920 1,1229 0,8124 0,4720 0,1093 -0,2579 -0,5888 -0,8296 -0,9425 -0,9260 -0,8042 -0,6027 -0,3359 -0,0102 0,3664 0,7791 1,2105 1,6451 2,0712 2,4809 2,8700 3,2338 3,5638 3,8503 4,0860 4,2679 4,4016 4,5046 4,5975 4,6911 4,7840 4,8713 4,9539 5,0401 5,1354 5,2313 5,3061 5,3371 5,3130 5,2408 5,1460 5,0628 5,0176 5,0185 5,0548 5,0992 5,1179 5,0911 5,0242 4,9437 4,8808 4,8502 4,8395 4,8212 4,7741 4,6903 4,5638 4,3862 4,1548 3,8739 3,5485 3,1853 2,7954 2,3903 1,9756 1,5481 1,1007 0,6360 0,1786 -0,2358 -0,5852 -0,8729 -1,1209 -1,3583 -1,6096 -1,8878 -2,1876 -2,4837 -2,7405 -2,9287 -3,0341 -3,0554 -2,9984 -2,8741 -2,6965 -2,4803 -2,2362 -1,9699 -1,6853 -1,3879 -1,0844 -0,7810 -0,4878 -0,2231 -0,0034 0,1707 0,3118 0,4317 0,5322 0,6134 0,6868 0,7738 0,8888 1,0261 1,1670 1,2938 1,3987 1,4856 1,5633 1,6370 1,7047 1,7623 1,8089 1,8499 1,8955 1,9548 2,0257 2,0917 2,1316 2,1337 2,0969 2,0262 1,9283 1,8093 1,6717 1,5167 1,3481 1,1743 1,0050 0,8472 0,7071 0,5934 0,5128 0,4662 0,4495 0,4552 0,4745 0,5088 0,5716 0,6767 0,8268 1,0123 1,2110 1,3902 1,5128 1,5468 1,4741 1,2964 1,0330 0,7140 0,3764 0,0591 -0,2078 -0,4141 -0,5713 -0,7037 -0,8334 -0,9684 -1,1033 -1,2273 -1,3320 -1,4121 -1,4671 -1,5048 -1,5371 -1,5714 -1,6124 -1,6718 -1,7692 -1,9198 -2,1206 -2,3498 -2,5786 -2,7853 -2,9657 -3,1275 -3,2747 -3,4017 -3,5007 -3,5658 -3,5945 -3,5909 -3,5661 -3,5294 -3,4794 -3,4038 -3,2883 -3,1294 -2,9408 -2,7434 -2,5473 -2,3478 -2,1379 -1,9212 -1,7151 -1,5433 -1,4245 -1,3630 -1,3456 -1,3448 -1,3281 -1,2676 -1,1519 -0,9937 -0,8261 -0,6822 -0,5742 -0,4910 -0,4102 -0,3066 -0,1567 0,0532 0,3193 0,6218 0,9382 1,2533 1,5578 1,8430 2,0957 2,2914 2,4001 2,4058 2,3154 2,1509 1,9375 1,7014 1,4705 1,2709 1,1212 1,0240 0,9599 0,8935 0,7900 0,6313 0,4197 0,1692 -0,1073 -0,4040 -0,7174 -1,0368 -1,3407 -1,6020 -1,7963 -1,9093 -1,9441 -1,9255 -1,8907 -1,8680 -1,8647 -1,8703 -1,8664 -1,8347 -1,7644 -1,6596 -1,5380 -1,4178 -1,3044 -1,1903 -1,0640 -0,9162 -0,7416 -0,5390 -0,3089 -0,0579 0,1926 0,4165 0,6073 0,7877 0,9929 1,2448 1,5382 1,8461 2,1339 2,3755 2,5596 2,6826 2,7383 2,7171 2,6163 2,4499 2,2467 2,0361 1,8319 1,6258 1,3973 1,1300 0,8231 0,4943 0,1769 -0,0952
F3    -1,1786 -1,2241 -1,2628 -1,2783 -1,2536 -1,1852 -1,0884 -0,9909 -0,9265 -0,9283 -1,0141 -1,1671 -1,3390 -1,4770 -1,5499 -1,5532 -1,5000 -1,4129 -1,3165 -1,2260 -1,1385 -1,0415 -0,9262 -0,7876 -0,6150 -0,3910 -0,1073 0,2172 0,5342 0,7868 0,9377 0,9850 0,9630 0,9278 0,9318 1,0012 1,1303 1,2920 1,4519 1,5790 1,6517 1,6622 1,6224 1,5666 1,5387 1,5714 1,6714 1,8172 1,9660 2,0741 2,1218 2,1251 2,1205 2,1362 2,1798 2,2441 2,3173 2,3920 2,4712 2,5641 2,6769 2,8061 2,9405 3,0720 3,1976 3,3117 3,4050 3,4727 3,5212 3,5609 3,5896 3,5891 3,5424 3,4464 3,3029 3,1067 2,8520 2,5506 2,2380 1,9582 1,7471 1,6253 1,5950 1,6372 1,7175 1,7989 1,8531 1,8648 1,8341 1,7735 1,6978 1,6184 1,5443 1,4798 1,4238 1,3823 1,3751 1,4237 1,5345 1,6941 1,8801 2,0761 2,2800 2,4990 2,7390 2,9977 3,2646 3,5182 3,7279 3,8654 3,9181 3,8859 3,7698 3,5684 3,2893 2,9583 2,6187 2,3162 2,0746 1,8826 1,7093 1,5335 1,3586 1,2016 1,0733 0,9707 0,8849 0,8114 0,7550 0,7301 0,7525 0,8299 0,9565 1,1134 1,2792 1,4422 1,6013 1,7543 1,8914 2,0027 2,0896 2,1634 2,2357 2,3145 2,4110 2,5437 2,7332 2,9881 3,2986 3,6459 4,0165 4,4038 4,8007 5,1962 5,5819 5,9572 6,3233 6,6751 7,0017 7,2937 7,5517 7,7874 8,0173 8,2552 8,5084 8,7749 9,0416 9,2839 9,4754 9,5992 9,6522 9,6368 9,5551 9,4099 9,2081 8,9619 8,6904 8,4131 8,1403 7,8705 7,6002 7,3341 7,0868 6,8740 6,7044 6,5789 6,4926 6,4416 6,4260 6,4464 6,4941 6,5443 6,5573 6,4905 6,3207 6,0606 5,7467 5,4154 5,0895 4,7775 4,4728 4,1563 3,8039 3,3994 2,9447 2,4589 1,9719 1,5161 1,1181 0,7894 0,5267 0,3217 0,1698 0,0685 0,0109 -0,0149 -0,0183 0,0001 0,0442 0,1112 0,1909 0,2749 0,3636 0,4630 0,5808 0,7253 0,8963 1,0749 1,2290 1,3380 1,4104 1,4805 1,5882 1,7590 1,9937 2,2735 2,5740 2,8743 3,1569 3,4052 3,6056 3,7483 3,8288 3,8491 3,8153 3,7353 3,6203 3,4884 3,3602 3,2509 3,1699 3,1233 3,1136 3,1390 3,1964 3,2825 3,3880 3,4973 3,5919 3,6575 3,6886 3,6918 3,6868 3,7034 3,7706 3,9042 4,0975 4,3222 4,5430 4,7330 4,8754 4,9572 4,9686 4,9110 4,8016 4,6686 4,5437 4,4553 4,4176 4,4257 4,4605 4,5001 4,5296 4,5446 4,5513 4,5653 4,6063 4,6893 4,8164 4,9774 5,1575 5,3402 5,5078 5,6480 5,7558 5,8252 5,8414 5,7850 5,6433 5,4201 5,1384 4,8340 4,5472 4,3098 4,1340 4,0094 3,9073 3,7859 3,6010 3,3252 2,9577 2,5184 2,0333 1,5196 0,9844 0,4444 -0,0547 -0,4475 -0,6805 -0,7358 -0,6287 -0,3921 -0,0622 0,3249 0,7323 1,1259 1,4853 1,8080 2,1013 2,3714 2,6156 2,8225 2,9821 3,0969 3,1823 3,2572 3,3405 3,4502 3,5999 3,7853 3,9803 4,1528 4,2868 4,3908 4,4837 4,5756 4,6617 4,7314 4,7804 4,8183 4,8659 4,9431 5,0566 5,1981 5,3477 5,4767 5,5561 5,5734 5,5397 5,4824 5,4307 5,3975 5,3715 5,3311 5,2660 5,1815 5,0828 4,9693 4,8435 4,7131 4,5807 4,4412 4,2873 4,1144 3,9197 3,7013 3,4615 3,2100 2,9657 2,7475 2,5571 2,3731 2,1601 1,8861 1,5351 1,1119 0,6462 0,1890 -0,2066 -0,5077 -0,7088 -0,8207 -0,8548 -0,8166 -0,7082 -0,5320 -0,2900 0,0122 0,3589 0,7210 1,0611 1,3438 1,5453 1,6560 1,6851 1,6645 1,6370 1,6287 1,6391 1,6605 1,7015 1,7811 1,9021 2,0396 2,1556 2,2233 2,2441 2,2486 2,2741 2,3390 2,4346 2,5347 2,6107 2,6452 2,6372 2,5982 2,5400 2,4670 2,3817 2,2919 2,2030 2,1088 1,9957 1,8519 1,6692 1,4472 1,1984 0,9465 0,7137 0,5157 0,3680 0,2853 0,2735 0,3296 0,4476 0,6160 0,8156 1,0278 1,2399 1,4392 1,6119 1,7494 1,8492 1,9096 1,9292 1,9087 1,8513 1,7619 1,6445 1,5005 1,3348 1,1629 1,0053 0,8741 0,7656 0,6672 0,5753 0,5044 0,4702 0,4683 0,4734 0,4575 0,4044 0,3141 0,2024 0,0944 0,0062 -0,0717 -0,1665 -0,2980 -0,4601 -0,6265 -0,7703 -0,8823 -0,9794 -1,0901 -1,2279 -1,3819 -1,5295 -1,6530 -1,7496 -1,8291 -1,9006 -1,9591 -1,9843 -1,9556 -1,8678 -1,7380 -1,5988 -1,4761 -1,3658 -1,2421 -1,0848 -0,8939 -0,6835 -0,4749 -0,2908 -0,1514 -0,0680 -0,0363 -0,0348 -0,0315 -0,0014 0,0577 0,1252 0,1791 0,2162 0,2490 0,2933 0,3661 0,4875 0,6767 0,9406 1,2647 1,6228 1,9894 2,3421 2,6615 2,9311 3,1278 3,2197 3,1844 3,0270 2,7781 2,4807 2,1784 1,9082 1,6969 1,5601 1,4961 1,4799 1,4745 1,4543 1,4176 1,3761 1,3364 1,2870 1,2000 1,0457 0,8104 0,5065 0,1684 -0,1607 -0,4400 -0,6409 -0,7553 -0,7958 -0,7842 -0,7394 -0,6690 -0,5643 -0,4056 -0,1828 0,0875 0,3673 0,6229 0,8453 1,0481 1,2516 1,4712 1,7139 1,9785 2,2599 2,5497 2,8290 3,0712 3,2610 3,4084 3,5409 3,6791 3,8201 3,9427 4,0258 4,0653 4,0779 4,0854 4,0964 4,1028 4,0908 4,0515 3,9849 3,8939 3,7744 3,6116 3,3838 3,0729 2,6790 2,2341 1,7961 1,4151
F7    -1,2833 -1,1691 -1,0405 -0,9184 -0,8285 -0,7925 -0,8201 -0,9054 -1,0306 -1,1762 -1,3253 -1,4597 -1,5591 -1,6100 -1,6115 -1,5666 -1,4728 -1,3268 -1,1337 -0,9063 -0,6612 -0,4221 -0,2190 -0,0750 0,0079 0,0481 0,0715 0,0962 0,1279 0,1716 0,2425 0,3612 0,5360 0,7547 0,9900 1,2129 1,4034 1,5514 1,6493 1,6839 1,6416 1,5277 1,3800 1,2575 1,2078 1,2433 1,3450 1,4809 1,6136 1,7079 1,7484 1,7504 1,7427 1,7438 1,7605 1,7987 1,8653 1,9647 2,0975 2,2557 2,4170 2,5471 2,6160 2,6141 2,5477 2,4252 2,2591 2,0775 1,9205 1,8222 1,7965 1,8368 1,9271 2,0447 2,1533 2,2020 2,1475 1,9847 1,7531 1,5103 1,3006 1,1434 1,0358 0,9600 0,8915 0,8036 0,6704 0,4748 0,2205 -0,0653 -0,3437 -0,5718 -0,7089 -0,7315 -0,6466 -0,4829 -0,2700 -0,0325 0,2065 0,4283 0,6260 0,8029 0,9646 1,1142 1,2518 1,3782 1,5006 1,6333 1,7854 1,9533 2,1252 2,2856 2,4124 2,4772 2,4587 2,3581 2,1997 2,0126 1,8074 1,5730 1,2946 0,9729 0,6316 0,3087 0,0407 -0,1489 -0,2484 -0,2564 -0,1806 -0,0373 0,1508 0,3574 0,5581 0,7324 0,8661 0,9596 1,0294 1,0955 1,1654 1,2319 1,2878 1,3362 1,3851 1,4399 1,5053 1,5901 1,7100 1,8786 2,0950 2,3456 2,6128 2,8782 3,1226 3,3321 3,5045 3,6476 3,7705 3,8797 3,9846 4,0987 4,2327 4,3909 4,5747 4,7837 5,0069 5,2210 5,4002 5,5294 5,6087 5,6499 5,6695 5,6821 5,6947 5,7055 5,7023 5,6661 5,5809 5,4404 5,2466 5,0099 4,7516 4,5017 4,2865 4,1174 3,9907 3,8958 3,8242 3,7754 3,7564 3,7738 3,8286 3,9108 3,9953 4,0462 4,0370 3,9649 3,8422 3,6816 3,4896 3,2628 2,9867 2,6428 2,2236 1,7422 1,2267 0,7104 0,2264 -0,1945 -0,5301 -0,7737 -0,9325 -1,0214 -1,0581 -1,0610 -1,0464 -1,0274 -1,0120 -0,9970 -0,9725 -0,9357 -0,8941 -0,8501 -0,7916 -0,7012 -0,5681 -0,3939 -0,1995 -0,0240 0,0903 0,1209 0,0789 0,0062 -0,0441 -0,0328 0,0506 0,1923 0,3691 0,5579 0,7346 0,8764 0,9723 1,0266 1,0504 1,0532 1,0390 1,0064 0,9512 0,8704 0,7696 0,6687 0,6000 0,5967 0,6731 0,8155 0,9954 1,1871 1,3706 1,5289 1,6507 1,7331 1,7818 1,8068 1,8212 1,8438 1,8932 1,9751 2,0781 2,1836 2,2812 2,3738 2,4674 2,5576 2,6260 2,6512 2,6249 2,5572 2,4684 2,3773 2,2967 2,2360 2,2049 2,2171 2,2861 2,4160 2,5979 2,8169 3,0615 3,3243 3,5977 3,8705 4,1268 4,3474 4,5152 4,6256 4,6874 4,7088 4,6840 4,5952 4,4287 4,1897 3,9004 3,5844 3,2577 2,9295 2,6078 2,3042 2,0338 1,8081 1,6274 1,4821 1,3572 1,2342 1,0940 0,9213 0,7111 0,4798 0,2631 0,0959 -0,0069 -0,0539 -0,0681 -0,0706 -0,0686 -0,0547 -0,0183 0,0417 0,1170 0,1965 0,2731 0,3471 0,4228 0,5023 0,5810 0,6491 0,6983 0,7312 0,7654 0,8251 0,9245 1,0596 1,2131 1,3705 1,5325 1,7097 1,9020 2,0871 2,2322 2,3198 2,3607 2,3839 2,4185 2,4844 2,5872 2,7199 2,8695 3,0199 3,1512 3,2477 3,3066 3,3423 3,3788 3,4316 3,4969 3,5638 3,6330 3,7138 3,8054 3,8972 3,9881 4,0852 4,1862 4,2761 4,3412 4,3758 4,3739 4,3242 4,2137 4,0401 3,8181 3,5718 3,3160 3,0467 2,7435 2,3838 1,9617 1,4958 1,0236 0,5907 0,2334 -0,0302 -0,1987 -0,2829 -0,3006 -0,2686 -0,1999 -0,1073 -0,0026 0,1057 0,2103 0,3043 0,3842 0,4530 0,5147 0,5651 0,5992 0,6306 0,6889 0,7893 0,9159 1,0395 1,1482 1,2503 1,3521 1,4417 1,4955 1,4960 1,4461 1,3678 1,2860 1,2123 1,1404 1,0563 0,9547 0,8469 0,7566 0,7024 0,6788 0,6557 0,6020 0,5065 0,3757 0,2241 0,0739 -0,0490 -0,1336 -0,1911 -0,2374 -0,2839 -0,3447 -0,4303 -0,5317 -0,6265 -0,6995 -0,7464 -0,7668 -0,7626 -0,7358 -0,6822 -0,5971 -0,4903 -0,3887 -0,3175 -0,2857 -0,2861 -0,3021 -0,3137 -0,3074 -0,2845 -0,2567 -0,2288 -0,1853 -0,1004 0,0357 0,2024 0,3578 0,4666 0,5259 0,5621 0,6030 0,6574 0,7181 0,7751 0,8217 0,8498 0,8506 0,8226 0,7696 0,6884 0,5673 0,4034 0,2144 0,0261 -0,1467 -0,3081 -0,4768 -0,6651 -0,8585 -1,0244 -1,1360 -1,1869 -1,1931 -1,1863 -1,1938 -1,2213 -1,2535 -1,2699 -1,2604 -1,2345 -1,2163 -1,2219 -1,2364 -1,2228 -1,1537 -1,0319 -0,8866 -0,7540 -0,6539 -0,5844 -0,5330 -0,4869 -0,4364 -0,3730 -0,2908 -0,1944 -0,1033 -0,0391 -0,0074 0,0044 0,0146 0,0374 0,0800 0,1456 0,2349 0,3432 0,4587 0,5626 0,6371 0,6818 0,7163 0,7597 0,8173 0,8883 0,9744 1,0740 1,1700 1,2334 1,2400 1,1877 1,1034 1,0275 0,9873 0,9856 1,0097 1,0392 1,0491 1,0162 0,9261 0,7747 0,5683 0,3277 0,0864 -0,1216 -0,2738 -0,3580 -0,3671 -0,3038 -0,1843 -0,0348 0,1153 0,2444 0,3482 0,4366 0,5150 0,5749 0,6095 0,6322 0,6756 0,7686 0,9197 1,1195 1,3523 1,6021 1,8576 2,1106 2,3481 2,5509 2,7123 2,8560 3,0267 3,2551 3,5326 3,8158 4,0485 4,1910 4,2361 4,1935 4,0648 3,8417 3,5254 3,1422 2,7400 2,3692 2,0596 1,8071 1,5817 1,3451 1,0671 0,7402 0,3799 0,0042
