Fp1   -1,0619 -0,6234 -0,2376 0,0877 0,3477 0,5048 0,4912 0,2743 -0,1017 -0,5410 -0,9371 -1,1948 -1,2443 -1,0586 -0,6733 -0,1823 0,3064 0,7230 1,0563 1,3251 1,5304 1,6479 1,6748 1,6743 1,7487 1,9499 2,2279 2,4766 2,6052 2,5573 2,2988 1,8207 1,1484 0,3364 -0,5333 -1,3540 -2,0206 -2,4767 -2,7313 -2,8087 -2,6985 -2,3824 -1,8953 -1,3390 -0,8404 -0,4892 -0,3059 -0,2632 -0,3289 -0,4903 -0,7548 -1,1239 -1,5493 -1,9176 -2,0958 -2,0020 -1,6309 -1,0271 -0,2590 0,5865 1,4141 2,1389 2,6963 3,0399 3,1238 2,8851 2,2523 1,1890 -0,2494 -1,8882 -3,4647 -4,7134 -5,4641 -5,6843 -5,4560 -4,9213 -4,2268 -3,4802 -2,7423 -2,0581 -1,4827 -1,0574 -0,7786 -0,6134 -0,5262 -0,4722 -0,3989 -0,2968 -0,2446 -0,3759 -0,7783 -1,4328 -2,2428 -3,0838 -3,8189 -4,3059 -4,4279 -4,1469 -3,5472 -2,8090 -2,1093 -1,5417 -1,1124 -0,7738 -0,4668 -0,1628 0,1155 0,3051 0,3421 0,2176 0,0049 -0,1822 -0,2727 -0,2854 -0,2849 -0,2873 -0,2262 -0,0114 0,3951 0,9578 1,6155 2,3302 3,0745 3,8101 4,5049 5,1411 5,6833 6,0579 6,1849 6,0288 5,6160 5,0134 4,3079 3,6110 3,0639 2,8029 2,8914 3,2766 3,8224 4,3900 4,8873 5,2728 5,5480 5,7368 5,8468 5,8650 5,8066 5,7466 5,7628 5,8467 5,8988 5,8105 5,5324 5,0953 4,6040 4,2056 4,0243 4,0908 4,3233 4,5824 4,7605 4,8331 4,8337 4,7902 4,6998 4,5499 4,3384 4,0772 3,7886 3,4942 3,2002 2,8932 2,5580 2,1978 1,8331 1,4754 1,1179 0,7690 0,4742 0,2690 0,1089 -0,1332 -0,5863 -1,2857 -2,1523 -3,0479 -3,8368 -4,4120 -4,7035 -4,6940 -4,4385 -4,0537 -3,6622 -3,3369 -3,0922 -2,9035 -2,7294 -2,5403 -2,3433 -2,1984 -2,2111 -2,4857 -3,0590 -3,8672 -4,7639 -5,5632 -6,1027 -6,3135 -6,2369 -5,9610 -5,5527 -5,0530 -4,5082 -3,9714 -3,4643 -2,9677 -2,4744 -2,0402 -1,7550 -1,6733 -1,7779 -1,9957 -2,2405 -2,4429 -2,5527 -2,5438 -2,4345 -2,2879 -2,1603 -2,0594 -1,9604 -1,8453 -1,7165 -1,5802 -1,4254 -1,2495 -1,1027 -1,0711 -1,2105 -1,4941 -1,7965 -1,9307 -1,7456 -1,2376 -0,5816 -0,0366 0,2051 0,1125 -0,2091 -0,6281 -1,0820 -1,5811 -2,1340 -2,6956 -3,1840 -3,5199 -3,6609 -3,6154 -3,4213 -3,1170 -2,7247 -2,2410 -1,6637 -1,0417 -0,4833 -0,1058 0,0329 -0,0299 -0,1863 -0,3186 -0,3398 -0,2172 0,0012 0,1941 0,2421 0,1165 -0,1016 -0,2854 -0,3414 -0,2472 -0,0480 0,1719 0,3335 0,4139 0,4694 0,5972 0,8560 1,2066 1,5206 1,6558 1,5421 1,1959 0,6545 -0,0737 -0,9898 -2,0562 -3,1550 -4,0731 -4,5605 -4,4474 -3,7326 -2,5886 -1,2964 -0,1455 0,6635 1,0691 1,1350 0,9933 0,7768 0,5677 0,3889 0,2371 0,1168 0,0442 0,0247 0,0241 -0,0328 -0,2057 -0,4763 -0,7572 -0,9649 -1,0699 -1,0778 -0,9830 -0,7661 -0,4428 -0,0911 0,1828 0,2967 0,2246 0,0004 -0,3174 -0,6841 -1,0612 -1,3802 -1,5456 -1,4900 -1,2257 -0,8425 -0,4615 -0,1853 -0,0634 -0,0722 -0,1172 -0,0737 0,1439 0,5316 1,0069 1,4699 1,8505 2,1002 2,1634 1,9953 1,6097 1,0865 0,5259 0,0126 -0,3768 -0,5652 -0,5108 -0,2544 0,0858 0,3790 0,5453 0,5757 0,5144 0,4190 0,3304 0,2857 0,3393 0,5340 0,8431 1,1589 1,3489 1,3328 1,1151 0,7571 0,3336 -0,0823 -0,4211 -0,6189 -0,6236 -0,4180 -0,0554 0,3342 0,5893 0,5960 0,3529 -0,0185 -0,3306 -0,4355 -0,3099 -0,0375 0,2797 0,5808 0,8478 1,0749 1,2305 1,2544 1,1051 0,8141 0,4962 0,3038 0,3472 0,6445 1,1468 1,7975 2,5475 3,3334 4,0579 4,5906 4,8170 4,7111 4,3460 3,8463 3,3545 2,9987 2,8299 2,7872 2,7477 2,6226 2,4145 2,2152 2,1566 2,3224 2,6842 3,1373 3,5858 3,9724 4,2565 4,4052 4,4327 4,4347 4,5391 4,8054 5,1885 5,5939 5,9505 6,2410 6,4781 6,6735 6,8290 6,9409 7,0000 6,9736 6,7839 6,3450 5,6581 4,8595 4,1506 3,6750 3,4521 3,3954 3,3849 3,3457 3,2638 3,1451 3,0048 2,8896 2,8623 2,9600 3,1840 3,5135 3,9086 4,3045 4,6131 4,7348 4,5844 4,1312 3,4104 2,4968 1,4744 0,4316 -0,5341 -1,3229 -1,8582 -2,1162 -2,1299 -1,9589 -1,6614 -1,3004 -0,9660 -0,7656 -0,7621 -0,9090 -1,0595 -1,0493 -0,7848 -0,2791 0,3703 1,0280 1,5676 1,9009 1,9825 1,8147 1,4620 1,0241 0,5785 0,1681 -0,1632 -0,3581 -0,3735 -0,2042 0,1188 0,5374 0,9845 1,4217 1,8610 2,3459 2,9106 3,5596 4,2802 5,0629 5,9029 6,7778 7,6329 8,4025 9,0357 9,4939 9,7408 9,7491 9,5250 9,1042 8,5090 7,7478 6,8705 5,9925 5,2485 4,7324 4,4765 4,4645 4,6416 4,9150 5,1826 5,3731 5,4413 5,3328 4,9759 4,3124 3,3417 2,1417 0,8519 -0,3556 -1,3104 -1,9041 -2,1518 -2,2052 -2,2951 -2,6275 -3,2964 -4,2680 -5,4077 -6,5314 -7,4868 -8,2208 -8,7766 -9,2268 -9,5974 -9,8520 -9,9491 -9,9058 -9,7916 -9,6623 -9,5213 -9,3487 -9,1439 -8,9302 -8,7349 -8,5742 -8,4539 -8,3758 -8,3343 -8,3087 -8,2599 -8,1238 -7,8139 -7,2655 -6,4961 -5,6183 -4,7982 -4,2001 -3,9444 -4,0752 -4,5256 -5,1195 -5,6589 -6,0320 -6,2231 -6,2475 -6,1164 -5,8414 -5,4357 -4,9195 -4,3386 -3,7778 -3,3372 -3,0738 -2,9469 -2,8211 -2,5359
Fz    -4,8075 -4,6428 -4,4930 -4,3568 -4,1923 -3,9466 -3,5831 -3,0837 -2,4443 -1,6777 -0,8153 0,0960 0,9988 1,8454 2,6179 3,3196 3,9479 4,4803 4,8800 5,1029 5,1038 4,8574 4,3847 3,7591 3,0843 2,4559 1,9315 1,5238 1,2121 0,9621 0,7463 0,5512 0,3677 0,1823 -0,0160 -0,2277 -0,4432 -0,6474 -0,8236 -0,9618 -1,0692 -1,1713 -1,2998 -1,4733 -1,6826 -1,8941 -2,0704 -2,1844 -2,2208 -2,1824 -2,1007 -2,0288 -2,0161 -2,0793 -2,1905 -2,2931 -2,3369 -2,3011 -2,1928 -2,0342 -1,8607 -1,7291 -1,7064 -1,8337 -2,1052 -2,4771 -2,8836 -3,2519 -3,5201 -3,6525 -3,6488 -3,5420 -3,3832 -3,2215 -3,0917 -3,0098 -2,9710 -2,9545 -2,9363 -2,9005 -2,8424 -2,7605 -2,6523 -2,5251 -2,3973 -2,2766 -2,1420 -1,9557 -1,6874 -1,3279 -0,8914 -0,4146 0,0494 0,4469 0,7463 0,9507 1,0943 1,2210 1,3571 1,4955 1,6006 1,6315 1,5687 1,4242 1,2306 1,0238 0,8297 0,6602 0,5266 0,4615 0,5180 0,7372 1,1141 1,5941 2,1058 2,5930 3,0154 3,3351 3,5226 3,5741 3,5228 3,4264 3,3327 3,2610 3,2259 3,2540 3,3640 3,5456 3,7758 4,0417 4,3364 4,6466 4,9606 5,2790 5,6095 5,9562 6,3104 6,6438 6,9170 7,1022 7,1984 7,2280 7,2173 7,1728 7,0785 6,9196 6,7132 6,5159 6,3970 6,3944 6,4900 6,6244 6,7367 6,8075 6,8721 6,9968 7,2313 7,5751 7,9790 8,3742 8,7056 8,9483 9,0985 9,1576 9,1254 8,9971 8,7620 8,4098 7,9409 7,3739 6,7401 6,0741 5,4138 4,8031 4,2771 3,8415 3,4684 3,1151 2,7430 2,3324 1,8898 1,4439 1,0262 0,6545 0,3274 0,0260 -0,2768 -0,5939 -0,9058 -1,1704 -1,3580 -1,4768 -1,5627 -1,6497 -1,7526 -1,8687 -1,9895 -2,1135 -2,2513 -2,4215 -2,6406 -2,9071 -3,1896 -3,4345 -3,5859 -3,6063 -3,4899 -3,2669 -2,9906 -2,7144 -2,4803 -2,3249 -2,2782 -2,3469 -2,4950 -2,6509 -2,7448 -2,7333 -2,5919 -2,3102 -1,9119 -1,4637 -1,0489 -0,7359 -0,5601 -0,5148 -0,5613 -0,6552 -0,7642 -0,8698 -0,9690 -1,0775 -1,2263 -1,4434 -1,7217 -2,0111 -2,2522 -2,4149 -2,5061 -2,5551 -2,5938 -2,6401 -2,6995 -2,7769 -2,8681 -2,9448 -2,9733 -2,9461 -2,8884 -2,8413 -2,8399 -2,8947 -2,9854 -3,0706 -3,1126 -3,1022 -3,0659 -3,0490 -3,0868 -3,1850 -3,3184 -3,4390 -3,4895 -3,4183 -3,1981 -2,8403 -2,3908 -1,9091 -1,4442 -1,0169 -0,6145 -0,2091 0,2054 0,6002 0,9432 1,2318 1,4847 1,7135 1,9137 2,0726 2,1679 2,1653 2,0350 1,7754 1,4170 1,0113 0,6185 0,2913 0,0605 -0,0662 -0,0990 -0,0600 0,0172 0,0810 0,0622 -0,1023 -0,4356 -0,8967 -1,3943 -1,8343 -2,1628 -2,3756 -2,5034 -2,5893 -2,6650 -2,7324 -2,7641 -2,7293 -2,6257 -2,4838 -2,3349 -2,1779 -1,9813 -1,7140 -1,3715 -0,9877 -0,6359 -0,4038 -0,3574 -0,5210 -0,8793 -1,3844 -1,9662 -2,5384 -3,0145 -3,3390 -3,5050 -3,5414 -3,4945 -3,4133 -3,3281 -3,2400 -3,1335 -2,9981 -2,8367 -2,6560 -2,4549 -2,2279 -1,9822 -1,7453 -1,5544 -1,4416 -1,4208 -1,4783 -1,5741 -1,6538 -1,6641 -1,5634 -1,3372 -1,0083 -0,6264 -0,2496 0,0688 0,2940 0,4202 0,4637 0,4430 0,3704 0,2612 0,1411 0,0434 0,0010 0,0371 0,1568 0,3487 0,5973 0,8888 1,2091 1,5465 1,8928 2,2258 2,4945 2,6365 2,6164 2,4459 2,1711 1,8447 1,5092 1,1878 0,8796 0,5718 0,2577 -0,0629 -0,3934 -0,7412 -1,1122 -1,5051 -1,9045 -2,2758 -2,5794 -2,7913 -2,9046 -2,9153 -2,8122 -2,5847 -2,2425 -1,8237 -1,3790 -0,9469 -0,5448 -0,1754 0,1681 0,4973 0,8141 1,0928 1,2893 1,3698 1,3205 1,1388 0,8283 0,4010 -0,1050 -0,6171 -1,0478 -1,3235 -1,3965 -1,2541 -0,9391 -0,5411 -0,1395 0,2452 0,6402 1,0730 1,5394 2,0037 2,4296 2,8181 3,2082 3,6296 4,0599 4,4336 4,6973 4,8534 4,9494 5,0353 5,1403 5,2729 5,4251 5,5731 5,6812 5,7193 5,6856 5,6113 5,5401 5,4999 5,4894 5,4904 5,4970 5,5315 5,6264 5,7919 6,0003 6,1947 6,3174 6,3448 6,2934 6,1918 6,0545 5,8862 5,6996 5,5206 5,3727 5,2587 5,1583 5,0405 4,8753 4,6389 4,3215 3,9289 3,4757 2,9775 2,4549 1,9380 1,4658 1,0750 0,7812 0,5671 0,3918 0,2108 -0,0076 -0,2770 -0,5973 -0,9607 -1,3526 -1,7473 -2,1072 -2,3900 -2,5637 -2,6267 -2,6076 -2,5411 -2,4493 -2,3414 -2,2126 -2,0419 -1,8032 -1,4841 -1,0881 -0,6220 -0,0932 0,4768 1,0490 1,5864 2,0732 2,5188 2,9559 3,4381 4,0198 4,7236 5,5224 6,3519 7,1477 7,8764 8,5459 9,1876 9,8204 10,4294 10,9820 11,4474 11,7997 12,0216 12,1196 12,1322 12,1113 12,0961 12,1002 12,1120 12,1030 12,0366 11,8767 11,6064 11,2371 10,7930 10,2925 9,7510 9,1918 8,6454 8,1269 7,6092 7,0255 6,3113 5,4561 4,5165 3,5732 2,6841 1,8753 1,1406 0,4339 -0,3165 -1,1704 -2,1500 -3,2296 -4,3382 -5,3883 -6,3168 -7,1078 -7,7790 -8,3499 -8,8212 -9,1821 -9,4223 -9,5354 -9,5164 -9,3601 -9,0630 -8,6343 -8,1116 -7,5639 -7,0655 -6,6664 -6,3886 -6,2349 -6,1910 -6,2333 -6,3375 -6,4727 -6,5963 -6,6697 -6,6773 -6,6248 -6,5270 -6,4037 -6,2746 -6,1484 -6,0163 -5,8606 -5,6702 -5,4462 -5,2034 -4,9711 -4,7874 -4,6856 -4,6769 -4,7435 -4,8465 -4,9399 -4,9746 -4,8957 -4,6483 -4,2025
F3    -3,9715 -4,3274 -4,6289 -4,8813 -5,0862 -5,2119 -5,1511 -4,7369 -3,8556 -2,5529 -1,0229 0,5008 1,8520 2,9713 3,8794 4,6305 5,2716 5,8064 6,1861 6,3420 6,2334 5,8622 5,2442 4,3904 3,3302 2,1407 0,9457 -0,1085 -0,8950 -1,3504 -1,4903 -1,3741 -1,0580 -0,5880 -0,0282 0,5185 0,9229 1,0783 0,9573 0,6211 0,1579 -0,3839 -0,9865 -1,6037 -2,1433 -2,5104 -2,6614 -2,6185 -2,4402 -2,1760 -1,8408 -1,4281 -0,9406 -0,4105 0,0945 0,4971 0,7533 0,8648 0,8487 0,7137 0,4691 0,1408 -0,2336 -0,6318 -1,0576 -1,5130 -1,9568 -2,3006 -2,4594 -2,4141 -2,2300 -2,0085 -1,8292 -1,7398 -1,7692 -1,9260 -2,1947 -2,5438 -2,9366 -3,3314 -3,6702 -3,8777 -3,8781 -3,6256 -3,1338 -2,4737 -1,7380 -1,0036 -0,3153 0,3154 0,9051 1,4722 1,9876 2,3577 2,4737 2,2886 1,8533 1,2937 0,7584 0,3536 0,0994 -0,0366 -0,0594 0,0659 0,3493 0,7397 1,1509 1,4965 1,7071 1,7487 1,6448 1,4797 1,3666 1,3945 1,6011 1,9732 2,4434 2,8984 3,2280 3,3854 3,3985 3,3299 3,2374 3,1746 3,2043 3,3778 3,7009 4,1458 4,6962 5,3586 6,1200 6,9252 7,7132 8,4431 9,0642 9,4948 9,6564 9,5260 9,1557 8,6444 8,0958 7,5946 7,2007 6,9465 6,8254 6,7755 6,6911 6,4835 6,1588 5,8389 5,6911 5,8200 6,2160 6,7900 7,4434 8,1137 8,7679 9,3746 9,8968 10,2908 10,4928 10,4184 10,0124 9,3220 8,5064 7,7487 7,1399 6,6404 6,1455 5,5888 4,9958 4,4478 4,0048 3,6632 3,3799 3,1208 2,8868 2,7029 2,5791 2,4804 2,3510 2,1517 1,8597 1,4663 0,9997 0,5276 0,1186 -0,2006 -0,4658 -0,7512 -1,1062 -1,5176 -1,9292 -2,2789 -2,5225 -2,6605 -2,7521 -2,8848 -3,1159 -3,4314 -3,7506 -3,9717 -4,0095 -3,8004 -3,3190 -2,6254 -1,8809 -1,2817 -0,9466 -0,8674 -0,9746 -1,2310 -1,6360 -2,1625 -2,7295 -3,2317 -3,5717 -3,6714 -3,4799 -2,9905 -2,2608 -1,4037 -0,5414 0,2334 0,8594 1,2950 1,5098 1,4718 1,1491 0,5543 -0,2072 -0,9561 -1,5313 -1,8706 -1,9951 -1,9409 -1,7395 -1,4341 -1,0687 -0,6768 -0,3058 -0,0364 0,0360 -0,1474 -0,5527 -1,0456 -1,4694 -1,7425 -1,8860 -1,9701 -2,0413 -2,0906 -2,0675 -1,9195 -1,6441 -1,3077 -1,0046 -0,8034 -0,7289 -0,7800 -0,9534 -1,2396 -1,5857 -1,8679 -1,9249 -1,6437 -1,0244 -0,1827 0,6838 1,3601 1,7093 1,7346 1,5523 1,3140 1,1368 1,0632 1,0756 1,1461 1,2661 1,4393 1,6570 1,8798 2,0484 2,1130 2,0401 1,8115 1,4453 1,0218 0,6679 0,5036 0,6070 1,0142 1,7047 2,5581 3,3684 3,9386 4,1492 3,9431 3,3046 2,2801 1,0041 -0,3258 -1,5183 -2,4534 -3,0865 -3,4018 -3,3849 -3,0438 -2,4223 -1,5914 -0,6523 0,2542 0,9837 1,4641 1,7334 1,8957 2,0355 2,1627 2,2311 2,2007 2,0707 1,8535 1,5297 1,0461 0,3626 -0,4942 -1,3952 -2,1243 -2,4675 -2,3166 -1,6943 -0,7105 0,4732 1,6417 2,5467 2,9922 2,9303 2,4749 1,8237 1,1726 0,6804 0,4512 0,4977 0,7213 0,9627 1,1032 1,1382 1,1569 1,2454 1,4033 1,5480 1,5851 1,4809 1,2917 1,1305 1,1046 1,2611 1,5554 1,8576 2,0168 1,9567 1,7261 1,4542 1,2618 1,2112 1,3155 1,5592 1,8969 2,2522 2,5354 2,6742 2,6395 2,4459 2,1281 1,7139 1,2238 0,6870 0,1425 -0,3802 -0,8748 -1,3439 -1,7832 -2,1867 -2,5412 -2,7963 -2,8627 -2,6755 -2,2800 -1,8539 -1,6206 -1,7129 -2,1097 -2,6866 -3,2927 -3,7753 -3,9796 -3,7860 -3,1679 -2,2020 -1,0233 0,2158 1,3633 2,2969 2,9537 3,3246 3,4353 3,3395 3,1001 2,7628 2,3519 1,8786 1,3458 0,7647 0,1812 -0,3151 -0,6270 -0,7055 -0,5660 -0,2479 0,2204 0,8031 1,4240 1,9751 2,3710 2,6089 2,7813 3,0245 3,4380 4,0317 4,7119 5,3122 5,6820 5,7667 5,6029 5,2631 4,8265 4,3826 4,0244 3,8144 3,7471 3,7466 3,7208 3,6357 3,5280 3,4557 3,4598 3,5597 3,7541 4,0227 4,3314 4,6350 4,8811 5,0223 5,0400 4,9630 4,8472 4,7203 4,5498 4,2860 3,9398 3,5980 3,3505 3,2161 3,1424 3,0614 2,9365 2,7804 2,6382 2,5349 2,4399 2,2991 2,0862 1,8047 1,4687 1,1092 0,7775 0,5238 0,3671 0,2764 0,1669 -0,0605 -0,4391 -0,9000 -1,3269 -1,6361 -1,8120 -1,9044 -2,0098 -2,2227 -2,5702 -2,9989 -3,4276 -3,7865 -4,0124 -4,0489 -3,8710 -3,4915 -2,9330 -2,1999 -1,2955 -0,2671 0,7754 1,6955 2,3987 2,8901 3,2820 3,7246 4,3002 4,9699 5,6222 6,1666 6,5766 6,8720 7,1069 7,3612 7,6921 8,0784 8,4389 8,7022 8,8443 8,8871 8,8998 8,9985 9,3075 9,8893 10,6900 11,5277 12,1431 12,3021 11,8941 10,9750 9,7342 8,4055 7,1841 6,1836 5,4397 4,9504 4,7085 4,6795 4,7500 4,7231 4,4040 3,7034 2,6602 1,3981 0,0788 -1,1532 -2,2302 -3,1638 -3,9944 -4,7611 -5,5074 -6,2753 -7,0671 -7,8254 -8,4772 -9,0006 -9,4382 -9,8477 -10,2358 -10,5277 -10,6012 -10,3652 -9,8241 -9,0858 -8,3047 -7,6127 -7,0967 -6,8100 -6,7746 -6,9704 -7,3243 -7,7145 -8,0072 -8,1192 -8,0651 -7,9454 -7,8724 -7,8897 -7,9578 -8,0108 -7,9962 -7,8701 -7,6010 -7,1897 -6,6693 -6,0929 -5,5255 -5,0320 -4,6645 -4,4626 -4,4476 -4,5882 -4,7768 -4,8604 -4,7178 -4,3303 -3,7906 -3,2291 -2,7260
F7    -3,2222 -2,9151 -2,7311 -2,6428 -2,5486 -2,3195 -1,8914 -1,3339 -0,8078 -0,4446 -0,2642 -0,1840 -0,0820 0,1354 0,5016 0,9953 1,5586 2,1202 2,6143 2,9808 3,1592 3,1100 2,8506 2,4534 1,9992 1,5509 1,1592 0,8529 0,6197 0,4192 0,2155 -0,0106 -0,2647 -0,5351 -0,7881 -0,9843 -1,0982 -1,1200 -1,0561 -0,9332 -0,7908 -0,6577 -0,5297 -0,3797 -0,1910 0,0174 0,2018 0,3313 0,4118 0,4681 0,5147 0,5537 0,5819 0,6033 0,6499 0,7819 1,0442 1,4280 1,8726 2,2876 2,5705 2,6302 2,4253 1,9910 1,4285 0,8598 0,3799 0,0343 -0,1712 -0,2505 -0,2360 -0,1925 -0,2016 -0,3159 -0,5338 -0,8114 -1,0808 -1,2719 -1,3445 -1,3119 -1,2333 -1,1805 -1,2003 -1,2945 -1,4317 -1,5753 -1,6881 -1,7238 -1,6322 -1,3845 -1,0031 -0,5583 -0,1200 0,2849 0,6662 1,0341 1,3828 1,7023 1,9839 2,2111 2,3573 2,3885 2,2643 1,9555 1,4717 0,8704 0,2487 -0,2741 -0,5878 -0,6270 -0,3969 0,0321 0,5641 1,1274 1,6875 2,2118 2,6296 2,8452 2,7983 2,5083 2,0674 1,6103 1,2852 1,2109 1,4167 1,8317 2,3626 2,9685 3,6383 4,3334 4,9959 5,5945 6,1364 6,6356 7,0841 7,4670 7,7919 8,0708 8,2759 8,3479 8,2544 8,0458 7,8453 7,7687 7,8537 8,0601 8,3091 8,5246 8,6662 8,7249 8,6921 8,5598 8,3521 8,1284 7,9492 7,8547 7,8605 7,9449 8,0521 8,1307 8,1711 8,2143 8,3188 8,4994 8,7016 8,8350 8,8159 8,5854 8,1212 7,4457 6,6146 5,6913 4,7398 3,8387 3,0773 2,5143 2,1338 1,8484 1,5584 1,2218 0,8784 0,6137 0,4995 0,5496 0,7048 0,8597 0,9215 0,8547 0,6824 0,4492 0,1767 -0,1569 -0,5912 -1,1278 -1,6990 -2,1966 -2,5328 -2,6772 -2,6702 -2,6188 -2,6507 -2,8473 -3,2074 -3,6548 -4,0793 -4,3893 -4,5414 -4,5384 -4,4130 -4,2114 -3,9841 -3,7835 -3,6525 -3,5976 -3,5813 -3,5567 -3,5025 -3,4197 -3,3088 -3,1628 -2,9820 -2,7874 -2,6098 -2,4709 -2,3771 -2,3221 -2,2833 -2,2185 -2,0847 -1,8737 -1,6300 -1,4171 -1,2656 -1,1733 -1,1371 -1,1515 -1,1928 -1,2388 -1,2912 -1,3585 -1,4194 -1,4203 -1,3181 -1,1194 -0,8706 -0,6266 -0,4358 -0,3371 -0,3527 -0,4786 -0,6794 -0,8998 -1,1019 -1,2833 -1,4498 -1,5933 -1,7054 -1,7853 -1,8308 -1,8352 -1,8035 -1,7643 -1,7476 -1,7507 -1,7417 -1,6924 -1,5963 -1,4590 -1,2753 -1,0306 -0,7302 -0,4099 -0,1148 0,1218 0,3096 0,5235 0,8519 1,2953 1,7460 2,0782 2,2268 2,1897 1,9968 1,6879 1,3031 0,8742 0,4192 -0,0445 -0,4787 -0,8362 -1,1023 -1,3074 -1,4853 -1,6311 -1,7017 -1,6448 -1,4343 -1,1021 -0,7288 -0,3881 -0,1124 0,0961 0,2536 0,3872 0,5096 0,5970 0,6152 0,5651 0,4869 0,4192 0,3686 0,3230 0,2890 0,3056 0,4184 0,6412 0,9399 1,2482 1,4904 1,6057 1,5711 1,4121 1,1889 0,9744 0,8313 0,7893 0,8345 0,9242 1,0091 1,0480 1,0176 0,9212 0,7901 0,6776 0,6471 0,7493 1,0031 1,3877 1,8489 2,3166 2,7276 3,0379 3,2201 3,2616 3,1720 2,9843 2,7411 2,4856 2,2559 2,0815 1,9825 1,9673 2,0214 2,0986 2,1391 2,1155 2,0424 1,9322 1,7666 1,5187 1,1828 0,7801 0,3511 -0,0582 -0,4062 -0,6564 -0,7833 -0,7852 -0,6809 -0,4948 -0,2595 -0,0245 0,1535 0,2306 0,1902 0,0498 -0,1495 -0,3662 -0,5784 -0,7837 -0,9760 -1,1256 -1,1994 -1,1992 -1,1714 -1,1810 -1,2724 -1,4421 -1,6401 -1,7969 -1,8474 -1,7396 -1,4491 -1,0072 -0,5096 -0,0793 0,1985 0,3227 0,3661 0,4203 0,5487 0,7724 1,0733 1,4084 1,7323 2,0031 2,1747 2,2022 2,0518 1,7114 1,2213 0,6948 0,2734 0,0418 -0,0127 0,0396 0,1386 0,2580 0,3887 0,5346 0,7251 0,9974 1,3512 1,7213 2,0046 2,1340 2,1332 2,0941 2,1130 2,2542 2,5369 2,9206 3,3126 3,6225 3,8135 3,9030 3,9282 3,9169 3,8844 3,8407 3,7930 3,7469 3,7118 3,6987 3,7161 3,7762 3,8834 4,0001 4,0501 3,9805 3,8096 3,6055 3,4297 3,3085 3,2508 3,2678 3,3626 3,5176 3,7000 3,8811 4,0521 4,2143 4,3527 4,4329 4,4257 4,3353 4,1905 4,0057 3,7585 3,4092 2,9455 2,4143 1,9128 1,5429 1,3685 1,3903 1,5389 1,7012 1,7735 1,7032 1,4939 1,1859 0,8307 0,4672 0,1019 -0,2873 -0,7170 -1,1687 -1,5981 -1,9664 -2,2659 -2,5134 -2,7141 -2,8401 -2,8536 -2,7349 -2,4827 -2,1046 -1,6236 -1,0901 -0,5653 -0,0874 0,3316 0,6852 0,9777 1,2538 1,5995 2,0996 2,7979 3,6792 4,6682 5,6553 6,5396 7,2615 7,8157 8,2441 8,6068 8,9441 9,2626 9,5536 9,8075 10,0027 10,0986 10,0538 9,8483 9,4872 9,0068 8,4800 7,9901 7,5822 7,2426 6,9228 6,5736 6,1585 5,6616 5,1002 4,5130 3,9217 3,3198 2,7055 2,1138 1,6124 1,2695 1,1030 1,0364 0,9218 0,6332 0,1245 -0,5960 -1,5030 -2,5480 -3,6359 -4,6368 -5,4516 -6,0709 -6,5657 -7,0258 -7,4982 -7,9642 -8,3794 -8,7295 -9,0277 -9,2667 -9,3939 -9,3267 -8,9911 -8,3746 -7,5708 -6,7546 -6,0968 -5,7029 -5,6021 -5,7520 -6,0514 -6,3704 -6,5922 -6,6418 -6,5010 -6,2205 -5,9057 -5,6575 -5,5173 -5,4642 -5,4425 -5,3884 -5,2602 -5,0584 -4,8119 -4,5545 -4,3228 -4,1605 -4,1045 -4,1643 -4,3162 -4,5121 -4,6927 -4,7956 -4,7610 -4,5374 -4,0976
