Fp1   -2,4237 -2,0860 -1,9095 -1,8584 -1,9600 -2,2418 -2,6523 -3,0571 -3,2937 -3,2205 -2,7509 -1,8929 -0,7700 0,4127 1,4395 2,1498 2,4725 2,4336 2,1411 1,7376 1,3321 0,9836 0,7510 0,6975 0,8084 0,9567 1,0055 0,9345 0,8537 0,9085 1,1789 1,6450 2,2103 2,7306 3,0437 3,0299 2,6636 2,0057 1,1570 0,2249 -0,6840 -1,4617 -2,0019 -2,2297 -2,1429 -1,8057 -1,2966 -0,6833 -0,0382 0,5529 1,0123 1,3010 1,4345 1,4682 1,4581 1,4306 1,3845 1,3023 1,1445 0,8585 0,4389 -0,0118 -0,3096 -0,2848 0,1347 0,9004 1,8880 2,9605 3,9951 4,8828 5,5386 5,9176 6,0243 5,9111 5,6643 5,3852 5,1707 5,0844 5,1288 5,2414 5,3118 5,2081 4,8208 4,1215 3,1912 2,1799 1,2267 0,4225 -0,1726 -0,5180 -0,6064 -0,4779 -0,2216 0,0436 0,2116 0,2276 0,0909 -0,1676 -0,5134 -0,9219 -1,3563 -1,7378 -1,9643 -1,9789 -1,8138 -1,5554 -1,2757 -1,0146 -0,8260 -0,8163 -1,1104 -1,7631 -2,6929 -3,7144 -4,6471 -5,3904 -5,9082 -6,1740 -6,1409 -5,7557 -5,0003 -3,9249 -2,6459 -1,3110 -0,0429 1,1113 2,1772 3,1901 4,1257 4,8877 5,3650 5,5019 5,3286 4,9395 4,4312 3,8554 3,2361 2,6169 2,0657 1,6334 1,3278 1,1355 1,0565 1,1029 1,2679 1,5268 1,8690 2,2916 2,7527 3,1642 3,4395 3,5330 3,4364 3,1503 2,6661 1,9878 1,1739 0,3539 -0,3012 -0,6525 -0,6677 -0,4278 -0,0562 0,3501 0,7343 1,0700 1,3584 1,6202 1,8728 2,1001 2,2381 2,2020 1,9527 1,5439 1,0877 0,6694 0,3061 -0,0278 -0,3566 -0,6729 -0,9450 -1,1594 -1,3347 -1,4860 -1,6088 -1,7053 -1,7967 -1,9011 -2,0145 -2,1093 -2,1510 -2,1243 -2,0387 -1,9201 -1,8118 -1,7599 -1,7779 -1,8376 -1,8953 -1,9179 -1,8992 -1,8777 -1,9440 -2,2029 -2,6901 -3,3155 -3,9079 -4,3307 -4,5499 -4,5876 -4,4461 -4,1133 -3,6202 -3,0460 -2,4827 -2,0177 -1,7280 -1,6575 -1,7869 -2,0272 -2,2518 -2,3518 -2,2776 -2,0353 -1,6450 -1,1252 -0,5280 0,0388 0,4510 0,6334 0,5939 0,4047 0,1600 -0,0560 -0,1869 -0,1975 -0,0465 0,2976 0,7757 1,2058 1,3842 1,2242 0,7993 0,2555 -0,3130 -0,8989 -1,5031 -2,0540 -2,4115 -2,4383 -2,0758 -1,3786 -0,4893 0,4301 1,2559 1,9202 2,3894 2,6334 2,6275 2,3801 1,9409 1,3774 0,7495 0,1078 -0,4808 -0,9130 -1,0816 -0,9609 -0,6540 -0,3293 -0,1004 0,0272 0,1250 0,2956 0,6280 1,1341 1,7173 2,2245 2,5392 2,6305 2,5175 2,2198 1,7817 1,3061 0,9066 0,6355 0,4846 0,4284 0,4493 0,5377 0,6789 0,8373 0,9609 0,9962 0,8849 0,5731 0,0734 -0,4775 -0,8512 -0,8483 -0,4029 0,4147 1,4673 2,6097 3,7094 4,6504 5,3391 5,7189 5,7914 5,6141 5,2579 4,7689 4,1821 3,5632 3,0280 2,7135 2,7103 2,9857 3,3643 3,6083 3,5473 3,1641 2,5948 2,0683 1,8088 1,9177 2,3134 2,7986 3,1957 3,4304 3,5151 3,4682 3,2607 2,8486 2,2465 1,5623 0,9670 0,6144 0,5634 0,7572 1,0673 1,3587 1,5322 1,5317 1,3436 1,0137 0,6563 0,4087 0,3666 0,5556 0,9416 1,4454 1,9736 2,4603 2,8753 3,2116 3,4774 3,6817 3,8301 3,9466 4,0856 4,3129 4,6720 5,1553 5,6993 6,2201 6,6729 7,0769 7,4730 7,8756 8,2717 8,6310 8,8883 8,9437 8,7096 8,1611 7,3380 6,3183 5,2104 4,1523 3,2843 2,7196 2,5309 2,7217 3,1845 3,7300 4,1949 4,5111 4,6839 4,7521 4,7665 4,7692 4,7887 4,8469 4,9416 5,0118 4,9255 4,5295 3,7582 2,7266 1,7142 1,0393 0,9138 1,3614 2,2329 3,2977 4,3438 5,2303 5,8979 6,3749 6,7575 7,1319 7,4923 7,7462 7,7959 7,6098 7,2324 6,7453 6,2177 5,6868 5,1769 4,7305 4,4180 4,3119 4,4284 4,6844 4,9294 5,0309 4,9336 4,6766 4,3861 4,2210 4,2763 4,5194 4,8096 4,9794 4,9222 4,6455 4,2577 3,9051 3,7188 3,7769 4,0771 4,5390 5,0428 5,4650 5,6939 5,6507 5,3298 4,8222 4,2798 3,8325 3,5278 3,3418 3,2358 3,1935 3,2148 3,3000 3,4490 3,6501 3,8689 4,0770 4,2774 4,4919 4,7449 5,0527 5,4032 5,7411 5,9876 6,0881 6,0331 5,8392 5,5441 5,2124 4,9098 4,6686 4,4907 4,3800 4,3455 4,3541 4,2952 4,0304 3,4963 2,7534 1,9425 1,2067 0,6436 0,2914 0,1297 0,0919 0,1066 0,1468 0,2247 0,3456 0,4850 0,6043 0,6739 0,6847 0,6590 0,6478 0,6903 0,7605 0,7667 0,6074 0,2335 -0,3166 -0,9114 -1,3620 -1,5086 -1,3000 -0,7976 -0,1158 0,6336 1,3539 1,9553 2,3626 2,5343 2,4858 2,3071 2,1241 2,0038 1,9239 1,8514 1,8149 1,8799 2,0763 2,3664 2,6818 2,9760 3,2352 3,4515 3,6035 3,6628 3,6091 3,4290 3,0974 2,5784 1,8718 1,0644 0,3121 -0,2439 -0,5524 -0,6656 -0,6993 -0,7650 -0,9087 -1,0985 -1,2658 -1,3613 -1,3790 -1,3459 -1,3121 -1,3570 -1,5648 -1,9576 -2,4564 -2,9339 -3,3006 -3,5217 -3,5913 -3,5300 -3,3812 -3,1977 -3,0492 -3,0228 -3,1700 -3,4530 -3,7587 -3,9734 -4,0513 -4,0332 -4,0157 -4,0916 -4,2933 -4,5762 -4,8519 -5,0403 -5,1062 -5,0666 -4,9841 -4,9390 -4,9630 -4,9959 -4,9237 -4,6526 -4,1399 -3,3935 -2,4768 -1,4970 -0,5659 0,2282 0,8192 1,1553 1,2018 0,9590 0,4716 -0,1904 -0,9377 -1,6478 -2,1914
Fz    -1,8871 -1,9618 -2,0576 -2,0820 -1,9610 -1,7002 -1,3801 -1,0902 -0,8714 -0,7114 -0,5746 -0,4264 -0,2315 0,0453 0,4148 0,8421 1,2601 1,5980 1,8059 1,8730 1,8310 1,7386 1,6562 1,6196 1,6202 1,6158 1,5780 1,5231 1,4879 1,4773 1,4467 1,3360 1,1114 0,7731 0,3408 -0,1498 -0,6426 -1,0730 -1,3935 -1,5902 -1,6707 -1,6353 -1,4715 -1,1863 -0,8322 -0,4868 -0,2081 -0,0132 0,1104 0,1830 0,2215 0,2442 0,2754 0,3409 0,4573 0,6171 0,7833 0,9060 0,9527 0,9290 0,8800 0,8709 0,9526 1,1343 1,3883 1,6760 1,9705 2,2585 2,5299 2,7719 2,9646 3,0769 3,0746 2,9396 2,6831 2,3496 2,0028 1,6998 1,4744 1,3363 1,2737 1,2525 1,2203 1,1195 0,9137 0,6065 0,2298 -0,1885 -0,6370 -1,1015 -1,5438 -1,9064 -2,1352 -2,1981 -2,0961 -1,8647 -1,5633 -1,2520 -0,9740 -0,7495 -0,5747 -0,4320 -0,3127 -0,2323 -0,2208 -0,2969 -0,4563 -0,6813 -0,9583 -1,2931 -1,7064 -2,2038 -2,7497 -3,2801 -3,7355 -4,0753 -4,2637 -4,2598 -4,0320 -3,5837 -2,9551 -2,1979 -1,3582 -0,4800 0,3982 1,2617 2,1230 2,9987 3,8804 4,7254 5,4688 6,0484 6,4256 6,5921 6,5686 6,4040 6,1688 5,9373 5,7633 5,6624 5,6118 5,5723 5,5214 5,4710 5,4498 5,4695 5,5102 5,5284 5,4742 5,3161 5,0640 4,7657 4,4757 4,2243 4,0052 3,7905 3,5539 3,2874 3,0192 2,8152 2,7417 2,8280 3,0691 3,4474 3,9342 4,4792 5,0088 5,4552 5,7906 6,0169 6,1257 6,0910 5,8998 5,5768 5,1756 4,7469 4,3230 3,9326 3,6131 3,3940 3,2752 3,2262 3,1953 3,1168 2,9363 2,6437 2,2773 1,8959 1,5504 1,2698 1,0583 0,9010 0,7788 0,6806 0,6066 0,5627 0,5520 0,5661 0,5768 0,5309 0,3604 0,0133 -0,5130 -1,1577 -1,8154 -2,3818 -2,7934 -3,0330 -3,1088 -3,0304 -2,8025 -2,4439 -2,0098 -1,5789 -1,2149 -0,9450 -0,7668 -0,6665 -0,6333 -0,6665 -0,7737 -0,9516 -1,1631 -1,3400 -1,4125 -1,3379 -1,1130 -0,7674 -0,3465 0,1023 0,5425 0,9571 1,3447 1,7080 2,0481 2,3660 2,6575 2,8955 3,0208 2,9701 2,7284 2,3535 1,9471 1,5969 1,3366 1,1478 1,0011 0,9018 0,8945 1,0277 1,3240 1,7734 2,3339 2,9428 3,5365 4,0600 4,4624 4,6995 4,7473 4,6143 4,3339 3,9454 3,4808 2,9682 2,4438 1,9547 1,5406 1,2198 1,0036 0,9196 1,0007 1,2451 1,6039 2,0139 2,4288 2,8128 3,1261 3,3359 3,4395 3,4647 3,4416 3,3809 3,2846 3,1637 3,0269 2,8607 2,6317 2,3108 1,8974 1,4281 0,9654 0,5691 0,2742 0,0920 0,0195 0,0361 0,1077 0,2146 0,3688 0,5938 0,8983 1,2758 1,7145 2,1959 2,6817 3,1139 3,4354 3,6143 3,6522 3,5734 3,4062 3,1682 2,8692 2,5340 2,2150 1,9720 1,8412 1,8277 1,9163 2,0764 2,2633 2,4256 2,5242 2,5577 2,5590 2,5573 2,5500 2,5153 2,4344 2,3069 2,1512 1,9877 1,8219 1,6516 1,4782 1,3001 1,1117 0,9229 0,7663 0,6726 0,6444 0,6610 0,7017 0,7552 0,8117 0,8550 0,8661 0,8374 0,7812 0,7274 0,7176 0,7973 1,0069 1,3731 1,8886 2,4980 3,1123 3,6446 4,0397 4,2884 4,4284 4,5259 4,6519 4,8663 5,2020 5,6483 6,1545 6,6520 7,0723 7,3602 7,4908 7,4793 7,3678 7,2029 7,0196 6,8335 6,6374 6,4104 6,1397 5,8339 5,5201 5,2364 5,0208 4,8928 4,8388 4,8209 4,8007 4,7473 4,6377 4,4706 4,2768 4,1100 4,0267 4,0624 4,2068 4,3893 4,4888 4,3811 4,0054 3,4036 2,7095 2,1077 1,7792 1,8377 2,2830 3,0037 3,8257 4,5708 5,1118 5,4109 5,5137 5,4968 5,4222 5,3312 5,2570 5,2292 5,2665 5,3650 5,4939 5,6106 5,6859 5,7221 5,7534 5,8321 5,9908 6,2004 6,3738 6,4245 6,3264 6,1306 5,9256 5,7692 5,6526 5,5243 5,3442 5,1115 4,8535 4,6042 4,3877 4,2130 4,0843 4,0078 3,9864 4,0140 4,0789 4,1663 4,2563 4,3238 4,3458 4,3063 4,1996 4,0423 3,8790 3,7610 3,7175 3,7448 3,8128 3,8787 3,9057 3,8755 3,7938 3,6915 3,6222 3,6427 3,7816 4,0198 4,3030 4,5784 4,8260 5,0566 5,2732 5,4377 5,4956 5,4328 5,2918 5,1374 5,0178 4,9529 4,9368 4,9343 4,8779 4,6916 4,3336 3,8176 3,1927 2,5080 1,7945 1,0778 0,3997 -0,1804 -0,6081 -0,8526 -0,9100 -0,8001 -0,5671 -0,2768 -0,0002 0,2072 0,3182 0,3349 0,2868 0,2229 0,1966 0,2415 0,3505 0,4776 0,5739 0,6312 0,6830 0,7655 0,8919 1,0618 1,2758 1,5255 1,7825 2,0165 2,2182 2,3985 2,5700 2,7286 2,8512 2,9164 2,9222 2,8858 2,8405 2,8317 2,9017 3,0693 3,3207 3,6130 3,8858 4,0754 4,1334 4,0386 3,7962 3,4306 2,9796 2,4875 1,9913 1,5095 1,0475 0,6178 0,2560 0,0084 -0,0994 -0,0790 0,0333 0,2029 0,4067 0,6250 0,8314 0,9933 1,0836 1,0921 1,0261 0,9072 0,7606 0,5986 0,4187 0,2153 -0,0118 -0,2579 -0,5172 -0,7815 -1,0331 -1,2444 -1,3938 -1,4818 -1,5336 -1,5825 -1,6472 -1,7244 -1,7981 -1,8527 -1,8864 -1,9225 -2,0042 -2,1702 -2,4297 -2,7588 -3,1148 -3,4479 -3,7113 -3,8726 -3,9148 -3,8255 -3,5929 -3,2166 -2,7201 -2,1497 -1,5659 -1,0326 -0,6103 -0,3508 -0,2873 -0,4203 -0,7170 -1,1254 -1,5879 -2,0480
F3    -1,4429 -1,5063 -1,6106 -1,6767 -1,6641 -1,5887 -1,4921 -1,3984 -1,2996 -1,1669 -0,9692 -0,6892 -0,3311 0,0820 0,5129 0,9156 1,2461 1,4737 1,5912 1,6146 1,5707 1,4891 1,4067 1,3586 1,3485 1,3418 1,3033 1,2354 1,1717 1,1380 1,1256 1,1040 1,0459 0,9302 0,7349 0,4497 0,0969 -0,2746 -0,6189 -0,9117 -1,1408 -1,2836 -1,3078 -1,2008 -0,9932 -0,7433 -0,5022 -0,2978 -0,1410 -0,0355 0,0198 0,0364 0,0390 0,0601 0,1276 0,2516 0,4177 0,5931 0,7409 0,8367 0,8860 0,9318 1,0360 1,2440 1,5584 1,9437 2,3542 2,7553 3,1186 3,4105 3,5914 3,6260 3,4971 3,2164 2,8279 2,4038 2,0254 1,7504 1,5911 1,5221 1,5008 1,4791 1,4098 1,2568 1,0111 0,6948 0,3427 -0,0199 -0,3787 -0,7154 -1,0017 -1,2074 -1,3152 -1,3261 -1,2537 -1,1178 -0,9418 -0,7526 -0,5811 -0,4559 -0,3853 -0,3510 -0,3273 -0,3063 -0,3025 -0,3314 -0,3926 -0,4773 -0,5937 -0,7800 -1,0863 -1,5327 -2,0789 -2,6413 -3,1401 -3,5277 -3,7764 -3,8575 -3,7414 -3,4143 -2,8887 -2,1953 -1,3759 -0,4848 0,4203 1,3021 2,1549 2,9892 3,8027 4,5608 5,2057 5,6841 5,9724 6,0782 6,0274 5,8563 5,6126 5,3571 5,1477 5,0137 4,9482 4,9270 4,9344 4,9706 5,0408 5,1452 5,2789 5,4290 5,5651 5,6444 5,6345 5,5249 5,3223 5,0412 4,6977 4,3139 3,9197 3,5494 3,2455 3,0585 3,0215 3,1274 3,3440 3,6425 4,0016 4,3948 4,7870 5,1485 5,4685 5,7422 5,9483 6,0524 6,0357 5,9125 5,7201 5,4900 5,2312 4,9442 4,6440 4,3598 4,1154 3,9150 3,7443 3,5801 3,4002 3,1919 2,9557 2,7018 2,4452 2,2041 1,9928 1,8148 1,6660 1,5421 1,4360 1,3371 1,2366 1,1295 1,0086 0,8548 0,6373 0,3241 -0,1038 -0,6370 -1,2250 -1,7836 -2,2280 -2,5084 -2,6211 -2,5875 -2,4263 -2,1563 -1,8186 -1,4729 -1,1714 -0,9439 -0,8017 -0,7451 -0,7635 -0,8367 -0,9393 -1,0402 -1,1000 -1,0761 -0,9358 -0,6712 -0,3069 0,1089 0,5247 0,9010 1,2178 1,4767 1,6950 1,8927 2,0813 2,2635 2,4396 2,6009 2,7133 2,7229 2,5965 2,3575 2,0745 1,8113 1,5863 1,3787 1,1701 0,9827 0,8782 0,9222 1,1458 1,5318 2,0246 2,5572 3,0727 3,5252 3,8679 4,0558 4,0661 3,9098 3,6224 3,2455 2,8185 2,3784 1,9647 1,6219 1,3858 1,2645 1,2389 1,2880 1,4036 1,5788 1,7979 2,0501 2,3395 2,6640 2,9892 3,2579 3,4255 3,4829 3,4432 3,3205 3,1364 2,9326 2,7497 2,5968 2,4501 2,2751 2,0516 1,7860 1,5048 1,2376 1,0066 0,8288 0,7113 0,6405 0,5931 0,5702 0,6082 0,7503 1,0116 1,3773 1,8224 2,3184 2,8208 3,2669 3,5963 3,7743 3,8006 3,7020 3,5105 3,2472 2,9277 2,5810 2,2598 2,0243 1,9155 1,9365 2,0481 2,1801 2,2634 2,2608 2,1844 2,0964 2,0800 2,1831 2,3842 2,6145 2,8079 2,9343 2,9965 2,9972 2,9182 2,7385 2,4649 2,1352 1,8024 1,5180 1,3160 1,2010 1,1515 1,1400 1,1485 1,1661 1,1814 1,1867 1,1883 1,2076 1,2670 1,3766 1,5329 1,7245 1,9416 2,1842 2,4571 2,7566 3,0639 3,3497 3,5878 3,7725 3,9297 4,1064 4,3468 4,6754 5,0883 5,5545 6,0372 6,5093 6,9431 7,2969 7,5303 7,6268 7,5905 7,4332 7,1727 6,8340 6,4384 5,9973 5,5253 5,0570 4,6435 4,3354 4,1689 4,1540 4,2612 4,4309 4,6023 4,7278 4,7744 4,7334 4,6263 4,4922 4,3722 4,2976 4,2749 4,2689 4,2030 3,9903 3,5898 3,0464 2,4841 2,0613 1,9105 2,0864 2,5477 3,1833 3,8620 4,4748 4,9592 5,3095 5,5625 5,7572 5,9041 5,9941 6,0263 6,0192 5,9991 5,9825 5,9657 5,9326 5,8728 5,7963 5,7370 5,7437 5,8484 6,0262 6,1959 6,2697 6,2108 6,0526 5,8697 5,7224 5,6195 5,5239 5,3876 5,1862 4,9301 4,6577 4,4138 4,2293 4,1194 4,0884 4,1261 4,2078 4,3034 4,3833 4,4197 4,3953 4,3160 4,2061 4,0904 3,9858 3,9019 3,8411 3,8021 3,7867 3,7950 3,8188 3,8460 3,8665 3,8732 3,8712 3,8882 3,9637 4,1229 4,3571 4,6285 4,8910 5,1107 5,2758 5,3860 5,4340 5,4090 5,3180 5,1898 5,0580 4,9434 4,8504 4,7705 4,6786 4,5266 4,2591 3,8516 3,3332 2,7662 2,2050 1,6782 1,1975 0,7740 0,4203 0,1448 -0,0478 -0,1535 -0,1722 -0,1156 -0,0123 0,0986 0,1836 0,2311 0,2559 0,2845 0,3356 0,4105 0,4956 0,5679 0,6075 0,6172 0,6359 0,7200 0,9056 1,1879 1,5357 1,9135 2,2858 2,6148 2,8708 3,0433 3,1429 3,1992 3,2428 3,2788 3,2887 3,2616 3,2160 3,1925 3,2300 3,3421 3,5153 3,7246 3,9446 4,1481 4,3026 4,3744 4,3378 4,1780 3,8892 3,4772 2,9670 2,4038 1,8402 1,3228 0,8872 0,5614 0,3613 0,2824 0,2984 0,3743 0,4841 0,6147 0,7556 0,8896 0,9876 1,0094 0,9218 0,7231 0,4545 0,1789 -0,0546 -0,2248 -0,3311 -0,3873 -0,4170 -0,4457 -0,4940 -0,5727 -0,6772 -0,7866 -0,8788 -0,9490 -1,0147 -1,1021 -1,2299 -1,3992 -1,5909 -1,7749 -1,9314 -2,0649 -2,1966 -2,3455 -2,5186 -2,7104 -2,8988 -3,0440 -3,1030 -3,0462 -2,8624 -2,5593 -2,1624 -1,7080 -1,2344 -0,7795 -0,3859 -0,1022 0,0281 -0,0123 -0,2030 -0,4997 -0,8555 -1,2252 -1,5655
F7    -1,6078 -1,6427 -1,6552 -1,5837 -1,4080 -1,1744 -0,9603 -0,8183 -0,7493 -0,7161 -0,6715 -0,5800 -0,4220 -0,1918 0,0978 0,4107 0,6933 0,8900 0,9693 0,9449 0,8682 0,8025 0,8051 0,9087 1,0941 1,2925 1,4309 1,4750 1,4339 1,3332 1,1878 1,0020 0,7859 0,5576 0,3326 0,1246 -0,0509 -0,1857 -0,2903 -0,3885 -0,4944 -0,5942 -0,6547 -0,6515 -0,5892 -0,4913 -0,3786 -0,2638 -0,1576 -0,0685 0,0032 0,0701 0,1543 0,2768 0,4505 0,6754 0,9323 1,1883 1,4172 1,6101 1,7687 1,8999 2,0191 2,1504 2,3176 2,5330 2,7939 3,0844 3,3754 3,6264 3,7905 3,8278 3,7217 3,4866 3,1610 2,7991 2,4621 2,2005 2,0368 1,9653 1,9586 1,9737 1,9614 1,8814 1,7153 1,4658 1,1482 0,7841 0,4027 0,0408 -0,2651 -0,4895 -0,6201 -0,6528 -0,5917 -0,4544 -0,2718 -0,0754 0,1105 0,2679 0,3900 0,4846 0,5641 0,6315 0,6771 0,6870 0,6549 0,5767 0,4351 0,1939 -0,1796 -0,6794 -1,2483 -1,8073 -2,2963 -2,6880 -2,9659 -3,1002 -3,0553 -2,8167 -2,4042 -1,8595 -1,2311 -0,5706 0,0758 0,6875 1,2783 1,8758 2,4897 3,0994 3,6687 4,1707 4,5978 4,9519 5,2279 5,4165 5,5189 5,5563 5,5567 5,5352 5,4892 5,4167 5,3341 5,2741 5,2650 5,3134 5,4040 5,5052 5,5736 5,5686 5,4773 5,3178 5,1166 4,8869 4,6278 4,3380 4,0265 3,7154 3,4428 3,2545 3,1770 3,2026 3,3072 3,4758 3,7064 3,9973 4,3352 4,7033 5,0953 5,5012 5,8792 6,1614 6,2940 6,2656 6,1044 5,8520 5,5434 5,2088 4,8808 4,5924 4,3651 4,2003 4,0759 3,9554 3,8020 3,5907 3,3125 2,9770 2,6129 2,2649 1,9779 1,7772 1,6640 1,6214 1,6207 1,6288 1,6199 1,5793 1,4985 1,3641 1,1530 0,8409 0,4178 -0,0977 -0,6558 -1,1924 -1,6527 -2,0053 -2,2462 -2,3862 -2,4276 -2,3609 -2,1923 -1,9554 -1,6925 -1,4318 -1,1826 -0,9424 -0,7083 -0,4862 -0,2954 -0,1586 -0,0788 -0,0256 0,0524 0,1990 0,4273 0,7195 1,0406 1,3511 1,6213 1,8433 2,0256 2,1750 2,2913 2,3791 2,4581 2,5472 2,6352 2,6734 2,6058 2,4101 2,1135 1,7717 1,4352 1,1343 0,8895 0,7287 0,6894 0,7984 1,0504 1,4024 1,7884 2,1469 2,4449 2,6754 2,8363 2,9226 2,9332 2,8739 2,7475 2,5492 2,2747 1,9349 1,5633 1,2085 0,9185 0,7326 0,6757 0,7560 0,9622 1,2588 1,5933 1,9252 2,2450 2,5496 2,8074 2,9643 2,9876 2,8962 2,7494 2,6118 2,5257 2,5016 2,5199 2,5416 2,5210 2,4241 2,2445 2,0050 1,7461 1,5095 1,3240 1,1996 1,1290 1,0945 1,0812 1,0933 1,1595 1,3135 1,5692 1,9106 2,3041 2,7107 3,0858 3,3799 3,5520 3,5879 3,5081 3,3600 3,1893 3,0163 2,8425 2,6769 2,5465 2,4761 2,4706 2,5154 2,5795 2,6177 2,5883 2,4770 2,3107 2,1561 2,0912 2,1568 2,3312 2,5552 2,7671 2,9240 3,0079 3,0196 2,9660 2,8552 2,6992 2,5097 2,2976 2,0825 1,8989 1,7809 1,7403 1,7599 1,8034 1,8289 1,8020 1,7116 1,5769 1,4384 1,3395 1,3031 1,3208 1,3677 1,4355 1,5467 1,7346 2,0127 2,3619 2,7373 3,0903 3,3936 3,6519 3,8941 4,1569 4,4677 4,8262 5,1970 5,5314 5,7958 5,9754 6,0618 6,0533 5,9623 5,8102 5,6160 5,3994 5,1853 4,9906 4,8147 4,6503 4,5010 4,3842 4,3210 4,3212 4,3720 4,4384 4,4841 4,4977 4,4886 4,4626 4,4118 4,3225 4,1868 4,0163 3,8423 3,6951 3,5776 3,4555 3,2756 3,0058 2,6637 2,3143 2,0470 1,9444 2,0540 2,3706 2,8363 3,3577 3,8361 4,2043 4,4511 4,6125 4,7322 4,8317 4,9147 4,9858 5,0575 5,1403 5,2282 5,2985 5,3303 5,3251 5,3096 5,3195 5,3782 5,4785 5,5799 5,6300 5,5946 5,4725 5,2898 5,0823 4,8742 4,6724 4,4776 4,2915 4,1159 3,9517 3,8058 3,6908 3,6142 3,5738 3,5638 3,5797 3,6195 3,6771 3,7354 3,7684 3,7570 3,7045 3,6308 3,5524 3,4777 3,4180 3,3900 3,4023 3,4476 3,5096 3,5729 3,6323 3,6929 3,7621 3,8484 3,9630 4,1123 4,2904 4,4785 4,6515 4,7866 4,8736 4,9257 4,9660 4,9967 4,9985 4,9607 4,8993 4,8419 4,8062 4,7910 4,7763 4,7222 4,5741 4,2859 3,8482 3,2958 2,6897 2,0907 1,5386 1,0452 0,6052 0,2123 -0,1336 -0,4270 -0,6575 -0,8125 -0,8874 -0,8950 -0,8577 -0,7868 -0,6756 -0,5137 -0,3017 -0,0549 0,2001 0,4337 0,6204 0,7435 0,8047 0,8315 0,8656 0,9368 1,0558 1,2280 1,4623 1,7606 2,1104 2,4910 2,8772 3,2377 3,5433 3,7727 3,9084 3,9375 3,8630 3,7153 3,5481 3,4173 3,3581 3,3754 3,4464 3,5327 3,5952 3,6058 3,5487 3,4174 3,2122 2,9414 2,6230 2,2782 1,9193 1,5480 1,1650 0,7830 0,4298 0,1402 -0,0573 -0,1492 -0,1400 -0,0468 0,1066 0,2894 0,4603 0,5704 0,5781 0,4672 0,2549 -0,0100 -0,2660 -0,4678 -0,5994 -0,6684 -0,6991 -0,7233 -0,7637 -0,8237 -0,8870 -0,9287 -0,9318 -0,8996 -0,8564 -0,8367 -0,8699 -0,9655 -1,1072 -1,2598 -1,3900 -1,4928 -1,6011 -1,7611 -1,9918 -2,2703 -2,5515 -2,7893 -2,9486 -3,0126 -2,9824 -2,8650 -2,6658 -2,4004 -2,1067 -1,8324 -1,6085 -1,4403 -1,3238 -1,2636 -1,2683 -1,3315 -1,4292 -1,5345 -1,6268 -1,6976
