Fp1   -1,2820 -0,6333 -0,0773 0,3333 0,5926 0,7226 0,7601 0,7271 0,5981 0,3069 -0,1961 -0,8943 -1,7107 -2,5408 -3,2691 -3,7725 -3,9374 -3,6884 -3,0188 -2,0105 -0,8322 0,3059 1,2305 1,8688 2,2435 2,4140 2,4390 2,3792 2,2991 2,2405 2,1846 2,0492 1,7451 1,2431 0,6029 -0,0440 -0,5489 -0,8086 -0,7975 -0,5636 -0,2046 0,1651 0,4507 0,5996 0,5982 0,4563 0,2058 -0,0937 -0,3554 -0,4820 -0,4008 -0,1062 0,3109 0,6766 0,8198 0,6834 0,3553 -0,0070 -0,2622 -0,3253 -0,1867 0,0865 0,3913 0,6295 0,7070 0,5434 0,1236 -0,4686 -1,0650 -1,4672 -1,5337 -1,2379 -0,6372 0,1748 1,0588 1,8214 2,2557 2,2048 1,6206 0,5916 -0,6773 -1,9233 -2,9049 -3,4735 -3,6005 -3,3508 -2,8262 -2,1120 -1,2583 -0,3036 0,6827 1,5795 2,2451 2,5718 2,5206 2,1333 1,5191 0,7991 0,0481 -0,7112 -1,4708 -2,1944 -2,8006 -3,2009 -3,3583 -3,2880 -3,0133 -2,5452 -1,9003 -1,1287 -0,3131 0,4651 1,1456 1,6783 2,0087 2,0826 1,8811 1,4450 0,8564 0,2113 -0,3979 -0,9072 -1,2876 -1,5131 -1,5427 -1,3634 -1,0350 -0,6471 -0,2388 0,2021 0,6802 1,1834 1,7239 2,3454 3,0770 3,8948 4,7350 5,5334 6,2399 6,7918 7,0953 7,0575 6,6438 5,9144 5,0178 4,1354 3,4092 2,8977 2,5704 2,3378 2,1164 1,8981 1,7721 1,8747 2,2962 3,0004 3,8111 4,4744 4,7501 4,4963 3,7257 2,6069 1,4057 0,3895 -0,2671 -0,5053 -0,3227 0,2707 1,2217 2,3882 3,5490 4,4709 5,0019 5,1331 4,9711 4,6472 4,2475 3,7989 3,2889 2,7067 2,0888 1,5284 1,1307 0,9568 1,0083 1,2374 1,5547 1,8392 1,9659 1,8454 1,4582 0,8619 0,1767 -0,4401 -0,8459 -0,9822 -0,8996 -0,7214 -0,5913 -0,6201 -0,8232 -1,1026 -1,3066 -1,3113 -1,0656 -0,5972 0,0013 0,5969 1,0428 1,2123 1,0499 0,6171 0,0865 -0,3276 -0,4587 -0,2412 0,2807 0,9668 1,6246 2,0898 2,2929 2,2533 2,0250 1,6596 1,2110 0,7466 0,3291 -0,0120 -0,2696 -0,4171 -0,4014 -0,1861 0,1901 0,5861 0,8038 0,6855 0,1985 -0,5378 -1,2919 -1,8127 -1,9323 -1,6298 -1,0409 -0,3954 0,1123 0,4245 0,5939 0,6810 0,7010 0,6468 0,5222 0,3341 0,0758 -0,2455 -0,5552 -0,7151 -0,6023 -0,1911 0,4267 1,0824 1,5950 1,8393 1,7970 1,5635 1,2886 1,0856 0,9795 0,9302 0,8914 0,8412 0,7603 0,6087 0,3585 0,0395 -0,2788 -0,5519 -0,7826 -0,9830 -1,1373 -1,2141 -1,2036 -1,1285 -1,0160 -0,8781 -0,7294 -0,6017 -0,5200 -0,4807 -0,4604 -0,4283 -0,3607 -0,2728 -0,2415 -0,3744 -0,7332 -1,2803 -1,9038 -2,4932 -2,9861 -3,3497 -3,5432 -3,5183 -3,2348 -2,6639 -1,8045 -0,7202 0,4437 1,5045 2,3143 2,7977 2,9317 2,7011 2,0850 1,0874 -0,2227 -1,6943 -3,1108 -4,2490 -4,9585 -5,1983 -5,0044 -4,4327 -3,5400 -2,4199 -1,2583 -0,3189 0,1724 0,1395 -0,3414 -1,1169 -2,0176 -2,8711 -3,5015 -3,7634 -3,6000 -3,0532 -2,2213 -1,2417 -0,3087 0,3478 0,5513 0,2680 -0,3866 -1,2131 -2,0020 -2,5937 -2,9285 -3,0539 -3,0592 -2,9872 -2,8101 -2,4689 -1,9208 -1,1815 -0,3520 0,4003 0,9114 1,0954 0,9768 0,6592 0,2574 -0,1509 -0,5257 -0,8418 -1,0758 -1,2083 -1,2461 -1,2391 -1,2622 -1,3640 -1,5230 -1,6451 -1,6045 -1,3121 -0,7728 -0,0993 0,5281 0,9391 1,0495 0,8769 0,4950 -0,0050 -0,5251 -0,9833 -1,3327 -1,5465 -1,5993 -1,4752 -1,1845 -0,7685 -0,2907 0,1662 0,5042 0,6484 0,5950 0,4093 0,1773 -0,0390 -0,2177 -0,3694 -0,5207 -0,7044 -0,9558 -1,2948 -1,6958 -2,0703 -2,2912 -2,2626 -1,9800 -1,5262 -1,0257 -0,6155 -0,4394 -0,6152 -1,1504 -1,8959 -2,6101 -3,0817 -3,2158 -3,0427 -2,6713 -2,2262 -1,8054 -1,4658 -1,2269 -1,0687 -0,9386 -0,7839 -0,5994 -0,4466 -0,4103 -0,5184 -0,7098 -0,8966 -1,0452 -1,1873 -1,3722 -1,6162 -1,8854 -2,1093 -2,2016 -2,0863 -1,7432 -1,2449 -0,7391 -0,3777 -0,2353 -0,2796 -0,4265 -0,6210 -0,8459 -1,0722 -1,2441 -1,3056 -1,2182 -0,9655 -0,5722 -0,1327 0,1890 0,2185 -0,1387 -0,8448 -1,7495 -2,6490 -3,3497 -3,7291 -3,7670 -3,5287 -3,1237 -2,6744 -2,2986 -2,0933 -2,1048 -2,2990 -2,5704 -2,8066 -2,9526 -3,0278 -3,0962 -3,2098 -3,3499 -3,4148 -3,2864 -2,9313 -2,4351 -1,9489 -1,6263 -1,5978 -1,9441 -2,6580 -3,6370 -4,7251 -5,7657 -6,6287 -7,2122 -7,4402 -7,2558 -6,6228 -5,5676 -4,2334 -2,8595 -1,6778 -0,8042 -0,2138 0,1819 0,4336 0,5336 0,4822 0,3486 0,2392 0,2069 0,2279 0,2554 0,2554 0,2021 0,0846 -0,0732 -0,2122 -0,2593 -0,1387 0,2223 0,8528 1,6673 2,4494 2,9417 2,9765 2,5334 1,6995 0,5882 -0,7140 -2,1401 -3,5960 -4,9310 -5,9491 -6,4546 -6,3173 -5,5317 -4,2328 -2,6576 -1,0809 0,2434 1,1280 1,4815 1,3027 0,6471 -0,3900 -1,6552 -2,9338 -3,9948 -4,6562 -4,8439 -4,6184 -4,1501 -3,6557 -3,3227 -3,2425 -3,3847 -3,6542 -3,9791 -4,3364 -4,7259 -5,1453 -5,5616 -5,8843 -5,9931 -5,8174 -5,3972 -4,8515 -4,2927 -3,7905 -3,4074 -3,2275 -3,3272 -3,7158 -4,3078 -4,9570 -5,5306 -5,9513 -6,1796 -6,2016 -6,0499 -5,7822 -5,4144 -4,9117 -4,2522 -3,4805 -2,7173 -2,1247 -1,8316 -1,8735 -2,2074 -2,7644 -3,4582 -4,1666 -4,7574 -5,1340 -5,2593 -5,1594 -4,8980 -4,5264
Fz    -1,6707 -1,6418 -1,5506 -1,4395 -1,3352 -1,2296 -1,0840 -0,8601 -0,5610 -0,2451 0,0086 0,1525 0,1920 0,1691 0,1330 0,1090 0,0834 0,0186 -0,1174 -0,3303 -0,5986 -0,8830 -1,1305 -1,2826 -1,2903 -1,1310 -0,8194 -0,4036 0,0560 0,5091 0,9202 1,2680 1,5460 1,7606 1,9261 2,0560 2,1514 2,1935 2,1453 1,9673 1,6434 1,1984 0,6904 0,1891 -0,2400 -0,5459 -0,7053 -0,7316 -0,6710 -0,5891 -0,5541 -0,6136 -0,7707 -0,9850 -1,2015 -1,3788 -1,4993 -1,5704 -1,6245 -1,7055 -1,8419 -2,0270 -2,2214 -2,3796 -2,4774 -2,5073 -2,4573 -2,3132 -2,0858 -1,8185 -1,5574 -1,3208 -1,1038 -0,9048 -0,7421 -0,6440 -0,6202 -0,6475 -0,6886 -0,7095 -0,6824 -0,5898 -0,4350 -0,2355 -0,0101 0,2190 0,4183 0,5466 0,5638 0,4408 0,1687 -0,2286 -0,6873 -1,1227 -1,4707 -1,7078 -1,8378 -1,8784 -1,8571 -1,8055 -1,7527 -1,7136 -1,6726 -1,5902 -1,4353 -1,2101 -0,9423 -0,6625 -0,3851 -0,1085 0,1732 0,4618 0,7492 1,0126 1,2245 1,3801 1,5141 1,6793 1,9023 2,1601 2,3996 2,5711 2,6457 2,6263 2,5445 2,4332 2,3023 2,1504 1,9894 1,8423 1,7260 1,6454 1,6064 1,6239 1,7104 1,8655 2,0812 2,3563 2,7053 3,1460 3,6704 4,2346 4,7780 5,2450 5,5874 5,7628 5,7538 5,5884 5,3299 5,0373 4,7375 4,4283 4,0915 3,7034 3,2542 2,7709 2,3202 1,9839 1,8263 1,8721 2,1026 2,4636 2,8779 3,2636 3,5575 3,7298 3,7837 3,7491 3,6772 3,6272 3,6431 3,7332 3,8690 4,0016 4,0839 4,0892 4,0174 3,8885 3,7296 3,5650 3,4117 3,2716 3,1300 2,9650 2,7589 2,4971 2,1705 1,7869 1,3768 0,9819 0,6368 0,3558 0,1369 -0,0140 -0,0693 0,0014 0,1964 0,4718 0,7591 0,9877 1,1065 1,1034 1,0073 0,8666 0,7278 0,6345 0,6355 0,7785 1,0840 1,5209 2,0129 2,4770 2,8631 3,1625 3,3904 3,5608 3,6757 3,7321 3,7327 3,6789 3,5580 3,3541 3,0715 2,7310 2,3462 1,9184 1,4540 0,9754 0,5152 0,1017 -0,2496 -0,5331 -0,7460 -0,8857 -0,9528 -0,9504 -0,8795 -0,7359 -0,5123 -0,2035 0,1790 0,5996 1,0094 1,3635 1,6318 1,8027 1,8807 1,8794 1,8130 1,6892 1,5107 1,2855 1,0356 0,7942 0,5911 0,4405 0,3403 0,2759 0,2274 0,1843 0,1597 0,1918 0,3219 0,5590 0,8619 1,1565 1,3735 1,4747 1,4574 1,3405 1,1480 0,9055 0,6486 0,4216 0,2646 0,1987 0,2169 0,2809 0,3371 0,3469 0,3052 0,2257 0,1077 -0,0678 -0,3085 -0,5898 -0,8633 -1,0808 -1,2204 -1,2962 -1,3457 -1,4043 -1,4890 -1,6046 -1,7563 -1,9556 -2,2130 -2,5204 -2,8377 -3,1072 -3,2853 -3,3700 -3,4007 -3,4263 -3,4649 -3,4956 -3,4912 -3,4455 -3,3634 -3,2385 -3,0506 -2,7818 -2,4391 -2,0715 -1,7680 -1,6295 -1,7230 -2,0510 -2,5604 -3,1778 -3,8396 -4,5007 -5,1168 -5,6209 -5,9275 -5,9693 -5,7287 -5,2407 -4,5781 -3,8350 -3,1048 -2,4541 -1,9126 -1,4862 -1,1829 -1,0223 -1,0229 -1,1867 -1,4931 -1,8984 -2,3434 -2,7706 -3,1484 -3,4820 -3,7947 -4,0949 -4,3561 -4,5240 -4,5492 -4,4229 -4,1876 -3,9143 -3,6646 -3,4652 -3,3078 -3,1662 -3,0152 -2,8477 -2,6815 -2,5539 -2,5013 -2,5397 -2,6531 -2,7926 -2,8917 -2,8971 -2,7914 -2,5851 -2,3048 -1,9997 -1,7423 -1,5976 -1,5906 -1,7000 -1,8703 -2,0263 -2,0887 -1,9907 -1,6977 -1,2285 -0,6589 -0,0876 0,4076 0,7833 1,0226 1,1291 1,1204 1,0193 0,8489 0,6357 0,4103 0,1971 0,0042 -0,1684 -0,3149 -0,4247 -0,4911 -0,5205 -0,5367 -0,5711 -0,6434 -0,7514 -0,8762 -0,9920 -1,0790 -1,1335 -1,1623 -1,1726 -1,1741 -1,1781 -1,1866 -1,1873 -1,1638 -1,1091 -1,0286 -0,9401 -0,8702 -0,8346 -0,8193 -0,7935 -0,7392 -0,6676 -0,6095 -0,5934 -0,6310 -0,7157 -0,8236 -0,9119 -0,9317 -0,8485 -0,6526 -0,3574 0,0064 0,3951 0,7584 1,0536 1,2588 1,3748 1,4072 1,3443 1,1602 0,8432 0,4141 -0,0771 -0,5619 -0,9701 -1,2510 -1,3822 -1,3646 -1,2197 -0,9848 -0,6977 -0,3894 -0,0954 0,1376 0,2671 0,2836 0,2243 0,1489 0,0948 0,0595 0,0248 -0,0149 -0,0549 -0,0932 -0,1383 -0,2124 -0,3450 -0,5459 -0,7805 -0,9810 -1,0932 -1,1171 -1,0984 -1,0795 -1,0626 -1,0234 -0,9524 -0,8746 -0,8342 -0,8700 -0,9980 -1,2021 -1,4386 -1,6582 -1,8302 -1,9499 -2,0272 -2,0668 -2,0543 -1,9652 -1,7954 -1,5786 -1,3722 -1,2272 -1,1646 -1,1715 -1,2145 -1,2630 -1,3017 -1,3179 -1,2878 -1,1827 -0,9862 -0,7011 -0,3456 0,0519 0,4534 0,8103 1,0688 1,1938 1,1930 1,1135 1,0136 0,9334 0,8870 0,8781 0,9139 0,9885 1,0635 1,0814 1,0014 0,8209 0,5667 0,2703 -0,0480 -0,3738 -0,6834 -0,9386 -1,0996 -1,1405 -1,0596 -0,8832 -0,6550 -0,4210 -0,2250 -0,1096 -0,1034 -0,2027 -0,3749 -0,5813 -0,7955 -1,0024 -1,1901 -1,3423 -1,4392 -1,4662 -1,4304 -1,3684 -1,3319 -1,3597 -1,4673 -1,6567 -1,9161 -2,2104 -2,4933 -2,7401 -2,9665 -3,2108 -3,5025 -3,8494 -4,2454 -4,6735 -5,1034 -5,4992 -5,8375 -6,1124 -6,3189 -6,4374 -6,4493 -6,3622 -6,2076 -6,0179 -5,8060 -5,5563 -5,2372 -4,8344 -4,3727 -3,9018 -3,4698 -3,1186 -2,8899 -2,8225 -2,9363 -3,2139 -3,5973 -4,0150 -4,4161 -4,7800 -5,0955 -5,3343 -5,4513 -5,4055 -5,1862 -4,8321 -4,4218 -4,0313 -3,7014 -3,4361 -3,2236
F3    -1,2721 -1,5661 -1,8497 -2,0372 -2,0688 -1,9392 -1,6869 -1,3590 -0,9812 -0,5530 -0,0616 0,4989 1,1088 1,7106 2,2108 2,4893 2,4331 1,9938 1,2240 0,2531 -0,7628 -1,6737 -2,3483 -2,6914 -2,6709 -2,3338 -1,7985 -1,2086 -0,6621 -0,1852 0,2351 0,6217 1,0034 1,4065 1,8277 2,2158 2,4845 2,5510 2,3771 1,9905 1,4716 0,9152 0,4029 -0,0056 -0,2739 -0,3901 -0,3726 -0,2784 -0,1935 -0,2015 -0,3579 -0,6746 -1,1027 -1,5341 -1,8424 -1,9521 -1,8888 -1,7593 -1,6738 -1,6852 -1,7801 -1,9059 -2,0061 -2,0469 -2,0258 -1,9498 -1,8116 -1,6069 -1,3698 -1,1674 -1,0529 -1,0384 -1,1092 -1,2381 -1,3811 -1,4781 -1,4707 -1,3241 -1,0396 -0,6521 -0,2233 0,1655 0,4396 0,5672 0,5624 0,4468 0,2175 -0,1422 -0,6231 -1,1758 -1,7399 -2,2688 -2,7166 -3,0246 -3,1436 -3,0666 -2,8363 -2,5214 -2,1832 -1,8550 -1,5477 -1,2644 -0,9977 -0,7183 -0,3912 -0,0222 0,3179 0,5240 0,5145 0,2797 -0,1012 -0,4924 -0,7655 -0,8497 -0,7331 -0,4319 0,0290 0,6133 1,2724 1,9446 2,5605 3,0643 3,4263 3,6341 3,6804 3,5670 3,3189 2,9865 2,6241 2,2603 1,8909 1,5025 1,1120 0,7843 0,6036 0,6220 0,8300 1,1667 1,5556 1,9449 2,3365 2,7819 3,3408 4,0219 4,7480 5,3789 5,7766 5,8543 5,5926 5,0423 4,3119 3,5266 2,7714 2,0618 1,3778 0,7344 0,2256 -0,0044 0,1511 0,6830 1,4566 2,2726 2,9435 3,3451 3,4324 3,2316 2,8170 2,2940 1,7887 1,4194 1,2547 1,2978 1,5053 1,8076 2,1260 2,3965 2,5900 2,7054 2,7450 2,7009 2,5545 2,2831 1,8738 1,3390 0,7111 0,0307 -0,6411 -1,2092 -1,5694 -1,6552 -1,4606 -1,0426 -0,5119 0,0089 0,4381 0,7521 0,9614 1,0860 1,1447 1,1439 1,0732 0,9313 0,7459 0,5482 0,3342 0,0721 -0,2414 -0,5392 -0,7022 -0,6147 -0,2147 0,4771 1,3614 2,2993 3,1618 3,8516 4,3027 4,4833 4,4021 4,1013 3,6405 3,0891 2,5192 1,9792 1,4714 0,9688 0,4576 -0,0378 -0,4641 -0,7706 -0,9455 -1,0317 -1,0871 -1,1186 -1,0631 -0,8340 -0,3873 0,2307 0,8942 1,4705 1,8915 2,1674 2,3541 2,5113 2,6724 2,8288 2,9408 2,9639 2,8673 2,6423 2,3109 1,9293 1,5704 1,2865 1,0790 0,9078 0,7237 0,4954 0,2225 -0,0610 -0,2888 -0,3768 -0,2655 0,0362 0,4542 0,8930 1,2728 1,5535 1,7439 1,8737 1,9536 1,9789 1,9575 1,9165 1,8813 1,8504 1,7911 1,6648 1,4566 1,1780 0,8609 0,5498 0,2712 0,0067 -0,2841 -0,6095 -0,9283 -1,1827 -1,3332 -1,3719 -1,3289 -1,2559 -1,1923 -1,1538 -1,1475 -1,1870 -1,2870 -1,4453 -1,6359 -1,8267 -2,0017 -2,1688 -2,3521 -2,5735 -2,8337 -3,1082 -3,3649 -3,5797 -3,7293 -3,7868 -3,7252 -3,5190 -3,1602 -2,6922 -2,2093 -1,8074 -1,5382 -1,4036 -1,3832 -1,4758 -1,7264 -2,2023 -2,9239 -3,8098 -4,6866 -5,3543 -5,6659 -5,5768 -5,1478 -4,5029 -3,7694 -3,0427 -2,3859 -1,8372 -1,4053 -1,0820 -0,8716 -0,8027 -0,8960 -1,1206 -1,3972 -1,6573 -1,8959 -2,1648 -2,5239 -2,9959 -3,5353 -4,0233 -4,3254 -4,3821 -4,2409 -4,0077 -3,7842 -3,6300 -3,5436 -3,4717 -3,3481 -3,1357 -2,8357 -2,4746 -2,0945 -1,7533 -1,5165 -1,4305 -1,5063 -1,7255 -2,0385 -2,3498 -2,5398 -2,5252 -2,3038 -1,9534 -1,6052 -1,3965 -1,4037 -1,5924 -1,8263 -1,9375 -1,8145 -1,4445 -0,8880 -0,2299 0,4507 1,0872 1,6216 1,9956 2,1485 2,0336 1,6463 1,0451 0,3524 -0,2783 -0,7167 -0,9066 -0,8822 -0,7459 -0,6147 -0,5624 -0,5873 -0,6300 -0,6180 -0,5050 -0,2960 -0,0527 0,1342 0,1930 0,1095 -0,0698 -0,2720 -0,4405 -0,5507 -0,5978 -0,5826 -0,5176 -0,4400 -0,4072 -0,4722 -0,6501 -0,9021 -1,1565 -1,3502 -1,4567 -1,4850 -1,4480 -1,3332 -1,1132 -0,7769 -0,3430 0,1462 0,6436 1,1171 1,5364 1,8526 2,0165 2,0183 1,9012 1,7368 1,5757 1,4143 1,2059 0,8950 0,4445 -0,1407 -0,7915 -1,3820 -1,7817 -1,9158 -1,7929 -1,4904 -1,1112 -0,7358 -0,3967 -0,0897 0,1871 0,4014 0,4926 0,4174 0,1999 -0,0677 -0,2766 -0,3605 -0,3195 -0,2069 -0,0975 -0,0516 -0,1014 -0,2568 -0,5013 -0,7831 -1,0363 -1,2128 -1,2859 -1,2454 -1,1050 -0,9035 -0,6918 -0,5264 -0,4646 -0,5458 -0,7664 -1,0739 -1,3863 -1,6318 -1,7830 -1,8564 -1,8768 -1,8532 -1,7857 -1,6754 -1,5204 -1,3190 -1,0807 -0,8241 -0,5700 -0,3527 -0,2403 -0,3229 -0,6472 -1,1579 -1,7139 -2,1596 -2,3879 -2,3606 -2,0908 -1,6121 -0,9612 -0,1926 0,6024 1,3151 1,8670 2,2395 2,4588 2,5548 2,5367 2,3994 2,1375 1,7537 1,2739 0,7519 0,2404 -0,2488 -0,7457 -1,2657 -1,7524 -2,0964 -2,2124 -2,0838 -1,7490 -1,2712 -0,7171 -0,1458 0,3914 0,8410 1,1429 1,2364 1,0706 0,6191 -0,1035 -1,0247 -2,0121 -2,9089 -3,5910 -3,9982 -4,1144 -3,9370 -3,4868 -2,8382 -2,1241 -1,4990 -1,0854 -0,9333 -1,0203 -1,2891 -1,6775 -2,1349 -2,6397 -3,2009 -3,8290 -4,5043 -5,1751 -5,7858 -6,2938 -6,6629 -6,8674 -6,9208 -6,8851 -6,8333 -6,8086 -6,8157 -6,8311 -6,8161 -6,7313 -6,5548 -6,2940 -5,9749 -5,6107 -5,1884 -4,6944 -4,1444 -3,5858 -3,0821 -2,7033 -2,5208 -2,5994 -2,9804 -3,6560 -4,5461 -5,5008 -6,3361 -6,8900 -7,0639 -6,8313 -6,2325 -5,3735 -4,4085 -3,4917 -2,7314 -2,1760 -1,8294 -1,6756
F7    -0,3073 0,0274 0,2826 0,3883 0,3302 0,1572 -0,0315 -0,1203 -0,0417 0,1681 0,3857 0,4710 0,3381 -0,0001 -0,4343 -0,8189 -1,0529 -1,1140 -1,0289 -0,8329 -0,5609 -0,2567 0,0333 0,2788 0,4710 0,6165 0,7277 0,8114 0,8640 0,8809 0,8680 0,8331 0,7652 0,6400 0,4611 0,2879 0,2001 0,2257 0,3118 0,3695 0,3360 0,1952 -0,0409 -0,3426 -0,6567 -0,9187 -1,0833 -1,1343 -1,0661 -0,8826 -0,6245 -0,3684 -0,1793 -0,0824 -0,0845 -0,1869 -0,3644 -0,5683 -0,7642 -0,9513 -1,1364 -1,3041 -1,4198 -1,4581 -1,4277 -1,3590 -1,2631 -1,1255 -0,9484 -0,7751 -0,6682 -0,6744 -0,7962 -0,9824 -1,1444 -1,1917 -1,0744 -0,8200 -0,5199 -0,2637 -0,0894 0,0048 0,0236 -0,0362 -0,1628 -0,3179 -0,4577 -0,5574 -0,6119 -0,6211 -0,5895 -0,5400 -0,5117 -0,5336 -0,6095 -0,7203 -0,8282 -0,8867 -0,8665 -0,7753 -0,6593 -0,5903 -0,6300 -0,7932 -1,0539 -1,3714 -1,6896 -1,9275 -2,0087 -1,9085 -1,6617 -1,3274 -0,9590 -0,6013 -0,2876 -0,0291 0,1747 0,3109 0,3474 0,2576 0,0493 -0,2413 -0,5784 -0,9239 -1,2115 -1,3641 -1,3399 -1,1431 -0,8042 -0,3597 0,1625 0,7424 1,3601 1,9950 2,6241 3,2134 3,7191 4,1068 4,3683 4,5130 4,5513 4,4920 4,3526 4,1709 3,9974 3,8666 3,7775 3,7032 3,6137 3,4915 3,3299 3,1187 2,8396 2,4779 2,0420 1,5733 1,1352 0,7914 0,5873 0,5374 0,6240 0,8042 1,0184 1,2086 1,3432 1,4214 1,4548 1,4552 1,4521 1,5074 1,6834 1,9839 2,3332 2,6220 2,7704 2,7474 2,5525 2,2011 1,7231 1,1753 0,6477 0,2337 -0,0151 -0,1062 -0,0917 -0,0405 -0,0125 -0,0388 -0,1229 -0,2562 -0,4180 -0,5608 -0,6189 -0,5501 -0,3806 -0,2040 -0,1244 -0,1911 -0,3769 -0,6111 -0,8278 -0,9871 -1,0677 -1,0505 -0,9165 -0,6517 -0,2571 0,2305 0,7273 1,1250 1,3346 1,3284 1,1589 0,9375 0,7789 0,7475 0,8403 1,0083 1,1929 1,3525 1,4665 1,5212 1,5040 1,4184 1,2893 1,1370 0,9557 0,7272 0,4560 0,1899 -0,0049 -0,0989 -0,1292 -0,1796 -0,3342 -0,6188 -0,9639 -1,2354 -1,3116 -1,1391 -0,7402 -0,1913 0,4077 0,9585 1,3803 1,6296 1,7107 1,6623 1,5332 1,3657 1,1859 0,9957 0,7776 0,5167 0,2254 -0,0574 -0,2888 -0,4431 -0,5139 -0,5040 -0,4095 -0,2161 0,0728 0,4005 0,6628 0,7587 0,6393 0,3297 -0,0775 -0,4594 -0,7178 -0,8204 -0,8018 -0,7257 -0,6398 -0,5577 -0,4785 -0,4094 -0,3584 -0,3131 -0,2488 -0,1721 -0,1432 -0,2331 -0,4533 -0,7393 -1,0035 -1,1908 -1,2854 -1,2902 -1,2210 -1,1145 -1,0246 -1,0052 -1,0871 -1,2665 -1,5145 -1,7985 -2,0916 -2,3647 -2,5770 -2,6869 -2,6775 -2,5632 -2,3709 -2,1207 -1,8266 -1,5035 -1,1668 -0,8283 -0,5028 -0,2238 -0,0425 0,0004 -0,1045 -0,3400 -0,6748 -1,0708 -1,4852 -1,8727 -2,1990 -2,4501 -2,6164 -2,6772 -2,6148 -2,4358 -2,1690 -1,8491 -1,5110 -1,1955 -0,9482 -0,8017 -0,7599 -0,8026 -0,9042 -1,0406 -1,1884 -1,3247 -1,4338 -1,5166 -1,5829 -1,6247 -1,6119 -1,5243 -1,3802 -1,2252 -1,0961 -0,9996 -0,9280 -0,8865 -0,8939 -0,9518 -1,0245 -1,0670 -1,0659 -1,0414 -1,0214 -1,0202 -1,0268 -1,0140 -0,9661 -0,8926 -0,8041 -0,6848 -0,5044 -0,2543 0,0386 0,3343 0,5945 0,7757 0,8337 0,7424 0,4976 0,1207 -0,3263 -0,7465 -1,0451 -1,1587 -1,0668 -0,8015 -0,4381 -0,0576 0,2878 0,5730 0,7847 0,9200 0,9965 1,0427 1,0744 1,0885 1,0748 1,0248 0,9302 0,7892 0,6130 0,4214 0,2405 0,1011 0,0216 -0,0127 -0,0457 -0,1256 -0,2738 -0,4622 -0,6249 -0,7020 -0,6760 -0,5717 -0,4300 -0,2889 -0,1792 -0,1179 -0,0975 -0,0936 -0,0855 -0,0744 -0,0771 -0,0962 -0,1014 -0,0495 0,0820 0,2821 0,5055 0,6788 0,7319 0,6402 0,4352 0,1797 -0,0627 -0,2453 -0,3409 -0,3337 -0,2156 0,0067 0,3020 0,6103 0,8587 0,9974 1,0219 0,9586 0,8383 0,6847 0,5088 0,3119 0,1028 -0,0930 -0,2472 -0,3432 -0,3764 -0,3524 -0,2813 -0,1636 0,0098 0,2340 0,4672 0,6348 0,6639 0,5254 0,2381 -0,1566 -0,6049 -1,0318 -1,3525 -1,5083 -1,4875 -1,3228 -1,0880 -0,8794 -0,7696 -0,7640 -0,7988 -0,7884 -0,6942 -0,5548 -0,4414 -0,3878 -0,3756 -0,3801 -0,4084 -0,4954 -0,6737 -0,9421 -1,2503 -1,5213 -1,7016 -1,7939 -1,8418 -1,8878 -1,9451 -1,9993 -2,0280 -2,0232 -2,0016 -1,9919 -1,9997 -1,9843 -1,8819 -1,6562 -1,3312 -0,9885 -0,7286 -0,6225 -0,6790 -0,8383 -0,9948 -1,0459 -0,9417 -0,7006 -0,3878 -0,0763 0,1843 0,3778 0,5124 0,6137 0,7144 0,8357 0,9762 1,1188 1,2338 1,2774 1,2041 0,9941 0,6680 0,2733 -0,1449 -0,5510 -0,9058 -1,1625 -1,2841 -1,2627 -1,1249 -0,9203 -0,6988 -0,4980 -0,3482 -0,2790 -0,3073 -0,4206 -0,5841 -0,7695 -0,9688 -1,1744 -1,3635 -1,5102 -1,6019 -1,6305 -1,5776 -1,4315 -1,2196 -1,0066 -0,8556 -0,8019 -0,8597 -1,0304 -1,2967 -1,6177 -1,9455 -2,2545 -2,5485 -2,8384 -3,1222 -3,3874 -3,6116 -3,7575 -3,7897 -3,7074 -3,5524 -3,3766 -3,2101 -3,0642 -2,9496 -2,8772 -2,8503 -2,8603 -2,8836 -2,8855 -2,8426 -2,7577 -2,6449 -2,5103 -2,3606 -2,2212 -2,1289 -2,1077 -2,1486 -2,2046 -2,2106 -2,1220 -1,9469 -1,7413 -1,5670 -1,4565 -1,4120 -1,4211 -1,4715 -1,5549 -1,6607 -1,7656 -1,8288 -1,8033
