Fp1   0,2084 0,1150 -0,0708 -0,3366 -0,6368 -0,8934 -1,0307 -1,0205 -0,8973 -0,7297 -0,5760 -0,4609 -0,3851 -0,3440 -0,3375 -0,3685 -0,4392 -0,5486 -0,6909 -0,8499 -1,0013 -1,1197 -1,1835 -1,1749 -1,0822 -0,9072 -0,6722 -0,4134 -0,1665 0,0497 0,2394 0,4198 0,5981 0,7585 0,8765 0,9439 0,9769 0,9994 1,0238 1,0476 1,0610 1,0555 1,0292 0,9936 0,9722 0,9829 1,0165 1,0370 1,0078 0,9248 0,8258 0,7726 0,8117 0,9429 1,1199 1,2821 1,3876 1,4279 1,4204 1,3926 1,3721 1,3821 1,4392 1,5495 1,7018 1,8659 2,0079 2,1032 2,1386 2,1137 2,0395 1,9238 1,7648 1,5647 1,3433 1,1340 0,9668 0,8502 0,7678 0,6953 0,6236 0,5689 0,5639 0,6356 0,7868 0,9963 1,2356 1,4776 1,6935 1,8563 1,9520 1,9850 1,9726 1,9371 1,9007 1,8810 1,8849 1,9083 1,9385 1,9531 1,9274 1,8470 1,7098 1,5174 1,2686 0,9631 0,6148 0,2569 -0,0750 -0,3614 -0,5953 -0,7662 -0,8569 -0,8537 -0,7579 -0,5949 -0,4149 -0,2777 -0,2270 -0,2748 -0,4039 -0,5797 -0,7593 -0,8979 -0,9617 -0,9364 -0,8251 -0,6465 -0,4345 -0,2231 -0,0223 0,1859 0,4248 0,6991 0,9961 1,3101 1,6512 2,0211 2,3870 2,6907 2,8837 2,9496 2,9040 2,7810 2,6177 2,4425 2,2688 2,0933 1,9060 1,7040 1,4969 1,2982 1,1095 0,9205 0,7261 0,5435 0,4099 0,3625 0,4179 0,5682 0,7881 1,0430 1,2991 1,5332 1,7386 1,9202 2,0821 2,2210 2,3309 2,4146 2,4923 2,5943 2,7372 2,9082 3,0757 3,2105 3,2953 3,3240 3,3067 3,2708 3,2446 3,2357 3,2337 3,2255 3,1934 3,1121 2,9693 2,7829 2,5863 2,4004 2,2239 2,0399 1,8277 1,5744 1,2877 1,0005 0,7536 0,5664 0,4206 0,2746 0,0937 -0,1253 -0,3526 -0,5455 -0,6740 -0,7298 -0,7195 -0,6580 -0,5675 -0,4773 -0,4219 -0,4329 -0,5219 -0,6632 -0,8007 -0,8829 -0,8900 -0,8309 -0,7248 -0,5940 -0,4607 -0,3373 -0,2206 -0,0997 0,0319 0,1739 0,3246 0,4802 0,6319 0,7712 0,8947 0,9964 1,0592 1,0726 1,0573 1,0592 1,1109 1,2062 1,3140 1,4038 1,4536 1,4450 1,3628 1,2002 0,9665 0,6910 0,4163 0,1855 0,0317 -0,0307 -0,0173 0,0306 0,0775 0,1206 0,1809 0,2770 0,4081 0,5483 0,6573 0,7113 0,7216 0,7167 0,7129 0,7062 0,6852 0,6436 0,5808 0,5016 0,4202 0,3521 0,2952 0,2262 0,1244 -0,0043 -0,1269 -0,2061 -0,2244 -0,1917 -0,1317 -0,0643 0,0034 0,0727 0,1423 0,1996 0,2221 0,1880 0,0881 -0,0730 -0,2806 -0,5109 -0,7350 -0,9312 -1,0919 -1,2114 -1,2730 -1,2528 -1,1318 -0,9083 -0,6082 -0,2870 -0,0103 0,1752 0,2558 0,2404 0,1426 -0,0264 -0,2511 -0,5071 -0,7661 -0,9991 -1,1726 -1,2547 -1,2302 -1,1081 -0,9166 -0,6932 -0,4733 -0,2882 -0,1691 -0,1368 -0,1797 -0,2478 -0,2772 -0,2233 -0,0777 0,1350 0,3686 0,5704 0,7014 0,7453 0,7031 0,5847 0,4036 0,1765 -0,0745 -0,3208 -0,5285 -0,6611 -0,6916 -0,6172 -0,4596 -0,2495 -0,0151 0,2150 0,4062 0,5263 0,5633 0,5335 0,4691 0,3979 0,3314 0,2672 0,2022 0,1440 0,1080 0,1022 0,1173 0,1379 0,1590 0,1882 0,2344 0,2964 0,3653 0,4347 0,5019 0,5639 0,6241 0,6940 0,7809 0,8830 0,9956 1,1125 1,2256 1,3347 1,4554 1,6120 1,8204 2,0725 2,3344 2,5575 2,6998 2,7468 2,7166 2,6462 2,5713 2,5110 2,4649 2,4189 2,3584 2,2784 2,1845 2,0792 1,9487 1,7750 1,5612 1,3385 1,1471 1,0121 0,9383 0,9175 0,9337 0,9709 1,0227 1,0971 1,2098 1,3715 1,5775 1,8057 2,0243 2,2039 2,3286 2,4044 2,4555 2,5095 2,5803 2,6625 2,7423 2,8062 2,8479 2,8713 2,8879 2,9128 2,9638 3,0562 3,1923 3,3590 3,5354 3,7020 3,8426 3,9386 3,9674 3,9157 3,8004 3,6733 3,5963 3,6090 3,7104 3,8561 3,9749 3,9989 3,8922 3,6688 3,3932 3,1530 3,0095 2,9678 2,9916 3,0416 3,0939 3,1277 3,1153 3,0343 2,8877 2,7095 2,5505 2,4536 2,4313 2,4650 2,5247 2,5895 2,6476 2,6846 2,6766 2,6039 2,4719 2,3132 2,1664 2,0568 1,9885 1,9448 1,8974 1,8235 1,7212 1,6104 1,5290 1,5252 1,6353 1,8577 2,1580 2,4974 2,8434 3,1601 3,3991 3,5144 3,4932 3,3635 3,1677 2,9347 2,6764 2,4004 2,1166 1,8320 1,5447 1,2451 0,9207 0,5640 0,1839 -0,1857 -0,4872 -0,6619 -0,6806 -0,5524 -0,3102 -0,0004 0,3228 0,6089 0,8274 0,9728 1,0564 1,0968 1,1118 1,1116 1,0995 1,0795 1,0627 1,0653 1,1019 1,1722 1,2565 1,3271 1,3623 1,3505 1,2988 1,2426 1,2310 1,2957 1,4412 1,6585 1,9340 2,2436 2,5526 2,8279 3,0499 3,2189 3,3516 3,4604 3,5388 3,5709 3,5545 3,5094 3,4660 3,4440 3,4412 3,4448 3,4513 3,4729 3,5226 3,5961 3,6709 3,7167 3,7080 3,6351 3,5059 3,3339 3,1265 2,8899 2,6391 2,3951 2,1671 1,9415 1,6956 1,4196 1,1163 0,7900 0,4534 0,1475 -0,0584 -0,1054 0,0040 0,1940 0,3617 0,4417 0,4346 0,3829 0,3326 0,3147 0,3469 0,4382 0,5900 0,7908 1,0064 1,1806 1,2593 1,2192 1,0818 0,9110 0,7900 0,7828 0,9082 1,1462 1,4633 1,8264 2,2005 2,5455 2,8249 3,0191 3,1283 3,1592 3,1188 3,0253
Fz    0,3158 0,0782 -0,2262 -0,5794 -0,9325 -1,2012 -1,3037 -1,2199 -1,0096 -0,7749 -0,6035 -0,5347 -0,5616 -0,6560 -0,7927 -0,9598 -1,1528 -1,3662 -1,5877 -1,7989 -1,9818 -2,1179 -2,1783 -2,1254 -1,9338 -1,6152 -1,2214 -0,8181 -0,4541 -0,1463 0,1188 0,3693 0,6244 0,8781 1,1048 1,2852 1,4252 1,5466 1,6624 1,7694 1,8576 1,9201 1,9597 1,9898 2,0265 2,0771 2,1384 2,1985 2,2433 2,2647 2,2709 2,2895 2,3553 2,4840 2,6564 2,8276 2,9447 2,9629 2,8650 2,6783 2,4718 2,3316 2,3258 2,4774 2,7518 3,0708 3,3471 3,5142 3,5385 3,4248 3,2119 2,9504 2,6819 2,4310 2,2059 2,0020 1,8072 1,6053 1,3812 1,1314 0,8731 0,6444 0,4927 0,4511 0,5201 0,6746 0,8863 1,1358 1,4046 1,6660 1,8921 2,0644 2,1749 2,2218 2,2160 2,1836 2,1498 2,1226 2,0952 2,0595 2,0212 2,0010 2,0153 2,0562 2,0853 2,0456 1,8929 1,6240 1,2718 0,8815 0,4982 0,1717 -0,0417 -0,0948 0,0273 0,2955 0,6424 0,9842 1,2459 1,3745 1,3436 1,1628 0,8857 0,5984 0,3856 0,2978 0,3392 0,4707 0,6259 0,7459 0,8162 0,8720 0,9693 1,1498 1,4259 1,7922 2,2332 2,7119 3,1640 3,5235 3,7559 3,8661 3,8888 3,8733 3,8632 3,8747 3,8894 3,8634 3,7483 3,5130 3,1583 2,7147 2,2284 1,7475 1,3193 0,9917 0,8093 0,7989 0,9566 1,2465 1,6089 1,9818 2,3279 2,6418 2,9312 3,1943 3,4152 3,5752 3,6693 3,7137 3,7406 3,7835 3,8670 4,0044 4,1938 4,4115 4,6133 4,7561 4,8252 4,8357 4,8053 4,7364 4,6310 4,5082 4,3911 4,2866 4,1888 4,0932 3,9933 3,8735 3,7166 3,5135 3,2634 2,9759 2,6797 2,4197 2,2336 2,1255 2,0614 1,9925 1,8876 1,7460 1,5875 1,4309 1,2764 1,1123 0,9411 0,7849 0,6626 0,5675 0,4735 0,3548 0,2050 0,0488 -0,0640 -0,0880 -0,0139 0,1278 0,2888 0,4266 0,5181 0,5683 0,6138 0,7056 0,8816 1,1535 1,5123 1,9286 2,3470 2,7034 2,9592 3,1141 3,1903 3,2229 3,2621 3,3579 3,5212 3,7042 3,8317 3,8523 3,7596 3,5807 3,3518 3,0993 2,8360 2,5741 2,3335 2,1375 2,0056 1,9507 1,9721 2,0514 2,1618 2,2823 2,4022 2,5197 2,6370 2,7480 2,8353 2,8903 2,9286 2,9753 3,0325 3,0648 3,0211 2,8709 2,6192 2,2953 1,9388 1,5902 1,2810 1,0214 0,8054 0,6345 0,5305 0,5155 0,5818 0,6871 0,7792 0,8290 0,8464 0,8668 0,9212 1,0119 1,1055 1,1498 1,1024 0,9494 0,7082 0,4224 0,1495 -0,0596 -0,1762 -0,1870 -0,0815 0,1466 0,4880 0,9092 1,3551 1,7634 2,0853 2,2978 2,3961 2,3790 2,2444 1,9938 1,6419 1,2250 0,7971 0,4204 0,1532 0,0333 0,0653 0,2243 0,4690 0,7507 1,0182 1,2159 1,2873 1,2035 0,9984 0,7619 0,5964 0,5706 0,6957 0,9310 1,2099 1,4648 1,6415 1,7049 1,6437 1,4721 1,2252 0,9459 0,6739 0,4408 0,2706 0,1805 0,1763 0,2473 0,3712 0,5274 0,7040 0,8948 1,0905 1,2770 1,4395 1,5666 1,6528 1,6989 1,7090 1,6891 1,6521 1,6152 1,5875 1,5639 1,5352 1,5058 1,4979 1,5338 1,6187 1,7393 1,8782 2,0295 2,1969 2,3770 2,5519 2,6994 2,8059 2,8747 2,9239 2,9760 3,0491 3,1534 3,2919 3,4665 3,6795 3,9249 4,1779 4,3952 4,5290 4,5541 4,4876 4,3797 4,2814 4,2208 4,2019 4,2157 4,2487 4,2873 4,3221 4,3453 4,3454 4,3104 4,2367 4,1309 3,9978 3,8336 3,6325 3,3950 3,1287 2,8518 2,6008 2,4275 2,3826 2,4921 2,7389 3,0623 3,3807 3,6288 3,7859 3,8768 3,9489 4,0403 4,1594 4,2907 4,4132 4,5094 4,5667 4,5808 4,5591 4,5202 4,4887 4,4870 4,5270 4,6109 4,7389 4,9105 5,1116 5,3053 5,4397 5,4731 5,4039 5,2795 5,1701 5,1272 5,1550 5,2065 5,2103 5,1126 4,9021 4,6147 4,3240 4,1104 4,0161 4,0265 4,0917 4,1640 4,2117 4,2121 4,1493 4,0207 3,8449 3,6621 3,5200 3,4503 3,4508 3,4866 3,5127 3,5000 3,4456 3,3633 3,2649 3,1545 3,0450 2,9654 2,9383 2,9556 2,9807 2,9655 2,8709 2,6872 2,4436 2,1973 2,0157 1,9594 2,0616 2,3130 2,6711 3,0855 3,5147 3,9205 4,2574 4,4855 4,5998 4,6308 4,6089 4,5330 4,3777 4,1270 3,7974 3,4297 3,0615 2,7052 2,3496 1,9818 1,6021 1,2287 0,8987 0,6597 0,5464 0,5672 0,7132 0,9651 1,2813 1,5956 1,8446 2,0012 2,0813 2,1223 2,1545 2,1863 2,2119 2,2303 2,2536 2,3029 2,3976 2,5334 2,6663 2,7361 2,7108 2,6060 2,4768 2,3956 2,4182 2,5631 2,8197 3,1699 3,5910 4,0434 4,4672 4,7995 5,0045 5,0953 5,1193 5,1148 5,0856 5,0191 4,9201 4,8210 4,7652 4,7808 4,8650 4,9919 5,1363 5,2865 5,4359 5,5701 5,6658 5,6986 5,6518 5,5308 5,3718 5,2216 5,1067 5,0200 4,9321 4,8102 4,6246 4,3524 3,9941 3,5829 3,1592 2,7436 2,3504 2,0241 1,8422 1,8627 2,0626 2,3288 2,5248 2,5748 2,4887 2,3162 2,0967 1,8543 1,6185 1,4346 1,3518 1,3975 1,5503 1,7355 1,8628 1,8784 1,7938 1,6764 1,6120 1,6613 1,8340 2,0986 2,4153 2,7610 3,1217 3,4717 3,7723 3,9919 4,1167 4,1457 4,0916 3,9893
F3    -0,2019 -0,2793 -0,3660 -0,4792 -0,6155 -0,7413 -0,8096 -0,7923 -0,6995 -0,5718 -0,4555 -0,3816 -0,3613 -0,3961 -0,4870 -0,6331 -0,8205 -1,0206 -1,2003 -1,3375 -1,4301 -1,4874 -1,5107 -1,4833 -1,3839 -1,2086 -0,9786 -0,7252 -0,4711 -0,2232 0,0231 0,2734 0,5241 0,7575 0,9525 1,1031 1,2250 1,3394 1,4522 1,5498 1,6120 1,6250 1,5893 1,5231 1,4546 1,4021 1,3635 1,3238 1,2679 1,1908 1,1058 1,0482 1,0632 1,1758 1,3685 1,5892 1,7784 1,8937 1,9204 1,8740 1,7958 1,7386 1,7481 1,8441 2,0084 2,1917 2,3430 2,4334 2,4561 2,4176 2,3284 2,1952 2,0242 1,8299 1,6349 1,4638 1,3362 1,2593 1,2235 1,2103 1,2042 1,2014 1,2085 1,2352 1,2859 1,3602 1,4609 1,5928 1,7518 1,9196 2,0724 2,1883 2,2508 2,2527 2,2034 2,1241 2,0318 1,9318 1,8252 1,7168 1,6170 1,5365 1,4773 1,4269 1,3601 1,2484 1,0781 0,8600 0,6200 0,3848 0,1746 0,0031 -0,1193 -0,1830 -0,1802 -0,1120 0,0016 0,1201 0,1983 0,2046 0,1296 -0,0120 -0,1822 -0,3294 -0,4080 -0,3941 -0,2884 -0,1140 0,0899 0,2874 0,4687 0,6530 0,8676 1,1250 1,4179 1,7335 2,0620 2,3860 2,6709 2,8769 2,9810 2,9893 2,9332 2,8551 2,7876 2,7387 2,6930 2,6246 2,5150 2,3611 2,1705 1,9523 1,7150 1,4701 1,2384 1,0493 0,9337 0,9121 0,9899 1,1615 1,4144 1,7265 2,0695 2,4169 2,7478 3,0429 3,2820 3,4517 3,5541 3,6063 3,6321 3,6565 3,7015 3,7815 3,9014 4,0550 4,2210 4,3657 4,4636 4,5129 4,5233 4,4971 4,4314 4,3302 4,2009 4,0463 3,8718 3,6912 3,5159 3,3429 3,1587 2,9475 2,6915 2,3758 2,0095 1,6385 1,3281 1,1222 1,0156 0,9654 0,9231 0,8575 0,7597 0,6367 0,5000 0,3614 0,2373 0,1475 0,1010 0,0822 0,0526 -0,0263 -0,1657 -0,3344 -0,4718 -0,5248 -0,4754 -0,3409 -0,1542 0,0498 0,2421 0,4089 0,5566 0,7042 0,8704 1,0634 1,2770 1,4891 1,6701 1,8001 1,8813 1,9275 1,9462 1,9427 1,9403 1,9768 2,0701 2,1965 2,3117 2,3839 2,4042 2,3789 2,3209 2,2370 2,1210 1,9643 1,7749 1,5788 1,4078 1,2852 1,2170 1,1906 1,1881 1,1979 1,2167 1,2475 1,2988 1,3729 1,4587 1,5447 1,6341 1,7353 1,8389 1,9134 1,9250 1,8589 1,7230 1,5354 1,3145 1,0799 0,8530 0,6486 0,4722 0,3289 0,2291 0,1814 0,1835 0,2223 0,2809 0,3492 0,4333 0,5506 0,7124 0,9037 1,0793 1,1838 1,1798 1,0575 0,8326 0,5461 0,2543 0,0071 -0,1668 -0,2542 -0,2482 -0,1487 0,0362 0,2857 0,5623 0,8195 1,0202 1,1484 1,2031 1,1874 1,1030 0,9494 0,7302 0,4646 0,1879 -0,0587 -0,2380 -0,3239 -0,3091 -0,2063 -0,0425 0,1509 0,3497 0,5364 0,6906 0,7916 0,8354 0,8431 0,8522 0,9009 1,0112 1,1776 1,3674 1,5322 1,6303 1,6432 1,5775 1,4551 1,2988 1,1234 0,9387 0,7582 0,6038 0,5022 0,4761 0,5303 0,6447 0,7831 0,9120 1,0139 1,0861 1,1337 1,1666 1,1937 1,2153 1,2198 1,1889 1,1110 0,9979 0,8860 0,8136 0,7932 0,8094 0,8407 0,8769 0,9186 0,9660 1,0153 1,0658 1,1286 1,2229 1,3604 1,5394 1,7502 1,9772 2,1979 2,3886 2,5335 2,6310 2,6955 2,7518 2,8257 2,9348 3,0818 3,2498 3,4070 3,5205 3,5748 3,5832 3,5813 3,6044 3,6643 3,7456 3,8187 3,8554 3,8398 3,7726 3,6647 3,5226 3,3475 3,1499 2,9548 2,7857 2,6469 2,5277 2,4180 2,3092 2,1953 2,0868 2,0190 2,0365 2,1645 2,3928 2,6792 2,9704 3,2238 3,4172 3,5479 3,6279 3,6749 3,7038 3,7239 3,7447 3,7759 3,8254 3,8966 3,9888 4,0944 4,2014 4,3012 4,3928 4,4792 4,5650 4,6560 4,7525 4,8357 4,8692 4,8260 4,7201 4,6035 4,5305 4,5282 4,5888 4,6761 4,7449 4,7641 4,7235 4,6312 4,5115 4,3941 4,2936 4,2016 4,1043 4,0012 3,9020 3,8101 3,7203 3,6307 3,5497 3,4905 3,4625 3,4678 3,4983 3,5329 3,5452 3,5175 3,4478 3,3474 3,2320 3,1145 3,0050 2,9147 2,8539 2,8286 2,8345 2,8548 2,8651 2,8476 2,8051 2,7635 2,7638 2,8440 3,0162 3,2551 3,5117 3,7409 3,9199 4,0424 4,0987 4,0754 3,9736 3,8139 3,6179 3,3934 3,1420 2,8748 2,6181 2,3971 2,2150 2,0490 1,8694 1,6592 1,4224 1,1832 0,9838 0,8715 0,8683 0,9550 1,0879 1,2260 1,3403 1,4120 1,4343 1,4176 1,3877 1,3736 1,3904 1,4323 1,4835 1,5394 1,6168 1,7459 1,9492 2,2197 2,5154 2,7820 2,9792 3,0888 3,1163 3,0935 3,0654 3,0678 3,1168 3,2172 3,3705 3,5720 3,8056 4,0401 4,2394 4,3840 4,4806 4,5441 4,5812 4,6006 4,6253 4,6827 4,7860 4,9234 5,0605 5,1588 5,1994 5,1930 5,1705 5,1625 5,1821 5,2164 5,2331 5,1999 5,1036 4,9477 4,7377 4,4782 4,1809 3,8667 3,5538 3,2472 2,9446 2,6489 2,3592 2,0608 1,7472 1,4510 1,2383 1,1645 1,2308 1,3792 1,5339 1,6523 1,7362 1,8009 1,8476 1,8681 1,8645 1,8560 1,8674 1,9126 1,9807 2,0379 2,0472 1,9954 1,9076 1,8407 1,8586 1,9995 2,2599 2,6052 2,9927 3,3890 3,7689 4,1071 4,3814 4,5837 4,7171 4,7865 4,7993 4,7708
F7    0,3341 0,3185 0,2172 0,0391 -0,1808 -0,3840 -0,5122 -0,5358 -0,4646 -0,3348 -0,1844 -0,0353 0,1046 0,2226 0,2855 0,2533 0,1112 -0,1169 -0,3830 -0,6382 -0,8496 -1,0046 -1,1005 -1,1316 -1,0889 -0,9715 -0,7962 -0,5927 -0,3893 -0,1996 -0,0195 0,1629 0,3493 0,5205 0,6528 0,7422 0,8041 0,8516 0,8811 0,8813 0,8467 0,7805 0,6887 0,5838 0,4866 0,4081 0,3302 0,2143 0,0347 -0,1915 -0,4008 -0,5079 -0,4494 -0,2247 0,0962 0,4087 0,6282 0,7243 0,7176 0,6596 0,6085 0,6065 0,6706 0,7937 0,9442 1,0754 1,1559 1,1864 1,1847 1,1676 1,1416 1,0947 1,0009 0,8454 0,6453 0,4504 0,3193 0,2855 0,3404 0,4452 0,5591 0,6612 0,7587 0,8777 1,0394 1,2457 1,4854 1,7402 1,9822 2,1813 2,3154 2,3705 2,3418 2,2424 2,1034 1,9531 1,8031 1,6573 1,5221 1,3995 1,2807 1,1530 1,0070 0,8360 0,6311 0,3851 0,1120 -0,1468 -0,3496 -0,4846 -0,5663 -0,6115 -0,6271 -0,6109 -0,5589 -0,4787 -0,4010 -0,3713 -0,4203 -0,5421 -0,7034 -0,8678 -1,0025 -1,0754 -1,0645 -0,9665 -0,7944 -0,5749 -0,3463 -0,1433 0,0266 0,1879 0,3735 0,5933 0,8285 1,0644 1,3141 1,5930 1,8816 2,1281 2,2841 2,3311 2,2812 2,1613 1,9944 1,7900 1,5495 1,2771 0,9874 0,7053 0,4555 0,2507 0,0847 -0,0584 -0,1827 -0,2715 -0,2993 -0,2494 -0,1217 0,0716 0,3119 0,5774 0,8461 1,1017 1,3391 1,5581 1,7504 1,9010 2,0013 2,0563 2,0882 2,1343 2,2270 2,3733 2,5569 2,7517 2,9231 3,0355 3,0812 3,0952 3,1170 3,1468 3,1554 3,1213 3,0361 2,8905 2,6866 2,4560 2,2416 2,0640 1,9064 1,7222 1,4568 1,0774 0,6024 0,1050 -0,3210 -0,6128 -0,7644 -0,8134 -0,8138 -0,8089 -0,8136 -0,8180 -0,8076 -0,7777 -0,7333 -0,6820 -0,6288 -0,5838 -0,5726 -0,6279 -0,7640 -0,9557 -1,1473 -1,2889 -1,3628 -1,3729 -1,3282 -1,2467 -1,1562 -1,0728 -0,9884 -0,8847 -0,7487 -0,5779 -0,3837 -0,1926 -0,0320 0,0887 0,1786 0,2411 0,2564 0,2059 0,1067 0,0064 -0,0610 -0,0982 -0,1210 -0,1330 -0,1339 -0,1330 -0,1472 -0,1978 -0,3078 -0,4848 -0,7014 -0,9010 -1,0282 -1,0600 -1,0194 -0,9562 -0,9057 -0,8699 -0,8364 -0,7994 -0,7645 -0,7482 -0,7723 -0,8398 -0,9175 -0,9583 -0,9366 -0,8553 -0,7297 -0,5789 -0,4293 -0,3087 -0,2292 -0,1821 -0,1590 -0,1676 -0,2202 -0,3095 -0,4047 -0,4728 -0,4961 -0,4712 -0,4036 -0,3070 -0,1993 -0,0927 0,0056 0,0800 0,0970 0,0214 -0,1630 -0,4486 -0,8105 -1,2022 -1,5590 -1,8263 -1,9857 -2,0492 -2,0382 -1,9675 -1,8378 -1,6470 -1,4157 -1,1951 -1,0400 -0,9719 -0,9720 -1,0109 -1,0796 -1,1900 -1,3512 -1,5487 -1,7509 -1,9256 -2,0468 -2,0981 -2,0747 -1,9806 -1,8275 -1,6386 -1,4425 -1,2656 -1,1325 -1,0615 -1,0528 -1,0813 -1,1052 -1,0829 -0,9887 -0,8228 -0,6189 -0,4337 -0,3133 -0,2681 -0,2803 -0,3292 -0,4088 -0,5266 -0,6806 -0,8425 -0,9674 -1,0181 -0,9810 -0,8696 -0,7141 -0,5416 -0,3649 -0,1921 -0,0413 0,0585 0,0840 0,0350 -0,0666 -0,1974 -0,3546 -0,5516 -0,7909 -1,0447 -1,2709 -1,4448 -1,5694 -1,6571 -1,7093 -1,7123 -1,6514 -1,5288 -1,3635 -1,1759 -0,9808 -0,7900 -0,6096 -0,4379 -0,2736 -0,1214 0,0095 0,1041 0,1442 0,1244 0,0639 0,0002 -0,0285 0,0020 0,0903 0,2065 0,3090 0,3729 0,4057 0,4350 0,4832 0,5529 0,6269 0,6787 0,6844 0,6306 0,5173 0,3478 0,1165 -0,1779 -0,5052 -0,8022 -1,0072 -1,0960 -1,0859 -1,0151 -0,9244 -0,8458 -0,7899 -0,7407 -0,6646 -0,5328 -0,3422 -0,1157 0,1140 0,3178 0,4769 0,5874 0,6625 0,7215 0,7717 0,8066 0,8231 0,8316 0,8489 0,8834 0,9286 0,9726 1,0130 1,0601 1,1256 1,2128 1,3167 1,4321 1,5553 1,6705 1,7424 1,7402 1,6730 1,5930 1,5608 1,6120 1,7464 1,9306 2,1120 2,2415 2,2938 2,2730 2,2073 2,1303 2,0577 1,9800 1,8805 1,7615 1,6389 1,5110 1,3543 1,1545 0,9303 0,7273 0,5952 0,5623 0,6198 0,7289 0,8462 0,9425 1,0037 1,0233 0,9984 0,9320 0,8373 0,7369 0,6576 0,6197 0,6212 0,6334 0,6119 0,5176 0,3424 0,1238 -0,0608 -0,1261 -0,0286 0,2059 0,5107 0,8295 1,1359 1,4106 1,6113 1,6830 1,6041 1,4049 1,1386 0,8476 0,5580 0,2936 0,0814 -0,0667 -0,1755 -0,3004 -0,4975 -0,7911 -1,1580 -1,5319 -1,8214 -1,9487 -1,8897 -1,6801 -1,3888 -1,0916 -0,8577 -0,7339 -0,7281 -0,8091 -0,9225 -1,0122 -1,0448 -1,0264 -0,9886 -0,9554 -0,9242 -0,8722 -0,7790 -0,6479 -0,5072 -0,3930 -0,3350 -0,3542 -0,4528 -0,5985 -0,7337 -0,8104 -0,8076 -0,7196 -0,5468 -0,3006 -0,0043 0,3105 0,6086 0,8649 1,0751 1,2437 1,3680 1,4427 1,4755 1,4915 1,5197 1,5684 1,6139 1,6233 1,5845 1,5149 1,4494 1,4196 1,4353 1,4798 1,5207 1,5303 1,4961 1,4086 1,2467 0,9923 0,6610 0,3057 -0,0201 -0,2979 -0,5388 -0,7627 -0,9995 -1,2888 -1,6435 -2,0091 -2,2746 -2,3454 -2,2128 -1,9548 -1,6728 -1,4321 -1,2515 -1,1302 -1,0687 -1,0661 -1,1015 -1,1276 -1,0918 -0,9722 -0,7995 -0,6397 -0,5506 -0,5507 -0,6165 -0,6951 -0,7234 -0,6516 -0,4576 -0,1484 0,2460 0,6764 1,0796 1,3934 1,5803 1,6444 1,6202 1,5448 1,4430 1,3326
