Fp1   -3,0351 -3,1228 -3,0676 -2,8209 -2,3348 -1,5698 -0,5134 0,7675 2,0828 3,1629 3,7851 3,8581 3,4055 2,5244 1,3668 0,1115 -1,0679 -2,0138 -2,6196 -2,8820 -2,8920 -2,7644 -2,5793 -2,3772 -2,1825 -2,0091 -1,8366 -1,6031 -1,2479 -0,7647 -0,2104 0,3336 0,8097 1,2069 1,5503 1,8810 2,2326 2,6011 2,9373 3,1552 3,1452 2,8252 2,2042 1,3887 0,5316 -0,2152 -0,7158 -0,8608 -0,5971 0,0367 0,9036 1,8035 2,5396 2,9964 3,1811 3,1711 3,0125 2,6860 2,1575 1,4284 0,5490 -0,3908 -1,3035 -2,1481 -2,9097 -3,5348 -3,9116 -3,9136 -3,4684 -2,6158 -1,5272 -0,4545 0,3674 0,8112 0,9158 0,8800 0,9688 1,3811 2,1555 3,1630 4,1840 5,0078 5,5033 5,6527 5,5265 5,2066 4,7366 4,1321 3,4106 2,6067 1,7675 0,9520 0,2581 -0,1644 -0,1799 0,2332 0,9544 1,7809 2,5119 3,0250 3,3077 3,4027 3,3247 3,0599 2,6366 2,1590 1,7612 1,5329 1,4732 1,4987 1,4963 1,3574 0,9870 0,3326 -0,5825 -1,6665 -2,7983 -3,8682 -4,8050 -5,5640 -6,0842 -6,2824 -6,0914 -5,4955 -4,5610 -3,4463 -2,3544 -1,4359 -0,7114 -0,0801 0,5948 1,3880 2,2672 3,1251 3,8649 4,4664 4,9686 5,4158 5,8463 6,2963 6,7677 7,2024 7,5176 7,6759 7,7190 7,7200 7,7145 7,6835 7,5690 7,2930 6,7790 5,9825 4,9361 3,7804 2,7382 2,0296 1,7639 1,8816 2,2034 2,5508 2,8528 3,1663 3,6006 4,2153 4,9721 5,7566 6,4314 6,8844 7,0515 6,9172 6,5037 5,8614 5,0643 4,2095 3,4131 2,7894 2,4193 2,3336 2,5024 2,8223 3,1472 3,3765 3,5099 3,6103 3,7266 3,8503 3,9252 3,8817 3,6615 3,2412 2,6593 2,0165 1,4463 1,0671 0,9249 0,9708 1,1052 1,2390 1,3185 1,3298 1,2956 1,2645 1,2969 1,4485 1,7473 2,1753 2,6686 3,1389 3,5170 3,7882 3,9758 4,0883 4,0927 3,9354 3,5858 3,0735 2,4961 1,9838 1,6275 1,4118 1,2117 0,8762 0,3341 -0,3653 -1,0776 -1,6176 -1,8542 -1,8034 -1,6230 -1,4884 -1,4678 -1,5235 -1,6157 -1,7751 -2,0661 -2,4848 -2,9025 -3,1356 -3,0732 -2,7226 -2,1645 -1,4977 -0,7994 -0,1251 0,4523 0,8363 0,9642 0,8531 0,5954 0,3233 0,1533 0,1245 0,1684 0,1571 -0,0035 -0,3235 -0,7539 -1,2316 -1,6974 -2,0830 -2,3047 -2,2795 -1,9446 -1,2757 -0,3178 0,7901 1,8190 2,4926 2,5790 1,9977 0,8501 -0,6467 -2,2403 -3,6921 -4,8161 -5,5109 -5,7624 -5,6204 -5,1803 -4,5731 -3,9278 -3,3167 -2,7404 -2,1622 -1,5529 -0,9010 -0,2045 0,4949 1,0635 1,3073 1,0774 0,3522 -0,7613 -2,0723 -3,3477 -4,3483 -4,8874 -4,9079 -4,5092 -3,8831 -3,2019 -2,5358 -1,8469 -1,0664 -0,2021 0,6162 1,1886 1,3556 1,0803 0,4382 -0,4612 -1,5275 -2,6635 -3,7151 -4,4843 -4,8180 -4,6950 -4,2409 -3,6765 -3,2334 -3,0719 -3,2414 -3,6806 -4,2345 -4,7112 -4,9717 -4,9842 -4,8074 -4,5516 -4,3551 -4,3668 -4,7013 -5,3632 -6,2062 -6,9855 -7,4824 -7,6167 -7,4735 -7,2211 -6,9786 -6,7617 -6,5384 -6,2833 -5,9611 -5,5157 -4,9203 -4,2222 -3,5149 -2,8686 -2,3040 -1,8300 -1,4786 -1,2752 -1,2033 -1,2269 -1,3332 -1,5414 -1,8756 -2,3185 -2,7901 -3,2008 -3,5234 -3,7828 -3,9831 -4,0802 -4,0297 -3,8363 -3,5464 -3,1986 -2,8019 -2,3681 -1,9413 -1,5726 -1,2647 -0,9599 -0,6022 -0,1976 0,1793 0,3950 0,2862 -0,2565 -1,1855 -2,2667 -3,1732 -3,6460 -3,6013 -3,1163 -2,3369 -1,4068 -0,4677 0,3090 0,7430 0,7351 0,3425 -0,2492 -0,8359 -1,2956 -1,6234 -1,9093 -2,2799 -2,8158 -3,5007 -4,2536 -5,0092 -5,7477 -6,4440 -6,9975 -7,2341 -6,9979 -6,2440 -5,0456 -3,5485 -1,9520 -0,4750 0,7309 1,6164 2,1775 2,4090 2,3145 1,9320 1,3437 0,6767 0,0805 -0,3264 -0,5134 -0,5489 -0,5487 -0,6169 -0,8325 -1,2414 -1,8158 -2,4232 -2,8566 -2,9194 -2,5270 -1,7611 -0,8217 0,0860 0,8412 1,4105 1,7937 1,9794 1,9410 1,6794 1,2655 0,8074 0,3750 -0,0290 -0,4478 -0,9248 -1,4553 -1,9861 -2,4587 -2,8306 -3,0693 -3,1519 -3,0617 -2,7894 -2,3580 -1,8362 -1,3051 -0,8144 -0,3814 -0,0246 0,2256 0,3603 0,4259 0,5051 0,6648 0,9274 1,2794 1,6914 2,1213 2,5078 2,7860 2,9280 2,9683 2,9763 3,0063 3,0813 3,1878 3,2617 3,2012 2,9247 2,4318 1,8082 1,1638 0,5679 0,0578 -0,3069 -0,4498 -0,3465 -0,0522 0,3383 0,7412 1,1111 1,4322 1,6753 1,7768 1,6741 1,3520 0,8540 0,2793 -0,2222 -0,4943 -0,4551 -0,1388 0,3551 0,9522 1,6402 2,4411 3,3707 4,4121 5,5020 6,5254 7,3441 7,8564 8,0402 7,9558 7,7264 7,5146 7,4684 7,6366 7,9319 8,1912 8,2660 8,0553 7,4856 6,5188 5,2257 3,8180 2,5420 1,5449 0,8538 0,4464 0,3304 0,5591 1,1580 2,0405 3,0012 3,7910 4,2181 4,2208 3,8695 3,2936 2,5948 1,8126 0,9478 0,0138 -0,9252 -1,7751 -2,4599 -2,9040 -2,9876 -2,5934 -1,7126 -0,4851 0,8582 2,0684 2,9171 3,2593 3,1414 2,7998 2,4817 2,2755 2,1081 1,8398 1,3550 0,6264 -0,2657 -1,1669 -1,9168 -2,4380 -2,7768 -3,0287 -3,2303 -3,3440 -3,3303 -3,1974 -2,9855 -2,7463 -2,5358 -2,3765 -2,2191 -1,9805 -1,6495 -1,3522 -1,2925 -1,6186 -2,3468 -3,3743 -4,5294 -5,6479 -6,6351 -7,4348 -7,9727 -8,1812 -8,0465 -7,5996 -6,9108
Fz    -2,7027 -2,3031 -1,8352 -1,3287 -0,8153 -0,3265 0,1138 0,4910 0,7882 0,9842 1,0719 1,0682 1,0012 0,8922 0,7486 0,5686 0,3480 0,0869 -0,2056 -0,5132 -0,8138 -1,0834 -1,3030 -1,4662 -1,5848 -1,6831 -1,7802 -1,8735 -1,9384 -1,9403 -1,8535 -1,6699 -1,3912 -1,0199 -0,5614 -0,0305 0,5464 1,1336 1,6936 2,1878 2,5685 2,7804 2,7825 2,5739 2,2012 1,7460 1,3019 0,9495 0,7344 0,6608 0,6992 0,7930 0,8661 0,8464 0,6967 0,4253 0,0747 -0,3006 -0,6548 -0,9656 -1,2334 -1,4629 -1,6529 -1,8045 -1,9218 -1,9953 -1,9985 -1,9084 -1,7266 -1,4838 -1,2299 -1,0152 -0,8691 -0,7907 -0,7584 -0,7426 -0,7141 -0,6614 -0,6035 -0,5736 -0,5868 -0,6297 -0,6792 -0,7255 -0,7765 -0,8484 -0,9443 -1,0406 -1,0983 -1,0927 -1,0319 -0,9528 -0,8944 -0,8721 -0,8805 -0,9163 -0,9841 -1,0825 -1,1978 -1,3118 -1,4085 -1,4730 -1,4907 -1,4550 -1,3766 -1,2744 -1,1533 -0,9997 -0,8033 -0,5729 -0,3298 -0,1031 0,0646 0,1269 0,0634 -0,1013 -0,3156 -0,5368 -0,7514 -0,9667 -1,1894 -1,4125 -1,6083 -1,7307 -1,7420 -1,6476 -1,4942 -1,3305 -1,1697 -0,9896 -0,7594 -0,4587 -0,0838 0,3505 0,8199 1,3055 1,7936 2,2663 2,7018 3,0824 3,3982 3,6499 3,8471 4,0010 4,1185 4,1967 4,2147 4,1370 3,9328 3,5911 3,1238 2,5625 1,9563 1,3663 0,8500 0,4415 0,1409 -0,0728 -0,2114 -0,2558 -0,1596 0,1335 0,6620 1,4116 2,3080 3,2479 4,1381 4,9142 5,5445 6,0229 6,3591 6,5669 6,6540 6,6241 6,4877 6,2678 5,9972 5,7145 5,4592 5,2631 5,1397 5,0811 5,0621 5,0421 4,9731 4,8205 4,5785 4,2603 3,8819 3,4579 3,0043 2,5399 2,0915 1,6899 1,3513 1,0690 0,8319 0,6364 0,4819 0,3706 0,3095 0,3000 0,3309 0,3858 0,4500 0,5095 0,5511 0,5655 0,5508 0,5145 0,4679 0,4151 0,3460 0,2401 0,0774 -0,1460 -0,4052 -0,6507 -0,8362 -0,9497 -1,0205 -1,0920 -1,1882 -1,3094 -1,4475 -1,5919 -1,7378 -1,9006 -2,1075 -2,3650 -2,6423 -2,8898 -3,0742 -3,2004 -3,2958 -3,3708 -3,3951 -3,3227 -3,1356 -2,8565 -2,5276 -2,1864 -1,8515 -1,5217 -1,1898 -0,8514 -0,5038 -0,1465 0,2160 0,5715 0,9008 1,1764 1,3638 1,4354 1,3912 1,2623 1,0866 0,8812 0,6475 0,3906 0,1218 -0,1468 -0,3943 -0,5879 -0,6945 -0,6914 -0,5765 -0,3794 -0,1631 -0,0013 0,0612 0,0314 -0,0482 -0,1281 -0,1710 -0,1682 -0,1467 -0,1527 -0,2215 -0,3635 -0,5604 -0,7603 -0,8863 -0,8720 -0,6949 -0,3746 0,0515 0,5361 1,0211 1,4493 1,7875 2,0354 2,2144 2,3486 2,4549 2,5448 2,6219 2,6686 2,6450 2,5149 2,2753 1,9650 1,6575 1,4318 1,3323 1,3527 1,4464 1,5489 1,6061 1,5943 1,5220 1,4184 1,3166 1,2444 1,2242 1,2662 1,3550 1,4510 1,5098 1,4999 1,4166 1,2864 1,1556 1,0710 1,0585 1,1042 1,1610 1,1801 1,1379 1,0465 0,9475 0,8905 0,9142 1,0394 1,2655 1,5663 1,8969 2,2086 2,4626 2,6388 2,7409 2,7943 2,8429 2,9399 3,1240 3,3933 3,7061 4,0131 4,2906 4,5454 4,7826 4,9780 5,0929 5,1092 5,0370 4,9004 4,7238 4,5260 4,3223 4,1318 3,9748 3,8569 3,7646 3,6804 3,5969 3,5100 3,4100 3,2914 3,1673 3,0671 3,0174 3,0245 3,0717 3,1326 3,1886 3,2314 3,2558 3,2609 3,2557 3,2568 3,2794 3,3309 3,4128 3,5185 3,6309 3,7249 3,7763 3,7749 3,7338 3,6799 3,6279 3,5643 3,4601 3,2946 3,0638 2,7779 2,4555 2,1178 1,7811 1,4484 1,1097 0,7581 0,4047 0,0752 -0,2004 -0,3942 -0,4816 -0,4407 -0,2583 0,0611 0,4973 1,0192 1,5751 2,0986 2,5412 2,8903 3,1526 3,3351 3,4445 3,4864 3,4571 3,3460 3,1504 2,8872 2,5926 2,3118 2,0793 1,9051 1,7808 1,6961 1,6498 1,6548 1,7372 1,9223 2,2170 2,5987 3,0173 3,4098 3,7233 3,9334 4,0438 4,0713 4,0306 3,9384 3,8173 3,6824 3,5316 3,3589 3,1690 2,9812 2,8285 2,7494 2,7740 2,9095 3,1308 3,3896 3,6402 3,8516 4,0004 4,0727 4,0778 4,0452 4,0010 3,9481 3,8743 3,7763 3,6718 3,5899 3,5528 3,5655 3,6146 3,6788 3,7446 3,8139 3,9021 4,0327 4,2203 4,4491 4,6693 4,8190 4,8562 4,7735 4,5887 4,3256 4,0105 3,6803 3,3746 3,1176 2,9159 2,7777 2,7111 2,7022 2,7108 2,6920 2,6181 2,4843 2,2993 2,0773 1,8397 1,6181 1,4490 1,3628 1,3763 1,4963 1,7275 2,0712 2,5169 3,0410 3,6090 4,1792 4,7090 5,1632 5,5205 5,7736 5,9173 5,9470 5,8682 5,7014 5,4758 5,2247 4,9883 4,8106 4,7194 4,7081 4,7425 4,7843 4,8096 4,8056 4,7567 4,6543 4,5147 4,3659 4,2217 4,0789 3,9317 3,7873 3,6677 3,5964 3,5880 3,6437 3,7456 3,8623 3,9658 4,0426 4,0871 4,0876 4,0239 3,8792 3,6588 3,3989 3,1499 2,9498 2,8168 2,7614 2,7867 2,8795 3,0066 3,1267 3,2010 3,1916 3,0699 2,8424 2,5481 2,2197 1,8627 1,4716 1,0491 0,6154 0,2104 -0,1227 -0,3631 -0,5207 -0,6296 -0,7406 -0,9027 -1,1389 -1,4340 -1,7452 -2,0199 -2,2111 -2,3007 -2,3181 -2,3236 -2,3610 -2,4333 -2,5267 -2,6461 -2,8158 -3,0535 -3,3594 -3,7263 -4,1473 -4,6171 -5,1244 -5,6340 -6,0875 -6,4390 -6,6850 -6,8545 -6,9782
F3    -2,1029 -1,6976 -1,3140 -0,9701 -0,6772 -0,4401 -0,2506 -0,0897 0,0548 0,1819 0,2909 0,3828 0,4457 0,4500 0,3621 0,1623 -0,1461 -0,5365 -0,9688 -1,4000 -1,7843 -2,0741 -2,2272 -2,2205 -2,0717 -1,8410 -1,6040 -1,4176 -1,2982 -1,2176 -1,1243 -0,9769 -0,7585 -0,4665 -0,1030 0,3211 0,7847 1,2609 1,7236 2,1485 2,5049 2,7518 2,8502 2,7872 2,5917 2,3265 2,0657 1,8674 1,7539 1,7105 1,6909 1,6262 1,4456 1,1114 0,6474 0,1374 -0,3130 -0,6291 -0,8041 -0,9015 -1,0161 -1,2078 -1,4642 -1,7247 -1,9211 -1,9982 -1,9289 -1,7305 -1,4568 -1,1697 -0,9172 -0,7281 -0,6100 -0,5472 -0,5082 -0,4593 -0,3757 -0,2551 -0,1219 -0,0086 0,0698 0,1146 0,1251 0,0941 0,0141 -0,1250 -0,3301 -0,5849 -0,8476 -1,0730 -1,2394 -1,3552 -1,4418 -1,5112 -1,5649 -1,6078 -1,6473 -1,6806 -1,6965 -1,6851 -1,6402 -1,5575 -1,4375 -1,2938 -1,1560 -1,0516 -0,9794 -0,9074 -0,8003 -0,6399 -0,4274 -0,1886 0,0200 0,1314 0,1095 -0,0312 -0,2454 -0,4932 -0,7605 -1,0520 -1,3700 -1,6986 -1,9949 -2,1903 -2,2282 -2,1137 -1,9154 -1,7094 -1,5251 -1,3386 -1,1018 -0,7737 -0,3404 0,1785 0,7426 1,3142 1,8678 2,3853 2,8520 3,2600 3,6115 3,9153 4,1732 4,3687 4,4746 4,4705 4,3501 4,1171 3,7810 3,3550 2,8527 2,2868 1,6786 1,0687 0,5039 0,0123 -0,4104 -0,7819 -1,0922 -1,2860 -1,2876 -1,0301 -0,4757 0,3602 1,3987 2,5208 3,5979 4,5097 5,1665 5,5340 5,6377 5,5382 5,2986 4,9725 4,6130 4,2774 4,0175 3,8686 3,8449 3,9329 4,0876 4,2500 4,3718 4,4138 4,3352 4,1087 3,7444 3,2850 2,7806 2,2709 1,7809 1,3256 0,9187 0,5740 0,2979 0,0883 -0,0531 -0,1202 -0,1147 -0,0516 0,0429 0,1366 0,2029 0,2356 0,2519 0,2736 0,3020 0,3105 0,2631 0,1433 -0,0356 -0,2465 -0,4675 -0,6870 -0,8963 -1,0838 -1,2331 -1,3247 -1,3428 -1,2921 -1,2070 -1,1337 -1,1040 -1,1321 -1,2223 -1,3688 -1,5633 -1,8145 -2,1447 -2,5561 -3,0032 -3,4056 -3,6965 -3,8638 -3,9448 -3,9821 -3,9822 -3,9182 -3,7675 -3,5345 -3,2447 -2,9258 -2,5890 -2,2264 -1,8300 -1,4081 -0,9802 -0,5626 -0,1662 0,1927 0,4849 0,6770 0,7460 0,6920 0,5507 0,3841 0,2423 0,1320 0,0304 -0,0829 -0,2205 -0,3824 -0,5358 -0,6219 -0,5983 -0,4698 -0,2841 -0,1062 0,0084 0,0306 -0,0310 -0,1344 -0,2299 -0,2838 -0,2842 -0,2455 -0,2118 -0,2383 -0,3624 -0,5875 -0,8795 -1,1643 -1,3426 -1,3369 -1,1323 -0,7715 -0,3193 0,1583 0,5995 0,9593 1,2248 1,4183 1,5822 1,7542 1,9485 2,1560 2,3533 2,5032 2,5608 2,4990 2,3222 2,0631 1,7862 1,5743 1,4764 1,4763 1,5103 1,5049 1,4092 1,2159 0,9593 0,6929 0,4652 0,3140 0,2703 0,3465 0,5184 0,7335 0,9338 1,0585 1,0528 0,9050 0,6686 0,4398 0,3020 0,2804 0,3405 0,4246 0,4883 0,5140 0,5082 0,4932 0,5029 0,5750 0,7318 0,9581 1,2033 1,4134 1,5587 1,6345 1,6463 1,6059 1,5485 1,5378 1,6359 1,8622 2,1867 2,5609 2,9506 3,3445 3,7318 4,0808 4,3466 4,4935 4,5096 4,4137 4,2476 4,0492 3,8362 3,6141 3,3933 3,1899 3,0184 2,8938 2,8328 2,8368 2,8785 2,9162 2,9262 2,9125 2,8865 2,8486 2,7952 2,7350 2,6908 2,6836 2,7176 2,7783 2,8394 2,8758 2,8761 2,8496 2,8200 2,8063 2,8080 2,8109 2,8065 2,8029 2,8178 2,8602 2,9195 2,9647 2,9599 2,8850 2,7424 2,5450 2,3022 2,0130 1,6746 1,2864 0,8517 0,3864 -0,0740 -0,4858 -0,8119 -1,0218 -1,0866 -0,9843 -0,7153 -0,3054 0,2103 0,7931 1,3822 1,8978 2,2857 2,5450 2,7083 2,8109 2,8768 2,9072 2,8745 2,7415 2,4967 2,1675 1,8099 1,4865 1,2329 1,0368 0,8596 0,6707 0,4616 0,2492 0,0798 0,0165 0,1079 0,3605 0,7329 1,1573 1,5738 1,9510 2,2824 2,5638 2,7713 2,8726 2,8524 2,7132 2,4674 2,1464 1,8038 1,5032 1,3044 1,2506 1,3494 1,5631 1,8160 2,0249 2,1383 2,1459 2,0578 1,8944 1,6912 1,4916 1,3225 1,1831 1,0628 0,9637 0,9021 0,8922 0,9367 1,0288 1,1615 1,3350 1,5595 1,8522 2,2317 2,7019 3,2299 3,7389 4,1337 4,3428 4,3427 4,1454 3,7750 3,2647 2,6702 2,0640 1,5052 1,0183 0,6086 0,2940 0,0991 0,0203 0,0169 0,0380 0,0487 0,0331 -0,0177 -0,1122 -0,2471 -0,3907 -0,4851 -0,4748 -0,3356 -0,0809 0,2560 0,6385 1,0369 1,4350 1,8289 2,2210 2,6104 2,9851 3,3286 3,6244 3,8428 3,9419 3,8929 3,6958 3,3752 2,9777 2,5780 2,2652 2,1003 2,0832 2,1570 2,2429 2,2834 2,2535 2,1430 1,9565 1,7204 1,4602 1,1744 0,8434 0,4594 0,0526 -0,3100 -0,5505 -0,6125 -0,4892 -0,2351 0,0610 0,3280 0,5430 0,7163 0,8549 0,9459 0,9657 0,9005 0,7613 0,5758 0,3696 0,1642 -0,0153 -0,1502 -0,2414 -0,3029 -0,3480 -0,3871 -0,4412 -0,5413 -0,7020 -0,9125 -1,1627 -1,4546 -1,7881 -2,1556 -2,5428 -2,9206 -3,2474 -3,4954 -3,6674 -3,7948 -3,9289 -4,1223 -4,3944 -4,7129 -5,0131 -5,2324 -5,3376 -5,3449 -5,3259 -5,3758 -5,5544 -5,8526 -6,2145 -6,5805 -6,9038 -7,1462 -7,2928 -7,3728 -7,4505 -7,5943 -7,8431 -8,1824 -8,5568 -8,9185 -9,2514 -9,5465 -9,7791
F7    -1,5673 -1,5532 -1,5025 -1,3686 -1,1149 -0,7308 -0,2301 0,3424 0,8961 1,3114 1,4947 1,4142 1,0922 0,5879 -0,0069 -0,5863 -1,0630 -1,3870 -1,5551 -1,6106 -1,6176 -1,6250 -1,6441 -1,6544 -1,6315 -1,5619 -1,4345 -1,2350 -0,9546 -0,6008 -0,1982 0,2169 0,6113 0,9693 1,2890 1,5717 1,8157 2,0127 2,1534 2,2293 2,2204 2,0954 1,8308 1,4314 0,9389 0,4304 0,0046 -0,2431 -0,2533 -0,0301 0,3577 0,8033 1,1926 1,4350 1,4896 1,3689 1,1155 0,7757 0,3877 -0,0263 -0,4568 -0,8880 -1,2926 -1,6483 -1,9341 -2,1117 -2,1318 -1,9604 -1,5996 -1,1020 -0,5704 -0,1259 0,1369 0,1825 0,0526 -0,1398 -0,2604 -0,2216 -0,0180 0,2894 0,6185 0,8999 1,0817 1,1359 1,0667 0,8978 0,6549 0,3654 0,0595 -0,2348 -0,4987 -0,7222 -0,8856 -0,9438 -0,8518 -0,6172 -0,3098 -0,0175 0,1971 0,3153 0,3578 0,3550 0,3149 0,2251 0,0837 -0,0791 -0,2077 -0,2480 -0,1802 -0,0293 0,1501 0,2859 0,2970 0,1252 -0,2273 -0,6969 -1,1983 -1,6666 -2,0756 -2,4222 -2,6968 -2,8717 -2,9090 -2,7749 -2,4651 -2,0336 -1,5766 -1,1731 -0,8370 -0,5240 -0,1729 0,2529 0,7405 1,2306 1,6538 1,9758 2,2027 2,3566 2,4661 2,5703 2,7081 2,9006 3,1463 3,4206 3,6778 3,8586 3,9104 3,8074 3,5501 3,1533 2,6377 2,0273 1,3623 0,7136 0,1725 -0,1865 -0,3439 -0,3437 -0,2548 -0,1203 0,0659 0,3470 0,7715 1,3540 2,0546 2,7906 3,4632 3,9848 4,3024 4,4125 4,3551 4,1884 3,9635 3,7173 3,4801 3,2819 3,1497 3,0965 3,1074 3,1370 3,1326 3,0723 2,9767 2,8831 2,8109 2,7466 2,6528 2,4902 2,2356 1,8935 1,4978 1,1052 0,7821 0,5828 0,5210 0,5643 0,6591 0,7546 0,8135 0,8219 0,7915 0,7517 0,7378 0,7800 0,8938 1,0719 1,2866 1,5007 1,6826 1,8127 1,8776 1,8655 1,7728 1,6100 1,3951 1,1413 0,8569 0,5563 0,2598 -0,0286 -0,3323 -0,6754 -1,0475 -1,4069 -1,7046 -1,8967 -1,9587 -1,9115 -1,8255 -1,7738 -1,7800 -1,8205 -1,8782 -1,9780 -2,1619 -2,4320 -2,7240 -2,9403 -3,0093 -2,9139 -2,6822 -2,3657 -2,0128 -1,6562 -1,3251 -1,0521 -0,8602 -0,7494 -0,7000 -0,6829 -0,6717 -0,6556 -0,6460 -0,6653 -0,7198 -0,7863 -0,8309 -0,8387 -0,8187 -0,7863 -0,7536 -0,7254 -0,6846 -0,5902 -0,4034 -0,1215 0,2039 0,4741 0,5806 0,4603 0,1280 -0,3363 -0,8305 -1,2690 -1,5975 -1,7924 -1,8571 -1,8175 -1,7154 -1,5970 -1,4908 -1,3901 -1,2617 -1,0746 -0,8204 -0,5078 -0,1480 0,2368 0,5932 0,8448 0,9282 0,8258 0,5705 0,2300 -0,1155 -0,3940 -0,5619 -0,6221 -0,6196 -0,6069 -0,6085 -0,6086 -0,5623 -0,4282 -0,2040 0,0652 0,3071 0,4501 0,4441 0,2696 -0,0615 -0,5151 -1,0443 -1,5829 -2,0401 -2,3305 -2,4207 -2,3443 -2,1808 -2,0274 -1,9631 -2,0200 -2,1748 -2,3635 -2,5182 -2,6059 -2,6349 -2,6327 -2,6290 -2,6527 -2,7329 -2,8897 -3,1116 -3,3392 -3,4829 -3,4709 -3,2953 -3,0191 -2,7334 -2,4968 -2,3155 -2,1663 -2,0174 -1,8311 -1,5708 -1,2267 -0,8360 -0,4688 -0,1830 0,0081 0,1221 0,1793 0,1972 0,1941 0,1786 0,1431 0,0757 -0,0272 -0,1542 -0,2808 -0,3923 -0,5030 -0,6368 -0,7886 -0,9240 -1,0190 -1,0840 -1,1418 -1,1897 -1,1936 -1,1217 -0,9712 -0,7622 -0,5116 -0,2187 0,1215 0,4935 0,8497 1,1193 1,2360 1,1704 0,9478 0,6446 0,3582 0,1616 0,0792 0,0983 0,1958 0,3556 0,5634 0,7847 0,9564 1,0162 0,9453 0,7746 0,5521 0,3057 0,0294 -0,3021 -0,7051 -1,1640 -1,6317 -2,0608 -2,4391 -2,7861 -3,1103 -3,3726 -3,4922 -3,3913 -3,0390 -2,4566 -1,6988 -0,8488 -0,0120 0,7196 1,2889 1,6679 1,8531 1,8684 1,7557 1,5633 1,3421 1,1366 0,9620 0,7972 0,6106 0,3875 0,1311 -0,1523 -0,4588 -0,7769 -1,0698 -1,2694 -1,3012 -1,1300 -0,7872 -0,3565 0,0694 0,4310 0,7143 0,9315 1,0903 1,1773 1,1763 1,0979 0,9695 0,8046 0,5999 0,3501 0,0606 -0,2427 -0,5195 -0,7358 -0,8787 -0,9593 -1,0031 -1,0265 -1,0246 -0,9858 -0,9077 -0,7948 -0,6556 -0,5108 -0,3903 -0,3103 -0,2521 -0,1676 -0,0067 0,2521 0,5918 0,9744 1,3627 1,7277 2,0431 2,2821 2,4276 2,4874 2,4894 2,4636 2,4379 2,4360 2,4570 2,4592 2,3820 2,1926 1,9081 1,5727 1,2312 0,9345 0,7500 0,7286 0,8535 1,0438 1,2057 1,2734 1,2256 1,0853 0,8981 0,6975 0,4889 0,2646 0,0243 -0,2091 -0,3843 -0,4382 -0,3332 -0,0823 0,2677 0,6717 1,1077 1,5749 2,0754 2,5999 3,1244 3,6076 3,9966 4,2499 4,3594 4,3546 4,2952 4,2575 4,3012 4,4302 4,5864 4,6831 4,6444 4,4217 3,9923 3,3625 2,5917 1,8003 1,1156 0,6024 0,2520 0,0286 -0,0752 -0,0305 0,1855 0,5481 0,9820 1,3851 1,6683 1,7928 1,7736 1,6460 1,4312 1,1282 0,7319 0,2602 -0,2294 -0,6614 -0,9803 -1,1524 -1,1433 -0,9348 -0,5654 -0,1322 0,2583 0,5343 0,6607 0,6318 0,4901 0,3189 0,1812 0,0758 -0,0481 -0,2568 -0,5956 -1,0522 -1,5560 -2,0196 -2,3808 -2,6270 -2,8021 -2,9716 -3,1642 -3,3528 -3,4907 -3,5506 -3,5349 -3,4765 -3,4315 -3,4469 -3,5261 -3,6357 -3,7553 -3,9133 -4,1599 -4,5138 -4,9467 -5,4010 -5,8121 -6,1396 -6,3881 -6,5769 -6,7028 -6,7532 -6,7342 -6,6688 -6,5890
