Fp1   -1,5491 -1,2379 -0,7885 -0,3142 0,1110 0,5012 0,8963 1,2708 1,5215 1,5423 1,3081 0,9029 0,4802 0,1733 0,0008 -0,1438 -0,3937 -0,7980 -1,3023 -1,8052 -2,2217 -2,5019 -2,6108 -2,5160 -2,2091 -1,7291 -1,1544 -0,5713 -0,0435 0,4065 0,8029 1,2036 1,6500 2,1013 2,4314 2,5165 2,3287 1,9386 1,4435 0,9138 0,4017 -0,0320 -0,3276 -0,4621 -0,4645 -0,3938 -0,3116 -0,2680 -0,2943 -0,4024 -0,5946 -0,8593 -1,1577 -1,4395 -1,6731 -1,8484 -1,9620 -2,0103 -1,9856 -1,8800 -1,6862 -1,3984 -1,0356 -0,6585 -0,3413 -0,1170 0,0598 0,2970 0,6875 1,2347 1,8525 2,4301 2,8902 3,2115 3,4313 3,6264 3,8690 4,1778 4,4957 4,7183 4,7589 4,5940 4,2564 3,7982 3,2550 2,6368 1,9513 1,2265 0,5128 -0,1253 -0,6293 -0,9837 -1,2354 -1,4614 -1,6941 -1,8738 -1,8879 -1,6475 -1,1224 -0,3397 0,6126 1,5981 2,4778 3,1461 3,5434 3,6750 3,6131 3,4462 3,2315 3,0127 2,8575 2,8391 2,9868 3,2866 3,7263 4,3029 4,9850 5,7011 6,3618 6,8792 7,1788 7,2098 6,9489 6,4121 5,6776 4,8902 4,2285 3,8526 3,8608 4,2664 5,0039 5,9612 7,0250 8,1287 9,2767 10,5163 11,8702 13,2889 14,6691 15,9075 16,9367 17,7379 18,3403 18,8023 19,1781 19,5031 19,7948 20,0461 20,2283 20,3239 20,3416 20,2826 20,1099 19,7784 19,2823 18,6526 17,9203 17,1041 16,2164 15,2507 14,1761 12,9789 11,7114 10,4809 9,3955 8,5221 7,8802 7,4468 7,1505 6,8866 6,5707 6,1888 5,7883 5,4204 5,0912 4,7640 4,4056 4,0348 3,7241 3,5539 3,5604 3,7163 3,9616 4,2473 4,5483 4,8539 5,1577 5,4470 5,6931 5,8568 5,9086 5,8549 5,7421 5,6235 5,5181 5,3941 5,1827 4,8135 4,2457 3,4870 2,6097 1,7391 0,9919 0,4170 -0,0013 -0,3014 -0,5281 -0,7458 -1,0312 -1,4374 -1,9568 -2,5045 -2,9413 -3,1353 -3,0143 -2,5798 -1,9057 -1,1275 -0,3961 0,1825 0,5662 0,7538 0,7662 0,6586 0,5243 0,4475 0,4446 0,4635 0,4323 0,2902 -0,0165 -0,5248 -1,2216 -2,0369 -2,8743 -3,6409 -4,2600 -4,6790 -4,8742 -4,8611 -4,7080 -4,5164 -4,3718 -4,3101 -4,3168 -4,3338 -4,2658 -3,9999 -3,4458 -2,5815 -1,4780 -0,2806 0,8583 1,8426 2,6408 3,2522 3,6863 3,9671 4,1300 4,1908 4,1251 3,8889 3,4538 2,8212 2,0264 1,1462 0,2919 -0,4201 -0,9145 -1,1866 -1,2787 -1,2339 -1,0849 -0,8652 -0,6029 -0,3074 0,0240 0,3983 0,8305 1,3379 1,9209 2,5689 3,2743 4,0070 4,6839 5,2030 5,5031 5,5822 5,4861 5,3014 5,1338 5,0686 5,1483 5,3776 5,7422 6,2206 6,7728 7,3234 7,7797 8,0691 8,1486 7,9968 7,6297 7,1115 6,5350 5,9910 5,5370 5,1680 4,8246 4,4362 3,9608 3,4082 2,8492 2,3898 2,1106 2,0186 2,0507 2,1250 2,1896 2,2380 2,3022 2,4268 2,6281 2,8877 3,1873 3,5298 3,9217 4,3598 4,8376 5,3428 5,8451 6,2939 6,6294 6,8145 6,8740 6,8860 6,9200 6,9885 7,0442 7,0102 6,8323 6,5112 6,0765 5,5483 4,9412 4,2920 3,6686 3,1369 2,7042 2,3130 1,9063 1,4873 1,1088 0,8311 0,7067 0,7788 1,0666 1,5573 2,2176 3,0011 3,8458 4,6756 5,4098 5,9757 6,3266 6,4595 6,4208 6,2799 6,0946 5,9042 5,7384 5,6129 5,5304 5,4907 5,4781 5,4286 5,2283 4,7636 3,9878 2,9576 1,8186 0,7538 -0,0728 -0,5607 -0,6977 -0,5303 -0,1005 0,5554 1,3388 2,0792 2,6322 2,9709 3,1645 3,2811 3,3237 3,2436 2,9938 2,5822 2,1021 1,7080 1,5471 1,6901 2,0904 2,5881 2,9711 3,0684 2,8192 2,2836 1,6023 0,9366 0,4150 0,1002 -0,0123 0,0271 0,1495 0,2957 0,4398 0,5934 0,7811 1,0033 1,2236 1,4041 1,5451 1,6772 1,8182 1,9499 2,0381 2,0708 2,0733 2,0854 2,1227 2,1665 2,1967 2,2059 2,1734 2,0648 1,8734 1,6330 1,3858 1,1484 0,9052 0,6419 0,3952 0,2604 0,3384 0,6692 1,2000 1,8043 2,3392 2,7016 2,8553 2,8329 2,7159 2,5946 2,5404 2,5949 2,7473 2,9084 2,9284 2,6725 2,1118 1,3479 0,5591 -0,0790 -0,4508 -0,5080 -0,2402 0,3262 1,0942 1,9026 2,5961 3,0898 3,3696 3,4628 3,4353 3,3838 3,3918 3,4949 3,6891 3,9447 4,2225 4,4936 4,7359 4,9173 5,0158 5,0581 5,1079 5,2077 5,3519 5,5126 5,6604 5,7652 5,8063 5,7840 5,7065 5,5672 5,3562 5,0961 4,8408 4,6270 4,4384 4,2239 3,9422 3,5846 3,1670 2,7170 2,2760 1,8999 1,6378 1,5085 1,4962 1,5630 1,6612 1,7543 1,8426 1,9632 2,1632 2,4727 2,8914 3,3817 3,8831 4,3565 4,8087 5,2600 5,7047 6,1155 6,4594 6,7016 6,8177 6,8137 6,7183 6,5551 6,3297 6,0485 5,7423 5,4664 5,2819 5,2241 5,2752 5,3771 5,4787 5,5610 5,6238 5,6616 5,6559 5,5891 5,4575 5,2611 4,9914 4,6517 4,2977 4,0342 3,9409 3,9974 4,0972 4,1310 4,0491 3,8664 3,6329 3,3946 3,1704 2,9460 2,6759 2,3082 1,8276 1,2594 0,6387 0,0051 -0,5780 -1,0440 -1,3647 -1,5465 -1,6014 -1,5504 -1,4372 -1,3218 -1,2615 -1,2873 -1,4032 -1,6038 -1,8610 -2,1001 -2,2234 -2,1776 -2,0035 -1,8142 -1,7183 -1,7595 -1,9127 -2,1108 -2,2775 -2,3474 -2,2726 -2,0230 -1,5924 -1,0116 -0,3621 0,2255 0,6150 0,7400
Fz    0,0466 0,0977 0,1508 0,1643 0,1383 0,1331 0,2189 0,4127 0,6614 0,8781 0,9946 0,9951 0,9170 0,8165 0,7161 0,5844 0,3709 0,0521 -0,3547 -0,8047 -1,2440 -1,6187 -1,8773 -1,9783 -1,9041 -1,6652 -1,2943 -0,8344 -0,3311 0,1742 0,6557 1,1081 1,5247 1,8598 2,0257 1,9479 1,6222 1,1188 0,5390 -0,0247 -0,5023 -0,8476 -1,0419 -1,0956 -1,0373 -0,8995 -0,7112 -0,4975 -0,2798 -0,0806 0,0765 0,1794 0,2392 0,2748 0,2923 0,2934 0,2932 0,3158 0,3801 0,4980 0,6827 0,9436 1,2618 1,5760 1,8075 1,9059 1,8839 1,8130 1,7794 1,8365 1,9939 2,2391 2,5604 2,9551 3,4262 3,9676 4,5452 5,0888 5,5026 5,6976 5,6327 5,3345 4,8763 4,3332 3,7505 3,1464 2,5403 1,9699 1,4818 1,1149 0,8850 0,7780 0,7550 0,7708 0,8039 0,8738 1,0245 1,2884 1,6742 2,1672 2,7222 3,2663 3,7273 4,0620 4,2641 4,3629 4,4102 4,4504 4,4997 4,5567 4,6221 4,6955 4,7639 4,8109 4,8315 4,8248 4,7744 4,6513 4,4281 4,0835 3,6042 2,9887 2,2503 1,4259 0,5904 -0,1419 -0,6429 -0,8090 -0,5913 -0,0092 0,8523 1,8646 2,8958 3,8626 4,7588 5,6319 6,5304 7,4766 8,4749 9,5248 10,6211 11,7584 12,9394 14,1651 15,4067 16,6016 17,6769 18,5706 19,2410 19,6801 19,9113 19,9622 19,8436 19,5615 19,1333 18,5822 17,9238 17,1671 16,3228 15,4019 14,4149 13,3890 12,3813 11,4667 10,7132 10,1646 9,8325 9,6914 9,6722 9,6742 9,6095 9,4514 9,2353 9,0118 8,8054 8,6156 8,4413 8,3004 8,2251 8,2385 8,3359 8,4885 8,6690 8,8717 9,1074 9,3890 9,7216 10,0940 10,4750 10,8190 11,0793 11,2260 11,2571 11,1914 11,0454 10,8152 10,4737 9,9844 9,3198 8,4842 7,5315 6,5550 5,6504 4,8807 4,2713 3,8214 3,5062 3,2724 3,0534 2,8000 2,5032 2,2046 1,9879 1,9375 2,0929 2,4346 2,8942 3,3743 3,7857 4,0851 4,2701 4,3377 4,2635 4,0264 3,6420 3,1619 2,6403 2,1120 1,5951 1,0961 0,6048 0,1032 -0,4106 -0,9148 -1,3764 -1,7577 -2,0165 -2,1097 -2,0037 -1,6977 -1,2458 -0,7482 -0,3134 -0,0271 0,0653 -0,0279 -0,2341 -0,4299 -0,4868 -0,3237 0,0636 0,6101 1,2218 1,8195 2,3587 2,8246 3,2173 3,5420 3,7990 3,9738 4,0316 3,9296 3,6373 3,1451 2,4678 1,6530 0,7841 -0,0351 -0,7131 -1,1998 -1,4908 -1,6113 -1,6026 -1,5076 -1,3492 -1,1221 -0,8086 -0,3956 0,1230 0,7472 1,4628 2,2435 3,0572 3,8558 4,5670 5,1176 5,4671 5,6187 5,6158 5,5301 5,4317 5,3567 5,3037 5,2621 5,2350 5,2321 5,2441 5,2310 5,1400 4,9328 4,5937 4,1253 3,5547 2,9363 2,3377 1,8204 1,4245 1,1542 0,9781 0,8490 0,7232 0,5702 0,3831 0,1782 -0,0182 -0,1867 -0,3203 -0,4185 -0,4745 -0,4729 -0,3946 -0,2273 0,0234 0,3400 0,7148 1,1595 1,6890 2,3011 2,9709 3,6558 4,3031 4,8566 5,2635 5,4921 5,5582 5,5261 5,4696 5,4298 5,4034 5,3637 5,2920 5,1847 5,0302 4,7972 4,4586 4,0232 3,5440 3,0919 2,7141 2,4196 2,2017 2,0603 1,9970 2,0022 2,0643 2,1860 2,3837 2,6718 3,0492 3,4954 3,9738 4,4387 4,8460 5,1679 5,4085 5,6033 5,7982 6,0188 6,2583 6,4917 6,6880 6,8093 6,8211 6,7156 6,5118 6,2284 5,8616 5,3885 4,7909 4,0833 3,3233 2,6041 2,0310 1,6903 1,6217 1,8209 2,2664 2,9204 3,6997 4,4782 5,1460 5,6708 6,0937 6,4673 6,8020 7,0650 7,2154 7,2369 7,1511 7,0051 6,8441 6,6925 6,5502 6,3989 6,2169 5,9938 5,7362 5,4636 5,2020 4,9814 4,8273 4,7460 4,7233 4,7403 4,7848 4,8489 4,9265 5,0165 5,1157 5,2054 5,2538 5,2390 5,1671 5,0633 4,9505 4,8415 4,7495 4,6962 4,7016 4,7684 4,8773 4,9963 5,1018 5,1869 5,2458 5,2670 5,2459 5,1893 5,1001 4,9620 4,7433 4,4266 4,0435 3,6750 3,4082 3,2884 3,3034 3,4049 3,5436 3,6909 3,8442 4,0213 4,2430 4,5098 4,7994 5,0850 5,3437 5,5439 5,6343 5,5572 5,2859 4,8521 4,3411 3,8615 3,5036 3,3125 3,2932 3,4199 3,6332 3,8496 3,9968 4,0453 4,0075 3,9252 3,8659 3,9070 4,0997 4,4490 4,9235 5,4637 5,9917 6,4315 6,7237 6,8269 6,7310 6,4765 6,1416 5,7955 5,4682 5,1631 4,8812 4,6273 4,4108 4,2470 4,1513 4,1271 4,1662 4,2628 4,4178 4,6215 4,8410 5,0328 5,1639 5,2196 5,1946 5,0852 4,8939 4,6351 4,3280 3,9878 3,6279 3,2719 2,9574 2,7315 2,6401 2,7155 2,9691 3,3901 3,9461 4,5817 5,2262 5,8182 6,3229 6,7234 7,0083 7,1823 7,2759 7,3275 7,3619 7,3881 7,4079 7,4201 7,4185 7,3935 7,3388 7,2632 7,1949 7,1671 7,1912 7,2539 7,3349 7,4165 7,4790 7,5031 7,4770 7,3997 7,2800 7,1314 6,9640 6,7817 6,5952 6,4318 6,3177 6,2507 6,1999 6,1342 6,0455 5,9482 5,8589 5,7821 5,7168 5,6600 5,5918 5,4759 5,2863 5,0226 4,6990 4,3388 3,9777 3,6575 3,4102 3,2534 3,1936 3,2203 3,3009 3,3866 3,4236 3,3704 3,2073 2,9359 2,5861 2,2196 1,9057 1,6804 1,5238 1,3817 1,2137 1,0213 0,8336 0,6806 0,5820 0,5526 0,6088 0,7682 1,0443 1,4315 1,8843 2,3161 2,6312 2,7739
F3    -0,3235 -0,1770 -0,0318 0,0769 0,1361 0,1723 0,2309 0,3415 0,4907 0,6251 0,6890 0,6644 0,5811 0,4895 0,4148 0,3396 0,2326 0,0801 -0,1176 -0,3609 -0,6485 -0,9610 -1,2481 -1,4410 -1,4839 -1,3589 -1,0861 -0,7092 -0,2798 0,1605 0,5909 1,0053 1,3877 1,6901 1,8450 1,8113 1,6022 1,2653 0,8485 0,3902 -0,0750 -0,5103 -0,8770 -1,1416 -1,2793 -1,2752 -1,1289 -0,8653 -0,5408 -0,2408 -0,0600 -0,0643 -0,2593 -0,5958 -0,9959 -1,3705 -1,6287 -1,6934 -1,5202 -1,1149 -0,5298 0,1515 0,8169 1,3336 1,5942 1,5739 1,3456 1,0451 0,8098 0,7240 0,8029 1,0148 1,3157 1,6736 2,0740 2,5066 2,9402 3,3038 3,5041 3,4748 3,2141 2,7820 2,2727 1,7765 1,3452 0,9845 0,6730 0,3848 0,1076 -0,1465 -0,3500 -0,4809 -0,5331 -0,5152 -0,4346 -0,2749 -0,0030 0,3987 0,9112 1,4814 2,0326 2,4831 2,7737 2,8816 2,8238 2,6591 2,4759 2,3566 2,3436 2,4395 2,6261 2,8728 3,1396 3,3898 3,6034 3,7712 3,8782 3,8979 3,7944 3,5292 3,0813 2,4683 1,7469 0,9993 0,3210 -0,1885 -0,4497 -0,4291 -0,1436 0,3511 0,9796 1,6719 2,3830 3,1054 3,8708 4,7239 5,6754 6,6850 7,6971 8,6805 9,6322 10,5683 11,5180 12,5039 13,5094 14,4751 15,3295 16,0119 16,4825 16,7413 16,8414 16,8616 16,8596 16,8561 16,8372 16,7501 16,5155 16,0721 15,4102 14,5604 13,5667 12,4850 11,3942 10,3847 9,5262 8,8479 8,3539 8,0496 7,9358 7,9763 8,0936 8,2056 8,2607 8,2395 8,1406 7,9723 7,7485 7,4865 7,2132 6,9714 6,8136 6,7823 6,8977 7,1522 7,5063 7,8964 8,2631 8,5735 8,8239 9,0250 9,1820 9,2819 9,3055 9,2461 9,1102 8,8997 8,6000 8,1860 7,6370 6,9529 6,1705 5,3655 4,6210 3,9857 3,4607 3,0217 2,6412 2,2985 1,9894 1,7299 1,5475 1,4690 1,5087 1,6524 1,8517 2,0509 2,2216 2,3670 2,5039 2,6475 2,7927 2,8950 2,8777 2,6759 2,2836 1,7602 1,1923 0,6547 0,1937 -0,1860 -0,5259 -0,8833 -1,2868 -1,7275 -2,1760 -2,5863 -2,8967 -3,0481 -3,0078 -2,7885 -2,4561 -2,1104 -1,8487 -1,7336 -1,7772 -1,9432 -2,1627 -2,3485 -2,4091 -2,2718 -1,9077 -1,3457 -0,6620 0,0543 0,7349 1,3415 1,8527 2,2539 2,5442 2,7390 2,8524 2,8766 2,7732 2,4811 1,9547 1,2110 0,3408 -0,5251 -1,2659 -1,8088 -2,1453 -2,3195 -2,3973 -2,4270 -2,4098 -2,3022 -2,0477 -1,6072 -0,9651 -0,1320 0,8468 1,8915 2,9041 3,7840 4,4441 4,8335 4,9510 4,8429 4,5928 4,3026 4,0584 3,8991 3,8161 3,7830 3,7845 3,8140 3,8530 3,8652 3,8182 3,6997 3,5088 3,2460 2,9229 2,5709 2,2339 1,9529 1,7470 1,6001 1,4724 1,3276 1,1470 0,9303 0,6888 0,4289 0,1452 -0,1613 -0,4652 -0,7238 -0,8972 -0,9593 -0,8961 -0,7043 -0,3981 -0,0063 0,4376 0,8995 1,3458 1,7558 2,1317 2,4868 2,8264 3,1396 3,4058 3,6113 3,7653 3,8948 4,0242 4,1593 4,2859 4,3811 4,4344 4,4543 4,4472 4,3971 4,2794 4,0925 3,8731 3,6807 3,5639 3,5424 3,6081 3,7253 3,8290 3,8418 3,7136 3,4512 3,1193 2,8203 2,6601 2,7051 2,9542 3,3441 3,7819 4,1822 4,4914 4,6973 4,8256 4,9226 5,0283 5,1609 5,3089 5,4292 5,4706 5,4109 5,2589 5,0256 4,7113 4,3207 3,8769 3,4194 2,9866 2,5988 2,2635 1,9949 1,8165 1,7550 1,8353 2,0592 2,3762 2,6967 2,9551 3,1579 3,3666 3,6336 3,9582 4,2933 4,5818 4,7940 4,9430 5,0666 5,1956 5,3380 5,4752 5,5650 5,5618 5,4475 5,2464 5,0129 4,8038 4,6579 4,5842 4,5591 4,5380 4,4762 4,3371 4,0984 3,7671 3,3879 3,0297 2,7573 2,6084 2,5892 2,6830 2,8569 3,0700 3,2894 3,5033 3,7169 3,9314 4,1303 4,2853 4,3728 4,3898 4,3561 4,2982 4,2319 4,1569 4,0675 3,9603 3,8327 3,6799 3,5050 3,3308 3,1894 3,0934 3,0192 2,9186 2,7533 2,5269 2,2914 2,1241 2,0988 2,2617 2,6085 3,0782 3,5782 4,0204 4,3444 4,5248 4,5702 4,5103 4,3756 4,1814 3,9330 3,6460 3,3611 3,1376 3,0184 2,9912 2,9897 2,9427 2,8239 2,6571 2,4926 2,3870 2,3876 2,5186 2,7859 3,1866 3,7012 4,2825 4,8643 5,3754 5,7525 5,9556 5,9822 5,8620 5,6312 5,3145 4,9362 4,5357 4,1573 3,8317 3,5815 3,4312 3,3971 3,4766 3,6533 3,8962 4,1510 4,3555 4,4753 4,5243 4,5426 4,5485 4,5174 4,4062 4,1856 3,8517 3,4274 2,9612 2,5127 2,1298 1,8331 1,6207 1,4923 1,4714 1,6005 1,9070 2,3656 2,9008 3,4337 3,9245 4,3652 4,7508 5,0818 5,3815 5,6894 6,0341 6,4177 6,8177 7,1945 7,4963 7,6642 7,6511 7,4529 7,1238 6,7532 6,4254 6,1979 6,0953 6,1051 6,1842 6,2821 6,3584 6,3838 6,3361 6,2080 6,0144 5,7885 5,5706 5,3973 5,2803 5,1942 5,0944 4,9536 4,7856 4,6379 4,5619 4,5760 4,6528 4,7369 4,7685 4,7024 4,5252 4,2571 3,9411 3,6277 3,3675 3,2034 3,1591 3,2296 3,3754 3,5260 3,6020 3,5499 3,3610 3,0617 2,6880 2,2667 1,8230 1,3931 1,0110 0,6803 0,3641 0,0146 -0,3779 -0,7656 -1,0653 -1,1962 -1,1138 -0,8280 -0,3977 0,0939 0,5691 0,9748 1,2803 1,4645 1,5150 1,4420
F7    -0,9394 -0,7229 -0,4861 -0,2767 -0,1102 0,0392 0,2084 0,4043 0,5885 0,6979 0,6842 0,5424 0,3137 0,0641 -0,1525 -0,3186 -0,4402 -0,5171 -0,5345 -0,4782 -0,3485 -0,1636 0,0465 0,2499 0,4212 0,5456 0,6169 0,6348 0,6027 0,5289 0,4330 0,3539 0,3325 0,3734 0,4361 0,4713 0,4588 0,4053 0,3192 0,2009 0,0512 -0,1207 -0,2992 -0,4685 -0,6158 -0,7323 -0,8102 -0,8444 -0,8378 -0,8072 -0,7788 -0,7706 -0,7810 -0,8030 -0,8408 -0,9014 -0,9738 -1,0267 -1,0272 -0,9594 -0,8255 -0,6364 -0,4122 -0,1916 -0,0241 0,0575 0,0629 0,0390 0,0334 0,0667 0,1355 0,2313 0,3509 0,4970 0,6764 0,8935 1,1388 1,3822 1,5829 1,7074 1,7419 1,6939 1,5885 1,4526 1,2937 1,0982 0,8540 0,5694 0,2753 0,0094 -0,2091 -0,3922 -0,5678 -0,7533 -0,9330 -1,0551 -1,0596 -0,9145 -0,6259 -0,2279 0,2283 0,6874 1,1065 1,4640 1,7528 1,9672 2,1011 2,1497 2,1166 2,0233 1,9088 1,8153 1,7702 1,7818 1,8442 1,9406 2,0444 2,1286 2,1710 2,1496 2,0478 1,8658 1,6220 1,3421 1,0562 0,8058 0,6437 0,6182 0,7530 1,0336 1,4073 1,8021 2,1567 2,4535 2,7397 3,1102 3,6501 4,3854 5,2814 6,2651 7,2477 8,1591 8,9756 9,7084 10,3669 10,9475 11,4482 11,8733 12,2233 12,4925 12,6739 12,7600 12,7413 12,6184 12,4133 12,1626 11,8992 11,6393 11,3785 11,0922 10,7470 10,3179 9,8006 9,2106 8,5758 7,9279 7,2991 6,7224 6,2192 5,7846 5,4005 5,0663 4,8082 4,6533 4,6004 4,6204 4,6815 4,7690 4,8831 5,0250 5,1851 5,3446 5,4867 5,6042 5,7005 5,7905 5,8947 6,0174 6,1321 6,1938 6,1663 6,0470 5,8753 5,7088 5,5845 5,5004 5,4268 5,3212 5,1430 4,8693 4,5096 4,1047 3,7084 3,3639 3,0913 2,8865 2,7238 2,5625 2,3611 2,0927 1,7607 1,4083 1,1028 0,8988 0,8120 0,8221 0,8920 0,9843 1,0741 1,1592 1,2559 1,3756 1,5054 1,6128 1,6661 1,6496 1,5642 1,4221 1,2409 1,0292 0,7676 0,4167 -0,0473 -0,6118 -1,2364 -1,8634 -2,4224 -2,8461 -3,0935 -3,1608 -3,0757 -2,8823 -2,6308 -2,3702 -2,1375 -1,9483 -1,7921 -1,6302 -1,4062 -1,0723 -0,6149 -0,0577 0,5531 1,1678 1,7469 2,2665 2,7180 3,0982 3,3973 3,5952 3,6661 3,5905 3,3620 2,9823 2,4660 1,8592 1,2435 0,7096 0,3219 0,0980 0,0118 0,0125 0,0439 0,0621 0,0508 0,0282 0,0358 0,1154 0,2949 0,5826 0,9661 1,4195 1,9130 2,4128 2,8781 3,2705 3,5702 3,7801 3,9192 4,0140 4,0850 4,1370 4,1628 4,1574 4,1245 4,0685 3,9851 3,8663 3,7189 3,5701 3,4487 3,3680 3,3294 3,3294 3,3572 3,3937 3,4169 3,4018 3,3204 3,1511 2,8943 2,5786 2,2530 1,9690 1,7632 1,6426 1,5820 1,5383 1,4715 1,3611 1,2113 1,0441 0,8875 0,7747 0,7445 0,8261 1,0211 1,3046 1,6398 1,9893 2,3238 2,6261 2,8860 3,0932 3,2427 3,3427 3,4074 3,4454 3,4591 3,4517 3,4342 3,4182 3,3931 3,3193 3,1593 2,9164 2,6354 2,3663 2,1312 1,9305 1,7714 1,6748 1,6549 1,7037 1,8048 1,9514 2,1456 2,3856 2,6596 2,9535 3,2585 3,5636 3,8411 4,0564 4,1910 4,2507 4,2537 4,2127 4,1313 4,0151 3,8772 3,7242 3,5558 3,3795 3,2102 3,0526 2,8947 2,7172 2,5042 2,2488 1,9578 1,6571 1,3913 1,2073 1,1308 1,1601 1,2839 1,4820 1,7047 1,8782 1,9544 1,9497 1,9274 1,9383 1,9822 2,0243 2,0367 2,0241 2,0201 2,0594 2,1546 2,2959 2,4585 2,6015 2,6741 2,6349 2,4753 2,2226 1,9235 1,6258 1,3679 1,1727 1,0491 0,9953 0,9958 1,0261 1,0703 1,1309 1,2152 1,3204 1,4335 1,5435 1,6468 1,7412 1,8176 1,8624 1,8692 1,8457 1,8079 1,7683 1,7307 1,6917 1,6455 1,5861 1,5071 1,4009 1,2632 1,1007 0,9303 0,7666 0,6143 0,4784 0,3809 0,3589 0,4393 0,6125 0,8319 1,0419 1,2110 1,3375 1,4334 1,5148 1,5987 1,6914 1,7855 1,8723 1,9489 2,0093 2,0341 1,9990 1,9000 1,7668 1,6450 1,5654 1,5315 1,5335 1,5676 1,6377 1,7342 1,8248 1,8748 1,8750 1,8415 1,7966 1,7601 1,7471 1,7614 1,8022 1,8769 1,9983 2,1733 2,3981 2,6552 2,9128 3,1360 3,3059 3,4266 3,5109 3,5627 3,5812 3,5696 3,5338 3,4812 3,4289 3,3983 3,3978 3,4158 3,4330 3,4335 3,3999 3,3082 3,1378 2,8895 2,5940 2,3021 2,0626 1,9032 1,8218 1,7906 1,7739 1,7484 1,7089 1,6597 1,6097 1,5710 1,5556 1,5739 1,6346 1,7409 1,8845 2,0473 2,2174 2,4018 2,6171 2,8693 3,1497 3,4434 3,7353 4,0110 4,2576 4,4637 4,6183 4,7114 4,7362 4,6932 4,5964 4,4768 4,3726 4,3096 4,2950 4,3309 4,4207 4,5594 4,7239 4,8719 4,9537 4,9367 4,8192 4,6237 4,3805 4,1277 3,9146 3,7850 3,7478 3,7685 3,7924 3,7772 3,7109 3,6092 3,5017 3,4199 3,3867 3,4021 3,4398 3,4619 3,4338 3,3318 3,1504 2,9064 2,6240 2,3170 1,9931 1,6675 1,3559 1,0604 0,7735 0,4891 0,2110 -0,0479 -0,2714 -0,4416 -0,5386 -0,5467 -0,4701 -0,3445 -0,2237 -0,1458 -0,1160 -0,1187 -0,1366 -0,1565 -0,1654 -0,1483 -0,0923 0,0084 0,1459 0,2916 0,3983 0,4213 0,3480
