Fp1   -4,7285 -5,0631 -5,0118 -4,6258 -3,9645 -3,1000 -2,1404 -1,2302 -0,4906 0,0584 0,4916 0,8907 1,2761 1,6223 1,9164 2,1714 2,3840 2,5137 2,5147 2,3860 2,2010 2,0793 2,1180 2,3546 2,7739 3,3232 3,9210 4,4570 4,8026 4,8513 4,5702 4,0037 3,2224 2,2817 1,2289 0,1323 -0,9162 -1,8284 -2,5433 -3,0294 -3,2774 -3,2948 -3,1148 -2,8272 -2,5755 -2,4671 -2,4967 -2,5824 -2,6376 -2,6010 -2,4544 -2,2330 -1,9988 -1,7942 -1,6283 -1,5014 -1,4305 -1,4482 -1,5753 -1,7954 -2,0626 -2,3327 -2,5851 -2,8219 -3,0540 -3,2820 -3,4767 -3,5717 -3,4861 -3,1567 -2,5556 -1,7035 -0,6648 0,4842 1,6741 2,8348 3,8873 4,7562 5,4001 5,8334 6,1146 6,2998 6,3987 6,3768 6,1910 5,8068 5,2011 4,3800 3,3991 2,3681 1,4371 0,7534 0,4039 0,3851 0,6372 1,1295 1,8971 2,9609 4,2429 5,5804 6,7749 7,6160 7,9199 7,5944 6,6597 5,1822 3,1971 0,7273 -2,1341 -5,2080 -8,3054 -11,3028 -14,1514 -16,8396 -19,3552 -21,6697 -23,7582 -25,6346 -27,3349 -28,8391 -30,0250 -30,7137 -30,7586 -30,1204 -28,8816 -27,1810 -25,1302 -22,8101 -20,3295 -17,8391 -15,4767 -13,3180 -11,3664 -9,5723 -7,8563 -6,1141 -4,2322 -2,1520 0,0847 2,3791 4,6405 6,7933 8,7720 10,5500 12,1648 13,7074 15,2905 16,9988 18,8300 20,6728 22,3505 23,7065 24,6724 25,2669 25,5439 25,5526 25,3306 24,9053 24,3075 23,5962 22,8503 22,1198 21,3947 20,6328 19,8136 18,9411 18,0060 16,9978 15,9580 14,9836 14,1827 13,6357 13,3730 13,3505 13,4478 13,5153 13,4345 13,1609 12,7509 12,3564 12,1580 12,2696 12,6846 13,2935 13,9432 14,4952 14,8673 15,0301 14,9680 14,6602 14,0934 13,2636 12,1678 10,8091 9,2051 7,3713 5,3225 3,1111 0,8455 -1,3353 -3,2990 -4,9728 -6,3951 -7,6844 -8,9289 -10,1244 -11,2129 -12,1415 -12,8768 -13,3955 -13,6883 -13,7684 -13,6640 -13,4015 -12,9796 -12,3584 -11,4996 -10,4283 -9,2440 -8,0695 -6,9882 -6,0152 -5,1042 -4,1875 -3,2195 -2,1920 -1,1297 -0,0753 0,9460 1,9565 2,9872 4,0002 4,8906 5,5708 6,0120 6,1963 6,0737 5,5913 4,7595 3,6813 2,5277 1,4749 0,6272 -0,0342 -0,6353 -1,3365 -2,2518 -3,4026 -4,7271 -6,1346 -7,5571 -8,9617 -10,3479 -11,7354 -13,1194 -14,4387 -15,6158 -16,6293 -17,5306 -18,3773 -19,1652 -19,8308 -20,2861 -20,4524 -20,3000 -19,8597 -19,1860 -18,3211 -17,2977 -16,1722 -15,0386 -13,9999 -13,1330 -12,4698 -11,9821 -11,5844 -11,1729 -10,6849 -10,1292 -9,5521 -8,9759 -8,3804 -7,7334 -7,0292 -6,3104 -5,6640 -5,1783 -4,8924 -4,8053 -4,9158 -5,2222 -5,7002 -6,3120 -7,0379 -7,8969 -8,9342 -10,1840 -11,6429 -13,2702 -14,9942 -16,7242 -18,3829 -19,9227 -21,2992 -22,4491 -23,3067 -23,8287 -23,9980 -23,8097 -23,2734 -22,4457 -21,4338 -20,3288 -19,1457 -17,8385 -16,3562 -14,6936 -12,9115 -11,1014 -9,3360 -7,6592 -6,1061 -4,7042 -3,4520 -2,3198 -1,2929 -0,3993 0,3227 0,8920 1,4142 2,0064 2,6696 3,2575 3,5811 3,5295 3,0952 2,3377 1,3546 0,2684 -0,7990 -1,7592 -2,5669 -3,2153 -3,7300 -4,1570 -4,5501 -4,9535 -5,3854 -5,8407 -6,2947 -6,6927 -6,9500 -6,9923 -6,8159 -6,5100 -6,1997 -5,9460 -5,7034 -5,3811 -4,9200 -4,3096 -3,5572 -2,6631 -1,6276 -0,4805 0,6947 1,7923 2,7718 3,6828 4,5811 5,4696 6,3300 7,1524 7,9124 8,5452 8,9564 9,0662 8,8601 8,4098 7,8450 7,2941 6,8473 6,5571 6,4523 6,5441 6,8203 7,2311 7,6838 8,0574 8,2408 8,1741 7,8534 7,3087 6,5841 5,7176 4,7417 3,7283 2,8201 2,1803 1,8992 1,9465 2,2028 2,5321 2,8273 3,0105 3,0296 2,8853 2,6657 2,5371 2,6742 3,1820 4,0543 5,1652 6,2976 7,2271 7,8270 8,1090 8,1770 8,1716 8,2377 8,4815 8,9365 9,5713 10,3146 11,0763 11,7722 12,3458 12,7633 12,9891 12,9748 12,6754 12,0678 11,1671 10,0360 8,7693 7,4445 6,0790 4,6497 3,1520 1,6185 0,0972 -1,3457 -2,5994 -3,5154 -3,9512 -3,8152 -3,1052 -1,9373 -0,5193 0,9315 2,2568 3,3714 4,2420 4,8672 5,2631 5,4306 5,3248 4,8811 4,0859 3,0205 1,8398 0,7190 -0,1970 -0,8234 -1,1258 -1,1013 -0,7810 -0,2428 0,3902 0,9676 1,3406 1,4098 1,1690 0,6839 0,0249 -0,7611 -1,6411 -2,5924 -3,6091 -4,6981 -5,8719 -7,1404 -8,4975 -9,9010 -11,2741 -12,5430 -13,6734 -14,6751 -15,5930 -16,4940 -17,4399 -18,4454 -19,4493 -20,3414 -21,0330 -21,5056 -21,8085 -22,0298 -22,2697 -22,6055 -23,0466 -23,5214 -23,9140 -24,1220 -24,0984 -23,8500 -23,3954 -22,7301 -21,8265 -20,6429 -19,1503 -17,3815 -15,4384 -13,4232 -11,3770 -9,2916 -7,1669 -5,0489 -3,0263 -1,2063 0,3032 1,4099 2,0673 2,3023 2,2054 1,8902 1,4648 1,0294 0,6770 0,4782 0,4519 0,5462 0,6629 0,7170 0,6722 0,5293 0,3066 0,0345 -0,2451 -0,4947 -0,7168 -0,9680 -1,3086 -1,7366 -2,1828 -2,5556 -2,7951 -2,9271 -3,0709 -3,3640 -3,8780 -4,5823 -5,3394 -5,9372 -6,1697 -5,9226 -5,2201 -4,2227 -3,1905 -2,4083 -2,0772 -2,2414 -2,8093 -3,6201 -4,4888 -5,2471 -5,7802 -6,0246 -5,9411 -5,5136 -4,7757 -3,8306 -2,8420 -1,9914 -1,4118 -1,1379 -1,1036 -1,1813 -1,2446 -1,2153 -1,0624 -0,7814 -0,3986 0,0117 0,3279 0,4094 0,1402 -0,5297 -1,5587 -2,8361 -4,2635 -5,8170 -7,5021 -9,2528 -10,9071 -12,2829 -13,2574 -13,7913 -13,9252 -13,7499
Fz    -1,8902 -1,9033 -1,7942 -1,5627 -1,2168 -0,7788 -0,2915 0,1855 0,5961 0,9155 1,1524 1,3249 1,4420 1,5081 1,5378 1,5506 1,5506 1,5212 1,4388 1,2946 1,1125 0,9419 0,8286 0,7994 0,8635 1,0116 1,2113 1,4066 1,5308 1,5302 1,3896 1,1310 0,7855 0,3708 -0,0989 -0,5947 -1,0720 -1,4852 -1,7997 -1,9948 -2,0622 -2,0034 -1,8354 -1,6035 -1,3785 -1,2192 -1,1383 -1,1084 -1,0840 -1,0154 -0,8657 -0,6309 -0,3414 -0,0438 0,2196 0,4212 0,5480 0,5956 0,5679 0,4798 0,3505 0,1964 0,0349 -0,1155 -0,2378 -0,3166 -0,3389 -0,2960 -0,1813 0,0148 0,3018 0,6758 1,1109 1,5689 2,0138 2,4173 2,7527 2,9938 3,1269 3,1670 3,1545 3,1296 3,1065 3,0728 3,0077 2,8938 2,7219 2,4990 2,2481 2,0029 1,8023 1,6819 1,6547 1,7032 1,7986 1,9367 2,1473 2,4559 2,8442 3,2526 3,5988 3,7927 3,7576 3,4615 2,9252 2,1899 1,2824 0,2236 -0,9364 -2,1195 -3,2570 -4,3178 -5,3040 -6,2310 -7,1093 -7,9346 -8,6958 -9,3924 -10,0332 -10,6072 -11,0587 -11,2980 -11,2453 -10,8784 -10,2440 -9,4158 -8,4467 -7,3677 -6,2225 -5,0788 -4,0016 -3,0228 -2,1336 -1,2992 -0,4766 0,3762 1,2929 2,2790 3,2993 4,3058 5,2717 6,1906 7,0603 7,8869 8,6924 9,5092 10,3642 11,2641 12,1868 13,0839 13,8960 14,5756 15,1018 15,4762 15,7075 15,8033 15,7714 15,6227 15,3772 15,0740 14,7677 14,4988 14,2666 14,0437 13,8136 13,5718 13,2958 12,9504 12,5303 12,0745 11,6384 11,2624 10,9607 10,7182 10,4934 10,2380 9,9196 9,5360 9,1244 8,7613 8,5351 8,4998 8,6473 8,9130 9,2056 9,4431 9,5799 9,6054 9,5178 9,3097 8,9751 8,5176 7,9528 7,3092 6,6200 5,9065 5,1761 4,4411 3,7321 3,0894 2,5455 2,1022 1,7126 1,3050 0,8383 0,3304 -0,1630 -0,5835 -0,8897 -1,0658 -1,1247 -1,1009 -1,0314 -0,9373 -0,8120 -0,6233 -0,3389 0,0420 0,4820 0,9284 1,3394 1,6969 2,0093 2,2998 2,5846 2,8677 3,1517 3,4417 3,7455 4,0726 4,4169 4,7351 4,9637 5,0677 5,0597 4,9655 4,7902 4,5214 4,1605 3,7443 3,3387 3,0103 2,7895 2,6521 2,5311 2,3514 2,0623 1,6540 1,1536 0,6023 0,0372 -0,5102 -1,0192 -1,4869 -1,9155 -2,2927 -2,6000 -2,8404 -3,0468 -3,2532 -3,4648 -3,6588 -3,7970 -3,8404 -3,7770 -3,6360 -3,4610 -3,2746 -3,0749 -2,8622 -2,6569 -2,4931 -2,4014 -2,3940 -2,4560 -2,5474 -2,6172 -2,6269 -2,5653 -2,4413 -2,2636 -2,0325 -1,7469 -1,4160 -1,0642 -0,7248 -0,4276 -0,1907 -0,0260 0,0502 0,0222 -0,1124 -0,3437 -0,6631 -1,0723 -1,5740 -2,1564 -2,7925 -3,4498 -4,0908 -4,6740 -5,1706 -5,5774 -5,9049 -6,1578 -6,3313 -6,4186 -6,4147 -6,3181 -6,1355 -5,8879 -5,6022 -5,2881 -4,9303 -4,5079 -4,0127 -3,4566 -2,8713 -2,2964 -1,7554 -1,2489 -0,7720 -0,3255 0,0958 0,5083 0,9196 1,3104 1,6454 1,9071 2,1218 2,3348 2,5521 2,7243 2,7915 2,7284 2,5450 2,2644 1,9135 1,5308 1,1647 0,8549 0,6169 0,4452 0,3243 0,2363 0,1640 0,0982 0,0459 0,0259 0,0601 0,1732 0,3925 0,7329 1,1670 1,6161 1,9897 2,2470 2,4159 2,5511 2,6834 2,8090 2,9150 3,0090 3,1229 3,2840 3,4880 3,7093 3,9420 4,2141 4,5512 4,9470 5,3791 5,8305 6,2799 6,6836 6,9835 7,1350 7,1290 6,9960 6,7955 6,5974 6,4636 6,4362 6,5298 6,7268 6,9821 7,2376 7,4406 7,5594 7,5904 7,5520 7,4639 7,3286 7,1332 6,8604 6,5025 6,0879 5,6997 5,4459 5,3956 5,5389 5,7991 6,0772 6,2907 6,3861 6,3401 6,1670 5,9322 5,7438 5,7050 5,8658 6,2086 6,6572 7,0971 7,4191 7,5696 7,5645 7,4657 7,3524 7,2960 7,3300 7,4439 7,6060 7,7835 7,9473 8,0757 8,1588 8,1902 8,1532 8,0257 7,7916 7,4389 6,9589 6,3644 5,7015 5,0271 4,3743 3,7478 3,1416 2,5499 1,9720 1,4295 0,9782 0,6920 0,6313 0,8252 1,2645 1,8910 2,6055 3,3049 3,9194 4,4169 4,7854 5,0235 5,1399 5,1413 5,0181 4,7533 4,3504 3,8469 3,3032 2,7846 2,3477 2,0301 1,8487 1,8014 1,8667 2,0080 2,1811 2,3340 2,4086 2,3633 2,1979 1,9403 1,6120 1,2209 0,7835 0,3362 -0,0809 -0,4511 -0,7858 -1,1059 -1,4212 -1,7243 -2,0049 -2,2727 -2,5613 -2,9111 -3,3540 -3,9094 -4,5792 -5,3322 -6,0940 -6,7674 -7,2743 -7,5846 -7,7183 -7,7310 -7,6945 -7,6757 -7,7073 -7,7746 -7,8305 -7,8283 -7,7473 -7,5928 -7,3764 -7,0961 -6,7347 -6,2716 -5,7003 -5,0432 -4,3425 -3,6289 -2,9054 -2,1635 -1,4065 -0,6556 0,0590 0,7064 1,2565 1,6816 1,9683 2,1331 2,2137 2,2446 2,2466 2,2402 2,2537 2,3093 2,4061 2,5163 2,6033 2,6451 2,6392 2,5938 2,5247 2,4529 2,3935 2,3481 2,3028 2,2324 2,1182 1,9651 1,8006 1,6581 1,5563 1,4776 1,3697 1,1799 0,8849 0,5005 0,0885 -0,2545 -0,4383 -0,4192 -0,2120 0,1210 0,4833 0,7661 0,8866 0,8192 0,5866 0,2322 -0,1902 -0,6179 -0,9889 -1,2476 -1,3492 -1,2729 -1,0331 -0,6798 -0,2880 0,0611 0,3042 0,4137 0,4042 0,3249 0,2358 0,1858 0,2033 0,2942 0,4380 0,5933 0,7120 0,7531 0,6892 0,5108 0,2360 -0,0936 -0,4465 -0,8318 -1,2786 -1,7808 -2,2771 -2,6929 -2,9855 -3,1529 -3,2185 -3,2088
F3    -2,1714 -2,3462 -2,3514 -2,1789 -1,8391 -1,3626 -0,7996 -0,2180 0,3140 0,7531 1,0893 1,3305 1,4872 1,5738 1,6151 1,6355 1,6404 1,6128 1,5283 1,3772 1,1852 1,0069 0,8928 0,8714 0,9503 1,1199 1,3518 1,5943 1,7780 1,8417 1,7620 1,5546 1,2458 0,8489 0,3714 -0,1658 -0,7224 -1,2497 -1,7023 -2,0427 -2,2426 -2,2831 -2,1637 -1,9217 -1,6314 -1,3626 -1,1433 -0,9667 -0,8124 -0,6544 -0,4707 -0,2587 -0,0358 0,1742 0,3478 0,4645 0,5101 0,4783 0,3712 0,1995 -0,0232 -0,2858 -0,5768 -0,8809 -1,1770 -1,4362 -1,6233 -1,7032 -1,6465 -1,4322 -1,0518 -0,5217 0,1097 0,7756 1,4109 1,9629 2,3913 2,6662 2,7791 2,7560 2,6515 2,5193 2,3858 2,2493 2,0950 1,9068 1,6733 1,3967 1,0977 0,8109 0,5777 0,4344 0,3955 0,4493 0,5765 0,7837 1,1065 1,5643 2,1236 2,7081 3,2243 3,5740 3,6736 3,4806 3,0023 2,2656 1,2891 0,0974 -1,2431 -2,6288 -3,9682 -5,2215 -6,3968 -7,5170 -8,5892 -9,5943 -10,5059 -11,3197 -12,0556 -12,7180 -13,2597 -13,5875 -13,6093 -13,2899 -12,6689 -11,8233 -10,8126 -9,6709 -8,4388 -7,1775 -5,9492 -4,7933 -3,7191 -2,7136 -1,7521 -0,8021 0,1725 1,1901 2,2331 3,2697 4,2847 5,2746 6,2316 7,1507 8,0423 8,9307 9,8427 10,7925 11,7667 12,7197 13,5874 14,3145 14,8759 15,2748 15,5243 15,6329 15,6071 15,4576 15,2043 14,8849 14,5536 14,2527 13,9844 13,7233 13,4527 13,1684 12,8522 12,4760 12,0367 11,5684 11,1198 10,7295 10,4151 10,1645 9,9367 9,6827 9,3734 9,0156 8,6548 8,3670 8,2290 8,2783 8,4931 8,8027 9,1178 9,3646 9,5089 9,5517 9,4982 9,3416 9,0687 8,6677 8,1343 7,4778 6,7193 5,8779 4,9682 4,0170 3,0725 2,1942 1,4313 0,7957 0,2443 -0,2954 -0,8653 -1,4447 -1,9739 -2,3987 -2,6937 -2,8611 -2,9204 -2,8958 -2,8063 -2,6600 -2,4492 -2,1502 -1,7413 -1,2282 -0,6497 -0,0619 0,4817 0,9452 1,3223 1,6325 1,9027 2,1549 2,4052 2,6612 2,9271 3,2139 3,5274 3,8411 4,1026 4,2773 4,3663 4,3783 4,3023 4,1126 3,8004 3,3960 2,9615 2,5589 2,2141 1,9056 1,5853 1,2091 0,7562 0,2320 -0,3410 -0,9386 -1,5438 -2,1425 -2,7276 -3,3033 -3,8684 -4,3994 -4,8663 -5,2636 -5,6169 -5,9536 -6,2713 -6,5380 -6,7092 -6,7491 -6,6535 -6,4551 -6,1969 -5,9031 -5,5806 -5,2406 -4,9126 -4,6379 -4,4536 -4,3756 -4,3881 -4,4441 -4,4842 -4,4646 -4,3741 -4,2195 -4,0000 -3,7016 -3,3167 -2,8650 -2,3975 -1,9791 -1,6618 -1,4664 -1,3913 -1,4328 -1,5863 -1,8361 -2,1583 -2,5426 -3,0066 -3,5777 -4,2605 -5,0278 -5,8328 -6,6144 -7,3072 -7,8684 -8,2956 -8,6089 -8,8233 -8,9414 -8,9618 -8,8857 -8,7154 -8,4548 -8,1195 -7,7360 -7,3207 -6,8658 -6,3502 -5,7544 -5,0728 -4,3232 -3,5424 -2,7662 -2,0183 -1,3177 -0,6809 -0,1104 0,4042 0,8623 1,2410 1,5177 1,7037 1,8552 2,0323 2,2370 2,4056 2,4656 2,3876 2,1820 1,8734 1,4918 1,0812 0,6969 0,3852 0,1654 0,0270 -0,0596 -0,1288 -0,2095 -0,3185 -0,4522 -0,5861 -0,6815 -0,6917 -0,5702 -0,2923 0,1168 0,5732 0,9720 1,2541 1,4351 1,5680 1,6892 1,8054 1,9150 2,0327 2,1903 2,4099 2,6795 2,9648 3,2520 3,5650 3,9314 4,3497 4,7968 5,2451 5,6591 5,9875 6,1746 6,1848 6,0220 5,7336 5,3986 5,1039 4,9197 4,8860 5,0077 5,2558 5,5749 5,8941 6,1397 6,2554 6,2238 6,0728 5,8492 5,5824 5,2742 4,9091 4,4777 4,0113 3,5973 3,3431 3,3158 3,5071 3,8433 4,2219 4,5441 4,7331 4,7448 4,5836 4,3133 4,0463 3,8996 3,9458 4,1880 4,5597 4,9506 5,2560 5,4248 5,4697 5,4449 5,4232 5,4730 5,6298 5,8862 6,2076 6,5459 6,8500 7,0791 7,2129 7,2446 7,1674 6,9755 6,6713 6,2595 5,7418 5,1307 4,4621 3,7807 3,1116 2,4586 1,8222 1,2052 0,6139 0,0723 -0,3673 -0,6377 -0,6841 -0,4792 -0,0302 0,6072 1,3343 2,0463 2,6670 3,1534 3,4849 3,6626 3,7084 3,6437 3,4663 3,1605 2,7308 2,2195 1,6903 1,2039 0,8042 0,5133 0,3359 0,2658 0,2868 0,3722 0,4872 0,5886 0,6280 0,5725 0,4271 0,2175 -0,0474 -0,3781 -0,7762 -1,2188 -1,6731 -2,1200 -2,5634 -3,0181 -3,4907 -3,9665 -4,4200 -4,8401 -5,2427 -5,6610 -6,1325 -6,6901 -7,3497 -8,0896 -8,8381 -9,4958 -9,9816 -10,2633 -10,3618 -10,3383 -10,2755 -10,2514 -10,3091 -10,4387 -10,5872 -10,6920 -10,7140 -10,6456 -10,4910 -10,2432 -9,8806 -9,3764 -8,7171 -7,9240 -7,0502 -6,1451 -5,2283 -4,3004 -3,3698 -2,4646 -1,6233 -0,8808 -0,2659 0,1965 0,4936 0,6384 0,6647 0,6077 0,4965 0,3656 0,2607 0,2233 0,2680 0,3723 0,4906 0,5840 0,6334 0,6340 0,5922 0,5234 0,4451 0,3680 0,2876 0,1819 0,0290 -0,1707 -0,3930 -0,6037 -0,7774 -0,9232 -1,0889 -1,3250 -1,6504 -2,0440 -2,4430 -2,7523 -2,8836 -2,7966 -2,5137 -2,1096 -1,6915 -1,3731 -1,2358 -1,3000 -1,5372 -1,8984 -2,3235 -2,7417 -3,0817 -3,2825 -3,3052 -3,1477 -2,8497 -2,4807 -2,1209 -1,8396 -1,6782 -1,6421 -1,7020 -1,8035 -1,8882 -1,9144 -1,8652 -1,7459 -1,5844 -1,4289 -1,3365 -1,3556 -1,5142 -1,8139 -2,2222 -2,6815 -3,1494 -3,6322 -4,1621 -4,7391 -5,3095 -5,8033 -6,1756 -6,4166 -6,5417 -6,5706
F7    -2,3276 -2,4813 -2,4623 -2,2832 -1,9652 -1,5469 -1,0859 -0,6471 -0,2829 -0,0104 0,1922 0,3655 0,5396 0,7185 0,8870 1,0251 1,1136 1,1344 1,0746 0,9429 0,7901 0,6936 0,7128 0,8641 1,1270 1,4570 1,7942 2,0738 2,2379 2,2511 2,1128 1,8510 1,4963 1,0693 0,5927 0,1022 -0,3612 -0,7654 -1,0888 -1,3144 -1,4278 -1,4199 -1,2990 -1,1107 -0,9348 -0,8361 -0,8234 -0,8654 -0,9224 -0,9574 -0,9443 -0,8834 -0,8018 -0,7326 -0,6949 -0,6912 -0,7178 -0,7792 -0,8878 -1,0482 -1,2507 -1,4773 -1,7112 -1,9399 -2,1551 -2,3498 -2,5109 -2,6105 -2,6088 -2,4655 -2,1523 -1,6716 -1,0619 -0,3815 0,3116 0,9661 1,5351 1,9783 2,2769 2,4501 2,5469 2,6097 2,6426 2,6144 2,4835 2,2219 1,8291 1,3371 0,8009 0,2887 -0,1241 -0,3715 -0,4237 -0,2989 -0,0404 0,3314 0,8354 1,4837 2,2356 3,0050 3,6865 4,1675 4,3479 4,1763 3,6651 2,8593 1,7925 0,4912 -0,9839 -2,5283 -4,0333 -5,4331 -6,7181 -7,9130 -9,0408 -10,1025 -11,0845 -11,9822 -12,8013 -13,5289 -14,1124 -14,4692 -14,5199 -14,2303 -13,6331 -12,8009 -11,7935 -10,6451 -9,3964 -8,1132 -6,8678 -5,7124 -4,6642 -3,7063 -2,8033 -1,9126 -0,9910 -0,0154 0,9990 2,0181 3,0194 3,9921 4,9245 5,8123 6,6720 7,5391 8,4501 9,4197 10,4205 11,3835 12,2264 12,8922 13,3666 13,6646 13,8056 13,8063 13,6855 13,4637 13,1655 12,8324 12,5180 12,2590 12,0530 11,8680 11,6732 11,4453 11,1559 10,7830 10,3423 9,8881 9,4829 9,1693 8,9580 8,8260 8,7220 8,5868 8,3777 8,0851 7,7433 7,4306 7,2439 7,2518 7,4569 7,7919 8,1532 8,4500 8,6384 8,7193 8,7021 8,5780 8,3239 7,9204 7,3619 6,6574 5,8223 4,8667 3,7971 2,6355 1,4354 0,2785 -0,7474 -1,5889 -2,2627 -2,8383 -3,3759 -3,8902 -4,3620 -4,7630 -5,0706 -5,2749 -5,3785 -5,3881 -5,3063 -5,1330 -4,8635 -4,4869 -4,0014 -3,4372 -2,8591 -2,3363 -1,9047 -1,5481 -1,2140 -0,8509 -0,4361 0,0252 0,5133 0,9995 1,4577 1,8832 2,2850 2,6526 2,9512 3,1568 3,2704 3,2891 3,1812 2,9073 2,4661 1,9139 1,3457 0,8566 0,4965 0,2424 0,0123 -0,2881 -0,7176 -1,2767 -1,9189 -2,5861 -3,2365 -3,8487 -4,4225 -4,9781 -5,5348 -6,0867 -6,6124 -7,1062 -7,5891 -8,0821 -8,5735 -9,0190 -9,3594 -9,5408 -9,5434 -9,3909 -9,1244 -8,7708 -8,3399 -7,8480 -7,3370 -6,8691 -6,5048 -6,2812 -6,1940 -6,1920 -6,1962 -6,1404 -6,0022 -5,7947 -5,5353 -5,2285 -4,8734 -4,4773 -4,0646 -3,6771 -3,3594 -3,1425 -3,0434 -3,0719 -3,2247 -3,4795 -3,8105 -4,2095 -4,6891 -5,2674 -5,9462 -6,7073 -7,5224 -8,3547 -9,1562 -9,8848 -10,5234 -11,0700 -11,5180 -11,8532 -12,0607 -12,1260 -12,0328 -11,7737 -11,3737 -10,8911 -10,3771 -9,8415 -9,2601 -8,6048 -7,8654 -7,0583 -6,2143 -5,3608 -4,5185 -3,7119 -2,9705 -2,3141 -1,7448 -1,2617 -0,8758 -0,6023 -0,4305 -0,3074 -0,1694 -0,0025 0,1413 0,1893 0,0975 -0,1364 -0,4851 -0,9062 -1,3516 -1,7785 -2,1579 -2,4757 -2,7299 -2,9274 -3,0786 -3,2000 -3,3131 -3,4336 -3,5601 -3,6701 -3,7222 -3,6686 -3,4806 -3,1747 -2,8156 -2,4851 -2,2287 -2,0303 -1,8420 -1,6316 -1,3961 -1,1386 -0,8476 -0,4989 -0,0799 0,3865 0,8505 1,2822 1,6921 2,0968 2,4898 2,8512 3,1630 3,4071 3,5603 3,5982 3,5053 3,2882 2,9834 2,6513 2,3535 2,1325 2,0088 1,9891 2,0712 2,2395 2,4582 2,6750 2,8345 2,8947 2,8385 2,6685 2,3918 2,0138 1,5412 0,9919 0,4189 -0,0789 -0,3913 -0,4543 -0,2827 0,0420 0,4130 0,7370 0,9463 0,9991 0,8955 0,6960 0,5121 0,4595 0,6084 0,9593 1,4407 1,9298 2,3023 2,4910 2,5107 2,4412 2,3902 2,4541 2,6813 3,0611 3,5416 4,0527 4,5260 4,9137 5,1961 5,3695 5,4289 5,3646 5,1676 4,8338 4,3678 3,7904 3,1396 2,4547 1,7551 1,0452 0,3356 -0,3547 -1,0091 -1,6066 -2,1031 -2,4346 -2,5426 -2,3965 -2,0060 -1,4322 -0,7760 -0,1372 0,4183 0,8587 1,1741 1,3722 1,4715 1,4771 1,3623 1,0877 0,6427 0,0675 -0,5575 -1,1364 -1,5864 -1,8632 -1,9620 -1,9013 -1,7144 -1,4468 -1,1511 -0,8858 -0,7138 -0,6823 -0,7950 -1,0211 -1,3292 -1,7019 -2,1246 -2,5781 -3,0460 -3,5251 -4,0249 -4,5566 -5,1202 -5,6979 -6,2604 -6,7850 -7,2696 -7,7346 -8,2144 -8,7452 -9,3511 -10,0276 -10,7310 -11,3897 -11,9381 -12,3473 -12,6321 -12,8341 -13,0006 -13,1650 -13,3318 -13,4767 -13,5637 -13,5671 -13,4842 -13,3315 -13,1207 -12,8390 -12,4540 -11,9296 -11,2485 -10,4319 -9,5335 -8,5992 -7,6368 -6,6290 -5,5691 -4,4818 -3,4200 -2,4517 -1,6524 -1,0920 -0,8106 -0,7951 -0,9807 -1,2768 -1,5949 -1,8602 -2,0168 -2,0375 -1,9371 -1,7739 -1,6254 -1,5500 -1,5671 -1,6641 -1,8098 -1,9646 -2,0886 -2,1535 -2,1642 -2,1696 -2,2324 -2,3787 -2,5822 -2,7924 -2,9738 -3,1373 -3,3369 -3,6315 -4,0469 -4,5587 -5,0863 -5,5086 -5,7082 -5,6194 -5,2549 -4,7021 -4,1019 -3,6092 -3,3410 -3,3392 -3,5794 -3,9995 -4,5134 -5,0251 -5,4493 -5,7173 -5,7748 -5,5943 -5,1925 -4,6356 -4,0308 -3,5017 -3,1493 -3,0160 -3,0737 -3,2387 -3,4102 -3,5152 -3,5265 -3,4530 -3,3277 -3,2055 -3,1521 -3,2215 -3,4442 -3,8242 -4,3317 -4,9088 -5,5097 -6,1372 -6,8186 -7,5446 -8,2482 -8,8426 -9,2669 -9,5024 -9,5694 -9,5056
