Fp1   -0,2884 -0,5180 -0,7720 -0,9880 -1,1112 -1,1204 -1,0381 -0,9141 -0,7955 -0,7090 -0,6595 -0,6326 -0,6030 -0,5459 -0,4464 -0,3025 -0,1245 0,0721 0,2719 0,4632 0,6398 0,8001 0,9396 1,0488 1,1232 1,1695 1,1944 1,1921 1,1420 1,0172 0,8022 0,5038 0,1466 -0,2334 -0,5878 -0,8642 -1,0227 -1,0502 -0,9600 -0,7807 -0,5482 -0,3020 -0,0754 0,1206 0,3059 0,5130 0,7584 1,0280 1,2802 1,4612 1,5351 1,5080 1,4162 1,2915 1,1429 0,9643 0,7501 0,5013 0,2268 -0,0559 -0,3200 -0,5338 -0,6716 -0,7201 -0,6748 -0,5354 -0,3076 -0,0062 0,3409 0,6911 0,9985 1,2384 1,4191 1,5760 1,7511 1,9683 2,2233 2,4924 2,7477 2,9619 3,1093 3,1767 3,1759 3,1366 3,0845 3,0299 2,9693 2,8899 2,7713 2,5871 2,3138 1,9480 1,5157 1,0579 0,6085 0,1834 -0,2189 -0,6100 -0,9988 -1,3831 -1,7489 -2,0730 -2,3277 -2,4923 -2,5627 -2,5503 -2,4789 -2,3797 -2,2780 -2,1821 -2,0866 -1,9790 -1,8407 -1,6470 -1,3767 -1,0253 -0,6098 -0,1595 0,2941 0,7222 1,1055 1,4438 1,7525 2,0493 2,3439 2,6340 2,9050 3,1324 3,2863 3,3386 3,2731 3,0965 2,8448 2,5732 2,3267 2,1174 1,9265 1,7208 1,4689 1,1544 0,7868 0,4008 0,0430 -0,2405 -0,4156 -0,4717 -0,4274 -0,3238 -0,2108 -0,1355 -0,1316 -0,2069 -0,3355 -0,4622 -0,5266 -0,4915 -0,3545 -0,1431 0,0959 0,3104 0,4600 0,5284 0,5213 0,4586 0,3692 0,2856 0,2331 0,2200 0,2397 0,2775 0,3130 0,3192 0,2679 0,1446 -0,0382 -0,2514 -0,4719 -0,6881 -0,8894 -1,0634 -1,2095 -1,3416 -1,4696 -1,5785 -1,6346 -1,6116 -1,5113 -1,3604 -1,1997 -1,0700 -0,9970 -0,9845 -1,0189 -1,0829 -1,1627 -1,2500 -1,3445 -1,4565 -1,6025 -1,7953 -2,0337 -2,2957 -2,5472 -2,7602 -2,9275 -3,0636 -3,1938 -3,3352 -3,4881 -3,6440 -3,7926 -3,9243 -4,0322 -4,1107 -4,1549 -4,1693 -4,1709 -4,1752 -4,1879 -4,2125 -4,2587 -4,3380 -4,4529 -4,5928 -4,7371 -4,8628 -4,9547 -5,0178 -5,0753 -5,1508 -5,2574 -5,3996 -5,5697 -5,7438 -5,8871 -5,9647 -5,9571 -5,8760 -5,7602 -5,6548 -5,5890 -5,5710 -5,5968 -5,6560 -5,7284 -5,7824 -5,7805 -5,6887 -5,4896 -5,1936 -4,8323 -4,4438 -4,0580 -3,6873 -3,3269 -2,9737 -2,6439 -2,3665 -2,1650 -2,0479 -2,0103 -2,0371 -2,1044 -2,1841 -2,2577 -2,3266 -2,4000 -2,4754 -2,5390 -2,5832 -2,6128 -2,6348 -2,6460 -2,6275 -2,5514 -2,4035 -2,2013 -1,9851 -1,7950 -1,6569 -1,5792 -1,5512 -1,5480 -1,5430 -1,5208 -1,4844 -1,4488 -1,4272 -1,4305 -1,4771 -1,5858 -1,7603 -1,9868 -2,2385 -2,4808 -2,6861 -2,8446 -2,9618 -3,0562 -3,1561 -3,2870 -3,4527 -3,6238 -3,7460 -3,7710 -3,6836 -3,4988 -3,2434 -2,9457 -2,6319 -2,3262 -2,0519 -1,8247 -1,6364 -1,4543 -1,2404 -0,9709 -0,6484 -0,3024 0,0233 0,2872 0,4637 0,5470 0,5501 0,5028 0,4441 0,4047 0,3956 0,4155 0,4602 0,5253 0,6095 0,7189 0,8653 1,0599 1,3047 1,5904 1,8968 2,1912 2,4400 2,6297 2,7693 2,8770 2,9689 3,0557 3,1406 3,2162 3,2664 3,2706 3,2158 3,1090 2,9832 2,8929 2,8914 3,0037 3,2180 3,4986 3,7982 4,0670 4,2700 4,3982 4,4648 4,4943 4,5145 4,5473 4,6064 4,6941 4,7880 4,8354 4,7763 4,5801 4,2609 3,8590 3,4172 2,9726 2,5599 2,2096 1,9412 1,7552 1,6288 1,5295 1,4362 1,3445 1,2565 1,1754 1,1041 1,0400 0,9692 0,8735 0,7431 0,5878 0,4372 0,3297 0,2986 0,3597 0,5053 0,7079 0,9334 1,1517 1,3387 1,4823 1,5923 1,6964 1,8205 1,9737 2,1449 2,3117 2,4563 2,5738 2,6690 2,7506 2,8292 2,9161 3,0191 3,1393 3,2707 3,3965 3,4877 3,5096 3,4370 3,2687 3,0322 2,7708 2,5280 2,3396 2,2300 2,2060 2,2563 2,3567 2,4769 2,5941 2,7033 2,8174 2,9581 3,1422 3,3662 3,6068 3,8365 4,0329 4,1781 4,2618 4,2896 4,2869 4,2894 4,3166 4,3534 4,3630 4,3104 4,1703 3,9303 3,6000 3,2145 2,8257 2,4848 2,2207 2,0321 1,8983 1,7942 1,7001 1,6073 1,5175 1,4367 1,3737 1,3357 1,3185 1,3075 1,2968 1,2931 1,2910 1,2598 1,1656 0,9990 0,7847 0,5732 0,4194 0,3608 0,4099 0,5598 0,7874 1,0514 1,3012 1,4968 1,6190 1,6689 1,6643 1,6308 1,5947 1,5772 1,5844 1,5982 1,5852 1,5200 1,4032 1,2618 1,1369 1,0690 1,0869 1,2013 1,4060 1,6875 2,0325 2,4230 2,8347 3,2507 3,6682 4,0851 4,4877 4,8520 5,1520 5,3699 5,5030 5,5615 5,5640 5,5334 5,4847 5,4057 5,2548 4,9907 4,6072 4,1376 3,6272 3,1050 2,5766 2,0436 1,5204 1,0302 0,5933 0,2205 -0,0933 -0,3660 -0,6131 -0,8382 -1,0370 -1,2040 -1,3394 -1,4516 -1,5530 -1,6538 -1,7612 -1,8786 -2,0049 -2,1378 -2,2734 -2,4007 -2,5006 -2,5558 -2,5605 -2,5311 -2,5101 -2,5530 -2,7016 -2,9635 -3,3076 -3,6787 -4,0246 -4,3131 -4,5330 -4,6946 -4,8287 -4,9688 -5,1308 -5,3105 -5,4924 -5,6543 -5,7732 -5,8402 -5,8735 -5,9142 -6,0002 -6,1462 -6,3468 -6,5879 -6,8491 -7,1029 -7,3213 -7,4839 -7,5865 -7,6440 -7,6787 -7,7034 -7,7209 -7,7360 -7,7562 -7,7824 -7,8049 -7,8059 -7,7659 -7,6758 -7,5387 -7,3587 -7,1360 -6,8807 -6,6200 -6,3859 -6,1964 -6,0546 -5,9561 -5,8935 -5,8582 -5,8449
Fz    0,3489 0,1548 -0,0495 -0,2221 -0,3286 -0,3614 -0,3458 -0,3241 -0,3294 -0,3737 -0,4519 -0,5467 -0,6354 -0,6969 -0,7163 -0,6860 -0,6050 -0,4743 -0,2957 -0,0744 0,1780 0,4395 0,6772 0,8554 0,9553 0,9870 0,9759 0,9400 0,8763 0,7667 0,5962 0,3653 0,0852 -0,2257 -0,5364 -0,8029 -0,9813 -1,0439 -0,9878 -0,8322 -0,6124 -0,3704 -0,1433 0,0529 0,2324 0,4261 0,6554 0,9162 1,1769 1,3919 1,5276 1,5833 1,5814 1,5376 1,4474 1,2977 1,0838 0,8158 0,5171 0,2208 -0,0397 -0,2391 -0,3669 -0,4237 -0,4105 -0,3246 -0,1643 0,0659 0,3519 0,6659 0,9734 1,2484 1,4829 1,6848 1,8698 2,0510 2,2327 2,4129 2,5854 2,7402 2,8630 2,9433 2,9855 3,0062 3,0212 3,0380 3,0548 3,0609 3,0374 2,9576 2,7932 2,5311 2,1854 1,7883 1,3719 0,9570 0,5529 0,1603 -0,2206 -0,5830 -0,9132 -1,1954 -1,4157 -1,5703 -1,6702 -1,7349 -1,7842 -1,8355 -1,8988 -1,9723 -2,0464 -2,1093 -2,1469 -2,1405 -2,0730 -1,9380 -1,7398 -1,4834 -1,1705 -0,8078 -0,4097 0,0097 0,4422 0,8828 1,3237 1,7504 2,1430 2,4802 2,7431 2,9171 2,9941 2,9786 2,8972 2,7950 2,7102 2,6534 2,6084 2,5483 2,4497 2,3009 2,1098 1,9016 1,7082 1,5583 1,4718 1,4555 1,5005 1,5847 1,6775 1,7466 1,7668 1,7289 1,6484 1,5640 1,5221 1,5547 1,6693 1,8485 2,0566 2,2499 2,3915 2,4604 2,4529 2,3789 2,2607 2,1307 2,0215 1,9552 1,9404 1,9705 2,0221 2,0575 2,0357 1,9308 1,7464 1,5073 1,2388 0,9560 0,6721 0,4020 0,1533 -0,0773 -0,2881 -0,4582 -0,5554 -0,5591 -0,4765 -0,3405 -0,1996 -0,1029 -0,0814 -0,1390 -0,2572 -0,4108 -0,5764 -0,7345 -0,8729 -0,9937 -1,1147 -1,2616 -1,4540 -1,6904 -1,9477 -2,1968 -2,4202 -2,6167 -2,7925 -2,9493 -3,0834 -3,1915 -3,2735 -3,3307 -3,3655 -3,3785 -3,3652 -3,3230 -3,2566 -3,1729 -3,0762 -2,9777 -2,9031 -2,8819 -2,9296 -3,0390 -3,1846 -3,3344 -3,4656 -3,5768 -3,6802 -3,7833 -3,8866 -3,9942 -4,1100 -4,2252 -4,3162 -4,3499 -4,3005 -4,1684 -3,9834 -3,7873 -3,6148 -3,4881 -3,4206 -3,4186 -3,4729 -3,5531 -3,6131 -3,6069 -3,5075 -3,3176 -3,0636 -2,7796 -2,4932 -2,2163 -1,9484 -1,6913 -1,4611 -1,2784 -1,1523 -1,0751 -1,0303 -1,0007 -0,9709 -0,9299 -0,8787 -0,8348 -0,8185 -0,8339 -0,8721 -0,9294 -1,0137 -1,1319 -1,2759 -1,4179 -1,5202 -1,5562 -1,5249 -1,4443 -1,3366 -1,2217 -1,1149 -1,0231 -0,9449 -0,8746 -0,8085 -0,7508 -0,7104 -0,6907 -0,6907 -0,7175 -0,7835 -0,8935 -1,0438 -1,2217 -1,4032 -1,5594 -1,6676 -1,7172 -1,7139 -1,6803 -1,6481 -1,6432 -1,6659 -1,6865 -1,6676 -1,5880 -1,4439 -1,2399 -0,9856 -0,6954 -0,3901 -0,0977 0,1560 0,3651 0,5496 0,7429 0,9735 1,2519 1,5668 1,8890 2,1797 2,4020 2,5335 2,5730 2,5402 2,4689 2,3919 2,3328 2,3073 2,3237 2,3792 2,4647 2,5752 2,7136 2,8854 3,0932 3,3347 3,6010 3,8700 4,1123 4,3101 4,4666 4,5972 4,7171 4,8338 4,9456 5,0446 5,1202 5,1605 5,1587 5,1197 5,0632 5,0258 5,0501 5,1638 5,3676 5,6417 5,9530 6,2602 6,5282 6,7385 6,8882 6,9835 7,0331 7,0434 7,0224 6,9817 6,9194 6,8074 6,6086 6,3091 5,9284 5,5005 5,0541 4,6106 4,1943 3,8336 3,5512 3,3526 3,2187 3,1160 3,0162 2,9058 2,7811 2,6427 2,4941 2,3390 2,1785 2,0136 1,8514 1,7112 1,6225 1,6130 1,6968 1,8682 2,1037 2,3689 2,6285 2,8542 3,0275 3,1422 3,2109 3,2605 3,3171 3,3939 3,4884 3,5896 3,6900 3,7924 3,9051 4,0355 4,1863 4,3577 4,5461 4,7384 4,9122 5,0390 5,0904 5,0481 4,9105 4,6963 4,4419 4,1881 3,9667 3,7979 3,6911 3,6447 3,6487 3,6893 3,7527 3,8285 3,9139 4,0150 4,1448 4,3129 4,5139 4,7289 4,9373 5,1218 5,2658 5,3563 5,3922 5,3908 5,3819 5,3854 5,3926 5,3747 5,3047 5,1671 4,9589 4,6903 4,3845 4,0754 3,7991 3,5811 3,4286 3,3347 3,2844 3,2612 3,2533 3,2526 3,2524 3,2494 3,2440 3,2322 3,2075 3,1754 3,1537 3,1468 3,1303 3,0706 2,9528 2,7914 2,6227 2,4886 2,4187 2,4248 2,5045 2,6416 2,8011 2,9359 3,0090 3,0064 2,9349 2,8158 2,6759 2,5424 2,4408 2,3876 2,3807 2,4007 2,4258 2,4466 2,4694 2,5101 2,5852 2,7039 2,8661 3,0683 3,3118 3,6020 3,9358 4,2967 4,6679 5,0409 5,4084 5,7579 6,0750 6,3492 6,5771 6,7621 6,9110 7,0313 7,1322 7,2184 7,2758 7,2690 7,1665 6,9721 6,7219 6,4481 6,1514 5,8071 5,3938 4,9140 4,3901 3,8522 3,3302 2,8441 2,4009 2,0040 1,6613 1,3866 1,1944 1,0898 1,0606 1,0826 1,1322 1,1916 1,2475 1,2880 1,3007 1,2759 1,2150 1,1304 1,0379 0,9467 0,8498 0,7197 0,5199 0,2270 -0,1551 -0,5940 -1,0388 -1,4395 -1,7622 -1,9921 -2,1350 -2,2170 -2,2713 -2,3215 -2,3796 -2,4511 -2,5338 -2,6187 -2,7008 -2,7912 -2,9121 -3,0759 -3,2752 -3,4961 -3,7316 -3,9773 -4,2203 -4,4399 -4,6160 -4,7419 -4,8299 -4,9006 -4,9660 -5,0306 -5,1005 -5,1819 -5,2734 -5,3650 -5,4393 -5,4759 -5,4614 -5,3920 -5,2655 -5,0836 -4,8669 -4,6580 -4,5002 -4,4138 -4,3942 -4,4222 -4,4732 -4,5223 -4,5516
F3    -0,0455 -0,1708 -0,3198 -0,4501 -0,5228 -0,5258 -0,4842 -0,4425 -0,4314 -0,4513 -0,4804 -0,4905 -0,4606 -0,3838 -0,2687 -0,1343 -0,0008 0,1230 0,2437 0,3746 0,5256 0,6947 0,8636 1,0040 1,0953 1,1364 1,1357 1,0935 0,9959 0,8262 0,5815 0,2805 -0,0481 -0,3742 -0,6644 -0,8824 -1,0006 -1,0144 -0,9423 -0,8113 -0,6455 -0,4680 -0,3001 -0,1513 -0,0127 0,1339 0,3005 0,4846 0,6673 0,8181 0,9123 0,9458 0,9315 0,8800 0,7922 0,6670 0,5087 0,3238 0,1162 -0,1080 -0,3321 -0,5293 -0,6769 -0,7662 -0,7976 -0,7720 -0,6893 -0,5510 -0,3605 -0,1300 0,1192 0,3699 0,6196 0,8776 1,1527 1,4395 1,7146 1,9497 2,1273 2,2438 2,3016 2,3097 2,2883 2,2608 2,2432 2,2415 2,2508 2,2541 2,2242 2,1299 1,9472 1,6753 1,3407 0,9798 0,6162 0,2529 -0,1187 -0,5060 -0,9049 -1,2992 -1,6644 -1,9746 -2,2066 -2,3499 -2,4137 -2,4229 -2,4091 -2,4031 -2,4229 -2,4677 -2,5240 -2,5727 -2,5880 -2,5411 -2,4120 -2,2009 -1,9248 -1,6020 -1,2435 -0,8591 -0,4597 -0,0522 0,3648 0,7971 1,2469 1,7031 2,1375 2,5129 2,7940 2,9582 3,0013 2,9404 2,8141 2,6728 2,5561 2,4747 2,4106 2,3315 2,2042 2,0082 1,7491 1,4587 1,1804 0,9532 0,8033 0,7392 0,7479 0,7974 0,8498 0,8788 0,8772 0,8538 0,8306 0,8416 0,9207 1,0825 1,3139 1,5801 1,8358 2,0354 2,1460 2,1557 2,0745 1,9263 1,7451 1,5715 1,4402 1,3687 1,3570 1,3937 1,4580 1,5210 1,5494 1,5164 1,4137 1,2491 1,0345 0,7815 0,5066 0,2293 -0,0393 -0,3008 -0,5550 -0,7867 -0,9697 -1,0863 -1,1374 -1,1393 -1,1138 -1,0786 -1,0420 -1,0068 -0,9775 -0,9639 -0,9773 -1,0244 -1,1074 -1,2270 -1,3828 -1,5716 -1,7833 -1,9978 -2,1929 -2,3567 -2,4927 -2,6169 -2,7494 -2,9031 -3,0795 -3,2722 -3,4658 -3,6377 -3,7689 -3,8513 -3,8846 -3,8753 -3,8366 -3,7812 -3,7163 -3,6520 -3,6065 -3,5982 -3,6356 -3,7171 -3,8341 -3,9718 -4,1130 -4,2475 -4,3774 -4,5087 -4,6476 -4,8020 -4,9751 -5,1545 -5,3142 -5,4223 -5,4560 -5,4174 -5,3342 -5,2422 -5,1689 -5,1280 -5,1236 -5,1497 -5,1846 -5,1927 -5,1367 -4,9917 -4,7541 -4,4425 -4,0879 -3,7195 -3,3569 -3,0095 -2,6817 -2,3829 -2,1311 -1,9443 -1,8283 -1,7739 -1,7627 -1,7747 -1,7908 -1,7968 -1,7961 -1,8129 -1,8704 -1,9650 -2,0703 -2,1626 -2,2337 -2,2843 -2,3111 -2,3008 -2,2333 -2,0985 -1,9129 -1,7140 -1,5385 -1,4098 -1,3377 -1,3186 -1,3349 -1,3632 -1,3866 -1,4060 -1,4350 -1,4854 -1,5639 -1,6797 -1,8400 -2,0408 -2,2670 -2,4924 -2,6825 -2,8074 -2,8525 -2,8180 -2,7204 -2,5924 -2,4753 -2,4015 -2,3733 -2,3573 -2,3095 -2,2035 -2,0395 -1,8344 -1,6086 -1,3770 -1,1515 -0,9459 -0,7727 -0,6317 -0,5063 -0,3713 -0,2065 -0,0062 0,2197 0,4530 0,6741 0,8679 1,0276 1,1566 1,2695 1,3857 1,5141 1,6451 1,7624 1,8581 1,9367 2,0121 2,1016 2,2189 2,3657 2,5283 2,6863 2,8245 2,9325 3,0036 3,0418 3,0635 3,0889 3,1344 3,2093 3,3140 3,4400 3,5695 3,6766 3,7372 3,7442 3,7178 3,7026 3,7475 3,8803 4,1000 4,3855 4,7025 5,0106 5,2782 5,4935 5,6561 5,7674 5,8290 5,8468 5,8354 5,8141 5,7834 5,7107 5,5488 5,2728 4,8971 4,4609 4,0044 3,5599 3,1561 2,8169 2,5559 2,3697 2,2365 2,1276 2,0266 1,9358 1,8639 1,8144 1,7830 1,7584 1,7229 1,6614 1,5751 1,4897 1,4437 1,4689 1,5777 1,7597 1,9856 2,2188 2,4281 2,5945 2,7083 2,7717 2,8036 2,8380 2,9098 3,0369 3,2133 3,4193 3,6380 3,8578 4,0656 4,2455 4,3868 4,4917 4,5719 4,6384 4,6930 4,7251 4,7131 4,6338 4,4745 4,2416 3,9632 3,6794 3,4260 3,2277 3,0970 3,0335 3,0230 3,0452 3,0842 3,1364 3,2118 3,3270 3,4951 3,7166 3,9742 4,2387 4,4821 4,6833 4,8264 4,9038 4,9213 4,9002 4,8686 4,8433 4,8161 4,7619 4,6540 4,4716 4,2069 3,8724 3,5042 3,1532 2,8663 2,6637 2,5350 2,4547 2,3980 2,3487 2,3030 2,2668 2,2480 2,2536 2,2863 2,3376 2,3900 2,4307 2,4564 2,4563 2,4032 2,2700 2,0561 1,7962 1,5477 1,3678 1,2942 1,3385 1,4904 1,7225 1,9908 2,2433 2,4387 2,5558 2,5887 2,5433 2,4372 2,3010 2,1679 2,0559 1,9595 1,8628 1,7589 1,6566 1,5725 1,5243 1,5284 1,5967 1,7321 1,9296 2,1848 2,4964 2,8573 3,2539 3,6771 4,1268 4,5973 5,0640 5,4875 5,8285 6,0630 6,1921 6,2400 6,2417 6,2293 6,2172 6,1885 6,0997 5,9138 5,6324 5,2905 4,9242 4,5445 4,1376 3,6865 3,1918 2,6749 2,1687 1,7069 1,3100 0,9823 0,7220 0,5292 0,4032 0,3367 0,3118 0,3005 0,2760 0,2239 0,1421 0,0360 -0,0881 -0,2259 -0,3734 -0,5222 -0,6603 -0,7779 -0,8711 -0,9461 -1,0241 -1,1374 -1,3142 -1,5639 -1,8705 -2,1996 -2,5165 -2,7968 -3,0258 -3,2005 -3,3319 -3,4392 -3,5407 -3,6505 -3,7752 -3,9081 -4,0350 -4,1469 -4,2519 -4,3736 -4,5336 -4,7361 -4,9720 -5,2281 -5,4882 -5,7299 -5,9293 -6,0694 -6,1520 -6,2021 -6,2506 -6,3125 -6,3840 -6,4566 -6,5244 -6,5847 -6,6341 -6,6603 -6,6405 -6,5550 -6,3982 -6,1753 -5,9028 -5,6178 -5,3741 -5,2182 -5,1644 -5,1940 -5,2745 -5,3735 -5,4646 -5,5335
F7    -0,5492 -0,6904 -0,8320 -0,9304 -0,9594 -0,9248 -0,8613 -0,8121 -0,8009 -0,8209 -0,8462 -0,8470 -0,7956 -0,6706 -0,4643 -0,1928 0,1046 0,3811 0,6017 0,7526 0,8438 0,9006 0,9435 0,9747 0,9877 0,9835 0,9697 0,9496 0,9164 0,8530 0,7385 0,5570 0,3059 0,0078 -0,2862 -0,5151 -0,6383 -0,6521 -0,5821 -0,4640 -0,3295 -0,2020 -0,0930 0,0015 0,1009 0,2285 0,3944 0,5866 0,7709 0,9057 0,9690 0,9769 0,9688 0,9719 0,9836 0,9833 0,9540 0,8903 0,7914 0,6582 0,5016 0,3432 0,2053 0,1031 0,0473 0,0480 0,1140 0,2484 0,4407 0,6616 0,8747 1,0573 1,2112 1,3585 1,5287 1,7388 1,9846 2,2477 2,5060 2,7356 2,9128 3,0273 3,0913 3,1277 3,1519 3,1679 3,1718 3,1539 3,1002 2,9941 2,8207 2,5789 2,2894 1,9835 1,6827 1,3876 1,0853 0,7655 0,4271 0,0773 -0,2688 -0,5857 -0,8408 -1,0080 -1,0843 -1,0929 -1,0731 -1,0614 -1,0725 -1,0959 -1,1118 -1,1008 -1,0423 -0,9149 -0,7127 -0,4568 -0,1826 0,0887 0,3594 0,6393 0,9328 1,2434 1,5734 1,9182 2,2662 2,6024 2,9087 3,1646 3,3512 3,4534 3,4611 3,3728 3,2074 3,0057 2,8121 2,6490 2,5085 2,3617 2,1771 1,9373 1,6471 1,3347 1,0472 0,8353 0,7322 0,7396 0,8296 0,9572 1,0767 1,1527 1,1640 1,1077 1,0062 0,9102 0,8829 0,9688 1,1729 1,4590 1,7606 2,0039 2,1378 2,1518 2,0719 1,9409 1,8015 1,6887 1,6208 1,5965 1,6011 1,6163 1,6225 1,5972 1,5167 1,3682 1,1628 0,9317 0,7075 0,5123 0,3593 0,2519 0,1773 0,1116 0,0344 -0,0563 -0,1450 -0,2137 -0,2564 -0,2793 -0,2900 -0,2902 -0,2762 -0,2462 -0,2059 -0,1665 -0,1386 -0,1274 -0,1314 -0,1475 -0,1775 -0,2289 -0,3079 -0,4106 -0,5274 -0,6531 -0,7925 -0,9589 -1,1664 -1,4157 -1,6897 -1,9621 -2,2078 -2,4102 -2,5687 -2,6926 -2,7870 -2,8539 -2,9012 -2,9361 -2,9583 -2,9678 -2,9745 -2,9933 -3,0330 -3,0940 -3,1728 -3,2616 -3,3485 -3,4267 -3,5003 -3,5754 -3,6551 -3,7445 -3,8517 -3,9817 -4,1308 -4,2810 -4,4106 -4,5145 -4,6103 -4,7192 -4,8473 -4,9848 -5,1199 -5,2442 -5,3469 -5,4126 -5,4249 -5,3709 -5,2464 -5,0557 -4,8070 -4,5112 -4,1839 -3,8401 -3,4872 -3,1337 -2,8030 -2,5301 -2,3441 -2,2542 -2,2472 -2,2913 -2,3460 -2,3779 -2,3792 -2,3695 -2,3720 -2,3919 -2,4206 -2,4559 -2,5053 -2,5729 -2,6504 -2,7140 -2,7310 -2,6771 -2,5538 -2,3861 -2,2045 -2,0354 -1,8963 -1,7921 -1,7169 -1,6587 -1,6073 -1,5623 -1,5352 -1,5400 -1,5887 -1,6913 -1,8490 -2,0484 -2,2713 -2,5007 -2,7185 -2,9065 -3,0528 -3,1560 -3,2276 -3,2884 -3,3604 -3,4543 -3,5551 -3,6206 -3,6086 -3,5052 -3,3282 -3,1090 -2,8755 -2,6459 -2,4327 -2,2496 -2,1087 -2,0094 -1,9333 -1,8533 -1,7468 -1,6053 -1,4355 -1,2504 -1,0646 -0,8953 -0,7594 -0,6654 -0,6047 -0,5559 -0,5007 -0,4367 -0,3728 -0,3173 -0,2724 -0,2324 -0,1862 -0,1202 -0,0223 0,1111 0,2719 0,4432 0,6022 0,7287 0,8172 0,8790 0,9327 0,9957 1,0778 1,1773 1,2859 1,3954 1,4969 1,5789 1,6346 1,6723 1,7162 1,7931 1,9152 2,0759 2,2593 2,4456 2,6133 2,7454 2,8321 2,8718 2,8779 2,8784 2,9026 2,9717 3,0918 3,2389 3,3606 3,4039 3,3452 3,1921 2,9626 2,6704 2,3293 1,9637 1,6087 1,2990 1,0523 0,8611 0,7055 0,5762 0,4769 0,4102 0,3716 0,3539 0,3477 0,3376 0,3062 0,2448 0,1619 0,0796 0,0258 0,0268 0,0973 0,2323 0,4114 0,6116 0,8134 1,0001 1,1622 1,3046 1,4433 1,5904 1,7435 1,8873 2,0064 2,0991 2,1796 2,2667 2,3711 2,4901 2,6124 2,7257 2,8214 2,8991 2,9587 2,9886 2,9680 2,8781 2,7156 2,4994 2,2646 2,0507 1,8928 1,8135 1,8163 1,8866 2,0009 2,1357 2,2777 2,4295 2,6048 2,8158 3,0605 3,3159 3,5466 3,7231 3,8337 3,8823 3,8838 3,8605 3,8390 3,8468 3,8970 3,9727 4,0317 4,0275 3,9272 3,7209 3,4249 3,0771 2,7269 2,4204 2,1811 2,0052 1,8756 1,7735 1,6831 1,5954 1,5114 1,4403 1,3930 1,3732 1,3740 1,3858 1,4120 1,4674 1,5521 1,6355 1,6726 1,6339 1,5241 1,3794 1,2460 1,1566 1,1220 1,1399 1,2044 1,3035 1,4151 1,5119 1,5708 1,5780 1,5331 1,4505 1,3565 1,2801 1,2400 1,2336 1,2411 1,2409 1,2220 1,1857 1,1437 1,1128 1,1109 1,1541 1,2516 1,4074 1,6227 1,8927 2,2084 2,5664 2,9692 3,4066 3,8428 4,2282 4,5232 4,7132 4,8079 4,8314 4,8115 4,7731 4,7293 4,6700 4,5616 4,3715 4,0948 3,7532 3,3737 2,9699 2,5413 2,0873 1,6197 1,1577 0,7164 0,3057 -0,0700 -0,4091 -0,7037 -0,9368 -1,0928 -1,1693 -1,1809 -1,1570 -1,1301 -1,1253 -1,1586 -1,2394 -1,3721 -1,5559 -1,7863 -2,0523 -2,3334 -2,5993 -2,8141 -2,9515 -3,0164 -3,0502 -3,1077 -3,2265 -3,4131 -3,6500 -3,9134 -4,1821 -4,4372 -4,6677 -4,8770 -5,0744 -5,2607 -5,4281 -5,5661 -5,6621 -5,7091 -5,7190 -5,7255 -5,7667 -5,8603 -5,9989 -6,1655 -6,3451 -6,5227 -6,6811 -6,8037 -6,8787 -6,9101 -6,9230 -6,9468 -6,9917 -7,0489 -7,1060 -7,1573 -7,2046 -7,2520 -7,2948 -7,3180 -7,3064 -7,2536 -7,1581 -7,0190 -6,8415 -6,6422 -6,4441 -6,2634 -6,1054 -5,9731 -5,8715 -5,8050 -5,7746
