Fp1   -1,3981 -1,5772 -1,7610 -1,9001 -1,9836 -2,0334 -2,0615 -2,0285 -1,8625 -1,5162 -0,9828 -0,2724 0,5929 1,5608 2,5375 3,3958 3,9949 4,2343 4,1165 3,7507 3,2881 2,8583 2,5359 2,3282 2,1773 1,9914 1,6946 1,2630 0,7307 0,1793 -0,2996 -0,6563 -0,8968 -1,0416 -1,0851 -1,0136 -0,8625 -0,7267 -0,6970 -0,7989 -0,9982 -1,2467 -1,5117 -1,7687 -1,9745 -2,0574 -1,9633 -1,7172 -1,4095 -1,1272 -0,9189 -0,8101 -0,8285 -0,9937 -1,2799 -1,5980 -1,8365 -1,9407 -1,9475 -1,9235 -1,8734 -1,7174 -1,3587 -0,7769 -0,0462 0,7316 1,4781 2,1326 2,6377 2,9336 2,9743 2,7783 2,4594 2,1745 2,0214 1,9739 1,9008 1,6503 1,1564 0,5018 -0,1013 -0,4097 -0,2657 0,3342 1,2381 2,2096 3,0321 3,5786 3,8131 3,7523 3,4283 2,8725 2,1184 1,2242 0,3020 -0,4921 -1,0187 -1,2241 -1,1633 -0,9659 -0,7795 -0,7282 -0,8928 -1,2982 -1,9150 -2,6850 -3,5508 -4,4696 -5,4194 -6,3940 -7,3731 -8,2886 -9,0361 -9,5329 -9,7717 -9,8156 -9,7551 -9,6849 -9,6939 -9,8433 -10,1537 -10,6040 -11,1307 -11,6377 -12,0204 -12,1886 -12,0699 -11,6152 -10,8326 -9,7972 -8,6084 -7,3526 -6,0916 -4,8542 -3,6385 -2,4415 -1,2835 -0,1896 0,8468 1,8599 2,8748 3,8840 4,8456 5,6965 6,3911 6,9433 7,4184 7,8808 8,3460 8,7677 9,0725 9,2250 9,2521 9,2042 9,1042 8,9364 8,6722 8,3029 7,8487 7,3443 6,8262 6,3402 5,9331 5,6175 5,3545 5,0771 4,7370 4,3485 3,9804 3,6985 3,5230 3,4363 3,4206 3,4882 3,6649 3,9375 4,2227 4,3913 4,3308 4,0066 3,4844 2,9155 2,4829 2,3088 2,3872 2,6195 2,9012 3,1610 3,3500 3,4357 3,4181 3,3347 3,2329 3,1456 3,0934 3,0816 3,0951 3,1148 3,1317 3,1411 3,1429 3,1530 3,2059 3,3440 3,6025 3,9846 4,4303 4,8236 5,0636 5,1216 5,0267 4,8371 4,6300 4,4974 4,5175 4,6961 4,9450 5,1381 5,1794 5,0325 4,7308 4,3702 4,0593 3,8540 3,7401 3,6782 3,6601 3,7175 3,8671 4,0612 4,2051 4,2073 4,0121 3,6299 3,1488 2,6933 2,3528 2,1414 2,0111 1,8958 1,7564 1,6044 1,4916 1,4723 1,5602 1,7196 1,8908 2,0098 2,0153 1,8612 1,5402 1,0892 0,5692 0,0565 -0,3537 -0,5747 -0,5776 -0,4102 -0,1635 0,0794 0,2730 0,4155 0,5438 0,7189 0,9969 1,3965 1,8878 2,4067 2,8704 3,1855 3,2651 3,0584 2,5777 1,9165 1,2380 0,6963 0,3361 0,0785 -0,2012 -0,5782 -1,0186 -1,3869 -1,5318 -1,3902 -1,0197 -0,5414 -0,0749 0,2777 0,4411 0,3992 0,2060 -0,0395 -0,2379 -0,3301 -0,3054 -0,1743 0,0592 0,3990 0,8438 1,3696 1,9188 2,4323 2,9074 3,3991 3,9517 4,5425 5,0886 5,4950 5,6932 5,6509 5,3730 4,8973 4,2881 3,6367 3,0545 2,6401 2,4305 2,3710 2,3352 2,1894 1,8594 1,3620 0,7947 0,2986 -0,0168 -0,1559 -0,2331 -0,3729 -0,6412 -1,0536 -1,5983 -2,2367 -2,8979 -3,4992 -4,0055 -4,4497 -4,8719 -5,2617 -5,5706 -5,7440 -5,7216 -5,4496 -4,9289 -4,2464 -3,5586 -3,0365 -2,7916 -2,8440 -3,1506 -3,6295 -4,1678 -4,6460 -4,9705 -5,1060 -5,1000 -5,0630 -5,0857 -5,1598 -5,1873 -5,0699 -4,7800 -4,3561 -3,8539 -3,3076 -2,7337 -2,1588 -1,6355 -1,2338 -1,0035 -0,9302 -0,9349 -0,9348 -0,9086 -0,9044 -0,9818 -1,1585 -1,4143 -1,7257 -2,0690 -2,3946 -2,6132 -2,6198 -2,3637 -1,9031 -1,3761 -0,9256 -0,6433 -0,5490 -0,6071 -0,7553 -0,9171 -1,0206 -1,0417 -1,0235 -1,0486 -1,2021 -1,5441 -2,0854 -2,7669 -3,4562 -3,9897 -4,2491 -4,2166 -3,9682 -3,6225 -3,2839 -2,9996 -2,7571 -2,5252 -2,2803 -1,9980 -1,6608 -1,2909 -0,9589 -0,7444 -0,6907 -0,7824 -0,9561 -1,1453 -1,3175 -1,4626 -1,5601 -1,5856 -1,5416 -1,4574 -1,3582 -1,2452 -1,1069 -0,9510 -0,8103 -0,7075 -0,6293 -0,5434 -0,4304 -0,2978 -0,1739 -0,0917 -0,0644 -0,0790 -0,1237 -0,2119 -0,3799 -0,6634 -1,0578 -1,4902 -1,8437 -2,0289 -2,0482 -1,9847 -1,9166 -1,8416 -1,6968 -1,4440 -1,1099 -0,7395 -0,3387 0,1280 0,6896 1,3200 1,9413 2,4887 2,9623 3,3864 3,7248 3,8710 3,7120 3,1968 2,3902 1,4823 0,7157 0,2735 0,2118 0,4658 0,8967 1,3477 1,6919 1,8458 1,7605 1,4338 0,9162 0,2509 -0,5814 -1,6272 -2,8905 -4,3164 -5,8172 -7,3001 -8,6852 -9,9039 -10,9032 -11,6757 -12,2559 -12,6584 -12,8437 -12,7672 -12,4451 -11,9634 -11,4357 -10,9408 -10,4782 -9,9857 -9,4043 -8,7242 -7,9682 -7,1548 -6,2983 -5,4381 -4,6380 -3,9503 -3,3681 -2,8102 -2,1758 -1,4201 -0,5702 0,3075 1,1376 1,8702 2,5085 3,0953 3,6676 4,2284 4,7605 5,2712 5,8057 6,3958 7,0224 7,6424 8,2177 8,7104 9,0795 9,2905 9,3347 9,2422 9,0629 8,8246 8,5151 8,0903 7,4799 6,6052 5,4151 3,9217 2,2139 0,4372 -1,2592 -2,7791 -4,0991 -5,2374 -6,2068 -6,9981 -7,5962 -7,9924 -8,1756 -8,1190 -7,7854 -7,1539 -6,2542 -5,1799 -4,0527 -2,9662 -1,9630 -1,0645 -0,2845 0,4063 1,0954 1,8718 2,7612 3,7216 4,6684 5,4940 6,0940 6,4023 6,4080 6,1475 5,6887 5,1177 4,5161 3,9300 3,3640 2,8079 2,2478 1,6541 0,9815 0,1991 -0,6741 -1,5801 -2,4778 -3,3694 -4,2652 -5,1389 -5,9252 -6,5686 -7,0643 -7,4318 -7,6679 -7,7552 -7,6941 -7,5111 -7,2557 -6,9902 -6,7564
Fz    -0,1199 -0,1379 -0,1311 -0,0904 -0,0318 0,0192 0,0449 0,0538 0,0804 0,1661 0,3518 0,6811 1,1862 1,8563 2,6167 3,3346 3,8492 4,0290 3,8361 3,3466 2,7071 2,0710 1,5509 1,1930 0,9755 0,8296 0,6786 0,4730 0,2019 -0,1146 -0,4436 -0,7583 -1,0390 -1,2597 -1,3894 -1,4214 -1,4021 -1,4145 -1,5199 -1,7151 -1,9470 -2,1623 -2,3380 -2,4747 -2,5677 -2,5891 -2,5141 -2,3605 -2,1794 -2,0106 -1,8642 -1,7412 -1,6564 -1,6349 -1,6839 -1,7734 -1,8505 -1,8797 -1,8628 -1,8094 -1,6966 -1,4689 -1,0795 -0,5382 0,0789 0,6687 1,1505 1,4888 1,6868 1,7635 1,7456 1,6783 1,6259 1,6419 1,7331 1,8433 1,8712 1,7203 1,3591 0,8546 0,3559 0,0298 -0,0129 0,2414 0,7088 1,2510 1,7396 2,1018 2,3180 2,3900 2,3189 2,1065 1,7674 1,3410 0,8978 0,5275 0,3037 0,2418 0,2833 0,3290 0,2916 0,1271 -0,1646 -0,5537 -0,9995 -1,4695 -1,9490 -2,4395 -2,9542 -3,5074 -4,0944 -4,6804 -5,2106 -5,6374 -5,9431 -6,1396 -6,2498 -6,3038 -6,3422 -6,4070 -6,5347 -6,7430 -7,0110 -7,2734 -7,4450 -7,4527 -7,2480 -6,8064 -6,1376 -5,2926 -4,3464 -3,3725 -2,4200 -1,5025 -0,6130 0,2434 1,0374 1,7418 2,3647 2,9427 3,5087 4,0744 4,6297 5,1441 5,5797 5,9195 6,1825 6,4142 6,6569 6,9229 7,1956 7,4595 7,7184 7,9819 8,2370 8,4344 8,5041 8,3927 8,0963 7,6630 7,1692 6,6965 6,3084 6,0223 5,8026 5,5831 5,3018 4,9341 4,4985 4,0323 3,5701 3,1423 2,7839 2,5346 2,4213 2,4357 2,5265 2,6114 2,6109 2,4924 2,2931 2,1033 2,0203 2,0907 2,2870 2,5445 2,8108 3,0569 3,2595 3,3912 3,4360 3,4061 3,3365 3,2706 3,2506 3,2983 3,4005 3,5245 3,6417 3,7349 3,7966 3,8308 3,8583 3,9139 4,0312 4,2213 4,4546 4,6660 4,7891 4,7894 4,6686 4,4557 4,1961 3,9445 3,7516 3,6347 3,5643 3,4936 3,3915 3,2517 3,0892 2,9345 2,8164 2,7431 2,7015 2,6773 2,6730 2,7043 2,7760 2,8645 2,9322 2,9487 2,8997 2,7939 2,6634 2,5436 2,4498 2,3722 2,2832 2,1539 1,9788 1,7901 1,6452 1,5930 1,6443 1,7683 1,9117 2,0156 2,0253 1,9037 1,6457 1,2801 0,8542 0,4256 0,0614 -0,1797 -0,2773 -0,2606 -0,1853 -0,1010 -0,0316 0,0300 0,1146 0,2584 0,4792 0,7640 1,0800 1,3929 1,6673 1,8586 1,9188 1,8133 1,5328 1,1061 0,6054 0,1140 -0,3243 -0,7143 -1,0759 -1,4079 -1,6727 -1,8118 -1,7809 -1,5819 -1,2628 -0,8892 -0,5169 -0,1871 0,0759 0,2761 0,4470 0,6307 0,8517 1,1002 1,3376 1,5221 1,6344 1,6838 1,6994 1,7183 1,7745 1,8988 2,1248 2,4752 2,9324 3,4275 3,8618 4,1444 4,2212 4,0833 3,7628 3,3243 2,8449 2,3955 2,0345 1,8048 1,7193 1,7409 1,7843 1,7534 1,5904 1,3006 0,9415 0,5933 0,3132 0,0946 -0,1254 -0,4101 -0,7822 -1,2281 -1,7201 -2,2285 -2,7199 -3,1553 -3,5081 -3,7761 -3,9677 -4,0879 -4,1444 -4,1508 -4,1100 -4,0071 -3,8317 -3,6026 -3,3725 -3,2114 -3,1767 -3,2940 -3,5568 -3,9253 -4,3246 -4,6595 -4,8469 -4,8505 -4,7002 -4,4715 -4,2313 -3,9928 -3,7197 -3,3761 -2,9674 -2,5361 -2,1254 -1,7459 -1,3760 -0,9941 -0,6107 -0,2717 -0,0285 0,1063 0,1760 0,2461 0,3488 0,4594 0,5241 0,5022 0,3830 0,1743 -0,1067 -0,4250 -0,7171 -0,9046 -0,9373 -0,8308 -0,6575 -0,5030 -0,4229 -0,4239 -0,4742 -0,5267 -0,5354 -0,4742 -0,3595 -0,2499 -0,2128 -0,2930 -0,4970 -0,7922 -1,1173 -1,3983 -1,5720 -1,6110 -1,5344 -1,3909 -1,2321 -1,0967 -1,0007 -0,9327 -0,8612 -0,7472 -0,5569 -0,2861 0,0142 0,2473 0,3245 0,2173 -0,0317 -0,3403 -0,6328 -0,8676 -1,0284 -1,1017 -1,0758 -0,9575 -0,7750 -0,5609 -0,3390 -0,1263 0,0571 0,1902 0,2678 0,3066 0,3288 0,3451 0,3515 0,3356 0,2840 0,1954 0,0891 -0,0068 -0,0729 -0,1073 -0,1245 -0,1380 -0,1384 -0,0926 0,0243 0,1951 0,3718 0,5249 0,6732 0,8574 1,0910 1,3470 1,5950 1,8366 2,1025 2,4180 2,7724 3,1249 3,4461 3,7423 4,0282 4,2781 4,4183 4,3621 4,0548 3,5128 2,8389 2,1880 1,7014 1,4530 1,4328 1,5693 1,7669 1,9371 2,0109 1,9421 1,7178 1,3567 0,8759 0,2613 -0,5135 -1,4427 -2,4747 -3,5306 -4,5281 -5,3983 -6,0889 -6,5645 -6,8261 -6,9215 -6,9161 -6,8477 -6,7204 -6,5287 -6,2763 -5,9735 -5,6228 -5,2065 -4,6983 -4,0906 -3,4079 -2,6938 -1,9893 -1,3249 -0,7271 -0,2195 0,1896 0,5209 0,8266 1,1674 1,5798 2,0640 2,5847 3,0800 3,4947 3,8175 4,0816 4,3293 4,5778 4,8219 5,0669 5,3466 5,6960 6,1164 6,5785 7,0475 7,5015 7,9296 8,3173 8,6375 8,8609 8,9659 8,9323 8,7344 8,3478 7,7574 6,9595 5,9662 4,8125 3,5630 2,3065 1,1319 0,0903 -0,8245 -1,6498 -2,4095 -3,0937 -3,6758 -4,1284 -4,4211 -4,5180 -4,3884 -4,0305 -3,4934 -2,8716 -2,2674 -1,7470 -1,3228 -0,9707 -0,6484 -0,3025 0,1189 0,6369 1,2207 1,8041 2,3205 2,7255 3,0021 3,1556 3,2024 3,1606 3,0462 2,8713 2,6394 2,3417 1,9676 1,5184 1,0015 0,4204 -0,2174 -0,8887 -1,5535 -2,1712 -2,7235 -3,2185 -3,6753 -4,1067 -4,5110 -4,8765 -5,1923 -5,4460 -5,6147 -5,6775 -5,6375 -5,5276 -5,3982 -5,2962 -5,2349
F3    -0,8851 -1,0174 -1,0320 -0,9120 -0,6913 -0,4247 -0,1650 0,0534 0,2235 0,3680 0,5386 0,8025 1,2103 1,7557 2,3616 2,9038 3,2536 3,3136 3,0572 2,5537 1,9455 1,3818 0,9583 0,6970 0,5638 0,4957 0,4225 0,2880 0,0753 -0,1813 -0,4205 -0,5963 -0,6939 -0,7093 -0,6311 -0,4648 -0,2658 -0,1286 -0,1381 -0,3280 -0,6742 -1,1129 -1,5703 -1,9882 -2,3264 -2,5462 -2,6123 -2,5152 -2,2748 -1,9178 -1,4665 -0,9594 -0,4695 -0,0803 0,1635 0,2743 0,2968 0,2768 0,2502 0,2479 0,3084 0,4822 0,8069 1,2654 1,7801 2,2534 2,6042 2,7837 2,7889 2,6629 2,4806 2,3255 2,2644 2,3247 2,4756 2,6287 2,6743 2,5355 2,2066 1,7594 1,3224 1,0330 0,9779 1,1575 1,4952 1,8831 2,2332 2,5017 2,6747 2,7412 2,6814 2,4759 2,1276 1,6775 1,2041 0,8032 0,5527 0,4702 0,4921 0,5015 0,3953 0,1448 -0,1976 -0,5481 -0,8539 -1,1199 -1,3839 -1,6766 -2,0088 -2,3815 -2,7835 -3,1807 -3,5266 -3,7941 -3,9953 -4,1650 -4,3265 -4,4812 -4,6260 -4,7694 -4,9379 -5,1581 -5,4129 -5,6172 -5,6575 -5,4682 -5,0644 -4,5095 -3,8664 -3,1699 -2,4266 -1,6354 -0,8086 0,0276 0,8450 1,6184 2,3251 2,9584 3,5430 4,1176 4,6975 5,2597 5,7559 6,1320 6,3468 6,3940 6,3237 6,2350 6,2301 6,3637 6,6365 7,0189 7,4703 7,9399 8,3646 8,6756 8,8192 8,7750 8,5603 8,2171 7,7946 7,3402 6,8962 6,4877 6,1090 5,7288 5,3147 4,8548 4,3629 3,8658 3,3887 2,9553 2,5965 2,3505 2,2504 2,3039 2,4777 2,7016 2,9038 3,0492 3,1474 3,2334 3,3422 3,4815 3,6201 3,7134 3,7413 3,7136 3,6469 3,5425 3,3900 3,1856 2,9478 2,7227 2,5684 2,5165 2,5542 2,6521 2,8009 3,0138 3,3008 3,6479 4,0179 4,3710 4,6878 4,9732 5,2286 5,4220 5,5002 5,4314 5,2271 4,9264 4,5726 4,2143 3,9077 3,6863 3,5330 3,4055 3,2790 3,1536 3,0380 2,9426 2,8753 2,8309 2,7932 2,7563 2,7384 2,7723 2,8730 3,0111 3,1275 3,1764 3,1454 3,0451 2,8894 2,6831 2,4285 2,1430 1,8580 1,6014 1,3945 1,2623 1,2287 1,2929 1,4163 1,5356 1,5894 1,5401 1,3851 1,1525 0,8810 0,5934 0,2896 -0,0268 -0,3202 -0,5322 -0,6150 -0,5551 -0,3764 -0,1297 0,1325 0,3940 0,6923 1,0850 1,5930 2,1720 2,7368 3,2093 3,5393 3,6933 3,6510 3,4146 3,0093 2,4815 1,8950 1,3026 0,7178 0,1352 -0,4243 -0,9044 -1,2371 -1,3728 -1,3027 -1,0652 -0,7291 -0,3645 -0,0211 0,2791 0,5377 0,7670 0,9739 1,1558 1,3029 1,3997 1,4295 1,3824 1,2573 1,0591 0,8023 0,5203 0,2682 0,1211 0,1620 0,4441 0,9538 1,6126 2,3042 2,9050 3,3171 3,4887 3,4239 3,1805 2,8484 2,5127 2,2281 2,0200 1,8981 1,8537 1,8425 1,7898 1,6329 1,3630 1,0274 0,6964 0,4200 0,2019 0,0107 -0,1836 -0,3867 -0,5864 -0,7735 -0,9595 -1,1763 -1,4514 -1,7721 -2,0732 -2,2703 -2,3149 -2,2258 -2,0757 -1,9466 -1,8859 -1,8925 -1,9357 -1,9901 -2,0578 -2,1595 -2,3152 -2,5336 -2,8049 -3,0876 -3,3067 -3,3768 -3,2475 -2,9376 -2,5272 -2,1062 -1,7223 -1,3764 -1,0646 -0,8068 -0,6277 -0,5191 -0,4314 -0,3060 -0,1204 0,0935 0,2694 0,3486 0,3175 0,2163 0,1153 0,0677 0,0745 0,0990 0,1043 0,0688 -0,0248 -0,1922 -0,4302 -0,6985 -0,9249 -1,0488 -1,0658 -1,0254 -0,9896 -0,9942 -1,0351 -1,0773 -1,0712 -0,9709 -0,7632 -0,4943 -0,2552 -0,1288 -0,1504 -0,3024 -0,5264 -0,7373 -0,8450 -0,7885 -0,5688 -0,2535 0,0571 0,2745 0,3488 0,2816 0,1306 -0,0071 -0,0335 0,1089 0,4076 0,7689 1,0498 1,1317 0,9840 0,6670 0,2818 -0,0851 -0,3797 -0,5679 -0,6244 -0,5438 -0,3623 -0,1518 0,0198 0,1186 0,1364 0,0682 -0,0830 -0,2815 -0,4574 -0,5389 -0,4899 -0,3292 -0,1208 0,0586 0,1558 0,1622 0,1129 0,0644 0,0573 0,0933 0,1523 0,2245 0,3184 0,4406 0,5723 0,6757 0,7305 0,7636 0,8316 0,9706 1,1662 1,3744 1,5694 1,7666 1,9968 2,2633 2,5346 2,7798 3,0029 3,2320 3,4704 3,6598 3,6967 3,4928 3,0373 2,4106 1,7406 1,1442 0,6985 0,4391 0,3616 0,4185 0,5275 0,5965 0,5564 0,3869 0,1072 -0,2678 -0,7510 -1,3509 -2,0334 -2,7343 -3,3910 -3,9589 -4,4164 -4,7592 -4,9888 -5,1145 -5,1606 -5,1533 -5,1008 -4,9956 -4,8340 -4,6253 -4,3814 -4,1015 -3,7716 -3,3836 -2,9409 -2,4435 -1,8817 -1,2531 -0,5820 0,0824 0,6869 1,1959 1,5997 1,9104 2,1484 2,3336 2,4867 2,6285 2,7729 2,9314 3,1271 3,3889 3,7189 4,0725 4,3850 4,6233 4,8130 5,0152 5,2833 5,6356 6,0574 6,5218 7,0047 7,4810 7,9180 8,2823 8,5461 8,6768 8,6271 8,3521 7,8354 7,0988 6,1884 5,1508 4,0277 2,8685 1,7315 0,6618 -0,3301 -1,2609 -2,1392 -2,9410 -3,6232 -4,1534 -4,5165 -4,6966 -4,6630 -4,3858 -3,8747 -3,1958 -2,4442 -1,7035 -1,0257 -0,4274 0,1111 0,6319 1,1654 1,6985 2,1817 2,5681 2,8450 3,0334 3,1688 3,2812 3,3795 3,4442 3,4360 3,3189 3,0757 2,7059 2,2247 1,6664 1,0772 0,4961 -0,0609 -0,6015 -1,1391 -1,6776 -2,2176 -2,7612 -3,2995 -3,8007 -4,2224 -4,5322 -4,7190 -4,7884 -4,7513 -4,6214 -4,4270 -4,2212 -4,0725 -4,0371 -4,1271
F7    -1,3312 -1,2429 -1,0906 -0,8907 -0,6810 -0,5045 -0,3854 -0,3135 -0,2497 -0,1468 0,0371 0,3343 0,7590 1,2962 1,8924 2,4498 2,8369 2,9319 2,6884 2,1731 1,5410 0,9638 0,5600 0,3660 0,3458 0,4161 0,4842 0,4922 0,4372 0,3524 0,2699 0,1971 0,1206 0,0270 -0,0864 -0,2204 -0,3879 -0,6040 -0,8589 -1,1114 -1,3140 -1,4435 -1,5096 -1,5430 -1,5638 -1,5549 -1,4822 -1,3398 -1,1560 -0,9608 -0,7673 -0,5841 -0,4318 -0,3383 -0,3145 -0,3412 -0,3843 -0,4219 -0,4522 -0,4693 -0,4308 -0,2617 0,0958 0,6256 1,2367 1,8150 2,2660 2,5309 2,5998 2,5170 2,3612 2,2150 2,1444 2,1879 2,3393 2,5335 2,6601 2,6078 2,3179 1,8219 1,2423 0,7400 0,4413 0,3880 0,5316 0,7741 1,0299 1,2589 1,4490 1,5826 1,6306 1,5717 1,4116 1,1930 0,9962 0,9190 1,0285 1,3080 1,6461 1,8932 1,9387 1,7525 1,3823 0,9222 0,4653 0,0651 -0,2753 -0,5832 -0,8912 -1,2227 -1,5845 -1,9602 -2,3147 -2,6157 -2,8505 -3,0249 -3,1543 -3,2647 -3,3949 -3,5868 -3,8721 -4,2600 -4,7251 -5,1970 -5,5642 -5,7102 -5,5608 -5,1068 -4,4009 -3,5364 -2,6148 -1,7228 -0,9211 -0,2326 0,3549 0,8611 1,2880 1,6274 1,8898 2,1139 2,3480 2,6299 2,9772 3,3738 3,7647 4,0845 4,2996 4,4285 4,5240 4,6352 4,7839 4,9715 5,1941 5,4456 5,7064 5,9317 6,0610 6,0470 5,8837 5,6142 5,3130 5,0536 4,8768 4,7738 4,6980 4,5928 4,4160 4,1529 3,8164 3,4355 3,0435 2,6717 2,3505 2,1179 2,0158 2,0615 2,2195 2,4067 2,5367 2,5644 2,5011 2,3964 2,3033 2,2455 2,2128 2,1906 2,1883 2,2305 2,3222 2,4302 2,4968 2,4716 2,3343 2,1039 1,8364 1,6051 1,4706 1,4610 1,5692 1,7587 1,9773 2,1798 2,3484 2,4926 2,6317 2,7778 2,9276 3,0645 3,1701 3,2301 3,2308 3,1671 3,0595 2,9570 2,9104 2,9346 2,9937 3,0257 2,9830 2,8565 2,6730 2,4754 2,2968 2,1474 2,0300 1,9644 1,9872 2,1259 2,3785 2,7106 3,0628 3,3618 3,5412 3,5686 3,4508 3,2159 2,9009 2,5495 2,2054 1,9007 1,6520 1,4712 1,3772 1,3871 1,4970 1,6801 1,8945 2,0811 2,1631 2,0720 1,7866 1,3432 0,8156 0,2954 -0,1227 -0,3628 -0,3955 -0,2525 -0,0110 0,2459 0,4642 0,6390 0,8092 1,0293 1,3289 1,6912 2,0666 2,4065 2,6835 2,8826 2,9858 2,9674 2,8042 2,4968 2,0841 1,6165 1,1154 0,5795 0,0247 -0,5014 -0,9360 -1,2222 -1,3257 -1,2479 -1,0253 -0,7137 -0,3663 -0,0282 0,2586 0,4529 0,5231 0,4606 0,2845 0,0293 -0,2704 -0,5844 -0,8841 -1,1406 -1,3278 -1,4306 -1,4475 -1,3761 -1,1966 -0,8798 -0,4141 0,1747 0,8212 1,4362 1,9347 2,2604 2,4001 2,3835 2,2691 2,1249 2,0115 1,9719 2,0242 2,1498 2,2905 2,3721 2,3405 2,1843 1,9374 1,6643 1,4243 1,2340 1,0717 0,9147 0,7580 0,5999 0,4304 0,2399 0,0344 -0,1601 -0,3135 -0,4085 -0,4443 -0,4305 -0,3858 -0,3373 -0,3039 -0,2779 -0,2353 -0,1606 -0,0617 0,0338 0,0945 0,0995 0,0429 -0,0640 -0,1887 -0,2825 -0,3065 -0,2626 -0,1979 -0,1768 -0,2391 -0,3684 -0,4999 -0,5692 -0,5561 -0,4886 -0,4096 -0,3356 -0,2468 -0,1192 0,0341 0,1578 0,1950 0,1329 0,0091 -0,1214 -0,2252 -0,3135 -0,4334 -0,6263 -0,8914 -1,1916 -1,4902 -1,7679 -2,0024 -2,1502 -2,1727 -2,0787 -1,9302 -1,8077 -1,7728 -1,8399 -1,9695 -2,0847 -2,1041 -1,9820 -1,7354 -1,4350 -1,1657 -0,9869 -0,9142 -0,9205 -0,9497 -0,9409 -0,8565 -0,7025 -0,5203 -0,3540 -0,2267 -0,1424 -0,0924 -0,0500 0,0316 0,2031 0,4938 0,8877 1,3094 1,6415 1,7770 1,6727 1,3648 0,9393 0,4831 0,0568 -0,3006 -0,5559 -0,6835 -0,6878 -0,6133 -0,5131 -0,4075 -0,2799 -0,1171 0,0587 0,2006 0,2693 0,2523 0,1623 0,0253 -0,1348 -0,3029 -0,4631 -0,5872 -0,6448 -0,6268 -0,5547 -0,4612 -0,3582 -0,2221 -0,0133 0,2821 0,6275 0,9611 1,2510 1,5187 1,8028 2,1062 2,3865 2,5981 2,7330 2,8210 2,8948 2,9581 2,9915 2,9911 2,9861 3,0070 3,0372 3,0056 2,8295 2,4672 1,9417 1,3320 0,7443 0,2760 -0,0156 -0,1277 -0,1031 -0,0045 0,1096 0,1915 0,2060 0,1455 0,0317 -0,1217 -0,3418 -0,6787 -1,1625 -1,7802 -2,4813 -3,1926 -3,8333 -4,3239 -4,6006 -4,6440 -4,4922 -4,2169 -3,8888 -3,5620 -3,2706 -3,0257 -2,8201 -2,6329 -2,4336 -2,1949 -1,9063 -1,5771 -1,2231 -0,8485 -0,4417 0,0057 0,4810 0,9492 1,3724 1,7324 2,0310 2,2722 2,4545 2,5704 2,6058 2,5584 2,4677 2,4093 2,4484 2,5974 2,8182 3,0639 3,3163 3,5888 3,9050 4,2778 4,6941 5,1143 5,4908 5,7845 5,9653 6,0172 5,9435 5,7542 5,4488 5,0223 4,4819 3,8533 3,1780 2,5038 1,8734 1,3139 0,8292 0,3978 -0,0159 -0,4373 -0,8597 -1,2485 -1,5707 -1,8144 -1,9753 -2,0391 -1,9858 -1,8095 -1,5322 -1,2034 -0,8775 -0,5841 -0,3197 -0,0614 0,2209 0,5634 0,9956 1,5121 2,0585 2,5555 2,9402 3,1885 3,3082 3,3183 3,2368 3,0817 2,8744 2,6321 2,3579 2,0416 1,6717 1,2442 0,7595 0,2141 -0,3935 -1,0462 -1,6989 -2,2957 -2,7993 -3,2076 -3,5484 -3,8543 -4,1321 -4,3587 -4,5078 -4,5680 -4,5338 -4,3956 -4,1504 -3,8239 -3,4775 -3,1879 -3,0035
