Fp1   -5,2236 -5,1322 -5,0008 -4,8375 -4,6656 -4,5091 -4,3780 -4,2676 -4,1688 -4,0792 -4,0081 -3,9705 -3,9675 -3,9698 -3,9302 -3,8124 -3,6047 -3,3125 -2,9477 -2,5294 -2,0872 -1,6518 -1,2370 -0,8340 -0,4213 0,0191 0,4921 0,9910 1,5038 2,0154 2,5127 2,9900 3,4453 3,8757 4,2792 4,6541 4,9942 5,2812 5,4802 5,5534 5,4861 5,2934 5,0076 4,6648 4,2948 3,9143 3,5289 3,1404 2,7529 2,3758 2,0173 1,6728 1,3194 0,9227 0,4548 -0,0885 -0,6862 -1,3066 -1,9219 -2,5090 -3,0435 -3,5050 -3,8872 -4,1963 -4,4407 -4,6289 -4,7822 -4,9424 -5,1611 -5,4732 -5,8729 -6,3129 -6,7227 -7,0317 -7,1854 -7,1538 -6,9286 -6,5159 -5,9344 -5,2158 -4,4009 -3,5342 -2,6548 -1,7841 -0,9262 -0,0862 0,7165 1,4484 2,0735 2,5733 2,9645 3,2932 3,6055 3,9225 4,2402 4,5463 4,8312 5,0891 5,3113 5,4769 5,5579 5,5391 5,4298 5,2561 5,0457 4,8237 4,6134 4,4279 4,2585 4,0769 3,8480 3,5412 3,1419 2,6667 2,1607 1,6746 1,2484 0,9112 0,6782 0,5370 0,4455 0,3547 0,2362 0,0896 -0,0701 -0,2260 -0,3698 -0,5039 -0,6329 -0,7530 -0,8516 -0,9179 -0,9514 -0,9581 -0,9362 -0,8703 -0,7469 -0,5779 -0,3991 -0,2437 -0,1221 -0,0210 0,0911 0,2530 0,4949 0,8242 1,2235 1,6602 2,0977 2,5024 2,8496 3,1310 3,3556 3,5403 3,6947 3,8136 3,8793 3,8727 3,7841 3,6187 3,4007 3,1738 2,9913 2,8899 2,8650 2,8723 2,8580 2,7911 2,6732 2,5283 2,3849 2,2650 2,1835 2,1510 2,1721 2,2441 2,3615 2,5234 2,7313 2,9784 3,2448 3,5034 3,7328 3,9257 4,0856 4,2193 4,3389 4,4689 4,6404 4,8751 5,1729 5,5137 5,8681 6,2082 6,5140 6,7748 6,9839 7,1347 7,2272 7,2733 7,2853 7,2604 7,1835 7,0398 6,8244 6,5474 6,2346 5,9208 5,6331 5,3784 5,1421 4,8974 4,6199 4,2973 3,9277 3,5127 3,0590 2,5799 2,0873 1,5868 1,0792 0,5646 0,0479 -0,4588 -0,9393 -1,3781 -1,7643 -2,0965 -2,3855 -2,6470 -2,8870 -3,0946 -3,2496 -3,3360 -3,3548 -3,3253 -3,2734 -3,2180 -3,1671 -3,1164 -3,0516 -2,9575 -2,8277 -2,6661 -2,4790 -2,2674 -2,0298 -1,7721 -1,5099 -1,2588 -1,0262 -0,8106 -0,6053 -0,4065 -0,2182 -0,0525 0,0782 0,1711 0,2390 0,3093 0,4091 0,5457 0,7049 0,8629 0,9962 1,0872 1,1274 1,1205 1,0820 1,0302 0,9811 0,9493 0,9498 0,9927 1,0759 1,1838 1,2937 1,3879 1,4577 1,5024 1,5239 1,5204 1,4833 1,4024 1,2722 1,0928 0,8726 0,6309 0,3923 0,1780 -0,0003 -0,1391 -0,2416 -0,3200 -0,3972 -0,4997 -0,6450 -0,8326 -1,0460 -1,2662 -1,4760 -1,6600 -1,8120 -1,9406 -2,0561 -2,1592 -2,2479 -2,3278 -2,4048 -2,4758 -2,5306 -2,5573 -2,5454 -2,4938 -2,4123 -2,3117 -2,1957 -2,0667 -1,9345 -1,8180 -1,7396 -1,7168 -1,7543 -1,8407 -1,9522 -2,0610 -2,1419 -2,1765 -2,1528 -2,0631 -1,9084 -1,7027 -1,4620 -1,1898 -0,8809 -0,5315 -0,1454 0,2586 0,6490 0,9968 1,2868 1,5207 1,7151 1,8940 2,0765 2,2662 2,4471 2,5962 2,7066 2,7906 2,8633 2,9336 3,0056 3,0777 3,1435 3,1964 3,2330 3,2546 3,2662 3,2696 3,2595 3,2304 3,1818 3,1156 3,0342 2,9416 2,8431 2,7402 2,6222 2,4708 2,2816 2,0802 1,9093 1,7990 1,7452 1,7117 1,6517 1,5325 1,3489 1,1190 0,8708 0,6275 0,4007 0,1910 -0,0089 -0,2125 -0,4306 -0,6620 -0,8902 -1,0883 -1,2302 -1,3000 -1,2910 -1,2011 -1,0343 -0,8051 -0,5373 -0,2618 -0,0176 0,1525 0,2189 0,1855 0,0933 -0,0033 -0,0638 -0,0758 -0,0510 -0,0084 0,0420 0,1014 0,1722 0,2497 0,3246 0,3921 0,4551 0,5108 0,5369 0,4972 0,3681 0,1557 -0,1097 -0,3958 -0,6840 -0,9680 -1,2424 -1,4980 -1,7251 -1,9172 -2,0716 -2,1923 -2,2907 -2,3799 -2,4645 -2,5391 -2,5957 -2,6337 -2,6621 -2,6971 -2,7562 -2,8493 -2,9695 -3,0942 -3,1990 -3,2701 -3,2995 -3,2753 -3,1876 -3,0419 -2,8615 -2,6789 -2,5204 -2,3933 -2,2866 -2,1812 -2,0615 -1,9251 -1,7849 -1,6594 -1,5591 -1,4798 -1,4086 -1,3322 -1,2423 -1,1448 -1,0696 -1,0563 -1,1241 -1,2615 -1,4503 -1,6887 -1,9847 -2,3373 -2,7294 -3,1342 -3,5228 -3,8656 -4,1317 -4,3014 -4,3788 -4,3876 -4,3518 -4,2865 -4,2034 -4,1161 -4,0420 -4,0060 -4,0344 -4,1386 -4,3057 -4,5038 -4,6934 -4,8365 -4,9060 -4,8947 -4,8155 -4,6964 -4,5784 -4,5152 -4,5619 -4,7500 -5,0665 -5,4594 -5,8635 -6,2199 -6,4859 -6,6446 -6,7068 -6,6956 -6,6291 -6,5137 -6,3471 -6,1246 -5,8478 -5,5309 -5,1951 -4,8560 -4,5191 -4,1885 -3,8758 -3,6022 -3,3904 -3,2493 -3,1667 -3,1145 -3,0625 -2,9932 -2,9059 -2,8131 -2,7343 -2,6922 -2,7118 -2,8127 -2,9914 -3,2104 -3,4081 -3,5218 -3,5131 -3,3871 -3,1900 -2,9796 -2,7951 -2,6464 -2,5209 -2,4016 -2,2802 -2,1562 -2,0309 -1,9073 -1,7948 -1,7101 -1,6726 -1,6957 -1,7793 -1,9073 -2,0484 -2,1667 -2,2363 -2,2474 -2,2014 -2,1018 -1,9533 -1,7663 -1,5578 -1,3440 -1,1343 -0,9292 -0,7252 -0,5226 -0,3272 -0,1450 0,0192 0,1555 0,2514 0,3046 0,3278 0,3382 0,3469 0,3560 0,3583 0,3434 0,3063 0,2473 0,1685 0,0734 -0,0322 -0,1444 -0,2627 -0,3878 -0,5186 -0,6498 -0,7692 -0,8637 -0,9340 -0,9984 -1,0818 -1,2023 -1,3674 -1,5813 -1,8479 -2,1578
Fz    -7,6777 -7,5130 -7,2789 -6,9745 -6,6213 -6,2551 -5,9102 -5,6037 -5,3339 -5,0913 -4,8696 -4,6673 -4,4796 -4,2879 -4,0642 -3,7894 -3,4616 -3,0885 -2,6749 -2,2217 -1,7317 -1,2123 -0,6723 -0,1179 0,4503 1,0327 1,6233 2,2101 2,7779 3,3106 3,7976 4,2435 4,6637 5,0703 5,4619 5,8213 6,1215 6,3320 6,4201 6,3602 6,1503 5,8144 5,3868 4,9003 4,3791 3,8347 3,2673 2,6738 2,0588 1,4362 0,8221 0,2234 -0,3705 -0,9835 -1,6371 -2,3333 -3,0527 -3,7699 -4,4679 -5,1352 -5,7552 -6,3060 -6,7710 -7,1456 -7,4377 -7,6700 -7,8802 -8,1127 -8,4032 -8,7635 -9,1736 -9,5849 -9,9339 -10,1581 -10,2103 -10,0668 -9,7223 -9,1823 -8,4625 -7,5915 -6,6062 -5,5468 -4,4468 -3,3235 -2,1859 -1,0523 0,0430 1,0582 1,9570 2,7238 3,3756 3,9551 4,5089 5,0647 5,6246 6,1739 6,6980 7,1908 7,6431 8,0286 8,3089 8,4563 8,4707 8,3762 8,2067 7,9936 7,7614 7,5233 7,2736 6,9907 6,6529 6,2470 5,7720 5,2445 4,6958 4,1583 3,6600 3,2265 2,8721 2,5861 2,3356 2,0871 1,8234 1,5421 1,2488 0,9517 0,6580 0,3683 0,0737 -0,2343 -0,5503 -0,8548 -1,1279 -1,3585 -1,5385 -1,6588 -1,7174 -1,7293 -1,7207 -1,7114 -1,7059 -1,6938 -1,6512 -1,5477 -1,3606 -1,0873 -0,7465 -0,3712 0,0013 0,3394 0,6264 0,8629 1,0616 1,2398 1,4122 1,5825 1,7375 1,8536 1,9113 1,9077 1,8583 1,7910 1,7374 1,7233 1,7542 1,8073 1,8471 1,8529 1,8309 1,8079 1,8198 1,8999 2,0712 2,3407 2,6983 3,1197 3,5791 4,0620 4,5660 5,0869 5,6109 6,1177 6,5876 7,0088 7,3780 7,6957 7,9701 8,2243 8,4898 8,7902 9,1321 9,5055 9,8874 10,2478 10,5598 10,8071 10,9840 11,0909 11,1347 11,1278 11,0780 10,9812 10,8274 10,6110 10,3323 9,9968 9,6165 9,2088 8,7902 8,3702 7,9495 7,5245 7,0940 6,6609 6,2253 5,7773 5,3029 4,7915 4,2365 3,6358 2,9940 2,3234 1,6433 0,9795 0,3573 -0,2066 -0,7050 -1,1363 -1,5056 -1,8232 -2,0972 -2,3266 -2,5024 -2,6163 -2,6676 -2,6667 -2,6317 -2,5834 -2,5414 -2,5142 -2,4903 -2,4406 -2,3330 -2,1484 -1,8857 -1,5565 -1,1818 -0,7911 -0,4136 -0,0664 0,2504 0,5472 0,8327 1,1054 1,3530 1,5557 1,6956 1,7698 1,7963 1,8079 1,8387 1,9113 2,0336 2,2006 2,3974 2,6061 2,8120 3,0054 3,1781 3,3206 3,4267 3,5016 3,5585 3,6103 3,6626 3,7104 3,7400 3,7395 3,7070 3,6504 3,5792 3,4970 3,3990 3,2751 3,1138 2,9023 2,6311 2,3009 1,9270 1,5350 1,1525 0,8000 0,4852 0,2024 -0,0614 -0,3202 -0,5865 -0,8688 -1,1709 -1,4936 -1,8302 -2,1627 -2,4724 -2,7502 -2,9914 -3,1901 -3,3418 -3,4474 -3,5094 -3,5294 -3,5105 -3,4565 -3,3738 -3,2768 -3,1867 -3,1160 -3,0585 -2,9977 -2,9267 -2,8554 -2,8028 -2,7837 -2,8014 -2,8486 -2,9152 -2,9901 -3,0591 -3,1046 -3,1082 -3,0548 -2,9369 -2,7553 -2,5108 -2,1974 -1,8108 -1,3584 -0,8591 -0,3390 0,1742 0,6574 1,0953 1,4819 1,8216 2,1273 2,4128 2,6828 2,9297 3,1443 3,3308 3,5057 3,6808 3,8534 4,0117 4,1416 4,2333 4,2855 4,3061 4,3104 4,3152 4,3263 4,3345 4,3259 4,2914 4,2260 4,1280 3,9986 3,8408 3,6541 3,4290 3,1552 2,8423 2,5288 2,2643 2,0789 1,9637 1,8732 1,7525 1,5676 1,3159 1,0168 0,6973 0,3803 0,0775 -0,2112 -0,4942 -0,7801 -1,0658 -1,3298 -1,5401 -1,6714 -1,7146 -1,6737 -1,5556 -1,3618 -1,0922 -0,7560 -0,3799 -0,0062 0,3162 0,5420 0,6458 0,6389 0,5686 0,4952 0,4671 0,5059 0,6050 0,7443 0,9080 1,0898 1,2877 1,4928 1,6852 1,8435 1,9542 2,0073 1,9852 1,8620 1,6206 1,2707 0,8509 0,4127 -0,0035 -0,3807 -0,7218 -1,0392 -1,3447 -1,6432 -1,9333 -2,2112 -2,4727 -2,7117 -2,9198 -3,0882 -3,2128 -3,2998 -3,3657 -3,4325 -3,5223 -3,6481 -3,8031 -3,9611 -4,0923 -4,1771 -4,2062 -4,1747 -4,0844 -3,9457 -3,7757 -3,5945 -3,4233 -3,2762 -3,1559 -3,0555 -2,9678 -2,8919 -2,8293 -2,7749 -2,7122 -2,6190 -2,4795 -2,2934 -2,0747 -1,8491 -1,6545 -1,5309 -1,4989 -1,5523 -1,6772 -1,8718 -2,1413 -2,4822 -2,8760 -3,2942 -3,7028 -4,0664 -4,3536 -4,5467 -4,6487 -4,6771 -4,6507 -4,5874 -4,5081 -4,4348 -4,3877 -4,3863 -4,4453 -4,5613 -4,7104 -4,8626 -4,9940 -5,0854 -5,1218 -5,0965 -5,0149 -4,8988 -4,7912 -4,7488 -4,8238 -5,0420 -5,3893 -5,8167 -6,2625 -6,6710 -7,0038 -7,2453 -7,3990 -7,4749 -7,4828 -7,4313 -7,3256 -7,1656 -6,9506 -6,6830 -6,3656 -5,9991 -5,5869 -5,1402 -4,6811 -4,2410 -3,8519 -3,5315 -3,2762 -3,0660 -2,8774 -2,6946 -2,5143 -2,3455 -2,2037 -2,1054 -2,0649 -2,0899 -2,1712 -2,2744 -2,3437 -2,3210 -2,1738 -1,9138 -1,5890 -1,2545 -0,9464 -0,6743 -0,4273 -0,1889 0,0500 0,2907 0,5308 0,7653 0,9807 1,1525 1,2525 1,2620 1,1803 1,0264 0,8369 0,6547 0,5156 0,4425 0,4472 0,5331 0,6940 0,9084 1,1413 1,3585 1,5402 1,6859 1,8079 1,9194 2,0254 2,1230 2,2047 2,2586 2,2695 2,2306 2,1546 2,0692 2,0012 1,9602 1,9336 1,8995 1,8440 1,7661 1,6706 1,5632 1,4503 1,3343 1,2107 1,0728 0,9205 0,7627 0,6105 0,4672 0,3225 0,1579 -0,0427 -0,2857 -0,5663 -0,8788 -1,2237 -1,5985
F3    -7,7048 -7,5071 -7,2600 -6,9626 -6,6337 -6,2971 -5,9710 -5,6662 -5,3896 -5,1467 -4,9425 -4,7783 -4,6432 -4,5116 -4,3548 -4,1592 -3,9250 -3,6465 -3,3007 -2,8607 -2,3199 -1,6966 -1,0213 -0,3225 0,3792 1,0712 1,7414 2,3748 2,9554 3,4666 3,8967 4,2502 4,5467 4,8107 5,0606 5,3032 5,5326 5,7311 5,8722 5,9352 5,9216 5,8485 5,7282 5,5582 5,3220 4,9951 4,5584 4,0137 3,3938 2,7544 2,1471 1,5889 1,0509 0,4783 -0,1721 -0,9027 -1,6727 -2,4251 -3,1196 -3,7437 -4,2984 -4,7879 -5,2184 -5,5961 -5,9227 -6,1966 -6,4265 -6,6418 -6,8849 -7,1836 -7,5285 -7,8748 -8,1661 -8,3520 -8,3972 -8,2827 -8,0019 -7,5550 -6,9483 -6,2000 -5,3452 -4,4332 -3,5104 -2,6003 -1,7084 -0,8420 -0,0182 0,7401 1,4084 1,9705 2,4342 2,8322 3,2008 3,5587 3,9053 4,2355 4,5481 4,8426 5,1069 5,3111 5,4181 5,4065 5,2843 5,0831 4,8420 4,5967 4,3774 4,2036 4,0762 3,9749 3,8668 3,7142 3,4854 3,1719 2,7979 2,4096 2,0590 1,7880 1,6112 1,5026 1,4047 1,2595 1,0393 0,7514 0,4283 0,1191 -0,1276 -0,2895 -0,3813 -0,4381 -0,4923 -0,5621 -0,6522 -0,7575 -0,8663 -0,9625 -1,0320 -1,0739 -1,0979 -1,1118 -1,1171 -1,1110 -1,0829 -1,0128 -0,8771 -0,6566 -0,3402 0,0709 0,5585 1,0864 1,6100 2,0937 2,5213 2,8941 3,2143 3,4645 3,6056 3,6005 3,4409 3,1512 2,7789 2,3875 2,0463 1,8096 1,6905 1,6549 1,6498 1,6379 1,6120 1,5885 1,5936 1,6539 1,7861 1,9923 2,2666 2,6038 3,0022 3,4636 3,9839 4,5428 5,1062 5,6384 6,1087 6,4936 6,7770 6,9531 7,0356 7,0637 7,0922 7,1712 7,3317 7,5782 7,8869 8,2154 8,5219 8,7786 8,9720 9,0960 9,1516 9,1484 9,0950 8,9886 8,8176 8,5732 8,2572 7,8854 7,4890 7,1066 6,7686 6,4826 6,2317 5,9819 5,6981 5,3588 4,9559 4,4840 3,9400 3,3338 2,6899 2,0405 1,4153 0,8342 0,3068 -0,1666 -0,5934 -0,9833 -1,3389 -1,6562 -1,9331 -2,1737 -2,3793 -2,5410 -2,6448 -2,6826 -2,6652 -2,6242 -2,5978 -2,6143 -2,6846 -2,7987 -2,9272 -3,0283 -3,0606 -2,9930 -2,8097 -2,5109 -2,1144 -1,6536 -1,1692 -0,6953 -0,2494 0,1684 0,5666 0,9466 1,2936 1,5817 1,7894 1,9135 1,9729 2,0005 2,0215 2,0372 2,0321 1,9934 1,9221 1,8299 1,7330 1,6470 1,5823 1,5384 1,5115 1,5073 1,5417 1,6288 1,7666 1,9317 2,0852 2,1903 2,2314 2,2213 2,1910 2,1686 2,1621 2,1614 2,1463 2,0930 1,9833 1,8173 1,6150 1,4033 1,2030 1,0243 0,8632 0,6985 0,4993 0,2440 -0,0674 -0,4165 -0,7819 -1,1525 -1,5248 -1,8926 -2,2463 -2,5733 -2,8537 -3,0625 -3,1805 -3,2009 -3,1269 -2,9684 -2,7426 -2,4712 -2,1818 -1,9154 -1,7195 -1,6263 -1,6349 -1,7127 -1,8169 -1,9219 -2,0228 -2,1154 -2,1851 -2,2229 -2,2435 -2,2699 -2,3067 -2,3322 -2,3086 -2,1931 -1,9560 -1,5970 -1,1388 -0,6104 -0,0380 0,5558 1,1476 1,7050 2,1894 2,5707 2,8387 3,0048 3,0996 3,1645 3,2361 3,3329 3,4508 3,5716 3,6773 3,7600 3,8240 3,8822 3,9480 4,0225 4,0900 4,1283 4,1249 4,0849 4,0237 3,9507 3,8647 3,7631 3,6480 3,5246 3,3990 3,2741 3,1437 2,9899 2,7917 2,5418 2,2625 1,9991 1,7988 1,6880 1,6585 1,6729 1,6898 1,6866 1,6621 1,6233 1,5719 1,4982 1,3840 1,2123 0,9743 0,6766 0,3471 0,0234 -0,2724 -0,5393 -0,7842 -1,0074 -1,1934 -1,3107 -1,3250 -1,2193 -1,0066 -0,7257 -0,4287 -0,1695 0,0132 0,1170 0,1819 0,2673 0,4168 0,6301 0,8660 1,0737 1,2239 1,3176 1,3768 1,4243 1,4681 1,5051 1,5323 1,5415 1,5068 1,3890 1,1572 0,8085 0,3732 -0,1008 -0,5715 -1,0123 -1,4101 -1,7642 -2,0846 -2,3844 -2,6723 -2,9497 -3,2091 -3,4354 -3,6148 -3,7443 -3,8345 -3,9058 -3,9802 -4,0766 -4,2088 -4,3811 -4,5810 -4,7773 -4,9336 -5,0244 -5,0343 -4,9514 -4,7700 -4,5009 -4,1732 -3,8303 -3,5173 -3,2657 -3,0843 -2,9586 -2,8612 -2,7687 -2,6705 -2,5644 -2,4460 -2,3091 -2,1541 -1,9907 -1,8322 -1,6963 -1,6122 -1,6171 -1,7357 -1,9668 -2,2933 -2,6970 -3,1587 -3,6488 -4,1265 -4,5509 -4,8914 -5,1274 -5,2439 -5,2383 -5,1342 -4,9806 -4,8316 -4,7263 -4,6829 -4,7017 -4,7714 -4,8792 -5,0145 -5,1635 -5,3072 -5,4249 -5,4963 -5,5002 -5,4226 -5,2648 -5,0422 -4,7834 -4,5366 -4,3675 -4,3400 -4,4860 -4,7895 -5,2004 -5,6630 -6,1279 -6,5534 -6,9102 -7,1851 -7,3769 -7,4872 -7,5117 -7,4404 -7,2636 -6,9801 -6,6014 -6,1476 -5,6450 -5,1249 -4,6205 -4,1615 -3,7732 -3,4715 -3,2544 -3,0994 -2,9698 -2,8282 -2,6540 -2,4558 -2,2677 -2,1374 -2,1139 -2,2328 -2,4985 -2,8693 -3,2602 -3,5671 -3,7003 -3,6182 -3,3530 -2,9997 -2,6635 -2,4079 -2,2395 -2,1254 -2,0239 -1,9036 -1,7449 -1,5352 -1,2702 -0,9625 -0,6470 -0,3721 -0,1816 -0,1001 -0,1228 -0,2136 -0,3169 -0,3765 -0,3500 -0,2179 0,0132 0,3171 0,6559 0,9871 1,2700 1,4778 1,6137 1,7100 1,8071 1,9291 2,0716 2,2047 2,2874 2,2896 2,2152 2,1023 1,9980 1,9324 1,9078 1,9039 1,8973 1,8738 1,8259 1,7464 1,6305 1,4798 1,3022 1,1070 0,8998 0,6838 0,4639 0,2495 0,0489 -0,1395 -0,3268 -0,5255 -0,7430 -0,9839 -1,2588 -1,5845 -1,9667
F7    -4,3914 -4,3892 -4,3586 -4,3020 -4,2197 -4,0973 -3,9159 -3,6817 -3,4364 -3,2345 -3,1198 -3,1153 -3,2072 -3,3349 -3,4144 -3,3804 -3,2087 -2,9102 -2,5149 -2,0639 -1,6090 -1,1978 -0,8486 -0,5428 -0,2425 0,0833 0,4431 0,8318 1,2446 1,6734 2,0991 2,5023 2,8769 3,2303 3,5716 3,8986 4,1984 4,4499 4,6229 4,6874 4,6342 4,4767 4,2392 3,9502 3,6360 3,3136 2,9896 2,6668 2,3534 2,0638 1,8056 1,5597 1,2789 0,9105 0,4263 -0,1610 -0,8016 -1,4325 -2,0060 -2,5020 -2,9208 -3,2741 -3,5783 -3,8435 -4,0671 -4,2386 -4,3563 -4,4436 -4,5470 -4,7120 -4,9563 -5,2598 -5,5755 -5,8453 -6,0134 -6,0373 -5,8932 -5,5743 -5,0918 -4,4763 -3,7721 -3,0303 -2,3010 -1,6177 -0,9891 -0,4061 0,1431 0,6589 1,1241 1,5155 1,8268 2,0746 2,2812 2,4560 2,5990 2,7149 2,8172 2,9189 3,0162 3,0808 3,0755 2,9810 2,8072 2,5835 2,3447 2,1241 1,9500 1,8373 1,7761 1,7309 1,6533 1,4951 1,2227 0,8431 0,4094 -0,0083 -0,3508 -0,5779 -0,6755 -0,6711 -0,6328 -0,6354 -0,7241 -0,9046 -1,1511 -1,4123 -1,6243 -1,7400 -1,7547 -1,7020 -1,6246 -1,5545 -1,5164 -1,5293 -1,5878 -1,6514 -1,6684 -1,6151 -1,5039 -1,3555 -1,1772 -0,9716 -0,7497 -0,5227 -0,2871 -0,0247 0,2836 0,6450 1,0491 1,4681 1,8658 2,2120 2,4902 2,6941 2,8156 2,8405 2,7563 2,5691 2,3081 2,0127 1,7206 1,4682 1,2910 1,2100 1,2101 1,2389 1,2385 1,1808 1,0766 0,9566 0,8426 0,7373 0,6389 0,5547 0,4986 0,4798 0,5010 0,5682 0,6903 0,8650 1,0688 1,2657 1,4254 1,5358 1,6029 1,6462 1,6932 1,7764 1,9285 2,1708 2,5009 2,8890 3,2903 3,6642 3,9830 4,2293 4,3924 4,4691 4,4693 4,4188 4,3458 4,2649 4,1718 4,0486 3,8723 3,6320 3,3417 3,0347 2,7430 2,4803 2,2364 1,9855 1,7031 1,3791 1,0151 0,6167 0,1937 -0,2385 -0,6623 -1,0612 -1,4251 -1,7596 -2,0832 -2,4153 -2,7678 -3,1404 -3,5163 -3,8706 -4,1880 -4,4685 -4,7135 -4,9105 -5,0374 -5,0832 -5,0623 -5,0085 -4,9513 -4,9013 -4,8536 -4,7916 -4,6940 -4,5481 -4,3605 -4,1515 -3,9395 -3,7334 -3,5374 -3,3591 -3,2041 -3,0615 -2,9017 -2,6933 -2,4231 -2,1023 -1,7595 -1,4292 -1,1405 -0,9073 -0,7236 -0,5666 -0,4116 -0,2488 -0,0862 0,0583 0,1631 0,2081 0,1822 0,0879 -0,0613 -0,2459 -0,4410 -0,6137 -0,7301 -0,7672 -0,7202 -0,6036 -0,4438 -0,2673 -0,0930 0,0698 0,2168 0,3367 0,4080 0,4125 0,3439 0,2020 -0,0077 -0,2652 -0,5317 -0,7588 -0,9094 -0,9731 -0,9678 -0,9360 -0,9295 -0,9836 -1,1014 -1,2633 -1,4493 -1,6547 -1,8780 -2,0986 -2,2832 -2,4117 -2,4882 -2,5347 -2,5815 -2,6485 -2,7208 -2,7531 -2,7103 -2,5997 -2,4611 -2,3334 -2,2289 -2,1359 -2,0401 -1,9414 -1,8508 -1,7824 -1,7474 -1,7481 -1,7719 -1,7964 -1,8060 -1,7980 -1,7709 -1,7124 -1,6065 -1,4453 -1,2298 -0,9657 -0,6576 -0,3073 0,0780 0,4812 0,8772 1,2324 1,5150 1,7150 1,8476 1,9410 2,0269 2,1340 2,2763 2,4399 2,5859 2,6801 2,7200 2,7223 2,6958 2,6480 2,6015 2,5793 2,5861 2,6096 2,6333 2,6478 2,6517 2,6415 2,6057 2,5323 2,4168 2,2638 2,0887 1,9151 1,7667 1,6595 1,5925 1,5441 1,4883 1,4169 1,3460 1,2972 1,2741 1,2566 1,2134 1,1196 0,9710 0,7858 0,5919 0,4119 0,2581 0,1361 0,0442 -0,0350 -0,1369 -0,2944 -0,5085 -0,7418 -0,9375 -1,0456 -1,0358 -0,9032 -0,6725 -0,3919 -0,1101 0,1375 0,3246 0,4252 0,4210 0,3217 0,1707 0,0255 -0,0680 -0,0930 -0,0640 -0,0111 0,0434 0,0937 0,1428 0,1909 0,2301 0,2501 0,2480 0,2200 0,1459 -0,0048 -0,2459 -0,5576 -0,8968 -1,2239 -1,5205 -1,7853 -2,0225 -2,2358 -2,4243 -2,5818 -2,6993 -2,7739 -2,8144 -2,8362 -2,8537 -2,8766 -2,9141 -2,9789 -3,0846 -3,2366 -3,4296 -3,6497 -3,8732 -4,0666 -4,1987 -4,2540 -4,2297 -4,1235 -3,9350 -3,6750 -3,3657 -3,0345 -2,7094 -2,4155 -2,1718 -1,9878 -1,8595 -1,7734 -1,7139 -1,6658 -1,6111 -1,5304 -1,4145 -1,2715 -1,1214 -0,9897 -0,9128 -0,9356 -1,0866 -1,3583 -1,7215 -2,1517 -2,6325 -3,1427 -3,6513 -4,1276 -4,5544 -4,9208 -5,2062 -5,3835 -5,4435 -5,4047 -5,2987 -5,1543 -4,9937 -4,8358 -4,7025 -4,6240 -4,6302 -4,7339 -4,9209 -5,1522 -5,3742 -5,5322 -5,5897 -5,5447 -5,4277 -5,2836 -5,1576 -5,0929 -5,1318 -5,3007 -5,5895 -5,9514 -6,3233 -6,6454 -6,8764 -7,0065 -7,0566 -7,0516 -6,9950 -6,8675 -6,6473 -6,3302 -5,9382 -5,5147 -5,1066 -4,7436 -4,4310 -4,1591 -3,9157 -3,6964 -3,5086 -3,3667 -3,2793 -3,2405 -3,2318 -3,2349 -3,2444 -3,2694 -3,3294 -3,4441 -3,6228 -3,8564 -4,1147 -4,3516 -4,5179 -4,5713 -4,4892 -4,2882 -4,0263 -3,7724 -3,5690 -3,4216 -3,3161 -3,2403 -3,1900 -3,1593 -3,1335 -3,0961 -3,0414 -2,9816 -2,9394 -2,9329 -2,9665 -3,0292 -3,0950 -3,1301 -3,1053 -3,0059 -2,8366 -2,6184 -2,3768 -2,1320 -1,8987 -1,6904 -1,5156 -1,3685 -1,2359 -1,1121 -1,0003 -0,9044 -0,8292 -0,7817 -0,7604 -0,7398 -0,6839 -0,5784 -0,4406 -0,3022 -0,1934 -0,1323 -0,1194 -0,1409 -0,1807 -0,2302 -0,2930 -0,3842 -0,5200 -0,7016 -0,9103 -1,1174 -1,2965 -1,4352 -1,5398 -1,6300 -1,7276 -1,8459 -1,9854 -2,1444 -2,3289 -2,5422
