Fp1   0,0993 0,1449 0,1387 0,0544 -0,1177 -0,3483 -0,5839 -0,7753 -0,8828 -0,8753 -0,7405 -0,4980 -0,1965 0,1067 0,3709 0,5800 0,7280 0,8010 0,7847 0,6820 0,5071 0,2712 -0,0058 -0,2811 -0,5053 -0,6473 -0,6994 -0,6603 -0,5216 -0,2841 0,0156 0,3016 0,4866 0,5147 0,3969 0,2192 0,1085 0,1582 0,3735 0,6819 0,9821 1,1791 1,1954 0,9858 0,5617 -0,0083 -0,6165 -1,1364 -1,4673 -1,5777 -1,4986 -1,2951 -1,0403 -0,7758 -0,4890 -0,1495 0,2363 0,6160 0,9237 1,1218 1,2209 1,2600 1,2711 1,2768 1,3110 1,4089 1,5718 1,7542 1,8941 1,9446 1,8840 1,7261 1,5275 1,3587 1,2625 1,2470 1,2986 1,3842 1,4582 1,4911 1,4835 1,4402 1,3448 1,1726 0,9298 0,6827 0,5477 0,6303 0,9476 1,4092 1,8842 2,2854 2,5954 2,8365 3,0344 3,2008 3,3331 3,4244 3,4747 3,4971 3,5146 3,5516 3,6317 3,7709 3,9559 4,1317 4,2183 4,1494 3,9041 3,5097 3,0189 2,4862 1,9644 1,5136 1,2003 1,0711 1,1126 1,2448 1,3631 1,3867 1,2882 1,1057 0,9245 0,8289 0,8574 0,9899 1,1718 1,3444 1,4692 1,5549 1,6543 1,8050 1,9857 2,1524 2,2986 2,4622 2,6832 2,9657 3,2795 3,5845 3,8481 4,0496 4,1776 4,2336 4,2475 4,2777 4,3712 4,5350 4,7524 5,0107 5,3095 5,6519 6,0260 6,3943 6,7099 6,9491 7,1273 7,2822 7,4380 7,5835 7,6822 7,6889 7,5591 7,2684 6,8428 6,3601 5,9098 5,5585 5,3531 5,3382 5,5491 5,9727 6,5177 7,0380 7,4114 7,6156 7,7192 7,7945 7,8626 7,9177 7,9679 8,0296 8,0869 8,0873 7,9866 7,7813 7,4910 7,1271 6,6988 6,2392 5,7988 5,4140 5,1052 4,9011 4,8381 4,9171 5,0769 5,2305 5,3277 5,3635 5,3352 5,2233 5,0243 4,7740 4,5298 4,3348 4,1911 4,0513 3,8444 3,5267 3,1078 2,6338 2,1584 1,7268 1,3637 1,0612 0,7854 0,5177 0,2876 0,1574 0,1910 0,4376 0,9108 1,5623 2,2840 2,9582 3,5243 3,9998 4,4304 4,8267 5,1460 5,3166 5,2711 4,9885 4,5380 4,0730 3,7531 3,6572 3,7524 3,9251 4,0481 4,0473 3,9250 3,7356 3,5439 3,3945 3,2997 3,2459 3,2115 3,1792 3,1395 3,0935 3,0417 2,9647 2,8235 2,5808 2,2211 1,7631 1,2616 0,7863 0,4003 0,1645 0,1330 0,3139 0,6491 1,0496 1,4493 1,8291 2,1902 2,5060 2,7190 2,7778 2,6695 2,4304 2,1264 1,8056 1,4762 1,1409 0,8399 0,6484 0,6219 0,7477 0,9569 1,1794 1,3745 1,5105 1,5445 1,4454 1,2254 0,9270 0,6010 0,3003 0,0631 -0,1044 -0,2200 -0,3039 -0,3667 -0,4064 -0,4130 -0,3760 -0,2949 -0,1917 -0,1045 -0,0466 0,0221 0,1480 0,3149 0,4481 0,4755 0,3785 0,2021 0,0250 -0,0799 -0,0732 0,0362 0,1903 0,3048 0,3112 0,1950 0,0005 -0,2030 -0,3635 -0,4627 -0,5022 -0,4898 -0,4411 -0,3825 -0,3329 -0,2797 -0,1987 -0,1104 -0,0797 -0,1448 -0,2739 -0,4063 -0,5016 -0,5350 -0,4762 -0,3091 -0,0691 0,1625 0,2948 0,2637 0,0655 -0,2274 -0,4975 -0,6484 -0,6520 -0,5430 -0,3796 -0,2107 -0,0622 0,0643 0,1822 0,3062 0,4359 0,5499 0,6260 0,6699 0,7054 0,7396 0,7499 0,7145 0,6492 0,6060 0,6282 0,7034 0,7755 0,8040 0,8000 0,8106 0,8905 1,0867 1,4143 1,8205 2,1885 2,4075 2,4312 2,2669 1,9417 1,4951 1,0011 0,5757 0,3298 0,3059 0,4647 0,7126 0,9430 1,0816 1,1102 1,0541 0,9513 0,8192 0,6451 0,4154 0,1487 -0,1095 -0,3212 -0,4715 -0,5560 -0,5700 -0,5220 -0,4541 -0,4320 -0,5063 -0,6809 -0,8984 -1,0559 -1,0540 -0,8425 -0,4293 0,1276 0,7294 1,2560 1,5953 1,6748 1,4861 1,0874 0,5721 0,0326 -0,4574 -0,8519 -1,1364 -1,3194 -1,4177 -1,4556 -1,4744 -1,5260 -1,6533 -1,8775 -2,1894 -2,5378 -2,8362 -2,9876 -2,9139 -2,5992 -2,1084 -1,5396 -0,9745 -0,4791 -0,1118 0,0940 0,1526 0,1306 0,1083 0,1259 0,1710 0,2059 0,2022 0,1664 0,1304 0,1173 0,1365 0,2037 0,3345 0,5187 0,7206 0,9065 1,0553 1,1451 1,1401 0,9967 0,6916 0,2557 -0,2206 -0,6303 -0,9059 -1,0423 -1,0760 -1,0539 -1,0127 -0,9676 -0,9221 -0,8978 -0,9486 -1,1259 -1,4288 -1,7996 -2,1666 -2,4766 -2,6937 -2,7933 -2,7760 -2,6896 -2,6156 -2,6172 -2,7046 -2,8524 -3,0355 -3,2352 -3,4182 -3,5241 -3,4976 -3,3478 -3,1581 -3,0183 -2,9629 -2,9856 -3,0756 -3,2213 -3,4006 -3,5768 -3,7002 -3,7170 -3,5823 -3,2718 -2,7890 -2,1619 -1,4268 -0,6149 0,2387 1,0721 1,7950 2,3206 2,6027 2,6537 2,5443 2,3862 2,2839 2,2900 2,3978 2,5676 2,7527 2,9026 2,9552 2,8478 2,5537 2,1083 1,5916 1,0857 0,6461 0,2980 0,0409 -0,1515 -0,3220 -0,5080 -0,7219 -0,9478 -1,1524 -1,3026 -1,3803 -1,3976 -1,4047 -1,4685 -1,6293 -1,8756 -2,1524 -2,3866 -2,5101 -2,4753 -2,2753 -1,9503 -1,5640 -1,1726 -0,8126 -0,4943 -0,1933 0,1379 0,5331 0,9801 1,4209 1,7788 1,9925 2,0313 1,8840 1,5504 1,0530 0,4441 -0,2127 -0,8668 -1,4823 -2,0304 -2,4967 -2,8921 -3,2444 -3,5727 -3,8712 -4,1130 -4,2666 -4,3091 -4,2307 -4,0310 -3,7176 -3,3317 -2,9687 -2,7363 -2,6812 -2,7656 -2,8983 -2,9890 -2,9945 -2,9327 -2,8550 -2,8037 -2,7953 -2,8320 -2,9094 -3,0012 -3,0448 -2,9549
Fz    -0,3009 -0,2184 -0,1655 -0,1768 -0,2867 -0,4942 -0,7615 -1,0281 -1,2188 -1,2663 -1,1445 -0,8808 -0,5386 -0,1837 0,1448 0,4406 0,7084 0,9398 1,1107 1,1882 1,1359 0,9340 0,6137 0,2595 -0,0371 -0,2228 -0,2869 -0,2345 -0,0667 0,2038 0,5270 0,8152 0,9776 0,9694 0,8214 0,6283 0,5005 0,4984 0,6003 0,7354 0,8374 0,8557 0,7365 0,4358 -0,0424 -0,6375 -1,2529 -1,7776 -2,1254 -2,2698 -2,2316 -2,0549 -1,7968 -1,4977 -1,1522 -0,7309 -0,2311 0,2983 0,7743 1,1221 1,3179 1,3920 1,3950 1,3799 1,4017 1,4981 1,6610 1,8377 1,9668 2,0106 1,9628 1,8512 1,7329 1,6622 1,6532 1,6828 1,7182 1,7318 1,7055 1,6429 1,5686 1,4983 1,4161 1,2913 1,1169 0,9360 0,8370 0,9078 1,1686 1,5483 1,9362 2,2546 2,4915 2,6863 2,8914 3,1342 3,4062 3,6783 3,9242 4,1322 4,3024 4,4400 4,5532 4,6463 4,7018 4,6792 4,5345 4,2430 3,8133 3,2845 2,7082 2,1392 1,6370 1,2615 1,0566 1,0313 1,1448 1,3153 1,4560 1,5071 1,4504 1,3193 1,1892 1,1372 1,1996 1,3621 1,5830 1,8202 2,0445 2,2529 2,4673 2,6984 2,9184 3,0937 3,2376 3,4071 3,6412 3,9226 4,2041 4,4532 4,6601 4,8227 4,9373 5,0073 5,0604 5,1468 5,3084 5,5507 5,8530 6,1981 6,5882 7,0352 7,5348 8,0464 8,5043 8,8582 9,1055 9,2853 9,4430 9,5973 9,7315 9,7991 9,7374 9,4991 9,0966 8,6089 8,1344 7,7486 7,5097 7,4777 7,6963 8,1473 8,7302 9,3021 9,7542 10,0643 10,2741 10,4245 10,5285 10,5932 10,6340 10,6528 10,6100 10,4410 10,1070 9,6172 9,0062 8,3121 7,5860 6,9026 6,3328 5,8985 5,5709 5,3233 5,1657 5,1106 5,1290 5,1689 5,2007 5,2200 5,2116 5,1416 4,9910 4,7741 4,5198 4,2506 3,9742 3,6718 3,3003 2,8296 2,2748 1,6870 1,1204 0,6125 0,1789 -0,1905 -0,5227 -0,8250 -1,0613 -1,1747 -1,1128 -0,8281 -0,2869 0,4946 1,4284 2,3881 3,2767 4,0671 4,7741 5,3933 5,8745 6,1446 6,1436 5,8615 5,3748 4,8414 4,4243 4,2065 4,1635 4,1949 4,1873 4,0763 3,8750 3,6516 3,4761 3,3781 3,3363 3,3013 3,2301 3,1051 2,9295 2,7162 2,4736 2,1949 1,8639 1,4716 1,0325 0,5895 0,2006 -0,0951 -0,2890 -0,3671 -0,2922 -0,0489 0,3204 0,7421 1,1624 1,5656 1,9447 2,2652 2,4724 2,5286 2,4387 2,2516 2,0368 1,8361 1,6441 1,4391 1,2223 1,0234 0,8711 0,7655 0,6832 0,6034 0,5132 0,3873 0,1853 -0,1099 -0,4671 -0,8301 -1,1512 -1,4073 -1,6070 -1,7763 -1,9247 -2,0320 -2,0755 -2,0648 -2,0373 -2,0249 -2,0396 -2,0876 -2,1722 -2,2618 -2,2783 -2,1570 -1,9165 -1,6472 -1,4427 -1,3414 -1,3085 -1,2630 -1,1307 -0,8889 -0,5804 -0,2935 -0,1255 -0,1433 -0,3531 -0,6960 -1,0739 -1,3950 -1,6079 -1,7033 -1,6982 -1,6286 -1,5447 -1,4847 -1,4427 -1,3892 -1,3315 -1,3228 -1,3994 -1,5362 -1,6755 -1,7674 -1,7681 -1,6314 -1,3465 -0,9791 -0,6518 -0,4828 -0,5364 -0,7922 -1,1413 -1,4347 -1,5647 -1,5139 -1,3360 -1,1059 -0,8833 -0,6980 -0,5467 -0,4033 -0,2377 -0,0378 0,1762 0,3664 0,5122 0,6186 0,6868 0,6942 0,6186 0,4783 0,3333 0,2337 0,1750 0,1134 0,0268 -0,0454 -0,0227 0,1640 0,5370 1,0557 1,6115 2,0621 2,3038 2,3091 2,0980 1,7059 1,1862 0,6343 0,1839 -0,0508 -0,0375 0,1650 0,4382 0,6519 0,7163 0,6113 0,3762 0,0753 -0,2354 -0,5236 -0,7746 -0,9821 -1,1463 -1,2748 -1,3836 -1,4949 -1,6228 -1,7649 -1,9176 -2,0881 -2,2765 -2,4452 -2,5152 -2,3985 -2,0471 -1,4775 -0,7590 0,0111 0,7303 1,3091 1,6709 1,7490 1,5107 0,9883 0,2750 -0,5129 -1,2729 -1,9408 -2,4933 -2,9334 -3,2724 -3,5263 -3,7266 -3,9209 -4,1566 -4,4591 -4,8147 -5,1661 -5,4355 -5,5525 -5,4643 -5,1556 -4,6695 -4,0869 -3,4818 -2,9046 -2,3917 -1,9720 -1,6549 -1,4139 -1,2056 -1,0094 -0,8318 -0,6816 -0,5554 -0,4397 -0,3257 -0,2211 -0,1361 -0,0595 0,0328 0,1493 0,2729 0,3761 0,4357 0,4318 0,3419 0,1399 -0,1884 -0,6219 -1,1014 -1,5534 -1,9262 -2,2115 -2,4345 -2,6322 -2,8362 -3,0581 -3,2909 -3,5349 -3,8159 -4,1616 -4,5573 -4,9446 -5,2662 -5,4965 -5,6290 -5,6588 -5,5931 -5,4746 -5,3752 -5,3550 -5,4319 -5,5929 -5,8218 -6,1038 -6,4049 -6,6584 -6,7884 -6,7633 -6,6204 -6,4219 -6,1986 -5,9545 -5,7042 -5,4746 -5,2778 -5,0928 -4,8751 -4,5782 -4,1691 -3,6308 -2,9590 -2,1607 -1,2568 -0,2847 0,6982 1,6108 2,3579 2,8679 3,1249 3,1704 3,0917 2,9964 2,9647 3,0184 3,1338 3,2716 3,3892 3,4343 3,3472 3,0854 2,6503 2,0874 1,4606 0,8254 0,2232 -0,3113 -0,7570 -1,1238 -1,4488 -1,7693 -2,0969 -2,4137 -2,6889 -2,8987 -3,0324 -3,0967 -3,1236 -3,1645 -3,2598 -3,4126 -3,5925 -3,7587 -3,8715 -3,8901 -3,7824 -3,5406 -3,1744 -2,6995 -2,1408 -1,5307 -0,8956 -0,2550 0,3631 0,9163 1,3539 1,6290 1,7174 1,6256 1,3745 0,9798 0,4531 -0,1829 -0,8901 -1,6301 -2,3677 -3,0641 -3,6845 -4,2228 -4,7039 -5,1587 -5,5992 -6,0150 -6,3860 -6,6907 -6,9103 -7,0284 -7,0305 -6,9248 -6,7656 -6,6234 -6,5263 -6,4470 -6,3352 -6,1554 -5,9067 -5,6279 -5,3766 -5,1987 -5,1141 -5,1240 -5,2149 -5,3509 -5,4678 -5,4842
F3    -0,5358 -0,4714 -0,4318 -0,4518 -0,5526 -0,7077 -0,8575 -0,9374 -0,8866 -0,6660 -0,2890 0,1693 0,6008 0,9163 1,0862 1,1442 1,1473 1,1273 1,0808 0,9881 0,8243 0,5702 0,2387 -0,1147 -0,4216 -0,6329 -0,7255 -0,6848 -0,4963 -0,1662 0,2516 0,6602 0,9576 1,0836 1,0446 0,9148 0,8048 0,7925 0,8720 0,9734 1,0196 0,9510 0,7183 0,2877 -0,3297 -1,0642 -1,8008 -2,4024 -2,7603 -2,8380 -2,6590 -2,2764 -1,7613 -1,1788 -0,5592 0,0884 0,7351 1,3108 1,7223 1,8998 1,8371 1,5857 1,2227 0,8429 0,5565 0,4490 0,5301 0,7326 0,9637 1,1503 1,2519 1,2723 1,2620 1,2847 1,3714 1,5099 1,6661 1,8037 1,8990 1,9544 1,9924 2,0173 1,9847 1,8245 1,5054 1,0855 0,7020 0,4923 0,5066 0,6888 0,9332 1,1567 1,3338 1,4906 1,6754 1,9222 2,2264 2,5496 2,8471 3,0914 3,2777 3,4190 3,5393 3,6574 3,7651 3,8262 3,7955 3,6369 3,3374 2,9133 2,4039 1,8615 1,3446 0,9104 0,6023 0,4348 0,3826 0,3885 0,3914 0,3474 0,2431 0,1093 0,0121 0,0110 0,1231 0,3277 0,5917 0,8851 1,1838 1,4784 1,7702 2,0381 2,2273 2,2979 2,2789 2,2618 2,3376 2,5408 2,8514 3,2248 3,6063 3,9344 4,1503 4,2253 4,1989 4,1732 4,2435 4,4414 4,7464 5,1282 5,5662 6,0483 6,5519 7,0264 7,4054 7,6474 7,7637 7,8132 7,8681 7,9758 8,1386 8,3146 8,4313 8,4182 8,2511 7,9655 7,6239 7,2868 7,0195 6,9004 6,9955 7,3105 7,7628 8,2114 8,5401 8,7304 8,8466 8,9526 9,0651 9,1757 9,2795 9,3636 9,3838 9,2808 9,0250 8,6320 8,1350 7,5598 6,9341 6,3091 5,7476 5,2846 4,9114 4,6153 4,4148 4,3289 4,3287 4,3537 4,3673 4,3684 4,3535 4,3041 4,2156 4,1086 4,0037 3,9003 3,7743 3,5800 3,2664 2,8149 2,2587 1,6694 1,1241 0,6715 0,3165 0,0268 -0,2399 -0,4930 -0,6936 -0,7835 -0,7124 -0,4392 0,0575 0,7459 1,5314 2,3010 2,9917 3,6104 4,1853 4,7030 5,0978 5,2932 5,2407 4,9418 4,4737 3,9885 3,6484 3,5410 3,6457 3,8590 4,0588 4,1683 4,1825 4,1445 4,1039 4,0895 4,1036 4,1231 4,1056 4,0105 3,8247 3,5674 3,2615 2,9088 2,4982 2,0280 1,5186 1,0180 0,5854 0,2565 0,0366 -0,0596 0,0072 0,2536 0,6375 1,0846 1,5374 1,9744 2,3798 2,7040 2,8697 2,8187 2,5466 2,1143 1,6244 1,1628 0,7607 0,4184 0,1489 -0,0094 -0,0248 0,0918 0,2914 0,5187 0,7237 0,8412 0,7940 0,5506 0,1654 -0,2600 -0,6447 -0,9579 -1,2123 -1,4330 -1,6216 -1,7500 -1,7864 -1,7267 -1,5962 -1,4258 -1,2401 -1,0703 -0,9519 -0,8830 -0,8019 -0,6499 -0,4486 -0,2856 -0,2354 -0,3061 -0,4395 -0,5516 -0,5790 -0,5026 -0,3485 -0,1767 -0,0636 -0,0689 -0,2017 -0,4142 -0,6288 -0,7807 -0,8469 -0,8486 -0,8291 -0,8274 -0,8635 -0,9274 -0,9715 -0,9451 -0,8599 -0,7971 -0,8328 -0,9724 -1,1622 -1,3325 -1,4147 -1,3505 -1,1252 -0,7967 -0,4780 -0,2833 -0,2799 -0,4546 -0,7091 -0,9086 -0,9636 -0,8719 -0,6908 -0,4837 -0,2899 -0,1230 0,0198 0,1462 0,2610 0,3613 0,4388 0,4943 0,5421 0,5890 0,6159 0,5937 0,5195 0,4342 0,4002 0,4520 0,5566 0,6360 0,6399 0,5899 0,5546 0,6030 0,7779 1,0794 1,4446 1,7626 1,9390 1,9395 1,7727 1,4583 1,0300 0,5649 0,1860 0,0048 0,0568 0,2955 0,6230 0,9256 1,1188 1,1821 1,1499 1,0739 0,9864 0,8913 0,7841 0,6710 0,5641 0,4660 0,3608 0,2236 0,0410 -0,1908 -0,4869 -0,8678 -1,3199 -1,7756 -2,1319 -2,2915 -2,2040 -1,8799 -1,3769 -0,7825 -0,2021 0,2631 0,5331 0,5535 0,3108 -0,1501 -0,7371 -1,3469 -1,8978 -2,3507 -2,7063 -2,9817 -3,1898 -3,3378 -3,4412 -3,5293 -3,6389 -3,8030 -4,0291 -4,2774 -4,4677 -4,5088 -4,3288 -3,9110 -3,3093 -2,6136 -1,9083 -1,2702 -0,7769 -0,4898 -0,4199 -0,5053 -0,6416 -0,7451 -0,7772 -0,7296 -0,6117 -0,4466 -0,2731 -0,1399 -0,0718 -0,0404 0,0148 0,1343 0,3130 0,5143 0,6941 0,8115 0,8270 0,7026 0,4235 0,0248 -0,4152 -0,8135 -1,1270 -1,3638 -1,5552 -1,7275 -1,9018 -2,0919 -2,3006 -2,5347 -2,8242 -3,2009 -3,6590 -4,1500 -4,6179 -5,0228 -5,3314 -5,5083 -5,5350 -5,4425 -5,3105 -5,2173 -5,1943 -5,2341 -5,3260 -5,4673 -5,6365 -5,7664 -5,7732 -5,6317 -5,4044 -5,1706 -4,9547 -4,7439 -4,5391 -4,3591 -4,2174 -4,1063 -3,9991 -3,8606 -3,6551 -3,3488 -2,9163 -2,3429 -1,6237 -0,7699 0,1769 1,1350 1,9947 2,6569 3,0706 3,2421 3,2305 3,1312 3,0366 2,9987 3,0235 3,0870 3,1473 3,1480 3,0247 2,7309 2,2644 1,6729 1,0313 0,4101 -0,1454 -0,6172 -1,0127 -1,3649 -1,7212 -2,1151 -2,5402 -2,9470 -3,2683 -3,4517 -3,4802 -3,3827 -3,2332 -3,1263 -3,1283 -3,2454 -3,4345 -3,6357 -3,7913 -3,8455 -3,7526 -3,4911 -3,0614 -2,4834 -1,7990 -1,0583 -0,2981 0,4583 1,1792 1,8136 2,2983 2,5724 2,5966 2,3692 1,9192 1,2886 0,5290 -0,2955 -1,1184 -1,8882 -2,5674 -3,1234 -3,5375 -3,8293 -4,0554 -4,2775 -4,5291 -4,8060 -5,0792 -5,3104 -5,4631 -5,5134 -5,4588 -5,3356 -5,2266 -5,2170 -5,3321 -5,5285 -5,7323 -5,8761 -5,9235 -5,8792 -5,7790 -5,6682 -5,5868 -5,5629 -5,6014 -5,6683 -5,6900 -5,5774
F7    -0,3110 -0,2848 -0,2573 -0,2574 -0,3044 -0,3907 -0,4883 -0,5607 -0,5615 -0,4446 -0,1931 0,1549 0,5162 0,8053 0,9770 1,0367 1,0147 0,9309 0,7908 0,6008 0,3679 0,0943 -0,2076 -0,5037 -0,7493 -0,9090 -0,9647 -0,9113 -0,7514 -0,5013 -0,2006 0,0870 0,2880 0,3507 0,2806 0,1533 0,0828 0,1519 0,3643 0,6593 0,9561 1,1719 1,2214 1,0401 0,6235 0,0362 -0,6069 -1,1691 -1,5417 -1,6863 -1,6244 -1,4096 -1,1129 -0,7937 -0,4718 -0,1424 0,1847 0,4648 0,6372 0,6675 0,5770 0,4247 0,2639 0,1314 0,0637 0,0894 0,2029 0,3594 0,5012 0,5795 0,5648 0,4654 0,3369 0,2532 0,2633 0,3762 0,5670 0,7815 0,9544 1,0457 1,0588 1,0165 0,9306 0,7995 0,6278 0,4494 0,3340 0,3550 0,5314 0,8024 1,0738 1,2840 1,4270 1,5310 1,6286 1,7373 1,8537 1,9605 2,0471 2,1216 2,2022 2,3048 2,4442 2,6310 2,8568 3,0828 3,2455 3,2791 3,1470 2,8569 2,4487 1,9763 1,5016 1,0938 0,8197 0,7177 0,7679 0,8943 1,0030 1,0214 0,9245 0,7525 0,5935 0,5293 0,5895 0,7488 0,9532 1,1507 1,3153 1,4617 1,6270 1,8206 2,0051 2,1378 2,2209 2,3003 2,4235 2,6079 2,8457 3,1204 3,4074 3,6709 3,8731 3,9974 4,0711 4,1499 4,2735 4,4427 4,6410 4,8580 5,0934 5,3511 5,6269 5,9000 6,1429 6,3445 6,5172 6,6845 6,8602 7,0355 7,1808 7,2544 7,2111 7,0221 6,7001 6,2991 5,8790 5,4841 5,1578 4,9609 4,9558 5,1614 5,5193 5,9092 6,2199 6,4173 6,5397 6,6350 6,7223 6,8125 6,9286 7,0837 7,2455 7,3450 7,3224 7,1552 6,8526 6,4404 5,9594 5,4668 5,0191 4,6468 4,3565 4,1589 4,0764 4,1106 4,2205 4,3482 4,4566 4,5287 4,5410 4,4635 4,2912 4,0585 3,8172 3,6071 3,4351 3,2666 3,0463 2,7442 2,3776 1,9893 1,6189 1,2905 1,0090 0,7562 0,5024 0,2424 0,0147 -0,1217 -0,1182 0,0547 0,3999 0,8761 1,3992 1,8810 2,2798 2,6188 2,9487 3,2864 3,5895 3,7813 3,7926 3,5995 3,2563 2,8894 2,6340 2,5625 2,6554 2,8252 2,9749 3,0547 3,0721 3,0587 3,0374 3,0138 2,9794 2,9181 2,8164 2,6728 2,5034 2,3326 2,1719 2,0064 1,8081 1,5590 1,2636 0,9533 0,6780 0,4796 0,3790 0,3988 0,5713 0,9021 1,3414 1,8060 2,2292 2,5930 2,9097 3,1723 3,3399 3,3690 3,2463 3,0062 2,7163 2,4260 2,1341 1,8169 1,4824 1,1875 0,9966 0,9302 0,9638 1,0615 1,1897 1,2992 1,3224 1,2178 1,0058 0,7451 0,4940 0,2963 0,1709 0,1095 0,0959 0,1270 0,2051 0,3208 0,4574 0,6055 0,7590 0,8974 0,9920 1,0416 1,0926 1,1956 1,3451 1,4793 1,5346 1,4937 1,3938 1,2970 1,2522 1,2753 1,3489 1,4314 1,4682 1,4161 1,2720 1,0792 0,8991 0,7753 0,7154 0,7000 0,7057 0,7189 0,7313 0,7425 0,7757 0,8609 0,9863 1,0929 1,1322 1,1095 1,0566 0,9959 0,9481 0,9471 1,0158 1,1358 1,2487 1,2842 1,1944 0,9874 0,7360 0,5440 0,4844 0,5593 0,7113 0,8683 0,9832 1,0492 1,0922 1,1503 1,2543 1,4161 1,6216 1,8384 2,0349 2,1908 2,2882 2,3065 2,2399 2,1192 2,0024 1,9334 1,9046 1,8664 1,7812 1,6625 1,5685 1,5702 1,7217 2,0294 2,4246 2,7815 2,9881 2,9969 2,8125 2,4622 1,9931 1,4882 1,0643 0,8282 0,8244 1,0204 1,3263 1,6356 1,8749 2,0276 2,1175 2,1761 2,2180 2,2352 2,2147 2,1556 2,0666 1,9522 1,8094 1,6382 1,4483 1,2491 1,0333 0,7791 0,4727 0,1299 -0,1914 -0,4028 -0,4278 -0,2411 0,1253 0,6018 1,1053 1,5590 1,8929 2,0448 1,9846 1,7396 1,3818 0,9929 0,6381 0,3566 0,1633 0,0563 0,0216 0,0319 0,0470 0,0272 -0,0536 -0,2105 -0,4450 -0,7259 -0,9834 -1,1282 -1,0826 -0,8259 -0,4163 0,0497 0,4934 0,8640 1,1250 1,2550 1,2668 1,2176 1,1790 1,1874 1,2321 1,2828 1,3198 1,3502 1,3946 1,4620 1,5523 1,6780 1,8573 2,0855 2,3277 2,5408 2,6940 2,7708 2,7549 2,6208 2,3522 1,9747 1,5612 1,1975 0,9400 0,7972 0,7451 0,7510 0,7852 0,8223 0,8383 0,7998 0,6616 0,3942 0,0148 -0,4173 -0,8346 -1,1827 -1,4189 -1,5150 -1,4759 -1,3510 -1,2160 -1,1284 -1,1017 -1,1223 -1,1777 -1,2624 -1,3614 -1,4373 -1,4472 -1,3823 -1,2857 -1,2104 -1,1715 -1,1517 -1,1352 -1,1180 -1,0995 -1,0718 -1,0177 -0,9152 -0,7393 -0,4624 -0,0654 0,4515 1,0696 1,7597 2,4808 3,1708 3,7469 4,1340 4,3007 4,2726 4,1266 3,9673 3,8813 3,9015 4,0137 4,1838 4,3722 4,5270 4,5810 4,4712 4,1755 3,7333 3,2291 2,7503 2,3529 2,0533 1,8391 1,6795 1,5338 1,3629 1,1490 0,9116 0,7008 0,5656 0,5242 0,5498 0,5799 0,5488 0,4240 0,2191 -0,0203 -0,2403 -0,3946 -0,4512 -0,3993 -0,2538 -0,0433 0,2074 0,4818 0,7766 1,1075 1,5002 1,9620 2,4625 2,9382 3,3132 3,5267 3,5509 3,3871 3,0539 2,5864 2,0366 1,4589 0,8941 0,3701 -0,0886 -0,4679 -0,7789 -1,0525 -1,3148 -1,5700 -1,8007 -1,9785 -2,0792 -2,0939 -2,0238 -1,8732 -1,6718 -1,4928 -1,4145 -1,4612 -1,5935 -1,7395 -1,8304 -1,8317 -1,7590 -1,6616 -1,5866 -1,5629 -1,6071 -1,7227 -1,8815 -2,0126 -2,0195
