Fp1   -0,0621 -0,8945 -1,6348 -2,1645 -2,5053 -2,7624 -3,0256 -3,2962 -3,4861 -3,4840 -3,2298 -2,7528 -2,1487 -1,5119 -0,8895 -0,2977 0,2400 0,6822 0,9833 1,1179 1,1061 1,0064 0,8636 0,6702 0,3952 0,0465 -0,3119 -0,6030 -0,7714 -0,7841 -0,6389 -0,3720 -0,0344 0,3376 0,7264 1,1233 1,5260 1,9444 2,3879 2,8312 3,2005 3,4023 3,3708 3,0908 2,5952 1,9557 1,2708 0,6449 0,1794 -0,0371 0,0263 0,3097 0,7032 1,1083 1,4492 1,6692 1,7398 1,6507 1,3907 0,9592 0,3874 -0,2618 -0,9124 -1,4962 -1,9801 -2,3864 -2,7677 -3,1477 -3,4965 -3,7512 -3,8429 -3,7166 -3,3372 -2,6797 -1,7508 -0,6363 0,5096 1,5226 2,2648 2,6454 2,6473 2,3270 1,7766 1,0901 0,3581 -0,3201 -0,8299 -1,0515 -0,8880 -0,3050 0,6412 1,8090 3,0121 4,0799 4,9257 5,5655 6,0620 6,4604 6,7730 6,9820 7,0388 6,8804 6,4681 5,8185 5,0059 4,1415 3,3298 2,6228 2,0159 1,4807 0,9911 0,5237 0,0507 -0,4569 -1,0141 -1,6089 -2,2032 -2,7541 -3,2378 -3,6533 -3,9995 -4,2534 -4,3746 -4,3420 -4,1864 -3,9792 -3,7841 -3,6076 -3,4046 -3,1366 -2,8109 -2,4562 -2,0786 -1,6615 -1,2106 -0,7665 -0,3445 0,1295 0,8024 1,8142 3,2013 4,8282 6,4165 7,6816 8,4583 8,7333 8,6060 8,2246 7,7199 7,1613 6,5618 5,9268 5,3010 4,7661 4,4024 4,2625 4,3690 4,7230 5,3219 6,1578 7,1883 8,3188 9,4238 10,3888 11,1517 11,7230 12,1626 12,5239 12,8222 13,0460 13,1700 13,1556 12,9691 12,6256 12,2156 11,8658 11,6583 11,5928 11,6153 11,6624 11,6844 11,6400 11,4711 11,1090 10,5285 9,7881 9,0002 8,2657 7,6377 7,1078 6,5924 5,9679 5,1776 4,3095 3,5515 3,0629 2,8728 2,8702 2,8682 2,7090 2,3619 1,9424 1,6368 1,6056 1,9242 2,5590 3,3633 4,1123 4,5909 4,6870 4,4085 3,8166 2,9658 1,9048 0,7010 -0,5418 -1,6679 -2,4796 -2,8040 -2,5765 -1,8579 -0,7921 0,4297 1,5925 2,4993 3,0196 3,1072 2,7970 2,1996 1,4794 0,8092 0,3281 0,1148 0,1739 0,4377 0,7831 1,0797 1,2461 1,2675 1,1770 1,0324 0,8858 0,7485 0,5866 0,3531 0,0284 -0,3536 -0,7094 -0,9424 -0,9881 -0,8241 -0,4491 0,1311 0,8951 1,7797 2,6656 3,4325 4,0467 4,5671 5,0673 5,5654 6,0045 6,2764 6,2784 5,9786 5,4538 4,8625 4,3684 4,0832 4,0661 4,3398 4,8775 5,5660 6,2001 6,5506 6,4648 5,9218 5,0234 3,9421 2,8546 1,8978 1,1515 0,6399 0,3605 0,3179 0,5230 0,9640 1,5849 2,2836 2,9215 3,3399 3,3943 3,0063 2,2193 1,2117 0,2400 -0,4527 -0,7055 -0,4728 0,1853 1,1445 2,2499 3,3301 4,2234 4,8181 5,0864 5,0942 4,9728 4,8515 4,7871 4,7467 4,6604 4,4890 4,2603 4,0657 4,0219 4,2162 4,6696 5,3360 6,1294 6,9539 7,7145 8,3180 8,6825 8,7441 8,4578 7,8083 6,8230 5,5665 4,1348 2,6721 1,3808 0,4808 0,1402 0,4281 1,3062 2,6383 4,2202 5,8298 7,2746 8,4154 9,1678 9,4981 9,4210 8,9873 8,2588 7,2872 6,1205 4,8229 3,4943 2,2933 1,4365 1,1222 1,4182 2,2249 3,3347 4,5129 5,5589 6,3607 6,9195 7,3004 7,5481 7,6506 7,5690 7,2850 6,8171 6,1931 5,4172 4,4774 3,3881 2,2194 1,0838 0,0936 -0,6688 -1,1480 -1,3037 -1,1137 -0,5908 0,2106 1,2100 2,3114 3,3998 4,3507 5,0621 5,4900 5,6611 5,6400 5,4671 5,1307 4,5848 3,7916 2,7765 1,6596 0,6230 -0,1704 -0,6371 -0,7577 -0,5303 0,0267 0,8437 1,8057 2,7937 3,7110 4,4702 4,9734 5,1345 4,9352 4,4508 3,8230 3,2106 2,7475 2,5174 2,5507 2,8356 3,3247 3,9299 4,5298 5,0111 5,3112 5,4244 5,3752 5,2028 4,9705 4,7639 4,6512 4,6385 4,6669 4,6599 4,5859 4,4882 4,4555 4,5405 4,6968 4,8034 4,7472 4,4938 4,1108 3,7429 3,5519 3,6340 3,9419 4,2792 4,4032 4,1655 3,5708 2,7363 1,8163 0,9442 0,2107 -0,3243 -0,6111 -0,6017 -0,2681 0,3451 1,0920 1,7699 2,1995 2,2841 2,0279 1,5265 0,9377 0,4336 0,1397 0,0835 0,1919 0,3519 0,4932 0,6253 0,7998 1,0617 1,4476 2,0012 2,7593 3,7040 4,7216 5,6300 6,2545 6,4817 6,2870 5,7520 5,0415 4,3478 3,8427 3,6419 3,7672 4,1386 4,6255 5,1213 5,5733 5,9537 6,2325 6,3956 6,4625 6,4527 6,3573 6,1664 5,9130 5,6751 5,5297 5,5083 5,5808 5,6632 5,6483 5,4645 5,1170 4,6725 4,2178 3,8414 3,6270 3,6347 3,8800 4,3148 4,8217 5,2470 5,4692 5,4548 5,2594 4,9790 4,6879 4,4199 4,1905 4,0067 3,8562 3,7273 3,6427 3,6465 3,7624 3,9875 4,3179 4,7491 5,2522 5,7725 6,2498 6,6287 6,8604 6,9245 6,8535 6,7178 6,5774 6,4405 6,2525 5,9159 5,3342 4,4731 3,3970 2,2406 1,1431 0,2196 -0,4265 -0,7055 -0,5648 -0,0069 0,8936 1,9886 3,0924 4,0178 4,5989 4,7420 4,4781 3,9466 3,3155 2,7090 2,1804 1,7250 1,3179 0,9528 0,6525 0,4486 0,3607 0,3956 0,5558 0,8368 1,2211 1,6767 2,1586 2,6192 3,0208 3,3349 3,5229 3,5380 3,3574 3,0045 2,5397 2,0303 1,5285 1,0854 0,7738 0,6607 0,7484 0,9691 1,2317 1,4437 1,5137 1,3955 1,1341 0,8499 0,6680 0,6446 0,7455 0,8743
Fz    -2,8184 -2,8405 -2,8001 -2,6641 -2,4551 -2,2380 -2,0849 -2,0368 -2,0815 -2,1647 -2,2201 -2,1934 -2,0515 -1,7801 -1,3820 -0,8794 -0,3106 0,2798 0,8489 1,3622 1,8047 2,1824 2,5048 2,7678 2,9567 3,0651 3,0985 3,0597 2,9470 2,7693 2,5478 2,3053 2,0569 1,8036 1,5292 1,2114 0,8423 0,4425 0,0577 -0,2619 -0,4859 -0,6119 -0,6595 -0,6635 -0,6660 -0,6968 -0,7586 -0,8324 -0,8918 -0,9142 -0,8972 -0,8646 -0,8487 -0,8719 -0,9449 -1,0651 -1,2119 -1,3507 -1,4485 -1,4875 -1,4650 -1,3845 -1,2483 -1,0591 -0,8305 -0,5905 -0,3684 -0,1767 -0,0089 0,1484 0,3037 0,4586 0,6156 0,7929 1,0212 1,3215 1,6907 2,1049 2,5281 2,9270 3,2805 3,5695 3,7666 3,8483 3,8164 3,7036 3,5559 3,4073 3,2731 3,1656 3,1041 3,1097 3,1950 3,3625 3,6069 3,9103 4,2341 4,5241 4,7256 4,7934 4,6957 4,4185 3,9700 3,3825 2,7122 2,0312 1,4041 0,8619 0,4012 0,0076 -0,3218 -0,5793 -0,7594 -0,8669 -0,9214 -0,9561 -1,0073 -1,1036 -1,2621 -1,4868 -1,7652 -2,0626 -2,3228 -2,4838 -2,5019 -2,3731 -2,1352 -1,8416 -1,5328 -1,2320 -0,9512 -0,6900 -0,4324 -0,1522 0,1727 0,5551 1,0067 1,5431 2,1715 2,8756 3,6105 4,3067 4,8905 5,3209 5,6105 5,8090 5,9657 6,1040 6,2186 6,2909 6,3085 6,2797 6,2299 6,1813 6,1358 6,0766 5,9861 5,8587 5,7065 5,5569 5,4412 5,3838 5,3980 5,4822 5,6193 5,7854 5,9515 6,0748 6,1042 6,0095 5,7994 5,5057 5,1537 4,7527 4,3092 3,8353 3,3389 2,8126 2,2408 1,6220 0,9840 0,3725 -0,1800 -0,6736 -1,1328 -1,5814 -2,0314 -2,4897 -2,9622 -3,4416 -3,9032 -4,3110 -4,6217 -4,7954 -4,8243 -4,7551 -4,6766 -4,6780 -4,8122 -5,0812 -5,4373 -5,8017 -6,0950 -6,2639 -6,2929 -6,2039 -6,0533 -5,9130 -5,8361 -5,8331 -5,8873 -5,9900 -6,1530 -6,3872 -6,6851 -7,0188 -7,3426 -7,6026 -7,7591 -7,8079 -7,7775 -7,7077 -7,6335 -7,5810 -7,5643 -7,5824 -7,6228 -7,6662 -7,6897 -7,6756 -7,6219 -7,5404 -7,4471 -7,3601 -7,3061 -7,3227 -7,4449 -7,6850 -8,0324 -8,4655 -8,9543 -9,4566 -9,9250 -10,3217 -10,6266 -10,8330 -10,9374 -10,9384 -10,8450 -10,6815 -10,4755 -10,2449 -9,9975 -9,7327 -9,4439 -9,1298 -8,7984 -8,4541 -8,0906 -7,6967 -7,2669 -6,8084 -6,3347 -5,8499 -5,3440 -4,8050 -4,2339 -3,6511 -3,0934 -2,6017 -2,2084 -1,9342 -1,7930 -1,7919 -1,9170 -2,1229 -2,3473 -2,5423 -2,6962 -2,8343 -2,9965 -3,2064 -3,4593 -3,7276 -3,9685 -4,1335 -4,1842 -4,1041 -3,9033 -3,6187 -3,3079 -3,0364 -2,8617 -2,8103 -2,8571 -2,9296 -2,9382 -2,8130 -2,5309 -2,1217 -1,6489 -1,1840 -0,7859 -0,4878 -0,2957 -0,1991 -0,1776 -0,2035 -0,2451 -0,2774 -0,2943 -0,3087 -0,3368 -0,3821 -0,4307 -0,4656 -0,4889 -0,5226 -0,5856 -0,6702 -0,7399 -0,7478 -0,6596 -0,4648 -0,1751 0,1771 0,5438 0,8693 1,0994 1,1966 1,1616 1,0376 0,8884 0,7649 0,6876 0,6475 0,6181 0,5703 0,4830 0,3504 0,1908 0,0460 -0,0341 -0,0137 0,1113 0,3065 0,5124 0,6727 0,7536 0,7469 0,6746 0,5916 0,5615 0,6163 0,7454 0,9193 1,1108 1,2982 1,4650 1,5999 1,6895 1,7114 1,6435 1,4805 1,2409 0,9602 0,6777 0,4223 0,1977 -0,0221 -0,2732 -0,5755 -0,9182 -1,2650 -1,5715 -1,8078 -1,9659 -2,0510 -2,0711 -2,0334 -1,9509 -1,8540 -1,7817 -1,7500 -1,7289 -1,6543 -1,4710 -1,1690 -0,7847 -0,3791 -0,0154 0,2651 0,4575 0,5813 0,6513 0,6631 0,6072 0,4860 0,3069 0,0730 -0,2060 -0,4965 -0,7443 -0,9032 -0,9635 -0,9517 -0,9014 -0,8235 -0,7025 -0,5157 -0,2554 0,0600 0,3884 0,6800 0,9002 1,0417 1,1218 1,1694 1,2042 1,2197 1,1918 1,1059 0,9778 0,8476 0,7493 0,6846 0,6259 0,5441 0,4297 0,2905 0,1410 -0,0038 -0,1334 -0,2410 -0,3241 -0,3846 -0,4260 -0,4477 -0,4430 -0,4079 -0,3602 -0,3500 -0,4414 -0,6788 -1,0629 -1,5529 -2,0880 -2,6114 -3,0831 -3,4796 -3,7898 -4,0052 -4,1098 -4,0900 -3,9550 -3,7363 -3,4713 -3,1931 -2,9264 -2,6848 -2,4678 -2,2644 -2,0673 -1,8880 -1,7563 -1,7005 -1,7202 -1,7794 -1,8317 -1,8472 -1,8118 -1,7151 -1,5458 -1,2957 -0,9701 -0,5918 -0,1964 0,1691 0,4545 0,6222 0,6612 0,5885 0,4421 0,2623 0,0731 -0,1276 -0,3565 -0,6237 -0,9282 -1,2747 -1,6788 -2,1428 -2,6356 -3,1097 -3,5290 -3,8736 -4,1334 -4,3135 -4,4429 -4,5660 -4,7180 -4,9134 -5,1564 -5,4509 -5,7983 -6,1937 -6,6197 -7,0377 -7,3907 -7,6207 -7,6869 -7,5807 -7,3344 -7,0072 -6,6584 -6,3262 -6,0197 -5,7260 -5,4275 -5,1052 -4,7300 -4,2746 -3,7395 -3,1550 -2,5586 -1,9765 -1,4229 -0,9031 -0,4144 0,0454 0,4696 0,8469 1,1742 1,4567 1,7004 1,9110 2,0997 2,2806 2,4588 2,6216 2,7421 2,7909 2,7488 2,6154 2,4151 2,1901 1,9834 1,8220 1,7097 1,6277 1,5465 1,4441 1,3047 1,1136 0,8656 0,5712 0,2440 -0,1048 -0,4587 -0,7980 -1,1119 -1,4067 -1,7036 -2,0304 -2,4074 -2,8369 -3,3031 -3,7797 -4,2353 -4,6310 -4,9248 -5,0880 -5,1200 -5,0442 -4,8895 -4,6777 -4,4279 -4,1646 -3,9187 -3,7135 -3,5484 -3,3949 -3,2178 -3,0058 -2,7824 -2,5805 -2,4118 -2,2657 -2,1333 -2,0191 -1,9332 -1,8849 -1,8825 -1,9258 -1,9986 -2,0765 -2,1410 -2,1883 -2,2293 -2,2853
F3    -3,1301 -3,0491 -2,8895 -2,6658 -2,4099 -2,1601 -1,9517 -1,8103 -1,7421 -1,7300 -1,7405 -1,7375 -1,6893 -1,5693 -1,3603 -1,0618 -0,6924 -0,2877 0,1109 0,4712 0,7833 1,0623 1,3354 1,6201 1,9113 2,1846 2,4063 2,5419 2,5726 2,5117 2,3975 2,2656 2,1288 1,9768 1,7867 1,5395 1,2316 0,8791 0,5166 0,1887 -0,0640 -0,2175 -0,2705 -0,2440 -0,1722 -0,0867 -0,0063 0,0607 0,1115 0,1440 0,1505 0,1180 0,0360 -0,1000 -0,2884 -0,5165 -0,7512 -0,9412 -1,0388 -1,0221 -0,8982 -0,6869 -0,4058 -0,0730 0,2800 0,6075 0,8674 1,0434 1,1534 1,2382 1,3361 1,4594 1,5927 1,7134 1,8108 1,8892 1,9646 2,0621 2,2103 2,4314 2,7300 3,0856 3,4594 3,8165 4,1396 4,4236 4,6591 4,8189 4,8650 4,7776 4,5781 4,3228 4,0835 3,9292 3,9088 4,0312 4,2574 4,5176 4,7368 4,8506 4,8141 4,6109 4,2526 3,7752 3,2322 2,6796 2,1601 1,6948 1,2863 0,9290 0,6216 0,3700 0,1814 0,0559 -0,0219 -0,0869 -0,1828 -0,3447 -0,5870 -0,9018 -1,2593 -1,6080 -1,8874 -2,0479 -2,0671 -1,9572 -1,7562 -1,5030 -1,2208 -0,9203 -0,6098 -0,2996 0,0010 0,2920 0,5905 0,9275 1,3337 1,8227 2,3831 2,9847 3,5915 4,1698 4,6898 5,1287 5,4779 5,7456 5,9489 6,1044 6,2259 6,3269 6,4220 6,5257 6,6467 6,7800 6,9065 7,0043 7,0598 7,0664 7,0176 6,9107 6,7555 6,5791 6,4228 6,3248 6,3010 6,3423 6,4253 6,5204 6,5974 6,6383 6,6427 6,6135 6,5349 6,3708 6,0864 5,6733 5,1525 4,5571 3,9175 3,2622 2,6220 2,0246 1,4870 1,0109 0,5822 0,1791 -0,2206 -0,6391 -1,0939 -1,5772 -2,0397 -2,4082 -2,6239 -2,6736 -2,5974 -2,4745 -2,3950 -2,4302 -2,6109 -2,9211 -3,3062 -3,6911 -4,0060 -4,2119 -4,3093 -4,3231 -4,2784 -4,1876 -4,0523 -3,8731 -3,6626 -3,4528 -3,2864 -3,1991 -3,2088 -3,3145 -3,4991 -3,7403 -4,0213 -4,3284 -4,6421 -4,9340 -5,1762 -5,3516 -5,4566 -5,4969 -5,4828 -5,4272 -5,3448 -5,2518 -5,1662 -5,1046 -5,0792 -5,0978 -5,1666 -5,2901 -5,4715 -5,7151 -6,0261 -6,4043 -6,8320 -7,2648 -7,6345 -7,8719 -7,9371 -7,8339 -7,5995 -7,2894 -6,9704 -6,7058 -6,5346 -6,4591 -6,4523 -6,4715 -6,4702 -6,4118 -6,2817 -6,0843 -5,8286 -5,5174 -5,1514 -4,7369 -4,2820 -3,7878 -3,2510 -2,6760 -2,0809 -1,4954 -0,9588 -0,5149 -0,2008 -0,0339 -0,0058 -0,0834 -0,2177 -0,3609 -0,4842 -0,5850 -0,6827 -0,8071 -0,9811 -1,2006 -1,4332 -1,6377 -1,7817 -1,8479 -1,8360 -1,7607 -1,6387 -1,4799 -1,2932 -1,1016 -0,9461 -0,8646 -0,8625 -0,9003 -0,9097 -0,8262 -0,6179 -0,2968 0,0925 0,4961 0,8700 1,1862 1,4284 1,5876 1,6624 1,6628 1,6121 1,5402 1,4694 1,4095 1,3646 1,3360 1,3133 1,2689 1,1652 0,9721 0,6837 0,3267 -0,0426 -0,3530 -0,5397 -0,5554 -0,3767 -0,0130 0,4877 1,0494 1,5925 2,0540 2,4001 2,6276 2,7568 2,8173 2,8287 2,7835 2,6503 2,3975 2,0164 1,5356 1,0282 0,5987 0,3501 0,3447 0,5773 0,9767 1,4420 1,8844 2,2436 2,4863 2,6103 2,6446 2,6299 2,5926 2,5413 2,4807 2,4220 2,3773 2,3493 2,3268 2,2896 2,2167 2,0957 1,9287 1,7336 1,5400 1,3788 1,2651 1,1840 1,0971 0,9652 0,7690 0,5134 0,2252 -0,0562 -0,2974 -0,4880 -0,6386 -0,7683 -0,8928 -1,0218 -1,1646 -1,3233 -1,4794 -1,5903 -1,6035 -1,4817 -1,2217 -0,8561 -0,4398 -0,0299 0,3365 0,6520 0,9285 1,1747 1,3791 1,5106 1,5315 1,4135 1,1535 0,7821 0,3630 -0,0220 -0,3003 -0,4336 -0,4228 -0,2948 -0,0852 0,1730 0,4523 0,7303 0,9853 1,1963 1,3513 1,4562 1,5305 1,5970 1,6676 1,7303 1,7567 1,7244 1,6330 1,5000 1,3481 1,1957 1,0529 0,9239 0,8132 0,7273 0,6687 0,6359 0,6308 0,6620 0,7371 0,8536 0,9948 1,1302 1,2246 1,2574 1,2329 1,1670 1,0643 0,9092 0,6773 0,3557 -0,0397 -0,4661 -0,8725 -1,2188 -1,4862 -1,6768 -1,8047 -1,8838 -1,9234 -1,9272 -1,8896 -1,7950 -1,6274 -1,3854 -1,0871 -0,7619 -0,4427 -0,1619 0,0520 0,1795 0,2157 0,1719 0,0699 -0,0713 -0,2430 -0,4391 -0,6428 -0,8181 -0,9104 -0,8597 -0,6253 -0,2060 0,3547 0,9798 1,5776 2,0637 2,3804 2,5022 2,4311 2,1912 1,8230 1,3741 0,8922 0,4189 -0,0229 -0,4348 -0,8256 -1,1898 -1,5051 -1,7479 -1,9033 -1,9697 -1,9660 -1,9315 -1,9114 -1,9351 -2,0096 -2,1315 -2,3034 -2,5381 -2,8498 -3,2400 -3,6844 -4,1291 -4,5035 -4,7443 -4,8166 -4,7230 -4,4959 -4,1798 -3,8133 -3,4186 -3,0028 -2,5688 -2,1196 -1,6558 -1,1767 -0,6866 -0,1977 0,2750 0,7212 1,1346 1,5109 1,8500 2,1569 2,4344 2,6760 2,8682 3,0044 3,0902 3,1356 3,1492 3,1440 3,1409 3,1572 3,1943 3,2413 3,2828 3,2983 3,2667 3,1828 3,0665 2,9518 2,8637 2,8002 2,7333 2,6258 2,4461 2,1772 1,8220 1,4051 0,9638 0,5379 0,1599 -0,1551 -0,4134 -0,6397 -0,8742 -1,1604 -1,5256 -1,9716 -2,4762 -2,9968 -3,4795 -3,8740 -4,1428 -4,2631 -4,2312 -4,0674 -3,8098 -3,4972 -3,1584 -2,8138 -2,4798 -2,1705 -1,8933 -1,6432 -1,4033 -1,1578 -0,9081 -0,6774 -0,4997 -0,3982 -0,3737 -0,4114 -0,4936 -0,5996 -0,6989 -0,7541 -0,7422 -0,6790 -0,6205 -0,6305 -0,7461 -0,9710
F7    -1,1687 -1,2413 -1,2066 -1,0600 -0,8753 -0,7657 -0,8249 -1,0807 -1,4789 -1,9049 -2,2329 -2,3758 -2,3091 -2,0569 -1,6691 -1,2078 -0,7372 -0,3105 0,0380 0,2936 0,4607 0,5590 0,6081 0,6151 0,5795 0,5111 0,4296 0,3456 0,2584 0,1751 0,1152 0,0943 0,1154 0,1702 0,2413 0,3106 0,3751 0,4564 0,5904 0,7994 1,0714 1,3640 1,6252 1,8110 1,8973 1,8893 1,8173 1,7176 1,6207 1,5503 1,5147 1,4973 1,4702 1,4101 1,2988 1,1284 0,9151 0,6971 0,5109 0,3746 0,2888 0,2469 0,2420 0,2632 0,2869 0,2763 0,1999 0,0574 -0,1114 -0,2459 -0,2944 -0,2321 -0,0555 0,2344 0,6276 1,0831 1,5353 1,9211 2,1975 2,3448 2,3664 2,2817 2,1185 1,9175 1,7378 1,6488 1,7039 1,9132 2,2409 2,6306 3,0298 3,3969 3,7017 3,9327 4,1085 4,2703 4,4555 4,6786 4,9238 5,1412 5,2560 5,1979 4,9339 4,4845 3,9163 3,3163 2,7584 2,2768 1,8695 1,5251 1,2415 1,0226 0,8691 0,7719 0,7086 0,6424 0,5302 0,3360 0,0408 -0,3539 -0,8223 -1,3057 -1,7203 -1,9913 -2,0877 -2,0314 -1,8766 -1,6698 -1,4296 -1,1620 -0,8788 -0,5989 -0,3371 -0,0946 0,1385 0,3806 0,6660 1,0487 1,5815 2,2859 3,1308 4,0294 4,8643 5,5351 5,9917 6,2323 6,2795 6,1638 5,9219 5,5974 5,2417 4,9175 4,6904 4,6039 4,6598 4,8279 5,0715 5,3613 5,6785 6,0127 6,3546 6,6910 7,0092 7,3036 7,5808 7,8603 8,1622 8,4792 8,7673 8,9739 9,0690 9,0485 8,9222 8,7148 8,4731 8,2553 8,0967 7,9866 7,8779 7,7173 7,4731 7,1425 6,7381 6,2710 5,7517 5,2038 4,6640 4,1595 3,6912 3,2436 2,7988 2,3455 1,8982 1,5123 1,2591 1,1715 1,2089 1,2750 1,2710 1,1466 0,9252 0,6885 0,5359 0,5405 0,7239 1,0525 1,4502 1,8272 2,1145 2,2824 2,3254 2,2339 1,9880 1,5802 1,0349 0,4095 -0,2141 -0,7467 -1,1194 -1,3044 -1,3130 -1,1813 -0,9618 -0,7170 -0,5049 -0,3643 -0,3124 -0,3481 -0,4490 -0,5729 -0,6694 -0,6935 -0,6178 -0,4441 -0,2123 0,0049 0,1291 0,1090 -0,0651 -0,3666 -0,7417 -1,1218 -1,4433 -1,6694 -1,8020 -1,8733 -1,9177 -1,9503 -1,9689 -1,9680 -1,9376 -1,8530 -1,6795 -1,3925 -0,9966 -0,5325 -0,0569 0,3939 0,8162 1,2197 1,5979 1,9131 2,1137 2,1733 2,1185 2,0270 1,9977 2,1057 2,3690 2,7511 3,1916 3,6290 4,0027 4,2509 4,3249 4,2087 3,9232 3,5139 3,0357 2,5338 2,0352 1,5555 1,1132 0,7399 0,4816 0,3847 0,4722 0,7297 1,1063 1,5242 1,8862 2,0835 2,0221 1,6717 1,1045 0,4833 0,0030 -0,1803 0,0022 0,5201 1,2698 2,1135 2,9137 3,5584 3,9815 4,1743 4,1800 4,0714 3,9209 3,7681 3,6038 3,3908 3,1085 2,7790 2,4586 2,2087 2,0697 2,0545 2,1594 2,3714 2,6675 3,0147 3,3782 3,7329 4,0624 4,3422 4,5299 4,5739 4,4323 4,0948 3,6039 3,0566 2,5745 2,2623 2,1783 2,3201 2,6294 3,0208 3,4124 3,7462 4,0024 4,1994 4,3716 4,5377 4,6828 4,7603 4,7152 4,5143 4,1591 3,6879 3,1846 2,7729 2,5664 2,6067 2,8527 3,2191 3,6168 3,9758 4,2614 4,4788 4,6557 4,8088 4,9245 4,9684 4,9107 4,7472 4,4956 4,1753 3,7884 3,3262 2,7912 2,2101 1,6277 1,1022 0,7030 0,4964 0,5163 0,7412 1,0992 1,5001 1,8642 2,1274 2,2473 2,2204 2,0926 1,9435 1,8477 1,8352 1,8789 1,9142 1,8746 1,7333 1,5250 1,3292 1,2226 1,2375 1,3600 1,5525 1,7686 1,9623 2,1064 2,2061 2,2904 2,3826 2,4760 2,5385 2,5438 2,4947 2,4193 2,3480 2,2968 2,2670 2,2577 2,2763 2,3388 2,4580 2,6342 2,8549 3,0941 3,3103 3,4574 3,5080 3,4743 3,4030 3,3404 3,2981 3,2537 3,1853 3,1020 3,0410 3,0456 3,1395 3,3122 3,5232 3,7204 3,8645 3,9471 3,9948 4,0534 4,1548 4,2777 4,3371 4,2273 3,8892 3,3467 2,6920 2,0432 1,5006 1,1193 0,9092 0,8512 0,9175 1,0805 1,3024 1,5229 1,6757 1,7190 1,6512 1,5063 1,3418 1,2242 1,2122 1,3324 1,5590 1,8196 2,0299 2,1369 2,1386 2,0671 1,9594 1,8460 1,7558 1,7216 1,7766 1,9393 2,2020 2,5288 2,8611 3,1378 3,3185 3,3918 3,3705 3,2880 3,1886 3,1095 3,0658 3,0563 3,0821 3,1486 3,2422 3,3197 3,3388 3,2906 3,1857 3,0301 2,8298 2,6080 2,4009 2,2403 2,1433 2,1113 2,1254 2,1473 2,1370 2,0757 1,9654 1,8186 1,6587 1,5258 1,4694 1,5299 1,7186 2,0064 2,3341 2,6398 2,8815 3,0452 3,1323 3,1411 3,0733 2,9582 2,8519 2,8077 2,8593 3,0247 3,3071 3,6844 4,1143 4,5586 4,9961 5,4066 5,7550 6,0008 6,1148 6,0862 5,9234 5,6559 5,3278 4,9810 4,6379 4,2968 3,9450 3,5762 3,1999 2,8392 2,5222 2,2748 2,1187 2,0683 2,1216 2,2576 2,4468 2,6524 2,8264 2,9209 2,9006 2,7455 2,4581 2,0749 1,6557 1,2597 0,9241 0,6532 0,4207 0,1925 -0,0510 -0,3040 -0,5407 -0,7272 -0,8359 -0,8531 -0,7775 -0,6129 -0,3650 -0,0457 0,3206 0,6962 1,0338 1,2866 1,4261 1,4594 1,4299 1,3958 1,3961 1,4299 1,4740 1,5181 1,5762 1,6664 1,7902 1,9299 2,0519 2,1144 2,0864 1,9646 1,7684 1,5242 1,2577 0,9911 0,7360
