Fp1   -1,2388 -1,0783 -0,9254 -0,8110 -0,7502 -0,7399 -0,7693 -0,8288 -0,9049 -0,9776 -1,0366 -1,1000 -1,2069 -1,3778 -1,5728 -1,7039 -1,6981 -1,5462 -1,2916 -0,9839 -0,6481 -0,2907 0,0706 0,3939 0,6400 0,8081 0,9240 1,0016 1,0373 1,0364 1,0238 1,0317 1,0818 1,1722 1,2788 1,3650 1,3915 1,3286 1,1788 0,9847 0,8021 0,6660 0,5888 0,5688 0,5829 0,5859 0,5455 0,4805 0,4431 0,4685 0,5485 0,6467 0,7347 0,8137 0,8981 0,9888 1,0703 1,1336 1,1905 1,2623 1,3627 1,4940 1,6550 1,8459 2,0637 2,2957 2,5137 2,6731 2,7276 2,6529 2,4518 2,1489 1,7968 1,4651 1,2015 1,0132 0,8939 0,8511 0,9027 1,0502 1,2565 1,4518 1,5693 1,5837 1,5164 1,4062 1,2879 1,1908 1,1286 1,0912 1,0623 1,0352 1,0098 0,9883 0,9702 0,9457 0,8994 0,8217 0,7103 0,5580 0,3478 0,0717 -0,2457 -0,5571 -0,8270 -1,0443 -1,2142 -1,3627 -1,5358 -1,7701 -2,0765 -2,4545 -2,8925 -3,3482 -3,7555 -4,0544 -4,2128 -4,2397 -4,1904 -4,1462 -4,1699 -4,2779 -4,4578 -4,6911 -4,9590 -5,2455 -5,5364 -5,8080 -6,0255 -6,1529 -6,1578 -6,0123 -5,7059 -5,2603 -4,7229 -4,1522 -3,6125 -3,1567 -2,7998 -2,5127 -2,2447 -1,9520 -1,6160 -1,2356 -0,7997 -0,2868 0,2973 0,9087 1,4953 2,0293 2,5207 3,0033 3,4987 3,9940 4,4542 4,8516 5,1788 5,4399 5,6357 5,7670 5,8548 5,9492 6,1108 6,3738 6,7200 7,0891 7,4102 7,6204 7,6752 7,5638 7,3161 6,9831 6,6223 6,3011 6,0824 5,9850 5,9626 5,9326 5,8377 5,6841 5,5268 5,4233 5,3915 5,3950 5,3708 5,2805 5,1348 4,9691 4,8140 4,6966 4,6480 4,6928 4,8308 5,0341 5,2539 5,4302 5,5203 5,5342 5,5214 5,5144 5,5000 5,4473 5,3472 5,2222 5,1132 5,0547 5,0582 5,1132 5,1911 5,2454 5,2320 5,1460 5,0297 4,9415 4,9128 4,9302 4,9574 4,9717 4,9696 4,9434 4,8685 4,7259 4,5281 4,3090 4,0990 3,9195 3,7879 3,7176 3,7198 3,7984 3,9312 4,0603 4,1224 4,0971 4,0166 3,9321 3,8776 3,8557 3,8446 3,8134 3,7429 3,6356 3,5058 3,3599 3,1948 3,0148 2,8398 2,6934 2,5785 2,4724 2,3526 2,2201 2,0820 1,9243 1,7244 1,4780 1,1985 0,9023 0,6067 0,3329 0,1057 -0,0478 -0,1020 -0,0409 0,1413 0,4465 0,8703 1,3871 1,9379 2,4375 2,8012 2,9717 2,9389 2,7478 2,4874 2,2506 2,0981 2,0511 2,1029 2,2299 2,4055 2,6125 2,8396 3,0640 3,2397 3,3201 3,3059 3,2561 3,2437 3,3085 3,4433 3,6035 3,7317 3,7900 3,7791 3,7312 3,6860 3,6686 3,6880 3,7466 3,8450 3,9764 4,1283 4,2919 4,4598 4,6160 4,7361 4,7933 4,7706 4,6772 4,5474 4,4227 4,3442 4,3519 4,4719 4,6977 4,9823 5,2565 5,4736 5,6426 5,8135 6,0307 6,2997 6,5941 6,8866 7,1677 7,4434 7,7274 8,0290 8,3387 8,6297 8,8764 9,0798 9,2695 9,4722 9,6839 9,8781 10,0234 10,0839 10,0187 9,8018 9,4526 9,0501 8,7005 8,4717 8,3629 8,3439 8,4024 8,5456 8,7730 9,0540 9,3369 9,5794 9,7635 9,8783 9,9053 9,8354 9,6926 9,5344 9,4286 9,4180 9,4973 9,6255 9,7535 9,8385 9,8503 9,7773 9,6231 9,4026 9,1490 8,9197 8,7865 8,8039 8,9770 9,2467 9,5076 9,6576 9,6533 9,5249 9,3409 9,1671 9,0438 8,9784 8,9473 8,9064 8,8065 8,6162 8,3292 7,9563 7,5257 7,0869 6,6908 6,3641 6,1126 5,9417 5,8677 5,8997 6,0090 6,1283 6,1910 6,1717 6,0928 5,9963 5,9126 5,8494 5,7959 5,7293 5,6233 5,4633 5,2656 5,0762 4,9388 4,8634 4,8279 4,8035 4,7683 4,7042 4,5894 4,4043 4,1538 3,8774 3,6312 3,4642 3,4045 3,4548 3,5982 3,8117 4,0735 4,3597 4,6425 4,8943 5,0893 5,2049 5,2291 5,1666 5,0386 4,8853 4,7584 4,7009 4,7427 4,9042 5,1794 5,5201 5,8542 6,1243 6,3087 6,4162 6,4698 6,4928 6,4969 6,4767 6,4144 6,2912 6,0958 5,8355 5,5419 5,2594 5,0255 4,8570 4,7450 4,6647 4,5941 4,5237 4,4446 4,3313 4,1569 3,9380 3,7441 3,6442 3,6577 3,7606 3,9106 4,0621 4,1805 4,2484 4,2619 4,2249 4,1315 3,9628 3,7125 3,4065 3,0890 2,7996 2,5607 2,3684 2,1948 1,9982 1,7259 1,3307 0,7984 0,1583 -0,5338 -1,2189 -1,8340 -2,3029 -2,5712 -2,6630 -2,6696 -2,6729 -2,6950 -2,7160 -2,7130 -2,6706 -2,5733 -2,4020 -2,1437 -1,8087 -1,4331 -1,0588 -0,7193 -0,4396 -0,2360 -0,1216 -0,1056 -0,1760 -0,2873 -0,3723 -0,3685 -0,2413 0,0029 0,3244 0,6699 0,9966 1,2938 1,5910 1,9399 2,3748 2,8742 3,3593 3,7430 3,9899 4,1314 4,2277 4,3216 4,4287 4,5426 4,6386 4,6866 4,6688 4,5862 4,4547 4,3017 4,1615 4,0566 3,9681 3,8490 3,6780 3,4747 3,2616 3,0434 2,8233 2,6196 2,4626 2,3801 2,3865 2,4828 2,6600 2,8955 3,1499 3,3761 3,5350 3,5933 3,5244 3,3314 3,0531 2,7389 2,4359 2,1903 2,0390 1,9930 2,0340 2,1294 2,2478 2,3560 2,4090 2,3630 2,2030 1,9481 1,6339 1,2957 0,9614 0,6527 0,3894 0,1918 0,0805 0,0693 0,1565 0,3215 0,5223 0,7041 0,8324 0,9178 1,0010 1,1177 1,2742 1,4432 1,5811 1,6590 1,6897 1,7347
Fz    -0,5993 -0,5905 -0,6056 -0,6348 -0,6668 -0,7013 -0,7520 -0,8358 -0,9540 -1,0867 -1,2139 -1,3398 -1,4903 -1,6776 -1,8630 -1,9720 -1,9501 -1,7989 -1,5599 -1,2771 -0,9785 -0,6821 -0,4120 -0,1991 -0,0561 0,0453 0,1538 0,2970 0,4714 0,6642 0,8707 1,0916 1,3215 1,5489 1,7628 1,9534 2,1004 2,1651 2,1108 1,9370 1,6841 1,4053 1,1452 0,9283 0,7484 0,5762 0,3957 0,2329 0,1384 0,1487 0,2641 0,4536 0,6812 0,9280 1,1834 1,4241 1,6191 1,7534 1,8352 1,8869 1,9428 2,0417 2,1994 2,3956 2,5946 2,7740 2,9247 3,0328 3,0739 3,0223 2,8629 2,6136 2,3370 2,1027 1,9304 1,7915 1,6599 1,5439 1,4772 1,4916 1,5880 1,7340 1,8917 2,0423 2,1869 2,3246 2,4388 2,5066 2,5145 2,4658 2,3840 2,3019 2,2426 2,2112 2,1974 2,1802 2,1405 2,0747 1,9913 1,8901 1,7532 1,5631 1,3258 1,0694 0,8220 0,6011 0,4109 0,2302 0,0167 -0,2538 -0,5711 -0,9202 -1,2977 -1,6911 -2,0628 -2,3590 -2,5301 -2,5586 -2,4846 -2,3944 -2,3657 -2,4258 -2,5615 -2,7535 -2,9935 -3,2821 -3,6163 -3,9718 -4,2969 -4,5288 -4,6152 -4,5286 -4,2767 -3,9006 -3,4531 -2,9722 -2,4760 -1,9829 -1,5227 -1,1173 -0,7609 -0,4256 -0,0768 0,3227 0,8103 1,3973 2,0449 2,6895 3,2878 3,8304 4,3344 4,8262 5,3118 5,7628 6,1427 6,4439 6,6922 6,9210 7,1465 7,3656 7,5775 7,8053 8,0881 8,4500 8,8761 9,3183 9,7179 10,0181 10,1638 10,1173 9,8850 9,5178 9,0895 8,6805 8,3614 8,1629 8,0550 7,9663 7,8408 7,6795 7,5266 7,4229 7,3697 7,3197 7,2057 6,9988 6,7291 6,4501 6,2053 6,0304 5,9588 6,0144 6,1982 6,4829 6,8108 7,0980 7,2712 7,3191 7,2844 7,2040 7,0761 6,8908 6,6675 6,4494 6,2786 6,1805 6,1567 6,1847 6,2274 6,2417 6,1943 6,0837 5,9430 5,8201 5,7523 5,7452 5,7758 5,8177 5,8551 5,8725 5,8480 5,7672 5,6381 5,4861 5,3419 5,2306 5,1578 5,1142 5,1005 5,1340 5,2238 5,3515 5,4811 5,5860 5,6611 5,7073 5,7109 5,6461 5,4948 5,2620 4,9766 4,6806 4,4102 4,1781 3,9767 3,7961 3,6355 3,4956 3,3614 3,2057 3,0216 2,8437 2,7167 2,6457 2,5904 2,5029 2,3558 2,1508 1,9184 1,7075 1,5587 1,4855 1,4823 1,5454 1,6849 1,9160 2,2384 2,6236 3,0236 3,3880 3,6688 3,8213 3,8204 3,6839 3,4717 3,2560 3,0911 3,0053 3,0026 3,0675 3,1822 3,3460 3,5730 3,8612 4,1652 4,4179 4,5868 4,6967 4,7993 4,9317 5,0947 5,2507 5,3485 5,3589 5,2881 5,1650 5,0300 4,9292 4,9017 4,9632 5,0992 5,2695 5,4295 5,5579 5,6620 5,7544 5,8330 5,8744 5,8462 5,7375 5,5732 5,4013 5,2768 5,2458 5,3243 5,4915 5,7005 5,8982 6,0606 6,2162 6,4204 6,7026 7,0425 7,3953 7,7340 8,0547 8,3584 8,6495 8,9308 9,1855 9,3771 9,4787 9,5032 9,4965 9,5033 9,5450 9,6237 9,7293 9,8356 9,8979 9,8694 9,7348 9,5303 9,3253 9,1722 9,0796 9,0406 9,0665 9,1786 9,3795 9,6373 9,8960 10,1073 10,2536 10,3355 10,3529 10,3127 10,2436 10,1887 10,1854 10,2464 10,3515 10,4646 10,5590 10,6182 10,6260 10,5703 10,4515 10,2875 10,1129 9,9719 9,9073 9,9425 10,0656 10,2292 10,3689 10,4382 10,4390 10,4121 10,3958 10,4083 10,4528 10,5111 10,5412 10,4968 10,3510 10,1030 9,7639 9,3403 8,8444 8,3132 7,8004 7,3540 7,0125 6,8036 6,7372 6,7953 6,9307 7,0807 7,1909 7,2317 7,2044 7,1332 7,0442 6,9477 6,8329 6,6759 6,4566 6,1793 5,8834 5,6301 5,4736 5,4290 5,4638 5,5178 5,5340 5,4757 5,3283 5,1041 4,8505 4,6341 4,5036 4,4688 4,5137 4,6221 4,7880 5,0008 5,2303 5,4354 5,5882 5,6903 5,7626 5,8181 5,8500 5,8467 5,8172 5,7976 5,8298 5,9352 6,1176 6,3735 6,6781 6,9765 7,2129 7,3672 7,4584 7,5163 7,5585 7,5840 7,5796 7,5344 7,4514 7,3337 7,1656 6,9308 6,6476 6,3710 6,1600 6,0426 6,0054 6,0120 6,0319 6,0498 6,0493 5,9942 5,8457 5,6115 5,3585 5,1587 5,0415 5,0006 5,0104 5,0312 5,0318 5,0070 4,9702 4,9323 4,8864 4,8122 4,7020 4,5686 4,4244 4,2685 4,0902 3,8748 3,6153 3,3157 2,9736 2,5729 2,0971 1,5384 0,9024 0,2170 -0,4579 -1,0371 -1,4468 -1,6747 -1,7739 -1,8139 -1,8301 -1,8197 -1,7668 -1,6568 -1,4712 -1,1908 -0,8138 -0,3747 0,0667 0,4616 0,7988 1,0942 1,3573 1,5647 1,6737 1,6677 1,5772 1,4628 1,3884 1,4007 1,5207 1,7489 2,0658 2,4305 2,8013 3,1664 3,5496 3,9779 4,4394 4,8743 5,2140 5,4277 5,5405 5,6090 5,6875 5,8142 6,0009 6,2274 6,4558 6,6488 6,7723 6,8007 6,7314 6,5841 6,3748 6,0956 5,7344 5,3200 4,9231 4,6071 4,3924 4,2643 4,1972 4,1763 4,2063 4,3022 4,4753 4,7220 5,0110 5,2810 5,4676 5,5352 5,4759 5,2987 5,0334 4,7237 4,4076 4,1224 3,9189 3,8434 3,9011 4,0463 4,2151 4,3602 4,4527 4,4637 4,3677 4,1658 3,8882 3,5773 3,2749 3,0098 2,7876 2,5972 2,4286 2,2857 2,1895 2,1709 2,2429 2,3676 2,4662 2,4787 2,4107 2,3266 2,3040 2,3831 2,5405 2,7085 2,8304 2,9064 2,9978
F3    -1,3034 -1,1181 -0,9848 -0,9381 -0,9634 -1,0161 -1,0595 -1,0775 -1,0544 -0,9699 -0,8336 -0,7154 -0,7149 -0,8794 -1,1479 -1,3886 -1,4923 -1,4266 -1,2166 -0,9033 -0,5246 -0,1214 0,2449 0,4948 0,5864 0,5656 0,5275 0,5285 0,5653 0,6219 0,6979 0,8033 0,9447 1,1140 1,2896 1,4498 1,5743 1,6327 1,5958 1,4644 1,2700 1,0530 0,8515 0,6911 0,5603 0,4123 0,2247 0,0507 -0,0193 0,0543 0,2201 0,3740 0,4384 0,4146 0,3602 0,3227 0,3068 0,3034 0,3241 0,3960 0,5381 0,7581 1,0582 1,4335 1,8665 2,3283 2,7752 3,1353 3,3170 3,2461 2,8956 2,3039 1,5900 0,9192 0,4158 0,1207 0,0390 0,1905 0,5880 1,1752 1,7995 2,2583 2,3969 2,1909 1,7484 1,2325 0,7841 0,4819 0,3313 0,2918 0,3263 0,4125 0,5266 0,6472 0,7664 0,8858 1,0046 1,1088 1,1704 1,1546 1,0316 0,8015 0,5182 0,2651 0,0938 0,0032 -0,0350 -0,0626 -0,1305 -0,2812 -0,5471 -0,9623 -1,5321 -2,1885 -2,8012 -3,2349 -3,4062 -3,3235 -3,0936 -2,8769 -2,8053 -2,9280 -3,2217 -3,6284 -4,0844 -4,5464 -4,9967 -5,4172 -5,7682 -5,9876 -6,0047 -5,7666 -5,2696 -4,5698 -3,7616 -2,9575 -2,2712 -1,7765 -1,4676 -1,2740 -1,1184 -0,9566 -0,7875 -0,6307 -0,4725 -0,2497 0,0937 0,5558 1,0924 1,6675 2,2884 2,9836 3,7429 4,4917 5,1274 5,5749 5,8164 5,8833 5,8302 5,7239 5,6497 5,7085 5,9855 6,5004 7,1751 7,8626 8,4120 8,7143 8,7202 8,4502 7,9835 7,4199 6,8608 6,4169 6,1809 6,1649 6,2721 6,3469 6,2742 6,0492 5,7640 5,5345 5,4233 5,4044 5,3945 5,3298 5,2160 5,1085 5,0685 5,1386 5,3297 5,6125 5,9231 6,1841 6,3232 6,2843 6,0623 5,7446 5,4782 5,3599 5,3684 5,4077 5,3957 5,3128 5,1964 5,0999 5,0584 5,0832 5,1607 5,2435 5,2714 5,2207 5,1276 5,0622 5,0780 5,1789 5,3273 5,4764 5,5843 5,6041 5,4880 5,2147 4,8114 4,3362 3,8466 3,3961 3,0467 2,8630 2,8860 3,1094 3,4642 3,8344 4,1192 4,2970 4,4233 4,5710 4,7736 5,0075 5,2069 5,2966 5,2295 5,0085 4,6743 4,2736 3,8483 3,4523 3,1514 2,9869 2,9400 2,9422 2,9298 2,8761 2,7671 2,5751 2,2843 1,9244 1,5492 1,1926 0,8561 0,5268 0,2117 -0,0334 -0,1201 0,0148 0,3770 0,9394 1,6706 2,5274 3,4285 4,2468 4,8358 5,0778 4,9346 4,4754 3,8548 3,2445 2,7638 2,4578 2,3164 2,3074 2,4075 2,6139 2,9211 3,2829 3,6034 3,7909 3,8390 3,8385 3,8994 4,0712 4,3243 4,5783 4,7479 4,7900 4,7235 4,6057 4,4858 4,3820 4,3046 4,2877 4,3811 4,6076 4,9384 5,3063 5,6279 5,8232 5,8358 5,6426 5,2602 4,7511 4,2115 3,7457 3,4500 3,4009 3,6293 4,0907 4,6603 5,1807 5,5446 5,7529 5,8933 6,0572 6,2716 6,4984 6,6909 6,8473 7,0237 7,2963 7,7007 8,2041 8,7358 9,2391 9,7022 10,1462 10,5793 10,9692 11,2634 11,4202 11,4068 11,1892 10,7460 10,1081 9,3829 8,7226 8,2421 7,9598 7,8251 7,7946 7,8688 8,0667 8,3807 8,7667 9,1706 9,5448 9,8343 9,9749 9,9301 9,7339 9,4825 9,2811 9,1921 9,2243 9,3588 9,5671 9,8032 10,0032 10,1051 10,0616 9,8527 9,5125 9,1464 8,9049 8,9114 9,1932 9,6600 10,1368 10,4416 10,4782 10,2794 9,9588 9,6292 9,3601 9,1797 9,0828 9,0272 8,9457 8,7839 8,5212 8,1572 7,7023 7,1901 6,6744 6,2076 5,8269 5,5557 5,4149 5,4152 5,5314 5,7018 5,8582 5,9595 6,0012 6,0052 6,0039 6,0244 6,0703 6,1077 6,0748 5,9230 5,6589 5,3394 5,0226 4,7395 4,5111 4,3656 4,3178 4,3433 4,3795 4,3502 4,2101 3,9779 3,7241 3,5339 3,4719 3,5591 3,7809 4,1143 4,5361 5,0054 5,4584 5,8300 6,0706 6,1465 6,0450 5,7854 5,4196 5,0237 4,6732 4,4221 4,3159 4,4058 4,7067 5,1587 5,6547 6,1002 6,4441 6,6819 6,8427 6,9631 7,0556 7,0968 7,0440 6,8643 6,5550 6,1591 5,7683 5,4941 5,4156 5,5332 5,7564 5,9468 5,9850 5,8168 5,4512 4,9282 4,3127 3,7196 3,2968 3,1402 3,2344 3,4879 3,8006 4,1000 4,3495 4,5394 4,6720 4,7510 4,7651 4,6843 4,4891 4,1956 3,8518 3,5221 3,2668 3,1116 3,0371 2,9913 2,8996 2,6817 2,2814 1,6917 0,9502 0,1164 -0,7248 -1,4454 -1,9259 -2,1521 -2,2206 -2,2450 -2,2814 -2,3302 -2,3604 -2,3222 -2,1669 -1,8741 -1,4573 -0,9560 -0,4208 0,0993 0,5589 0,9206 1,1644 1,2795 1,2532 1,0907 0,8439 0,6055 0,4742 0,5192 0,7518 1,1206 1,5411 1,9449 2,3168 2,6944 3,1261 3,6169 4,1044 4,4896 4,7022 4,7473 4,6946 4,6287 4,6110 4,6758 4,8266 5,0307 5,2379 5,4087 5,5289 5,6038 5,6474 5,6771 5,6955 5,6586 5,4911 5,1571 4,6857 4,1289 3,5325 2,9471 2,4390 2,0822 1,9376 2,0335 2,3629 2,8887 3,5440 4,2354 4,8525 5,2782 5,4051 5,1841 4,6778 4,0372 3,4094 2,8843 2,5118 2,3270 2,3430 2,5352 2,8437 3,1921 3,5007 3,6948 3,7220 3,5652 3,2353 2,7637 2,2055 1,6309 1,1064 0,6772 0,3635 0,1746 0,1200 0,2047 0,4153 0,7026 0,9863 1,2005 1,3331 1,4160 1,4906 1,5844 1,6995 1,8165 1,9208 2,0312 2,2048
F7    -1,2387 -1,5211 -1,5609 -1,3265 -0,9003 -0,3987 0,0894 0,4806 0,6612 0,5250 0,0573 -0,6324 -1,3805 -2,0633 -2,5962 -2,8723 -2,7873 -2,3553 -1,7490 -1,1787 -0,7255 -0,3082 0,2058 0,8736 1,6328 2,3450 2,8651 3,0995 3,0371 2,7337 2,2659 1,7070 1,1184 0,5367 -0,0269 -0,5830 -1,1416 -1,6415 -1,9189 -1,8076 -1,2853 -0,5016 0,3246 1,0203 1,4997 1,7368 1,7401 1,5637 1,3071 1,0749 0,9463 0,9793 1,1996 1,5604 1,9421 2,2207 2,3307 2,2713 2,0923 1,8739 1,6795 1,5163 1,3734 1,2825 1,2953 1,4107 1,5624 1,6730 1,7185 1,7637 1,9151 2,2048 2,5359 2,7573 2,7679 2,5452 2,1015 1,4523 0,6470 -0,1887 -0,8609 -1,1646 -0,9630 -0,2644 0,7346 1,7085 2,3881 2,7130 2,7822 2,6909 2,4708 2,1545 1,8254 1,5837 1,4713 1,4384 1,3934 1,2766 1,0770 0,7958 0,4193 -0,0576 -0,5915 -1,0978 -1,4966 -1,7490 -1,8623 -1,8883 -1,9138 -2,0160 -2,2035 -2,4110 -2,5500 -2,5705 -2,5107 -2,4985 -2,6663 -3,0347 -3,4754 -3,7812 -3,7821 -3,4467 -2,9104 -2,3860 -2,0318 -1,9012 -1,9688 -2,1742 -2,4816 -2,9182 -3,5183 -4,2293 -4,9155 -5,4389 -5,6989 -5,6391 -5,2818 -4,7366 -4,1392 -3,5844 -3,1010 -2,6576 -2,1974 -1,6719 -1,0466 -0,3118 0,4938 1,2939 2,0142 2,5992 3,0069 3,2314 3,3481 3,5020 3,8298 4,3922 5,1575 6,0067 6,7630 7,2618 7,4109 7,2012 6,6986 6,0267 5,3322 4,7522 4,3859 4,2652 4,3550 4,5885 4,8907 5,1782 5,3696 5,4186 5,3339 5,1666 4,9772 4,8191 4,7282 4,7056 4,7314 4,7937 4,8874 5,0030 5,1122 5,1540 5,0641 4,8160 4,4185 3,9159 3,4084 3,0307 2,8864 3,0096 3,3842 3,9625 4,6404 5,2457 5,6005 5,6258 5,3822 5,0078 4,6363 4,3670 4,2547 4,2912 4,4136 4,5425 4,6131 4,5944 4,5006 4,3871 4,3207 4,3323 4,3763 4,3413 4,1278 3,7256 3,2223 2,7410 2,3641 2,1173 2,0042 2,0307 2,2047 2,5150 2,9022 3,2645 3,5124 3,6165 3,5942 3,4672 3,2524 2,9713 2,6373 2,2295 1,7025 1,0431 0,3167 -0,3413 -0,7762 -0,8809 -0,6465 -0,1569 0,4526 1,0238 1,4048 1,5112 1,3652 1,0587 0,6906 0,3371 0,0470 -0,1494 -0,2337 -0,2160 -0,1440 -0,0616 0,0385 0,2031 0,4609 0,7800 1,0720 1,2282 1,1570 0,8108 0,2161 -0,5167 -1,2332 -1,7884 -2,0615 -1,9752 -1,5512 -0,9138 -0,1977 0,5150 1,1707 1,7172 2,1135 2,3358 2,3660 2,1863 1,8066 1,2997 0,7870 0,3810 0,1454 0,0929 0,2021 0,4472 0,8199 1,3033 1,8174 2,2225 2,4069 2,3730 2,2246 2,0741 1,9595 1,8345 1,6210 1,2892 0,9112 0,6372 0,6078 0,8788 1,4061 2,0759 2,7571 3,3504 3,7962 4,0358 3,9983 3,6564 3,0878 2,4588 1,9540 1,7199 1,8224 2,2169 2,7780 3,3854 3,9777 4,5221 4,9695 5,2602 5,3513 5,2408 4,9951 4,7450 4,6166 4,6553 4,8192 5,0404 5,2778 5,5185 5,7583 5,9886 6,1926 6,3611 6,5150 6,7024 6,9664 7,2919 7,5844 7,7406 7,7456 7,6726 7,6073 7,5884 7,5920 7,5524 7,4193 7,2068 6,9935 6,8750 6,9032 7,0591 7,2867 7,5435 7,7992 7,9999 8,0655 7,9250 7,5451 6,9463 6,2137 5,4907 4,9375 4,6634 4,6716 4,8620 5,1011 5,2910 5,3925 5,4325 5,4988 5,6783 5,9737 6,2979 6,5417 6,6282 6,5420 6,3459 6,1391 5,9750 5,8361 5,6809 5,5106 5,4017 5,4495 5,6511 5,8571 5,8655 5,5694 5,0262 4,4040 3,8598 3,4515 3,1597 2,9775 2,9355 3,0340 3,1993 3,3284 3,3729 3,3766 3,4189 3,5254 3,6683 3,8403 4,0650 4,3213 4,5005 4,4710 4,1878 3,7323 3,2420 2,8124 2,4681 2,1998 1,9988 1,8561 1,7563 1,6830 1,6123 1,5103 1,3658 1,2158 1,1197 1,1003 1,1202 1,1387 1,1875 1,3488 1,6606 2,0889 2,5919 3,1587 3,7726 4,3789 4,9226 5,3856 5,7617 6,0299 6,1688 6,1656 6,0090 5,6940 5,2396 4,6948 4,1369 3,6653 3,3657 3,2452 3,1940 3,0274 2,5922 1,8697 1,0079 0,2677 -0,0807 0,1438 0,9626 2,2028 3,5346 4,6034 5,1966 5,3159 5,0956 4,6645 4,0975 3,4674 2,8699 2,3778 2,0147 1,7794 1,6560 1,6091 1,5978 1,5940 1,5829 1,5478 1,4590 1,2876 1,0247 0,6665 0,2019 -0,3502 -0,8992 -1,3067 -1,4656 -1,3659 -1,0906 -0,7647 -0,5111 -0,4217 -0,5152 -0,7023 -0,8420 -0,8722 -0,8566 -0,9045 -1,0734 -1,3349 -1,5987 -1,7700 -1,7965 -1,6745 -1,4431 -1,1843 -0,9896 -0,9033 -0,8990 -0,9026 -0,8354 -0,6565 -0,3840 -0,0954 0,0955 0,1020 -0,0726 -0,3312 -0,5324 -0,5484 -0,2821 0,3393 1,3139 2,4956 3,6393 4,5461 5,1449 5,4360 5,4131 5,0817 4,5134 3,8287 3,1241 2,4424 1,8023 1,2310 0,7713 0,4815 0,4131 0,5721 0,9222 1,4277 2,0619 2,7830 3,5222 4,1945 4,7120 4,9807 4,9050 4,4334 3,5955 2,4963 1,3089 0,2523 -0,4641 -0,6893 -0,3740 0,3769 1,3177 2,1828 2,8260 3,2537 3,5105 3,5577 3,3018 2,7188 1,9143 1,0770 0,3837 -0,0740 -0,2963 -0,3246 -0,2037 0,0097 0,2404 0,4304 0,5751 0,7057 0,8446 0,9742 1,0219 0,8861 0,5150 -0,0307 -0,5919 -0,9938 -1,1390 -1,0387 -0,7687 -0,4129 -0,0318 0,3372 0,6440 0,8080 0,7817
