Fp1   -1,7584 -1,7182 -1,7300 -1,7691 -1,7742 -1,6891 -1,5045 -1,2523 -0,9614 -0,6407 -0,2983 0,0414 0,3438 0,5774 0,7258 0,7961 0,8182 0,8310 0,8585 0,9005 0,9453 0,9834 1,0089 1,0186 1,0157 1,0144 1,0381 1,1027 1,1945 1,2673 1,2679 1,1631 0,9452 0,6391 0,3138 0,0565 -0,0762 -0,0813 0,0006 0,1027 0,1543 0,1048 -0,0598 -0,3181 -0,6251 -0,9197 -1,1267 -1,1750 -1,0321 -0,7193 -0,2932 0,1814 0,6474 1,0653 1,4212 1,7267 2,0074 2,2760 2,5212 2,7326 2,9295 3,1414 3,3653 3,5623 3,6962 3,7637 3,7921 3,8220 3,8854 3,9773 4,0416 4,0055 3,8421 3,5958 3,3454 3,1530 3,0403 2,9869 2,9424 2,8531 2,6869 2,4425 2,1346 1,7721 1,3674 0,9685 0,6540 0,4762 0,4269 0,4523 0,4771 0,4288 0,2708 0,0228 -0,2493 -0,4585 -0,5213 -0,3900 -0,0973 0,2489 0,5483 0,7779 0,9645 1,1315 1,2943 1,4635 1,6345 1,7998 1,9678 2,1525 2,3493 2,5210 2,6029 2,5267 2,2583 1,8194 1,2721 0,6860 0,1140 -0,4138 -0,8848 -1,3016 -1,6826 -2,0393 -2,3472 -2,5514 -2,6018 -2,4910 -2,2682 -2,0050 -1,7524 -1,5364 -1,3721 -1,2659 -1,2061 -1,1582 -1,0782 -0,9379 -0,7367 -0,4969 -0,2550 -0,0563 0,0525 0,0378 -0,1079 -0,3668 -0,7035 -1,0720 -1,4286 -1,7497 -2,0357 -2,2974 -2,5355 -2,7261 -2,8272 -2,7977 -2,6100 -2,2589 -1,7677 -1,1950 -0,6300 -0,1692 0,1228 0,2612 0,3581 0,5680 1,0013 1,6719 2,4988 3,3447 4,0625 4,5368 4,7100 4,5929 4,2613 3,8278 3,3890 2,9851 2,5962 2,1742 1,6861 1,1293 0,5165 -0,1285 -0,7591 -1,3131 -1,7409 -2,0252 -2,1904 -2,2970 -2,4262 -2,6530 -3,0124 -3,4835 -3,9925 -4,4262 -4,6729 -4,6752 -4,4469 -4,0526 -3,5883 -3,1486 -2,7855 -2,5033 -2,2897 -2,1307 -2,0060 -1,9019 -1,8235 -1,7822 -1,7942 -1,8998 -2,1421 -2,5075 -2,9021 -3,1942 -3,2873 -3,1679 -2,9015 -2,5923 -2,3282 -2,1391 -2,0078 -1,9183 -1,8798 -1,9100 -2,0150 -2,1873 -2,4185 -2,7053 -3,0395 -3,4008 -3,7614 -4,0803 -4,2862 -4,2867 -4,0200 -3,5003 -2,8163 -2,0937 -1,4592 -1,0061 -0,7637 -0,6926 -0,7133 -0,7466 -0,7274 -0,6004 -0,3406 0,0103 0,3460 0,5427 0,5177 0,2692 -0,1185 -0,5152 -0,8242 -1,0350 -1,1915 -1,3316 -1,4719 -1,6118 -1,7281 -1,7920 -1,8009 -1,7797 -1,7517 -1,7310 -1,7372 -1,7876 -1,8825 -2,0215 -2,2115 -2,4457 -2,6933 -2,9024 -3,0058 -2,9483 -2,7275 -2,4014 -2,0514 -1,7421 -1,5054 -1,3407 -1,2321 -1,1690 -1,1455 -1,1514 -1,1837 -1,2629 -1,4126 -1,6285 -1,8841 -2,1568 -2,4303 -2,6752 -2,8470 -2,9269 -2,9439 -2,9387 -2,9303 -2,9298 -2,9559 -3,0166 -3,0850 -3,1130 -3,0753 -2,9915 -2,9029 -2,8394 -2,8075 -2,7934 -2,7642 -2,6688 -2,4464 -2,0538 -1,5016 -0,8631 -0,2527 0,2077 0,4312 0,3899 0,1140 -0,3076 -0,7452 -1,0852 -1,2742 -1,3014 -1,1629 -0,8690 -0,4700 -0,0408 0,3585 0,7055 1,0166 1,3268 1,6564 1,9961 2,3247 2,6339 2,9329 3,2295 3,5010 3,6848 3,7086 3,5381 3,2026 2,7752 2,3288 1,9192 1,5970 1,3915 1,2726 1,1557 0,9611 0,6719 0,3385 0,0357 -0,1861 -0,3165 -0,3645 -0,3416 -0,2594 -0,1220 0,0795 0,3488 0,6704 1,0247 1,3963 1,7563 2,0469 2,1955 2,1572 1,9485 1,6417 1,3344 1,1161 1,0385 1,0996 1,2537 1,4360 1,5871 1,6717 1,6829 1,6355 1,5549 1,4585 1,3490 1,2336 1,1344 1,0756 1,0678 1,0996 1,1411 1,1564 1,1259 1,0634 1,0098 1,0094 1,0822 1,2073 1,3356 1,4071 1,3540 1,1287 0,7553 0,3340 -0,0188 -0,2262 -0,2726 -0,2028 -0,0980 -0,0344 -0,0543 -0,1541 -0,2865 -0,3833 -0,3827 -0,2467 0,0215 0,3736 0,7421 1,0834 1,3999 1,7181 2,0437 2,3400 2,5496 2,6334 2,5974 2,4904 2,3815 2,3458 2,4507 2,7259 3,1401 3,6159 4,0727 4,4599 4,7602 4,9773 5,1340 5,2687 5,4139 5,5817 5,7721 5,9798 6,1882 6,3648 6,4730 6,4886 6,4095 6,2541 6,0546 5,8428 5,6351 5,4257 5,2017 4,9710 4,7633 4,5942 4,4463 4,2966 4,1418 3,9912 3,8680 3,8172 3,8812 4,0571 4,2840 4,4779 4,5807 4,5714 4,4396 4,1805 3,8351 3,5094 3,3218 3,3303 3,5043 3,7434 3,9263 3,9641 3,8301 3,5497 3,1686 2,7295 2,2744 1,8468 1,4715 1,1368 0,8065 0,4497 0,0530 -0,3817 -0,8327 -1,2617 -1,6275 -1,8960 -2,0571 -2,1434 -2,2127 -2,3025 -2,4138 -2,5319 -2,6440 -2,7290 -2,7448 -2,6521 -2,4561 -2,2128 -1,9988 -1,8702 -1,8370 -1,8723 -1,9434 -2,0246 -2,0879 -2,0903 -1,9824 -1,7444 -1,4146 -1,0726 -0,7928 -0,6015 -0,4577 -0,2709 0,0292 0,4361 0,8813 1,2905 1,6179 1,8518 2,0030 2,0966 2,1717 2,2754 2,4411 2,6727 2,9508 3,2546 3,5727 3,8940 4,1951 4,4424 4,6040 4,6612 4,6098 4,4508 4,1886 3,8431 3,4466 3,0308 2,6322 2,3013 2,0824 1,9758 1,9305 1,8828 1,7994 1,6855 1,5598 1,4270 1,2761 1,1046 0,9356 0,8084 0,7548 0,7831 0,8786 1,0091 1,1276 1,1857 1,1546 1,0365 0,8647 0,6974 0,5929 0,5697 0,5866 0,5680 0,4495 0,2042 -0,1507 -0,5637 -0,9681 -1,2952 -1,4834 -1,4937 -1,3286 -1,0312 -0,6600 -0,2666 0,1117 0,4527 0,7456 0,9899 1,1967 1,3911 1,6052
Fz    -2,1105 -2,0501 -2,0774 -2,1591 -2,2262 -2,2052 -2,0566 -1,7900 -1,4386 -1,0376 -0,6335 -0,2846 -0,0308 0,1257 0,2082 0,2492 0,2862 0,3536 0,4645 0,6069 0,7583 0,8919 0,9798 1,0117 1,0091 1,0142 1,0705 1,2038 1,4014 1,6070 1,7460 1,7589 1,6214 1,3579 1,0465 0,7838 0,6265 0,5706 0,5689 0,5603 0,4937 0,3395 0,0973 -0,2031 -0,5142 -0,7824 -0,9503 -0,9657 -0,8055 -0,4922 -0,0827 0,3608 0,7928 1,1904 1,5560 1,9119 2,2828 2,6709 3,0484 3,3795 3,6476 3,8532 3,9932 4,0543 4,0326 3,9564 3,8816 3,8521 3,8650 3,8757 3,8239 3,6624 3,3859 3,0412 2,7018 2,4312 2,2633 2,1973 2,1968 2,2018 2,1535 2,0140 1,7711 1,4341 1,0325 0,6248 0,2897 0,0815 -0,0095 -0,0519 -0,1436 -0,3646 -0,7243 -1,1538 -1,5432 -1,7763 -1,7594 -1,4632 -0,9549 -0,3733 0,1512 0,5576 0,8523 1,0727 1,2543 1,4146 1,5606 1,7107 1,8916 2,1092 2,3304 2,4899 2,5109 2,3386 1,9759 1,4827 0,9360 0,3939 -0,1189 -0,6036 -1,0676 -1,5160 -1,9555 -2,3831 -2,7647 -3,0343 -3,1278 -3,0277 -2,7772 -2,4491 -2,1097 -1,8060 -1,5622 -1,3751 -1,2232 -1,0802 -0,9158 -0,6958 -0,3976 -0,0326 0,3462 0,6665 0,8688 0,9253 0,8489 0,6896 0,5096 0,3511 0,2143 0,0609 -0,1541 -0,4486 -0,8004 -1,1499 -1,4178 -1,5310 -1,4368 -1,1137 -0,5868 0,0647 0,7254 1,2858 1,6832 1,9282 2,1031 2,3275 2,7059 3,2746 3,9787 4,6909 5,2633 5,5865 5,6228 5,4045 5,0163 4,5641 4,1290 3,7349 3,3541 2,9394 2,4541 1,8770 1,1962 0,4272 -0,3593 -1,0571 -1,5834 -1,9149 -2,0864 -2,1782 -2,2961 -2,5283 -2,9006 -3,3665 -3,8265 -4,1588 -4,2637 -4,1041 -3,7106 -3,1597 -2,5572 -2,0244 -1,6608 -1,5055 -1,5398 -1,7079 -1,9266 -2,1072 -2,1892 -2,1566 -2,0483 -1,9629 -2,0113 -2,2253 -2,5108 -2,7046 -2,6822 -2,4202 -1,9880 -1,5028 -1,0774 -0,7802 -0,6270 -0,5986 -0,6606 -0,7746 -0,9094 -1,0550 -1,2316 -1,4800 -1,8341 -2,2995 -2,8370 -3,3465 -3,6834 -3,7158 -3,3884 -2,7524 -1,9423 -1,1147 -0,3976 0,1175 0,3808 0,4119 0,3073 0,2002 0,2111 0,4202 0,8434 1,4039 1,9441 2,2919 2,3360 2,0769 1,6325 1,1791 0,8454 0,6507 0,5348 0,4234 0,2635 0,0397 -0,2143 -0,4386 -0,5835 -0,6148 -0,5074 -0,2722 0,0170 0,2557 0,3758 0,3601 0,2096 -0,0730 -0,4625 -0,8825 -1,2117 -1,3386 -1,2251 -0,9261 -0,5487 -0,1904 0,0947 0,2968 0,4339 0,5373 0,6451 0,7800 0,9201 1,0057 0,9872 0,8572 0,6418 0,3792 0,1090 -0,1303 -0,3096 -0,4343 -0,5411 -0,6557 -0,7766 -0,9019 -1,0424 -1,2028 -1,3522 -1,4258 -1,3733 -1,2082 -1,0001 -0,8184 -0,6955 -0,6317 -0,6070 -0,5703 -0,4467 -0,1802 0,2293 0,7285 1,2321 1,6402 1,8665 1,8635 1,6338 1,2408 0,8016 0,4406 0,2401 0,2340 0,4206 0,7638 1,2026 1,6748 2,1307 2,5418 2,9127 3,2740 3,6526 4,0459 4,4246 4,7581 5,0275 5,2044 5,2378 5,0855 4,7608 4,3371 3,9049 3,5281 3,2298 3,0032 2,8285 2,6696 2,4615 2,1302 1,6493 1,0755 0,5233 0,1021 -0,1398 -0,2209 -0,1896 -0,0961 0,0200 0,1511 0,3266 0,5708 0,8693 1,1923 1,5268 1,8654 2,1685 2,3611 2,3848 2,2493 2,0292 1,8317 1,7570 1,8579 2,1170 2,4574 2,7848 3,0286 3,1594 3,1810 3,1089 2,9544 2,7291 2,4572 2,1737 1,9161 1,7150 1,5745 1,4634 1,3397 1,1880 1,0349 0,9345 0,9387 1,0663 1,2745 1,4685 1,5628 1,5246 1,3535 1,0595 0,6830 0,3088 0,0378 -0,0607 0,0188 0,2113 0,4087 0,5133 0,4812 0,3328 0,1402 -0,0013 -0,0054 0,1715 0,5077 0,9324 1,3743 1,7901 2,1607 2,4791 2,7418 2,9422 3,0719 3,1281 3,1199 3,0738 3,0359 3,0659 3,2223 3,5429 4,0263 4,6222 5,2388 5,7763 6,1696 6,4084 6,5241 6,5681 6,5938 6,6468 6,7653 6,9712 7,2438 7,5119 7,6934 7,7427 7,6588 7,4605 7,1691 6,8185 6,4625 6,1517 5,9058 5,7193 5,5824 5,4825 5,3953 5,2936 5,1647 5,0189 4,8953 4,8529 4,9275 5,0860 5,2406 5,3075 5,2490 5,0724 4,8023 4,4638 4,1041 3,8118 3,6856 3,7747 4,0380 4,3488 4,5519 4,5406 4,2983 3,8824 3,3701 2,8178 2,2625 1,7323 1,2391 0,7741 0,3230 -0,1218 -0,5627 -0,9921 -1,3816 -1,6930 -1,8999 -1,9996 -2,0241 -2,0441 -2,1244 -2,2751 -2,4604 -2,6392 -2,7833 -2,8703 -2,8811 -2,8140 -2,7009 -2,5928 -2,5264 -2,5042 -2,5000 -2,4768 -2,4048 -2,2691 -2,0638 -1,7808 -1,4158 -0,9885 -0,5539 -0,1885 0,0491 0,1615 0,2286 0,3733 0,6838 1,1615 1,7387 2,3206 2,8134 3,1462 3,2914 3,2779 3,1878 3,1236 3,1622 3,3285 3,6032 3,9527 4,3479 4,7556 5,1270 5,4059 5,5542 5,5697 5,4752 5,2932 5,0396 4,7332 4,3873 4,0035 3,5947 3,2061 2,8938 2,6843 2,5577 2,4694 2,3845 2,2920 2,1933 2,0846 1,9564 1,8085 1,6602 1,5438 1,4862 1,4934 1,5438 1,5917 1,5815 1,4770 1,2874 1,0585 0,8484 0,7142 0,7000 0,8046 0,9575 1,0491 0,9940 0,7646 0,3907 -0,0524 -0,4648 -0,7495 -0,8326 -0,6822 -0,3223 0,1748 0,7194 1,2373 1,6860 2,0528 2,3466 2,5902 2,8136 3,0463 3,3067
F3    -1,1261 -1,1693 -1,2895 -1,4267 -1,4980 -1,4445 -1,2732 -1,0414 -0,7957 -0,5422 -0,2726 0,0073 0,2794 0,5241 0,7240 0,8663 0,9562 1,0204 1,0772 1,1137 1,1061 1,0423 0,9224 0,7633 0,6053 0,4989 0,4846 0,5771 0,7504 0,9348 1,0432 1,0105 0,8111 0,4765 0,1123 -0,1445 -0,2181 -0,1317 0,0309 0,1797 0,2475 0,1986 0,0304 -0,2363 -0,5676 -0,9036 -1,1530 -1,2316 -1,1103 -0,8183 -0,4176 0,0182 0,4286 0,7920 1,1234 1,4509 1,7962 2,1552 2,4936 2,7864 3,0498 3,3067 3,5326 3,6585 3,6223 3,4226 3,1356 2,8704 2,7011 2,6332 2,6094 2,5561 2,4486 2,3294 2,2588 2,2583 2,2983 2,3208 2,2732 2,1377 1,9366 1,7024 1,4407 1,1281 0,7528 0,3584 0,0306 -0,1691 -0,2405 -0,2331 -0,2296 -0,3149 -0,5206 -0,7962 -1,0388 -1,1435 -1,0367 -0,7098 -0,2571 0,1564 0,4125 0,5133 0,5296 0,5332 0,5831 0,7086 0,8977 1,1327 1,4249 1,7987 2,2534 2,7424 3,1687 3,4031 3,3404 2,9547 2,3113 1,5424 0,7873 0,1289 -0,4185 -0,8872 -1,3330 -1,7923 -2,2311 -2,5472 -2,6446 -2,5108 -2,2117 -1,8228 -1,3891 -0,9386 -0,4990 -0,1030 0,2058 0,3837 0,4186 0,3502 0,2585 0,2300 0,3166 0,5066 0,7266 0,8755 0,8743 0,7020 0,3914 -0,0060 -0,4472 -0,9021 -1,3470 -1,7523 -2,0618 -2,1956 -2,0967 -1,7657 -1,2444 -0,5932 0,1099 0,7677 1,2789 1,5641 1,6052 1,4979 1,4315 1,5822 2,0327 2,7517 3,6019 4,3892 4,9472 5,1961 5,1448 4,8708 4,5006 4,1601 3,9003 3,6674 3,3524 2,8831 2,2741 1,5840 0,8502 0,1031 -0,5898 -1,1455 -1,5200 -1,7306 -1,8418 -1,9410 -2,1194 -2,4425 -2,9143 -3,4760 -4,0324 -4,4670 -4,6688 -4,5830 -4,2232 -3,6452 -2,9431 -2,2446 -1,6735 -1,3186 -1,2228 -1,3652 -1,6571 -1,9800 -2,2333 -2,3648 -2,4053 -2,4715 -2,6831 -3,0510 -3,4446 -3,6759 -3,6220 -3,2830 -2,7607 -2,2074 -1,7564 -1,4591 -1,2962 -1,2321 -1,2226 -1,2088 -1,1551 -1,0880 -1,0833 -1,2205 -1,5434 -2,0536 -2,7084 -3,3941 -3,9212 -4,1023 -3,8632 -3,2787 -2,5090 -1,7156 -1,0211 -0,5052 -0,2137 -0,1534 -0,2656 -0,4284 -0,4969 -0,3488 0,0632 0,6668 1,2919 1,7560 1,9397 1,8111 1,4305 0,9343 0,4599 0,0638 -0,2677 -0,5596 -0,8263 -1,0608 -1,2219 -1,2713 -1,2235 -1,1203 -0,9697 -0,7631 -0,5358 -0,3510 -0,2438 -0,2303 -0,3473 -0,6468 -1,1368 -1,7118 -2,1739 -2,3576 -2,2244 -1,8523 -1,3678 -0,8824 -0,4570 -0,1010 0,1905 0,4053 0,5299 0,5711 0,5402 0,4416 0,2910 0,1114 -0,1001 -0,3699 -0,7001 -1,0353 -1,3071 -1,5195 -1,7392 -1,9980 -2,2686 -2,5259 -2,7735 -3,0067 -3,1857 -3,2601 -3,2129 -3,0697 -2,8687 -2,6359 -2,3797 -2,0955 -1,7729 -1,3880 -0,8905 -0,2298 0,5840 1,4611 2,2682 2,8705 3,1515 3,0261 2,4812 1,6363 0,7227 -0,0530 -0,6077 -0,9322 -1,0068 -0,8113 -0,3800 0,1924 0,7988 1,3728 1,9087 2,4301 2,9340 3,3794 3,7396 4,0485 4,3646 4,6892 4,9376 5,0021 4,8365 4,4732 3,9915 3,4918 3,0644 2,7562 2,5694 2,4674 2,3725 2,1914 1,8692 1,4131 0,8786 0,3541 -0,0707 -0,3435 -0,4531 -0,4185 -0,2837 -0,0865 0,1678 0,4771 0,8196 1,1798 1,5581 1,9315 2,2177 2,3075 2,1479 1,7832 1,3182 0,8763 0,5803 0,5189 0,7024 1,0549 1,4549 1,7968 2,0360 2,1838 2,2703 2,3146 2,3025 2,1910 1,9599 1,6609 1,3963 1,2297 1,1349 1,0515 0,9638 0,8978 0,8763 0,9083 0,9985 1,1299 1,2491 1,3020 1,2591 1,0945 0,7952 0,4085 0,0370 -0,2216 -0,3099 -0,2143 0,0165 0,2667 0,3986 0,3238 0,0598 -0,2730 -0,5320 -0,6359 -0,5808 -0,4077 -0,1642 0,1206 0,4411 0,8074 1,2268 1,6759 2,0915 2,3994 2,5564 2,5702 2,4905 2,3927 2,3656 2,4887 2,8004 3,2832 3,8712 4,4665 4,9572 5,2568 5,3619 5,3564 5,3320 5,3220 5,3261 5,3594 5,4531 5,6153 5,8029 5,9402 5,9733 5,9027 5,7637 5,5917 5,4118 5,2391 5,0689 4,8853 4,6908 4,5033 4,3097 4,0659 3,7656 3,4687 3,2429 3,1230 3,1319 3,2914 3,5925 3,9729 4,3454 4,6393 4,7951 4,7451 4,4528 3,9924 3,5427 3,2733 3,2476 3,4122 3,6396 3,7977 3,8140 3,6890 3,4538 3,1252 2,7160 2,2698 1,8422 1,4489 1,0653 0,6673 0,2532 -0,1657 -0,5737 -0,9486 -1,2763 -1,5584 -1,7872 -1,9447 -2,0400 -2,1028 -2,1449 -2,1641 -2,1702 -2,1745 -2,1594 -2,0778 -1,9008 -1,6607 -1,4379 -1,3144 -1,3318 -1,4629 -1,6346 -1,7879 -1,8984 -1,9416 -1,8704 -1,6409 -1,2542 -0,7679 -0,2779 0,1162 0,3572 0,4773 0,5967 0,8270 1,1699 1,5430 1,8765 2,1457 2,3394 2,4393 2,4447 2,3980 2,3585 2,3617 2,4152 2,5206 2,6928 2,9574 3,3180 3,7304 4,1169 4,4021 4,5366 4,4942 4,2594 3,8479 3,3381 2,8352 2,4007 2,0466 1,7777 1,6073 1,5311 1,5074 1,4775 1,4090 1,3132 1,2201 1,1405 1,0608 0,9710 0,8865 0,8379 0,8478 0,9207 1,0449 1,1953 1,3340 1,4216 1,4336 1,3663 1,2368 1,0822 0,9489 0,8601 0,7875 0,6656 0,4424 0,1161 -0,2703 -0,6597 -0,9995 -1,2396 -1,3324 -1,2511 -1,0059 -0,6363 -0,1899 0,2879 0,7604 1,2038 1,6001 1,9292 2,1774 2,3553 2,5018
F7    -1,2710 -1,2468 -1,1829 -1,1002 -0,9879 -0,8290 -0,6320 -0,4157 -0,1820 0,0695 0,3242 0,5669 0,7882 0,9658 1,0647 1,0654 0,9868 0,8764 0,7911 0,7808 0,8630 1,0167 1,2090 1,4010 1,5379 1,5738 1,5003 1,3341 1,0942 0,8063 0,5110 0,2379 -0,0166 -0,2567 -0,4593 -0,6019 -0,6809 -0,6965 -0,6534 -0,5802 -0,5240 -0,5144 -0,5575 -0,6543 -0,8008 -0,9878 -1,1993 -1,3913 -1,4930 -1,4494 -1,2438 -0,8845 -0,4053 0,1232 0,6196 1,0404 1,3867 1,6729 1,9046 2,0830 2,2283 2,3902 2,6109 2,8871 3,1970 3,5342 3,8781 4,1748 4,3753 4,4563 4,3996 4,1937 3,8593 3,4534 3,0568 2,7554 2,6089 2,6150 2,7067 2,7914 2,7945 2,6933 2,5252 2,3512 2,2078 2,0953 1,9896 1,8590 1,6824 1,4568 1,1931 0,9155 0,6563 0,4435 0,3018 0,2491 0,2850 0,4060 0,6353 1,0025 1,4888 2,0219 2,5157 2,8951 3,1159 3,1765 3,0958 2,8964 2,6136 2,2972 2,0020 1,7782 1,6623 1,6637 1,7554 1,8872 1,9927 1,9820 1,7864 1,4151 0,9347 0,4277 -0,0185 -0,3300 -0,4810 -0,5043 -0,4593 -0,3953 -0,3402 -0,2840 -0,1802 -0,0055 0,1884 0,3107 0,3182 0,2715 0,2964 0,4626 0,7117 0,9214 1,0075 0,9454 0,7356 0,3984 -0,0166 -0,4433 -0,8130 -1,0641 -1,1662 -1,1233 -0,9550 -0,7094 -0,4791 -0,3517 -0,3466 -0,4115 -0,4645 -0,4388 -0,3059 -0,0731 0,2451 0,6557 1,1491 1,6426 2,0400 2,3371 2,6185 2,9862 3,5045 4,1618 4,8578 5,4380 5,7596 5,7492 5,4194 4,8550 4,1948 3,5878 3,1238 2,7973 2,5458 2,3267 2,1417 1,9946 1,8712 1,7579 1,6434 1,5162 1,3696 1,1901 0,9496 0,6241 0,2168 -0,2397 -0,6929 -1,0816 -1,3577 -1,5086 -1,5600 -1,5562 -1,5307 -1,4797 -1,3604 -1,1259 -0,7638 -0,3158 0,1388 0,5286 0,8056 0,9381 0,9216 0,7853 0,5711 0,3065 0,0029 -0,3122 -0,5796 -0,7438 -0,7830 -0,6963 -0,5007 -0,2450 0,0136 0,2385 0,3898 0,4000 0,2193 -0,1184 -0,4916 -0,7624 -0,8605 -0,7957 -0,6193 -0,4063 -0,2359 -0,1382 -0,0714 0,0305 0,2020 0,4349 0,6827 0,8793 1,0034 1,1089 1,2460 1,3871 1,4715 1,4817 1,4459 1,3939 1,3198 1,1810 0,9410 0,6126 0,2596 -0,0304 -0,1959 -0,2468 -0,2439 -0,2446 -0,2844 -0,3726 -0,4862 -0,5823 -0,6217 -0,6077 -0,6110 -0,7076 -0,8927 -1,1052 -1,3165 -1,5349 -1,7451 -1,8867 -1,8835 -1,7073 -1,4166 -1,1194 -0,9110 -0,8361 -0,8843 -1,0207 -1,2043 -1,3756 -1,4672 -1,4468 -1,3447 -1,2302 -1,1561 -1,1496 -1,2491 -1,4810 -1,7953 -2,0923 -2,3163 -2,4632 -2,5080 -2,4043 -2,1654 -1,8880 -1,6844 -1,6054 -1,6259 -1,6868 -1,7227 -1,6777 -1,5449 -1,3814 -1,2667 -1,2553 -1,3618 -1,5580 -1,7688 -1,9011 -1,9035 -1,7956 -1,6465 -1,5264 -1,4595 -1,3952 -1,2221 -0,8579 -0,3533 0,1269 0,4280 0,5112 0,4713 0,4477 0,5143 0,6436 0,7511 0,7789 0,7422 0,6921 0,6636 0,6878 0,8167 1,0886 1,4612 1,8100 2,0262 2,1113 2,1631 2,2757 2,4510 2,5975 2,6147 2,4704 2,2025 1,8921 1,6407 1,5243 1,5412 1,6144 1,6503 1,5985 1,4604 1,2581 1,0197 0,7824 0,5886 0,4824 0,5050 0,6778 0,9861 1,3841 1,8193 2,2503 2,6525 3,0164 3,3395 3,6053 3,7587 3,7294 3,5010 3,1271 2,6807 2,2184 1,7963 1,4951 1,4017 1,5503 1,8864 2,2921 2,6411 2,8492 2,9015 2,8462 2,7578 2,6893 2,6563 2,6788 2,7951 2,9843 3,1191 3,0602 2,7859 2,4062 2,0875 1,9769 2,1345 2,4979 2,9282 3,2833 3,4484 3,3579 3,0352 2,5860 2,1271 1,7267 1,4311 1,3199 1,4780 1,8930 2,4126 2,8328 3,0294 3,0133 2,8885 2,7665 2,6941 2,6418 2,5629 2,4507 2,3329 2,2313 2,1487 2,0807 2,0213 1,9701 1,9372 1,9331 1,9811 2,1412 2,4780 2,9885 3,5749 4,1032 4,5113 4,8449 5,1651 5,4648 5,7077 5,8914 6,0412 6,1737 6,2745 6,3032 6,2278 6,0491 5,7778 5,4091 4,9565 4,4985 4,1520 4,0011 4,0605 4,2854 4,5986 4,9156 5,1698 5,3338 5,4073 5,3849 5,2605 5,0587 4,8409 4,6664 4,5457 4,4510 4,3637 4,2878 4,2401 4,2505 4,3355 4,4532 4,5368 4,5798 4,6399 4,7710 4,9775 5,2060 5,3578 5,3226 5,0349 4,5217 3,8819 3,2146 2,6002 2,1307 1,8867 1,8606 1,9393 1,9787 1,8846 1,6428 1,3099 0,9752 0,7013 0,4927 0,3084 0,0872 -0,2197 -0,6158 -1,0598 -1,4895 -1,8425 -2,0595 -2,0803 -1,8631 -1,4263 -0,8533 -0,2594 0,2332 0,5283 0,6127 0,5593 0,4486 0,3159 0,1836 0,0869 0,0400 0,0194 0,0015 0,0012 0,0571 0,1818 0,3615 0,6008 0,9120 1,2675 1,6234 1,9831 2,3914 2,8623 3,3498 3,8014 4,1912 4,4993 4,7123 4,8427 4,9146 4,9413 4,9369 4,9255 4,9179 4,8868 4,7954 4,6480 4,4773 4,2837 4,0368 3,7326 3,4114 3,1338 2,9575 2,9080 2,9574 3,0437 3,1134 3,1538 3,1867 3,2282 3,2545 3,2184 3,1080 2,9770 2,9004 2,9133 3,0056 3,1402 3,2568 3,2883 3,1915 2,9629 2,6408 2,2939 1,9846 1,7360 1,5402 1,3851 1,2528 1,1033 0,8954 0,6224 0,3161 0,0284 -0,1775 -0,2301 -0,0764 0,2788 0,7761 1,3377 1,8874 2,3515 2,6750 2,8433 2,8812 2,8338 2,7544
