Fp1   -1,4571 -1,4911 -1,5356 -1,5990 -1,6810 -1,7730 -1,8622 -1,9382 -1,9967 -2,0392 -2,0655 -2,0636 -2,0067 -1,8650 -1,6231 -1,2879 -0,8867 -0,4567 -0,0325 0,3617 0,7135 1,0204 1,2833 1,5051 1,6884 1,8291 1,9178 1,9564 1,9653 1,9683 1,9732 1,9657 1,9197 1,8180 1,6645 1,4757 1,2731 1,0907 0,9720 0,9360 0,9510 0,9476 0,8542 0,6283 0,2706 -0,1823 -0,6739 -1,1401 -1,5202 -1,7723 -1,8925 -1,9144 -1,8881 -1,8571 -1,8461 -1,8563 -1,8667 -1,8438 -1,7614 -1,6193 -1,4457 -1,2787 -1,1420 -1,0345 -0,9413 -0,8459 -0,7337 -0,5919 -0,4198 -0,2344 -0,0530 0,1286 0,3301 0,5677 0,8443 1,1469 1,4474 1,7151 1,9324 2,1001 2,2341 2,3600 2,5092 2,7120 2,9854 3,3307 3,7377 4,1799 4,6134 4,9982 5,3200 5,5846 5,7970 5,9524 6,0386 6,0360 5,9253 5,7030 5,3862 5,0026 4,5843 4,1645 3,7662 3,3949 3,0425 2,7013 2,3742 2,0664 1,7699 1,4676 1,1520 0,8321 0,5192 0,2132 -0,0941 -0,4045 -0,7049 -0,9766 -1,2079 -1,3911 -1,5055 -1,5095 -1,3615 -1,0534 -0,6164 -0,0899 0,5037 1,1565 1,8626 2,6120 3,3947 4,2057 5,0429 5,9017 6,7720 7,6305 8,4390 9,1606 9,7809 10,3051 10,7401 11,0776 11,3000 11,4020 11,3996 11,3163 11,1710 10,9714 10,7125 10,3871 9,9958 9,5410 9,0151 8,4031 7,7003 6,9307 6,1459 5,4042 4,7449 4,1783 3,6960 3,2886 2,9456 2,6430 2,3450 2,0248 1,6872 1,3761 1,1552 1,0627 1,0805 1,1534 1,2347 1,3105 1,3895 1,4769 1,5539 1,5859 1,5496 1,4427 1,2745 1,0589 0,8152 0,5669 0,3323 0,1147 -0,0943 -0,2965 -0,4757 -0,6101 -0,6947 -0,7454 -0,7796 -0,7992 -0,7891 -0,7270 -0,6015 -0,4279 -0,2437 -0,0854 0,0216 0,0588 0,0190 -0,0824 -0,2125 -0,3395 -0,4477 -0,5391 -0,6292 -0,7375 -0,8779 -1,0549 -1,2618 -1,4788 -1,6750 -1,8217 -1,9103 -1,9529 -1,9676 -1,9728 -1,9953 -2,0653 -2,1954 -2,3671 -2,5412 -2,6789 -2,7548 -2,7590 -2,6887 -2,5359 -2,2910 -1,9656 -1,6029 -1,2639 -1,0071 -0,8731 -0,8691 -0,9564 -1,0635 -1,1204 -1,0872 -0,9584 -0,7532 -0,5093 -0,2864 -0,1560 -0,1688 -0,3217 -0,5632 -0,8311 -1,0818 -1,2908 -1,4436 -1,5331 -1,5618 -1,5420 -1,4874 -1,4030 -1,2907 -1,1606 -1,0241 -0,8720 -0,6632 -0,3411 0,1290 0,7315 1,4035 2,0662 2,6639 3,1802 3,6213 3,9934 4,3024 4,5650 4,8075 5,0462 5,2719 5,4559 5,5739 5,6222 5,6139 5,5622 5,4672 5,3162 5,0957 4,8051 4,4598 4,0775 3,6596 3,1941 2,6823 2,1513 1,6318 1,1346 0,6586 0,2121 -0,1867 -0,5337 -0,8494 -1,1569 -1,4656 -1,7785 -2,1000 -2,4303 -2,7612 -3,0773 -3,3594 -3,5954 -3,7878 -3,9452 -4,0719 -4,1648 -4,2164 -4,2202 -4,1746 -4,0792 -3,9271 -3,7041 -3,4001 -3,0229 -2,5963 -2,1461 -1,6905 -1,2391 -0,8011 -0,3890 -0,0074 0,3584 0,7302 1,1173 1,5177 1,9330 2,3693 2,8251 3,2856 3,7262 4,1252 4,4763 4,7897 5,0835 5,3757 5,6745 5,9770 6,2762 6,5627 6,8272 7,0672 7,2793 7,4433 7,5256 7,5000 7,3585 7,1119 6,7913 6,4464 6,1328 5,8892 5,7179 5,5882 5,4582 5,2937 5,0783 4,8164 4,5273 4,2248 3,9020 3,5426 3,1439 2,7313 2,3492 2,0402 1,8329 1,7423 1,7708 1,9025 2,0977 2,2969 2,4425 2,5052 2,4901 2,4190 2,3154 2,2056 2,1201 2,0803 2,0876 2,1306 2,1981 2,2820 2,3744 2,4692 2,5654 2,6656 2,7692 2,8727 2,9749 3,0740 3,1606 3,2235 3,2610 3,2821 3,2940 3,2995 3,3085 3,3388 3,4039 3,5047 3,6277 3,7478 3,8443 3,9179 3,9915 4,0988 4,2682 4,5141 4,8386 5,2349 5,6876 6,1767 6,6814 7,1755 7,6202 7,9700 8,1931 8,2916 8,3033 8,2853 8,2909 8,3552 8,4906 8,6828 8,8910 9,0668 9,1830 9,2435 9,2672 9,2703 9,2661 9,2686 9,2857 9,3127 9,3348 9,3290 9,2657 9,1133 8,8477 8,4630 7,9796 7,4444 6,9159 6,4390 6,0283 5,6764 5,3682 5,0839 4,7954 4,4737 4,0998 3,6691 3,2005 2,7391 2,3351 2,0163 1,7855 1,6310 1,5286 1,4425 1,3358 1,1894 1,0175 0,8626 0,7711 0,7736 0,8807 1,0857 1,3748 1,7389 2,1678 2,6330 3,0907 3,4956 3,8087 4,0021 4,0692 4,0286 3,9161 3,7710 3,6242 3,4915 3,3804 3,3014 3,2739 3,3235 3,4750 3,7381 4,0949 4,5113 4,9625 5,4396 5,9345 6,4328 6,9227 7,3995 7,8598 8,2956 8,6965 9,0535 9,3583 9,5938 9,7320 9,7488 9,6408 9,4187 9,0838 8,6209 8,0198 7,2993 6,5051 5,6834 4,8597 4,0435 3,2516 2,5188 1,8802 1,3444 0,8929 0,5021 0,1652 -0,1064 -0,3034 -0,4360 -0,5311 -0,6221 -0,7371 -0,8852 -1,0517 -1,2073 -1,3161 -1,3399 -1,2454 -1,0167 -0,6714 -0,2705 0,0996 0,3691 0,5159 0,5632 0,5498 0,5034 0,4379 0,3592 0,2586 0,1035 -0,1483 -0,5263 -1,0341 -1,6499 -2,3300 -3,0168 -3,6544 -4,2108 -4,6966 -5,1658 -5,6880 -6,3016 -6,9894 -7,6975 -8,3709 -8,9704 -9,4764 -9,8946 -10,2544 -10,5932 -10,9360 -11,2826 -11,6118 -11,8945 -12,1075 -12,2424 -12,3092 -12,3307 -12,3329 -12,3361 -12,3495 -12,3716 -12,3926 -12,3910 -12,3277 -12,1494 -11,8061 -11,2771 -10,5861 -9,7869 -8,9305 -8,0482 -7,1622 -6,2954 -5,4688 -4,6919 -3,9613
Fz    -1,6337 -1,7548 -1,8885 -2,0258 -2,1557 -2,2736 -2,3806 -2,4793 -2,5707 -2,6493 -2,6992 -2,6977 -2,6225 -2,4547 -2,1814 -1,8041 -1,3471 -0,8532 -0,3697 0,0651 0,4338 0,7450 1,0243 1,2983 1,5833 1,8766 2,1524 2,3747 2,5174 2,5744 2,5548 2,4697 2,3261 2,1320 1,9022 1,6576 1,4244 1,2348 1,1174 1,0750 1,0758 1,0703 1,0175 0,8979 0,7109 0,4656 0,1792 -0,1182 -0,3891 -0,6074 -0,7749 -0,9212 -1,0882 -1,3061 -1,5777 -1,8819 -2,1831 -2,4386 -2,6101 -2,6774 -2,6443 -2,5303 -2,3587 -2,1488 -1,9181 -1,6844 -1,4626 -1,2590 -1,0725 -0,9031 -0,7538 -0,6273 -0,5231 -0,4353 -0,3534 -0,2682 -0,1751 -0,0704 0,0489 0,1862 0,3475 0,5405 0,7761 1,0690 1,4251 1,8276 2,2388 2,6183 2,9407 3,2024 3,4187 3,6092 3,7810 3,9236 4,0164 4,0403 3,9850 3,8533 3,6597 3,4240 3,1689 2,9152 2,6697 2,4188 2,1399 1,8259 1,4976 1,1887 0,9218 0,7033 0,5313 0,3983 0,2940 0,2111 0,1491 0,1122 0,1033 0,1191 0,1508 0,1962 0,2718 0,4122 0,6549 1,0180 1,4883 2,0350 2,6347 3,2853 4,0004 4,7922 5,6599 6,5856 7,5385 8,4836 9,3915 10,2419 11,0193 11,7094 12,3014 12,7879 13,1582 13,3932 13,4744 13,4003 13,1939 12,8917 12,5229 12,0964 11,6087 11,0648 10,4824 9,8728 9,2292 8,5386 7,8025 7,0453 6,3061 5,6225 5,0175 4,4990 4,0690 3,7304 3,4826 3,3141 3,2045 3,1337 3,0957 3,1095 3,2078 3,4047 3,6785 3,9874 4,2948 4,5792 4,8339 5,0593 5,2535 5,4092 5,5175 5,5688 5,5518 5,4564 5,2838 5,0510 4,7820 4,4926 4,1848 3,8565 3,5134 3,1691 2,8373 2,5287 2,2504 2,0062 1,7968 1,6206 1,4700 1,3269 1,1675 0,9740 0,7377 0,4542 0,1269 -0,2236 -0,5624 -0,8578 -1,0992 -1,2993 -1,4785 -1,6542 -1,8412 -2,0519 -2,2893 -2,5425 -2,7882 -3,0010 -3,1667 -3,2879 -3,3802 -3,4673 -3,5750 -3,7195 -3,8957 -4,0744 -4,2119 -4,2684 -4,2198 -4,0619 -3,8049 -3,4597 -3,0352 -2,5505 -2,0426 -1,5604 -1,1529 -0,8548 -0,6725 -0,5816 -0,5413 -0,5146 -0,4794 -0,4291 -0,3700 -0,3181 -0,2983 -0,3412 -0,4718 -0,6949 -0,9924 -1,3379 -1,7081 -2,0808 -2,4319 -2,7401 -2,9955 -3,1999 -3,3524 -3,4406 -3,4499 -3,3800 -3,2470 -3,0691 -2,8518 -2,5844 -2,2510 -1,8456 -1,3807 -0,8822 -0,3732 0,1347 0,6329 1,1077 1,5489 1,9588 2,3453 2,7124 3,0583 3,3775 3,6623 3,9078 4,1167 4,2958 4,4443 4,5482 4,5884 4,5526 4,4361 4,2327 3,9332 3,5379 3,0716 2,5740 2,0742 1,5779 1,0809 0,5884 0,1162 -0,3298 -0,7610 -1,1867 -1,5973 -1,9758 -2,3140 -2,6133 -2,8766 -3,1046 -3,2975 -3,4640 -3,6253 -3,8018 -4,0003 -4,2138 -4,4262 -4,6174 -4,7706 -4,8790 -4,9447 -4,9688 -4,9472 -4,8761 -4,7589 -4,6062 -4,4314 -4,2414 -4,0340 -3,8030 -3,5377 -3,2221 -2,8421 -2,3969 -1,9001 -1,3726 -0,8391 -0,3238 0,1561 0,5971 1,0087 1,4073 1,8096 2,2299 2,6746 3,1337 3,5882 4,0248 4,4371 4,8188 5,1659 5,4760 5,7450 5,9693 6,1504 6,2934 6,4073 6,5086 6,6188 6,7523 6,9031 7,0388 7,1143 7,0959 6,9737 6,7596 6,4849 6,1931 5,9190 5,6689 5,4213 5,1483 4,8408 4,5168 4,2083 3,9446 3,7471 3,6310 3,6026 3,6516 3,7444 3,8293 3,8556 3,7938 3,6447 3,4386 3,2275 3,0700 3,0107 3,0626 3,2032 3,3852 3,5552 3,6728 3,7241 3,7223 3,6933 3,6615 3,6427 3,6423 3,6578 3,6810 3,6996 3,7018 3,6772 3,6138 3,4999 3,3332 3,1269 2,9044 2,6895 2,4977 2,3298 2,1781 2,0382 1,9177 1,8380 1,8278 1,9102 2,0932 2,3671 2,7069 3,0819 3,4679 3,8450 4,1859 4,4577 4,6400 4,7377 4,7804 4,8123 4,8779 5,0093 5,2234 5,5199 5,8766 6,2537 6,6099 6,9187 7,1727 7,3802 7,5601 7,7331 7,9097 8,0864 8,2470 8,3634 8,3985 8,3199 8,1150 7,7924 7,3749 6,8925 6,3765 5,8506 5,3267 4,8059 4,2818 3,7464 3,1975 2,6418 2,0895 1,5499 1,0386 0,5846 0,2196 -0,0436 -0,2166 -0,3221 -0,3808 -0,4077 -0,4135 -0,4042 -0,3761 -0,3148 -0,2066 -0,0499 0,1406 0,3404 0,5289 0,7001 0,8547 0,9867 1,0819 1,1240 1,0992 0,9988 0,8262 0,5989 0,3427 0,0878 -0,1344 -0,3028 -0,4136 -0,4746 -0,4879 -0,4369 -0,2906 -0,0227 0,3706 0,8717 1,4540 2,0871 2,7368 3,3732 3,9762 4,5317 5,0273 5,4554 5,8183 6,1237 6,3746 6,5591 6,6506 6,6223 6,4609 6,1672 5,7481 5,2157 4,5938 3,9206 3,2357 2,5630 1,9080 1,2697 0,6474 0,0393 -0,5595 -1,1558 -1,7558 -2,3576 -2,9391 -3,4561 -3,8656 -4,1507 -4,3239 -4,4133 -4,4444 -4,4291 -4,3637 -4,2331 -4,0186 -3,7088 -3,3063 -2,8251 -2,2898 -1,7393 -1,2200 -0,7662 -0,3831 -0,0500 0,2564 0,5423 0,7977 1,0059 1,1395 1,1587 1,0238 0,7112 0,2210 -0,4234 -1,1805 -2,0009 -2,8344 -3,6399 -4,4005 -5,1327 -5,8734 -6,6514 -7,4672 -8,2950 -9,1019 -9,8679 -10,5963 -11,3093 -12,0320 -12,7736 -13,5168 -14,2278 -14,8733 -15,4285 -15,8749 -16,2069 -16,4408 -16,6117 -16,7571 -16,8996 -17,0395 -17,1632 -17,2547 -17,2957 -17,2609 -17,1191 -16,8437 -16,4298 -15,9022 -15,2998 -14,6479 -13,9488 -13,1975 -12,3946 -11,5463 -10,6661 -9,7754
F3    -1,8884 -1,9409 -1,9999 -2,0701 -2,1571 -2,2680 -2,4023 -2,5447 -2,6713 -2,7617 -2,8025 -2,7803 -2,6760 -2,4675 -2,1403 -1,7001 -1,1781 -0,6223 -0,0829 0,4014 0,8141 1,1590 1,4480 1,6935 1,9083 2,1010 2,2692 2,4036 2,4957 2,5440 2,5497 2,5063 2,3968 2,2108 1,9602 1,6765 1,3999 1,1749 1,0393 1,0015 1,0265 1,0487 1,0025 0,8496 0,5873 0,2387 -0,1565 -0,5496 -0,8928 -1,1536 -1,3280 -1,4389 -1,5203 -1,5989 -1,6863 -1,7787 -1,8582 -1,8997 -1,8854 -1,8202 -1,7291 -1,6392 -1,5596 -1,4788 -1,3781 -1,2459 -1,0824 -0,8947 -0,6943 -0,4957 -0,3100 -0,1403 0,0139 0,1544 0,2863 0,4154 0,5452 0,6757 0,8068 0,9445 1,1002 1,2862 1,5136 1,7935 2,1305 2,5148 2,9234 3,3257 3,6954 4,0218 4,3100 4,5678 4,7899 4,9559 5,0419 5,0352 4,9379 4,7638 4,5338 4,2678 3,9817 3,6882 3,3927 3,0871 2,7555 2,3900 2,0016 1,6126 1,2408 0,8978 0,5947 0,3371 0,1148 -0,0961 -0,3139 -0,5348 -0,7367 -0,8985 -1,0129 -1,0794 -1,0882 -1,0109 -0,8108 -0,4695 -0,0007 0,5633 1,1936 1,8756 2,6072 3,3888 4,2157 5,0789 5,9679 6,8698 7,7660 8,6313 9,4398 10,1749 10,8309 11,4009 11,8665 12,2015 12,3857 12,4208 12,3308 12,1454 11,8835 11,5527 11,1582 10,7142 10,2393 9,7366 9,1848 8,5578 7,8526 7,1009 6,3586 5,6806 5,0994 4,6194 4,2295 3,9205 3,6862 3,5132 3,3803 3,2679 3,1693 3,0982 3,0817 3,1368 3,2545 3,4091 3,5750 3,7355 3,8823 4,0114 4,1132 4,1707 4,1683 4,0951 3,9424 3,7079 3,4069 3,0740 2,7473 2,4458 2,1633 1,8885 1,6260 1,3956 1,2164 1,0950 1,0298 1,0191 1,0620 1,1530 1,2777 1,4103 1,5189 1,5795 1,5786 1,5027 1,3412 1,1037 0,8229 0,5350 0,2608 0,0028 -0,2457 -0,4933 -0,7500 -1,0283 -1,3356 -1,6625 -1,9795 -2,2503 -2,4514 -2,5827 -2,6615 -2,7143 -2,7693 -2,8481 -2,9558 -3,0753 -3,1766 -3,2333 -3,2297 -3,1614 -3,0324 -2,8490 -2,6190 -2,3580 -2,0932 -1,8567 -1,6746 -1,5564 -1,4907 -1,4472 -1,3885 -1,2863 -1,1305 -0,9275 -0,6966 -0,4703 -0,2927 -0,2114 -0,2585 -0,4318 -0,6934 -0,9917 -1,2851 -1,5473 -1,7641 -1,9329 -2,0630 -2,1664 -2,2414 -2,2674 -2,2211 -2,0963 -1,9048 -1,6590 -1,3543 -0,9680 -0,4797 0,1059 0,7537 1,4116 2,0351 2,6026 3,1095 3,5553 3,9416 4,2738 4,5579 4,7940 4,9784 5,1117 5,2038 5,2738 5,3427 5,4187 5,4865 5,5110 5,4566 5,3050 5,0594 4,7320 4,3329 3,8720 3,3708 2,8580 2,3489 1,8366 1,3127 0,7908 0,3002 -0,1460 -0,5624 -0,9661 -1,3558 -1,7209 -2,0520 -2,3412 -2,5818 -2,7711 -2,9138 -3,0278 -3,1437 -3,2873 -3,4638 -3,6566 -3,8373 -3,9792 -4,0655 -4,0903 -4,0529 -3,9511 -3,7827 -3,5521 -3,2697 -2,9475 -2,5989 -2,2405 -1,8896 -1,5577 -1,2388 -0,9073 -0,5361 -0,1150 0,3537 0,8667 1,4163 1,9809 2,5285 3,0306 3,4756 3,8680 4,2202 4,5466 4,8600 5,1685 5,4798 5,8031 6,1373 6,4648 6,7638 7,0165 7,2061 7,3174 7,3429 7,2832 7,1479 6,9613 6,7630 6,5922 6,4645 6,3624 6,2525 6,1132 5,9429 5,7510 5,5510 5,3579 5,1783 4,9987 4,7912 4,5317 4,2171 3,8670 3,5131 3,1900 2,9347 2,7791 2,7335 2,7733 2,8445 2,8855 2,8500 2,7219 2,5178 2,2795 2,0607 1,9115 1,8596 1,9018 2,0123 2,1580 2,3073 2,4335 2,5205 2,5677 2,5868 2,5935 2,6019 2,6220 2,6563 2,6971 2,7319 2,7553 2,7747 2,8000 2,8348 2,8784 2,9291 2,9821 3,0273 3,0492 3,0321 2,9731 2,8909 2,8217 2,8070 2,8803 3,0583 3,3408 3,7123 4,1444 4,6057 5,0725 5,5254 5,9364 6,2681 6,4923 6,6100 6,6525 6,6655 6,6892 6,7496 6,8595 7,0198 7,2117 7,3985 7,5444 7,6350 7,6778 7,6906 7,6929 7,7009 7,7227 7,7574 7,7937 7,8081 7,7662 7,6331 7,3873 7,0282 6,5733 6,0540 5,5083 4,9717 4,4717 4,0265 3,6429 3,3124 3,0135 2,7223 2,4203 2,0971 1,7584 1,4298 1,1442 0,9233 0,7731 0,6862 0,6404 0,6032 0,5441 0,4488 0,3287 0,2178 0,1526 0,1547 0,2290 0,3697 0,5704 0,8282 1,1312 1,4437 1,7154 1,9038 1,9855 1,9546 1,8210 1,6077 1,3450 1,0684 0,8149 0,6126 0,4758 0,4104 0,4231 0,5261 0,7322 1,0409 1,4299 1,8668 2,3298 2,8090 3,2942 3,7714 4,2284 4,6572 5,0547 5,4229 5,7670 6,0906 6,3906 6,6506 6,8384 6,9158 6,8529 6,6327 6,2488 5,7083 5,0414 4,3005 3,5408 2,7946 2,0673 1,3567 0,6751 0,0509 -0,4898 -0,9428 -1,3272 -1,6689 -1,9779 -2,2401 -2,4357 -2,5605 -2,6295 -2,6675 -2,6965 -2,7266 -2,7534 -2,7591 -2,7174 -2,5983 -2,3729 -2,0238 -1,5652 -1,0554 -0,5751 -0,1829 0,1110 0,3314 0,5061 0,6452 0,7438 0,7923 0,7729 0,6551 0,4049 0,0008 -0,5581 -1,2526 -2,0480 -2,8973 -3,7437 -4,5355 -5,2514 -5,9146 -6,5768 -7,2787 -8,0223 -8,7756 -9,4980 -10,1620 -10,7621 -11,3150 -11,8508 -12,3941 -12,9484 -13,4964 -14,0110 -14,4629 -14,8239 -15,0765 -15,2270 -15,3065 -15,3556 -15,4032 -15,4578 -15,5144 -15,5624 -15,5834 -15,5448 -15,4009 -15,1033 -14,6250 -13,9796 -13,2121 -12,3689 -11,4810 -10,5710 -9,6572 -8,7478 -7,8422 -6,9394
F7    -0,5582 -0,4988 -0,3833 -0,2655 -0,2049 -0,2383 -0,3602 -0,5330 -0,7144 -0,8741 -0,9896 -1,0361 -0,9819 -0,8038 -0,5106 -0,1442 0,2414 0,5985 0,8969 1,1287 1,3010 1,4192 1,4779 1,4705 1,4084 1,3250 1,2601 1,2357 1,2390 1,2321 1,1762 1,0468 0,8371 0,5648 0,2705 -0,0018 -0,2203 -0,3580 -0,3882 -0,3074 -0,1598 -0,0293 -0,0068 -0,1509 -0,4625 -0,8954 -1,3838 -1,8601 -2,2622 -2,5462 -2,7005 -2,7436 -2,7100 -2,6374 -2,5520 -2,4533 -2,3181 -2,1275 -1,8910 -1,6470 -1,4413 -1,2987 -1,2057 -1,1166 -0,9792 -0,7611 -0,4586 -0,0983 0,2582 0,5317 0,6801 0,7314 0,7473 0,7723 0,8285 0,9304 1,0872 1,3002 1,5652 1,8729 2,2016 2,5117 2,7662 2,9624 3,1368 3,3398 3,6027 3,9205 4,2598 4,5797 4,8438 5,0247 5,1101 5,1021 5,0046 4,8126 4,5201 4,1371 3,6973 3,2474 2,8285 2,4625 2,1497 1,8785 1,6427 1,4509 1,3133 1,2154 1,1046 0,9174 0,6256 0,2549 -0,1368 -0,4986 -0,8129 -1,0961 -1,3766 -1,6695 -1,9674 -2,2489 -2,4743 -2,5771 -2,4881 -2,1848 -1,7020 -1,0934 -0,3954 0,3807 1,2372 2,1704 3,1554 4,1500 5,1093 5,9977 6,7885 7,4590 8,0000 8,4386 8,8342 9,2379 9,6590 10,0645 10,4020 10,6274 10,7182 10,6730 10,5116 10,2715 9,9884 9,6827 9,3651 9,0402 8,7000 8,3226 7,8828 7,3690 6,7972 6,2115 5,6615 5,1704 4,7303 4,3282 3,9589 3,6105 3,2602 2,8920 2,5090 2,1364 1,8144 1,5740 1,4127 1,2969 1,1908 1,0850 0,9999 0,9550 0,9366 0,9112 0,8624 0,7934 0,7070 0,6099 0,5294 0,5040 0,5501 0,6346 0,6840 0,6394 0,5059 0,3404 0,1955 0,0822 -0,0135 -0,0979 -0,1634 -0,1978 -0,1871 -0,1202 0,0039 0,1732 0,3555 0,4944 0,5321 0,4500 0,2799 0,0769 -0,1127 -0,2698 -0,4082 -0,5586 -0,7446 -0,9732 -1,2422 -1,5438 -1,8628 -2,1767 -2,4614 -2,6926 -2,8473 -2,9132 -2,8990 -2,8304 -2,7350 -2,6309 -2,5310 -2,4500 -2,4007 -2,3793 -2,3549 -2,2798 -2,1206 -1,8869 -1,6322 -1,4231 -1,3054 -1,2992 -1,4060 -1,6013 -1,8306 -2,0252 -2,1231 -2,0877 -1,9181 -1,6448 -1,3224 -1,0221 -0,8099 -0,7155 -0,7186 -0,7662 -0,8085 -0,8231 -0,8092 -0,7701 -0,7075 -0,6162 -0,4777 -0,2735 -0,0114 0,2690 0,5230 0,7323 0,9181 1,1279 1,4064 1,7707 2,2013 2,6462 3,0427 3,3490 3,5655 3,7236 3,8574 3,9940 4,1576 4,3568 4,5642 4,7241 4,7905 4,7606 4,6715 4,5676 4,4759 4,4020 4,3295 4,2235 4,0453 3,7635 3,3563 2,8226 2,1998 1,5579 0,9629 0,4470 0,0108 -0,3586 -0,6789 -0,9737 -1,2661 -1,5625 -1,8509 -2,1172 -2,3543 -2,5572 -2,7224 -2,8497 -2,9456 -3,0281 -3,1209 -3,2341 -3,3586 -3,4790 -3,5825 -3,6556 -3,6800 -3,6338 -3,4996 -3,2721 -2,9625 -2,5950 -2,1922 -1,7608 -1,2963 -0,8018 -0,2927 0,2152 0,7216 1,2377 1,7625 2,2746 2,7590 3,2252 3,6851 4,1266 4,5158 4,8191 5,0216 5,1366 5,1951 5,2293 5,2620 5,3060 5,3749 5,4880 5,6568 5,8716 6,1056 6,3168 6,4492 6,4588 6,3417 6,1279 5,8558 5,5635 5,2910 5,0724 4,9187 4,8101 4,7105 4,5845 4,3991 4,1255 3,7517 3,2892 2,7605 2,1898 1,6053 1,0398 0,5299 0,1176 -0,1595 -0,2854 -0,2701 -0,1398 0,0649 0,2816 0,4354 0,4729 0,3871 0,2145 0,0133 -0,1622 -0,2777 -0,3176 -0,2825 -0,1850 -0,0382 0,1529 0,3871 0,6556 0,9399 1,2199 1,4783 1,6998 1,8732 1,9977 2,0790 2,1200 2,1249 2,1131 2,1174 2,1579 2,2299 2,3283 2,4668 2,6594 2,8902 3,1122 3,2765 3,3710 3,4312 3,5145 3,6640 3,8855 4,1569 4,4578 4,7830 5,1364 5,5278 5,9681 6,4484 6,9230 7,3230 7,5938 7,7222 7,7346 7,6813 7,6229 7,6140 7,6859 7,8331 8,0052 8,1265 8,1416 8,0502 7,8986 7,7406 7,6072 7,5045 7,4240 7,3502 7,2694 7,1739 7,0526 6,8768 6,6071 6,2260 5,7591 5,2600 4,7770 4,3383 3,9596 3,6518 3,4137 3,2201 3,0229 2,7732 2,4425 2,0272 1,5465 1,0447 0,5874 0,2400 0,0388 -0,0275 -0,0096 0,0267 0,0233 -0,0496 -0,1778 -0,3135 -0,4109 -0,4486 -0,4194 -0,3119 -0,1093 0,1983 0,5942 1,0260 1,4216 1,7205 1,8970 1,9648 1,9668 1,9559 1,9726 2,0350 2,1354 2,2439 2,3325 2,4005 2,4756 2,5920 2,7683 2,9981 3,2569 3,5242 3,8035 4,1159 4,4773 4,8857 5,3300 5,8039 6,3062 6,8297 7,3550 7,8500 8,2788 8,6096 8,8159 8,8759 8,7835 8,5521 8,2014 7,7416 7,1744 6,5063 5,7578 4,9557 4,1218 3,2759 2,4519 1,7015 1,0682 0,5556 0,1300 -0,2469 -0,5884 -0,8808 -1,1042 -1,2496 -1,3217 -1,3397 -1,3304 -1,3163 -1,3177 -1,3577 -1,4503 -1,5747 -1,6691 -1,6616 -1,5202 -1,2783 -1,0110 -0,7825 -0,6194 -0,5238 -0,4959 -0,5369 -0,6410 -0,7938 -0,9807 -1,1970 -1,4535 -1,7751 -2,1888 -2,7060 -3,3132 -3,9727 -4,6307 -5,2356 -5,7634 -6,2299 -6,6766 -7,1398 -7,6304 -8,1404 -8,6551 -9,1535 -9,6098 -10,0032 -10,3345 -10,6365 -10,9547 -11,3077 -11,6746 -12,0200 -12,3187 -12,5557 -12,7245 -12,8302 -12,8867 -12,9080 -12,9055 -12,8919 -12,8788 -12,8634 -12,8195 -12,7032 -12,4692 -12,0895 -11,5613 -10,8982 -10,1134 -9,2150 -8,2214 -7,1777 -6,1504 -5,1997 -4,3491
