Fp1   -0,0158 0,2180 0,3641 0,3992 0,3395 0,2400 0,1710 0,1903 0,3280 0,5796 0,9045 1,2343 1,4961 1,6379 1,6427 1,5386 1,3996 1,3101 1,3039 1,3360 1,3203 1,1953 0,9553 0,6378 0,3030 0,0122 -0,1968 -0,3179 -0,3595 -0,3272 -0,2311 -0,0999 0,0224 0,0893 0,0568 -0,0970 -0,3479 -0,6462 -0,9583 -1,2650 -1,5325 -1,7163 -1,7975 -1,7994 -1,7672 -1,7313 -1,6893 -1,6142 -1,4723 -1,2432 -0,9440 -0,6316 -0,3682 -0,1817 -0,0483 0,0944 0,3105 0,6303 1,0404 1,4950 1,9357 2,2980 2,5176 2,5550 2,4230 2,1789 1,8879 1,6031 1,3654 1,2044 1,1391 1,1764 1,3016 1,4699 1,6093 1,6485 1,5526 1,3376 1,0665 0,8307 0,7135 0,7526 0,9203 1,1280 1,2656 1,2519 1,0628 0,7282 0,3069 -0,1293 -0,4985 -0,7281 -0,7854 -0,6832 -0,4603 -0,1635 0,1586 0,4593 0,7050 0,8803 0,9764 0,9841 0,9026 0,7432 0,5280 0,2892 0,0586 -0,1468 -0,3314 -0,5137 -0,7230 -0,9982 -1,3721 -1,8513 -2,4093 -2,9883 -3,5171 -3,9433 -4,2486 -4,4334 -4,5001 -4,4558 -4,3187 -4,1150 -3,8729 -3,6166 -3,3631 -3,1291 -2,9375 -2,8088 -2,7403 -2,6898 -2,5783 -2,3175 -1,8538 -1,1987 -0,4286 0,3419 1,0130 1,5507 1,9876 2,3738 2,7385 3,1010 3,4867 3,9123 4,3702 4,8354 5,2686 5,6152 5,8163 5,8237 5,6213 5,2482 4,7896 4,3300 3,9116 3,5377 3,2022 2,9069 2,6546 2,4404 2,2580 2,0995 1,9455 1,7768 1,6035 1,4739 1,4464 1,5475 1,7532 2,0121 2,2829 2,5402 2,7657 2,9605 3,1558 3,3911 3,6832 4,0136 4,3267 4,5416 4,5996 4,5167 4,3836 4,3148 4,3869 4,6001 4,8820 5,1312 5,2759 5,3059 5,2642 5,2201 5,2396 5,3603 5,5761 5,8383 6,0718 6,2008 6,1811 6,0169 5,7412 5,3754 4,9144 4,3518 3,7112 3,0445 2,4054 1,8262 1,3150 0,8640 0,4600 0,0969 -0,2198 -0,4880 -0,7304 -0,9832 -1,2543 -1,5049 -1,6855 -1,7848 -1,8283 -1,8352 -1,7987 -1,7053 -1,5486 -1,3339 -1,0871 -0,8485 -0,6502 -0,5039 -0,4036 -0,3321 -0,2743 -0,2258 -0,1867 -0,1545 -0,1319 -0,1304 -0,1572 -0,2053 -0,2512 -0,2554 -0,1710 0,0353 0,3565 0,7343 1,0832 1,3306 1,4375 1,3950 1,2150 0,9255 0,5694 0,2074 -0,0841 -0,2402 -0,2456 -0,1467 -0,0245 0,0445 0,0240 -0,0669 -0,1721 -0,2344 -0,2196 -0,1295 0,0017 0,1282 0,2088 0,2151 0,1412 0,0085 -0,1446 -0,2722 -0,3294 -0,2890 -0,1544 0,0403 0,2455 0,4229 0,5658 0,6945 0,8426 1,0482 1,3301 1,6596 1,9777 2,2457 2,4534 2,5791 2,5890 2,4851 2,3174 2,1321 1,9280 1,6787 1,3858 1,1060 0,9410 0,9931 1,2963 1,7737 2,2656 2,6159 2,7485 2,6835 2,4973 2,2798 2,1154 2,0668 2,1552 2,3576 2,6200 2,8673 3,0180 3,0048 2,7814 2,3252 1,6579 0,8594 0,0421 -0,6868 -1,2423 -1,5641 -1,6283 -1,4608 -1,1403 -0,7802 -0,4867 -0,3179 -0,2692 -0,2866 -0,3015 -0,2664 -0,1659 -0,0044 0,2092 0,4730 0,7857 1,1238 1,4369 1,6766 1,8219 1,8777 1,8594 1,7802 1,6467 1,4598 1,2202 0,9421 0,6634 0,4326 0,2794 0,1991 0,1607 0,1262 0,0726 0,0103 -0,0180 0,0387 0,2174 0,5232 0,9244 1,3742 1,8307 2,2505 2,5896 2,8273 2,9783 3,0784 3,1606 3,2381 3,2933 3,2880 3,1961 3,0280 2,8201 2,6064 2,3993 2,1975 2,0061 1,8458 1,7417 1,6988 1,6839 1,6571 1,6333 1,6832 1,8662 2,1846 2,5891 2,9989 3,3238 3,4929 3,4765 3,2832 2,9371 2,4627 1,8901 1,2771 0,7181 0,3080 0,0901 0,0350 0,0548 0,0401 -0,0841 -0,3094 -0,5527 -0,7261 -0,8057 -0,8386 -0,8889 -0,9779 -1,0806 -1,1720 -1,2577 -1,3570 -1,4668 -1,5613 -1,6345 -1,7223 -1,8644 -2,0544 -2,2420 -2,3713 -2,4096 -2,3525 -2,2168 -2,0289 -1,8124 -1,5882 -1,3866 -1,2539 -1,2398 -1,3577 -1,5467 -1,6916 -1,7033 -1,5797 -1,3936 -1,2320 -1,1438 -1,1307 -1,1571 -1,1586 -1,0671 -0,8576 -0,5655 -0,2506 0,0525 0,3455 0,6428 0,9453 1,2337 1,4772 1,6426 1,7043 1,6585 1,5404 1,4289 1,4115 1,5218 1,7030 1,8407 1,8376 1,6674 1,3640 0,9762 0,5543 0,1688 -0,1000 -0,2098 -0,1848 -0,0885 0,0325 0,1823 0,3972 0,6910 1,0237 1,3211 1,5098 1,5412 1,4166 1,1966 0,9727 0,8189 0,7646 0,7997 0,8936 1,0015 1,0619 1,0094 0,8009 0,4313 -0,0695 -0,6471 -1,2286 -1,7381 -2,1232 -2,3627 -2,4462 -2,3686 -2,1491 -1,8356 -1,4837 -1,1268 -0,7606 -0,3503 0,1400 0,7153 1,3274 1,8826 2,2897 2,5159 2,6014 2,6222 2,6380 2,6715 2,7217 2,7877 2,8780 3,0031 3,1636 3,3335 3,4580 3,4818 3,3829 3,1771 2,8977 2,5762 2,2313 1,8728 1,5144 1,1715 0,8428 0,5030 0,1133 -0,3519 -0,8747 -1,3880 -1,8019 -2,0408 -2,0726 -1,9142 -1,6184 -1,2646 -0,9461 -0,7402 -0,6766 -0,7257 -0,8187 -0,8944 -0,9315 -0,9309 -0,8866 -0,7969 -0,6873 -0,6041 -0,5961 -0,6935 -0,8898 -1,1527 -1,4474 -1,7348 -1,9655 -2,1002 -2,1305 -2,0730 -1,9582 -1,8283 -1,7330 -1,7066 -1,7473 -1,8299 -1,9413 -2,0850 -2,2548 -2,4155 -2,5073 -2,4760 -2,3184 -2,0996 -1,9194 -1,8586 -1,9446 -2,1577 -2,4582 -2,8078 -3,1794 -3,5589 -3,9430 -4,3336 -4,7157 -5,0456 -5,2712 -5,3556 -5,2772
Fz    -0,5227 -0,1860 0,0447 0,1565 0,1717 0,1427 0,1327 0,1937 0,3580 0,6395 1,0266 1,4748 1,9174 2,2845 2,5218 2,6114 2,5812 2,4822 2,3503 2,1893 1,9872 1,7425 1,4751 1,2168 0,9956 0,8253 0,6995 0,5950 0,4868 0,3620 0,2203 0,0609 -0,1239 -0,3412 -0,5970 -0,8974 -1,2395 -1,6023 -1,9552 -2,2660 -2,5007 -2,6293 -2,6450 -2,5750 -2,4652 -2,3575 -2,2797 -2,2459 -2,2496 -2,2670 -2,2801 -2,2925 -2,3143 -2,3334 -2,3066 -2,1767 -1,8976 -1,4541 -0,8789 -0,2509 0,3335 0,7957 1,0897 1,2025 1,1518 0,9817 0,7503 0,5172 0,3321 0,2255 0,2032 0,2430 0,2987 0,3150 0,2478 0,0837 -0,1501 -0,3905 -0,5557 -0,5749 -0,4187 -0,1123 0,2766 0,6630 0,9710 1,1523 1,1954 1,1284 1,0122 0,9222 0,9253 1,0595 1,3215 1,6685 2,0403 2,3822 2,6518 2,8229 2,8902 2,8669 2,7763 2,6451 2,4946 2,3303 2,1478 1,9481 1,7362 1,5069 1,2404 0,9133 0,5116 0,0360 -0,5012 -1,0850 -1,7045 -2,3488 -2,9996 -3,6325 -4,2197 -4,7327 -5,1496 -5,4605 -5,6660 -5,7709 -5,7824 -5,7119 -5,5785 -5,4065 -5,2152 -5,0092 -4,7775 -4,4963 -4,1337 -3,6663 -3,0961 -2,4499 -1,7716 -1,1162 -0,5322 -0,0336 0,4029 0,8150 1,2335 1,6781 2,1520 2,6324 3,0765 3,4461 3,7235 3,9089 4,0106 4,0353 3,9905 3,8942 3,7775 3,6718 3,5981 3,5711 3,6026 3,6960 3,8459 4,0431 4,2736 4,5111 4,7229 4,8920 5,0367 5,2012 5,4175 5,6738 5,9222 6,1123 6,2185 6,2458 6,2218 6,1845 6,1728 6,2154 6,3181 6,4565 6,5799 6,6305 6,5731 6,4143 6,1999 5,9952 5,8549 5,7988 5,8113 5,8600 5,9115 5,9391 5,9286 5,8803 5,8018 5,6962 5,5602 5,3931 5,1996 4,9854 4,7586 4,5303 4,3049 4,0694 3,8006 3,4906 3,1573 2,8255 2,5044 2,1834 1,8445 1,4745 1,0710 0,6380 0,1782 -0,3028 -0,7836 -1,2219 -1,5639 -1,7621 -1,7970 -1,6905 -1,4888 -1,2292 -0,9293 -0,6050 -0,2809 0,0171 0,2696 0,4647 0,5964 0,6640 0,6798 0,6758 0,6985 0,7940 0,9898 1,2800 1,6256 1,9699 2,2572 2,4499 2,5472 2,5911 2,6434 2,7568 2,9588 3,2478 3,5931 3,9462 4,2614 4,5088 4,6716 4,7390 4,7124 4,6172 4,5019 4,4150 4,3732 4,3475 4,2834 4,1440 3,9390 3,7195 3,5478 3,4663 3,4790 3,5537 3,6420 3,7018 3,7085 3,6554 3,5486 3,4053 3,2574 3,1514 3,1293 3,2056 3,3608 3,5527 3,7294 3,8457 3,8836 3,8630 3,8310 3,8381 3,9150 4,0608 4,2473 4,4410 4,6143 4,7354 4,7712 4,7162 4,6001 4,4534 4,2781 4,0622 3,8092 3,5526 3,3504 3,2602 3,3000 3,4271 3,5579 3,6176 3,5773 3,4545 3,2934 3,1429 3,0396 2,9957 2,9997 3,0299 3,0624 3,0683 3,0185 2,8990 2,7142 2,4787 2,2165 1,9652 1,7688 1,6643 1,6735 1,8024 2,0371 2,3373 2,6344 2,8493 2,9226 2,8418 2,6525 2,4415 2,2921 2,2522 2,3376 2,5494 2,8825 3,3276 3,8632 4,4455 5,0122 5,5018 5,8749 6,1244 6,2697 6,3390 6,3548 6,3302 6,2740 6,1988 6,1221 6,0594 6,0191 5,9998 5,9896 5,9644 5,8960 5,7716 5,6089 5,4510 5,3420 5,3004 5,3087 5,3229 5,2921 5,1832 5,0016 4,7916 4,6145 4,5229 4,5450 4,6734 4,8590 5,0244 5,0988 5,0532 4,9088 4,7144 4,5104 4,3169 4,1492 4,0259 3,9556 3,9228 3,8940 3,8482 3,8012 3,7904 3,8390 3,9354 4,0425 4,1158 4,1204 4,0371 3,8610 3,5918 3,2209 2,7364 2,1488 1,5133 0,9167 0,4391 0,1242 -0,0259 -0,0508 -0,0198 0,0045 -0,0027 -0,0304 -0,0486 -0,0293 0,0273 0,0917 0,1346 0,1360 0,0716 -0,0741 -0,2731 -0,4615 -0,5822 -0,6130 -0,5707 -0,4950 -0,4231 -0,3749 -0,3468 -0,3121 -0,2368 -0,1014 0,0906 0,3158 0,5389 0,7239 0,8463 0,8991 0,8950 0,8657 0,8482 0,8577 0,8780 0,8795 0,8427 0,7641 0,6517 0,5234 0,4128 0,3622 0,3984 0,5199 0,7129 0,9701 1,2837 1,6295 1,9725 2,2864 2,5596 2,7815 2,9329 2,9939 2,9593 2,8485 2,7006 2,5489 2,3921 2,1926 1,9085 1,5277 1,0687 0,5624 0,0494 -0,4136 -0,7634 -0,9565 -0,9899 -0,8995 -0,7351 -0,5347 -0,3229 -0,1269 0,0183 0,0836 0,0546 -0,0725 -0,2967 -0,6040 -0,9595 -1,3201 -1,6581 -1,9681 -2,2519 -2,5017 -2,7013 -2,8435 -2,9451 -3,0452 -3,1847 -3,3775 -3,5994 -3,8058 -3,9603 -4,0422 -4,0428 -3,9713 -3,8593 -3,7415 -3,6274 -3,4878 -3,2678 -2,9111 -2,3773 -1,6628 -0,8212 0,0476 0,8461 1,5198 2,0639 2,5063 2,8842 3,2255 3,5432 3,8373 4,0956 4,2955 4,4139 4,4352 4,3504 4,1591 3,8785 3,5424 3,1848 2,8208 2,4421 2,0334 1,5900 1,1188 0,6266 0,1167 -0,4104 -0,9580 -1,5242 -2,0846 -2,5909 -2,9848 -3,2204 -3,2804 -3,1778 -2,9476 -2,6395 -2,3097 -2,0027 -1,7316 -1,4804 -1,2317 -0,9870 -0,7611 -0,5739 -0,4523 -0,4246 -0,5042 -0,6841 -0,9403 -1,2354 -1,5333 -1,8144 -2,0643 -2,2536 -2,3389 -2,2876 -2,1047 -1,8465 -1,6019 -1,4481 -1,4126 -1,4739 -1,5906 -1,7253 -1,8477 -1,9327 -1,9662 -1,9473 -1,8868 -1,8057 -1,7282 -1,6751 -1,6648 -1,7165 -1,8495 -2,0745 -2,3823 -2,7390 -3,0994 -3,4310 -3,7244 -3,9826 -4,2085 -4,3989 -4,5370 -4,5904
F3    -0,0716 0,2376 0,4454 0,5401 0,5329 0,4586 0,3670 0,3056 0,3087 0,3979 0,5775 0,8266 1,1012 1,3463 1,5120 1,5741 1,5461 1,4615 1,3419 1,1876 0,9952 0,7751 0,5516 0,3539 0,2083 0,1325 0,1235 0,1534 0,1829 0,1837 0,1480 0,0811 -0,0113 -0,1288 -0,2813 -0,4836 -0,7357 -1,0151 -1,2911 -1,5343 -1,7126 -1,7959 -1,7737 -1,6671 -1,5169 -1,3630 -1,2353 -1,1515 -1,1080 -1,0808 -1,0526 -1,0341 -1,0472 -1,0913 -1,1267 -1,0881 -0,9126 -0,5697 -0,0844 0,4660 0,9858 1,3985 1,6613 1,7634 1,7228 1,5809 1,3887 1,1901 1,0116 0,8643 0,7478 0,6472 0,5302 0,3545 0,0848 -0,2839 -0,7116 -1,1223 -1,4304 -1,5708 -1,5207 -1,3060 -0,9904 -0,6550 -0,3742 -0,1956 -0,1297 -0,1514 -0,2111 -0,2486 -0,2080 -0,0529 0,2178 0,5695 0,9513 1,3131 1,6097 1,8070 1,8967 1,8980 1,8421 1,7589 1,6671 1,5686 1,4573 1,3329 1,1998 1,0529 0,8724 0,6281 0,2906 -0,1541 -0,6923 -1,2901 -1,9138 -2,5378 -3,1405 -3,7058 -4,2256 -4,6896 -5,0803 -5,3793 -5,5743 -5,6621 -5,6505 -5,5570 -5,4038 -5,2157 -5,0153 -4,8141 -4,6056 -4,3636 -4,0487 -3,6268 -3,0851 -2,4352 -1,7122 -0,9745 -0,2846 0,3231 0,8540 1,3380 1,8108 2,3053 2,8383 3,3967 3,9402 4,4246 4,8164 5,0959 5,2557 5,2949 5,2170 5,0414 4,8115 4,5803 4,3908 4,2701 4,2297 4,2645 4,3582 4,4933 4,6492 4,7953 4,8973 4,9414 4,9579 5,0099 5,1484 5,3706 5,6220 5,8347 5,9652 6,0074 5,9827 5,9265 5,8792 5,8711 5,9056 5,9573 5,9800 5,9230 5,7574 5,4972 5,1982 4,9358 4,7697 4,7168 4,7493 4,8176 4,8771 4,9021 4,8909 4,8616 4,8348 4,8118 4,7723 4,6912 4,5528 4,3557 4,1188 3,8788 3,6657 3,4780 3,2897 3,0814 2,8575 2,6317 2,4066 2,1683 1,8965 1,5797 1,2227 0,8414 0,4496 0,0553 -0,3288 -0,6750 -0,9433 -1,0996 -1,1384 -1,0887 -0,9897 -0,8615 -0,7019 -0,5082 -0,2917 -0,0751 0,1152 0,2564 0,3334 0,3424 0,2944 0,2191 0,1587 0,1557 0,2355 0,3931 0,5931 0,7849 0,9248 0,9932 1,0064 1,0160 1,0852 1,2579 1,5403 1,8995 2,2736 2,5948 2,8161 2,9252 2,9326 2,8556 2,7204 2,5703 2,4584 2,4215 2,4554 2,5112 2,5226 2,4482 2,2960 2,1148 1,9635 1,8834 1,8846 1,9489 2,0430 2,1332 2,1920 2,2015 2,1571 2,0719 1,9804 1,9326 1,9713 2,1064 2,3105 2,5363 2,7348 2,8687 2,9274 2,9348 2,9400 2,9953 3,1330 3,3512 3,6174 3,8876 4,1182 4,2610 4,2766 4,1652 3,9699 3,7370 3,4830 3,2073 2,9231 2,6705 2,5073 2,4834 2,6018 2,8001 2,9780 3,0547 3,0060 2,8606 2,6734 2,5023 2,3903 2,3503 2,3665 2,4135 2,4669 2,4961 2,4666 2,3592 2,1756 1,9266 1,6303 1,3205 1,0442 0,8458 0,7551 0,7861 0,9369 1,1822 1,4666 1,7114 1,8400 1,8121 1,6458 1,4103 1,1859 1,0258 0,9519 0,9686 1,0724 1,2584 1,5191 1,8341 2,1702 2,4928 2,7773 3,0142 3,2073 3,3651 3,4912 3,5815 3,6300 3,6376 3,6133 3,5685 3,5112 3,4435 3,3631 3,2678 3,1580 3,0436 2,9507 2,9178 2,9767 3,1295 3,3388 3,5417 3,6754 3,7038 3,6355 3,5205 3,4242 3,3988 3,4652 3,6080 3,7781 3,9094 3,9518 3,8990 3,7850 3,6565 3,5442 3,4611 3,4174 3,4237 3,4800 3,5607 3,6217 3,6375 3,6289 3,6412 3,7001 3,7945 3,8925 3,9621 3,9829 3,9432 3,8348 3,6470 3,3584 2,9417 2,3953 1,7706 1,1595 0,6506 0,2977 0,1139 0,0677 0,0915 0,1138 0,0913 0,0190 -0,0773 -0,1604 -0,2128 -0,2433 -0,2605 -0,2661 -0,2794 -0,3315 -0,4247 -0,5179 -0,5588 -0,5227 -0,4285 -0,3236 -0,2552 -0,2537 -0,3241 -0,4412 -0,5636 -0,6588 -0,7134 -0,7264 -0,7020 -0,6493 -0,5830 -0,5196 -0,4634 -0,3974 -0,3003 -0,1755 -0,0543 0,0290 0,0562 0,0224 -0,0711 -0,2085 -0,3502 -0,4467 -0,4721 -0,4345 -0,3485 -0,2103 -0,0119 0,2320 0,4893 0,7338 0,9503 1,1235 1,2338 1,2680 1,2333 1,1651 1,1142 1,1116 1,1395 1,1394 1,0506 0,8454 0,5330 0,1432 -0,2798 -0,6747 -0,9763 -1,1425 -1,1726 -1,1022 -0,9742 -0,8138 -0,6301 -0,4395 -0,2729 -0,1603 -0,1171 -0,1497 -0,2629 -0,4514 -0,6889 -0,9403 -1,1813 -1,4022 -1,5993 -1,7688 -1,9093 -2,0306 -2,1599 -2,3390 -2,6056 -2,9640 -3,3742 -3,7744 -4,1143 -4,3618 -4,4986 -4,5295 -4,4891 -4,4189 -4,3301 -4,1904 -3,9451 -3,5449 -2,9624 -2,2116 -1,3674 -0,5447 0,1587 0,7044 1,1129 1,4402 1,7478 2,0758 2,4332 2,8035 3,1528 3,4385 3,6248 3,6936 3,6395 3,4659 3,1936 2,8642 2,5230 2,1964 1,8833 1,5699 1,2479 0,9135 0,5583 0,1704 -0,2578 -0,7302 -1,2417 -1,7640 -2,2418 -2,6073 -2,8025 -2,8002 -2,6110 -2,2785 -1,8706 -1,4674 -1,1358 -0,8978 -0,7299 -0,5984 -0,4895 -0,4039 -0,3470 -0,3315 -0,3774 -0,4977 -0,6903 -0,9365 -1,2044 -1,4641 -1,7037 -1,9194 -2,0965 -2,2061 -2,2214 -2,1438 -2,0184 -1,9200 -1,9107 -2,0062 -2,1803 -2,3943 -2,6155 -2,8160 -2,9688 -3,0539 -3,0618 -2,9935 -2,8632 -2,6970 -2,5260 -2,3842 -2,3085 -2,3364 -2,4930 -2,7742 -3,1413 -3,5387 -3,9239 -4,2816 -4,6142 -4,9243 -5,2011 -5,4143 -5,5222
F7    1,0304 1,1687 1,2474 1,2715 1,2628 1,2449 1,2307 1,2231 1,2217 1,2305 1,2560 1,2929 1,3150 1,2913 1,2124 1,0970 0,9742 0,8589 0,7389 0,5870 0,3917 0,1711 -0,0364 -0,1843 -0,2304 -0,1570 0,0112 0,2157 0,3960 0,5168 0,5739 0,5862 0,5766 0,5411 0,4330 0,1949 -0,1899 -0,6849 -1,2259 -1,7441 -2,1746 -2,4671 -2,6015 -2,5982 -2,5070 -2,3788 -2,2460 -2,1183 -1,9864 -1,8328 -1,6556 -1,4827 -1,3558 -1,2923 -1,2538 -1,1483 -0,8804 -0,4179 0,1793 0,7956 1,3197 1,6734 1,8136 1,7420 1,5111 1,2021 0,8852 0,5885 0,2994 0,0019 -0,2899 -0,5354 -0,6950 -0,7559 -0,7437 -0,7117 -0,7111 -0,7632 -0,8549 -0,9514 -1,0103 -0,9903 -0,8637 -0,6414 -0,3882 -0,1933 -0,1150 -0,1586 -0,2942 -0,4773 -0,6581 -0,7913 -0,8426 -0,7886 -0,6173 -0,3401 -0,0071 0,3038 0,5319 0,6746 0,7790 0,8912 1,0185 1,1399 1,2413 1,3291 1,4032 1,4246 1,3198 1,0210 0,4972 -0,2345 -1,1048 -2,0083 -2,8512 -3,5867 -4,2127 -4,7488 -5,2024 -5,5487 -5,7590 -5,8430 -5,8434 -5,7986 -5,7283 -5,6411 -5,5380 -5,4150 -5,2745 -5,1302 -4,9950 -4,8630 -4,7001 -4,4519 -4,0710 -3,5502 -2,9339 -2,2957 -1,6940 -1,1413 -0,6069 -0,0455 0,5711 1,2335 1,8913 2,4754 2,9325 3,2429 3,4171 3,4878 3,4908 3,4412 3,3326 3,1604 2,9400 2,7067 2,5035 2,3650 2,3048 2,3172 2,3884 2,5008 2,6288 2,7411 2,8199 2,8814 2,9697 3,1154 3,3067 3,4996 3,6462 3,7148 3,7080 3,6692 3,6602 3,7210 3,8434 3,9803 4,0790 4,1098 4,0615 3,9209 3,6791 3,3656 3,0624 2,8662 2,8290 2,9327 3,1160 3,3242 3,5332 3,7238 3,8482 3,8496 3,7161 3,4930 3,2433 3,0030 2,7675 2,5118 2,2238 1,9193 1,6211 1,3282 1,0204 0,6924 0,3663 0,0684 -0,1917 -0,4162 -0,6075 -0,7792 -0,9705 -1,2250 -1,5558 -1,9395 -2,3321 -2,6739 -2,8983 -2,9585 -2,8524 -2,6199 -2,3168 -1,9849 -1,6457 -1,3193 -1,0405 -0,8463 -0,7516 -0,7353 -0,7538 -0,7744 -0,7967 -0,8380 -0,9059 -0,9919 -1,0841 -1,1839 -1,3087 -1,4668 -1,6282 -1,7359 -1,7563 -1,6994 -1,5811 -1,3898 -1,1038 -0,7263 -0,2938 0,1381 0,5150 0,7988 0,9650 0,9965 0,8943 0,6974 0,4774 0,3004 0,1917 0,1324 0,0832 0,0079 -0,1140 -0,2840 -0,4865 -0,6890 -0,8425 -0,9059 -0,8755 -0,7856 -0,6862 -0,6259 -0,6376 -0,7220 -0,8441 -0,9522 -1,0068 -0,9972 -0,9367 -0,8495 -0,7599 -0,6785 -0,5976 -0,5027 -0,3776 -0,1995 0,0491 0,3524 0,6536 0,8809 0,9784 0,9213 0,7276 0,4671 0,2325 0,0794 -0,0056 -0,0655 -0,1096 -0,1000 0,0102 0,2386 0,5587 0,8981 1,1605 1,2785 1,2509 1,1217 0,9343 0,7125 0,4693 0,2203 -0,0070 -0,1753 -0,2621 -0,2782 -0,2558 -0,2266 -0,2185 -0,2608 -0,3751 -0,5554 -0,7621 -0,9390 -1,0433 -1,0613 -1,0070 -0,9101 -0,8100 -0,7475 -0,7533 -0,8422 -1,0120 -1,2370 -1,4699 -1,6553 -1,7460 -1,7154 -1,5587 -1,2814 -0,8990 -0,4438 0,0427 0,5259 0,9755 1,3652 1,6804 1,9138 2,0522 2,0748 1,9646 1,7239 1,3823 0,9915 0,6114 0,2972 0,0962 0,0341 0,0943 0,2225 0,3647 0,4967 0,6252 0,7632 0,8967 0,9776 0,9618 0,8512 0,6949 0,5609 0,5085 0,5685 0,7271 0,9291 1,0988 1,1769 1,1604 1,1075 1,0854 1,1149 1,1665 1,2027 1,2077 1,1830 1,1310 1,0542 0,9652 0,8886 0,8454 0,8379 0,8566 0,8949 0,9422 0,9699 0,9471 0,8720 0,7690 0,6475 0,4659 0,1557 -0,3039 -0,8302 -1,2698 -1,5055 -1,5277 -1,4068 -1,2312 -1,0737 -0,9736 -0,9272 -0,9063 -0,8991 -0,9318 -1,0400 -1,2158 -1,3974 -1,5224 -1,5827 -1,6113 -1,6270 -1,6092 -1,5233 -1,3587 -1,1471 -0,9391 -0,7686 -0,6481 -0,5820 -0,5647 -0,5733 -0,5795 -0,5688 -0,5428 -0,5149 -0,5092 -0,5539 -0,6654 -0,8315 -1,0085 -1,1371 -1,1624 -1,0534 -0,8294 -0,5637 -0,3428 -0,2211 -0,2066 -0,2710 -0,3722 -0,4802 -0,5805 -0,6421 -0,6021 -0,4105 -0,0863 0,2885 0,6293 0,8937 1,0738 1,1625 1,1405 1,0006 0,7813 0,5637 0,4235 0,3755 0,3567 0,2739 0,0793 -0,2090 -0,5569 -0,9527 -1,3885 -1,8289 -2,2109 -2,4661 -2,5443 -2,4329 -2,1631 -1,7943 -1,3991 -1,0585 -0,8460 -0,8043 -0,9396 -1,2308 -1,6369 -2,1042 -2,5801 -3,0267 -3,4205 -3,7360 -3,9409 -4,0154 -3,9757 -3,8747 -3,7808 -3,7492 -3,8027 -3,9381 -4,1492 -4,4363 -4,7959 -5,2083 -5,6338 -6,0131 -6,2673 -6,3124 -6,0940 -5,6198 -4,9512 -4,1664 -3,3421 -2,5643 -1,9247 -1,4830 -1,2280 -1,0827 -0,9467 -0,7420 -0,4333 -0,0274 0,4415 0,9273 1,3783 1,7376 1,9482 1,9632 1,7629 1,3763 0,8828 0,3797 -0,0619 -0,4136 -0,6755 -0,8597 -0,9879 -1,0975 -1,2378 -1,4578 -1,7934 -2,2535 -2,7995 -3,3449 -3,7917 -4,0742 -4,1710 -4,0920 -3,8705 -3,5657 -3,2566 -3,0130 -2,8622 -2,7869 -2,7546 -2,7354 -2,6944 -2,5935 -2,4230 -2,2244 -2,0659 -1,9976 -2,0299 -2,1423 -2,3079 -2,5048 -2,7013 -2,8409 -2,8552 -2,7016 -2,4046 -2,0684 -1,8341 -1,8041 -1,9914 -2,3276 -2,7128 -3,0666 -3,3515 -3,5733 -3,7646 -3,9491 -4,1169 -4,2420 -4,3148 -4,3503 -4,3811 -4,4509 -4,6096 -4,8995 -5,3286 -5,8576 -6,4184 -6,9444 -7,3859 -7,7070 -7,8777 -7,8794 -7,7210 -7,4406
