Fp1   -0,5604 -0,3866 -0,2485 -0,1466 -0,0857 -0,0681 -0,0801 -0,0922 -0,0706 0,0041 0,1256 0,2704 0,4151 0,5449 0,6509 0,7288 0,7812 0,8126 0,8187 0,7875 0,7114 0,5934 0,4431 0,2759 0,1150 -0,0175 -0,1140 -0,1737 -0,1791 -0,1003 0,0685 0,2897 0,4977 0,6256 0,6285 0,4982 0,2541 -0,0717 -0,4325 -0,7711 -1,0394 -1,2079 -1,2642 -1,2098 -1,0565 -0,8227 -0,5405 -0,2609 -0,0378 0,0974 0,1503 0,1607 0,1805 0,2407 0,3339 0,4266 0,4853 0,5007 0,4947 0,5005 0,5380 0,6103 0,7149 0,8438 0,9734 1,0703 1,1127 1,1080 1,0909 1,0991 1,1475 1,2198 1,2777 1,2824 1,2179 1,0909 0,9054 0,6533 0,3296 -0,0523 -0,4646 -0,8760 -1,2600 -1,5941 -1,8514 -2,0007 -2,0190 -1,9062 -1,6847 -1,3892 -1,0638 -0,7633 -0,5431 -0,4397 -0,4543 -0,5485 -0,6664 -0,7701 -0,8515 -0,9146 -0,9664 -1,0223 -1,0957 -1,1765 -1,2413 -1,2861 -1,3383 -1,4326 -1,5720 -1,7079 -1,7615 -1,6781 -1,4655 -1,1842 -0,9020 -0,6609 -0,4790 -0,3677 -0,3419 -0,4113 -0,5617 -0,7503 -0,9321 -1,0893 -1,2392 -1,4110 -1,6121 -1,8157 -1,9796 -2,0691 -2,0681 -1,9849 -1,8424 -1,6535 -1,4160 -1,1366 -0,8500 -0,6121 -0,4751 -0,4685 -0,5863 -0,7727 -0,9345 -0,9925 -0,9258 -0,7698 -0,5785 -0,3782 -0,1479 0,1454 0,4922 0,8297 1,0823 1,2059 1,2080 1,1429 1,0871 1,1135 1,2734 1,5782 1,9860 2,4154 2,7840 3,0350 3,1399 3,1019 2,9593 2,7728 2,6033 2,5054 2,5260 2,6901 2,9880 3,3755 3,7837 4,1362 4,3751 4,4824 4,4802 4,4077 4,2995 4,1740 4,0267 3,8457 3,6369 3,4277 3,2458 3,1071 3,0197 2,9921 3,0332 3,1402 3,2899 3,4514 3,6024 3,7341 3,8560 3,9917 4,1493 4,2974 4,3770 4,3327 4,1387 3,8071 3,3776 2,9056 2,4487 2,0458 1,7056 1,4127 1,1378 0,8552 0,5673 0,3095 0,1335 0,0896 0,2047 0,4645 0,8187 1,2044 1,5617 1,8467 2,0379 2,1258 2,1008 1,9654 1,7515 1,5086 1,2772 1,0852 0,9444 0,8464 0,7850 0,7814 0,8725 1,0785 1,3856 1,7491 2,1089 2,4114 2,6218 2,7257 2,7240 2,6246 2,4506 2,2575 2,1265 2,1257 2,2719 2,5237 2,8047 3,0373 3,1722 3,2050 3,1642 3,0804 2,9690 2,8339 2,6800 2,5214 2,3847 2,2974 2,2664 2,2804 2,3339 2,4275 2,5480 2,6603 2,7200 2,6904 2,5543 2,3236 2,0393 1,7491 1,4894 1,2924 1,1838 1,1631 1,2059 1,2859 1,3840 1,4862 1,5849 1,6772 1,7589 1,8243 1,8676 1,8905 1,9121 1,9622 2,0544 2,1663 2,2530 2,2830 2,2616 2,2244 2,2101 2,2399 2,3126 2,4143 2,5313 2,6532 2,7718 2,8823 2,9771 3,0455 3,0839 3,1056 3,1426 3,2327 3,3945 3,6140 3,8503 4,0455 4,1357 4,0755 3,8688 3,5782 3,3017 3,1268 3,0969 3,2044 3,4047 3,6432 3,8814 4,1012 4,2885 4,4229 4,4817 4,4470 4,3213 4,1372 3,9356 3,7368 3,5399 3,3429 3,1517 2,9814 2,8522 2,7788 2,7585 2,7740 2,7978 2,7913 2,7167 2,5623 2,3531 2,1383 1,9719 1,8987 1,9475 2,1249 2,4073 2,7398 3,0479 3,2593 3,3220 3,2159 2,9632 2,6258 2,2761 1,9737 1,7661 1,6785 1,6988 1,7874 1,8998 2,0089 2,1150 2,2265 2,3275 2,3828 2,3766 2,3381 2,3252 2,3882 2,5444 2,7711 3,0150 3,2129 3,3155 3,3006 3,1737 2,9646 2,7268 2,5228 2,3999 2,3795 2,4624 2,6379 2,8829 3,1570 3,4090 3,5945 3,6924 3,7177 3,7177 3,7448 3,8212 3,9242 4,0076 4,0351 3,9959 3,9051 3,7958 3,7075 3,6685 3,6803 3,7193 3,7512 3,7399 3,6605 3,5162 3,3383 3,1602 2,9858 2,7834 2,5166 2,1845 1,8330 1,5326 1,3422 1,2762 1,3007 1,3692 1,4593 1,5728 1,7167 1,8865 2,0590 2,2017 2,2861 2,2907 2,2075 2,0542 1,8697 1,6907 1,5312 1,3858 1,2540 1,1530 1,1047 1,1253 1,2235 1,3949 1,6130 1,8319 2,0043 2,1085 2,1591 2,1862 2,2080 2,2247 2,2277 2,2078 2,1645 2,1110 2,0686 2,0542 2,0716 2,1181 2,1951 2,2985 2,4091 2,5082 2,5960 2,6818 2,7623 2,8196 2,8432 2,8455 2,8421 2,8185 2,7333 2,5594 2,3143 2,0497 1,8193 1,6524 1,5393 1,4387 1,3139 1,1677 1,0400 0,9785 1,0111 1,1338 1,3045 1,4551 1,5285 1,5137 1,4431 1,3545 1,2638 1,1734 1,0967 1,0575 1,0626 1,0829 1,0688 0,9802 0,8083 0,5821 0,3490 0,1431 -0,0255 -0,1543 -0,2421 -0,3042 -0,3701 -0,4564 -0,5512 -0,6270 -0,6577 -0,6299 -0,5510 -0,4476 -0,3496 -0,2703 -0,2002 -0,1108 0,0290 0,2296 0,4726 0,7199 0,9242 1,0429 1,0579 0,9835 0,8539 0,7024 0,5451 0,3807 0,2104 0,0589 -0,0337 -0,0488 -0,0144 0,0164 0,0125 -0,0027 0,0403 0,2173 0,5598 1,0307 1,5516 2,0478 2,4623 2,7523 2,9036 2,9492 2,9556 2,9761 3,0208 3,0674 3,0919 3,0916 3,0916 3,1263 3,2042 3,2899 3,3271 3,2844 3,1795 3,0501 2,9082 2,7386 2,5287 2,2837 2,0158 1,7323 1,4373 1,1483 0,9049 0,7505 0,7051 0,7553 0,8577 0,9453 0,9532 0,8483 0,6336 0,3297 -0,0340 -0,4067 -0,7154 -0,9005 -0,9560 -0,9344 -0,9172 -0,9696 -1,1081 -1,2978 -1,4802 -1,6132 -1,6968 -1,7620 -1,8382 -1,9292 -2,0207
Fz    -0,0393 0,0240 0,0249 -0,0259 -0,1318 -0,3038 -0,5340 -0,7727 -0,9315 -0,9266 -0,7211 -0,3330 0,1700 0,6787 1,0757 1,2836 1,2947 1,1617 0,9579 0,7393 0,5359 0,3549 0,1824 0,0003 -0,1854 -0,3387 -0,4199 -0,4032 -0,2639 0,0162 0,4050 0,7979 1,0634 1,1160 0,9480 0,6123 0,1819 -0,2818 -0,7283 -1,1037 -1,3578 -1,4583 -1,3980 -1,1979 -0,9015 -0,5494 -0,1637 0,2407 0,6341 0,9717 1,2205 1,3848 1,4918 1,5624 1,6065 1,6267 1,6069 1,5214 1,3670 1,1804 1,0303 0,9887 1,0924 1,3236 1,6236 1,9184 2,1421 2,2660 2,3171 2,3537 2,4178 2,5068 2,5776 2,5766 2,4769 2,2814 1,9944 1,6156 1,1608 0,6636 0,1532 -0,3641 -0,8986 -1,4414 -1,9363 -2,3000 -2,4716 -2,4435 -2,2537 -1,9613 -1,6263 -1,3042 -1,0435 -0,8780 -0,8211 -0,8633 -0,9763 -1,1298 -1,3088 -1,5109 -1,7340 -1,9669 -2,1866 -2,3660 -2,4960 -2,5948 -2,6903 -2,7950 -2,8904 -2,9215 -2,8093 -2,4886 -1,9551 -1,2829 -0,5910 0,0014 0,3927 0,5183 0,3804 0,0370 -0,4415 -0,9868 -1,5294 -2,0164 -2,4292 -2,7691 -3,0295 -3,1947 -3,2573 -3,2182 -3,0808 -2,8636 -2,5993 -2,3086 -1,9994 -1,6937 -1,4365 -1,2842 -1,2854 -1,4457 -1,7000 -1,9244 -1,9915 -1,8416 -1,5208 -1,1435 -0,8086 -0,5411 -0,2998 -0,0324 0,2661 0,5403 0,7184 0,7704 0,7301 0,6735 0,6840 0,8274 1,1387 1,6214 2,2451 2,9406 3,6066 4,1320 4,4300 4,4728 4,3022 4,0030 3,6720 3,4082 3,3046 3,4227 3,7650 4,2694 4,8291 5,3381 5,7409 6,0385 6,2501 6,3807 6,4190 6,3464 6,1514 5,8477 5,4758 5,0834 4,7102 4,3894 4,1512 4,0191 4,0056 4,0971 4,2468 4,3986 4,5135 4,5823 4,6282 4,6880 4,7695 4,8286 4,7891 4,5788 4,1586 3,5353 2,7593 1,9234 1,1496 0,5479 0,1683 -0,0207 -0,1247 -0,2764 -0,5555 -0,9357 -1,3123 -1,5741 -1,6478 -1,5129 -1,2050 -0,8060 -0,4144 -0,1049 0,1001 0,2119 0,2326 0,1548 -0,0069 -0,2169 -0,4375 -0,6357 -0,7961 -0,9273 -1,0332 -1,0838 -1,0265 -0,8208 -0,4731 -0,0464 0,3731 0,7218 0,9733 1,1262 1,1903 1,1821 1,1297 1,0831 1,1164 1,3061 1,6856 2,2003 2,7173 3,0945 3,2474 3,1701 2,9124 2,5380 2,0978 1,6319 1,1850 0,8065 0,5336 0,3739 0,3076 0,3131 0,3922 0,5576 0,7947 1,0448 1,2262 1,2732 1,1555 0,8739 0,4673 0,0119 -0,4128 -0,7462 -0,9484 -1,0126 -0,9728 -0,8822 -0,7839 -0,6937 -0,6017 -0,4950 -0,3773 -0,2728 -0,2108 -0,1882 -0,1424 0,0088 0,2876 0,6264 0,9108 1,0523 1,0396 0,9430 0,8691 0,9010 1,0649 1,3335 1,6489 1,9493 2,2020 2,4211 2,6394 2,8694 3,1037 3,3383 3,5872 3,8696 4,1759 4,4674 4,7124 4,8913 4,9736 4,9263 4,7470 4,4816 4,2061 3,9879 3,8657 3,8596 3,9748 4,1973 4,5034 4,8700 5,2626 5,6207 5,8628 5,9139 5,7462 5,4046 4,9805 4,5556 4,1711 3,8328 3,5362 3,2917 3,1302 3,0800 3,1352 3,2401 3,3016 3,2207 2,9345 2,4537 1,8622 1,2740 0,7898 0,4811 0,3932 0,5383 0,8775 1,3177 1,7336 2,0010 2,0315 1,7999 1,3525 0,7850 0,2035 -0,3023 -0,6687 -0,8670 -0,9073 -0,8225 -0,6463 -0,4011 -0,0971 0,2501 0,6022 0,9083 1,1351 1,2837 1,3866 1,4943 1,6538 1,8861 2,1758 2,4673 2,6688 2,6837 2,4650 2,0546 1,5707 1,1519 0,8979 0,8388 0,9491 1,1917 1,5325 1,9129 2,2422 2,4403 2,4869 2,4302 2,3482 2,3067 2,3439 2,4683 2,6642 2,8996 3,1327 3,3252 3,4576 3,5386 3,5934 3,6351 3,6541 3,6297 3,5427 3,3863 3,1696 2,9102 2,6235 2,3073 1,9364 1,4895 0,9846 0,4747 0,0188 -0,3334 -0,5500 -0,6268 -0,5782 -0,4163 -0,1466 0,2123 0,6027 0,9345 1,1352 1,1896 1,1200 0,9470 0,6815 0,3382 -0,0602 -0,4886 -0,9123 -1,2706 -1,4904 -1,5252 -1,3751 -1,0757 -0,6855 -0,2847 0,0260 0,1548 0,0724 -0,1613 -0,4372 -0,6636 -0,8037 -0,8665 -0,8734 -0,8303 -0,7252 -0,5459 -0,3050 -0,0437 0,1950 0,3973 0,5760 0,7416 0,8846 0,9894 1,0495 1,0628 1,0284 0,9608 0,8948 0,8499 0,8006 0,6944 0,5014 0,2470 -0,0040 -0,1965 -0,3151 -0,3889 -0,4828 -0,6585 -0,9189 -1,1938 -1,3816 -1,4102 -1,2749 -1,0433 -0,8175 -0,6727 -0,6168 -0,6081 -0,6114 -0,6279 -0,6686 -0,7195 -0,7469 -0,7361 -0,7098 -0,7101 -0,7753 -0,9248 -1,1524 -1,4334 -1,7345 -2,0210 -2,2691 -2,4838 -2,7064 -2,9905 -3,3501 -3,7382 -4,0746 -4,2849 -4,3263 -4,2027 -3,9678 -3,6994 -3,4586 -3,2604 -3,0645 -2,8012 -2,4302 -1,9793 -1,5227 -1,1336 -0,8638 -0,7397 -0,7609 -0,9102 -1,1679 -1,5094 -1,8942 -2,2607 -2,5342 -2,6510 -2,5985 -2,4398 -2,2820 -2,2004 -2,1786 -2,1089 -1,8617 -1,3827 -0,7347 -0,0472 0,5583 0,9963 1,2170 1,2276 1,1167 1,0139 0,9990 1,0590 1,1290 1,1572 1,1365 1,1011 1,0993 1,1565 1,2537 1,3385 1,3694 1,3575 1,3454 1,3451 1,3194 1,2147 0,9988 0,6806 0,3077 -0,0612 -0,3878 -0,6591 -0,8758 -1,0388 -1,1416 -1,1837 -1,2020 -1,2727 -1,4612 -1,7788 -2,2004 -2,6986 -3,2360 -3,7431 -4,1445 -4,4126 -4,5915 -4,7772 -5,0616 -5,4637 -5,9153 -6,3186 -6,6189 -6,8322 -7,0182 -7,2240 -7,4431 -7,6345
F3    -0,6307 -0,5449 -0,5229 -0,5326 -0,5514 -0,5778 -0,6141 -0,6395 -0,6024 -0,4510 -0,1649 0,2362 0,6887 1,0882 1,3270 1,3455 1,1616 0,8576 0,5293 0,2432 0,0298 -0,1120 -0,2121 -0,3078 -0,4058 -0,4704 -0,4533 -0,3158 -0,0269 0,4221 0,9796 1,5250 1,9174 2,0603 1,9348 1,5872 1,0878 0,5003 -0,1102 -0,6692 -1,1147 -1,4124 -1,5491 -1,5332 -1,3998 -1,1968 -0,9615 -0,7139 -0,4711 -0,2534 -0,0645 0,1227 0,3391 0,5861 0,8400 1,0674 1,2224 1,2579 1,1629 0,9791 0,7815 0,6473 0,6280 0,7308 0,9189 1,1251 1,2743 1,3191 1,2705 1,1909 1,1501 1,1781 1,2463 1,2945 1,2789 1,1852 1,0069 0,7387 0,3894 -0,0214 -0,4732 -0,9492 -1,4368 -1,9141 -2,3322 -2,6284 -2,7604 -2,7272 -2,5651 -2,3258 -2,0538 -1,7816 -1,5375 -1,3503 -1,2418 -1,2095 -1,2219 -1,2432 -1,2659 -1,3126 -1,4119 -1,5746 -1,7802 -1,9882 -2,1691 -2,3268 -2,4906 -2,6861 -2,8996 -3,0643 -3,0843 -2,8861 -2,4650 -1,8906 -1,2734 -0,7323 -0,3799 -0,2915 -0,4654 -0,8331 -1,3063 -1,8073 -2,2798 -2,6968 -3,0574 -3,3667 -3,6136 -3,7757 -3,8412 -3,8103 -3,6854 -3,4812 -3,2304 -2,9590 -2,6763 -2,3979 -2,1630 -2,0305 -2,0577 -2,2595 -2,5730 -2,8641 -2,9875 -2,8677 -2,5394 -2,1079 -1,6684 -1,2565 -0,8540 -0,4290 0,0114 0,4013 0,6545 0,7303 0,6632 0,5423 0,4703 0,5313 0,7731 1,2049 1,7956 2,4733 3,1387 3,6868 4,0329 4,1462 4,0599 3,8451 3,5843 3,3679 3,2842 3,3892 3,6824 4,1069 4,5691 4,9727 5,2590 5,4196 5,4744 5,4490 5,3675 5,2463 5,0886 4,8953 4,6757 4,4404 4,1948 3,9518 3,7439 3,6190 3,6193 3,7500 3,9706 4,2247 4,4695 4,6857 4,8804 5,0712 5,2467 5,3498 5,3034 5,0458 4,5533 3,8496 3,0015 2,1092 1,2881 0,6353 0,1986 -0,0377 -0,1503 -0,2419 -0,3752 -0,5343 -0,6541 -0,6762 -0,5726 -0,3448 -0,0214 0,3478 0,7064 1,0077 1,2280 1,3586 1,3857 1,2956 1,0956 0,8103 0,4723 0,1282 -0,1713 -0,3930 -0,5161 -0,5167 -0,3723 -0,0808 0,3216 0,7557 1,1277 1,3764 1,4944 1,5112 1,4612 1,3695 1,2568 1,1569 1,1262 1,2277 1,4889 1,8604 2,2277 2,4766 2,5583 2,5005 2,3684 2,2112 2,0349 1,8194 1,5594 1,2853 1,0462 0,8768 0,7846 0,7670 0,8318 0,9870 1,2129 1,4479 1,6056 1,6154 1,4498 1,1232 0,6847 0,2013 -0,2665 -0,6649 -0,9411 -1,0626 -1,0367 -0,9004 -0,6981 -0,4646 -0,2209 0,0136 0,2130 0,3483 0,4001 0,3873 0,3831 0,4704 0,6682 0,9112 1,0962 1,1501 1,0752 0,9486 0,8772 0,9411 1,1553 1,4689 1,7947 2,0557 2,2233 2,3220 2,3933 2,4591 2,5244 2,6033 2,7312 2,9420 3,2289 3,5434 3,8341 4,0579 4,1688 4,1295 3,9401 3,6520 3,3481 3,1012 2,9535 2,9251 3,0168 3,2048 3,4535 3,7339 4,0189 4,2652 4,4097 4,3884 4,1756 3,8156 3,4047 3,0321 2,7371 2,5120 2,3357 2,2049 2,1443 2,1881 2,3453 2,5716 2,7729 2,8360 2,6764 2,2862 1,7451 1,1828 0,7301 0,4882 0,5147 0,8083 1,2982 1,8629 2,3704 2,7082 2,8023 2,6374 2,2619 1,7706 1,2679 0,8355 0,5226 0,3482 0,3028 0,3583 0,4841 0,6594 0,8772 1,1314 1,4044 1,6750 1,9334 2,1820 2,4307 2,6966 2,9984 3,3485 3,7422 4,1358 4,4364 4,5367 4,3789 3,9965 3,5013 3,0285 2,6758 2,4734 2,4088 2,4745 2,6692 2,9489 3,2142 3,3654 3,3677 3,2659 3,1406 3,0588 3,0564 3,1392 3,2900 3,4795 3,6759 3,8542 4,0050 4,1333 4,2455 4,3348 4,3815 4,3609 4,2522 4,0515 3,7735 3,4388 3,0680 2,6789 2,2785 1,8692 1,4664 1,0947 0,7750 0,5272 0,3700 0,3100 0,3442 0,4711 0,6909 0,9935 1,3365 1,6407 1,8292 1,8735 1,7876 1,5918 1,2972 0,9139 0,4630 -0,0222 -0,4990 -0,9114 -1,1960 -1,3062 -1,2268 -0,9718 -0,5827 -0,1290 0,2956 0,5938 0,7127 0,6776 0,5707 0,4742 0,4286 0,4298 0,4608 0,5245 0,6450 0,8422 1,1008 1,3644 1,5707 1,6960 1,7583 1,7846 1,7890 1,7820 1,7788 1,7887 1,8109 1,8483 1,9080 1,9736 1,9886 1,8854 1,6393 1,3005 0,9680 0,7269 0,6087 0,5824 0,5663 0,4783 0,3003 0,0933 -0,0481 -0,0580 0,0631 0,2495 0,4129 0,4989 0,5076 0,4696 0,4073 0,3214 0,2085 0,0858 -0,0146 -0,0792 -0,1319 -0,2141 -0,3597 -0,5826 -0,8727 -1,2006 -1,5262 -1,8080 -2,0215 -2,1755 -2,3133 -2,4860 -2,7134 -2,9699 -3,2026 -3,3519 -3,3706 -3,2510 -3,0393 -2,8106 -2,6176 -2,4554 -2,2621 -1,9599 -1,5190 -0,9890 -0,4673 -0,0433 0,2283 0,3292 0,2696 0,0738 -0,2275 -0,5911 -0,9572 -1,2627 -1,4559 -1,5061 -1,4181 -1,2469 -1,0807 -0,9836 -0,9372 -0,8385 -0,5703 -0,0954 0,5149 1,1352 1,6547 1,9970 2,1177 2,0251 1,8093 1,6056 1,5011 1,4896 1,5147 1,5281 1,5124 1,4823 1,4733 1,5104 1,5808 1,6375 1,6448 1,6219 1,6175 1,6392 1,6338 1,5303 1,2895 0,9261 0,4998 0,0810 -0,2838 -0,5772 -0,7966 -0,9434 -1,0235 -1,0574 -1,0956 -1,2093 -1,4421 -1,7801 -2,1794 -2,5998 -2,9978 -3,3146 -3,5026 -3,5650 -3,5683 -3,6226 -3,8243 -4,1854 -4,6224 -5,0252 -5,3351 -5,5652 -5,7670 -5,9796 -6,1937 -6,3719
F7    -1,0871 -0,9061 -0,7383 -0,5877 -0,4672 -0,4056 -0,4259 -0,5083 -0,5795 -0,5512 -0,3749 -0,0620 0,3278 0,7125 1,0138 1,1762 1,1793 1,0443 0,8184 0,5534 0,3047 0,1263 0,0425 0,0355 0,0696 0,1217 0,1964 0,3292 0,5703 0,9359 1,3638 1,7306 1,9216 1,8837 1,6314 1,2254 0,7347 0,2090 -0,3121 -0,7863 -1,1787 -1,4662 -1,6346 -1,6857 -1,6349 -1,4950 -1,2744 -0,9926 -0,6899 -0,4135 -0,1942 -0,0426 0,0404 0,0608 0,0300 -0,0454 -0,1706 -0,3438 -0,5328 -0,6909 -0,7912 -0,8265 -0,7847 -0,6510 -0,4349 -0,1744 0,0836 0,2965 0,4349 0,4967 0,5081 0,4974 0,4690 0,4103 0,3194 0,2048 0,0545 -0,1678 -0,4879 -0,9016 -1,3802 -1,8846 -2,3781 -2,8245 -3,1761 -3,3854 -3,4294 -3,3232 -3,1050 -2,8081 -2,4553 -2,0779 -1,7245 -1,4472 -1,2831 -1,2392 -1,2865 -1,3730 -1,4583 -1,5368 -1,6227 -1,7207 -1,8199 -1,9121 -2,0064 -2,1249 -2,2866 -2,4909 -2,7012 -2,8467 -2,8506 -2,6648 -2,2916 -1,7847 -1,2329 -0,7404 -0,4065 -0,2924 -0,3931 -0,6422 -0,9480 -1,2357 -1,4752 -1,6822 -1,8952 -2,1409 -2,4042 -2,6308 -2,7622 -2,7617 -2,6170 -2,3423 -1,9764 -1,5645 -1,1501 -0,7807 -0,5076 -0,3837 -0,4486 -0,6896 -1,0183 -1,3042 -1,4402 -1,3878 -1,1790 -0,8867 -0,5762 -0,2619 0,0914 0,5144 0,9833 1,4235 1,7531 1,9302 1,9719 1,9386 1,9060 1,9453 2,1101 2,4231 2,8586 3,3400 3,7672 4,0549 4,1591 4,0952 3,9313 3,7541 3,6392 3,6416 3,7858 4,0593 4,4253 4,8392 5,2462 5,5860 5,8163 5,9277 5,9406 5,8933 5,8237 5,7485 5,6612 5,5461 5,3921 5,1950 4,9557 4,6876 4,4232 4,2035 4,0608 4,0149 4,0771 4,2460 4,4919 4,7570 4,9866 5,1588 5,2750 5,3320 5,3123 5,1976 4,9846 4,6807 4,2891 3,8122 3,2724 2,7175 2,2080 1,7911 1,4739 1,2291 1,0386 0,9236 0,9273 1,0770 1,3627 1,7372 2,1339 2,4929 2,7818 2,9967 3,1444 3,2229 3,2206 3,1333 2,9729 2,7577 2,5074 2,2446 1,9864 1,7443 1,5442 1,4376 1,4756 1,6775 2,0202 2,4445 2,8785 3,2731 3,6091 3,8672 4,0127 4,0174 3,8866 3,6756 3,4865 3,4308 3,5682 3,8664 4,2171 4,4951 4,6183 4,5676 4,3704 4,0740 3,7217 3,3436 2,9727 2,6554 2,4335 2,3272 2,3421 2,4826 2,7463 3,1007 3,4779 3,7967 3,9838 3,9847 3,7801 3,4028 2,9273 2,4339 1,9875 1,6389 1,4220 1,3436 1,3766 1,4659 1,5607 1,6438 1,7314 1,8429 1,9713 2,0747 2,1035 2,0505 1,9681 1,9219 1,9340 1,9724 1,9832 1,9391 1,8680 1,8299 1,8705 1,9984 2,1916 2,4077 2,5947 2,7129 2,7584 2,7625 2,7620 2,7735 2,7954 2,8345 2,9143 3,0500 3,2266 3,4071 3,5520 3,6185 3,5582 3,3398 2,9849 2,5778 2,2279 2,0124 1,9556 2,0459 2,2508 2,5245 2,8284 3,1470 3,4684 3,7512 3,9231 3,9215 3,7376 3,4213 3,0507 2,6905 2,3682 2,0846 1,8374 1,6346 1,4966 1,4522 1,5257 1,7126 1,9584 2,1641 2,2362 2,1474 1,9449 1,7116 1,5270 1,4558 1,5495 1,8366 2,2963 2,8525 3,3936 3,7983 3,9678 3,8626 3,5171 3,0198 2,4730 1,9603 1,5424 1,2597 1,1250 1,1198 1,2067 1,3477 1,5201 1,7167 1,9323 2,1574 2,3855 2,6198 2,8733 3,1585 3,4716 3,7900 4,0820 4,3105 4,4287 4,3856 4,1572 3,7785 3,3372 2,9296 2,6186 2,4288 2,3794 2,4936 2,7616 3,1208 3,4838 3,7729 3,9430 3,9911 3,9454 3,8516 3,7641 3,7168 3,6985 3,6732 3,6192 3,5457 3,4838 3,4643 3,4952 3,5535 3,5989 3,5955 3,5276 3,4075 3,2641 3,1160 2,9543 2,7476 2,4633 2,1001 1,6953 1,2918 0,9167 0,5999 0,3837 0,2990 0,3501 0,5184 0,7685 1,0561 1,3320 1,5464 1,6698 1,7064 1,6706 1,5634 1,3806 1,1318 0,8472 0,5671 0,3214 0,1299 0,0154 -0,0008 0,0903 0,2891 0,5855 0,9482 1,3212 1,6360 1,8440 1,9475 1,9857 1,9920 1,9745 1,9235 1,8332 1,7252 1,6444 1,6261 1,6723 1,7594 1,8670 1,9947 2,1471 2,3108 2,4528 2,5413 2,5606 2,5110 2,4117 2,3014 2,2215 2,1891 2,1795 2,1349 1,9985 1,7497 1,4136 1,0511 0,7312 0,4930 0,3265 0,1924 0,0640 -0,0410 -0,0637 0,0511 0,3039 0,6229 0,8979 1,0376 1,0144 0,8658 0,6571 0,4350 0,2193 0,0322 -0,0927 -0,1464 -0,1610 -0,1778 -0,2258 -0,3233 -0,4665 -0,6253 -0,7649 -0,8649 -0,9294 -0,9931 -1,1059 -1,2937 -1,5354 -1,7819 -1,9829 -2,0948 -2,0896 -1,9741 -1,7981 -1,6293 -1,5188 -1,4776 -1,4681 -1,4203 -1,2757 -1,0217 -0,6907 -0,3470 -0,0715 0,0713 0,0672 -0,0518 -0,2424 -0,4666 -0,6852 -0,8596 -0,9618 -0,9815 -0,9304 -0,8375 -0,7377 -0,6581 -0,5919 -0,4832 -0,2595 0,1038 0,5579 1,0138 1,3888 1,6311 1,7295 1,7149 1,6504 1,6040 1,6092 1,6510 1,6895 1,6953 1,6758 1,6761 1,7408 1,8737 2,0366 2,1789 2,2684 2,3095 2,3252 2,3135 2,2383 2,0675 1,8034 1,4769 1,1295 0,8043 0,5389 0,3492 0,2260 0,1523 0,1164 0,0923 0,0236 -0,1472 -0,4306 -0,7870 -1,1649 -1,5246 -1,8264 -2,0275 -2,1069 -2,0871 -2,0308 -2,0198 -2,1137 -2,3069 -2,5315 -2,7153 -2,8370 -2,9327 -3,0582 -3,2441 -3,4757 -3,7173
