Fp1   0,0177 0,0623 0,1652 0,3629 0,6764 1,0966 1,5784 2,0637 2,5138 2,9144 3,2506 3,4934 3,6189 3,6307 3,5571 3,4290 3,2628 3,0567 2,7948 2,4580 2,0427 1,5719 1,0859 0,6231 0,2086 -0,1491 -0,4545 -0,7166 -0,9390 -1,1152 -1,2365 -1,3057 -1,3373 -1,3472 -1,3543 -1,3876 -1,4793 -1,6508 -1,9088 -2,2474 -2,6377 -3,0188 -3,3190 -3,4934 -3,5347 -3,4584 -3,2869 -3,0384 -2,7294 -2,3894 -2,0610 -1,7812 -1,5666 -1,4108 -1,2925 -1,1894 -1,0917 -1,0040 -0,9371 -0,9066 -0,9308 -1,0185 -1,1629 -1,3466 -1,5483 -1,7411 -1,8935 -1,9780 -1,9851 -1,9314 -1,8438 -1,7349 -1,5968 -1,4158 -1,1899 -0,9344 -0,6680 -0,3941 -0,1009 0,2117 0,5175 0,7845 0,9979 1,1590 1,2701 1,3260 1,3182 1,2405 1,0898 0,8683 0,5904 0,2802 -0,0377 -0,3387 -0,5953 -0,7827 -0,8853 -0,9045 -0,8621 -0,7914 -0,7156 -0,6326 -0,5193 -0,3500 -0,1101 0,1952 0,5347 0,8612 1,1280 1,2976 1,3423 1,2503 1,0395 0,7680 0,5217 0,3812 0,3858 0,5228 0,7496 1,0190 1,2885 1,5237 1,6968 1,7867 1,7896 1,7286 1,6434 1,5694 1,5246 1,5110 1,5189 1,5291 1,5208 1,4857 1,4331 1,3842 1,3570 1,3505 1,3589 1,4028 1,5269 1,7634 2,1043 2,5024 2,8949 3,2316 3,4892 3,6701 3,7953 3,8915 3,9773 4,0577 4,1295 4,1955 4,2702 4,3715 4,5111 4,6911 4,9047 5,1346 5,3521 5,5250 5,6345 5,6788 5,6611 5,5926 5,5005 5,4142 5,3499 5,3114 5,2934 5,2936 5,3303 5,4356 5,6307 5,9096 6,2334 6,5431 6,7840 6,9280 6,9802 6,9669 6,9097 6,8131 6,6814 6,5329 6,3811 6,2070 5,9622 5,6027 5,1208 4,5502 3,9473 3,3709 2,8728 2,4892 2,2354 2,1036 2,0697 2,1071 2,1916 2,2969 2,3977 2,4748 2,5081 2,4675 2,3229 2,0677 1,7274 1,3434 0,9497 0,5620 0,1854 -0,1678 -0,4707 -0,6947 -0,8267 -0,8749 -0,8663 -0,8375 -0,8185 -0,8268 -0,8746 -0,9725 -1,1216 -1,3156 -1,5503 -1,8195 -2,1016 -2,3626 -2,5708 -2,7086 -2,7752 -2,7803 -2,7374 -2,6608 -2,5653 -2,4657 -2,3711 -2,2903 -2,2415 -2,2462 -2,3081 -2,4037 -2,4895 -2,5248 -2,4956 -2,4218 -2,3408 -2,2886 -2,2906 -2,3512 -2,4485 -2,5487 -2,6211 -2,6394 -2,5835 -2,4489 -2,2512 -2,0153 -1,7615 -1,5083 -1,2828 -1,1162 -1,0274 -1,0118 -1,0532 -1,1459 -1,3004 -1,5261 -1,8121 -2,1245 -2,4239 -2,6844 -2,8937 -3,0472 -3,1435 -3,1761 -3,1331 -3,0119 -2,8270 -2,5998 -2,3545 -2,1320 -1,9869 -1,9599 -2,0585 -2,2670 -2,5742 -2,9820 -3,4750 -3,9920 -4,4450 -4,7709 -4,9628 -5,0646 -5,1423 -5,2434 -5,3654 -5,4613 -5,4825 -5,4203 -5,3049 -5,1712 -5,0317 -4,8759 -4,6840 -4,4466 -4,1803 -3,9220 -3,7055 -3,5447 -3,4361 -3,3673 -3,3171 -3,2538 -3,1551 -3,0317 -2,9259 -2,8772 -2,8863 -2,9179 -2,9374 -2,9378 -2,9343 -2,9383 -2,9438 -2,9384 -2,9178 -2,8877 -2,8644 -2,8744 -2,9412 -3,0667 -3,2332 -3,4187 -3,6056 -3,7850 -3,9586 -4,1314 -4,2995 -4,4466 -4,5475 -4,5801 -4,5379 -4,4242 -4,2394 -3,9840 -3,6752 -3,3479 -3,0351 -2,7516 -2,4958 -2,2639 -2,0628 -1,9098 -1,8130 -1,7557 -1,7106 -1,6727 -1,6638 -1,6971 -1,7460 -1,7556 -1,6796 -1,5059 -1,2502 -0,9367 -0,5847 -0,2043 0,1997 0,6201 1,0408 1,4364 1,7830 2,0743 2,3255 2,5607 2,7983 3,0430 3,2777 3,4645 3,5635 3,5558 3,4547 3,3013 3,1495 3,0419 2,9889 2,9670 2,9338 2,8483 2,6889 2,4614 2,1850 1,8754 1,5491 1,2298 0,9340 0,6538 0,3604 0,0231 -0,3750 -0,8283 -1,3044 -1,7476 -2,0967 -2,3163 -2,4230 -2,4839 -2,5758 -2,7303 -2,9200 -3,0927 -3,2038 -3,2225 -3,1316 -2,9290 -2,6296 -2,2685 -1,8923 -1,5367 -1,2132 -0,9117 -0,6047 -0,2567 0,1567 0,6368 1,1684 1,7271 2,2814 2,8040 3,2829 3,7179 4,1161 4,4975 4,8898 5,3102 5,7560 6,2079 6,6394 7,0269 7,3598 7,6411 7,8822 8,0952 8,2872 8,4568 8,5946 8,6842 8,7076 8,6588 8,5510 8,4029 8,2163 7,9740 7,6582 7,2695 6,8239 6,3396 5,8296 5,3076 4,7957 4,3210 3,9069 3,5656 3,2969 3,0923 2,9473 2,8691 2,8588 2,8908 2,9246 2,9319 2,9027 2,8388 2,7518 2,6540 2,5454 2,4218 2,2901 2,1601 2,0282 1,8846 1,7317 1,5854 1,4625 1,3825 1,3765 1,4807 1,7165 2,0749 2,5235 3,0308 3,5778 4,1533 4,7498 5,3581 5,9526 6,4885 6,9212 7,2314 7,4278 7,5281 7,5457 7,4961 7,3995 7,2750 7,1411 7,0221 6,9450 6,9243 6,9485 6,9919 7,0328 7,0544 7,0372 6,9628 6,8279 6,6478 6,4367 6,1954 5,9346 5,6816 5,4495 5,2177 4,9430 4,5816 4,1080 3,5290 2,8871 2,2487 1,6772 1,2099 0,8479 0,5667 0,3346 0,1319 -0,0380 -0,1562 -0,2075 -0,1896 -0,1079 0,0335 0,2366 0,5042 0,8330 1,2134 1,6352 2,0895 2,5622 3,0313 3,4760 3,8887 4,2835 4,6909 5,1381 5,6308 6,1531 6,6795 7,1846 7,6524 8,0821 8,4817 8,8517 9,1727 9,4096 9,5295 9,5134 9,3453 9,0088 8,5070 7,8700 7,1376 6,3455 5,5217 4,6939 3,8919 3,1373 2,4364 1,7958 1,2330 0,7631 0,3856 0,0884 -0,1443 -0,3375 -0,5341 -0,7895 -1,1463 -1,6071 -2,1348 -2,6806 -3,2104 -3,7085 -4,1604 -4,5448 -4,8456 -5,0606 -5,1992
Fz    -0,4203 -0,2783 -0,1199 0,0814 0,3575 0,7202 1,1462 1,5953 2,0391 2,4591 2,8247 3,0914 3,2264 3,2324 3,1458 3,0099 2,8474 2,6544 2,4110 2,0963 1,7034 1,2500 0,7745 0,3184 -0,0907 -0,4389 -0,7149 -0,9077 -1,0153 -1,0516 -1,0432 -1,0197 -1,0009 -0,9899 -0,9842 -0,9900 -1,0206 -1,0879 -1,2064 -1,3983 -1,6776 -2,0214 -2,3738 -2,6799 -2,9032 -3,0193 -3,0070 -2,8486 -2,5442 -2,1311 -1,6794 -1,2602 -0,9168 -0,6590 -0,4739 -0,3439 -0,2600 -0,2224 -0,2331 -0,2949 -0,4107 -0,5776 -0,7897 -1,0388 -1,3023 -1,5403 -1,7154 -1,8105 -1,8331 -1,8106 -1,7726 -1,7295 -1,6682 -1,5655 -1,4015 -1,1664 -0,8587 -0,4775 -0,0254 0,4709 0,9538 1,3599 1,6526 1,8330 1,9334 1,9974 2,0536 2,0995 2,1084 2,0498 1,9069 1,6790 1,3760 1,0170 0,6319 0,2604 -0,0528 -0,2727 -0,3911 -0,4307 -0,4258 -0,3897 -0,3045 -0,1460 0,0929 0,3977 0,7386 1,0783 1,3783 1,5962 1,6826 1,5958 1,3364 0,9730 0,6231 0,3988 0,3552 0,4780 0,7128 1,0036 1,3110 1,6100 1,8782 2,0904 2,2304 2,3045 2,3363 2,3469 2,3464 2,3371 2,3170 2,2791 2,2173 2,1355 2,0526 2,0025 2,0168 2,0941 2,2075 2,3463 2,5287 2,7793 3,1029 3,4738 3,8453 4,1729 4,4322 4,6240 4,7710 4,9015 5,0298 5,1532 5,2620 5,3525 5,4359 5,5338 5,6661 5,8443 6,0655 6,3090 6,5390 6,7199 6,8309 6,8642 6,8205 6,7220 6,6131 6,5298 6,4809 6,4577 6,4497 6,4618 6,5205 6,6565 6,8878 7,2120 7,5983 7,9913 8,3301 8,5657 8,6723 8,6548 8,5378 8,3466 8,1124 7,8799 7,6796 7,4918 7,2546 6,9104 6,4416 5,8707 5,2386 4,5927 3,9865 3,4753 3,1074 2,9121 2,8890 3,0076 3,2165 3,4524 3,6523 3,7690 3,7764 3,6624 3,4250 3,0798 2,6644 2,2219 1,7771 1,3323 0,8849 0,4464 0,0431 -0,2917 -0,5265 -0,6474 -0,6745 -0,6568 -0,6485 -0,6908 -0,8093 -1,0113 -1,2790 -1,5789 -1,8819 -2,1694 -2,4295 -2,6549 -2,8391 -2,9741 -3,0547 -3,0814 -3,0546 -2,9712 -2,8330 -2,6558 -2,4621 -2,2750 -2,1229 -2,0346 -2,0206 -2,0657 -2,1354 -2,1867 -2,1908 -2,1572 -2,1240 -2,1292 -2,1968 -2,3281 -2,4954 -2,6572 -2,7781 -2,8301 -2,7921 -2,6609 -2,4583 -2,2204 -1,9813 -1,7676 -1,5980 -1,4833 -1,4224 -1,3967 -1,3809 -1,3723 -1,3981 -1,4938 -1,6732 -1,9132 -2,1666 -2,3906 -2,5586 -2,6565 -2,6753 -2,6073 -2,4517 -2,2296 -1,9811 -1,7402 -1,5236 -1,3491 -1,2455 -1,2352 -1,3166 -1,4719 -1,6979 -2,0195 -2,4570 -2,9811 -3,5169 -3,9921 -4,3734 -4,6711 -4,9216 -5,1543 -5,3571 -5,4800 -5,4803 -5,3657 -5,1907 -5,0123 -4,8542 -4,7061 -4,5389 -4,3298 -4,0835 -3,8330 -3,6201 -3,4732 -3,4023 -3,4042 -3,4580 -3,5167 -3,5249 -3,4595 -3,3468 -3,2329 -3,1450 -3,0874 -3,0600 -3,0678 -3,1099 -3,1650 -3,1960 -3,1744 -3,0956 -2,9800 -2,8683 -2,8027 -2,7972 -2,8292 -2,8652 -2,8918 -2,9159 -2,9512 -3,0148 -3,1206 -3,2673 -3,4342 -3,5847 -3,6775 -3,6832 -3,5866 -3,3795 -3,0605 -2,6484 -2,1870 -1,7287 -1,3154 -0,9750 -0,7247 -0,5719 -0,5092 -0,5075 -0,5192 -0,5040 -0,4665 -0,4514 -0,4912 -0,5700 -0,6374 -0,6412 -0,5499 -0,3564 -0,0711 0,2872 0,6968 1,1403 1,6042 2,0641 2,4754 2,7976 3,0282 3,2069 3,3870 3,6008 3,8447 4,0833 4,2673 4,3580 4,3458 4,2535 4,1279 4,0254 3,9933 4,0515 4,1828 4,3381 4,4552 4,4855 4,4120 4,2431 4,0009 3,7211 3,4451 3,1955 2,9587 2,6930 2,3548 1,9198 1,3912 0,8013 0,2069 -0,3281 -0,7590 -1,0868 -1,3653 -1,6628 -1,9981 -2,3237 -2,5691 -2,6808 -2,6305 -2,4110 -2,0366 -1,5441 -0,9981 -0,4774 -0,0405 0,2955 0,5513 0,7758 1,0297 1,3639 1,8040 2,3448 2,9507 3,5671 4,1480 4,6764 5,1591 5,6146 6,0760 6,5821 7,1523 7,7774 8,4262 9,0498 9,5951 10,0301 10,3538 10,5858 10,7539 10,8882 11,0143 11,1448 11,2731 11,3740 11,4215 11,4095 11,3500 11,2517 11,1074 10,9046 10,6412 10,3259 9,9655 9,5568 9,0965 8,5953 8,0817 7,5941 7,1653 6,8096 6,5244 6,3079 6,1699 6,1124 6,1014 6,0754 5,9876 5,8333 5,6431 5,4591 5,3034 5,1649 5,0196 4,8530 4,6557 4,4126 4,1091 3,7512 3,3681 2,9992 2,6911 2,5001 2,4799 2,6583 3,0188 3,5087 4,0732 4,6812 5,3249 6,0074 6,7226 7,4355 8,0853 8,6189 9,0196 9,2985 9,4656 9,5277 9,5081 9,4493 9,3880 9,3402 9,3093 9,2959 9,2963 9,3022 9,3089 9,3163 9,3208 9,3128 9,2826 9,2287 9,1586 9,0730 8,9587 8,8103 8,6389 8,4501 8,2276 7,9399 7,5556 7,0579 6,4555 5,7867 5,1094 4,4758 3,9080 3,3982 2,9304 2,4960 2,0980 1,7485 1,4582 1,2288 1,0575 0,9458 0,9059 0,9536 1,0947 1,3206 1,6174 1,9763 2,3906 2,8417 3,2968 3,7271 4,1258 4,5115 4,9181 5,3783 5,9071 6,4959 7,1157 7,7244 8,2839 8,7814 9,2273 9,6319 9,9898 10,2823 10,4863 10,5760 10,5154 10,2715 9,8451 9,2689 8,5810 7,8178 7,0256 6,2585 5,5574 4,9315 4,3653 3,8484 3,3921 3,0133 2,7143 2,4782 2,2783 2,0832 1,8520 1,5307 1,0738 0,4776 -0,2123 -0,9281 -1,6113 -2,2282 -2,7586 -3,1864 -3,5107 -3,7525 -3,9451
F3    -0,5415 -0,4812 -0,3476 -0,1254 0,2008 0,6215 1,0913 1,5580 2,0020 2,4314 2,8381 3,1757 3,3863 3,4414 3,3563 3,1709 2,9238 2,6399 2,3277 1,9846 1,6087 1,2116 0,8177 0,4508 0,1224 -0,1656 -0,4106 -0,6030 -0,7263 -0,7665 -0,7280 -0,6410 -0,5487 -0,4873 -0,4857 -0,5718 -0,7622 -1,0482 -1,4006 -1,7874 -2,1789 -2,5388 -2,8304 -3,0375 -3,1641 -3,2179 -3,1983 -3,0919 -2,8855 -2,5885 -2,2398 -1,8912 -1,5860 -1,3468 -1,1733 -1,0516 -0,9647 -0,8930 -0,8179 -0,7392 -0,6850 -0,6960 -0,8035 -1,0164 -1,3122 -1,6422 -1,9507 -2,1929 -2,3479 -2,4217 -2,4335 -2,3943 -2,3009 -2,1481 -1,9406 -1,6882 -1,3862 -1,0042 -0,5065 0,1042 0,7668 1,3911 1,9009 2,2573 2,4583 2,5246 2,4801 2,3416 2,1218 1,8399 1,5234 1,1941 0,8563 0,5050 0,1433 -0,2046 -0,4949 -0,6816 -0,7439 -0,6977 -0,5761 -0,4034 -0,1913 0,0499 0,3089 0,5736 0,8279 1,0536 1,2363 1,3625 1,4099 1,3515 1,1824 0,9427 0,7052 0,5403 0,4871 0,5459 0,6937 0,9020 1,1412 1,3792 1,5792 1,7068 1,7493 1,7270 1,6813 1,6515 1,6615 1,7157 1,8004 1,8829 1,9230 1,8939 1,7941 1,6475 1,4884 1,3404 1,2249 1,1893 1,2986 1,5927 2,0540 2,6101 3,1649 3,6392 3,9965 4,2457 4,4267 4,5821 4,7338 4,8809 5,0134 5,1239 5,2131 5,2902 5,3736 5,4904 5,6641 5,8977 6,1672 6,4315 6,6519 6,7981 6,8467 6,7967 6,6782 6,5321 6,3901 6,2721 6,1860 6,1357 6,1351 6,2051 6,3609 6,6004 6,8940 7,1900 7,4367 7,6006 7,6741 7,6717 7,6096 7,4927 7,3307 7,1534 6,9891 6,8313 6,6427 6,3854 6,0461 5,6350 5,1685 4,6619 4,1402 3,6446 3,2262 2,9307 2,7841 2,7872 2,9165 3,1240 3,3463 3,5226 3,6026 3,5447 3,3205 2,9334 2,4289 1,8745 1,3235 0,7953 0,2903 -0,1844 -0,6085 -0,9590 -1,2190 -1,3826 -1,4611 -1,4864 -1,5006 -1,5422 -1,6441 -1,8274 -2,0887 -2,4042 -2,7445 -3,0762 -3,3588 -3,5535 -3,6402 -3,6289 -3,5606 -3,4934 -3,4766 -3,5232 -3,6063 -3,6827 -3,7132 -3,6772 -3,5854 -3,4755 -3,3863 -3,3373 -3,3219 -3,3128 -3,2875 -3,2509 -3,2213 -3,2093 -3,2232 -3,2722 -3,3573 -3,4671 -3,5787 -3,6528 -3,6413 -3,5116 -3,2658 -2,9335 -2,5554 -2,1749 -1,8391 -1,5949 -1,4719 -1,4642 -1,5404 -1,6738 -1,8537 -2,0718 -2,3091 -2,5346 -2,7195 -2,8514 -2,9294 -2,9527 -2,9180 -2,8161 -2,6376 -2,3905 -2,1054 -1,8152 -1,5469 -1,3405 -1,2521 -1,3209 -1,5364 -1,8495 -2,2172 -2,6297 -3,0854 -3,5543 -3,9819 -4,3272 -4,5912 -4,8169 -5,0653 -5,3702 -5,7015 -5,9748 -6,1094 -6,0883 -5,9611 -5,7940 -5,6266 -5,4660 -5,2977 -5,1018 -4,8731 -4,6301 -4,4010 -4,2070 -4,0593 -3,9651 -3,9208 -3,9016 -3,8763 -3,8371 -3,8037 -3,7938 -3,8003 -3,8022 -3,7917 -3,7858 -3,8097 -3,8663 -3,9235 -3,9328 -3,8584 -3,6977 -3,4889 -3,2962 -3,1748 -3,1460 -3,2033 -3,3318 -3,5143 -3,7325 -3,9689 -4,2027 -4,4075 -4,5574 -4,6281 -4,5988 -4,4614 -4,2232 -3,8991 -3,5084 -3,0782 -2,6449 -2,2485 -1,9227 -1,6881 -1,5505 -1,5062 -1,5472 -1,6494 -1,7608 -1,8270 -1,8360 -1,8207 -1,8147 -1,8243 -1,8358 -1,8322 -1,8008 -1,7300 -1,6029 -1,3992 -1,1066 -0,7259 -0,2724 0,2175 0,6859 1,0777 1,3742 1,6018 1,8099 2,0413 2,3134 2,6119 2,8983 3,1292 3,2775 3,3418 3,3436 3,3186 3,3063 3,3345 3,4030 3,4799 3,5150 3,4646 3,3112 3,0656 2,7561 2,4196 2,0937 1,8026 1,5468 1,3035 1,0364 0,7100 0,3084 -0,1515 -0,6228 -1,0476 -1,3841 -1,6320 -1,8436 -2,0924 -2,4080 -2,7515 -3,0528 -3,2555 -3,3274 -3,2557 -3,0421 -2,7033 -2,2800 -1,8319 -1,4082 -1,0257 -0,6733 -0,3240 0,0546 0,4887 0,9876 1,5415 2,1238 2,6966 3,2281 3,7101 4,1509 4,5617 4,9599 5,3700 5,8124 6,2960 6,8117 7,3210 7,7650 8,0983 8,3162 8,4517 8,5527 8,6574 8,7836 8,9344 9,1036 9,2716 9,4089 9,4917 9,5056 9,4348 9,2657 9,0021 8,6725 8,3154 7,9592 7,6120 7,2651 6,9062 6,5331 6,1566 5,7946 5,4645 5,1857 4,9869 4,9009 4,9340 5,0386 5,1302 5,1330 5,0117 4,7745 4,4592 4,1085 3,7557 3,4311 3,1631 2,9586 2,7868 2,5959 2,3497 2,0473 1,7179 1,4124 1,1956 1,1324 1,2659 1,5956 2,0796 2,6605 3,2935 3,9567 4,6476 5,3642 6,0823 6,7493 7,3080 7,7282 8,0099 8,1601 8,1851 8,1083 7,9709 7,8128 7,6657 7,5591 7,5185 7,5496 7,6316 7,7308 7,8195 7,8813 7,9087 7,9009 7,8671 7,8261 7,7867 7,7342 7,6561 7,5589 7,4433 7,2792 7,0138 6,6013 6,0319 5,3424 4,6030 3,8902 3,2574 2,7125 2,2246 1,7528 1,2736 0,7937 0,3493 -0,0162 -0,2792 -0,4441 -0,5322 -0,5613 -0,5342 -0,4450 -0,2873 -0,0506 0,2881 0,7517 1,3333 1,9860 2,6484 3,2776 3,8657 4,4371 5,0271 5,6549 6,3140 6,9805 7,6188 8,1924 8,6842 9,0992 9,4440 9,7099 9,8771 9,9323 9,8753 9,7047 9,4122 8,9995 8,4838 7,8876 7,2330 6,5452 5,8564 5,1990 4,5885 4,0255 3,5169 3,0827 2,7363 2,4684 2,2510 2,0510 1,8350 1,5643 1,1951 0,6988 0,0857 -0,6018 -1,3182 -2,0387 -2,7580 -3,4684 -4,1459 -4,7555 -5,2619 -5,6396
F7    -0,3905 -0,6081 -0,7079 -0,6106 -0,2969 0,1962 0,7859 1,3748 1,8953 2,3271 2,6722 2,9270 3,0894 3,1761 3,2150 3,2310 3,2381 3,2288 3,1623 2,9783 2,6412 2,1727 1,6380 1,1068 0,6310 0,2357 -0,0866 -0,3610 -0,5993 -0,7879 -0,9063 -0,9540 -0,9501 -0,9189 -0,8888 -0,8976 -0,9805 -1,1610 -1,4571 -1,8762 -2,3862 -2,9041 -3,3270 -3,5806 -3,6406 -3,5262 -3,2844 -2,9663 -2,6117 -2,2563 -1,9357 -1,6732 -1,4728 -1,3269 -1,2202 -1,1303 -1,0422 -0,9601 -0,8978 -0,8713 -0,8998 -0,9914 -1,1314 -1,3025 -1,5033 -1,7287 -1,9411 -2,0757 -2,0809 -1,9549 -1,7333 -1,4489 -1,1160 -0,7444 -0,3552 0,0173 0,3411 0,6086 0,8338 1,0246 1,1750 1,2939 1,4169 1,5694 1,7241 1,8053 1,7427 1,5145 1,1408 0,6633 0,1418 -0,3559 -0,7730 -1,0717 -1,2342 -1,2645 -1,1849 -1,0337 -0,8641 -0,7290 -0,6498 -0,6017 -0,5288 -0,3765 -0,1159 0,2458 0,6644 1,0723 1,4006 1,5984 1,6450 1,5476 1,3307 1,0364 0,7349 0,5164 0,4470 0,5359 0,7507 1,0374 1,3298 1,5688 1,7157 1,7509 1,6819 1,5529 1,4333 1,3787 1,4037 1,4864 1,5822 1,6337 1,5944 1,4521 1,2309 0,9803 0,7533 0,5839 0,4943 0,5214 0,7099 1,0713 1,5602 2,0943 2,5935 3,0073 3,3155 3,5156 3,6199 3,6576 3,6662 3,6714 3,6763 3,6787 3,6956 3,7564 3,8744 4,0365 4,2188 4,4016 4,5612 4,6688 4,7169 4,7318 4,7379 4,7361 4,7264 4,7182 4,7144 4,7093 4,6926 4,6618 4,6437 4,6868 4,8321 5,0921 5,4426 5,8318 6,2014 6,5039 6,7179 6,8494 6,9137 6,9202 6,8756 6,7938 6,6898 6,5589 6,3658 6,0600 5,6107 5,0332 4,3874 3,7560 3,2144 2,8126 2,5644 2,4398 2,3815 2,3407 2,2909 2,2180 2,1228 2,0255 1,9424 1,8575 1,7302 1,5310 1,2610 0,9432 0,6018 0,2489 -0,1195 -0,5076 -0,8896 -1,2115 -1,4315 -1,5521 -1,6101 -1,6417 -1,6620 -1,6754 -1,6948 -1,7410 -1,8323 -1,9793 -2,1873 -2,4490 -2,7340 -3,0019 -3,2209 -3,3692 -3,4248 -3,3627 -3,1721 -2,8792 -2,5433 -2,2250 -1,9630 -1,7877 -1,7387 -1,8467 -2,0990 -2,4235 -2,7091 -2,8664 -2,8790 -2,7982 -2,6999 -2,6463 -2,6694 -2,7626 -2,8919 -3,0248 -3,1343 -3,1852 -3,1445 -3,0013 -2,7681 -2,4679 -2,1226 -1,7620 -1,4392 -1,2148 -1,1214 -1,1527 -1,2862 -1,5045 -1,7940 -2,1327 -2,4852 -2,8126 -3,0895 -3,3066 -3,4604 -3,5490 -3,5763 -3,5403 -3,4238 -3,2108 -2,9047 -2,5276 -2,1231 -1,7643 -1,5287 -1,4536 -1,5257 -1,7117 -1,9900 -2,3535 -2,7830 -3,2252 -3,6078 -3,8809 -4,0455 -4,1457 -4,2405 -4,3749 -4,5528 -4,7393 -4,9017 -5,0418 -5,1803 -5,3167 -5,4147 -5,4223 -5,3024 -5,0595 -4,7458 -4,4366 -4,1922 -4,0323 -3,9375 -3,8687 -3,7865 -3,6651 -3,5092 -3,3597 -3,2788 -3,3162 -3,4679 -3,6683 -3,8347 -3,9158 -3,9054 -3,8276 -3,7160 -3,6091 -3,5432 -3,5260 -3,5319 -3,5430 -3,5725 -3,6404 -3,7509 -3,8922 -4,0439 -4,1871 -4,3165 -4,4367 -4,5448 -4,6182 -4,6249 -4,5506 -4,4137 -4,2411 -4,0365 -3,7923 -3,5260 -3,2765 -3,0600 -2,8512 -2,6104 -2,3189 -1,9898 -1,6577 -1,3575 -1,1058 -0,9051 -0,7704 -0,7369 -0,8218 -0,9778 -1,1066 -1,1331 -1,0540 -0,9111 -0,7425 -0,5607 -0,3556 -0,1128 0,1670 0,4688 0,7726 1,0599 1,3265 1,5871 1,8634 2,1784 2,5480 2,9503 3,3130 3,5494 3,6066 3,4972 3,3033 3,1381 3,0753 3,1059 3,1552 3,1377 3,0021 2,7500 2,4256 2,0760 1,7227 1,3781 1,0605 0,7740 0,4940 0,1861 -0,1776 -0,6194 -1,1452 -1,7163 -2,2378 -2,5979 -2,7372 -2,6828 -2,5231 -2,3589 -2,2576 -2,2368 -2,2815 -2,3610 -2,4287 -2,4290 -2,3231 -2,1135 -1,8427 -1,5665 -1,3228 -1,1252 -0,9666 -0,8153 -0,6205 -0,3442 0,0195 0,4598 0,9635 1,5114 2,0745 2,6118 3,0740 3,4346 3,7172 3,9821 4,2834 4,6331 5,0047 5,3693 5,7184 6,0534 6,3689 6,6561 6,9106 7,1295 7,3085 7,4405 7,5090 7,5009 7,4329 7,3432 7,2470 7,1182 6,9221 6,6513 6,3239 5,9613 5,5732 5,1576 4,7248 4,3139 3,9696 3,7113 3,5363 3,4337 3,3800 3,3458 3,3186 3,2975 3,2706 3,2229 3,1512 3,0509 2,9065 2,7142 2,4900 2,2471 1,9933 1,7451 1,5202 1,3208 1,1422 0,9889 0,8692 0,7853 0,7427 0,7637 0,8792 1,1044 1,4290 1,8344 2,3152 2,8651 3,4529 4,0398 4,6068 5,1442 5,6284 6,0236 6,3064 6,4898 6,6077 6,6747 6,6774 6,5973 6,4361 6,2274 6,0292 5,9080 5,9115 6,0360 6,2299 6,4361 6,6164 6,7421 6,7804 6,7027 6,5013 6,1815 5,7608 5,2950 4,8661 4,5259 4,2748 4,0763 3,8634 3,5559 3,1094 2,5469 1,9427 1,3870 0,9570 0,6905 0,5688 0,5285 0,4948 0,4239 0,3201 0,2145 0,1381 0,1126 0,1494 0,2560 0,4474 0,7475 1,1686 1,6891 2,2561 2,8132 3,3248 3,7715 4,1432 4,4541 4,7458 5,0542 5,3867 5,7281 6,0560 6,3572 6,6393 6,9239 7,2277 7,5509 7,8756 8,1669 8,3874 8,5140 8,5253 8,3846 8,0640 7,5779 6,9760 6,3091 5,6075 4,8925 4,1983 3,5590 2,9763 2,4253 1,8870 1,3587 0,8449 0,3597 -0,0674 -0,4127 -0,6912 -0,9592 -1,2751 -1,6536 -2,0623 -2,4705 -2,8933 -3,3731 -3,9153 -4,4637 -4,9440 -5,3123 -5,5630
