Fp1   2,1157 1,8967 1,7181 1,5835 1,4960 1,4566 1,4613 1,4966 1,5412 1,5775 1,6040 1,6310 1,6664 1,7060 1,7289 1,6979 1,5718 1,3248 0,9619 0,5216 0,0632 -0,3585 -0,7135 -1,0029 -1,2529 -1,4951 -1,7398 -1,9645 -2,1327 -2,2208 -2,2316 -2,1847 -2,0979 -1,9778 -1,8259 -1,6482 -1,4590 -1,2764 -1,1174 -0,9909 -0,8904 -0,7907 -0,6584 -0,4713 -0,2298 0,0400 0,2922 0,4767 0,5606 0,5408 0,4450 0,3178 0,1970 0,0950 0,0026 -0,0942 -0,2033 -0,3243 -0,4475 -0,5535 -0,6190 -0,6298 -0,5883 -0,5075 -0,4000 -0,2746 -0,1411 -0,0120 0,1020 0,1937 0,2548 0,2772 0,2612 0,2132 0,1351 0,0209 -0,1380 -0,3468 -0,6017 -0,8822 -1,1511 -1,3675 -1,5035 -1,5544 -1,5393 -1,4931 -1,4535 -1,4513 -1,5033 -1,6094 -1,7584 -1,9370 -2,1301 -2,3225 -2,5096 -2,7004 -2,9038 -3,1160 -3,3214 -3,5023 -3,6474 -3,7551 -3,8318 -3,8892 -3,9402 -4,0008 -4,0912 -4,2301 -4,4220 -4,6520 -4,8887 -5,0922 -5,2262 -5,2681 -5,2134 -5,0747 -4,8756 -4,6428 -4,4031 -4,1772 -3,9695 -3,7673 -3,5480 -3,2903 -2,9839 -2,6335 -2,2554 -1,8737 -1,5165 -1,2058 -0,9475 -0,7369 -0,5718 -0,4534 -0,3767 -0,3267 -0,2822 -0,2224 -0,1370 -0,0338 0,0659 0,1411 0,1820 0,1904 0,1751 0,1522 0,1446 0,1719 0,2374 0,3252 0,4075 0,4589 0,4700 0,4478 0,4061 0,3537 0,2906 0,2126 0,1168 0,0033 -0,1238 -0,2522 -0,3640 -0,4422 -0,4739 -0,4533 -0,3853 -0,2846 -0,1690 -0,0508 0,0686 0,2000 0,3564 0,5385 0,7317 0,9150 1,0679 1,1705 1,2082 1,1799 1,1002 0,9868 0,8495 0,6920 0,5190 0,3385 0,1579 -0,0166 -0,1746 -0,2993 -0,3732 -0,3879 -0,3515 -0,2865 -0,2174 -0,1568 -0,1045 -0,0549 -0,0051 0,0437 0,0875 0,1185 0,1251 0,0977 0,0367 -0,0435 -0,1182 -0,1610 -0,1522 -0,0864 0,0228 0,1456 0,2493 0,3110 0,3159 0,2565 0,1387 -0,0145 -0,1718 -0,3061 -0,3964 -0,4251 -0,3804 -0,2603 -0,0737 0,1612 0,4185 0,6715 0,8979 1,0830 1,2204 1,3095 1,3571 1,3787 1,3940 1,4211 1,4724 1,5443 1,6133 1,6520 1,6476 1,6052 1,5412 1,4801 1,4498 1,4700 1,5392 1,6332 1,7201 1,7772 1,7936 1,7651 1,6939 1,5928 1,4849 1,3897 1,3099 1,2333 1,1447 1,0347 0,9004 0,7415 0,5567 0,3422 0,0960 -0,1749 -0,4482 -0,6916 -0,8748 -0,9850 -1,0333 -1,0458 -1,0446 -1,0372 -1,0233 -1,0056 -0,9934 -0,9998 -1,0359 -1,1019 -1,1792 -1,2377 -1,2520 -1,2138 -1,1302 -1,0127 -0,8732 -0,7264 -0,5865 -0,4595 -0,3390 -0,2051 -0,0322 0,1930 0,4597 0,7434 1,0217 1,2756 1,4829 1,6214 1,6799 1,6624 1,5860 1,4760 1,3562 1,2399 1,1322 1,0378 0,9615 0,9036 0,8601 0,8268 0,8041 0,7979 0,8147 0,8561 0,9150 0,9738 1,0084 1,0048 0,9733 0,9445 0,9491 1,0024 1,1001 1,2232 1,3487 1,4638 1,5713 1,6804 1,7910 1,8890 1,9562 1,9877 1,9971 2,0069 2,0305 2,0611 2,0778 2,0665 2,0353 2,0084 2,0082 2,0447 2,1133 2,1956 2,2663 2,3065 2,3162 2,3190 2,3471 2,4152 2,5087 2,5987 2,6652 2,7061 2,7338 2,7669 2,8171 2,8805 2,9453 3,0044 3,0576 3,1086 3,1631 3,2216 3,2717 3,2946 3,2805 3,2361 3,1778 3,1221 3,0805 3,0581 3,0529 3,0591 3,0733 3,0933 3,1164 3,1383 3,1496 3,1360 3,0886 3,0130 2,9313 2,8710 2,8541 2,8911 2,9795 3,1007 3,2245 3,3231 3,3803 3,3902 3,3565 3,2935 3,2213 3,1539 3,0874 3,0037 2,8893 2,7520 2,6195 2,5265 2,5030 2,5631 2,6961 2,8688 3,0445 3,2045 3,3466 3,4705 3,5711 3,6458 3,6961 3,7202 3,7111 3,6637 3,5831 3,4814 3,3634 3,2186 3,0309 2,7987 2,5461 2,3125 2,1278 1,9953 1,8964 1,8033 1,6901 1,5426 1,3637 1,1703 0,9817 0,8105 0,6625 0,5415 0,4504 0,3875 0,3432 0,3018 0,2512 0,1958 0,1590 0,1665 0,2280 0,3332 0,4662 0,6207 0,8003 1,0098 1,2466 1,4988 1,7516 1,9932 2,2159 2,4178 2,6038 2,7804 2,9490 3,1103 3,2702 3,4300 3,5765 3,6874 3,7452 3,7438 3,6846 3,5728 3,4215 3,2515 3,0767 2,8913 2,6787 2,4276 2,1376 1,8150 1,4680 1,1067 0,7429 0,3837 0,0236 -0,3489 -0,7349 -1,1174 -1,4722 -1,7819 -2,0413 -2,2523 -2,4141 -2,5196 -2,5597 -2,5300 -2,4332 -2,2782 -2,0795 -1,8540 -1,6142 -1,3666 -1,1184 -0,8854 -0,6902 -0,5517 -0,4721 -0,4361 -0,4211 -0,4081 -0,3862 -0,3563 -0,3324 -0,3332 -0,3673 -0,4274 -0,5028 -0,5960 -0,7230 -0,8992 -1,1246 -1,3746 -1,6032 -1,7629 -1,8300 -1,8156 -1,7570 -1,6958 -1,6578 -1,6500 -1,6734 -1,7321 -1,8291 -1,9600 -2,1156 -2,2839 -2,4517 -2,6064 -2,7374 -2,8412 -2,9257 -3,0025 -3,0744 -3,1314 -3,1550 -3,1255 -3,0310 -2,8750 -2,6759 -2,4578 -2,2405 -2,0345 -1,8455 -1,6841 -1,5683 -1,5161 -1,5385 -1,6360 -1,7969 -2,0027 -2,2354 -2,4776 -2,7097 -2,9149 -3,0877 -3,2375 -3,3827 -3,5352 -3,6892 -3,8262 -3,9322 -4,0075 -4,0601 -4,0992 -4,1328 -4,1635 -4,1877 -4,1993 -4,1933 -4,1670 -4,1270 -4,0924 -4,0858 -4,1195 -4,1935 -4,3008 -4,4291 -4,5601 -4,6747 -4,7654 -4,8410 -4,9166 -4,9992 -5,0812 -5,1438 -5,1689 -5,1470 -5,0748 -4,9483 -4,7635 -4,5238 -4,2464
Fz    1,9717 1,7332 1,5407 1,4050 1,3261 1,2966 1,3048 1,3348 1,3694 1,3995 1,4304 1,4733 1,5289 1,5838 1,6139 1,5854 1,4655 1,2376 0,9085 0,5057 0,0682 -0,3658 -0,7689 -1,1300 -1,4571 -1,7655 -2,0537 -2,2953 -2,4571 -2,5225 -2,5006 -2,4190 -2,3044 -2,1687 -2,0102 -1,8237 -1,6078 -1,3682 -1,1175 -0,8703 -0,6345 -0,4058 -0,1706 0,0866 0,3729 0,6786 0,9737 1,2170 1,3737 1,4316 1,4072 1,3366 1,2564 1,1885 1,1398 1,1099 1,0960 1,0924 1,0921 1,0899 1,0846 1,0776 1,0737 1,0816 1,1122 1,1677 1,2372 1,3033 1,3537 1,3809 1,3739 1,3173 1,2011 1,0243 0,7925 0,5173 0,2159 -0,0920 -0,3891 -0,6606 -0,8920 -1,0719 -1,1965 -1,2715 -1,3129 -1,3439 -1,3884 -1,4661 -1,5901 -1,7651 -1,9922 -2,2730 -2,6042 -2,9699 -3,3461 -3,7081 -4,0302 -4,2886 -4,4698 -4,5766 -4,6281 -4,6511 -4,6690 -4,6957 -4,7355 -4,7874 -4,8529 -4,9372 -5,0414 -5,1576 -5,2716 -5,3679 -5,4361 -5,4735 -5,4825 -5,4658 -5,4201 -5,3374 -5,2176 -5,0736 -4,9222 -4,7721 -4,6193 -4,4505 -4,2524 -4,0196 -3,7547 -3,4692 -3,1838 -2,9206 -2,6904 -2,4931 -2,3291 -2,2036 -2,1213 -2,0792 -2,0614 -2,0417 -1,9978 -1,9219 -1,8191 -1,6962 -1,5563 -1,4019 -1,2401 -1,0773 -0,9107 -0,7330 -0,5413 -0,3425 -0,1491 0,0299 0,1951 0,3555 0,5192 0,6814 0,8205 0,9083 0,9252 0,8672 0,7456 0,5856 0,4212 0,2885 0,2176 0,2255 0,3116 0,4599 0,6456 0,8467 1,0515 1,2571 1,4623 1,6621 1,8495 2,0199 2,1714 2,2989 2,3878 2,4204 2,3879 2,2956 2,1578 1,9929 1,8202 1,6543 1,5013 1,3642 1,2479 1,1590 1,1000 1,0678 1,0536 1,0458 1,0368 1,0278 1,0254 1,0333 1,0490 1,0670 1,0817 1,0870 1,0776 1,0504 1,0026 0,9336 0,8531 0,7814 0,7379 0,7299 0,7504 0,7846 0,8187 0,8415 0,8396 0,7996 0,7173 0,6028 0,4756 0,3570 0,2675 0,2276 0,2553 0,3605 0,5397 0,7755 1,0375 1,2886 1,4953 1,6363 1,7072 1,7196 1,6988 1,6780 1,6864 1,7409 1,8438 1,9786 2,1110 2,2031 2,2323 2,1991 2,1223 2,0324 1,9666 1,9552 2,0057 2,0980 2,1968 2,2685 2,2897 2,2469 2,1399 1,9851 1,8136 1,6571 1,5331 1,4380 1,3524 1,2518 1,1181 0,9419 0,7191 0,4504 0,1469 -0,1639 -0,4431 -0,6572 -0,7922 -0,8575 -0,8797 -0,8872 -0,8986 -0,9172 -0,9356 -0,9457 -0,9447 -0,9366 -0,9313 -0,9399 -0,9652 -0,9965 -1,0141 -0,9992 -0,9401 -0,8302 -0,6660 -0,4510 -0,1994 0,0702 0,3450 0,6235 0,9092 1,1964 1,4688 1,7132 1,9288 2,1178 2,2708 2,3705 2,4066 2,3841 2,3197 2,2356 2,1528 2,0851 2,0398 2,0186 2,0175 2,0282 2,0405 2,0457 2,0424 2,0393 2,0499 2,0836 2,1408 2,2132 2,2877 2,3564 2,4246 2,5092 2,6288 2,7899 2,9801 3,1718 3,3369 3,4634 3,5566 3,6271 3,6767 3,6983 3,6854 3,6433 3,5895 3,5451 3,5253 3,5363 3,5749 3,6316 3,6965 3,7640 3,8314 3,8970 3,9591 4,0157 4,0643 4,1006 4,1218 4,1344 4,1503 4,1739 4,1977 4,2125 4,2148 4,2081 4,2042 4,2181 4,2585 4,3221 4,4001 4,4833 4,5618 4,6272 4,6806 4,7330 4,7943 4,8666 4,9467 5,0319 5,1209 5,2092 5,2895 5,3544 5,3973 5,4170 5,4193 5,4108 5,3942 5,3709 5,3440 5,3160 5,2899 5,2719 5,2694 5,2847 5,3153 5,3608 5,4252 5,5099 5,6082 5,7073 5,7925 5,8496 5,8713 5,8623 5,8359 5,8052 5,7756 5,7451 5,7116 5,6814 5,6680 5,6854 5,7441 5,8479 5,9915 6,1603 6,3385 6,5178 6,6928 6,8509 6,9733 7,0456 7,0625 7,0245 6,9339 6,7976 6,6291 6,4440 6,2509 6,0494 5,8372 5,6164 5,3967 5,1934 5,0181 4,8689 4,7321 4,5921 4,4387 4,2683 4,0823 3,8874 3,6927 3,5053 3,3285 3,1648 3,0166 2,8865 2,7752 2,6791 2,5945 2,5276 2,4964 2,5158 2,5856 2,6914 2,8191 2,9672 3,1478 3,3759 3,6563 3,9757 4,3066 4,6210 4,9019 5,1455 5,3582 5,5473 5,7165 5,8688 6,0065 6,1237 6,2043 6,2322 6,2044 6,1322 6,0289 5,9011 5,7542 5,5977 5,4350 5,2541 5,0377 4,7792 4,4860 4,1699 3,8374 3,4902 3,1328 2,7705 2,4054 2,0414 1,6906 1,3691 1,0866 0,8440 0,6366 0,4585 0,3069 0,1834 0,0895 0,0219 -0,0260 -0,0582 -0,0758 -0,0806 -0,0757 -0,0662 -0,0605 -0,0698 -0,1042 -0,1644 -0,2348 -0,2907 -0,3171 -0,3170 -0,3049 -0,2984 -0,3165 -0,3755 -0,4792 -0,6149 -0,7642 -0,9160 -1,0687 -1,2250 -1,3871 -1,5480 -1,6837 -1,7622 -1,7623 -1,6864 -1,5593 -1,4149 -1,2770 -1,1511 -1,0354 -0,9331 -0,8504 -0,7917 -0,7628 -0,7704 -0,8145 -0,8846 -0,9655 -1,0493 -1,1390 -1,2402 -1,3477 -1,4411 -1,4920 -1,4764 -1,3847 -1,2249 -1,0179 -0,7866 -0,5486 -0,3146 -0,0909 0,1165 0,2953 0,4257 0,4850 0,4565 0,3392 0,1505 -0,0807 -0,3255 -0,5614 -0,7740 -0,9568 -1,1111 -1,2427 -1,3562 -1,4516 -1,5245 -1,5720 -1,5948 -1,5986 -1,5972 -1,6113 -1,6591 -1,7479 -1,8742 -2,0239 -2,1783 -2,3259 -2,4691 -2,6160 -2,7706 -2,9351 -3,1132 -3,3060 -3,5043 -3,6921 -3,8562 -3,9906 -4,0935 -4,1626 -4,1925 -4,1777 -4,1182 -4,0192 -3,8858 -3,7175 -3,5107 -3,2713 -3,0237
F3    1,7794 1,5817 1,4022 1,2510 1,1361 1,0646 1,0405 1,0569 1,0952 1,1406 1,1961 1,2765 1,3876 1,5147 1,6272 1,6870 1,6575 1,5140 1,2519 0,8899 0,4677 0,0335 -0,3699 -0,7173 -1,0097 -1,2667 -1,5041 -1,7197 -1,8999 -2,0326 -2,1147 -2,1505 -2,1477 -2,1088 -2,0282 -1,8984 -1,7200 -1,5047 -1,2717 -1,0402 -0,8215 -0,6138 -0,4055 -0,1832 0,0603 0,3168 0,5599 0,7542 0,8734 0,9127 0,8904 0,8363 0,7776 0,7303 0,7026 0,6985 0,7171 0,7511 0,7889 0,8205 0,8418 0,8561 0,8707 0,8937 0,9320 0,9865 1,0481 1,1046 1,1510 1,1879 1,2088 1,1973 1,1385 1,0278 0,8683 0,6653 0,4268 0,1659 -0,0985 -0,3462 -0,5607 -0,7329 -0,8606 -0,9463 -0,9991 -1,0398 -1,0967 -1,1929 -1,3354 -1,5159 -1,7216 -1,9460 -2,1865 -2,4352 -2,6787 -2,9044 -3,1020 -3,2648 -3,3911 -3,4867 -3,5640 -3,6399 -3,7291 -3,8364 -3,9515 -4,0546 -4,1331 -4,1884 -4,2287 -4,2611 -4,2915 -4,3233 -4,3550 -4,3802 -4,3919 -4,3863 -4,3614 -4,3169 -4,2581 -4,1944 -4,1309 -4,0638 -3,9832 -3,8779 -3,7397 -3,5646 -3,3531 -3,1139 -2,8659 -2,6310 -2,4215 -2,2375 -2,0787 -1,9518 -1,8651 -1,8183 -1,7945 -1,7648 -1,7048 -1,6095 -1,4922 -1,3705 -1,2537 -1,1423 -1,0342 -0,9271 -0,8170 -0,6993 -0,5728 -0,4425 -0,3177 -0,2046 -0,1013 0,0014 0,1140 0,2413 0,3780 0,5108 0,6225 0,6961 0,7190 0,6898 0,6213 0,5374 0,4683 0,4446 0,4881 0,6022 0,7680 0,9542 1,1357 1,3033 1,4600 1,6098 1,7519 1,8843 2,0061 2,1138 2,1953 2,2301 2,1983 2,0931 1,9237 1,7123 1,4890 1,2833 1,1149 0,9920 0,9159 0,8834 0,8869 0,9170 0,9646 1,0206 1,0772 1,1308 1,1797 1,2198 1,2453 1,2533 1,2435 1,2152 1,1676 1,1015 1,0189 0,9218 0,8183 0,7260 0,6653 0,6470 0,6654 0,7020 0,7378 0,7622 0,7723 0,7680 0,7484 0,7118 0,6581 0,5902 0,5189 0,4638 0,4496 0,4969 0,6132 0,7881 0,9936 1,1920 1,3489 1,4427 1,4688 1,4383 1,3743 1,3060 1,2560 1,2343 1,2400 1,2612 1,2746 1,2551 1,1907 1,0902 0,9774 0,8818 0,8310 0,8444 0,9256 1,0582 1,2106 1,3483 1,4451 1,4863 1,4696 1,4073 1,3220 1,2349 1,1557 1,0824 1,0078 0,9228 0,8178 0,6846 0,5171 0,3138 0,0805 -0,1666 -0,4034 -0,6050 -0,7543 -0,8472 -0,8919 -0,9028 -0,8951 -0,8804 -0,8653 -0,8516 -0,8399 -0,8317 -0,8330 -0,8509 -0,8827 -0,9106 -0,9125 -0,8789 -0,8142 -0,7222 -0,5980 -0,4355 -0,2365 -0,0113 0,2278 0,4742 0,7262 0,9770 1,2127 1,4238 1,6125 1,7845 1,9379 2,0641 2,1562 2,2123 2,2343 2,2274 2,1993 2,1602 2,1223 2,0954 2,0825 2,0810 2,0837 2,0808 2,0656 2,0380 2,0033 1,9679 1,9346 1,9026 1,8712 1,8463 1,8426 1,8808 1,9801 2,1479 2,3742 2,6324 2,8889 3,1185 3,3117 3,4683 3,5861 3,6581 3,6776 3,6457 3,5769 3,4968 3,4327 3,4018 3,4049 3,4309 3,4704 3,5243 3,6003 3,7036 3,8318 3,9742 4,1137 4,2309 4,3120 4,3579 4,3815 4,3933 4,3936 4,3778 4,3435 4,2956 4,2466 4,2111 4,1966 4,1998 4,2116 4,2250 4,2380 4,2533 4,2790 4,3249 4,3924 4,4719 4,5534 4,6358 4,7243 4,8182 4,9079 4,9781 5,0134 5,0040 4,9479 4,8474 4,7105 4,5557 4,4067 4,2851 4,2075 4,1841 4,2161 4,2928 4,3943 4,5004 4,5986 4,6852 4,7601 4,8217 4,8643 4,8798 4,8633 4,8195 4,7632 4,7126 4,6801 4,6677 4,6724 4,6937 4,7369 4,8113 4,9271 5,0907 5,2975 5,5313 5,7713 5,9998 6,2024 6,3616 6,4595 6,4866 6,4457 6,3465 6,1984 6,0112 5,7988 5,5795 5,3685 5,1716 4,9878 4,8165 4,6620 4,5329 4,4332 4,3553 4,2827 4,1975 4,0874 3,9510 3,8005 3,6548 3,5289 3,4262 3,3373 3,2463 3,1386 3,0073 2,8514 2,6736 2,4851 2,3115 2,1845 2,1243 2,1288 2,1824 2,2742 2,4074 2,5931 2,8385 3,1381 3,4707 3,8060 4,1156 4,3816 4,5999 4,7787 4,9316 5,0677 5,1902 5,2965 5,3777 5,4196 5,4120 5,3566 5,2677 5,1627 5,0521 4,9406 4,8311 4,7195 4,5912 4,4291 4,2247 3,9795 3,7006 3,3969 3,0778 2,7528 2,4247 2,0895 1,7475 1,4119 1,1027 0,8321 0,5999 0,3989 0,2216 0,0666 -0,0617 -0,1602 -0,2354 -0,2998 -0,3616 -0,4195 -0,4637 -0,4790 -0,4531 -0,3872 -0,3009 -0,2235 -0,1765 -0,1620 -0,1679 -0,1829 -0,2030 -0,2277 -0,2579 -0,3002 -0,3649 -0,4554 -0,5637 -0,6788 -0,7966 -0,9213 -1,0599 -1,2150 -1,3784 -1,5284 -1,6365 -1,6807 -1,6567 -1,5794 -1,4737 -1,3599 -1,2483 -1,1459 -1,0625 -1,0083 -0,9887 -1,0043 -1,0481 -1,1055 -1,1597 -1,2019 -1,2363 -1,2772 -1,3361 -1,4106 -1,4824 -1,5266 -1,5236 -1,4661 -1,3592 -1,2150 -1,0455 -0,8603 -0,6687 -0,4807 -0,3064 -0,1565 -0,0452 0,0094 -0,0113 -0,1165 -0,2989 -0,5359 -0,7971 -1,0516 -1,2738 -1,4482 -1,5720 -1,6550 -1,7121 -1,7541 -1,7821 -1,7932 -1,7894 -1,7806 -1,7834 -1,8125 -1,8720 -1,9567 -2,0590 -2,1703 -2,2798 -2,3810 -2,4763 -2,5710 -2,6649 -2,7561 -2,8502 -2,9581 -3,0847 -3,2221 -3,3541 -3,4639 -3,5412 -3,5847 -3,5984 -3,5842 -3,5399 -3,4618 -3,3482 -3,1985 -3,0145 -2,8062 -2,5936
F7    0,9730 0,8507 0,7433 0,6526 0,5838 0,5458 0,5468 0,5878 0,6622 0,7600 0,8734 0,9946 1,1105 1,2050 1,2622 1,2656 1,2010 1,0627 0,8565 0,6002 0,3225 0,0543 -0,1831 -0,3859 -0,5671 -0,7460 -0,9303 -1,1069 -1,2514 -1,3466 -1,3940 -1,4109 -1,4142 -1,4046 -1,3658 -1,2811 -1,1485 -0,9812 -0,7993 -0,6220 -0,4619 -0,3211 -0,1921 -0,0651 0,0649 0,1931 0,3026 0,3715 0,3855 0,3472 0,2766 0,2044 0,1576 0,1463 0,1624 0,1885 0,2079 0,2109 0,1972 0,1733 0,1483 0,1322 0,1350 0,1640 0,2226 0,3092 0,4152 0,5255 0,6247 0,7033 0,7569 0,7820 0,7757 0,7365 0,6636 0,5571 0,4203 0,2606 0,0870 -0,0892 -0,2546 -0,3976 -0,5121 -0,5990 -0,6664 -0,7281 -0,7989 -0,8912 -1,0085 -1,1407 -1,2706 -1,3874 -1,4887 -1,5734 -1,6384 -1,6810 -1,6990 -1,6914 -1,6602 -1,6152 -1,5736 -1,5540 -1,5691 -1,6251 -1,7215 -1,8521 -2,0084 -2,1810 -2,3565 -2,5183 -2,6545 -2,7614 -2,8404 -2,8920 -2,9135 -2,9011 -2,8512 -2,7641 -2,6510 -2,5343 -2,4369 -2,3697 -2,3256 -2,2868 -2,2383 -2,1720 -2,0843 -1,9769 -1,8577 -1,7346 -1,6096 -1,4838 -1,3663 -1,2729 -1,2164 -1,1983 -1,2043 -1,2099 -1,1957 -1,1598 -1,1173 -1,0881 -1,0834 -1,0991 -1,1191 -1,1234 -1,0949 -1,0254 -0,9193 -0,7938 -0,6720 -0,5713 -0,4946 -0,4322 -0,3700 -0,3009 -0,2286 -0,1637 -0,1159 -0,0896 -0,0830 -0,0889 -0,0978 -0,1031 -0,1014 -0,0863 -0,0485 0,0174 0,1093 0,2202 0,3437 0,4754 0,6128 0,7509 0,8823 1,0013 1,1063 1,1964 1,2650 1,2976 1,2778 1,1980 1,0637 0,8931 0,7145 0,5577 0,4421 0,3709 0,3365 0,3292 0,3405 0,3632 0,3885 0,4063 0,4093 0,3982 0,3814 0,3697 0,3702 0,3847 0,4102 0,4398 0,4668 0,4866 0,4934 0,4782 0,4367 0,3768 0,3140 0,2608 0,2211 0,1924 0,1709 0,1531 0,1330 0,1020 0,0535 -0,0135 -0,0954 -0,1833 -0,2608 -0,3068 -0,3034 -0,2436 -0,1334 0,0111 0,1674 0,3122 0,4274 0,5035 0,5405 0,5455 0,5311 0,5136 0,5058 0,5130 0,5341 0,5587 0,5675 0,5419 0,4761 0,3790 0,2671 0,1622 0,0911 0,0772 0,1277 0,2293 0,3577 0,4882 0,6016 0,6836 0,7249 0,7232 0,6847 0,6210 0,5431 0,4565 0,3628 0,2639 0,1636 0,0651 -0,0324 -0,1358 -0,2549 -0,3955 -0,5509 -0,7002 -0,8159 -0,8800 -0,8937 -0,8753 -0,8477 -0,8260 -0,8135 -0,8087 -0,8133 -0,8348 -0,8832 -0,9634 -1,0665 -1,1678 -1,2372 -1,2551 -1,2170 -1,1269 -0,9917 -0,8215 -0,6293 -0,4276 -0,2267 -0,0310 0,1602 0,3448 0,5154 0,6685 0,8096 0,9448 1,0725 1,1839 1,2701 1,3243 1,3444 1,3351 1,3043 1,2591 1,2067 1,1536 1,1023 1,0526 1,0038 0,9543 0,9043 0,8573 0,8172 0,7862 0,7641 0,7472 0,7269 0,6959 0,6553 0,6171 0,5992 0,6167 0,6741 0,7619 0,8615 0,9576 1,0466 1,1320 1,2150 1,2900 1,3504 1,3968 1,4390 1,4890 1,5531 1,6281 1,7027 1,7653 1,8147 1,8622 1,9221 2,0023 2,1015 2,2097 2,3121 2,3935 2,4453 2,4721 2,4882 2,5013 2,5030 2,4796 2,4274 2,3583 2,2930 2,2484 2,2289 2,2277 2,2346 2,2442 2,2552 2,2680 2,2847 2,3066 2,3273 2,3358 2,3262 2,3047 2,2836 2,2711 2,2677 2,2694 2,2725 2,2741 2,2691 2,2489 2,2081 2,1491 2,0762 1,9914 1,9004 1,8182 1,7638 1,7479 1,7683 1,8150 1,8779 1,9497 2,0241 2,0934 2,1493 2,1832 2,1892 2,1688 2,1333 2,0964 2,0640 2,0330 1,9987 1,9641 1,9396 1,9379 1,9692 2,0396 2,1487 2,2893 2,4501 2,6190 2,7811 2,9153 3,0020 3,0346 3,0214 2,9759 2,9068 2,8182 2,7157 2,6077 2,4994 2,3902 2,2756 2,1542 2,0339 1,9310 1,8547 1,7950 1,7296 1,6390 1,5161 1,3664 1,2052 1,0515 0,9201 0,8171 0,7413 0,6861 0,6408 0,5914 0,5252 0,4375 0,3365 0,2433 0,1828 0,1701 0,2029 0,2658 0,3444 0,4362 0,5481 0,6873 0,8548 1,0424 1,2347 1,4158 1,5765 1,7160 1,8405 1,9561 2,0633 2,1600 2,2475 2,3273 2,3941 2,4398 2,4611 2,4616 2,4459 2,4148 2,3684 2,3093 2,2367 2,1418 2,0148 1,8547 1,6688 1,4639 1,2426 1,0073 0,7651 0,5234 0,2835 0,0429 -0,1971 -0,4281 -0,6400 -0,8272 -0,9884 -1,1235 -1,2296 -1,3010 -1,3357 -1,3397 -1,3250 -1,3022 -1,2763 -1,2451 -1,2006 -1,1342 -1,0456 -0,9466 -0,8558 -0,7868 -0,7382 -0,6985 -0,6571 -0,6093 -0,5539 -0,4952 -0,4477 -0,4306 -0,4518 -0,5041 -0,5782 -0,6730 -0,7937 -0,9451 -1,1253 -1,3184 -1,4948 -1,6245 -1,6928 -1,7062 -1,6858 -1,6543 -1,6235 -1,5926 -1,5577 -1,5193 -1,4816 -1,4481 -1,4200 -1,3963 -1,3736 -1,3491 -1,3260 -1,3158 -1,3319 -1,3795 -1,4507 -1,5289 -1,5959 -1,6360 -1,6368 -1,5917 -1,5013 -1,3741 -1,2245 -1,0718 -0,9354 -0,8299 -0,7629 -0,7381 -0,7578 -0,8188 -0,9049 -0,9926 -1,0634 -1,1115 -1,1424 -1,1685 -1,2051 -1,2637 -1,3482 -1,4525 -1,5623 -1,6600 -1,7329 -1,7790 -1,8076 -1,8348 -1,8747 -1,9338 -2,0111 -2,0993 -2,1858 -2,2571 -2,3082 -2,3476 -2,3902 -2,4459 -2,5175 -2,6062 -2,7138 -2,8367 -2,9632 -3,0797 -3,1764 -3,2481 -3,2933 -3,3118 -3,3010 -3,2568 -3,1778 -3,0667 -2,9256 -2,7555 -2,5612 -2,3559
