Fp1   0,1831 -0,2780 -0,5266 -0,5964 -0,5251 -0,3725 -0,2389 -0,1954 -0,1999 -0,1449 0,0147 0,2130 0,3391 0,3434 0,2743 0,1890 0,0732 -0,1053 -0,3222 -0,5068 -0,5739 -0,4355 -0,0345 0,5899 1,2507 1,6618 1,6223 1,1769 0,5594 -0,0029 -0,4015 -0,6343 -0,7588 -0,8501 -0,9639 -1,1007 -1,1738 -1,0370 -0,5943 0,0823 0,7682 1,2521 1,4647 1,4432 1,2361 0,8597 0,3086 -0,3941 -1,1486 -1,7897 -2,1670 -2,2212 -1,9762 -1,4908 -0,8534 -0,1996 0,3007 0,5059 0,3862 0,0520 -0,3034 -0,5085 -0,5017 -0,3384 -0,1196 0,0678 0,1516 0,0800 -0,1458 -0,4621 -0,7621 -0,9354 -0,9166 -0,6887 -0,2599 0,3086 0,8776 1,2911 1,4543 1,3471 0,9980 0,4725 -0,1277 -0,6639 -0,9641 -0,8596 -0,2730 0,7179 1,9261 3,1628 4,3013 5,2779 6,0637 6,6563 7,0980 7,4409 7,6536 7,6053 7,1902 6,4510 5,5590 4,6995 3,9996 3,5135 3,2139 3,0211 2,8685 2,7348 2,6267 2,5426 2,4510 2,3165 2,1447 1,9899 1,9235 1,9866 2,1567 2,3462 2,4336 2,3134 1,9312 1,2905 0,4389 -0,5523 -1,5780 -2,4766 -3,0731 -3,2678 -3,0788 -2,6094 -1,9779 -1,2739 -0,5591 0,1255 0,7609 1,3362 1,8202 2,1503 2,2614 2,1345 1,8212 1,4471 1,1827 1,1695 1,4505 1,9595 2,5615 3,1298 3,6143 4,0308 4,4000 4,7216 4,9843 5,1616 5,1982 5,0333 4,6601 4,1623 3,6782 3,3157 3,1067 3,0408 3,1045 3,2713 3,4951 3,7434 4,0263 4,3635 4,7377 5,1060 5,4474 5,7686 6,0557 6,2422 6,2199 5,8654 5,1098 4,0487 2,9617 2,1674 1,8351 1,9327 2,3295 2,9218 3,6629 4,5096 5,3737 6,1402 6,7401 7,1967 7,5735 7,8823 8,0838 8,1601 8,1108 7,8849 7,4057 6,6813 5,8168 4,9171 4,0524 3,3070 2,7991 2,6393 2,8654 3,3896 4,0051 4,4834 4,6885 4,5848 4,1711 3,4694 2,5681 1,6194 0,7888 0,2230 0,0256 0,2151 0,7160 1,3923 2,0970 2,7089 3,1206 3,2209 2,9679 2,4775 1,9736 1,6337 1,5094 1,5636 1,7146 1,8607 1,9231 1,8704 1,7095 1,5039 1,3778 1,4200 1,5947 1,8051 2,0168 2,2786 2,6325 3,0197 3,3009 3,3825 3,2986 3,1670 3,1062 3,1820 3,3622 3,5180 3,5138 3,3088 2,9848 2,6812 2,5013 2,4667 2,5127 2,5096 2,3329 1,9392 1,3861 0,7937 0,2874 -0,0555 -0,2296 -0,2588 -0,1443 0,1296 0,5632 1,1183 1,6986 2,1651 2,3863 2,2800 1,8472 1,2128 0,6003 0,2212 0,1926 0,5384 1,2055 2,0565 2,8955 3,5502 3,9256 3,9877 3,7457 3,2627 2,6666 2,1536 1,9240 2,0584 2,4798 3,0340 3,5739 3,9863 4,1949 4,1782 4,0008 3,8169 3,8109 4,0816 4,5585 5,0549 5,4011 5,5057 5,3394 4,9454 4,4735 4,1381 4,1032 4,4007 4,9288 5,5188 6,0220 6,3565 6,5132 6,5286 6,4200 6,1668 5,7763 5,3136 4,8357 4,3411 3,8305 3,3897 3,1652 3,2541 3,6279 4,1618 4,7047 5,1134 5,2961 5,2743 5,1545 5,0168 4,8745 4,7442 4,6842 4,7258 4,8192 4,9147 5,0629 5,3445 5,7249 6,0613 6,2171 6,1241 5,8049 5,3867 5,0555 4,9565 5,1239 5,4723 5,8431 6,0821 6,0962 5,8649 5,4398 4,9220 4,4095 3,9888 3,7623 3,8162 4,1516 4,6764 5,2594 5,7914 6,2212 6,5401 6,7417 6,8092 6,7422 6,6037 6,5040 6,4867 6,4844 6,4304 6,3458 6,2799 6,2314 6,1513 5,9833 5,7078 5,3780 5,1034 4,9725 5,0042 5,1913 5,5380 6,0036 6,4612 6,7648 6,8496 6,7671 6,6255 6,4940 6,3623 6,1715 5,8734 5,4736 5,0308 4,6299 4,3601 4,3041 4,5129 4,9798 5,6540 6,4622 7,3025 8,0577 8,6305 8,9456 8,9377 8,5692 7,8582 6,9011 5,8889 5,0618 4,5797 4,4292 4,4595 4,4870 4,4004 4,2150 4,0380 3,9781 4,0686 4,2435 4,3970 4,4866 4,5666 4,7082 4,9105 5,1114 5,2568 5,3169 5,2501 5,0075 4,6022 4,1611 3,8680 3,8159 3,9297 4,0420 4,0160 3,8062 3,4537 3,0599 2,7703 2,7470 3,0944 3,7788 4,6393 5,4816 6,1608 6,6107 6,8247 6,8110 6,5787 6,1650 5,6473 5,1186 4,6497 4,2597 3,9328 3,6780 3,5394 3,5455 3,6918 3,9734 4,3790 4,8245 5,1429 5,2068 5,0238 4,6681 4,1968 3,6462 3,0303 2,3506 1,6473 1,0069 0,5256 0,2867 0,3416 0,6890 1,2727 1,9967 2,7489 3,4120 3,8661 4,0010 3,7461 3,1211 2,2516 1,2979 0,3680 -0,4873 -1,2212 -1,7688 -2,0805 -2,1679 -2,1111 -2,0347 -2,0723 -2,3115 -2,7368 -3,2161 -3,5477 -3,5539 -3,1739 -2,4929 -1,6915 -0,9544 -0,3885 -0,0052 0,2320 0,3642 0,4450 0,5607 0,7967 1,1680 1,6012 1,9836 2,2420 2,4110 2,6233 2,9998 3,5436 4,1583 4,7666 5,3626 5,9353 6,3920 6,6083 6,5464 6,2945 6,0164 5,9081 6,1546 6,8261 7,8051 8,8690 9,8268 10,5552 10,9610 10,9731 10,5741 9,8225 8,8631 7,8959 7,0702 6,4140 5,8847 5,4230 4,9593 4,4693 4,0328 3,7647 3,6923 3,7366 3,7990 3,8267 3,7982 3,6957 3,5152 3,2732 2,9874 2,6708 2,3495 2,0748 1,9048 1,8618 1,9095 1,9626 1,9107 1,6757 1,2708 0,7615 0,1782 -0,4886 -1,1980 -1,8048 -2,1521 -2,2104 -2,0762 -1,8662 -1,6566 -1,4825 -1,3300 -1,1290 -0,8061 -0,3611 0,1425 0,6474 1,1079 1,4389
Fz    1,9027 1,2360 0,8222 0,6803 0,7732 0,9983 1,2082 1,3019 1,3012 1,3090 1,3902 1,4926 1,4671 1,1835 0,6402 -0,0602 -0,8059 -1,4977 -2,0371 -2,3524 -2,4089 -2,1832 -1,6708 -0,9525 -0,2391 0,2106 0,2638 0,0086 -0,3407 -0,6151 -0,7661 -0,8296 -0,8580 -0,8774 -0,8847 -0,8447 -0,6798 -0,3070 0,2843 0,9794 1,5745 1,9080 1,9468 1,7293 1,2809 0,6048 -0,2931 -1,3577 -2,4218 -3,2141 -3,4908 -3,1792 -2,3957 -1,3641 -0,3157 0,5790 1,2103 1,5102 1,4858 1,2554 1,0229 0,9920 1,2559 1,7444 2,2800 2,6703 2,7633 2,5008 1,9555 1,2921 0,6959 0,3165 0,2122 0,3419 0,6224 0,9658 1,2884 1,5405 1,7194 1,8295 1,8573 1,7978 1,6878 1,6169 1,7200 2,1230 2,8417 3,7274 4,5474 5,1214 5,3917 5,4139 5,3059 5,1993 5,2129 5,4173 5,7778 6,1440 6,3225 6,1838 5,7236 5,0537 4,3530 3,7969 3,4819 3,4053 3,4981 3,6591 3,7884 3,8086 3,6699 3,3749 3,0018 2,6847 2,5515 2,6705 3,0336 3,5530 4,0799 4,4650 4,6016 4,4219 3,8994 3,0721 2,0674 1,0968 0,3851 0,0757 0,1786 0,5779 1,1010 1,6046 2,0199 2,3671 2,7438 3,2506 3,8926 4,5573 5,0892 5,3822 5,4269 5,2970 5,0771 4,7931 4,4202 3,9442 3,3977 2,8736 2,5238 2,4963 2,8390 3,4736 4,2435 4,9599 5,4300 5,5172 5,2171 4,6658 4,0528 3,5166 3,1139 2,8625 2,7748 2,8373 2,9885 3,1628 3,3602 3,6255 3,9628 4,3162 4,6433 4,9640 5,3207 5,7122 6,0506 6,1634 5,8984 5,2769 4,5218 3,9109 3,5948 3,5481 3,6670 3,8847 4,1985 4,6013 5,0070 5,2897 5,4076 5,4357 5,4577 5,4684 5,4122 5,2809 5,1042 4,8599 4,4896 4,0001 3,4607 2,9181 2,3979 1,9674 1,7484 1,8564 2,3202 3,0437 3,8335 4,4885 4,8934 5,0221 4,8688 4,4137 3,6481 2,6080 1,4016 0,2214 -0,6935 -1,1314 -0,9637 -0,1817 1,0903 2,6175 4,0867 5,1748 5,6918 5,6947 5,4315 5,1585 5,0084 4,9895 5,0355 5,0481 4,9527 4,7206 4,3393 3,8299 3,2999 2,8964 2,6865 2,6499 2,7863 3,1609 3,8097 4,6310 5,4109 5,9633 6,2295 6,2620 6,1583 6,0127 5,8696 5,7001 5,4472 5,0973 4,7041 4,3507 4,1050 4,0067 4,0366 4,0856 4,0092 3,7275 3,2613 2,7067 2,1949 1,8264 1,6019 1,4495 1,3268 1,2622 1,3136 1,5014 1,7638 1,9907 2,1061 2,0977 1,9907 1,8399 1,7238 1,7011 1,7868 1,9763 2,2616 2,6097 2,9472 3,1879 3,2685 3,1558 2,8451 2,3563 1,7492 1,1718 0,8346 0,8684 1,2462 1,8479 2,5311 3,1351 3,4899 3,4900 3,1893 2,8124 2,6371 2,8236 3,3238 3,9522 4,5338 4,9505 5,1029 4,9486 4,5919 4,2675 4,2051 4,4982 5,0629 5,7033 6,2364 6,5685 6,6905 6,6412 6,4641 6,1949 5,8909 5,6275 5,4277 5,2239 4,9356 4,5826 4,2916 4,1880 4,2959 4,5450 4,8495 5,1534 5,4346 5,6999 5,9451 6,1082 6,1050 5,9281 5,6657 5,4022 5,1450 4,9015 4,7698 4,8617 5,1584 5,5049 5,7133 5,6524 5,3099 4,8087 4,3398 4,0597 4,0249 4,1771 4,3796 4,5008 4,4797 4,3172 4,0353 3,6647 3,2522 2,8783 2,6670 2,7370 3,1204 3,7345 4,4276 5,0559 5,5371 5,8560 6,0318 6,0764 5,9842 5,7829 5,5635 5,4035 5,3030 5,2532 5,3009 5,4731 5,6794 5,7426 5,5143 4,9675 4,2136 3,4327 2,7702 2,2867 1,9966 1,8999 1,9401 1,9899 1,9378 1,7870 1,6592 1,7036 1,9884 2,4702 3,0389 3,5750 3,9829 4,2051 4,2414 4,1707 4,1400 4,2897 4,6736 5,2526 5,9330 6,5905 7,1061 7,3986 7,4145 7,1258 6,5532 5,7575 4,8205 3,8778 3,1211 2,6913 2,5817 2,6684 2,8128 2,9540 3,1393 3,4646 3,9742 4,6005 5,1846 5,5746 5,7349 5,7585 5,7541 5,7350 5,6366 5,4047 5,0332 4,5484 4,0043 3,5044 3,2085 3,2452 3,5684 3,9389 4,0761 3,8173 3,1730 2,2939 1,4009 0,7323 0,5053 0,8540 1,7628 3,0660 4,5105 5,8245 6,7846 7,2673 7,2495 6,7710 5,9133 4,8038 3,6228 2,5732 1,8018 1,3516 1,2027 1,3226 1,6560 2,1135 2,6105 3,0895 3,4742 3,6581 3,5928 3,3481 3,0533 2,8197 2,7073 2,7072 2,7554 2,7821 2,7404 2,6162 2,4510 2,3500 2,4508 2,8500 3,5268 4,3470 5,1362 5,7447 6,0692 6,0620 5,7492 5,2231 4,5761 3,8479 3,0483 2,2235 1,4876 0,9813 0,7948 0,9209 1,2529 1,6292 1,9213 2,0937 2,1849 2,2537 2,3446 2,4738 2,6278 2,7867 2,9639 3,2082 3,5430 3,9102 4,1959 4,3170 4,2903 4,2115 4,1573 4,1248 4,0597 3,9346 3,8126 3,8190 4,0271 4,3856 4,7884 5,2077 5,7154 6,3554 7,0382 7,5842 7,8394 7,7412 7,3385 6,8001 6,3711 6,2400 6,4260 6,8182 7,2845 7,7070 7,9682 7,9772 7,7131 7,2304 6,6385 6,0694 5,6157 5,2961 5,0756 4,8793 4,6096 4,2245 3,8008 3,4753 3,3204 3,2918 3,2873 3,2346 3,1254 3,0054 2,9422 2,9714 3,0671 3,1737 3,2566 3,3254 3,4195 3,5514 3,6635 3,6535 3,4394 3,0162 2,4573 1,8318 1,1378 0,3565 -0,4485 -1,1238 -1,5321 -1,6464 -1,5273 -1,2500 -0,8866 -0,5061 -0,1430 0,2245 0,6302 1,0603 1,4656 1,8042 2,0200 1,9993
F3    0,7936 -0,0871 -0,5931 -0,7144 -0,5235 -0,1557 0,2320 0,5440 0,8007 1,0802 1,4062 1,6994 1,8213 1,6701 1,2480 0,6322 -0,0785 -0,7637 -1,2895 -1,5602 -1,5326 -1,1880 -0,5431 0,2760 0,9854 1,2486 0,9080 0,1136 -0,8042 -1,5567 -1,9954 -2,0960 -1,9246 -1,5941 -1,2049 -0,7968 -0,3433 0,2011 0,8402 1,4925 2,0005 2,2235 2,1343 1,7992 1,2885 0,6240 -0,2104 -1,2015 -2,2297 -3,0763 -3,5386 -3,5358 -3,1007 -2,3293 -1,3649 -0,3853 0,4269 0,9333 1,1017 1,0279 0,8964 0,8976 1,1236 1,5165 1,9252 2,1911 2,1901 1,8768 1,3256 0,6927 0,1337 -0,2483 -0,4171 -0,3839 -0,1797 0,1329 0,4493 0,6657 0,7314 0,6614 0,5227 0,4083 0,4051 0,5815 0,9932 1,6718 2,5710 3,5330 4,3497 4,8706 5,0574 4,9570 4,6612 4,3056 4,0633 4,0734 4,3391 4,7049 4,9541 4,9417 4,6479 4,1503 3,5906 3,1241 2,8322 2,6944 2,6479 2,6376 2,6259 2,5822 2,4684 2,2587 1,9776 1,7107 1,5696 1,6410 1,9483 2,4255 2,9287 3,3061 3,4536 3,3062 2,8177 1,9776 0,8729 -0,2670 -1,1480 -1,5785 -1,5646 -1,2607 -0,8439 -0,4296 -0,0588 0,3040 0,7673 1,4407 2,3287 3,2963 4,1361 4,6676 4,8078 4,5900 4,1224 3,5149 2,8501 2,2002 1,6296 1,1992 0,9762 1,0029 1,2557 1,6725 2,1982 2,7551 3,2035 3,3883 3,2398 2,8274 2,3131 1,8447 1,4899 1,2607 1,1613 1,1911 1,3271 1,5506 1,8820 2,3370 2,8595 3,3541 3,7808 4,1765 4,5801 4,9619 5,2176 5,2119 4,8658 4,2375 3,5136 2,9038 2,5234 2,3720 2,4043 2,5803 2,8602 3,1795 3,4412 3,5764 3,6326 3,7576 4,0582 4,4819 4,8560 5,0257 4,9135 4,4805 3,7356 2,8006 1,8702 1,0912 0,5297 0,2286 0,2440 0,6219 1,3380 2,2601 3,1800 3,9015 4,3108 4,3683 4,0658 3,4107 2,4434 1,2596 0,0206 -1,0609 -1,7681 -1,9359 -1,4883 -0,4797 0,8837 2,2904 3,4074 3,9766 3,9366 3,4795 2,9383 2,5822 2,5022 2,6384 2,8497 2,9823 2,9438 2,7249 2,3628 1,9393 1,5872 1,4172 1,4312 1,5559 1,7498 2,0426 2,4693 2,9821 3,4536 3,7738 3,9245 3,9616 3,9657 4,0016 4,0636 4,0609 3,8967 3,5645 3,1577 2,7913 2,5379 2,4288 2,4571 2,5639 2,6653 2,6997 2,6432 2,5026 2,3102 2,0927 1,8293 1,4861 1,0934 0,7433 0,5240 0,4711 0,5502 0,6804 0,7902 0,8459 0,8413 0,7997 0,7847 0,8769 1,1256 1,5232 2,0148 2,5187 2,9496 3,2534 3,4114 3,4036 3,1942 2,7629 2,1586 1,5396 1,1138 0,9981 1,1661 1,5232 1,9613 2,3436 2,5138 2,3851 2,0363 1,7087 1,6777 2,0816 2,8301 3,6794 4,3946 4,8232 4,8758 4,5566 4,0198 3,5278 3,3289 3,5559 4,1753 5,0202 5,8911 6,6241 7,1057 7,2801 7,1393 6,7114 6,0767 5,3540 4,6224 3,8745 3,0916 2,3519 1,8211 1,6387 1,8220 2,2658 2,8120 3,3234 3,7358 4,0634 4,3346 4,5277 4,5938 4,5292 4,3891 4,2268 4,0619 3,9387 3,9617 4,1973 4,5669 4,8844 4,9646 4,7033 4,1328 3,4337 2,8498 2,5595 2,5977 2,8567 3,1538 3,3394 3,3743 3,3145 3,2339 3,1608 3,0755 2,9782 2,9446 3,0741 3,3824 3,7668 4,0756 4,2168 4,2218 4,2024 4,2350 4,3004 4,3390 4,3511 4,4121 4,5597 4,7201 4,7986 4,7894 4,7418 4,6695 4,5375 4,3101 3,9947 3,6485 3,3296 3,0333 2,7035 2,3205 1,9307 1,5678 1,2045 0,8265 0,5166 0,4366 0,7292 1,4142 2,3499 3,2899 3,9919 4,3163 4,2638 3,9522 3,5679 3,3133 3,3399 3,6897 4,3039 5,0680 5,8459 6,5206 7,0104 7,2398 7,1344 6,6559 5,8177 4,6945 3,4525 2,3314 1,5345 1,1311 1,0571 1,1909 1,4544 1,8637 2,4785 3,3040 4,2269 5,0355 5,5330 5,6691 5,5593 5,3630 5,1607 4,9472 4,6856 4,3337 3,8595 3,2785 2,6899 2,2727 2,1930 2,4579 2,8726 3,1634 3,1363 2,7572 2,1386 1,4803 1,0083 0,9183 1,3121 2,1531 3,2786 4,4562 5,4462 6,0704 6,2563 6,0141 5,3956 4,5024 3,5053 2,6069 1,9640 1,6254 1,5414 1,6393 1,8731 2,2051 2,5845 2,9679 3,3225 3,5776 3,6203 3,4044 3,0210 2,6210 2,3198 2,1750 2,1758 2,2449 2,2786 2,1914 1,9544 1,6261 1,3466 1,2911 1,5920 2,2578 3,1654 4,1206 4,9205 5,3934 5,4354 5,0440 4,3208 3,4214 2,4898 1,6244 0,8937 0,3622 0,0797 0,0514 0,2246 0,4906 0,7109 0,7897 0,7406 0,6688 0,6905 0,8689 1,1971 1,6096 2,0127 2,3366 2,5695 2,7244 2,7848 2,7173 2,5261 2,2742 2,0469 1,8904 1,7877 1,6929 1,6046 1,6229 1,8971 2,4827 3,2653 4,0541 4,7521 5,4012 6,0525 6,6404 7,0105 7,0315 6,6677 6,0084 5,2758 4,7677 4,7007 5,0821 5,7441 6,4681 7,0562 7,3494 7,2537 6,7709 6,0057 5,1504 4,4355 4,0228 3,9269 4,0346 4,1624 4,1269 3,8515 3,4230 3,0095 2,7207 2,5483 2,4166 2,2613 2,0675 1,8686 1,7259 1,6839 1,7390 1,8583 2,0121 2,1896 2,3927 2,6015 2,7513 2,7647 2,5943 2,2511 1,8007 1,2916 0,6977 -0,0214 -0,8066 -1,4864 -1,8955 -1,9922 -1,8426 -1,5291 -1,1102 -0,6294 -0,1135 0,4403 1,0405 1,6536 2,2064 2,6208 2,8079 2,6515
F7    3,3998 2,6595 1,8055 1,0304 0,4136 -0,0319 -0,3048 -0,4035 -0,3436 -0,1511 0,1517 0,5145 0,8166 0,9100 0,7411 0,3959 0,0212 -0,2645 -0,4079 -0,4273 -0,3969 -0,3920 -0,4263 -0,4630 -0,4756 -0,4475 -0,3598 -0,2461 -0,2017 -0,2901 -0,5016 -0,8067 -1,1866 -1,6249 -2,0979 -2,5249 -2,7125 -2,4256 -1,5867 -0,4216 0,6528 1,3428 1,6428 1,7005 1,6250 1,4279 1,0653 0,5129 -0,1567 -0,7505 -1,0460 -0,9280 -0,4403 0,2487 0,9277 1,4300 1,6575 1,5646 1,1725 0,5961 0,0434 -0,2599 -0,2095 0,1066 0,4742 0,6611 0,5074 -0,0064 -0,7630 -1,5693 -2,1751 -2,2948 -1,7562 -0,6679 0,6112 1,7038 2,4217 2,7778 2,8568 2,7002 2,2997 1,6735 0,9384 0,3236 0,1048 0,4684 1,3815 2,5984 3,8099 4,7775 5,3709 5,5589 5,3665 4,8329 4,0371 3,1522 2,4171 2,0302 2,0495 2,3518 2,7174 3,0344 3,4051 3,9946 4,8072 5,6467 6,2474 6,4236 6,1387 5,4689 4,5404 3,5108 2,5507 1,8092 1,3876 1,3041 1,4492 1,6002 1,5337 1,1513 0,4884 -0,3555 -1,2418 -1,9792 -2,3756 -2,3584 -2,0250 -1,5208 -0,8654 0,0309 1,1564 2,2832 3,1239 3,5624 3,6787 3,5986 3,3818 3,0317 2,5462 1,9545 1,3521 0,8968 0,7208 0,8318 1,1255 1,4752 1,7950 2,0852 2,4745 3,1589 4,2273 5,5320 6,7455 7,5639 7,8517 7,6240 6,9918 6,1225 5,1770 4,2707 3,4813 2,8513 2,3860 2,0867 1,9754 2,0617 2,3258 2,7474 3,2742 3,7542 4,0041 3,9554 3,7025 3,4530 3,3772 3,4278 3,3902 3,1391 2,7689 2,5011 2,4978 2,7370 3,0824 3,4666 3,9522 4,5934 5,2853 5,8208 6,0697 6,0294 5,7348 5,1918 4,3843 3,3223 2,0878 0,8454 -0,1691 -0,7212 -0,7101 -0,1929 0,7153 1,8870 3,1634 4,3429 5,1968 5,5184 5,1804 4,2077 2,8363 1,4649 0,4952 0,1308 0,2417 0,4537 0,4433 0,1531 -0,2458 -0,5216 -0,5085 -0,1375 0,5857 1,5685 2,5809 3,3084 3,5343 3,2657 2,6993 2,0986 1,6425 1,3353 1,0542 0,6830 0,2267 -0,1752 -0,3801 -0,3927 -0,3252 -0,2300 -0,0539 0,2639 0,7108 1,2087 1,6571 1,9659 2,0753 1,9612 1,6449 1,1913 0,6783 0,1902 -0,1656 -0,2663 0,0043 0,7125 1,8029 3,0728 4,2452 5,0839 5,4403 5,2331 4,4494 3,1755 1,5978 -0,0333 -1,4462 -2,4069 -2,8039 -2,6985 -2,2821 -1,7427 -1,1515 -0,5022 0,1782 0,8210 1,3550 1,6887 1,7288 1,4863 1,1125 0,7989 0,6679 0,7294 0,8779 0,9359 0,7600 0,3529 -0,1349 -0,5453 -0,8398 -1,0842 -1,3280 -1,4815 -1,3439 -0,7873 0,1446 1,3038 2,4911 3,4402 3,8479 3,5471 2,6993 1,7396 1,0824 0,9107 1,1876 1,7682 2,4829 3,1283 3,4540 3,2838 2,6743 1,9183 1,3873 1,3395 1,8082 2,6383 3,6156 4,5356 5,1831 5,3609 4,9950 4,1983 3,2177 2,3125 1,6688 1,3653 1,3349 1,3752 1,2760 0,9616 0,5096 0,0751 -0,1678 -0,0738 0,3868 1,0814 1,7687 2,1967 2,2277 1,9618 1,7033 1,7247 2,0502 2,5102 2,9871 3,5138 4,1251 4,7134 5,0740 5,0520 4,6261 3,8968 3,0287 2,1758 1,4068 0,6842 -0,0439 -0,6856 -0,9783 -0,7153 0,0165 0,9123 1,7039 2,2717 2,6171 2,8420 3,1070 3,5134 3,9916 4,3371 4,3969 4,1872 3,7991 3,2597 2,5712 1,8521 1,3045 1,0174 0,9097 0,8915 0,9841 1,2347 1,5889 1,9446 2,2902 2,6747 3,0551 3,2656 3,1597 2,7638 2,2912 1,9799 1,9018 1,9474 1,9610 1,8746 1,7479 1,6904 1,7582 1,9300 2,1452 2,3414 2,4469 2,3567 1,9870 1,3681 0,6668 0,1279 -0,0407 0,2237 0,8200 1,5602 2,2727 2,8528 3,2371 3,3669 3,2097 2,7934 2,1841 1,4907 0,9039 0,6043 0,6062 0,7893 1,0667 1,4530 1,9964 2,6830 3,4132 4,0671 4,5659 4,8708 4,9576 4,7947 4,3269 3,5011 2,3406 0,9920 -0,3270 -1,4191 -2,1451 -2,4270 -2,2309 -1,5326 -0,3345 1,2400 2,8662 4,0865 4,5621 4,2705 3,4717 2,5641 1,9310 1,7737 2,0369 2,5122 2,9903 3,3264 3,4417 3,3183 2,9967 2,5520 2,0424 1,4825 0,8886 0,3170 -0,1759 -0,5704 -0,8477 -0,9532 -0,8357 -0,5074 -0,0186 0,5901 1,2510 1,8247 2,1628 2,2168 2,0716 1,8725 1,7165 1,5950 1,4204 1,0985 0,5934 -0,0369 -0,6438 -1,0280 -1,0043 -0,4981 0,3781 1,3685 2,2171 2,7777 3,0015 2,8550 2,3147 1,4518 0,4563 -0,4478 -1,1056 -1,4998 -1,7173 -1,8137 -1,7473 -1,4678 -1,0492 -0,6955 -0,5743 -0,6870 -0,9328 -1,2193 -1,4889 -1,6952 -1,7948 -1,7447 -1,5105 -1,1086 -0,6155 -0,1152 0,3170 0,5964 0,6689 0,5477 0,2634 -0,1766 -0,7405 -1,3088 -1,6845 -1,6816 -1,2084 -0,2788 1,0086 2,4785 3,9090 5,1056 5,9534 6,4201 6,5315 6,3298 5,8444 5,1196 4,2772 3,5027 2,9488 2,6856 2,7160 2,9752 3,3370 3,6711 3,8976 4,0066 4,0513 4,1221 4,3121 4,6556 5,0496 5,2705 5,1268 4,5875 3,7465 2,7251 1,6477 0,6451 -0,1666 -0,7078 -0,9410 -0,8684 -0,5369 -0,0465 0,4550 0,8048 0,8986 0,7705 0,5767 0,4383 0,2889 -0,0658 -0,7062 -1,4586 -2,0426 -2,3203 -2,3474 -2,2427 -2,0921 -1,9525 -1,8749 -1,8943 -1,9969 -2,1214 -2,1940 -2,1529 -1,9595 -1,6105 -1,1526 -0,6795 -0,2835 -0,0179 0,0576 -0,1654
