Fp1   1,2043 1,0051 0,8215 0,6712 0,5809 0,5744 0,6531 0,7895 0,9384 1,0531 1,0970 1,0550 0,9412 0,7910 0,6383 0,5027 0,3953 0,3248 0,2874 0,2607 0,2202 0,1658 0,1246 0,1247 0,1659 0,2158 0,2310 0,1860 0,0872 -0,0337 -0,1379 -0,2000 -0,2171 -0,2005 -0,1611 -0,1081 -0,0631 -0,0705 -0,1787 -0,4041 -0,7151 -1,0486 -1,3396 -1,5431 -1,6462 -1,6663 -1,6389 -1,6018 -1,5766 -1,5549 -1,5043 -1,3977 -1,2350 -1,0375 -0,8285 -0,6254 -0,4467 -0,3131 -0,2279 -0,1653 -0,0828 0,0519 0,2435 0,4688 0,6917 0,8810 1,0189 1,0995 1,1244 1,0978 1,0192 0,8808 0,6839 0,4602 0,2711 0,1772 0,2020 0,3198 0,4711 0,5899 0,6293 0,5790 0,4655 0,3288 0,1935 0,0592 -0,0881 -0,2588 -0,4486 -0,6376 -0,8002 -0,9160 -0,9768 -0,9888 -0,9661 -0,9215 -0,8596 -0,7748 -0,6578 -0,5097 -0,3488 -0,2047 -0,1029 -0,0489 -0,0229 0,0119 0,0899 0,2279 0,4145 0,6104 0,7643 0,8380 0,8226 0,7341 0,5993 0,4428 0,2851 0,1461 0,0425 -0,0221 -0,0617 -0,1020 -0,1717 -0,2934 -0,4618 -0,6298 -0,7311 -0,7251 -0,6163 -0,4391 -0,2338 -0,0315 0,1510 0,3087 0,4438 0,5658 0,6897 0,8259 0,9698 1,1074 1,2254 1,3173 1,3819 1,4170 1,4173 1,3843 1,3388 1,3195 1,3656 1,4945 1,6949 1,9383 2,1964 2,4645 2,7815 3,2210 3,8484 4,6778 5,6618 6,7145 7,7406 8,6524 9,3793 9,8751 10,1259 10,1566 10,0299 9,8342 9,6561 9,5481 9,5134 9,5254 9,5639 9,6299 9,7273 9,8379 9,9240 9,9526 9,9112 9,8041 9,6365 9,4102 9,1306 8,8101 8,4615 8,0974 7,7375 7,4040 7,1050 6,8201 6,5029 6,1004 5,5761 4,9283 4,1982 3,4627 2,8090 2,3041 1,9742 1,8046 1,7535 1,7595 1,7484 1,6507 1,4306 1,1100 0,7617 0,4701 0,2897 0,2306 0,2605 0,3081 0,2787 0,0937 -0,2642 -0,7412 -1,2447 -1,6840 -1,9951 -2,1515 -2,1580 -2,0305 -1,7903 -1,4774 -1,1550 -0,8923 -0,7388 -0,7085 -0,7811 -0,9158 -1,0741 -1,2357 -1,4010 -1,5852 -1,8004 -2,0413 -2,2889 -2,5200 -2,7072 -2,8206 -2,8396 -2,7638 -2,6120 -2,4159 -2,2168 -2,0581 -1,9731 -1,9771 -2,0763 -2,2730 -2,5570 -2,8920 -3,2126 -3,4349 -3,4862 -3,3409 -3,0346 -2,6461 -2,2620 -1,9439 -1,7126 -1,5605 -1,4750 -1,4476 -1,4610 -1,4857 -1,4992 -1,5002 -1,4987 -1,4975 -1,4810 -1,4252 -1,3228 -1,1965 -1,0855 -1,0240 -1,0316 -1,1106 -1,2453 -1,4068 -1,5600 -1,6679 -1,7004 -1,6429 -1,4975 -1,2767 -0,9886 -0,6220 -0,1552 0,4164 1,0597 1,7093 2,2946 2,7697 3,1262 3,3859 3,5801 3,7289 3,8366 3,9026 3,9284 3,9124 3,8480 3,7395 3,6209 3,5454 3,5494 3,6263 3,7324 3,8201 3,8677 3,8799 3,8732 3,8672 3,8776 3,9100 3,9600 4,0178 4,0728 4,1193 4,1588 4,1924 4,2137 4,2126 4,1860 4,1387 4,0796 4,0198 3,9707 3,9368 3,9023 3,8310 3,6870 3,4636 3,1947 2,9373 2,7449 2,6544 2,6807 2,8083 2,9861 3,1428 3,2166 3,1815 3,0504 2,8591 2,6502 2,4667 2,3434 2,2940 2,3036 2,3330 2,3351 2,2764 2,1550 2,0002 1,8577 1,7761 1,7909 1,9079 2,0974 2,3073 2,4867 2,6041 2,6485 2,6194 2,5245 2,3838 2,2252 2,0738 1,9430 1,8350 1,7414 1,6487 1,5466 1,4344 1,3168 1,1980 1,0806 0,9699 0,8779 0,8269 0,8498 0,9754 1,2062 1,5099 1,8346 2,1349 2,3893 2,5986 2,7683 2,8915 2,9572 2,9723 2,9666 2,9712 3,0017 3,0607 3,1459 3,2488 3,3488 3,4139 3,4111 3,3213 3,1519 2,9342 2,7098 2,5174 2,3858 2,3314 2,3575 2,4554 2,6091 2,7989 3,0024 3,1950 3,3524 3,4564 3,5018 3,4965 3,4502 3,3561 3,1916 2,9476 2,6564 2,3873 2,2108 2,1627 2,2332 2,3762 2,5272 2,6343 2,6815 2,6831 2,6632 2,6425 2,6351 2,6498 2,6929 2,7665 2,8659 2,9846 3,1206 3,2764 3,4536 3,6434 3,8205 3,9520 4,0222 4,0517 4,0895 4,1791 4,3289 4,5092 4,6737 4,7832 4,8148 4,7599 4,6282 4,4528 4,2783 4,1386 4,0422 3,9701 3,8889 3,7746 3,6294 3,4774 3,3422 3,2338 3,1506 3,0875 3,0469 3,0473 3,1140 3,2547 3,4501 3,6673 3,8782 4,0693 4,2383 4,3777 4,4578 4,4332 4,2693 3,9658 3,5602 3,1120 2,6813 2,3125 2,0300 1,8445 1,7597 1,7674 1,8391 1,9245 1,9602 1,8858 1,6601 1,2762 0,7646 0,1795 -0,4144 -0,9476 -1,3593 -1,6121 -1,6890 -1,5828 -1,3050 -0,9023 -0,4491 -0,0217 0,3252 0,5699 0,7174 0,7808 0,7658 0,6711 0,5103 0,3216 0,1454 -0,0034 -0,1335 -0,2499 -0,3369 -0,3650 -0,3064 -0,1432 0,1309 0,5143 0,9994 1,5652 2,1769 2,7979 3,3951 3,9339 4,3845 4,7380 5,0087 5,2158 5,3694 5,4811 5,5754 5,6762 5,7840 5,8724 5,9049 5,8579 5,7361 5,5679 5,3878 5,2155 5,0530 4,8984 4,7533 4,6140 4,4682 4,3019 4,1056 3,8766 3,6205 3,3529 3,0999 2,8874 2,7247 2,6051 2,5310 2,5303 2,6401 2,8754 3,2089 3,5699 3,8589 3,9778 3,8760 3,5809 3,1786 2,7627 2,3969 2,1104 1,9088 1,7853 1,7284 1,7228 1,7428 1,7525 1,7234 1,6631 1,6218 1,6630 1,8234 2,0975 2,4496 2,8377 3,2284 3,5866 3,8674 4,0326 4,0704 3,9935
Fz    0,7182 0,5963 0,4760 0,3689 0,2933 0,2677 0,2977 0,3684 0,4512 0,5159 0,5405 0,5195 0,4664 0,4050 0,3554 0,3246 0,3089 0,3006 0,2889 0,2598 0,2032 0,1256 0,0503 0,0037 -0,0016 0,0248 0,0581 0,0739 0,0610 0,0265 -0,0086 -0,0251 -0,0189 -0,0011 0,0137 0,0153 -0,0048 -0,0602 -0,1659 -0,3259 -0,5232 -0,7234 -0,8871 -0,9849 -1,0067 -0,9638 -0,8828 -0,7957 -0,7254 -0,6739 -0,6234 -0,5548 -0,4645 -0,3610 -0,2507 -0,1338 -0,0129 0,1047 0,2172 0,3377 0,4859 0,6721 0,8883 1,1082 1,3003 1,4436 1,5337 1,5757 1,5761 1,5388 1,4627 1,3434 1,1830 1,0022 0,8395 0,7345 0,7056 0,7380 0,7949 0,8392 0,8478 0,8168 0,7577 0,6875 0,6171 0,5481 0,4757 0,3946 0,3059 0,2220 0,1636 0,1486 0,1824 0,2553 0,3487 0,4464 0,5409 0,6328 0,7245 0,8129 0,8870 0,9323 0,9407 0,9190 0,8909 0,8892 0,9412 1,0576 1,2295 1,4322 1,6342 1,8062 1,9256 1,9774 1,9535 1,8522 1,6813 1,4611 1,2202 0,9838 0,7637 0,5571 0,3496 0,1254 -0,1140 -0,3396 -0,5107 -0,6030 -0,6180 -0,5714 -0,4798 -0,3581 -0,2209 -0,0824 0,0471 0,1681 0,2893 0,4154 0,5381 0,6428 0,7216 0,7783 0,8249 0,8748 0,9367 1,0145 1,1111 1,2322 1,3853 1,5734 1,7909 2,0261 2,2686 2,5224 2,8172 3,2014 3,7144 4,3610 5,1100 5,9081 6,6944 7,4116 8,0130 8,4663 8,7565 8,8889 8,8914 8,8114 8,7029 8,6050 8,5277 8,4619 8,4002 8,3450 8,2972 8,2455 8,1704 8,0572 7,9055 7,7263 7,5287 7,3152 7,0874 6,8492 6,6060 6,3651 6,1384 5,9372 5,7630 5,6024 5,4272 5,2011 4,8933 4,4971 4,0394 3,5737 3,1604 2,8460 2,6503 2,5644 2,5582 2,5881 2,6021 2,5491 2,3945 2,1396 1,8269 1,5199 1,2733 1,1151 1,0398 1,0069 0,9484 0,7978 0,5258 0,1555 -0,2564 -0,6489 -0,9766 -1,2173 -1,3695 -1,4424 -1,4503 -1,4167 -1,3758 -1,3630 -1,4017 -1,4963 -1,6319 -1,7783 -1,9034 -1,9895 -2,0424 -2,0889 -2,1587 -2,2653 -2,4018 -2,5491 -2,6816 -2,7718 -2,7994 -2,7588 -2,6612 -2,5325 -2,4073 -2,3195 -2,2925 -2,3352 -2,4477 -2,6255 -2,8557 -3,1088 -3,3385 -3,4921 -3,5290 -3,4372 -3,2398 -2,9857 -2,7313 -2,5187 -2,3633 -2,2590 -2,1964 -2,1730 -2,1867 -2,2287 -2,2888 -2,3627 -2,4491 -2,5421 -2,6285 -2,6954 -2,7449 -2,7970 -2,8741 -2,9836 -3,1166 -3,2547 -3,3775 -3,4700 -3,5225 -3,5254 -3,4697 -3,3548 -3,1938 -3,0074 -2,8080 -2,5843 -2,3084 -1,9623 -1,5598 -1,1425 -0,7559 -0,4262 -0,1532 0,0787 0,2828 0,4587 0,5957 0,6842 0,7231 0,7165 0,6723 0,6078 0,5549 0,5492 0,6093 0,7241 0,8585 0,9756 1,0539 1,0891 1,0872 1,0606 1,0252 0,9951 0,9769 0,9676 0,9593 0,9483 0,9388 0,9389 0,9538 0,9817 1,0137 1,0382 1,0486 1,0468 1,0412 1,0395 1,0362 1,0079 0,9240 0,7696 0,5601 0,3342 0,1352 -0,0024 -0,0613 -0,0472 0,0120 0,0783 0,1205 0,1241 0,0909 0,0322 -0,0350 -0,0881 -0,1037 -0,0696 0,0037 0,0860 0,1421 0,1490 0,1069 0,0382 -0,0243 -0,0477 -0,0085 0,0972 0,2492 0,4108 0,5418 0,6121 0,6078 0,5289 0,3874 0,2055 0,0107 -0,1739 -0,3351 -0,4687 -0,5762 -0,6650 -0,7424 -0,8102 -0,8653 -0,9070 -0,9417 -0,9802 -1,0299 -1,0885 -1,1396 -1,1585 -1,1296 -1,0592 -0,9698 -0,8825 -0,8007 -0,7105 -0,5986 -0,4705 -0,3452 -0,2336 -0,1288 -0,0175 0,1059 0,2396 0,3796 0,5202 0,6501 0,7528 0,8119 0,8174 0,7695 0,6805 0,5723 0,4713 0,4000 0,3700 0,3793 0,4180 0,4751 0,5393 0,5989 0,6441 0,6712 0,6835 0,6883 0,6917 0,6937 0,6822 0,6382 0,5530 0,4442 0,3524 0,3198 0,3682 0,4887 0,6467 0,7959 0,9015 0,9531 0,9593 0,9362 0,9010 0,8698 0,8553 0,8684 0,9167 1,0018 1,1191 1,2621 1,4260 1,6051 1,7869 1,9492 2,0662 2,1223 2,1262 2,1091 2,1060 2,1331 2,1818 2,2304 2,2596 2,2552 2,2060 2,1099 1,9834 1,8551 1,7497 1,6773 1,6315 1,5940 1,5470 1,4848 1,4151 1,3503 1,2989 1,2631 1,2411 1,2340 1,2514 1,3055 1,3999 1,5267 1,6757 1,8407 2,0177 2,1988 2,3647 2,4829 2,5185 2,4499 2,2800 2,0358 1,7577 1,4875 1,2585 1,0922 0,9985 0,9764 1,0101 1,0667 1,0999 1,0608 0,9102 0,6323 0,2420 -0,2188 -0,6974 -1,1440 -1,5169 -1,7867 -1,9399 -1,9750 -1,8975 -1,7249 -1,4912 -1,2375 -0,9965 -0,7868 -0,6169 -0,4907 -0,4119 -0,3854 -0,4138 -0,4893 -0,5929 -0,7060 -0,8204 -0,9334 -1,0350 -1,1032 -1,1114 -1,0361 -0,8616 -0,5849 -0,2160 0,2265 0,7152 1,2172 1,7022 2,1458 2,5255 2,8264 3,0519 3,2219 3,3576 3,4699 3,5633 3,6432 3,7125 3,7656 3,7892 3,7677 3,6915 3,5637 3,3982 3,2101 3,0083 2,7972 2,5870 2,3949 2,2342 2,1045 1,9920 1,8763 1,7402 1,5793 1,4040 1,2368 1,1010 1,0085 0,9590 0,9554 1,0122 1,1423 1,3393 1,5735 1,7984 1,9577 1,9986 1,8976 1,6779 1,3958 1,1101 0,8612 0,6662 0,5239 0,4228 0,3505 0,2949 0,2415 0,1739 0,0833 -0,0182 -0,0974 -0,1173 -0,0590 0,0710 0,2512 0,4602 0,6809 0,8906 1,0575 1,1546 1,1726 1,1172
F3    1,2701 1,1764 1,0995 1,0468 1,0322 1,0684 1,1542 1,2655 1,3614 1,4028 1,3661 1,2481 1,0689 0,8656 0,6754 0,5208 0,4106 0,3467 0,3223 0,3172 0,3086 0,2902 0,2781 0,2941 0,3447 0,4119 0,4624 0,4662 0,4090 0,2968 0,1494 -0,0128 -0,1764 -0,3318 -0,4681 -0,5775 -0,6688 -0,7718 -0,9190 -1,1210 -1,3557 -1,5796 -1,7495 -1,8425 -1,8638 -1,8415 -1,8148 -1,8185 -1,8679 -1,9493 -2,0267 -2,0621 -2,0334 -1,9364 -1,7749 -1,5596 -1,3134 -1,0681 -0,8457 -0,6447 -0,4481 -0,2420 -0,0268 0,1811 0,3556 0,4722 0,5183 0,4952 0,4149 0,2952 0,1548 0,0078 -0,1322 -0,2430 -0,2935 -0,2601 -0,1447 0,0194 0,1814 0,2934 0,3258 0,2752 0,1622 0,0178 -0,1328 -0,2770 -0,4106 -0,5325 -0,6385 -0,7207 -0,7699 -0,7812 -0,7561 -0,7000 -0,6176 -0,5119 -0,3873 -0,2516 -0,1160 0,0041 0,0894 0,1218 0,0952 0,0266 -0,0451 -0,0739 -0,0253 0,1130 0,3278 0,5826 0,8281 1,0185 1,1266 1,1480 1,0924 0,9716 0,7979 0,5901 0,3729 0,1663 -0,0217 -0,1941 -0,3630 -0,5449 -0,7419 -0,9289 -1,0679 -1,1347 -1,1315 -1,0773 -0,9943 -0,9032 -0,8229 -0,7679 -0,7426 -0,7358 -0,7236 -0,6847 -0,6156 -0,5308 -0,4475 -0,3721 -0,2992 -0,2198 -0,1264 -0,0123 0,1286 0,2992 0,4961 0,7081 0,9168 1,1028 1,2548 1,3830 1,5330 1,7799 2,1913 2,7892 3,5435 4,3913 5,2569 6,0626 6,7377 7,2294 7,5133 7,6002 7,5350 7,3849 7,2213 7,0944 7,0172 6,9756 6,9564 6,9624 6,9990 7,0537 7,0974 7,1033 7,0590 6,9623 6,8138 6,6172 6,3825 6,1218 5,8409 5,5427 5,2360 4,9365 4,6564 4,3944 4,1326 3,8417 3,4971 3,0969 2,6701 2,2667 1,9381 1,7185 1,6150 1,6085 1,6617 1,7277 1,7551 1,6950 1,5177 1,2333 0,8941 0,5690 0,3137 0,1562 0,0922 0,0813 0,0552 -0,0525 -0,2663 -0,5583 -0,8745 -1,1685 -1,4137 -1,5997 -1,7224 -1,7780 -1,7685 -1,7141 -1,6544 -1,6327 -1,6756 -1,7811 -1,9211 -2,0569 -2,1614 -2,2328 -2,2944 -2,3810 -2,5145 -2,6907 -2,8875 -3,0763 -3,2269 -3,3130 -3,3208 -3,2521 -3,1227 -2,9588 -2,7941 -2,6640 -2,5969 -2,6089 -2,7081 -2,8991 -3,1742 -3,4988 -3,8093 -4,0276 -4,0883 -3,9670 -3,6927 -3,3352 -2,9762 -2,6779 -2,4638 -2,3234 -2,2359 -2,1879 -2,1677 -2,1595 -2,1539 -2,1545 -2,1684 -2,1917 -2,2076 -2,1971 -2,1560 -2,0998 -2,0508 -2,0234 -2,0200 -2,0331 -2,0458 -2,0395 -2,0030 -1,9345 -1,8426 -1,7443 -1,6529 -1,5660 -1,4646 -1,3167 -1,0890 -0,7654 -0,3614 0,0792 0,5048 0,8782 1,1882 1,4440 1,6600 1,8441 1,9971 2,1171 2,2010 2,2431 2,2373 2,1882 2,1207 2,0726 2,0701 2,1092 2,1605 2,1931 2,1947 2,1726 2,1427 2,1223 2,1256 2,1598 2,2227 2,3021 2,3813 2,4521 2,5189 2,5897 2,6674 2,7467 2,8162 2,8604 2,8675 2,8374 2,7854 2,7312 2,6783 2,6070 2,4906 2,3211 2,1223 1,9400 1,8202 1,7922 1,8587 1,9913 2,1363 2,2360 2,2536 2,1839 2,0467 1,8728 1,6925 1,5313 1,4080 1,3295 1,2870 1,2575 1,2127 1,1340 1,0245 0,9100 0,8267 0,8081 0,8759 1,0291 1,2409 1,4642 1,6510 1,7714 1,8190 1,7985 1,7167 1,5809 1,4018 1,1957 0,9838 0,7852 0,6068 0,4442 0,2949 0,1659 0,0679 0,0057 -0,0246 -0,0326 -0,0269 -0,0061 0,0441 0,1393 0,2789 0,4414 0,5971 0,7250 0,8206 0,8939 0,9560 1,0063 1,0380 1,0578 1,0896 1,1551 1,2613 1,4051 1,5807 1,7758 1,9660 2,1179 2,2004 2,1978 2,1167 1,9819 1,8265 1,6828 1,5777 1,5284 1,5389 1,6024 1,7081 1,8466 2,0106 2,1912 2,3727 2,5335 2,6558 2,7335 2,7674 2,7509 2,6647 2,4962 2,2647 2,0224 1,8308 1,7339 1,7447 1,8449 1,9950 2,1547 2,2980 2,4124 2,4919 2,5382 2,5611 2,5745 2,5936 2,6289 2,6813 2,7481 2,8317 2,9406 3,0790 3,2385 3,3956 3,5180 3,5794 3,5789 3,5455 3,5172 3,5153 3,5361 3,5621 3,5751 3,5579 3,4930 3,3724 3,2087 3,0290 2,8590 2,7147 2,5977 2,4939 2,3851 2,2644 2,1432 2,0410 1,9727 1,9426 1,9473 1,9840 2,0576 2,1759 2,3346 2,5124 2,6822 2,8249 2,9360 3,0203 3,0768 3,0868 3,0194 2,8527 2,5916 2,2695 1,9342 1,6325 1,3972 1,2403 1,1549 1,1235 1,1229 1,1245 1,0946 0,9967 0,8001 0,4903 0,0789 -0,3969 -0,8839 -1,3246 -1,6663 -1,8729 -1,9344 -1,8614 -1,6755 -1,4107 -1,1154 -0,8409 -0,6245 -0,4815 -0,4057 -0,3775 -0,3803 -0,4145 -0,4937 -0,6217 -0,7783 -0,9334 -1,0690 -1,1811 -1,2606 -1,2820 -1,2168 -1,0493 -0,7830 -0,4387 -0,0425 0,3872 0,8363 1,2875 1,7228 2,1242 2,4694 2,7388 2,9320 3,0705 3,1811 3,2786 3,3673 3,4517 3,5351 3,6119 3,6668 3,6805 3,6392 3,5429 3,4076 3,2564 3,1066 2,9656 2,8382 2,7305 2,6420 2,5606 2,4678 2,3448 2,1781 1,9649 1,7169 1,4629 1,2415 1,0818 0,9954 0,9894 1,0790 1,2776 1,5769 1,9391 2,3021 2,5896 2,7298 2,6855 2,4760 2,1656 1,8289 1,5233 1,2806 1,1072 0,9919 0,9163 0,8624 0,8121 0,7478 0,6617 0,5693 0,5096 0,5248 0,6350 0,8299 1,0805 1,3591 1,6476 1,9245 2,1561 2,3077 2,3611 2,3168
F7    1,2997 1,1712 1,0635 0,9792 0,9287 0,9231 0,9586 1,0124 1,0535 1,0572 1,0130 0,9257 0,8122 0,6943 0,5872 0,4963 0,4240 0,3713 0,3316 0,2886 0,2302 0,1642 0,1154 0,1056 0,1372 0,1904 0,2355 0,2492 0,2263 0,1791 0,1265 0,0806 0,0416 0,0047 -0,0330 -0,0755 -0,1371 -0,2447 -0,4227 -0,6728 -0,9686 -1,2686 -1,5329 -1,7324 -1,8551 -1,9076 -1,9124 -1,9009 -1,8997 -1,9138 -1,9227 -1,9001 -1,8363 -1,7411 -1,6275 -1,5036 -1,3801 -1,2742 -1,1940 -1,1271 -1,0500 -0,9478 -0,8229 -0,6906 -0,5675 -0,4611 -0,3696 -0,2911 -0,2321 -0,2044 -0,2192 -0,2834 -0,3928 -0,5242 -0,6395 -0,7032 -0,7017 -0,6522 -0,5939 -0,5706 -0,6124 -0,7225 -0,8777 -1,0442 -1,1967 -1,3258 -1,4334 -1,5236 -1,5950 -1,6402 -1,6536 -1,6381 -1,6058 -1,5726 -1,5513 -1,5460 -1,5514 -1,5544 -1,5378 -1,4888 -1,4081 -1,3084 -1,2044 -1,1025 -0,9981 -0,8801 -0,7394 -0,5748 -0,3955 -0,2235 -0,0884 -0,0118 0,0024 -0,0345 -0,1055 -0,1930 -0,2810 -0,3547 -0,4026 -0,4226 -0,4254 -0,4314 -0,4633 -0,5360 -0,6413 -0,7418 -0,7921 -0,7689 -0,6799 -0,5511 -0,4127 -0,2899 -0,1959 -0,1310 -0,0876 -0,0563 -0,0299 -0,0069 0,0104 0,0213 0,0293 0,0374 0,0456 0,0500 0,0441 0,0229 -0,0073 -0,0251 -0,0030 0,0730 0,1944 0,3370 0,4761 0,6062 0,7555 0,9787 1,3270 1,8171 2,4243 3,0961 3,7690 4,3815 4,8836 5,2445 5,4568 5,5354 5,5152 5,4481 5,3887 5,3714 5,3982 5,4513 5,5170 5,5940 5,6778 5,7468 5,7692 5,7266 5,6279 5,5025 5,3772 5,2600 5,1431 5,0126 4,8535 4,6561 4,4240 4,1680 3,8936 3,5940 3,2539 2,8594 2,4052 1,8996 1,3688 0,8579 0,4215 0,1044 -0,0756 -0,1313 -0,0976 -0,0259 0,0236 -0,0022 -0,1275 -0,3330 -0,5618 -0,7490 -0,8533 -0,8708 -0,8305 -0,7879 -0,8113 -0,9550 -1,2295 -1,5959 -1,9857 -2,3276 -2,5672 -2,6795 -2,6669 -2,5464 -2,3421 -2,0874 -1,8280 -1,6145 -1,4887 -1,4712 -1,5574 -1,7204 -1,9241 -2,1356 -2,3360 -2,5238 -2,7054 -2,8828 -3,0495 -3,1927 -3,2967 -3,3467 -3,3367 -3,2711 -3,1608 -3,0225 -2,8823 -2,7746 -2,7299 -2,7630 -2,8731 -3,0496 -3,2702 -3,4976 -3,6833 -3,7766 -3,7379 -3,5575 -3,2656 -2,9231 -2,5962 -2,3297 -2,1342 -1,9940 -1,8890 -1,8087 -1,7477 -1,6995 -1,6618 -1,6389 -1,6344 -1,6415 -1,6411 -1,6115 -1,5477 -1,4673 -1,3960 -1,3531 -1,3493 -1,3880 -1,4641 -1,5639 -1,6638 -1,7294 -1,7226 -1,6167 -1,4110 -1,1323 -0,8145 -0,4724 -0,1025 0,2973 0,7136 1,1172 1,4758 1,7711 2,0064 2,1976 2,3607 2,5046 2,6304 2,7336 2,8047 2,8298 2,7975 2,7121 2,6018 2,5080 2,4626 2,4715 2,5149 2,5652 2,6055 2,6350 2,6642 2,7065 2,7663 2,8366 2,9076 2,9726 3,0280 3,0735 3,1145 3,1571 3,2016 3,2420 3,2719 3,2889 3,2951 3,2960 3,2984 3,3026 3,2940 3,2430 3,1210 2,9245 2,6840 2,4504 2,2705 2,1730 2,1641 2,2247 2,3156 2,3916 2,4195 2,3876 2,3040 2,1857 2,0513 1,9226 1,8226 1,7647 1,7433 1,7348 1,7106 1,6529 1,5665 1,4760 1,4148 1,4123 1,4838 1,6218 1,7949 1,9567 2,0658 2,1029 2,0699 1,9764 1,8320 1,6496 1,4470 1,2425 1,0513 0,8857 0,7517 0,6500 0,5805 0,5435 0,5338 0,5383 0,5405 0,5291 0,5024 0,4730 0,4677 0,5167 0,6332 0,8040 0,9957 1,1729 1,3171 1,4304 1,5208 1,5860 1,6177 1,6178 1,6027 1,5924 1,6013 1,6365 1,6966 1,7696 1,8322 1,8570 1,8241 1,7293 1,5863 1,4200 1,2585 1,1280 1,0492 1,0344 1,0839 1,1873 1,3279 1,4865 1,6404 1,7638 1,8368 1,8546 1,8275 1,7728 1,7041 1,6225 1,5210 1,3991 1,2762 1,1881 1,1687 1,2303 1,3588 1,5209 1,6763 1,7959 1,8734 1,9200 1,9508 1,9755 1,9976 2,0198 2,0479 2,0883 2,1423 2,2053 2,2702 2,3324 2,3929 2,4548 2,5153 2,5637 2,5929 2,6119 2,6430 2,7039 2,7933 2,8927 2,9777 3,0287 3,0333 2,9813 2,8676 2,7039 2,5197 2,3481 2,2102 2,1084 2,0316 1,9673 1,9107 1,8622 1,8200 1,7782 1,7307 1,6748 1,6169 1,5765 1,5765 1,6260 1,7138 1,8182 1,9203 2,0132 2,0996 2,1787 2,2343 2,2388 2,1695 2,0226 1,8160 1,5787 1,3375 1,1102 0,9086 0,7447 0,6321 0,5807 0,5863 0,6223 0,6417 0,5897 0,4226 0,1236 -0,2900 -0,7745 -1,2725 -1,7246 -2,0829 -2,3185 -2,4158 -2,3691 -2,1920 -1,9237 -1,6172 -1,3188 -1,0580 -0,8485 -0,6952 -0,6002 -0,5663 -0,5924 -0,6655 -0,7612 -0,8598 -0,9592 -1,0656 -1,1743 -1,2646 -1,3132 -1,3024 -1,2188 -1,0505 -0,7881 -0,4280 0,0180 0,5193 1,0356 1,5266 1,9563 2,2992 2,5485 2,7164 2,8203 2,8730 2,8893 2,8945 2,9129 2,9501 2,9876 2,9947 2,9479 2,8457 2,7066 2,5540 2,4027 2,2578 2,1257 2,0180 1,9410 1,8863 1,8357 1,7718 1,6852 1,5748 1,4451 1,3081 1,1802 1,0704 0,9766 0,9028 0,8719 0,9143 1,0421 1,2348 1,4439 1,6080 1,6731 1,6171 1,4637 1,2662 1,0726 0,9067 0,7723 0,6666 0,5891 0,5425 0,5284 0,5389 0,5541 0,5531 0,5372 0,5381 0,5953 0,7284 0,9290 1,1728 1,4352 1,6973 1,9344 2,1107 2,1969 2,1871 2,0964
