Fp1   1,6531 2,2842 2,9906 3,6109 3,9859 4,0199 3,7351 3,2677 2,7766 2,3351 1,9070 1,4164 0,8277 0,1695 -0,4973 -1,1208 -1,6715 -2,1288 -2,4532 -2,5744 -2,4184 -1,9526 -1,2128 -0,3046 0,6297 1,4667 2,1351 2,6040 2,8576 2,8812 2,6634 2,2090 1,5444 0,7058 -0,2605 -1,2710 -2,1899 -2,8667 -3,2175 -3,2727 -3,1445 -2,9575 -2,8095 -2,7543 -2,7790 -2,7979 -2,6939 -2,3822 -1,8410 -1,1039 -0,2484 0,6158 1,3679 1,8937 2,1045 1,9707 1,5336 0,8718 0,0700 -0,7770 -1,5555 -2,1517 -2,4854 -2,5279 -2,2975 -1,8488 -1,2583 -0,6100 0,0066 0,4962 0,7757 0,8033 0,5997 0,2428 -0,1662 -0,5330 -0,7770 -0,8374 -0,6995 -0,4156 -0,0791 0,2363 0,5033 0,7212 0,8925 1,0143 1,0697 1,0401 0,9427 0,8366 0,7729 0,7344 0,6169 0,2766 -0,3714 -1,2649 -2,1928 -2,9079 -3,2630 -3,2459 -2,9125 -2,3203 -1,5199 -0,5813 0,3941 1,2902 1,9908 2,3770 2,3430 1,8665 1,0733 0,2138 -0,4416 -0,7260 -0,6485 -0,3608 -0,0427 0,2111 0,4457 0,8066 1,4249 2,3325 3,4693 4,7256 5,9702 7,0775 7,9678 8,6330 9,1023 9,3741 9,4104 9,2039 8,8222 8,3826 8,0069 7,7891 7,7850 8,0256 8,5134 9,1818 9,8897 10,4862 10,8681 10,9776 10,8031 10,4075 9,9213 9,4881 9,2050 9,0783 9,0231 8,9284 8,7309 8,4159 7,9710 7,3748 6,6356 5,8109 4,9734 4,1751 3,4456 2,8031 2,2606 1,8365 1,5609 1,4527 1,4753 1,5093 1,3903 0,9973 0,3313 -0,4642 -1,1651 -1,5789 -1,6361 -1,4053 -1,0350 -0,6743 -0,4373 -0,4014 -0,5988 -1,0089 -1,5741 -2,2180 -2,8492 -3,3527 -3,5940 -3,4770 -3,0243 -2,3872 -1,7578 -1,2623 -0,9208 -0,6775 -0,4605 -0,2326 -0,0039 0,1880 0,3061 0,3439 0,3453 0,3661 0,4002 0,3647 0,1651 -0,2247 -0,7302 -1,2088 -1,5290 -1,6364 -1,5497 -1,3150 -0,9804 -0,6029 -0,2459 0,0481 0,2689 0,4080 0,4491 0,4046 0,3246 0,2570 0,2279 0,2542 0,3465 0,4957 0,6724 0,8422 0,9843 1,0986 1,1929 1,2652 1,3008 1,2831 1,2050 1,0855 0,9702 0,8904 0,8282 0,7303 0,5447 0,2637 -0,0453 -0,2561 -0,2535 -0,0160 0,3604 0,7222 0,9450 0,9861 0,8819 0,6936 0,4516 0,1608 -0,1612 -0,4822 -0,7888 -1,0840 -1,3448 -1,5121 -1,5463 -1,4765 -1,3795 -1,3152 -1,2893 -1,2748 -1,2469 -1,1829 -1,0591 -0,8601 -0,5828 -0,2418 0,1085 0,3684 0,4265 0,2142 -0,2570 -0,8962 -1,5728 -2,1834 -2,7077 -3,2022 -3,7207 -4,2385 -4,6546 -4,8618 -4,8133 -4,5353 -4,1016 -3,5963 -3,0746 -2,5367 -1,9531 -1,3239 -0,7008 -0,1515 0,2810 0,5790 0,7225 0,6793 0,4287 -0,0093 -0,5739 -1,1861 -1,7716 -2,2777 -2,6857 -2,9968 -3,1963 -3,2364 -3,0639 -2,6643 -2,0783 -1,3817 -0,6621 -0,0024 0,5491 0,9939 1,3442 1,5690 1,5937 1,3539 0,8434 0,1280 -0,6606 -1,3579 -1,8400 -2,0960 -2,2321 -2,3967 -2,6800 -3,0736 -3,5129 -3,9413 -4,3270 -4,6323 -4,7856 -4,7012 -4,3422 -3,7611 -3,0823 -2,4568 -2,0165 -1,8318 -1,8920 -2,1180 -2,3838 -2,5458 -2,4975 -2,2195 -1,7695 -1,2250 -0,6465 -0,0869 0,3860 0,6988 0,8175 0,7766 0,6507 0,5049 0,3863 0,3257 0,3179 0,3222 0,2990 0,2400 0,1671 0,1082 0,0767 0,0765 0,1214 0,2308 0,4058 0,6310 0,8948 1,1843 1,4527 1,6172 1,6111 1,4301 1,1347 0,8212 0,5825 0,4811 0,5411 0,7409 1,0134 1,2835 1,5194 1,7332 1,9323 2,0989 2,2157 2,2872 2,3243 2,3221 2,2582 2,1114 1,8835 1,6088 1,3368 1,1108 0,9618 0,8972 0,8906 0,9044 0,9250 0,9677 1,0550 1,1906 1,3476 1,4798 1,5536 1,5758 1,5826 1,6084 1,6683 1,7523 1,8381 1,9118 1,9608 1,9481 1,8069 1,4762 0,9556 0,3261 -0,2835 -0,7503 -1,0025 -1,0377 -0,9017 -0,6407 -0,2834 0,1368 0,5666 0,9445 1,2191 1,3596 1,3547 1,2093 0,9576 0,6796 0,4945 0,5276 0,8570 1,4641 2,2268 2,9671 3,5234 3,7949 3,7475 3,4117 2,8740 2,2445 1,6186 1,0744 0,6913 0,5365 0,6245 0,9047 1,2905 1,6839 1,9829 2,0946 1,9604 1,5736 0,9735 0,2162 -0,6524 -1,5791 -2,4690 -3,2010 -3,6868 -3,9153 -3,9581 -3,9312 -3,9234 -3,9446 -3,9427 -3,8635 -3,6932 -3,4583 -3,2004 -2,9479 -2,6924 -2,3907 -2,0010 -1,5143 -0,9487 -0,3258 0,3405 1,0331 1,7183 2,3503 2,8896 3,3212 3,6580 3,9216 4,1279 4,2980 4,4684 4,6747 4,9164 5,1451 5,3098 5,4105 5,4840 5,5452 5,5731 5,5515 5,5053 5,4883 5,5432 5,6835 5,8928 6,1195 6,2887 6,3504 6,3290 6,3236 6,4603 6,8239 7,3947 8,0316 8,5317 8,7222 8,5285 7,9950 7,2600 6,4880 5,8044 5,2745 4,9129 4,6894 4,5266 4,3213 4,0043 3,5868 3,1374 2,7169 2,3461 2,0356 1,8214 1,7598 1,8902 2,1847 2,5247 2,7373 2,6793 2,3019 1,6553 0,8461 -0,0164 -0,8523 -1,5996 -2,1936 -2,5841 -2,7743 -2,8274 -2,8246 -2,8171 -2,8188 -2,8358 -2,8942 -3,0458 -3,3434 -3,7951 -4,3455 -4,9084 -5,4137 -5,8231 -6,1158 -6,2826 -6,3325 -6,2763 -6,1024 -5,7929 -5,3548 -4,8280 -4,2802 -3,7978 -3,4580 -3,3057 -3,3499 -3,5635 -3,8836 -4,2325 -4,5440 -4,7725 -4,8956 -4,9164 -4,8551 -4,7262 -4,5146 -4,1940 -3,7885 -3,3906 -3,0805 -2,8448 -2,6067
Fz    0,7559 0,8311 0,9209 0,9926 1,0128 0,9629 0,8401 0,6543 0,4229 0,1646 -0,1049 -0,3783 -0,6557 -0,9322 -1,1910 -1,4059 -1,5362 -1,5281 -1,3373 -0,9628 -0,4572 0,1010 0,6435 1,1212 1,4933 1,7245 1,7910 1,6841 1,4137 1,0159 0,5538 0,1018 -0,2792 -0,5612 -0,7543 -0,8864 -0,9714 -0,9994 -0,9539 -0,8271 -0,6229 -0,3653 -0,1079 0,0821 0,1576 0,1106 -0,0390 -0,2682 -0,5567 -0,8695 -1,1468 -1,3200 -1,3395 -1,1958 -0,9233 -0,5839 -0,2435 0,0471 0,2675 0,4315 0,5656 0,6784 0,7470 0,7332 0,6083 0,3665 0,0299 -0,3491 -0,6989 -0,9546 -1,0834 -1,0903 -1,0001 -0,8320 -0,5981 -0,3178 -0,0203 0,2694 0,5392 0,7879 1,0221 1,2537 1,4924 1,7306 1,9391 2,0766 2,1055 2,0086 1,8000 1,5188 1,2105 0,9109 0,6379 0,3942 0,1807 0,0066 -0,1170 -0,1938 -0,2482 -0,3175 -0,4384 -0,6279 -0,8679 -1,1110 -1,3084 -1,4326 -1,4833 -1,4825 -1,4652 -1,4614 -1,4751 -1,4782 -1,4299 -1,3044 -1,0966 -0,8049 -0,4177 0,0799 0,6907 1,3939 2,1536 2,9434 3,7667 4,6415 5,5735 6,5501 7,5523 8,5598 9,5488 10,4885 11,3511 12,1303 12,8424 13,5127 14,1647 14,8136 15,4609 16,0977 16,7089 17,2760 17,7834 18,2268 18,6114 18,9361 19,1857 19,3346 19,3465 19,1806 18,8155 18,2733 17,6192 16,9332 16,2739 15,6560 15,0537 14,4266 13,7456 13,0010 12,1958 11,3442 10,4775 9,6364 8,8499 8,1230 7,4423 6,7870 6,1387 5,4851 4,8237 4,1660 3,5383 2,9779 2,5241 2,2027 2,0135 1,9418 1,9722 2,0838 2,2435 2,4124 2,5558 2,6539 2,7103 2,7474 2,7897 2,8546 2,9511 3,0838 3,2621 3,5027 3,8177 4,1954 4,6007 4,9944 5,3467 5,6377 5,8549 5,9920 6,0554 6,0793 6,1231 6,2430 6,4650 6,7787 7,1443 7,5086 7,8283 8,0829 8,2661 8,3665 8,3648 8,2508 8,0401 7,7678 7,4587 7,1117 6,7181 6,2880 5,8607 5,4983 5,2683 5,2152 5,3402 5,6039 5,9413 6,2761 6,5356 6,6636 6,6309 6,4406 6,1216 5,7123 5,2489 4,7612 4,2639 3,7596 3,2609 2,8047 2,4338 2,1607 1,9513 1,7478 1,5119 1,2495 1,0012 0,8109 0,6944 0,6281 0,5633 0,4484 0,2428 -0,0741 -0,4967 -0,9931 -1,5134 -2,0059 -2,4355 -2,7886 -3,0595 -3,2375 -3,3111 -3,2741 -3,1252 -2,8715 -2,5408 -2,1902 -1,8929 -1,7159 -1,7029 -1,8624 -2,1596 -2,5260 -2,8863 -3,1803 -3,3703 -3,4378 -3,3829 -3,2321 -3,0388 -2,8601 -2,7298 -2,6552 -2,6308 -2,6434 -2,6692 -2,6809 -2,6603 -2,6077 -2,5469 -2,5137 -2,5277 -2,5767 -2,6251 -2,6320 -2,5619 -2,3937 -2,1284 -1,7863 -1,3951 -0,9828 -0,5817 -0,2314 0,0334 0,1999 0,2841 0,3277 0,3819 0,4861 0,6530 0,8657 1,0901 1,2964 1,4694 1,6027 1,6821 1,6788 1,5618 1,3150 0,9404 0,4576 -0,0967 -0,6736 -1,2294 -1,7415 -2,2132 -2,6636 -3,1109 -3,5605 -4,0055 -4,4347 -4,8357 -5,1945 -5,5018 -5,7581 -5,9654 -6,1106 -6,1552 -6,0474 -5,7585 -5,3141 -4,7906 -4,2860 -3,8818 -3,6146 -3,4679 -3,3873 -3,3026 -3,1417 -2,8450 -2,3887 -1,7975 -1,1274 -0,4363 0,2338 0,8595 1,4337 1,9610 2,4519 2,9139 3,3483 3,7629 4,1784 4,6118 5,0554 5,4738 5,8184 6,0523 6,1683 6,1842 6,1272 6,0202 5,8715 5,6746 5,4220 5,1195 4,7879 4,4569 4,1588 3,9310 3,8137 3,8316 3,9659 4,1472 4,2850 4,3140 4,2185 4,0240 3,7812 3,5545 3,4076 3,3816 3,4838 3,6960 3,9897 4,3284 4,6586 4,9097 5,0154 4,9482 4,7347 4,4350 4,1120 3,8143 3,5674 3,3691 3,1941 3,0030 2,7498 2,4004 1,9595 1,4786 1,0328 0,6833 0,4579 0,3498 0,3236 0,3226 0,2805 0,1410 -0,1169 -0,4669 -0,8468 -1,1830 -1,4189 -1,5302 -1,5202 -1,4077 -1,2213 -0,9925 -0,7471 -0,5019 -0,2678 -0,0494 0,1585 0,3729 0,6193 0,9192 1,2816 1,7020 2,1669 2,6641 3,1885 3,7331 4,2764 4,7792 5,1987 5,5060 5,6972 5,7897 5,8144 5,8106 5,8150 5,8475 5,9082 5,9851 6,0600 6,1044 6,0813 5,9664 5,7700 5,5340 5,3047 5,1053 4,9355 4,7979 4,7071 4,6650 4,6411 4,5810 4,4264 4,1293 3,6637 3,0373 2,2947 1,5090 0,7675 0,1536 -0,2685 -0,4679 -0,4606 -0,3106 -0,1042 0,0837 0,2084 0,2577 0,2452 0,2044 0,1827 0,2291 0,3763 0,6299 0,9685 1,3548 1,7592 2,1780 2,6271 3,1173 3,6396 4,1741 4,7053 5,2234 5,7207 6,1911 6,6281 7,0202 7,3562 7,6336 7,8578 8,0389 8,1956 8,3602 8,5711 8,8546 9,2088 9,6022 9,9907 10,3406 10,6441 10,9173 11,1883 11,4822 11,8125 12,1795 12,5714 12,9645 13,3221 13,6001 13,7593 13,7773 13,6596 13,4404 13,1680 12,8817 12,5884 12,2477 11,7862 11,1477 10,3414 9,4403 8,5412 7,7260 7,0441 6,5102 6,1112 5,8241 5,6340 5,5413 5,5497 5,6466 5,7959 5,9460 6,0460 6,0521 5,9264 5,6416 5,1913 4,5977 3,9115 3,2045 2,5499 1,9962 1,5543 1,2073 0,9223 0,6630 0,4112 0,1811 0,0045 -0,1001 -0,1416 -0,1460 -0,1394 -0,1499 -0,2098 -0,3365 -0,5187 -0,7326 -0,9708 -1,2521 -1,6023 -2,0291 -2,5171 -3,0400 -3,5684 -4,0669 -4,5041 -4,8719 -5,1893 -5,4809 -5,7497 -5,9700 -6,1027 -6,1128 -5,9817 -5,7202 -5,3734 -5,0004 -4,6396 -4,2879 -3,9151
F3    -0,1019 -0,2392 -0,4758 -0,7385 -0,9411 -1,0170 -0,9550 -0,8060 -0,6467 -0,5350 -0,4998 -0,5568 -0,7123 -0,9509 -1,2317 -1,5000 -1,6838 -1,6837 -1,4092 -0,8395 -0,0379 0,8796 1,7742 2,5065 2,9572 3,0476 2,7578 2,1328 1,2805 0,3552 -0,4819 -1,1090 -1,4556 -1,4903 -1,2340 -0,7810 -0,2805 0,1216 0,3411 0,3836 0,3298 0,2912 0,3650 0,5909 0,9168 1,2008 1,2693 1,0025 0,3850 -0,4947 -1,4700 -2,3510 -3,0085 -3,4224 -3,6437 -3,7172 -3,6407 -3,3849 -2,9353 -2,3113 -1,5616 -0,7590 -0,0021 0,5920 0,9044 0,8373 0,3612 -0,4404 -1,3875 -2,2765 -2,9454 -3,3003 -3,3253 -3,0796 -2,6694 -2,2154 -1,8298 -1,5926 -1,5315 -1,6162 -1,7586 -1,8310 -1,7164 -1,3778 -0,8807 -0,3480 0,1070 0,4185 0,5663 0,5433 0,3417 -0,0078 -0,4075 -0,7434 -0,9662 -1,1242 -1,3324 -1,7023 -2,2686 -2,9695 -3,6910 -4,3286 -4,8226 -5,1602 -5,3508 -5,3959 -5,2797 -4,9785 -4,4762 -3,7911 -3,0002 -2,2291 -1,6114 -1,2400 -1,1269 -1,1846 -1,2556 -1,1951 -0,9538 -0,5845 -0,1733 0,2286 0,6192 1,0234 1,4789 2,0262 2,6799 3,4083 4,1605 4,9224 5,7432 6,6953 7,7979 8,9843 10,1470 11,2013 12,1002 12,8135 13,3247 13,6545 13,8666 14,0426 14,2549 14,5454 14,9051 15,2637 15,5000 15,4806 15,1273 14,4745 13,6547 12,8089 12,0115 11,2716 10,5784 9,9279 9,3083 8,6763 7,9663 7,1437 6,2510 5,3950 4,6824 4,1470 3,7202 3,2818 2,7481 2,1177 1,4598 0,8800 0,4648 0,2254 0,0981 0,0075 -0,0760 -0,1361 -0,1607 -0,1858 -0,2790 -0,4815 -0,7707 -1,0597 -1,2333 -1,2037 -0,9424 -0,4845 0,0646 0,5505 0,8492 0,9534 0,9811 1,0879 1,3658 1,8151 2,3700 2,9240 3,3566 3,5729 3,5477 3,3451 3,0835 2,8742 2,8032 2,9428 3,3301 3,9303 4,6415 5,3338 5,8917 6,2491 6,3974 6,3581 6,1555 5,8155 5,3667 4,8347 4,2413 3,6248 3,0622 2,6534 2,4724 2,5462 2,8728 3,4189 4,0864 4,7197 5,1868 5,4525 5,5608 5,5602 5,4644 5,2782 5,0281 4,7476 4,4389 4,0655 3,5915 3,0252 2,4274 1,8878 1,4911 1,2722 1,1790 1,0817 0,8391 0,3812 -0,2508 -0,9334 -1,5329 -1,9723 -2,2443 -2,3676 -2,3509 -2,2054 -1,9601 -1,6424 -1,2638 -0,8500 -0,4756 -0,2388 -0,1975 -0,3480 -0,6741 -1,1890 -1,9087 -2,7873 -3,6895 -4,4437 -4,9305 -5,1461 -5,1983 -5,2286 -5,3213 -5,4696 -5,5929 -5,5744 -5,3169 -4,8069 -4,1314 -3,4229 -2,7806 -2,2413 -1,8133 -1,5206 -1,4092 -1,5178 -1,8454 -2,3466 -2,9562 -3,6253 -4,3448 -5,1319 -5,9749 -6,7834 -7,4101 -7,7364 -7,7290 -7,4157 -6,8396 -6,0540 -5,1430 -4,2159 -3,3622 -2,6130 -1,9332 -1,2369 -0,4302 0,5109 1,4787 2,2536 2,6066 2,4140 1,7053 0,6308 -0,6024 -1,7980 -2,8373 -3,7122 -4,4820 -5,1799 -5,7568 -6,1178 -6,2144 -6,0995 -5,9066 -5,7804 -5,8082 -5,9845 -6,2322 -6,4738 -6,6924 -6,9295 -7,2302 -7,5867 -7,9244 -8,1425 -8,1751 -8,0190 -7,7121 -7,3021 -6,8360 -6,3724 -5,9894 -5,7558 -5,6812 -5,7089 -5,7561 -5,7383 -5,5655 -5,1601 -4,4941 -3,6132 -2,6319 -1,6924 -0,8913 -0,2353 0,3229 0,8164 1,2489 1,6229 1,9544 2,2597 2,5445 2,8034 3,0264 3,2144 3,3935 3,6032 3,8547 4,0948 4,2179 4,1153 3,7152 3,0045 2,0385 0,9377 -0,1223 -0,9458 -1,3794 -1,3724 -1,0002 -0,4312 0,1474 0,5962 0,8583 0,9623 0,9834 0,9826 0,9724 0,9218 0,7902 0,5749 0,3339 0,1669 0,1732 0,4081 0,8554 1,4421 2,0784 2,6887 3,2145 3,5950 3,7520 3,6143 3,1598 2,4323 1,5230 0,5325 -0,4569 -1,3799 -2,1771 -2,7937 -3,1888 -3,3530 -3,3227 -3,1687 -2,9691 -2,7989 -2,7328 -2,8303 -3,0932 -3,4328 -3,6805 -3,6502 -3,2352 -2,4944 -1,6541 -1,0001 -0,7232 -0,8329 -1,1997 -1,6630 -2,1016 -2,4315 -2,5815 -2,4995 -2,1778 -1,6495 -0,9583 -0,1445 0,7403 1,6207 2,4010 2,9799 3,2881 3,3432 3,2680 3,2395 3,3993 3,7960 4,3772 5,0079 5,5166 5,7681 5,7077 5,3457 4,7184 3,8749 2,8992 1,9233 1,0958 0,5235 0,2357 0,2001 0,3637 0,6680 1,0364 1,3730 1,5873 1,6057 1,3569 0,7771 -0,1437 -1,3174 -2,5602 -3,6498 -4,4073 -4,7615 -4,7563 -4,4995 -4,1009 -3,6369 -3,1367 -2,5898 -1,9863 -1,3668 -0,8311 -0,4929 -0,4117 -0,5453 -0,7636 -0,9176 -0,9068 -0,6960 -0,2982 0,2427 0,8690 1,5306 2,1960 2,8454 3,4603 4,0363 4,6064 5,2306 5,9463 6,7275 7,4956 8,1670 8,6923 9,0587 9,2647 9,3110 9,2127 9,0033 8,7342 8,4849 8,3554 8,4202 8,6836 9,0687 9,4284 9,5989 9,5081 9,2547 9,0620 9,1424 9,5885 10,3524 11,2954 12,2469 13,0378 13,5211 13,5984 13,2438 12,4988 11,4379 10,1332 8,6577 7,1296 5,7297 4,6464 3,9803 3,6788 3,5467 3,3541 2,9849 2,5015 2,0700 1,8407 1,8877 2,2002 2,6886 3,2046 3,5853 3,7002 3,4778 2,9169 2,0964 1,1506 0,1939 -0,7334 -1,6377 -2,5140 -3,3231 -4,0015 -4,4845 -4,7469 -4,8314 -4,8213 -4,7786 -4,7136 -4,6223 -4,5337 -4,4895 -4,4893 -4,4791 -4,3937 -4,2179 -4,0197 -3,9134 -3,9838 -4,2389 -4,6160 -5,0247 -5,4031 -5,7464 -6,0813 -6,4138 -6,7066 -6,8908 -6,8982 -6,7112 -6,3941 -6,0746 -5,8737 -5,8146 -5,8011 -5,7130 -5,5066 -5,1947
F7    -0,2905 -0,0644 0,1401 0,3139 0,4411 0,5033 0,4901 0,4137 0,2966 0,1445 -0,0546 -0,3054 -0,5932 -0,8909 -1,1671 -1,3931 -1,5456 -1,6030 -1,5472 -1,3692 -1,0656 -0,6355 -0,0964 0,4964 1,0529 1,4768 1,6960 1,6793 1,4410 1,0395 0,5665 0,1240 -0,2019 -0,3672 -0,3851 -0,3001 -0,1393 0,0977 0,3990 0,7096 0,9416 1,0111 0,8782 0,5670 0,1549 -0,2553 -0,5731 -0,7491 -0,7814 -0,7005 -0,5496 -0,3657 -0,1690 0,0327 0,2326 0,4249 0,6105 0,7918 0,9555 1,0614 1,0483 0,8571 0,4639 -0,0916 -0,7111 -1,2740 -1,6778 -1,8668 -1,8502 -1,6952 -1,4833 -1,2588 -1,0172 -0,7353 -0,3996 -0,0158 0,3890 0,7739 1,1062 1,3747 1,5888 1,7730 1,9524 2,1264 2,2523 2,2622 2,0992 1,7519 1,2764 0,7820 0,3766 0,1068 -0,0624 -0,2119 -0,4106 -0,6768 -0,9763 -1,2481 -1,4518 -1,5947 -1,7079 -1,8022 -1,8577 -1,8529 -1,7916 -1,7005 -1,6092 -1,5383 -1,5005 -1,4976 -1,5113 -1,5057 -1,4455 -1,3207 -1,1630 -1,0270 -0,9463 -0,9070 -0,8537 -0,7170 -0,4417 0,0092 0,6599 1,5028 2,4820 3,5151 4,5381 5,5262 6,4725 7,3526 8,1236 8,7533 9,2420 9,6204 9,9420 10,2721 10,6683 11,1532 11,6925 12,2088 12,6328 12,9450 13,1594 13,2822 13,3111 13,2545 13,1163 12,8694 12,4732 11,9192 11,2516 10,5484 9,8810 9,2762 8,7088 8,1296 7,5047 6,8342 6,1418 5,4550 4,7982 4,1964 3,6793 3,2792 3,0136 2,8585 2,7407 2,5647 2,2556 1,7865 1,1819 0,5118 -0,1236 -0,6237 -0,9139 -0,9637 -0,8016 -0,5142 -0,2151 -0,0077 0,0438 -0,0738 -0,3288 -0,6586 -0,9817 -1,2144 -1,2919 -1,1893 -0,9310 -0,5796 -0,2021 0,1618 0,4983 0,7934 1,0245 1,1764 1,2454 1,2284 1,1237 0,9513 0,7621 0,6172 0,5560 0,5788 0,6466 0,7015 0,7020 0,6472 0,5639 0,4730 0,3702 0,2370 0,0670 -0,1244 -0,3175 -0,5045 -0,6891 -0,8745 -1,0500 -1,1847 -1,2331 -1,1492 -0,9082 -0,5215 -0,0377 0,4714 0,9270 1,2576 1,4195 1,4214 1,3249 1,2131 1,1595 1,2121 1,3726 1,5861 1,7739 1,8863 1,9209 1,8965 1,8133 1,6470 1,3822 1,0478 0,7162 0,4650 0,3373 0,3266 0,3901 0,4668 0,4895 0,3995 0,1714 -0,1722 -0,5709 -0,9527 -1,2558 -1,4361 -1,4663 -1,3430 -1,0952 -0,7763 -0,4387 -0,1195 0,1462 0,3062 0,3063 0,1301 -0,1829 -0,5561 -0,9070 -1,1798 -1,3754 -1,5452 -1,7422 -1,9747 -2,2091 -2,4125 -2,5845 -2,7483 -2,9266 -3,1235 -3,3222 -3,4919 -3,5977 -3,6122 -3,5325 -3,3914 -3,2537 -3,1918 -3,2446 -3,3857 -3,5341 -3,6015 -3,5314 -3,3108 -2,9640 -2,5382 -2,0939 -1,7006 -1,4224 -1,3007 -1,3492 -1,5490 -1,8427 -2,1463 -2,3851 -2,5160 -2,5221 -2,4082 -2,2069 -1,9594 -1,6815 -1,3632 -1,0107 -0,6764 -0,4336 -0,3248 -0,3465 -0,4796 -0,7239 -1,0941 -1,5908 -2,1777 -2,7866 -3,3482 -3,8196 -4,1870 -4,4525 -4,6276 -4,7356 -4,8111 -4,8897 -4,9884 -5,0963 -5,1836 -5,2151 -5,1610 -5,0088 -4,7666 -4,4541 -4,1041 -3,7759 -3,5398 -3,4356 -3,4493 -3,5208 -3,5581 -3,4591 -3,1589 -2,6628 -2,0240 -1,2996 -0,5423 0,1849 0,8099 1,2728 1,5472 1,6446 1,6102 1,5170 1,4384 1,4031 1,3839 1,3322 1,2190 1,0480 0,8411 0,6148 0,3781 0,1499 -0,0384 -0,1635 -0,2250 -0,2368 -0,2213 -0,2103 -0,2293 -0,2737 -0,3083 -0,2898 -0,1911 -0,0182 0,1886 0,3788 0,5210 0,6160 0,6900 0,7827 0,9288 1,1363 1,3812 1,6227 1,8182 1,9257 1,9076 1,7445 1,4461 1,0575 0,6519 0,3033 0,0638 -0,0359 0,0132 0,1878 0,4275 0,6477 0,7667 0,7412 0,5882 0,3734 0,1754 0,0579 0,0568 0,1629 0,3092 0,3855 0,2869 -0,0305 -0,5260 -1,1054 -1,6781 -2,1843 -2,5826 -2,8360 -2,9222 -2,8516 -2,6625 -2,3863 -2,0257 -1,5826 -1,1025 -0,6739 -0,3753 -0,2174 -0,1418 -0,0721 0,0346 0,1736 0,3178 0,4556 0,5996 0,7592 0,9217 1,0680 1,1892 1,2888 1,3818 1,4833 1,5861 1,6640 1,7045 1,7289 1,7832 1,9188 2,1594 2,4657 2,7378 2,8631 2,7729 2,4695 2,0177 1,5133 1,0507 0,6920 0,4459 0,2691 0,0923 -0,1447 -0,4565 -0,8027 -1,1255 -1,4029 -1,6555 -1,9070 -2,1540 -2,3766 -2,5610 -2,7020 -2,7995 -2,8703 -2,9598 -3,1205 -3,3694 -3,6652 -3,9272 -4,0697 -4,0263 -3,7670 -3,3149 -2,7408 -2,1221 -1,4969 -0,8611 -0,2027 0,4728 1,1457 1,7938 2,4000 2,9499 3,4245 3,8006 4,0652 4,2256 4,3033 4,3264 4,3280 4,3458 4,4175 4,5745 4,8354 5,2000 5,6469 6,1353 6,6039 6,9819 7,2228 7,3381 7,3921 7,4597 7,5844 7,7661 7,9779 8,1933 8,4009 8,5956 8,7615 8,8747 8,9278 8,9462 8,9713 9,0247 9,0887 9,1113 9,0198 8,7422 8,2491 7,5851 6,8408 6,0931 5,3750 4,6892 4,0316 3,4073 2,8374 2,3623 2,0281 1,8609 1,8493 1,9443 2,0769 2,1832 2,2230 2,1800 2,0530 1,8447 1,5495 1,1505 0,6334 0,0029 -0,7161 -1,4893 -2,2772 -3,0365 -3,7306 -4,3425 -4,8675 -5,2979 -5,6230 -5,8363 -5,9378 -5,9384 -5,8673 -5,7596 -5,6269 -5,4510 -5,2172 -4,9456 -4,6816 -4,4659 -4,3258 -4,2881 -4,3787 -4,5944 -4,8812 -5,1598 -5,3760 -5,5147 -5,5784 -5,5680 -5,4805 -5,3143 -5,0791 -4,7979 -4,5030 -4,2318 -4,0182 -3,8720 -3,7633 -3,6377
