Fp1   -0,3541 -1,2052 -2,0156 -2,7736 -3,4695 -4,0640 -4,4909 -4,6834 -4,5874 -4,1610 -3,3982 -2,3693 -1,2188 -0,0971 0,9011 1,7318 2,3640 2,7551 2,8585 2,6775 2,3117 1,9186 1,6176 1,4355 1,3319 1,2678 1,2473 1,3003 1,4395 1,6312 1,7972 1,8494 1,7408 1,4984 1,2096 0,9701 0,8311 0,7722 0,7121 0,5572 0,2650 -0,1233 -0,5106 -0,7974 -0,9103 -0,8096 -0,4979 -0,0251 0,5230 1,0467 1,4650 1,7513 1,9481 2,1468 2,4438 2,8952 3,4914 4,1631 4,8183 5,3776 5,7775 5,9564 5,8635 5,4884 4,8611 4,0209 3,0119 1,9106 0,8263 -0,1361 -0,8983 -1,3985 -1,5888 -1,4619 -1,0674 -0,4957 0,1466 0,7520 1,2311 1,5467 1,7449 1,9402 2,2531 2,7420 3,3818 4,0938 4,7870 5,3779 5,8083 6,0717 6,2105 6,2680 6,2520 6,1445 5,9288 5,6001 5,1602 4,6300 4,0810 3,6255 3,3517 3,2879 3,4285 3,7587 4,2335 4,7578 5,2138 5,5189 5,6703 5,7396 5,8257 6,0123 6,3594 6,9058 7,6559 8,5719 9,5914 10,6466 11,6555 12,5128 13,1091 13,3658 13,2678 12,8830 12,3375 11,7494 11,2006 10,7698 10,5561 10,6379 11,0198 11,6379 12,3975 13,1879 13,8914 14,4263 14,7857 15,0275 15,2205 15,4027 15,5894 15,8078 16,1003 16,4865 16,9308 17,3617 17,7206 17,9904 18,1806 18,2899 18,2906 18,1444 17,8273 17,3443 16,7264 16,0152 15,2599 14,5367 13,9380 13,5150 13,2428 13,0435 12,8287 12,5369 12,1526 11,6889 11,1533 10,5506 9,9229 9,3621 8,9594 8,7525 8,7220 8,7982 8,8562 8,7495 8,3985 7,8458 7,2059 6,5748 5,9977 5,5000 5,1151 4,8638 4,7153 4,5853 4,3789 4,0318 3,5184 2,8504 2,0894 1,3392 0,7088 0,2791 0,0890 0,1211 0,2985 0,5223 0,7285 0,9052 1,0666 1,2241 1,3752 1,5073 1,6103 1,7000 1,8386 2,1146 2,5815 3,2175 3,9363 4,6166 5,1402 5,4381 5,5146 5,4286 5,2480 5,0239 4,7995 4,6295 4,5815 4,7025 4,9713 5,2822 5,4697 5,3689 4,8986 4,1050 3,1144 2,0406 0,9290 -0,2256 -1,4213 -2,6119 -3,7241 -4,6966 -5,4949 -6,0878 -6,4167 -6,3984 -5,9749 -5,1712 -4,1057 -2,9548 -1,8987 -1,0597 -0,4613 -0,0455 0,2737 0,5603 0,8311 1,0635 1,2291 1,3167 1,3319 1,2832 1,1734 1,0077 0,8094 0,6332 0,5567 0,6422 0,8978 1,2809 1,7229 2,1366 2,4358 2,5967 2,6901 2,8213 3,0329 3,2625 3,3865 3,3094 3,0308 2,6493 2,3149 2,1697 2,2951 2,6742 3,1911 3,6743 3,9662 3,9761 3,7014 3,2325 2,7269 2,3344 2,1273 2,0995 2,2162 2,4440 2,7326 2,9989 3,1579 3,1683 3,0561 2,9137 2,8613 2,9689 3,1980 3,4232 3,5217 3,4470 3,2251 2,9062 2,5370 2,1650 1,8459 1,6334 1,5624 1,6425 1,8625 2,1929 2,5826 2,9614 3,2508 3,3773 3,2937 3,0189 2,6530 2,3283 2,1399 2,1192 2,2530 2,5136 2,8733 3,3100 3,8198 4,4158 5,1016 5,8471 6,5950 7,2875 7,8800 8,3407 8,6617 8,8692 9,0011 9,0692 9,0610 8,9824 8,8715 8,7663 8,6715 8,5524 8,3611 8,0698 7,6829 7,2298 6,7577 6,3169 5,9417 5,6339 5,3687 5,1255 4,9010 4,6968 4,5288 4,4560 4,5616 4,8863 5,3816 5,9271 6,3875 6,6464 6,5997 6,1647 5,3270 4,1810 2,9195 1,7718 0,9322 0,5235 0,6022 1,1698 2,1771 3,5359 5,1328 6,8287 8,4704 9,9158 11,0344 11,7067 11,8699 11,5603 10,8969 10,0306 9,0973 8,1829 7,3186 6,5153 5,8037 5,2349 4,8414 4,6086 4,4860 4,4088 4,3218 4,2043 4,0624 3,8967 3,7048 3,5066 3,3394 3,2372 3,2346 3,3891 3,7702 4,4012 5,2200 6,1085 6,9398 7,6121 8,0795 8,3629 8,5171 8,5772 8,5445 8,4223 8,2377 8,0258 7,8177 7,6448 7,5294 7,4789 7,5120 7,6692 7,9672 8,3473 8,6973 8,9265 9,0153 9,0020 8,9359 8,8471 8,7470 8,6287 8,4727 8,2619 7,9832 7,6281 7,2094 6,7691 6,3670 6,0710 5,9497 6,0486 6,3619 6,8392 7,4201 8,0499 8,6778 9,2650 9,7961 10,2746 10,7020 11,0566 11,2947 11,3903 11,3879 11,4071 11,5749 11,9436 12,4711 13,0598 13,5947 13,9749 14,1495 14,1272 13,9494 13,6625 13,3066 12,9077 12,4773 12,0322 11,6120 11,2628 11,0083 10,8419 10,7393 10,6787 10,6598 10,7105 10,8668 11,1445 11,5245 11,9573 12,3890 12,7824 13,1040 13,3075 13,3346 13,1373 12,7127 12,1194 11,4696 10,9043 10,5515 10,4884 10,7300 11,2362 11,9348 12,7473 13,5934 14,3752 14,9832 15,3364 15,4113 15,2406 14,9103 14,5417 14,2331 14,0187 13,9006 13,9061 14,0968 14,5305 15,2090 16,0414 16,8615 17,5117 17,9289 18,1528 18,2683 18,3432 18,4012 18,4318 18,4065 18,3083 18,1701 18,0685 18,0664 18,1833 18,4155 18,7505 19,1555 19,5759 19,9429 20,1725 20,1809 19,9336 19,4815 18,9434 18,4387 18,0180 17,6691 17,3921 17,2370 17,2500 17,4090 17,6167 17,7333 17,6272 17,2409 16,6361 15,9645 15,3779 14,9604 14,7179 14,5963 14,5116 14,3858 14,1763 13,8934 13,5886 13,3142 13,0994 12,9565 12,8788 12,8247 12,7258 12,5225 12,1975 11,7897 11,3800 11,0585 10,8879 10,8812 11,0040 11,1994 11,4180 11,6239 11,7708 11,7872 11,6100 11,2408 10,7527 10,2382 9,7527 9,2905 8,8082 8,2773 7,7155 7,1752 6,7193 6,4132 6,3176 6,4597 6,8027
Fz    -0,1116 -0,8959 -1,6536 -2,3856 -3,0853 -3,7149 -4,2076 -4,4832 -4,4629 -4,0899 -3,3663 -2,3825 -1,2974 -0,2703 0,5904 1,2307 1,6353 1,8165 1,8073 1,6669 1,4825 1,3406 1,2859 1,3056 1,3518 1,3862 1,4055 1,4238 1,4409 1,4308 1,3521 1,1713 0,8946 0,5790 0,3066 0,1433 0,1102 0,1758 0,2670 0,3048 0,2506 0,1310 0,0194 -0,0030 0,1272 0,4449 0,9431 1,5657 2,2192 2,8034 3,2497 3,5455 3,7293 3,8582 3,9783 4,1141 4,2704 4,4364 4,5904 4,7070 4,7588 4,7154 4,5523 4,2631 3,8546 3,3263 2,6784 1,9438 1,1940 0,5091 -0,0442 -0,4101 -0,5456 -0,4385 -0,1184 0,3540 0,9052 1,4613 1,9619 2,3788 2,7309 3,0707 3,4446 3,8569 4,2709 4,6431 4,9549 5,2082 5,4056 5,5449 5,6197 5,6139 5,4985 5,2438 4,8392 4,3097 3,7138 3,1314 2,6505 2,3469 2,2576 2,3757 2,6675 3,0847 3,5604 4,0095 4,3498 4,5345 4,5778 4,5511 4,5484 4,6499 4,9038 5,3210 5,8742 6,5104 7,1776 7,8453 8,4922 9,0812 9,5511 9,8336 9,8839 9,7103 9,3725 8,9412 8,4698 8,0124 7,6415 7,4264 7,3983 7,5468 7,8344 8,2025 8,5785 8,9015 9,1514 9,3557 9,5683 9,8421 10,2169 10,7203 11,3599 12,1066 12,8965 13,6641 14,3687 14,9868 15,4913 15,8426 16,0029 15,9609 15,7422 15,3959 14,9765 14,5350 14,1185 13,7741 13,5417 13,4236 13,3688 13,2984 13,1450 12,8740 12,4859 12,0067 11,4756 10,9424 10,4738 10,1449 10,0084 10,0717 10,3055 10,6548 11,0369 11,3550 11,5451 11,6078 11,5829 11,5009 11,3626 11,1547 10,8707 10,5165 10,1005 9,6268 9,1017 8,5404 7,9630 7,3915 6,8548 6,3859 6,0120 5,7503 5,6079 5,5790 5,6426 5,7696 5,9330 6,1095 6,2728 6,3949 6,4522 6,4331 6,3480 6,2387 6,1776 6,2398 6,4555 6,7858 7,1408 7,4180 7,5374 7,4647 7,2141 6,8367 6,4016 5,9802 5,6341 5,4066 5,3200 5,3702 5,5176 5,6827 5,7541 5,6214 5,2267 4,5926 3,7973 2,9237 2,0247 1,1214 0,2307 -0,6143 -1,3688 -1,9914 -2,4528 -2,7332 -2,8130 -2,6737 -2,3201 -1,8029 -1,2099 -0,6307 -0,1243 0,3023 0,6912 1,0969 1,5418 2,0019 2,4206 2,7377 2,9176 2,9628 2,9082 2,8004 2,6767 2,5556 2,4428 2,3445 2,2751 2,2500 2,2782 2,3636 2,5029 2,6750 2,8464 3,0013 3,1634 3,3743 3,6436 3,9148 4,0840 4,0573 3,8045 3,3754 2,8824 2,4597 2,2069 2,1468 2,2239 2,3404 2,3994 2,3285 2,0918 1,7136 1,2875 0,9367 0,7511 0,7587 0,9415 1,2600 1,6589 2,0657 2,4053 2,6283 2,7344 2,7779 2,8376 2,9602 3,1208 3,2364 3,2230 3,0438 2,7154 2,2881 1,8305 1,4232 1,1499 1,0800 1,2488 1,6472 2,2237 2,8957 3,5612 4,1123 4,4558 4,5290 4,3112 3,8343 3,1810 2,4573 1,7549 1,1312 0,6131 0,2158 -0,0389 -0,1152 0,0268 0,4044 0,9881 1,7021 2,4478 3,1371 3,7124 4,1461 4,4308 4,5738 4,5956 4,5285 4,4137 4,2996 4,2356 4,2562 4,3686 4,5491 4,7532 4,9369 5,0677 5,1243 5,0957 4,9840 4,7995 4,5496 4,2420 3,9066 3,6013 3,3851 3,3006 3,3840 3,6696 4,1683 4,8427 5,6043 6,3338 6,9072 7,2136 7,1761 6,7759 6,0700 5,1860 4,2867 3,5180 2,9733 2,6955 2,6951 2,9644 3,4871 4,2439 5,1991 6,2839 7,3995 8,4265 9,2427 9,7584 9,9496 9,8529 9,5344 9,0555 8,4540 7,7504 6,9739 6,1842 5,4634 4,8869 4,5008 4,3136 4,2904 4,3614 4,4544 4,5147 4,5008 4,3923 4,2085 4,0018 3,8292 3,7402 3,7878 4,0233 4,4545 5,0172 5,5976 6,0792 6,3820 6,4865 6,4363 6,3112 6,1852 6,1002 6,0691 6,0886 6,1486 6,2408 6,3616 6,5051 6,6573 6,8058 6,9492 7,0841 7,1914 7,2456 7,2355 7,1731 7,0843 6,9946 6,9210 6,8713 6,8416 6,8199 6,7953 6,7567 6,6912 6,5928 6,4678 6,3299 6,1984 6,0975 6,0524 6,0863 6,2193 6,4629 6,8058 7,2130 7,6418 8,0548 8,4222 8,7225 8,9385 9,0512 9,0520 8,9717 8,8858 8,8764 8,9849 9,2028 9,4916 9,7978 10,0618 10,2381 10,3102 10,2880 10,1957 10,0613 9,9061 9,7352 9,5380 9,3030 9,0350 8,7595 8,5082 8,3015 8,1473 8,0550 8,0430 8,1302 8,3260 8,6267 9,0115 9,4406 9,8588 10,2026 10,4149 10,4573 10,3158 10,0118 9,6098 9,2103 8,9283 8,8587 9,0462 9,4768 10,0840 10,7658 11,4149 11,9463 12,3053 12,4701 12,4566 12,3035 12,0442 11,7010 11,2965 10,8516 10,3835 9,9237 9,5328 9,2856 9,2401 9,4086 9,7457 10,1644 10,5732 10,9125 11,1680 11,3607 11,5228 11,6762 11,8284 11,9784 12,1273 12,2919 12,5033 12,7802 13,1151 13,4877 13,8763 14,2538 14,5853 14,8308 14,9453 14,8875 14,6478 14,2674 13,8263 13,4055 13,0489 12,7632 12,5572 12,4640 12,5154 12,7068 12,9874 13,2731 13,4748 13,5366 13,4585 13,2837 13,0651 12,8426 12,6374 12,4446 12,2352 11,9757 11,6541 11,2963 10,9562 10,6840 10,5025 10,4102 10,3873 10,3899 10,3548 10,2280 9,9907 9,6652 9,3029 8,9707 8,7355 8,6426 8,6960 8,8540 9,0495 9,2146 9,2883 9,2164 8,9744 8,5924 8,1360 7,6586 7,1774 6,6859 6,1770 5,6630 5,1822 4,7868 4,5185 4,3993 4,4389 4,6352 4,9575
F3    0,2900 -0,5102 -1,2913 -2,0022 -2,5982 -3,0477 -3,3305 -3,4276 -3,3159 -2,9802 -2,4424 -1,7802 -1,0983 -0,4713 0,0729 0,5201 0,8413 1,0069 1,0172 0,9167 0,7741 0,6421 0,5423 0,4812 0,4618 0,4824 0,5376 0,6198 0,7175 0,8159 0,8994 0,9508 0,9566 0,9168 0,8469 0,7638 0,6709 0,5603 0,4252 0,2765 0,1480 0,0858 0,1253 0,2811 0,5524 0,9280 1,3789 1,8550 2,2940 2,6406 2,8607 2,9435 2,8982 2,7564 2,5757 2,4311 2,3890 2,4685 2,6296 2,8053 2,9469 3,0368 3,0729 3,0541 2,9713 2,7985 2,5011 2,0689 1,5342 0,9619 0,4356 0,0462 -0,1326 -0,0694 0,2143 0,6514 1,1520 1,6323 2,0302 2,3098 2,4690 2,5475 2,6182 2,7519 2,9737 3,2586 3,5643 3,8554 4,1050 4,2978 4,4344 4,5197 4,5405 4,4626 4,2540 3,9118 3,4708 2,9931 2,5598 2,2604 2,1658 2,2968 2,6129 3,0313 3,4600 3,8286 4,1025 4,2851 4,4093 4,5205 4,6583 4,8450 5,0814 5,3485 5,6178 5,8734 6,1334 6,4447 6,8463 7,3334 7,8545 8,3332 8,6927 8,8810 8,8841 8,7225 8,4411 8,1047 7,7811 7,5141 7,3114 7,1608 7,0545 6,9928 6,9768 7,0135 7,1264 7,3503 7,7115 8,2128 8,8370 9,5562 10,3320 11,1121 11,8389 12,4692 12,9859 13,3909 13,6885 13,8727 13,9327 13,8699 13,7078 13,4873 13,2518 13,0305 12,8288 12,6402 12,4664 12,3118 12,1591 11,9664 11,6899 11,3054 10,8183 10,2606 9,6828 9,1468 8,7232 8,4736 8,4186 8,5247 8,7221 8,9252 9,0470 9,0296 8,8767 8,6472 8,4070 8,1957 8,0341 7,9388 7,9157 7,9435 7,9701 7,9354 7,8018 7,5651 7,2462 6,8803 6,5108 6,1814 5,9210 5,7348 5,6113 5,5358 5,4974 5,4847 5,4799 5,4613 5,4132 5,3301 5,2202 5,1102 5,0376 5,0335 5,1166 5,2919 5,5448 5,8351 6,1025 6,2870 6,3562 6,3147 6,1863 5,9872 5,7206 5,3946 5,0357 4,6841 4,3870 4,1868 4,0932 4,0668 4,0278 3,8799 3,5441 2,9881 2,2297 1,3168 0,3060 -0,7461 -1,7791 -2,7260 -3,5209 -4,1110 -4,4655 -4,5847 -4,4976 -4,2450 -3,8675 -3,4072 -2,9092 -2,4147 -1,9522 -1,5250 -1,1039 -0,6424 -0,1133 0,4592 1,0046 1,4488 1,7517 1,9092 1,9364 1,8525 1,6726 1,4138 1,1068 0,8031 0,5692 0,4656 0,5229 0,7320 1,0493 1,4095 1,7516 2,0562 2,3542 2,6821 3,0301 3,3320 3,4975 3,4583 3,2007 2,7689 2,2515 1,7649 1,4255 1,3027 1,3826 1,5809 1,7943 1,9452 2,0040 1,9925 1,9568 1,9221 1,8783 1,8044 1,7022 1,6021 1,5374 1,5140 1,5057 1,4736 1,3997 1,3084 1,2492 1,2561 1,3147 1,3612 1,3149 1,1249 0,7941 0,3763 -0,0399 -0,3520 -0,4734 -0,3575 -0,0006 0,5701 1,2983 2,0913 2,8293 3,3972 3,7149 3,7464 3,4950 3,0009 2,3417 1,6172 0,9255 0,3420 -0,0898 -0,3524 -0,4446 -0,3744 -0,1598 0,1688 0,5718 1,0101 1,4528 1,8835 2,3026 2,7194 3,1383 3,5460 3,9072 4,1776 4,3312 4,3794 4,3624 4,3229 4,2847 4,2467 4,1888 4,0837 3,9066 3,6471 3,3223 2,9768 2,6604 2,4025 2,2139 2,1127 2,1289 2,2746 2,5251 2,8397 3,1920 3,5785 4,0038 4,4590 4,9145 5,3175 5,5874 5,6337 5,4035 4,9241 4,3018 3,6704 3,1266 2,7003 2,3791 2,1588 2,0766 2,2050 2,6153 3,3350 4,3184 5,4480 6,5603 7,4857 8,0983 8,3504 8,2720 7,9422 7,4473 6,8454 6,1643 5,4290 4,6880 4,0106 3,4598 3,0710 2,8522 2,7924 2,8699 3,0585 3,3231 3,6068 3,8386 3,9670 3,9805 3,9015 3,7758 3,6802 3,7148 3,9487 4,3621 4,8501 5,2797 5,5498 5,6252 5,5431 5,3878 5,2394 5,1339 5,0640 5,0108 4,9723 4,9715 5,0427 5,2049 5,4442 5,7194 5,9827 6,1963 6,3444 6,4369 6,4999 6,5555 6,6091 6,6476 6,6505 6,6014 6,4953 6,3419 6,1629 5,9726 5,7661 5,5328 5,2741 5,0078 4,7686 4,6086 4,5791 4,7004 4,9535 5,2998 5,6999 6,1178 6,5220 6,8850 7,1781 7,3756 7,4669 7,4649 7,4001 7,3183 7,2797 7,3404 7,5247 7,8236 8,2127 8,6531 9,0858 9,4452 9,6787 9,7555 9,6702 9,4455 9,1219 8,7373 8,3135 7,8618 7,3990 6,9555 6,5726 6,2909 6,1391 6,1273 6,2476 6,4759 6,7826 7,1398 7,5218 7,9023 8,2512 8,5329 8,7148 8,7814 8,7397 8,6205 8,4729 8,3526 8,3055 8,3502 8,4802 8,6805 8,9261 9,1668 9,3391 9,4017 9,3604 9,2642 9,1814 9,1587 9,1893 9,2225 9,2066 9,1227 8,9896 8,8538 8,7753 8,8085 8,9794 9,2687 9,6108 9,9250 10,1687 10,3626 10,5598 10,7997 11,0922 11,4260 11,7768 12,1093 12,3845 12,5733 12,6651 12,6648 12,5872 12,4606 12,3329 12,2641 12,3022 12,4587 12,6890 12,9003 12,9950 12,9204 12,6888 12,3614 12,0081 11,6844 11,4427 11,3362 11,3884 11,5696 11,8085 12,0221 12,1435 12,1456 12,0485 11,9027 11,7498 11,5973 11,4256 11,2090 10,9310 10,5884 10,1908 9,7658 9,3607 9,0258 8,7971 8,6946 8,7227 8,8624 9,0670 9,2675 9,3885 9,3646 9,1571 8,7716 8,2637 7,7204 7,2309 6,8603 6,6322 6,5243 6,4780 6,4236 6,3157 6,1504 5,9457 5,7107 5,4336 5,0913 4,6695 4,1859 3,6990 3,2880 3,0171 2,9153 2,9839 3,2097 3,5597
F7    0,1273 -0,3809 -0,7697 -1,0656 -1,3061 -1,5198 -1,7223 -1,9132 -2,0678 -2,1458 -2,1151 -1,9724 -1,7358 -1,4235 -1,0508 -0,6466 -0,2548 0,0805 0,3318 0,5030 0,6289 0,7459 0,8655 0,9768 1,0669 1,1372 1,2054 1,2913 1,3961 1,4968 1,5570 1,5501 1,4763 1,3612 1,2405 1,1419 1,0695 1,0029 0,9075 0,7492 0,5120 0,2126 -0,1062 -0,3933 -0,5966 -0,6667 -0,5788 -0,3564 -0,0659 0,2199 0,4580 0,6402 0,7778 0,8919 1,0072 1,1443 1,3122 1,5069 1,7150 1,9198 2,1007 2,2298 2,2777 2,2258 2,0692 1,8079 1,4488 1,0208 0,5727 0,1550 -0,1873 -0,4118 -0,4823 -0,3828 -0,1303 0,2276 0,6281 1,0105 1,3237 1,5367 1,6574 1,7325 1,8196 1,9581 2,1579 2,4054 2,6765 2,9447 3,1825 3,3664 3,4887 3,5582 3,5848 3,5631 3,4765 3,3190 3,1093 2,8879 2,7047 2,6013 2,5919 2,6681 2,8168 3,0283 3,2914 3,5891 3,8948 4,1761 4,4077 4,5842 4,7181 4,8296 4,9403 5,0713 5,2384 5,4473 5,6970 5,9833 6,2891 6,5741 6,7814 6,8624 6,7953 6,5885 6,2715 5,8843 5,4776 5,1158 4,8651 4,7683 4,8301 5,0312 5,3492 5,7568 6,2100 6,6585 7,0742 7,4597 7,8264 8,1742 8,4995 8,8110 9,1279 9,4588 9,7875 10,0875 10,3486 10,5815 10,7976 10,9917 11,1418 11,2220 11,2135 11,1133 10,9383 10,7182 10,4800 10,2385 9,9995 9,7575 9,4981 9,2128 8,9092 8,6015 8,2999 8,0114 7,7433 7,5110 7,3483 7,2954 7,3649 7,5278 7,7287 7,9027 7,9854 7,9347 7,7631 7,5378 7,3292 7,1583 6,9967 6,8065 6,5695 6,2874 5,9688 5,6196 5,2461 4,8639 4,4990 4,1775 3,9181 3,7260 3,5928 3,5095 3,4756 3,4935 3,5565 3,6488 3,7516 3,8430 3,9009 3,9141 3,8902 3,8508 3,8226 3,8320 3,9084 4,0822 4,3681 4,7469 5,1643 5,5515 5,8537 6,0483 6,1430 6,1590 6,1171 6,0368 5,9404 5,8441 5,7475 5,6312 5,4614 5,2025 4,8305 4,3373 3,7302 3,0238 2,2319 1,3669 0,4485 -0,4917 -1,4125 -2,2656 -3,0043 -3,5974 -4,0369 -4,3278 -4,4729 -4,4659 -4,3008 -3,9892 -3,5712 -3,1074 -2,6592 -2,2663 -1,9345 -1,6386 -1,3409 -1,0159 -0,6672 -0,3257 -0,0311 0,1899 0,3336 0,4114 0,4349 0,4135 0,3660 0,3274 0,3422 0,4511 0,6827 1,0441 1,5089 2,0126 2,4728 2,8302 3,0755 3,2335 3,3227 3,3323 3,2334 3,0111 2,6884 2,3211 1,9833 1,7529 1,6865 1,7905 2,0164 2,2862 2,5249 2,6768 2,7171 2,6651 2,5738 2,4915 2,4355 2,3925 2,3343 2,2367 2,0910 1,9038 1,6874 1,4556 1,2296 1,0413 0,9195 0,8747 0,8958 0,9519 1,0018 1,0111 0,9646 0,8667 0,7407 0,6247 0,5558 0,5537 0,6196 0,7432 0,9029 1,0607 1,1746 1,2205 1,2022 1,1394 1,0520 0,9595 0,8865 0,8556 0,8758 0,9417 1,0438 1,1795 1,3551 1,5792 1,8551 2,1751 2,5176 2,8511 3,1515 3,4186 3,6715 3,9261 4,1816 4,4201 4,6140 4,7365 4,7737 4,7281 4,6128 4,4447 4,2416 4,0250 3,8222 3,6599 3,5515 3,4927 3,4688 3,4599 3,4388 3,3728 3,2373 3,0333 2,7886 2,5374 2,3063 2,1228 2,0243 2,0489 2,2080 2,4631 2,7340 2,9299 2,9745 2,8210 2,4637 1,9472 1,3628 0,8229 0,4214 0,2045 0,1655 0,2627 0,4527 0,7208 1,0862 1,5767 2,1969 2,9171 3,6738 4,3788 4,9475 5,3311 5,5217 5,5369 5,4043 5,1538 4,8160 4,4257 4,0268 3,6688 3,3930 3,2198 3,1449 3,1381 3,1529 3,1520 3,1208 3,0539 2,9494 2,8197 2,6876 2,5732 2,5010 2,5178 2,6812 3,0177 3,4927 4,0233 4,5114 4,8736 5,0644 5,0876 4,9852 4,8075 4,5930 4,3700 4,1620 3,9890 3,8680 3,8136 3,8373 3,9442 4,1326 4,3937 4,7042 5,0210 5,2924 5,4809 5,5738 5,5795 5,5172 5,4106 5,2819 5,1404 4,9823 4,8007 4,5913 4,3554 4,1092 3,8856 3,7216 3,6447 3,6664 3,7801 3,9638 4,1947 4,4608 4,7559 5,0653 5,3669 5,6398 5,8636 6,0160 6,0795 6,0469 5,9252 5,7448 5,5636 5,4458 5,4313 5,5291 5,7308 6,0123 6,3283 6,6261 6,8706 7,0553 7,1895 7,2790 7,3182 7,2966 7,2081 7,0593 6,8694 6,6608 6,4543 6,2724 6,1370 6,0604 6,0408 6,0645 6,1116 6,1631 6,2039 6,2254 6,2227 6,1909 6,1259 6,0227 5,8745 5,6785 5,4434 5,1964 4,9815 4,8394 4,7874 4,8213 4,9277 5,0939 5,3175 5,6085 5,9777 6,4183 6,8973 7,3550 7,7165 7,9242 7,9670 7,8757 7,6995 7,4964 7,3336 7,2760 7,3693 7,6253 8,0135 8,4701 8,9305 9,3587 9,7476 10,1004 10,4188 10,6988 10,9369 11,1363 11,3111 11,4832 11,6660 11,8476 11,9996 12,1039 12,1704 12,2290 12,3084 12,4137 12,5127 12,5499 12,4823 12,3080 12,0637 11,7970 11,5381 11,2944 11,0726 10,8930 10,7770 10,7297 10,7343 10,7527 10,7407 10,6722 10,5526 10,4031 10,2346 10,0434 9,8240 9,5732 9,2926 8,9999 8,7326 8,5301 8,4091 8,3515 8,3168 8,2655 8,1733 8,0275 7,8209 7,5576 7,2627 6,9795 6,7498 6,5961 6,5144 6,4781 6,4549 6,4243 6,3795 6,3134 6,2045 6,0218 5,7492 5,4066 5,0462 4,7249 4,4731 4,2878 4,1492 4,0420 3,9608 3,9010 3,8528 3,8083 3,7758 3,7814 3,8517
