Fp1   0,6597 -0,0466 -0,7328 -1,2752 -1,5542 -1,5051 -1,1557 -0,6217 -0,0571 0,4100 0,7248 0,9091 1,0210 1,0982 1,1293 1,0694 0,8838 0,5806 0,2079 -0,1672 -0,4783 -0,6776 -0,7508 -0,7193 -0,6139 -0,4454 -0,2064 0,1012 0,4459 0,7743 1,0340 1,1844 1,1960 1,0549 0,7778 0,4252 0,0854 -0,1681 -0,3092 -0,3570 -0,3569 -0,3546 -0,3721 -0,4048 -0,4347 -0,4457 -0,4336 -0,4041 -0,3702 -0,3545 -0,3821 -0,4577 -0,5517 -0,6107 -0,5815 -0,4352 -0,1740 0,1789 0,5846 0,9849 1,3055 1,4766 1,4637 1,2858 0,9955 0,6415 0,2560 -0,1350 -0,5111 -0,8580 -1,1522 -1,3477 -1,3881 -1,2366 -0,9046 -0,4608 -0,0103 0,3472 0,5461 0,5593 0,3952 0,0981 -0,2541 -0,5614 -0,7310 -0,7153 -0,5288 -0,2313 0,1127 0,4611 0,7903 1,0747 1,2782 1,3674 1,3346 1,2084 1,0335 0,8329 0,5940 0,2924 -0,0725 -0,4596 -0,7982 -1,0188 -1,0819 -0,9925 -0,7994 -0,5774 -0,3899 -0,2596 -0,1759 -0,1274 -0,1236 -0,1916 -0,3551 -0,6136 -0,9367 -1,2765 -1,5939 -1,8852 -2,1803 -2,5103 -2,8665 -3,1839 -3,3682 -3,3543 -3,1499 -2,8273 -2,4817 -2,1954 -2,0168 -1,9471 -1,9438 -1,9525 -1,9452 -1,9317 -1,9425 -2,0012 -2,0991 -2,1900 -2,2165 -2,1447 -1,9706 -1,6977 -1,3272 -0,8768 -0,3933 0,0555 0,3981 0,5841 0,6007 0,4652 0,2037 -0,1555 -0,5714 -0,9839 -1,3272 -1,5525 -1,6403 -1,5983 -1,4519 -1,2318 -0,9611 -0,6485 -0,3001 0,0539 0,3516 0,5259 0,5409 0,4086 0,1720 -0,1262 -0,4603 -0,8107 -1,1514 -1,4549 -1,7060 -1,9094 -2,0766 -2,1990 -2,2337 -2,1273 -1,8612 -1,4721 -1,0329 -0,6232 -0,3167 -0,1764 -0,2423 -0,5127 -0,9333 -1,4116 -1,8512 -2,1743 -2,3299 -2,3101 -2,1733 -2,0360 -2,0166 -2,1791 -2,5181 -2,9684 -3,4244 -3,7795 -3,9684 -3,9803 -3,8489 -3,6398 -3,4290 -3,2704 -3,1719 -3,1016 -3,0211 -2,9135 -2,7858 -2,6593 -2,5719 -2,5807 -2,7329 -3,0232 -3,3781 -3,6784 -3,8087 -3,7136 -3,4264 -3,0463 -2,6897 -2,4448 -2,3443 -2,3676 -2,4641 -2,5799 -2,6726 -2,7156 -2,6993 -2,6420 -2,5882 -2,5814 -2,6392 -2,7565 -2,9132 -3,0682 -3,1655 -3,1633 -3,0609 -2,8944 -2,7082 -2,5309 -2,3814 -2,2795 -2,2401 -2,2682 -2,3675 -2,5416 -2,7811 -3,0564 -3,3246 -3,5378 -3,6496 -3,6250 -3,4538 -3,1558 -2,7721 -2,3549 -1,9603 -1,6419 -1,4434 -1,3865 -1,4546 -1,5979 -1,7670 -1,9420 -2,1328 -2,3618 -2,6372 -2,9180 -3,1103 -3,1200 -2,9192 -2,5640 -2,1647 -1,8425 -1,6878 -1,7238 -1,8972 -2,1119 -2,2879 -2,3993 -2,4677 -2,5197 -2,5480 -2,5193 -2,4143 -2,2475 -2,0583 -1,8953 -1,8018 -1,7999 -1,8860 -2,0367 -2,2216 -2,4106 -2,5696 -2,6571 -2,6402 -2,5191 -2,3281 -2,1162 -1,9323 -1,8178 -1,7933 -1,8440 -1,9255 -1,9918 -2,0232 -2,0333 -2,0475 -2,0687 -2,0676 -2,0040 -1,8572 -1,6468 -1,4378 -1,3138 -1,3283 -1,4744 -1,6930 -1,9117 -2,0821 -2,1888 -2,2371 -2,2404 -2,2151 -2,1809 -2,1603 -2,1658 -2,1881 -2,2000 -2,1723 -2,0867 -1,9445 -1,7696 -1,5973 -1,4544 -1,3496 -1,2786 -1,2378 -1,2331 -1,2757 -1,3710 -1,5069 -1,6490 -1,7523 -1,7828 -1,7276 -1,5928 -1,3983 -1,1748 -0,9625 -0,8084 -0,7614 -0,8609 -1,1157 -1,4863 -1,8894 -2,2267 -2,4185 -2,4298 -2,2797 -2,0278 -1,7408 -1,4674 -1,2409 -1,0897 -1,0357 -1,0776 -1,1771 -1,2670 -1,2846 -1,2049 -1,0549 -0,9012 -0,8253 -0,8936 -1,1230 -1,4629 -1,8151 -2,0818 -2,2122 -2,2208 -2,1639 -2,0941 -2,0307 -1,9669 -1,8952 -1,8212 -1,7532 -1,6901 -1,6327 -1,6058 -1,6596 -1,8373 -2,1354 -2,4991 -2,8566 -3,1477 -3,3203 -3,3264 -3,1369 -2,7550 -2,2149 -1,5800 -0,9427 -0,4121 -0,0851 -0,0190 -0,2173 -0,6376 -1,2126 -1,8650 -2,5083 -3,0571 -3,4476 -3,6462 -3,6455 -3,4658 -3,1569 -2,7842 -2,4052 -2,0550 -1,7501 -1,5029 -1,3330 -1,2647 -1,3238 -1,5358 -1,9096 -2,4149 -2,9718 -3,4634 -3,7746 -3,8413 -3,6776 -3,3689 -3,0354 -2,7743 -2,6101 -2,4968 -2,3729 -2,2199 -2,0829 -2,0458 -2,1827 -2,5112 -2,9767 -3,4711 -3,8776 -4,1134 -4,1448 -3,9794 -3,6516 -3,2086 -2,7058 -2,2156 -1,8327 -1,6518 -1,7289 -2,0453 -2,5031 -2,9606 -3,2864 -3,4066 -3,3285 -3,1262 -2,8978 -2,7264 -2,6657 -2,7410 -2,9444 -3,2285 -3,5175 -3,7393 -3,8610 -3,9036 -3,9289 -4,0051 -4,1724 -4,4301 -4,7492 -5,0826 -5,3657 -5,5326 -5,5504 -5,4353 -5,2402 -5,0312 -4,8635 -4,7651 -4,7359 -4,7598 -4,8225 -4,9259 -5,0885 -5,3305 -5,6528 -6,0276 -6,3999 -6,6958 -6,8462 -6,8196 -6,6333 -6,3378 -5,9892 -5,6224 -5,2381 -4,8128 -4,3257 -3,7814 -3,2132 -2,6706 -2,2145 -1,9185 -1,8555 -2,0700 -2,5588 -3,2669 -4,0885 -4,8775 -5,4779 -5,7679 -5,6935 -5,2827 -4,6382 -3,9030 -3,2091 -2,6377 -2,2198 -1,9616 -1,8673 -1,9478 -2,2138 -2,6586 -3,2397 -3,8810 -4,4947 -5,0007 -5,3343 -5,4560 -5,3615 -5,0826 -4,6807 -4,2395 -3,8539 -3,6082 -3,5439 -3,6437 -3,8615 -4,1674 -4,5560 -5,0181 -5,5159 -5,9802 -6,3412 -6,5728 -6,7040 -6,7806 -6,8179 -6,7980 -6,6987 -6,5163 -6,2739 -6,0169 -5,7963 -5,6554 -5,6250 -5,7135 -5,8924 -6,1069 -6,3128 -6,4900 -6,6168 -6,6488 -6,5351 -6,2518 -5,8265 -5,3462 -4,9363 -4,7166 -4,7549 -5,0450 -5,5185 -6,0796 -6,6339 -7,1069 -7,4550 -7,6710 -7,7756 -7,7926 -7,7307 -7,5869
Fz    -1,5910 -1,5957 -1,5449 -1,4558 -1,3472 -1,2378 -1,1428 -1,0757 -1,0500 -1,0683 -1,1077 -1,1212 -1,0577 -0,8836 -0,5935 -0,2061 0,2458 0,7247 1,1930 1,6115 1,9424 2,1582 2,2539 2,2484 2,1755 2,0685 1,9442 1,7987 1,6196 1,4039 1,1642 0,9204 0,6887 0,4786 0,2931 0,1279 -0,0258 -0,1736 -0,3089 -0,4184 -0,4984 -0,5592 -0,6135 -0,6690 -0,7298 -0,8022 -0,8934 -1,0013 -1,1067 -1,1821 -1,2044 -1,1634 -1,0692 -0,9532 -0,8540 -0,8015 -0,8069 -0,8597 -0,9381 -1,0202 -1,0920 -1,1524 -1,2132 -1,2860 -1,3704 -1,4524 -1,5091 -1,5119 -1,4356 -1,2703 -1,0292 -0,7466 -0,4617 -0,1968 0,0458 0,2706 0,4800 0,6766 0,8612 1,0274 1,1622 1,2564 1,3094 1,3338 1,3591 1,4186 1,5236 1,6507 1,7562 1,7974 1,7494 1,6187 1,4454 1,2863 1,1892 1,1734 1,2239 1,3030 1,3725 1,4090 1,4016 1,3428 1,2243 1,0376 0,7790 0,4555 0,0825 -0,3207 -0,7311 -1,1226 -1,4767 -1,7926 -2,0858 -2,3756 -2,6751 -2,9880 -3,3119 -3,6417 -3,9703 -4,2825 -4,5500 -4,7369 -4,8166 -4,7848 -4,6625 -4,4899 -4,3128 -4,1627 -4,0498 -3,9762 -3,9461 -3,9635 -4,0249 -4,1195 -4,2299 -4,3305 -4,3887 -4,3739 -4,2674 -4,0695 -3,8039 -3,5152 -3,2554 -3,0629 -2,9505 -2,9062 -2,9010 -2,9020 -2,8862 -2,8442 -2,7738 -2,6739 -2,5458 -2,3945 -2,2222 -2,0260 -1,8124 -1,6096 -1,4596 -1,3997 -1,4457 -1,5879 -1,7994 -2,0487 -2,3039 -2,5322 -2,7016 -2,7863 -2,7752 -2,6759 -2,5085 -2,2912 -2,0297 -1,7183 -1,3531 -0,9429 -0,5075 -0,0746 0,3188 0,6301 0,8218 0,8728 0,7849 0,5843 0,3197 0,0453 -0,2057 -0,4318 -0,6496 -0,8782 -1,1312 -1,4104 -1,6992 -1,9673 -2,1906 -2,3656 -2,5088 -2,6417 -2,7751 -2,9111 -3,0553 -3,2193 -3,4102 -3,6195 -3,8227 -3,9867 -4,0823 -4,0976 -4,0435 -3,9500 -3,8604 -3,8184 -3,8475 -3,9367 -4,0519 -4,1585 -4,2374 -4,2888 -4,3239 -4,3517 -4,3734 -4,3886 -4,4006 -4,4132 -4,4266 -4,4382 -4,4460 -4,4490 -4,4445 -4,4252 -4,3815 -4,3081 -4,2088 -4,0953 -3,9816 -3,8832 -3,8127 -3,7717 -3,7516 -3,7421 -3,7357 -3,7231 -3,6882 -3,6113 -3,4834 -3,3210 -3,1602 -3,0347 -2,9601 -2,9348 -2,9475 -2,9868 -3,0470 -3,1267 -3,2255 -3,3417 -3,4694 -3,5980 -3,7157 -3,8100 -3,8644 -3,8550 -3,7582 -3,5672 -3,3003 -2,9911 -2,6741 -2,3757 -2,1066 -1,8590 -1,6163 -1,3669 -1,1145 -0,8812 -0,7017 -0,6090 -0,6231 -0,7448 -0,9551 -1,2165 -1,4807 -1,7022 -1,8585 -1,9637 -2,0582 -2,1855 -2,3736 -2,6253 -2,9174 -3,2121 -3,4702 -3,6651 -3,7923 -3,8606 -3,8767 -3,8414 -3,7547 -3,6175 -3,4328 -3,2069 -2,9502 -2,6756 -2,3963 -2,1275 -1,8899 -1,7094 -1,6088 -1,6039 -1,7083 -1,9358 -2,2849 -2,7189 -3,1658 -3,5405 -3,7738 -3,8274 -3,6966 -3,4063 -3,0065 -2,5672 -2,1617 -1,8418 -1,6223 -1,4849 -1,3938 -1,3141 -1,2224 -1,1090 -0,9766 -0,8392 -0,7147 -0,6125 -0,5273 -0,4449 -0,3545 -0,2552 -0,1525 -0,0532 0,0373 0,1157 0,1785 0,2137 0,2026 0,1350 0,0191 -0,1300 -0,3081 -0,5258 -0,7920 -1,0936 -1,3962 -1,6643 -1,8804 -2,0471 -2,1767 -2,2768 -2,3497 -2,3955 -2,4116 -2,3919 -2,3341 -2,2468 -2,1492 -2,0598 -1,9853 -1,9220 -1,8618 -1,7982 -1,7278 -1,6477 -1,5519 -1,4326 -1,2829 -1,1099 -0,9465 -0,8443 -0,8457 -0,9613 -1,1702 -1,4332 -1,7048 -1,9379 -2,0889 -2,1310 -2,0637 -1,9122 -1,7197 -1,5320 -1,3826 -1,2890 -1,2601 -1,2982 -1,3960 -1,5382 -1,7049 -1,8737 -2,0198 -2,1218 -2,1652 -2,1441 -2,0595 -1,9203 -1,7415 -1,5371 -1,3178 -1,1003 -0,9163 -0,8041 -0,7917 -0,8864 -1,0715 -1,3071 -1,5435 -1,7411 -1,8805 -1,9598 -1,9820 -1,9454 -1,8462 -1,6883 -1,4855 -1,2581 -1,0301 -0,8289 -0,6854 -0,6323 -0,6986 -0,8950 -1,1963 -1,5404 -1,8510 -2,0705 -2,1767 -2,1792 -2,1080 -2,0017 -1,8970 -1,8196 -1,7810 -1,7782 -1,8053 -1,8647 -1,9647 -2,1058 -2,2781 -2,4631 -2,6356 -2,7710 -2,8574 -2,9021 -2,9264 -2,9500 -2,9761 -2,9911 -2,9750 -2,9122 -2,8034 -2,6759 -2,5754 -2,5426 -2,5863 -2,6767 -2,7646 -2,8084 -2,7885 -2,7090 -2,5979 -2,5023 -2,4737 -2,5524 -2,7534 -3,0567 -3,4135 -3,7706 -4,0912 -4,3589 -4,5733 -4,7459 -4,8904 -5,0157 -5,1328 -5,2615 -5,4245 -5,6332 -5,8830 -6,1585 -6,4424 -6,7208 -6,9831 -7,2182 -7,4083 -7,5277 -7,5561 -7,4940 -7,3656 -7,2053 -7,0436 -6,9046 -6,8085 -6,7699 -6,7970 -6,8897 -7,0327 -7,1857 -7,2891 -7,2869 -7,1466 -6,8656 -6,4710 -6,0154 -5,5586 -5,1435 -4,7874 -4,4845 -4,2144 -3,9539 -3,6888 -3,4172 -3,1466 -2,8904 -2,6639 -2,4720 -2,2944 -2,0889 -1,8151 -1,4593 -1,0446 -0,6251 -0,2682 -0,0292 0,0694 0,0425 -0,0724 -0,2356 -0,4166 -0,5987 -0,7783 -0,9567 -1,1262 -1,2685 -1,3630 -1,3946 -1,3657 -1,3028 -1,2472 -1,2339 -1,2810 -1,3927 -1,5619 -1,7694 -1,9881 -2,1931 -2,3677 -2,5037 -2,6012 -2,6685 -2,7205 -2,7738 -2,8430 -2,9382 -3,0618 -3,2042 -3,3495 -3,4891 -3,6310 -3,7910 -3,9763 -4,1819 -4,3916 -4,5749 -4,6892 -4,6997 -4,6013 -4,4256 -4,2300 -4,0740 -3,9963 -4,0112 -4,1199 -4,3193 -4,6011 -4,9485 -5,3396 -5,7491 -6,1442 -6,4833 -6,7272 -6,8576 -6,8859 -6,8430 -6,7643 -6,6810 -6,6117 -6,5523 -6,4775 -6,3560 -6,1713 -5,9362 -5,6910 -5,4904
F3    -1,0782 -0,6709 -0,2608 0,0612 0,2101 0,1360 -0,1532 -0,6008 -1,1296 -1,6555 -2,0970 -2,3976 -2,5369 -2,5130 -2,3212 -1,9515 -1,4064 -0,7267 0,0038 0,6898 1,2671 1,7171 2,0562 2,3148 2,5056 2,6069 2,5816 2,4115 2,1126 1,7268 1,3124 0,9424 0,6894 0,5911 0,6191 0,6829 0,6754 0,5343 0,2656 -0,0764 -0,4174 -0,6833 -0,8238 -0,8315 -0,7430 -0,6260 -0,5590 -0,6048 -0,7847 -1,0646 -1,3660 -1,5897 -1,6514 -1,5252 -1,2675 -0,9919 -0,8095 -0,7809 -0,9067 -1,1404 -1,4088 -1,6398 -1,7977 -1,8977 -1,9799 -2,0743 -2,1906 -2,3131 -2,3933 -2,3635 -2,1821 -1,8709 -1,4989 -1,1315 -0,8018 -0,5264 -0,3263 -0,2202 -0,2018 -0,2340 -0,2581 -0,2175 -0,0913 0,0965 0,3126 0,5497 0,8167 1,1006 1,3550 1,5220 1,5575 1,4476 1,2206 0,9402 0,6775 0,4933 0,4344 0,5252 0,7489 1,0393 1,3033 1,4626 1,4770 1,3368 1,0484 0,6363 0,1520 -0,3385 -0,7880 -1,1872 -1,5488 -1,8776 -2,1572 -2,3661 -2,5041 -2,5992 -2,6960 -2,8396 -3,0519 -3,3061 -3,5359 -3,6777 -3,7105 -3,6568 -3,5607 -3,4672 -3,4000 -3,3449 -3,2729 -3,1896 -3,1471 -3,2145 -3,4436 -3,8359 -4,3140 -4,7327 -4,9431 -4,8617 -4,5038 -3,9650 -3,3690 -2,8130 -2,3538 -2,0319 -1,8854 -1,9315 -2,1473 -2,4736 -2,8311 -3,1322 -3,2875 -3,2148 -2,8695 -2,2832 -1,5661 -0,8650 -0,3059 0,0466 0,1867 0,1361 -0,0715 -0,3817 -0,7311 -1,0841 -1,4441 -1,8238 -2,2100 -2,5581 -2,8180 -2,9592 -2,9684 -2,8286 -2,5184 -2,0374 -1,4286 -0,7668 -0,1210 0,4674 0,9691 1,3377 1,5030 1,4045 1,0436 0,5022 -0,0913 -0,6177 -1,0066 -1,2401 -1,3309 -1,3117 -1,2396 -1,1890 -1,2226 -1,3748 -1,6552 -2,0440 -2,4838 -2,8896 -3,1828 -3,3226 -3,3172 -3,2252 -3,1408 -3,1460 -3,2665 -3,4674 -3,6778 -3,8229 -3,8540 -3,7755 -3,6575 -3,6054 -3,6882 -3,8917 -4,1437 -4,3716 -4,5276 -4,5828 -4,5189 -4,3353 -4,0664 -3,7866 -3,5881 -3,5417 -3,6589 -3,8783 -4,0921 -4,2037 -4,1753 -4,0265 -3,7949 -3,5067 -3,1845 -2,8670 -2,6010 -2,4118 -2,2912 -2,2090 -2,1205 -1,9780 -1,7729 -1,5668 -1,4514 -1,4778 -1,6287 -1,8411 -2,0406 -2,1695 -2,2000 -2,1259 -1,9521 -1,6996 -1,4206 -1,1903 -1,0720 -1,0831 -1,2053 -1,4310 -1,7808 -2,2628 -2,8281 -3,3785 -3,8129 -4,0646 -4,1148 -3,9882 -3,7359 -3,4121 -3,0494 -2,6454 -2,1730 -1,6034 -0,9263 -0,1679 0,5854 1,1882 1,4966 1,4530 1,1146 0,6126 0,0944 -0,3240 -0,6002 -0,7839 -0,9874 -1,3194 -1,8229 -2,4505 -3,0850 -3,5917 -3,8767 -3,9124 -3,7341 -3,4275 -3,0932 -2,7996 -2,5688 -2,3947 -2,2538 -2,1051 -1,8964 -1,5994 -1,2467 -0,9224 -0,7162 -0,6881 -0,8566 -1,2070 -1,7100 -2,3233 -2,9770 -3,5803 -4,0475 -4,3086 -4,3064 -4,0087 -3,4368 -2,6844 -1,9014 -1,2415 -0,8074 -0,6282 -0,6684 -0,8530 -1,0956 -1,3205 -1,4747 -1,5312 -1,4861 -1,3620 -1,2040 -1,0571 -0,9330 -0,8058 -0,6457 -0,4509 -0,2412 -0,0286 0,1923 0,4257 0,6552 0,8440 0,9539 0,9636 0,8661 0,6549 0,3256 -0,1125 -0,6259 -1,1602 -1,6535 -2,0521 -2,3268 -2,4856 -2,5654 -2,5996 -2,5942 -2,5268 -2,3648 -2,0886 -1,7082 -1,2595 -0,7966 -0,3917 -0,1183 -0,0170 -0,0762 -0,2465 -0,4726 -0,7125 -0,9341 -1,1007 -1,1755 -1,1372 -0,9855 -0,7450 -0,4787 -0,2835 -0,2472 -0,4005 -0,7085 -1,0910 -1,4382 -1,6336 -1,6115 -1,4137 -1,1655 -0,9829 -0,9077 -0,9123 -0,9382 -0,9345 -0,8821 -0,7938 -0,6955 -0,6156 -0,5957 -0,6879 -0,9187 -1,2499 -1,5830 -1,8107 -1,8742 -1,7783 -1,5686 -1,3103 -1,0832 -0,9679 -1,0162 -1,2271 -1,5530 -1,9250 -2,2735 -2,5306 -2,6296 -2,5270 -2,2240 -1,7450 -1,1001 -0,3024 0,5879 1,4637 2,2055 2,7051 2,8778 2,6768 2,1099 1,2469 0,2023 -0,8950 -1,9177 -2,7480 -3,2918 -3,4971 -3,3608 -2,9322 -2,3050 -1,5877 -0,8771 -0,2689 0,1238 0,2016 -0,0542 -0,5546 -1,1498 -1,7062 -2,1584 -2,5110 -2,7999 -3,0479 -3,2418 -3,3387 -3,3000 -3,1250 -2,8516 -2,5276 -2,1848 -1,8457 -1,5433 -1,3161 -1,1836 -1,1299 -1,1157 -1,1071 -1,0927 -1,0693 -1,0267 -0,9665 -0,9330 -1,0146 -1,2931 -1,7781 -2,3856 -2,9806 -3,4511 -3,7553 -3,9172 -3,9907 -4,0237 -4,0420 -4,0593 -4,1000 -4,1972 -4,3606 -4,5615 -4,7558 -4,9209 -5,0621 -5,1885 -5,2948 -5,3738 -5,4326 -5,4856 -5,5326 -5,5505 -5,5091 -5,4012 -5,2603 -5,1436 -5,1007 -5,1583 -5,3166 -5,5420 -5,7688 -5,9199 -5,9294 -5,7610 -5,4290 -5,0043 -4,5889 -4,2633 -4,0404 -3,8706 -3,6917 -3,4764 -3,2472 -3,0621 -2,9787 -3,0134 -3,1209 -3,2083 -3,1713 -2,9231 -2,4114 -1,6229 -0,5870 0,6055 1,7819 2,7193 3,2250 3,2035 2,6709 1,7328 0,5512 -0,6962 -1,8536 -2,8103 -3,5074 -3,9280 -4,0758 -3,9510 -3,5473 -2,8802 -2,0205 -1,0886 -0,2141 0,4927 0,9458 1,0939 0,9353 0,5200 -0,0655 -0,7245 -1,3786 -1,9894 -2,5466 -3,0330 -3,4011 -3,5882 -3,5484 -3,2817 -2,8472 -2,3383 -1,8290 -1,3525 -0,9283 -0,5938 -0,3971 -0,3687 -0,5046 -0,7687 -1,1141 -1,5048 -1,9208 -2,3462 -2,7653 -3,1723 -3,5665 -3,9213 -4,1828 -4,3206 -4,3703 -4,4209 -4,5681 -4,8665 -5,2957 -5,7576 -6,1118 -6,2381 -6,0870 -5,6927 -5,1531 -4,5975 -4,1521 -3,9019 -3,8569 -3,9533 -4,0955 -4,2075 -4,2595
