Fp1   -3,2458 -2,8839 -2,4700 -1,9614 -1,3429 -0,6418 0,0820 0,7605 1,3368 1,7721 2,0487 2,1718 2,1735 2,1036 2,0056 1,9021 1,7977 1,6807 1,5223 1,2878 0,9603 0,5648 0,1704 -0,1419 -0,3183 -0,3520 -0,2816 -0,1734 -0,0905 -0,0660 -0,1029 -0,1888 -0,3020 -0,4169 -0,5167 -0,6015 -0,6878 -0,7994 -0,9486 -1,1184 -1,2605 -1,3156 -1,2408 -1,0306 -0,7169 -0,3516 0,0053 0,2900 0,4526 0,4800 0,4032 0,2833 0,1885 0,1710 0,2524 0,4215 0,6406 0,8607 1,0409 1,1593 1,2059 1,1734 1,0625 0,8951 0,7131 0,5596 0,4579 0,4022 0,3647 0,3128 0,2323 0,1447 0,1000 0,1421 0,2819 0,4990 0,7523 0,9864 1,1463 1,1981 1,1364 0,9828 0,7860 0,6144 0,5341 0,5854 0,7694 1,0483 1,3629 1,6557 1,8856 2,0396 2,1402 2,2295 2,3402 2,4806 2,6368 2,7768 2,8609 2,8595 2,7643 2,5928 2,3891 2,2105 2,1023 2,0774 2,1076 2,1389 2,1238 2,0467 1,9239 1,7848 1,6556 1,5472 1,4441 1,3095 1,1071 0,8188 0,4509 0,0342 -0,3809 -0,7326 -0,9557 -0,9941 -0,8234 -0,4709 -0,0080 0,4764 0,9063 1,2382 1,4652 1,6120 1,7258 1,8605 2,0541 2,3132 2,6161 2,9247 3,2002 3,4164 3,5672 3,6678 3,7525 3,8622 4,0191 4,2065 4,3727 4,4543 4,4061 4,2208 3,9262 3,5722 3,2199 2,9259 2,7223 2,6097 2,5593 2,5176 2,4261 2,2542 2,0124 1,7359 1,4601 1,2095 0,9944 0,8132 0,6584 0,5190 0,3837 0,2424 0,0833 -0,1075 -0,3362 -0,5934 -0,8612 -1,1235 -1,3740 -1,6192 -1,8709 -2,1269 -2,3651 -2,5566 -2,6779 -2,7158 -2,6747 -2,5830 -2,4889 -2,4429 -2,4786 -2,5991 -2,7827 -2,9976 -3,2118 -3,4036 -3,5683 -3,7113 -3,8380 -3,9551 -4,0702 -4,1863 -4,2988 -4,3947 -4,4494 -4,4332 -4,3299 -4,1521 -3,9426 -3,7669 -3,6909 -3,7509 -3,9312 -4,1695 -4,3807 -4,4833 -4,4207 -4,1810 -3,8067 -3,3824 -3,0005 -2,7281 -2,5974 -2,6059 -2,7172 -2,8738 -3,0211 -3,1236 -3,1706 -3,1756 -3,1631 -3,1483 -3,1317 -3,1032 -3,0403 -2,9116 -2,6948 -2,3970 -2,0621 -1,7613 -1,5641 -1,5063 -1,5808 -1,7497 -1,9522 -2,1219 -2,2200 -2,2581 -2,2856 -2,3544 -2,4911 -2,6910 -2,9299 -3,1753 -3,3865 -3,5170 -3,5351 -3,4449 -3,2835 -3,1021 -2,9429 -2,8287 -2,7662 -2,7421 -2,7180 -2,6441 -2,4861 -2,2375 -1,9159 -1,5588 -1,2166 -0,9302 -0,7066 -0,5151 -0,3082 -0,0522 0,2498 0,5572 0,8109 0,9485 0,9178 0,6980 0,3185 -0,1439 -0,5938 -0,9535 -1,1822 -1,2712 -1,2349 -1,1087 -0,9448 -0,7949 -0,6881 -0,6164 -0,5405 -0,4178 -0,2351 -0,0099 0,2332 0,4707 0,6672 0,7729 0,7464 0,5903 0,3642 0,1580 0,0483 0,0709 0,2149 0,4288 0,6451 0,8145 0,9225 0,9796 1,0081 1,0360 1,0896 1,1815 1,3013 1,4217 1,5224 1,6070 1,6928 1,7919 1,9115 2,0609 2,2481 2,4726 2,7212 2,9654 3,1706 3,3166 3,4062 3,4564 3,4906 3,5353 3,6155 3,7483 3,9359 4,1574 4,3790 4,5802 4,7663 4,9589 5,1831 5,4613 5,8041 6,1974 6,5955 6,9354 7,1683 7,2842 7,3115 7,2954 7,2792 7,2948 7,3552 7,4527 7,5630 7,6475 7,6585 7,5561 7,3253 6,9831 6,5790 6,1840 5,8620 5,6456 5,5288 5,4752 5,4397 5,3889 5,3114 5,2222 5,1601 5,1675 5,2613 5,4164 5,5747 5,6662 5,6372 5,4734 5,2031 4,8801 4,5677 4,3274 4,1993 4,1879 4,2668 4,3852 4,4799 4,5021 4,4399 4,3179 4,1850 4,0903 4,0517 4,0447 4,0236 3,9486 3,7981 3,5683 3,2759 2,9642 2,7009 2,5592 2,5918 2,8110 3,1798 3,6154 4,0121 4,2814 4,3892 4,3633 4,2747 4,2035 4,2037 4,2881 4,4338 4,5997 4,7429 4,8286 4,8381 4,7760 4,6672 4,5424 4,4278 4,3483 4,3242 4,3533 4,4050 4,4416 4,4409 4,4007 4,3291 4,2394 4,1512 4,0854 4,0466 4,0150 3,9603 3,8642 3,7236 3,5447 3,3419 3,1366 2,9457 2,7673 2,5774 2,3435 2,0492 1,7103 1,3695 1,0768 0,8741 0,7862 0,8117 0,9194 1,0555 1,1581 1,1762 1,0912 0,9206 0,6996 0,4607 0,2279 0,0170 -0,1707 -0,3527 -0,5590 -0,8102 -1,1025 -1,4153 -1,7211 -1,9803 -2,1459 -2,1879 -2,1109 -1,9530 -1,7761 -1,6464 -1,6045 -1,6481 -1,7369 -1,8114 -1,8166 -1,7246 -1,5405 -1,2903 -1,0105 -0,7428 -0,5212 -0,3590 -0,2448 -0,1464 -0,0266 0,1369 0,3536 0,6302 0,9599 1,3087 1,6231 1,8574 1,9969 2,0613 2,0866 2,1037 2,1282 2,1568 2,1675 2,1265 2,0056 1,7975 1,5220 1,2195 0,9319 0,6849 0,4853 0,3251 0,1813 0,0192 -0,1929 -0,4636 -0,7720 -1,0830 -1,3659 -1,5999 -1,7685 -1,8635 -1,8981 -1,9093 -1,9398 -2,0183 -2,1505 -2,3237 -2,5202 -2,7283 -2,9464 -3,1780 -3,4293 -3,7087 -4,0234 -4,3718 -4,7343 -5,0720 -5,3438 -5,5262 -5,6214 -5,6572 -5,6814 -5,7407 -5,8533 -6,0050 -6,1663 -6,3050 -6,3885 -6,3886 -6,2978 -6,1432 -5,9817 -5,8750 -5,8625 -5,9459 -6,0915 -6,2452 -6,3532 -6,3810 -6,3303 -6,2434 -6,1851 -6,2089 -6,3318 -6,5351 -6,7724 -6,9812 -7,1069 -7,1340 -7,0977 -7,0645 -7,0977 -7,2299 -7,4503 -7,7178 -7,9893 -8,2325 -8,4224 -8,5372 -8,5619 -8,4984 -8,3700 -8,2117 -8,0497 -7,8894 -7,7175 -7,5109 -7,2535 -6,9526 -6,6409 -6,3645 -6,1703 -6,0924 -6,1329
Fz    -3,1517 -2,7617 -2,3206 -1,8024 -1,2023 -0,5487 0,1079 0,7199 1,2555 1,6956 2,0255 2,2362 2,3371 2,3587 2,3353 2,2892 2,2291 2,1511 2,0404 1,8782 1,6534 1,3770 1,0861 0,8261 0,6293 0,5035 0,4288 0,3649 0,2751 0,1467 -0,0144 -0,1986 -0,3970 -0,6010 -0,8059 -1,0145 -1,2345 -1,4698 -1,7093 -1,9201 -2,0554 -2,0739 -1,9597 -1,7295 -1,4224 -1,0794 -0,7378 -0,4374 -0,2151 -0,0877 -0,0432 -0,0489 -0,0650 -0,0574 -0,0069 0,0859 0,2047 0,3276 0,4388 0,5314 0,5982 0,6241 0,5929 0,5043 0,3844 0,2758 0,2146 0,2127 0,2552 0,3127 0,3620 0,4042 0,4627 0,5611 0,7062 0,8882 1,0819 1,2452 1,3311 1,3074 1,1667 0,9276 0,6337 0,3484 0,1376 0,0477 0,0928 0,2536 0,4908 0,7590 1,0184 1,2492 1,4601 1,6755 1,9094 2,1540 2,3850 2,5704 2,6807 2,6988 2,6260 2,4834 2,3122 2,1628 2,0767 2,0671 2,1099 2,1580 2,1705 2,1330 2,0531 1,9435 1,8112 1,6541 1,4568 1,1928 0,8406 0,3987 -0,1108 -0,6478 -1,1611 -1,5972 -1,9064 -2,0471 -1,9972 -1,7653 -1,3940 -0,9494 -0,5016 -0,1023 0,2283 0,5010 0,7486 1,0105 1,3139 1,6644 2,0482 2,4408 2,8162 3,1533 3,4415 3,6867 3,9158 4,1645 4,4519 4,7614 5,0473 5,2559 5,3475 5,3092 5,1544 4,9180 4,6505 4,4021 4,2052 4,0710 3,9908 3,9351 3,8629 3,7467 3,5871 3,4014 3,2046 3,0026 2,7949 2,5800 2,3596 2,1374 1,9179 1,7029 1,4864 1,2550 0,9979 0,7174 0,4276 0,1450 -0,1193 -0,3629 -0,5843 -0,7724 -0,9055 -0,9655 -0,9507 -0,8746 -0,7634 -0,6554 -0,5941 -0,6151 -0,7331 -0,9367 -1,1963 -1,4776 -1,7525 -2,0076 -2,2453 -2,4690 -2,6730 -2,8499 -2,9978 -3,1181 -3,2108 -3,2704 -3,2849 -3,2416 -3,1383 -2,9905 -2,8311 -2,7065 -2,6653 -2,7391 -2,9239 -3,1782 -3,4395 -3,6433 -3,7361 -3,6919 -3,5271 -3,2962 -3,0659 -2,8900 -2,8018 -2,8116 -2,9015 -3,0318 -3,1599 -3,2547 -3,3030 -3,3086 -3,2833 -3,2342 -3,1616 -3,0607 -2,9190 -2,7184 -2,4470 -2,1146 -1,7608 -1,4489 -1,2409 -1,1698 -1,2316 -1,3973 -1,6223 -1,8558 -2,0617 -2,2338 -2,3907 -2,5556 -2,7384 -2,9371 -3,1456 -3,3558 -3,5506 -3,7016 -3,7825 -3,7855 -3,7236 -3,6218 -3,5069 -3,4025 -3,3307 -3,3013 -3,2958 -3,2711 -3,1814 -2,9976 -2,7162 -2,3608 -1,9780 -1,6185 -1,3093 -1,0428 -0,7909 -0,5316 -0,2683 -0,0308 0,1388 0,2003 0,1254 -0,0921 -0,4298 -0,8358 -1,2416 -1,5865 -1,8340 -1,9680 -1,9840 -1,8903 -1,7145 -1,4983 -1,2785 -1,0708 -0,8659 -0,6445 -0,4000 -0,1446 0,1047 0,3315 0,5095 0,5984 0,5612 0,3961 0,1519 -0,0907 -0,2560 -0,2990 -0,2150 -0,0371 0,1825 0,4001 0,5948 0,7648 0,9185 1,0722 1,2431 1,4362 1,6367 1,8181 1,9657 2,0891 2,2081 2,3307 2,4530 2,5721 2,6906 2,8135 2,9428 3,0721 3,1904 3,2939 3,3886 3,4798 3,5679 3,6537 3,7417 3,8413 3,9639 4,1128 4,2807 4,4630 4,6654 4,8982 5,1700 5,4868 5,8505 6,2485 6,6465 6,9989 7,2708 7,4538 7,5642 7,6296 7,6780 7,7303 7,7940 7,8618 7,9147 7,9237 7,8544 7,6805 7,3979 7,0279 6,6159 6,2234 5,9039 5,6812 5,5464 5,4699 5,4202 5,3778 5,3379 5,3103 5,3153 5,3704 5,4723 5,5927 5,6900 5,7230 5,6639 5,5098 5,2849 5,0303 4,7943 4,6233 4,5457 4,5617 4,6509 4,7784 4,8965 4,9584 4,9352 4,8258 4,6591 4,4810 4,3255 4,1954 4,0709 3,9274 3,7470 3,5208 3,2552 2,9818 2,7544 2,6296 2,6445 2,8058 3,0862 3,4266 3,7473 3,9782 4,0910 4,1076 4,0809 4,0647 4,0933 4,1745 4,2923 4,4156 4,5108 4,5498 4,5166 4,4139 4,2627 4,0909 3,9254 3,7970 3,7365 3,7554 3,8347 3,9370 4,0274 4,0830 4,0901 4,0445 3,9562 3,8483 3,7430 3,6503 3,5709 3,5031 3,4392 3,3609 3,2509 3,1068 2,9410 2,7666 2,5852 2,3889 2,1768 1,9672 1,7921 1,6774 1,6335 1,6564 1,7283 1,8172 1,8822 1,8818 1,7874 1,5990 1,3460 1,0670 0,7902 0,5301 0,2941 0,0841 -0,1065 -0,2899 -0,4719 -0,6455 -0,8000 -0,9259 -1,0048 -1,0103 -0,9266 -0,7640 -0,5564 -0,3546 -0,2133 -0,1681 -0,2191 -0,3325 -0,4568 -0,5451 -0,5729 -0,5403 -0,4604 -0,3524 -0,2407 -0,1486 -0,0901 -0,0675 -0,0698 -0,0758 -0,0600 0,0078 0,1614 0,4190 0,7616 1,1360 1,4814 1,7596 1,9655 2,1145 2,2242 2,3070 2,3696 2,4102 2,4177 2,3781 2,2840 2,1407 1,9654 1,7758 1,5817 1,3880 1,1983 1,0114 0,8176 0,6051 0,3724 0,1315 -0,1032 -0,3223 -0,5208 -0,6887 -0,8091 -0,8721 -0,8898 -0,8921 -0,9126 -0,9748 -1,0894 -1,2589 -1,4823 -1,7552 -2,0672 -2,4012 -2,7397 -3,0703 -3,3861 -3,6803 -3,9415 -4,1586 -4,3270 -4,4498 -4,5409 -4,6270 -4,7342 -4,8699 -5,0236 -5,1791 -5,3230 -5,4412 -5,5179 -5,5434 -5,5269 -5,4977 -5,4950 -5,5498 -5,6708 -5,8398 -6,0189 -6,1641 -6,2418 -6,2446 -6,1994 -6,1549 -6,1538 -6,2149 -6,3336 -6,4872 -6,6404 -6,7618 -6,8456 -6,9205 -7,0342 -7,2266 -7,5079 -7,8518 -8,2115 -8,5466 -8,8343 -9,0603 -9,2109 -9,2756 -9,2563 -9,1688 -9,0372 -8,8828 -8,7139 -8,5231 -8,2964 -8,0284 -7,7317 -7,4319 -7,1583 -6,9372 -6,7851 -6,7018
F3    -3,0903 -2,7144 -2,2843 -1,7814 -1,2034 -0,5750 0,0581 0,6445 1,1427 1,5263 1,7841 1,9202 1,9560 1,9240 1,8517 1,7549 1,6435 1,5214 1,3803 1,2038 0,9803 0,7196 0,4561 0,2322 0,0752 -0,0138 -0,0582 -0,0950 -0,1539 -0,2427 -0,3520 -0,4696 -0,5848 -0,6880 -0,7762 -0,8580 -0,9478 -1,0515 -1,1573 -1,2356 -1,2501 -1,1708 -0,9845 -0,7041 -0,3660 -0,0162 0,2975 0,5257 0,6289 0,5975 0,4584 0,2636 0,0731 -0,0616 -0,1104 -0,0696 0,0410 0,1918 0,3592 0,5292 0,6889 0,8192 0,9027 0,9381 0,9446 0,9506 0,9764 1,0191 1,0502 1,0304 0,9368 0,7859 0,6282 0,5168 0,4784 0,5091 0,5814 0,6525 0,6810 0,6425 0,5308 0,3542 0,1407 -0,0598 -0,1894 -0,2068 -0,1029 0,1002 0,3658 0,6567 0,9392 1,1904 1,4083 1,6110 1,8219 2,0568 2,3136 2,5668 2,7721 2,8850 2,8828 2,7794 2,6223 2,4703 2,3689 2,3320 2,3361 2,3352 2,2892 2,1836 2,0301 1,8504 1,6574 1,4474 1,1992 0,8843 0,4835 -0,0004 -0,5401 -1,0895 -1,5922 -1,9903 -2,2330 -2,2881 -2,1553 -1,8709 -1,4960 -1,0931 -0,7103 -0,3723 -0,0806 0,1813 0,4420 0,7329 1,0702 1,4433 1,8200 2,1667 2,4676 2,7277 2,9633 3,1939 3,4433 3,7357 4,0779 4,4412 4,7658 4,9838 5,0480 4,9522 4,7324 4,4513 4,1758 3,9521 3,7925 3,6840 3,6030 3,5199 3,4030 3,2332 3,0120 2,7530 2,4719 2,1869 1,9149 1,6657 1,4401 1,2316 1,0330 0,8407 0,6513 0,4569 0,2498 0,0273 -0,2079 -0,4506 -0,6959 -0,9416 -1,1858 -1,4162 -1,6077 -1,7378 -1,8009 -1,8058 -1,7708 -1,7218 -1,6888 -1,6962 -1,7522 -1,8457 -1,9568 -2,0727 -2,1918 -2,3217 -2,4747 -2,6556 -2,8533 -3,0500 -3,2334 -3,3992 -3,5470 -3,6706 -3,7528 -3,7711 -3,7137 -3,5930 -3,4475 -3,3360 -3,3167 -3,4183 -3,6199 -3,8613 -4,0756 -4,2108 -4,2334 -4,1323 -3,9266 -3,6616 -3,3888 -3,1498 -2,9728 -2,8709 -2,8385 -2,8561 -2,8986 -2,9387 -2,9539 -2,9376 -2,8986 -2,8470 -2,7815 -2,6925 -2,5671 -2,3908 -2,1540 -1,8654 -1,5603 -1,2950 -1,1201 -1,0567 -1,0957 -1,2119 -1,3662 -1,5106 -1,6115 -1,6707 -1,7215 -1,8037 -1,9402 -2,1302 -2,3560 -2,5917 -2,8061 -2,9653 -3,0447 -3,0403 -2,9669 -2,8495 -2,7150 -2,5882 -2,4916 -2,4332 -2,3918 -2,3262 -2,2028 -2,0123 -1,7659 -1,4896 -1,2212 -0,9968 -0,8281 -0,6942 -0,5584 -0,3946 -0,2063 -0,0264 0,0978 0,1208 0,0114 -0,2337 -0,5846 -0,9823 -1,3571 -1,6514 -1,8336 -1,8949 -1,8462 -1,7188 -1,5577 -1,4026 -1,2696 -1,1468 -1,0078 -0,8325 -0,6223 -0,3947 -0,1671 0,0442 0,2091 0,2824 0,2248 0,0338 -0,2424 -0,5225 -0,7312 -0,8272 -0,8077 -0,6985 -0,5350 -0,3444 -0,1421 0,0602 0,2489 0,4152 0,5621 0,6985 0,8290 0,9499 1,0599 1,1704 1,2973 1,4476 1,6211 1,8168 2,0310 2,2542 2,4688 2,6495 2,7750 2,8471 2,8916 2,9385 3,0074 3,1074 3,2422 3,4140 3,6240 3,8655 4,1243 4,3906 4,6680 4,9697 5,3075 5,6866 6,1012 6,5295 6,9303 7,2596 7,4971 7,6577 7,7757 7,8800 7,9827 8,0804 8,1603 8,2055 8,1981 8,1193 7,9532 7,6958 7,3598 6,9725 6,5751 6,2211 5,9589 5,8084 5,7527 5,7480 5,7481 5,7240 5,6695 5,5998 5,5465 5,5435 5,6053 5,7161 5,8361 5,9184 5,9276 5,8543 5,7150 5,5395 5,3620 5,2178 5,1330 5,1127 5,1407 5,1830 5,1959 5,1445 5,0215 4,8507 4,6739 4,5283 4,4267 4,3542 4,2827 4,1861 4,0451 3,8500 3,6089 3,3540 3,1370 3,0133 3,0237 3,1788 3,4499 3,7726 4,0625 4,2474 4,3030 4,2614 4,1887 4,1492 4,1800 4,2839 4,4370 4,6031 4,7464 4,8351 4,8464 4,7774 4,6482 4,4890 4,3271 4,1876 4,0946 4,0597 4,0712 4,1004 4,1160 4,0954 4,0283 3,9174 3,7791 3,6357 3,5036 3,3886 3,2930 3,2219 3,1751 3,1406 3,1024 3,0500 2,9808 2,8914 2,7704 2,6005 2,3760 2,1161 1,8590 1,6428 1,4930 1,4175 1,4007 1,4024 1,3723 1,2704 1,0824 0,8240 0,5333 0,2535 0,0183 -0,1527 -0,2566 -0,3114 -0,3534 -0,4220 -0,5374 -0,6913 -0,8628 -1,0312 -1,1687 -1,2398 -1,2210 -1,1175 -0,9633 -0,8136 -0,7285 -0,7471 -0,8697 -1,0607 -1,2651 -1,4289 -1,5185 -1,5276 -1,4692 -1,3655 -1,2410 -1,1141 -0,9895 -0,8598 -0,7094 -0,5235 -0,2992 -0,0419 0,2449 0,5571 0,8762 1,1705 1,4136 1,5995 1,7426 1,8624 1,9706 2,0691 2,1553 2,2233 2,2644 2,2700 2,2350 2,1597 2,0491 1,9062 1,7269 1,5083 1,2557 0,9800 0,6929 0,4056 0,1320 -0,1136 -0,3226 -0,4953 -0,6351 -0,7386 -0,7964 -0,8072 -0,7875 -0,7676 -0,7792 -0,8459 -0,9781 -1,1717 -1,4125 -1,6835 -1,9684 -2,2543 -2,5350 -2,8103 -3,0803 -3,3389 -3,5712 -3,7634 -3,9155 -4,0430 -4,1704 -4,3224 -4,5111 -4,7262 -4,9406 -5,1283 -5,2756 -5,3757 -5,4196 -5,4024 -5,3388 -5,2678 -5,2374 -5,2797 -5,3954 -5,5563 -5,7182 -5,8358 -5,8781 -5,8425 -5,7627 -5,6939 -5,6819 -5,7426 -5,8628 -6,0092 -6,1408 -6,2265 -6,2669 -6,3022 -6,3933 -6,5880 -6,8932 -7,2690 -7,6536 -7,9988 -8,2859 -8,5123 -8,6745 -8,7674 -8,7945 -8,7721 -8,7190 -8,6414 -8,5270 -8,3540 -8,1045 -7,7790 -7,4038 -7,0252 -6,6936 -6,4495 -6,3141 -6,2816
F7    -2,5284 -2,2609 -1,9724 -1,6396 -1,2470 -0,8020 -0,3339 0,1183 0,5182 0,8391 1,0675 1,2050 1,2687 1,2838 1,2699 1,2378 1,1922 1,1270 1,0218 0,8553 0,6269 0,3678 0,1310 -0,0365 -0,1168 -0,1239 -0,0969 -0,0846 -0,1192 -0,1998 -0,3019 -0,3990 -0,4723 -0,5105 -0,5103 -0,4815 -0,4479 -0,4374 -0,4653 -0,5203 -0,5665 -0,5577 -0,4580 -0,2584 0,0186 0,3313 0,6295 0,8602 0,9842 0,9951 0,9201 0,8030 0,6862 0,6015 0,5667 0,5843 0,6423 0,7252 0,8257 0,9414 1,0624 1,1661 1,2287 1,2432 1,2233 1,1907 1,1614 1,1365 1,1009 1,0326 0,9225 0,7949 0,7030 0,6946 0,7818 0,9424 1,1352 1,3114 1,4270 1,4561 1,3961 1,2659 1,1094 0,9883 0,9585 1,0476 1,2495 1,5309 1,8452 2,1515 2,4240 2,6549 2,8535 3,0360 3,2133 3,3845 3,5338 3,6353 3,6683 3,6296 3,5348 3,4149 3,3137 3,2743 3,3194 3,4348 3,5707 3,6635 3,6666 3,5690 3,3920 3,1694 2,9277 2,6747 2,3983 2,0768 1,6927 1,2423 0,7398 0,2203 -0,2609 -0,6384 -0,8521 -0,8626 -0,6677 -0,3080 0,1479 0,6301 1,0855 1,4850 1,8248 2,1197 2,3938 2,6706 2,9615 3,2572 3,5315 3,7577 3,9266 4,0523 4,1629 4,2870 4,4480 4,6632 4,9351 5,2380 5,5191 5,7187 5,7967 5,7488 5,6052 5,4187 5,2468 5,1278 5,0657 5,0374 5,0088 4,9420 4,8030 4,5758 4,2718 3,9215 3,5616 3,2261 2,9390 2,7074 2,5253 2,3795 2,2525 2,1275 1,9908 1,8354 1,6617 1,4755 1,2804 1,0710 0,8337 0,5520 0,2201 -0,1424 -0,4936 -0,7939 -1,0244 -1,1857 -1,2919 -1,3668 -1,4379 -1,5265 -1,6375 -1,7580 -1,8688 -1,9567 -2,0205 -2,0727 -2,1328 -2,2128 -2,3126 -2,4299 -2,5662 -2,7230 -2,8986 -3,0841 -3,2583 -3,3903 -3,4552 -3,4485 -3,3926 -3,3338 -3,3237 -3,3906 -3,5215 -3,6693 -3,7788 -3,8090 -3,7393 -3,5718 -3,3301 -3,0482 -2,7587 -2,4938 -2,2896 -2,1745 -2,1497 -2,1897 -2,2596 -2,3264 -2,3619 -2,3497 -2,2897 -2,1921 -2,0723 -1,9469 -1,8235 -1,6911 -1,5293 -1,3266 -1,0951 -0,8705 -0,6934 -0,5849 -0,5450 -0,5643 -0,6207 -0,6769 -0,7008 -0,6921 -0,6816 -0,7040 -0,7754 -0,8878 -1,0147 -1,1265 -1,2014 -1,2243 -1,1888 -1,1032 -0,9857 -0,8520 -0,7087 -0,5623 -0,4279 -0,3178 -0,2230 -0,1175 0,0195 0,1908 0,3858 0,5842 0,7563 0,8740 0,9313 0,9547 0,9921 1,0845 1,2327 1,3893 1,4836 1,4534 1,2649 0,9226 0,4760 0,0109 -0,3811 -0,6377 -0,7407 -0,7092 -0,5858 -0,4236 -0,2763 -0,1868 -0,1743 -0,2293 -0,3216 -0,4175 -0,4946 -0,5399 -0,5388 -0,4797 -0,3725 -0,2546 -0,1696 -0,1331 -0,1181 -0,0729 0,0453 0,2476 0,5062 0,7650 0,9659 1,0770 1,1015 1,0646 0,9971 0,9292 0,8899 0,8997 0,9590 1,0485 1,1483 1,2560 1,3787 1,5152 1,6574 1,8029 1,9570 2,1263 2,3113 2,4986 2,6674 2,8079 2,9258 3,0273 3,1128 3,1881 3,2708 3,3838 3,5417 3,7401 3,9630 4,2012 4,4597 4,7442 5,0474 5,3542 5,6533 5,9349 6,1795 6,3593 6,4566 6,4793 6,4581 6,4323 6,4376 6,4930 6,5894 6,6938 6,7670 6,7804 6,7199 6,5867 6,3930 6,1556 5,8962 5,6520 5,4709 5,3867 5,3980 5,4687 5,5501 5,6019 5,6039 5,5601 5,4959 5,4446 5,4309 5,4601 5,5153 5,5628 5,5668 5,5065 5,3826 5,2131 5,0313 4,8810 4,7934 4,7686 4,7823 4,8011 4,7893 4,7222 4,6012 4,4543 4,3215 4,2313 4,1838 4,1532 4,1094 4,0370 3,9344 3,8042 3,6526 3,4993 3,3800 3,3348 3,3907 3,5482 3,7800 4,0363 4,2546 4,3802 4,3942 4,3241 4,2284 4,1657 4,1688 4,2383 4,3527 4,4819 4,5927 4,6508 4,6325 4,5387 4,3939 4,2319 4,0845 3,9814 3,9468 3,9834 4,0627 4,1420 4,1940 4,2170 4,2194 4,2078 4,1893 4,1703 4,1484 4,1100 4,0421 3,9453 3,8291 3,6970 3,5443 3,3675 3,1722 2,9699 2,7672 2,5574 2,3264 2,0694 1,8010 1,5533 1,3687 1,2813 1,2921 1,3621 1,4349 1,4643 1,4305 1,3448 1,2398 1,1459 1,0735 1,0175 0,9666 0,9033 0,8008 0,6309 0,3820 0,0719 -0,2657 -0,5961 -0,8794 -1,0707 -1,1418 -1,1001 -0,9858 -0,8595 -0,7823 -0,7908 -0,8831 -1,0258 -1,1720 -1,2803 -1,3325 -1,3347 -1,3007 -1,2406 -1,1621 -1,0668 -0,9472 -0,7913 -0,5921 -0,3537 -0,0895 0,1922 0,4960 0,8242 1,1588 1,4662 1,7199 1,9190 2,0883 2,2576 2,4423 2,6387 2,8282 2,9840 3,0790 3,0970 3,0374 2,9123 2,7400 2,5396 2,3292 2,1263 1,9424 1,7766 1,6166 1,4470 1,2617 1,0670 0,8719 0,6824 0,5062 0,3619 0,2738 0,2540 0,2915 0,3554 0,4050 0,4035 0,3322 0,1978 0,0210 -0,1800 -0,3979 -0,6371 -0,9071 -1,2115 -1,5432 -1,8900 -2,2365 -2,5655 -2,8629 -3,1218 -3,3420 -3,5307 -3,6975 -3,8443 -3,9629 -4,0471 -4,1001 -4,1276 -4,1327 -4,1226 -4,1196 -4,1574 -4,2632 -4,4377 -4,6520 -4,8629 -5,0310 -5,1306 -5,1547 -5,1207 -5,0693 -5,0502 -5,0965 -5,2107 -5,3687 -5,5313 -5,6564 -5,7166 -5,7157 -5,6891 -5,6865 -5,7482 -5,8867 -6,0801 -6,2911 -6,4969 -6,6970 -6,8993 -7,1034 -7,2956 -7,4531 -7,5545 -7,5874 -7,5450 -7,4216 -7,2152 -6,9328 -6,5941 -6,2315 -5,8809 -5,5710 -5,3198 -5,1361 -5,0158
