Fp1   -1,7200 -1,3448 -1,0905 -1,0351 -1,1376 -1,2595 -1,2820 -1,1825 -1,0110 -0,8251 -0,6352 -0,4002 -0,0821 0,3031 0,6980 1,0511 1,3414 1,5555 1,6633 1,6574 1,6010 1,5830 1,6270 1,6489 1,4783 0,9238 -0,1057 -1,4862 -2,8953 -3,9487 -4,3469 -3,9809 -2,9590 -1,5355 -0,0099 1,3300 2,2558 2,6756 2,6668 2,4006 2,0380 1,6828 1,3755 1,0999 0,8164 0,4956 0,1298 -0,2637 -0,6360 -0,9251 -1,1009 -1,1757 -1,1571 -1,0255 -0,7769 -0,4640 -0,1671 0,0779 0,2970 0,5204 0,7521 1,0056 1,3190 1,7132 2,1542 2,5607 2,8408 2,9521 2,9380 2,8740 2,7957 2,7031 2,5959 2,4833 2,3958 2,3951 2,5403 2,8438 3,2627 3,6972 3,9893 3,9594 3,4804 2,5464 1,2840 -0,1066 -1,4264 -2,5000 -3,1565 -3,2451 -2,7152 -1,6878 -0,4209 0,8246 1,9139 2,8510 3,6782 4,3859 4,9167 5,2030 5,1769 4,7924 4,0789 3,1784 2,3041 1,6254 1,1627 0,7844 0,3360 -0,2010 -0,6952 -1,0060 -1,1045 -1,0754 -1,0417 -1,0840 -1,2153 -1,4144 -1,6490 -1,8706 -2,0195 -2,0478 -1,9398 -1,7109 -1,3820 -0,9647 -0,4797 0,0075 0,3797 0,5013 0,2799 -0,2716 -1,0191 -1,7480 -2,2274 -2,2940 -1,9237 -1,2365 -0,4511 0,1816 0,4817 0,4363 0,2012 0,0047 0,0374 0,4075 1,1310 2,0954 3,0794 3,8779 4,4075 4,7119 4,9166 5,1622 5,5285 6,0029 6,5248 7,0402 7,5020 7,8754 8,1685 8,4061 8,5768 8,6247 8,4625 7,9981 7,2086 6,2084 5,2240 4,4921 4,1685 4,2905 4,7895 5,5220 6,2850 6,8493 7,0542 6,9016 6,5508 6,2091 6,0139 5,9971 6,1190 6,2855 6,3645 6,2729 6,0431 5,7743 5,5642 5,4910 5,5985 5,8745 6,2381 6,5411 6,6050 6,2885 5,5387 4,4036 3,0287 1,6313 0,4280 -0,4476 -0,9740 -1,2136 -1,2610 -1,1819 -0,9547 -0,4720 0,3627 1,5419 2,9517 4,3811 5,5104 6,0064 5,7062 4,7001 3,2632 1,7342 0,4035 -0,5555 -1,0780 -1,1836 -0,9733 -0,5876 -0,1210 0,4196 1,0794 1,8702 2,6998 3,3798 3,7119 3,5896 3,0605 2,3277 1,6517 1,1945 0,9587 0,8692 0,8807 1,0091 1,2799 1,6577 2,0362 2,3039 2,4236 2,4440 2,4424 2,4603 2,4769 2,4392 2,3086 2,0715 1,7278 1,2964 0,8315 0,4341 0,2278 0,2822 0,5430 0,8599 1,0928 1,1832 1,1666 1,1640 1,3164 1,6762 2,1737 2,6814 3,0732 3,2136 2,9633 2,2857 1,3158 0,2678 -0,6630 -1,3035 -1,5261 -1,3178 -0,7924 -0,1109 0,6078 1,2901 1,8579 2,2411 2,4453 2,5524 2,6375 2,7201 2,7931 2,8316 2,7616 2,4842 1,9494 1,1953 0,3437 -0,4117 -0,8472 -0,8205 -0,3762 0,2935 1,0014 1,6734 2,3300 2,9941 3,6268 4,1281 4,3685 4,2543 3,8325 3,3196 2,9826 2,9804 3,2868 3,7260 4,0897 4,2558 4,2394 4,1628 4,1687 4,3208 4,5663 4,8131 5,0403 5,2925 5,5551 5,6913 5,5311 4,9958 4,1432 3,1351 2,1544 1,3248 0,6933 0,2708 0,0760 0,1506 0,5276 1,1699 1,9592 2,7677 3,5185 4,1711 4,6811 4,9913 5,0518 4,8564 4,4745 4,0258 3,6086 3,2752 3,0642 3,0044 3,0840 3,2510 3,4531 3,6772 3,9527 4,3123 4,7408 5,1600 5,4643 5,5846 5,5335 5,3825 5,1768 4,8866 4,4596 3,9006 3,2872 2,7242 2,2956 2,0455 1,9854 2,1185 2,4438 2,9317 3,4990 4,0059 4,2972 4,2708 3,9098 3,2832 2,5594 1,9704 1,6690 1,6253 1,6989 1,7754 1,8023 1,7515 1,5986 1,3335 0,9837 0,6364 0,4209 0,4386 0,6874 1,0710 1,5038 1,9663 2,4432 2,8658 3,1496 3,2659 3,2511 3,1442 2,9443 2,6401 2,2527 1,8397 1,4666 1,1696 0,9386 0,7446 0,5969 0,5585 0,6739 0,8974 1,1298 1,3064 1,4218 1,5158 1,6504 1,8599 2,1248 2,4123 2,7118 3,0157 3,3118 3,5959 3,8528 4,0289 4,0591 3,9278 3,6958 3,4580 3,2782 3,1693 3,1173 3,1179 3,1881 3,3289 3,4913 3,5987 3,5847 3,4207 3,1538 2,9009 2,7543 2,7006 2,6507 2,5217 2,2809 1,9444 1,5702 1,2425 1,0361 0,9981 1,1732 1,6083 2,2989 3,1403 3,9433 4,5024 4,6728 4,4180 3,8115 3,0057 2,1879 1,5207 1,0847 0,8581 0,7615 0,7492 0,8559 1,1381 1,5841 2,0886 2,4927 2,6451 2,4536 1,8969 1,0033 -0,1608 -1,4828 -2,8143 -4,0025 -4,9059 -5,3956 -5,3830 -4,8841 -4,0566 -3,1444 -2,3694 -1,8590 -1,6459 -1,7170 -2,0385 -2,5249 -3,0350 -3,4362 -3,6426 -3,6145 -3,3867 -3,0783 -2,8201 -2,6579 -2,5425 -2,4142 -2,2640 -2,1122 -1,9714 -1,8369 -1,6715 -1,3817 -0,8506 -0,0339 0,9607 1,9026 2,5603 2,8130 2,6774 2,2653 1,7270 1,2196 0,9108 0,9729 1,5095 2,4718 3,6553 4,7575 5,4849 5,7141 5,5795 5,3633 5,2876 5,4054 5,6332 5,8498 5,9730 5,9810 5,9027 5,7976 5,7154 5,6608 5,5966 5,4827 5,2999 5,0379 4,6975 4,3209 3,9796 3,7183 3,5449 3,4655 3,4826 3,5706 3,6785 3,7577 3,8065 3,8781 4,0125 4,1701 4,2558 4,1875 3,9294 3,4906 2,9337 2,3797 1,9697 1,7900 1,8126 1,9001 1,9029 1,7752 1,5838 1,4072 1,2693 1,1596 1,0624 0,9400 0,7059 0,2555 -0,4524 -1,3442 -2,2668 -3,0862 -3,7534 -4,2696 -4,6113 -4,7111 -4,5099 -4,0136 -3,2979 -2,4848 -1,7066 -1,0436 -0,4955 -0,0375 0,3256
Fz    -0,3320 -0,2766 -0,3162 -0,4786 -0,7247 -0,9745 -1,1635 -1,2716 -1,3077 -1,2814 -1,1855 -1,0033 -0,7355 -0,4191 -0,1135 0,1304 0,2881 0,3567 0,3482 0,2959 0,2512 0,2542 0,3041 0,3530 0,3192 0,1215 -0,2659 -0,7725 -1,2541 -1,5610 -1,5930 -1,3228 -0,7951 -0,1027 0,6414 1,3190 1,8237 2,1000 2,1667 2,0883 1,9263 1,7160 1,4673 1,1769 0,8452 0,4839 0,1123 -0,2475 -0,5693 -0,8220 -0,9803 -1,0337 -0,9856 -0,8541 -0,6823 -0,5361 -0,4620 -0,4402 -0,3984 -0,2846 -0,1060 0,1070 0,3496 0,6393 0,9777 1,3327 1,6550 1,9090 2,0919 2,2241 2,3248 2,3996 2,4410 2,4386 2,3980 2,3439 2,3029 2,2888 2,2990 2,3085 2,2683 2,1227 1,8371 1,4169 0,9073 0,3712 -0,1334 -0,5559 -0,8372 -0,9097 -0,7327 -0,3358 0,1855 0,7252 1,2201 1,6583 2,0444 2,3697 2,6139 2,7510 2,7487 2,5848 2,2814 1,9191 1,6008 1,3833 1,2330 1,0537 0,7741 0,4211 0,1026 -0,0845 -0,1265 -0,0923 -0,0776 -0,1428 -0,2903 -0,4910 -0,7149 -0,9329 -1,1125 -1,2263 -1,2618 -1,2243 -1,1287 -0,9842 -0,7947 -0,5795 -0,3827 -0,2578 -0,2455 -0,3583 -0,5791 -0,8649 -1,1481 -1,3540 -1,4324 -1,3795 -1,2426 -1,1017 -1,0197 -0,9989 -0,9867 -0,9164 -0,7381 -0,4239 0,0327 0,6031 1,2250 1,8362 2,4048 2,9338 3,4537 4,0035 4,6007 5,2261 5,8389 6,3955 6,8490 7,1604 7,3235 7,3624 7,3042 7,1667 6,9529 6,6492 6,2498 5,7939 5,3717 5,0859 5,0037 5,1302 5,4130 5,7693 6,1147 6,3830 6,5469 6,6344 6,7142 6,8493 7,0582 7,3113 7,5485 7,6902 7,6552 7,4109 7,0093 6,5560 6,1572 5,8904 5,7916 5,8437 5,9725 6,0627 5,9984 5,7007 5,1486 4,3909 3,5396 2,7325 2,0791 1,6265 1,3604 1,2266 1,1547 1,0912 1,0329 1,0280 1,1336 1,3719 1,7193 2,1023 2,3979 2,4768 2,2720 1,8076 1,1772 0,5062 -0,0912 -0,5445 -0,8277 -0,9455 -0,9293 -0,8186 -0,6280 -0,3359 0,0894 0,6471 1,2767 1,8673 2,3036 2,5154 2,4971 2,2975 1,9932 1,6571 1,3469 1,1092 0,9764 0,9545 1,0159 1,1042 1,1542 1,1152 0,9684 0,7372 0,4842 0,2840 0,1796 0,1609 0,1815 0,1859 0,1309 0,0034 -0,1759 -0,3601 -0,4846 -0,4946 -0,3885 -0,2237 -0,0689 0,0384 0,1009 0,1558 0,2503 0,4003 0,5755 0,7291 0,8283 0,8458 0,7461 0,5164 0,1964 -0,1510 -0,4693 -0,6954 -0,7642 -0,6521 -0,4058 -0,1173 0,1316 0,2954 0,3480 0,2769 0,1091 -0,0833 -0,2210 -0,2505 -0,1499 0,0622 0,3176 0,5264 0,6190 0,5674 0,3850 0,1261 -0,1195 -0,2669 -0,2915 -0,2304 -0,1194 0,0500 0,3057 0,6436 1,0145 1,3495 1,5850 1,6880 1,6882 1,6795 1,7643 1,9871 2,3113 2,6431 2,8858 2,9938 2,9944 2,9617 2,9659 3,0304 3,1228 3,1900 3,2080 3,1897 3,1418 3,0314 2,8084 2,4507 1,9874 1,4841 1,0089 0,6071 0,3058 0,1314 0,1080 0,2381 0,4891 0,7980 1,1018 1,3723 1,6119 1,8138 1,9442 1,9638 1,8558 1,6394 1,3648 1,0921 0,8703 0,7328 0,6971 0,7551 0,8687 0,9819 1,0489 1,0625 1,0627 1,1084 1,2247 1,3760 1,4974 1,5476 1,5335 1,4941 1,4587 1,4199 1,3499 1,2341 1,0807 0,9123 0,7571 0,6346 0,5426 0,4705 0,4181 0,3899 0,3739 0,3342 0,2339 0,0665 -0,1438 -0,3686 -0,5795 -0,7380 -0,8168 -0,8284 -0,8064 -0,7680 -0,7157 -0,6620 -0,6367 -0,6734 -0,7922 -0,9814 -1,1881 -1,3400 -1,3881 -1,3208 -1,1372 -0,8374 -0,4475 -0,0328 0,3304 0,5945 0,7494 0,8019 0,7603 0,6365 0,4495 0,2285 0,0141 -0,1544 -0,2606 -0,3153 -0,3313 -0,2944 -0,1780 0,0151 0,2465 0,4733 0,6706 0,8381 0,9924 1,1413 1,2712 1,3685 1,4415 1,5130 1,6029 1,7166 1,8369 1,9308 1,9757 1,9750 1,9464 1,8973 1,8152 1,6891 1,5340 1,3904 1,3028 1,2900 1,3326 1,3895 1,4199 1,4026 1,3524 1,3106 1,3062 1,3318 1,3660 1,4031 1,4529 1,5188 1,5895 1,6481 1,6800 1,6798 1,6697 1,7055 1,8435 2,0906 2,3892 2,6510 2,8062 2,8270 2,7228 2,5275 2,2907 2,0656 1,8914 1,7784 1,7101 1,6673 1,6442 1,6372 1,6301 1,5980 1,5207 1,3819 1,1616 0,8349 0,3834 -0,1873 -0,8337 -1,4839 -2,0646 -2,5168 -2,7987 -2,8868 -2,7908 -2,5687 -2,3205 -2,1571 -2,1562 -2,3321 -2,6445 -3,0301 -3,4133 -3,7120 -3,8640 -3,8442 -3,6636 -3,3724 -3,0504 -2,7674 -2,5493 -2,3883 -2,2794 -2,2314 -2,2397 -2,2715 -2,2834 -2,2341 -2,0768 -1,7634 -1,2765 -0,6574 0,0079 0,6325 1,1661 1,5997 1,9407 2,1937 2,3731 2,5373 2,7892 3,2176 3,8320 4,5505 5,2246 5,6947 5,8813 5,8468 5,7422 5,6853 5,6966 5,7280 5,7298 5,6876 5,6103 5,5049 5,3711 5,2065 5,0051 4,7522 4,4313 4,0397 3,5985 3,1543 2,7743 2,5241 2,4329 2,4805 2,6151 2,7789 2,9263 3,0324 3,0963 3,1370 3,1731 3,1900 3,1342 2,9469 2,5980 2,0936 1,4688 0,7893 0,1508 -0,3456 -0,6405 -0,7540 -0,7781 -0,8125 -0,9012 -1,0331 -1,1892 -1,3644 -1,5477 -1,7111 -1,8391 -1,9632 -2,1517 -2,4556 -2,8631 -3,3082 -3,7228 -4,0775 -4,3717 -4,5944 -4,7045 -4,6589 -4,4549 -4,1369 -3,7753 -3,4454 -3,1975 -3,0307 -2,9067 -2,7862
F3    0,5680 0,7046 0,5319 0,0051 -0,7238 -1,4041 -1,8445 -1,9894 -1,8858 -1,6133 -1,2359 -0,7938 -0,3268 0,1069 0,4436 0,6443 0,7068 0,6506 0,5062 0,3221 0,1581 0,0575 0,0282 0,0364 0,0051 -0,1625 -0,5191 -1,0116 -1,4973 -1,8158 -1,8380 -1,4968 -0,8178 0,0834 1,0468 1,8995 2,4717 2,6534 2,4667 2,0594 1,6099 1,2313 0,9415 0,6973 0,4444 0,1518 -0,1728 -0,4865 -0,7319 -0,8649 -0,8743 -0,7796 -0,6162 -0,4300 -0,2794 -0,2181 -0,2559 -0,3400 -0,3919 -0,3656 -0,2616 -0,0915 0,1559 0,5025 0,9405 1,4119 1,8305 2,1283 2,2884 2,3377 2,3264 2,3097 2,3175 2,3450 2,3836 2,4396 2,5175 2,6062 2,6899 2,7526 2,7653 2,6818 2,4535 2,0530 1,5004 0,8687 0,2565 -0,2421 -0,5423 -0,5692 -0,2944 0,2199 0,8365 1,4262 1,9394 2,3996 2,8304 3,2028 3,4481 3,4946 3,2948 2,8597 2,2861 1,7414 1,3835 1,2495 1,2000 0,9954 0,4745 -0,2985 -1,0639 -1,5537 -1,6659 -1,4922 -1,2137 -0,9731 -0,8257 -0,7756 -0,8129 -0,9100 -1,0171 -1,0882 -1,1091 -1,0935 -1,0458 -0,9368 -0,7342 -0,4577 -0,1820 0,0095 0,0623 -0,0408 -0,2893 -0,6474 -1,0460 -1,3951 -1,6160 -1,6632 -1,5418 -1,3118 -1,0528 -0,8102 -0,5767 -0,3125 0,0251 0,4634 1,0045 1,6078 2,1943 2,6913 3,0768 3,3912 3,7264 4,1871 4,8304 5,6343 6,5259 7,4191 8,2114 8,7873 9,0642 9,0197 8,6768 8,0836 7,2976 6,3798 5,4161 4,5372 3,8920 3,5867 3,6447 4,0081 4,5662 5,1829 5,7126 6,0295 6,0847 5,9441 5,7526 5,6467 5,6883 5,8641 6,1176 6,3659 6,5184 6,5251 6,4070 6,2277 6,0600 5,9800 6,0574 6,3322 6,7700 7,2238 7,4548 7,2221 6,3914 5,0143 3,3327 1,6833 0,3548 -0,5046 -0,8885 -0,8866 -0,6452 -0,3201 -0,0073 0,2968 0,6532 1,1109 1,6759 2,2947 2,8355 3,1268 3,0480 2,5973 1,8922 1,1113 0,4060 -0,1507 -0,5422 -0,7727 -0,8655 -0,8506 -0,7253 -0,4416 0,0544 0,7672 1,6202 2,4624 3,1185 3,4582 3,4509 3,1778 2,7762 2,3600 1,9911 1,7048 1,5297 1,4753 1,5146 1,5855 1,6151 1,5511 1,3909 1,1917 1,0487 1,0403 1,1708 1,3711 1,5600 1,6878 1,7308 1,6719 1,5004 1,2468 1,0059 0,8816 0,8869 0,9259 0,8894 0,7515 0,5780 0,4753 0,5315 0,7739 1,1636 1,6216 2,0592 2,3771 2,4631 2,2498 1,7741 1,1478 0,5020 -0,0273 -0,3251 -0,3481 -0,1441 0,1859 0,5466 0,8687 1,0860 1,1408 1,0396 0,8716 0,7521 0,7666 0,9550 1,2917 1,6743 1,9747 2,1068 2,0411 1,7836 1,3805 0,9432 0,6117 0,4584 0,4543 0,5388 0,6994 0,9716 1,3742 1,8601 2,3285 2,6689 2,8108 2,7669 2,6326 2,5320 2,5504 2,6910 2,8776 3,0048 3,0043 2,8846 2,7223 2,6073 2,5793 2,6159 2,6877 2,8120 3,0238 3,2884 3,4698 3,4075 3,0226 2,3586 1,5469 0,7376 0,0463 -0,4505 -0,6967 -0,6602 -0,3548 0,1577 0,7847 1,4301 2,0285 2,5518 2,9727 3,2398 3,2975 3,1173 2,7205 2,1824 1,6015 1,0576 0,6047 0,2894 0,1564 0,2267 0,4680 0,7950 1,1226 1,4327 1,7705 2,1602 2,5406 2,8038 2,8864 2,8187 2,6904 2,5613 2,4088 2,1715 1,8276 1,4221 1,0417 0,7771 0,6899 0,7910 1,0473 1,4093 1,8188 2,1901 2,4063 2,3688 2,0602 1,5508 0,9560 0,4120 0,0521 -0,0634 0,0009 0,1117 0,1780 0,1912 0,1771 0,1455 0,0846 -0,0197 -0,1615 -0,2996 -0,3755 -0,3633 -0,2865 -0,1669 0,0034 0,2163 0,4173 0,5480 0,5990 0,6020 0,5874 0,5707 0,5604 0,5543 0,5387 0,5083 0,4781 0,4627 0,4554 0,4540 0,5021 0,6589 0,9175 1,1893 1,3712 1,4118 1,3458 1,2668 1,2270 1,1797 1,0547 0,8541 0,6418 0,4790 0,3928 0,3783 0,4142 0,4887 0,6091 0,7848 0,9955 1,1848 1,3017 1,3497 1,3931 1,5156 1,7585 2,0773 2,3488 2,4270 2,2268 1,7934 1,2901 0,9010 0,7383 0,8197 1,0985 1,4966 1,9236 2,3009 2,5835 2,7480 2,7737 2,6687 2,5053 2,3839 2,3537 2,3823 2,3993 2,3549 2,2421 2,0864 1,9249 1,7879 1,6818 1,5885 1,4816 1,3486 1,2140 1,1326 1,1418 1,2253 1,3319 1,4114 1,4216 1,3151 1,0323 0,5190 -0,2280 -1,1223 -2,0077 -2,7267 -3,1712 -3,2850 -3,0438 -2,4711 -1,6873 -0,9221 -0,4424 -0,4249 -0,8671 -1,6206 -2,5015 -3,3483 -4,0251 -4,4465 -4,5933 -4,4965 -4,2263 -3,8675 -3,4683 -3,0270 -2,5435 -2,0741 -1,7039 -1,4688 -1,3368 -1,2575 -1,1890 -1,0796 -0,8594 -0,4734 0,0747 0,7140 1,3475 1,9000 2,3335 2,6278 2,7661 2,7622 2,7051 2,7481 3,0189 3,5340 4,1901 4,8011 5,1705 5,2162 5,0445 4,8635 4,8167 4,9039 5,0222 5,0665 5,0061 4,8733 4,7023 4,5028 4,2813 4,0549 3,8296 3,5826 3,2833 2,9195 2,5074 2,1020 1,7857 1,6203 1,6144 1,7316 1,9066 2,0671 2,1645 2,1905 2,1757 2,1612 2,1563 2,1281 2,0377 1,8737 1,6429 1,3467 0,9873 0,5990 0,2523 0,0089 -0,1324 -0,2345 -0,3555 -0,4881 -0,5823 -0,6210 -0,6369 -0,6528 -0,6471 -0,5975 -0,5528 -0,6383 -0,9683 -1,5455 -2,2506 -2,9297 -3,4803 -3,8627 -4,0684 -4,1034 -3,9953 -3,7965 -3,5585 -3,3146 -3,0888 -2,8887 -2,6887 -2,4579 -2,1938
F7    -1,5983 -1,2401 -0,7286 -0,1892 0,2297 0,4521 0,4894 0,3942 0,2198 0,0164 -0,1558 -0,2348 -0,1888 -0,0453 0,1080 0,1701 0,0995 -0,0644 -0,2534 -0,4096 -0,4865 -0,4680 -0,3950 -0,3467 -0,3962 -0,5828 -0,8945 -1,2455 -1,4832 -1,4612 -1,1407 -0,6296 -0,1171 0,2352 0,3617 0,3039 0,1814 0,1319 0,2280 0,4372 0,6832 0,9202 1,1341 1,3174 1,4638 1,5491 1,5070 1,2557 0,7682 0,0981 -0,6672 -1,4262 -2,0265 -2,2929 -2,1453 -1,6666 -1,0328 -0,3823 0,2428 0,8591 1,4801 2,0855 2,6117 2,9648 3,0734 2,9379 2,6215 2,2222 1,8477 1,5690 1,3979 1,3187 1,3163 1,3730 1,4682 1,5821 1,6784 1,6971 1,5822 1,3105 0,9055 0,4406 0,0120 -0,2969 -0,4312 -0,3755 -0,1744 0,0706 0,2619 0,3883 0,5237 0,7258 0,9527 1,0878 1,0442 0,8469 0,6146 0,4761 0,5132 0,7403 1,0938 1,4449 1,6582 1,6655 1,4925 1,2311 0,9917 0,8541 0,8199 0,8042 0,6881 0,3928 -0,0894 -0,7182 -1,4296 -2,1394 -2,7645 -3,2566 -3,6181 -3,8928 -4,1223 -4,2853 -4,2877 -4,0474 -3,5900 -3,0521 -2,5950 -2,3096 -2,1950 -2,2147 -2,3249 -2,4518 -2,5038 -2,4131 -2,1377 -1,6579 -1,0196 -0,3627 0,1247 0,2949 0,1202 -0,2908 -0,7558 -1,1006 -1,2018 -0,9979 -0,5039 0,1672 0,8335 1,3336 1,6016 1,6857 1,7070 1,7709 1,9026 2,0518 2,1375 2,0981 1,9414 1,7829 1,8305 2,2855 3,2231 4,5244 5,8977 6,9950 7,5534 7,4893 6,9117 6,0517 5,1547 4,4058 3,9040 3,6665 3,6379 3,7052 3,7513 3,7253 3,6587 3,6017 3,5462 3,4218 3,1576 2,7251 2,1476 1,5123 0,9575 0,6074 0,5066 0,6065 0,7978 0,9714 1,0813 1,1787 1,3974 1,8810 2,6638 3,5923 4,3770 4,7409 4,5522 3,8761 2,9198 1,9093 0,9993 0,2713 -0,2194 -0,4320 -0,3862 -0,1839 0,0564 0,2639 0,3850 0,3500 0,1267 -0,2382 -0,6661 -1,0940 -1,4675 -1,7301 -1,8435 -1,8034 -1,6348 -1,3821 -1,1020 -0,8425 -0,6089 -0,3678 -0,1096 0,1254 0,3013 0,4320 0,5544 0,6917 0,8472 1,0110 1,1646 1,2870 1,3634 1,3953 1,4058 1,4266 1,4654 1,4968 1,5039 1,5040 1,5117 1,4921 1,3665 1,0713 0,6167 0,0824 -0,4203 -0,7631 -0,8281 -0,5754 -0,0838 0,4859 0,9741 1,2815 1,3733 1,2535 0,9667 0,6345 0,4347 0,4817 0,7308 1,0305 1,2464 1,3150 1,2313 1,0470 0,8481 0,6919 0,5927 0,5691 0,6546 0,8574 1,1307 1,3890 1,5623 1,6228 1,5633 1,3917 1,1518 0,9036 0,6663 0,4129 0,1246 -0,1951 -0,5575 -0,9792 -1,4207 -1,7683 -1,8978 -1,7415 -1,3003 -0,6243 0,2023 1,0742 1,8834 2,5382 2,9768 3,1826 3,2001 3,1112 2,9653 2,7611 2,5288 2,3771 2,4106 2,6374 2,9760 3,3098 3,5192 3,5078 3,2562 2,8649 2,5113 2,3172 2,2415 2,1246 1,8603 1,5027 1,1884 1,0076 0,9733 1,0486 1,1580 1,2021 1,1094 0,8843 0,5899 0,2827 -0,0265 -0,3476 -0,6654 -0,9369 -1,1200 -1,1814 -1,0886 -0,8221 -0,3905 0,1729 0,8263 1,5304 2,2353 2,8655 3,3453 3,6345 3,7276 3,6303 3,3557 2,9311 2,3962 1,8058 1,2460 0,8414 0,7239 0,9804 1,6078 2,4885 3,4102 4,1441 4,5217 4,4675 4,0021 3,2213 2,2527 1,2196 0,2319 -0,6041 -1,1833 -1,4315 -1,3487 -1,0131 -0,5363 -0,0111 0,5155 1,0391 1,5572 2,0245 2,3749 2,5797 2,6448 2,5823 2,4351 2,2996 2,2646 2,3304 2,4019 2,3484 2,0765 1,5826 0,9619 0,3656 -0,0806 -0,3353 -0,4235 -0,3809 -0,2256 0,0337 0,3669 0,7080 0,9805 1,1267 1,1160 0,9572 0,7078 0,4508 0,2503 0,1264 0,0543 -0,0195 -0,1369 -0,2891 -0,4372 -0,5486 -0,5772 -0,4750 -0,2782 -0,1040 -0,0172 0,0412 0,1752 0,4346 0,7969 1,2006 1,5816 1,8958 2,1239 2,2680 2,3318 2,3046 2,1873 2,0163 1,8333 1,6461 1,4186 1,0881 0,5987 -0,0560 -0,7933 -1,4299 -1,7406 -1,5830 -0,9950 -0,1817 0,5834 1,0708 1,1734 0,9227 0,4426 -0,1122 -0,6004 -0,9290 -1,0606 -0,9792 -0,6772 -0,2001 0,3429 0,8399 1,2314 1,5063 1,6696 1,7215 1,6677 1,5448 1,4168 1,3318 1,2884 1,2388 1,1175 0,8822 0,5355 0,0999 -0,4174 -1,0127 -1,6539 -2,2795 -2,8077 -3,1560 -3,3029 -3,3336 -3,3899 -3,5694 -3,8726 -4,2192 -4,5015 -4,6489 -4,6681 -4,6040 -4,4684 -4,2427 -3,9443 -3,6239 -3,2891 -2,8972 -2,4333 -1,9599 -1,5944 -1,4454 -1,5549 -1,8827 -2,3403 -2,8314 -3,2550 -3,5053 -3,5220 -3,3409 -3,0711 -2,8335 -2,7091 -2,6892 -2,6551 -2,4447 -1,9635 -1,2349 -0,3662 0,5138 1,3032 1,9492 2,4342 2,7435 2,8575 2,7848 2,5909 2,3789 2,2590 2,3268 2,6020 2,9790 3,2980 3,4737 3,5354 3,5617 3,5975 3,6206 3,5646 3,3794 3,0913 2,7956 2,5655 2,3783 2,1529 1,8444 1,4842 1,1469 0,8968 0,7633 0,7395 0,7832 0,8311 0,8364 0,7940 0,7276 0,6680 0,6490 0,7026 0,8331 1,0020 1,1453 1,2021 1,1369 0,9585 0,7293 0,5351 0,4225 0,3628 0,2834 0,1331 -0,0839 -0,3299 -0,5769 -0,8172 -1,0423 -1,2303 -1,3696 -1,4952 -1,6802 -1,9716 -2,3467 -2,7337 -3,0512 -3,2437 -3,3284 -3,4077 -3,5937 -3,9164 -4,3045 -4,6153 -4,6948 -4,4750 -4,0308 -3,5324 -3,1415 -2,9298 -2,8674 -2,8834 -2,9301
