Fp1   -0,5793 -0,6397 -0,8146 -1,1264 -1,4863 -1,7430 -1,7959 -1,6674 -1,4773 -1,3501 -1,3320 -1,3805 -1,4180 -1,3893 -1,2844 -1,1283 -0,9730 -0,8918 -0,9573 -1,2033 -1,6002 -2,0540 -2,4259 -2,5813 -2,4538 -2,0654 -1,4890 -0,8141 -0,1435 0,4159 0,7867 0,9423 0,9026 0,7404 0,5955 0,6455 1,0232 1,7237 2,5834 3,3630 3,8636 3,9894 3,7570 3,2740 2,6952 2,1703 1,8013 1,6265 1,6251 1,7401 1,9127 2,0920 2,2125 2,2038 2,0653 1,9141 1,9170 2,1645 2,6111 3,1282 3,5932 3,9390 4,1498 4,2314 4,1984 4,0816 3,9295 3,8030 3,7603 3,8361 4,0264 4,2663 4,4211 4,3461 3,9793 3,3721 2,6451 1,9207 1,2761 0,7570 0,4233 0,3309 0,4571 0,6926 0,9166 1,0702 1,1736 1,2783 1,4047 1,5369 1,6635 1,7843 1,8811 1,9216 1,8987 1,8472 1,8243 1,8776 2,0090 2,1420 2,1395 1,8826 1,3315 0,5194 -0,4815 -1,5887 -2,7460 -3,9615 -5,2867 -6,7231 -8,1481 -9,3275 -9,9843 -9,8912 -8,9627 -7,2921 -5,1275 -2,8229 -0,7628 0,7503 1,6078 1,9236 1,9456 1,9297 2,0653 2,4505 3,0995 3,9704 4,9754 5,9834 6,8680 7,5693 8,0915 8,4473 8,6221 8,6084 8,4804 8,3969 8,5038 8,8459 9,3646 9,9434 10,4590 10,8345 11,0671 11,2017 11,2677 11,2354 11,0346 10,6226 10,0447 9,4416 8,9904 8,8044 8,8623 9,0299 9,1623 9,1828 9,0797 8,8839 8,6773 8,5820 8,6934 9,0036 9,3915 9,6962 9,8080 9,7013 9,4149 9,0146 8,5622 8,1140 7,7380 7,4985 7,4044 7,3974 7,4161 7,4387 7,4610 7,4912 7,5704 7,7614 8,1090 8,5930 9,1029 9,4804 9,6032 9,4270 8,9791 8,3554 7,7018 7,1424 6,7239 6,4449 6,3142 6,3570 6,5677 6,8768 7,1839 7,4269 7,6190 7,8262 8,1028 8,4278 8,7020 8,8099 8,6917 8,3698 7,9126 7,3735 6,7722 6,1229 5,4590 4,8348 4,3247 4,0043 3,8882 3,8822 3,8261 3,6022 3,2067 2,7346 2,3062 2,0044 1,8707 1,9182 2,1065 2,3218 2,4213 2,3140 2,0012 1,5537 1,0480 0,5206 -0,0142 -0,5136 -0,8933 -1,0567 -0,9405 -0,5597 -0,0142 0,5715 1,1191 1,6088 2,0344 2,3617 2,5263 2,4497 2,0605 1,3445 0,4012 -0,5723 -1,3802 -1,9107 -2,1355 -2,0714 -1,7709 -1,3362 -0,8904 -0,5068 -0,1925 0,0557 0,2213 0,2939 0,2923 0,2678 0,2877 0,3953 0,5676 0,7228 0,7798 0,7122 0,5518 0,3709 0,2719 0,3666 0,7437 1,4378 2,4003 3,4983 4,5577 5,4296 6,0410 6,3952 6,5462 6,5850 6,6218 6,7291 6,8887 7,0204 7,0618 6,9989 6,8393 6,5946 6,2959 6,0028 5,7826 5,6925 5,7811 6,0753 6,5356 7,0352 7,4139 7,5670 7,4812 7,2006 6,7878 6,3162 5,8708 5,5345 5,3651 5,3746 5,5287 5,7816 6,1076 6,4843 6,8620 7,1578 7,2753 7,1476 6,7763 6,2300 5,6082 5,0060 4,5043 4,1715 4,0427 4,0949 4,2552 4,4317 4,5467 4,5663 4,5137 4,4667 4,5360 4,8145 5,3186 5,9681 6,6306 7,2073 7,6987 8,1835 8,7159 9,2487 9,6895 10,0141 10,2699 10,4777 10,5851 10,5150 10,2283 9,7372 9,0859 8,3441 7,6029 6,9417 6,4019 6,0028 5,7495 5,6003 5,4594 5,2372 4,9094 4,5127 4,0956 3,6853 3,2996 2,9880 2,8419 2,9484 3,3299 3,9265 4,6191 5,2736 5,7791 6,0591 6,0702 5,8232 5,4146 4,9985 4,6996 4,5707 4,6442 4,9752 5,5874 6,3798 7,1174 7,5444 7,5351 7,1617 6,6312 6,1608 5,8926 5,8708 6,0574 6,3665 6,6846 6,8748 6,8051 6,3972 5,6455 4,5934 3,3153 1,9313 0,6028 -0,5263 -1,3971 -2,0492 -2,5722 -3,0381 -3,4627 -3,8096 -4,0121 -3,9929 -3,6919 -3,1035 -2,3028 -1,4323 -0,6466 -0,0594 0,2784 0,3828 0,3312 0,2345 0,2016 0,3125 0,5820 0,9338 1,2412 1,4126 1,4399 1,3767 1,2817 1,1962 1,1622 1,2280 1,4200 1,7135 2,0332 2,2907 2,4304 2,4527 2,3994 2,3068 2,1713 1,9492 1,5695 0,9714 0,1735 -0,6854 -1,3990 -1,8088 -1,8815 -1,6834 -1,2951 -0,7729 -0,1782 0,3973 0,8548 1,1390 1,2694 1,3300 1,4231 1,6085 1,8742 2,1680 2,4586 2,7611 3,0902 3,4028 3,6354 3,7920 3,9451 4,1446 4,3501 4,4540 4,3536 3,9936 3,3717 2,5403 1,5915 0,6183 -0,3123 -1,1645 -1,9246 -2,5700 -3,0402 -3,2600 -3,2141 -2,9839 -2,6652 -2,2725 -1,7828 -1,2285 -0,6765 -0,1450 0,3924 0,9325 1,4220 1,8125 2,1033 2,3289 2,5451 2,8168 3,1754 3,5925 4,0360 4,5331 5,1454 5,8936 6,7108 7,4480 7,9348 8,0713 7,8913 7,5396 7,1741 6,8822 6,6792 6,5525 6,4872 6,4672 6,4643 6,4285 6,3023 6,0704 5,7763 5,4656 5,1399 4,7865 4,4257 4,1063 3,8553 3,6557 3,4940 3,4104 3,4765 3,7317 4,1476 4,6402 5,1080 5,4716 5,6975 5,7915 5,7841 5,7317 5,7019 5,7154 5,7171 5,6277 5,4103 5,0868 4,7137 4,3479 4,0298 3,7857 3,6103 3,4426 3,1931 2,8054 2,2829 1,6692 1,0225 0,3979 -0,1735 -0,6924 -1,1640 -1,5574 -1,8040 -1,8371 -1,6357 -1,2418 -0,7651 -0,3667 -0,1901 -0,2802 -0,5480 -0,7956 -0,8148 -0,5153 0,0251 0,6240 1,0922 1,3111 1,2852 1,1432 1,0636 1,1739 1,4989 1,9803 2,5240 3,0311 3,4194 3,6496 3,7315 3,6984 3,5837 3,4287 3,2959 3,2554
Fz    -0,3053 -0,6444 -0,9736 -1,2773 -1,5206 -1,6623 -1,6934 -1,6517 -1,6026 -1,6004 -1,6527 -1,7133 -1,7162 -1,6186 -1,4188 -1,1442 -0,8326 -0,5227 -0,2528 -0,0558 0,0469 0,0475 -0,0436 -0,1921 -0,3492 -0,4766 -0,5567 -0,5854 -0,5674 -0,5156 -0,4422 -0,3503 -0,2347 -0,0785 0,1483 0,4750 0,9064 1,4031 1,8841 2,2630 2,4865 2,5448 2,4677 2,3142 2,1501 2,0166 1,9153 1,8261 1,7317 1,6242 1,5086 1,3958 1,2753 1,1118 0,8946 0,6839 0,5854 0,6749 0,9491 1,3424 1,7806 2,2135 2,6061 2,9161 3,0967 3,1252 3,0216 2,8371 2,6298 2,4514 2,3457 2,3315 2,3810 2,4342 2,4445 2,4084 2,3534 2,2993 2,2367 2,1470 2,0345 1,9219 1,8220 1,7338 1,6575 1,5975 1,5564 1,5272 1,4884 1,4165 1,3091 1,1908 1,0948 1,0425 1,0330 1,0421 1,0267 0,9457 0,7860 0,5637 0,2992 0,0037 -0,3180 -0,6681 -1,0534 -1,4735 -1,9198 -2,3998 -2,9410 -3,5418 -4,1187 -4,5222 -4,6033 -4,2799 -3,5708 -2,5808 -1,4633 -0,3868 0,5005 1,1127 1,4640 1,6674 1,8674 2,1711 2,6345 3,2714 4,0593 4,9539 5,8980 6,8199 7,6530 8,3627 8,9410 9,3786 9,6579 9,7762 9,7801 9,7604 9,8003 9,9302 10,1300 10,3620 10,6029 10,8549 11,1208 11,3659 11,5157 11,4955 11,2740 10,8760 10,3752 9,8830 9,5216 9,3733 9,4362 9,6303 9,8529 10,0299 10,1226 10,1147 10,0158 9,8680 9,7271 9,6244 9,5419 9,4368 9,2927 9,1322 8,9844 8,8623 8,7727 8,7320 8,7661 8,8816 9,0321 9,1310 9,1128 8,9732 8,7549 8,5244 8,3596 8,3264 8,4491 8,6972 8,9971 9,2615 9,4246 9,4589 9,3690 9,1783 8,9142 8,5901 8,2104 7,8037 7,4448 7,2254 7,1924 7,3174 7,5355 7,8051 8,1244 8,5053 8,9379 9,3706 9,7224 9,9149 9,9012 9,6820 9,3009 8,8134 8,2581 7,6599 7,0531 6,4949 6,0570 5,7956 5,7109 5,7361 5,7721 5,7349 5,5813 5,3168 4,9875 4,6545 4,3757 4,1967 4,1209 4,0856 3,9912 3,7620 3,3852 2,9191 2,4679 2,1262 1,9338 1,8800 1,9378 2,0878 2,3187 2,6078 2,9141 3,2030 3,4684 3,7140 3,9255 4,0740 4,1342 4,0824 3,8891 3,5360 3,0485 2,5087 2,0258 1,6846 1,5252 1,5569 1,7652 2,0954 2,4596 2,7815 3,0231 3,1670 3,2031 3,1437 3,0293 2,9117 2,8309 2,7931 2,7707 2,7342 2,6872 2,6633 2,6883 2,7556 2,8497 2,9892 3,2376 3,6567 4,2448 4,9231 5,5825 6,1365 6,5410 6,7919 6,9204 6,9874 7,0609 7,1734 7,2975 7,3765 7,3735 7,2863 7,1283 6,9224 6,7194 6,5997 6,6352 6,8522 7,2295 7,7063 8,1847 8,5498 8,7173 8,6718 8,4574 8,1363 7,7625 7,3825 7,0418 6,7860 6,6514 6,6447 6,7297 6,8458 6,9455 7,0122 7,0465 7,0411 6,9687 6,7975 6,5170 6,1523 5,7593 5,4038 5,1428 5,0165 5,0380 5,1858 5,4151 5,6743 5,9124 6,0893 6,1934 6,2530 6,3266 6,4669 6,6899 6,9714 7,2639 7,5262 7,7509 7,9602 8,1686 8,3611 8,5214 8,6694 8,8497 9,0785 9,3135 9,4758 9,4946 9,3281 8,9644 8,4321 7,8114 7,2064 6,6975 6,3181 6,0558 5,8581 5,6580 5,4213 5,1646 4,9291 4,7439 4,6106 4,5081 4,4114 4,3155 4,2431 4,2276 4,2905 4,4277 4,6049 4,7658 4,8574 4,8579 4,7915 4,7254 4,7422 4,8949 5,1840 5,5828 6,0674 6,6044 7,1196 7,5085 7,6989 7,6977 7,5703 7,3912 7,2149 7,0724 6,9704 6,8922 6,8009 6,6379 6,3300 5,8185 5,0898 4,1796 3,1475 2,0519 0,9524 -0,0839 -0,9957 -1,7404 -2,2970 -2,6708 -2,8957 -3,0127 -3,0357 -2,9387 -2,6754 -2,2173 -1,5847 -0,8592 -0,1680 0,3666 0,6782 0,7721 0,7043 0,5503 0,3843 0,2763 0,2952 0,4886 0,8492 1,3150 1,8026 2,2409 2,5884 2,8273 2,9522 2,9721 2,9187 2,8380 2,7624 2,6894 2,5855 2,4133 2,1619 1,8577 1,5455 1,2558 0,9831 0,6904 0,3359 -0,0847 -0,5144 -0,8587 -1,0401 -1,0357 -0,8723 -0,5978 -0,2572 0,1132 0,4757 0,7879 1,0198 1,1691 1,2609 1,3406 1,4541 1,6219 1,8383 2,0953 2,3994 2,7552 3,1470 3,5570 3,9909 4,4569 4,9223 5,3060 5,5138 5,4835 5,2087 4,7344 4,1483 3,5630 3,0732 2,7116 2,4393 2,1804 1,8792 1,5359 1,1975 0,9151 0,7198 0,6409 0,7223 0,9898 1,4163 1,9442 2,5239 3,1103 3,6486 4,0923 4,4289 4,6690 4,8211 4,9026 4,9661 5,0774 5,2692 5,5453 5,9147 6,3905 6,9592 7,5617 8,1004 8,4744 8,6266 8,5751 8,4015 8,2053 8,0667 8,0290 8,0950 8,2367 8,4155 8,5854 8,6901 8,6824 8,5622 8,3788 8,1789 7,9714 7,7561 7,5655 7,4526 7,4395 7,4997 7,5956 7,7166 7,8743 8,0796 8,3290 8,5970 8,8300 8,9602 8,9401 8,7602 8,4419 8,0330 7,6058 7,2347 6,9605 6,7760 6,6371 6,4839 6,2660 5,9696 5,6277 5,2969 5,0127 4,7586 4,4825 4,1410 3,7256 3,2628 2,7995 2,3805 2,0288 1,7442 1,5149 1,3348 1,2221 1,2165 1,3459 1,5984 1,9183 2,2242 2,4464 2,5618 2,5988 2,6216 2,7015 2,8735 3,1095 3,3373 3,4853 3,5159 3,4456 3,3519 3,3465 3,5164 3,8699 4,3310 4,7847 5,1327 5,3314 5,4033 5,4115 5,4125 5,4293 5,4620 5,5031 5,5405
F3    -1,1784 -1,5564 -1,7548 -1,7927 -1,7090 -1,5503 -1,3795 -1,2671 -1,2672 -1,3991 -1,6273 -1,8560 -1,9628 -1,8548 -1,5045 -0,9467 -0,2568 0,4717 1,1466 1,6874 2,0188 2,0711 1,8069 1,2577 0,5235 -0,2673 -0,9952 -1,5656 -1,9173 -2,0334 -1,9349 -1,6616 -1,2573 -0,7602 -0,2023 0,3829 0,9580 1,4792 1,8958 2,1662 2,2829 2,2803 2,2172 2,1481 2,1010 2,0628 1,9855 1,8183 1,5370 1,1592 0,7475 0,3795 0,0897 -0,1499 -0,3755 -0,5637 -0,6356 -0,5257 -0,2414 0,1454 0,5575 0,9543 1,3215 1,6314 1,8288 1,8715 1,7752 1,6065 1,4424 1,3417 1,3310 1,3905 1,4542 1,4538 1,3699 1,2379 1,1071 0,9983 0,8953 0,7716 0,6218 0,4624 0,3105 0,1792 0,0844 0,0395 0,0416 0,0611 0,0437 -0,0619 -0,2617 -0,5041 -0,7108 -0,8256 -0,8464 -0,8305 -0,8749 -1,0635 -1,4029 -1,8119 -2,1784 -2,4255 -2,5407 -2,5736 -2,6033 -2,6882 -2,8445 -3,0767 -3,4044 -3,8210 -4,2338 -4,4755 -4,3898 -3,9233 -3,1582 -2,2613 -1,4067 -0,7335 -0,3293 -0,2085 -0,2863 -0,3919 -0,3482 -0,0506 0,5191 1,3123 2,2466 3,2487 4,2675 5,2485 6,1255 6,8430 7,3714 7,7048 7,8605 7,8836 7,8459 7,8264 7,8717 7,9784 8,1160 8,2620 8,4172 8,5991 8,8057 8,9731 8,9906 8,7709 8,3099 7,6915 7,0514 6,5342 6,2547 6,2590 6,5014 6,8645 7,2169 7,4665 7,5757 7,5499 7,4249 7,2587 7,1164 7,0361 6,9957 6,9289 6,7874 6,5829 6,3704 6,2137 6,1664 6,2621 6,4985 6,8196 7,1185 7,2807 7,2495 7,0505 6,7599 6,4646 6,2440 6,1549 6,2143 6,3948 6,6438 6,9103 7,1627 7,3879 7,5803 7,7247 7,7815 7,6866 7,3899 6,9151 6,3785 5,9318 5,6743 5,6154 5,7105 5,9169 6,2155 6,5955 7,0273 7,4487 7,7741 7,9168 7,8169 7,4675 6,9154 6,2330 5,4931 4,7676 4,1338 3,6698 3,4395 3,4678 3,7118 4,0668 4,4102 4,6414 4,6901 4,5175 4,1304 3,5889 2,9993 2,4819 2,1048 1,8352 1,5687 1,2074 0,7173 0,1534 -0,3559 -0,6795 -0,7622 -0,6336 -0,3583 0,0109 0,4425 0,9041 1,3448 1,7176 2,0102 2,2321 2,3820 2,4459 2,4180 2,3015 2,0938 1,7866 1,3945 0,9838 0,6557 0,4908 0,5149 0,7152 1,0546 1,4603 1,8342 2,1021 2,2416 2,2588 2,1707 2,0190 1,8743 1,8029 1,8253 1,8986 1,9457 1,9156 1,8245 1,7342 1,6917 1,6930 1,7119 1,7599 1,9074 2,2327 2,7473 3,3787 4,0149 4,5525 4,9219 5,0996 5,1195 5,0715 5,0655 5,1662 5,3552 5,5615 5,7166 5,7814 5,7441 5,6206 5,4635 5,3543 5,3624 5,5068 5,7556 6,0532 6,3394 6,5538 6,6464 6,5957 6,4165 6,1494 5,8494 5,5780 5,3908 5,3216 5,3750 5,5258 5,7250 5,9172 6,0591 6,1238 6,0955 5,9680 5,7455 5,4445 5,0905 4,7136 4,3508 4,0419 3,8191 3,7012 3,6941 3,7927 3,9854 4,2539 4,5686 4,8886 5,1737 5,4041 5,5906 5,7545 5,8917 5,9644 5,9332 5,8066 5,6545 5,5607 5,5611 5,6346 5,7523 5,9212 6,1746 6,5223 6,9159 7,2633 7,4707 7,4679 7,2211 6,7582 6,1761 5,6016 5,1364 4,8294 4,6725 4,6038 4,5399 4,4307 4,2826 4,1266 3,9752 3,8092 3,5930 3,2995 2,9336 2,5424 2,1991 1,9722 1,8972 1,9606 2,1042 2,2551 2,3658 2,4430 2,5514 2,7806 3,1817 3,7302 4,3505 4,9638 5,4967 5,8665 5,9987 5,8850 5,6061 5,2787 4,9867 4,7615 4,6013 4,4873 4,3918 4,2820 4,1141 3,8314 3,3865 2,7672 1,9984 1,1259 0,2035 -0,7052 -1,5309 -2,2178 -2,7356 -3,0802 -3,2807 -3,3942 -3,4674 -3,4946 -3,4187 -3,1679 -2,6994 -2,0370 -1,2867 -0,6061 -0,1314 0,0856 0,0846 -0,0498 -0,2410 -0,4392 -0,5997 -0,6584 -0,5556 -0,2888 0,0758 0,4437 0,7407 0,9410 1,0542 1,0873 1,0341 0,9021 0,7299 0,5624 0,4144 0,2678 0,0976 -0,1010 -0,3063 -0,4917 -0,6600 -0,8553 -1,1381 -1,5399 -2,0288 -2,5103 -2,8683 -3,0178 -2,9350 -2,6452 -2,1921 -1,6200 -0,9787 -0,3410 0,1951 0,5368 0,6326 0,4902 0,1825 -0,1702 -0,4475 -0,5688 -0,4978 -0,2319 0,1945 0,7145 1,2665 1,8226 2,3655 2,8488 3,1858 3,2753 3,0521 2,5313 1,8131 1,0558 0,4302 0,0540 -0,0680 -0,0443 -0,0284 -0,1304 -0,3722 -0,7043 -1,0585 -1,3800 -1,6112 -1,6744 -1,5072 -1,1138 -0,5600 0,0702 0,6967 1,2566 1,7266 2,1225 2,4581 2,7192 2,8992 3,0476 3,2460 3,5401 3,9178 4,3417 4,7773 5,1964 5,5702 5,8628 6,0315 6,0472 5,9253 5,7319 5,5564 5,4749 5,5239 5,6934 5,9503 6,2586 6,5701 6,8136 6,9260 6,9038 6,8041 6,6823 6,5476 6,3903 6,2253 6,0862 5,9850 5,9015 5,8128 5,7194 5,6470 5,6362 5,7197 5,8846 6,0519 6,1138 6,0040 5,7361 5,3839 5,0332 4,7509 4,5754 4,5118 4,5282 4,5623 4,5407 4,4094 4,1591 3,8282 3,4760 3,1397 2,8088 2,4421 2,0022 1,4748 0,8813 0,2823 -0,2459 -0,6490 -0,9134 -1,0608 -1,1237 -1,1122 -1,0092 -0,8064 -0,5325 -0,2438 0,0099 0,2221 0,4314 0,6798 0,9805 1,3174 1,6521 1,9291 2,0978 2,1397 2,0709 1,9301 1,7815 1,7191 1,8334 2,1467 2,5766 2,9774 3,2243 3,2746 3,1786 3,0399 2,9475 2,9321 2,9759 3,0463 3,1128
F7    -1,0813 -1,0390 -1,0551 -1,0911 -1,1029 -1,0659 -0,9880 -0,8915 -0,7992 -0,7261 -0,6567 -0,5475 -0,3789 -0,2056 -0,1452 -0,3034 -0,6915 -1,1976 -1,6369 -1,8492 -1,7625 -1,3840 -0,7664 0,0046 0,8285 1,6211 2,3218 2,8728 3,2150 3,3148 3,1760 2,8308 2,3427 1,8127 1,3494 1,0201 0,8210 0,6915 0,5768 0,4711 0,3774 0,2526 0,0316 -0,3051 -0,6997 -1,0663 -1,3644 -1,5957 -1,7476 -1,7880 -1,7127 -1,5694 -1,4353 -1,3756 -1,4001 -1,4398 -1,3743 -1,0945 -0,5627 0,1570 0,9286 1,6236 2,1721 2,5552 2,7814 2,8666 2,8171 2,6285 2,2964 1,8357 1,2927 0,7311 0,2091 -0,2277 -0,5314 -0,6393 -0,5040 -0,1433 0,3543 0,8636 1,2597 1,4441 1,3591 0,9972 0,4053 -0,3182 -1,0323 -1,5914 -1,9049 -1,9682 -1,8505 -1,6579 -1,4787 -1,3405 -1,2181 -1,0818 -0,9355 -0,8235 -0,8151 -0,9667 -1,2794 -1,6940 -2,1214 -2,4859 -2,7672 -3,0160 -3,3184 -3,7337 -4,2590 -4,8328 -5,3561 -5,7180 -5,8324 -5,6732 -5,2666 -4,6490 -3,8478 -2,9012 -1,8790 -0,8853 -0,0244 0,6444 1,1109 1,4164 1,6866 2,0966 2,7398 3,5475 4,3483 4,9993 5,4761 5,8555 6,2117 6,5288 6,7075 6,6516 6,3539 5,9117 5,4657 5,1248 4,9328 4,8755 4,9043 4,9650 5,0237 5,0677 5,0966 5,1226 5,1610 5,2053 5,2212 5,1697 5,0320 4,8159 4,5458 4,2573 3,9970 3,8067 3,6969 3,6453 3,6196 3,5964 3,5686 3,5520 3,5728 3,6443 3,7680 3,9294 4,0771 4,1423 4,1012 3,9928 3,8699 3,7637 3,6949 3,6838 3,7426 3,8720 4,0618 4,2918 4,5462 4,8190 5,0950 5,3352 5,4839 5,4986 5,3851 5,1989 5,0064 4,8490 4,7388 4,6706 4,6226 4,5503 4,4132 4,2201 4,0329 3,9198 3,9191 4,0457 4,3158 4,7460 5,3238 5,9860 6,6274 7,1223 7,3598 7,3020 7,0196 6,6449 6,2717 5,8922 5,4365 4,8646 4,2056 3,5255 2,8785 2,2870 1,7469 1,2489 0,8143 0,5170 0,4363 0,5727 0,8374 1,1158 1,3080 1,3472 1,2264 0,9937 0,7196 0,4847 0,3689 0,4100 0,5725 0,7853 1,0056 1,2256 1,4300 1,5864 1,6809 1,7371 1,7877 1,8351 1,8505 1,8083 1,6999 1,5209 1,2769 0,9901 0,6714 0,3162 -0,0529 -0,3618 -0,5045 -0,3843 0,0381 0,7163 1,5330 2,3565 3,0860 3,6433 3,9624 4,0076 3,7910 3,3744 2,8403 2,2425 1,6051 0,9781 0,4557 0,1338 0,0501 0,1455 0,2915 0,3884 0,4471 0,5674 0,8379 1,2681 1,8107 2,4170 3,0492 3,6602 4,1946 4,6128 4,8868 4,9640 4,7745 4,3038 3,6418 2,9569 2,4262 2,1777 2,2596 2,6231 3,1428 3,6906 4,1863 4,5770 4,8085 4,8559 4,7797 4,7192 4,7888 4,9770 5,1581 5,1860 4,9778 4,5547 4,0276 3,5283 3,1346 2,8494 2,6554 2,5751 2,6562 2,9222 3,3454 3,8392 4,2831 4,5803 4,6962 4,6615 4,5509 4,4325 4,3189 4,1677 3,9285 3,5896 3,1868 2,7772 2,4182 2,1699 2,0945 2,2323 2,5982 3,1917 3,9614 4,7679 5,4334 5,8357 5,9459 5,8081 5,5114 5,1634 4,8419 4,5588 4,2861 4,0132 3,7656 3,5866 3,5088 3,5346 3,6371 3,7760 3,9020 3,9503 3,8548 3,5736 3,1035 2,4901 1,8321 1,2542 0,8528 0,6536 0,6229 0,7193 0,9201 1,1988 1,4965 1,7453 1,9269 2,0815 2,2462 2,3954 2,4493 2,3417 2,0653 1,6620 1,2077 0,8168 0,6263 0,7406 1,1720 1,8325 2,5799 3,2698 3,7845 4,0561 4,0840 3,9222 3,6410 3,3003 2,9458 2,5869 2,1646 1,5814 0,7881 -0,1661 -1,1571 -2,0507 -2,7521 -3,2192 -3,4542 -3,4910 -3,3686 -3,1037 -2,7067 -2,2334 -1,7866 -1,4442 -1,2072 -1,0273 -0,8583 -0,6833 -0,5212 -0,4245 -0,4541 -0,6296 -0,8924 -1,1270 -1,2345 -1,1915 -1,0337 -0,7979 -0,4913 -0,1156 0,2968 0,6700 0,9002 0,8958 0,6291 0,1658 -0,3624 -0,8359 -1,1979 -1,4336 -1,5430 -1,5504 -1,5126 -1,4915 -1,5056 -1,5134 -1,4606 -1,3357 -1,1794 -1,0613 -1,0420 -1,1423 -1,3401 -1,5696 -1,7353 -1,7732 -1,7049 -1,6147 -1,5833 -1,6507 -1,8149 -2,0321 -2,2215 -2,2980 -2,2237 -2,0290 -1,7773 -1,5096 -1,2317 -0,9418 -0,6515 -0,3665 -0,0523 0,3506 0,8607 1,4145 1,8890 2,1628 2,1700 1,9136 1,4445 0,8335 0,1522 -0,5372 -1,1941 -1,8064 -2,3719 -2,8695 -3,2589 -3,5098 -3,6318 -3,6714 -3,6729 -3,6370 -3,5228 -3,2818 -2,8820 -2,3191 -1,6207 -0,8473 -0,0897 0,5523 1,0080 1,2484 1,2846 1,1793 1,0351 0,9539 1,0175 1,2954 1,8340 2,6136 3,5070 4,3022 4,8021 4,9287 4,7509 4,4225 4,0856 3,8205 3,6551 3,5889 3,6112 3,7147 3,8933 4,1253 4,3644 4,5570 4,6590 4,6383 4,4792 4,1887 3,7991 3,3695 2,9739 2,6591 2,4140 2,1920 1,9627 1,7486 1,6237 1,6647 1,8859 2,2281 2,5991 2,9061 3,0779 3,0948 3,0050 2,9058 2,8820 2,9409 3,0033 2,9543 2,7079 2,2596 1,6985 1,1649 0,7733 0,5520 0,4395 0,3358 0,1674 -0,0794 -0,3687 -0,6521 -0,9045 -1,1291 -1,3294 -1,4841 -1,5407 -1,4283 -1,0991 -0,5710 0,0620 0,6412 0,9892 0,9952 0,6722 0,1368 -0,4443 -0,9042 -1,1218 -1,0552 -0,7383 -0,2377 0,3876 1,0827 1,7653 2,3197 2,6419 2,7063 2,5903 2,4222 2,2989 2,2438 2,2105 2,1153 1,8971 1,5716 1,2235 0,9523
