Fp1   -0,0624 -0,0606 -0,0837 -0,1057 -0,1088 -0,0994 -0,1032 -0,1521 -0,2790 -0,5063 -0,8274 -1,2175 -1,6703 -2,1844 -2,7149 -3,1823 -3,5282 -3,7345 -3,7949 -3,7005 -3,4640 -3,1290 -2,7366 -2,3002 -1,8254 -1,3383 -0,8779 -0,4726 -0,1347 0,1425 0,3758 0,5662 0,7044 0,8064 0,9153 1,0658 1,2652 1,5088 1,7987 2,1449 2,5485 2,9826 3,3861 3,6868 3,8398 3,8406 3,7001 3,4285 3,0535 2,6342 2,2447 1,9354 1,7111 1,5516 1,4464 1,3996 1,4087 1,4528 1,4974 1,4997 1,4168 1,2274 0,9497 0,6270 0,2930 -0,0377 -0,3513 -0,6347 -0,8858 -1,1029 -1,2756 -1,3925 -1,4431 -1,4161 -1,3146 -1,1717 -1,0475 -1,0142 -1,1308 -1,4142 -1,8202 -2,2403 -2,5367 -2,6195 -2,4989 -2,2498 -1,9344 -1,5705 -1,1657 -0,7621 -0,4271 -0,2042 -0,0824 -0,0154 0,0237 0,0079 -0,1154 -0,3768 -0,7772 -1,2969 -1,8996 -2,5221 -3,0617 -3,4135 -3,5426 -3,4995 -3,3818 -3,3048 -3,3710 -3,6317 -4,0719 -4,6372 -5,2627 -5,8815 -6,4341 -6,8774 -7,1826 -7,3369 -7,3505 -7,2554 -7,0994 -6,9294 -6,7638 -6,5819 -6,3396 -5,9955 -5,5367 -4,9812 -4,3566 -3,6943 -3,0391 -2,4380 -1,9101 -1,4348 -0,9691 -0,4921 -0,0366 0,3215 0,5081 0,5010 0,3417 0,1035 -0,1396 -0,3362 -0,4748 -0,5527 -0,5252 -0,3261 0,0537 0,5369 1,0006 1,3309 1,4703 1,4421 1,3306 1,2157 1,1076 0,9416 0,6428 0,2034 -0,2962 -0,7335 -1,0030 -1,0612 -0,9259 -0,6349 -0,2237 0,2437 0,6306 0,7642 0,5661 0,1252 -0,3741 -0,7588 -0,9101 -0,7796 -0,4120 0,0707 0,5418 0,9471 1,3204 1,7241 2,1710 2,6166 3,0230 3,3973 3,7591 4,0989 4,3726 4,5216 4,5135 4,3613 4,1039 3,7875 3,4438 3,0832 2,7275 2,4238 2,2157 2,1217 2,1325 2,2294 2,4106 2,6831 3,0212 3,3472 3,5515 3,5322 3,2571 2,8119 2,3633 2,0650 1,9922 2,1199 2,3525 2,6117 2,8939 3,2348 3,6480 4,1098 4,5741 4,9912 5,3332 5,6062 5,8264 5,9841 6,0390 5,9511 5,7140 5,3724 5,0193 4,7545 4,6116 4,5339 4,4434 4,3196 4,1944 4,0998 4,0397 3,9918 3,9276 3,8364 3,7253 3,6173 3,5546 3,5681 3,6312 3,6660 3,5951 3,3848 3,0553 2,6664 2,2948 2,0071 1,8247 1,7076 1,5925 1,4446 1,2645 1,0515 0,7824 0,4441 0,0758 -0,2539 -0,5073 -0,6977 -0,8676 -1,0604 -1,2889 -1,5263 -1,7306 -1,8598 -1,8688 -1,7265 -1,4445 -1,0801 -0,7047 -0,3603 -0,0390 0,2812 0,5746 0,7666 0,8038 0,7133 0,5909 0,5403 0,6136 0,8007 1,0743 1,4404 1,9458 2,6411 3,5375 4,5855 5,6755 6,6658 7,4254 7,8560 7,9084 7,6308 7,1771 6,7104 6,3114 5,9902 5,7350 5,5305 5,3664 5,2575 5,2518 5,4008 5,7172 6,1748 6,7331 7,3517 7,9903 8,6074 9,1615 9,6110 9,9122 10,0228 9,9212 9,6335 9,2366 8,8252 8,4724 8,2113 8,0443 7,9726 8,0164 8,2089 8,5693 9,0751 9,6578 10,2276 10,7070 11,0499 11,2397 11,2706 11,1280 10,7916 10,2678 9,6219 8,9752 8,4715 8,2317 8,3097 8,6783 9,2525 9,9179 10,5535 11,0589 11,3906 11,5852 11,7296 11,8937 12,1063 12,3748 12,6908 13,0186 13,3031 13,5091 13,6659 13,8532 14,1175 14,4135 14,6459 14,7666 14,8052 14,8175 14,8359 14,8694 14,9278 15,0223 15,1392 15,2437 15,3127 15,3498 15,3823 15,4669 15,6814 16,0694 16,5826 17,0972 17,4946 17,7197 17,7709 17,6702 17,4559 17,1787 16,8846 16,5981 16,3112 15,9741 15,5083 14,8614 14,0659 13,2319 12,4680 11,8238 11,3101 10,9434 10,7492 10,7320 10,8488 11,0191 11,1663 11,2531 11,2820 11,2732 11,2503 11,2212 11,1499 10,9809 10,7128 10,4196 10,1872 10,0545 10,0149 10,0497 10,1460 10,2920 10,4852 10,7362 11,0418 11,3592 11,6231 11,7812 11,8011 11,6629 11,3665 10,9378 10,4297 9,9299 9,5421 9,3249 9,2508 9,2313 9,1828 9,0695 8,8972 8,6904 8,4797 8,2915 8,1380 8,0229 7,9575 7,9672 8,0790 8,3044 8,6350 9,0433 9,4805 9,8923 10,2486 10,5520 10,8122 11,0149 11,1229 11,0994 10,9229 10,5963 10,1578 9,6747 9,2075 8,7736 8,3583 7,9571 7,5903 7,2800 7,0339 6,8506 6,7196 6,6082 6,4708 6,2787 6,0290 5,7292 5,3899 5,0218 4,6217 4,1687 3,6436 3,0538 2,4374 1,8359 1,2716 0,7605 0,3407 0,0750 0,0201 0,1933 0,5611 1,0435 1,5368 1,9582 2,2766 2,5065 2,6751 2,7929 2,8460 2,8202 2,7346 2,6448 2,6048 2,6361 2,7208 2,8081 2,8305 2,7323 2,4961 2,1553 1,7786 1,4298 1,1327 0,8705 0,6206 0,3857 0,1881 0,0532 0,0108 0,0791 0,2363 0,4474 0,7116 1,0457 1,4324 1,8078 2,0866 2,1933 2,0923 1,8033 1,3935 0,9603 0,6131 0,4433 0,4799 0,6728 0,9273 1,1451 1,2467 1,1842 0,9417 0,5262 -0,0300 -0,6658 -1,3023 -1,8624 -2,2943 -2,5928 -2,7823 -2,8820 -2,8982 -2,8411 -2,7336 -2,6029 -2,4697 -2,3525 -2,2828 -2,2981 -2,4150 -2,6081 -2,8067 -2,9165 -2,8713 -2,6769 -2,4030 -2,1399 -1,9554 -1,8735 -1,8824 -1,9610 -2,0915 -2,2444 -2,3729 -2,4355 -2,4161 -2,3276 -2,2116 -2,1246 -2,0976 -2,1117 -2,1258 -2,1136 -2,0646 -1,9581 -1,7525 -1,4105 -0,9353 -0,3705 0,2304 0,8221 1,3668 1,8333 2,2034 2,4774 2,6663 2,7849 2,8563 2,9068 2,9569
Fz    -0,6377 -0,6011 -0,5679 -0,5239 -0,4676 -0,4250 -0,4323 -0,5111 -0,6656 -0,8912 -1,1735 -1,4903 -1,8239 -2,1531 -2,4323 -2,6033 -2,6331 -2,5264 -2,3034 -1,9849 -1,6027 -1,2095 -0,8588 -0,5794 -0,3697 -0,2110 -0,0781 0,0506 0,1819 0,3080 0,4153 0,4901 0,5340 0,5792 0,6704 0,8294 1,0467 1,2986 1,5661 1,8395 2,1106 2,3562 2,5373 2,6197 2,5937 2,4720 2,2695 1,9959 1,6697 1,3223 0,9901 0,7063 0,4963 0,3795 0,3706 0,4682 0,6421 0,8385 1,0081 1,1286 1,1980 1,2188 1,1948 1,1295 1,0232 0,8829 0,7304 0,5872 0,4599 0,3515 0,2711 0,2300 0,2338 0,2793 0,3529 0,4355 0,5063 0,5421 0,5138 0,3942 0,1853 -0,0580 -0,2460 -0,3106 -0,2477 -0,1065 0,0545 0,2020 0,3324 0,4437 0,5172 0,5395 0,5223 0,4875 0,4418 0,3724 0,2649 0,1145 -0,0888 -0,3680 -0,7374 -1,1785 -1,6291 -2,0079 -2,2630 -2,3902 -2,4170 -2,3901 -2,3659 -2,3887 -2,4714 -2,6037 -2,7747 -2,9735 -3,1716 -3,3214 -3,3821 -3,3505 -3,2664 -3,1862 -3,1530 -3,1759 -3,2240 -3,2380 -3,1565 -2,9423 -2,5951 -2,1376 -1,5968 -1,0077 -0,4235 0,1014 0,5445 0,9280 1,2866 1,6146 1,8521 1,9245 1,7956 1,5075 1,1677 0,8791 0,6839 0,5583 0,4434 0,3084 0,2027 0,2332 0,4688 0,8703 1,3066 1,6283 1,7509 1,6902 1,5177 1,2868 1,0092 0,6755 0,2816 -0,1511 -0,5715 -0,9083 -1,0840 -1,0544 -0,8463 -0,5390 -0,2189 0,0364 0,1494 0,0622 -0,2120 -0,5770 -0,9065 -1,0987 -1,0913 -0,8607 -0,4346 0,0998 0,6258 1,0607 1,3948 1,6626 1,8884 2,0755 2,2330 2,3930 2,5904 2,8232 3,0391 3,1733 3,2040 3,1568 3,0564 2,9028 2,6810 2,3873 2,0581 1,7602 1,5550 1,4781 1,5328 1,7008 1,9655 2,3130 2,7079 3,0795 3,3291 3,3624 3,1570 2,7980 2,4245 2,1482 2,0208 2,0366 2,1500 2,3162 2,5300 2,8130 3,1695 3,5667 3,9471 4,2542 4,4605 4,5748 4,6204 4,6125 4,5531 4,4445 4,3072 4,1826 4,1236 4,1652 4,2796 4,3746 4,3696 4,2692 4,1437 4,0664 4,0855 4,2124 4,4114 4,6153 4,7541 4,7873 4,7175 4,5671 4,3506 4,0771 3,7632 3,4336 3,1170 2,8368 2,6038 2,4173 2,2660 2,1335 2,0119 1,9110 1,8465 1,8120 1,7657 1,6616 1,4928 1,2895 1,0822 0,8780 0,6673 0,4427 0,2089 -0,0299 -0,2809 -0,5312 -0,7254 -0,8060 -0,7550 -0,5881 -0,3349 -0,0322 0,2812 0,5624 0,7577 0,8188 0,7441 0,6037 0,5124 0,5645 0,7862 1,1445 1,5859 2,0693 2,5795 3,1096 3,6336 4,1147 4,5403 4,9205 5,2368 5,4037 5,3160 4,9646 4,4839 4,0501 3,7553 3,5913 3,5044 3,4392 3,3634 3,2965 3,3094 3,4690 3,7832 4,2064 4,6749 5,1320 5,5331 5,8510 6,0848 6,2519 6,3596 6,3918 6,3279 6,1666 5,9283 5,6445 5,3501 5,0831 4,8863 4,8038 4,8738 5,1184 5,5320 6,0741 6,6756 7,2583 7,7543 8,1106 8,2878 8,2626 8,0289 7,6021 7,0302 6,3970 5,8021 5,3346 5,0603 5,0147 5,1997 5,5826 6,0925 6,6291 7,0935 7,4227 7,6142 7,7183 7,7984 7,9018 8,0527 8,2460 8,4513 8,6296 8,7582 8,8509 8,9449 9,0599 9,1746 9,2464 9,2572 9,2288 9,1910 9,1522 9,1111 9,0784 9,0713 9,0903 9,1212 9,1567 9,2071 9,2951 9,4510 9,7014 10,0449 10,4354 10,7927 11,0354 11,1198 11,0519 10,8631 10,5907 10,2763 9,9641 9,6890 9,4565 9,2266 8,9273 8,4984 7,9363 7,2965 6,6518 6,0557 5,5468 5,1638 4,9390 4,8775 4,9415 5,0591 5,1583 5,1999 5,1799 5,1115 5,0151 4,9097 4,7959 4,6637 4,5263 4,4271 4,4053 4,4680 4,5917 4,7450 4,9140 5,1056 5,3322 5,5957 5,8766 6,1333 6,3158 6,3875 6,3359 6,1696 5,9097 5,5844 5,2326 4,9153 4,7039 4,6374 4,6922 4,8031 4,9079 4,9681 4,9650 4,8980 4,7838 4,6479 4,5142 4,4018 4,3309 4,3274 4,4118 4,5829 4,8201 5,0936 5,3670 5,6040 5,7829 5,9026 5,9693 5,9803 5,9251 5,8010 5,6165 5,3839 5,1188 4,8445 4,5844 4,3437 4,1097 3,8747 3,6448 3,4270 3,2227 3,0354 2,8674 2,7058 2,5219 2,2908 2,0075 1,6851 1,3502 1,0323 0,7394 0,4452 0,1085 -0,2900 -0,7304 -1,1737 -1,5891 -1,9567 -2,2530 -2,4474 -2,5146 -2,4452 -2,2503 -1,9705 -1,6722 -1,4136 -1,2153 -1,0679 -0,9600 -0,8937 -0,8793 -0,9185 -0,9903 -1,0603 -1,1032 -1,1133 -1,1030 -1,0988 -1,1314 -1,2183 -1,3557 -1,5182 -1,6629 -1,7509 -1,7791 -1,7842 -1,8095 -1,8735 -1,9680 -2,0678 -2,1331 -2,1302 -2,0571 -1,9298 -1,7518 -1,5244 -1,2770 -1,0662 -0,9512 -0,9762 -1,1583 -1,4806 -1,8936 -2,3245 -2,6922 -2,9289 -3,0096 -2,9646 -2,8598 -2,7634 -2,7254 -2,7773 -2,9445 -3,2501 -3,7026 -4,2785 -4,9216 -5,5635 -6,1498 -6,6477 -7,0318 -7,2770 -7,3714 -7,3266 -7,1788 -6,9784 -6,7715 -6,5860 -6,4393 -6,3460 -6,3103 -6,3198 -6,3430 -6,3333 -6,2517 -6,0915 -5,8765 -5,6420 -5,4227 -5,2487 -5,1430 -5,1197 -5,1767 -5,2866 -5,4026 -5,4825 -5,5087 -5,4888 -5,4464 -5,4062 -5,3751 -5,3408 -5,2892 -5,2181 -5,1308 -5,0186 -4,8510 -4,5945 -4,2422 -3,8166 -3,3492 -2,8705 -2,4098 -1,9911 -1,6298 -1,3333 -1,1059 -0,9495 -0,8583 -0,8167 -0,8033
F3    -0,8556 -0,8847 -0,9208 -0,9257 -0,8805 -0,7980 -0,7097 -0,6549 -0,6798 -0,8221 -1,0807 -1,4178 -1,7948 -2,1739 -2,4968 -2,7029 -2,7662 -2,6938 -2,4976 -2,1863 -1,7868 -1,3592 -0,9713 -0,6602 -0,4222 -0,2331 -0,0692 0,0845 0,2312 0,3694 0,4922 0,5809 0,6248 0,6491 0,7036 0,8260 1,0197 1,2616 1,5277 1,8124 2,1221 2,4441 2,7309 2,9228 2,9860 2,9273 2,7649 2,5023 2,1436 1,7176 1,2814 0,9037 0,6349 0,4984 0,5055 0,6539 0,9086 1,2023 1,4645 1,6478 1,7275 1,6961 1,5649 1,3640 1,1269 0,8849 0,6705 0,5021 0,3713 0,2644 0,1797 0,1251 0,1133 0,1581 0,2626 0,4084 0,5604 0,6736 0,6949 0,5765 0,3078 -0,0474 -0,3593 -0,5072 -0,4523 -0,2388 0,0565 0,3721 0,6764 0,9424 1,1287 1,2030 1,1735 1,0834 0,9717 0,8431 0,6910 0,5264 0,3529 0,1388 -0,1633 -0,5720 -1,0329 -1,4342 -1,6913 -1,7931 -1,7817 -1,7264 -1,7050 -1,7719 -1,9320 -2,1565 -2,4157 -2,6796 -2,9002 -3,0230 -3,0284 -2,9538 -2,8589 -2,7742 -2,7000 -2,6338 -2,5740 -2,5153 -2,4455 -2,3333 -2,1344 -1,8183 -1,3802 -0,8498 -0,2973 0,1981 0,5958 0,9157 1,2116 1,5034 1,7425 1,8557 1,8048 1,6135 1,3493 1,0745 0,8217 0,5887 0,3388 0,0519 -0,1959 -0,2546 -0,0294 0,4395 1,0057 1,4933 1,7813 1,8536 1,7725 1,6014 1,3490 0,9754 0,4413 -0,2232 -0,8960 -1,4276 -1,7121 -1,7175 -1,4798 -1,0671 -0,5560 -0,0557 0,2709 0,2767 -0,0463 -0,5454 -1,0098 -1,2744 -1,2555 -0,9500 -0,4388 0,1215 0,5619 0,8052 0,9197 1,0430 1,2391 1,4557 1,6203 1,7412 1,8955 2,1326 2,4215 2,6863 2,8617 2,9081 2,8054 2,5611 2,2031 1,7705 1,3345 0,9894 0,8034 0,7969 0,9480 1,2174 1,5850 2,0524 2,5983 3,1400 3,5360 3,6360 3,3785 2,8583 2,2631 1,7585 1,4460 1,3555 1,4356 1,6004 1,8042 2,0433 2,3069 2,5688 2,8110 3,0253 3,2118 3,3829 3,5505 3,7044 3,8093 3,8261 3,7388 3,5725 3,4023 3,3239 3,3756 3,4947 3,5813 3,5965 3,5775 3,5845 3,6575 3,7962 3,9624 4,1108 4,2103 4,2498 4,2463 4,2322 4,2130 4,1519 4,0029 3,7506 3,4201 3,0681 2,7614 2,5407 2,3911 2,2516 2,0674 1,8417 1,6319 1,4905 1,4233 1,4111 1,4463 1,5229 1,6000 1,6080 1,4947 1,2547 0,9288 0,5782 0,2487 -0,0291 -0,2170 -0,2801 -0,2116 -0,0416 0,1724 0,3744 0,5373 0,6510 0,6956 0,6518 0,5357 0,4102 0,3612 0,4582 0,7256 1,1404 1,6593 2,2470 2,8832 3,5491 4,2127 4,8350 5,3918 5,8729 6,2396 6,3855 6,1883 5,6454 4,9299 4,2656 3,7730 3,4567 3,2773 3,1933 3,1701 3,2008 3,3197 3,5701 3,9570 4,4450 4,9830 5,5160 5,9796 6,3080 6,4715 6,4978 6,4365 6,3133 6,1310 5,8968 5,6307 5,3539 5,0884 4,8626 4,7081 4,6543 4,7329 4,9724 5,3780 5,9164 6,5196 7,1099 7,6304 8,0538 8,3606 8,5164 8,4697 8,1691 7,6005 6,8348 6,0275 5,3543 4,9507 4,8858 5,1480 5,6490 6,2524 6,8196 7,2491 7,5007 7,6104 7,6672 7,7488 7,8903 8,1009 8,3705 8,6594 8,9035 9,0583 9,1477 9,2486 9,4099 9,5957 9,7194 9,7361 9,6779 9,6010 9,5340 9,4816 9,4453 9,4200 9,3843 9,3172 9,2218 9,1282 9,0784 9,1137 9,2658 9,5389 9,8945 10,2614 10,5671 10,7672 10,8500 10,8215 10,6951 10,4914 10,2434 9,9910 9,7487 9,4772 9,1031 8,5777 7,9238 7,2274 6,5833 6,0532 5,6693 5,4522 5,4109 5,5241 5,7272 5,9292 6,0551 6,0805 6,0283 5,9374 5,8380 5,7382 5,6194 5,4598 5,2777 5,1325 5,0802 5,1341 5,2656 5,4328 5,6117 5,8022 6,0126 6,2460 6,4902 6,7143 6,8818 6,9695 6,9692 6,8771 6,6938 6,4341 6,1346 5,8567 5,6673 5,5984 5,6251 5,6889 5,7393 5,7520 5,7186 5,6400 5,5264 5,3942 5,2608 5,1421 5,0565 5,0302 5,0872 5,2327 5,4531 5,7213 6,0004 6,2567 6,4755 6,6580 6,8041 6,9001 6,9278 6,8786 6,7510 6,5452 6,2740 5,9710 5,6729 5,3975 5,1485 4,9347 4,7655 4,6330 4,5167 4,4022 4,2836 4,1487 3,9754 3,7493 3,4761 3,1735 2,8625 2,5627 2,2798 1,9984 1,6939 1,3548 0,9928 0,6291 0,2788 -0,0418 -0,2978 -0,4393 -0,4273 -0,2544 0,0475 0,4047 0,7224 0,9338 1,0325 1,0517 1,0202 0,9408 0,8049 0,6208 0,4258 0,2689 0,1804 0,1648 0,2074 0,2756 0,3262 0,3266 0,2709 0,1782 0,0836 0,0196 -0,0051 -0,0098 -0,0184 -0,0372 -0,0597 -0,0743 -0,0577 0,0124 0,1331 0,2872 0,4720 0,6874 0,9047 1,0728 1,1449 1,0912 0,9024 0,5949 0,2125 -0,1775 -0,4987 -0,6876 -0,7241 -0,6446 -0,5212 -0,4288 -0,4248 -0,5418 -0,7946 -1,1860 -1,7001 -2,2936 -2,9024 -3,4584 -3,9103 -4,2358 -4,4340 -4,5126 -4,4858 -4,3780 -4,2219 -4,0507 -3,8891 -3,7511 -3,6480 -3,5918 -3,5886 -3,6326 -3,6984 -3,7388 -3,7082 -3,5958 -3,4261 -3,2357 -3,0590 -2,9242 -2,8517 -2,8533 -2,9259 -3,0412 -3,1519 -3,2182 -3,2264 -3,1874 -3,1292 -3,0819 -3,0572 -3,0433 -3,0230 -2,9881 -2,9325 -2,8379 -2,6696 -2,3944 -2,0055 -1,5256 -0,9936 -0,4543 0,0475 0,4756 0,8096 1,0480 1,2041 1,2945 1,3358 1,3455 1,3418
F7    0,0992 0,0218 -0,0249 -0,0355 -0,0038 0,0614 0,1412 0,2341 0,3559 0,4981 0,6050 0,6059 0,4578 0,1556 -0,2616 -0,7124 -1,1146 -1,4170 -1,5851 -1,5975 -1,4704 -1,2569 -1,0017 -0,7113 -0,3848 -0,0550 0,2240 0,4121 0,4949 0,4899 0,4404 0,3804 0,3205 0,2677 0,2301 0,2035 0,1740 0,1407 0,1345 0,1940 0,3226 0,4859 0,6427 0,7581 0,7918 0,7013 0,4798 0,1918 -0,0325 -0,0516 0,1933 0,6118 1,0170 1,2478 1,2450 1,0455 0,7265 0,3613 0,0112 -0,2882 -0,5464 -0,7842 -0,9823 -1,0975 -1,1165 -1,0787 -1,0487 -1,0678 -1,1403 -1,2581 -1,4066 -1,5505 -1,6457 -1,6702 -1,6307 -1,5449 -1,4375 -1,3373 -1,2553 -1,1791 -1,1019 -1,0479 -1,0569 -1,1436 -1,2812 -1,4133 -1,4750 -1,4283 -1,2961 -1,1437 -1,0241 -0,9505 -0,8982 -0,8365 -0,7800 -0,7939 -0,9524 -1,2935 -1,7835 -2,3193 -2,7738 -3,0400 -3,0731 -2,9175 -2,6810 -2,4833 -2,4152 -2,5143 -2,7611 -3,0913 -3,4291 -3,7272 -3,9864 -4,2620 -4,6461 -5,1883 -5,8099 -6,3305 -6,6043 -6,6162 -6,4641 -6,2770 -6,1191 -5,9545 -5,7234 -5,4424 -5,2025 -5,0837 -5,0964 -5,1799 -5,2196 -5,0899 -4,7464 -4,2922 -3,9115 -3,7183 -3,7074 -3,8341 -4,0639 -4,3444 -4,5925 -4,7330 -4,7463 -4,6609 -4,4929 -4,2374 -3,9484 -3,7584 -3,7670 -3,9537 -4,2074 -4,4040 -4,4760 -4,4344 -4,3369 -4,2378 -4,1521 -4,0461 -3,8579 -3,5690 -3,2681 -3,0928 -3,1049 -3,2648 -3,5149 -3,8185 -4,1036 -4,2288 -4,0704 -3,6523 -3,1444 -2,7322 -2,5225 -2,5381 -2,7444 -3,0820 -3,4807 -3,8418 -4,0406 -4,0053 -3,7919 -3,5144 -3,1836 -2,6847 -1,9431 -1,0785 -0,3466 0,0728 0,1716 0,0344 -0,2303 -0,4913 -0,6105 -0,4997 -0,1700 0,2689 0,6554 0,8521 0,8095 0,5721 0,2369 -0,0991 -0,3876 -0,6422 -0,9023 -1,1741 -1,3901 -1,4327 -1,2403 -0,8848 -0,4976 -0,1536 0,1257 0,3278 0,4625 0,5715 0,7006 0,8925 1,1812 1,5524 1,9303 2,2227 2,3741 2,3972 2,3563 2,3085 2,2669 2,2191 2,1642 2,1221 2,1089 2,1141 2,1157 2,1059 2,0951 2,0932 2,0798 1,9975 1,7919 1,4685 1,1138 0,8532 0,7777 0,9007 1,1667 1,4792 1,7391 1,8928 1,9302 1,8475 1,6436 1,3423 1,0154 0,7741 0,7094 0,8313 1,0631 1,2826 1,3813 1,3017 1,0276 0,5764 0,0161 -0,5368 -0,9465 -1,1129 -1,0267 -0,7549 -0,3882 -0,0203 0,2718 0,4637 0,5834 0,6682 0,7238 0,7269 0,6624 0,5526 0,4536 0,4181 0,4490 0,4989 0,5215 0,5114 0,5102 0,5729 0,7091 0,8617 0,9605 0,9951 1,0194 1,0918 1,2398 1,4695 1,7630 2,0801 2,4149 2,8322 3,3999 4,0779 4,7013 5,0934 5,1785 4,9837 4,5834 4,0612 3,4931 2,9484 2,4928 2,1761 2,0136 1,9836 2,0543 2,2247 2,5413 3,0644 3,7966 4,6289 5,3718 5,8517 5,9828 5,7906 5,3963 4,9572 4,5905 4,3379 4,1855 4,1052 4,0859 4,1399 4,2844 4,5137 4,7822 5,0132 5,1352 5,1122 4,9435 4,6657 4,3588 4,1272 4,0485 4,1123 4,2196 4,2648 4,2060 4,0684 3,9224 3,8507 3,9117 4,1154 4,4195 4,7569 5,0775 5,3628 5,6097 5,8150 5,9700 6,0643 6,1012 6,1065 6,1157 6,1566 6,2524 6,4239 6,6721 6,9714 7,2847 7,5766 7,8242 8,0275 8,2074 8,3903 8,5779 8,7262 8,7746 8,6998 8,5251 8,2897 8,0391 7,8351 7,7309 7,7338 7,8179 7,9729 8,2076 8,4949 8,7468 8,8767 8,8714 8,7801 8,6617 8,5611 8,4954 8,4340 8,3144 8,0891 7,7487 7,3091 6,7961 6,2562 5,7688 5,4240 5,2797 5,3324 5,5194 5,7572 5,9841 6,1668 6,2887 6,3538 6,3793 6,3610 6,2697 6,0939 5,8667 5,6441 5,4670 5,3553 5,3250 5,3869 5,5279 5,7140 5,9101 6,0869 6,2195 6,2926 6,3073 6,2729 6,1917 6,0609 5,8857 5,6841 5,4898 5,3456 5,2733 5,2552 5,2546 5,2465 5,2270 5,2085 5,2062 5,2195 5,2281 5,2104 5,1675 5,1327 5,1532 5,2596 5,4491 5,6948 5,9629 6,2183 6,4263 6,5669 6,6443 6,6736 6,6613 6,6044 6,5034 6,3669 6,2057 6,0298 5,8495 5,6709 5,4847 5,2759 5,0505 4,8351 4,6508 4,5039 4,3987 4,3304 4,2657 4,1593 3,9957 3,7975 3,5938 3,4012 3,2276 3,0672 2,8930 2,6701 2,3795 2,0257 1,6308 1,2319 0,8814 0,6367 0,5444 0,6256 0,8718 1,2434 1,6685 2,0581 2,3423 2,4982 2,5438 2,5091 2,4125 2,2598 2,0671 1,8748 1,7230 1,6236 1,5636 1,5229 1,4821 1,4308 1,3724 1,3127 1,2560 1,2171 1,2113 1,2297 1,2458 1,2496 1,2596 1,3039 1,4106 1,6014 1,8575 2,1070 2,2844 2,3874 2,4549 2,5130 2,5559 2,5585 2,4984 2,3744 2,2105 2,0449 1,9176 1,8635 1,9014 2,0165 2,1595 2,2703 2,2988 2,2167 2,0313 1,7798 1,4939 1,1729 0,7936 0,3467 -0,1369 -0,5977 -0,9858 -1,2806 -1,4760 -1,5648 -1,5486 -1,4518 -1,3140 -1,1612 -0,9961 -0,8184 -0,6421 -0,4928 -0,3985 -0,3735 -0,3997 -0,4303 -0,4138 -0,3190 -0,1478 0,0710 0,2949 0,4753 0,5727 0,5770 0,5101 0,4123 0,3252 0,2803 0,2922 0,3468 0,4002 0,4098 0,3651 0,2800 0,1701 0,0513 -0,0445 -0,0670 0,0327 0,2718 0,6270 1,0549 1,5103 1,9428 2,2911 2,4931 2,5138 2,3659 2,1071 1,8165 1,5610 1,3738
