Fp1   -0,6685 -0,9909 -1,2347 -1,3637 -1,3660 -1,2607 -1,0923 -0,9091 -0,7430 -0,5987 -0,4584 -0,3042 -0,1420 0,0009 0,1013 0,1574 0,1858 0,2094 0,2452 0,3003 0,3761 0,4699 0,5669 0,6416 0,6667 0,6104 0,4435 0,1659 -0,1826 -0,5383 -0,8388 -1,0386 -1,1148 -1,0691 -0,9245 -0,7115 -0,4545 -0,1696 0,1267 0,4145 0,6736 0,8851 1,0391 1,1477 1,2395 1,3381 1,4476 1,5468 1,5984 1,5761 1,4835 1,3398 1,1582 0,9409 0,6898 0,4158 0,1387 -0,1239 -0,3615 -0,5578 -0,6835 -0,7112 -0,6325 -0,4621 -0,2332 0,0136 0,2498 0,4658 0,6614 0,8436 1,0254 1,2127 1,3924 1,5443 1,6602 1,7493 1,8259 1,8924 1,9300 1,9081 1,8050 1,6185 1,3524 1,0010 0,5635 0,0689 -0,4292 -0,8791 -1,2452 -1,5121 -1,6826 -1,7664 -1,7738 -1,7238 -1,6469 -1,5734 -1,5251 -1,5096 -1,5149 -1,5074 -1,4424 -1,2923 -1,0681 -0,8101 -0,5566 -0,3199 -0,0831 0,1832 0,4939 0,8341 1,1680 1,4632 1,7017 1,8691 1,9473 1,9309 1,8474 1,7519 1,7049 1,7451 1,8677 2,0298 2,1834 2,3001 2,3741 2,4161 2,4436 2,4703 2,5068 2,5684 2,6790 2,8616 3,1203 3,4327 3,7570 4,0470 4,2732 4,4357 4,5488 4,6232 4,6712 4,7110 4,7511 4,7809 4,7827 4,7495 4,6934 4,6354 4,5887 4,5583 4,5483 4,5643 4,6109 4,6893 4,7902 4,8928 4,9813 5,0620 5,1579 5,2889 5,4564 5,6441 5,8339 6,0164 6,1802 6,2984 6,3391 6,2892 6,1646 6,0050 5,8572 5,7577 5,7218 5,7406 5,7922 5,8581 5,9312 6,0079 6,0795 6,1337 6,1610 6,1590 6,1287 6,0631 5,9455 5,7625 5,5192 5,2402 4,9599 4,7107 4,5101 4,3537 4,2247 4,1125 4,0200 3,9499 3,8943 3,8396 3,7831 3,7393 3,7243 3,7439 3,8058 3,9245 4,1051 4,3304 4,5630 4,7512 4,8366 4,7721 4,5420 4,1693 3,7099 3,2308 2,7876 2,4149 2,1264 1,9184 1,7825 1,7120 1,6908 1,6920 1,6957 1,6972 1,7005 1,7129 1,7435 1,8020 1,8980 2,0355 2,2094 2,4096 2,6205 2,8117 2,9409 2,9740 2,9119 2,7971 2,6887 2,6299 2,6362 2,7027 2,8128 2,9465 3,0943 3,2566 3,4269 3,5875 3,7214 3,8180 3,8729 3,8863 3,8595 3,7993 3,7205 3,6329 3,5292 3,3933 3,2154 2,9928 2,7148 2,3603 1,9179 1,3959 0,8158 0,2118 -0,3699 -0,8878 -1,3233 -1,6836 -1,9942 -2,2888 -2,5920 -2,9035 -3,1938 -3,4170 -3,5360 -3,5409 -3,4447 -3,2688 -3,0322 -2,7433 -2,3977 -1,9912 -1,5359 -1,0576 -0,5836 -0,1359 0,2716 0,6386 0,9787 1,3076 1,6276 1,9302 2,2098 2,4622 2,6807 2,8647 3,0302 3,2068 3,4244 3,6965 4,0023 4,2923 4,5219 4,6755 4,7555 4,7636 4,7069 4,6105 4,5135 4,4513 4,4385 4,4613 4,4887 4,4986 4,4850 4,4408 4,3511 4,2113 4,0323 3,8234 3,5826 3,3022 2,9781 2,6195 2,2527 1,9122 1,6255 1,4068 1,2610 1,1868 1,1721 1,1912 1,2153 1,2287 1,2405 1,2859 1,4117 1,6496 1,9924 2,3922 2,7910 3,1561 3,4913 3,8133 4,1199 4,3835 4,5702 4,6589 4,6482 4,5604 4,4420 4,3417 4,2846 4,2756 4,3235 4,4421 4,6299 4,8627 5,1032 5,3131 5,4667 5,5567 5,5865 5,5619 5,4930 5,3981 5,3026 5,2365 5,2231 5,2633 5,3332 5,4069 5,4742 5,5319 5,5635 5,5416 5,4458 5,2627 4,9799 4,5990 4,1421 3,6382 3,1122 2,5859 2,0748 1,5837 1,1068 0,6354 0,1690 -0,2822 -0,7043 -1,0773 -1,3756 -1,5821 -1,6971 -1,7283 -1,6771 -1,5385 -1,3079 -0,9892 -0,6032 -0,1869 0,2223 0,6001 0,9344 1,2186 1,4503 1,6326 1,7789 1,9147 2,0650 2,2331 2,3979 2,5325 2,6236 2,6771 2,7071 2,7242 2,7392 2,7723 2,8505 2,9906 3,1877 3,4190 3,6611 3,9071 4,1698 4,4688 4,8093 5,1721 5,5172 5,7970 5,9675 5,9978 5,8842 5,6564 5,3605 5,0331 4,6813 4,2814 3,8048 3,2541 2,6692 2,1021 1,5901 1,1453 0,7592 0,4163 0,1072 -0,1713 -0,4259 -0,6672 -0,8985 -1,1091 -1,2843 -1,4211 -1,5307 -1,6251 -1,7046 -1,7572 -1,7674 -1,7285 -1,6465 -1,5305 -1,3832 -1,2038 -0,9949 -0,7591 -0,4863 -0,1551 0,2507 0,7322 1,2786 1,8733 2,4935 3,1146 3,7229 4,3216 4,9167 5,4960 6,0216 6,4446 6,7281 6,8568 6,8381 6,7062 6,5183 6,3355 6,2023 6,1337 6,1163 6,1167 6,0950 6,0214 5,8903 5,7190 5,5347 5,3565 5,1796 4,9755 4,7092 4,3577 3,9155 3,3921 2,8111 2,2130 1,6415 1,1204 0,6480 0,2124 -0,1972 -0,5885 -0,9606 -1,2926 -1,5418 -1,6689 -1,6600 -1,5222 -1,2703 -0,9236 -0,5089 -0,0600 0,3842 0,7876 1,1299 1,4125 1,6474 1,8411 1,9934 2,1115 2,2185 2,3440 2,5063 2,7067 2,9392 3,1967 3,4657 3,7223 3,9406 4,1095 4,2396 4,3595 4,5006 4,6778 4,8796 5,0798 5,2475 5,3511 5,3703 5,3081 5,1871 5,0348 4,8713 4,7111 4,5676 4,4482 4,3482 4,2510 4,1335 3,9702 3,7372 3,4172 3,0014 2,4943 1,9178 1,3052 0,6901 0,1038 -0,4249 -0,8784 -1,2632 -1,6120 -1,9656 -2,3468 -2,7452 -3,1227 -3,4293 -3,6107 -3,6199 -3,4399 -3,0987 -2,6543 -2,1694 -1,6959 -1,2617 -0,8677 -0,5045 -0,1729 0,1191 0,3714 0,5932 0,7917 0,9726 1,1461 1,3224 1,5022 1,6759 1,8309
Fz    -0,6497 -1,0078 -1,2769 -1,4061 -1,3816 -1,2353 -1,0284 -0,8179 -0,6354 -0,4844 -0,3480 -0,2068 -0,0599 0,0749 0,1832 0,2709 0,3613 0,4781 0,6277 0,7990 0,9794 1,1596 1,3180 1,4159 1,4120 1,2745 0,9920 0,5862 0,1116 -0,3603 -0,7626 -1,0505 -1,2106 -1,2546 -1,2062 -1,0929 -0,9411 -0,7707 -0,5886 -0,3867 -0,1506 0,1191 0,4006 0,6676 0,9043 1,0998 1,2403 1,3104 1,3014 1,2259 1,1187 1,0098 0,8966 0,7522 0,5569 0,3195 0,0733 -0,1439 -0,3025 -0,3741 -0,3313 -0,1640 0,1091 0,4467 0,7948 1,1056 1,3611 1,5738 1,7626 1,9411 2,1222 2,3087 2,4803 2,6048 2,6653 2,6699 2,6397 2,5902 2,5164 2,3984 2,2236 1,9967 1,7208 1,3808 0,9607 0,4717 -0,0475 -0,5533 -1,0093 -1,3926 -1,6932 -1,9049 -2,0276 -2,0808 -2,1007 -2,1209 -2,1581 -2,2058 -2,2342 -2,1992 -2,0620 -1,8146 -1,4925 -1,1567 -0,8577 -0,6097 -0,3904 -0,1558 0,1362 0,4982 0,9078 1,3279 1,7212 2,0471 2,2658 2,3594 2,3484 2,2882 2,2494 2,2853 2,4042 2,5727 2,7471 2,8935 2,9953 3,0566 3,0946 3,1280 3,1744 3,2552 3,3956 3,6102 3,8855 4,1809 4,4470 4,6446 4,7584 4,7961 4,7750 4,7160 4,6496 4,6075 4,5981 4,6022 4,5919 4,5483 4,4691 4,3660 4,2559 4,1602 4,1096 4,1323 4,2354 4,4034 4,6032 4,7927 4,9417 5,0502 5,1434 5,2533 5,4028 5,6017 5,8534 6,1554 6,4828 6,7782 6,9733 7,0311 6,9666 6,8353 6,7043 6,6275 6,6292 6,6965 6,7922 6,8875 6,9794 7,0798 7,1950 7,3191 7,4361 7,5265 7,5693 7,5397 7,4074 7,1482 6,7649 6,2932 5,7840 5,2818 4,8118 4,3815 3,9942 3,6613 3,3952 3,1959 3,0498 2,9398 2,8622 2,8364 2,8871 3,0216 3,2333 3,5112 3,8330 4,1622 4,4587 4,6888 4,8227 4,8341 4,7093 4,4571 4,1101 3,7117 3,3020 2,9147 2,5775 2,3030 2,0900 1,9358 1,8382 1,7889 1,7770 1,7925 1,8288 1,8885 1,9805 2,1070 2,2643 2,4521 2,6777 2,9486 3,2528 3,5461 3,7635 3,8488 3,7872 3,6193 3,4151 3,2328 3,1049 3,0462 3,0592 3,1367 3,2711 3,4555 3,6679 3,8694 4,0235 4,1121 4,1357 4,1070 4,0429 3,9627 3,8858 3,8194 3,7518 3,6642 3,5479 3,4016 3,2131 2,9565 2,6096 2,1617 1,6151 0,9961 0,3556 -0,2579 -0,8237 -1,3448 -1,8312 -2,2905 -2,7205 -3,1064 -3,4285 -3,6686 -3,8153 -3,8688 -3,8374 -3,7261 -3,5322 -3,2504 -2,8794 -2,4303 -1,9318 -1,4223 -0,9366 -0,4992 -0,1214 0,2057 0,5147 0,8396 1,1858 1,5309 1,8457 2,1024 2,2810 2,3847 2,4470 2,5204 2,6628 2,9173 3,2784 3,6870 4,0748 4,4017 4,6521 4,8169 4,8966 4,9093 4,8894 4,8764 4,8984 4,9589 5,0450 5,1494 5,2724 5,3976 5,4843 5,5005 5,4406 5,3036 5,0791 4,7614 4,3635 3,9140 3,4458 2,9897 2,5798 2,2546 2,0463 1,9670 2,0027 2,1134 2,2525 2,3928 2,5396 2,7289 3,0097 3,4153 3,9374 4,5189 5,0802 5,5619 5,9474 6,2465 6,4661 6,6005 6,6407 6,5861 6,4526 6,2743 6,0962 5,9588 5,8832 5,8740 5,9336 6,0653 6,2594 6,4888 6,7220 6,9341 7,1118 7,2484 7,3328 7,3473 7,2845 7,1614 7,0200 6,9213 6,9242 7,0482 7,2557 7,4803 7,6686 7,7884 7,8142 7,7288 7,5348 7,2448 6,8647 6,4067 5,9016 5,3858 4,8850 4,4075 3,9427 3,4696 2,9693 2,4357 1,8835 1,3415 0,8321 0,3686 -0,0353 -0,3616 -0,5886 -0,6894 -0,6405 -0,4414 -0,1164 0,3006 0,7742 1,2675 1,7460 2,1801 2,5465 2,8371 3,0611 3,2389 3,3987 3,5732 3,7810 4,0077 4,2141 4,3646 4,4510 4,4952 4,5297 4,5791 4,6641 4,8122 5,0515 5,3860 5,7818 6,1853 6,5575 6,8911 7,2072 7,5402 7,9141 8,3212 8,7228 9,0649 9,2921 9,3614 9,2635 9,0286 8,7043 8,3315 7,9307 7,4964 7,0095 6,4604 5,8616 5,2384 4,6162 4,0113 3,4294 2,8746 2,3631 1,9189 1,5491 1,2343 0,9464 0,6707 0,4120 0,1808 -0,0212 -0,1986 -0,3488 -0,4566 -0,5054 -0,4951 -0,4434 -0,3678 -0,2695 -0,1355 0,0492 0,2947 0,6120 1,0135 1,5013 2,0617 2,6746 3,3227 3,9875 4,6496 5,3039 5,9646 6,6435 7,3261 7,9695 8,5178 8,9206 9,1487 9,2087 9,1463 9,0294 8,9216 8,8622 8,8572 8,8809 8,8886 8,8351 8,6957 8,4775 8,2100 7,9205 7,6161 7,2854 6,9133 6,4923 6,0199 5,4897 4,8925 4,2328 3,5432 2,8664 2,2235 1,6133 1,0365 0,5027 0,0205 -0,4049 -0,7587 -1,0107 -1,1359 -1,1326 -1,0110 -0,7762 -0,4316 0,0099 0,5185 1,0431 1,5255 1,9329 2,2701 2,5618 2,8337 3,1050 3,3885 3,6917 4,0142 4,3422 4,6514 4,9210 5,1437 5,3222 5,4591 5,5570 5,6269 5,6920 5,7801 5,9105 6,0822 6,2738 6,4591 6,6171 6,7345 6,8086 6,8477 6,8603 6,8440 6,7867 6,6829 6,5439 6,3883 6,2250 6,0503 5,8537 5,6225 5,3455 5,0141 4,6182 4,1480 3,6079 3,0177 2,4006 1,7802 1,1859 0,6503 0,1918 -0,2002 -0,5632 -0,9351 -1,3276 -1,7209 -2,0737 -2,3343 -2,4517 -2,3932 -2,1589 -1,7791 -1,3049 -0,7956 -0,3001 0,1558 0,5578 0,8907 1,1499 1,3524 1,5217 1,6687 1,7933 1,8964 1,9803 2,0398 2,0651 2,0549
F3    0,1557 -0,2327 -0,5301 -0,6701 -0,6317 -0,4488 -0,1895 0,0773 0,3021 0,4626 0,5650 0,6322 0,6838 0,7283 0,7703 0,8164 0,8741 0,9477 1,0290 1,0998 1,1508 1,1895 1,2189 1,2222 1,1669 1,0082 0,7040 0,2491 -0,3091 -0,8934 -1,4279 -1,8522 -2,1272 -2,2419 -2,2150 -2,0837 -1,8871 -1,6555 -1,4075 -1,1495 -0,8804 -0,6036 -0,3246 -0,0353 0,2843 0,6416 1,0172 1,3669 1,6373 1,7955 1,8498 1,8302 1,7529 1,6123 1,3997 1,1220 0,8017 0,4633 0,1283 -0,1697 -0,3813 -0,4610 -0,3895 -0,1802 0,1232 0,4627 0,7914 1,0832 1,3259 1,5232 1,6961 1,8661 2,0359 2,1926 2,3236 2,4229 2,4853 2,4978 2,4347 2,2715 2,0083 1,6725 1,2866 0,8440 0,3316 -0,2322 -0,7994 -1,3227 -1,7685 -2,1158 -2,3556 -2,4824 -2,4958 -2,4174 -2,2923 -2,1667 -2,0689 -2,0048 -1,9598 -1,9036 -1,8039 -1,6459 -1,4425 -1,2224 -1,0062 -0,7900 -0,5491 -0,2537 0,1104 0,5267 0,9558 1,3601 1,7115 1,9764 2,1164 2,1187 2,0162 1,8756 1,7710 1,7563 1,8418 1,9956 2,1726 2,3373 2,4710 2,5717 2,6451 2,6974 2,7412 2,8003 2,9048 3,0767 3,3171 3,6045 3,9029 4,1715 4,3806 4,5213 4,5974 4,6212 4,6199 4,6254 4,6482 4,6739 4,6824 4,6615 4,6121 4,5451 4,4710 4,3995 4,3504 4,3514 4,4240 4,5742 4,7815 4,9983 5,1791 5,3118 5,4180 5,5305 5,6722 5,8476 6,0511 6,2778 6,5130 6,7125 6,8173 6,7941 6,6610 6,4736 6,2901 6,1482 6,0625 6,0290 6,0307 6,0507 6,0848 6,1393 6,2175 6,3092 6,3977 6,4728 6,5313 6,5625 6,5383 6,4228 6,1967 5,8714 5,4828 5,0753 4,6835 4,3211 3,9909 3,7059 3,4882 3,3467 3,2610 3,1919 3,1174 3,0585 3,0560 3,1376 3,3171 3,6011 3,9765 4,4015 4,8137 5,1439 5,3300 5,3325 5,1494 4,8214 4,4198 4,0160 3,6542 3,3509 3,1092 2,9254 2,7972 2,7267 2,7068 2,7164 2,7359 2,7540 2,7689 2,7871 2,8129 2,8421 2,8743 2,9210 2,9973 3,1120 3,2600 3,4176 3,5416 3,5820 3,5147 3,3680 3,2035 3,0762 3,0153 3,0270 3,1003 3,2152 3,3550 3,5054 3,6433 3,7380 3,7688 3,7358 3,6563 3,5516 3,4373 3,3283 3,2449 3,1994 3,1794 3,1540 3,0949 2,9862 2,8120 2,5545 2,2071 1,7736 1,2640 0,7088 0,1649 -0,3153 -0,7177 -1,0654 -1,3933 -1,7270 -2,0708 -2,4077 -2,7076 -2,9362 -3,0722 -3,1173 -3,0834 -2,9751 -2,7890 -2,5178 -2,1523 -1,6952 -1,1745 -0,6381 -0,1342 0,2981 0,6323 0,8693 1,0511 1,2413 1,4867 1,8032 2,1798 2,5791 2,9495 3,2541 3,4889 3,6779 3,8608 4,0763 4,3347 4,6108 4,8746 5,1131 5,3167 5,4665 5,5512 5,5848 5,6029 5,6442 5,7304 5,8546 5,9898 6,1133 6,2171 6,2893 6,3068 6,2580 6,1510 5,9923 5,7774 5,5037 5,1790 4,8203 4,4505 4,0918 3,7620 3,4743 3,2407 3,0726 2,9732 2,9300 2,9215 2,9332 2,9721 3,0696 3,2664 3,5889 4,0295 4,5406 5,0542 5,5206 5,9294 6,2900 6,6006 6,8413 6,9877 7,0251 6,9545 6,7984 6,6034 6,4227 6,2923 6,2285 6,2427 6,3433 6,5221 6,7485 6,9804 7,1797 7,3261 7,4190 7,4674 7,4810 7,4689 7,4424 7,4197 7,4330 7,5170 7,6798 7,8919 8,1062 8,2829 8,3943 8,4169 8,3362 8,1545 7,8735 7,4827 6,9844 6,4113 5,8040 5,1886 4,5786 3,9784 3,3834 2,7835 2,1758 1,5790 1,0236 0,5308 0,1129 -0,2156 -0,4428 -0,5719 -0,6135 -0,5724 -0,4459 -0,2271 0,0896 0,4915 0,9419 1,3959 1,8142 2,1662 2,4331 2,6124 2,7176 2,7794 2,8450 2,9574 3,1287 3,3353 3,5404 3,7219 3,8804 4,0238 4,1540 4,2770 4,4209 4,6301 4,9342 5,3231 5,7539 6,1774 6,5640 6,9142 7,2501 7,5903 7,9293 8,2400 8,4885 8,6397 8,6604 8,5359 8,2809 7,9291 7,5151 7,0557 6,5420 5,9602 5,3216 4,6694 4,0549 3,5118 3,0478 2,6515 2,3052 1,9964 1,7178 1,4555 1,1867 0,8946 0,5838 0,2777 -0,0040 -0,2602 -0,4990 -0,7177 -0,8950 -1,0016 -1,0207 -0,9605 -0,8457 -0,6966 -0,5189 -0,3107 -0,0688 0,2178 0,5727 1,0212 1,5757 2,2288 2,9545 3,7118 4,4597 5,1824 5,8960 6,6213 7,3498 8,0355 8,6117 9,0159 9,2111 9,1997 9,0279 8,7721 8,5088 8,2909 8,1412 8,0553 8,0043 7,9422 7,8306 7,6594 7,4410 7,1894 6,9103 6,6026 6,2623 5,8826 5,4527 4,9639 4,4155 3,8205 3,2069 2,6039 2,0215 1,4543 0,9055 0,3940 -0,0586 -0,4366 -0,7219 -0,8914 -0,9341 -0,8614 -0,6891 -0,4213 -0,0612 0,3767 0,8671 1,3726 1,8472 2,2573 2,5967 2,8794 3,1181 3,3138 3,4649 3,5844 3,7033 3,8562 4,0656 4,3369 4,6591 5,0061 5,3392 5,6175 5,8179 5,9513 6,0588 6,1897 6,3703 6,5898 6,8119 6,9927 7,0940 7,1006 7,0280 6,9107 6,7782 6,6431 6,5087 6,3833 6,2811 6,2083 6,1558 6,0994 6,0040 5,8344 5,5665 5,1851 4,6850 4,0800 3,4029 2,6927 1,9886 1,3311 0,7563 0,2840 -0,0984 -0,4360 -0,7785 -1,1457 -1,5167 -1,8440 -2,0709 -2,1465 -2,0459 -1,7801 -1,3860 -0,9153 -0,4293 0,0197 0,4076 0,7262 0,9636 1,1121 1,1869 1,2202 1,2453 1,2917 1,3844 1,5326 1,7198 1,9127 2,0782
F7    -0,3173 -0,6205 -0,8439 -0,9710 -1,0071 -0,9726 -0,8970 -0,8061 -0,7035 -0,5600 -0,3320 -0,0075 0,3632 0,6930 0,9141 1,0087 0,9979 0,9197 0,8186 0,7365 0,6938 0,6786 0,6560 0,5942 0,4758 0,2822 -0,0071 -0,3889 -0,8210 -1,2318 -1,5490 -1,7241 -1,7397 -1,6109 -1,3799 -1,0905 -0,7627 -0,3944 0,0087 0,4082 0,7417 0,9551 1,0394 1,0382 1,0147 1,0164 1,0651 1,1499 1,2254 1,2434 1,1848 1,0582 0,8861 0,6954 0,5068 0,3313 0,1771 0,0452 -0,0744 -0,1850 -0,2674 -0,2933 -0,2462 -0,1299 0,0321 0,2044 0,3595 0,4911 0,6048 0,7132 0,8326 0,9652 1,0903 1,1828 1,2377 1,2786 1,3393 1,4301 1,5189 1,5475 1,4661 1,2519 0,9080 0,4543 -0,0741 -0,6277 -1,1513 -1,5938 -1,9157 -2,0956 -2,1367 -2,0652 -1,9187 -1,7325 -1,5304 -1,3292 -1,1570 -1,0503 -1,0221 -1,0376 -1,0244 -0,9161 -0,6969 -0,4059 -0,1017 0,1793 0,4447 0,7297 1,0534 1,3958 1,7100 1,9514 2,1001 2,1563 2,1216 2,0072 1,8529 1,7157 1,6456 1,6683 1,7668 1,8847 1,9642 1,9794 1,9361 1,8583 1,7734 1,7022 1,6606 1,6673 1,7490 1,9314 2,2142 2,5564 2,8879 3,1365 3,2656 3,2989 3,2891 3,2705 3,2629 3,2923 3,3696 3,4628 3,5200 3,5253 3,5179 3,5516 3,6535 3,8192 4,0283 4,2566 4,4867 4,7124 4,9340 5,1537 5,3785 5,6221 5,8962 6,1955 6,4944 6,7586 6,9608 7,0841 7,1166 7,0565 6,9211 6,7349 6,5123 6,2643 6,0154 5,8038 5,6618 5,5982 5,6019 5,6562 5,7417 5,8341 5,9066 5,9390 5,9241 5,8650 5,7661 5,6248 5,4342 5,1972 4,9309 4,6631 4,4301 4,2682 4,1903 4,1718 4,1610 4,1147 4,0247 3,9076 3,7845 3,6758 3,5997 3,5664 3,5773 3,6363 3,7600 3,9682 4,2689 4,6523 5,0822 5,4832 5,7526 5,8054 5,6157 5,2217 4,7060 4,1644 3,6730 3,2722 2,9729 2,7671 2,6428 2,5867 2,5684 2,5490 2,5144 2,4793 2,4598 2,4534 2,4511 2,4610 2,5054 2,5915 2,6980 2,7889 2,8261 2,7737 2,6116 2,3617 2,0950 1,8957 1,8134 1,8459 1,9538 2,0853 2,1963 2,2663 2,3111 2,3713 2,4771 2,6354 2,8366 3,0524 3,2446 3,3831 3,4520 3,4584 3,4292 3,3800 3,2987 3,1678 2,9873 2,7649 2,4929 2,1509 1,7362 1,2731 0,7970 0,3412 -0,0655 -0,4022 -0,6577 -0,8362 -0,9676 -1,1068 -1,3126 -1,6104 -1,9578 -2,2535 -2,3992 -2,3561 -2,1505 -1,8431 -1,4899 -1,1123 -0,7002 -0,2464 0,2292 0,6910 1,1059 1,4597 1,7665 2,0565 2,3486 2,6371 2,8945 3,0905 3,2112 3,2620 3,2640 3,2551 3,2829 3,3901 3,5970 3,8798 4,1686 4,3833 4,4817 4,4774 4,4103 4,3096 4,1995 4,1216 4,1242 4,2283 4,4076 4,5996 4,7462 4,8301 4,8657 4,8643 4,8245 4,7478 4,6450 4,5314 4,4133 4,2731 4,0760 3,8101 3,5159 3,2579 3,0693 2,9410 2,8558 2,8115 2,8082 2,8334 2,8668 2,8897 2,8960 2,9030 2,9468 3,0589 3,2411 3,4659 3,7062 3,9634 4,2667 4,6369 5,0425 5,4032 5,6448 5,7419 5,7163 5,6239 5,5389 5,5096 5,5259 5,5562 5,6007 5,6787 5,7862 5,8981 5,9927 6,0567 6,0872 6,0944 6,0905 6,0780 6,0532 6,0140 5,9672 5,9295 5,9126 5,9097 5,9117 5,9317 5,9987 6,1279 6,3014 6,4746 6,5952 6,6171 6,5059 6,2464 5,8366 5,2835 4,6150 3,8884 3,1746 2,5323 1,9847 1,5214 1,1239 0,7762 0,4640 0,1862 -0,0432 -0,2180 -0,3493 -0,4437 -0,4815 -0,4245 -0,2447 0,0545 0,4370 0,8492 1,2395 1,5778 1,8563 2,0750 2,2370 2,3529 2,4378 2,5059 2,5665 2,6182 2,6512 2,6595 2,6473 2,6246 2,6041 2,6004 2,6279 2,7006 2,8311 3,0234 3,2645 3,5234 3,7666 3,9822 4,1894 4,4217 4,7014 5,0292 5,3798 5,7051 5,9472 6,0592 6,0306 5,9021 5,7443 5,6034 5,4564 5,2218 4,8282 4,2751 3,6311 2,9898 2,4281 1,9819 1,6451 1,3892 1,1800 0,9792 0,7502 0,4732 0,1633 -0,1323 -0,3698 -0,5419 -0,6740 -0,7898 -0,8841 -0,9325 -0,9188 -0,8522 -0,7560 -0,6436 -0,5178 -0,3902 -0,2801 -0,1837 -0,0554 0,1669 0,5181 0,9880 1,5416 2,1459 2,7782 3,4235 4,0745 4,7305 5,3860 6,0144 6,5678 7,0002 7,2923 7,4457 7,4604 7,3367 7,0962 6,7913 6,4874 6,2337 6,0523 5,9393 5,8626 5,7737 5,6367 5,4546 5,2763 5,1611 5,1201 5,0997 5,0212 4,8214 4,4684 3,9671 3,3569 2,7011 2,0684 1,5088 1,0341 0,6182 0,2175 -0,2031 -0,6503 -1,0848 -1,4211 -1,5687 -1,4845 -1,1936 -0,7656 -0,2747 0,2216 0,6838 1,0950 1,4606 1,7909 2,0878 2,3446 2,5461 2,6865 2,7897 2,8966 3,0308 3,1871 3,3474 3,5026 3,6554 3,8072 3,9510 4,0813 4,2005 4,3120 4,4210 4,5421 4,6889 4,8603 5,0420 5,2141 5,3506 5,4219 5,4076 5,3140 5,1765 5,0409 4,9429 4,8926 4,8687 4,8366 4,7752 4,6817 4,5520 4,3603 4,0681 3,6533 3,1264 2,5257 1,9000 1,2907 0,7305 0,2509 -0,1314 -0,4439 -0,7525 -1,1150 -1,5443 -2,0077 -2,4502 -2,8129 -3,0312 -3,0448 -2,8392 -2,4647 -2,0058 -1,5425 -1,1285 -0,7816 -0,4873 -0,2193 0,0418 0,3029 0,5666 0,8335 1,0972 1,3461 1,5711 1,7685 1,9380 2,0787 2,1897
