Fp1   -0,4631 -0,9648 -1,4422 -1,8902 -2,3236 -2,7566 -3,1850 -3,5893 -3,9443 -4,2200 -4,3886 -4,4392 -4,3858 -4,2543 -4,0618 -3,8055 -3,4648 -3,0165 -2,4531 -1,7914 -1,0749 -0,3649 0,2946 0,9103 1,5250 2,1667 2,8155 3,4133 3,8933 4,2021 4,3151 4,2463 4,0377 3,7322 3,3557 2,9231 2,4536 1,9757 1,5289 1,1658 0,9367 0,8590 0,9101 1,0518 1,2484 1,4641 1,6565 1,7769 1,7789 1,6428 1,3951 1,0916 0,7831 0,5010 0,2650 0,0941 0,0080 0,0141 0,0893 0,1800 0,2305 0,2125 0,1289 0,0067 -0,1094 -0,1741 -0,1673 -0,1082 -0,0447 -0,0247 -0,0631 -0,1260 -0,1465 -0,0646 0,1361 0,4254 0,7614 1,1168 1,4736 1,8206 2,1600 2,5009 2,8383 3,1429 3,3783 3,5291 3,6115 3,6641 3,7280 3,8257 3,9570 4,1094 4,2597 4,3651 4,3706 4,2368 3,9631 3,5873 3,1589 2,7038 2,2131 1,6625 1,0410 0,3557 -0,3828 -1,1724 -2,0095 -2,8689 -3,7081 -4,4984 -5,2478 -5,9871 -6,7352 -7,4739 -8,1564 -8,7331 -9,1640 -9,4084 -9,4135 -9,1290 -8,5453 -7,7159 -6,7329 -5,6841 -4,6346 -3,6284 -2,6831 -1,7793 -0,8614 0,1378 1,2553 2,4782 3,7620 5,0519 6,2847 7,3988 8,3603 9,1683 9,8283 10,3334 10,6770 10,8746 10,9591 10,9576 10,8843 10,7476 10,5584 10,3354 10,1083 9,9061 9,7336 9,5619 9,3487 9,0645 8,6954 8,2340 7,6822 7,0603 6,4012 5,7387 5,1066 4,5405 4,0733 3,7202 3,4580 3,2319 2,9933 2,7262 2,4450 2,1776 1,9471 1,7563 1,5909 1,4439 1,3268 1,2520 1,2049 1,1295 0,9410 0,5643 -0,0275 -0,7946 -1,6383 -2,4304 -3,0528 -3,4307 -3,5551 -3,4866 -3,3360 -3,2238 -3,2363 -3,3983 -3,6829 -4,0469 -4,4589 -4,8907 -5,2914 -5,5880 -5,7280 -5,7237 -5,6453 -5,5661 -5,5191 -5,4991 -5,4848 -5,4524 -5,3840 -5,2741 -5,1372 -5,0166 -4,9701 -5,0287 -5,1685 -5,3202 -5,4015 -5,3518 -5,1491 -4,8051 -4,3565 -3,8564 -3,3582 -2,9030 -2,5202 -2,2353 -2,0754 -2,0625 -2,1974 -2,4513 -2,7819 -3,1509 -3,5160 -3,8100 -3,9514 -3,8865 -3,6214 -3,2188 -2,7694 -2,3578 -2,0350 -1,8106 -1,6721 -1,6166 -1,6683 -1,8665 -2,2286 -2,7191 -3,2529 -3,7333 -4,0902 -4,2962 -4,3734 -4,3929 -4,4470 -4,6007 -4,8595 -5,1764 -5,4845 -5,7296 -5,8882 -5,9690 -6,0025 -6,0194 -6,0279 -6,0144 -5,9655 -5,8758 -5,7356 -5,5349 -5,2834 -5,0143 -4,7677 -4,5856 -4,5136 -4,5867 -4,8106 -5,1616 -5,6038 -6,1018 -6,6135 -7,0724 -7,3994 -7,5410 -7,4876 -7,2645 -6,9203 -6,5139 -6,1014 -5,7250 -5,4051 -5,1409 -4,9114 -4,6796 -4,4102 -4,0911 -3,7409 -3,4026 -3,1208 -2,9083 -2,7345 -2,5518 -2,3295 -2,0633 -1,7600 -1,4200 -1,0384 -0,6214 -0,1990 0,1827 0,4782 0,6558 0,7122 0,6843 0,6436 0,6668 0,8010 1,0435 1,3461 1,6434 1,8845 2,0425 2,1089 2,0945 2,0303 1,9546 1,8938 1,8527 1,8232 1,8063 1,8228 1,8956 2,0247 2,1868 2,3523 2,4902 2,5688 2,5689 2,5009 2,3970 2,2906 2,2032 2,1377 2,0789 2,0017 1,8831 1,7141 1,5079 1,2954 1,1113 0,9843 0,9287 0,9301 0,9454 0,9355 0,8977 0,8534 0,8151 0,7833 0,7634 0,7673 0,7987 0,8481 0,9028 0,9600 1,0277 1,1180 1,2416 1,4106 1,6422 1,9517 2,3343 2,7518 3,1395 3,4347 3,6130 3,6970 3,7292 3,7453 3,7689 3,8156 3,8940 4,0045 4,1368 4,2703 4,3792 4,4408 4,4439 4,3898 4,2841 4,1253 3,9063 3,6244 3,2850 2,9057 2,5182 2,1627 1,8731 1,6619 1,5156 1,4078 1,3153 1,2228 1,1208 1,0028 0,8686 0,7287 0,5986 0,4901 0,4037 0,3181 0,1914 -0,0140 -0,3019 -0,6373 -0,9653 -1,2355 -1,4126 -1,4742 -1,4122 -1,2453 -1,0152 -0,7592 -0,4881 -0,1832 0,1902 0,6534 1,1958 1,7929 2,4315 3,1039 3,7826 4,4075 4,8988 5,1899 5,2603 5,1506 4,9454 4,7266 4,5323 4,3587 4,1922 4,0321 3,8920 3,7854 3,7118 3,6548 3,5942 3,5155 3,4063 3,2511 3,0434 2,7996 2,5571 2,3509 2,1872 2,0491 1,9296 1,8446 1,8094 1,8206 1,8690 1,9601 2,1087 2,3184 2,5752 2,8599 3,1618 3,4797 3,8058 4,1075 4,3274 4,4062 4,3172 4,0880 3,7920 3,5259 3,3825 3,4179 3,6319 3,9884 4,4446 4,9521 5,4491 5,8610 6,1062 6,1049 5,7967 5,1619 4,2295 3,0653 1,7562 0,4058 -0,8743 -1,9850 -2,8555 -3,4374 -3,7019 -3,6550 -3,3480 -2,8564 -2,2430 -1,5407 -0,7592 0,1053 1,0543 2,0708 3,1212 4,1730 5,2074 6,2171 7,1957 8,1329 9,0191 9,8487 10,6171 11,3162 11,9375 12,4790 12,9392 13,2955 13,4959 13,4879 13,2655 12,8933 12,4728 12,0817 11,7420 11,4262 11,0714 10,6062 9,9994 9,2904 8,5654 7,9043 7,3493 6,9015 6,5293 6,1794 5,7983 5,3628 4,8930 4,4320 4,0145 3,6584 3,3620 3,1005 2,8402 2,5595 2,2466 1,8851 1,4570 0,9623 0,4342 -0,0625 -0,4530 -0,6894 -0,7693 -0,7096 -0,5169 -0,1955 0,2306 0,7130 1,1831 1,5691 1,8313 1,9822 2,0541 2,0518 1,9543 1,7566 1,4875 1,1897 0,8913 0,5964 0,2980 -0,0056 -0,3125 -0,6235 -0,9352 -1,2342 -1,5100 -1,7703 -2,0318 -2,3013 -2,5787 -2,8750 -3,2147 -3,6153 -4,0624 -4,5069 -4,8939 -5,1915 -5,3972 -5,5234 -5,5764 -5,5435 -5,3983 -5,1206 -4,7139 -4,2089 -3,6580
Fz    3,1242 2,1662 1,2165 0,3084 -0,5411 -1,3242 -2,0322 -2,6542 -3,1769 -3,5831 -3,8576 -3,9966 -4,0091 -3,9087 -3,7092 -3,4231 -3,0593 -2,6276 -2,1463 -1,6392 -1,1277 -0,6240 -0,1215 0,4078 0,9948 1,6475 2,3369 3,0007 3,5628 3,9602 4,1614 4,1670 3,9988 3,6867 3,2615 2,7564 2,2078 1,6504 1,1117 0,6182 0,1981 -0,1259 -0,3414 -0,4450 -0,4473 -0,3792 -0,2904 -0,2396 -0,2787 -0,4353 -0,7015 -1,0376 -1,3873 -1,6911 -1,8966 -1,9663 -1,8830 -1,6537 -1,3144 -0,9288 -0,5668 -0,2722 -0,0467 0,1399 0,3294 0,5539 0,8153 1,0769 1,2807 1,3806 1,3680 1,2719 1,1429 1,0369 1,0017 1,0683 1,2542 1,5649 1,9879 2,4953 3,0573 3,6490 4,2489 4,8362 5,3911 5,8936 6,3226 6,6595 6,8931 7,0229 7,0575 7,0181 6,9386 6,8558 6,7947 6,7622 6,7471 6,7201 6,6350 6,4322 6,0496 5,4460 4,6254 3,6366 2,5464 1,4112 0,2660 -0,8704 -1,9877 -3,0818 -4,1535 -5,1999 -6,2025 -7,1238 -7,9169 -8,5380 -8,9575 -9,1663 -9,1674 -8,9616 -8,5460 -7,9262 -7,1232 -6,1663 -5,0876 -3,9232 -2,7106 -1,4759 -0,2219 1,0687 2,4095 3,7915 5,1869 6,5546 7,8406 8,9890 9,9662 10,7686 11,4089 11,9027 12,2704 12,5457 12,7742 12,9980 13,2411 13,5067 13,7786 14,0251 14,2044 14,2769 14,2131 14,0006 13,6534 13,2152 12,7414 12,2706 11,8091 11,3362 10,8262 10,2729 9,6966 9,1320 8,6161 8,1829 7,8550 7,6369 7,5199 7,4915 7,5436 7,6744 7,8813 8,1516 8,4624 8,7906 9,1209 9,4405 9,7226 9,9167 9,9664 9,8413 9,5546 9,1551 8,7048 8,2588 7,8528 7,4946 7,1589 6,7948 6,3475 5,7827 5,1022 4,3442 3,5668 2,8245 2,1481 1,5393 0,9804 0,4516 -0,0574 -0,5449 -0,9984 -1,3971 -1,7190 -1,9556 -2,1161 -2,2183 -2,2759 -2,2967 -2,2894 -2,2659 -2,2381 -2,2092 -2,1622 -2,0584 -1,8538 -1,5225 -1,0648 -0,4992 0,1466 0,8419 1,5532 2,2415 2,8649 3,3836 3,7597 3,9607 3,9731 3,8122 3,5171 3,1401 2,7405 2,3817 2,1218 1,9959 2,0046 2,1175 2,2832 2,4413 2,5421 2,5642 2,5161 2,4191 2,2850 2,1055 1,8608 1,5404 1,1567 0,7439 0,3506 0,0239 -0,2155 -0,3879 -0,5380 -0,7019 -0,8854 -1,0688 -1,2309 -1,3656 -1,4837 -1,6028 -1,7344 -1,8715 -1,9853 -2,0378 -2,0024 -1,8726 -1,6600 -1,3898 -1,0959 -0,8111 -0,5616 -0,3705 -0,2598 -0,2457 -0,3295 -0,4928 -0,7043 -0,9332 -1,1519 -1,3301 -1,4429 -1,4859 -1,4736 -1,4227 -1,3467 -1,2613 -1,1840 -1,1285 -1,1027 -1,1098 -1,1472 -1,2058 -1,2690 -1,3145 -1,3204 -1,2752 -1,1843 -1,0649 -0,9343 -0,8023 -0,6705 -0,5317 -0,3700 -0,1645 0,0977 0,4088 0,7379 1,0422 1,2835 1,4417 1,5240 1,5670 1,6285 1,7680 2,0200 2,3773 2,7930 3,1993 3,5351 3,7664 3,8903 3,9287 3,9236 3,9304 4,0040 4,1793 4,4606 4,8228 5,2224 5,6097 5,9437 6,2077 6,4148 6,5927 6,7565 6,8969 6,9891 7,0040 6,9173 6,7210 6,4293 6,0749 5,7011 5,3508 5,0524 4,8136 4,6254 4,4756 4,3613 4,2893 4,2654 4,2890 4,3593 4,4801 4,6479 4,8409 5,0242 5,1622 5,2293 5,2178 5,1409 5,0304 4,9340 4,9007 4,9558 5,0884 5,2611 5,4324 5,5710 5,6591 5,6857 5,6397 5,5162 5,3282 5,1076 4,8927 4,7196 4,6193 4,6109 4,6956 4,8567 5,0683 5,3070 5,5558 5,7988 6,0136 6,1686 6,2298 6,1694 5,9690 5,6237 5,1537 4,6132 4,0808 3,6311 3,3057 3,1005 2,9729 2,8659 2,7314 2,5384 2,2721 1,9332 1,5400 1,1272 0,7351 0,3951 0,1233 -0,0802 -0,2301 -0,3443 -0,4289 -0,4715 -0,4499 -0,3455 -0,1535 0,1180 0,4523 0,8262 1,2146 1,6012 1,9872 2,3915 2,8378 3,3349 3,8709 4,4228 4,9664 5,4773 5,9320 6,3108 6,6028 6,8102 6,9497 7,0424 7,1003 7,1104 7,0351 6,8378 6,5171 6,1156 5,6978 5,3172 5,0005 4,7484 4,5474 4,3773 4,2106 4,0149 3,7673 3,4703 3,1533 2,8529 2,5873 2,3526 2,1425 1,9637 1,8292 1,7467 1,7196 1,7535 1,8578 2,0424 2,3125 2,6617 3,0720 3,5194 3,9765 4,4121 4,7947 5,1027 5,3318 5,4924 5,6044 5,6992 5,8174 5,9906 6,2224 6,4917 6,7669 7,0138 7,1949 7,2710 7,2043 6,9611 6,5193 5,8739 5,0377 4,0362 2,9093 1,7179 0,5401 -0,5470 -1,4789 -2,2081 -2,7103 -2,9921 -3,0841 -3,0164 -2,7993 -2,4241 -1,8747 -1,1346 -0,1960 0,9230 2,1673 3,4585 4,7197 5,8930 6,9464 7,8732 8,6865 9,4100 10,0695 10,6860 11,2695 11,8138 12,2935 12,6676 12,8902 12,9271 12,7756 12,4781 12,1091 11,7415 11,4202 11,1540 10,9182 10,6703 10,3758 10,0270 9,6434 9,2571 8,8947 8,5642 8,2535 7,9411 7,6135 7,2767 6,9510 6,6586 6,4155 6,2272 6,0804 5,9398 5,7655 5,5338 5,2418 4,8982 4,5174 4,1208 3,7408 3,4169 3,1865 3,0747 3,0902 3,2302 3,4886 3,8567 4,3169 4,8384 5,3757 5,8741 6,2863 6,5861 6,7634 6,8081 6,7109 6,4783 6,1332 5,6969 5,1786 4,5849 3,9330 3,2495 2,5570 1,8647 1,1731 0,4846 -0,1896 -0,8336 -1,4323 -1,9719 -2,4411 -2,8388 -3,1786 -3,4829 -3,7688 -4,0378 -4,2790 -4,4775 -4,6153 -4,6663 -4,5960 -4,3730 -3,9823 -3,4333 -2,7596 -2,0105 -1,2381
F3    0,6123 -0,0884 -0,7534 -1,3624 -1,9134 -2,4138 -2,8646 -3,2562 -3,5722 -3,7932 -3,9051 -3,9098 -3,8235 -3,6630 -3,4372 -3,1495 -2,8004 -2,3919 -1,9339 -1,4429 -0,9372 -0,4302 0,0817 0,6251 1,2314 1,9094 2,6277 3,3187 3,9025 4,3154 4,5264 4,5357 4,3650 4,0473 3,6183 3,1158 2,5802 2,0505 1,5566 1,1200 0,7567 0,4756 0,2776 0,1569 0,1011 0,0864 0,0791 0,0429 -0,0526 -0,2209 -0,4526 -0,7223 -1,0010 -1,2607 -1,4745 -1,6186 -1,6755 -1,6415 -1,5360 -1,4039 -1,2985 -1,2512 -1,2566 -1,2813 -1,2834 -1,2317 -1,1218 -0,9812 -0,8563 -0,7880 -0,7921 -0,8585 -0,9605 -1,0637 -1,1369 -1,1588 -1,1138 -0,9851 -0,7590 -0,4314 -0,0087 0,4910 1,0368 1,5888 2,1082 2,5666 2,9487 3,2502 3,4752 3,6328 3,7319 3,7829 3,8000 3,7937 3,7622 3,6929 3,5729 3,3947 3,1532 2,8353 2,4157 1,8698 1,1962 0,4200 -0,4235 -1,3035 -2,1953 -3,0786 -3,9391 -4,7707 -5,5753 -6,3521 -7,0854 -7,7426 -8,2861 -8,6834 -8,9137 -8,9714 -8,8575 -8,5665 -8,0868 -7,4197 -6,5894 -5,6336 -4,5929 -3,5077 -2,4104 -1,3138 -0,2038 0,9487 2,1608 3,4205 4,6947 5,9373 7,0906 8,0968 8,9229 9,5680 10,0486 10,3852 10,6028 10,7381 10,8363 10,9389 11,0724 11,2441 11,4438 11,6456 11,8125 11,9053 11,8899 11,7447 11,4708 11,0967 10,6667 10,2188 9,7679 9,3088 8,8319 8,3389 7,8441 7,3640 6,9102 6,4913 6,1127 5,7742 5,4743 5,2163 5,0106 4,8701 4,8022 4,8023 4,8553 4,9451 5,0599 5,1850 5,2902 5,3273 5,2438 5,0098 4,6356 4,1687 3,6738 3,2118 2,8265 2,5324 2,3083 2,1031 1,8572 1,5276 1,1054 0,6187 0,1154 -0,3640 -0,8034 -1,2095 -1,5964 -1,9697 -2,3248 -2,6552 -2,9584 -3,2326 -3,4750 -3,6879 -3,8795 -4,0551 -4,2105 -4,3373 -4,4357 -4,5211 -4,6179 -4,7403 -4,8752 -4,9797 -4,9997 -4,8939 -4,6442 -4,2528 -3,7401 -3,1442 -2,5176 -1,9192 -1,4052 -1,0222 -0,8068 -0,7836 -0,9526 -1,2807 -1,7091 -2,1707 -2,6004 -2,9393 -3,1397 -3,1769 -3,0575 -2,8160 -2,5048 -2,1814 -1,8916 -1,6599 -1,4910 -1,3789 -1,3200 -1,3212 -1,3917 -1,5254 -1,6948 -1,8595 -1,9777 -2,0190 -1,9823 -1,9057 -1,8475 -1,8507 -1,9191 -2,0222 -2,1245 -2,2084 -2,2778 -2,3467 -2,4242 -2,5008 -2,5473 -2,5316 -2,4377 -2,2682 -2,0356 -1,7584 -1,4613 -1,1713 -0,9171 -0,7320 -0,6488 -0,6823 -0,8179 -1,0171 -1,2401 -1,4638 -1,6805 -1,8815 -2,0545 -2,1964 -2,3125 -2,4048 -2,4724 -2,5189 -2,5502 -2,5681 -2,5692 -2,5503 -2,5114 -2,4550 -2,3830 -2,2949 -2,1877 -2,0629 -1,9312 -1,8049 -1,6851 -1,5595 -1,4140 -1,2430 -1,0462 -0,8207 -0,5624 -0,2800 -0,0029 0,2277 0,3768 0,4315 0,4093 0,3534 0,3187 0,3521 0,4752 0,6774 0,9202 1,1536 1,3382 1,4612 1,5344 1,5842 1,6427 1,7399 1,8938 2,1025 2,3502 2,6171 2,8828 3,1244 3,3210 3,4658 3,5737 3,6685 3,7608 3,8395 3,8832 3,8733 3,7996 3,6629 3,4754 3,2578 3,0349 2,8283 2,6484 2,4917 2,3473 2,2067 2,0711 1,9463 1,8330 1,7260 1,6267 1,5471 1,4971 1,4760 1,4789 1,5018 1,5385 1,5800 1,6223 1,6749 1,7670 1,9350 2,1970 2,5367 2,9139 3,2867 3,6272 3,9182 4,1407 4,2703 4,2901 4,2069 4,0513 3,8625 3,6794 3,5390 3,4685 3,4762 3,5504 3,6691 3,8095 3,9510 4,0780 4,1793 4,2457 4,2666 4,2262 4,1028 3,8784 3,5573 3,1772 2,8001 2,4839 2,2575 2,1118 2,0075 1,8940 1,7284 1,4871 1,1674 0,7804 0,3484 -0,0923 -0,4974 -0,8310 -1,0785 -1,2473 -1,3580 -1,4316 -1,4783 -1,4943 -1,4682 -1,3888 -1,2492 -1,0482 -0,7934 -0,5039 -0,2016 0,1021 0,4131 0,7485 1,1254 1,5495 2,0141 2,5094 3,0256 3,5457 4,0418 4,4798 4,8321 5,0879 5,2576 5,3651 5,4326 5,4625 5,4323 5,3162 5,1121 4,8482 4,5638 4,2873 4,0317 3,8015 3,5999 3,4259 3,2673 3,1023 2,9135 2,7008 2,4821 2,2790 2,0979 1,9308 1,7724 1,6310 1,5233 1,4647 1,4646 1,5242 1,6382 1,7977 1,9936 2,2169 2,4583 2,7071 2,9495 3,1666 3,3386 3,4560 3,5274 3,5735 3,6178 3,6866 3,8097 4,0072 4,2759 4,5911 4,9176 5,2155 5,4423 5,5574 5,5270 5,3278 4,9481 4,3896 3,6667 2,8043 1,8362 0,8114 -0,2071 -1,1549 -1,9773 -2,6325 -3,0944 -3,3589 -3,4410 -3,3599 -3,1260 -2,7420 -2,2095 -1,5287 -0,6999 0,2646 1,3299 2,4451 3,5603 4,6349 5,6392 6,5549 7,3763 8,1089 8,7653 9,3582 9,8929 10,3647 10,7595 11,0541 11,2188 11,2288 11,0841 10,8214 10,5000 10,1730 9,8697 9,5927 9,3212 9,0209 8,6663 8,2595 7,8271 7,3994 6,9908 6,5964 6,2014 5,7941 5,3780 4,9724 4,6024 4,2894 4,0496 3,8912 3,8029 3,7467 3,6720 3,5406 3,3371 3,0616 2,7210 2,3300 1,9146 1,5120 1,1618 0,8949 0,7261 0,6607 0,7053 0,8684 1,1493 1,5292 1,9670 2,4044 2,7832 3,0612 3,2112 3,2117 3,0521 2,7469 2,3321 1,8424 1,2976 0,7080 0,0883 -0,5377 -1,1455 -1,7202 -2,2572 -2,7557 -3,2117 -3,6208 -3,9838 -4,3066 -4,5967 -4,8664 -5,1353 -5,4222 -5,7304 -6,0392 -6,3130 -6,5171 -6,6240 -6,6128 -6,4683 -6,1830 -5,7589 -5,2100 -4,5648 -3,8627 -3,1421
F7    -1,1802 -1,5094 -1,8150 -2,0972 -2,3600 -2,6060 -2,8289 -3,0160 -3,1527 -3,2218 -3,2088 -3,1139 -2,9548 -2,7508 -2,5081 -2,2221 -1,8859 -1,4986 -1,0694 -0,6122 -0,1425 0,3255 0,7874 1,2576 1,7585 2,2938 2,8327 3,3181 3,6923 3,9190 3,9886 3,9112 3,7076 3,4013 3,0119 2,5578 2,0647 1,5686 1,1089 0,7179 0,4145 0,2020 0,0712 0,0047 -0,0220 -0,0400 -0,0811 -0,1694 -0,3185 -0,5303 -0,7968 -1,1035 -1,4324 -1,7589 -2,0533 -2,2887 -2,4502 -2,5395 -2,5781 -2,6018 -2,6419 -2,7052 -2,7731 -2,8165 -2,8103 -2,7387 -2,6025 -2,4253 -2,2502 -2,1191 -2,0546 -2,0591 -2,1229 -2,2286 -2,3529 -2,4674 -2,5365 -2,5255 -2,4164 -2,2118 -1,9301 -1,6022 -1,2701 -0,9754 -0,7412 -0,5641 -0,4244 -0,3052 -0,2024 -0,1206 -0,0649 -0,0314 -0,0077 0,0145 0,0257 0,0016 -0,0839 -0,2459 -0,4855 -0,7972 -1,1812 -1,6423 -2,1751 -2,7580 -3,3662 -3,9857 -4,6140 -5,2505 -5,8910 -6,5286 -7,1551 -7,7564 -8,3084 -8,7821 -9,1523 -9,4007 -9,5177 -9,5029 -9,3555 -9,0628 -8,6028 -7,9675 -7,1796 -6,2851 -5,3354 -4,3760 -3,4382 -2,5309 -1,6357 -0,7211 0,2311 1,2104 2,1875 3,1283 3,9987 4,7718 5,4401 6,0146 6,5060 6,9082 7,2041 7,3851 7,4650 7,4744 7,4453 7,4019 7,3590 7,3191 7,2719 7,1969 7,0660 6,8524 6,5500 6,1872 5,8165 5,4859 5,2195 5,0169 4,8641 4,7440 4,6397 4,5312 4,3986 4,2318 4,0322 3,8034 3,5440 3,2491 2,9199 2,5703 2,2221 1,8924 1,5885 1,3129 1,0699 0,8623 0,6808 0,4957 0,2652 -0,0402 -0,4156 -0,8229 -1,2122 -1,5418 -1,7875 -1,9465 -2,0409 -2,1131 -2,2120 -2,3795 -2,6365 -2,9736 -3,3587 -3,7597 -4,1578 -4,5441 -4,9111 -5,2480 -5,5437 -5,7940 -6,0034 -6,1819 -6,3427 -6,5036 -6,6843 -6,8962 -7,1357 -7,3867 -7,6297 -7,8522 -8,0521 -8,2291 -8,3712 -8,4485 -8,4259 -8,2845 -8,0277 -7,6681 -7,2177 -6,6945 -6,1312 -5,5756 -5,0802 -4,6904 -4,4407 -4,3513 -4,4179 -4,6061 -4,8606 -5,1214 -5,3353 -5,4599 -5,4659 -5,3476 -5,1302 -4,8581 -4,5770 -4,3219 -4,1127 -3,9547 -3,8383 -3,7420 -3,6442 -3,5366 -3,4223 -3,3096 -3,2072 -3,1189 -3,0318 -2,9193 -2,7669 -2,5957 -2,4531 -2,3795 -2,3812 -2,4307 -2,4904 -2,5365 -2,5645 -2,5787 -2,5826 -2,5741 -2,5450 -2,4890 -2,4095 -2,3153 -2,2131 -2,1108 -2,0231 -1,9678 -1,9562 -1,9890 -2,0606 -2,1620 -2,2834 -2,4161 -2,5565 -2,7072 -2,8691 -3,0293 -3,1683 -3,2766 -3,3556 -3,4050 -3,4223 -3,4092 -3,3677 -3,2918 -3,1708 -3,0024 -2,7991 -2,5827 -2,3767 -2,1973 -2,0490 -1,9265 -1,8229 -1,7284 -1,6244 -1,4860 -1,2992 -1,0703 -0,8172 -0,5522 -0,2754 0,0140 0,3012 0,5508 0,7231 0,7975 0,7851 0,7206 0,6435 0,5841 0,5573 0,5582 0,5647 0,5500 0,4989 0,4147 0,3147 0,2219 0,1582 0,1375 0,1608 0,2169 0,2935 0,3855 0,4884 0,5871 0,6537 0,6614 0,6029 0,4931 0,3533 0,1996 0,0445 -0,1023 -0,2417 -0,3845 -0,5433 -0,7217 -0,9083 -1,0830 -1,2315 -1,3545 -1,4636 -1,5693 -1,6716 -1,7651 -1,8522 -1,9490 -2,0732 -2,2296 -2,4124 -2,6117 -2,8094 -2,9777 -3,0899 -3,1307 -3,1005 -3,0129 -2,8826 -2,7154 -2,5092 -2,2641 -1,9870 -1,6887 -1,3815 -1,0849 -0,8304 -0,6509 -0,5621 -0,5516 -0,5899 -0,6491 -0,7086 -0,7494 -0,7525 -0,7094 -0,6320 -0,5474 -0,4790 -0,4342 -0,4057 -0,3827 -0,3625 -0,3521 -0,3651 -0,4215 -0,5432 -0,7380 -0,9859 -1,2462 -1,4791 -1,6613 -1,7927 -1,8973 -2,0111 -2,1593 -2,3404 -2,5325 -2,7134 -2,8704 -2,9934 -3,0729 -3,1080 -3,1105 -3,1023 -3,1089 -3,1474 -3,2177 -3,3055 -3,3914 -3,4552 -3,4762 -3,4376 -3,3376 -3,1975 -3,0527 -2,9314 -2,8395 -2,7597 -2,6602 -2,5109 -2,2959 -2,0110 -1,6595 -1,2534 -0,8172 -0,3858 0,0055 0,3350 0,5999 0,8117 0,9860 1,1257 1,2117 1,2175 1,1365 0,9919 0,8183 0,6417 0,4749 0,3231 0,1902 0,0789 -0,0150 -0,1022 -0,1901 -0,2743 -0,3416 -0,3835 -0,4094 -0,4390 -0,4813 -0,5264 -0,5565 -0,5566 -0,5164 -0,4318 -0,3059 -0,1483 0,0247 0,1927 0,3408 0,4687 0,5861 0,6956 0,7851 0,8374 0,8444 0,8070 0,7325 0,6412 0,5697 0,5529 0,6044 0,7173 0,8740 1,0496 1,2106 1,3182 1,3353 1,2310 0,9833 0,5843 0,0442 -0,6146 -1,3628 -2,1623 -2,9622 -3,7046 -4,3369 -4,8197 -5,1292 -5,2589 -5,2173 -5,0201 -4,6825 -4,2207 -3,6505 -2,9795 -2,2074 -1,3434 -0,4204 0,5160 1,4313 2,3152 3,1734 4,0119 4,8269 5,6052 6,3279 6,9725 7,5191 7,9581 8,2900 8,5163 8,6308 8,6200 8,4774 8,2192 7,8842 7,5194 7,1667 6,8521 6,5775 6,3256 6,0774 5,8244 5,5668 5,3030 5,0215 4,7031 4,3301 3,8955 3,4102 2,9024 2,4078 1,9613 1,5933 1,3241 1,1508 1,0405 0,9437 0,8224 0,6679 0,4951 0,3236 0,1636 0,0168 -0,1162 -0,2342 -0,3389 -0,4338 -0,5152 -0,5671 -0,5673 -0,4977 -0,3506 -0,1330 0,1281 0,3910 0,6106 0,7448 0,7555 0,6187 0,3398 -0,0507 -0,5178 -1,0375 -1,5936 -2,1679 -2,7379 -3,2862 -3,8060 -4,2967 -4,7530 -5,1615 -5,5073 -5,7840 -5,9952 -6,1524 -6,2752 -6,3883 -6,5145 -6,6663 -6,8395 -7,0165 -7,1769 -7,3044 -7,3826 -7,3911 -7,3078 -7,1147 -6,8050 -6,3910 -5,9020 -5,3663
