Fp1   1,1536 1,1906 1,0397 0,7027 0,2421 -0,2499 -0,6884 -1,0166 -1,2059 -1,2449 -1,1455 -0,9639 -0,8002 -0,7522 -0,8589 -1,0894 -1,3760 -1,6534 -1,8802 -2,0417 -2,1316 -2,1253 -1,9704 -1,6156 -1,0537 -0,3476 0,3811 1,0038 1,4476 1,7146 1,8446 1,8692 1,8020 1,6522 1,4346 1,1783 0,9314 0,7473 0,6645 0,6902 0,7863 0,8760 0,8849 0,7802 0,5822 0,3536 0,1665 0,0576 0,0177 0,0162 0,0156 -0,0277 -0,1404 -0,3001 -0,4390 -0,4934 -0,4486 -0,3352 -0,1958 -0,0646 0,0441 0,1421 0,2561 0,3994 0,5545 0,6760 0,7115 0,6348 0,4695 0,2849 0,1650 0,1678 0,3007 0,5290 0,8114 1,1279 1,4775 1,8603 2,2559 2,6156 2,8847 3,0312 3,0603 3,0134 2,9487 2,9115 2,9114 2,9193 2,8796 2,7262 2,4053 1,9212 1,3715 0,9194 0,6988 0,7262 0,9054 1,1128 1,2733 1,3735 1,4303 1,4571 1,4564 1,4304 1,3901 1,3421 1,2665 1,1192 0,8618 0,4814 -0,0101 -0,5838 -1,2073 -1,8560 -2,5084 -3,1314 -3,6783 -4,0989 -4,3601 -4,4692 -4,4658 -4,3810 -4,2155 -3,9479 -3,5454 -2,9915 -2,3302 -1,6630 -1,0877 -0,6573 -0,3883 -0,2817 -0,3231 -0,4759 -0,6935 -0,9425 -1,2030 -1,4549 -1,6721 -1,8321 -1,9312 -1,9888 -2,0363 -2,0986 -2,1747 -2,2334 -2,2398 -2,1820 -2,0717 -1,9298 -1,7738 -1,6084 -1,4221 -1,1955 -0,9151 -0,5789 -0,1839 0,2835 0,8369 1,4699 2,1401 2,7690 3,2755 3,6172 3,7951 3,8312 3,7514 3,5813 3,3519 3,1020 2,8671 2,6726 2,5294 2,4269 2,3410 2,2497 2,1342 1,9762 1,7643 1,4970 1,1819 0,8413 0,5146 0,2475 0,0762 0,0212 0,0832 0,2287 0,3822 0,4557 0,4054 0,2530 0,0468 -0,1866 -0,4508 -0,7574 -1,1060 -1,4871 -1,8932 -2,3231 -2,7765 -3,2389 -3,6731 -4,0347 -4,2928 -4,4340 -4,4612 -4,4015 -4,3039 -4,2090 -4,1241 -4,0299 -3,9020 -3,7282 -3,5221 -3,3182 -3,1470 -3,0202 -2,9428 -2,9300 -2,9988 -3,1413 -3,3166 -3,4700 -3,5473 -3,5003 -3,3041 -2,9759 -2,5732 -2,1771 -1,8721 -1,7185 -1,7281 -1,8615 -2,0470 -2,2108 -2,3023 -2,2985 -2,1954 -2,0098 -1,7918 -1,6277 -1,6088 -1,7790 -2,1163 -2,5586 -3,0323 -3,4776 -3,8663 -4,1924 -4,4443 -4,5903 -4,5897 -4,4157 -4,0757 -3,6153 -3,1042 -2,6085 -2,1699 -1,8052 -1,5137 -1,2868 -1,1073 -0,9460 -0,7726 -0,5659 -0,3210 -0,0722 0,1072 0,1466 0,0208 -0,2401 -0,5718 -0,9055 -1,1817 -1,3642 -1,4611 -1,5222 -1,6059 -1,7483 -1,9573 -2,2215 -2,5207 -2,8325 -3,1333 -3,3896 -3,5561 -3,5991 -3,5311 -3,4177 -3,3363 -3,3183 -3,3284 -3,2973 -3,1753 -2,9691 -2,7389 -2,5598 -2,4790 -2,4999 -2,5900 -2,6998 -2,7880 -2,8386 -2,8507 -2,8148 -2,7167 -2,5586 -2,3642 -2,1747 -2,0457 -2,0322 -2,1603 -2,4109 -2,7270 -3,0383 -3,2825 -3,4128 -3,3998 -3,2358 -2,9445 -2,5762 -2,1868 -1,8168 -1,4830 -1,1781 -0,8739 -0,5290 -0,1069 0,3896 0,8938 1,3065 1,5623 1,6612 1,6517 1,5975 1,5466 1,5272 1,5646 1,6778 1,8502 2,0263 2,1498 2,2031 2,2116 2,2131 2,2342 2,2957 2,4159 2,5921 2,7951 2,9819 3,1049 3,1302 3,0674 2,9699 2,8949 2,8703 2,8848 2,8926 2,8396 2,7024 2,5081 2,3202 2,2040 2,1980 2,2994 2,4635 2,6260 2,7408 2,7966 2,8043 2,7833 2,7635 2,7788 2,8518 2,9919 3,1975 3,4495 3,7125 3,9475 4,1253 4,2396 4,3095 4,3664 4,4344 4,5162 4,5961 4,6495 4,6436 4,5416 4,3280 4,0273 3,6867 3,3441 3,0191 2,7259 2,4756 2,2588 2,0441 1,8137 1,5964 1,4579 1,4621 1,6360 1,9517 2,3377 2,7173 3,0399 3,2879 3,4706 3,6082 3,7087 3,7587 3,7440 3,6758 3,5855 3,5031 3,4472 3,4303 3,4585 3,5264 3,6226 3,7342 3,8478 3,9532 4,0464 4,1243 4,1858 4,2413 4,3148 4,4312 4,6008 4,8204 5,0746 5,3252 5,5088 5,5569 5,4306 5,1489 4,7776 4,3842 4,0003 3,6311 3,2906 3,0183 2,8629 2,8441 2,9242 3,0292 3,0955 3,0979 3,0494 2,9840 2,9426 2,9604 3,0460 3,1729 3,3019 3,4146 3,5360 3,7216 4,0096 4,3891 4,8217 5,2670 5,6786 6,0087 6,2306 6,3465 6,3816 6,3772 6,3779 6,4138 6,4845 6,5516 6,5490 6,4178 6,1491 5,7849 5,3720 4,9267 4,4440 3,9226 3,3777 2,8375 2,3273 1,8587 1,4322 1,0460 0,7000 0,3882 0,0900 -0,2176 -0,5404 -0,8695 -1,1943 -1,4890 -1,7016 -1,7871 -1,7471 -1,6303 -1,4990 -1,3895 -1,2942 -1,1797 -1,0212 -0,8129 -0,5554 -0,2590 0,0439 0,3112 0,5119 0,6315 0,6742 0,6700 0,6719 0,7351 0,8871 1,1168 1,3997 1,7125 2,0121 2,2366 2,3433 2,3269 2,2100 2,0310 1,8383 1,6850 1,6072 1,5929 1,5907 1,5574 1,4909 1,4301 1,4303 1,5248 1,7097 1,9637 2,2666 2,5867 2,8690 3,0711 3,2025 3,3057 3,4116 3,5308 3,6649 3,8042 3,9208 3,9780 3,9508 3,8345 3,6346 3,3683 3,0784 2,8185 2,6047 2,3984 2,1425 1,8019 1,3839 0,9458 0,5744 0,3293 0,2026 0,1355 0,0626 -0,0690 -0,3051 -0,6819 -1,2052 -1,8282 -2,4535 -2,9642 -3,2727 -3,3564 -3,2625 -3,0800 -2,9023 -2,8068 -2,8441 -3,0269 -3,3341 -3,7259 -4,1429 -4,5133 -4,7809 -4,9176 -4,9142 -4,7718 -4,4964 -4,0992 -3,6062 -3,0643 -2,5316 -2,0545 -1,6440 -1,2785
Fz    0,7698 0,7243 0,5391 0,2172 -0,1930 -0,6238 -1,0150 -1,3275 -1,5394 -1,6429 -1,6536 -1,6236 -1,6295 -1,7316 -1,9365 -2,1968 -2,4435 -2,6216 -2,7042 -2,6875 -2,5768 -2,3706 -2,0511 -1,5942 -0,9958 -0,2951 0,4226 1,0547 1,5287 1,8283 1,9787 2,0162 1,9757 1,8915 1,7935 1,7047 1,6445 1,6260 1,6529 1,7166 1,7865 1,8159 1,7679 1,6314 1,4202 1,1722 0,9362 0,7451 0,6022 0,4912 0,3851 0,2512 0,0729 -0,1230 -0,2750 -0,3345 -0,3029 -0,2174 -0,1149 -0,0138 0,0898 0,2199 0,4025 0,6404 0,9036 1,1396 1,2937 1,3365 1,2856 1,1975 1,1334 1,1315 1,1988 1,3229 1,4916 1,7013 1,9496 2,2222 2,4813 2,6691 2,7334 2,6561 2,4676 2,2396 2,0526 1,9570 1,9563 2,0138 2,0663 2,0443 1,9013 1,6446 1,3460 1,1107 1,0137 1,0500 1,1514 1,2473 1,3054 1,3257 1,3178 1,2908 1,2570 1,2287 1,2059 1,1642 1,0564 0,8368 0,4896 0,0316 -0,5026 -1,0739 -1,6465 -2,1956 -2,7088 -3,1796 -3,5956 -3,9328 -4,1699 -4,3105 -4,3756 -4,3740 -4,2965 -4,1293 -3,8512 -3,4403 -2,9106 -2,3257 -1,7631 -1,2809 -0,9153 -0,6903 -0,6140 -0,6685 -0,8148 -1,0136 -1,2351 -1,4547 -1,6476 -1,7894 -1,8631 -1,8685 -1,8292 -1,7847 -1,7627 -1,7602 -1,7565 -1,7369 -1,7019 -1,6612 -1,6213 -1,5704 -1,4766 -1,3033 -1,0296 -0,6605 -0,2172 0,2853 0,8473 1,4655 2,1054 2,7010 3,1928 3,5612 3,8207 3,9944 4,1008 4,1563 4,1813 4,1951 4,2063 4,2174 4,2289 4,2307 4,1981 4,1025 3,9233 3,6548 3,3031 2,8801 2,4059 1,9154 1,4535 1,0626 0,7734 0,6030 0,5489 0,5793 0,6335 0,6470 0,5872 0,4650 0,3075 0,1278 -0,0829 -0,3395 -0,6456 -0,9910 -1,3602 -1,7395 -2,1185 -2,4833 -2,8107 -3,0743 -3,2535 -3,3357 -3,3176 -3,2122 -3,0475 -2,8527 -2,6490 -2,4489 -2,2559 -2,0701 -1,9046 -1,7846 -1,7236 -1,7119 -1,7323 -1,7799 -1,8623 -1,9823 -2,1237 -2,2510 -2,3158 -2,2706 -2,0921 -1,7981 -1,4451 -1,1100 -0,8671 -0,7611 -0,7870 -0,8949 -1,0170 -1,0984 -1,1157 -1,0778 -1,0088 -0,9374 -0,9003 -0,9480 -1,1244 -1,4370 -1,8539 -2,3249 -2,7918 -3,1973 -3,5023 -3,6949 -3,7788 -3,7577 -3,6269 -3,3778 -3,0159 -2,5744 -2,1078 -1,6694 -1,2952 -1,0004 -0,7797 -0,6123 -0,4669 -0,3103 -0,1229 0,0898 0,3020 0,4763 0,5724 0,5604 0,4302 0,1930 -0,1263 -0,4941 -0,8614 -1,1701 -1,3868 -1,5268 -1,6382 -1,7664 -1,9353 -2,1522 -2,4145 -2,7088 -3,0074 -3,2692 -3,4506 -3,5281 -3,5196 -3,4837 -3,4844 -3,5469 -3,6434 -3,7193 -3,7308 -3,6683 -3,5593 -3,4521 -3,3880 -3,3842 -3,4351 -3,5231 -3,6291 -3,7382 -3,8355 -3,8985 -3,9026 -3,8377 -3,7158 -3,5691 -3,4464 -3,3978 -3,4480 -3,5762 -3,7268 -3,8389 -3,8670 -3,7881 -3,6039 -3,3410 -3,0447 -2,7654 -2,5340 -2,3422 -2,1483 -1,9071 -1,5969 -1,2194 -0,7889 -0,3350 0,0881 0,4174 0,6201 0,7135 0,7485 0,7804 0,8466 0,9595 1,1171 1,3095 1,5108 1,6802 1,7852 1,8284 1,8476 1,8888 1,9799 2,1301 2,3363 2,5779 2,8165 3,0086 3,1165 3,1195 3,0278 2,8773 2,7076 2,5457 2,4002 2,2566 2,0873 1,8784 1,6506 1,4561 1,3537 1,3811 1,5401 1,7995 2,1114 2,4298 2,7181 2,9491 3,1120 3,2206 3,3037 3,3863 3,4845 3,6031 3,7303 3,8431 3,9179 3,9374 3,9009 3,8284 3,7502 3,6934 3,6705 3,6759 3,6900 3,6814 3,6143 3,4696 3,2571 2,9991 2,7129 2,4145 2,1291 1,8802 1,6698 1,4796 1,3005 1,1540 1,0830 1,1237 1,2809 1,5175 1,7715 1,9935 2,1674 2,3033 2,4207 2,5353 2,6497 2,7552 2,8465 2,9347 3,0396 3,1692 3,3129 3,4593 3,6079 3,7588 3,9012 4,0180 4,1015 4,1601 4,2094 4,2594 4,3128 4,3716 4,4404 4,5246 4,6274 4,7546 4,9114 5,0796 5,2060 5,2244 5,0967 4,8374 4,5007 4,1385 3,7721 3,4026 3,0429 2,7292 2,5108 2,4247 2,4712 2,6115 2,7913 2,9680 3,1172 3,2246 3,2845 3,3059 3,3071 3,3038 3,3103 3,3505 3,4611 3,6739 3,9852 4,3526 4,7300 5,0920 5,4183 5,6840 5,8709 5,9759 6,0151 6,0215 6,0325 6,0729 6,1453 6,2322 6,2989 6,3077 6,2440 6,1234 5,9626 5,7535 5,4712 5,0969 4,6330 4,1031 3,5399 2,9738 2,4291 1,9231 1,4659 1,0556 0,6743 0,2967 -0,0963 -0,5154 -0,9573 -1,3867 -1,7379 -1,9550 -2,0304 -2,0034 -1,9307 -1,8500 -1,7610 -1,6414 -1,4747 -1,2558 -0,9809 -0,6544 -0,3020 0,0363 0,3237 0,5322 0,6469 0,6826 0,6883 0,7228 0,8225 0,9895 1,2113 1,4732 1,7463 1,9853 2,1497 2,2222 2,2091 2,1308 2,0122 1,8803 1,7533 1,6245 1,4711 1,2872 1,1012 0,9668 0,9350 1,0232 1,2095 1,4582 1,7464 2,0550 2,3491 2,5955 2,7985 2,9937 3,2157 3,4813 3,7853 4,0984 4,3727 4,5617 4,6455 4,6314 4,5295 4,3441 4,0950 3,8229 3,5574 3,2903 2,9891 2,6266 2,2015 1,7448 1,3014 0,9001 0,5409 0,2088 -0,1171 -0,4684 -0,8840 -1,3897 -1,9733 -2,5772 -3,1113 -3,4890 -3,6659 -3,6574 -3,5286 -3,3642 -3,2432 -3,2300 -3,3667 -3,6587 -4,0760 -4,5613 -5,0339 -5,4127 -5,6580 -5,7804 -5,8087 -5,7575 -5,6162 -5,3641 -4,9975 -4,5396 -4,0251 -3,4845 -2,9361 -2,3865
F3    1,5627 1,6286 1,5152 1,2174 0,7900 0,3179 -0,1233 -0,4884 -0,7559 -0,9145 -0,9706 -0,9685 -0,9852 -1,0926 -1,3186 -1,6347 -1,9762 -2,2744 -2,4839 -2,5885 -2,5812 -2,4435 -2,1475 -1,6733 -1,0311 -0,2797 0,4785 1,1363 1,6289 1,9494 2,1197 2,1514 2,0464 1,8292 1,5569 1,2966 1,1014 0,9992 0,9914 1,0506 1,1151 1,1095 0,9876 0,7444 0,3995 -0,0014 -0,3874 -0,6962 -0,9020 -1,0053 -1,0284 -1,0201 -1,0258 -1,0417 -1,0194 -0,9200 -0,7546 -0,5603 -0,3568 -0,1472 0,0610 0,2576 0,4405 0,6129 0,7655 0,8598 0,8410 0,6855 0,4404 0,2123 0,1107 0,1903 0,4299 0,7617 1,1213 1,4702 1,7906 2,0832 2,3535 2,5828 2,7284 2,7568 2,6765 2,5399 2,4122 2,3346 2,3123 2,3220 2,3174 2,2377 2,0393 1,7395 1,4282 1,2239 1,1968 1,3160 1,4762 1,5808 1,6023 1,5779 1,5616 1,5834 1,6444 1,7261 1,7957 1,8067 1,7055 1,4524 1,0492 0,5404 -0,0145 -0,5685 -1,0980 -1,6023 -2,0869 -2,5377 -2,9132 -3,1628 -3,2571 -3,2098 -3,0664 -2,8707 -2,6519 -2,4265 -2,1833 -1,8867 -1,5272 -1,1447 -0,7883 -0,4852 -0,2498 -0,0990 -0,0507 -0,1112 -0,2741 -0,5263 -0,8441 -1,1866 -1,5019 -1,7450 -1,8976 -1,9735 -2,0039 -2,0143 -2,0071 -1,9627 -1,8624 -1,7040 -1,5021 -1,2852 -1,0799 -0,8845 -0,6584 -0,3506 0,0580 0,5431 1,0667 1,6044 2,1425 2,6630 3,1323 3,5101 3,7768 3,9440 4,0321 4,0502 4,0014 3,8995 3,7789 3,6862 3,6579 3,7040 3,8031 3,9081 3,9714 3,9661 3,8824 3,7175 3,4722 3,1504 2,7691 2,3716 2,0173 1,7556 1,6137 1,5964 1,6834 1,8188 1,9129 1,8796 1,6919 1,3923 1,0452 0,6903 0,3387 -0,0095 -0,3530 -0,6886 -1,0153 -1,3387 -1,6729 -2,0278 -2,3867 -2,7019 -2,9163 -2,9950 -2,9404 -2,7866 -2,5841 -2,3739 -2,1725 -1,9791 -1,7931 -1,6279 -1,5133 -1,4731 -1,4988 -1,5568 -1,6216 -1,6960 -1,8061 -1,9767 -2,2008 -2,4262 -2,5667 -2,5387 -2,3068 -1,9039 -1,4139 -0,9394 -0,5731 -0,3688 -0,3254 -0,4001 -0,5296 -0,6498 -0,7206 -0,7331 -0,6921 -0,6073 -0,5060 -0,4402 -0,4591 -0,5720 -0,7531 -0,9733 -1,2098 -1,4440 -1,6673 -1,8776 -2,0638 -2,2050 -2,2814 -2,2773 -2,1774 -1,9780 -1,7021 -1,3881 -1,0693 -0,7676 -0,4913 -0,2368 0,0099 0,2721 0,5608 0,8567 1,1177 1,2924 1,3398 1,2542 1,0595 0,7849 0,4527 0,0853 -0,2772 -0,5762 -0,7698 -0,8661 -0,9160 -0,9812 -1,1145 -1,3471 -1,6770 -2,0705 -2,4817 -2,8622 -3,1569 -3,3162 -3,3284 -3,2382 -3,1179 -3,0148 -2,9224 -2,7994 -2,6142 -2,3792 -2,1472 -1,9801 -1,9119 -1,9320 -2,0037 -2,0960 -2,1945 -2,2906 -2,3689 -2,4043 -2,3737 -2,2734 -2,1244 -1,9675 -1,8531 -1,8228 -1,8923 -2,0420 -2,2201 -2,3577 -2,3974 -2,3181 -2,1352 -1,8824 -1,6047 -1,3523 -1,1546 -1,0040 -0,8723 -0,7362 -0,5798 -0,3774 -0,0921 0,2896 0,7219 1,1185 1,4152 1,6072 1,7357 1,8501 1,9728 2,0955 2,2079 2,3118 2,4048 2,4742 2,5115 2,5257 2,5410 2,5812 2,6606 2,7916 2,9795 3,2023 3,4171 3,5839 3,6694 3,6529 3,5519 3,4228 3,3219 3,2748 3,2763 3,2960 3,2940 3,2485 3,1690 3,0871 3,0413 3,0616 3,1552 3,3008 3,4609 3,6021 3,7061 3,7645 3,7764 3,7566 3,7341 3,7389 3,7914 3,8986 4,0504 4,2234 4,3885 4,5181 4,6017 4,6567 4,7120 4,7788 4,8401 4,8717 4,8577 4,7832 4,6306 4,3983 4,1156 3,8248 3,5529 3,3077 3,0899 2,8959 2,7086 2,5082 2,2995 2,1193 2,0167 2,0311 2,1785 2,4398 2,7660 3,1040 3,4163 3,6870 3,9197 4,1236 4,2894 4,3811 4,3672 4,2646 4,1363 4,0413 3,9988 3,9990 4,0260 4,0703 4,1327 4,2202 4,3343 4,4618 4,5798 4,6710 4,7357 4,7945 4,8847 5,0434 5,2834 5,5897 5,9254 6,2311 6,4333 6,4705 6,3207 6,0164 5,6267 5,2151 4,8102 4,4184 4,0533 3,7458 3,5359 3,4521 3,4858 3,5899 3,7076 3,8038 3,8716 3,9122 3,9223 3,9055 3,8792 3,8634 3,8716 3,9179 4,0306 4,2461 4,5764 4,9926 5,4507 5,9150 6,3482 6,7078 6,9574 7,0776 7,0759 6,9912 6,8804 6,7939 6,7528 6,7370 6,6941 6,5775 6,3833 6,1441 5,8887 5,6186 5,3189 4,9780 4,5992 4,1997 3,7960 3,3951 2,9969 2,6058 2,2409 1,9217 1,6442 1,3864 1,1325 0,8742 0,6027 0,3214 0,0549 -0,1638 -0,3096 -0,3753 -0,3730 -0,3204 -0,2265 -0,0971 0,0548 0,2222 0,4192 0,6615 0,9398 1,2301 1,5115 1,7624 1,9644 2,1211 2,2601 2,4141 2,5997 2,8108 3,0369 3,2717 3,4946 3,6683 3,7650 3,7804 3,7268 3,6249 3,5014 3,3900 3,3114 3,2440 3,1349 2,9468 2,6966 2,4565 2,3111 2,2996 2,4019 2,5766 2,7975 3,0431 3,2680 3,4233 3,5052 3,5565 3,6292 3,7625 3,9721 4,2346 4,4856 4,6510 4,6895 4,6000 4,4001 4,1170 3,7939 3,4744 3,1683 2,8537 2,5132 2,1491 1,7757 1,4184 1,1094 0,8692 0,6974 0,5827 0,5051 0,4200 0,2542 -0,0704 -0,5941 -1,2792 -2,0053 -2,6240 -3,0280 -3,1814 -3,1183 -2,9241 -2,6985 -2,5263 -2,4669 -2,5483 -2,7667 -3,0919 -3,4633 -3,8033 -4,0543 -4,1966 -4,2330 -4,1652 -3,9789 -3,6536 -3,1971 -2,6637 -2,1310 -1,6562 -1,2417 -0,8433
F7    0,5575 0,6762 0,6615 0,5169 0,2741 -0,0125 -0,2783 -0,4814 -0,6228 -0,7325 -0,8374 -0,9491 -1,0827 -1,2576 -1,4711 -1,6894 -1,8622 -1,9398 -1,8927 -1,7313 -1,5050 -1,2566 -0,9752 -0,6135 -0,1434 0,4062 0,9464 1,3736 1,6408 1,7688 1,7892 1,7158 1,5769 1,4238 1,2869 1,1522 0,9904 0,8025 0,6335 0,5307 0,4900 0,4548 0,3657 0,1977 -0,0284 -0,2428 -0,3506 -0,2958 -0,1068 0,1267 0,3147 0,4069 0,3969 0,3106 0,1868 0,0492 -0,0991 -0,2511 -0,3843 -0,4706 -0,4881 -0,4297 -0,3088 -0,1591 -0,0272 0,0443 0,0396 -0,0188 -0,0888 -0,1418 -0,1640 -0,1412 -0,0675 0,0441 0,1796 0,3460 0,5662 0,8508 1,1632 1,4326 1,6215 1,7565 1,8766 1,9866 2,0714 2,1276 2,1549 2,1328 2,0346 1,8519 1,5876 1,2568 0,9177 0,6757 0,6249 0,7757 1,0391 1,2795 1,4006 1,3942 1,3136 1,2136 1,1152 1,0138 0,9109 0,8142 0,7081 0,5549 0,3236 0,0010 -0,4113 -0,8980 -1,4293 -1,9551 -2,4060 -2,7152 -2,8557 -2,8564 -2,7845 -2,7190 -2,7225 -2,8058 -2,9210 -2,9892 -2,9338 -2,7233 -2,3985 -2,0398 -1,7102 -1,4437 -1,2651 -1,1925 -1,2154 -1,2947 -1,3931 -1,4976 -1,6095 -1,7282 -1,8502 -1,9807 -2,1369 -2,3296 -2,5453 -2,7501 -2,8980 -2,9425 -2,8683 -2,7102 -2,5278 -2,3638 -2,2203 -2,0744 -1,9139 -1,7438 -1,5723 -1,4096 -1,2610 -1,1074 -0,9123 -0,6488 -0,3202 0,0368 0,3757 0,6683 0,9052 1,0852 1,2100 1,2786 1,2904 1,2567 1,1982 1,1355 1,0803 1,0291 0,9729 0,9098 0,8348 0,7353 0,6037 0,4439 0,2587 0,0386 -0,2251 -0,5183 -0,8072 -1,0561 -1,2388 -1,3470 -1,4016 -1,4446 -1,4995 -1,5517 -1,5774 -1,5773 -1,5860 -1,6531 -1,8100 -2,0525 -2,3556 -2,6986 -3,0724 -3,4625 -3,8371 -4,1591 -4,4036 -4,5574 -4,6122 -4,5724 -4,4577 -4,2874 -4,0714 -3,8217 -3,5568 -3,2947 -3,0613 -2,9052 -2,8719 -2,9503 -3,0802 -3,2178 -3,3493 -3,4427 -3,4378 -3,2992 -3,0487 -2,7372 -2,4049 -2,0770 -1,7814 -1,5524 -1,4176 -1,3891 -1,4670 -1,6351 -1,8584 -2,1044 -2,3563 -2,5930 -2,7707 -2,8440 -2,8070 -2,7119 -2,6400 -2,6449 -2,7297 -2,8641 -3,0021 -3,1003 -3,1506 -3,1839 -3,2308 -3,2950 -3,3570 -3,3831 -3,3469 -3,2546 -3,1366 -3,0116 -2,8612 -2,6458 -2,3517 -2,0177 -1,7062 -1,4627 -1,3086 -1,2400 -1,2218 -1,2059 -1,1668 -1,1279 -1,1414 -1,2400 -1,4195 -1,6471 -1,8666 -2,0296 -2,1389 -2,2304 -2,3197 -2,3936 -2,4430 -2,4883 -2,5730 -2,7395 -2,9997 -3,3052 -3,5543 -3,6545 -3,5953 -3,4574 -3,3448 -3,3075 -3,3244 -3,3364 -3,2834 -3,1356 -2,9158 -2,6870 -2,5147 -2,4460 -2,4951 -2,6259 -2,7756 -2,9034 -2,9956 -3,0506 -3,0858 -3,1306 -3,1918 -3,2544 -3,3152 -3,3842 -3,4563 -3,5037 -3,4999 -3,4463 -3,3744 -3,3165 -3,2753 -3,2326 -3,1866 -3,1522 -3,1200 -3,0469 -2,8965 -2,6605 -2,3414 -1,9502 -1,5241 -1,1218 -0,8021 -0,6039 -0,5272 -0,5296 -0,5442 -0,5113 -0,4085 -0,2473 -0,0459 0,1813 0,4108 0,6068 0,7399 0,7968 0,7766 0,6925 0,5740 0,4613 0,4024 0,4377 0,5741 0,7801 1,0058 1,2039 1,3418 1,4098 1,4203 1,3895 1,3204 1,2031 1,0295 0,8103 0,5876 0,4260 0,3729 0,4376 0,6075 0,8569 1,1442 1,4234 1,6627 1,8508 1,9916 2,0984 2,1796 2,2256 2,2235 2,1787 2,1114 2,0447 1,9953 1,9624 1,9364 1,9163 1,9136 1,9469 2,0369 2,1981 2,4265 2,6911 2,9358 3,0966 3,1282 3,0192 2,7904 2,4927 2,1986 1,9736 1,8415 1,7791 1,7487 1,7375 1,7644 1,8460 1,9652 2,0740 2,1263 2,1211 2,1119 2,1585 2,2826 2,4693 2,6851 2,8917 3,0584 3,1631 3,1885 3,1319 3,0144 2,8742 2,7483 2,6565 2,6046 2,5928 2,6153 2,6569 2,7016 2,7447 2,7906 2,8443 2,9094 2,9851 3,0656 3,1532 3,2617 3,4027 3,5724 3,7400 3,8496 3,8522 3,7408 3,5481 3,3125 3,0590 2,8101 2,6008 2,4746 2,4484 2,4800 2,4991 2,4647 2,3818 2,2842 2,2195 2,2391 2,3782 2,6244 2,9194 3,2023 3,4420 3,6374 3,7977 3,9170 3,9738 3,9698 3,9476 3,9527 3,9989 4,0732 4,1543 4,2343 4,3287 4,4548 4,6074 4,7625 4,8924 4,9766 5,0042 4,9663 4,8456 4,6124 4,2429 3,7497 3,1830 2,6020 2,0533 1,5594 1,1181 0,7211 0,3785 0,1173 -0,0480 -0,1351 -0,1828 -0,2312 -0,3108 -0,4359 -0,5947 -0,7510 -0,8696 -0,9488 -1,0171 -1,0968 -1,1811 -1,2401 -1,2363 -1,1365 -0,9180 -0,5788 -0,1497 0,3119 0,7442 1,0890 1,2950 1,3433 1,2683 1,1500 1,0761 1,0947 1,1977 1,3520 1,5220 1,6638 1,7327 1,7011 1,5668 1,3650 1,1632 1,0231 0,9669 0,9807 1,0335 1,0895 1,1227 1,1334 1,1496 1,2033 1,3011 1,4282 1,5799 1,7659 1,9803 2,1907 2,3712 2,5271 2,6776 2,8331 3,0010 3,1920 3,4034 3,6089 3,7698 3,8511 3,8296 3,7043 3,5091 3,3084 3,1519 3,0293 2,8854 2,6704 2,3645 1,9799 1,5568 1,1483 0,8043 0,5454 0,3431 0,1422 -0,0964 -0,3827 -0,7114 -1,0673 -1,4137 -1,6956 -1,8625 -1,8920 -1,8075 -1,6656 -1,5210 -1,4191 -1,4096 -1,5301 -1,7754 -2,1092 -2,4910 -2,8705 -3,1803 -3,3554 -3,3551 -3,1704 -2,8251 -2,3769 -1,9079 -1,4913 -1,1555 -0,8754 -0,6017 -0,3068 -0,0104
