Fp1   -0,7633 0,0763 0,8778 1,4189 1,5168 1,1616 0,5497 -0,0490 -0,4640 -0,6752 -0,7418 -0,7248 -0,6734 -0,6417 -0,6724 -0,7631 -0,8722 -0,9515 -0,9583 -0,8568 -0,6407 -0,3625 -0,1198 0,0067 -0,0061 -0,1320 -0,3146 -0,4801 -0,5643 -0,5405 -0,4223 -0,2393 -0,0122 0,2392 0,4574 0,5555 0,5036 0,3878 0,3479 0,4659 0,7240 1,0378 1,2946 1,3846 1,2445 0,8851 0,3748 -0,1847 -0,6751 -1,0087 -1,1941 -1,3363 -1,5397 -1,8137 -2,0617 -2,1444 -1,9608 -1,4917 -0,7761 0,1360 1,1862 2,2817 3,3001 4,1176 4,6254 4,7503 4,4901 3,9205 3,1458 2,2396 1,2345 0,1708 -0,8310 -1,5455 -1,7358 -1,3016 -0,3201 1,0383 2,5736 4,0482 5,1975 5,8080 5,7945 5,2036 4,1741 2,9105 1,6540 0,6157 -0,0994 -0,5035 -0,6488 -0,5507 -0,2025 0,3546 1,0077 1,6250 2,1195 2,4656 2,6697 2,7327 2,6341 2,3542 1,9083 1,3499 0,7397 0,1216 -0,4754 -1,0160 -1,4366 -1,6550 -1,6205 -1,3570 -0,9465 -0,4576 0,0954 0,7055 1,3028 1,7562 1,9428 1,8154 1,4255 0,9005 0,4051 0,1112 0,1635 0,6259 1,4351 2,4065 3,3131 3,9967 4,4292 4,6922 4,9061 5,1584 5,4674 5,7877 6,0572 6,2565 6,4331 6,6632 6,9762 7,3098 7,5401 7,5557 7,3061 6,7916 6,0367 5,1127 4,1703 3,3990 2,9373 2,8265 3,0311 3,4713 4,0410 4,6218 5,0993 5,3831 5,4274 5,2349 4,8537 4,3871 3,9974 3,8637 4,0960 4,6557 5,3489 5,9191 6,1837 6,1166 5,8312 5,4979 5,2504 5,1218 5,0501 4,9558 4,8094 4,6297 4,4514 4,3168 4,2675 4,3146 4,4176 4,5090 4,5586 4,6262 4,8179 5,1765 5,6348 6,0687 6,3681 6,4779 6,4227 6,3185 6,3407 6,6256 7,1682 7,8160 8,3667 8,6836 8,7589 8,6799 8,5173 8,2433 7,7662 7,0329 6,0876 5,0542 4,0844 3,3111 2,8217 2,6486 2,7658 3,0873 3,4900 3,8697 4,1785 4,3948 4,4759 4,3685 4,0541 3,5526 2,8812 2,0425 1,0753 0,1024 -0,6933 -1,1450 -1,1691 -0,7976 -0,1573 0,5942 1,3327 1,9905 2,5359 2,9429 3,2000 3,3483 3,4735 3,6253 3,7577 3,7662 3,5720 3,1780 2,6805 2,2375 1,9975 2,0352 2,3405 2,8416 3,4244 3,9426 4,2327 4,1568 3,6671 2,8482 1,9024 1,0866 0,6252 0,6415 1,1454 2,0623 3,2555 4,5457 5,7434 6,6754 7,2025 7,2480 6,8239 6,0373 5,0709 4,1241 3,3355 2,7420 2,3072 1,9786 1,7204 1,5256 1,4086 1,3691 1,3762 1,3914 1,3817 1,3312 1,2773 1,3271 1,5975 2,1262 2,8469 3,6365 4,3665 4,9244 5,2181 5,1755 4,7512 3,9447 2,8128 1,4709 0,0891 -1,1281 -1,9948 -2,4065 -2,3635 -1,9328 -1,1884 -0,1811 1,0404 2,3891 3,7242 4,8780 5,6963 6,0611 5,9070 5,2479 4,1886 2,9083 1,6363 0,6208 0,0716 0,0928 0,6393 1,5355 2,5658 3,5756 4,4999 5,3141 5,9793 6,4467 6,7024 6,7907 6,7919 6,7856 6,8219 6,8901 6,9050 6,7436 6,3124 5,6037 4,7221 3,8589 3,2105 2,9015 2,9742 3,4191 4,1855 5,1715 6,2234 7,1428 7,6969 7,6691 6,9641 5,7060 4,2220 2,8916 1,9805 1,5946 1,7213 2,2440 2,9372 3,5161 3,7318 3,4700 2,8120 2,0081 1,3565 1,0515 1,0898 1,3023 1,4730 1,4319 1,1116 0,6037 0,1401 -0,0664 0,0089 0,1912 0,2350 -0,0188 -0,5431 -1,1437 -1,5729 -1,6352 -1,2367 -0,4088 0,6945 1,8527 2,8683 3,6329 4,1442 4,4773 4,7212 4,9036 4,9652 4,8234 4,4858 4,1059 3,9029 4,0109 4,3988 4,9119 5,3796 5,7059 5,8928 5,9963 6,0736 6,1710 6,3264 6,5449 6,7666 6,8777 6,7578 6,3322 5,6058 4,6679 3,6619 2,7540 2,1146 1,8704 2,0292 2,4516 2,9115 3,2041 3,2247 2,9641 2,4564 1,7706 1,0482 0,4934 0,2902 0,5192 1,1342 1,9971 2,9306 3,7577 4,3405 4,6225 4,6347 4,4444 4,1019 3,6500 3,1693 2,7842 2,6198 2,7547 3,1896 3,8342 4,5475 5,2044 5,7267 6,0639 6,1710 6,0213 5,6303 5,0620 4,4267 3,8595 3,4662 3,2802 3,2662 3,3518 3,4579 3,5196 3,5039 3,4217 3,3178 3,2397 3,2070 3,2120 3,2487 3,3284 3,4650 3,6616 3,9007 4,1355 4,3062 4,3760 4,3454 4,2357 4,0619 3,8305 3,5685 3,3592 3,3322 3,5831 4,0796 4,6657 5,1523 5,3830 5,2519 4,7309 3,9048 2,9727 2,1778 1,6959 1,5832 1,8142 2,3199 2,9826 3,6578 4,2493 4,7433 5,1452 5,4077 5,4442 5,1957 4,6737 3,9590 3,1755 2,4626 1,9479 1,7202 1,8202 2,2415 2,9180 3,7167 4,4668 5,0160 5,2892 5,3297 5,2890 5,3432 5,5798 5,9465 6,2946 6,4588 6,3340 5,9358 5,3950 4,8779 4,5157 4,3891 4,5222 4,8720 5,3451 5,8364 6,2449 6,4776 6,4828 6,2855 5,9716 5,6304 5,3132 5,0440 4,8427 4,7028 4,5560 4,2967 3,8621 3,3054 2,7951 2,5297 2,6275 3,0684 3,7248 4,4370 5,0780 5,5791 5,9187 6,1003 6,1316 5,9955 5,6465 5,0463 4,2042 3,1935 2,1567 1,2936 0,8017 0,7854 1,2026 1,9064 2,7271 3,5108 4,1185 4,4359 4,4058 4,0668 3,5559 3,0277 2,5568 2,1395 1,7781 1,5172 1,3825 1,3141 1,1894 0,9085 0,4640 -0,0576 -0,5356 -0,8804 -1,0571 -1,0597 -0,8717 -0,4603 0,1813 0,9785 1,7707 2,3881 2,7426
Fz    -0,7540 -0,6910 -0,5577 -0,3676 -0,1689 0,0015 0,1377 0,2450 0,3203 0,3583 0,3738 0,4077 0,5056 0,6866 0,9271 1,1797 1,4030 1,5637 1,6175 1,5151 1,2397 0,8326 0,3809 -0,0226 -0,3168 -0,4866 -0,5509 -0,5344 -0,4511 -0,3119 -0,1370 0,0475 0,2153 0,3377 0,3850 0,3379 0,2036 0,0189 -0,1698 -0,3341 -0,4724 -0,5958 -0,7074 -0,8036 -0,8907 -0,9867 -1,1047 -1,2304 -1,3123 -1,2833 -1,1047 -0,7867 -0,3685 0,1059 0,5843 0,9920 1,2444 1,2901 1,1544 0,9390 0,7714 0,7363 0,8488 1,0736 1,3523 1,6250 1,8551 2,0403 2,1990 2,3602 2,5659 2,8620 3,2678 3,7517 4,2342 4,6258 4,8738 4,9789 4,9732 4,8946 4,7707 4,6088 4,3997 4,1345 3,8173 3,4666 3,1073 2,7652 2,4652 2,2296 2,0802 2,0314 2,0764 2,1748 2,2538 2,2336 2,0694 1,7736 1,4018 1,0205 0,6784 0,3994 0,1931 0,0622 0,0031 0,0084 0,0663 0,1539 0,2401 0,2978 0,3062 0,2483 0,1300 0,0142 0,0141 0,2374 0,7362 1,4904 2,4165 3,3966 4,3103 5,0544 5,5612 5,8188 5,8739 5,8178 5,7593 5,7802 5,9017 6,0988 6,3414 6,6091 6,8813 7,1374 7,3730 7,6045 7,8515 8,1220 8,4112 8,6986 8,9456 9,1053 9,1384 9,0298 8,7988 8,4931 8,1659 7,8513 7,5565 7,2763 7,0126 6,7764 6,5726 6,3844 6,1754 5,9086 5,5706 5,1809 4,7792 4,4095 4,1088 3,9038 3,8153 3,8552 4,0065 4,2158 4,4245 4,6181 4,8451 5,1834 5,6829 6,3298 7,0493 7,7368 8,3012 8,6987 8,9330 9,0267 8,9991 8,8772 8,7143 8,5846 8,5607 8,6878 8,9683 9,3637 9,8169 10,2781 10,7182 11,1164 11,4374 11,6313 11,6686 11,5685 11,3841 11,1665 10,9466 10,7335 10,5290 10,3509 10,2374 10,2215 10,3015 10,4365 10,5683 10,6490 10,6635 10,6361 10,6071 10,5897 10,5508 10,4295 10,1656 9,7144 9,0561 8,2096 7,2384 6,2329 5,2815 4,4552 3,8061 3,3666 3,1527 3,1599 3,3429 3,6070 3,8335 3,9261 3,8421 3,5983 3,2612 2,9260 2,6801 2,5739 2,6074 2,7378 2,9126 3,1040 3,3065 3,5109 3,7018 3,8804 4,0720 4,3012 4,5655 4,8397 5,0931 5,2966 5,4304 5,5029 5,5549 5,6367 5,7833 6,0052 6,2937 6,6319 7,0017 7,3891 7,7832 8,1596 8,4670 8,6438 8,6479 8,4738 8,1511 7,7356 7,2969 6,9089 6,6385 6,5279 6,5792 6,7557 7,0000 7,2528 7,4509 7,5232 7,4142 7,1239 6,7201 6,3043 5,9645 5,7499 5,6673 5,6895 5,7760 5,8966 6,0384 6,1914 6,3370 6,4545 6,5228 6,5156 6,4076 6,1905 5,8760 5,4842 5,0360 4,5639 4,1246 3,7903 3,6170 3,6152 3,7483 3,9583 4,1884 4,3854 4,5053 4,5287 4,4678 4,3591 4,2520 4,1941 4,2141 4,3042 4,4149 4,4830 4,4773 4,4142 4,3406 4,3180 4,4152 4,6861 5,1364 5,7084 6,3039 6,8318 7,2479 7,5580 7,7888 7,9610 8,0898 8,1934 8,2858 8,3609 8,3885 8,3320 8,1846 7,9929 7,8369 7,7792 7,8292 7,9440 8,0583 8,1236 8,1204 8,0385 7,8640 7,5964 7,2708 6,9541 6,7119 6,5732 6,5347 6,5933 6,7570 7,0217 7,3454 7,6586 7,9052 8,0704 8,1677 8,2148 8,2260 8,2059 8,1424 8,0181 7,8314 7,6045 7,3713 7,1633 7,0026 6,9025 6,8691 6,9023 6,9956 7,1390 7,3240 7,5445 7,7915 8,0437 8,2623 8,4007 8,4241 8,3180 8,0909 7,7829 7,4701 7,2494 7,2047 7,3783 7,7601 8,2836 8,8323 9,2758 9,5267 9,5700 9,4449 9,2175 8,9643 8,7452 8,5728 8,4219 8,2787 8,1758 8,1756 8,3187 8,5878 8,9104 9,1874 9,3287 9,2787 9,0219 8,5819 8,0231 7,4431 6,9515 6,6319 6,5012 6,5037 6,5550 6,6002 6,6380 6,7047 6,8436 7,0768 7,3853 7,7130 7,9878 8,1455 8,1520 8,0189 7,7966 7,5435 7,2999 7,0853 6,9110 6,7871 6,7189 6,6968 6,6862 6,6352 6,5051 6,3017 6,0827 5,9280 5,8909 5,9737 6,1407 6,3360 6,4945 6,5647 6,5396 6,4602 6,3861 6,3622 6,3980 6,4641 6,5143 6,5167 6,4693 6,3950 6,3242 6,2778 6,2554 6,2377 6,2024 6,1384 6,0534 5,9741 5,9382 5,9795 6,1125 6,3193 6,5526 6,7547 6,8805 6,9090 6,8469 6,7309 6,6191 6,5656 6,5930 6,6828 6,7828 6,8306 6,7933 6,7017 6,6371 6,6743 6,8317 7,0685 7,3169 7,5125 7,6109 7,5946 7,4665 7,2431 6,9583 6,6664 6,4278 6,2825 6,2289 6,2287 6,2428 6,2681 6,3332 6,4570 6,6226 6,7941 6,9456 7,0662 7,1435 7,1470 7,0375 6,7996 6,4709 6,1379 5,8999 5,8286 5,9478 6,2354 6,6425 7,1153 7,6013 8,0386 8,3562 8,4969 8,4450 8,2360 7,9456 7,6617 7,4507 7,3382 7,3102 7,3227 7,3228 7,2750 7,1785 7,0628 6,9739 6,9523 7,0131 7,1376 7,2819 7,3933 7,4319 7,3869 7,2784 7,1423 7,0039 6,8619 6,7011 6,5180 6,3297 6,1581 6,0208 5,9384 5,9390 6,0395 6,2211 6,4251 6,5807 6,6435 6,6047 6,4762 6,2797 6,0493 5,8256 5,6353 5,4766 5,3307 5,1823 5,0205 4,8349 4,6199 4,3753 4,1038 3,8163 3,5345 3,2763 3,0445 2,8334 2,6327 2,4281 2,2139 2,0145 1,8845 1,8749 1,9934 2,1987 2,4241 2,6072 2,7086 2,7153 2,6332 2,4769 2,2648 2,0183 1,7670 1,5465
F3    0,4628 0,1838 -0,0882 -0,2998 -0,4312 -0,4827 -0,4612 -0,3758 -0,2355 -0,0498 0,1744 0,4366 0,7409 1,0859 1,4507 1,7971 2,0896 2,3022 2,4013 2,3373 2,0760 1,6434 1,1373 0,6804 0,3565 0,1806 0,1160 0,1126 0,1351 0,1646 0,1843 0,1720 0,1074 -0,0139 -0,1721 -0,3315 -0,4604 -0,5522 -0,6359 -0,7651 -0,9863 -1,3036 -1,6612 -1,9681 -2,1499 -2,1812 -2,0810 -1,8863 -1,6280 -1,3274 -1,0088 -0,7008 -0,4223 -0,1762 0,0362 0,1923 0,2469 0,1721 -0,0036 -0,1993 -0,3282 -0,3448 -0,2553 -0,0931 0,1064 0,3166 0,5239 0,7262 0,9257 1,1341 1,3872 1,7318 2,1806 2,6780 3,1179 3,4071 3,5158 3,4782 3,3585 3,2261 3,1339 3,0931 3,0687 3,0077 2,8707 2,6442 2,3412 2,0033 1,6904 1,4576 1,3338 1,3094 1,3401 1,3636 1,3175 1,1573 0,8779 0,5215 0,1569 -0,1499 -0,3509 -0,4161 -0,3373 -0,1384 0,1294 0,4041 0,6209 0,7161 0,6494 0,4246 0,0808 -0,3314 -0,7541 -1,1119 -1,3156 -1,2795 -0,9418 -0,2896 0,6207 1,6795 2,7662 3,7741 4,6196 5,2469 5,6342 5,8057 5,8323 5,7923 5,7265 5,6400 5,5324 5,4087 5,2727 5,1348 5,0357 5,0403 5,1942 5,4868 5,8584 6,2314 6,5412 6,7515 6,8531 6,8583 6,7990 6,7205 6,6649 6,6464 6,6384 6,5921 6,4730 6,2750 5,9963 5,6178 5,1175 4,5022 3,8206 3,1460 2,5520 2,0974 1,8211 1,7371 1,8330 2,0720 2,3932 2,7229 3,0129 3,2761 3,5787 3,9958 4,5635 5,2562 5,9940 6,6758 7,2191 7,5866 7,7870 7,8510 7,8064 7,6821 7,5245 7,3996 7,3791 7,5154 7,8149 8,2326 8,7004 9,1655 9,6023 9,9956 10,3205 10,5415 10,6336 10,6007 10,4660 10,2523 9,9791 9,6640 9,3260 8,9967 8,7197 8,5341 8,4597 8,4923 8,6061 8,7630 8,9273 9,0830 9,2335 9,3726 9,4552 9,4039 9,1429 8,6230 7,8331 6,8093 5,6399 4,4489 3,3595 2,4571 1,7785 1,3341 1,1417 1,2222 1,5502 2,0186 2,4664 2,7423 2,7492 2,4618 1,9383 1,3099 0,7290 0,3111 0,1064 0,1029 0,2504 0,4846 0,7420 0,9754 1,1768 1,3857 1,6631 2,0466 2,5181 3,0073 3,4253 3,7021 3,8159 3,8082 3,7639 3,7734 3,9087 4,2136 4,6903 5,2926 5,9373 6,5354 7,0281 7,3899 7,6031 7,6416 7,4815 7,1235 6,6147 6,0516 5,5545 5,2347 5,1644 5,3483 5,7150 6,1480 6,5444 6,8563 7,0762 7,1943 7,1880 7,0508 6,8133 6,5318 6,2596 6,0293 5,8537 5,7369 5,6765 5,6549 5,6388 5,5891 5,4816 5,3174 5,1091 4,8626 4,5858 4,3047 4,0553 3,8608 3,7243 3,6378 3,5899 3,5688 3,5628 3,5595 3,5416 3,4941 3,4096 3,2771 3,0795 2,8138 2,5097 2,2246 2,0263 1,9705 2,0831 2,3473 2,7055 3,0859 3,4413 3,7577 4,0354 4,2804 4,5141 4,7671 5,0520 5,3427 5,5892 5,7600 5,8746 5,9840 6,1198 6,2682 6,3938 6,4758 6,5175 6,5301 6,5184 6,4852 6,4462 6,4332 6,4737 6,5651 6,6691 6,7250 6,6766 6,5012 6,2149 5,8538 5,4596 5,0834 4,7891 4,6423 4,6805 4,8839 5,1821 5,4990 5,7862 6,0200 6,1858 6,2751 6,3005 6,3043 6,3419 6,4491 6,6158 6,7768 6,8383 6,7338 6,4700 6,1276 5,8202 5,6477 5,6613 5,8412 6,1050 6,3522 6,5196 6,6090 6,6709 6,7557 6,8780 7,0180 7,1386 7,1950 7,1414 6,9449 6,6035 6,1632 5,7189 5,3843 5,2450 5,3340 5,6432 6,1424 6,7776 7,4567 8,0430 8,3815 8,3589 7,9666 7,3105 6,5517 5,8321 5,2441 4,8456 4,6802 4,7725 5,0984 5,5711 6,0687 6,4814 6,7466 6,8552 6,8284 6,6939 6,4848 6,2497 6,0480 5,9222 5,8673 5,8303 5,7520 5,6165 5,4596 5,3395 5,3127 5,4231 5,6818 6,0460 6,4221 6,6999 6,7942 6,6753 6,3768 5,9794 5,5743 5,2303 4,9856 4,8540 4,8303 4,8949 5,0109 5,1216 5,1680 5,1217 5,0036 4,8675 4,7583 4,6846 4,6286 4,5677 4,4838 4,3698 4,2393 4,1270 4,0709 4,0909 4,1761 4,2848 4,3620 4,3686 4,3012 4,1906 4,0886 4,0501 4,1078 4,2587 4,4736 4,7088 4,9128 5,0441 5,0935 5,0841 5,0472 4,9974 4,9231 4,7929 4,5789 4,2883 3,9733 3,7144 3,5858 3,6195 3,7869 4,0164 4,2277 4,3626 4,4114 4,4319 4,5335 4,8207 5,3258 5,9745 6,6081 7,0535 7,2004 7,0328 6,6101 6,0359 5,4349 4,9252 4,5845 4,4276 4,4087 4,4501 4,4871 4,5062 4,5396 4,6220 4,7587 4,9354 5,1397 5,3626 5,5805 5,7393 5,7694 5,6326 5,3591 5,0405 4,7871 4,6820 4,7470 4,9299 5,1327 5,2706 5,3212 5,3233 5,3293 5,3561 5,3765 5,3544 5,2814 5,1781 5,0706 4,9728 4,8819 4,7794 4,6482 4,4925 4,3348 4,1956 4,0819 3,9931 3,9275 3,8793 3,8357 3,7906 3,7625 3,7908 3,9108 4,1237 4,3823 4,6080 4,7339 4,7364 4,6344 4,4681 4,2816 4,1160 4,0022 3,9503 3,9470 3,9680 3,9994 4,0463 4,1159 4,2004 4,2774 4,3200 4,2984 4,1790 3,9371 3,5786 3,1493 2,7187 2,3502 2,0806 1,9124 1,8219 1,7808 1,7757 1,8076 1,8740 1,9536 2,0011 1,9605 1,8011 1,5542 1,3104 1,1664 1,1666 1,2870 1,4620 1,6236 1,7236 1,7312 1,6235 1,3827 1,0033 0,5074 -0,0391 -0,5430
F7    -0,0480 0,3517 0,6575 0,8938 1,0690 1,1896 1,2584 1,2511 1,1239 0,8640 0,5262 0,2134 0,0177 -0,0340 0,0179 0,1138 0,2126 0,2872 0,3205 0,3296 0,3768 0,5265 0,7816 1,0595 1,2282 1,1778 0,8796 0,4009 -0,1242 -0,5548 -0,8065 -0,8712 -0,7938 -0,6517 -0,5469 -0,5751 -0,7733 -1,0939 -1,4233 -1,6294 -1,6178 -1,3755 -0,9698 -0,5181 -0,1529 0,0168 -0,0637 -0,3797 -0,8416 -1,3003 -1,6018 -1,6480 -1,4193 -0,9716 -0,4280 0,0545 0,3485 0,3952 0,2001 -0,1710 -0,5958 -0,9312 -1,0683 -0,9753 -0,7097 -0,3780 -0,0692 0,1808 0,3877 0,6010 0,8723 1,2219 1,6314 2,0576 2,4468 2,7499 2,9297 2,9484 2,7645 2,3561 1,7400 0,9847 0,2210 -0,3794 -0,6553 -0,5163 0,0038 0,7417 1,4709 1,9981 2,2351 2,2079 2,0112 1,7505 1,4955 1,2585 1,0171 0,7557 0,4802 0,2097 -0,0355 -0,2490 -0,4400 -0,6184 -0,7801 -0,9021 -0,9438 -0,8701 -0,6847 -0,4301 -0,1603 0,0747 0,2434 0,3540 0,4494 0,5710 0,7281 0,8966 1,0375 1,1141 1,0951 0,9559 0,6924 0,3443 -0,0025 -0,2445 -0,2910 -0,0743 0,4372 1,2179 2,1865 3,2378 4,2676 5,1775 5,8864 6,3579 6,6072 6,6738 6,5883 6,3614 6,0074 5,5798 5,1755 4,8845 4,7161 4,5802 4,3508 3,9510 3,3885 2,7428 2,1342 1,6741 1,4170 1,3595 1,4785 1,7489 2,1443 2,6449 3,2350 3,8831 4,5245 5,0683 5,4378 5,5993 5,5486 5,2962 4,8853 4,4031 3,9552 3,6242 3,4488 3,4336 3,5595 3,7901 4,0952 4,4720 4,9260 5,4329 5,9244 6,3138 6,5412 6,6008 6,5292 6,3730 6,1676 5,9437 5,7421 5,6166 5,6136 5,7396 5,9498 6,1802 6,3871 6,5584 6,6965 6,8034 6,8872 6,9725 7,0882 7,2324 7,3564 7,4008 7,3431 7,1898 6,9331 6,5440 6,0216 5,4373 4,9044 4,5010 4,2371 4,0805 3,9814 3,8910 3,7922 3,7069 3,6500 3,5755 3,3893 3,0308 2,5243 1,9400 1,3245 0,6827 0,0186 -0,6193 -1,1422 -1,4632 -1,5295 -1,3301 -0,9126 -0,3951 0,0862 0,4628 0,7475 0,9679 1,1174 1,1815 1,1873 1,2052 1,2982 1,4800 1,7157 1,9419 2,0994 2,1699 2,1802 2,1637 2,1340 2,1000 2,0850 2,1204 2,2364 2,4528 2,7615 3,1230 3,4933 3,8472 4,1715 4,4515 4,6733 4,8355 4,9644 5,1071 5,2863 5,4616 5,5501 5,4908 5,2905 5,0165 4,7591 4,6019 4,5969 4,7301 4,9057 4,9843 4,8561 4,5014 3,9998 3,4790 3,0508 2,7919 2,7468 2,9104 3,2076 3,5131 3,7058 3,7163 3,5464 3,2571 2,9294 2,6213 2,3484 2,1027 1,8801 1,6735 1,4456 1,1429 0,7589 0,3680 0,0788 -0,0446 -0,0194 0,0884 0,2230 0,3741 0,5704 0,8453 1,2047 1,6161 2,0086 2,2903 2,3880 2,2843 2,0226 1,6946 1,4224 1,3283 1,4965 1,9490 2,6454 3,4969 4,3812 5,1555 5,6770 5,8489 5,6741 5,2722 4,8359 4,5491 4,5194 4,7615 5,2191 5,7868 6,3187 6,6506 6,6646 6,3656 5,8818 5,3734 4,9509 4,6685 4,5533 4,6084 4,7940 5,0252 5,2052 5,2712 5,2238 5,1187 5,0208 4,9719 5,0014 5,1348 5,3648 5,6237 5,7991 5,7897 5,5538 5,1130 4,5340 3,9188 3,3896 3,0588 2,9934 3,1905 3,5809 4,0610 4,5272 4,9010 5,1386 5,2286 5,1861 5,0471 4,8523 4,6257 4,3895 4,1969 4,1096 4,1266 4,1635 4,1217 3,9751 3,7969 3,7082 3,7936 4,0592 4,4533 4,9032 5,3320 5,6597 5,8028 5,7012 5,3821 4,9961 4,7573 4,8192 5,1991 5,8032 6,4943 7,1323 7,5977 7,8196 7,7865 7,5310 7,1108 6,5881 6,0088 5,4015 4,7990 4,2564 3,8447 3,6185 3,5876 3,7256 3,9931 4,3347 4,6764 4,9646 5,1979 5,3888 5,5075 5,4950 5,3257 5,0320 4,6641 4,2485 3,7959 3,3289 2,8894 2,5306 2,3044 2,2463 2,3715 2,6780 3,1405 3,7002 4,2734 4,7711 5,1145 5,2568 5,2030 4,9966 4,6927 4,3480 4,0209 3,7764 3,6861 3,7991 4,0957 4,4870 4,8641 5,1370 5,2486 5,1867 4,9881 4,7198 4,4533 4,2434 4,1010 3,9827 3,8330 3,6303 3,3804 3,0865 2,7442 2,3624 1,9916 1,7266 1,6639 1,8454 2,2346 2,7416 3,2743 3,7689 4,1828 4,4824 4,6487 4,6869 4,6245 4,5056 4,3756 4,2478 4,0941 3,8777 3,5799 3,1941 2,7245 2,2071 1,7324 1,4432 1,4814 1,9015 2,6244 3,4705 4,2374 4,7659 4,9808 4,9061 4,6475 4,3394 4,0859 3,9356 3,8991 3,9681 4,1148 4,2874 4,4204 4,4490 4,3182 3,9999 3,5147 2,9363 2,3756 1,9524 1,7605 1,8293 2,0983 2,4429 2,7559 3,0240 3,3330 3,7902 4,4177 5,1143 5,7177 6,0963 6,2002 6,0572 5,7373 5,3132 4,8444 4,3863 3,9855 3,6475 3,3296 2,9923 2,6527 2,3831 2,2662 2,3492 2,6227 3,0278 3,4743 3,8551 4,0712 4,0789 3,9161 3,6736 3,4334 3,2288 3,0553 2,9049 2,7816 2,6876 2,6194 2,5984 2,6831 2,9220 3,2923 3,6885 3,9713 4,0374 3,8708 3,5373 3,1301 2,7252 2,3744 2,1052 1,9306 1,8683 1,9368 2,1208 2,3521 2,5393 2,6116 2,5245 2,2567 1,8339 1,3329 0,8391 0,4167 0,1277 0,0473 0,2198 0,5964 1,0425 1,4067 1,5858 1,5523 1,3350 0,9748 0,5060 -0,0272 -0,5573 -0,9994 -1,2719 -1,3231 -1,1499 -0,7944
