Fp1   2,2043 2,3066 2,2695 2,0953 1,8283 1,5372 1,2685 1,0210 0,7667 0,4865 0,1884 -0,0942 -0,3244 -0,4860 -0,5860 -0,6406 -0,6554 -0,6133 -0,4875 -0,2715 0,0093 0,3087 0,5836 0,8239 1,0593 1,3239 1,6205 1,9194 2,1633 2,2519 2,0582 1,5140 0,6885 -0,2251 -1,0106 -1,5432 -1,8324 -1,9653 -2,0283 -2,0803 -2,1587 -2,2720 -2,3826 -2,4173 -2,3147 -2,0693 -1,7174 -1,2815 -0,7465 -0,0928 0,6524 1,3933 1,9851 2,3012 2,3098 2,0943 1,7949 1,5209 1,3003 1,0974 0,8747 0,6364 0,4210 0,2583 0,1453 0,0627 -0,0032 -0,0648 -0,1424 -0,2523 -0,3888 -0,5285 -0,6541 -0,7711 -0,8955 -1,0228 -1,1236 -1,1692 -1,1631 -1,1495 -1,1868 -1,3069 -1,5023 -1,7351 -1,9482 -2,0821 -2,1085 -2,0543 -1,9882 -1,9870 -2,0978 -2,3278 -2,6721 -3,1309 -3,6812 -4,2529 -4,7511 -5,0972 -5,2455 -5,1630 -4,8142 -4,1881 -3,3388 -2,3849 -1,4707 -0,7230 -0,2095 0,0868 0,2501 0,3874 0,5824 0,8603 1,1743 1,4278 1,5226 1,4105 1,1429 0,8868 0,8574 1,1922 1,8733 2,7656 3,7225 4,6580 5,5449 6,3644 7,0674 7,5770 7,8171 7,7393 7,3457 6,7060 5,9393 5,1609 4,4581 3,9065 3,5654 3,4559 3,5722 3,9183 4,5072 5,3175 6,2656 7,2351 8,1266 8,8847 9,4843 9,8969 10,0916 10,0862 9,9739 9,8632 9,7906 9,7153 9,5901 9,4037 9,1710 8,9210 8,6837 8,4725 8,2704 8,0379 7,7473 7,4212 7,1406 7,0031 7,0440 7,1796 7,2431 7,0974 6,7257 6,2224 5,7120 5,2738 4,9098 4,5525 4,1099 3,5252 2,8070 2,0097 1,1958 0,4321 -0,1956 -0,6035 -0,7544 -0,6811 -0,4845 -0,3084 -0,2909 -0,5120 -0,9787 -1,6553 -2,4993 -3,4624 -4,4675 -5,4101 -6,1864 -6,7083 -6,9111 -6,7968 -6,4614 -6,0457 -5,6580 -5,3367 -5,0553 -4,7541 -4,3891 -3,9713 -3,5608 -3,2305 -3,0386 -3,0090 -3,1128 -3,2785 -3,4327 -3,5241 -3,5146 -3,3698 -3,0677 -2,6091 -2,0231 -1,3719 -0,7470 -0,2428 0,0849 0,2494 0,3297 0,4159 0,5259 0,5807 0,4887 0,2594 0,0375 0,0414 0,4458 1,2700 2,3381 3,3534 4,0451 4,2845 4,0982 3,6074 2,9589 2,2750 1,6412 1,1258 0,7921 0,6904 0,8472 1,2438 1,7948 2,3651 2,8189 3,0553 3,0117 2,6671 2,0573 1,2676 0,4045 -0,4283 -1,1481 -1,7037 -2,0670 -2,2100 -2,1041 -1,7667 -1,2988 -0,8527 -0,5607 -0,4760 -0,5540 -0,7010 -0,8545 -1,0007 -1,1241 -1,1903 -1,1909 -1,1766 -1,2410 -1,4765 -1,9255 -2,5521 -3,2472 -3,8600 -4,2444 -4,3075 -4,0293 -3,4537 -2,6728 -1,8072 -0,9707 -0,2434 0,3329 0,7560 1,0626 1,3032 1,5024 1,6592 1,7852 1,9055 2,0150 2,0621 1,9785 1,7258 1,3329 0,9074 0,5993 0,5200 0,6773 0,9870 1,3273 1,5789 1,6520 1,5122 1,1766 0,6916 0,1331 -0,3901 -0,7620 -0,8953 -0,7390 -0,2685 0,5026 1,4991 2,5861 3,5972 4,3736 4,8063 4,8694 4,6318 4,2283 3,8033 3,4684 3,2988 3,3361 3,5665 3,8961 4,1688 4,2274 3,9862 3,4810 2,8598 2,3135 1,9939 1,9576 2,1575 2,4917 2,8797 3,2899 3,7074 4,1068 4,4443 4,6567 4,6923 4,5548 4,3058 4,0379 3,8471 3,7980 3,8993 4,0984 4,2882 4,3547 4,2568 4,0575 3,8752 3,8159 3,9248 4,1647 4,4564 4,7573 5,0845 5,4684 5,8971 6,2923 6,5307 6,4990 6,1557 5,5705 4,9056 4,3331 3,9420 3,7051 3,5280 3,3231 3,0513 2,7322 2,4222 2,1661 1,9664 1,7860 1,5654 1,2523 0,8406 0,3820 -0,0350 -0,3199 -0,4139 -0,3078 -0,0405 0,3063 0,6346 0,8778 1,0148 1,0468 1,0031 0,9625 1,0271 1,2642 1,6734 2,1915 2,7167 3,1399 3,3834 3,4343 3,3357 3,1363 2,8537 2,5007 2,1350 1,8621 1,7827 1,9329 2,2639 2,6664 3,0152 3,2143 3,2208 3,0397 2,7072 2,2785 1,8182 1,3951 1,0843 0,9741 1,1455 1,6166 2,3142 3,1098 3,8755 4,5237 5,0240 5,3771 5,5662 5,5498 5,3131 4,9124 4,4540 4,0349 3,7001 3,4421 3,2365 3,0673 2,9031 2,6781 2,3385 1,9101 1,4975 1,2195 1,1481 1,2845 1,5658 1,8910 2,1659 2,3519 2,4753 2,5882 2,7213 2,8698 3,0104 3,1218 3,1855 3,1709 3,0380 2,7707 2,4093 2,0521 1,8192 1,8082 2,0688 2,5870 3,2702 3,9640 4,5083 4,8025 4,8363 4,6569 4,3121 3,8310 3,2531 2,6599 2,1552 1,8087 1,6331 1,6024 1,6641 1,7427 1,7756 1,7737 1,8317 2,0488 2,4434 2,9510 3,4797 3,9651 4,4018 4,8351 5,3126 5,8364 6,3471 6,7451 6,9519 6,9873 6,9887 7,1298 7,5083 8,0961 8,7673 9,3623 9,7592 9,9273 9,9351 9,8964 9,8979 9,9596 10,0414 10,0738 9,9936 9,7694 9,4168 8,9865 8,5179 8,0164 7,4963 7,0097 6,6019 6,2583 5,9039 5,4427 4,8158 4,0443 3,2234 2,4825 1,9364 1,6427 1,5850 1,6820 1,8240 1,9270 1,9577 1,9150 1,8117 1,6589 1,4455 1,1535 0,8060 0,4819 0,2765 0,2514 0,4143 0,7266 1,1244 1,5421 1,9260 2,2248 2,3866 2,3884 2,2655 2,1008 1,9880 1,9921 2,1189 2,3187 2,5284 2,7099 2,8592 3,0038 3,1948 3,4719 3,8141 4,1291 4,3040 4,2804 4,0805 3,7587 3,3495 2,8785 2,3994 1,9961 1,7541 1,7364 1,9627 2,3800 2,8556 3,2478 3,5102 3,7035 3,9011 4,0993 4,2148
Fz    -0,2287 -0,1931 -0,1139 0,0361 0,2729 0,5838 0,9095 1,1547 1,2249 1,0672 0,6947 0,1820 -0,3654 -0,8484 -1,2030 -1,4108 -1,4839 -1,4357 -1,2666 -0,9801 -0,6073 -0,2074 0,1643 0,4846 0,7600 1,0018 1,2048 1,3444 1,3881 1,3119 1,1111 0,8043 0,4317 0,0504 -0,2790 -0,5155 -0,6524 -0,7098 -0,7113 -0,6669 -0,5762 -0,4445 -0,2926 -0,1511 -0,0514 -0,0213 -0,0727 -0,1791 -0,2686 -0,2466 -0,0320 0,4120 1,0571 1,8090 2,5345 3,1100 3,4633 3,5824 3,4981 3,2647 2,9408 2,5746 2,2040 1,8593 1,5579 1,3001 1,0724 0,8517 0,6112 0,3298 0,0029 -0,3582 -0,7371 -1,1200 -1,4939 -1,8527 -2,2049 -2,5677 -2,9471 -3,3256 -3,6671 -3,9369 -4,1254 -4,2519 -4,3418 -4,4048 -4,4390 -4,4475 -4,4372 -4,4088 -4,3555 -4,2670 -4,1356 -3,9619 -3,7481 -3,4824 -3,1436 -2,7331 -2,2989 -1,9247 -1,6967 -1,6668 -1,8219 -2,0835 -2,3511 -2,5528 -2,6597 -2,6711 -2,6046 -2,4954 -2,3835 -2,2845 -2,1730 -2,0027 -1,7469 -1,4132 -1,0186 -0,5660 -0,0543 0,4980 1,0530 1,5848 2,1030 2,6422 3,2261 3,8415 4,4474 5,0084 5,5134 5,9691 6,3898 6,7965 7,2117 7,6477 8,1005 8,5563 8,9975 9,4068 9,7809 10,1389 10,5150 10,9418 11,4361 11,9903 12,5753 13,1495 13,6674 14,0895 14,3981 14,6077 14,7596 14,9044 15,0844 15,3189 15,5974 15,8824 16,1197 16,2588 16,2749 16,1692 15,9450 15,5976 15,1292 14,5658 13,9558 13,3566 12,8134 12,3397 11,9086 11,4625 10,9382 10,2946 9,5328 8,6977 7,8593 7,0896 6,4440 5,9463 5,5803 5,2951 5,0265 4,7233 4,3624 3,9400 3,4566 2,9145 2,3181 1,6728 0,9895 0,2883 -0,4083 -1,0848 -1,7327 -2,3483 -2,9347 -3,4987 -4,0292 -4,4755 -4,7670 -4,8656 -4,7915 -4,5985 -4,3390 -4,0509 -3,7585 -3,4781 -3,2359 -3,0819 -3,0713 -3,2214 -3,4914 -3,7977 -4,0419 -4,1366 -4,0322 -3,7333 -3,2889 -2,7664 -2,2308 -1,7407 -1,3472 -1,0833 -0,9515 -0,9251 -0,9611 -1,0119 -1,0314 -0,9842 -0,8597 -0,6756 -0,4557 -0,2002 0,1205 0,5396 1,0592 1,6357 2,1953 2,6614 2,9722 3,0903 3,0112 2,7709 2,4407 2,1018 1,8178 1,6263 1,5415 1,5501 1,6075 1,6482 1,6133 1,4753 1,2342 0,9050 0,5198 0,1296 -0,2148 -0,4855 -0,6841 -0,8333 -0,9670 -1,1143 -1,2862 -1,4836 -1,7202 -2,0297 -2,4450 -2,9697 -3,5684 -4,1779 -4,7326 -5,1886 -5,5320 -5,7650 -5,8914 -5,9156 -5,8490 -5,7081 -5,5184 -5,3240 -5,1792 -5,1199 -5,1483 -5,2422 -5,3632 -5,4616 -5,4913 -5,4284 -5,2761 -5,0540 -4,7747 -4,4357 -4,0384 -3,6036 -3,1612 -2,7397 -2,3661 -2,0551 -1,7955 -1,5545 -1,3003 -1,0186 -0,7151 -0,4082 -0,1280 0,0800 0,1673 0,1132 -0,0611 -0,3085 -0,5826 -0,8476 -1,0724 -1,2299 -1,3070 -1,3053 -1,2296 -1,0807 -0,8589 -0,5657 -0,2029 0,2257 0,7064 1,2082 1,6903 2,1185 2,4682 2,7173 2,8487 2,8603 2,7678 2,6034 2,4121 2,2423 2,1280 2,0707 2,0408 2,0033 1,9408 1,8512 1,7355 1,5984 1,4561 1,3350 1,2591 1,2313 1,2290 1,2225 1,1986 1,1664 1,1520 1,1912 1,3109 1,5045 1,7232 1,9041 2,0100 2,0492 2,0689 2,1371 2,3169 2,6344 3,0655 3,5544 4,0362 4,4513 4,7625 4,9647 5,0724 5,1006 5,0600 4,9658 4,8462 4,7304 4,6248 4,5013 4,3153 4,0398 3,6912 3,3220 2,9885 2,7258 2,5513 2,4762 2,4981 2,5854 2,6825 2,7330 2,6976 2,5596 2,3227 2,0074 1,6499 1,2949 0,9761 0,7000 0,4512 0,2115 -0,0339 -0,2994 -0,5900 -0,8850 -1,1362 -1,2869 -1,2935 -1,1340 -0,8128 -0,3706 0,1160 0,5620 0,9098 1,1461 1,2942 1,3883 1,4531 1,5020 1,5434 1,5778 1,5935 1,5728 1,5091 1,4191 1,3405 1,3197 1,3984 1,5946 1,8797 2,1769 2,4010 2,5083 2,5133 2,4729 2,4631 2,5451 2,7355 3,0038 3,2874 3,5075 3,5966 3,5376 3,3773 3,2007 3,0864 3,0718 3,1453 3,2638 3,3779 3,4494 3,4577 3,4019 3,3003 3,1867 3,0995 3,0689 3,1140 3,2448 3,4549 3,7100 3,9556 4,1466 4,2770 4,3770 4,4805 4,5915 4,6813 4,7146 4,6729 4,5487 4,3240 3,9761 3,5146 3,0039 2,5366 2,1897 2,0016 1,9671 2,0409 2,1560 2,2581 2,3384 2,4376 2,6123 2,8867 3,2307 3,5787 3,8651 4,0447 4,0968 4,0292 3,8746 3,6773 3,4762 3,2921 3,1226 2,9479 2,7441 2,4967 2,2123 1,9214 1,6721 1,5134 1,4771 1,5738 1,8065 2,1719 2,6417 3,1528 3,6268 4,0102 4,3116 4,6043 4,9840 5,5131 6,1957 6,9902 7,8332 8,6593 9,4189 10,0859 10,6528 11,1290 11,5410 11,9202 12,2831 12,6168 12,8809 13,0277 13,0201 12,8292 12,4305 11,8217 11,0476 10,2025 9,4024 8,7344 8,2158 7,7974 7,3964 6,9346 6,3706 5,7105 4,9922 4,2574 3,5289 2,8013 2,0464 1,2306 0,3437 -0,5724 -1,4214 -2,0776 -2,4238 -2,3944 -2,0048 -1,3475 -0,5520 0,2631 1,0188 1,6730 2,2039 2,6022 2,8786 3,0694 3,2264 3,3931 3,5844 3,7844 3,9685 4,1280 4,2749 4,4308 4,6098 4,8045 4,9902 5,1536 5,3135 5,5044 5,7400 5,9975 6,2287 6,3869 6,4573 6,4657 6,4517 6,4298 6,3833 6,2917 6,1532 5,9861 5,8235 5,7059 5,6586 5,6635 5,6525 5,5363 5,2494 4,7742 4,1330 3,3747 2,5684
F3    -1,2984 -0,9510 -0,2995 0,5724 1,5009 2,3078 2,8701 3,1423 3,1136 2,7653 2,0832 1,1022 -0,0675 -1,2445 -2,2155 -2,8031 -2,9142 -2,5444 -1,7719 -0,7530 0,3171 1,2742 2,0264 2,5299 2,7468 2,6485 2,2426 1,5692 0,6903 -0,2870 -1,2022 -1,9078 -2,3501 -2,5721 -2,6407 -2,5846 -2,4110 -2,1632 -1,9228 -1,7353 -1,5507 -1,2497 -0,7428 -0,0537 0,6849 1,3004 1,6380 1,5929 1,1411 0,3769 -0,4818 -1,1466 -1,3607 -1,0057 -0,1541 0,9624 2,0401 2,8049 3,1110 2,9892 2,5940 2,0948 1,6161 1,2430 1,0237 0,9572 0,9995 1,0813 1,1290 1,0963 0,9783 0,7922 0,5589 0,3076 0,0708 -0,1425 -0,3765 -0,7248 -1,2757 -2,0403 -2,9187 -3,7289 -4,2936 -4,5389 -4,5287 -4,4114 -4,3294 -4,3585 -4,4976 -4,7029 -4,9417 -5,2064 -5,4634 -5,6141 -5,5338 -5,1453 -4,4562 -3,5494 -2,5648 -1,6877 -1,1097 -0,9547 -1,2272 -1,8258 -2,5945 -3,3668 -4,0059 -4,4517 -4,7475 -5,0027 -5,2963 -5,6076 -5,8338 -5,8545 -5,5731 -4,9457 -4,0226 -2,9629 -1,9733 -1,2010 -0,6676 -0,2942 0,0195 0,3317 0,6475 0,9594 1,2841 1,6455 2,0551 2,5259 3,0649 3,6414 4,2010 4,7256 5,2496 5,8053 6,3821 6,9586 7,5462 8,1677 8,8110 9,4304 9,9707 10,3620 10,5227 10,4119 10,0870 9,6999 9,4246 9,3715 9,5478 9,8923 10,3463 10,8798 11,4520 11,9830 12,3835 12,5952 12,6149 12,5057 12,3750 12,3144 12,3518 12,4424 12,4778 12,3127 11,8293 11,0126 9,9616 8,8179 7,6903 6,6423 5,7097 4,9122 4,2654 3,7950 3,5332 3,5010 3,6931 4,0627 4,4940 4,7952 4,7578 4,2498 3,2609 1,8855 0,2903 -1,3216 -2,7557 -3,8689 -4,5997 -4,9714 -5,0572 -4,9396 -4,7053 -4,4461 -4,2311 -4,0855 -4,0002 -3,9496 -3,9084 -3,8615 -3,8185 -3,8346 -4,0037 -4,3998 -5,0147 -5,7457 -6,4470 -6,9989 -7,3374 -7,4471 -7,3473 -7,0767 -6,6813 -6,2096 -5,7082 -5,2167 -4,7589 -4,3287 -3,8840 -3,3685 -2,7521 -2,0634 -1,3898 -0,8439 -0,5167 -0,4478 -0,5970 -0,8330 -0,9789 -0,9024 -0,5866 -0,1351 0,2962 0,5998 0,7777 0,9141 1,0930 1,3381 1,5994 1,7703 1,7356 1,4421 0,9430 0,3714 -0,1366 -0,5079 -0,7429 -0,8780 -0,9484 -0,9841 -1,0177 -1,0661 -1,1017 -1,0678 -0,9185 -0,6268 -0,1856 0,3646 0,9276 1,3844 1,6237 1,5561 1,1324 0,3637 -0,6744 -1,8508 -2,9985 -3,9706 -4,7104 -5,2522 -5,6533 -5,9538 -6,1847 -6,3492 -6,3924 -6,2279 -5,8076 -5,1692 -4,4251 -3,7047 -3,0994 -2,6485 -2,3511 -2,1901 -2,1633 -2,2926 -2,6032 -3,0898 -3,6808 -4,2383 -4,6124 -4,7237 -4,6097 -4,3898 -4,1758 -4,0215 -3,9327 -3,8777 -3,7821 -3,5403 -3,0512 -2,2679 -1,2460 -0,1538 0,7853 1,3989 1,6381 1,5567 1,2521 0,8414 0,4558 0,2098 0,1615 0,2995 0,5689 0,9101 1,2692 1,5908 1,8273 1,9468 1,9103 1,6642 1,2025 0,6437 0,2028 0,0724 0,3292 0,9105 1,6513 2,3604 2,8909 3,1616 3,1414 2,8446 2,3551 1,8300 1,4312 1,2386 1,2384 1,3699 1,5457 1,6536 1,5922 1,3246 0,8879 0,3408 -0,2789 -0,9269 -1,5133 -1,9192 -2,0389 -1,8087 -1,2324 -0,4001 0,5233 1,3350 1,8544 2,0038 1,8688 1,6756 1,6758 2,0137 2,6818 3,5733 4,5572 5,5204 6,3671 6,9890 7,2582 7,0776 6,4410 5,4474 4,2676 3,0839 2,0472 1,2601 0,7582 0,5044 0,4305 0,4880 0,6557 0,9243 1,2887 1,7289 2,1788 2,5444 2,7714 2,8963 3,0301 3,2786 3,6602 4,0849 4,3984 4,4539 4,1714 3,5503 2,6412 1,5246 0,3161 -0,8263 -1,7217 -2,2221 -2,2716 -1,9233 -1,2992 -0,5429 0,1899 0,7406 1,0040 0,9896 0,8090 0,5981 0,4623 0,4689 0,6546 1,0207 1,5097 1,9841 2,2553 2,1703 1,7034 0,9892 0,2635 -0,2578 -0,4747 -0,4248 -0,2224 0,0390 0,3333 0,6699 1,0444 1,4168 1,7117 1,8435 1,7598 1,4713 1,0622 0,6761 0,4537 0,4599 0,6675 0,9958 1,3604 1,7006 1,9681 2,0921 1,9843 1,5999 0,9879 0,2726 -0,3890 -0,8248 -0,8629 -0,3945 0,5450 1,7582 2,9638 3,9125 4,4699 4,6365 4,5116 4,2159 3,8171 3,3168 2,6992 1,9715 1,1658 0,3383 -0,4145 -0,9615 -1,1863 -1,0586 -0,6710 -0,1997 0,1775 0,3474 0,2894 0,0779 -0,1337 -0,1721 0,0663 0,5526 1,1267 1,5750 1,7522 1,6634 1,4442 1,2527 1,1670 1,1690 1,1934 1,1631 1,0025 0,6644 0,1647 -0,4243 -1,0243 -1,5697 -1,9818 -2,1667 -2,0664 -1,6992 -1,1432 -0,4954 0,1568 0,7521 1,2728 1,7511 2,2621 2,8929 3,6795 4,5700 5,4772 6,3500 7,1684 7,9034 8,5228 9,0226 9,4244 9,7546 10,0425 10,3144 10,5548 10,6836 10,5902 10,2014 9,5196 8,6076 7,5589 6,4910 5,5364 4,7939 4,2858 3,9788 3,8391 3,8463 3,9683 4,1400 4,2536 4,1654 3,7269 2,8331 1,4690 -0,2782 -2,2433 -4,2015 -5,8836 -7,0254 -7,4531 -7,1625 -6,3347 -5,2510 -4,1589 -3,2046 -2,4684 -2,0205 -1,9134 -2,1241 -2,5191 -2,8850 -3,0173 -2,8205 -2,3361 -1,6777 -0,9541 -0,2473 0,3632 0,7808 0,9332 0,8542 0,7035 0,6698 0,8434 1,1871 1,6122 2,0505 2,4635 2,8201 3,0922 3,2640 3,3230 3,2429 3,0043 2,6419 2,2550 1,9632 1,8532 1,9487 2,2002 2,5125 2,8001 3,0153 3,1203 3,0489 2,7185 2,0907 1,2273 0,2903
F7    0,1659 0,1921 0,1612 0,1638 0,2920 0,5697 0,9281 1,2464 1,4194 1,4027 1,2214 0,9436 0,6463 0,3974 0,2420 0,1904 0,2282 0,3400 0,5120 0,7146 0,8946 0,9945 0,9897 0,9161 0,8581 0,8990 1,0612 1,2918 1,5052 1,6246 1,5899 1,3624 0,9383 0,3554 -0,3084 -0,9465 -1,4539 -1,7666 -1,8835 -1,8613 -1,7855 -1,7325 -1,7448 -1,8239 -1,9391 -2,0477 -2,1113 -2,0998 -1,9895 -1,7632 -1,4187 -0,9859 -0,5280 -0,1178 0,1954 0,4067 0,5549 0,6938 0,8502 1,0075 1,1295 1,1940 1,2079 1,1917 1,1580 1,1023 1,0069 0,8476 0,6075 0,2919 -0,0681 -0,4265 -0,7410 -0,9846 -1,1477 -1,2441 -1,3123 -1,4020 -1,5575 -1,7965 -2,0902 -2,3743 -2,5927 -2,7361 -2,8383 -2,9436 -3,0805 -3,2522 -3,4351 -3,5926 -3,6934 -3,7132 -3,6345 -3,4509 -3,1618 -2,7573 -2,2299 -1,6224 -1,0470 -0,6321 -0,4483 -0,4863 -0,6796 -0,9335 -1,1629 -1,3317 -1,4493 -1,5282 -1,5573 -1,5207 -1,4268 -1,3054 -1,1782 -1,0521 -0,9387 -0,8585 -0,8101 -0,7505 -0,6257 -0,4211 -0,1686 0,0918 0,3477 0,6183 0,9333 1,3032 1,7118 2,1356 2,5584 2,9703 3,3713 3,7716 4,1760 4,5776 4,9746 5,3735 5,7674 6,1291 6,4357 6,6924 6,9312 7,1918 7,5083 7,8992 8,3536 8,8266 9,2609 9,6159 9,8854 10,1019 10,3175 10,5684 10,8521 11,1298 11,3448 11,4474 11,4126 11,2437 10,9683 10,6236 10,2335 9,8028 9,3370 8,8670 8,4478 8,1293 7,9251 7,8049 7,7134 7,5915 7,3850 7,0595 6,6193 6,1003 5,5461 4,9977 4,4895 4,0330 3,6012 3,1406 2,6176 2,0666 1,5800 1,2388 1,0515 0,9552 0,8648 0,7135 0,4626 0,0938 -0,3948 -0,9868 -1,6387 -2,2799 -2,8397 -3,2845 -3,6227 -3,8724 -4,0453 -4,1706 -4,3018 -4,4820 -4,7036 -4,9129 -5,0520 -5,0975 -5,0724 -5,0329 -5,0378 -5,1144 -5,2456 -5,3778 -5,4380 -5,3577 -5,1082 -4,7206 -4,2599 -3,7743 -3,2794 -2,7852 -2,3217 -1,9384 -1,6850 -1,5830 -1,6125 -1,7399 -1,9479 -2,2250 -2,5437 -2,8676 -3,1637 -3,3839 -3,4398 -3,2322 -2,7371 -2,0575 -1,3697 -0,8189 -0,4644 -0,2956 -0,2668 -0,3102 -0,3495 -0,3299 -0,2436 -0,1239 -0,0178 0,0455 0,0680 0,0712 0,0721 0,0632 0,0115 -0,1185 -0,3355 -0,6124 -0,8941 -1,1163 -1,2308 -1,2208 -1,0998 -0,9030 -0,6801 -0,4801 -0,3378 -0,2750 -0,3064 -0,4362 -0,6515 -0,9237 -1,2265 -1,5634 -1,9662 -2,4547 -3,0040 -3,5487 -4,0094 -4,3185 -4,4390 -4,3762 -4,1743 -3,8999 -3,6235 -3,3958 -3,2263 -3,0863 -2,9447 -2,8015 -2,6942 -2,6744 -2,7675 -2,9587 -3,2112 -3,4795 -3,7104 -3,8582 -3,9052 -3,8582 -3,7236 -3,4976 -3,1821 -2,8035 -2,4090 -2,0493 -1,7544 -1,5123 -1,2782 -1,0168 -0,7263 -0,4335 -0,1900 -0,0596 -0,0849 -0,2664 -0,5753 -0,9637 -1,3638 -1,7022 -1,9253 -2,0100 -1,9535 -1,7616 -1,4464 -1,0203 -0,4893 0,1331 0,7965 1,4027 1,8389 2,0370 2,0138 1,8576 1,6763 1,5509 1,5142 1,5491 1,6032 1,6204 1,5618 1,4076 1,1564 0,8270 0,4498 0,0510 -0,3561 -0,7667 -1,1631 -1,4923 -1,6765 -1,6554 -1,4209 -1,0112 -0,4907 0,0532 0,5158 0,8131 0,9213 0,8779 0,7565 0,6437 0,6088 0,6681 0,7848 0,9135 1,0368 1,1605 1,2887 1,4055 1,4792 1,4865 1,4268 1,3139 1,1718 1,0365 0,9385 0,8785 0,8210 0,7204 0,5623 0,3774 0,2164 0,1178 0,0910 0,1154 0,1539 0,1699 0,1473 0,1009 0,0531 0,0034 -0,0700 -0,1876 -0,3569 -0,5741 -0,8279 -1,1017 -1,3680 -1,5916 -1,7494 -1,8410 -1,8692 -1,8219 -1,6839 -1,4568 -1,1572 -0,8113 -0,4634 -0,1763 -0,0070 0,0189 -0,0848 -0,2712 -0,4751 -0,6317 -0,6962 -0,6562 -0,5344 -0,3856 -0,2745 -0,2418 -0,2848 -0,3610 -0,4025 -0,3390 -0,1252 0,2312 0,6497 0,9874 1,1055 0,9506 0,5772 0,1124 -0,2978 -0,5457 -0,6069 -0,5315 -0,3923 -0,2404 -0,0987 0,0362 0,1975 0,4273 0,7396 1,1071 1,4777 1,7962 2,0170 2,1112 2,0748 1,9338 1,7417 1,5681 1,4702 1,4569 1,4878 1,5124 1,5018 1,4467 1,3473 1,2157 1,0845 1,0008 1,0006 1,0797 1,2004 1,3293 1,4589 1,5884 1,6909 1,7130 1,6113 1,3860 1,0789 0,7500 0,4545 0,2284 0,0768 -0,0225 -0,0952 -0,1426 -0,1326 -0,0225 0,1976 0,4828 0,7538 0,9329 0,9662 0,8367 0,5766 0,2619 -0,0248 -0,2375 -0,3732 -0,4511 -0,4960 -0,5284 -0,5546 -0,5723 -0,5856 -0,6070 -0,6431 -0,6852 -0,7101 -0,6817 -0,5585 -0,3155 0,0415 0,4823 0,9755 1,5138 2,1187 2,8143 3,5996 4,4436 5,2963 6,1010 6,8066 7,3738 7,7740 7,9974 8,0703 8,0579 8,0417 8,0869 8,2127 8,3812 8,5207 8,5622 8,4499 8,1394 7,6080 6,8758 6,0204 5,1598 4,4003 3,7841 3,2795 2,8128 2,3174 1,7737 1,2137 0,6913 0,2503 -0,0965 -0,3764 -0,6547 -1,0131 -1,5107 -2,1485 -2,8608 -3,5427 -4,0855 -4,4074 -4,4795 -4,3387 -4,0709 -3,7721 -3,5166 -3,3359 -3,2132 -3,1000 -2,9470 -2,7266 -2,4314 -2,0681 -1,6616 -1,2475 -0,8525 -0,4842 -0,1363 0,1958 0,4972 0,7265 0,8375 0,8205 0,7289 0,6543 0,6710 0,7949 0,9855 1,1755 1,3119 1,3835 1,4150 1,4363 1,4668 1,5138 1,5624 1,5776 1,5358 1,4514 1,3694 1,3402 1,3906 1,5018 1,6194 1,6856 1,6523 1,4813 1,1560
