Fp1   -2,2662 -2,2026 -2,0473 -1,7773 -1,4291 -1,0718 -0,7470 -0,4584 -0,2150 -0,0532 -0,0149 -0,1137 -0,3127 -0,5295 -0,6676 -0,6547 -0,4709 -0,1540 0,2174 0,5447 0,7299 0,7066 0,4734 0,0995 -0,3095 -0,6609 -0,9045 -1,0246 -1,0211 -0,8961 -0,6469 -0,2834 0,1409 0,5274 0,7890 0,9227 1,0175 1,1813 1,4545 1,7829 2,0614 2,1978 2,1449 1,9011 1,5088 1,0369 0,5424 0,0583 -0,3809 -0,7254 -0,9269 -0,9565 -0,8125 -0,5264 -0,1592 0,2127 0,5091 0,6598 0,6294 0,4311 0,1142 -0,2557 -0,6058 -0,8667 -0,9837 -0,9246 -0,6894 -0,3241 0,0833 0,4486 0,7489 1,0240 1,3186 1,6384 1,9633 2,2819 2,6004 2,9182 3,2025 3,3925 3,4357 3,3215 3,0884 2,8017 2,5043 2,1697 1,7200 1,1118 0,4095 -0,2274 -0,6237 -0,6717 -0,3779 0,1473 0,7434 1,2530 1,5512 1,5789 1,3645 0,9936 0,5512 0,1003 -0,3025 -0,6086 -0,8053 -0,9302 -1,0409 -1,1576 -1,2495 -1,2800 -1,2426 -1,1469 -1,0145 -0,9013 -0,8818 -0,9892 -1,1825 -1,3744 -1,4950 -1,5440 -1,5895 -1,7085 -1,9176 -2,1485 -2,2855 -2,2380 -1,9859 -1,5593 -0,9962 -0,3397 0,3492 1,0056 1,5855 2,0739 2,4792 2,8224 3,1259 3,4048 3,6651 3,9044 4,1057 4,2460 4,3198 4,3471 4,3586 4,3784 4,4128 4,4548 4,5011 4,5615 4,6445 4,7318 4,7743 4,7228 4,5612 4,3074 4,0022 3,7198 3,5774 3,7038 4,1677 4,9237 5,8243 6,6856 7,3579 7,7773 7,9777 8,0494 8,0774 8,1111 8,1726 8,2699 8,4097 8,6050 8,8670 9,1824 9,5003 9,7434 9,8383 9,7537 9,5249 9,2310 8,9412 8,6842 8,4547 8,2216 7,9402 7,5836 7,1601 6,6900 6,1831 5,6542 5,1487 4,7365 4,4649 4,3183 4,2322 4,1488 4,0595 3,9988 3,9977 4,0354 4,0303 3,8862 3,5531 3,0502 2,4394 1,7887 1,1525 0,5728 0,0889 -0,2525 -0,3979 -0,3145 -0,0242 0,3963 0,8509 1,2585 1,5713 1,7854 1,9404 2,0967 2,2964 2,5279 2,7172 2,7673 2,6301 2,3337 1,9292 1,4369 0,8603 0,2298 -0,3800 -0,8731 -1,1713 -1,2390 -1,0934 -0,8129 -0,5200 -0,3236 -0,2621 -0,2943 -0,3376 -0,3171 -0,1960 0,0234 0,3177 0,6542 0,9882 1,2639 1,4319 1,4647 1,3698 1,1950 1,0123 0,8812 0,8181 0,8061 0,8344 0,9201 1,0863 1,3255 1,5942 1,8392 2,0277 2,1464 2,1834 2,1262 1,9707 1,7164 1,3613 0,9089 0,3885 -0,1290 -0,5484 -0,8075 -0,9192 -0,9420 -0,9102 -0,8029 -0,5789 -0,2271 0,2092 0,6372 0,9589 1,1308 1,1775 1,1557 1,1240 1,1312 1,2060 1,3461 1,5143 1,6564 1,7388 1,7752 1,8243 1,9570 2,2107 2,5530 2,8852 3,0996 3,1486 3,0581 2,8881 2,6937 2,5092 2,3468 2,2096 2,1137 2,1036 2,2466 2,5960 3,1381 3,7776 4,3778 4,8130 5,0079 4,9657 4,7670 4,5261 4,3350 4,2284 4,1781 4,1153 3,9753 3,7419 3,4580 3,1963 3,0148 2,9346 2,9457 3,0221 3,1383 3,2824 3,4444 3,5904 3,6741 3,6853 3,6783 3,7440 3,9472 4,2913 4,7423 5,2646 5,8189 6,3472 6,7796 7,0593 7,1694 7,1460 7,0562 6,9443 6,7990 6,5924 6,3444 6,1240 5,9874 5,9286 5,8877 5,8062 5,6881 5,6102 5,6658 5,8945 6,2539 6,6387 6,9379 7,0919 7,1094 7,0477 6,9755 6,9311 6,9040 6,8498 6,7211 6,4965 6,1972 5,8793 5,6041 5,4163 5,3439 5,3921 5,5271 5,6861 5,8061 5,8401 5,7581 5,5472 5,2165 4,8028 4,3660 3,9697 3,6647 3,4788 3,4071 3,4059 3,4082 3,3645 3,2730 3,1797 3,1565 3,2612 3,5113 3,8891 4,3576 4,8621 5,3363 5,7202 5,9700 6,0561 5,9664 5,7262 5,4188 5,1609 5,0285 5,0054 5,0153 4,9990 4,9528 4,9067 4,8904 4,9230 5,0127 5,1583 5,3603 5,6272 5,9526 6,2969 6,6165 6,9049 7,1819 7,4493 7,6687 7,7837 7,7543 7,5707 7,2684 6,9333 6,6570 6,4758 6,3691 6,3120 6,3113 6,3811 6,4949 6,5818 6,5795 6,4906 6,3857 6,3501 6,4252 6,5912 6,7954 6,9912 7,1477 7,2362 7,2319 7,1402 7,0129 6,9257 6,9366 7,0630 7,2888 7,5872 7,9329 8,2903 8,6066 8,8399 8,9902 9,0929 9,1755 9,2178 9,1520 8,9085 8,4667 7,8634 7,1496 6,3500 5,4822 4,6101 3,8526 3,3274 3,0774 3,0461 3,1259 3,2257 3,3038 3,3712 3,4787 3,6801 3,9860 4,3485 4,7007 5,0064 5,2648 5,4758 5,6209 5,6818 5,6710 5,6366 5,6314 5,6766 5,7599 5,8574 5,9493 6,0237 6,0753 6,0965 6,0673 5,9585 5,7517 5,4504 5,0644 4,6029 4,0972 3,6163 3,2367 3,0010 2,9152 2,9763 3,1885 3,5454 4,0019 4,4804 4,9064 5,2428 5,5046 5,7300 5,9183 6,0067 5,9242 5,6616 5,2822 4,8679 4,4614 4,0610 3,6586 3,2740 2,9594 2,7766 2,7640 2,9089 3,1408 3,3602 3,4863 3,4793 3,3489 3,1625 3,0220 3,0133 3,1755 3,5040 3,9578 4,4666 4,9474 5,3269 5,5538 5,6011 5,4753 5,2210 4,8996 4,5557 4,2070 3,8567 3,5030 3,1369 2,7501 2,3549 1,9943 1,7283 1,6102 1,6653 1,8743 2,1707 2,4658 2,6897 2,8215 2,8868 2,9227 2,9397 2,9135 2,8134 2,6370 2,4133 2,1669 1,8875 1,5463 1,1360 0,6823 0,2200 -0,2198 -0,5898 -0,8123 -0,8055 -0,5304 -0,0084 0,6976 1,4974 2,2670
Fz    -0,0595 -0,2918 -0,5825 -0,8649 -1,0946 -1,2577 -1,3562 -1,3975 -1,3923 -1,3536 -1,2995 -1,2499 -1,2120 -1,1704 -1,1006 -0,9892 -0,8392 -0,6634 -0,4774 -0,2975 -0,1446 -0,0397 0,0094 0,0163 0,0122 0,0304 0,0874 0,1722 0,2553 0,3058 0,3041 0,2494 0,1610 0,0690 0,0029 -0,0105 0,0557 0,2229 0,4921 0,8301 1,1687 1,4327 1,5806 1,6250 1,6171 1,6076 1,6200 1,6581 1,7267 1,8318 1,9671 2,1148 2,2524 2,3572 2,4151 2,4260 2,3988 2,3491 2,3012 2,2776 2,2839 2,3098 2,3404 2,3586 2,3423 2,2728 2,1431 1,9532 1,7090 1,4342 1,1766 0,9891 0,9015 0,9081 0,9797 1,0876 1,2203 1,3816 1,5772 1,8013 2,0344 2,2519 2,4337 2,5678 2,6518 2,6900 2,6870 2,6471 2,5815 2,5074 2,4315 2,3383 2,1994 1,9967 1,7355 1,4409 1,1441 0,8747 0,6520 0,4700 0,2985 0,1124 -0,0862 -0,2799 -0,4600 -0,6296 -0,7928 -0,9458 -1,0726 -1,1515 -1,1680 -1,1190 -1,0092 -0,8506 -0,6635 -0,4744 -0,3074 -0,1740 -0,0679 0,0269 0,1206 0,2136 0,3128 0,4430 0,6384 0,9170 1,2620 1,6340 2,0016 2,3519 2,6801 2,9841 3,2723 3,5720 3,9279 4,3814 4,9426 5,5781 6,2230 6,8105 7,3004 7,6891 7,9985 8,2564 8,4828 8,6907 8,8863 9,0643 9,2114 9,3249 9,4188 9,5078 9,5946 9,6756 9,7475 9,8067 9,8577 9,9246 10,0452 10,2499 10,5437 10,9010 11,2716 11,5999 11,8413 11,9688 11,9803 11,9105 11,8232 11,7800 11,8090 11,8965 12,0012 12,0818 12,1137 12,0901 12,0125 11,8854 11,7172 11,5270 11,3479 11,2150 11,1422 11,1051 11,0530 10,9432 10,7629 10,5240 10,2477 9,9521 9,6470 9,3393 9,0360 8,7360 8,4211 8,0646 7,6545 7,2065 6,7543 6,3314 5,9612 5,6525 5,3977 5,1782 4,9793 4,8055 4,6745 4,5951 4,5524 4,5169 4,4651 4,3929 4,3110 4,2322 4,1663 4,1196 4,0912 4,0711 4,0510 4,0368 4,0461 4,0952 4,1834 4,2827 4,3454 4,3299 4,2269 4,0639 3,8856 3,7285 3,6099 3,5376 3,5267 3,6007 3,7677 4,0006 4,2461 4,4486 4,5709 4,6057 4,5700 4,4906 4,3925 4,2897 4,1833 4,0733 3,9683 3,8810 3,8175 3,7724 3,7362 3,7061 3,6940 3,7270 3,8403 4,0543 4,3507 4,6735 4,9594 5,1709 5,2998 5,3467 5,3064 5,1770 4,9765 4,7463 4,5409 4,4124 4,3979 4,5073 4,7169 4,9700 5,1945 5,3376 5,3900 5,3745 5,3151 5,2286 5,1380 5,0765 5,0722 5,1326 5,2404 5,3591 5,4561 5,5306 5,6180 5,7656 5,9997 6,3019 6,6141 6,8726 7,0359 7,0850 7,0164 6,8487 6,6289 6,4171 6,2594 6,1710 6,1334 6,1060 6,0508 5,9610 5,8653 5,8110 5,8455 6,0047 6,3016 6,7130 7,1788 7,6193 7,9581 8,1369 8,1256 7,9356 7,6268 7,2962 7,0511 6,9748 7,0984 7,3901 7,7648 8,1125 8,3352 8,3774 8,2404 7,9755 7,6592 7,3677 7,1611 7,0699 7,0851 7,1691 7,2841 7,4073 7,5249 7,6261 7,7082 7,7790 7,8466 7,9109 7,9666 8,0133 8,0624 8,1368 8,2612 8,4396 8,6410 8,8108 8,8963 8,8653 8,7116 8,4516 8,1204 7,7684 7,4529 7,2228 7,1004 7,0737 7,1098 7,1798 7,2721 7,3802 7,4880 7,5752 7,6313 7,6605 7,6843 7,7357 7,8421 8,0131 8,2402 8,5013 8,7633 8,9840 9,1218 9,1531 9,0844 8,9433 8,7616 8,5655 8,3763 8,2132 8,0911 8,0124 7,9623 7,9164 7,8544 7,7655 7,6445 7,4898 7,3093 7,1263 6,9737 6,8761 6,8306 6,8052 6,7628 6,6886 6,5927 6,4969 6,4230 6,3880 6,4049 6,4745 6,5731 6,6578 6,6938 6,6751 6,6176 6,5330 6,4152 6,2556 6,0636 5,8714 5,7166 5,6250 5,6071 5,6630 5,7821 5,9423 6,1160 6,2811 6,4261 6,5510 6,6649 6,7750 6,8747 6,9469 6,9756 6,9520 6,8753 6,7537 6,6098 6,4867 6,4419 6,5186 6,7170 6,9875 7,2503 7,4349 7,5130 7,4989 7,4231 7,3109 7,1790 7,0422 6,9227 6,8520 6,8570 6,9481 7,1242 7,3791 7,6965 8,0426 8,3709 8,6399 8,8328 8,9597 9,0379 9,0745 9,0679 9,0197 8,9405 8,8509 8,7723 8,7137 8,6649 8,6065 8,5238 8,4106 8,2524 8,0131 7,6525 7,1589 6,5668 5,9399 5,3345 4,7762 4,2694 3,8199 3,4408 3,1408 2,9125 2,7381 2,6021 2,5018 2,4542 2,4944 2,6542 2,9332 3,2937 3,6738 4,0025 4,2182 4,2971 4,2699 4,2043 4,1674 4,1997 4,3126 4,4910 4,6954 4,8693 4,9585 4,9394 4,8366 4,7055 4,5901 4,4998 4,4172 4,3241 4,2188 4,1209 4,0644 4,0782 4,1634 4,2876 4,4018 4,4648 4,4570 4,3762 4,2283 4,0240 3,7818 3,5292 3,3011 3,1310 3,0404 3,0302 3,0759 3,1330 3,1608 3,1460 3,1023 3,0509 3,0081 2,9867 2,9980 3,0447 3,1208 3,2163 3,3209 3,4286 3,5398 3,6516 3,7449 3,7933 3,7901 3,7617 3,7454 3,7606 3,8065 3,8745 3,9517 4,0228 4,0820 4,1389 4,2026 4,2632 4,3000 4,3032 4,2798 4,2410 4,1864 4,1005 3,9659 3,7846 3,5831 3,3937 3,2306 3,0888 2,9587 2,8319 2,6926 2,5126 2,2602 1,9154 1,4853 1,0096 0,5490 0,1584 -0,1316 -0,3115 -0,3870 -0,3784 -0,3125 -0,2090 -0,0808 0,0537 0,1714 0,2615 0,3353 0,4198 0,5441 0,7287 0,9756 1,2595 1,5290
F3    0,2073 -0,1062 -0,4656 -0,8627 -1,2772 -1,6767 -2,0159 -2,2373 -2,2771 -2,0884 -1,6788 -1,1251 -0,5358 0,0002 0,4304 0,7312 0,9098 1,0049 1,0642 1,1046 1,0970 0,9972 0,7899 0,5038 0,1912 -0,1089 -0,3909 -0,6617 -0,9052 -1,0797 -1,1507 -1,1213 -1,0319 -0,9352 -0,8561 -0,7633 -0,5798 -0,2377 0,2591 0,8184 1,3125 1,6533 1,8275 1,8748 1,8449 1,7698 1,6626 1,5302 1,3780 1,2065 1,0125 0,7991 0,5743 0,3379 0,0950 -0,1079 -0,1843 -0,0661 0,2377 0,6384 1,0214 1,3131 1,5091 1,6410 1,7292 1,7735 1,7627 1,6782 1,5064 1,2674 1,0207 0,8193 0,6659 0,5234 0,3562 0,1530 -0,0665 -0,2466 -0,3144 -0,2241 0,0153 0,3558 0,7386 1,1072 1,4223 1,6798 1,9036 2,1200 2,3422 2,5576 2,7229 2,7803 2,6843 2,4201 2,0070 1,4906 0,9311 0,3996 -0,0364 -0,3532 -0,5872 -0,7905 -0,9896 -1,1957 -1,4204 -1,6603 -1,8850 -2,0577 -2,1609 -2,1995 -2,1925 -2,1596 -2,1087 -2,0351 -1,9350 -1,8214 -1,7241 -1,6690 -1,6509 -1,6316 -1,5661 -1,4370 -1,2545 -1,0188 -0,6998 -0,2662 0,2734 0,8630 1,4302 1,9235 2,3172 2,5885 2,7140 2,6968 2,5906 2,4939 2,5128 2,7240 3,1567 3,7880 4,5446 5,3157 5,9893 6,4903 6,7909 6,8974 6,8396 6,6729 6,4740 6,3194 6,2610 6,3157 6,4779 6,7310 7,0360 7,3234 7,5235 7,6132 7,6306 7,6490 7,7365 7,9275 8,2147 8,5648 8,9372 9,2885 9,5772 9,7755 9,8720 9,8682 9,7752 9,6121 9,4041 9,1799 8,9661 8,7848 8,6546 8,5850 8,5738 8,6158 8,7062 8,8224 8,9082 8,8910 8,7220 8,4022 7,9717 7,4869 7,0076 6,5865 6,2595 6,0444 5,9466 5,9569 6,0430 6,1504 6,2255 6,2386 6,1781 6,0276 5,7682 5,4056 4,9779 4,5313 4,1002 3,7067 3,3648 3,0818 2,8537 2,6625 2,4820 2,2849 2,0501 1,7791 1,5047 1,2751 1,1242 1,0487 1,0159 0,9981 0,9956 1,0242 1,0868 1,1672 1,2471 1,3185 1,3869 1,4688 1,5793 1,7182 1,8743 2,0421 2,2204 2,3926 2,5155 2,5378 2,4308 2,2034 1,8939 1,5530 1,2264 0,9454 0,7319 0,6093 0,6048 0,7353 0,9819 1,2779 1,5360 1,6998 1,7718 1,8016 1,8609 2,0249 2,3467 2,8241 3,3818 3,8959 4,2432 4,3414 4,1771 3,8169 3,3834 3,0068 2,7893 2,7835 2,9772 3,2994 3,6547 3,9637 4,1881 4,3271 4,3981 4,4245 4,4371 4,4685 4,5326 4,6202 4,7156 4,8047 4,8740 4,9107 4,9100 4,8795 4,8381 4,8166 4,8496 4,9589 5,1475 5,3991 5,6808 5,9601 6,2158 6,4260 6,5608 6,5975 6,5392 6,4171 6,2747 6,1415 6,0157 5,8764 5,7069 5,4967 5,2445 4,9865 4,8077 4,7984 4,9918 5,3433 5,7652 6,1759 6,5128 6,7156 6,7334 6,5659 6,2896 6,0387 5,9536 6,1231 6,5418 7,1015 7,6321 7,9794 8,0691 7,9177 7,5969 7,1869 6,7482 6,3245 5,9595 5,6954 5,5576 5,5487 5,6509 5,8295 6,0413 6,2530 6,4587 6,6705 6,8869 7,0712 7,1675 7,1424 7,0145 6,8442 6,6964 6,6118 6,6062 6,6810 6,8202 6,9821 7,1072 7,1412 7,0582 6,8732 6,6353 6,4014 6,2082 6,0651 5,9737 5,9474 6,0010 6,1198 6,2484 6,3232 6,3149 6,2470 6,1842 6,1965 6,3186 6,5377 6,8179 7,1272 7,4378 7,7143 7,9208 8,0454 8,1081 8,1376 8,1457 8,1264 8,0680 7,9680 7,8372 7,6859 7,5098 7,3001 7,0631 6,8214 6,5940 6,3818 6,1787 5,9923 5,8456 5,7612 5,7420 5,7602 5,7769 5,7806 5,8016 5,8810 6,0346 6,2451 6,4737 6,6659 6,7541 6,6728 6,3987 5,9800 5,5187 5,1166 4,8319 4,6729 4,6239 4,6734 4,8189 5,0547 5,3580 5,6803 5,9650 6,1810 6,3285 6,4181 6,4638 6,4878 6,5126 6,5408 6,5486 6,5043 6,3910 6,2065 5,9515 5,6324 5,2786 4,9445 4,6881 4,5450 4,5162 4,5741 4,6843 4,8346 5,0428 5,3304 5,6875 6,0654 6,3953 6,6093 6,6582 6,5340 6,2839 5,9985 5,7822 5,7218 5,8631 6,1982 6,6705 7,1984 7,7006 8,1148 8,4035 8,5320 8,4526 8,1380 7,6292 7,0370 6,4910 6,0783 5,8063 5,6200 5,4587 5,3026 5,1650 5,0533 4,9577 4,8676 4,7799 4,6902 4,5845 4,4393 4,2322 3,9564 3,6242 3,2562 2,8698 2,4808 2,1087 1,7726 1,4876 1,2731 1,1537 1,1447 1,2475 1,4565 1,7587 2,1259 2,5139 2,8821 3,2219 3,5505 3,8702 4,1440 4,3105 4,3199 4,1636 3,8720 3,4919 3,0773 2,6926 2,3981 2,2195 2,1289 2,0610 1,9580 1,8130 1,6726 1,6010 1,6345 1,7611 1,9389 2,1315 2,3192 2,4801 2,5785 2,5768 2,4584 2,2439 1,9857 1,7449 1,5623 1,4369 1,3327 1,2111 1,0609 0,8945 0,7264 0,5683 0,4454 0,4032 0,4844 0,6979 1,0118 1,3732 1,7325 2,0611 2,3515 2,5940 2,7497 2,7671 2,6350 2,4043 2,1424 1,8874 1,6526 1,4466 1,2792 1,1573 1,0805 1,0450 1,0525 1,1099 1,2287 1,4303 1,7380 2,1524 2,6351 3,1128 3,5001 3,7297 3,7742 3,6527 3,4244 3,1573 2,8833 2,5773 2,1773 1,6165 0,8539 -0,0919 -1,1291 -2,1201 -2,9374 -3,5121 -3,8405 -3,9497 -3,8682 -3,6280 -3,2757 -2,8621 -2,4223 -1,9735 -1,5207 -1,0616 -0,5948 -0,1363 0,2731 0,5831 0,7572 0,7768 0,6336
F7    -0,7282 -0,7089 -0,6180 -0,4502 -0,2441 -0,0584 0,0662 0,1149 0,0829 -0,0288 -0,2074 -0,4221 -0,6235 -0,7563 -0,7806 -0,6850 -0,4880 -0,2341 0,0144 0,1934 0,2502 0,1589 -0,0651 -0,3625 -0,6492 -0,8467 -0,9064 -0,8185 -0,6085 -0,3231 -0,0127 0,2777 0,5081 0,6475 0,6860 0,6499 0,6011 0,6044 0,6875 0,8248 0,9565 1,0271 1,0080 0,8970 0,7122 0,4874 0,2602 0,0659 -0,0620 -0,0939 -0,0167 0,1599 0,4059 0,6770 0,9194 1,0800 1,1219 1,0409 0,8705 0,6643 0,4673 0,3058 0,1965 0,1528 0,1774 0,2587 0,3767 0,5049 0,6134 0,6893 0,7552 0,8553 1,0143 1,2155 1,4207 1,6095 1,7909 1,9780 2,1607 2,3097 2,3996 2,4222 2,3804 2,2810 2,1290 1,9189 1,6404 1,3077 0,9803 0,7456 0,6717 0,7682 0,9829 1,2317 1,4356 1,5417 1,5274 1,4037 1,2138 1,0105 0,8313 0,6915 0,5918 0,5233 0,4731 0,4268 0,3732 0,3139 0,2647 0,2372 0,2252 0,2140 0,1928 0,1546 0,0946 0,0159 -0,0676 -0,1382 -0,1841 -0,2080 -0,2245 -0,2430 -0,2500 -0,2125 -0,0981 0,1083 0,4003 0,7621 1,1830 1,6499 2,1361 2,6091 3,0487 3,4517 3,8241 4,1725 4,4987 4,7974 5,0571 5,2667 5,4207 5,5213 5,5790 5,6128 5,6470 5,6998 5,7690 5,8346 5,8806 5,9090 5,9312 5,9506 5,9560 5,9312 5,8660 5,7607 5,6278 5,4994 5,4302 5,4856 5,7103 6,0962 6,5757 7,0513 7,4396 7,7013 7,8456 7,9105 7,9367 7,9530 7,9733 7,9995 8,0285 8,0611 8,1020 8,1505 8,1967 8,2265 8,2299 8,2086 8,1814 8,1721 8,1880 8,2098 8,1999 8,1148 7,9199 7,6085 7,2089 6,7654 6,3149 5,8835 5,4961 5,1816 4,9608 4,8281 4,7473 4,6740 4,5853 4,4887 4,4055 4,3471 4,3003 4,2335 4,1205 3,9616 3,7827 3,6177 3,4895 3,3986 3,3319 3,2791 3,2380 3,2055 3,1711 3,1272 3,0801 3,0431 3,0229 3,0211 3,0415 3,0832 3,1296 3,1492 3,1069 2,9814 2,7817 2,5455 2,3144 2,1132 1,9504 1,8288 1,7527 1,7285 1,7607 1,8472 1,9737 2,1114 2,2248 2,2878 2,2937 2,2576 2,2093 2,1774 2,1734 2,1966 2,2494 2,3385 2,4561 2,5758 2,6731 2,7464 2,8141 2,8982 3,0108 3,1459 3,2772 3,3749 3,4341 3,4828 3,5559 3,6606 3,7738 3,8696 3,9405 3,9902 4,0202 4,0289 4,0140 3,9677 3,8774 3,7380 3,5657 3,4030 3,3023 3,2909 3,3513 3,4393 3,5236 3,6067 3,7123 3,8579 4,0322 4,1929 4,2941 4,3235 4,3075 4,2871 4,2979 4,3651 4,4999 4,6924 4,9081 5,0995 5,2275 5,2777 5,2633 5,2111 5,1434 5,0662 4,9704 4,8443 4,6905 4,5356 4,4197 4,3730 4,3994 4,4812 4,5985 4,7439 4,9253 5,1560 5,4353 5,7329 5,9931 6,1600 6,1986 6,1027 5,8952 5,6215 5,3346 5,0792 4,8766 4,7174 4,5710 4,4111 4,2345 4,0631 3,9294 3,8601 3,8637 3,9304 4,0396 4,1737 4,3304 4,5142 4,7103 4,8804 4,9891 5,0332 5,0462 5,0769 5,1623 5,3128 5,5135 5,7307 5,9235 6,0565 6,1117 6,0919 6,0101 5,8761 5,6910 5,4535 5,1782 4,9084 4,7017 4,5939 4,5778 4,6119 4,6512 4,6769 4,7036 4,7557 4,8399 4,9382 5,0171 5,0475 5,0236 4,9660 4,9125 4,9023 4,9560 5,0634 5,1907 5,3001 5,3681 5,3930 5,3928 5,3945 5,4193 5,4742 5,5491 5,6199 5,6599 5,6526 5,5920 5,4760 5,3039 5,0874 4,8573 4,6499 4,4835 4,3509 4,2321 4,1083 3,9659 3,7979 3,6094 3,4204 3,2589 3,1496 3,1012 3,1046 3,1444 3,2113 3,2993 3,4017 3,5120 3,6237 3,7241 3,7912 3,8011 3,7429 3,6268 3,4749 3,3061 3,1351 2,9813 2,8684 2,8092 2,7914 2,7892 2,7860 2,7859 2,8079 2,8725 2,9873 3,1420 3,3210 3,5174 3,7326 3,9598 4,1743 4,3409 4,4307 4,4344 4,3658 4,2553 4,1313 4,0032 3,8657 3,7208 3,5880 3,4900 3,4350 3,4169 3,4287 3,4718 3,5557 3,6897 3,8743 4,0939 4,3149 4,5001 4,6283 4,7009 4,7372 4,7712 4,8390 4,9531 5,0924 5,2192 5,3005 5,3146 5,2564 5,1397 4,9968 4,8746 4,8162 4,8333 4,8931 4,9327 4,8868 4,7140 4,4085 3,9983 3,5250 3,0170 2,4862 1,9524 1,4603 1,0627 0,7873 0,6233 0,5423 0,5261 0,5738 0,6932 0,8896 1,1501 1,4356 1,6937 1,8849 1,9976 2,0405 2,0279 1,9733 1,8968 1,8312 1,8118 1,8590 1,9682 2,1152 2,2715 2,4184 2,5550 2,6926 2,8354 2,9633 3,0325 3,0006 2,8566 2,6254 2,3532 2,0945 1,9021 1,8076 1,8095 1,8788 1,9756 2,0636 2,1142 2,1102 2,0559 1,9800 1,9239 1,9245 1,9982 2,1249 2,2505 2,3135 2,2788 2,1521 1,9678 1,7671 1,5798 1,4172 1,2784 1,1663 1,1010 1,1163 1,2295 1,4101 1,5883 1,6993 1,7146 1,6498 1,5564 1,4985 1,5217 1,6345 1,8128 2,0196 2,2228 2,3997 2,5369 2,6308 2,6863 2,7079 2,6919 2,6286 2,5072 2,3167 2,0491 1,7082 1,3138 0,9014 0,5176 0,2086 0,0063 -0,0793 -0,0599 0,0313 0,1476 0,2497 0,3275 0,3947 0,4623 0,5190 0,5345 0,4776 0,3341 0,1146 -0,1536 -0,4437 -0,7366 -1,0102 -1,2353 -1,3935 -1,4974 -1,5780 -1,6500 -1,6971 -1,6855 -1,5819 -1,3630 -1,0241 -0,5913 -0,1300
