Fp1   -5,4166 -6,5071 -7,3745 -8,0112 -8,3919 -8,4413 -8,0469 -7,1648 -5,9305 -4,6276 -3,4995 -2,5872 -1,7478 -0,8061 0,3109 1,5335 2,6918 3,5944 4,0883 4,0911 3,6575 3,0463 2,6376 2,6859 3,1368 3,6965 4,0443 3,9761 3,4405 2,5184 1,3740 0,2083 -0,7678 -1,3626 -1,4633 -1,1069 -0,4674 0,2563 0,9428 1,5806 2,2341 2,9301 3,5660 3,9715 4,0417 3,7998 3,3587 2,8155 2,1637 1,3281 0,2911 -0,8503 -1,9637 -2,9730 -3,8464 -4,5174 -4,8502 -4,7137 -4,1012 -3,1751 -2,2031 -1,4587 -1,1591 -1,4333 -2,2708 -3,4412 -4,5091 -5,0415 -4,8379 -3,9782 -2,7305 -1,4308 -0,3596 0,3512 0,7216 0,8336 0,7287 0,3789 -0,2684 -1,2220 -2,3990 -3,6370 -4,7594 -5,6207 -6,1185 -6,2169 -5,9750 -5,5251 -4,9943 -4,4223 -3,7358 -2,8000 -1,5200 0,0653 1,7547 3,2718 4,4266 5,1907 5,6310 5,8073 5,7177 5,3069 4,5293 3,4039 2,0062 0,4385 -1,1998 -2,8517 -4,4821 -6,0052 -7,2983 -8,3419 -9,3186 -10,5073 -12,0456 -13,8307 -15,6502 -17,3615 -18,9637 -20,5532 -22,2054 -23,8323 -25,1176 -25,6333 -25,0915 -23,5323 -21,2744 -18,7196 -16,2395 -14,1661 -12,7415 -12,0064 -11,7625 -11,6581 -11,3160 -10,4600 -9,0273 -7,1975 -5,2860 -3,5902 -2,3107 -1,5659 -1,3957 -1,6984 -2,2085 -2,5994 -2,6092 -2,0955 -1,0716 0,2395 1,4323 2,1077 2,1260 1,7124 1,3208 1,3826 2,1302 3,5413 5,3766 7,3058 9,0499 10,4253 11,2980 11,5620 11,2035 10,3834 9,4084 8,5897 8,1046 7,9389 7,9294 7,8812 7,6622 7,2246 6,6133 5,9827 5,5435 5,4340 5,6256 5,9205 6,0234 5,6535 4,6696 3,1487 1,3461 -0,4448 -2,0141 -3,2584 -4,1386 -4,6451 -4,8008 -4,6864 -4,4661 -4,3730 -4,6348 -5,3872 -6,6341 -8,2437 -9,9735 -11,5443 -12,7420 -13,4746 -13,7433 -13,5866 -13,0525 -12,2027 -11,1450 -10,0658 -9,2184 -8,8698 -9,2062 -10,2250 -11,7207 -13,4043 -15,0240 -16,4085 -17,4873 -18,2946 -18,9208 -19,4290 -19,8130 -20,0423 -20,1242 -20,1052 -20,0481 -19,9983 -19,9442 -19,8247 -19,5407 -18,9513 -17,9321 -16,4762 -14,7365 -12,9933 -11,5734 -10,7420 -10,6193 -11,1758 -12,2962 -13,8153 -15,4727 -16,8964 -17,7095 -17,6742 -16,7493 -15,0664 -12,8994 -10,6410 -8,7247 -7,4757 -6,9847 -7,1125 -7,6059 -8,2137 -8,7313 -9,0171 -9,0455 -8,9225 -8,7817 -8,6731 -8,5851 -8,5227 -8,4994 -8,4743 -8,3387 -7,9805 -7,3994 -6,7528 -6,2292 -5,9098 -5,7981 -5,9136 -6,2878 -6,8851 -7,5581 -8,1101 -8,4296 -8,5650 -8,6538 -8,7877 -8,9579 -9,1228 -9,2675 -9,3548 -9,2649 -8,8784 -8,2646 -7,7446 -7,6810 -8,1782 -9,0013 -9,7472 -10,0917 -9,9676 -9,5664 -9,1672 -8,9478 -8,9151 -8,9723 -9,0698 -9,3151 -9,9091 -10,9461 -12,2845 -13,6024 -14,5450 -14,8363 -14,3518 -13,1966 -11,7219 -10,3807 -9,4935 -9,1506 -9,3188 -9,9367 -10,8563 -11,7640 -12,2430 -11,9825 -10,9826 -9,5663 -8,1769 -7,1261 -6,4705 -6,0855 -5,8419 -5,7283 -5,8548 -6,3690 -7,3134 -8,5022 -9,5369 -9,9850 -9,6057 -8,4468 -6,7555 -4,8281 -2,9512 -1,4273 -0,5371 -0,4025 -0,9097 -1,7853 -2,7120 -3,3846 -3,5751 -3,2337 -2,5192 -1,7004 -0,9942 -0,4741 -0,1252 0,0647 0,1075 0,0687 0,0735 0,2281 0,5256 0,8632 1,1451 1,3336 1,4237 1,4083 1,2708 1,0166 0,7195 0,5154 0,5162 0,7196 1,0179 1,2711 1,3225 0,9746 0,0390 -1,5368 -3,5723 -5,6820 -7,4248 -8,4764 -8,7297 -8,3117 -7,5116 -6,6412 -5,9298 -5,5106 -5,4436 -5,7149 -6,2346 -6,8599 -7,4463 -7,9154 -8,2883 -8,6310 -8,9432 -9,0888 -8,8451 -8,0472 -6,7201 -5,1014 -3,5513 -2,4214 -1,9379 -2,1139 -2,7539 -3,5595 -4,2351 -4,5706 -4,5340 -4,2928 -4,1185 -4,2430 -4,7332 -5,4411 -6,0977 -6,4794 -6,4824 -6,0941 -5,3464 -4,3060 -3,0985 -1,9094 -0,9142 -0,1967 0,2431 0,3940 0,1794 -0,4616 -1,4571 -2,6280 -3,8269 -5,0183 -6,2427 -7,5279 -8,8387 -10,0979 -11,2213 -12,1356 -12,7756 -13,0624 -12,9207 -12,3533 -11,4892 -10,5445 -9,7146 -9,0668 -8,5186 -7,9029 -7,0689 -5,9792 -4,7565 -3,6513 -2,9672 -2,9472 -3,6423 -4,8701 -6,3219 -7,7274 -8,9407 -9,8947 -10,5149 -10,7116 -10,4333 -9,6885 -8,5419 -7,1439 -5,7559 -4,6786 -4,1043 -4,0323 -4,3261 -4,8523 -5,5833 -6,5759 -7,8515 -9,3226 -10,8419 -12,3169 -13,7649 -15,2355 -16,7029 -18,0691 -19,2529 -20,2591 -21,1713 -22,0881 -23,0652 -24,1018 -25,1908 -26,3952 -27,8408 -29,6073 -31,6354 -33,7164 -35,5593 -36,9576 -37,9644 -38,8788 -40,0237 -41,4893 -43,0309 -44,1985 -44,5813 -43,9678 -42,3730 -39,9943 -37,1402 -34,1512 -31,3279 -28,8608 -26,7549 -24,8050 -22,7071 -20,2579 -17,4704 -14,5444 -11,7691 -9,4080 -7,5866 -6,2460 -5,2047 -4,2768 -3,3688 -2,5052 -1,7700 -1,2279 -0,9068 -0,8225 -0,9618 -1,2417 -1,5083 -1,5765 -1,3027 -0,7008 -0,0120 0,3965 0,2615 -0,4099 -1,3658 -2,2904 -3,0145 -3,6032 -4,2514 -5,1042 -6,1636 -7,3112 -8,3997 -9,3687 -10,2989 -11,3312 -12,5173 -13,7495 -14,8156 -15,5142 -15,7724 -15,6782 -15,3888 -15,0423 -14,7726 -14,7256 -14,9989 -15,5913 -16,3979 -17,2254 -17,8763 -18,2837 -18,5698 -18,9467 -19,5388 -20,3000 -21,0764 -21,7319 -22,2446 -22,7084 -23,2435 -23,9027 -24,6381 -25,3262 -25,8376 -26,1311 -26,3134 -26,6029 -27,2046 -28,1838 -29,4233 -30,6546 -31,5286 -31,7396 -31,2009 -30,1437 -28,9968 -28,1133 -27,5819 -27,2733 -27,0303 -26,8065 -26,6618 -26,6609 -26,7746 -26,8670 -26,7909
Fz    -2,1417 -2,6988 -3,1504 -3,4869 -3,7025 -3,7887 -3,7326 -3,5341 -3,2249 -2,8619 -2,4886 -2,1024 -1,6607 -1,1223 -0,4819 0,2264 0,9476 1,6202 2,1790 2,5572 2,7132 2,6728 2,5294 2,3780 2,2516 2,1241 1,9428 1,6517 1,2209 0,6769 0,1000 -0,4047 -0,7373 -0,8282 -0,6657 -0,3154 0,1030 0,4758 0,7450 0,9217 1,0644 1,2247 1,3982 1,5334 1,5819 1,5383 1,4363 1,3067 1,1358 0,8727 0,4781 -0,0423 -0,6446 -1,2715 -1,8681 -2,3851 -2,7724 -2,9847 -3,0040 -2,8584 -2,6147 -2,3523 -2,1460 -2,0621 -2,1372 -2,3385 -2,5589 -2,6774 -2,6308 -2,4322 -2,1464 -1,8569 -1,6362 -1,5209 -1,5117 -1,6019 -1,8023 -2,1310 -2,5888 -3,1505 -3,7678 -4,3774 -4,9151 -5,3287 -5,5868 -5,6822 -5,6233 -5,4233 -5,0905 -4,6184 -3,9823 -3,1552 -2,1423 -1,0093 0,1129 1,0668 1,7350 2,0846 2,1581 2,0316 1,7701 1,4077 0,9653 0,4740 -0,0283 -0,5091 -0,9527 -1,3745 -1,8169 -2,3139 -2,8639 -3,4469 -4,0625 -4,7311 -5,4479 -6,1523 -6,7612 -7,2269 -7,5607 -7,8165 -8,0540 -8,2910 -8,4766 -8,5254 -8,3868 -8,0864 -7,7033 -7,3180 -6,9886 -6,7533 -6,6248 -6,5733 -6,5293 -6,4125 -6,1585 -5,7307 -5,1303 -4,4007 -3,6139 -2,8435 -2,1553 -1,6126 -1,2650 -1,1154 -1,1011 -1,1153 -1,0454 -0,8020 -0,3449 0,2857 0,9621 1,5222 1,8596 1,9838 2,0036 2,0520 2,2166 2,5112 2,8837 3,2570 3,5765 3,8256 4,0082 4,1337 4,2256 4,3356 4,5299 4,8478 5,2717 5,7284 6,1201 6,3723 6,4626 6,4165 6,2889 6,1481 6,0493 6,0044 5,9742 5,8937 5,7096 5,3973 4,9529 4,3816 3,6953 2,9094 2,0405 1,1101 0,1562 -0,7660 -1,6008 -2,3154 -2,9164 -3,4407 -3,9238 -4,3794 -4,8081 -5,2013 -5,5289 -5,7431 -5,8104 -5,7425 -5,5922 -5,4228 -5,2769 -5,1672 -5,0944 -5,0786 -5,1726 -5,4417 -5,9240 -6,5956 -7,3656 -8,1122 -8,7295 -9,1590 -9,4130 -9,5743 -9,7457 -9,9816 -10,2591 -10,5085 -10,6694 -10,7271 -10,7159 -10,6836 -10,6532 -10,6194 -10,5585 -10,4270 -10,1758 -9,7747 -9,2283 -8,5807 -7,9092 -7,3099 -6,8769 -6,6727 -6,7084 -6,9466 -7,3121 -7,7066 -8,0344 -8,2246 -8,2344 -8,0505 -7,6989 -7,2445 -6,7743 -6,3654 -6,0599 -5,8599 -5,7374 -5,6425 -5,5111 -5,2810 -4,9294 -4,4959 -4,0515 -3,6455 -3,2985 -3,0239 -2,8329 -2,7259 -2,6955 -2,7368 -2,8601 -3,0882 -3,4233 -3,8279 -4,2545 -4,6823 -5,1088 -5,5153 -5,8537 -6,0681 -6,1395 -6,1075 -6,0385 -5,9729 -5,9123 -5,8454 -5,7672 -5,6749 -5,5578 -5,4096 -5,2620 -5,1942 -5,2796 -5,5191 -5,8344 -6,1249 -6,3352 -6,4918 -6,6834 -6,9995 -7,4757 -8,0727 -8,6944 -9,2362 -9,6339 -9,8716 -9,9479 -9,8451 -9,5364 -9,0149 -8,3091 -7,4821 -6,6282 -5,8595 -5,2693 -4,8979 -4,7377 -4,7700 -4,9801 -5,3364 -5,7666 -6,1627 -6,4211 -6,4963 -6,4183 -6,2592 -6,0772 -5,8826 -5,6487 -5,3541 -5,0178 -4,7016 -4,4825 -4,4074 -4,4583 -4,5611 -4,6333 -4,6337 -4,5752 -4,4950 -4,4233 -4,3844 -4,4181 -4,5726 -4,8606 -5,2310 -5,5887 -5,8319 -5,8719 -5,6574 -5,2100 -4,6345 -4,0774 -3,6590 -3,4300 -3,3822 -3,4804 -3,6750 -3,9025 -4,0934 -4,1947 -4,1952 -4,1215 -4,0022 -3,8489 -3,6747 -3,5115 -3,3940 -3,3246 -3,2562 -3,1128 -2,8424 -2,4592 -2,0337 -1,6488 -1,3762 -1,2771 -1,3933 -1,7216 -2,2030 -2,7453 -3,2617 -3,6954 -4,0231 -4,2504 -4,3992 -4,4887 -4,5333 -4,5501 -4,5571 -4,5613 -4,5476 -4,4761 -4,3027 -4,0174 -3,6660 -3,3295 -3,0765 -2,9178 -2,7975 -2,6348 -2,3858 -2,0789 -1,8027 -1,6592 -1,7096 -1,9397 -2,2629 -2,5564 -2,7011 -2,6169 -2,3002 -1,8331 -1,3458 -0,9522 -0,6988 -0,5626 -0,4976 -0,4805 -0,5111 -0,5845 -0,6764 -0,7546 -0,8012 -0,8217 -0,8263 -0,8066 -0,7473 -0,6654 -0,6242 -0,6980 -0,9215 -1,2752 -1,7173 -2,2177 -2,7607 -3,3259 -3,8843 -4,4139 -4,9073 -5,3659 -5,7848 -6,1301 -6,3318 -6,3145 -6,0414 -5,5338 -4,8586 -4,1043 -3,3651 -2,7260 -2,2402 -1,9123 -1,7118 -1,6100 -1,6043 -1,7052 -1,8973 -2,1288 -2,3476 -2,5394 -2,7303 -2,9497 -3,1836 -3,3691 -3,4321 -3,3263 -3,0536 -2,6773 -2,3165 -2,0971 -2,0803 -2,2295 -2,4535 -2,6790 -2,8905 -3,1128 -3,3636 -3,6295 -3,8897 -4,1570 -4,4801 -4,8964 -5,3947 -5,9349 -6,4892 -7,0571 -7,6485 -8,2583 -8,8656 -9,4545 -10,0297 -10,6171 -11,2463 -11,9193 -12,5905 -13,1747 -13,5844 -13,7803 -13,8097 -13,7936 -13,8639 -14,0840 -14,4081 -14,7158 -14,8862 -14,8485 -14,5945 -14,1683 -13,6430 -13,0918 -12,5687 -12,0867 -11,5901 -10,9501 -10,0197 -8,7208 -7,0904 -5,2643 -3,4308 -1,7803 -0,4523 0,5003 1,1066 1,4367 1,5584 1,5173 1,3441 1,0713 0,7348 0,3627 -0,0222 -0,3903 -0,7048 -0,9299 -1,0399 -1,0371 -0,9621 -0,8713 -0,8019 -0,7514 -0,6831 -0,5576 -0,3763 -0,1959 -0,0985 -0,1411 -0,3291 -0,6268 -0,9911 -1,4040 -1,8799 -2,4392 -3,0772 -3,7541 -4,4043 -4,9585 -5,3794 -5,6805 -5,9001 -6,0639 -6,1873 -6,3014 -6,4530 -6,6853 -7,0189 -7,4395 -7,9035 -8,3709 -8,8352 -9,3134 -9,8109 -10,3086 -10,7812 -11,2200 -11,6462 -12,1033 -12,6307 -13,2306 -13,8534 -14,4125 -14,8173 -15,0117 -15,0032 -14,8732 -14,7462 -14,7349 -14,9010 -15,2404 -15,6811 -16,1120 -16,4474 -16,6791 -16,8607 -17,0390 -17,2046 -17,3081 -17,3140 -17,2339 -17,1129 -16,9842 -16,8333 -16,6089 -16,2755
F3    -2,5433 -2,9400 -3,2108 -3,4006 -3,5587 -3,7029 -3,7989 -3,7890 -3,6402 -3,3590 -2,9615 -2,4409 -1,7728 -0,9513 -0,0152 0,9556 1,8652 2,6276 3,1776 3,4709 3,4989 3,3201 3,0514 2,7959 2,5808 2,3683 2,0968 1,7048 1,1619 0,4989 -0,1939 -0,7925 -1,1694 -1,2356 -0,9892 -0,5334 -0,0284 0,3953 0,6884 0,8801 1,0395 1,2125 1,3762 1,4618 1,4213 1,2621 1,0253 0,7400 0,3961 -0,0461 -0,6188 -1,3123 -2,0716 -2,8197 -3,4848 -4,0100 -4,3395 -4,4143 -4,1998 -3,7174 -3,0525 -2,3399 -1,7382 -1,3904 -1,3684 -1,6274 -2,0182 -2,3681 -2,5660 -2,5853 -2,4606 -2,2648 -2,0948 -2,0339 -2,1112 -2,3029 -2,5712 -2,8932 -3,2652 -3,6897 -4,1524 -4,6055 -4,9788 -5,2125 -5,2913 -5,2490 -5,1365 -4,9859 -4,8007 -4,5538 -4,1901 -3,6487 -2,9028 -1,9925 -1,0307 -0,1650 0,4968 0,9364 1,2035 1,3502 1,3787 1,2443 0,9075 0,3788 -0,2798 -0,9787 -1,6392 -2,2425 -2,8336 -3,4598 -4,1176 -4,7700 -5,3986 -6,0111 -6,5943 -7,0835 -7,4053 -7,5453 -7,5670 -7,5764 -7,6689 -7,8740 -8,1277 -8,3133 -8,3452 -8,2233 -8,0106 -7,7755 -7,5638 -7,4056 -7,3159 -7,2775 -7,2287 -7,0721 -6,7051 -6,0622 -5,1533 -4,0727 -2,9635 -1,9586 -1,1511 -0,6007 -0,3328 -0,3143 -0,4458 -0,5868 -0,5895 -0,3309 0,2386 1,0446 1,8848 2,5120 2,7649 2,6508 2,3236 1,9920 1,8192 1,8568 2,0410 2,2569 2,4230 2,5255 2,5954 2,6761 2,8091 3,0312 3,3674 3,8143 4,3262 4,8239 5,2224 5,4686 5,5620 5,5413 5,4577 5,3598 5,2815 5,2227 5,1396 4,9676 4,6623 4,2219 3,6783 3,0777 2,4633 1,8564 1,2420 0,5813 -0,1500 -0,9309 -1,7055 -2,4288 -3,1021 -3,7635 -4,4442 -5,1417 -5,8265 -6,4484 -6,9377 -7,2244 -7,2744 -7,1160 -6,8300 -6,5092 -6,2261 -6,0252 -5,9275 -5,9436 -6,0895 -6,3927 -6,8764 -7,5281 -8,2777 -9,0087 -9,5989 -9,9693 -10,1248 -10,1556 -10,1827 -10,2864 -10,4693 -10,6706 -10,8122 -10,8516 -10,8097 -10,7423 -10,6847 -10,6357 -10,5647 -10,4152 -10,1198 -9,6315 -8,9526 -8,1560 -7,3789 -6,7795 -6,4784 -6,5153 -6,8462 -7,3761 -7,9893 -8,5705 -9,0299 -9,3106 -9,3690 -9,1713 -8,7192 -8,0731 -7,3417 -6,6403 -6,0500 -5,6008 -5,2799 -5,0478 -4,8469 -4,6108 -4,2990 -3,9313 -3,5694 -3,2679 -3,0629 -2,9872 -3,0577 -3,2475 -3,4936 -3,7367 -3,9602 -4,1963 -4,4869 -4,8392 -5,2262 -5,6176 -5,9888 -6,3077 -6,5308 -6,6220 -6,5871 -6,4887 -6,4001 -6,3467 -6,3080 -6,2596 -6,1919 -6,0966 -5,9549 -5,7530 -5,5172 -5,3218 -5,2403 -5,2873 -5,4120 -5,5409 -5,6356 -5,7349 -5,9333 -6,3098 -6,8786 -7,5878 -8,3382 -9,0213 -9,5726 -9,9865 -10,2709 -10,3971 -10,3057 -9,9482 -9,3192 -8,4638 -7,4743 -6,4796 -5,6136 -4,9746 -4,6138 -4,5542 -4,7920 -5,2668 -5,8428 -6,3414 -6,6193 -6,6390 -6,4747 -6,2483 -6,0501 -5,8949 -5,7351 -5,5123 -5,2115 -4,8788 -4,5921 -4,4083 -4,3266 -4,2983 -4,2714 -4,2315 -4,2072 -4,2337 -4,3179 -4,4454 -4,6109 -4,8301 -5,1156 -5,4434 -5,7442 -5,9208 -5,8735 -5,5379 -4,9388 -4,2114 -3,5469 -3,0939 -2,8951 -2,9038 -3,0327 -3,1883 -3,2958 -3,3192 -3,2644 -3,1708 -3,0881 -3,0370 -2,9988 -2,9506 -2,8946 -2,8427 -2,7834 -2,6721 -2,4555 -2,1145 -1,6890 -1,2560 -0,8891 -0,6465 -0,5794 -0,7263 -1,0846 -1,5926 -2,1590 -2,7109 -3,2139 -3,6593 -4,0459 -4,3645 -4,5981 -4,7464 -4,8366 -4,9008 -4,9539 -4,9852 -4,9554 -4,8181 -4,5664 -4,2589 -3,9930 -3,8410 -3,7913 -3,7415 -3,5618 -3,1848 -2,6558 -2,1153 -1,7314 -1,6177 -1,7765 -2,1021 -2,4397 -2,6414 -2,6076 -2,3232 -1,8716 -1,3997 -1,0449 -0,8725 -0,8670 -0,9733 -1,1385 -1,3206 -1,4782 -1,5678 -1,5603 -1,4615 -1,3065 -1,1285 -0,9435 -0,7721 -0,6627 -0,6808 -0,8759 -1,2463 -1,7279 -2,2262 -2,6706 -3,0441 -3,3674 -3,6703 -3,9847 -4,3438 -4,7696 -5,2526 -5,7343 -6,1133 -6,2861 -6,1946 -5,8415 -5,2755 -4,5695 -3,8069 -3,0698 -2,4176 -1,8643 -1,3835 -0,9509 -0,5903 -0,3672 -0,3270 -0,4527 -0,6913 -1,0072 -1,4014 -1,8767 -2,3895 -2,8474 -3,1502 -3,2345 -3,1018 -2,8215 -2,5073 -2,2702 -2,1645 -2,1618 -2,1822 -2,1660 -2,1299 -2,1584 -2,3345 -2,6842 -3,1914 -3,8462 -4,6463 -5,5523 -6,4729 -7,3174 -8,0528 -8,7089 -9,3412 -9,9839 -10,6302 -11,2513 -11,8293 -12,3758 -12,9179 -13,4583 -13,9514 -14,3213 -14,5009 -14,4708 -14,2810 -14,0426 -13,8856 -13,8964 -14,0745 -14,3448 -14,6051 -14,7676 -14,7833 -14,6526 -14,4189 -14,1486 -13,9049 -13,7069 -13,4800 -13,0499 -12,2200 -10,8846 -9,0893 -7,0075 -4,8781 -2,9378 -1,3552 -0,1864 0,6160 1,1393 1,4451 1,5502 1,4547 1,1763 0,7594 0,2619 -0,2563 -0,7382 -1,1417 -1,4473 -1,6490 -1,7492 -1,7663 -1,7311 -1,6688 -1,5808 -1,4410 -1,2208 -0,9327 -0,6485 -0,4660 -0,4563 -0,6325 -0,9519 -1,3511 -1,7960 -2,2999 -2,8936 -3,5894 -4,3698 -5,1864 -5,9672 -6,6476 -7,2005 -7,6302 -7,9435 -8,1481 -8,2779 -8,3989 -8,5834 -8,8706 -9,2426 -9,6396 -10,0065 -10,3334 -10,6500 -10,9839 -11,3415 -11,7250 -12,1512 -12,6525 -13,2589 -13,9660 -14,7128 -15,3943 -15,8979 -16,1422 -16,1053 -15,8410 -15,4738 -15,1568 -15,0118 -15,0880 -15,3498 -15,6888 -15,9756 -16,1412 -16,2217 -16,3185 -16,5053 -16,7693 -17,0338 -17,2262 -17,3228 -17,3440 -17,3079 -17,1853 -16,9139 -16,4659
