Fp1   0,0258 0,2053 0,3847 0,5782 0,8061 1,0809 1,3980 1,7352 2,0558 2,3194 2,4999 2,5933 2,6061 2,5416 2,4036 2,2083 1,9812 1,7405 1,4872 1,2138 0,9216 0,6227 0,3292 0,0453 -0,2298 -0,4944 -0,7399 -0,9530 -1,1205 -1,2305 -1,2731 -1,2469 -1,1693 -1,0732 -0,9880 -0,9278 -0,9022 -0,9259 -1,0115 -1,1564 -1,3386 -1,5233 -1,6802 -1,7967 -1,8769 -1,9339 -1,9846 -2,0371 -2,0806 -2,0896 -2,0428 -1,9413 -1,8095 -1,6783 -1,5684 -1,4836 -1,4143 -1,3484 -1,2807 -1,2138 -1,1558 -1,1162 -1,1004 -1,1032 -1,1111 -1,1097 -1,0872 -1,0381 -0,9741 -0,9256 -0,9266 -0,9966 -1,1378 -1,3442 -1,6059 -1,9077 -2,2269 -2,5383 -2,8242 -3,0789 -3,2985 -3,4711 -3,5828 -3,6301 -3,6217 -3,5718 -3,4961 -3,4071 -3,3116 -3,2117 -3,1065 -2,9958 -2,8840 -2,7823 -2,7009 -2,6438 -2,6125 -2,6108 -2,6441 -2,7174 -2,8306 -2,9768 -3,1436 -3,3173 -3,4837 -3,6327 -3,7635 -3,8834 -3,9968 -4,0965 -4,1697 -4,2090 -4,2195 -4,2149 -4,2074 -4,2033 -4,2021 -4,1966 -4,1776 -4,1398 -4,0819 -4,0016 -3,8922 -3,7429 -3,5505 -3,3309 -3,1167 -2,9437 -2,8334 -2,7822 -2,7690 -2,7751 -2,7912 -2,8135 -2,8401 -2,8686 -2,8926 -2,9060 -2,9098 -2,9087 -2,9035 -2,8934 -2,8828 -2,8806 -2,8894 -2,8977 -2,8818 -2,8207 -2,7137 -2,5814 -2,4533 -2,3534 -2,2951 -2,2829 -2,3113 -2,3624 -2,4118 -2,4386 -2,4298 -2,3816 -2,2998 -2,1941 -2,0724 -1,9414 -1,8084 -1,6796 -1,5590 -1,4485 -1,3465 -1,2491 -1,1533 -1,0553 -0,9472 -0,8232 -0,6866 -0,5468 -0,4162 -0,3095 -0,2387 -0,2070 -0,2116 -0,2508 -0,3240 -0,4248 -0,5414 -0,6630 -0,7796 -0,8826 -0,9672 -1,0293 -1,0661 -1,0850 -1,1054 -1,1450 -1,2103 -1,2983 -1,3989 -1,4977 -1,5817 -1,6512 -1,7210 -1,8049 -1,9012 -1,9954 -2,0713 -2,1202 -2,1475 -2,1758 -2,2357 -2,3436 -2,4917 -2,6597 -2,8311 -2,9946 -3,1405 -3,2609 -3,3510 -3,4102 -3,4417 -3,4505 -3,4347 -3,3806 -3,2693 -3,0874 -2,8341 -2,5167 -2,1413 -1,7135 -1,2513 -0,7880 -0,3553 0,0292 0,3549 0,6080 0,7778 0,8751 0,9383 1,0165 1,1359 1,2829 1,4183 1,5030 1,5120 1,4396 1,2991 1,1140 0,9086 0,7071 0,5274 0,3703 0,2199 0,0621 -0,1082 -0,2911 -0,4794 -0,6512 -0,7702 -0,7937 -0,6905 -0,4617 -0,1475 0,1857 0,4700 0,6616 0,7498 0,7450 0,6688 0,5562 0,4521 0,3939 0,3932 0,4317 0,4799 0,5201 0,5532 0,5856 0,6178 0,6405 0,6383 0,5983 0,5206 0,4196 0,3107 0,2015 0,0999 0,0227 -0,0105 0,0119 0,0873 0,1990 0,3224 0,4371 0,5327 0,6015 0,6352 0,6311 0,5968 0,5462 0,4905 0,4325 0,3726 0,3175 0,2785 0,2600 0,2543 0,2461 0,2174 0,1577 0,0739 -0,0130 -0,0833 -0,1333 -0,1789 -0,2424 -0,3300 -0,4207 -0,4797 -0,4810 -0,4179 -0,3022 -0,1593 -0,0225 0,0772 0,1237 0,1238 0,0989 0,0719 0,0636 0,0929 0,1688 0,2863 0,4305 0,5891 0,7609 0,9505 1,1540 1,3532 1,5245 1,6550 1,7517 1,8324 1,9091 1,9816 2,0416 2,0767 2,0740 2,0247 1,9248 1,7710 1,5603 1,2937 0,9777 0,6256 0,2574 -0,1039 -0,4358 -0,7176 -0,9369 -1,0979 -1,2183 -1,3150 -1,3915 -1,4396 -1,4524 -1,4359 -1,4047 -1,3683 -1,3258 -1,2746 -1,2162 -1,1475 -1,0577 -0,9359 -0,7750 -0,5756 -0,3532 -0,1426 0,0165 0,1054 0,1391 0,1560 0,1960 0,2823 0,4187 0,6006 0,8260 1,0957 1,4077 1,7556 2,1282 2,5051 2,8541 3,1396 3,3340 3,4265 3,4229 3,3384 3,1890 2,9886 2,7555 2,5146 2,2879 2,0887 1,9212 1,7755 1,6333 1,4871 1,3498 1,2410 1,1708 1,1339 1,1123 1,0813 1,0175 0,9030 0,7244 0,4770 0,1725 -0,1581 -0,4749 -0,7463 -0,9613 -1,1262 -1,2486 -1,3299 -1,3712 -1,3745 -1,3352 -1,2427 -1,0961 -0,9121 -0,7154 -0,5273 -0,3688 -0,2641 -0,2350 -0,2918 -0,4310 -0,6385 -0,8902 -1,1557 -1,4090 -1,6350 -1,8270 -1,9796 -2,0873 -2,1447 -2,1477 -2,0994 -2,0196 -1,9392 -1,8803 -1,8448 -1,8222 -1,7973 -1,7584 -1,7059 -1,6527 -1,6178 -1,6145 -1,6357 -1,6549 -1,6512 -1,6257 -1,5904 -1,5503 -1,5047 -1,4571 -1,4148 -1,3848 -1,3768 -1,4066 -1,4891 -1,6262 -1,8076 -2,0202 -2,2545 -2,5032 -2,7600 -3,0226 -3,2971 -3,5904 -3,8993 -4,2052 -4,4784 -4,6923 -4,8372 -4,9212 -4,9611 -4,9720 -4,9599 -4,9211 -4,8507 -4,7515 -4,6340 -4,5117 -4,3991 -4,3037 -4,2187 -4,1268 -4,0124 -3,8732 -3,7235 -3,5861 -3,4800 -3,4131 -3,3804 -3,3665 -3,3471 -3,2932 -3,1840 -3,0208 -2,8254 -2,6225 -2,4307 -2,2672 -2,1516 -2,0960 -2,0991 -2,1561 -2,2680 -2,4339 -2,6426 -2,8799 -3,1386 -3,4152 -3,7025 -3,9805 -4,2131 -4,3600 -4,4000 -4,3457 -4,2342 -4,1073 -3,9961 -3,9188 -3,8870 -3,9108 -3,9957 -4,1328 -4,2969 -4,4519 -4,5623 -4,6023 -4,5667 -4,4743 -4,3532 -4,2215 -4,0826 -3,9341 -3,7734 -3,6025 -3,4313 -3,2715 -3,1262 -2,9883 -2,8465 -2,6954 -2,5441 -2,4152 -2,3312 -2,3021 -2,3226 -2,3756 -2,4364 -2,4794 -2,4905 -2,4763 -2,4543 -2,4348 -2,4152 -2,3919 -2,3690 -2,3527 -2,3399 -2,3177 -2,2713 -2,1906 -2,0745 -1,9311 -1,7729 -1,6102 -1,4490 -1,2951 -1,1646 -1,0859 -1,0902 -1,1943 -1,3907 -1,6523 -1,9543 -2,2900 -2,6648 -3,0795 -3,5201 -3,9599 -4,3710 -4,7361 -5,0491 -5,3104
Fz    -1,4470 -1,0278 -0,5732 -0,1004 0,3798 0,8615 1,3354 1,7844 2,1829 2,5011 2,7156 2,8202 2,8230 2,7388 2,5857 2,3884 2,1738 1,9571 1,7338 1,4892 1,2172 0,9267 0,6348 0,3542 0,0909 -0,1504 -0,3603 -0,5267 -0,6405 -0,7028 -0,7240 -0,7205 -0,7165 -0,7397 -0,8024 -0,8943 -1,0004 -1,1173 -1,2503 -1,3997 -1,5542 -1,6963 -1,8174 -1,9253 -2,0339 -2,1503 -2,2710 -2,3835 -2,4673 -2,5013 -2,4761 -2,4021 -2,3035 -2,2037 -2,1188 -2,0587 -2,0264 -2,0172 -2,0208 -2,0247 -2,0183 -1,9966 -1,9614 -1,9183 -1,8733 -1,8312 -1,7929 -1,7559 -1,7258 -1,7233 -1,7718 -1,8833 -2,0564 -2,2823 -2,5438 -2,8156 -3,0723 -3,2989 -3,4965 -3,6765 -3,8455 -3,9915 -4,0901 -4,1257 -4,1066 -4,0604 -4,0158 -3,9843 -3,9580 -3,9208 -3,8613 -3,7809 -3,6941 -3,6173 -3,5577 -3,5131 -3,4817 -3,4690 -3,4859 -3,5387 -3,6223 -3,7238 -3,8312 -3,9368 -4,0369 -4,1285 -4,2080 -4,2730 -4,3243 -4,3634 -4,3903 -4,4018 -4,3952 -4,3748 -4,3509 -4,3334 -4,3286 -4,3371 -4,3525 -4,3625 -4,3541 -4,3168 -4,2435 -4,1337 -4,0006 -3,8736 -3,7886 -3,7739 -3,8403 -3,9783 -4,1687 -4,3937 -4,6357 -4,8721 -5,0819 -5,2520 -5,3741 -5,4456 -5,4736 -5,4711 -5,4469 -5,4020 -5,3351 -5,2481 -5,1445 -5,0212 -4,8654 -4,6641 -4,4191 -4,1527 -3,8981 -3,6837 -3,5224 -3,4125 -3,3396 -3,2808 -3,2140 -3,1209 -2,9798 -2,7679 -2,4741 -2,1094 -1,7058 -1,3067 -0,9526 -0,6679 -0,4550 -0,2970 -0,1641 -0,0281 0,1223 0,2810 0,4377 0,5841 0,7095 0,8021 0,8542 0,8621 0,8257 0,7500 0,6435 0,5140 0,3709 0,2319 0,1185 0,0428 0,0035 -0,0056 0,0119 0,0558 0,1225 0,1947 0,2436 0,2441 0,1842 0,0666 -0,0925 -0,2703 -0,4487 -0,6244 -0,8044 -0,9908 -1,1704 -1,3214 -1,4252 -1,4727 -1,4694 -1,4403 -1,4237 -1,4501 -1,5272 -1,6460 -1,7935 -1,9552 -2,1166 -2,2690 -2,4114 -2,5476 -2,6829 -2,8187 -2,9417 -3,0210 -3,0200 -2,9144 -2,7008 -2,3925 -2,0091 -1,5735 -1,1134 -0,6630 -0,2570 0,0768 0,3176 0,4529 0,4876 0,4517 0,3913 0,3487 0,3431 0,3640 0,3826 0,3692 0,3037 0,1848 0,0330 -0,1191 -0,2415 -0,3138 -0,3336 -0,3209 -0,3070 -0,3181 -0,3714 -0,4760 -0,6258 -0,7932 -0,9349 -1,0047 -0,9706 -0,8347 -0,6387 -0,4489 -0,3248 -0,2923 -0,3394 -0,4340 -0,5407 -0,6288 -0,6782 -0,6820 -0,6456 -0,5838 -0,5154 -0,4558 -0,4136 -0,3916 -0,3884 -0,4023 -0,4390 -0,5084 -0,6121 -0,7388 -0,8746 -1,0109 -1,1404 -1,2493 -1,3181 -1,3287 -1,2731 -1,1601 -1,0130 -0,8559 -0,7059 -0,5752 -0,4722 -0,3981 -0,3469 -0,3089 -0,2799 -0,2674 -0,2818 -0,3214 -0,3695 -0,4043 -0,4105 -0,3867 -0,3429 -0,2889 -0,2236 -0,1390 -0,0356 0,0650 0,1225 0,0977 -0,0218 -0,2097 -0,4142 -0,5835 -0,6835 -0,7031 -0,6515 -0,5534 -0,4430 -0,3499 -0,2859 -0,2464 -0,2226 -0,2053 -0,1839 -0,1507 -0,1069 -0,0599 -0,0114 0,0501 0,1405 0,2645 0,4089 0,5497 0,6703 0,7720 0,8682 0,9721 1,0880 1,2077 1,3135 1,3846 1,4025 1,3516 1,2221 1,0145 0,7412 0,4190 0,0643 -0,3036 -0,6637 -0,9972 -1,2920 -1,5455 -1,7625 -1,9484 -2,1059 -2,2340 -2,3281 -2,3837 -2,4048 -2,4023 -2,3822 -2,3398 -2,2677 -2,1652 -2,0380 -1,8951 -1,7452 -1,5897 -1,4220 -1,2406 -1,0602 -0,9065 -0,7980 -0,7321 -0,6877 -0,6387 -0,5682 -0,4716 -0,3461 -0,1814 0,0392 0,3277 0,6803 1,0753 1,4804 1,8622 2,1941 2,4588 2,6468 2,7542 2,7827 2,7378 2,6296 2,4787 2,3148 2,1614 2,0284 1,9151 1,8135 1,7133 1,6156 1,5376 1,4971 1,4960 1,5146 1,5170 1,4647 1,3330 1,1190 0,8340 0,4933 0,1132 -0,2908 -0,7054 -1,1171 -1,5095 -1,8627 -2,1570 -2,3793 -2,5284 -2,6082 -2,6184 -2,5565 -2,4330 -2,2778 -2,1285 -2,0153 -1,9542 -1,9499 -2,0002 -2,1035 -2,2611 -2,4752 -2,7413 -3,0449 -3,3634 -3,6682 -3,9302 -4,1273 -4,2493 -4,2949 -4,2657 -4,1661 -4,0121 -3,8327 -3,6556 -3,4942 -3,3486 -3,2137 -3,0855 -2,9648 -2,8564 -2,7682 -2,7094 -2,6829 -2,6824 -2,7032 -2,7481 -2,8177 -2,8987 -2,9669 -3,0008 -2,9895 -2,9347 -2,8519 -2,7710 -2,7232 -2,7251 -2,7741 -2,8576 -2,9639 -3,0894 -3,2382 -3,4163 -3,6254 -3,8598 -4,1066 -4,3504 -4,5773 -4,7759 -4,9391 -5,0687 -5,1746 -5,2669 -5,3476 -5,4123 -5,4553 -5,4732 -5,4603 -5,4092 -5,3199 -5,2017 -5,0637 -4,9149 -4,7690 -4,6438 -4,5552 -4,5154 -4,5317 -4,6003 -4,7029 -4,8118 -4,8982 -4,9373 -4,9146 -4,8338 -4,7138 -4,5754 -4,4331 -4,3023 -4,2068 -4,1685 -4,1960 -4,2879 -4,4425 -4,6590 -4,9312 -5,2448 -5,5774 -5,9007 -6,1864 -6,4099 -6,5509 -6,5920 -6,5285 -6,3809 -6,1940 -6,0206 -5,9009 -5,8497 -5,8589 -5,9124 -5,9954 -6,0899 -6,1703 -6,2080 -6,1820 -6,0879 -5,9409 -5,7692 -5,5993 -5,4421 -5,2923 -5,1387 -4,9698 -4,7785 -4,5677 -4,3469 -4,1232 -3,8975 -3,6673 -3,4336 -3,2057 -2,9998 -2,8352 -2,7303 -2,6973 -2,7382 -2,8415 -2,9806 -3,1206 -3,2325 -3,3002 -3,3192 -3,2921 -3,2315 -3,1616 -3,1088 -3,0852 -3,0868 -3,1015 -3,1150 -3,1132 -3,0875 -3,0408 -2,9859 -2,9357 -2,8951 -2,8670 -2,8636 -2,9069 -3,0166 -3,1997 -3,4520 -3,7688 -4,1504 -4,5954 -5,0906 -5,6077 -6,1087 -6,5596 -6,9421 -7,2552 -7,5120
F3    -0,7032 -0,3433 0,0399 0,4394 0,8492 1,2587 1,6473 1,9894 2,2591 2,4357 2,5137 2,5080 2,4442 2,3446 2,2236 2,0909 1,9516 1,8028 1,6324 1,4278 1,1877 0,9250 0,6579 0,4016 0,1664 -0,0409 -0,2170 -0,3611 -0,4737 -0,5559 -0,6113 -0,6497 -0,6911 -0,7586 -0,8621 -0,9931 -1,1407 -1,3025 -1,4789 -1,6650 -1,8463 -2,0015 -2,1177 -2,2018 -2,2712 -2,3363 -2,3934 -2,4261 -2,4137 -2,3407 -2,2065 -2,0299 -1,8408 -1,6638 -1,5137 -1,4003 -1,3304 -1,3059 -1,3224 -1,3707 -1,4391 -1,5149 -1,5835 -1,6282 -1,6347 -1,5959 -1,5123 -1,3941 -1,2668 -1,1693 -1,1370 -1,1839 -1,3026 -1,4751 -1,6816 -1,9042 -2,1296 -2,3504 -2,5645 -2,7704 -2,9625 -3,1273 -3,2502 -3,3276 -3,3730 -3,4103 -3,4585 -3,5178 -3,5704 -3,5950 -3,5809 -3,5333 -3,4675 -3,3967 -3,3243 -3,2488 -3,1750 -3,1179 -3,1001 -3,1400 -3,2409 -3,3890 -3,5616 -3,7361 -3,8956 -4,0309 -4,1391 -4,2204 -4,2766 -4,3098 -4,3196 -4,3021 -4,2575 -4,1942 -4,1258 -4,0659 -4,0267 -4,0161 -4,0326 -4,0600 -4,0714 -4,0422 -3,9629 -3,8408 -3,6989 -3,5711 -3,4919 -3,4840 -3,5519 -3,6824 -3,8547 -4,0520 -4,2603 -4,4630 -4,6444 -4,7944 -4,9062 -4,9773 -5,0129 -5,0239 -5,0217 -5,0129 -4,9992 -4,9790 -4,9477 -4,8951 -4,8045 -4,6605 -4,4612 -4,2261 -3,9924 -3,7987 -3,6675 -3,6007 -3,5813 -3,5808 -3,5690 -3,5186 -3,4027 -3,1984 -2,8997 -2,5253 -2,1144 -1,7141 -1,3645 -1,0867 -0,8812 -0,7307 -0,6065 -0,4798 -0,3366 -0,1802 -0,0199 0,1356 0,2766 0,3922 0,4735 0,5144 0,5123 0,4717 0,4022 0,3152 0,2256 0,1529 0,1107 0,0953 0,0896 0,0776 0,0530 0,0196 -0,0145 -0,0481 -0,0894 -0,1501 -0,2429 -0,3760 -0,5461 -0,7389 -0,9404 -1,1439 -1,3474 -1,5433 -1,7172 -1,8569 -1,9603 -2,0328 -2,0860 -2,1411 -2,2243 -2,3516 -2,5172 -2,7023 -2,8896 -3,0674 -3,2273 -3,3653 -3,4846 -3,5932 -3,7012 -3,8178 -3,9402 -4,0456 -4,0984 -4,0667 -3,9355 -3,7090 -3,4053 -3,0479 -2,6634 -2,2821 -1,9330 -1,6374 -1,4083 -1,2512 -1,1579 -1,1049 -1,0622 -1,0085 -0,9410 -0,8754 -0,8332 -0,8272 -0,8580 -0,9160 -0,9846 -1,0462 -1,0888 -1,1055 -1,0979 -1,0804 -1,0748 -1,0982 -1,1580 -1,2529 -1,3700 -1,4834 -1,5583 -1,5633 -1,4842 -1,3350 -1,1593 -1,0161 -0,9529 -0,9832 -1,0831 -1,2110 -1,3279 -1,4053 -1,4271 -1,3912 -1,3094 -1,2011 -1,0872 -0,9858 -0,9131 -0,8795 -0,8823 -0,9081 -0,9456 -0,9897 -1,0338 -1,0683 -1,0884 -1,0962 -1,0955 -1,0892 -1,0799 -1,0676 -1,0457 -1,0042 -0,9368 -0,8458 -0,7444 -0,6535 -0,5924 -0,5701 -0,5840 -0,6221 -0,6707 -0,7230 -0,7774 -0,8273 -0,8614 -0,8745 -0,8749 -0,8783 -0,8949 -0,9190 -0,9307 -0,9105 -0,8561 -0,7914 -0,7552 -0,7797 -0,8701 -1,0006 -1,1301 -1,2212 -1,2519 -1,2181 -1,1322 -1,0172 -0,8997 -0,7992 -0,7212 -0,6607 -0,6108 -0,5642 -0,5138 -0,4564 -0,3953 -0,3377 -0,2838 -0,2206 -0,1300 -0,0057 0,1411 0,2901 0,4273 0,5511 0,6666 0,7785 0,8892 0,9966 1,0937 1,1687 1,2066 1,1909 1,1065 0,9477 0,7222 0,4440 0,1279 -0,2083 -0,5443 -0,8626 -1,1540 -1,4146 -1,6404 -1,8282 -1,9800 -2,1021 -2,1972 -2,2616 -2,2934 -2,2962 -2,2733 -2,2218 -2,1385 -2,0264 -1,8941 -1,7511 -1,6026 -1,4456 -1,2722 -1,0798 -0,8807 -0,6991 -0,5566 -0,4592 -0,3958 -0,3483 -0,3013 -0,2431 -0,1618 -0,0450 0,1165 0,3252 0,5748 0,8520 1,1390 1,4151 1,6586 1,8482 1,9655 1,9989 1,9493 1,8295 1,6599 1,4650 1,2710 1,1004 0,9678 0,8785 0,8255 0,7963 0,7880 0,8104 0,8715 0,9658 1,0716 1,1564 1,1856 1,1356 0,9977 0,7744 0,4738 0,1079 -0,3058 -0,7420 -1,1708 -1,5643 -1,9012 -2,1650 -2,3425 -2,4272 -2,4192 -2,3220 -2,1468 -1,9205 -1,6853 -1,4849 -1,3474 -1,2807 -1,2810 -1,3442 -1,4689 -1,6545 -1,8960 -2,1799 -2,4839 -2,7813 -3,0468 -3,2620 -3,4189 -3,5165 -3,5521 -3,5177 -3,4101 -3,2441 -3,0520 -2,8622 -2,6864 -2,5245 -2,3727 -2,2277 -2,0916 -1,9751 -1,8958 -1,8726 -1,9129 -2,0074 -2,1399 -2,2975 -2,4671 -2,6274 -2,7550 -2,8372 -2,8756 -2,8820 -2,8770 -2,8895 -2,9440 -3,0463 -3,1840 -3,3368 -3,4843 -3,6168 -3,7427 -3,8838 -4,0611 -4,2802 -4,5264 -4,7707 -4,9830 -5,1436 -5,2476 -5,3020 -5,3189 -5,3096 -5,2818 -5,2400 -5,1840 -5,1078 -5,0007 -4,8553 -4,6777 -4,4864 -4,3013 -4,1367 -4,0007 -3,8932 -3,8088 -3,7449 -3,7053 -3,6946 -3,7112 -3,7452 -3,7807 -3,7983 -3,7804 -3,7209 -3,6285 -3,5168 -3,3959 -3,2799 -3,1899 -3,1453 -3,1557 -3,2248 -3,3570 -3,5566 -3,8210 -4,1371 -4,4824 -4,8274 -5,1396 -5,3875 -5,5463 -5,6042 -5,5692 -5,4705 -5,3501 -5,2473 -5,1871 -5,1759 -5,2040 -5,2523 -5,3002 -5,3330 -5,3428 -5,3261 -5,2798 -5,2030 -5,1018 -4,9927 -4,8944 -4,8140 -4,7428 -4,6639 -4,5608 -4,4248 -4,2581 -4,0671 -3,8559 -3,6260 -3,3801 -3,1277 -2,8879 -2,6840 -2,5323 -2,4374 -2,3952 -2,3992 -2,4416 -2,5107 -2,5909 -2,6694 -2,7370 -2,7855 -2,8068 -2,7989 -2,7726 -2,7470 -2,7369 -2,7452 -2,7675 -2,8005 -2,8445 -2,9021 -2,9731 -3,0481 -3,1092 -3,1393 -3,1358 -3,1151 -3,1019 -3,1160 -3,1678 -3,2627 -3,4081 -3,6153 -3,8932 -4,2366 -4,6200 -5,0061 -5,3647 -5,6840 -5,9646 -6,2109
F7    0,3642 0,5440 0,7293 0,9102 1,0879 1,2694 1,4571 1,6428 1,8081 1,9331 2,0085 2,0403 2,0389 2,0075 1,9426 1,8425 1,7119 1,5578 1,3786 1,1652 0,9154 0,6435 0,3705 0,1106 -0,1306 -0,3510 -0,5461 -0,7075 -0,8246 -0,8931 -0,9217 -0,9298 -0,9396 -0,9672 -1,0158 -1,0773 -1,1475 -1,2333 -1,3413 -1,4640 -1,5791 -1,6619 -1,7016 -1,7095 -1,7064 -1,7069 -1,7169 -1,7346 -1,7461 -1,7269 -1,6570 -1,5377 -1,3898 -1,2376 -1,0973 -0,9764 -0,8793 -0,8097 -0,7695 -0,7573 -0,7697 -0,8019 -0,8426 -0,8720 -0,8698 -0,8243 -0,7327 -0,6027 -0,4589 -0,3404 -0,2799 -0,2867 -0,3510 -0,4591 -0,6031 -0,7803 -0,9905 -1,2307 -1,4917 -1,7580 -2,0073 -2,2136 -2,3585 -2,4403 -2,4737 -2,4789 -2,4707 -2,4531 -2,4217 -2,3711 -2,3007 -2,2191 -2,1423 -2,0847 -2,0478 -2,0195 -1,9849 -1,9397 -1,8935 -1,8640 -1,8684 -1,9189 -2,0212 -2,1735 -2,3646 -2,5749 -2,7809 -2,9615 -3,1027 -3,2006 -3,2596 -3,2879 -3,2935 -3,2820 -3,2557 -3,2181 -3,1765 -3,1407 -3,1170 -3,1009 -3,0763 -3,0259 -2,9407 -2,8239 -2,6939 -2,5811 -2,5153 -2,5119 -2,5675 -2,6637 -2,7767 -2,8879 -2,9847 -3,0583 -3,1064 -3,1345 -3,1512 -3,1647 -3,1814 -3,2046 -3,2329 -3,2611 -3,2828 -3,2931 -3,2883 -3,2613 -3,1991 -3,0907 -2,9390 -2,7657 -2,6023 -2,4761 -2,4011 -2,3751 -2,3807 -2,3915 -2,3823 -2,3364 -2,2473 -2,1165 -1,9504 -1,7579 -1,5489 -1,3365 -1,1360 -0,9603 -0,8158 -0,7018 -0,6097 -0,5251 -0,4357 -0,3394 -0,2432 -0,1554 -0,0810 -0,0220 0,0186 0,0345 0,0221 -0,0123 -0,0567 -0,1040 -0,1515 -0,1943 -0,2271 -0,2506 -0,2700 -0,2900 -0,3121 -0,3332 -0,3498 -0,3689 -0,4092 -0,4901 -0,6226 -0,8038 -1,0146 -1,2283 -1,4235 -1,5920 -1,7370 -1,8637 -1,9707 -2,0511 -2,0997 -2,1179 -2,1181 -2,1242 -2,1603 -2,2349 -2,3369 -2,4493 -2,5619 -2,6709 -2,7739 -2,8708 -2,9643 -3,0586 -3,1569 -3,2588 -3,3548 -3,4242 -3,4418 -3,3888 -3,2606 -3,0658 -2,8168 -2,5242 -2,2022 -1,8723 -1,5571 -1,2740 -1,0352 -0,8498 -0,7190 -0,6307 -0,5614 -0,4880 -0,3993 -0,2998 -0,2030 -0,1242 -0,0755 -0,0638 -0,0859 -0,1295 -0,1809 -0,2293 -0,2704 -0,3122 -0,3740 -0,4726 -0,6105 -0,7764 -0,9503 -1,1046 -1,2059 -1,2223 -1,1375 -0,9629 -0,7370 -0,5106 -0,3277 -0,2096 -0,1527 -0,1414 -0,1590 -0,1901 -0,2175 -0,2251 -0,2050 -0,1615 -0,1072 -0,0562 -0,0215 -0,0125 -0,0291 -0,0645 -0,1129 -0,1686 -0,2183 -0,2467 -0,2495 -0,2325 -0,2000 -0,1508 -0,0838 -0,0008 0,0966 0,2051 0,3165 0,4186 0,4998 0,5525 0,5733 0,5599 0,5113 0,4315 0,3281 0,2059 0,0714 -0,0581 -0,1574 -0,2102 -0,2196 -0,2057 -0,1919 -0,1914 -0,1992 -0,1976 -0,1718 -0,1241 -0,0729 -0,0395 -0,0327 -0,0432 -0,0513 -0,0396 -0,0003 0,0649 0,1429 0,2127 0,2554 0,2643 0,2479 0,2248 0,2159 0,2386 0,3003 0,3936 0,4994 0,5965 0,6736 0,7368 0,8011 0,8742 0,9515 1,0254 1,0942 1,1632 1,2385 1,3217 1,4096 1,4955 1,5707 1,6222 1,6342 1,5938 1,4975 1,3570 1,1944 1,0259 0,8527 0,6682 0,4690 0,2598 0,0528 -0,1366 -0,2962 -0,4215 -0,5163 -0,5896 -0,6489 -0,6984 -0,7422 -0,7863 -0,8323 -0,8734 -0,8991 -0,8992 -0,8635 -0,7866 -0,6718 -0,5270 -0,3607 -0,1836 -0,0147 0,1229 0,2176 0,2777 0,3262 0,3870 0,4749 0,5937 0,7398 0,9060 1,0847 1,2702 1,4587 1,6461 1,8255 1,9827 2,0988 2,1586 2,1568 2,0965 1,9848 1,8302 1,6451 1,4501 1,2719 1,1321 1,0409 0,9962 0,9823 0,9792 0,9780 0,9865 1,0164 1,0696 1,1351 1,1935 1,2231 1,2062 1,1337 1,0051 0,8273 0,6113 0,3707 0,1207 -0,1253 -0,3580 -0,5697 -0,7509 -0,8929 -0,9915 -1,0437 -1,0437 -0,9868 -0,8780 -0,7346 -0,5798 -0,4343 -0,3150 -0,2387 -0,2204 -0,2693 -0,3860 -0,5615 -0,7768 -1,0046 -1,2138 -1,3786 -1,4879 -1,5481 -1,5748 -1,5775 -1,5534 -1,4978 -1,4190 -1,3394 -1,2772 -1,2321 -1,1895 -1,1308 -1,0448 -0,9337 -0,8123 -0,7029 -0,6293 -0,6058 -0,6322 -0,7018 -0,8076 -0,9375 -1,0703 -1,1824 -1,2592 -1,2981 -1,3097 -1,3196 -1,3586 -1,4437 -1,5695 -1,7198 -1,8814 -2,0469 -2,2128 -2,3812 -2,5615 -2,7660 -2,9983 -3,2460 -3,4830 -3,6806 -3,8206 -3,9024 -3,9389 -3,9445 -3,9265 -3,8861 -3,8224 -3,7368 -3,6348 -3,5225 -3,4042 -3,2874 -3,1830 -3,0945 -3,0133 -2,9276 -2,8339 -2,7409 -2,6637 -2,6145 -2,5969 -2,6073 -2,6354 -2,6645 -2,6724 -2,6393 -2,5591 -2,4452 -2,3181 -2,1929 -2,0807 -1,9943 -1,9400 -1,9134 -1,9092 -1,9307 -1,9870 -2,0849 -2,2244 -2,4013 -2,6077 -2,8268 -3,0308 -3,1880 -3,2765 -3,2938 -3,2568 -3,1915 -3,1221 -3,0659 -3,0347 -3,0369 -3,0776 -3,1563 -3,2626 -3,3751 -3,4677 -3,5180 -3,5119 -3,4478 -3,3392 -3,2099 -3,0818 -2,9665 -2,8647 -2,7703 -2,6755 -2,5750 -2,4647 -2,3387 -2,1931 -2,0284 -1,8521 -1,6805 -1,5360 -1,4359 -1,3860 -1,3799 -1,4058 -1,4523 -1,5084 -1,5633 -1,6105 -1,6479 -1,6740 -1,6878 -1,6936 -1,7033 -1,7289 -1,7718 -1,8221 -1,8674 -1,9014 -1,9221 -1,9260 -1,9079 -1,8643 -1,7939 -1,6997 -1,5950 -1,5017 -1,4431 -1,4376 -1,4920 -1,5975 -1,7359 -1,8931 -2,0661 -2,2579 -2,4679 -2,6879 -2,9072 -3,1170 -3,3097 -3,4808
