Fp1   -5,8062 -4,3188 -3,5054 -3,6030 -4,5171 -5,8050 -6,8532 -7,1284 -6,3732 -4,6633 -2,2908 0,4353 3,3154 6,2208 8,8992 10,8123 11,2232 9,5753 5,9550 1,2473 -3,2631 -6,5550 -8,2253 -8,3784 -7,3467 -5,4944 -3,1611 -0,6851 1,6017 3,4558 4,8060 5,7160 6,2516 6,4319 6,3025 5,9312 5,2693 4,1344 2,4582 0,5439 -1,0353 -1,8614 -1,9627 -1,6940 -1,3960 -1,1987 -1,0867 -1,0006 -0,8449 -0,5325 -0,0757 0,3710 0,5320 0,1534 -0,7718 -1,9624 -3,0766 -3,9336 -4,5405 -5,0011 -5,4345 -5,9315 -6,4984 -7,0013 -7,2084 -6,9347 -6,1366 -4,8766 -3,2773 -1,5215 0,2008 1,7870 3,2223 4,4969 5,5534 6,2896 6,5904 6,4040 5,8087 4,9811 4,1106 3,3177 2,5824 1,7941 0,9319 0,1203 -0,5225 -0,9873 -1,2878 -1,3719 -1,1697 -0,6855 -0,0336 0,5892 0,9833 1,0631 0,9425 0,8716 1,0248 1,3598 1,6923 1,8346 1,6518 1,0886 0,2092 -0,8240 -1,8273 -2,6229 -3,0286 -2,9251 -2,3882 -1,7234 -1,3197 -1,4242 -2,0070 -2,8090 -3,5292 -3,9924 -4,1776 -4,1532 -4,0360 -3,9730 -4,0800 -4,3700 -4,7428 -5,0618 -5,2568 -5,3295 -5,2579 -4,9527 -4,3397 -3,4370 -2,3202 -1,0611 0,2527 1,4926 2,5288 3,2637 3,6481 3,7479 3,8013 4,1423 4,9912 6,2840 7,6960 8,8317 9,4377 9,4954 9,1740 8,7075 8,2343 7,6821 6,8397 5,6094 4,1652 2,8281 1,8555 1,3595 1,2909 1,4455 1,5835 1,6014 1,5434 1,4417 1,2350 0,9007 0,5896 0,5175 0,7215 0,9680 0,9027 0,2990 -0,7898 -2,0759 -3,2519 -4,2129 -5,0928 -6,0857 -7,2562 -8,5198 -9,7369 -10,7746 -11,5113 -11,8500 -11,7834 -11,4488 -11,0666 -10,7950 -10,6476 -10,5169 -10,2598 -9,8170 -9,2907 -8,8518 -8,5212 -8,0944 -7,3285 -6,1474 -4,6726 -3,1559 -1,8905 -1,1103 -0,9231 -1,3084 -2,1591 -3,3435 -4,7498 -6,2871 -7,8729 -9,4232 -10,8226 -11,9045 -12,5239 -12,6902 -12,5825 -12,3966 -12,2046 -11,9692 -11,6445 -11,2212 -10,7126 -10,1810 -9,7660 -9,5860 -9,6006 -9,6171 -9,4326 -8,9569 -8,2319 -7,3830 -6,5459 -5,7977 -5,1462 -4,5819 -4,1247 -3,8295 -3,7752 -4,0609 -4,7718 -5,9190 -7,4445 -9,2676 -11,2453 -13,0933 -14,4273 -14,9386 -14,5409 -13,3807 -11,7524 -10,0016 -8,4687 -7,4651 -7,2304 -7,8272 -9,0420 -10,4342 -11,5474 -12,1265 -12,1992 -12,0101 -11,8781 -12,0569 -12,6653 -13,6833 -14,9583 -16,2287 -17,1800 -17,5388 -17,1994 -16,2697 -14,9608 -13,4416 -11,8103 -10,1536 -8,5840 -7,2474 -6,3096 -5,8780 -5,9261 -6,3445 -7,0481 -7,9795 -9,0143 -9,9202 -10,4552 -10,5109 -10,1758 -9,7082 -9,4380 -9,6015 -10,2129 -11,0627 -11,8241 -12,2127 -12,1051 -11,5253 -10,5730 -9,4047 -8,2326 -7,2862 -6,7558 -6,7307 -7,1435 -7,7895 -8,4516 -9,0151 -9,4590 -9,7961 -10,0726 -10,3825 -10,8359 -11,5201 -12,4573 -13,5750 -14,7540 -15,9048 -16,9682 -17,8565 -18,4463 -18,6498 -18,4611 -17,9232 -17,1007 -16,1004 -15,0789 -14,1993 -13,5679 -13,1999 -13,0427 -13,0214 -13,0484 -13,0210 -12,8569 -12,5333 -12,0745 -11,5307 -10,9859 -10,5619 -10,3983 -10,6077 -11,2050 -12,0663 -12,9742 -13,7084 -14,1228 -14,2044 -14,0733 -13,9080 -13,8868 -14,1645 -14,8142 -15,7736 -16,8721 -17,8952 -18,6372 -18,9672 -18,8839 -18,5062 -18,0080 -17,5449 -17,2151 -17,0750 -17,1633 -17,4809 -17,9321 -18,3199 -18,4668 -18,3158 -17,8711 -17,1178 -16,0631 -14,8066 -13,5510 -12,5457 -11,9456 -11,6752 -11,4897 -11,2158 -10,9031 -10,7568 -10,9895 -11,7063 -12,8489 -14,2434 -15,7191 -17,1610 -18,4884 -19,6435 -20,5715 -21,1865 -21,3954 -21,1770 -20,6123 -19,8421 -19,0280 -18,3293 -17,8304 -17,4437 -16,9425 -16,1732 -15,2414 -14,4452 -14,0178 -13,9621 -14,1194 -14,3324 -14,5495 -14,8533 -15,4134 -16,3601 -17,6656 -19,1388 -20,5157 -21,5422 -22,0359 -21,9526 -21,3815 -20,4632 -19,3455 -18,2292 -17,4047 -17,1583 -17,6009 -18,6031 -19,8903 -21,1849 -22,3005 -23,1720 -23,8169 -24,2695 -24,5335 -24,5519 -24,2322 -23,5242 -22,4406 -21,0216 -19,3467 -17,5567 -15,8201 -14,3275 -13,3338 -13,0736 -13,5506 -14,4730 -15,4461 -16,2222 -16,7658 -17,1080 -17,2025 -16,9467 -16,2883 -15,2770 -14,0742 -12,9747 -12,3713 -12,5672 -13,5525 -14,9756 -16,3556 -17,3652 -17,9869 -18,4429 -18,9795 -19,6988 -20,5465 -21,4115 -22,2034 -22,8240 -23,1324 -23,0538 -22,7235 -22,4549 -22,5721 -23,2570 -24,4517 -25,8565 -27,0619 -27,7411 -27,7687 -27,2260 -26,3378 -25,3780 -24,5597 -23,9788 -23,6600 -23,6205 -23,8517 -24,2544 -24,6423 -24,8585 -24,9085 -24,9707 -25,2484 -25,8014 -26,5349 -27,3287 -28,1081 -28,7809 -29,1761 -29,1027 -28,4698 -27,3566 -25,9892 -24,6505 -23,5728 -22,8725 -22,5655 -22,6153 -22,9362 -23,3670 -23,7217 -23,9192 -24,0202 -24,1122 -24,1937 -24,1970 -24,0955 -23,9522 -23,8680 -23,8928 -23,9504 -23,8461 -23,4039 -22,6221 -21,6566 -20,6816 -19,8243 -19,2010 -18,9232 -19,0102 -19,3241 -19,6667 -19,9433 -20,1919 -20,4683 -20,7440 -20,9194 -20,8923 -20,6085 -20,1043 -19,5275 -19,0980 -19,0492 -19,5686 -20,6939 -22,2299 -23,8195 -25,1311 -25,9900 -26,3624 -26,2766 -25,7968 -25,0373 -24,1821 -23,4671 -23,0783 -23,0550 -23,2849 -23,5620 -23,7004 -23,6695 -23,6342 -23,8363 -24,4002 -25,2183 -26,0100 -26,5058 -26,6153 -26,4491 -26,1969 -25,9851 -25,8220 -25,6540 -25,4505 -25,1972 -24,8203 -24,2031 -23,2991 -22,1854 -21,0288 -20,0455 -19,4442 -19,3410 -19,7097 -20,4110 -21,2599 -22,0412 -22,5081 -22,4804 -21,9759 -21,1839 -20,2828 -19,3048 -18,1862 -16,9289 -15,7002 -14,7685 -14,3346 -14,4234 -14,9190
Fz    -4,0134 -3,1087 -2,3679 -1,8703 -1,5884 -1,4037 -1,1668 -0,7529 -0,0992 0,7807 1,8234 2,9556 4,1052 5,1807 6,0438 6,5031 6,3561 5,4813 3,9424 2,0163 0,0752 -1,5925 -2,8629 -3,7290 -4,2259 -4,3853 -4,2276 -3,7897 -3,1529 -2,4323 -1,7430 -1,1741 -0,7689 -0,5079 -0,3223 -0,1584 -0,0435 -0,0718 -0,2990 -0,6434 -0,9053 -0,9055 -0,6081 -0,1138 0,4438 0,9821 1,4732 1,9140 2,3081 2,6495 2,9118 3,0417 2,9576 2,5941 1,9766 1,2291 0,4959 -0,1382 -0,6645 -1,1170 -1,5360 -1,9557 -2,3898 -2,8017 -3,1026 -3,2022 -3,0612 -2,6948 -2,1555 -1,5189 -0,8584 -0,2298 0,3200 0,7521 1,0523 1,2251 1,2719 1,2005 1,0463 0,8574 0,6663 0,4786 0,2711 0,0116 -0,2974 -0,6072 -0,8676 -1,0551 -1,1494 -1,1222 -0,9663 -0,7119 -0,4145 -0,1442 0,0322 0,0887 0,0648 0,0388 0,0616 0,1181 0,1452 0,0685 -0,1669 -0,5643 -1,0574 -1,5386 -1,9132 -2,1301 -2,1756 -2,0685 -1,8704 -1,6840 -1,6138 -1,7147 -1,9613 -2,2547 -2,4751 -2,5467 -2,4636 -2,2670 -2,0139 -1,7596 -1,5496 -1,4147 -1,3691 -1,4151 -1,5520 -1,7589 -1,9651 -2,0655 -1,9832 -1,7077 -1,2713 -0,7094 -0,0508 0,6765 1,4461 2,2291 2,9921 3,7222 4,4594 5,2875 6,2664 7,3608 8,4341 9,3125 9,8721 10,1004 10,0969 10,0100 9,9464 9,9148 9,8507 9,7088 9,5261 9,3858 9,3507 9,4380 9,6114 9,7847 9,8703 9,8485 9,7687 9,6806 9,5954 9,5213 9,4947 9,5395 9,6073 9,5793 9,3427 8,8793 8,3031 7,8044 7,5274 7,4757 7,5379 7,6021 7,6394 7,6913 7,8112 8,0340 8,3770 8,8381 9,3689 9,8484 10,1084 10,0177 9,5633 8,8683 8,1304 7,5086 7,0374 6,6433 6,2465 5,8300 5,4254 5,0654 4,7551 4,4628 4,1408 3,7609 3,3229 2,8295 2,2710 1,6402 0,9608 0,3033 -0,2331 -0,5685 -0,6737 -0,5618 -0,2728 0,1174 0,5043 0,8074 1,0152 1,1634 1,2805 1,3716 1,4407 1,4959 1,5388 1,5741 1,6242 1,7165 1,8582 2,0299 2,1999 2,3351 2,4089 2,4124 2,3539 2,2500 2,1229 1,9997 1,9005 1,8170 1,7049 1,5034 1,1621 0,6682 0,0801 -0,4688 -0,8252 -0,8902 -0,6563 -0,1873 0,4237 1,0727 1,6381 1,9851 2,0066 1,6886 1,1513 0,6091 0,2552 0,1644 0,2821 0,4812 0,6288 0,6344 0,4695 0,1651 -0,1978 -0,5118 -0,6817 -0,6629 -0,4856 -0,2388 -0,0133 0,1470 0,2464 0,3075 0,3455 0,3466 0,2596 0,0287 -0,3529 -0,8333 -1,3350 -1,7777 -2,0799 -2,1587 -1,9456 -1,4115 -0,5873 0,4223 1,4466 2,3037 2,8835 3,1932 3,3274 3,3964 3,4783 3,6184 3,8408 4,1385 4,4591 4,7199 4,8537 4,8436 4,7229 4,5522 4,3872 4,2501 4,1294 3,9966 3,8156 3,5539 3,2020 2,7750 2,2966 1,7877 1,2664 0,7526 0,2808 -0,0850 -0,2625 -0,2049 0,0551 0,4255 0,8054 1,1150 1,3076 1,3815 1,3821 1,3767 1,4177 1,5232 1,6869 1,8916 2,1107 2,3181 2,5109 2,7135 2,9448 3,1822 3,3546 3,3796 3,2259 2,9459 2,6531 2,4756 2,5001 2,7171 3,0220 3,2858 3,4175 3,3745 3,1682 2,8699 2,5752 2,3500 2,2156 2,1702 2,2031 2,2895 2,3829 2,4282 2,3856 2,2420 2,0109 1,7333 1,4742 1,2964 1,2199 1,2197 1,2772 1,4135 1,6588 2,0121 2,4349 2,8743 3,3031 3,7436 4,2360 4,7772 5,2920 5,6585 5,7612 5,5457 5,0526 4,4020 3,7332 3,1482 2,6846 2,3256 2,0443 1,8365 1,6990 1,6023 1,5069 1,3931 1,2573 1,0938 0,9033 0,7172 0,5828 0,4960 0,3671 0,0797 -0,4132 -1,0517 -1,7146 -2,2930 -2,7363 -3,0473 -3,2430 -3,3252 -3,2836 -3,1158 -2,8313 -2,4343 -1,9219 -1,3084 -0,6305 0,0764 0,7879 1,4623 2,0112 2,3277 2,3636 2,1728 1,8698 1,5547 1,2716 1,0102 0,7386 0,4383 0,1177 -0,1898 -0,4419 -0,6109 -0,6902 -0,6847 -0,6110 -0,4995 -0,3905 -0,3358 -0,4081 -0,6683 -1,1032 -1,6166 -2,0963 -2,4846 -2,7811 -2,9906 -3,0922 -3,0586 -2,8864 -2,6080 -2,2912 -2,0341 -1,9494 -2,1143 -2,5081 -3,0002 -3,4158 -3,6304 -3,6314 -3,5043 -3,3562 -3,2483 -3,1950 -3,2020 -3,2764 -3,3986 -3,5206 -3,6233 -3,7557 -3,9908 -4,3561 -4,8085 -5,2368 -5,4810 -5,3895 -4,8935 -4,0428 -2,9849 -1,9115 -0,9994 -0,3630 -0,0318 0,0365 -0,0813 -0,3039 -0,5585 -0,7888 -0,9639 -1,0849 -1,1858 -1,3106 -1,4807 -1,6997 -1,9874 -2,3720 -2,8305 -3,2597 -3,5264 -3,5420 -3,3002 -2,8695 -2,3605 -1,8765 -1,4752 -1,1747 -0,9791 -0,8694 -0,7870 -0,6748 -0,5391 -0,4382 -0,4084 -0,4203 -0,4053 -0,3035 -0,0847 0,2552 0,7043 1,2553 1,9175 2,6809 3,4621 4,1171 4,5235 4,6413 4,5032 4,1732 3,7256 3,2302 2,7167 2,1588 1,5194 0,8144 0,1202 -0,4748 -0,9102 -1,1566 -1,2180 -1,1470 -1,0507 -1,0716 -1,3323 -1,8548 -2,5291 -3,1720 -3,6239 -3,8111 -3,7446 -3,4829 -3,1026 -2,6827 -2,2956 -1,9957 -1,7988 -1,6760 -1,5695 -1,4187 -1,1956 -0,9372 -0,7427 -0,7216 -0,9135 -1,2436 -1,5626 -1,7482 -1,7818 -1,7346 -1,6904 -1,6800 -1,6617 -1,5523 -1,2896 -0,8657 -0,3080 0,3449 1,0432 1,7270 2,3301 2,7738 2,9713 2,8587 2,4238 1,7053 0,7806 -0,2330 -1,1889 -1,9660 -2,5222 -2,8818 -3,0762 -3,1050 -2,9457 -2,5919 -2,0940 -1,5620 -1,1113 -0,8007 -0,6233
F3    -2,9631 -2,2510 -1,7438 -1,5395 -1,6223 -1,8647 -2,0821 -2,0951 -1,7832 -1,1178 -0,1486 1,0392 2,3490 3,6652 4,8242 5,5954 5,7175 5,0084 3,5073 1,5304 -0,4588 -2,0804 -3,1673 -3,7253 -3,8346 -3,5807 -3,0332 -2,2675 -1,3927 -0,5427 0,1597 0,6343 0,8619 0,8956 0,8379 0,7685 0,6751 0,4706 0,1007 -0,3541 -0,6956 -0,7519 -0,5057 -0,0812 0,3717 0,7656 1,0802 1,3405 1,5973 1,8864 2,1865 2,4091 2,4192 2,1047 1,4781 0,6965 -0,0372 -0,5977 -0,9821 -1,2669 -1,5438 -1,8792 -2,2802 -2,6668 -2,9017 -2,8797 -2,5908 -2,1029 -1,5110 -0,9046 -0,3456 0,1345 0,5136 0,7719 0,9095 0,9412 0,8745 0,7210 0,5198 0,3206 0,1509 0,0066 -0,1409 -0,3229 -0,5356 -0,7384 -0,8988 -1,0127 -1,0706 -1,0412 -0,9048 -0,6779 -0,4098 -0,1717 -0,0369 -0,0416 -0,1538 -0,2971 -0,4207 -0,5377 -0,7019 -0,9703 -1,3795 -1,9174 -2,5049 -3,0222 -3,3677 -3,4922 -3,3927 -3,1039 -2,7076 -2,3276 -2,0853 -2,0442 -2,1791 -2,3845 -2,5304 -2,5313 -2,3748 -2,1045 -1,7926 -1,5151 -1,3242 -1,2359 -1,2389 -1,3164 -1,4608 -1,6574 -1,8512 -1,9552 -1,9032 -1,6829 -1,3189 -0,8401 -0,2739 0,3427 0,9625 1,5312 2,0000 2,3620 2,6860 3,0976 3,6983 4,4858 5,3435 6,1000 6,6167 6,8565 6,8915 6,8441 6,8029 6,7719 6,6946 6,5387 6,3471 6,2001 6,1547 6,2264 6,3826 6,5419 6,6223 6,6108 6,5611 6,5163 6,4674 6,3973 6,3282 6,2891 6,2491 6,1111 5,7782 5,2341 4,5790 3,9857 3,5953 3,4318 3,4135 3,4439 3,4845 3,5535 3,6853 3,9080 4,2468 4,7139 5,2726 5,8064 6,1482 6,1704 5,8666 5,3650 4,8608 4,5018 4,3039 4,1707 3,9954 3,7334 3,3945 3,0096 2,6099 2,2119 1,8192 1,4388 1,0774 0,7166 0,3110 -0,1790 -0,7505 -1,3422 -1,8546 -2,2017 -2,3486 -2,3048 -2,1094 -1,8386 -1,5974 -1,4650 -1,4499 -1,5113 -1,6118 -1,7305 -1,8410 -1,9134 -1,9339 -1,8971 -1,7852 -1,5776 -1,2751 -0,9098 -0,5319 -0,1932 0,0662 0,2311 0,3091 0,3183 0,2814 0,2247 0,1687 0,1075 0,0044 -0,1919 -0,5304 -1,0344 -1,6581 -2,2726 -2,7186 -2,8864 -2,7566 -2,3845 -1,8600 -1,2864 -0,7836 -0,4858 -0,5023 -0,8488 -1,4058 -1,9578 -2,3044 -2,3614 -2,1780 -1,8860 -1,6330 -1,5305 -1,6225 -1,8787 -2,2081 -2,4936 -2,6349 -2,5860 -2,3782 -2,1031 -1,8572 -1,6907 -1,6022 -1,5652 -1,5567 -1,5830 -1,6894 -1,9275 -2,3039 -2,7735 -3,2704 -3,7257 -4,0625 -4,1929 -4,0375 -3,5613 -2,8017 -1,8757 -0,9587 -0,2248 0,2300 0,4231 0,4519 0,4257 0,4217 0,4853 0,6413 0,8837 1,1625 1,3978 1,5200 1,5045 1,3786 1,2050 1,0462 0,9312 0,8559 0,8001 0,7268 0,5855 0,3397 -0,0136 -0,4478 -0,9214 -1,3944 -1,8379 -2,2251 -2,5093 -2,6246 -2,5311 -2,2565 -1,8819 -1,4979 -1,1752 -0,9535 -0,8318 -0,7659 -0,6876 -0,5440 -0,3249 -0,0545 0,2324 0,5037 0,7404 0,9497 1,1621 1,4009 1,6497 1,8447 1,9086 1,8082 1,5882 1,3496 1,2069 1,2408 1,4505 1,7484 2,0172 2,1661 2,1467 1,9635 1,6847 1,4148 1,2420 1,2112 1,3269 1,5656 1,8818 2,2127 2,4900 2,6571 2,6744 2,5243 2,2263 1,8423 1,4505 1,1022 0,8120 0,5970 0,4967 0,5429 0,7245 0,9880 1,2686 1,5363 1,8175 2,1576 2,5547 2,9338 3,1783 3,1823 2,9003 2,3761 1,7259 1,0785 0,5236 0,0906 -0,2420 -0,5019 -0,6878 -0,7924 -0,8360 -0,8526 -0,8608 -0,8705 -0,8991 -0,9573 -1,0222 -1,0522 -1,0488 -1,0898 -1,2748 -1,6344 -2,0980 -2,5446 -2,8785 -3,0690 -3,1403 -3,1360 -3,0902 -3,0225 -2,9487 -2,8785 -2,7947 -2,6532 -2,4169 -2,0778 -1,6488 -1,1578 -0,6635 -0,2693 -0,0860 -0,1535 -0,4060 -0,7229 -1,0039 -1,2053 -1,3369 -1,4323 -1,5203 -1,6099 -1,6869 -1,7211 -1,6856 -1,5670 -1,3689 -1,1185 -0,8619 -0,6477 -0,5242 -0,5480 -0,7592 -1,1306 -1,5660 -1,9626 -2,2748 -2,5133 -2,6911 -2,7888 -2,7777 -2,6572 -2,4630 -2,2579 -2,1273 -2,1692 -2,4485 -2,9356 -3,4978 -3,9638 -4,2119 -4,2288 -4,0984 -3,9304 -3,7901 -3,6914 -3,6342 -3,6234 -3,6513 -3,6928 -3,7466 -3,8661 -4,1211 -4,5413 -5,0921 -5,6693 -6,1109 -6,2540 -6,0144 -5,4247 -4,6119 -3,7473 -2,9949 -2,4648 -2,1900 -2,1410 -2,2599 -2,4815 -2,7361 -2,9565 -3,0941 -3,1399 -3,1302 -3,1196 -3,1402 -3,2058 -3,3451 -3,5903 -3,9159 -4,2163 -4,3600 -4,2598 -3,9068 -3,3676 -2,7584 -2,1928 -1,7341 -1,3965 -1,1751 -1,0485 -0,9656 -0,8791 -0,7995 -0,7802 -0,8433 -0,9434 -1,0024 -0,9595 -0,7872 -0,4855 -0,0722 0,4382 1,0489 1,7508 2,4714 3,0817 3,4690 3,5926 3,4778 3,1776 2,7539 2,2689 1,7561 1,2044 0,5974 -0,0328 -0,6061 -1,0452 -1,3123 -1,4056 -1,3517 -1,2123 -1,0867 -1,0999 -1,3604 -1,8898 -2,5867 -3,2721 -3,7838 -4,0468 -4,0720 -3,9133 -3,6363 -3,3102 -3,0052 -2,7831 -2,6742 -2,6611 -2,6889 -2,6952 -2,6497 -2,5851 -2,5928 -2,7716 -3,1512 -3,6476 -4,1034 -4,3909 -4,4925 -4,4921 -4,4947 -4,5478 -4,6114 -4,5916 -4,4100 -4,0440 -3,5095 -2,8380 -2,0771 -1,2930 -0,5647 0,0152 0,3478 0,3574 0,0196 -0,6347 -1,5285 -2,5374 -3,5035 -4,2945 -4,8624 -5,2358 -5,4548 -5,5199 -5,3966 -5,0612 -4,5487 -3,9609 -3,4171 -2,9940 -2,7109
F7    -3,6948 -3,3834 -3,1498 -3,0383 -3,0070 -2,9547 -2,7724 -2,3850 -1,7749 -0,9822 -0,0722 0,8920 1,8429 2,6868 3,3023 3,5729 3,4288 2,8772 2,0182 1,0259 0,0836 -0,6830 -1,2159 -1,4966 -1,5293 -1,3353 -0,9487 -0,4237 0,1574 0,7010 1,1282 1,3879 1,4656 1,3969 1,2592 1,1192 0,9669 0,7186 0,3104 -0,2068 -0,6761 -0,9424 -0,9446 -0,7117 -0,3035 0,2256 0,8123 1,3706 1,8118 2,0702 2,1092 1,9159 1,5010 0,9182 0,2706 -0,3317 -0,8294 -1,2259 -1,5551 -1,8400 -2,0784 -2,2608 -2,3838 -2,4360 -2,3888 -2,2224 -1,9501 -1,6040 -1,2130 -0,8010 -0,3839 0,0269 0,4004 0,6846 0,8416 0,8643 0,7610 0,5548 0,2903 0,0137 -0,2492 -0,4965 -0,7508 -1,0471 -1,3973 -1,7742 -2,1365 -2,4422 -2,6328 -2,6463 -2,4618 -2,1155 -1,6829 -1,2566 -0,9151 -0,6835 -0,5256 -0,3832 -0,2314 -0,0958 -0,0286 -0,0833 -0,2944 -0,6478 -1,0632 -1,4270 -1,6543 -1,7225 -1,6572 -1,5093 -1,3502 -1,2628 -1,3085 -1,4981 -1,7893 -2,1056 -2,3746 -2,5637 -2,6820 -2,7544 -2,8053 -2,8592 -2,9346 -3,0377 -3,1654 -3,3155 -3,4908 -3,6784 -3,8229 -3,8405 -3,6735 -3,3251 -2,8352 -2,2389 -1,5596 -0,8283 -0,0923 0,5943 1,1876 1,6807 2,1242 2,6099 3,2047 3,8841 4,5257 4,9699 5,1069 4,9376 4,5713 4,1600 3,8101 3,5338 3,2797 3,0181 2,7853 2,6417 2,6142 2,6898 2,8210 2,9268 2,9328 2,8341 2,6955 2,5791 2,4972 2,4436 2,4303 2,4660 2,5102 2,4722 2,2633 1,8616 1,3444 0,8572 0,5240 0,3656 0,3050 0,2521 0,1772 0,1095 0,0960 0,1759 0,3739 0,6889 1,0697 1,4033 1,5520 1,4293 1,0594 0,5789 0,1745 -0,0178 0,0156 0,1893 0,4097 0,6343 0,8607 1,0987 1,3534 1,6103 1,8369 2,0050 2,0949 2,0738 1,8902 1,5073 0,9401 0,2644 -0,4165 -1,0219 -1,5189 -1,9059 -2,1906 -2,3941 -2,5531 -2,6874 -2,7744 -2,7802 -2,7062 -2,5898 -2,4683 -2,3651 -2,2953 -2,2550 -2,2074 -2,1004 -1,9025 -1,6156 -1,2645 -0,8821 -0,4972 -0,1260 0,2206 0,5234 0,7563 0,8991 0,9404 0,8690 0,6717 0,3391 -0,1314 -0,7246 -1,3795 -1,9830 -2,4075 -2,5647 -2,4340 -2,0489 -1,4722 -0,7928 -0,1358 0,3510 0,5434 0,4019 0,0072 -0,4691 -0,8526 -1,0528 -1,0841 -1,0243 -0,9629 -0,9632 -1,0483 -1,2065 -1,4004 -1,5761 -1,6745 -1,6542 -1,5190 -1,3172 -1,1039 -0,9058 -0,7218 -0,5462 -0,3862 -0,2724 -0,2591 -0,3947 -0,6809 -1,0685 -1,4886 -1,8771 -2,1767 -2,3287 -2,2764 -1,9892 -1,4890 -0,8640 -0,2575 0,1813 0,3678 0,3230 0,1465 -0,0481 -0,1756 -0,1808 -0,0333 0,2569 0,6222 0,9573 1,1722 1,2338 1,1728 1,0630 0,9801 0,9587 0,9808 0,9944 0,9396 0,7771 0,5096 0,1759 -0,1729 -0,4960 -0,7765 -1,0201 -1,2312 -1,3869 -1,4411 -1,3640 -1,1762 -0,9392 -0,7271 -0,6080 -0,6261 -0,7756 -0,9932 -1,1880 -1,2860 -1,2529 -1,0888 -0,8128 -0,4603 -0,0757 0,3135 0,7096 1,1157 1,4955 1,7633 1,8249 1,6454 1,2834 0,8636 0,5208 0,3469 0,3475 0,4442 0,5347 0,5440 0,4381 0,2355 0,0121 -0,1384 -0,1614 -0,0541 0,1574 0,4327 0,7142 0,9296 1,0155 0,9396 0,7026 0,3327 -0,1123 -0,5495 -0,8969 -1,1114 -1,1981 -1,1758 -1,0541 -0,8499 -0,6033 -0,3668 -0,1775 -0,0258 0,1487 0,4080 0,7552 1,1155 1,3627 1,3701 1,0719 0,5039 -0,2126 -0,9352 -1,5589 -2,0485 -2,4310 -2,7457 -3,0007 -3,1854 -3,2971 -3,3302 -3,2646 -3,0886 -2,8250 -2,5118 -2,1624 -1,7672 -1,3429 -0,9632 -0,7221 -0,6656 -0,7627 -0,9353 -1,1095 -1,2524 -1,3754 -1,5071 -1,6629 -1,8375 -2,0144 -2,1683 -2,2540 -2,2156 -2,0230 -1,6950 -1,2865 -0,8646 -0,4984 -0,2647 -0,2351 -0,4271 -0,7734 -1,1601 -1,4988 -1,7682 -2,0043 -2,2558 -2,5433 -2,8481 -3,1166 -3,2751 -3,2636 -3,0636 -2,7042 -2,2549 -1,8043 -1,4245 -1,1593 -1,0420 -1,0927 -1,2855 -1,5425 -1,7852 -1,9866 -2,1654 -2,3345 -2,4684 -2,5160 -2,4332 -2,2099 -1,8863 -1,5529 -1,3306 -1,3177 -1,5271 -1,8668 -2,1911 -2,3866 -2,4301 -2,3797 -2,3147 -2,2830 -2,2980 -2,3660 -2,4900 -2,6458 -2,7838 -2,8846 -2,9994 -3,2118 -3,5725 -4,0681 -4,6150 -5,0733 -5,2989 -5,2119 -4,8283 -4,2456 -3,6048 -3,0476 -2,6732 -2,5157 -2,5571 -2,7557 -3,0545 -3,3828 -3,6719 -3,8772 -3,9909 -4,0429 -4,0760 -4,1148 -4,1724 -4,2813 -4,4801 -4,7521 -4,9965 -5,0803 -4,9211 -4,5285 -3,9861 -3,4060 -2,8824 -2,4637 -2,1631 -1,9804 -1,8917 -1,8353 -1,7502 -1,6349 -1,5420 -1,5178 -1,5624 -1,6410 -1,7131 -1,7464 -1,7189 -1,6197 -1,4430 -1,1796 -0,8296 -0,4336 -0,0711 0,1864 0,3117 0,3143 0,2170 0,0535 -0,1286 -0,2981 -0,4701 -0,6824 -0,9398 -1,1979 -1,4005 -1,5099 -1,5068 -1,3947 -1,2195 -1,0735 -1,0749 -1,3207 -1,8210 -2,4656 -3,0738 -3,4924 -3,6606 -3,6036 -3,3913 -3,1077 -2,8346 -2,6383 -2,5587 -2,5950 -2,7030 -2,8105 -2,8430 -2,7597 -2,5878 -2,4221 -2,3774 -2,5140 -2,7924 -3,1019 -3,3438 -3,5019 -3,6414 -3,8451 -4,1441 -4,4836 -4,7465 -4,8205 -4,6540 -4,2619 -3,7035 -3,0592 -2,4063 -1,8076 -1,3287 -1,0515 -1,0492 -1,3477 -1,9113 -2,6529 -3,4467 -4,1495 -4,6490 -4,9069 -4,9511 -4,8293 -4,5695 -4,1787 -3,6750 -3,1228 -2,6298 -2,3007 -2,1898 -2,2925
