Fp1   1,3978 1,7155 2,0345 2,3324 2,5948 2,8550 3,1694 3,5542 3,9496 4,2426 4,3239 4,1201 3,5791 2,6563 1,3434 -0,2850 -2,0674 -3,8032 -5,2943 -6,3760 -6,9708 -7,1331 -7,0168 -6,7842 -6,5365 -6,3054 -6,0781 -5,8123 -5,4370 -4,8718 -4,0623 -3,0011 -1,7364 -0,3817 0,8971 1,9305 2,6042 2,8912 2,8478 2,5939 2,2850 2,0719 2,0632 2,3046 2,7583 3,3092 3,8338 4,2651 4,5927 4,8365 5,0145 5,1199 5,1477 5,1415 5,1811 5,3184 5,5258 5,6943 5,6860 5,3915 4,7549 3,7788 2,5196 1,0716 -0,4421 -1,8760 -3,0841 -3,9576 -4,4629 -4,6480 -4,6087 -4,4542 -4,3021 -4,2601 -4,3705 -4,5713 -4,7363 -4,7596 -4,5956 -4,2478 -3,7548 -3,1827 -2,5999 -2,0393 -1,4842 -0,8858 -0,2061 0,5241 1,1941 1,6790 1,9282 2,0052 2,0540 2,2261 2,6197 3,2453 4,0331 4,8769 5,6550 6,2196 6,4232 6,1833 5,4993 4,3847 2,8098 0,7523 -1,7217 -4,4760 -7,3815 -10,3434 -13,2808 -16,1207 -18,8134 -21,3396 -23,6973 -25,8802 -27,8696 -29,6471 -31,1937 -32,4699 -33,4276 -34,0582 -34,4133 -34,5573 -34,4941 -34,1607 -33,4950 -32,4794 -31,1196 -29,4277 -27,4393 -25,2124 -22,8008 -20,2498 -17,6100 -14,9399 -12,2919 -9,6949 -7,1553 -4,6826 -2,3013 -0,0358 2,0999 4,0905 5,9170 7,5789 9,1094 10,5593 11,9744 13,3816 14,7792 16,1347 17,3894 18,4642 19,2786 19,7747 19,9220 19,7164 19,1940 18,4367 17,5432 16,5950 15,6508 14,7614 13,9732 13,3062 12,7244 12,1453 11,5082 10,8396 10,2408 9,8195 9,6419 9,7198 10,0173 10,4740 11,0025 11,4695 11,7401 11,7690 11,6204 11,4080 11,2351 11,1590 11,1695 11,1936 11,1439 10,9751 10,6916 10,3169 9,8742 9,3712 8,7741 8,0148 7,0487 5,8997 4,6637 3,4908 2,5432 1,9197 1,5885 1,3938 1,1397 0,6711 -0,1003 -1,1900 -2,5279 -3,9759 -5,3937 -6,7087 -7,9348 -9,1283 -10,3163 -11,4628 -12,4809 -13,2686 -13,7648 -14,0022 -14,0851 -14,1030 -14,0706 -13,9381 -13,6320 -13,0914 -12,2897 -11,2285 -9,9129 -8,3410 -6,5213 -4,5101 -2,4228 -0,3919 1,4738 3,0837 4,3614 5,2644 5,7893 5,9480 5,7593 5,2619 4,5095 3,5558 2,4646 1,3306 0,2746 -0,5986 -1,2592 -1,7852 -2,3351 -3,0543 -3,9819 -5,0376 -6,0932 -7,0722 -8,0111 -9,0230 -10,2008 -11,5759 -13,1384 -14,8381 -16,5735 -18,2223 -19,6916 -20,9296 -21,8922 -22,5163 -22,7278 -22,4636 -21,6943 -20,4528 -18,8538 -17,0600 -15,2121 -13,3910 -11,6220 -9,8951 -8,2131 -6,6358 -5,2560 -4,1357 -3,2833 -2,6734 -2,2756 -2,0635 -1,9969 -2,0192 -2,0844 -2,1651 -2,2254 -2,2056 -2,0346 -1,6592 -1,0880 -0,4206 0,1943 0,6492 0,9240 1,0534 1,0713 0,9977 0,8611 0,7111 0,5867 0,4670 0,2635 -0,1254 -0,7526 -1,6090 -2,6519 -3,8259 -5,0638 -6,2908 -7,4357 -8,4263 -9,1686 -9,5563 -9,5262 -9,0989 -8,3604 -7,4033 -6,2756 -4,9780 -3,5132 -1,9493 -0,4466 0,7959 1,6571 2,1760 2,5143 2,8360 3,2295 3,7245 4,3294 5,0325 5,7898 6,5406 7,2502 7,9381 8,6572 9,4402 10,2688 11,0802 11,7887 12,3215 12,6451 12,7485 12,6079 12,1769 11,4115 10,3233 9,0277 7,7267 6,6195 5,8105 5,2724 4,8741 4,4648 3,9645 3,3832 2,7596 2,1095 1,4380 0,7696 0,1534 -0,3453 -0,6744 -0,8178 -0,7720 -0,5230 -0,0804 0,4830 1,0653 1,6102 2,1299 2,6570 3,1863 3,6633 4,0254 4,2465 4,3396 4,3315 4,2506 4,1322 4,0071 3,8818 3,7442 3,5802 3,3792 3,1426 2,9052 2,7472 2,7734 3,0741 3,6950 4,6203 5,7573 6,9389 7,9604 8,6287 8,8130 8,5108 7,8599 7,0388 6,1441 5,1663 4,0436 2,7246 1,2156 -0,4122 -2,0767 -3,7225 -5,2764 -6,6059 -7,5559 -8,0167 -7,9582 -7,4328 -6,5614 -5,5057 -4,4368 -3,5014 -2,7848 -2,2942 -1,9831 -1,7971 -1,7098 -1,7413 -1,9484 -2,3607 -2,8922 -3,3388 -3,4935 -3,2613 -2,6798 -1,8795 -1,0417 -0,3480 0,0857 0,2491 0,2243 0,1194 -0,0181 -0,2144 -0,4964 -0,8406 -1,1955 -1,5244 -1,8137 -2,0507 -2,2154 -2,3032 -2,3450 -2,4055 -2,5579 -2,8523 -3,3084 -3,9263 -4,6911 -5,5707 -6,5142 -7,4403 -8,2416 -8,8210 -9,1246 -9,1509 -8,9521 -8,6141 -8,2151 -7,7986 -7,3932 -7,0471 -6,8372 -6,8494 -7,1554 -7,7846 -8,6996 -9,8202 -11,0892 -12,4994 -14,0589 -15,7524 -17,5196 -19,2314 -20,7106 -21,8305 -22,5994 -23,1338 -23,5585 -23,9383 -24,2849 -24,6055 -24,9457 -25,3949 -26,0504 -26,9687 -28,1393 -29,4861 -30,8825 -32,1826 -33,2684 -34,0726 -34,5526 -34,6642 -34,3722 -33,6802 -32,6547 -31,4220 -30,1239 -28,8497 -27,6015 -26,3217 -24,9457 -23,4320 -21,7657 -19,9645 -18,0915 -16,2421 -14,5050 -12,9411 -11,5751 -10,3887 -9,3460 -8,4303 -7,6467 -7,0030 -6,5032 -6,1574 -5,9988 -6,0720 -6,3769 -6,8312 -7,3016 -7,6581 -7,8052 -7,7073 -7,4133 -7,0374 -6,6957 -6,4623 -6,3735 -6,4402 -6,6554 -6,9905 -7,3822 -7,7627 -8,1335 -8,5789 -9,1782 -9,9189 -10,7194 -11,5214 -12,3260 -13,1600 -14,0446 -14,9829 -15,9588 -16,9431 -17,9054 -18,8196 -19,6512 -20,3476 -20,8441 -21,0717 -20,9992 -20,6854 -20,2477 -19,7749 -19,2972 -18,8432 -18,4913 -18,3397 -18,4319 -18,7301 -19,1533 -19,6211 -20,0720 -20,4526 -20,6880 -20,6796 -20,3665 -19,8006 -19,1339 -18,5193 -18,0300 -17,6618 -17,3777 -17,1556 -17,0259 -17,0695 -17,3619 -17,9138 -18,6566 -19,4740 -20,2455 -20,8817 -21,3483 -21,6668 -21,8682 -21,9347 -21,7964
Fz    -0,6858 -0,6101 -0,5189 -0,4281 -0,3412 -0,2266 -0,0436 0,2100 0,4864 0,7169 0,8473 0,8534 0,7311 0,4755 0,0786 -0,4498 -1,0628 -1,6834 -2,2222 -2,5962 -2,7572 -2,7185 -2,5474 -2,3248 -2,1084 -1,9206 -1,7550 -1,5926 -1,4104 -1,1826 -0,8850 -0,5057 -0,0591 0,4128 0,8553 1,2189 1,4704 1,5985 1,6118 1,5379 1,4250 1,3374 1,3379 1,4620 1,6967 1,9843 2,2623 2,4980 2,6882 2,8392 2,9469 2,9913 2,9599 2,8748 2,7828 2,7174 2,6747 2,6158 2,4918 2,2717 1,9544 1,5611 1,1169 0,6435 0,1686 -0,2659 -0,6093 -0,8269 -0,9220 -0,9318 -0,8986 -0,8558 -0,8335 -0,8567 -0,9244 -1,0000 -1,0325 -0,9907 -0,8747 -0,7058 -0,5180 -0,3498 -0,2238 -0,1254 -0,0074 0,1814 0,4645 0,8168 1,1704 1,4544 1,6430 1,7726 1,9155 2,1385 2,4737 2,9038 3,3693 3,7938 4,1032 4,2334 4,1465 3,8521 3,3981 2,8241 2,1299 1,2998 0,3439 -0,7036 -1,8118 -2,9555 -4,0986 -5,1954 -6,2095 -7,1248 -7,9408 -8,6665 -9,3170 -9,9056 -10,4315 -10,8731 -11,2005 -11,4006 -11,4874 -11,4849 -11,3941 -11,1870 -10,8398 -10,3573 -9,7539 -9,0305 -8,1807 -7,2041 -6,1125 -4,9350 -3,7149 -2,4982 -1,3180 -0,1875 0,8915 1,9122 2,8607 3,7275 4,5164 5,2425 5,9253 6,5871 7,2507 7,9279 8,6134 9,2944 9,9610 10,6034 11,2044 11,7396 12,1869 12,5347 12,7753 12,8977 12,8917 12,7606 12,5247 12,2142 11,8669 11,5277 11,2391 11,0215 10,8564 10,6947 10,4920 10,2400 9,9669 9,7113 9,4979 9,3277 9,1867 9,0621 8,9358 8,7685 8,5211 8,1999 7,8608 7,5730 7,3871 7,3180 7,3354 7,3719 7,3542 7,2431 7,0515 6,8261 6,6142 6,4369 6,2733 6,0699 5,7771 5,3805 4,9048 4,4017 3,9371 3,5696 3,3168 3,1409 2,9749 2,7576 2,4455 2,0181 1,4925 0,9196 0,3518 -0,1892 -0,7185 -1,2543 -1,7760 -2,2222 -2,5313 -2,6765 -2,6763 -2,5888 -2,4870 -2,4237 -2,4058 -2,3967 -2,3396 -2,1860 -1,9163 -1,5390 -1,0723 -0,5251 0,1053 0,8145 1,5742 2,3367 3,0475 3,6492 4,0909 4,3467 4,4195 4,3257 4,0843 3,7182 3,2514 2,7043 2,1026 1,4902 0,9249 0,4543 0,0897 -0,2040 -0,4955 -0,8470 -1,2723 -1,7351 -2,1866 -2,6079 -3,0257 -3,4885 -4,0277 -4,6449 -5,3204 -6,0150 -6,6737 -7,2441 -7,6951 -8,0167 -8,2070 -8,2677 -8,2071 -8,0328 -7,7349 -7,2891 -6,6884 -5,9641 -5,1695 -4,3553 -3,5554 -2,7848 -2,0559 -1,3969 -0,8421 -0,4066 -0,0822 0,1523 0,3177 0,4258 0,4868 0,5149 0,5209 0,5114 0,5042 0,5335 0,6385 0,8426 1,1337 1,4587 1,7495 1,9622 2,0901 2,1471 2,1453 2,0943 2,0182 1,9580 1,9439 1,9644 1,9697 1,9070 1,7518 1,5056 1,1732 0,7586 0,2838 -0,2047 -0,6502 -0,9980 -1,1965 -1,2057 -1,0186 -0,6721 -0,2328 0,2307 0,6767 1,1013 1,5237 1,9491 2,3380 2,6196 2,7480 2,7467 2,6905 2,6494 2,6573 2,7233 2,8517 3,0453 3,2964 3,5838 3,8859 4,2058 4,5724 5,0115 5,5198 6,0625 6,5846 7,0324 7,3717 7,5824 7,6413 7,5132 7,1680 6,6173 5,9451 5,2906 4,7844 4,4900 4,3912 4,4167 4,4835 4,5391 4,5738 4,5907 4,5773 4,5122 4,3855 4,2100 4,0231 3,8729 3,7971 3,8180 3,9482 4,1784 4,4632 4,7447 4,9941 5,2206 5,4382 5,6292 5,7451 5,7407 5,6067 5,3720 5,0794 4,7686 4,4747 4,2251 4,0297 3,8821 3,7732 3,7040 3,6859 3,7330 3,8565 4,0655 4,3696 4,7740 5,2646 5,7868 6,2449 6,5331 6,5727 6,3400 5,8865 5,3256 4,7768 4,3072 3,9158 3,5534 3,1603 2,7034 2,1903 1,6453 1,0931 0,5764 0,1708 -0,0446 -0,0295 0,2037 0,6054 1,1093 1,6445 2,1404 2,5341 2,7888 2,9087 2,9277 2,8822 2,7888 2,6385 2,4067 2,0805 1,6935 1,3282 1,0758 0,9913 1,0798 1,3024 1,5898 1,8695 2,0959 2,2586 2,3685 2,4348 2,4439 2,3697 2,2066 1,9776 1,7121 1,4276 1,1331 0,8418 0,5787 0,3751 0,2523 0,2034 0,1904 0,1620 0,0759 -0,0888 -0,3327 -0,6480 -1,0257 -1,4449 -1,8589 -2,2111 -2,4613 -2,5958 -2,6259 -2,5819 -2,5009 -2,4154 -2,3525 -2,3369 -2,3864 -2,5077 -2,7017 -2,9672 -3,2914 -3,6500 -4,0267 -4,4248 -4,8606 -5,3531 -5,9094 -6,4998 -7,0587 -7,5272 -7,8979 -8,2127 -8,5263 -8,8718 -9,2531 -9,6597 -10,0872 -10,5443 -11,0432 -11,5874 -12,1656 -12,7508 -13,3036 -13,7760 -14,1203 -14,2952 -14,2672 -14,0159 -13,5442 -12,8828 -12,0871 -11,2341 -10,4067 -9,6628 -9,0110 -8,4187 -7,8382 -7,2264 -6,5506 -5,7971 -4,9843 -4,1578 -3,3676 -2,6508 -2,0297 -1,5121 -1,0937 -0,7583 -0,4798 -0,2354 -0,0197 0,1518 0,2443 0,2163 0,0486 -0,2339 -0,5708 -0,8898 -1,1291 -1,2542 -1,2697 -1,2147 -1,1394 -1,0838 -1,0719 -1,1159 -1,2200 -1,3735 -1,5394 -1,6717 -1,7556 -1,8200 -1,9024 -2,0117 -2,1353 -2,2740 -2,4511 -2,6860 -2,9769 -3,3099 -3,6728 -4,0581 -4,4586 -4,8663 -5,2749 -5,6818 -6,0808 -6,4424 -6,7196 -6,8908 -6,9823 -7,0413 -7,1022 -7,1913 -7,3466 -7,6045 -7,9641 -8,3793 -8,7869 -9,1390 -9,4111 -9,5920 -9,6708 -9,6333 -9,4783 -9,2394 -8,9767 -8,7403 -8,5424 -8,3671 -8,1977 -8,0379 -7,9240 -7,9145 -8,0560 -8,3519 -8,7545 -9,1831 -9,5580 -9,8301 -9,9955 -10,0869 -10,1371 -10,1411 -10,0555
F3    -0,1485 -0,0708 0,0103 0,0781 0,1323 0,2096 0,3543 0,5716 0,8181 1,0297 1,1533 1,1581 1,0243 0,7299 0,2589 -0,3693 -1,0845 -1,7852 -2,3713 -2,7687 -2,9539 -2,9702 -2,9033 -2,8296 -2,7808 -2,7450 -2,6831 -2,5449 -2,2844 -1,8778 -1,3348 -0,6950 -0,0181 0,6277 1,1790 1,5904 1,8416 1,9393 1,9088 1,7856 1,6143 1,4503 1,3545 1,3777 1,5319 1,7763 2,0502 2,3151 2,5608 2,7871 2,9827 3,1192 3,1752 3,1618 3,1132 3,0572 2,9973 2,9120 2,7667 2,5321 2,1994 1,7810 1,2989 0,7742 0,2341 -0,2775 -0,7042 -1,0030 -1,1680 -1,2266 -1,2149 -1,1658 -1,1160 -1,1008 -1,1300 -1,1720 -1,1755 -1,1072 -0,9655 -0,7742 -0,5765 -0,4241 -0,3486 -0,3341 -0,3198 -0,2306 -0,0195 0,3002 0,6582 0,9721 1,2000 1,3649 1,5311 1,7615 2,0885 2,5042 2,9671 3,4176 3,7847 3,9880 3,9616 3,6885 3,2020 2,5415 1,7161 0,7240 -0,4106 -1,6425 -2,9318 -4,2446 -5,5378 -6,7636 -7,8890 -8,9035 -9,8127 -10,6274 -11,3572 -12,0084 -12,5762 -13,0364 -13,3598 -13,5413 -13,6065 -13,5852 -13,4743 -13,2362 -12,8345 -12,2606 -11,5242 -10,6414 -9,6385 -8,5508 -7,4098 -6,2409 -5,0660 -3,9025 -2,7585 -1,6277 -0,4982 0,6270 1,7243 2,7659 3,7374 4,6390 5,4808 6,2819 7,0709 7,8718 8,6897 9,5131 10,3228 11,0948 11,7987 12,3973 12,8569 13,1583 13,2945 13,2628 13,0686 12,7370 12,3144 11,8574 11,4209 11,0518 10,7834 10,6216 10,5301 10,4414 10,2984 10,0920 9,8596 9,6523 9,5032 9,4138 9,3613 9,3214 9,2709 9,1735 8,9953 8,7408 8,4542 8,1875 7,9767 7,8321 7,7334 7,6351 7,4918 7,2897 7,0534 6,8224 6,6233 6,4533 6,2725 6,0190 5,6477 5,1572 4,5884 4,0090 3,4965 3,1117 2,8652 2,7053 2,5498 2,3278 1,9974 1,5499 1,0154 0,4509 -0,0929 -0,5994 -1,0861 -1,5744 -2,0504 -2,4624 -2,7548 -2,9037 -2,9324 -2,9054 -2,8957 -2,9416 -3,0292 -3,1062 -3,1086 -2,9872 -2,7239 -2,3251 -1,8010 -1,1552 -0,3923 0,4653 1,3681 2,2543 3,0642 3,7384 4,2259 4,5072 4,6005 4,5379 4,3436 4,0300 3,6008 3,0587 2,4240 1,7489 1,1095 0,5776 0,1853 -0,0951 -0,3399 -0,6268 -0,9866 -1,3965 -1,8165 -2,2314 -2,6669 -3,1667 -3,7558 -4,4335 -5,1854 -5,9820 -6,7747 -7,5089 -8,1421 -8,6434 -8,9822 -9,1330 -9,0879 -8,8550 -8,4398 -7,8439 -7,0901 -6,2350 -5,3465 -4,4769 -3,6511 -2,8695 -2,1282 -1,4431 -0,8454 -0,3562 0,0249 0,3115 0,5152 0,6375 0,6831 0,6724 0,6329 0,5908 0,5762 0,6230 0,7599 0,9953 1,3039 1,6278 1,9050 2,1056 2,2372 2,3213 2,3666 2,3648 2,3113 2,2238 2,1309 2,0420 1,9367 1,7845 1,5706 1,2986 0,9726 0,5917 0,1647 -0,2809 -0,7069 -1,0712 -1,3248 -1,4164 -1,3184 -1,0453 -0,6472 -0,1813 0,3144 0,8284 1,3586 1,8849 2,3534 2,6944 2,8721 2,9224 2,9289 2,9624 3,0489 3,1855 3,3660 3,5870 3,8422 4,1185 4,4079 4,7257 5,1047 5,5604 6,0708 6,5849 7,0435 7,4001 7,6320 7,7315 7,6872 7,4753 7,0686 6,4691 5,7404 4,9999 4,3661 3,9097 3,6383 3,5091 3,4612 3,4552 3,4837 3,5415 3,6006 3,6229 3,5852 3,4918 3,3750 3,2812 3,2482 3,3011 3,4547 3,6991 3,9893 4,2714 4,5243 4,7656 5,0130 5,2463 5,4114 5,4612 5,3901 5,2306 5,0256 4,8074 4,5976 4,4107 4,2530 4,1288 4,0478 4,0226 4,0609 4,1622 4,3216 4,5357 4,8055 5,1343 5,5205 5,9401 6,3350 6,6269 6,7422 6,6381 6,3301 5,8922 5,4109 4,9384 4,4869 4,0423 3,5784 3,0781 2,5452 1,9886 1,4156 0,8579 0,3854 0,0771 -0,0159 0,1188 0,4586 0,9518 1,5252 2,0935 2,5735 2,9086 3,0900 3,1509 3,1401 3,0942 3,0215 2,8994 2,6988 2,4274 2,1456 1,9328 1,8442 1,8976 2,0761 2,3286 2,5879 2,8020 2,9505 3,0364 3,0673 3,0357 2,9245 2,7358 2,4997 2,2524 2,0160 1,7963 1,5941 1,4140 1,2637 1,1456 1,0463 0,9348 0,7753 0,5446 0,2389 -0,1291 -0,5428 -0,9935 -1,4677 -1,9277 -2,3197 -2,5977 -2,7362 -2,7348 -2,6159 -2,4133 -2,1644 -1,9161 -1,7286 -1,6613 -1,7512 -2,0044 -2,4014 -2,9013 -3,4568 -4,0362 -4,6282 -5,2327 -5,8581 -6,5111 -7,1680 -7,7661 -8,2435 -8,5869 -8,8330 -9,0339 -9,2300 -9,4479 -9,7120 -10,0531 -10,4992 -11,0590 -11,7128 -12,4184 -13,1223 -13,7689 -14,3080 -14,7016 -14,9229 -14,9482 -14,7605 -14,3618 -13,7779 -13,0547 -12,2564 -11,4536 -10,6952 -9,9855 -9,2946 -8,5896 -7,8519 -7,0739 -6,2547 -5,4070 -4,5582 -3,7401 -2,9845 -2,3188 -1,7564 -1,2967 -0,9303 -0,6390 -0,3994 -0,1925 -0,0144 0,1169 0,1642 0,0961 -0,0889 -0,3595 -0,6620 -0,9344 -1,1262 -1,2196 -1,2345 -1,2112 -1,1891 -1,1977 -1,2526 -1,3538 -1,4814 -1,5933 -1,6468 -1,6363 -1,6016 -1,5907 -1,6241 -1,7022 -1,8370 -2,0573 -2,3822 -2,8057 -3,2999 -3,8256 -4,3434 -4,8245 -5,2591 -5,6566 -6,0400 -6,4278 -6,8057 -7,1265 -7,3548 -7,4930 -7,5604 -7,5698 -7,5434 -7,5359 -7,6142 -7,8085 -8,0912 -8,4011 -8,6811 -8,8977 -9,0363 -9,0833 -9,0198 -8,8425 -8,5879 -8,3245 -8,1114 -7,9666 -7,8726 -7,8019 -7,7432 -7,7209 -7,7887 -7,9940 -8,3420 -8,7859 -9,2475 -9,6514 -9,9541 -10,1536 -10,2779 -10,3513 -10,3611 -10,2628
F7    0,8186 0,8831 0,9308 0,9523 0,9496 0,9571 1,0287 1,1974 1,4430 1,6961 1,8756 1,9200 1,7876 1,4479 0,8919 0,1558 -0,6728 -1,4803 -2,1609 -2,6418 -2,9040 -2,9936 -2,9986 -3,0011 -3,0406 -3,1119 -3,1800 -3,1935 -3,0921 -2,8226 -2,3599 -1,7179 -0,9538 -0,1649 0,5385 1,0715 1,3968 1,5248 1,5003 1,3877 1,2548 1,1573 1,1310 1,1946 1,3451 1,5544 1,7884 2,0262 2,2499 2,4337 2,5446 2,5538 2,4575 2,2914 2,1162 1,9863 1,9224 1,8973 1,8494 1,7129 1,4423 1,0262 0,4856 -0,1410 -0,8023 -1,4299 -1,9425 -2,2753 -2,4159 -2,4074 -2,3115 -2,1799 -2,0576 -1,9873 -1,9890 -2,0397 -2,0853 -2,0769 -1,9913 -1,8313 -1,6256 -1,4237 -1,2715 -1,1808 -1,1197 -1,0289 -0,8537 -0,5804 -0,2526 0,0519 0,2723 0,4061 0,5068 0,6490 0,8884 1,2355 1,6566 2,0958 2,4883 2,7606 2,8457 2,7111 2,3632 1,8158 1,0643 0,1088 -1,0132 -2,2392 -3,5173 -4,8139 -6,0979 -7,3408 -8,5294 -9,6672 -10,7595 -11,7968 -12,7523 -13,5941 -14,2909 -14,8106 -15,1372 -15,2976 -15,3566 -15,3690 -15,3278 -15,1702 -14,8371 -14,3135 -13,6089 -12,7276 -11,6766 -10,4839 -9,1989 -7,8779 -6,5663 -5,2919 -4,0668 -2,8846 -1,7245 -0,5711 0,5708 1,6827 2,7448 3,7392 4,6529 5,4909 6,2817 7,0586 7,8374 8,6108 9,3555 10,0453 10,6571 11,1665 11,5522 11,8047 11,9227 11,9030 11,7406 11,4376 11,0121 10,4990 9,9473 9,4116 8,9424 8,5688 8,2841 8,0500 7,8270 7,6046 7,4004 7,2368 7,1237 7,0584 7,0371 7,0665 7,1459 7,2362 7,2760 7,2337 7,1285 7,0063 6,9105 6,8614 6,8433 6,8107 6,7164 6,5396 6,2915 6,0012 5,6966 5,3845 5,0366 4,6040 4,0578 3,4182 2,7508 2,1444 1,6846 1,4165 1,3082 1,2589 1,1545 0,9148 0,5058 -0,0606 -0,7200 -1,3702 -1,9222 -2,3519 -2,7037 -3,0468 -3,4203 -3,8103 -4,1666 -4,4299 -4,5617 -4,5705 -4,5101 -4,4420 -4,3967 -4,3683 -4,3286 -4,2392 -4,0588 -3,7469 -3,2681 -2,5984 -1,7364 -0,7186 0,3795 1,4653 2,4535 3,2730 3,8700 4,2207 4,3348 4,2377 3,9551 3,5116 2,9313 2,2389 1,4748 0,7057 0,0166 -0,5191 -0,8722 -1,0777 -1,2234 -1,4055 -1,6773 -2,0331 -2,4347 -2,8534 -3,2958 -3,7933 -4,3679 -5,0205 -5,7395 -6,5013 -7,2673 -7,9982 -8,6697 -9,2654 -9,7557 -10,0890 -10,2083 -10,0701 -9,6508 -8,9588 -8,0574 -7,0587 -6,0782 -5,1901 -4,4140 -3,7292 -3,1102 -2,5593 -2,0968 -1,7319 -1,4552 -1,2524 -1,1175 -1,0505 -1,0414 -1,0606 -1,0709 -1,0424 -0,9548 -0,7953 -0,5589 -0,2492 0,1108 0,4680 0,7576 0,9444 1,0406 1,0821 1,0896 1,0558 0,9669 0,8284 0,6647 0,4968 0,3262 0,1392 -0,0776 -0,3340 -0,6431 -1,0182 -1,4584 -1,9404 -2,4246 -2,8617 -3,1896 -3,3428 -3,2836 -3,0248 -2,6211 -2,1374 -1,6182 -1,0793 -0,5227 0,0350 0,5432 0,9343 1,1762 1,3076 1,4152 1,5729 1,8065 2,1090 2,4640 2,8495 3,2361 3,5958 3,9171 4,2199 4,5465 4,9242 5,3371 5,7336 6,0531 6,2561 6,3369 6,3048 6,1573 5,8717 5,4181 4,7899 4,0335 3,2483 2,5512 2,0264 1,6927 1,5048 1,3908 1,2997 1,2187 1,1485 1,0776 0,9868 0,8672 0,7332 0,6246 0,5879 0,6514 0,8251 1,1106 1,4884 1,9038 2,2894 2,6039 2,8437 3,0246 3,1589 3,2469 3,2828 3,2643 3,1974 3,0960 2,9773 2,8605 2,7660 2,7123 2,7151 2,7837 2,9142 3,0867 3,2731 3,4540 3,6298 3,8194 4,0497 4,3399 4,6818 5,0327 5,3276 5,4949 5,4705 5,2340 4,8331 4,3530 3,8594 3,3754 2,8887 2,3693 1,7983 1,1819 0,5303 -0,1570 -0,8634 -1,5234 -2,0359 -2,3082 -2,2906 -1,9842 -1,4375 -0,7401 -0,0112 0,6240 1,0683 1,2827 1,2902 1,1546 0,9462 0,7083 0,4425 0,1367 -0,1834 -0,4408 -0,5539 -0,4877 -0,2604 0,0763 0,4493 0,7806 1,0157 1,1412 1,1788 1,1577 1,0822 0,9317 0,6983 0,4094 0,1169 -0,1268 -0,2838 -0,3343 -0,2792 -0,1470 0,0040 0,1017 0,0880 -0,0624 -0,3435 -0,7295 -1,1842 -1,6718 -2,1663 -2,6458 -3,0804 -3,4372 -3,6882 -3,8168 -3,8251 -3,7330 -3,5636 -3,3398 -3,0966 -2,8883 -2,7756 -2,8026 -2,9875 -3,3189 -3,7541 -4,2385 -4,7402 -5,2657 -5,8453 -6,5145 -7,2888 -8,1288 -8,9369 -9,6120 -10,1097 -10,4466 -10,6663 -10,8103 -10,9144 -11,0198 -11,1810 -11,4578 -11,8901 -12,4767 -13,1733 -13,9092 -14,6083 -15,2068 -15,6643 -15,9604 -16,0800 -16,0090 -15,7410 -15,2850 -14,6710 -13,9523 -13,1945 -12,4480 -11,7263 -11,0120 -10,2826 -9,5284 -8,7502 -7,9527 -7,1474 -6,3566 -5,6055 -4,9142 -4,2941 -3,7487 -3,2874 -2,9294 -2,6818 -2,5221 -2,4137 -2,3336 -2,2957 -2,3436 -2,5081 -2,7707 -3,0703 -3,3331 -3,4954 -3,5217 -3,4186 -3,2302 -3,0094 -2,7956 -2,6166 -2,5009 -2,4759 -2,5470 -2,6781 -2,8142 -2,9296 -3,0420 -3,1789 -3,3437 -3,5240 -3,7312 -4,0079 -4,3880 -4,8625 -5,3901 -5,9317 -6,4667 -6,9833 -7,4670 -7,9019 -8,2830 -8,6160 -8,8941 -9,0916 -9,1910 -9,1959 -9,1173 -8,9669 -8,7743 -8,6021 -8,5255 -8,5908 -8,7920 -9,0786 -9,3795 -9,6313 -9,7919 -9,8320 -9,7309 -9,4962 -9,1872 -8,8962 -8,6950 -8,5971 -8,5650 -8,5444 -8,4991 -8,4376 -8,4149 -8,5008 -8,7354 -9,1075 -9,5669 -10,0526 -10,5086 -10,8892 -11,1626 -11,3056 -11,2937 -11,1063
