Fp1   -0,8795 -0,5924 -0,4537 -0,3920 -0,3320 -0,2566 -0,2344 -0,3767 -0,7490 -1,3151 -1,9538 -2,5142 -2,8723 -2,9697 -2,8144 -2,4524 -1,9550 -1,4385 -1,0666 -0,9812 -1,2078 -1,6398 -2,1015 -2,4162 -2,4600 -2,2080 -1,7461 -1,2297 -0,8116 -0,5745 -0,5046 -0,5079 -0,4475 -0,1978 0,2953 0,9895 1,7772 2,5375 3,1702 3,6129 3,8527 3,9223 3,8742 3,7485 3,5603 3,3142 3,0169 2,6797 2,3237 1,9774 1,6590 1,3624 1,0721 0,7952 0,5733 0,4610 0,4818 0,5953 0,7016 0,6938 0,5282 0,2509 -0,0404 -0,2628 -0,3998 -0,5041 -0,6471 -0,8529 -1,0846 -1,2924 -1,4620 -1,6193 -1,7960 -1,9868 -2,1262 -2,1234 -1,9315 -1,5717 -1,0985 -0,5646 -0,0201 0,4923 0,9663 1,4304 1,9028 2,3592 2,7484 3,0220 3,1361 3,0425 2,7165 2,2017 1,6144 1,0960 0,7422 0,5551 0,4589 0,3587 0,1875 -0,0830 -0,4443 -0,8548 -1,2569 -1,5896 -1,7924 -1,8294 -1,7114 -1,4785 -1,1677 -0,8019 -0,3949 0,0478 0,5352 1,0938 1,7727 2,6295 3,6773 4,8465 6,0223 7,1124 8,0621 8,8342 9,4092 9,7984 10,0353 10,1515 10,1630 10,0815 9,9417 9,7993 9,6966 9,6480 9,6619 9,7508 9,9147 10,1342 10,3835 10,6355 10,8570 11,0147 11,1006 11,1531 11,2459 11,4507 11,8073 12,3220 12,9816 13,7434 14,5141 15,1720 15,6032 15,7090 15,4222 14,7552 13,8109 12,7244 11,6082 10,5655 9,7111 9,1368 8,8590 8,7985 8,7976 8,6771 8,3160 7,6942 6,8738 5,9526 5,0335 4,2031 3,5063 2,9399 2,4655 2,0193 1,5329 0,9855 0,4319 -0,0320 -0,3265 -0,4217 -0,3426 -0,1537 0,0624 0,2287 0,2995 0,2681 0,1468 -0,0386 -0,2317 -0,3565 -0,3596 -0,2233 0,0508 0,4442 0,8974 1,2950 1,5029 1,4379 1,0991 0,5414 -0,1591 -0,9097 -1,6015 -2,1458 -2,5132 -2,7282 -2,8474 -2,9345 -3,0169 -3,0581 -2,9928 -2,7873 -2,4574 -2,0468 -1,6091 -1,1911 -0,8153 -0,4822 -0,1987 -0,0024 0,0446 -0,1105 -0,4902 -1,0832 -1,8341 -2,6476 -3,4278 -4,0977 -4,5827 -4,8102 -4,7462 -4,4237 -3,9373 -3,4081 -2,9405 -2,5963 -2,3982 -2,3437 -2,4224 -2,6319 -2,9649 -3,3768 -3,7735 -4,0372 -4,0809 -3,9061 -3,6097 -3,3179 -3,1011 -2,9259 -2,6816 -2,2774 -1,7339 -1,1833 -0,7838 -0,6247 -0,6903 -0,8978 -1,1622 -1,4276 -1,6607 -1,8492 -2,0209 -2,2383 -2,5553 -2,9787 -3,4656 -3,9512 -4,3828 -4,7223 -4,9291 -4,9712 -4,8592 -4,6504 -4,4088 -4,1622 -3,8936 -3,5687 -3,1702 -2,7166 -2,2587 -1,8587 -1,5652 -1,4074 -1,3910 -1,4817 -1,6049 -1,6800 -1,6503 -1,4927 -1,2243 -0,9069 -0,6186 -0,4014 -0,2262 -0,0111 0,3164 0,7662 1,2775 1,7517 2,1100 2,3232 2,3907 2,3144 2,1067 1,7979 1,4159 0,9693 0,4632 -0,0730 -0,5881 -1,0332 -1,3862 -1,6584 -1,8750 -2,0441 -2,1494 -2,1550 -2,0101 -1,6829 -1,2117 -0,6965 -0,2194 0,2141 0,6552 1,1437 1,6496 2,0740 2,3121 2,3137 2,0929 1,6966 1,1730 0,5753 -0,0153 -0,4935 -0,7729 -0,8195 -0,6377 -0,2413 0,3459 1,0720 1,8610 2,6459 3,4000 4,1305 4,8290 5,4305 5,8349 5,9735 5,8491 5,5196 5,0657 4,5784 4,1512 3,8534 3,6919 3,6144 3,5641 3,5152 3,4473 3,3011 2,9944 2,5072 1,9265 1,3799 0,9499 0,6627 0,5136 0,4736 0,4957 0,5442 0,6189 0,7378 0,8934 1,0394 1,1174 1,0788 0,8949 0,5859 0,2457 0,0067 -0,0300 0,1559 0,4946 0,8573 1,1063 1,1419 0,9398 0,5697 0,1663 -0,1376 -0,2655 -0,2117 -0,0284 0,1951 0,3596 0,3953 0,2905 0,0830 -0,1640 -0,3773 -0,4854 -0,4428 -0,2658 -0,0477 0,0942 0,1032 0,0109 -0,1156 -0,2370 -0,3594 -0,5104 -0,7110 -0,9493 -1,1841 -1,3950 -1,6093 -1,8579 -2,1299 -2,3821 -2,5776 -2,7073 -2,7824 -2,8081 -2,7708 -2,6490 -2,4183 -2,0415 -1,4842 -0,7582 0,0650 0,8813 1,5881 2,1137 2,4363 2,5867 2,6336 2,6312 2,5731 2,4172 2,1406 1,7570 1,3124 0,8778 0,5336 0,3418 0,3229 0,4560 0,6869 0,9361 1,1327 1,2491 1,2851 1,2421 1,1433 1,0565 1,0553 1,1705 1,3933 1,6940 2,0221 2,3297 2,6200 2,9525 3,3789 3,8775 4,3566 4,7024 4,8132 4,6320 4,1795 3,5477 2,8666 2,2679 1,8325 1,5470 1,3208 1,0506 0,6810 0,2352 -0,1947 -0,5053 -0,6396 -0,5876 -0,3508 0,0669 0,6444 1,3333 2,0518 2,6895 3,1465 3,3884 3,4671 3,4863 3,5448 3,6925 3,9095 4,1188 4,2178 4,0991 3,6675 2,8865 1,8216 0,6203 -0,5641 -1,6272 -2,5079 -3,1612 -3,5494 -3,6381 -3,4137 -2,9320 -2,3307 -1,7684 -1,3544 -1,1237 -1,0410 -1,0262 -0,9881 -0,8389 -0,5127 -0,0034 0,6342 1,3306 2,0244 2,6530 3,1645 3,5542 3,8787 4,2315 4,6884 5,2475 5,8194 6,2872 6,5742 6,6465 6,4710 6,0094 5,2616 4,2922 3,2096 2,1268 1,1433 0,3363 -0,2532 -0,6221 -0,7867 -0,7594 -0,5348 -0,1017 0,5229 1,2714 2,0299 2,6704 3,1102 3,3563 3,4844 3,5749 3,6569 3,6890 3,5967 3,3349 2,9181 2,4130 1,9127 1,4953 1,1805 0,9297 0,6866 0,4071 0,0613 -0,3615 -0,8472 -1,3560 -1,8261 -2,1968 -2,4523 -2,6282 -2,7561 -2,8075 -2,7006 -2,3594 -1,7822 -1,0781 -0,4393 -0,0618 -0,0630 -0,4320 -1,0374 -1,7035 -2,2959 -2,7490 -3,0513 -3,2283 -3,3423 -3,4861 -3,7329 -4,0709 -4,3948
Fz    -0,2736 -0,1739 -0,1393 -0,1280 -0,1003 -0,0466 0,0033 -0,0018 -0,0945 -0,2616 -0,4479 -0,5809 -0,6030 -0,4977 -0,2918 -0,0367 0,2051 0,3517 0,3016 -0,0184 -0,5947 -1,3197 -2,0368 -2,5935 -2,8881 -2,9079 -2,7343 -2,5023 -2,3289 -2,2579 -2,2544 -2,2355 -2,1044 -1,7868 -1,2663 -0,5962 0,1260 0,8044 1,3788 1,8388 2,2148 2,5490 2,8612 3,1357 3,3364 3,4383 3,4485 3,4044 3,3572 3,3488 3,3885 3,4430 3,4521 3,3611 3,1462 2,8176 2,4027 1,9280 1,4169 0,8981 0,4124 0,0061 -0,2888 -0,4700 -0,5673 -0,6335 -0,7216 -0,8572 -1,0323 -1,2260 -1,4283 -1,6396 -1,8493 -2,0220 -2,1087 -2,0762 -1,9266 -1,6865 -1,3813 -1,0221 -0,6121 -0,1548 0,3456 0,8764 1,4024 1,8667 2,2108 2,3980 2,4203 2,2913 2,0443 1,7359 1,4359 1,2029 1,0616 0,9959 0,9627 0,9140 0,8145 0,6502 0,4303 0,1841 -0,0501 -0,2347 -0,3393 -0,3543 -0,3018 -0,2261 -0,1750 -0,1827 -0,2567 -0,3717 -0,4786 -0,5220 -0,4517 -0,2289 0,1572 0,6808 1,3001 1,9864 2,7193 3,4637 4,1687 4,7844 5,2744 5,6151 5,7890 5,7911 5,6533 5,4472 5,2493 5,1086 5,0441 5,0528 5,1087 5,1689 5,1913 5,1489 5,0371 4,8809 4,7394 4,6950 4,8217 5,1517 5,6678 6,3249 7,0749 7,8637 8,6147 9,2404 9,6705 9,8637 9,8148 9,5682 9,2101 8,8345 8,5151 8,3082 8,2556 8,3640 8,5860 8,8302 8,9916 8,9894 8,7902 8,4050 7,8700 7,2359 6,5693 5,9499 5,4476 5,0980 4,8952 4,8022 4,7667 4,7393 4,6842 4,5837 4,4382 4,2608 4,0697 3,8812 3,7027 3,5274 3,3404 3,1276 2,8793 2,6050 2,3489 2,1731 2,1179 2,1836 2,3446 2,5657 2,7981 2,9692 3,0027 2,8589 2,5525 2,1291 1,6370 1,1289 0,6718 0,3244 0,1053 -0,0111 -0,0791 -0,1589 -0,2867 -0,4533 -0,6177 -0,7409 -0,8008 -0,7834 -0,6814 -0,4972 -0,2352 0,0986 0,4743 0,8205 1,0390 1,0480 0,8150 0,3609 -0,2518 -0,9408 -1,6308 -2,2650 -2,7978 -3,1894 -3,4114 -3,4547 -3,3361 -3,1014 -2,8138 -2,5373 -2,3233 -2,2043 -2,1970 -2,3111 -2,5483 -2,8890 -3,2806 -3,6396 -3,8792 -3,9561 -3,8924 -3,7490 -3,5767 -3,3837 -3,1389 -2,8138 -2,4280 -2,0555 -1,7820 -1,6525 -1,6525 -1,7329 -1,8445 -1,9531 -2,0346 -2,0751 -2,0838 -2,0983 -2,1652 -2,3110 -2,5289 -2,7939 -3,0801 -3,3559 -3,5727 -3,6763 -3,6346 -3,4505 -3,1498 -2,7568 -2,2825 -1,7376 -1,1580 -0,6140 -0,1920 0,0399 0,0596 -0,1145 -0,4461 -0,8804 -1,3371 -1,7299 -1,9960 -2,1093 -2,0820 -1,9618 -1,8119 -1,6760 -1,5578 -1,4295 -1,2577 -1,0247 -0,7353 -0,4134 -0,0885 0,2139 0,4625 0,6183 0,6559 0,5792 0,4054 0,1471 -0,1821 -0,5531 -0,9229 -1,2465 -1,4919 -1,6498 -1,7292 -1,7430 -1,6994 -1,5969 -1,4201 -1,1549 -0,8198 -0,4723 -0,1694 0,0756 0,2978 0,5438 0,8247 1,0999 1,3054 1,3908 1,3388 1,1619 0,8905 0,5674 0,2526 0,0153 -0,0921 -0,0565 0,1020 0,3544 0,6787 1,0599 1,4871 1,9582 2,4857 3,0858 3,7475 4,4104 4,9859 5,4045 5,6422 5,7052 5,6121 5,3939 5,1001 4,7839 4,4729 4,1595 3,8283 3,4818 3,1368 2,8010 2,4648 2,1282 1,8234 1,5910 1,4430 1,3633 1,3263 1,3031 1,2696 1,2236 1,1891 1,1920 1,2318 1,2790 1,2935 1,2335 1,0589 0,7576 0,3756 0,0081 -0,2419 -0,3086 -0,1897 0,0576 0,3489 0,6107 0,8096 0,9601 1,1032 1,2690 1,4563 1,6385 1,7799 1,8488 1,8263 1,7165 1,5511 1,3751 1,2266 1,1249 1,0702 1,0513 1,0521 1,0508 1,0311 1,0002 0,9827 0,9855 0,9782 0,9096 0,7393 0,4607 0,1066 -0,2682 -0,6227 -0,9456 -1,2307 -1,4496 -1,5570 -1,5165 -1,3233 -1,0145 -0,6550 -0,3084 -0,0183 0,1962 0,3395 0,4273 0,4730 0,4908 0,5016 0,5265 0,5789 0,6653 0,7879 0,9474 1,1321 1,3099 1,4483 1,5351 1,5747 1,5794 1,5705 1,5821 1,6523 1,8036 2,0294 2,2897 2,5160 2,6382 2,6133 2,4319 2,1134 1,7110 1,3055 0,9748 0,7658 0,6945 0,7553 0,9249 1,1783 1,5121 1,9452 2,4896 3,1148 3,7476 4,3004 4,6940 4,8710 4,8130 4,5483 4,1421 3,6712 3,1884 2,7062 2,2153 1,7098 1,2000 0,7238 0,3490 0,1507 0,1743 0,4195 0,8495 1,4043 2,0106 2,5943 3,0867 3,4245 3,5595 3,4857 3,2633 3,0025 2,8153 2,7715 2,8791 3,0894 3,3115 3,4245 3,3001 2,8519 2,0840 1,0892 -0,0035 -1,0815 -2,0584 -2,8655 -3,4546 -3,8017 -3,9086 -3,8112 -3,5727 -3,2567 -2,9083 -2,5545 -2,2097 -1,8840 -1,5821 -1,2862 -0,9493 -0,5180 0,0449 0,7526 1,5825 2,4668 3,3199 4,0854 4,7573 5,3603 5,9126 6,3940 6,7471 6,9116 6,8524 6,5574 6,0253 5,2730 4,3565 3,3757 2,4532 1,6960 1,1661 0,8715 0,7740 0,8100 0,9211 1,0780 1,2829 1,5456 1,8540 2,1682 2,4382 2,6286 2,7402 2,8109 2,8915 3,0159 3,1870 3,3766 3,5411 3,6465 3,6842 3,6700 3,6336 3,6028 3,5883 3,5835 3,5735 3,5405 3,4661 3,3401 3,1703 2,9792 2,7943 2,6356 2,4994 2,3570 2,1820 1,9856 1,8276 1,7854 1,9002 2,1368 2,3896 2,5338 2,4847 2,2276 1,8046 1,2702 0,6624 0,0180 -0,6033 -1,1329 -1,5395 -1,8497 -2,1062 -2,3072 -2,3957
F3    -1,5459 -1,5374 -1,3875 -1,1470 -0,8805 -0,6453 -0,4823 -0,4075 -0,4045 -0,4319 -0,4459 -0,4181 -0,3477 -0,2571 -0,1701 -0,0948 -0,0373 -0,0313 -0,1411 -0,4143 -0,8325 -1,3169 -1,7740 -2,1297 -2,3475 -2,4425 -2,4770 -2,5238 -2,6205 -2,7450 -2,8243 -2,7629 -2,4727 -1,9047 -1,0802 -0,0946 0,9217 1,8527 2,6246 3,2111 3,6213 3,8759 3,9930 3,9879 3,8758 3,6751 3,4093 3,1095 2,8204 2,5980 2,4843 2,4791 2,5387 2,6003 2,6113 2,5405 2,3663 2,0620 1,6065 1,0133 0,3532 -0,2587 -0,7103 -0,9404 -0,9605 -0,8438 -0,6826 -0,5406 -0,4397 -0,3751 -0,3297 -0,2801 -0,1999 -0,0693 0,1128 0,3228 0,5184 0,6547 0,7097 0,7010 0,6760 0,6828 0,7488 0,8756 1,0440 1,2249 1,3846 1,4886 1,5106 1,4400 1,2881 1,0933 0,9164 0,8126 0,7993 0,8533 0,9383 1,0235 1,0829 1,0989 1,0792 1,0606 1,0866 1,1827 1,3471 1,5452 1,7137 1,7847 1,7202 1,5320 1,2762 1,0325 0,8772 0,8589 0,9895 1,2499 1,5968 1,9780 2,3573 2,7317 3,1210 3,5417 3,9923 4,4569 4,9060 5,2982 5,5901 5,7543 5,7957 5,7492 5,6582 5,5568 5,4692 5,4177 5,4256 5,5076 5,6578 5,8459 6,0328 6,1946 6,3380 6,4976 6,7153 7,0140 7,3857 7,8008 8,2300 8,6467 9,0176 9,3098 9,5045 9,5938 9,5766 9,4652 9,2887 9,0802 8,8661 8,6757 8,5456 8,4968 8,5154 8,5606 8,5828 8,5349 8,3798 8,0986 7,6960 7,2075 6,7062 6,2853 6,0123 5,8967 5,8962 5,9449 5,9794 5,9492 5,8153 5,5493 5,1508 4,6619 4,1540 3,7013 3,3589 3,1487 3,0592 3,0579 3,1055 3,1655 3,2103 3,2235 3,2005 3,1490 3,0824 3,0126 2,9396 2,8437 2,6941 2,4681 2,1609 1,7788 1,3270 0,8125 0,2600 -0,2866 -0,7815 -1,1920 -1,5021 -1,7059 -1,8001 -1,7848 -1,6799 -1,5340 -1,3960 -1,2741 -1,1376 -0,9531 -0,7085 -0,4110 -0,0836 0,2286 0,4588 0,5463 0,4760 0,2906 0,0628 -0,1554 -0,3618 -0,5846 -0,8405 -1,1130 -1,3588 -1,5302 -1,6046 -1,5956 -1,5380 -1,4737 -1,4502 -1,5081 -1,6591 -1,8855 -2,1588 -2,4577 -2,7706 -3,0812 -3,3610 -3,5885 -3,7634 -3,8907 -3,9538 -3,9128 -3,7254 -3,3780 -2,9080 -2,4004 -1,9519 -1,6309 -1,4618 -1,4357 -1,5278 -1,7013 -1,9062 -2,0892 -2,2121 -2,2648 -2,2673 -2,2598 -2,2821 -2,3580 -2,4944 -2,6803 -2,8808 -3,0425 -3,1118 -3,0548 -2,8654 -2,5515 -2,1199 -1,5865 -0,9963 -0,4249 0,0454 0,3539 0,4746 0,4102 0,1867 -0,1367 -0,4720 -0,7360 -0,8840 -0,9148 -0,8570 -0,7508 -0,6335 -0,5287 -0,4361 -0,3288 -0,1706 0,0596 0,3559 0,6884 1,0186 1,3108 1,5281 1,6347 1,6135 1,4696 1,2154 0,8661 0,4477 0,0023 -0,4185 -0,7671 -1,0127 -1,1468 -1,1755 -1,1093 -0,9615 -0,7479 -0,4792 -0,1638 0,1743 0,4912 0,7462 0,9227 1,0271 1,0762 1,0853 1,0633 1,0223 0,9792 0,9370 0,8736 0,7654 0,6262 0,5200 0,5280 0,6952 1,0004 1,3744 1,7451 2,0718 2,3542 2,6211 2,9116 3,2627 3,6973 4,2033 4,7213 5,1668 5,4729 5,6142 5,5982 5,4450 5,1793 4,8351 4,4504 4,0502 3,6425 3,2390 2,8724 2,5834 2,3878 2,2652 2,1815 2,1153 2,0612 2,0203 1,9948 1,9822 1,9692 1,9373 1,8793 1,8092 1,7472 1,7014 1,6685 1,6391 1,5859 1,4605 1,2226 0,8786 0,4886 0,1387 -0,0981 -0,1846 -0,1099 0,1272 0,5163 1,0231 1,5846 2,1192 2,5476 2,8150 2,9078 2,8541 2,7076 2,5214 2,3220 2,1083 1,8799 1,6568 1,4661 1,3237 1,2330 1,1817 1,1365 1,0579 0,9322 0,7793 0,6271 0,4866 0,3507 0,2066 0,0466 -0,1220 -0,2782 -0,4050 -0,4956 -0,5398 -0,5213 -0,4240 -0,2370 0,0360 0,3621 0,6841 0,9441 1,1020 1,1407 1,0663 0,9023 0,6809 0,4385 0,2147 0,0487 -0,0226 0,0220 0,1695 0,3750 0,5870 0,7740 0,9372 1,1007 1,2829 1,4821 1,6873 1,8968 2,1265 2,3980 2,7173 3,0584 3,3638 3,5619 3,5888 3,4006 2,9879 2,3962 1,7326 1,1345 0,7182 0,5370 0,5688 0,7454 1,0093 1,3459 1,7654 2,2640 2,7989 3,2963 3,6812 3,9037 3,9486 3,8322 3,5884 3,2572 2,8782 2,4829 2,0875 1,6990 1,3249 0,9764 0,6795 0,4874 0,4640 0,6450 1,0236 1,5624 2,1982 2,8464 3,4224 3,8642 4,1379 4,2402 4,2058 4,1064 4,0282 4,0372 4,1474 4,3128 4,4547 4,4971 4,3759 4,0357 3,4465 2,6303 1,6653 0,6527 -0,3198 -1,1886 -1,9116 -2,4703 -2,8629 -3,0936 -3,1710 -3,1119 -2,9435 -2,7043 -2,4345 -2,1581 -1,8746 -1,5610 -1,1741 -0,6648 -0,0049 0,8069 1,7537 2,7915 3,8391 4,8049 5,6267 6,2869 6,8003 7,1887 7,4548 7,5764 7,5310 7,3171 6,9481 6,4334 5,7824 5,0279 4,2387 3,5032 2,8975 2,4624 2,1997 2,0844 2,0838 2,1718 2,3317 2,5498 2,8051 3,0672 3,2973 3,4536 3,5025 3,4392 3,2968 3,1296 2,9877 2,9010 2,8722 2,8816 2,9052 2,9312 2,9598 2,9927 3,0221 3,0316 3,0062 2,9437 2,8603 2,7867 2,7546 2,7797 2,8537 2,9460 3,0116 3,0033 2,8960 2,7105 2,5073 2,3556 2,3057 2,3698 2,5072 2,6330 2,6568 2,5185 2,2082 1,7675 1,2576 0,7247 0,1991 -0,2830 -0,6763 -0,9519 -1,1188 -1,2047 -1,2173 -1,1355
F7    -1,9503 -1,7195 -1,5055 -1,3061 -1,1157 -0,9392 -0,8022 -0,7429 -0,7847 -0,9133 -1,0774 -1,2079 -1,2464 -1,1715 -1,0050 -0,7948 -0,5952 -0,4570 -0,4235 -0,5181 -0,7287 -1,0051 -1,2702 -1,4381 -1,4443 -1,2809 -1,0081 -0,7256 -0,5154 -0,3991 -0,3355 -0,2500 -0,0686 0,2513 0,6993 1,2127 1,7048 2,1023 2,3680 2,5037 2,5383 2,5075 2,4366 2,3339 2,1937 2,0100 1,7896 1,5555 1,3437 1,1949 1,1338 1,1522 1,2108 1,2616 1,2730 1,2419 1,1777 1,0804 0,9368 0,7375 0,4968 0,2530 0,0471 -0,1015 -0,1983 -0,2602 -0,2962 -0,2941 -0,2268 -0,0797 0,1293 0,3609 0,5836 0,7884 0,9784 1,1475 1,2716 1,3224 1,2887 1,1863 1,0526 0,9342 0,8734 0,8921 0,9824 1,1111 1,2332 1,3118 1,3340 1,3078 1,2499 1,1842 1,1414 1,1470 1,2028 1,2875 1,3712 1,4233 1,4121 1,3096 1,1091 0,8367 0,5408 0,2767 0,1000 0,0552 0,1576 0,3857 0,6949 1,0317 1,3455 1,6057 1,8208 2,0398 2,3267 2,7215 3,2121 3,7389 4,2332 4,6532 4,9855 5,2210 5,3468 5,3651 5,3037 5,1970 5,0580 4,8723 4,6211 4,3087 3,9757 3,6863 3,5006 3,4485 3,5251 3,7069 3,9680 4,2815 4,6169 4,9462 5,2569 5,5641 5,9046 6,3115 6,7869 7,3014 7,8182 8,3057 8,7278 9,0401 9,2013 9,1863 9,0021 8,6967 8,3402 7,9922 7,6918 7,4745 7,3730 7,3919 7,4917 7,6010 7,6422 7,5555 7,3170 6,9422 6,4692 5,9436 5,4205 4,9622 4,6160 4,3918 4,2618 4,1770 4,0857 3,9548 3,7854 3,6056 3,4492 3,3359 3,2617 3,2008 3,1215 3,0078 2,8693 2,7291 2,6033 2,4961 2,4081 2,3411 2,2964 2,2724 2,2668 2,2789 2,3055 2,3297 2,3225 2,2551 2,1061 1,8617 1,5196 1,1028 0,6578 0,2298 -0,1585 -0,5030 -0,8026 -1,0454 -1,2041 -1,2443 -1,1442 -0,9105 -0,5768 -0,1894 0,2043 0,5618 0,8561 1,0804 1,2355 1,3113 1,2850 1,1400 0,8824 0,5387 0,1474 -0,2546 -0,6443 -1,0052 -1,3109 -1,5227 -1,6049 -1,5395 -1,3375 -1,0386 -0,6984 -0,3723 -0,1090 0,0557 0,1019 0,0248 -0,1668 -0,4513 -0,7942 -1,1439 -1,4398 -1,6397 -1,7369 -1,7481 -1,6876 -1,5526 -1,3324 -1,0368 -0,7135 -0,4303 -0,2375 -0,1489 -0,1478 -0,2011 -0,2716 -0,3268 -0,3501 -0,3500 -0,3597 -0,4207 -0,5608 -0,7803 -1,0516 -1,3360 -1,6072 -1,8593 -2,0928 -2,3014 -2,4725 -2,5927 -2,6463 -2,6040 -2,4270 -2,0944 -1,6300 -1,0997 -0,5832 -0,1419 0,1967 0,4259 0,5419 0,5551 0,5076 0,4639 0,4841 0,6062 0,8338 1,1277 1,4183 1,6382 1,7540 1,7769 1,7496 1,7242 1,7404 1,8108 1,9237 2,0543 2,1665 2,2185 2,1819 2,0508 1,8324 1,5374 1,1804 0,7806 0,3626 -0,0444 -0,4133 -0,7258 -0,9688 -1,1333 -1,2195 -1,2286 -1,1518 -0,9791 -0,7243 -0,4270 -0,1204 0,1952 0,5416 0,9291 1,3330 1,6986 1,9704 2,1198 2,1522 2,0957 1,9856 1,8580 1,7509 1,7017 1,7369 1,8567 2,0336 2,2320 2,4298 2,6216 2,8169 3,0377 3,3107 3,6496 4,0368 4,4218 4,7403 4,9469 5,0321 5,0148 4,9206 4,7689 4,5727 4,3402 4,0675 3,7432 3,3726 2,9958 2,6732 2,4469 2,3195 2,2692 2,2735 2,3086 2,3411 2,3380 2,2813 2,1678 2,0091 1,8356 1,6843 1,5717 1,4850 1,4054 1,3313 1,2740 1,2401 1,2251 1,2198 1,2198 1,2327 1,2724 1,3425 1,4257 1,4919 1,5144 1,4848 1,4194 1,3477 1,2957 1,2790 1,3023 1,3558 1,4181 1,4656 1,4821 1,4668 1,4433 1,4513 1,5151 1,6222 1,7327 1,8004 1,7915 1,7033 1,5710 1,4459 1,3594 1,3095 1,2775 1,2499 1,2255 1,2119 1,2156 1,2275 1,2235 1,1841 1,1047 0,9897 0,8495 0,7007 0,5595 0,4318 0,3160 0,2170 0,1599 0,1883 0,3401 0,6208 0,9970 1,4050 1,7652 2,0087 2,1089 2,0907 2,0086 1,9081 1,8101 1,7288 1,6865 1,6969 1,7453 1,7946 1,8153 1,8051 1,7821 1,7656 1,7618 1,7609 1,7506 1,7240 1,6732 1,5859 1,4604 1,3193 1,2024 1,1520 1,1985 1,3456 1,5657 1,8173 2,0692 2,3102 2,5401 2,7556 2,9439 3,0836 3,1464 3,1114 2,9812 2,7806 2,5479 2,3247 2,1392 1,9892 1,8468 1,6814 1,4778 1,2489 1,0378 0,8959 0,8582 0,9383 1,1372 1,4428 1,8322 2,2781 2,7458 3,1812 3,5218 3,7269 3,7985 3,7775 3,7276 3,7084 3,7447 3,8200 3,8891 3,8889 3,7512 3,4261 2,9074 2,2390 1,4943 0,7490 0,0695 -0,4892 -0,8893 -1,1142 -1,1708 -1,0944 -0,9427 -0,7689 -0,5979 -0,4267 -0,2410 -0,0321 0,1996 0,4547 0,7476 1,1056 1,5585 2,1214 2,7703 3,4355 4,0303 4,4982 4,8398 5,1018 5,3414 5,5897 5,8326 6,0249 6,1212 6,0907 5,9114 5,5705 5,0784 4,4735 3,8088 3,1362 2,5046 1,9619 1,5488 1,2952 1,2231 1,3445 1,6526 2,1118 2,6567 3,2025 3,6663 3,9892 4,1544 4,1909 4,1497 4,0717 3,9714 3,8388 3,6528 3,4054 3,1144 2,8120 2,5234 2,2612 2,0322 1,8449 1,7081 1,6256 1,5944 1,6030 1,6282 1,6394 1,6132 1,5387 1,4088 1,2256 1,0188 0,8475 0,7739 0,8315 1,0060 1,2331 1,4223 1,5002 1,4411 1,2644 1,0164 0,7474 0,4964 0,2936 0,1664 0,1274 0,1554 0,1969 0,1986 0,1430 0,0545
