Fp1   -0,1229 -0,3884 -0,5740 -0,6863 -0,7505 -0,7670 -0,7099 -0,5684 -0,3767 -0,1988 -0,0766 0,0164 0,1530 0,3809 0,6837 0,9900 1,1843 1,1335 0,7805 0,2218 -0,3591 -0,8344 -1,1849 -1,4374 -1,5814 -1,5437 -1,2451 -0,6762 0,0691 0,8016 1,3107 1,4792 1,3296 0,9680 0,5015 0,0008 -0,4794 -0,8846 -1,1729 -1,3164 -1,2948 -1,0987 -0,7219 -0,1615 0,5381 1,2473 1,7852 2,0168 1,9371 1,6830 1,4739 1,5090 1,8584 2,4114 2,9458 3,2746 3,3254 3,0914 2,5641 1,7481 0,7177 -0,3687 -1,3109 -1,9445 -2,2102 -2,1496 -1,8269 -1,2635 -0,4417 0,6411 1,9124 3,2082 4,3069 4,9856 5,0961 4,6377 3,7616 2,6730 1,5144 0,3401 -0,8114 -1,8361 -2,5581 -2,8109 -2,5545 -1,9325 -1,2070 -0,6073 -0,2181 0,0095 0,1729 0,3516 0,5759 0,8088 0,9571 0,9196 0,6430 0,1620 -0,3924 -0,8271 -0,9678 -0,7564 -0,2616 0,4060 1,1441 1,8354 2,3378 2,5315 2,3753 1,9207 1,2819 0,5638 -0,2259 -1,1779 -2,3400 -3,5771 -4,5979 -5,1082 -4,9441 -4,1295 -2,8698 -1,4758 -0,2428 0,6349 1,0813 1,1143 0,8155 0,3136 -0,2277 -0,6352 -0,7598 -0,5070 0,1280 1,0468 2,0951 3,1277 4,0276 4,7004 5,0870 5,1892 5,0586 4,7480 4,2692 3,6037 2,7886 1,9936 1,4635 1,3654 1,6978 2,3171 3,0104 3,5668 3,8433 3,8144 3,5637 3,2158 2,8751 2,5991 2,3889 2,1996 1,9649 1,6287 1,1823 0,6842 0,2495 0,0108 0,0601 0,4050 0,9721 1,6257 2,1882 2,5099 2,5626 2,4366 2,2290 1,9626 1,6033 1,1075 0,4449 -0,3819 -1,3012 -2,1566 -2,7575 -2,9807 -2,8278 -2,3764 -1,6960 -0,8488 0,0535 0,8408 1,3402 1,4406 1,1368 0,5415 -0,1502 -0,7488 -1,1694 -1,4775 -1,8402 -2,4006 -3,1608 -3,9636 -4,5907 -4,9026 -4,9092 -4,7321 -4,5204 -4,3871 -4,3606 -4,3603 -4,2439 -3,9109 -3,3707 -2,7160 -2,0638 -1,5313 -1,2174 -1,1647 -1,3325 -1,6163 -1,9142 -2,1854 -2,4454 -2,7187 -2,9961 -3,2076 -3,2357 -2,9878 -2,4736 -1,8158 -1,1966 -0,7941 -0,7348 -1,0561 -1,6916 -2,5003 -3,3164 -3,9834 -4,3763 -4,4251 -4,1224 -3,4868 -2,5281 -1,2791 0,1419 1,5139 2,5524 3,0017 2,7539 1,9086 0,7181 -0,5212 -1,5619 -2,2763 -2,6718 -2,8316 -2,8351 -2,7214 -2,4922 -2,1243 -1,5890 -0,9002 -0,1750 0,3830 0,5960 0,4112 -0,1028 -0,8234 -1,6147 -2,3290 -2,8236 -3,0027 -2,8351 -2,3446 -1,6075 -0,7611 0,0146 0,5451 0,7072 0,4602 -0,1312 -0,9165 -1,7219 -2,4028 -2,8634 -3,0644 -3,0165 -2,7514 -2,3032 -1,7352 -1,1660 -0,7278 -0,4825 -0,3915 -0,3753 -0,3910 -0,4538 -0,5932 -0,7996 -1,0220 -1,2129 -1,3724 -1,5528 -1,8140 -2,1607 -2,5217 -2,7874 -2,8757 -2,7926 -2,6366 -2,5289 -2,5413 -2,7025 -3,0181 -3,4292 -3,7887 -3,9263 -3,7277 -3,1483 -2,1996 -0,9737 0,3219 1,3981 2,0003 2,0084 1,4239 0,3061 -1,2216 -2,9363 -4,5458 -5,7757 -6,4576 -6,5771 -6,2388 -5,5561 -4,5771 -3,3245 -1,8925 -0,4930 0,6025 1,1806 1,1647 0,6070 -0,3595 -1,5527 -2,7647 -3,7970 -4,5016 -4,8118 -4,7617 -4,4789 -4,1393 -3,8861 -3,7653 -3,7192 -3,6096 -3,2665 -2,6063 -1,7385 -0,9161 -0,3587 -0,1297 -0,1566 -0,3227 -0,5466 -0,7907 -1,0053 -1,1045 -1,0271 -0,8184 -0,6353 -0,6569 -0,9697 -1,5185 -2,1499 -2,7115 -3,1283 -3,3933 -3,5178 -3,5287 -3,4911 -3,4886 -3,5706 -3,7280 -3,9176 -4,0795 -4,1199 -3,9241 -3,4141 -2,5909 -1,5419 -0,4340 0,5297 1,2057 1,5758 1,6964 1,5928 1,2390 0,6326 -0,1563 -1,0158 -1,8306 -2,4869 -2,8851 -2,9809 -2,8145 -2,4915 -2,1363 -1,8764 -1,8455 -2,1449 -2,7674 -3,5654 -4,3127 -4,8140 -4,9750 -4,7808 -4,2345 -3,3533 -2,2295 -1,0633 -0,1081 0,4308 0,4635 0,0204 -0,7772 -1,7527 -2,7216 -3,5474 -4,1570 -4,5149 -4,6202 -4,5307 -4,3461 -4,1397 -3,9122 -3,6128 -3,2074 -2,7368 -2,3093 -2,0350 -1,9630 -2,0682 -2,2813 -2,5275 -2,7622 -2,9914 -3,2351 -3,4502 -3,5252 -3,3779 -3,0191 -2,5115 -1,9140 -1,2735 -0,6397 -0,0917 0,2484 0,2649 -0,0666 -0,6341 -1,2332 -1,6819 -1,9156 -1,9788 -1,9347 -1,8059 -1,5963 -1,3361 -1,0975 -0,9733 -1,0289 -1,2574 -1,5789 -1,8817 -2,0623 -2,0562 -1,8854 -1,6849 -1,6427 -1,8868 -2,4151 -3,1017 -3,7652 -4,2657 -4,5548 -4,6474 -4,5822 -4,4205 -4,2531 -4,1779 -4,2656 -4,5499 -5,0201 -5,6031 -6,1816 -6,6278 -6,8070 -6,5945 -5,9348 -4,8642 -3,4812 -1,9314 -0,4098 0,8694 1,7325 2,0957 1,9822 1,5115 0,8571 0,1883 -0,3619 -0,6984 -0,7683 -0,5605 -0,1101 0,4714 0,9933 1,2690 1,2232 0,9249 0,5116 0,0756 -0,3692 -0,8180 -1,2297 -1,5640 -1,8218 -2,0381 -2,2494 -2,4587 -2,6102 -2,5928 -2,2726 -1,5532 -0,4430 0,9173 2,2887 3,3963 4,0092 4,0148 3,4431 2,4348 1,1758 -0,1675 -1,4670 -2,6171 -3,5366 -4,1864 -4,5640 -4,6796 -4,5491 -4,2075 -3,7115 -3,1260 -2,5324 -2,0426 -1,7527 -1,6576 -1,6337 -1,5374 -1,3325 -1,1177 -1,0496 -1,2480 -1,7266 -2,3694 -2,9790 -3,3676 -3,4425 -3,2674 -3,0343 -2,9316 -3,0312 -3,2960 -3,6500 -4,0221 -4,3528 -4,5972 -4,7196 -4,6634 -4,3365 -3,6645 -2,6747 -1,5234 -0,4460 0,3197 0,6031 0,3576 -0,3208 -1,2427 -2,2172 -3,0991 -3,7809 -4,1997 -4,3627 -4,3416 -4,2332 -4,1177 -4,0276
Fz    -0,2286 -0,2565 -0,2465 -0,2070 -0,1434 -0,0480 0,0832 0,2331 0,3666 0,4376 0,4006 0,2318 -0,0562 -0,4165 -0,7776 -1,0580 -1,1889 -1,1283 -0,8684 -0,4510 0,0241 0,4301 0,6768 0,7598 0,7524 0,7413 0,7579 0,7652 0,6974 0,5185 0,2657 0,0402 -0,0541 0,0384 0,3153 0,7226 1,1636 1,5197 1,6869 1,6108 1,2982 0,8034 0,2053 -0,4204 -1,0152 -1,5246 -1,8852 -2,0359 -1,9402 -1,5963 -1,0460 -0,3893 0,2271 0,6589 0,8156 0,6886 0,3507 -0,0714 -0,4369 -0,6387 -0,6544 -0,5505 -0,4184 -0,3064 -0,2153 -0,1319 -0,0552 0,0011 0,0240 0,0101 -0,0461 -0,1550 -0,3103 -0,4748 -0,5965 -0,6380 -0,5960 -0,5031 -0,4016 -0,3015 -0,1715 0,0170 0,2478 0,4677 0,6254 0,6935 0,6680 0,5568 0,3635 0,0880 -0,2486 -0,5990 -0,9147 -1,1641 -1,3352 -1,4385 -1,4988 -1,5319 -1,5357 -1,5112 -1,4924 -1,5444 -1,7147 -1,9907 -2,3145 -2,6234 -2,8588 -2,9596 -2,8767 -2,6013 -2,1720 -1,6586 -1,1477 -0,7335 -0,5030 -0,5104 -0,7586 -1,2049 -1,7735 -2,3683 -2,9031 -3,3325 -3,6472 -3,8425 -3,9018 -3,8022 -3,5263 -3,0729 -2,4619 -1,7289 -0,9181 -0,0793 0,7288 1,4420 2,0049 2,3837 2,5600 2,5291 2,3218 2,0145 1,6929 1,4124 1,1989 1,0613 0,9909 0,9657 0,9599 0,9484 0,9078 0,8255 0,7122 0,6079 0,5740 0,6635 0,8826 1,1787 1,4710 1,6962 1,8235 1,8319 1,6958 1,4135 1,0353 0,6379 0,2727 -0,0468 -0,3146 -0,5048 -0,5858 -0,5571 -0,4624 -0,3601 -0,2840 -0,2372 -0,2051 -0,1598 -0,0661 0,0925 0,2845 0,4412 0,5022 0,4447 0,2820 0,0536 -0,1890 -0,3982 -0,5357 -0,5771 -0,5316 -0,4482 -0,3785 -0,3304 -0,2690 -0,1610 -0,0098 0,1434 0,2421 0,2424 0,1411 -0,0191 -0,1799 -0,3010 -0,3666 -0,3852 -0,3921 -0,4335 -0,5367 -0,6957 -0,8802 -1,0592 -1,2210 -1,3700 -1,5050 -1,6046 -1,6355 -1,5789 -1,4468 -1,2695 -1,0699 -0,8572 -0,6472 -0,4761 -0,3825 -0,3749 -0,4290 -0,5162 -0,6241 -0,7576 -0,9285 -1,1319 -1,3193 -1,4086 -1,3302 -1,0619 -0,6273 -0,0792 0,5047 1,0275 1,4022 1,5918 1,6164 1,5213 1,3447 1,1182 0,8839 0,6948 0,5947 0,6057 0,7249 0,9211 1,1434 1,3442 1,5009 1,6179 1,7155 1,8256 1,9772 2,1668 2,3527 2,4809 2,5089 2,4213 2,2297 1,9556 1,6180 1,2389 0,8515 0,5002 0,2282 0,0547 -0,0392 -0,1032 -0,1952 -0,3518 -0,5704 -0,8224 -1,0739 -1,2919 -1,4497 -1,5396 -1,5765 -1,5890 -1,6056 -1,6412 -1,6904 -1,7346 -1,7560 -1,7543 -1,7484 -1,7580 -1,7852 -1,8120 -1,8059 -1,7379 -1,6101 -1,4534 -1,2922 -1,1286 -0,9638 -0,8190 -0,7238 -0,6959 -0,7442 -0,8804 -1,1077 -1,4062 -1,7439 -2,0962 -2,4544 -2,8137 -3,1472 -3,4013 -3,5265 -3,5094 -3,3717 -3,1477 -2,8641 -2,5452 -2,2343 -1,9960 -1,8862 -1,9207 -2,0703 -2,2777 -2,4854 -2,6633 -2,8126 -2,9435 -3,0559 -3,1400 -3,1858 -3,1981 -3,2081 -3,2581 -3,3667 -3,5111 -3,6400 -3,7029 -3,6772 -3,5864 -3,4959 -3,4762 -3,5576 -3,7219 -3,9363 -4,1809 -4,4474 -4,7180 -4,9471 -5,0673 -5,0325 -4,8585 -4,6154 -4,3850 -4,2152 -4,1026 -4,0153 -3,9215 -3,7964 -3,6297 -3,4396 -3,2633 -3,1273 -3,0286 -2,9419 -2,8340 -2,6732 -2,4353 -2,1198 -1,7717 -1,4728 -1,2928 -1,2469 -1,3022 -1,4195 -1,5776 -1,7685 -1,9835 -2,2064 -2,4139 -2,5809 -2,6918 -2,7528 -2,7805 -2,7685 -2,6680 -2,4170 -1,9928 -1,4382 -0,8515 -0,3589 -0,0715 -0,0419 -0,2401 -0,5636 -0,8754 -1,0554 -1,0333 -0,7988 -0,4009 0,0665 0,5039 0,8494 1,0907 1,2398 1,2991 1,2516 1,0769 0,7726 0,3716 -0,0570 -0,4380 -0,7312 -0,9403 -1,0809 -1,1579 -1,1769 -1,1614 -1,1463 -1,1585 -1,2067 -1,2846 -1,3890 -1,5317 -1,7266 -1,9691 -2,2413 -2,5298 -2,8301 -3,1450 -3,4849 -3,8601 -4,2648 -4,6768 -5,0710 -5,4255 -5,7231 -5,9549 -6,1158 -6,1935 -6,1661 -6,0144 -5,7354 -5,3472 -4,8810 -4,3715 -3,8569 -3,3891 -3,0328 -2,8412 -2,8185 -2,9022 -2,9973 -3,0304 -2,9720 -2,8254 -2,6126 -2,3563 -2,0649 -1,7404 -1,3999 -1,0726 -0,7769 -0,5109 -0,2712 -0,0735 0,0515 0,0901 0,0750 0,0741 0,1379 0,2568 0,3681 0,3969 0,2943 0,0573 -0,2781 -0,6646 -1,0609 -1,4338 -1,7651 -2,0619 -2,3537 -2,6729 -3,0340 -3,4200 -3,7885 -4,0985 -4,3284 -4,4649 -4,4894 -4,3871 -4,1627 -3,8391 -3,4507 -3,0453 -2,6717 -2,3573 -2,1132 -1,9477 -1,8615 -1,8468 -1,8960 -1,9994 -2,1332 -2,2583 -2,3307 -2,3181 -2,2146 -2,0410 -1,8297 -1,6133 -1,4218 -1,2851 -1,2292 -1,2701 -1,4177 -1,6770 -2,0417 -2,4918 -2,9969 -3,5153 -3,9907 -4,3718 -4,6426 -4,8233 -4,9285 -4,9324 -4,7837 -4,4578 -3,9924 -3,4799 -3,0262 -2,7075 -2,5581 -2,5809 -2,7517 -3,0087 -3,2525 -3,3839 -3,3598 -3,2064 -2,9788 -2,7196 -2,4545 -2,2089 -2,0162 -1,9176 -1,9542 -2,1404 -2,4449 -2,8086 -3,1782 -3,5220 -3,8283 -4,0988 -4,3430 -4,5716 -4,7849 -4,9709 -5,1187 -5,2227 -5,2673 -5,2278 -5,0983 -4,9022 -4,6753 -4,4504 -4,2592 -4,1309 -4,0830 -4,1066 -4,1541 -4,1539 -4,0548 -3,8594 -3,6140 -3,3779 -3,2084 -3,1525 -3,2361 -3,4619 -3,8013 -4,1788 -4,4876 -4,6379 -4,5979 -4,4075 -4,1596 -3,9625 -3,9005 -4,0061 -4,2490 -4,5501 -4,8265 -5,0322 -5,1560 -5,1862 -5,1000 -4,8954
F3    -1,4824 -1,4711 -1,3697 -1,2139 -1,0211 -0,7819 -0,4871 -0,1408 0,2421 0,6278 0,9482 1,1075 1,0371 0,7613 0,3970 0,0863 -0,0648 -0,0038 0,2704 0,7037 1,1861 1,5833 1,7977 1,8167 1,7055 1,5412 1,3437 1,0691 0,6649 0,1372 -0,4176 -0,8418 -0,9943 -0,8170 -0,3406 0,3362 1,0583 1,6449 1,9523 1,9159 1,5464 0,9129 0,1186 -0,7502 -1,6359 -2,4505 -3,0504 -3,3042 -3,1688 -2,7045 -2,0472 -1,3640 -0,8022 -0,4544 -0,3440 -0,4220 -0,5721 -0,6388 -0,4842 -0,0550 0,5721 1,2121 1,6706 1,8461 1,7491 1,4527 1,0364 0,5547 0,0392 -0,4837 -0,9904 -1,4644 -1,8782 -2,1665 -2,2375 -2,0274 -1,5513 -0,9075 -0,2296 0,3817 0,8907 1,2941 1,5613 1,6259 1,4441 1,0450 0,5176 -0,0435 -0,5811 -1,0622 -1,4396 -1,6653 -1,7337 -1,6828 -1,5614 -1,4087 -1,2589 -1,1553 -1,1542 -1,3199 -1,7133 -2,3489 -3,1395 -3,9023 -4,4553 -4,7100 -4,6629 -4,3232 -3,6913 -2,8085 -1,7860 -0,7669 0,1320 0,8495 1,3594 1,6243 1,5786 1,1502 0,3033 -0,9168 -2,3664 -3,8409 -5,1334 -6,0755 -6,5680 -6,5965 -6,1952 -5,4000 -4,2564 -2,8605 -1,3695 0,0483 1,2743 2,2368 2,8629 3,0727 2,8339 2,2121 1,3733 0,5352 -0,1109 -0,4525 -0,4593 -0,1841 0,2392 0,6510 0,9518 1,1354 1,2413 1,2879 1,2585 1,1390 0,9516 0,7422 0,5459 0,3732 0,2298 0,1459 0,1679 0,3126 0,5435 0,7935 1,0000 1,1241 1,1382 1,0079 0,7073 0,2506 -0,3066 -0,9022 -1,4949 -2,0519 -2,5224 -2,8398 -2,9390 -2,7696 -2,3243 -1,6775 -0,9812 -0,4009 -0,0438 0,0671 -0,0292 -0,2744 -0,6257 -1,0523 -1,5057 -1,9172 -2,2336 -2,4383 -2,5314 -2,5062 -2,3511 -2,0714 -1,7058 -1,3182 -0,9797 -0,7506 -0,6559 -0,6755 -0,7672 -0,8938 -1,0306 -1,1692 -1,3170 -1,4896 -1,7065 -1,9995 -2,4025 -2,9045 -3,4154 -3,7949 -3,9238 -3,7656 -3,3746 -2,8594 -2,3432 -1,9328 -1,6934 -1,6267 -1,6738 -1,7547 -1,8209 -1,8690 -1,9072 -1,9264 -1,9219 -1,9225 -1,9649 -2,0398 -2,0800 -2,0007 -1,7399 -1,2672 -0,5823 0,2722 1,1931 2,0276 2,6148 2,8361 2,6543 2,1149 1,3116 0,3545 -0,6399 -1,5467 -2,2288 -2,5588 -2,4745 -2,0244 -1,3539 -0,6353 0,0233 0,6196 1,2152 1,8553 2,5079 3,0568 3,3572 3,3028 2,8667 2,1212 1,2240 0,3493 -0,3818 -0,9085 -1,1962 -1,2246 -1,0083 -0,6085 -0,1210 0,3407 0,6616 0,7631 0,6427 0,3574 -0,0272 -0,4440 -0,8094 -1,0538 -1,1658 -1,1799 -1,1317 -1,0456 -0,9595 -0,9221 -0,9546 -1,0433 -1,1662 -1,2960 -1,3967 -1,4424 -1,4379 -1,4106 -1,3898 -1,3948 -1,4366 -1,5312 -1,7025 -1,9521 -2,2261 -2,4270 -2,4624 -2,2839 -1,8984 -1,3701 -0,8189 -0,3937 -0,2278 -0,3930 -0,8699 -1,5488 -2,2654 -2,8655 -3,2639 -3,4513 -3,4562 -3,3234 -3,1316 -2,9959 -3,0143 -3,2013 -3,4762 -3,7124 -3,8006 -3,6901 -3,4015 -3,0007 -2,5551 -2,1192 -1,7513 -1,5196 -1,4819 -1,6606 -2,0371 -2,5605 -3,1473 -3,6725 -3,9920 -4,0087 -3,7355 -3,2840 -2,7803 -2,2999 -1,8803 -1,5721 -1,4500 -1,5576 -1,8424 -2,1658 -2,3947 -2,4780 -2,4392 -2,3276 -2,1892 -2,0736 -2,0520 -2,1831 -2,4305 -2,6550 -2,7235 -2,6035 -2,3531 -2,0544 -1,7669 -1,5205 -1,3219 -1,1546 -0,9917 -0,8185 -0,6312 -0,4173 -0,1662 0,1069 0,3617 0,5391 0,5602 0,3504 -0,1021 -0,7166 -1,3577 -1,8984 -2,2598 -2,4185 -2,3836 -2,1547 -1,7168 -1,1008 -0,4326 0,1108 0,4075 0,4447 0,2648 -0,0957 -0,5784 -1,0581 -1,3734 -1,3944 -1,0672 -0,4299 0,4101 1,3295 2,2184 2,9647 3,4440 3,5609 3,2982 2,7122 1,9078 1,0397 0,2937 -0,1936 -0,4072 -0,4307 -0,3612 -0,2516 -0,1159 0,0354 0,1711 0,2503 0,2461 0,1625 0,0339 -0,0900 -0,1605 -0,1437 -0,0393 0,1063 0,2078 0,1724 -0,0477 -0,4307 -0,9148 -1,4408 -1,9676 -2,4774 -2,9825 -3,5101 -4,0590 -4,5640 -4,9061 -4,9714 -4,7058 -4,1357 -3,3689 -2,5624 -1,8493 -1,2906 -0,9010 -0,6958 -0,6876 -0,8530 -1,1248 -1,4040 -1,5901 -1,6386 -1,5841 -1,4825 -1,3525 -1,1989 -1,0574 -0,9674 -0,9106 -0,8115 -0,6120 -0,3337 -0,0591 0,1421 0,2639 0,3610 0,5091 0,7479 1,0440 1,3017 1,4063 1,2667 0,8455 0,1798 -0,6164 -1,3873 -2,0065 -2,4350 -2,7232 -2,9626 -3,2247 -3,5201 -3,7960 -3,9649 -3,9531 -3,7427 -3,3855 -2,9720 -2,5673 -2,1780 -1,7905 -1,4185 -1,0981 -0,8654 -0,7482 -0,7551 -0,8710 -1,0713 -1,3264 -1,5952 -1,8252 -1,9593 -1,9461 -1,7585 -1,4134 -0,9793 -0,5596 -0,2494 -0,0885 -0,0634 -0,1518 -0,3329 -0,5624 -0,7750 -0,9249 -1,0228 -1,1321 -1,3152 -1,5807 -1,8893 -2,1877 -2,4132 -2,4937 -2,3813 -2,0851 -1,6680 -1,2290 -0,8823 -0,7313 -0,8462 -1,2559 -1,9466 -2,8476 -3,8101 -4,6280 -5,1091 -5,1521 -4,7770 -4,0946 -3,2490 -2,3759 -1,5840 -0,9388 -0,4703 -0,2044 -0,1666 -0,3572 -0,7533 -1,3292 -2,0541 -2,8747 -3,7097 -4,4677 -5,0893 -5,5770 -5,9774 -6,3218 -6,5820 -6,6887 -6,5900 -6,2869 -5,8328 -5,3189 -4,8543 -4,5396 -4,4352 -4,5283 -4,7153 -4,8332 -4,7487 -4,4335 -3,9526 -3,3948 -2,8317 -2,3352 -2,0098 -1,9880 -2,3784 -3,1804 -4,2298 -5,2570 -6,0142 -6,3569 -6,2509 -5,7607 -5,0302 -4,2391 -3,5466 -3,0508 -2,7744 -2,6791 -2,7041 -2,7953 -2,9029 -2,9833 -3,0304
F7    -0,4654 -0,2277 0,0511 0,3023 0,4725 0,5362 0,4772 0,2857 -0,0086 -0,3216 -0,5632 -0,6926 -0,7229 -0,6903 -0,6254 -0,5400 -0,4306 -0,2964 -0,1503 -0,0022 0,1638 0,3780 0,6371 0,8759 1,0123 1,0175 0,9238 0,7889 0,6649 0,5733 0,4969 0,4051 0,2889 0,1738 0,0977 0,0727 0,0777 0,0808 0,0619 0,0101 -0,0952 -0,2760 -0,5124 -0,7330 -0,8646 -0,8760 -0,7726 -0,5843 -0,3559 -0,1191 0,1273 0,3919 0,6552 0,8633 0,9446 0,8410 0,5562 0,1759 -0,1792 -0,4231 -0,5292 -0,5134 -0,4151 -0,2877 -0,1848 -0,1341 -0,1287 -0,1532 -0,2103 -0,3210 -0,5127 -0,8051 -1,1859 -1,5943 -1,9364 -2,1370 -2,1838 -2,1179 -1,9825 -1,7954 -1,5730 -1,3586 -1,2080 -1,1516 -1,1824 -1,2758 -1,4061 -1,5497 -1,6924 -1,8333 -1,9771 -2,1249 -2,2606 -2,3347 -2,2843 -2,0913 -1,8087 -1,5116 -1,2324 -0,9606 -0,6972 -0,4921 -0,4180 -0,5148 -0,7691 -1,1315 -1,5328 -1,8980 -2,1682 -2,3102 -2,3043 -2,1404 -1,8400 -1,4816 -1,1897 -1,0709 -1,1578 -1,4017 -1,6905 -1,8962 -1,9470 -1,8647 -1,7325 -1,6322 -1,5977 -1,6036 -1,5865 -1,4833 -1,2606 -0,9238 -0,5098 -0,0687 0,3573 0,7452 1,0981 1,4469 1,8166 2,1887 2,5284 2,8248 3,0592 3,1707 3,1019 2,8556 2,4892 2,0795 1,6878 1,3294 0,9789 0,6225 0,3064 0,1290 0,1794 0,4772 0,9676 1,5499 2,0924 2,4507 2,5207 2,2889 1,8291 1,2610 0,7018 0,2237 -0,1615 -0,4798 -0,7587 -0,9968 -1,1510 -1,1608 -0,9934 -0,6744 -0,3002 -0,0175 0,0523 -0,1107 -0,4278 -0,7966 -1,1603 -1,5071 -1,8232 -2,0788 -2,2518 -2,3353 -2,3296 -2,2439 -2,0921 -1,8806 -1,6235 -1,3834 -1,2712 -1,3681 -1,6549 -2,0350 -2,4113 -2,7377 -3,0131 -3,2407 -3,3982 -3,4575 -3,4322 -3,3806 -3,3478 -3,3189 -3,2403 -3,0752 -2,8336 -2,5601 -2,3035 -2,0955 -1,9575 -1,9169 -1,9950 -2,1776 -2,4102 -2,6208 -2,7414 -2,7177 -2,5238 -2,1763 -1,7368 -1,2973 -0,9510 -0,7578 -0,7333 -0,8643 -1,1287 -1,5078 -1,9728 -2,4572 -2,8656 -3,1180 -3,1834 -3,0839 -2,8632 -2,5423 -2,1181 -1,6135 -1,1089 -0,6961 -0,4135 -0,2413 -0,1422 -0,0987 -0,1241 -0,2424 -0,4485 -0,6923 -0,9187 -1,1104 -1,2672 -1,3631 -1,3614 -1,2748 -1,1710 -1,0982 -1,0387 -0,9449 -0,7908 -0,5960 -0,4200 -0,3223 -0,3185 -0,3824 -0,4881 -0,6361 -0,8388 -1,0878 -1,3526 -1,6125 -1,8626 -2,0825 -2,2279 -2,2690 -2,2195 -2,1248 -2,0313 -1,9648 -1,9321 -1,9339 -1,9715 -2,0477 -2,1627 -2,3038 -2,4328 -2,4879 -2,4145 -2,2108 -1,9457 -1,7255 -1,6354 -1,6923 -1,8382 -1,9968 -2,1485 -2,3339 -2,5712 -2,7896 -2,8636 -2,7126 -2,3617 -1,9300 -1,5851 -1,4780 -1,6686 -2,1045 -2,6708 -3,2434 -3,7104 -3,9841 -4,0187 -3,8360 -3,5287 -3,2126 -2,9731 -2,8540 -2,8660 -2,9904 -3,1791 -3,3592 -3,4613 -3,4576 -3,3825 -3,3133 -3,3213 -3,4298 -3,6096 -3,7977 -3,9230 -3,9297 -3,7957 -3,5436 -3,2380 -2,9477 -2,7015 -2,4972 -2,3434 -2,2681 -2,2920 -2,4016 -2,5610 -2,7514 -2,9808 -3,2535 -3,5540 -3,8642 -4,1786 -4,4881 -4,7540 -4,9191 -4,9538 -4,8784 -4,7382 -4,5622 -4,3285 -3,9734 -3,4630 -2,8506 -2,2447 -1,7363 -1,3750 -1,1900 -1,2050 -1,4226 -1,7986 -2,2446 -2,6615 -2,9656 -3,1092 -3,1067 -3,0317 -2,9652 -2,9427 -2,9496 -2,9595 -2,9656 -2,9685 -2,9587 -2,9407 -2,9562 -3,0594 -3,2763 -3,5946 -3,9651 -4,2995 -4,4933 -4,4668 -4,1809 -3,6334 -2,8744 -2,0227 -1,2491 -0,7110 -0,4744 -0,5007 -0,7003 -0,9682 -1,1865 -1,2620 -1,1983 -1,1018 -1,1007 -1,2788 -1,6623 -2,2114 -2,8223 -3,3635 -3,7263 -3,8628 -3,8046 -3,6422 -3,4664 -3,3230 -3,2165 -3,1289 -3,0334 -2,9089 -2,7585 -2,6115 -2,4955 -2,4161 -2,3821 -2,4346 -2,6182 -2,9230 -3,2776 -3,6004 -3,8291 -3,9170 -3,8614 -3,7338 -3,6331 -3,6106 -3,6576 -3,7445 -3,8533 -3,9799 -4,1151 -4,2305 -4,2949 -4,3044 -4,2726 -4,1942 -4,0420 -3,7994 -3,4783 -3,1177 -2,7850 -2,5653 -2,5280 -2,6815 -2,9504 -3,2167 -3,3985 -3,4876 -3,5240 -3,5451 -3,5485 -3,4911 -3,3267 -3,0556 -2,7380 -2,4526 -2,2405 -2,0924 -1,9862 -1,9317 -1,9662 -2,1023 -2,2967 -2,4718 -2,5616 -2,5535 -2,5022 -2,4895 -2,5698 -2,7649 -3,0932 -3,5664 -4,1598 -4,8048 -5,4099 -5,8936 -6,2063 -6,3381 -6,3153 -6,1841 -5,9971 -5,8115 -5,6836 -5,6485 -5,7070 -5,8244 -5,9261 -5,9172 -5,7526 -5,4844 -5,2142 -5,0194 -4,9169 -4,8525 -4,7328 -4,5052 -4,2013 -3,8891 -3,6123 -3,3883 -3,2302 -3,1435 -3,1026 -3,0515 -2,9407 -2,7616 -2,5446 -2,3330 -2,1614 -2,0476 -1,9902 -1,9815 -2,0292 -2,1552 -2,3691 -2,6449 -2,9347 -3,2108 -3,4833 -3,7659 -4,0349 -4,2369 -4,3348 -4,3434 -4,3238 -4,3234 -4,3193 -4,2571 -4,1344 -4,0027 -3,9057 -3,8498 -3,8177 -3,7820 -3,7145 -3,5981 -3,4348 -3,2422 -3,0475 -2,8915 -2,8321 -2,9174 -3,1426 -3,4498 -3,7765 -4,0877 -4,3716 -4,6299 -4,8725 -5,1116 -5,3511 -5,5711 -5,7326 -5,8183 -5,8510 -5,8564 -5,8434 -5,8303 -5,8397 -5,8480 -5,7802 -5,5744 -5,2330 -4,8220 -4,4381 -4,1561 -3,9908 -3,9187 -3,9285 -4,0376 -4,2626 -4,5849 -4,9372 -5,2140 -5,3108 -5,1757 -4,8331 -4,3631 -3,8611 -3,4037 -3,0451 -2,8326 -2,8107 -3,0011 -3,3814 -3,8771 -4,3739 -4,7531 -4,9307 -4,8807 -4,6334 -4,2621 -3,8631
