Fp1   -4,5270 -4,3320 -4,1061 -3,8284 -3,4652 -2,9803 -2,3609 -1,6303 -0,8302 -0,0123 0,7546 1,3986 1,8746 2,1680 2,2906 2,2965 2,2780 2,3138 2,4213 2,5519 2,6258 2,5802 2,3938 2,0681 1,5984 0,9815 0,2553 -0,4901 -1,1559 -1,6831 -2,0614 -2,3071 -2,4409 -2,4814 -2,4411 -2,3189 -2,0919 -1,7229 -1,1976 -0,5577 0,1116 0,7288 1,2504 1,6601 1,9537 2,1557 2,3213 2,4965 2,6781 2,8155 2,8449 2,7206 2,4279 1,9938 1,4972 1,0532 0,7706 0,7069 0,8449 1,0860 1,2694 1,2585 1,0420 0,7327 0,4733 0,3711 0,4857 0,8299 1,3761 2,0501 2,7243 3,2569 3,5518 3,5814 3,3838 3,0455 2,6543 2,2577 1,8605 1,4473 1,0196 0,6198 0,3026 0,0873 -0,0432 -0,1045 -0,0953 -0,0173 0,1124 0,2776 0,4712 0,6728 0,8520 1,0111 1,1968 1,4591 1,8151 2,2423 2,6917 3,1209 3,5170 3,8904 4,2645 4,6628 5,0860 5,5077 5,8965 6,2219 6,4395 6,4876 6,3163 5,9290 5,3948 4,8150 4,2830 3,8718 3,6366 3,6006 3,7293 3,9359 4,1298 4,2587 4,3105 4,2885 4,1890 4,0087 3,7661 3,4932 3,1968 2,8380 2,3527 1,6912 0,8505 -0,1161 -1,1291 -2,1289 -3,0924 -4,0186 -4,9025 -5,7165 -6,4188 -6,9801 -7,3838 -7,6021 -7,5967 -7,3604 -6,9537 -6,4903 -6,0663 -5,6914 -5,3036 -4,8457 -4,3066 -3,7039 -3,0451 -2,3062 -1,4486 -0,4512 0,6693 1,8493 3,0005 4,0601 5,0165 5,8927 6,7205 7,5283 8,3475 9,2215 10,1820 11,2067 12,2265 13,1803 14,0462 14,8272 15,5359 16,1946 16,8328 17,4834 18,1775 18,9219 19,6840 20,4116 21,0602 21,6131 22,1004 22,5792 23,0740 23,5385 23,8701 23,9495 23,6685 22,9640 21,8585 20,4623 18,9329 17,4419 16,1518 15,1724 14,5195 14,1238 13,8820 13,7023 13,5107 13,2387 12,8447 12,3561 11,8496 11,3725 10,9092 10,4199 9,8899 9,3523 8,8804 8,5504 8,3971 8,4006 8,4971 8,5975 8,6142 8,4787 8,1389 7,5803 6,8544 6,0572 5,2851 4,6325 4,2027 4,0732 4,2373 4,5904 4,9790 5,2640 5,3693 5,3122 5,1968 5,1532 5,2683 5,5637 6,0087 6,5426 7,1009 7,6392 8,1428 8,6212 9,0905 9,5471 9,9504 10,2328 10,3236 10,1648 9,7249 9,0179 8,1205 7,1822 6,3919 5,8979 5,7483 5,8880 6,1885 6,5004 6,7168 6,8023 6,7685 6,6346 6,4185 6,1556 5,9017 5,7125 5,6174 5,5949 5,5763 5,4948 5,3296 5,1086 4,8879 4,7305 4,6672 4,6678 4,6724 4,6408 4,5563 4,4156 4,2324 4,0234 3,7923 3,5481 3,3157 3,0982 2,8432 2,4780 1,9706 1,3556 0,7217 0,1692 -0,2414 -0,5106 -0,6745 -0,7657 -0,7989 -0,7798 -0,7114 -0,5953 -0,4422 -0,2763 -0,1360 -0,0754 -0,1495 -0,3843 -0,7685 -1,2721 -1,8565 -2,4590 -2,9943 -3,3946 -3,6427 -3,7559 -3,7609 -3,6982 -3,6209 -3,5631 -3,5201 -3,4544 -3,3267 -3,1331 -2,9117 -2,7244 -2,6357 -2,6842 -2,8576 -3,0966 -3,3312 -3,5145 -3,6221 -3,6376 -3,5663 -3,4532 -3,3620 -3,3303 -3,3388 -3,3207 -3,2228 -3,0728 -2,9663 -2,9781 -3,0938 -3,2153 -3,2182 -3,0212 -2,6217 -2,0981 -1,5875 -1,2384 -1,1546 -1,3572 -1,7817 -2,3149 -2,8450 -3,2900 -3,6045 -3,7931 -3,9145 -4,0431 -4,2157 -4,4170 -4,5950 -4,6789 -4,6109 -4,3911 -4,0828 -3,7647 -3,4891 -3,2773 -3,1274 -3,0172 -2,9182 -2,7988 -2,6059 -2,2749 -1,7827 -1,1748 -0,5318 0,0752 0,5914 0,9653 1,1543 1,1390 0,9236 0,5294 0,0027 -0,5844 -1,1656 -1,7133 -2,2310 -2,7221 -3,1746 -3,5633 -3,8577 -4,0299 -4,0482 -3,8604 -3,4065 -2,6702 -1,7245 -0,7224 0,1679 0,8428 1,3036 1,6238 1,8681 2,0238 1,9987 1,7063 1,1523 0,4339 -0,3137 -0,9516 -1,3593 -1,4634 -1,2639 -0,8439 -0,3361 0,1423 0,5219 0,7611 0,8219 0,6827 0,3753 -0,0106 -0,3782 -0,6617 -0,8163 -0,8131 -0,6605 -0,4096 -0,1335 0,1049 0,2899 0,4638 0,6881 0,9799 1,2896 1,5315 1,6245 1,5230 1,2511 0,9238 0,7032 0,6965 0,8838 1,1370 1,2925 1,2294 0,9316 0,4989 0,0733 -0,2612 -0,5155 -0,7605 -1,0533 -1,3849 -1,7065 -1,9961 -2,2755 -2,5693 -2,8671 -3,1241 -3,2973 -3,3875 -3,4384 -3,4876 -3,5252 -3,5025 -3,3662 -3,0934 -2,7152 -2,3069 -1,9407 -1,6409 -1,3824 -1,1267 -0,8579 -0,5975 -0,3987 -0,3247 -0,4217 -0,6983 -1,1152 -1,5880 -2,0058 -2,2585 -2,2755 -2,0642 -1,7122 -1,3402 -1,0415 -0,8557 -0,7856 -0,8268 -0,9848 -1,2679 -1,6741 -2,1990 -2,8328 -3,5194 -4,1406 -4,5766 -4,7976 -4,9003 -5,0498 -5,3715 -5,8909 -6,5458 -7,2231 -7,7963 -8,1708 -8,3159 -8,2572 -8,0488 -7,7655 -7,5021 -7,3311 -7,2394 -7,1310 -6,9085 -6,5403 -6,0491 -5,4692 -4,8328 -4,1877 -3,6083 -3,1716 -2,9250 -2,8677 -2,9387 -3,0249 -2,9996 -2,7768 -2,3574 -1,8229 -1,2549 -0,6662 -0,0197 0,7036 1,4610 2,1628 2,7353 3,1545 3,4087 3,4566 3,2526 2,8034 2,1855 1,5064 0,8581 0,3046 -0,1002 -0,3080 -0,3039 -0,1251 0,1600 0,4986 0,8890 1,3641 1,9332 2,5565 3,1724 3,7101 4,0825 4,2124 4,0743 3,6996 3,1633 2,5847 2,0984 1,7869 1,6432 1,5916 1,5398 1,4280 1,2330 0,9445 0,5708 0,1632 -0,1960 -0,4381 -0,5409 -0,5342 -0,4780 -0,4138 -0,3324 -0,1974 0,0045 0,2521 0,5160 0,7771 1,0233 1,2460 1,4465 1,6458 1,8832
Fz    -1,8224 -1,8725 -1,8989 -1,8811 -1,8040 -1,6533 -1,4173 -1,0981 -0,7169 -0,3096 0,0830 0,4308 0,7223 0,9562 1,1317 1,2539 1,3385 1,3962 1,4163 1,3671 1,2174 0,9604 0,6225 0,2473 -0,1253 -0,4683 -0,7577 -0,9659 -1,0748 -1,0917 -1,0442 -0,9586 -0,8466 -0,7099 -0,5476 -0,3568 -0,1331 0,1251 0,4041 0,6697 0,8819 1,0165 1,0729 1,0643 1,0085 0,9303 0,8584 0,8123 0,7909 0,7758 0,7466 0,6944 0,6228 0,5449 0,4828 0,4635 0,5109 0,6345 0,8185 1,0161 1,1596 1,2012 1,1580 1,1072 1,1337 1,2853 1,5609 1,9208 2,3091 2,6659 2,9309 3,0572 3,0234 2,8317 2,5074 2,0987 1,6571 1,2171 0,7923 0,3838 -0,0062 -0,3585 -0,6412 -0,8305 -0,9223 -0,9257 -0,8517 -0,7142 -0,5350 -0,3384 -0,1436 0,0343 0,1883 0,3352 0,5120 0,7450 1,0297 1,3354 1,6208 1,8526 2,0179 2,1261 2,2059 2,2979 2,4346 2,6243 2,8548 3,1004 3,3236 3,4790 3,5318 3,4779 3,3448 3,1718 2,9940 2,8402 2,7314 2,6724 2,6423 2,6007 2,5138 2,3732 2,1939 2,0008 1,8157 1,6552 1,5333 1,4539 1,3919 1,2894 1,0819 0,7325 0,2507 -0,3144 -0,8993 -1,4586 -1,9819 -2,4861 -2,9927 -3,5040 -4,0019 -4,4617 -4,8544 -5,1381 -5,2640 -5,2036 -4,9735 -4,6322 -4,2455 -3,8495 -3,4443 -3,0175 -2,5644 -2,0908 -1,6029 -1,0939 -0,5470 0,0483 0,6814 1,3207 1,9314 2,5000 3,0390 3,5719 4,1174 4,6834 5,2709 5,8830 6,5222 7,1753 7,8159 8,4262 9,0071 9,5660 10,1020 10,6031 11,0495 11,4229 11,7140 11,9242 12,0648 12,1572 12,2247 12,2882 12,3739 12,5087 12,6947 12,8894 13,0131 12,9768 12,7105 12,1868 11,4398 10,5610 9,6637 8,8463 8,1748 7,6747 7,3284 7,0884 6,9045 6,7391 6,5649 6,3600 6,1194 5,8695 5,6469 5,4576 5,2691 5,0394 4,7441 4,3917 4,0249 3,6995 3,4525 3,2855 3,1699 3,0605 2,9113 2,6866 2,3649 1,9522 1,4931 1,0542 0,6992 0,4806 0,4392 0,5954 0,9317 1,3862 1,8713 2,3059 2,6394 2,8638 3,0108 3,1296 3,2602 3,4196 3,5997 3,7767 3,9293 4,0547 4,1702 4,3035 4,4750 4,6795 4,8789 5,0168 5,0407 4,9148 4,6263 4,1901 3,6534 3,1005 2,6352 2,3364 2,2233 2,2559 2,3536 2,4254 2,4063 2,2769 2,0574 1,7887 1,5120 1,2555 1,0282 0,8261 0,6389 0,4464 0,2201 -0,0572 -0,3725 -0,6845 -0,9411 -1,0998 -1,1494 -1,1189 -1,0586 -1,0101 -0,9956 -1,0189 -1,0716 -1,1472 -1,2455 -1,3618 -1,4838 -1,6079 -1,7517 -1,9401 -2,1836 -2,4682 -2,7549 -2,9926 -3,1377 -3,1713 -3,1004 -2,9472 -2,7379 -2,4993 -2,2539 -2,0162 -1,7975 -1,6095 -1,4631 -1,3717 -1,3501 -1,4078 -1,5459 -1,7617 -2,0478 -2,3835 -2,7304 -3,0442 -3,2898 -3,4489 -3,5193 -3,5151 -3,4614 -3,3807 -3,2825 -3,1560 -2,9786 -2,7393 -2,4529 -2,1568 -1,9007 -1,7288 -1,6634 -1,7001 -1,8128 -1,9607 -2,0933 -2,1594 -2,1276 -2,0042 -1,8255 -1,6304 -1,4385 -1,2463 -1,0491 -0,8679 -0,7417 -0,6891 -0,6859 -0,6795 -0,6243 -0,5081 -0,3542 -0,2087 -0,1210 -0,1264 -0,2329 -0,4173 -0,6331 -0,8311 -0,9805 -1,0766 -1,1347 -1,1890 -1,2862 -1,4599 -1,7039 -1,9744 -2,2142 -2,3746 -2,4333 -2,4087 -2,3491 -2,2991 -2,2753 -2,2692 -2,2583 -2,2089 -2,0813 -1,8441 -1,4840 -1,0135 -0,4785 0,0520 0,5202 0,9029 1,2032 1,4261 1,5669 1,6159 1,5636 1,4068 1,1575 0,8425 0,4895 0,1180 -0,2545 -0,6054 -0,9108 -1,1502 -1,3090 -1,3825 -1,3708 -1,2682 -1,0599 -0,7393 -0,3280 0,1260 0,5728 0,9848 1,3616 1,7138 2,0340 2,2803 2,3913 2,3310 2,1205 1,8211 1,4995 1,2134 1,0103 0,9224 0,9548 1,0755 1,2276 1,3637 1,4653 1,5329 1,5699 1,5804 1,5779 1,5833 1,6073 1,6458 1,6967 1,7656 1,8550 1,9593 2,0689 2,1731 2,2682 2,3658 2,4825 2,6159 2,7377 2,8056 2,7836 2,6642 2,4856 2,3260 2,2721 2,3708 2,5992 2,8775 3,1121 3,2362 3,2371 3,1593 3,0710 3,0126 2,9712 2,8966 2,7453 2,5155 2,2334 1,9154 1,5573 1,1532 0,7196 0,2975 -0,0681 -0,3562 -0,5767 -0,7516 -0,8937 -1,0011 -1,0606 -1,0553 -0,9766 -0,8312 -0,6329 -0,3887 -0,0967 0,2438 0,6222 1,0141 1,3857 1,7073 1,9657 2,1668 2,3306 2,4824 2,6465 2,8422 3,0764 3,3298 3,5585 3,7156 3,7746 3,7290 3,5741 3,2966 2,8821 2,3305 1,6640 0,9169 0,1316 -0,6276 -1,2731 -1,7272 -1,9668 -2,0432 -2,0544 -2,0891 -2,1878 -2,3404 -2,5010 -2,6095 -2,6199 -2,5221 -2,3384 -2,1077 -1,8784 -1,7030 -1,6175 -1,6088 -1,6133 -1,5592 -1,4081 -1,1597 -0,8355 -0,4658 -0,0893 0,2443 0,4841 0,5990 0,5939 0,5176 0,4482 0,4595 0,5920 0,8383 1,1519 1,4865 1,8279 2,1904 2,5912 3,0284 3,4772 3,9074 4,2980 4,6234 4,8394 4,8981 4,7864 4,5450 4,2508 3,9808 3,7927 3,7275 3,8126 4,0489 4,3977 4,7954 5,1897 5,5656 5,9322 6,2900 6,6223 6,9097 7,1332 7,2688 7,2953 7,2102 7,0330 6,8004 6,5644 6,3833 6,2956 6,2993 6,3536 6,4004 6,3897 6,2907 6,0899 5,7991 5,4654 5,1604 4,9483 4,8577 4,8751 4,9588 5,0638 5,1624 5,2475 5,3205 5,3822 5,4349 5,4832 5,5257 5,5489 5,5354 5,4807 5,4029
F3    -1,9819 -1,9140 -1,8159 -1,6811 -1,5075 -1,2939 -1,0407 -0,7544 -0,4452 -0,1231 0,1956 0,4867 0,7264 0,8978 0,9949 1,0310 1,0359 1,0326 1,0189 0,9719 0,8666 0,6981 0,4882 0,2676 0,0562 -0,1397 -0,3130 -0,4512 -0,5476 -0,6091 -0,6466 -0,6626 -0,6507 -0,6012 -0,5048 -0,3566 -0,1592 0,0788 0,3367 0,5757 0,7513 0,8380 0,8413 0,7864 0,7009 0,6105 0,5375 0,4909 0,4602 0,4234 0,3611 0,2677 0,1504 0,0265 -0,0764 -0,1278 -0,1069 -0,0134 0,1329 0,2913 0,4049 0,4294 0,3736 0,2981 0,2727 0,3403 0,5072 0,7523 1,0448 1,3512 1,6266 1,8198 1,8908 1,8225 1,6267 1,3416 1,0097 0,6561 0,2866 -0,0979 -0,4837 -0,8345 -1,1039 -1,2597 -1,2935 -1,2091 -1,0137 -0,7246 -0,3747 -0,0003 0,3694 0,7040 0,9765 1,1889 1,3736 1,5631 1,7671 1,9742 2,1643 2,3233 2,4471 2,5390 2,6101 2,6790 2,7611 2,8601 2,9722 3,0902 3,1959 3,2557 3,2374 3,1388 2,9914 2,8354 2,6967 2,5851 2,5018 2,4416 2,3913 2,3337 2,2580 2,1636 2,0558 1,9394 1,8127 1,6733 1,5298 1,3960 1,2676 1,1146 0,9024 0,6156 0,2653 -0,1193 -0,5115 -0,9059 -1,3194 -1,7717 -2,2622 -2,7613 -3,2244 -3,6123 -3,8941 -4,0365 -4,0119 -3,8242 -3,5206 -3,1725 -2,8342 -2,5102 -2,1636 -1,7555 -1,2711 -0,7155 -0,0997 0,5689 1,2839 2,0309 2,7817 3,4953 4,1361 4,6949 5,1879 5,6397 6,0702 6,4909 6,9096 7,3383 7,7894 8,2617 8,7387 9,2046 9,6548 10,0902 10,5092 10,9041 11,2630 11,5744 11,8336 12,0413 12,2023 12,3306 12,4488 12,5835 12,7648 13,0151 13,3231 13,6314 13,8518 13,8926 13,6837 13,2040 12,5002 11,6714 10,8283 10,0620 9,4340 8,9664 8,6352 8,3874 8,1715 7,9563 7,7256 7,4650 7,1679 6,8537 6,5600 6,3100 6,0970 5,8960 5,6865 5,4690 5,2700 5,1268 5,0601 5,0567 5,0741 5,0605 4,9744 4,7901 4,4917 4,0804 3,5895 3,0742 2,5906 2,1909 1,9263 1,8367 1,9278 2,1629 2,4788 2,8096 3,1040 3,3418 3,5414 3,7388 3,9573 4,1940 4,4247 4,6192 4,7612 4,8612 4,9518 5,0670 5,2227 5,4084 5,5879 5,7135 5,7413 5,6382 5,3871 4,9963 4,5084 4,0034 3,5803 3,3125 3,2147 3,2462 3,3335 3,4005 3,3943 3,2961 3,1129 2,8633 2,5708 2,2618 1,9601 1,6792 1,4201 1,1702 0,9099 0,6285 0,3367 0,0669 -0,1372 -0,2411 -0,2456 -0,1900 -0,1245 -0,0809 -0,0686 -0,0815 -0,1048 -0,1257 -0,1391 -0,1409 -0,1275 -0,1127 -0,1332 -0,2289 -0,4177 -0,6820 -0,9701 -1,2138 -1,3593 -1,3918 -1,3305 -1,2055 -1,0442 -0,8709 -0,7042 -0,5549 -0,4295 -0,3322 -0,2647 -0,2304 -0,2366 -0,2906 -0,3988 -0,5687 -0,8038 -1,0914 -1,3988 -1,6825 -1,9034 -2,0338 -2,0637 -2,0066 -1,8903 -1,7393 -1,5660 -1,3688 -1,1388 -0,8772 -0,6082 -0,3757 -0,2297 -0,2053 -0,3066 -0,5098 -0,7745 -1,0526 -1,2911 -1,4384 -1,4633 -1,3740 -1,2097 -1,0109 -0,7967 -0,5636 -0,3069 -0,0466 0,1767 0,3339 0,4305 0,4980 0,5694 0,6639 0,7862 0,9266 1,0610 1,1587 1,1906 1,1361 0,9879 0,7552 0,4599 0,1315 -0,2004 -0,5212 -0,8374 -1,1578 -1,4703 -1,7418 -1,9352 -2,0207 -1,9849 -1,8418 -1,6267 -1,3712 -1,0860 -0,7691 -0,4217 -0,0514 0,3326 0,7256 1,1341 1,5673 2,0183 2,4596 2,8620 3,2091 3,4911 3,6944 3,8007 3,7960 3,6740 3,4368 3,0994 2,6920 2,2499 1,8006 1,3638 0,9600 0,6132 0,3461 0,1733 0,0950 0,1047 0,2036 0,4019 0,7032 1,0871 1,5101 1,9241 2,2976 2,6224 2,9013 3,1295 3,2840 3,3293 3,2421 3,0363 2,7606 2,4772 2,2426 2,0961 2,0544 2,1106 2,2343 2,3869 2,5445 2,7004 2,8458 2,9601 3,0238 3,0391 3,0309 3,0254 3,0356 3,0729 3,1528 3,2803 3,4437 3,6222 3,7940 3,9430 4,0660 4,1682 4,2473 4,2873 4,2688 4,1785 4,0199 3,8271 3,6669 3,6104 3,6894 3,8741 4,0882 4,2437 4,2784 4,1842 4,0137 3,8420 3,7114 3,6088 3,4883 3,3155 3,0930 2,8467 2,5971 2,3485 2,0996 1,8574 1,6432 1,4810 1,3756 1,3057 1,2432 1,1724 1,0958 1,0278 0,9857 0,9777 0,9960 1,0271 1,0724 1,1533 1,2950 1,5075 1,7765 2,0690 2,3507 2,5998 2,8073 2,9752 3,1207 3,2744 3,4691 3,7244 4,0319 4,3547 4,6439 4,8597 4,9781 4,9832 4,8589 4,5918 4,1834 3,6566 3,0464 2,3942 1,7600 1,2201 0,8343 0,6108 0,4997 0,4246 0,3265 0,1850 0,0161 -0,1339 -0,2031 -0,1433 0,0551 0,3606 0,7169 1,0609 1,3393 1,5288 1,6549 1,7804 1,9611 2,2113 2,5078 2,8124 3,0846 3,2837 3,3772 3,3557 3,2372 3,0586 2,8741 2,7494 2,7416 2,8760 3,1321 3,4567 3,8055 4,1758 4,5958 5,0875 5,6392 6,2047 6,7309 7,1783 7,5137 7,6984 7,7023 7,5312 7,2313 6,8655 6,4910 6,1557 5,9064 5,7839 5,8028 5,9377 6,1389 6,3676 6,6201 6,9141 7,2536 7,6156 7,9662 8,2683 8,4793 8,5652 8,5219 8,3764 8,1721 7,9601 7,7892 7,6823 7,6228 7,5655 7,4630 7,2855 7,0197 6,6654 6,2474 5,8234 5,4619 5,2092 5,0720 5,0199 5,0094 5,0145 5,0420 5,1173 5,2574 5,4577 5,7011 5,9674 6,2304 6,4559 6,6127 6,6890 6,6999
F7    -2,1096 -2,1176 -2,0886 -2,0148 -1,8876 -1,6990 -1,4464 -1,1355 -0,7809 -0,4081 -0,0524 0,2531 0,4915 0,6584 0,7553 0,7971 0,8139 0,8384 0,8879 0,9539 1,0060 1,0142 0,9645 0,8545 0,6814 0,4475 0,1743 -0,0984 -0,3346 -0,5184 -0,6498 -0,7315 -0,7637 -0,7467 -0,6835 -0,5771 -0,4247 -0,2177 0,0438 0,3369 0,6187 0,8465 0,9968 1,0670 1,0682 1,0271 0,9825 0,9629 0,9685 0,9753 0,9527 0,8771 0,7361 0,5344 0,2994 0,0747 -0,0995 -0,2049 -0,2516 -0,2735 -0,3214 -0,4378 -0,6219 -0,8286 -1,0015 -1,0980 -1,0951 -0,9861 -0,7784 -0,4983 -0,1925 0,0909 0,3172 0,4649 0,5251 0,5065 0,4278 0,3060 0,1538 -0,0211 -0,2087 -0,3843 -0,5144 -0,5791 -0,5799 -0,5280 -0,4322 -0,3010 -0,1445 0,0310 0,2222 0,4147 0,5853 0,7265 0,8524 0,9788 1,1121 1,2506 1,3874 1,5186 1,6479 1,7801 1,9187 2,0690 2,2339 2,4092 2,5844 2,7418 2,8524 2,8796 2,7954 2,6003 2,3279 2,0254 1,7302 1,4679 1,2619 1,1335 1,0873 1,1032 1,1492 1,1992 1,2398 1,2608 1,2473 1,1864 1,0836 0,9581 0,8176 0,6462 0,4204 0,1301 -0,2157 -0,5948 -0,9833 -1,3646 -1,7326 -2,0852 -2,4157 -2,7082 -2,9464 -3,1226 -3,2352 -3,2774 -3,2361 -3,1063 -2,9092 -2,6899 -2,4881 -2,3072 -2,1160 -1,8806 -1,5876 -1,2404 -0,8426 -0,3900 0,1225 0,6928 1,3062 1,9288 2,5166 3,0410 3,5001 3,9068 4,2745 4,6126 4,9311 5,2454 5,5689 5,8994 6,2231 6,5307 6,8227 7,1023 7,3695 7,6236 7,8661 8,1020 8,3413 8,5936 8,8575 9,1193 9,3618 9,5751 9,7666 9,9538 10,1414 10,3064 10,4058 10,3934 10,2314 9,8998 9,4104 8,8078 8,1577 7,5326 6,9958 6,5823 6,2870 6,0752 5,9062 5,7490 5,5823 5,3904 5,1718 4,9528 4,7748 4,6599 4,5950 4,5498 4,5016 4,4480 4,4061 4,3982 4,4330 4,4982 4,5671 4,6073 4,5878 4,4838 4,2758 3,9614 3,5707 3,1522 2,7467 2,3860 2,1086 1,9542 1,9366 2,0273 2,1704 2,3115 2,4168 2,4804 2,5225 2,5732 2,6529 2,7634 2,8938 3,0287 3,1589 3,2873 3,4252 3,5779 3,7390 3,8937 4,0218 4,0987 4,0982 3,9970 3,7842 3,4709 3,0899 2,6966 2,3654 2,1646 2,1239 2,2222 2,3985 2,5769 2,6951 2,7212 2,6533 2,5028 2,2835 2,0140 1,7213 1,4357 1,1819 0,9702 0,7956 0,6493 0,5290 0,4384 0,3834 0,3658 0,3726 0,3762 0,3558 0,3100 0,2458 0,1679 0,0783 -0,0281 -0,1650 -0,3355 -0,5204 -0,6967 -0,8621 -1,0297 -1,2048 -1,3762 -1,5244 -1,6368 -1,7156 -1,7733 -1,8191 -1,8502 -1,8587 -1,8429 -1,8075 -1,7599 -1,7119 -1,6757 -1,6625 -1,6866 -1,7627 -1,8925 -2,0633 -2,2596 -2,4675 -2,6692 -2,8422 -2,9703 -3,0516 -3,0922 -3,0973 -3,0732 -3,0252 -2,9535 -2,8545 -2,7258 -2,5705 -2,4035 -2,2526 -2,1502 -2,1214 -2,1710 -2,2820 -2,4290 -2,5923 -2,7595 -2,9146 -3,0324 -3,0945 -3,1072 -3,0954 -3,0794 -3,0580 -3,0069 -2,9019 -2,7502 -2,5933 -2,4740 -2,4058 -2,3638 -2,3005 -2,1759 -1,9790 -1,7292 -1,4673 -1,2428 -1,0998 -1,0645 -1,1402 -1,3108 -1,5480 -1,8133 -2,0633 -2,2687 -2,4336 -2,5828 -2,7295 -2,8636 -2,9587 -2,9807 -2,9027 -2,7273 -2,4873 -2,2187 -1,9405 -1,6582 -1,3768 -1,1059 -0,8595 -0,6472 -0,4589 -0,2671 -0,0524 0,1810 0,4153 0,6343 0,8239 0,9638 1,0294 1,0041 0,8853 0,6840 0,4222 0,1312 -0,1557 -0,4146 -0,6354 -0,8176 -0,9634 -1,0714 -1,1390 -1,1690 -1,1645 -1,1138 -0,9902 -0,7745 -0,4768 -0,1357 0,2000 0,4967 0,7537 0,9958 1,2399 1,4641 1,6132 1,6394 1,5401 1,3529 1,1287 0,9167 0,7628 0,7009 0,7374 0,8417 0,9655 1,0728 1,1474 1,1784 1,1511 1,0533 0,8944 0,7109 0,5490 0,4448 0,4230 0,4936 0,6435 0,8396 1,0412 1,2123 1,3340 1,4124 1,4680 1,5100 1,5271 1,4962 1,3936 1,2085 0,9604 0,7048 0,5091 0,4104 0,3925 0,3993 0,3682 0,2610 0,0796 -0,1366 -0,3389 -0,5034 -0,6394 -0,7736 -0,9205 -1,0683 -1,1975 -1,3069 -1,4138 -1,5310 -1,6513 -1,7536 -1,8215 -1,8551 -1,8650 -1,8558 -1,8203 -1,7481 -1,6343 -1,4832 -1,3134 -1,1537 -1,0256 -0,9268 -0,8330 -0,7141 -0,5495 -0,3417 -0,1190 0,0739 0,1942 0,2184 0,1562 0,0488 -0,0506 -0,0987 -0,0761 0,0078 0,1194 0,2178 0,2758 0,2835 0,2363 0,1308 -0,0290 -0,2291 -0,4523 -0,6891 -0,9366 -1,1788 -1,3794 -1,5040 -1,5529 -1,5688 -1,6100 -1,7114 -1,8698 -2,0511 -2,2063 -2,2899 -2,2759 -2,1625 -1,9641 -1,7046 -1,4211 -1,1630 -0,9687 -0,8333 -0,7117 -0,5598 -0,3644 -0,1379 0,0983 0,3217 0,5085 0,6356 0,6887 0,6677 0,5882 0,4852 0,4092 0,4114 0,5240 0,7450 1,0409 1,3749 1,7335 2,1217 2,5397 2,9639 3,3521 3,6737 3,9230 4,0957 4,1669 4,1049 3,9025 3,5897 3,2180 2,8387 2,4931 2,2148 2,0287 1,9425 1,9417 2,0011 2,1067 2,2674 2,4995 2,7951 3,1132 3,4013 3,6130 3,7137 3,6898 3,5584 3,3582 3,1346 2,9358 2,8054 2,7599 2,7746 2,7962 2,7748 2,6886 2,5410 2,3430 2,1121 1,8794 1,6811 1,5433 1,4746 1,4655 1,4949 1,5451 1,6165 1,7226 1,8672 2,0337 2,1965 2,3361 2,4397 2,4981 2,5081 2,4775 2,4283
