Fp1   -3,4033 -3,0470 -2,5786 -2,0380 -1,4951 -1,0077 -0,5959 -0,2445 0,0799 0,4065 0,7452 1,0824 1,3922 1,6563 1,8664 2,0106 2,0743 2,0558 1,9721 1,8537 1,7339 1,6328 1,5463 1,4524 1,3277 1,1617 0,9538 0,7030 0,4142 0,1083 -0,1839 -0,4303 -0,5977 -0,6595 -0,6130 -0,4871 -0,3361 -0,2263 -0,2131 -0,3121 -0,4891 -0,6803 -0,8296 -0,9227 -0,9854 -1,0494 -1,1241 -1,1943 -1,2388 -1,2465 -1,2122 -1,1221 -0,9571 -0,7118 -0,4065 -0,0840 0,2051 0,4164 0,5287 0,5528 0,5178 0,4552 0,3977 0,3764 0,4075 0,4867 0,5973 0,7180 0,8280 0,9094 0,9482 0,9444 0,9237 0,9294 0,9942 1,1175 1,2760 1,4527 1,6448 1,8503 2,0600 2,2632 2,4541 2,6323 2,7951 2,9335 3,0362 3,0998 3,1358 3,1664 3,2073 3,2586 3,3117 3,3575 3,3913 3,4119 3,4116 3,3760 3,2996 3,1882 3,0459 2,8772 2,7015 2,5546 2,4731 2,4701 2,5181 2,5638 2,5660 2,5137 2,4144 2,2807 2,1263 1,9627 1,7992 1,6480 1,5251 1,4445 1,4135 1,4321 1,4907 1,5731 1,6605 1,7375 1,7998 1,8569 1,9228 2,0085 2,1225 2,2695 2,4485 2,6581 2,9004 3,1769 3,4808 3,7920 4,0807 4,3222 4,5143 4,6759 4,8309 4,9978 5,1871 5,3990 5,6212 5,8342 6,0182 6,1584 6,2450 6,2759 6,2594 6,2095 6,1371 6,0443 5,9229 5,7573 5,5385 5,2780 5,0033 4,7425 4,5182 4,3488 4,2484 4,2284 4,2996 4,4642 4,7058 4,9943 5,3016 5,6055 5,8843 6,1212 6,3182 6,4929 6,6587 6,8070 6,9049 6,9156 6,8276 6,6643 6,4669 6,2720 6,0989 5,9519 5,8300 5,7323 5,6522 5,5758 5,4905 5,3910 5,2785 5,1628 5,0636 5,0001 4,9745 4,9655 4,9393 4,8709 4,7602 4,6284 4,5024 4,4063 4,3680 4,4157 4,5571 4,7621 4,9717 5,1246 5,1774 5,1114 4,9315 4,6639 4,3468 4,0169 3,7027 3,4229 3,1854 2,9914 2,8442 2,7498 2,7072 2,7005 2,6972 2,6561 2,5470 2,3680 2,1446 1,9128 1,7015 1,5262 1,3915 1,2978 1,2480 1,2483 1,3059 1,4220 1,5833 1,7659 1,9511 2,1375 2,3330 2,5405 2,7506 2,9471 3,1130 3,2335 3,3003 3,3210 3,3218 3,3340 3,3773 3,4544 3,5574 3,6801 3,8194 3,9650 4,0966 4,1976 4,2663 4,3108 4,3420 4,3752 4,4314 4,5281 4,6690 4,8440 5,0351 5,2218 5,3847 5,5109 5,6011 5,6644 5,7047 5,7131 5,6733 5,5692 5,3865 5,1232 4,8083 4,5020 4,2640 4,1199 4,0604 4,0644 4,1096 4,1697 4,2169 4,2306 4,2089 4,1726 4,1529 4,1703 4,2277 4,3195 4,4392 4,5705 4,6803 4,7328 4,7120 4,6301 4,5171 4,4035 4,3075 4,2346 4,1832 4,1479 4,1154 4,0621 3,9633 3,8040 3,5830 3,3099 2,9976 2,6630 2,3305 2,0272 1,7732 1,5801 1,4576 1,4146 1,4510 1,5508 1,6885 1,8438 2,0089 2,1864 2,3839 2,6092 2,8659 3,1488 3,4436 3,7359 4,0193 4,2946 4,5666 4,8393 5,1134 5,3812 5,6270 5,8358 6,0065 6,1563 6,3115 6,4949 6,7143 6,9592 7,2044 7,4243 7,6061 7,7542 7,8844 8,0146 8,1530 8,2869 8,3884 8,4315 8,4019 8,2932 8,1060 7,8499 7,5447 7,2161 6,8878 6,5740 6,2731 5,9674 5,6389 5,2848 4,9188 4,5635 4,2421 3,9691 3,7413 3,5374 3,3337 3,1240 2,9212 2,7412 2,5940 2,4899 2,4443 2,4706 2,5729 2,7475 2,9864 3,2770 3,5973 3,9151 4,1994 4,4394 4,6556 4,8884 5,1722 5,5127 5,8825 6,2376 6,5421 6,7792 6,9448 7,0421 7,0875 7,1119 7,1483 7,2151 7,3072 7,4013 7,4782 7,5372 7,5916 7,6581 7,7483 7,8607 7,9791 8,0810 8,1428 8,1398 8,0496 7,8639 7,5987 7,2944 7,0029 6,7704 6,6239 6,5656 6,5746 6,6150 6,6455 6,6319 6,5590 6,4380 6,2998 6,1790 6,1008 6,0742 6,0892 6,1178 6,1256 6,0904 6,0123 5,9095 5,8072 5,7307 5,6979 5,7120 5,7637 5,8418 5,9375 6,0406 6,1381 6,2219 6,2984 6,3907 6,5293 6,7321 6,9915 7,2752 7,5400 7,7516 7,8982 7,9905 8,0495 8,0942 8,1316 8,1563 8,1583 8,1284 8,0609 7,9543 7,8073 7,6166 7,3856 7,1347 6,8928 6,6788 6,4943 6,3308 6,1734 6,0001 5,7874 5,5270 5,2327 4,9279 4,6322 4,3667 4,1572 4,0193 3,9446 3,9074 3,8836 3,8630 3,8451 3,8268 3,7923 3,7215 3,6065 3,4544 3,2773 3,0930 2,9329 2,8352 2,8227 2,8893 3,0031 3,1194 3,2001 3,2364 3,2537 3,2948 3,3955 3,5688 3,8032 4,0685 4,3246 4,5376 4,6901 4,7764 4,7942 4,7437 4,6338 4,4805 4,2983 4,0932 3,8689 3,6346 3,4028 3,1813 2,9740 2,7882 2,6314 2,5020 2,3854 2,2620 2,1192 1,9581 1,7936 1,6483 1,5400 1,4677 1,4106 1,3448 1,2615 1,1711 1,0952 1,0598 1,0919 1,2104 1,4146 1,6754 1,9431 2,1725 2,3460 2,4738 2,5757 2,6711 2,7782 2,9152 3,0948 3,3168 3,5683 3,8322 4,0963 4,3550 4,6037 4,8350 5,0356 5,1872 5,2709 5,2722 5,1872 5,0279 4,8184 4,5863 4,3616 4,1743 4,0396 3,9394 3,8238 3,6356 3,3427 2,9558 2,5207 2,0880 1,6833 1,3009 0,9202 0,5233 0,1031 -0,3313 -0,7542 -1,1335 -1,4490 -1,6988 -1,8932 -2,0453 -2,1666 -2,2678 -2,3620 -2,4633 -2,5829 -2,7252
Fz    -3,0471 -2,8683 -2,5994 -2,2458 -1,8316 -1,3800 -0,9053 -0,4154 0,0785 0,5553 0,9866 1,3485 1,6301 1,8366 1,9821 2,0761 2,1187 2,1081 2,0474 1,9495 1,8327 1,7063 1,5660 1,4041 1,2207 1,0279 0,8404 0,6574 0,4645 0,2552 0,0410 -0,1558 -0,3120 -0,4112 -0,4511 -0,4477 -0,4349 -0,4603 -0,5655 -0,7552 -0,9863 -1,1925 -1,3217 -1,3572 -1,3131 -1,2140 -1,0754 -0,8976 -0,6762 -0,4129 -0,1114 0,2301 0,6090 1,0027 1,3690 1,6672 1,8758 1,9959 2,0487 2,0682 2,0851 2,1141 2,1588 2,2184 2,2854 2,3487 2,4028 2,4502 2,4970 2,5443 2,5856 2,6158 2,6394 2,6673 2,7069 2,7556 2,8064 2,8548 2,8986 2,9360 2,9696 3,0107 3,0790 3,1945 3,3620 3,5624 3,7605 3,9220 4,0288 4,0842 4,1056 4,1121 4,1179 4,1274 4,1366 4,1352 4,1091 4,0440 3,9349 3,7872 3,6115 3,4223 3,2417 3,0982 3,0157 2,9958 3,0107 3,0184 2,9902 2,9219 2,8259 2,7180 2,6073 2,4943 2,3780 2,2666 2,1778 2,1282 2,1258 2,1688 2,2462 2,3429 2,4485 2,5666 2,7149 2,9144 3,1757 3,4970 3,8738 4,3019 4,7723 5,2694 5,7756 6,2731 6,7451 7,1732 7,5369 7,8183 8,0137 8,1367 8,2115 8,2644 8,3152 8,3715 8,4285 8,4739 8,4965 8,4943 8,4751 8,4454 8,4030 8,3390 8,2462 8,1224 7,9655 7,7683 7,5274 7,2541 6,9679 6,6870 6,4320 6,2273 6,0933 6,0463 6,1033 6,2781 6,5660 6,9405 7,3633 7,7956 8,2041 8,5709 8,9004 9,2106 9,5130 9,7978 10,0360 10,1966 10,2638 10,2411 10,1454 9,9991 9,8289 9,6658 9,5379 9,4561 9,4107 9,3819 9,3512 9,3045 9,2301 9,1205 8,9802 8,8246 8,6676 8,5088 8,3387 8,1524 7,9564 7,7622 7,5793 7,4154 7,2817 7,1945 7,1650 7,1880 7,2383 7,2778 7,2705 7,1971 7,0589 6,8722 6,6557 6,4183 6,1614 5,8931 5,6305 5,3926 5,1977 5,0599 4,9823 4,9514 4,9360 4,8948 4,7962 4,6351 4,4302 4,2073 3,9885 3,7936 3,6435 3,5571 3,5426 3,5925 3,6896 3,8188 3,9698 4,1347 4,3129 4,5117 4,7390 4,9940 5,2634 5,5237 5,7509 5,9292 6,0568 6,1485 6,2307 6,3271 6,4473 6,5880 6,7397 6,8956 7,0547 7,2155 7,3676 7,4967 7,5955 7,6651 7,7093 7,7334 7,7473 7,7638 7,7932 7,8396 7,8994 7,9627 8,0167 8,0551 8,0834 8,1114 8,1396 8,1518 8,1217 8,0241 7,8424 7,5803 7,2719 6,9755 6,7447 6,6012 6,5320 6,5075 6,4998 6,4915 6,4775 6,4597 6,4424 6,4367 6,4603 6,5302 6,6549 6,8307 7,0396 7,2469 7,4064 7,4830 7,4743 7,4095 7,3309 7,2741 7,2574 7,2794 7,3261 7,3768 7,4016 7,3596 7,2113 6,9390 6,5559 6,0976 5,6069 5,1262 4,6986 4,3597 4,1272 4,0042 3,9922 4,0945 4,3049 4,5959 4,9242 5,2498 5,5469 5,8028 6,0185 6,2081 6,3941 6,5958 6,8209 7,0648 7,3169 7,5692 7,8196 8,0690 8,3160 8,5548 8,7765 8,9739 9,1477 9,3098 9,4784 9,6683 9,8829 10,1106 10,3278 10,5101 10,6465 10,7450 10,8273 10,9189 11,0355 11,1722 11,3039 11,4012 11,4420 11,4118 11,3026 11,1156 10,8623 10,5603 10,2250 9,8651 9,4793 9,0574 8,5881 8,0720 7,5258 6,9783 6,4618 6,0013 5,6028 5,2526 4,9327 4,6423 4,4009 4,2312 4,1451 4,1464 4,2372 4,4155 4,6718 4,9918 5,3587 5,7506 6,1392 6,4958 6,8032 7,0680 7,3231 7,6113 7,9604 8,3693 8,8117 9,2489 9,6447 9,9711 10,2060 10,3376 10,3758 10,3514 10,3020 10,2539 10,2167 10,1902 10,1775 10,1861 10,2198 10,2795 10,3675 10,4860 10,6313 10,7895 10,9366 11,0430 11,0846 11,0526 10,9575 10,8246 10,6885 10,5868 10,5483 10,5786 10,6568 10,7489 10,8212 10,8485 10,8197 10,7414 10,6336 10,5211 10,4253 10,3588 10,3180 10,2832 10,2307 10,1477 10,0389 9,9214 9,8169 9,7484 9,7333 9,7735 9,8538 9,9513 10,0466 10,1276 10,1912 10,2421 10,2908 10,3538 10,4516 10,6001 10,8000 11,0331 11,2681 11,4724 11,6234 11,7125 11,7414 11,7168 11,6442 11,5263 11,3676 11,1760 10,9613 10,7313 10,4896 10,2356 9,9742 9,7221 9,4988 9,3126 9,1588 9,0279 8,9059 8,7692 8,5884 8,3469 8,0534 7,7323 7,4093 7,1097 6,8602 6,6790 6,5659 6,5056 6,4806 6,4784 6,4895 6,4992 6,4815 6,4090 6,2746 6,0975 5,9085 5,7368 5,6118 5,5611 5,5985 5,7110 5,8616 6,0044 6,1038 6,1485 6,1524 6,1455 6,1597 6,2147 6,3100 6,4262 6,5353 6,6143 6,6511 6,6366 6,5587 6,4086 6,1920 5,9313 5,6535 5,3753 5,0974 4,8125 4,5183 4,2219 3,9380 3,6833 3,4665 3,2828 3,1186 2,9599 2,7984 2,6356 2,4847 2,3674 2,2996 2,2768 2,2739 2,2634 2,2375 2,2121 2,2159 2,2761 2,4112 2,6282 2,9171 3,2463 3,5710 3,8574 4,0990 4,3090 4,4999 4,6748 4,8353 4,9924 5,1651 5,3698 5,6130 5,8920 6,1988 6,5223 6,8491 7,1638 7,4486 7,6829 7,8449 7,9151 7,8835 7,7558 7,5540 7,3120 7,0680 6,8499 6,6619 6,4806 6,2665 5,9848 5,6252 5,2094 4,7818 4,3829 4,0254 3,6923 3,3548 2,9910 2,5961 2,1837 1,7794 1,4074 1,0801 0,8010 0,5713 0,3918 0,2615 0,1736 0,1119 0,0514 -0,0350 -0,1678
F3    -2,9684 -2,5656 -2,1163 -1,6482 -1,1688 -0,6724 -0,1583 0,3664 0,8871 1,3758 1,7929 2,1087 2,3177 2,4252 2,4290 2,3294 2,1576 1,9733 1,8270 1,7397 1,7055 1,6917 1,6515 1,5549 1,4076 1,2422 1,0825 0,9104 0,6812 0,3707 -0,0031 -0,3929 -0,7435 -1,0137 -1,1828 -1,2404 -1,1913 -1,0820 -0,9934 -0,9900 -1,0801 -1,2265 -1,3874 -1,5372 -1,6604 -1,7501 -1,8102 -1,8434 -1,8366 -1,7652 -1,6075 -1,3532 -1,0128 -0,6279 -0,2639 0,0182 0,1847 0,2300 0,1781 0,0831 0,0066 -0,0140 0,0299 0,1234 0,2266 0,2972 0,3307 0,3605 0,4179 0,5041 0,5974 0,6858 0,7854 0,9234 1,1137 1,3513 1,6166 1,8813 2,1181 2,3158 2,4836 2,6438 2,8213 3,0285 3,2518 3,4598 3,6276 3,7542 3,8635 3,9860 4,1295 4,2699 4,3710 4,4105 4,3920 4,3388 4,2675 4,1767 4,0650 3,9403 3,8102 3,6798 3,5592 3,4611 3,3846 3,3049 3,1909 3,0335 2,8462 2,6406 2,4146 2,1609 1,8754 1,5591 1,2252 0,9081 0,6545 0,4945 0,4240 0,4106 0,4171 0,4245 0,4365 0,4713 0,5512 0,6931 0,8969 1,1433 1,4055 1,6646 1,9173 2,1756 2,4602 2,7909 3,1756 3,5977 4,0153 4,3852 4,6950 4,9646 5,2186 5,4664 5,7089 5,9512 6,2054 6,4825 6,7858 7,1109 7,4464 7,7747 8,0722 8,3098 8,4580 8,5018 8,4487 8,3162 8,1167 7,8569 7,5407 7,1728 6,7706 6,3708 6,0219 5,7784 5,6934 5,7977 6,0783 6,4842 6,9526 7,4291 7,8712 8,2486 8,5499 8,7835 8,9668 9,1060 9,1824 9,1647 9,0359 8,8105 8,5290 8,2374 7,9676 7,7351 7,5501 7,4163 7,3210 7,2389 7,1482 7,0386 6,9104 6,7804 6,6802 6,6337 6,6322 6,6374 6,6051 6,5072 6,3385 6,1114 5,8460 5,5650 5,2980 5,0821 4,9447 4,8817 4,8582 4,8285 4,7528 4,6059 4,3852 4,1152 3,8373 3,5897 3,3969 3,2711 3,2174 3,2368 3,3227 3,4538 3,5920 3,6925 3,7165 3,6404 3,4654 3,2199 2,9499 2,7028 2,5129 2,3942 2,3431 2,3504 2,4125 2,5305 2,7052 2,9315 3,1946 3,4720 3,7452 4,0064 4,2532 4,4832 4,6916 4,8697 5,0017 5,0653 5,0455 4,9561 4,8427 4,7590 4,7377 4,7801 4,8683 4,9881 5,1387 5,3205 5,5229 5,7303 5,9343 6,1293 6,3008 6,4287 6,5033 6,5305 6,5248 6,5059 6,4969 6,5145 6,5636 6,6413 6,7397 6,8414 6,9201 6,9535 6,9329 6,8594 6,7326 6,5542 6,3415 6,1284 5,9448 5,7916 5,6402 5,4588 5,2392 5,0004 4,7696 4,5644 4,3905 4,2554 4,1802 4,1912 4,2995 4,4913 4,7346 4,9881 5,2084 5,3637 5,4453 5,4647 5,4427 5,4022 5,3624 5,3353 5,3236 5,3211 5,3100 5,2618 5,1481 4,9565 4,7000 4,4113 4,1243 3,8633 3,6472 3,4906 3,3956 3,3520 3,3466 3,3694 3,4149 3,4808 3,5693 3,6869 3,8395 4,0268 4,2452 4,4929 4,7691 5,0694 5,3854 5,7063 6,0222 6,3317 6,6470 6,9827 7,3364 7,6789 7,9716 8,1953 8,3611 8,4967 8,6298 8,7798 8,9518 9,1311 9,2899 9,4082 9,4905 9,5639 9,6566 9,7816 9,9286 10,0635 10,1394 10,1208 10,0002 9,7950 9,5331 9,2407 8,9353 8,6217 8,2938 7,9430 7,5652 7,1582 6,7200 6,2497 5,7492 5,2313 4,7248 4,2614 3,8552 3,5015 3,1964 2,9515 2,7844 2,6977 2,6748 2,6946 2,7438 2,8182 2,9224 3,0720 3,2909 3,5972 3,9829 4,4094 4,8266 5,2039 5,5484 5,8961 6,2844 6,7284 7,2141 7,7097 8,1789 8,5847 8,8910 9,0768 9,1529 9,1574 9,1332 9,1055 9,0712 9,0152 8,9388 8,8683 8,8368 8,8648 8,9574 9,1089 9,3057 9,5288 9,7504 9,9281 10,0120 9,9674 9,7910 9,5118 9,1825 8,8707 8,6375 8,5144 8,4977 8,5607 8,6661 8,7731 8,8420 8,8421 8,7604 8,6074 8,4158 8,2310 8,0887 7,9962 7,9360 7,8800 7,8049 7,7012 7,5805 7,4774 7,4334 7,4735 7,5957 7,7766 7,9827 8,1812 8,3503 8,4823 8,5821 8,6689 8,7734 8,9225 9,1196 9,3404 9,5493 9,7227 9,8601 9,9727 10,0662 10,1357 10,1700 10,1592 10,1037 10,0179 9,9237 9,8378 9,7627 9,6887 9,6036 9,5027 9,3851 9,2463 9,0829 8,8975 8,6937 8,4670 8,2080 7,9185 7,6225 7,3551 7,1421 6,9965 6,9259 6,9272 6,9780 7,0429 7,0892 7,0957 7,0529 6,9556 6,7949 6,5654 6,2808 5,9730 5,6734 5,4025 5,1787 5,0284 4,9785 5,0390 5,1932 5,4029 5,6236 5,8211 5,9825 6,1147 6,2342 6,3549 6,4814 6,6075 6,7196 6,8018 6,8389 6,8175 6,7302 6,5822 6,3908 6,1760 5,9485 5,7070 5,4449 5,1601 4,8627 4,5727 4,3129 4,0973 3,9226 3,7701 3,6191 3,4609 3,3034 3,1621 3,0498 2,9737 2,9327 2,9120 2,8882 2,8451 2,7879 2,7403 2,7288 2,7705 2,8750 3,0468 3,2748 3,5225 3,7397 3,8936 3,9901 4,0652 4,1595 4,2994 4,4954 4,7481 5,0521 5,3948 5,7595 6,1352 6,5218 6,9232 7,3333 7,7298 8,0782 8,3407 8,4860 8,4979 8,3820 8,1668 7,8974 7,6272 7,4082 7,2710 7,2088 7,1786 7,1192 6,9770 6,7287 6,3921 6,0135 5,6384 5,2804 4,9151 4,5037 4,0225 3,4762 2,8948 2,3250 1,8199 1,4241 1,1603 1,0262 0,9954 1,0205 1,0433 1,0134 0,9031 0,7042 0,4196
F7    -4,0564 -3,4984 -2,8195 -2,0892 -1,3949 -0,8015 -0,3287 0,0456 0,3712 0,6970 1,0367 1,3564 1,6024 1,7481 1,8005 1,7686 1,6614 1,5099 1,3618 1,2644 1,2507 1,3174 1,4173 1,4830 1,4619 1,3361 1,1129 0,8143 0,4811 0,1607 -0,1235 -0,3602 -0,5141 -0,5341 -0,3965 -0,1290 0,1910 0,4523 0,5509 0,4419 0,1652 -0,1836 -0,5220 -0,8289 -1,1242 -1,4161 -1,6834 -1,8952 -2,0377 -2,1234 -2,1738 -2,1933 -2,1594 -2,0369 -1,8105 -1,5057 -1,1825 -0,9149 -0,7614 -0,7389 -0,8241 -0,9711 -1,1170 -1,1976 -1,1862 -1,1059 -0,9970 -0,8888 -0,8020 -0,7656 -0,8211 -0,9874 -1,2146 -1,3885 -1,4005 -1,2207 -0,8959 -0,4903 -0,0500 0,3925 0,8147 1,2039 1,5546 1,8593 2,0989 2,2476 2,2966 2,2745 2,2435 2,2690 2,3881 2,5952 2,8417 3,0557 3,1863 3,2280 3,1917 3,0785 2,8952 2,6653 2,4185 2,1870 2,0047 1,8942 1,8625 1,9010 1,9774 2,0416 2,0515 1,9856 1,8315 1,5849 1,2574 0,8752 0,4688 0,0798 -0,2318 -0,4109 -0,4446 -0,3681 -0,2333 -0,0738 0,1007 0,2834 0,4536 0,5789 0,6319 0,6048 0,5119 0,3839 0,2577 0,1698 0,1575 0,2582 0,4913 0,8351 1,2280 1,6037 1,9305 2,2187 2,4987 2,8007 3,1422 3,5147 3,8837 4,2083 4,4624 4,6410 4,7538 4,8216 4,8752 4,9412 5,0187 5,0812 5,0980 5,0443 4,9017 4,6698 4,3722 4,0447 3,7212 3,4360 3,2322 3,1606 3,2583 3,5208 3,8995 4,3262 4,7362 5,0756 5,3066 5,4200 5,4403 5,4084 5,3579 5,2944 5,1872 4,9963 4,7189 4,4040 4,1234 3,9297 3,8257 3,7747 3,7425 3,7136 3,6756 3,6127 3,5165 3,3868 3,2266 3,0502 2,8881 2,7642 2,6746 2,5982 2,5155 2,4111 2,2801 2,1400 2,0251 1,9671 1,9903 2,1118 2,3295 2,6107 2,9028 3,1555 3,3252 3,3708 3,2674 3,0280 2,7006 2,3402 1,9833 1,6471 1,3455 1,1053 0,9585 0,9140 0,9482 1,0242 1,1019 1,1329 1,0764 0,9312 0,7435 0,5780 0,4761 0,4373 0,4326 0,4337 0,4312 0,4362 0,4760 0,5804 0,7590 0,9905 1,2373 1,4724 1,6934 1,9077 2,1098 2,2819 2,4074 2,4770 2,4889 2,4576 2,4141 2,3888 2,3931 2,4184 2,4541 2,5038 2,5803 2,6794 2,7732 2,8370 2,8702 2,8855 2,8958 2,9214 2,9949 3,1384 3,3440 3,5859 3,8445 4,1067 4,3518 4,5550 4,7047 4,8028 4,8503 4,8406 4,7628 4,6015 4,3391 3,9740 3,5419 3,1128 2,7546 2,4977 2,3320 2,2353 2,1968 2,2177 2,2965 2,4187 2,5607 2,7011 2,8247 2,9193 2,9774 3,0042 3,0197 3,0401 3,0609 3,0639 3,0358 2,9741 2,8886 2,7966 2,7126 2,6476 2,6136 2,6186 2,6576 2,7108 2,7519 2,7547 2,6926 2,5436 2,3040 1,9960 1,6632 1,3550 1,1106 0,9470 0,8577 0,8222 0,8214 0,8451 0,8916 0,9639 1,0667 1,2038 1,3779 1,5898 1,8367 2,1087 2,3875 2,6551 2,9026 3,1316 3,3534 3,5818 3,8237 4,0704 4,2999 4,4904 4,6370 4,7568 4,8794 5,0248 5,1852 5,3318 5,4430 5,5241 5,6032 5,7121 5,8684 6,0695 6,2940 6,5013 6,6433 6,6898 6,6408 6,5170 6,3386 6,1139 5,8475 5,5535 5,2532 4,9633 4,6871 4,4165 4,1405 3,8478 3,5304 3,1970 2,8824 2,6278 2,4462 2,3073 2,1626 1,9868 1,7891 1,5921 1,4155 1,2783 1,1996 1,1927 1,2636 1,4158 1,6520 1,9658 2,3323 2,7061 3,0407 3,3177 3,5633 3,8316 4,1656 4,5695 5,0123 5,4522 5,8558 6,1995 6,4622 6,6278 6,6980 6,7009 6,6820 6,6839 6,7237 6,7946 6,8911 7,0255 7,2131 7,4511 7,7103 7,9373 8,0770 8,1031 8,0218 7,8475 7,5904 7,2615 6,8791 6,4710 6,0746 5,7340 5,4885 5,3547 5,3170 5,3351 5,3581 5,3376 5,2452 5,0887 4,9095 4,7557 4,6547 4,6071 4,5931 4,5867 4,5710 4,5458 4,5217 4,5102 4,5176 4,5478 4,6040 4,6840 4,7824 4,8981 5,0321 5,1778 5,3224 5,4583 5,5908 5,7401 5,9340 6,1933 6,5154 6,8681 7,2014 7,4712 7,6569 7,7623 7,8062 7,8130 7,8006 7,7708 7,7105 7,6090 7,4768 7,3465 7,2506 7,1970 7,1691 7,1446 7,1050 7,0358 6,9316 6,7972 6,6350 6,4320 6,1702 5,8532 5,5124 5,1797 4,8659 4,5752 4,3250 4,1347 4,0025 3,9055 3,8200 3,7384 3,6670 3,6098 3,5518 3,4635 3,3253 3,1428 2,9409 2,7521 2,6075 2,5280 2,5172 2,5648 2,6512 2,7469 2,8209 2,8601 2,8815 2,9214 3,0159 3,1849 3,4260 3,7106 3,9881 4,2047 4,3278 4,3542 4,3008 4,1958 4,0720 3,9561 3,8532 3,7437 3,5979 3,3971 3,1447 2,8648 2,5953 2,3751 2,2218 2,1188 2,0281 1,9171 1,7737 1,6065 1,4390 1,3028 1,2227 1,1985 1,1985 1,1770 1,1053 0,9891 0,8614 0,7656 0,7422 0,8174 0,9904 1,2303 1,4886 1,7230 1,9176 2,0819 2,2333 2,3865 2,5540 2,7478 2,9779 3,2451 3,5370 3,8351 4,1272 4,4133 4,6984 4,9797 5,2361 5,4311 5,5324 5,5292 5,4325 5,2663 5,0563 4,8223 4,5805 4,3487 4,1421 3,9622 3,7925 3,6081 3,3957 3,1658 2,9431 2,7404 2,5391 2,2991 1,9870 1,5938 1,1339 0,6394 0,1577 -0,2573 -0,5701 -0,7861 -0,9447 -1,0899 -1,2484 -1,4280 -1,6198 -1,8011 -1,9524 -2,0736
