Fp1   -0,6493 -0,6951 -0,6815 -0,6173 -0,5280 -0,4431 -0,3819 -0,3470 -0,3293 -0,3088 -0,2565 -0,1535 -0,0141 0,1159 0,1923 0,2095 0,2052 0,2279 0,3014 0,4200 0,5638 0,7110 0,8398 0,9305 0,9696 0,9560 0,9030 0,8333 0,7761 0,7625 0,8065 0,8919 0,9867 1,0653 1,1125 1,1122 1,0393 0,8651 0,5753 0,1861 -0,2561 -0,6934 -1,0756 -1,3702 -1,5652 -1,6677 -1,6952 -1,6693 -1,6135 -1,5468 -1,4716 -1,3762 -1,2522 -1,1075 -0,9638 -0,8433 -0,7523 -0,6720 -0,5744 -0,4454 -0,2901 -0,1199 0,0549 0,2232 0,3679 0,4702 0,5232 0,5356 0,5241 0,5103 0,5205 0,5730 0,6641 0,7696 0,8583 0,9034 0,8895 0,8107 0,6656 0,4567 0,1957 -0,0913 -0,3654 -0,5847 -0,7144 -0,7325 -0,6383 -0,4600 -0,2465 -0,0441 0,1198 0,2306 0,2734 0,2343 0,1155 -0,0615 -0,2710 -0,5003 -0,7537 -1,0451 -1,3800 -1,7437 -2,1128 -2,4778 -2,8462 -3,2227 -3,5961 -3,9482 -4,2644 -4,5289 -4,7213 -4,8303 -4,8667 -4,8577 -4,8320 -4,8104 -4,8055 -4,8241 -4,8637 -4,9074 -4,9287 -4,9040 -4,8264 -4,7068 -4,5574 -4,3750 -4,1476 -3,8660 -3,5263 -3,1334 -2,7007 -2,2389 -1,7478 -1,2251 -0,6749 -0,1030 0,4898 1,1038 1,7352 2,3754 3,0129 3,6327 4,2180 4,7558 5,2416 5,6795 6,0740 6,4247 6,7293 6,9914 7,2245 7,4483 7,6795 7,9239 8,1745 8,4161 8,6307 8,8089 8,9631 9,1225 9,3063 9,5054 9,6942 9,8552 9,9871 10,0949 10,1807 10,2395 10,2566 10,2108 10,0854 9,8761 9,5940 9,2666 8,9352 8,6382 8,3906 8,1793 7,9748 7,7496 7,4960 7,2256 6,9558 6,6987 6,4582 6,2221 5,9575 5,6273 5,2171 4,7454 4,2497 3,7689 3,3330 2,9599 2,6578 2,4289 2,2693 2,1681 2,1096 2,0751 2,0432 1,9922 1,9070 1,7847 1,6324 1,4619 1,2831 1,1008 0,9209 0,7557 0,6191 0,5215 0,4695 0,4633 0,4946 0,5544 0,6380 0,7357 0,8250 0,8792 0,8869 0,8602 0,8216 0,7893 0,7747 0,7804 0,7967 0,8090 0,8079 0,7952 0,7811 0,7755 0,7814 0,7916 0,7912 0,7635 0,6960 0,5842 0,4336 0,2584 0,0770 -0,0913 -0,2319 -0,3457 -0,4465 -0,5480 -0,6591 -0,7886 -0,9453 -1,1328 -1,3446 -1,5680 -1,7881 -1,9904 -2,1637 -2,3037 -2,4135 -2,4964 -2,5510 -2,5757 -2,5765 -2,5702 -2,5813 -2,6348 -2,7465 -2,9130 -3,1112 -3,3086 -3,4748 -3,5876 -3,6359 -3,6191 -3,5503 -3,4619 -3,3985 -3,3944 -3,4565 -3,5673 -3,7018 -3,8407 -3,9701 -4,0777 -4,1538 -4,1921 -4,1893 -4,1471 -4,0738 -3,9816 -3,8815 -3,7824 -3,6897 -3,6020 -3,5095 -3,3992 -3,2639 -3,1108 -2,9538 -2,7981 -2,6391 -2,4734 -2,3051 -2,1525 -2,0472 -2,0158 -2,0629 -2,1698 -2,3054 -2,4364 -2,5329 -2,5665 -2,5118 -2,3583 -2,1243 -1,8526 -1,5863 -1,3468 -1,1303 -0,9222 -0,7144 -0,5141 -0,3423 -0,2221 -0,1669 -0,1829 -0,2714 -0,4219 -0,6042 -0,7770 -0,9044 -0,9675 -0,9683 -0,9225 -0,8462 -0,7492 -0,6422 -0,5405 -0,4539 -0,3757 -0,2852 -0,1616 0,0023 0,1970 0,4023 0,5977 0,7660 0,8923 0,9681 0,9940 0,9765 0,9299 0,8849 0,8766 0,9171 0,9891 1,0661 1,1306 1,1788 1,2136 1,2369 1,2460 1,2369 1,2113 1,1822 1,1676 1,1775 1,2120 1,2685 1,3471 1,4479 1,5656 1,6867 1,7905 1,8569 1,8775 1,8570 1,8047 1,7269 1,6293 1,5259 1,4448 1,4168 1,4542 1,5456 1,6694 1,8074 1,9478 2,0802 2,1962 2,2949 2,3814 2,4607 2,5366 2,6186 2,7181 2,8313 2,9271 2,9643 2,9213 2,8101 2,6623 2,5090 2,3725 2,2715 2,2200 2,2183 2,2513 2,3007 2,3556 2,4102 2,4583 2,4946 2,5208 2,5441 2,5714 2,6056 2,6491 2,7071 2,7840 2,8755 2,9708 3,0674 3,1777 3,3160 3,4838 3,6680 3,8507 4,0185 4,1600 4,2630 4,3168 4,3172 4,2704 4,1921 4,0980 3,9959 3,8916 3,7999 3,7435 3,7415 3,7976 3,8954 4,0068 4,1110 4,2072 4,3120 4,4457 4,6210 4,8373 5,0825 5,3389 5,5903 5,8242 6,0257 6,1753 6,2578 6,2704 6,2243 6,1407 6,0394 5,9327 5,8279 5,7278 5,6210 5,4794 5,2730 4,9933 4,6618 4,3194 4,0085 3,7588 3,5811 3,4725 3,4252 3,4279 3,4619 3,5032 3,5278 3,5173 3,4658 3,3815 3,2789 3,1656 3,0362 2,8804 2,6946 2,4847 2,2626 2,0457 1,8606 1,7345 1,6812 1,6924 1,7384 1,7788 1,7842 1,7537 1,7137 1,6961 1,7187 1,7840 1,8947 2,0635 2,3022 2,6016 2,9294 3,2540 3,5684 3,8917 4,2520 4,6679 5,1394 5,6522 6,1914 6,7472 7,3031 7,8263 8,2796 8,6395 8,9061 9,1045 9,2766 9,4621 9,6795 9,9217 10,1671 10,3976 10,6104 10,8175 11,0346 11,2681 11,5058 11,7163 11,8624 11,9209 11,8921 11,7926 11,6400 11,4495 11,2412 11,0414 10,8708 10,7309 10,6056 10,4746 10,3207 10,1316 9,9038 9,6503 9,4059 9,2124 9,0868 9,0026 8,9065 8,7542 8,5362 8,2761 8,0146 7,7908 7,6299 7,5423 7,5289 7,5782 7,6568 7,7182 7,7303 7,6920 7,6181 7,5146 7,3699 7,1629 6,8823 6,5434 6,1867 5,8575 5,5876 5,3895 5,2573 5,1731 5,1184 5,0824 5,0589 5,0414 5,0199 4,9803 4,9078 4,7924 4,6309 4,4295 4,2068 3,9887 3,7967 3,6463 3,5517 3,5216 3,5478 3,6036 3,6536 3,6683 3,6371 3,5780
Fz    1,6414 1,4511 1,2632 1,0825 0,9127 0,7575 0,6190 0,4971 0,3962 0,3336 0,3381 0,4269 0,5809 0,7459 0,8687 0,9347 0,9752 1,0338 1,1269 1,2381 1,3417 1,4198 1,4639 1,4730 1,4495 1,3938 1,3024 1,1728 1,0130 0,8451 0,6912 0,5566 0,4316 0,3007 0,1471 -0,0465 -0,2981 -0,6239 -1,0259 -1,4801 -1,9400 -2,3532 -2,6784 -2,8981 -3,0229 -3,0820 -3,1112 -3,1447 -3,2090 -3,3116 -3,4341 -3,5394 -3,5951 -3,5913 -3,5413 -3,4678 -3,3879 -3,3036 -3,2074 -3,0950 -2,9672 -2,8221 -2,6540 -2,4610 -2,2538 -2,0551 -1,8855 -1,7476 -1,6194 -1,4654 -1,2623 -1,0187 -0,7657 -0,5330 -0,3406 -0,2075 -0,1575 -0,2134 -0,3845 -0,6575 -0,9986 -1,3641 -1,7098 -1,9971 -2,1980 -2,3000 -2,3109 -2,2593 -2,1863 -2,1276 -2,1000 -2,1033 -2,1331 -2,1885 -2,2665 -2,3567 -2,4452 -2,5242 -2,6006 -2,6945 -2,8264 -3,0018 -3,2103 -3,4381 -3,6765 -3,9187 -4,1535 -4,3667 -4,5452 -4,6770 -4,7544 -4,7825 -4,7816 -4,7753 -4,7781 -4,7952 -4,8318 -4,8962 -4,9908 -5,1018 -5,2014 -5,2611 -5,2642 -5,2051 -5,0787 -4,8730 -4,5766 -4,1908 -3,7321 -3,2260 -2,7003 -2,1775 -1,6649 -1,1563 -0,6427 -0,1146 0,4423 1,0438 1,6978 2,4001 3,1339 3,8734 4,5875 5,2461 5,8340 6,3569 6,8291 7,2593 7,6514 8,0095 8,3398 8,6536 8,9682 9,2971 9,6377 9,9693 10,2657 10,5124 10,7171 10,9014 11,0825 11,2598 11,4207 11,5566 11,6737 11,7873 11,9090 12,0338 12,1372 12,1872 12,1590 12,0395 11,8288 11,5453 11,2277 10,9207 10,6517 10,4187 10,1993 9,9679 9,7100 9,4268 9,1302 8,8339 8,5401 8,2299 7,8683 7,4274 6,9059 6,3281 5,7299 5,1495 4,6218 4,1701 3,7997 3,4997 3,2475 3,0168 2,7910 2,5663 2,3432 2,1203 1,8962 1,6705 1,4456 1,2244 1,0034 0,7689 0,5078 0,2224 -0,0661 -0,3254 -0,5227 -0,6394 -0,6799 -0,6647 -0,6154 -0,5506 -0,4885 -0,4467 -0,4327 -0,4368 -0,4383 -0,4193 -0,3753 -0,3211 -0,2869 -0,2995 -0,3636 -0,4634 -0,5808 -0,7067 -0,8368 -0,9621 -1,0702 -1,1527 -1,2107 -1,2535 -1,2943 -1,3465 -1,4151 -1,4900 -1,5540 -1,5975 -1,6204 -1,6267 -1,6244 -1,6263 -1,6436 -1,6815 -1,7429 -1,8338 -1,9589 -2,1140 -2,2870 -2,4615 -2,6157 -2,7231 -2,7625 -2,7281 -2,6362 -2,5210 -2,4209 -2,3655 -2,3679 -2,4215 -2,5022 -2,5796 -2,6280 -2,6291 -2,5708 -2,4508 -2,2849 -2,1108 -1,9804 -1,9360 -1,9907 -2,1298 -2,3259 -2,5513 -2,7797 -2,9844 -3,1401 -3,2275 -3,2359 -3,1627 -3,0126 -2,7997 -2,5433 -2,2604 -1,9626 -1,6594 -1,3606 -1,0754 -0,8126 -0,5798 -0,3768 -0,1899 0,0003 0,2003 0,3934 0,5433 0,6092 0,5666 0,4214 0,2076 -0,0296 -0,2512 -0,4259 -0,5225 -0,5104 -0,3762 -0,1374 0,1634 0,4818 0,7857 1,0506 1,2576 1,4033 1,5038 1,5785 1,6336 1,6631 1,6538 1,5911 1,4700 1,3048 1,1245 0,9615 0,8406 0,7689 0,7338 0,7177 0,7115 0,7096 0,7026 0,6839 0,6658 0,6810 0,7643 0,9278 1,1495 1,3835 1,5860 1,7301 1,8079 1,8274 1,8083 1,7744 1,7511 1,7636 1,8230 1,9086 1,9739 1,9771 1,9084 1,7920 1,6664 1,5603 1,4821 1,4246 1,3748 1,3239 1,2700 1,2133 1,1502 1,0736 0,9773 0,8625 0,7392 0,6235 0,5302 0,4654 0,4274 0,4110 0,4114 0,4272 0,4575 0,5028 0,5696 0,6696 0,8089 0,9848 1,1887 1,4051 1,6109 1,7839 1,9153 2,0145 2,1030 2,2021 2,3237 2,4645 2,6068 2,7229 2,7833 2,7684 2,6811 2,5448 2,3891 2,2365 2,0986 1,9783 1,8743 1,7854 1,7150 1,6737 1,6719 1,7080 1,7651 1,8216 1,8621 1,8745 1,8476 1,7815 1,6978 1,6323 1,6141 1,6473 1,7143 1,7989 1,9001 2,0261 2,1838 2,3775 2,6088 2,8716 3,1470 3,4069 3,6239 3,7798 3,8683 3,8966 3,8797 3,8294 3,7538 3,6645 3,5818 3,5315 3,5379 3,6160 3,7699 3,9940 4,2713 4,5785 4,8957 5,2113 5,5219 5,8290 6,1323 6,4178 6,6555 6,8145 6,8805 6,8610 6,7775 6,6548 6,5127 6,3581 6,1839 5,9767 5,7237 5,4161 5,0502 4,6323 4,1840 3,7399 3,3355 2,9980 2,7445 2,5825 2,5120 2,5289 2,6253 2,7838 2,9789 3,1845 3,3801 3,5504 3,6808 3,7554 3,7612 3,6913 3,5444 3,3239 3,0389 2,7036 2,3325 1,9424 1,5614 1,2254 0,9596 0,7612 0,6036 0,4596 0,3167 0,1757 0,0460 -0,0556 -0,1058 -0,0792 0,0488 0,2918 0,6375 1,0471 1,4776 1,9046 2,3255 2,7465 3,1707 3,5983 4,0324 4,4835 4,9633 5,4668 5,9641 6,4168 6,7996 7,1074 7,3527 7,5593 7,7531 7,9560 8,1857 8,4551 8,7702 9,1315 9,5399 9,9965 10,4950 11,0132 11,5113 11,9398 12,2574 12,4469 12,5146 12,4744 12,3399 12,1311 11,8789 11,6152 11,3596 11,1167 10,8845 10,6614 10,4437 10,2248 10,0005 9,7762 9,5639 9,3685 9,1772 8,9665 8,7188 8,4354 8,1353 7,8443 7,5863 7,3823 7,2472 7,1823 7,1720 7,1890 7,2090 7,2305 7,2754 7,3660 7,5008 7,6450 7,7418 7,7404 7,6229 7,4075 7,1314 6,8329 6,5452 6,2930 6,0907 5,9434 5,8479 5,7943 5,7672 5,7442 5,6987 5,6081 5,4596 5,2491 4,9802 4,6681 4,3420 4,0404 3,8018 3,6519 3,5944 3,6112 3,6694 3,7299 3,7573 3,7383 3,6965
F3    1,1105 0,9243 0,7706 0,6545 0,5700 0,5039 0,4358 0,3481 0,2409 0,1397 0,0856 0,1108 0,2115 0,3449 0,4580 0,5281 0,5756 0,6399 0,7429 0,8787 1,0294 1,1762 1,2991 1,3792 1,4037 1,3677 1,2740 1,1358 0,9811 0,8500 0,7738 0,7559 0,7734 0,7941 0,7863 0,7190 0,5586 0,2745 -0,1423 -0,6633 -1,2308 -1,7812 -2,2641 -2,6503 -2,9307 -3,1099 -3,2012 -3,2266 -3,2151 -3,1903 -3,1563 -3,1023 -3,0216 -2,9228 -2,8230 -2,7356 -2,6611 -2,5830 -2,4785 -2,3360 -2,1596 -1,9632 -1,7642 -1,5825 -1,4390 -1,3529 -1,3340 -1,3702 -1,4227 -1,4369 -1,3708 -1,2221 -1,0264 -0,8277 -0,6585 -0,5413 -0,4958 -0,5407 -0,6886 -0,9381 -1,2669 -1,6329 -1,9847 -2,2774 -2,4847 -2,5976 -2,6209 -2,5725 -2,4803 -2,3711 -2,2630 -2,1695 -2,1060 -2,0831 -2,0951 -2,1206 -2,1400 -2,1518 -2,1760 -2,2426 -2,3709 -2,5545 -2,7715 -3,0077 -3,2614 -3,5272 -3,7833 -3,9991 -4,1504 -4,2256 -4,2282 -4,1794 -4,1132 -4,0646 -4,0622 -4,1252 -4,2629 -4,4731 -4,7365 -5,0100 -5,2365 -5,3684 -5,3916 -5,3245 -5,1897 -4,9904 -4,7152 -4,3555 -3,9158 -3,4167 -2,8914 -2,3686 -1,8573 -1,3501 -0,8356 -0,2996 0,2755 0,9012 1,5738 2,2754 2,9799 3,6596 4,2897 4,8537 5,3508 5,7982 6,2175 6,6183 6,9971 7,3467 7,6651 7,9600 8,2467 8,5357 8,8229 9,0916 9,3214 9,5029 9,6504 9,7956 9,9625 10,1461 10,3210 10,4671 10,5831 10,6801 10,7706 10,8580 10,9306 10,9630 10,9265 10,8006 10,5826 10,2966 9,9928 9,7237 9,5141 9,3515 9,2006 9,0240 8,7993 8,5281 8,2311 7,9335 7,6428 7,3364 6,9741 6,5266 5,9940 5,3982 4,7708 4,1533 3,5961 3,1419 2,8095 2,5899 2,4528 2,3578 2,2706 2,1712 2,0486 1,8916 1,6905 1,4434 1,1586 0,8530 0,5480 0,2639 0,0162 -0,1838 -0,3295 -0,4207 -0,4630 -0,4723 -0,4710 -0,4718 -0,4664 -0,4402 -0,3932 -0,3424 -0,3032 -0,2747 -0,2452 -0,2065 -0,1586 -0,1080 -0,0657 -0,0402 -0,0294 -0,0249 -0,0216 -0,0217 -0,0294 -0,0449 -0,0653 -0,0896 -0,1206 -0,1616 -0,2134 -0,2762 -0,3499 -0,4290 -0,5038 -0,5686 -0,6256 -0,6819 -0,7454 -0,8222 -0,9144 -1,0214 -1,1440 -1,2846 -1,4404 -1,5993 -1,7459 -1,8687 -1,9586 -2,0071 -2,0091 -1,9678 -1,8964 -1,8161 -1,7515 -1,7263 -1,7553 -1,8343 -1,9394 -2,0399 -2,1104 -2,1358 -2,1107 -2,0391 -1,9391 -1,8434 -1,7912 -1,8140 -1,9256 -2,1242 -2,3964 -2,7166 -3,0444 -3,3303 -3,5301 -3,6180 -3,5905 -3,4619 -3,2565 -3,0022 -2,7243 -2,4398 -2,1563 -1,8778 -1,6098 -1,3625 -1,1494 -0,9819 -0,8573 -0,7515 -0,6334 -0,4916 -0,3466 -0,2424 -0,2267 -0,3288 -0,5440 -0,8346 -1,1462 -1,4300 -1,6493 -1,7727 -1,7673 -1,6074 -1,2956 -0,8713 -0,3934 0,0812 0,5055 0,8463 1,0937 1,2612 1,3691 1,4303 1,4449 1,3999 1,2770 1,0704 0,8012 0,5140 0,2591 0,0741 -0,0286 -0,0601 -0,0388 0,0217 0,1052 0,1849 0,2392 0,2733 0,3197 0,4158 0,5826 0,8118 1,0677 1,3037 1,4813 1,5826 1,6155 1,6055 1,5797 1,5640 1,5867 1,6666 1,7922 1,9226 2,0136 2,0442 2,0204 1,9640 1,8987 1,8417 1,8003 1,7732 1,7566 1,7461 1,7349 1,7144 1,6787 1,6279 1,5700 1,5187 1,4849 1,4679 1,4557 1,4337 1,3935 1,3356 1,2688 1,2087 1,1757 1,1907 1,2643 1,3891 1,5480 1,7283 1,9232 2,1239 2,3158 2,4870 2,6385 2,7812 2,9285 3,0915 3,2753 3,4708 3,6504 3,7746 3,8095 3,7495 3,6223 3,4699 3,3253 3,2067 3,1243 3,0843 3,0856 3,1211 3,1831 3,2626 3,3424 3,4001 3,4204 3,3993 3,3345 3,2244 3,0799 2,9310 2,8147 2,7559 2,7539 2,7932 2,8673 2,9847 3,1544 3,3722 3,6207 3,8788 4,1306 4,3641 4,5630 4,7069 4,7819 4,7903 4,7500 4,6860 4,6195 4,5635 4,5269 4,5175 4,5402 4,5920 4,6644 4,7516 4,8575 4,9931 5,1705 5,3972 5,6721 5,9870 6,3323 6,6945 7,0496 7,3630 7,5994 7,7361 7,7722 7,7245 7,6168 7,4697 7,2943 7,0926 6,8628 6,5981 6,2819 5,8914 5,4166 4,8788 4,3273 3,8196 3,4020 3,1024 2,9305 2,8837 2,9521 3,1136 3,3305 3,5591 3,7636 3,9225 4,0252 4,0670 4,0501 3,9837 3,8762 3,7297 3,5437 3,3210 3,0701 2,8024 2,5299 2,2677 2,0322 1,8285 1,6410 1,4442 1,2255 0,9961 0,7819 0,6080 0,4934 0,4558 0,5167 0,6972 1,0039 1,4145 1,8813 2,3534 2,7982 3,2090 3,5978 3,9813 4,3706 4,7728 5,1971 5,6498 6,1216 6,5843 7,0098 7,3854 7,7138 8,0073 8,2832 8,5553 8,8280 9,0963 9,3532 9,5995 9,8529 10,1453 10,5083 10,9539 11,4633 11,9890 12,4706 12,8540 13,1067 13,2201 13,2003 13,0657 12,8534 12,6164 12,4014 12,2275 12,0841 11,9449 11,7794 11,5617 11,2788 10,9395 10,5759 10,2304 9,9308 9,6747 9,4368 9,1923 8,9326 8,6627 8,3888 8,1165 7,8600 7,6438 7,4934 7,4212 7,4172 7,4545 7,5132 7,5939 7,7031 7,8302 7,9376 7,9719 7,8908 7,6879 7,3953 7,0633 6,7380 6,4519 6,2229 6,0566 5,9496 5,8919 5,8658 5,8463 5,8022 5,7021 5,5247 5,2636 4,9278 4,5410 4,1406 3,7722 3,4780 3,2891 3,2210 3,2680 3,4022 3,5796 3,7498 3,8669 3,9071 3,8843
F7    0,0116 -0,0353 -0,0394 -0,0088 0,0410 0,0898 0,1180 0,1172 0,0940 0,0638 0,0469 0,0602 0,1018 0,1479 0,1731 0,1779 0,1955 0,2634 0,3890 0,5458 0,6988 0,8247 0,9115 0,9525 0,9471 0,9029 0,8325 0,7546 0,6984 0,6944 0,7499 0,8364 0,9075 0,9291 0,8917 0,7979 0,6430 0,4136 0,1046 -0,2647 -0,6567 -1,0332 -1,3659 -1,6383 -1,8443 -1,9849 -2,0628 -2,0863 -2,0726 -2,0350 -1,9677 -1,8567 -1,7007 -1,5127 -1,3091 -1,1056 -0,9175 -0,7547 -0,6211 -0,5201 -0,4526 -0,4102 -0,3777 -0,3466 -0,3262 -0,3395 -0,4022 -0,5059 -0,6205 -0,7061 -0,7301 -0,6861 -0,5935 -0,4786 -0,3628 -0,2645 -0,2014 -0,1903 -0,2456 -0,3755 -0,5719 -0,8036 -1,0233 -1,1867 -1,2662 -1,2541 -1,1611 -1,0163 -0,8576 -0,7150 -0,6036 -0,5315 -0,5046 -0,5169 -0,5451 -0,5622 -0,5602 -0,5561 -0,5804 -0,6590 -0,7982 -0,9839 -1,1998 -1,4460 -1,7315 -2,0513 -2,3779 -2,6783 -2,9329 -3,1371 -3,2927 -3,4055 -3,4841 -3,5374 -3,5805 -3,6387 -3,7383 -3,8899 -4,0796 -4,2733 -4,4299 -4,5155 -4,5165 -4,4436 -4,3171 -4,1495 -3,9439 -3,6980 -3,4053 -3,0656 -2,6949 -2,3129 -1,9222 -1,5101 -1,0597 -0,5542 0,0175 0,6509 1,3259 2,0169 2,7018 3,3657 3,9983 4,5911 5,1383 5,6389 6,0897 6,4804 6,8018 7,0569 7,2606 7,4339 7,6004 7,7791 7,9752 8,1758 8,3568 8,5018 8,6200 8,7389 8,8776 9,0295 9,1709 9,2818 9,3537 9,3869 9,3847 9,3521 9,2928 9,2033 9,0697 8,8746 8,6092 8,2848 7,9354 7,6026 7,3122 7,0661 6,8500 6,6444 6,4344 6,2151 5,9930 5,7782 5,5693 5,3431 5,0624 4,6962 4,2342 3,6886 3,0917 2,4934 1,9501 1,5008 1,1565 0,9090 0,7428 0,6417 0,5903 0,5714 0,5632 0,5410 0,4818 0,3696 0,2017 -0,0082 -0,2341 -0,4493 -0,6335 -0,7750 -0,8699 -0,9195 -0,9293 -0,9160 -0,9016 -0,8914 -0,8676 -0,8115 -0,7272 -0,6365 -0,5572 -0,4906 -0,4289 -0,3656 -0,2962 -0,2195 -0,1417 -0,0726 -0,0187 0,0172 0,0358 0,0426 0,0451 0,0443 0,0272 -0,0297 -0,1472 -0,3321 -0,5707 -0,8340 -1,0929 -1,3247 -1,5136 -1,6548 -1,7560 -1,8348 -1,9115 -2,0001 -2,1037 -2,2167 -2,3335 -2,4504 -2,5618 -2,6564 -2,7227 -2,7580 -2,7712 -2,7738 -2,7717 -2,7663 -2,7616 -2,7695 -2,8077 -2,8943 -3,0392 -3,2336 -3,4496 -3,6521 -3,8122 -3,9163 -3,9676 -3,9789 -3,9667 -3,9493 -3,9440 -3,9672 -4,0335 -4,1550 -4,3358 -4,5652 -4,8121 -5,0313 -5,1839 -5,2531 -5,2440 -5,1748 -5,0685 -4,9452 -4,8176 -4,6903 -4,5608 -4,4232 -4,2720 -4,1044 -3,9252 -3,7446 -3,5652 -3,3751 -3,1615 -2,9304 -2,7088 -2,5337 -2,4364 -2,4288 -2,4980 -2,6139 -2,7423 -2,8546 -2,9302 -2,9524 -2,9013 -2,7595 -2,5299 -2,2418 -1,9331 -1,6337 -1,3640 -1,1384 -0,9626 -0,8346 -0,7510 -0,7089 -0,7071 -0,7509 -0,8499 -1,0046 -1,1958 -1,3877 -1,5434 -1,6424 -1,6882 -1,6971 -1,6785 -1,6305 -1,5579 -1,4860 -1,4438 -1,4365 -1,4404 -1,4211 -1,3498 -1,2109 -1,0076 -0,7638 -0,5183 -0,3112 -0,1671 -0,0906 -0,0750 -0,1051 -0,1484 -0,1611 -0,1134 -0,0068 0,1342 0,2788 0,3975 0,4660 0,4755 0,4404 0,3895 0,3483 0,3297 0,3295 0,3310 0,3206 0,2970 0,2677 0,2414 0,2242 0,2150 0,2033 0,1771 0,1369 0,0966 0,0696 0,0587 0,0572 0,0604 0,0747 0,1077 0,1523 0,1926 0,2243 0,2620 0,3230 0,4097 0,5121 0,6203 0,7298 0,8421 0,9632 1,0998 1,2504 1,3993 1,5189 1,5832 1,5854 1,5418 1,4762 1,4038 1,3308 1,2658 1,2241 1,2157 1,2376 1,2787 1,3274 1,3722 1,4024 1,4108 1,3968 1,3646 1,3219 1,2810 1,2570 1,2642 1,3082 1,3787 1,4592 1,5469 1,6554 1,7964 1,9639 2,1371 2,2984 2,4448 2,5803 2,7010 2,7938 2,8495 2,8752 2,8916 2,9209 2,9755 3,0561 3,1595 3,2825 3,4171 3,5463 3,6489 3,7143 3,7501 3,7785 3,8246 3,9066 4,0304 4,1898 4,3719 4,5627 4,7486 4,9133 5,0344 5,0916 5,0828 5,0288 4,9624 4,9103 4,8809 4,8633 4,8360 4,7733 4,6471 4,4344 4,1292 3,7494 3,3321 2,9211 2,5588 2,2795 2,1028 2,0383 2,0926 2,2605 2,5118 2,7930 3,0459 3,2264 3,3135 3,3099 3,2390 3,1317 3,0079 2,8679 2,6982 2,4849 2,2272 1,9421 1,6528 1,3763 1,1215 0,8913 0,6813 0,4857 0,3089 0,1658 0,0670 0,0086 -0,0217 -0,0293 -0,0005 0,0957 0,2880 0,5767 0,9281 1,2969 1,6555 2,0039 2,3562 2,7207 3,0966 3,4862 3,9043 4,3670 4,8682 5,3754 5,8535 6,2888 6,6924 7,0882 7,4958 7,9163 8,3311 8,7122 9,0346 9,2881 9,4837 9,6495 9,8157 9,9969 10,1812 10,3392 10,4425 10,4774 10,4439 10,3465 10,1889 9,9828 9,7559 9,5459 9,3825 9,2726 9,2001 9,1317 9,0256 8,8408 8,5525 8,1703 7,7444 7,3434 7,0155 6,7650 6,5624 6,3722 6,1724 5,9579 5,7328 5,5056 5,2878 5,0973 4,9595 4,8959 4,9035 4,9522 5,0122 5,0732 5,1333 5,1803 5,1865 5,1192 4,9616 4,7274 4,4537 4,1765 3,9173 3,6849 3,4824 3,3104 3,1684 3,0586 2,9848 2,9458 2,9238 2,8843 2,7886 2,6105 2,3517 2,0475 1,7540 1,5203 1,3681 1,2924 1,2774 1,3080 1,3712 1,4514 1,5260 1,5705 1,5694 1,5287
