Fp1   -0,4053 -0,9916 -1,5183 -1,9020 -2,0763 -2,0154 -1,7522 -1,3493 -0,8627 -0,3512 0,1223 0,5398 0,9458 1,3899 1,8771 2,3756 2,8361 3,2033 3,4310 3,4911 3,3776 3,1239 2,8036 2,4958 2,2499 2,0847 2,0015 1,9897 2,0233 2,0655 2,0757 1,9970 1,7508 1,2848 0,6374 -0,0711 -0,7256 -1,2813 -1,7609 -2,2142 -2,6601 -3,0552 -3,3414 -3,5045 -3,5663 -3,5494 -3,4689 -3,3465 -3,2287 -3,1750 -3,2001 -3,2510 -3,2651 -3,2202 -3,1309 -3,0358 -2,9786 -2,9819 -3,0389 -3,1285 -3,2491 -3,4336 -3,7255 -4,1457 -4,6726 -5,2443 -5,7960 -6,2976 -6,7463 -7,1213 -7,3570 -7,3704 -7,1089 -6,5701 -5,8005 -4,8880 -3,9475 -3,1092 -2,5008 -2,2001 -2,1906 -2,3834 -2,6747 -2,9960 -3,3487 -3,7800 -4,3013 -4,8362 -5,2532 -5,4561 -5,4425 -5,2797 -5,0411 -4,7690 -4,4731 -4,1502 -3,8018 -3,4186 -2,9699 -2,4362 -1,8517 -1,3072 -0,9141 -0,7607 -0,8832 -1,2651 -1,8746 -2,7057 -3,7668 -5,0264 -6,3850 -7,7158 -8,9248 -9,9563 -10,7640 -11,3094 -11,5875 -11,6429 -11,5530 -11,3725 -11,0759 -10,5617 -9,7318 -8,5599 -7,0969 -5,4483 -3,7498 -2,1359 -0,7125 0,4662 1,4002 2,1127 2,6197 2,9337 3,0828 3,1137 3,0813 3,0309 2,9665 2,8224 2,4782 1,8338 0,9118 -0,1205 -1,0429 -1,6880 -1,9918 -1,9968 -1,8196 -1,5963 -1,4209 -1,3124 -1,2472 -1,2056 -1,1732 -1,1315 -1,0746 -1,0146 -0,9410 -0,7886 -0,4836 -0,0188 0,5386 1,0934 1,5822 2,0099 2,4200 2,8317 3,2207 3,5406 3,7487 3,8289 3,8118 3,7708 3,7717 3,8170 3,8571 3,8522 3,8032 3,7102 3,5378 3,2732 2,9933 2,8044 2,7420 2,7770 2,8614 2,9320 2,9251 2,8149 2,6142 2,3463 2,0488 1,7924 1,6617 1,7082 1,9161 2,1917 2,3903 2,3961 2,2012 1,8963 1,5753 1,2502 0,8597 0,3604 -0,1972 -0,6935 -1,0403 -1,2448 -1,3885 -1,5761 -1,8845 -2,3149 -2,7974 -3,2513 -3,6306 -3,9314 -4,1887 -4,4641 -4,8082 -5,2109 -5,6013 -5,9049 -6,0967 -6,2048 -6,2646 -6,2966 -6,3471 -6,5027 -6,8133 -7,2175 -7,5720 -7,7559 -7,7451 -7,5909 -7,3330 -6,9478 -6,3867 -5,6534 -4,8281 -4,0121 -3,2671 -2,6253 -2,1199 -1,7655 -1,5312 -1,3562 -1,1841 -0,9912 -0,8037 -0,6694 -0,6161 -0,6576 -0,8226 -1,1446 -1,6308 -2,2593 -2,9960 -3,7962 -4,6045 -5,3699 -6,0470 -6,5889 -6,9537 -7,1169 -7,0924 -6,9594 -6,8352 -6,7889 -6,8110 -6,8797 -7,0106 -7,2147 -7,4481 -7,6364 -7,7258 -7,6930 -7,5401 -7,2999 -7,0272 -6,7829 -6,6167 -6,5416 -6,5329 -6,5593 -6,6022 -6,6434 -6,6538 -6,6076 -6,5106 -6,4081 -6,3552 -6,3689 -6,4082 -6,4168 -6,3699 -6,2530 -6,0322 -5,6903 -5,2824 -4,9229 -4,7073 -4,6492 -4,6937 -4,7785 -4,8548 -4,8629 -4,7383 -4,4535 -4,0407 -3,5698 -3,0953 -2,6306 -2,1825 -1,7793 -1,4547 -1,2294 -1,0984 -1,0211 -0,9424 -0,8281 -0,6726 -0,4839 -0,2817 -0,1111 -0,0474 -0,1655 -0,4759 -0,8997 -1,3105 -1,5807 -1,6089 -1,3538 -0,8626 -0,2605 0,2950 0,6748 0,8231 0,7539 0,5014 0,0837 -0,4850 -1,1671 -1,8939 -2,5717 -3,1012 -3,4071 -3,4761 -3,3754 -3,2100 -3,0481 -2,9040 -2,7897 -2,7442 -2,7935 -2,9128 -3,0518 -3,1669 -3,2049 -3,0970 -2,8074 -2,3813 -1,9306 -1,5737 -1,3911 -1,4227 -1,6681 -2,0697 -2,5278 -2,9509 -3,2864 -3,5110 -3,6141 -3,5950 -3,4742 -3,2919 -3,0862 -2,8762 -2,6667 -2,4750 -2,3533 -2,3574 -2,4937 -2,7256 -3,0169 -3,3342 -3,6354 -3,8910 -4,0996 -4,2868 -4,4950 -4,7514 -5,0347 -5,2845 -5,4320 -5,4114 -5,1739 -4,7292 -4,1707 -3,6340 -3,2170 -2,9348 -2,7386 -2,5581 -2,3385 -2,0668 -1,7771 -1,5253 -1,3424 -1,2079 -1,0812 -0,9393 -0,7746 -0,5936 -0,4352 -0,3564 -0,3862 -0,5120 -0,6989 -0,9038 -1,0826 -1,1928 -1,2020 -1,1061 -0,9301 -0,7150 -0,5143 -0,3837 -0,3502 -0,4041 -0,5290 -0,7179 -0,9483 -1,1632 -1,2956 -1,3080 -1,2032 -1,0099 -0,7616 -0,4787 -0,1666 0,1711 0,5159 0,8248 1,0392 1,1206 1,0830 0,9787 0,8628 0,7703 0,6967 0,5897 0,3832 0,0453 -0,4099 -0,9393 -1,4771 -1,9292 -2,1892 -2,1958 -1,9808 -1,6505 -1,3151 -1,0352 -0,8205 -0,6646 -0,5700 -0,5330 -0,5115 -0,4322 -0,2426 0,0445 0,3503 0,5632 0,5851 0,3532 -0,1683 -0,9743 -1,9783 -3,0303 -3,9933 -4,7903 -5,4041 -5,8706 -6,2592 -6,6229 -6,9631 -7,2576 -7,5095 -7,7554 -8,0438 -8,4029 -8,8073 -9,1886 -9,4756 -9,6057 -9,5347 -9,2831 -8,9529 -8,6638 -8,4737 -8,3549 -8,2337 -8,0528 -7,8041 -7,5104 -7,1969 -6,8838 -6,5757 -6,2498 -5,8718 -5,4138 -4,8462 -4,1325 -3,2585 -2,2824 -1,3546 -0,6697 -0,3772 -0,5113 -0,9804 -1,6124 -2,2284 -2,7230 -3,0898 -3,3511 -3,4935 -3,5115 -3,4783 -3,5112 -3,6678 -3,8935 -4,0695 -4,1059 -3,9873 -3,7566 -3,4875 -3,2617 -3,1383 -3,1236 -3,1712 -3,2186 -3,2497 -3,3337 -3,5925 -4,0993 -4,7951 -5,5182 -6,1195 -6,5406 -6,8054 -6,9715 -7,0932 -7,2077 -7,3287 -7,4476 -7,5494 -7,6295 -7,6835 -7,6967 -7,6591 -7,5852 -7,5118 -7,4779 -7,4999 -7,5626 -7,6171 -7,5925 -7,4443 -7,2098 -7,0027 -6,9325 -7,0202 -7,1850 -7,3108 -7,3161 -7,1751 -6,9099 -6,5761 -6,2428 -5,9683 -5,7727 -5,6231 -5,4526 -5,1906 -4,7896 -4,2614 -3,6891 -3,1861 -2,8352 -2,6653 -2,6527 -2,7163 -2,7440 -2,6601 -2,4591 -2,1701 -1,8183 -1,4450
Fz    -3,3963 -3,4181 -3,2858 -2,9877 -2,5352 -1,9772 -1,3941 -0,8637 -0,4320 -0,1110 0,1119 0,2649 0,3768 0,4625 0,5240 0,5602 0,5690 0,5466 0,4974 0,4406 0,4050 0,4213 0,5174 0,7097 0,9909 1,3247 1,6586 1,9419 2,1342 2,2104 2,1738 2,0531 1,8728 1,6352 1,3426 1,0182 0,6956 0,3951 0,1130 -0,1664 -0,4401 -0,6715 -0,8216 -0,8877 -0,8952 -0,8684 -0,8193 -0,7528 -0,6695 -0,5737 -0,4769 -0,3865 -0,2994 -0,2089 -0,1195 -0,0527 -0,0394 -0,1044 -0,2539 -0,4741 -0,7476 -1,0645 -1,4157 -1,7879 -2,1648 -2,5244 -2,8399 -3,0874 -3,2493 -3,3080 -3,2427 -3,0428 -2,7200 -2,2969 -1,7956 -1,2471 -0,7047 -0,2396 0,0837 0,2402 0,2513 0,1573 -0,0117 -0,2446 -0,5494 -0,9391 -1,4030 -1,8922 -2,3387 -2,6821 -2,8802 -2,9170 -2,8027 -2,5595 -2,2143 -1,8040 -1,3769 -0,9731 -0,6081 -0,2818 -0,0005 0,2126 0,3258 0,3113 0,1478 -0,1799 -0,6760 -1,3262 -2,0957 -2,9396 -3,8136 -4,6808 -5,5108 -6,2689 -6,9095 -7,3897 -7,6952 -7,8522 -7,9160 -7,9329 -7,9017 -7,7724 -7,4908 -7,0394 -6,4385 -5,7297 -4,9660 -4,2050 -3,5069 -2,9272 -2,5005 -2,2301 -2,0927 -2,0487 -2,0544 -2,0797 -2,1193 -2,1953 -2,3500 -2,6246 -3,0358 -3,5662 -4,1581 -4,7172 -5,1469 -5,3874 -5,4266 -5,2949 -5,0565 -4,7875 -4,5429 -4,3448 -4,1969 -4,0897 -3,9933 -3,8677 -3,6856 -3,4394 -3,1211 -2,7099 -2,1917 -1,5828 -0,9202 -0,2362 0,4561 1,1606 1,8831 2,6141 3,3251 3,9810 4,5580 5,0492 5,4633 5,8212 6,1376 6,3982 6,5670 6,6237 6,5828 6,4715 6,2953 6,0408 5,7049 5,3005 4,8530 4,4082 4,0181 3,7026 3,4443 3,2199 3,0186 2,8348 2,6682 2,5320 2,4414 2,3918 2,3523 2,2764 2,1155 1,8483 1,5049 1,1443 0,8000 0,4543 0,0626 -0,3959 -0,8944 -1,3812 -1,8193 -2,2010 -2,5398 -2,8555 -3,1619 -3,4548 -3,7108 -3,9033 -4,0192 -4,0667 -4,0726 -4,0728 -4,0978 -4,1555 -4,2280 -4,2849 -4,3036 -4,2844 -4,2491 -4,2324 -4,2801 -4,4373 -4,7140 -5,0636 -5,4004 -5,6431 -5,7497 -5,7186 -5,5597 -5,2738 -4,8669 -4,3700 -3,8355 -3,3157 -2,8509 -2,4724 -2,2024 -2,0435 -1,9764 -1,9697 -1,9903 -2,0170 -2,0505 -2,1014 -2,1686 -2,2408 -2,3130 -2,3928 -2,4957 -2,6371 -2,8285 -3,0722 -3,3533 -3,6440 -3,9152 -4,1444 -4,3202 -4,4447 -4,5327 -4,6125 -4,7134 -4,8402 -4,9670 -5,0613 -5,1076 -5,1027 -5,0416 -4,9204 -4,7474 -4,5382 -4,3119 -4,0966 -3,9292 -3,8395 -3,8351 -3,8917 -3,9646 -4,0197 -4,0489 -4,0595 -4,0555 -4,0341 -3,9997 -3,9697 -3,9600 -3,9621 -3,9409 -3,8634 -3,7281 -3,5502 -3,3348 -3,0837 -2,8192 -2,5827 -2,4105 -2,3133 -2,2790 -2,2849 -2,2959 -2,2613 -2,1326 -1,8925 -1,5669 -1,2114 -0,8787 -0,5895 -0,3349 -0,0934 0,1521 0,4058 0,6673 0,9374 1,2049 1,4352 1,5914 1,6567 1,6239 1,4789 1,2085 0,8188 0,3429 -0,1638 -0,6380 -1,0248 -1,2870 -1,4107 -1,4107 -1,3290 -1,2198 -1,1303 -1,0890 -1,1083 -1,1964 -1,3603 -1,5963 -1,8886 -2,2160 -2,5500 -2,8579 -3,1146 -3,3095 -3,4472 -3,5427 -3,6076 -3,6423 -3,6473 -3,6316 -3,6022 -3,5537 -3,4761 -3,3645 -3,2167 -3,0321 -2,8241 -2,6303 -2,5010 -2,4738 -2,5630 -2,7668 -3,0707 -3,4404 -3,8269 -4,1882 -4,4987 -4,7396 -4,8884 -4,9205 -4,8224 -4,6003 -4,2741 -3,8704 -3,4177 -2,9492 -2,5050 -2,1218 -1,8136 -1,5756 -1,4040 -1,2981 -1,2513 -1,2516 -1,2861 -1,3487 -1,4424 -1,5644 -1,6874 -1,7653 -1,7575 -1,6493 -1,4531 -1,2000 -0,9285 -0,6746 -0,4600 -0,2895 -0,1615 -0,0758 -0,0303 -0,0180 -0,0325 -0,0744 -0,1442 -0,2260 -0,2885 -0,3040 -0,2632 -0,1802 -0,0889 -0,0249 -0,0041 -0,0205 -0,0537 -0,0724 -0,0368 0,0837 0,2854 0,5265 0,7477 0,8996 0,9571 0,9184 0,7951 0,6035 0,3603 0,0835 -0,1992 -0,4483 -0,6253 -0,7070 -0,6915 -0,5976 -0,4512 -0,2652 -0,0371 0,2333 0,5264 0,8003 1,0034 1,0951 1,0613 0,9130 0,6755 0,3831 0,0693 -0,2480 -0,5717 -0,9110 -1,2643 -1,6193 -1,9613 -2,2675 -2,5004 -2,6304 -2,6663 -2,6484 -2,6140 -2,5791 -2,5472 -2,5234 -2,5206 -2,5533 -2,6264 -2,7299 -2,8440 -2,9533 -3,0592 -3,1813 -3,3439 -3,5668 -3,8633 -4,2279 -4,6216 -4,9805 -5,2459 -5,3862 -5,4029 -5,3250 -5,1967 -5,0568 -4,9182 -4,7758 -4,6361 -4,5286 -4,4888 -4,5304 -4,6345 -4,7732 -4,9360 -5,1212 -5,3183 -5,5161 -5,7128 -5,9038 -6,0724 -6,1944 -6,2391 -6,1755 -5,9959 -5,7301 -5,4284 -5,1325 -4,8571 -4,5902 -4,3077 -3,9901 -3,6271 -3,2189 -2,7791 -2,3436 -1,9754 -1,7496 -1,7176 -1,8773 -2,1734 -2,5231 -2,8469 -3,0964 -3,2624 -3,3489 -3,3472 -3,2506 -3,0785 -2,8674 -2,6404 -2,3942 -2,1176 -1,8170 -1,5188 -1,2547 -1,0503 -0,9274 -0,9074 -1,0011 -1,1943 -1,4489 -1,7204 -1,9787 -2,2186 -2,4514 -2,6783 -2,8757 -3,0135 -3,0854 -3,1155 -3,1390 -3,1810 -3,2454 -3,3162 -3,3718 -3,4069 -3,4390 -3,4859 -3,5465 -3,6105 -3,6767 -3,7595 -3,8745 -4,0192 -4,1708 -4,2947 -4,3519 -4,3178 -4,2077 -4,0760 -3,9893 -3,9888 -4,0699 -4,1939 -4,3207 -4,4306 -4,5262 -4,6223 -4,7333 -4,8648 -5,0015 -5,1009 -5,1046 -4,9615 -4,6500 -4,1937 -3,6600 -3,1392 -2,7163 -2,4467 -2,3416 -2,3652 -2,4521 -2,5369 -2,5731 -2,5360 -2,4191 -2,2339
F3    -2,7166 -2,9369 -3,0439 -3,0061 -2,8067 -2,4567 -1,9952 -1,4747 -0,9447 -0,4467 -0,0103 0,3545 0,6547 0,8974 1,0804 1,2013 1,2667 1,2911 1,2909 1,2761 1,2451 1,1977 1,1554 1,1577 1,2305 1,3651 1,5285 1,6833 1,7976 1,8529 1,8495 1,7937 1,6740 1,4648 1,1617 0,7982 0,4238 0,0727 -0,2484 -0,5505 -0,8317 -1,0576 -1,1868 -1,2116 -1,1601 -1,0723 -0,9837 -0,9159 -0,8711 -0,8371 -0,7964 -0,7267 -0,6079 -0,4398 -0,2515 -0,0970 -0,0366 -0,1116 -0,3233 -0,6353 -1,0083 -1,4278 -1,8909 -2,3850 -2,8812 -3,3390 -3,7211 -4,0107 -4,2102 -4,3145 -4,2906 -4,1025 -3,7488 -3,2606 -2,6797 -2,0537 -1,4468 -0,9409 -0,6224 -0,5501 -0,7251 -1,0945 -1,5831 -2,1266 -2,6925 -3,2735 -3,8574 -4,4029 -4,8421 -5,1094 -5,1716 -5,0369 -4,7381 -4,3133 -3,7992 -3,2366 -2,6720 -2,1421 -1,6613 -1,2327 -0,8706 -0,6077 -0,4839 -0,5315 -0,7653 -1,1778 -1,7439 -2,4290 -3,1966 -4,0134 -4,8484 -5,6720 -6,4594 -7,1830 -7,7992 -8,2647 -8,5725 -8,7641 -8,9012 -9,0163 -9,0803 -9,0150 -8,7483 -8,2605 -7,5791 -6,7541 -5,8470 -4,9257 -4,0574 -3,3009 -2,6965 -2,2564 -1,9638 -1,7800 -1,6564 -1,5523 -1,4495 -1,3612 -1,3293 -1,4081 -1,6414 -2,0409 -2,5649 -3,1230 -3,6182 -3,9816 -4,1796 -4,2158 -4,1297 -3,9830 -3,8283 -3,6887 -3,5671 -3,4611 -3,3598 -3,2430 -3,0911 -2,8843 -2,5935 -2,1865 -1,6538 -1,0270 -0,3682 0,2627 0,8399 1,3780 1,9013 2,4127 2,8922 3,3115 3,6435 3,8713 4,0025 4,0745 4,1243 4,1492 4,1144 4,0030 3,8425 3,6684 3,4765 3,2355 2,9376 2,6110 2,2941 2,0229 1,8254 1,7070 1,6473 1,6152 1,5782 1,5067 1,3951 1,2751 1,1883 1,1500 1,1448 1,1407 1,1004 1,0018 0,8599 0,7131 0,5801 0,4337 0,2204 -0,0868 -0,4526 -0,8052 -1,0966 -1,3348 -1,5665 -1,8395 -2,1730 -2,5413 -2,8874 -3,1591 -3,3386 -3,4459 -3,5245 -3,6225 -3,7765 -3,9961 -4,2626 -4,5440 -4,8076 -5,0285 -5,2008 -5,3458 -5,5112 -5,7471 -6,0625 -6,4005 -6,6688 -6,7946 -6,7542 -6,5653 -6,2596 -5,8626 -5,3968 -4,8912 -4,3788 -3,8859 -3,4315 -3,0386 -2,7345 -2,5348 -2,4297 -2,3869 -2,3626 -2,3195 -2,2446 -2,1462 -2,0371 -1,9357 -1,8762 -1,8993 -2,0315 -2,2759 -2,6161 -3,0208 -3,4540 -3,8914 -4,3198 -4,7200 -5,0618 -5,3184 -5,4792 -5,5558 -5,5753 -5,5592 -5,5114 -5,4268 -5,3012 -5,1254 -4,8836 -4,5696 -4,2040 -3,8272 -3,4832 -3,2098 -3,0301 -2,9501 -2,9584 -3,0197 -3,0844 -3,1189 -3,1186 -3,0926 -3,0457 -2,9812 -2,9172 -2,8863 -2,9161 -3,0028 -3,1070 -3,1843 -3,2168 -3,1982 -3,1118 -2,9472 -2,7284 -2,5098 -2,3461 -2,2657 -2,2684 -2,3328 -2,4137 -2,4441 -2,3586 -2,1231 -1,7490 -1,2889 -0,8134 -0,3820 -0,0238 0,2663 0,5124 0,7375 0,9598 1,1958 1,4474 1,6915 1,8922 2,0176 2,0404 1,9381 1,7036 1,3501 0,9095 0,4288 -0,0354 -0,4219 -0,6740 -0,7569 -0,6771 -0,4848 -0,2516 -0,0426 0,0984 0,1508 0,1081 -0,0273 -0,2424 -0,5141 -0,8133 -1,1075 -1,3638 -1,5551 -1,6692 -1,7179 -1,7331 -1,7465 -1,7742 -1,8217 -1,8912 -1,9736 -2,0437 -2,0733 -2,0483 -1,9666 -1,8269 -1,6318 -1,4042 -1,1918 -1,0468 -1,0076 -1,0953 -1,3083 -1,6162 -1,9714 -2,3277 -2,6463 -2,8910 -3,0241 -3,0128 -2,8440 -2,5341 -2,1213 -1,6533 -1,1763 -0,7310 -0,3550 -0,0730 0,1178 0,2312 0,2688 0,2276 0,1164 -0,0475 -0,2473 -0,4733 -0,7239 -0,9908 -1,2398 -1,4166 -1,4756 -1,4059 -1,2338 -1,0049 -0,7656 -0,5534 -0,3921 -0,2855 -0,2234 -0,1954 -0,1943 -0,2096 -0,2282 -0,2406 -0,2398 -0,2148 -0,1556 -0,0667 0,0342 0,1198 0,1538 0,1067 -0,0219 -0,2056 -0,4075 -0,5842 -0,6898 -0,6984 -0,6228 -0,5036 -0,3839 -0,2888 -0,2232 -0,1836 -0,1745 -0,2087 -0,3020 -0,4617 -0,6717 -0,8896 -1,0671 -1,1741 -1,2067 -1,1791 -1,1039 -0,9776 -0,7853 -0,5216 -0,2101 0,0978 0,3448 0,4966 0,5536 0,5347 0,4598 0,3482 0,2185 0,0795 -0,0731 -0,2486 -0,4493 -0,6641 -0,8726 -1,0459 -1,1472 -1,1519 -1,0750 -0,9622 -0,8551 -0,7758 -0,7341 -0,7331 -0,7702 -0,8367 -0,9172 -0,9871 -1,0213 -1,0119 -0,9829 -0,9818 -1,0566 -1,2393 -1,5445 -1,9643 -2,4539 -2,9374 -3,3428 -3,6323 -3,8061 -3,8911 -3,9284 -3,9548 -3,9867 -4,0286 -4,0932 -4,2043 -4,3837 -4,6348 -4,9333 -5,2436 -5,5382 -5,7922 -5,9824 -6,1085 -6,1973 -6,2749 -6,3457 -6,3945 -6,3960 -6,3280 -6,1905 -6,0123 -5,8354 -5,6927 -5,5892 -5,4954 -5,3643 -5,1549 -4,8430 -4,4225 -3,9108 -3,3579 -2,8468 -2,4705 -2,2925 -2,3224 -2,5225 -2,8246 -3,1476 -3,4290 -3,6441 -3,7837 -3,8295 -3,7745 -3,6478 -3,4980 -3,3550 -3,2173 -3,0734 -2,9263 -2,7904 -2,6718 -2,5655 -2,4729 -2,4073 -2,3777 -2,3760 -2,3818 -2,3797 -2,3745 -2,3919 -2,4587 -2,5750 -2,7103 -2,8293 -2,9180 -2,9879 -3,0596 -3,1436 -3,2339 -3,3148 -3,3733 -3,4127 -3,4527 -3,5102 -3,5843 -3,6641 -3,7518 -3,8692 -4,0342 -4,2316 -4,4141 -4,5249 -4,5199 -4,3867 -4,1591 -3,9114 -3,7266 -3,6494 -3,6673 -3,7373 -3,8231 -3,9074 -3,9892 -4,0739 -4,1607 -4,2376 -4,2771 -4,2352 -4,0688 -3,7604 -3,3304 -2,8364 -2,3571 -1,9642 -1,6989 -1,5669 -1,5423 -1,5727 -1,5994 -1,5891 -1,5448 -1,4858 -1,4292 -1,3937
F7    -1,8923 -1,8444 -1,7848 -1,6905 -1,5375 -1,3291 -1,0903 -0,8404 -0,5786 -0,2955 0,0050 0,2903 0,5127 0,6369 0,6541 0,5829 0,4686 0,3723 0,3471 0,4157 0,5657 0,7660 0,9861 1,1998 1,3777 1,4904 1,5260 1,4983 1,4284 1,3222 1,1752 0,9928 0,7992 0,6240 0,4793 0,3492 0,2086 0,0517 -0,1065 -0,2458 -0,3547 -0,4373 -0,5104 -0,5948 -0,7077 -0,8510 -1,0022 -1,1220 -1,1722 -1,1383 -1,0438 -0,9295 -0,8247 -0,7516 -0,7402 -0,8152 -0,9712 -1,1746 -1,3936 -1,6248 -1,8873 -2,1921 -2,5174 -2,8169 -3,0538 -3,2245 -3,3452 -3,4257 -3,4624 -3,4478 -3,3752 -3,2423 -3,0548 -2,8229 -2,5581 -2,2772 -2,0143 -1,8218 -1,7421 -1,7752 -1,8832 -2,0210 -2,1588 -2,2818 -2,3830 -2,4620 -2,5221 -2,5628 -2,5822 -2,5819 -2,5628 -2,5148 -2,4188 -2,2571 -2,0232 -1,7334 -1,4379 -1,2030 -1,0622 -0,9917 -0,9400 -0,8740 -0,8018 -0,7659 -0,8220 -1,0143 -1,3559 -1,8229 -2,3627 -2,9152 -3,4419 -3,9419 -4,4401 -4,9628 -5,5170 -6,0766 -6,5905 -7,0079 -7,2885 -7,4016 -7,3384 -7,1254 -6,8091 -6,4335 -6,0236 -5,5810 -5,0968 -4,5651 -3,9760 -3,3117 -2,5698 -1,7820 -1,0019 -0,2811 0,3448 0,8564 1,2370 1,4625 1,5207 1,4323 1,2373 0,9704 0,6620 0,3448 0,0421 -0,2426 -0,5199 -0,7994 -1,0771 -1,3306 -1,5198 -1,5955 -1,5232 -1,2999 -0,9448 -0,4839 0,0478 0,6059 1,1514 1,6653 2,1468 2,6027 3,0411 3,4709 3,8906 4,2762 4,5951 4,8281 4,9713 5,0315 5,0279 4,9891 4,9420 4,9021 4,8681 4,8196 4,7240 4,5683 4,3832 4,2201 4,1070 4,0404 4,0060 3,9873 3,9693 3,9517 3,9506 3,9865 4,0698 4,1876 4,3021 4,3690 4,3604 4,2803 4,1602 4,0347 3,9193 3,8123 3,7095 3,6131 3,5266 3,4457 3,3591 3,2569 3,1410 3,0249 2,9197 2,8291 2,7498 2,6653 2,5513 2,3965 2,2082 1,9983 1,7713 1,5261 1,2576 0,9578 0,6155 0,2169 -0,2433 -0,7420 -1,2306 -1,6537 -1,9653 -2,1458 -2,2140 -2,2113 -2,1756 -2,1413 -2,1482 -2,2240 -2,3659 -2,5426 -2,7044 -2,7944 -2,7752 -2,6494 -2,4507 -2,2176 -1,9751 -1,7288 -1,4812 -1,2547 -1,0846 -0,9882 -0,9529 -0,9504 -0,9526 -0,9391 -0,9062 -0,8695 -0,8468 -0,8411 -0,8488 -0,8737 -0,9226 -1,0002 -1,1111 -1,2619 -1,4599 -1,7098 -2,0067 -2,3310 -2,6562 -2,9563 -3,2074 -3,3911 -3,5052 -3,5648 -3,5899 -3,5876 -3,5423 -3,4222 -3,2023 -2,8889 -2,5222 -2,1520 -1,8148 -1,5363 -1,3365 -1,2194 -1,1681 -1,1553 -1,1560 -1,1544 -1,1456 -1,1377 -1,1532 -1,2130 -1,3205 -1,4594 -1,5948 -1,6757 -1,6588 -1,5368 -1,3452 -1,1410 -0,9706 -0,8485 -0,7645 -0,7041 -0,6631 -0,6474 -0,6673 -0,7270 -0,8111 -0,8798 -0,8838 -0,7888 -0,5883 -0,2992 0,0475 0,4177 0,7800 1,1062 1,3746 1,5772 1,7261 1,8505 1,9815 2,1302 2,2758 2,3802 2,4157 2,3850 2,3204 2,2616 2,2231 2,1916 2,1530 2,1075 2,0597 2,0081 1,9421 1,8513 1,7370 1,6077 1,4675 1,3201 1,1788 1,0609 0,9742 0,9147 0,8758 0,8511 0,8339 0,8248 0,8356 0,8725 0,9210 0,9523 0,9472 0,9120 0,8712 0,8389 0,8015 0,7372 0,6494 0,5719 0,5487 0,6094 0,7574 0,9741 1,2223 1,4574 1,6439 1,7592 1,7872 1,7240 1,5898 1,4216 1,2546 1,1152 1,0270 1,0022 1,0219 1,0448 1,0399 1,0109 0,9933 1,0289 1,1391 1,3151 1,5228 1,7174 1,8578 1,9161 1,8826 1,7639 1,5684 1,2965 0,9526 0,5695 0,2059 -0,0914 -0,3173 -0,4976 -0,6489 -0,7488 -0,7509 -0,6269 -0,3836 -0,0522 0,3180 0,6671 0,9485 1,1519 1,3012 1,4343 1,5871 1,7765 1,9848 2,1694 2,2948 2,3516 2,3456 2,2849 2,1820 2,0562 1,9308 1,8292 1,7634 1,7241 1,6885 1,6348 1,5492 1,4278 1,2745 1,0988 0,9137 0,7333 0,5734 0,4524 0,3883 0,3941 0,4724 0,6113 0,7870 0,9720 1,1466 1,3091 1,4746 1,6599 1,8693 2,0916 2,3043 2,4815 2,6033 2,6607 2,6563 2,5960 2,4783 2,2984 2,0630 1,7942 1,5298 1,3117 1,1649 1,0901 1,0686 1,0702 1,0737 1,0835 1,1193 1,1990 1,3254 1,4805 1,6310 1,7412 1,7903 1,7797 1,7175 1,6045 1,4380 1,2232 0,9803 0,7420 0,5331 0,3541 0,1944 0,0586 -0,0339 -0,0773 -0,0979 -0,1432 -0,2563 -0,4600 -0,7561 -1,1311 -1,5655 -2,0461 -2,5612 -3,0852 -3,5782 -4,0033 -4,3434 -4,6035 -4,7953 -4,9221 -4,9833 -4,9831 -4,9275 -4,8152 -4,6341 -4,3716 -4,0346 -3,6568 -3,2826 -2,9490 -2,6736 -2,4523 -2,2704 -2,1171 -1,9798 -1,8357 -1,6689 -1,4980 -1,3688 -1,3140 -1,3276 -1,3786 -1,4320 -1,4566 -1,4318 -1,3565 -1,2486 -1,1370 -1,0487 -0,9945 -0,9615 -0,9252 -0,8757 -0,8261 -0,7859 -0,7412 -0,6716 -0,5723 -0,4614 -0,3738 -0,3417 -0,3747 -0,4613 -0,5820 -0,7123 -0,8247 -0,9057 -0,9692 -1,0441 -1,1461 -1,2661 -1,3830 -1,4772 -1,5326 -1,5365 -1,4834 -1,3850 -1,2701 -1,1706 -1,1129 -1,1177 -1,1950 -1,3418 -1,5467 -1,7875 -2,0297 -2,2439 -2,4240 -2,5823 -2,7250 -2,8346 -2,8804 -2,8505 -2,7702 -2,6924 -2,6701 -2,7208 -2,8127 -2,8980 -2,9540 -2,9783 -2,9567 -2,8614 -2,6841 -2,4553 -2,2235 -2,0219 -1,8584 -1,7233 -1,5997 -1,4751 -1,3437 -1,2084 -1,0898 -1,0201 -1,0221 -1,0970 -1,2256 -1,3747 -1,5062
