Fp1   6,1845 5,1287 4,1167 3,1597 2,2223 1,2733 0,3499 -0,4347 -0,9593 -1,1721 -1,1178 -0,8973 -0,5898 -0,1948 0,3574 1,1194 2,0378 2,9554 3,6863 4,0873 4,0977 3,7381 3,0629 2,1188 0,9601 -0,3175 -1,5842 -2,7204 -3,6687 -4,4388 -5,0493 -5,4784 -5,6634 -5,5169 -4,9742 -4,0715 -2,9576 -1,8030 -0,7254 0,1967 0,9001 1,3488 1,5364 1,4629 1,1343 0,5951 -0,0562 -0,6962 -1,2144 -1,5286 -1,5868 -1,3752 -0,9232 -0,2951 0,4156 1,1046 1,7071 2,2205 2,6669 3,0553 3,3864 3,6549 3,8215 3,8123 3,5788 3,1524 2,6291 2,0999 1,5980 1,0990 0,5481 -0,0995 -0,8421 -1,6253 -2,3696 -3,0082 -3,5097 -3,8728 -4,0957 -4,1442 -3,9606 -3,5020 -2,7707 -1,8191 -0,7299 0,4211 1,5861 2,7350 3,8289 4,8194 5,6607 6,2841 6,5611 6,3481 5,5952 4,3933 2,9106 1,3070 -0,3132 -1,9215 -3,5520 -5,2693 -7,1637 -9,3571 -11,9563 -14,9601 -18,2085 -21,4463 -24,4469 -27,0834 -29,3222 -31,1827 -32,7039 -33,9305 -34,9037 -35,6388 -36,1249 -36,3765 -36,4770 -36,5471 -36,6713 -36,8559 -37,0447 -37,1752 -37,2242 -37,1939 -37,0692 -36,8100 -36,3791 -35,7652 -34,9860 -34,0843 -33,1196 -32,1333 -31,0943 -29,8960 -28,4353 -26,6824 -24,6595 -22,3917 -19,9022 -17,2396 -14,4981 -11,8023 -9,2482 -6,8606 -4,6231 -2,5361 -0,6245 1,0945 2,6334 4,0330 5,3499 6,6248 7,8379 8,9038 9,7301 10,2741 10,5276 10,4719 10,0923 9,4357 8,6160 7,7562 6,9232 6,1044 5,2535 4,3567 3,4427 2,5367 1,6174 0,6331 -0,4249 -1,4786 -2,4102 -3,1389 -3,6399 -3,9201 -4,0235 -4,0621 -4,1852 -4,4916 -4,9946 -5,6637 -6,4661 -7,3643 -8,2928 -9,1511 -9,8462 -10,3610 -10,7577 -11,1055 -11,4218 -11,6672 -11,7603 -11,6077 -11,1691 -10,5134 -9,7983 -9,1964 -8,8341 -8,7584 -8,9395 -9,3101 -9,8148 -10,4324 -11,1524 -11,9417 -12,7612 -13,6026 -14,4688 -15,3358 -16,1760 -16,9983 -17,8312 -18,6719 -19,4626 -20,1054 -20,4928 -20,5266 -20,1303 -19,2909 -18,0864 -16,6383 -15,0524 -13,4124 -11,7955 -10,2833 -8,9499 -7,8216 -6,8529 -5,9639 -5,0917 -4,2000 -3,2743 -2,3442 -1,4998 -0,8540 -0,4764 -0,3825 -0,5639 -0,9917 -1,6054 -2,3272 -3,1101 -3,9792 -5,0020 -6,2267 -7,6791 -9,3802 -11,3094 -13,3676 -15,4129 -17,3315 -19,0711 -20,6386 -22,0775 -23,4289 -24,7087 -25,9204 -27,0741 -28,1925 -29,3146 -30,4904 -31,7628 -33,1299 -34,4813 -35,5898 -36,2097 -36,2012 -35,5990 -34,5964 -33,4427 -32,3261 -31,3280 -30,4479 -29,6446 -28,8637 -28,0655 -27,2470 -26,4220 -25,5725 -24,6456 -23,5974 -22,4174 -21,1202 -19,7514 -18,4041 -17,1848 -16,1399 -15,2351 -14,4273 -13,7403 -13,2575 -13,0652 -13,2195 -13,7326 -14,5534 -15,5625 -16,6094 -17,5643 -18,3617 -19,0268 -19,6537 -20,3348 -21,1021 -21,9305 -22,7797 -23,6033 -24,3139 -24,7932 -24,9730 -24,8809 -24,5955 -24,1655 -23,5849 -22,8306 -21,8890 -20,7390 -19,3611 -17,7917 -16,1482 -14,5744 -13,1483 -11,8524 -10,6317 -9,4621 -8,3779 -7,4602 -6,7914 -6,3997 -6,2444 -6,2497 -6,3291 -6,3931 -6,3893 -6,3541 -6,3991 -6,6409 -7,1465 -7,9251 -8,9398 -10,0951 -11,2161 -12,0801 -12,4945 -12,3552 -11,6638 -10,5235 -9,1150 -7,6616 -6,3804 -5,4124 -4,7716 -4,3703 -4,1010 -3,9109 -3,8230 -3,8980 -4,1842 -4,6933 -5,3944 -6,2152 -7,0528 -7,7940 -8,3217 -8,5005 -8,2082 -7,4324 -6,3135 -5,0528 -3,7836 -2,5305 -1,2499 0,0985 1,5054 2,9373 4,3833 5,8367 7,2363 8,4432 9,2858 9,6284 9,3984 8,5683 7,1558 5,2520 3,0165 0,6320 -1,7325 -3,9298 -5,8416 -7,3994 -8,5777 -9,3531 -9,6906 -9,5765 -9,0486 -8,1958 -7,1346 -5,9772 -4,8185 -3,7261 -2,7167 -1,7698 -0,8964 -0,1807 0,2446 0,2640 -0,1532 -0,9350 -1,9520 -3,0830 -4,2734 -5,5422 -6,9165 -8,3703 -9,8392 -11,2429 -12,4769 -13,4308 -14,0380 -14,2887 -14,1979 -13,7810 -13,0666 -12,1133 -10,9943 -9,7749 -8,5073 -7,2313 -5,9712 -4,7472 -3,6004 -2,6029 -1,8531 -1,4815 -1,6295 -2,3797 -3,6922 -5,4097 -7,3236 -9,2422 -10,9947 -12,3906 -13,2204 -13,3215 -12,6498 -11,3148 -9,5544 -7,6483 -5,8224 -4,2068 -2,8384 -1,6958 -0,7588 -0,0316 0,4848 0,8151 0,9745 0,9033 0,4685 -0,4249 -1,7456 -3,3610 -5,1076 -6,8287 -8,3928 -9,7163 -10,7804 -11,6129 -12,2416 -12,6714 -12,9139 -13,0327 -13,1449 -13,3818 -13,8581 -14,6660 -15,8762 -17,5256 -19,5766 -21,8835 -24,2323 -26,4232 -28,3259 -29,9003 -31,1670 -32,1369 -32,7806 -33,0714 -33,0368 -32,7686 -32,3839 -31,9748 -31,5912 -31,2665 -31,0343 -30,9049 -30,8336 -30,7299 -30,5005 -30,0694 -29,3743 -28,3815 -27,1034 -25,5918 -23,9306 -22,2252 -20,5842 -19,0982 -17,8097 -16,6806 -15,5966 -14,4263 -13,1005 -11,6544 -10,1973 -8,8537 -7,7413 -6,9805 -6,6594 -6,7622 -7,1566 -7,6631 -8,1319 -8,4728 -8,6439 -8,6336 -8,4668 -8,2221 -8,0172 -7,9641 -8,1434 -8,5918 -9,2865 -10,1635 -11,1693 -12,2827 -13,4839 -14,7285 -15,9755 -17,2180 -18,4530 -19,6427 -20,7427 -21,7514 -22,6939 -23,5769 -24,3817 -25,0962 -25,7342 -26,3121 -26,8218 -27,2382 -27,5369 -27,6964 -27,7045 -27,5783 -27,3706 -27,1426 -26,9455 -26,8317 -26,8589 -27,0575 -27,4132 -27,9000 -28,5103 -29,2319 -30,0113 -30,7710 -31,4650 -32,0886 -32,6298 -33,0457 -33,2996 -33,4017 -33,3999 -33,3474 -33,2895 -33,2555 -33,2451 -33,2260 -33,1618 -33,0468 -32,9021 -32,7455 -32,5883 -32,4459 -32,3105 -32,1134 -31,7449 -31,0943 -30,0550 -28,5340 -26,4998 -24,0301 -21,3273 -18,6874 -16,4286
Fz    2,9463 2,6733 2,4486 2,2247 1,9364 1,5501 1,1007 0,6767 0,3625 0,1895 0,1291 0,1238 0,1363 0,1821 0,3138 0,5648 0,9044 1,2481 1,5008 1,5904 1,4860 1,1998 0,7628 0,2038 -0,4405 -1,1105 -1,7324 -2,2408 -2,6108 -2,8720 -3,0719 -3,2255 -3,2952 -3,2074 -2,8976 -2,3627 -1,6745 -0,9382 -0,2455 0,3394 0,7774 1,0537 1,1717 1,1381 0,9584 0,6548 0,2829 -0,0792 -0,3527 -0,4742 -0,4082 -0,1618 0,2130 0,6366 1,0294 1,3386 1,5522 1,6879 1,7654 1,7917 1,7721 1,7232 1,6604 1,5805 1,4741 1,3483 1,2243 1,1139 1,0088 0,8905 0,7428 0,5587 0,3410 0,1059 -0,1126 -0,2712 -0,3426 -0,3260 -0,2275 -0,0395 0,2500 0,6337 1,0751 1,5185 1,9137 2,2422 2,5209 2,7812 3,0450 3,3172 3,5865 3,8123 3,9148 3,8037 3,4379 2,8521 2,1251 1,3381 0,5547 -0,1925 -0,9066 -1,6166 -2,3693 -3,2235 -4,2303 -5,3960 -6,6568 -7,9030 -9,0357 -10,0040 -10,8033 -11,4530 -11,9755 -12,3915 -12,7232 -12,9870 -13,1905 -13,3481 -13,4939 -13,6611 -13,8528 -14,0397 -14,1845 -14,2668 -14,2863 -14,2445 -14,1308 -13,9328 -13,6491 -13,2875 -12,8616 -12,3881 -11,8806 -11,3434 -10,7626 -10,1040 -9,3300 -8,4225 -7,3833 -6,2202 -4,9468 -3,5965 -2,2280 -0,9092 0,3118 1,4232 2,4355 3,3532 4,1722 4,8994 5,5657 6,2180 6,8949 7,5966 8,2753 8,8590 9,2926 9,5573 9,6522 9,5740 9,3259 8,9348 8,4448 7,9039 7,3529 6,8146 6,3001 5,8248 5,4074 5,0519 4,7350 4,4154 4,0668 3,7062 3,3833 3,1425 3,0002 2,9482 2,9523 2,9412 2,8289 2,5671 2,1655 1,6636 1,0974 0,4889 -0,1404 -0,7465 -1,2666 -1,6555 -1,9066 -2,0398 -2,0821 -2,0518 -1,9481 -1,7569 -1,4780 -1,1477 -0,8284 -0,5861 -0,4759 -0,5225 -0,7059 -0,9766 -1,2851 -1,5998 -1,9027 -2,1804 -2,4318 -2,6756 -2,9305 -3,1885 -3,4226 -3,6132 -3,7581 -3,8652 -3,9440 -3,9976 -4,0168 -3,9746 -3,8285 -3,5492 -3,1504 -2,6733 -2,1500 -1,5936 -1,0123 -0,4282 0,1188 0,5922 0,9790 1,2835 1,5143 1,6870 1,8230 1,9341 2,0111 2,0310 1,9704 1,8085 1,5307 1,1478 0,7098 0,2884 -0,0662 -0,3598 -0,6386 -0,9497 -1,3349 -1,8377 -2,4807 -3,2372 -4,0435 -4,8347 -5,5672 -6,2270 -6,8228 -7,3717 -7,8906 -8,3990 -8,9170 -9,4596 -10,0358 -10,6498 -11,2969 -11,9505 -12,5432 -12,9752 -13,1576 -13,0515 -12,6844 -12,1452 -11,5546 -11,0205 -10,6059 -10,3212 -10,1345 -9,9901 -9,8358 -9,6487 -9,4300 -9,1728 -8,8530 -8,4526 -7,9759 -7,4454 -6,9022 -6,4000 -5,9744 -5,6142 -5,2734 -4,9227 -4,5873 -4,3348 -4,2329 -4,3143 -4,5653 -4,9318 -5,3362 -5,7025 -5,9791 -6,1563 -6,2729 -6,3922 -6,5586 -6,7800 -7,0483 -7,3561 -7,6903 -8,0120 -8,2552 -8,3614 -8,3172 -8,1515 -7,8996 -7,5769 -7,1855 -6,7287 -6,2113 -5,6438 -5,0532 -4,4807 -3,9666 -3,5328 -3,1750 -2,8722 -2,6072 -2,3843 -2,2325 -2,1844 -2,2419 -2,3679 -2,5123 -2,6341 -2,7053 -2,7253 -2,7359 -2,8034 -2,9813 -3,2865 -3,7016 -4,1890 -4,6972 -5,1543 -5,4753 -5,5924 -5,4800 -5,1538 -4,6575 -4,0554 -3,4309 -2,8725 -2,4416 -2,1464 -1,9500 -1,8030 -1,6779 -1,5870 -1,5667 -1,6442 -1,8157 -2,0468 -2,2847 -2,4771 -2,5899 -2,6064 -2,5024 -2,2400 -1,8078 -1,2556 -0,6687 -0,1166 0,3716 0,8068 1,2204 1,6365 2,0669 2,5255 3,0234 3,5419 4,0147 4,3487 4,4682 4,3393 3,9551 3,3218 2,4742 1,4880 0,4586 -0,5337 -1,4342 -2,2024 -2,8073 -3,2333 -3,4759 -3,5362 -3,4253 -3,1675 -2,7916 -2,3198 -1,7738 -1,1967 -0,6463 -0,1519 0,2982 0,7155 1,0738 1,3151 1,3803 1,2392 0,9008 0,4044 -0,1990 -0,8688 -1,5843 -2,3263 -3,0596 -3,7433 -4,3423 -4,8228 -5,1541 -5,3245 -5,3476 -5,2477 -5,0406 -4,7310 -4,3288 -3,8566 -3,3424 -2,8069 -2,2532 -1,6716 -1,0589 -0,4346 0,1573 0,6483 0,9425 0,9386 0,5816 -0,1009 -1,0051 -1,9931 -2,9443 -3,7732 -4,4099 -4,7904 -4,8741 -4,6590 -4,1848 -3,5264 -2,7793 -2,0408 -1,3922 -0,8801 -0,5107 -0,2688 -0,1313 -0,0606 -0,0076 0,0576 0,1077 0,0627 -0,1447 -0,5164 -1,0074 -1,5661 -2,1449 -2,6971 -3,1882 -3,6071 -3,9651 -4,2780 -4,5511 -4,7867 -5,0010 -5,2308 -5,5204 -5,9019 -6,3810 -6,9474 -7,5968 -8,3341 -9,1505 -10,0067 -10,8439 -11,6115 -12,2889 -12,8783 -13,3772 -13,7673 -14,0311 -14,1729 -14,2207 -14,2065 -14,1458 -14,0378 -13,8863 -13,7136 -13,5488 -13,3990 -13,2397 -13,0304 -12,7285 -12,2943 -11,7052 -10,9654 -10,1040 -9,1710 -8,2286 -7,3369 -6,5401 -5,8539 -5,2538 -4,6788 -4,0558 -3,3362 -2,5237 -1,6709 -0,8508 -0,1322 0,4193 0,7460 0,8256 0,6958 0,4430 0,1653 -0,0614 -0,1949 -0,2249 -0,1749 -0,1025 -0,0774 -0,1469 -0,3219 -0,5856 -0,9015 -1,2307 -1,5606 -1,9116 -2,3107 -2,7663 -3,2738 -3,8290 -4,4228 -5,0292 -5,6140 -6,1555 -6,6511 -7,1103 -7,5490 -7,9854 -8,4338 -8,8906 -9,3289 -9,7118 -10,0120 -10,2166 -10,3203 -10,3287 -10,2638 -10,1559 -10,0350 -9,9353 -9,8952 -9,9388 -10,0677 -10,2754 -10,5606 -10,9167 -11,3130 -11,7027 -12,0527 -12,3545 -12,6055 -12,7944 -12,9081 -12,9449 -12,9195 -12,8633 -12,8228 -12,8392 -12,9197 -13,0284 -13,1103 -13,1315 -13,0956 -13,0296 -12,9658 -12,9335 -12,9379 -12,9425 -12,8869 -12,7149 -12,3746 -11,8145 -11,0099 -9,9973 -8,8772 -7,7822 -6,8405
F3    3,1890 2,8416 2,5448 2,2711 1,9605 1,5688 1,1133 0,6694 0,3221 0,1166 0,0426 0,0552 0,1171 0,2305 0,4324 0,7455 1,1300 1,4921 1,7324 1,7837 1,6261 1,2819 0,7895 0,1831 -0,4967 -1,1884 -1,8173 -2,3200 -2,6792 -2,9334 -3,1355 -3,3016 -3,3960 -3,3480 -3,0909 -2,6104 -1,9609 -1,2307 -0,5000 0,1677 0,7192 1,1125 1,3197 1,3257 1,1327 0,7769 0,3360 -0,0933 -0,4259 -0,6018 -0,5905 -0,3982 -0,0693 0,3263 0,7165 1,0516 1,3170 1,5242 1,6853 1,8025 1,8794 1,9268 1,9457 1,9174 1,8227 1,6682 1,4852 1,3010 1,1197 0,9266 0,7011 0,4281 0,1066 -0,2440 -0,5812 -0,8505 -1,0144 -1,0673 -1,0172 -0,8602 -0,5816 -0,1768 0,3300 0,8848 1,4259 1,9159 2,3533 2,7575 3,1459 3,5244 3,8849 4,1875 4,3473 4,2666 3,9007 3,2861 2,5062 1,6479 0,7790 -0,0692 -0,9054 -1,7591 -2,6671 -3,6740 -4,8219 -6,1169 -7,5054 -8,8949 -10,1984 -11,3592 -12,3492 -13,1600 -13,7963 -14,2764 -14,6292 -14,8799 -15,0438 -15,1480 -15,2429 -15,3748 -15,5506 -15,7353 -15,8800 -15,9529 -15,9497 -15,8749 -15,7191 -15,4623 -15,0941 -14,6236 -14,0759 -13,4808 -12,8614 -12,2251 -11,5536 -10,8076 -9,9544 -8,9869 -7,9115 -6,7299 -5,4447 -4,0788 -2,6833 -1,3206 -0,0353 1,1622 2,2790 3,3125 4,2490 5,0837 5,8368 6,5535 7,2847 8,0512 8,8189 9,5119 10,0558 10,4058 10,5385 10,4386 10,1150 9,6209 9,0387 8,4434 7,8753 7,3377 6,8181 6,3140 5,8354 5,3868 4,9512 4,4998 4,0278 3,5759 3,2058 2,9569 2,8349 2,8264 2,8968 2,9693 2,9408 2,7394 2,3539 1,8131 1,1587 0,4362 -0,3014 -0,9886 -1,5602 -1,9796 -2,2503 -2,3991 -2,4543 -2,4296 -2,3160 -2,0937 -1,7661 -1,3806 -1,0110 -0,7275 -0,5797 -0,5821 -0,7101 -0,9195 -1,1749 -1,4580 -1,7597 -2,0711 -2,3944 -2,7485 -3,1417 -3,5450 -3,9137 -4,2288 -4,5026 -4,7556 -4,9927 -5,1980 -5,3422 -5,3886 -5,2952 -5,0371 -4,6285 -4,1072 -3,5052 -2,8446 -2,1504 -1,4623 -0,8254 -0,2646 0,2235 0,6494 1,0130 1,3136 1,5571 1,7427 1,8465 1,8333 1,6832 1,3994 1,0008 0,5244 0,0310 -0,4079 -0,7490 -1,0155 -1,2815 -1,6197 -2,0823 -2,7045 -3,4884 -4,3863 -5,3247 -6,2418 -7,1009 -7,8867 -8,6017 -9,2590 -9,8728 -10,4535 -11,0069 -11,5383 -12,0621 -12,6019 -13,1756 -13,7705 -14,3209 -14,7203 -14,8728 -14,7386 -14,3492 -13,7968 -13,1992 -12,6572 -12,2249 -11,9041 -11,6585 -11,4365 -11,1960 -10,9237 -10,6242 -10,2893 -9,8935 -9,4185 -8,8674 -8,2623 -7,6500 -7,0972 -6,6512 -6,3011 -5,9916 -5,6839 -5,3956 -5,1831 -5,1003 -5,1747 -5,4040 -5,7562 -6,1716 -6,5781 -6,9143 -7,1511 -7,3078 -7,4417 -7,6079 -7,8330 -8,1215 -8,4660 -8,8399 -9,1831 -9,4139 -9,4733 -9,3608 -9,1243 -8,8150 -8,4555 -8,0458 -7,5803 -7,0511 -6,4595 -5,8331 -5,2229 -4,6781 -4,2209 -3,8416 -3,5125 -3,2084 -2,9253 -2,6899 -2,5414 -2,4968 -2,5365 -2,6236 -2,7210 -2,7957 -2,8352 -2,8669 -2,9440 -3,1080 -3,3698 -3,7192 -4,1390 -4,5995 -5,0427 -5,3878 -5,5621 -5,5255 -5,2735 -4,8315 -4,2541 -3,6238 -3,0344 -2,5557 -2,2047 -1,9523 -1,7543 -1,5883 -1,4705 -1,4361 -1,5051 -1,6693 -1,8972 -2,1449 -2,3670 -2,5277 -2,5994 -2,5459 -2,3224 -1,9151 -1,3723 -0,7783 -0,2009 0,3303 0,8202 1,2897 1,7516 2,2070 2,6602 3,1199 3,5794 3,9971 4,3023 4,4270 4,3311 3,9951 3,4106 2,5971 1,6155 0,5510 -0,5144 -1,5096 -2,3713 -3,0549 -3,5416 -3,8273 -3,9111 -3,8014 -3,5241 -3,1157 -2,6090 -2,0341 -1,4348 -0,8625 -0,3406 0,1413 0,5848 0,9513 1,1736 1,1928 0,9918 0,6032 0,0891 -0,4874 -1,0912 -1,7251 -2,4076 -3,1425 -3,9118 -4,6766 -5,3715 -5,9201 -6,2679 -6,3994 -6,3267 -6,0714 -5,6618 -5,1392 -4,5542 -3,9511 -3,3529 -2,7558 -2,1430 -1,5074 -0,8698 -0,2805 0,1826 0,4179 0,3284 -0,1289 -0,9136 -1,9084 -2,9633 -3,9514 -4,7905 -5,4212 -5,7925 -5,8693 -5,6425 -5,1362 -4,4177 -3,5870 -2,7511 -1,9988 -1,3801 -0,9014 -0,5468 -0,2961 -0,1186 0,0246 0,1501 0,2172 0,1408 -0,1418 -0,6243 -1,2518 -1,9579 -2,6771 -3,3487 -3,9311 -4,4133 -4,8091 -5,1326 -5,3813 -5,5506 -5,6635 -5,7788 -5,9665 -6,2768 -6,7262 -7,3096 -8,0170 -8,8336 -9,7275 -10,6506 -11,5530 -12,3949 -13,1535 -13,8163 -14,3639 -14,7686 -15,0125 -15,1056 -15,0869 -15,0051 -14,8935 -14,7637 -14,6251 -14,4987 -14,4002 -14,3133 -14,1902 -13,9776 -13,6309 -13,1154 -12,4184 -11,5595 -10,5846 -9,5561 -8,5413 -7,6007 -6,7751 -6,0726 -5,4605 -4,8728 -4,2379 -3,5146 -2,7147 -1,8933 -1,1172 -0,4473 0,0554 0,3381 0,3917 0,2685 0,0586 -0,1508 -0,2984 -0,3511 -0,3016 -0,1764 -0,0387 0,0379 0,0054 -0,1510 -0,4257 -0,7964 -1,2346 -1,7228 -2,2575 -2,8306 -3,4203 -4,0075 -4,5901 -5,1688 -5,7317 -6,2670 -6,7802 -7,2850 -7,7884 -8,2895 -8,7837 -9,2653 -9,7227 -10,1336 -10,4728 -10,7249 -10,8876 -10,9669 -10,9783 -10,9461 -10,8912 -10,8242 -10,7595 -10,7274 -10,7609 -10,8812 -11,0998 -11,4249 -11,8532 -12,3531 -12,8661 -13,3355 -13,7240 -14,0084 -14,1749 -14,2262 -14,1864 -14,0944 -13,9948 -13,9342 -13,9464 -14,0300 -14,1385 -14,2063 -14,1938 -14,1078 -13,9862 -13,8748 -13,8079 -13,7841 -13,7550 -13,6487 -13,4013 -12,9618 -12,2959 -11,4031 -10,3319 -9,1765 -8,0571 -7,0928
F7    3,5610 3,2465 2,9447 2,6232 2,2359 1,7605 1,2275 0,7111 0,2915 0,0186 -0,1045 -0,1074 -0,0235 0,1353 0,3814 0,7212 1,1199 1,5048 1,7987 1,9452 1,9224 1,7426 1,4291 0,9939 0,4456 -0,1877 -0,8543 -1,4955 -2,0707 -2,5682 -2,9847 -3,3000 -3,4721 -3,4445 -3,1739 -2,6773 -2,0491 -1,4147 -0,8657 -0,4383 -0,1312 0,0705 0,1775 0,1881 0,0966 -0,0821 -0,2971 -0,4775 -0,5612 -0,5125 -0,3294 -0,0446 0,2884 0,6157 0,8946 1,1018 1,2450 1,3586 1,4774 1,6169 1,7739 1,9293 2,0485 2,0890 2,0203 1,8434 1,5940 1,3139 1,0226 0,7183 0,3953 0,0540 -0,2943 -0,6269 -0,9189 -1,1568 -1,3437 -1,4859 -1,5713 -1,5604 -1,4080 -1,0906 -0,6206 -0,0479 0,5566 1,1343 1,6601 2,1332 2,5607 2,9527 3,3158 3,6267 3,8076 3,7517 3,3949 2,7561 1,9142 0,9680 0,0086 -0,9092 -1,7805 -2,6352 -3,5182 -4,4822 -5,5755 -6,8124 -8,1503 -9,5036 -10,7818 -11,9215 -12,8976 -13,7180 -14,4096 -15,0017 -15,5110 -15,9286 -16,2327 -16,4252 -16,5517 -16,6734 -16,8228 -16,9872 -17,1299 -17,2232 -17,2628 -17,2469 -17,1531 -16,9485 -16,6171 -16,1687 -15,6280 -15,0197 -14,3636 -13,6701 -12,9295 -12,1150 -11,2068 -10,2070 -9,1236 -7,9553 -6,6995 -5,3683 -3,9964 -2,6328 -1,3187 -0,0715 1,1010 2,1761 3,1231 3,9345 4,6404 5,2966 5,9577 6,6484 7,3410 7,9639 8,4437 8,7405 8,8418 8,7424 8,4526 8,0254 7,5516 7,1133 6,7408 6,4069 6,0576 5,6495 5,1693 4,6281 4,0463 3,4478 2,8692 2,3644 1,9866 1,7651 1,7018 1,7801 1,9561 2,1437 2,2352 2,1584 1,9051 1,5029 0,9799 0,3602 -0,3176 -0,9922 -1,5972 -2,0933 -2,4743 -2,7439 -2,8980 -2,9282 -2,8263 -2,5912 -2,2469 -1,8543 -1,4900 -1,2129 -1,0523 -1,0063 -1,0455 -1,1334 -1,2580 -1,4405 -1,7073 -2,0633 -2,5024 -3,0261 -3,6270 -4,2633 -4,8748 -5,4229 -5,9020 -6,3206 -6,6840 -6,9938 -7,2439 -7,4064 -7,4279 -7,2566 -6,8766 -6,3091 -5,5973 -4,8011 -3,9886 -3,2200 -2,5322 -1,9314 -1,4021 -0,9293 -0,5078 -0,1351 0,1882 0,4502 0,6290 0,7033 0,6643 0,5130 0,2536 -0,1007 -0,5148 -0,9345 -1,3168 -1,6631 -2,0134 -2,4136 -2,9024 -3,5142 -4,2675 -5,1464 -6,1054 -7,0876 -8,0391 -8,9217 -9,7259 -10,4663 -11,1620 -11,8242 -12,4580 -13,0692 -13,6679 -14,2684 -14,8829 -15,5018 -16,0603 -16,4431 -16,5420 -16,3182 -15,8264 -15,1964 -14,5750 -14,0628 -13,6882 -13,4226 -13,2148 -13,0144 -12,7854 -12,5167 -12,2132 -11,8688 -11,4620 -10,9823 -10,4408 -9,8587 -9,2642 -8,6998 -8,1996 -7,7535 -7,3173 -6,8689 -6,4412 -6,1031 -5,9219 -5,9422 -6,1767 -6,5963 -7,1274 -7,6723 -8,1412 -8,4805 -8,6955 -8,8464 -9,0072 -9,2247 -9,5125 -9,8658 -10,2592 -10,6302 -10,8889 -10,9680 -10,8600 -10,6062 -10,2597 -9,8622 -9,4433 -9,0143 -8,5582 -8,0512 -7,5016 -6,9532 -6,4461 -5,9842 -5,5404 -5,0884 -4,6271 -4,1847 -3,8069 -3,5333 -3,3742 -3,3077 -3,2954 -3,2941 -3,2628 -3,1892 -3,1165 -3,1247 -3,2759 -3,5812 -4,0111 -4,5188 -5,0459 -5,5198 -5,8640 -6,0175 -5,9468 -5,6535 -5,1781 -4,5921 -3,9781 -3,4079 -2,9227 -2,5202 -2,1658 -1,8212 -1,4754 -1,1589 -0,9262 -0,8202 -0,8527 -1,0121 -1,2737 -1,5972 -1,9241 -2,1839 -2,3005 -2,2097 -1,8949 -1,4057 -0,8279 -0,2339 0,3379 0,8778 1,3899 1,8798 2,3589 2,8484 3,3617 3,8799 4,3459 4,6822 4,8202 4,7145 4,3384 3,6862 2,7900 1,7245 0,5835 -0,5468 -1,5949 -2,5018 -3,2290 -3,7604 -4,0878 -4,2025 -4,1075 -3,8317 -3,4210 -2,9173 -2,3572 -1,7883 -1,2630 -0,8040 -0,4003 -0,0467 0,2218 0,3359 0,2294 -0,1124 -0,6386 -1,2596 -1,8891 -2,4829 -3,0544 -3,6451 -4,2788 -4,9437 -5,5976 -6,1772 -6,6224 -6,8965 -6,9850 -6,8860 -6,6104 -6,1894 -5,6739 -5,1182 -4,5594 -4,0077 -3,4501 -2,8699 -2,2659 -1,6631 -1,1165 -0,7125 -0,5644 -0,7782 -1,3920 -2,3407 -3,4796 -4,6434 -5,6983 -6,5509 -7,1238 -7,3481 -7,1864 -6,6551 -5,8268 -4,8157 -3,7476 -2,7273 -1,8231 -1,0649 -0,4549 0,0044 0,3017 0,4388 0,4454 0,3593 0,1846 -0,1209 -0,5991 -1,2450 -2,0108 -2,8334 -3,6528 -4,4173 -5,0867 -5,6368 -6,0636 -6,3737 -6,5712 -6,6678 -6,7050 -6,7551 -6,8940 -7,1759 -7,6261 -8,2442 -9,0083 -9,8747 -10,7842 -11,6796 -12,5220 -13,2923 -13,9877 -14,6088 -15,1406 -15,5532 -15,8237 -15,9536 -15,9655 -15,8877 -15,7419 -15,5484 -15,3424 -15,1724 -15,0651 -14,9967 -14,9046 -14,7224 -14,3963 -13,8887 -13,1948 -12,3531 -11,4283 -10,4864 -9,5759 -8,7203 -7,9295 -7,2058 -6,5354 -5,8835 -5,2086 -4,4875 -3,7355 -3,0027 -2,3477 -1,8194 -1,4562 -1,2823 -1,2886 -1,4278 -1,6361 -1,8588 -2,0577 -2,2020 -2,2653 -2,2417 -2,1625 -2,0840 -2,0604 -2,1341 -2,3348 -2,6713 -3,1348 -3,7123 -4,3847 -5,1120 -5,8364 -6,5112 -7,1216 -7,6735 -8,1742 -8,6369 -9,0854 -9,5363 -9,9796 -10,3868 -10,7372 -11,0385 -11,3119 -11,5618 -11,7669 -11,9052 -11,9758 -11,9975 -11,9928 -11,9774 -11,9568 -11,9327 -11,9194 -11,9515 -12,0665 -12,2864 -12,6196 -13,0684 -13,6189 -14,2218 -14,8029 -15,2978 -15,6711 -15,9085 -16,0108 -15,9999 -15,9224 -15,8368 -15,7935 -15,8182 -15,9004 -15,9926 -16,0275 -15,9520 -15,7611 -15,4987 -15,2243 -14,9852 -14,8056 -14,6766 -14,5510 -14,3609 -14,0418 -13,5400 -12,8176 -11,8698 -10,7400 -9,5203 -8,3392 -7,3382
