Fp1   -0,6711 -0,7295 -0,7921 -0,8418 -0,8509 -0,7976 -0,6949 -0,5812 -0,4817 -0,4052 -0,3705 -0,3981 -0,4734 -0,5381 -0,5210 -0,3779 -0,1117 0,2401 0,6315 1,0183 1,3423 1,5312 1,5376 1,3695 1,0739 0,7159 0,3697 0,0980 -0,0711 -0,1472 -0,1615 -0,1392 -0,0833 0,0222 0,1940 0,4182 0,6304 0,7417 0,7005 0,5325 0,3138 0,0990 -0,1145 -0,3468 -0,5746 -0,7262 -0,7347 -0,5854 -0,3083 0,0491 0,4260 0,7404 0,9073 0,8829 0,6920 0,4133 0,1530 0,0175 0,0704 0,3002 0,6287 0,9512 1,1850 1,2977 1,3126 1,3018 1,3597 1,5608 1,9225 2,3846 2,8193 3,0997 3,1824 3,1118 2,9491 2,7286 2,4684 2,1948 1,9609 1,8407 1,8903 2,1133 2,4600 2,8496 3,2033 3,4705 3,6361 3,7066 3,6871 3,5838 3,4335 3,3006 3,2294 3,2203 3,2506 3,3041 3,3860 3,5131 3,6692 3,7775 3,7382 3,5028 3,1087 2,6466 2,1923 1,7749 1,3990 1,0766 0,8335 0,6822 0,5888 0,4821 0,3045 0,0445 -0,2687 -0,5915 -0,8937 -1,1696 -1,4268 -1,6672 -1,8678 -1,9723 -1,9156 -1,6681 -1,2521 -0,7344 -0,2143 0,2165 0,5351 0,7910 1,0539 1,3833 1,8239 2,3814 2,9964 3,5616 3,9773 4,1997 4,2483 4,1882 4,1064 4,0737 4,1070 4,1769 4,2498 4,3140 4,3767 4,4582 4,5777 4,7311 4,8867 5,0096 5,0900 5,1473 5,2063 5,2765 5,3589 5,4466 5,5152 5,5359 5,5006 5,4354 5,4008 5,4647 5,6483 5,8867 6,0456 5,9967 5,6968 5,2058 4,6535 4,1939 3,9432 3,9206 4,0508 4,2282 4,3780 4,4644 4,4680 4,3766 4,1854 3,8965 3,5268 3,1117 2,6849 2,2625 1,8595 1,5133 1,2889 1,2541 1,4263 1,7403 2,0847 2,3619 2,4972 2,4171 2,0636 1,4476 0,6722 -0,1112 -0,7770 -1,2693 -1,5947 -1,7915 -1,8942 -1,9084 -1,8148 -1,5983 -1,2692 -0,8503 -0,3489 0,2465 0,9323 1,6545 2,3235 2,8675 3,2598 3,4975 3,5819 3,5311 3,3926 3,2180 3,0341 2,8493 2,6799 2,5671 2,5653 2,6924 2,8882 3,0387 3,0516 2,9053 2,6387 2,3217 2,0299 1,8138 1,6843 1,6292 1,6242 1,6203 1,5561 1,4238 1,3228 1,4128 1,8032 2,4891 3,3549 4,2229 4,9196 5,3247 5,3898 5,1398 4,6572 4,0524 3,4415 2,9459 2,6809 2,7092 2,9957 3,4233 3,8639 4,2366 4,5073 4,6725 4,7666 4,8479 4,9411 5,0081 4,9861 4,8227 4,4756 3,9142 3,1429 2,2322 1,3203 0,5631 0,0656 -0,1511 -0,1334 0,0428 0,3058 0,6037 0,9056 1,1942 1,4481 1,6401 1,7593 1,8161 1,8199 1,7744 1,6860 1,5583 1,3835 1,1578 0,8987 0,6388 0,4034 0,1979 0,0097 -0,1944 -0,4585 -0,8018 -1,1990 -1,5954 -1,9232 -2,1071 -2,0818 -1,8145 -1,3108 -0,6148 0,1804 0,9493 1,5843 2,0307 2,2776 2,3377 2,2416 2,0423 1,8141 1,6318 1,5414 1,5459 1,6050 1,6610 1,6903 1,7175 1,7657 1,8163 1,8310 1,7940 1,7184 1,6147 1,4746 1,2974 1,1171 0,9790 0,8842 0,7738 0,5739 0,2414 -0,2324 -0,8346 -1,5230 -2,2178 -2,8305 -3,2900 -3,5343 -3,5067 -3,1769 -2,5713 -1,7833 -0,9446 -0,1702 0,4793 0,9847 1,3335 1,5246 1,6078 1,6779 1,7993 1,9488 2,0626 2,1359 2,2455 2,4813 2,8824 3,4141 3,9695 4,4095 4,6297 4,6167 4,4496 4,2444 4,0890 4,0075 3,9546 3,8439 3,5986 3,1808 2,5910 1,8694 1,1009 0,3891 -0,1774 -0,5306 -0,6155 -0,4120 0,0353 0,6272 1,2482 1,8034 2,2560 2,6284 2,9435 3,1880 3,3470 3,4302 3,4446 3,3756 3,2163 2,9993 2,7863 2,6407 2,6048 2,6770 2,8161 2,9900 3,2082 3,5023 3,8982 4,4027 4,9860 5,5770 6,0984 6,4981 6,7347 6,7494 6,4904 5,9786 5,3225 4,6601 4,0986 3,6874 3,4078 3,2007 3,0234 2,8712 2,7481 2,6468 2,5602 2,4879 2,4311 2,4052 2,4400 2,5530 2,7282 2,9227 3,0889 3,1976 3,2463 3,2553 3,2639 3,3236 3,4743 3,7054 3,9310 4,0224 3,8881 3,5315 3,0438 2,5580 2,1905 1,9934 1,9519 2,0271 2,1951 2,4468 2,7619 3,0931 3,3807 3,5811 3,6715 3,6380 3,4794 3,2291 2,9533 2,7131 2,5402 2,4411 2,3982 2,3751 2,3431 2,3000 2,2625 2,2486 2,2700 2,3369 2,4562 2,6133 2,7632 2,8545 2,8597 2,7768 2,6175 2,3972 2,1191 1,7656 1,3253 0,8257 0,3301 -0,0873 -0,3659 -0,4759 -0,4183 -0,2087 0,1202 0,5084 0,8911 1,2375 1,5592 1,8733 2,1654 2,4033 2,5811 2,7249 2,8595 2,9945 3,1440 3,3375 3,6010 3,9342 4,3166 4,7257 5,1331 5,4926 5,7452 5,8380 5,7531 5,5440 5,3365 5,2636 5,3856 5,6660 6,0128 6,3305 6,5390 6,5618 6,3224 5,7885 5,0201 4,1487 3,3073 2,6020 2,1181 1,8986 1,9067 2,0344 2,1640 2,2286 2,2227 2,1794 2,1483 2,1729 2,2810 2,4923 2,8011 3,1416 3,4078 3,5284 3,5151 3,4335 3,3301 3,2007 3,0229 2,7887 2,4938 2,1242 1,6752 1,1791 0,7025 0,3095 0,0278 -0,1479 -0,2267 -0,2000 -0,0445 0,2612 0,7261 1,3366 2,0476 2,7868 3,4707 4,0245 4,4038 4,6107 4,6803 4,6504 4,5463 4,3839 4,1746 3,9192 3,5949 3,1645 2,6191 2,0155 1,4632 1,0648 0,8751 0,9114 1,1752 1,6497 2,2919 3,0269 3,7441 4,3199 4,6604 4,7286 4,5440 4,1623 3,6532
Fz    -1,5515 -1,4798 -1,3911 -1,2794 -1,1192 -0,8963 -0,6417 -0,4211 -0,2890 -0,2685 -0,3639 -0,5480 -0,7434 -0,8497 -0,7947 -0,5612 -0,1814 0,2866 0,7779 1,2243 1,5531 1,6976 1,6251 1,3537 0,9367 0,4531 0,0015 -0,3294 -0,4946 -0,4956 -0,3573 -0,1016 0,2569 0,6971 1,1762 1,6192 1,9233 1,9995 1,8259 1,4640 1,0186 0,5688 0,1331 -0,3001 -0,7187 -1,0725 -1,3083 -1,4063 -1,3777 -1,2504 -1,0742 -0,9217 -0,8505 -0,8588 -0,8864 -0,8552 -0,6999 -0,3812 0,1009 0,7053 1,3642 1,9991 2,5375 2,9300 3,1612 3,2577 3,2829 3,3063 3,3649 3,4376 3,4554 3,3670 3,2068 3,0766 3,0557 3,1473 3,2996 3,4552 3,5930 3,7404 3,9496 4,2608 4,6778 5,1552 5,6140 5,9863 6,2475 6,4073 6,4763 6,4579 6,3762 6,2810 6,2115 6,1750 6,1595 6,1466 6,1177 6,0568 5,9395 5,7218 5,3594 4,8444 4,2291 3,6089 3,0659 2,6248 2,2690 1,9831 1,7731 1,6431 1,5558 1,4377 1,2322 0,9385 0,6032 0,2827 0,0086 -0,2207 -0,4245 -0,6171 -0,7863 -0,8845 -0,8544 -0,6636 -0,3141 0,1675 0,7346 1,3396 1,9607 2,5966 3,2488 3,9321 4,6784 5,4956 6,3256 7,0519 7,5522 7,7601 7,6916 7,4340 7,1148 6,8510 6,6953 6,6255 6,5887 6,5492 6,5039 6,4771 6,5022 6,5929 6,7362 6,9097 7,1023 7,3212 7,5833 7,9035 8,2893 8,7255 9,1638 9,5460 9,8378 10,0357 10,1600 10,2447 10,3098 10,3275 10,2249 9,9318 9,4378 8,8161 8,2005 7,7297 7,4832 7,4508 7,5528 7,6900 7,7874 7,7968 7,6792 7,4074 6,9771 6,4058 5,7347 5,0245 4,3245 3,6500 3,0076 2,4298 1,9766 1,7005 1,5989 1,6009 1,6133 1,5764 1,4619 1,2310 0,8284 0,2317 -0,5078 -1,2836 -1,9933 -2,5783 -3,0176 -3,3010 -3,4183 -3,3626 -3,1336 -2,7467 -2,2426 -1,6760 -1,0872 -0,4905 0,1122 0,7078 1,2631 1,7487 2,1644 2,5277 2,8395 3,0820 3,2523 3,3698 3,4506 3,4966 3,5118 3,5306 3,6133 3,7897 4,0136 4,1816 4,1973 4,0246 3,6995 3,3051 2,9288 2,6194 2,3753 2,1663 1,9566 1,7103 1,4031 1,0652 0,8147 0,8089 1,1420 1,7899 2,6302 3,4978 4,2451 4,7735 5,0353 5,0286 4,7959 4,4101 3,9553 3,5255 3,2208 3,1098 3,1845 3,3690 3,5794 3,7724 3,9349 4,0581 4,1505 4,2428 4,3456 4,4289 4,4511 4,3703 4,1309 3,6771 2,9957 2,1557 1,3055 0,6111 0,1732 -0,0092 -0,0024 0,1217 0,3118 0,5334 0,7570 0,9459 1,0498 1,0312 0,9041 0,7199 0,5175 0,3078 0,0870 -0,1606 -0,4573 -0,8123 -1,2089 -1,6107 -1,9777 -2,2734 -2,4771 -2,6109 -2,7388 -2,9171 -3,1509 -3,3982 -3,5930 -3,6591 -3,5248 -3,1473 -2,5286 -1,7168 -0,8046 0,0916 0,8766 1,4955 1,9073 2,0754 2,0013 1,7518 1,4403 1,1767 1,0272 1,0005 1,0561 1,1364 1,2141 1,3009 1,4051 1,4984 1,5330 1,4847 1,3710 1,2274 1,0801 0,9448 0,8358 0,7530 0,6566 0,4750 0,1494 -0,3332 -0,9477 -1,6590 -2,4295 -3,2090 -3,9353 -4,5323 -4,9022 -4,9482 -4,6252 -3,9671 -3,0779 -2,0982 -1,1596 -0,3489 0,2913 0,7416 1,0112 1,1681 1,3253 1,5655 1,8800 2,2026 2,5014 2,8246 3,2599 3,8571 4,5765 5,2975 5,8785 6,2246 6,3313 6,2861 6,2181 6,2299 6,3426 6,4758 6,4906 6,2614 5,7223 4,8797 3,8148 2,6718 1,6115 0,7558 0,1655 -0,1429 -0,1837 -0,0015 0,3379 0,7574 1,1796 1,5640 1,9254 2,2893 2,6504 2,9832 3,2568 3,4320 3,4690 3,3541 3,1218 2,8556 2,6670 2,6521 2,8402 3,1865 3,6267 4,1249 4,6743 5,2810 5,9500 6,6619 7,3703 8,0263 8,5913 9,0164 9,2250 9,1446 8,7757 8,2166 7,6059 7,0485 6,5794 6,1719 5,7816 5,3910 5,0161 4,6814 4,4039 4,1980 4,0686 4,0000 3,9723 3,9808 4,0246 4,0865 4,1302 4,1185 4,0335 3,8701 3,6316 3,3483 3,0827 2,9004 2,8286 2,8325 2,8301 2,7503 2,5819 2,3762 2,2208 2,1981 2,3407 2,6182 2,9679 3,3396 3,7128 4,0824 4,4308 4,7242 4,9310 5,0270 4,9905 4,8198 4,5567 4,2757 4,0392 3,8750 3,7806 3,7290 3,6813 3,6092 3,5081 3,3914 3,2725 3,1496 3,0124 2,8608 2,6987 2,5155 2,2943 2,0326 1,7382 1,4208 1,0954 0,7740 0,4505 0,1113 -0,2430 -0,5983 -0,9331 -1,2203 -1,4329 -1,5455 -1,5291 -1,3650 -1,0612 -0,6432 -0,1346 0,4476 1,0784 1,7093 2,2904 2,8117 3,3046 3,7996 4,3042 4,8160 5,3346 5,8510 6,3382 6,7642 7,1116 7,3765 7,5587 7,6573 7,6620 7,5568 7,3552 7,1316 6,9960 7,0283 7,2374 7,5728 7,9538 8,2871 8,4621 8,3544 7,8829 7,0761 6,0600 4,9911 4,0231 3,2919 2,8706 2,7322 2,7699 2,8628 2,9352 2,9705 2,9881 3,0212 3,0972 3,2293 3,4257 3,6745 3,9050 4,0055 3,9092 3,6564 3,3561 3,0899 2,8684 2,6671 2,4654 2,2460 1,9948 1,7142 1,4296 1,1833 1,0151 0,9380 0,9305 0,9545 0,9895 1,0537 1,1919 1,4438 1,8221 2,3053 2,8512 3,4228 3,9983 4,5655 5,1117 5,6058 5,9898 6,2007 6,2017 6,0013 5,6460 5,1820 4,6294 4,0081 3,3805 2,8453 2,4861 2,3359 2,3892 2,6310 3,0438 3,5969 4,2302 4,8467 5,3343 5,6040 5,6117 5,3636 4,9120 4,3394
F3    -1,7469 -1,7244 -1,6661 -1,5474 -1,3387 -1,0304 -0,6637 -0,3204 -0,0763 0,0212 -0,0491 -0,2606 -0,5218 -0,7200 -0,7779 -0,6683 -0,4017 -0,0079 0,4740 0,9881 1,4502 1,7616 1,8559 1,7287 1,4236 1,0155 0,5961 0,2413 -0,0128 -0,1597 -0,1984 -0,1216 0,0753 0,3811 0,7639 1,1603 1,4696 1,5897 1,4814 1,1964 0,8337 0,4616 0,0856 -0,3085 -0,6986 -1,0248 -1,2344 -1,3157 -1,2865 -1,1721 -1,0077 -0,8458 -0,7356 -0,6895 -0,6800 -0,6681 -0,6190 -0,4955 -0,2659 0,0757 0,5014 0,9611 1,4022 1,7847 2,0912 2,3372 2,5643 2,8093 3,0706 3,2912 3,3766 3,2645 2,9931 2,6790 2,4189 2,2325 2,0904 1,9705 1,8945 1,9208 2,1011 2,4472 2,9249 3,4589 3,9557 4,3438 4,5987 4,7311 4,7562 4,6899 4,5724 4,4623 4,3944 4,3672 4,3699 4,3968 4,4435 4,4980 4,5244 4,4547 4,2158 3,7763 3,1808 2,5368 1,9485 1,4648 1,0881 0,8112 0,6311 0,5271 0,4345 0,2641 -0,0396 -0,4655 -0,9521 -1,4268 -1,8387 -2,1671 -2,4137 -2,5917 -2,7062 -2,7298 -2,6119 -2,3182 -1,8601 -1,2963 -0,7108 -0,1606 0,3633 0,9100 1,5205 2,2248 3,0468 3,9727 4,9226 5,7689 6,3865 6,6995 6,7047 6,4722 6,1235 5,7786 5,4988 5,2799 5,1008 4,9641 4,8959 4,9295 5,0873 5,3619 5,7141 6,0871 6,4235 6,6847 6,8573 6,9514 6,9969 7,0241 7,0437 7,0594 7,0920 7,1734 7,3300 7,5728 7,8792 8,1703 8,3183 8,2109 7,8284 7,2640 6,6778 6,2246 5,9892 5,9605 6,0573 6,1856 6,2852 6,3251 6,2733 6,0935 5,7602 5,2695 4,6503 3,9638 3,2707 2,6016 1,9733 1,4201 1,0004 0,7711 0,7397 0,8403 0,9728 1,0633 1,0689 0,9396 0,6157 0,0857 -0,5694 -1,2079 -1,7063 -2,0109 -2,1329 -2,1131 -1,9883 -1,7745 -1,4749 -1,1007 -0,6848 -0,2651 0,1477 0,5810 1,0730 1,6342 2,2358 2,8364 3,4093 3,9395 4,4042 4,7761 5,0477 5,2276 5,3150 5,3034 5,2106 5,1004 5,0573 5,1199 5,2398 5,3104 5,2401 5,0080 4,6643 4,2949 3,9762 3,7371 3,5580 3,4024 3,2344 3,0107 2,6936 2,3057 1,9715 1,8698 2,1207 2,7181 3,5448 4,4281 5,1996 5,7345 5,9663 5,8923 5,5683 5,0854 4,5489 4,0752 3,7781 3,7263 3,9052 4,2301 4,6077 4,9812 5,3178 5,5819 5,7516 5,8321 5,8253 5,7185 5,5108 5,2062 4,7775 4,1710 3,3614 2,4058 1,4458 0,6475 0,1191 -0,1281 -0,1526 -0,0284 0,1912 0,4753 0,8017 1,1377 1,4275 1,6156 1,6922 1,6913 1,6452 1,5658 1,4523 1,2927 1,0735 0,8007 0,5093 0,2467 0,0448 -0,0950 -0,2068 -0,3616 -0,6410 -1,0736 -1,6017 -2,1175 -2,5156 -2,7067 -2,6192 -2,2168 -1,5150 -0,5838 0,4561 1,4600 2,3071 2,9226 3,2573 3,2821 3,0186 2,5567 2,0302 1,5641 1,2326 1,0512 0,9908 1,0049 1,0696 1,1941 1,3785 1,5800 1,7313 1,7850 1,7341 1,5947 1,3843 1,1279 0,8707 0,6549 0,4748 0,2698 -0,0298 -0,4594 -1,0167 -1,6790 -2,4017 -3,1125 -3,7316 -4,1853 -4,3959 -4,2907 -3,8375 -3,0738 -2,1112 -1,1053 -0,1995 0,5210 1,0329 1,3469 1,5005 1,5771 1,6901 1,9097 2,2067 2,4910 2,7122 2,9121 3,1882 3,6179 4,1978 4,8368 5,4036 5,7923 5,9748 6,0107 6,0100 6,0768 6,2528 6,4842 6,6494 6,6215 6,3145 5,7045 4,8440 3,8574 2,8965 2,0848 1,4954 1,1640 1,0966 1,2626 1,6030 2,0488 2,5337 3,0191 3,5032 3,9798 4,4083 4,7409 4,9472 5,0075 4,9122 4,6790 4,3619 4,0414 3,8095 3,7440 3,8724 4,1606 4,5508 5,0038 5,5084 6,0731 6,7055 7,3789 8,0326 8,6096 9,0764 9,3993 9,5195 9,3814 9,0001 8,4781 7,9411 7,4677 7,0649 6,6802 6,2515 5,7729 5,3050 4,9183 4,6451 4,4873 4,4304 4,4441 4,4996 4,5892 4,7151 4,8650 5,0006 5,0703 5,0329 4,8716 4,6026 4,2830 3,9977 3,8256 3,8016 3,8873 3,9816 3,9813 3,8421 3,5959 3,3306 3,1409 3,0723 3,1090 3,2181 3,3885 3,6281 3,9418 4,3133 4,7043 5,0649 5,3382 5,4695 5,4347 5,2670 5,0392 4,8148 4,6215 4,4635 4,3322 4,2123 4,0975 4,0013 3,9479 3,9490 3,9912 4,0499 4,1062 4,1392 4,1146 4,0023 3,7969 3,5119 3,1688 2,7986 2,4282 2,0593 1,6775 1,2841 0,9057 0,5833 0,3580 0,2526 0,2702 0,4122 0,6785 1,0499 1,4927 1,9812 2,5062 3,0530 3,5756 4,0178 4,3600 4,6263 4,8493 5,0534 5,2700 5,5393 5,8824 6,2802 6,6932 7,0914 7,4517 7,7421 7,9202 7,9408 7,7810 7,4892 7,1984 7,0623 7,1637 7,4818 7,9249 8,3738 8,7045 8,7931 8,5316 7,8876 6,9556 5,9205 4,9662 4,2310 3,8051 3,7070 3,8627 4,1332 4,3770 4,5074 4,5126 4,4405 4,3641 4,3374 4,3787 4,4934 4,6735 4,8628 4,9681 4,9322 4,7876 4,6188 4,4757 4,3428 4,1837 3,9805 3,7294 3,4270 3,0802 2,7210 2,4036 2,1717 2,0253 1,9241 1,8293 1,7491 1,7437 1,8848 2,2140 2,7275 3,3781 4,0919 4,7978 5,4402 5,9817 6,4109 6,7284 6,9154 6,9301 6,7390 6,3503 5,8143 5,1819 4,4789 3,7343 3,0242 2,4644 2,1463 2,0885 2,2541 2,5973 3,0804 3,6634 4,2922 4,8921 5,3798 5,6818 5,7463 5,5644 5,1849 4,6966
F7    -0,6218 -0,6029 -0,5658 -0,5049 -0,4131 -0,2887 -0,1560 -0,0565 -0,0127 -0,0241 -0,0914 -0,2132 -0,3632 -0,4938 -0,5579 -0,5216 -0,3710 -0,1151 0,2183 0,5872 0,9303 1,1729 1,2633 1,2004 1,0194 0,7727 0,5196 0,3073 0,1579 0,0694 0,0265 0,0164 0,0363 0,0924 0,1894 0,3077 0,3905 0,3734 0,2390 0,0432 -0,1233 -0,2111 -0,2441 -0,2782 -0,3449 -0,4363 -0,5263 -0,5917 -0,6159 -0,5883 -0,5192 -0,4489 -0,4269 -0,4770 -0,5865 -0,7177 -0,8186 -0,8315 -0,7149 -0,4666 -0,1295 0,2239 0,5276 0,7526 0,9139 1,0623 1,2583 1,5379 1,8877 2,2385 2,4866 2,5574 2,4637 2,2857 2,0964 1,9225 1,7627 1,6175 1,5098 1,4841 1,5783 1,7968 2,1064 2,4497 2,7668 3,0160 3,1794 3,2522 3,2342 3,1394 3,0152 2,9229 2,8900 2,8970 2,9115 2,9217 2,9424 2,9971 3,0807 3,1355 3,0754 2,8421 2,4491 1,9745 1,5053 1,0864 0,7230 0,4169 0,1863 0,0441 -0,0394 -0,1334 -0,2992 -0,5542 -0,8729 -1,2122 -1,5384 -1,8331 -2,0874 -2,3027 -2,4805 -2,5957 -2,5932 -2,4259 -2,0932 -1,6530 -1,2057 -0,8448 -0,5991 -0,4283 -0,2648 -0,0438 0,2872 0,7488 1,3075 1,8781 2,3611 2,6896 2,8508 2,8812 2,8463 2,8041 2,7707 2,7238 2,6403 2,5237 2,4052 2,3328 2,3500 2,4698 2,6690 2,9041 3,1310 3,3187 3,4522 3,5355 3,5950 3,6616 3,7405 3,8133 3,8663 3,9093 3,9754 4,1022 4,2990 4,5175 4,6572 4,6174 4,3670 3,9702 3,5557 3,2559 3,1490 3,2283 3,4137 3,6011 3,7187 3,7397 3,6583 3,4728 3,1857 2,8049 2,3541 1,8765 1,4102 0,9668 0,5508 0,1918 -0,0461 -0,0932 0,0670 0,3653 0,6862 0,9354 1,0595 1,0221 0,7946 0,3833 -0,1466 -0,6895 -1,1477 -1,4700 -1,6546 -1,7277 -1,7152 -1,6248 -1,4513 -1,2036 -0,9178 -0,6324 -0,3451 -0,0056 0,4407 0,9964 1,6014 2,1720 2,6421 2,9729 3,1471 3,1781 3,1168 3,0261 2,9443 2,8768 2,8191 2,7889 2,8272 2,9494 3,1030 3,1897 3,1316 2,9141 2,5793 2,1992 1,8472 1,5656 1,3525 1,1848 1,0415 0,8981 0,7244 0,5274 0,3940 0,4524 0,7782 1,3434 2,0376 2,7191 3,2612 3,5759 3,6219 3,4102 3,0048 2,5092 2,0418 1,7110 1,5932 1,7083 2,0091 2,4041 2,8059 3,1599 3,4365 3,6257 3,7509 3,8541 3,9463 3,9922 3,9430 3,7581 3,3981 2,8329 2,0742 1,2041 0,3606 -0,3199 -0,7615 -0,9622 -0,9687 -0,8427 -0,6373 -0,3876 -0,1161 0,1553 0,3965 0,5811 0,7057 0,7788 0,7953 0,7405 0,6096 0,4065 0,1393 -0,1710 -0,4862 -0,7634 -0,9736 -1,1118 -1,1995 -1,2846 -1,4242 -1,6457 -1,9210 -2,1841 -2,3688 -2,4234 -2,3121 -2,0189 -1,5508 -0,9462 -0,2841 0,3350 0,8338 1,1779 1,3575 1,3757 1,2614 1,0756 0,8968 0,7883 0,7700 0,8169 0,8782 0,9068 0,8928 0,8637 0,8426 0,8155 0,7479 0,6201 0,4380 0,2180 -0,0262 -0,2767 -0,4967 -0,6457 -0,7227 -0,7813 -0,8930 -1,1053 -1,4341 -1,8743 -2,3937 -2,9279 -3,4019 -3,7481 -3,9012 -3,8036 -3,4270 -2,7925 -1,9807 -1,1159 -0,3225 0,3170 0,7676 1,0178 1,0799 1,0174 0,9377 0,9216 0,9677 1,0242 1,0764 1,1780 1,3977 1,7560 2,2074 2,6611 3,0211 3,2281 3,2880 3,2658 3,2470 3,2980 3,4343 3,6041 3,7065 3,6418 3,3515 2,8280 2,1175 1,3146 0,5335 -0,1269 -0,5893 -0,7937 -0,7184 -0,4041 0,0653 0,5993 1,1191 1,5771 1,9663 2,2929 2,5466 2,7119 2,7808 2,7443 2,5960 2,3547 2,0710 1,8043 1,6038 1,5042 1,5114 1,5983 1,7355 1,9237 2,1948 2,5930 3,1424 3,8138 4,5324 5,2212 5,8269 6,2990 6,5639 6,5523 6,2668 5,7998 5,2724 4,7704 4,3245 3,9162 3,5113 3,1013 2,7070 2,3509 2,0426 1,7872 1,5863 1,4349 1,3351 1,3049 1,3649 1,5214 1,7556 2,0213 2,2581 2,4141 2,4701 2,4506 2,4062 2,3816 2,3875 2,3889 2,3231 2,1487 1,8811 1,5897 1,3690 1,2945 1,3777 1,5611 1,7669 1,9494 2,1080 2,2614 2,4167 2,5648 2,6911 2,7737 2,7791 2,6790 2,4795 2,2264 1,9789 1,7876 1,6844 1,6672 1,6996 1,7386 1,7622 1,7729 1,7840 1,8094 1,8656 1,9684 2,1116 2,2541 2,3447 2,3573 2,2921 2,1605 1,9759 1,7360 1,4162 0,9956 0,4928 -0,0279 -0,4780 -0,7790 -0,8955 -0,8370 -0,6361 -0,3375 0,0042 0,3437 0,6677 0,9876 1,3021 1,5721 1,7514 1,8394 1,8857 1,9468 2,0560 2,2283 2,4722 2,7855 3,1431 3,5042 3,8342 4,1058 4,2889 4,3553 4,2910 4,1034 3,8359 3,5753 3,4219 3,4367 3,6197 3,9322 4,3174 4,6974 4,9648 4,9996 4,7302 4,1925 3,5137 2,8375 2,2828 1,9358 1,8277 1,9102 2,0734 2,2050 2,2464 2,2056 2,1291 2,0683 2,0580 2,1141 2,2437 2,4326 2,6235 2,7403 2,7510 2,6937 2,6284 2,5645 2,4538 2,2495 1,9495 1,5854 1,1885 0,7771 0,3665 -0,0153 -0,3322 -0,5620 -0,7077 -0,7861 -0,8032 -0,7424 -0,5801 -0,3051 0,0767 0,5460 1,0750 1,6294 2,1660 2,6376 3,0081 3,2580 3,3744 3,3467 3,1749 2,8840 2,5137 2,0838 1,5833 1,0117 0,4264 -0,0675 -0,3815 -0,4870 -0,3970 -0,1309 0,2924 0,8419 1,4619 2,0670 2,5604 2,8650 2,9381 2,7762 2,4197 1,9446
