Fp1   -2,7389 -2,7534 -2,6845 -2,5525 -2,3768 -2,1880 -2,0257 -1,9196 -1,8734 -1,8648 -1,8530 -1,7994 -1,6893 -1,5340 -1,3577 -1,1908 -1,0592 -0,9675 -0,8954 -0,8052 -0,6515 -0,3908 0,0035 0,5242 1,1237 1,7248 2,2475 2,6322 2,8420 2,8586 2,6868 2,3635 1,9583 1,5578 1,2352 1,0259 0,9210 0,8795 0,8545 0,8163 0,7645 0,7195 0,7040 0,7310 0,8005 0,8954 0,9856 1,0508 1,0997 1,1647 1,2786 1,4493 1,6452 1,8015 1,8517 1,7583 1,5154 1,1290 0,6044 -0,0505 -0,8146 -1,6422 -2,4645 -3,2135 -3,8479 -4,3542 -4,7269 -4,9545 -5,0244 -4,9393 -4,7270 -4,4362 -4,1226 -3,8315 -3,5821 -3,3656 -3,1665 -2,9839 -2,8305 -2,7176 -2,6498 -2,6285 -2,6590 -2,7543 -2,9311 -3,1941 -3,5145 -3,8249 -4,0412 -4,0952 -3,9584 -3,6478 -3,2138 -2,7324 -2,3041 -2,0335 -1,9944 -2,2069 -2,6350 -3,2007 -3,8105 -4,3793 -4,8441 -5,1717 -5,3679 -5,4805 -5,5837 -5,7445 -6,0037 -6,3912 -6,9391 -7,6675 -8,5619 -9,5590 -10,5466 -11,3844 -11,9385 -12,1261 -11,9513 -11,4999 -10,8852 -10,1869 -9,4269 -8,5891 -7,6525 -6,6131 -5,4874 -4,2976 -3,0598 -1,7900 -0,5141 0,7405 1,9534 3,1049 4,1720 5,1389 6,0008 6,7575 7,4175 8,0017 8,5236 8,9694 9,3027 9,4869 9,5052 9,3745 9,1433 8,8696 8,5997 8,3577 8,1351 7,8882 7,5634 7,1341 6,6142 6,0351 5,4185 4,7698 4,0878 3,3776 2,6615 1,9750 1,3636 0,8848 0,5871 0,4671 0,4538 0,4533 0,4102 0,3225 0,2036 0,0502 -0,1540 -0,4171 -0,7180 -1,0013 -1,1993 -1,2616 -1,1747 -0,9582 -0,6404 -0,2464 0,1915 0,6331 1,0536 1,4591 1,8762 2,3298 2,8231 3,3242 3,7672 4,0807 4,2259 4,2118 4,0764 3,8543 3,5552 3,1668 2,6776 2,1024 1,4885 0,8902 0,3318 -0,1989 -0,7245 -1,2539 -1,7766 -2,2670 -2,6898 -3,0094 -3,1953 -3,2311 -3,1345 -2,9668 -2,8045 -2,6995 -2,6616 -2,6665 -2,6803 -2,6838 -2,6779 -2,6755 -2,6931 -2,7361 -2,7806 -2,7741 -2,6599 -2,3995 -1,9796 -1,4240 -0,8024 -0,2122 0,2595 0,5646 0,7058 0,7191 0,6360 0,4741 0,2561 0,0061 -0,2726 -0,5922 -0,9498 -1,3205 -1,6807 -2,0215 -2,3319 -2,5811 -2,7291 -2,7565 -2,6829 -2,5560 -2,4355 -2,3871 -2,4629 -2,6708 -2,9714 -3,3050 -3,6150 -3,8557 -3,9984 -4,0389 -3,9985 -3,9155 -3,8322 -3,7853 -3,7987 -3,8704 -3,9698 -4,0547 -4,0934 -4,0764 -4,0128 -3,9209 -3,8211 -3,7317 -3,6692 -3,6418 -3,6323 -3,5991 -3,4946 -3,2805 -2,9372 -2,4713 -1,9135 -1,3069 -0,6992 -0,1376 0,3425 0,7278 1,0304 1,2884 1,5541 1,8611 2,2026 2,5419 2,8439 3,1011 3,3403 3,6062 3,9279 4,2861 4,6085 4,7956 4,7653 4,4938 4,0221 3,4252 2,7779 2,1519 1,6293 1,2936 1,1923 1,3138 1,6017 1,9868 2,4110 2,8351 3,2315 3,5749 3,8364 3,9833 3,9947 3,8863 3,7197 3,5792 3,5366 3,6264 3,8376 4,1171 4,3898 4,5909 4,6924 4,7084 4,6823 4,6619 4,6692 4,6889 4,6821 4,6074 4,4361 4,1601 3,7992 3,4036 3,0397 2,7693 2,6322 2,6377 2,7773 3,0418 3,4166 3,8653 4,3240 4,7127 4,9629 5,0476 4,9857 4,8127 4,5559 4,2353 3,8680 3,4660 3,0342 2,5750 2,1015 1,6491 1,2671 0,9894 0,8201 0,7390 0,7136 0,7084 0,6924 0,6521 0,6050 0,5867 0,6171 0,6892 0,7861 0,9002 1,0358 1,1963 1,3685 1,5175 1,5981 1,5747 1,4410 1,2273 0,9881 0,7859 0,6737 0,6740 0,7671 0,9067 1,0464 1,1535 1,2067 1,1980 1,1432 1,0789 1,0359 1,0243 1,0501 1,1378 1,3233 1,6224 2,0042 2,3933 2,7084 2,9131 3,0390 3,1506 3,2794 3,4005 3,4774 3,5049 3,4974 3,4581 3,3681 3,1993 2,9483 2,6582 2,3985 2,2231 2,1460 2,1496 2,2136 2,3342 2,5206 2,7756 3,0747 3,3670 3,6103 3,7998 3,9513 4,0662 4,1345 4,1652 4,1938 4,2472 4,3109 4,3393 4,2856 4,1306 3,9057 3,6928 3,5865 3,6454 3,8757 4,2438 4,6906 5,1489 5,5634 5,9084 6,1884 6,4166 6,5885 6,6796 6,6719 6,5805 6,4582 6,3707 6,3562 6,4002 6,4534 6,4725 6,4421 6,3621 6,2327 6,0576 5,8485 5,6229 5,4045 5,2120 5,0353 4,8327 4,5510 4,1460 3,6039 2,9514 2,2365 1,5028 0,7810 0,0940 -0,5385 -1,1017 -1,5881 -1,9961 -2,3342 -2,6188 -2,8473 -2,9765 -2,9390 -2,6802 -2,1873 -1,4945 -0,6647 0,2382 1,1653 2,0852 2,9888 3,8974 4,8550 5,9033 7,0568 8,2928 9,5572 10,7839 11,9170 12,9229 13,7861 14,5064 15,0929 15,5525 15,8817 16,0694 16,1119 16,0246 15,8353 15,5687 15,2469 14,9014 14,5722 14,2891 14,0568 13,8564 13,6444 13,3514 12,9099 12,2982 11,5496 10,7220 9,8683 9,0181 8,1733 7,3240 6,4685 5,6131 4,7711 3,9737 3,2643 2,6652 2,1563 1,6933 1,2499 0,8498 0,5552 0,4151 0,4251 0,5366 0,6955 0,8732 1,0791 1,3602 1,7882 2,4237 3,2684 4,2467 5,2403 6,1353 6,8368 7,2685 7,3913 7,2188 6,8034 6,2121 5,5183 4,8015 4,1379 3,5813 3,1533 2,8483 2,6407 2,4834 2,3186 2,1059 1,8410 1,5398 1,2104 0,8415 0,4129 -0,0891 -0,6639 -1,2965 -1,9687 -2,6646 -3,3551 -3,9811 -4,4688 -4,7745 -4,9059 -4,9036 -4,8096 -4,6452 -4,4054 -4,0710 -3,6383 -3,1437 -2,6629 -2,2793
Fz    -0,3316 -0,2111 -0,1454 -0,1511 -0,2270 -0,3608 -0,5356 -0,7308 -0,9250 -1,0989 -1,2375 -1,3364 -1,4121 -1,4967 -1,6156 -1,7700 -1,9370 -2,0780 -2,1497 -2,1154 -1,9536 -1,6602 -1,2478 -0,7475 -0,2081 0,3116 0,7583 1,0989 1,3239 1,4430 1,4768 1,4450 1,3623 1,2456 1,1175 0,9982 0,8980 0,8237 0,7845 0,7908 0,8489 0,9559 1,0930 1,2289 1,3339 1,3881 1,3798 1,3086 1,1945 1,0729 0,9742 0,9073 0,8536 0,7738 0,6250 0,3759 0,0060 -0,5018 -1,1581 -1,9559 -2,8630 -3,8262 -4,7893 -5,7119 -6,5751 -7,3721 -8,0962 -8,7358 -9,2762 -9,7013 -9,9950 -10,1430 -10,1402 -9,9932 -9,7152 -9,3266 -8,8641 -8,3793 -7,9195 -7,5131 -7,1730 -6,9020 -6,6923 -6,5255 -6,3787 -6,2322 -6,0702 -5,8816 -5,6604 -5,4069 -5,1309 -4,8545 -4,6067 -4,4211 -4,3350 -4,3771 -4,5537 -4,8482 -5,2301 -5,6639 -6,1133 -6,5458 -6,9375 -7,2797 -7,5841 -7,8825 -8,2167 -8,6232 -9,1216 -9,7164 -10,4012 -11,1618 -11,9739 -12,7916 -13,5395 -14,1232 -14,4545 -14,4792 -14,1942 -13,6441 -12,9008 -12,0347 -11,0971 -10,1203 -9,1259 -8,1289 -7,1340 -6,1281 -5,0786 -3,9428 -2,6840 -1,2873 0,2249 1,7861 3,3056 4,7046 5,9376 6,9886 7,8583 8,5507 9,0638 9,3852 9,4968 9,3834 9,0464 8,5138 7,8410 7,1002 6,3709 5,7288 5,2225 4,8595 4,6135 4,4430 4,3033 4,1570 3,9826 3,7775 3,5518 3,3202 3,0969 2,8955 2,7291 2,6142 2,5691 2,6028 2,7019 2,8374 2,9870 3,1430 3,3006 3,4490 3,5771 3,6826 3,7769 3,8849 4,0340 4,2391 4,4935 4,7760 5,0665 5,3533 5,6306 5,9015 6,1780 6,4726 6,7920 7,1361 7,4954 7,8484 8,1620 8,3991 8,5301 8,5407 8,4254 8,1733 7,7677 7,2010 6,4847 5,6490 4,7370 3,7879 2,8239 1,8559 0,8992 -0,0269 -0,9074 -1,7279 -2,4638 -3,0835 -3,5615 -3,8896 -4,0850 -4,1894 -4,2503 -4,2994 -4,3462 -4,3852 -4,4110 -4,4303 -4,4609 -4,5201 -4,6132 -4,7247 -4,8137 -4,8259 -4,7149 -4,4572 -4,0555 -3,5421 -2,9809 -2,4507 -2,0134 -1,6931 -1,4822 -1,3611 -1,3134 -1,3238 -1,3726 -1,4403 -1,5127 -1,5818 -1,6411 -1,6796 -1,6841 -1,6466 -1,5646 -1,4349 -1,2555 -1,0393 -0,8191 -0,6345 -0,5163 -0,4833 -0,5430 -0,6832 -0,8685 -1,0571 -1,2218 -1,3586 -1,4822 -1,6135 -1,7728 -1,9767 -2,2324 -2,5326 -2,8552 -3,1676 -3,4338 -3,6247 -3,7263 -3,7414 -3,6864 -3,5850 -3,4580 -3,3110 -3,1368 -2,9283 -2,6829 -2,3963 -2,0614 -1,6751 -1,2459 -0,7952 -0,3490 0,0728 0,4601 0,8111 1,1272 1,4060 1,6393 1,8212 1,9511 2,0287 2,0559 2,0500 2,0492 2,1017 2,2426 2,4758 2,7681 3,0573 3,2725 3,3577 3,2888 3,0781 2,7657 2,4037 2,0426 1,7262 1,4987 1,4053 1,4768 1,7189 2,1175 2,6483 3,2806 3,9779 4,6995 5,4040 6,0540 6,6174 7,0710 7,4097 7,6521 7,8297 7,9686 8,0805 8,1601 8,1828 8,1146 7,9342 7,6492 7,2934 6,9162 6,5661 6,2734 6,0394 5,8369 5,6178 5,3324 4,9496 4,4682 3,9170 3,3478 2,8209 2,3866 2,0746 1,8961 1,8464 1,9022 2,0259 2,1719 2,2932 2,3574 2,3610 2,3252 2,2751 2,2281 2,1962 2,1821 2,1705 2,1287 2,0227 1,8365 1,5833 1,2982 1,0183 0,7652 0,5393 0,3265 0,1086 -0,1292 -0,3913 -0,6616 -0,9067 -1,0946 -1,2082 -1,2427 -1,2003 -1,0876 -0,9104 -0,6705 -0,3692 -0,0146 0,3764 0,7791 1,1664 1,5157 1,8125 2,0481 2,2147 2,3018 2,2983 2,2025 2,0297 1,8077 1,5676 1,3406 1,1545 1,0280 0,9667 0,9714 1,0477 1,2048 1,4428 1,7395 2,0510 2,3288 2,5413 2,6856 2,7773 2,8258 2,8287 2,7944 2,7556 2,7456 2,7692 2,7970 2,7847 2,6993 2,5377 2,3285 2,1200 1,9657 1,9155 2,0092 2,2690 2,6912 3,2420 3,8613 4,4732 5,0044 5,4038 5,6515 5,7536 5,7330 5,6257 5,4787 5,3419 5,2535 5,2260 5,2353 5,2313 5,1698 5,0401 4,8643 4,6819 4,5376 4,4709 4,5049 4,6422 4,8656 5,1459 5,4557 5,7753 6,0879 6,3781 6,6334 6,8469 7,0198 7,1626 7,2886 7,4082 7,5295 7,6619 7,8177 8,0053 8,2167 8,4237 8,5869 8,6687 8,6456 8,5145 8,2929 8,0115 7,6990 7,3661 7,0047 6,6025 6,1518 5,6490 5,0913 4,4791 3,8232 3,1484 2,4865 1,8623 1,2831 0,7415 0,2380 -0,2000 -0,5253 -0,6961 -0,6883 -0,4929 -0,1099 0,4529 1,1750 2,0201 2,9412 3,8985 4,8710 5,8500 6,8272 7,7962 8,7598 9,7262 10,6982 11,6675 12,6137 13,5060 14,3069 14,9805 15,5053 15,8767 16,1021 16,1999 16,2000 16,1347 16,0294 15,9024 15,7644 15,6131 15,4340 15,2073 14,9100 14,5191 14,0264 13,4454 12,7989 12,1078 11,3916 10,6690 9,9608 9,2943 8,7014 8,2048 7,8098 7,5138 7,3144 7,1979 7,1287 7,0579 6,9482 6,7935 6,6178 6,4498 6,3039 6,1836 6,0936 6,0410 6,0327 6,0754 6,1835 6,3759 6,6592 7,0139 7,3984 7,7615 8,0455 8,1873 8,1331 7,8598 7,3840 6,7565 6,0522 5,3511 4,7159 4,1839 3,7693 3,4657 3,2467 3,0721 2,9022 2,7106 2,4836 2,2091 1,8747 1,4774 1,0286 0,5461 0,0449 -0,4645 -0,9766 -1,4889 -1,9911 -2,4533 -2,8341 -3,1063 -3,2646 -3,3140 -3,2636 -3,1301 -2,9296 -2,6709 -2,3606 -2,0132 -1,6492 -1,2867
F3    -1,0656 -0,9194 -0,7980 -0,7218 -0,6959 -0,7190 -0,7870 -0,8881 -1,0013 -1,1029 -1,1734 -1,2056 -1,2132 -1,2247 -1,2653 -1,3436 -1,4487 -1,5510 -1,6092 -1,5861 -1,4621 -1,2353 -0,9142 -0,5162 -0,0696 0,3874 0,8127 1,1688 1,4288 1,5791 1,6183 1,5538 1,4038 1,2028 0,9942 0,8139 0,6828 0,6106 0,6021 0,6561 0,7658 0,9181 1,0894 1,2454 1,3517 1,3822 1,3225 1,1773 0,9777 0,7720 0,6003 0,4756 0,3816 0,2851 0,1554 -0,0275 -0,2789 -0,6186 -1,0666 -1,6282 -2,2812 -2,9799 -3,6767 -4,3432 -4,9703 -5,5554 -6,0929 -6,5730 -6,9832 -7,3110 -7,5464 -7,6825 -7,7169 -7,6494 -7,4798 -7,2149 -6,8845 -6,5419 -6,2394 -6,0053 -5,8450 -5,7513 -5,7079 -5,6910 -5,6757 -5,6411 -5,5703 -5,4522 -5,2831 -5,0694 -4,8301 -4,5958 -4,3975 -4,2627 -4,2186 -4,2858 -4,4645 -4,7316 -5,0521 -5,3885 -5,7049 -5,9694 -6,1619 -6,2823 -6,3575 -6,4405 -6,5953 -6,8724 -7,2927 -7,8529 -8,5359 -9,3155 -10,1533 -10,9912 -11,7481 -12,3299 -12,6501 -12,6541 -12,3403 -11,7617 -11,0013 -10,1395 -9,2341 -8,3197 -7,4144 -6,5239 -5,6439 -4,7606 -3,8489 -2,8748 -1,8066 -0,6298 0,6419 1,9612 3,2582 4,4675 5,5477 6,4807 7,2632 7,9012 8,4032 8,7689 8,9850 9,0340 8,9097 8,6299 8,2338 7,7748 7,3160 6,9218 6,6354 6,4600 6,3632 6,2941 6,2022 6,0507 5,8232 5,5219 5,1604 4,7593 4,3455 3,9461 3,5815 3,2677 3,0227 2,8582 2,7659 2,7204 2,6976 2,6807 2,6515 2,5886 2,4802 2,3350 2,1843 2,0749 2,0492 2,1247 2,2893 2,5159 2,7801 3,0648 3,3569 3,6510 3,9526 4,2723 4,6187 4,9925 5,3775 5,7365 6,0210 6,1884 6,2175 6,1143 5,9006 5,5969 5,2164 4,7673 4,2568 3,6942 3,0938 2,4651 1,8041 1,1027 0,3637 -0,3982 -1,1628 -1,9034 -2,5824 -3,1586 -3,6004 -3,8976 -4,0677 -4,1513 -4,1920 -4,2187 -4,2409 -4,2531 -4,2452 -4,2145 -4,1720 -4,1370 -4,1262 -4,1379 -4,1428 -4,0909 -3,9321 -3,6331 -3,1872 -2,6237 -2,0088 -1,4228 -0,9286 -0,5571 -0,3131 -0,1884 -0,1736 -0,2586 -0,4262 -0,6502 -0,9023 -1,1575 -1,3917 -1,5777 -1,6918 -1,7242 -1,6790 -1,5616 -1,3767 -1,1404 -0,8888 -0,6669 -0,5123 -0,4541 -0,5131 -0,6866 -0,9370 -1,2066 -1,4432 -1,6183 -1,7334 -1,8120 -1,8843 -1,9755 -2,0977 -2,2492 -2,4215 -2,6016 -2,7720 -2,9122 -3,0064 -3,0509 -3,0512 -3,0159 -2,9487 -2,8443 -2,6950 -2,5012 -2,2694 -2,0009 -1,6900 -1,3305 -0,9222 -0,4756 -0,0133 0,4351 0,8426 1,1965 1,5009 1,7656 1,9965 2,2008 2,3895 2,5657 2,7192 2,8405 2,9410 3,0560 3,2263 3,4762 3,7975 4,1486 4,4688 4,6988 4,7992 4,7597 4,5984 4,3502 4,0534 3,7435 3,4589 3,2401 3,1168 3,1007 3,1886 3,3691 3,6230 3,9245 4,2437 4,5535 4,8341 5,0704 5,2497 5,3712 5,4536 5,5255 5,6067 5,7014 5,8003 5,8815 5,9151 5,8793 5,7752 5,6284 5,4744 5,3401 5,2319 5,1356 5,0184 4,8339 4,5385 4,1131 3,5728 2,9634 2,3489 1,7940 1,3468 1,0327 0,8606 0,8248 0,9011 1,0496 1,2227 1,3751 1,4788 1,5354 1,5677 1,5959 1,6285 1,6662 1,7005 1,7097 1,6657 1,5491 1,3581 1,1097 0,8340 0,5622 0,3139 0,0942 -0,1025 -0,2860 -0,4665 -0,6485 -0,8209 -0,9585 -1,0389 -1,0547 -1,0120 -0,9235 -0,8035 -0,6597 -0,4908 -0,2952 -0,0783 0,1509 0,3847 0,6176 0,8445 1,0599 1,2544 1,4108 1,5075 1,5290 1,4738 1,3544 1,1932 1,0175 0,8565 0,7361 0,6696 0,6560 0,6881 0,7649 0,8923 1,0717 1,2838 1,4839 1,6195 1,6593 1,6115 1,5128 1,3965 1,2766 1,1650 1,0852 1,0565 1,0714 1,0944 1,0813 1,0017 0,8516 0,6532 0,4448 0,2702 0,1738 0,1960 0,3609 0,6653 1,0755 1,5317 1,9622 2,3075 2,5392 2,6579 2,6801 2,6320 2,5509 2,4839 2,4756 2,5548 2,7219 2,9418 3,1532 3,3027 3,3742 3,3881 3,3814 3,3927 3,4534 3,5829 3,7854 4,0482 4,3467 4,6566 4,9587 5,2332 5,4590 5,6203 5,7152 5,7612 5,7907 5,8339 5,9008 5,9796 6,0518 6,1092 6,1555 6,1901 6,1955 6,1423 6,0049 5,7765 5,4724 5,1235 4,7661 4,4280 4,1165 3,8217 3,5267 3,2114 2,8547 2,4409 1,9657 1,4403 0,8865 0,3263 -0,2275 -0,7722 -1,3078 -1,8209 -2,2753 -2,6209 -2,8124 -2,8204 -2,6304 -2,2399 -1,6581 -0,9113 -0,0434 0,8995 1,8912 2,9286 4,0135 5,1309 6,2493 7,3359 8,3701 9,3442 10,2544 11,0896 11,8307 12,4561 12,9459 13,2856 13,4669 13,4911 13,3774 13,1666 12,9073 12,6415 12,3999 12,1982 12,0273 11,8549 11,6402 11,3482 10,9546 10,4531 9,8560 9,1857 8,4676 7,7285 6,9904 6,2708 5,5931 4,9893 4,4847 4,0886 3,8027 3,6250 3,5380 3,5021 3,4657 3,3855 3,2464 3,0684 2,8869 2,7278 2,5986 2,4965 2,4183 2,3670 2,3558 2,4100 2,5581 2,8129 3,1564 3,5435 3,9171 4,2163 4,3790 4,3562 4,1317 3,7277 3,1951 2,6022 2,0199 1,5040 1,0840 0,7623 0,5199 0,3245 0,1405 -0,0603 -0,2898 -0,5460 -0,8277 -1,1463 -1,5163 -1,9382 -2,3946 -2,8609 -3,3154 -3,7480 -4,1602 -4,5507 -4,8995 -5,1731 -5,3468 -5,4153 -5,3822 -5,2553 -5,0472 -4,7709 -4,4354 -4,0497 -3,6307 -3,2014 -2,7864
F7    -2,0007 -1,7797 -1,5676 -1,3904 -1,2544 -1,1518 -1,0678 -0,9853 -0,8931 -0,7893 -0,6770 -0,5635 -0,4682 -0,4220 -0,4482 -0,5469 -0,6915 -0,8321 -0,9076 -0,8691 -0,7030 -0,4299 -0,0866 0,2871 0,6533 0,9782 1,2319 1,3931 1,4570 1,4379 1,3600 1,2442 1,1048 0,9571 0,8190 0,7056 0,6253 0,5800 0,5636 0,5630 0,5659 0,5687 0,5735 0,5811 0,5860 0,5702 0,5071 0,3818 0,2084 0,0220 -0,1501 -0,3049 -0,4572 -0,6257 -0,8200 -1,0355 -1,2596 -1,4840 -1,7143 -1,9662 -2,2488 -2,5545 -2,8698 -3,1891 -3,5162 -3,8535 -4,1947 -4,5258 -4,8288 -5,0850 -5,2803 -5,4055 -5,4518 -5,4082 -5,2674 -5,0406 -4,7709 -4,5239 -4,3574 -4,2988 -4,3469 -4,4819 -4,6699 -4,8681 -5,0339 -5,1346 -5,1526 -5,0872 -4,9513 -4,7626 -4,5443 -4,3291 -4,1494 -4,0257 -3,9675 -3,9753 -4,0404 -4,1492 -4,2916 -4,4604 -4,6442 -4,8220 -4,9651 -5,0467 -5,0607 -5,0357 -5,0289 -5,1038 -5,3092 -5,6700 -6,1818 -6,8133 -7,5189 -8,2480 -8,9457 -9,5511 -10,0008 -10,2419 -10,2492 -10,0325 -9,6266 -9,0731 -8,4086 -7,6623 -6,8622 -6,0397 -5,2252 -4,4359 -3,6674 -2,8960 -2,0887 -1,2146 -0,2605 0,7529 1,7732 2,7400 3,6089 4,3572 4,9779 5,4770 5,8717 6,1826 6,4242 6,5982 6,6940 6,6998 6,6151 6,4540 6,2458 6,0280 5,8266 5,6432 5,4626 5,2654 5,0352 4,7634 4,4525 4,1111 3,7463 3,3601 2,9535 2,5288 2,0918 1,6615 1,2741 0,9655 0,7490 0,6123 0,5341 0,4959 0,4816 0,4753 0,4666 0,4545 0,4482 0,4637 0,5138 0,5986 0,7059 0,8225 0,9421 1,0619 1,1817 1,3089 1,4564 1,6301 1,8256 2,0321 2,2334 2,4065 2,5222 2,5511 2,4789 2,3199 2,1115 1,8896 1,6691 1,4407 1,1830 0,8796 0,5286 0,1336 -0,3050 -0,7838 -1,2909 -1,8100 -2,3261 -2,8184 -3,2530 -3,5886 -3,7941 -3,8644 -3,8300 -3,7473 -3,6721 -3,6361 -3,6408 -3,6660 -3,6874 -3,6930 -3,6882 -3,6897 -3,7115 -3,7505 -3,7770 -3,7437 -3,6029 -3,3210 -2,8867 -2,3237 -1,6941 -1,0767 -0,5355 -0,1065 0,1954 0,3654 0,4005 0,3015 0,0826 -0,2240 -0,5752 -0,9261 -1,2347 -1,4606 -1,5696 -1,5472 -1,4060 -1,1771 -0,8983 -0,6088 -0,3476 -0,1423 0,0019 0,0937 0,1385 0,1410 0,1192 0,1016 0,1135 0,1671 0,2553 0,3541 0,4357 0,4832 0,4990 0,5008 0,5061 0,5239 0,5562 0,6058 0,6779 0,7748 0,8920 1,0196 1,1509 1,2904 1,4483 1,6287 1,8330 2,0661 2,3301 2,6162 2,9093 3,1952 3,4638 3,7087 3,9264 4,1191 4,2954 4,4615 4,6143 4,7465 4,8532 4,9302 4,9738 4,9890 4,9963 5,0281 5,1137 5,2689 5,4898 5,7516 6,0131 6,2276 6,3568 6,3837 6,3140 6,1657 5,9583 5,7083 5,4357 5,1645 4,9135 4,6905 4,4967 4,3295 4,1862 4,0693 3,9861 3,9431 3,9419 3,9728 4,0132 4,0407 4,0465 4,0344 4,0120 3,9883 3,9717 3,9608 3,9423 3,9004 3,8288 3,7338 3,6285 3,5255 3,4322 3,3497 3,2708 3,1756 3,0362 2,8325 2,5642 2,2538 1,9368 1,6469 1,4043 1,2166 1,0865 1,0119 0,9810 0,9752 0,9747 0,9638 0,9353 0,8966 0,8665 0,8655 0,9077 0,9964 1,1159 1,2291 1,2918 1,2760 1,1801 1,0246 0,8386 0,6445 0,4495 0,2501 0,0454 -0,1534 -0,3305 -0,4752 -0,5780 -0,6237 -0,6006 -0,5134 -0,3830 -0,2380 -0,1043 0,0049 0,0916 0,1626 0,2201 0,2630 0,2892 0,2970 0,2869 0,2654 0,2405 0,2107 0,1628 0,0827 -0,0330 -0,1728 -0,3132 -0,4237 -0,4709 -0,4262 -0,2775 -0,0387 0,2554 0,5654 0,8602 1,1214 1,3368 1,4905 1,5651 1,5576 1,4894 1,3934 1,2883 1,1740 1,0526 0,9403 0,8538 0,7906 0,7277 0,6361 0,4984 0,3165 0,1083 -0,0980 -0,2704 -0,3800 -0,4075 -0,3491 -0,2160 -0,0278 0,1904 0,4059 0,5829 0,6926 0,7229 0,6824 0,5956 0,4944 0,4104 0,3728 0,4091 0,5416 0,7737 1,0794 1,4141 1,7347 2,0118 2,2340 2,4095 2,5625 2,7249 2,9272 3,1833 3,4828 3,7968 4,0885 4,3229 4,4781 4,5541 4,5702 4,5549 4,5358 4,5304 4,5436 4,5714 4,6068 4,6449 4,6794 4,6906 4,6430 4,5008 4,2441 3,8784 3,4321 2,9438 2,4504 1,9792 1,5437 1,1452 0,7767 0,4257 0,0785 -0,2781 -0,6540 -1,0502 -1,4572 -1,8602 -2,2469 -2,6112 -2,9486 -3,2433 -3,4628 -3,5667 -3,5196 -3,2998 -2,9010 -2,3297 -1,6014 -0,7435 0,2008 1,1852 2,1818 3,1871 4,2038 5,2213 6,2149 7,1620 8,0519 8,8834 9,6530 10,3478 10,9486 11,4364 11,7966 12,0244 12,1265 12,1169 12,0191 11,8677 11,6980 11,5341 11,3864 11,2489 11,0967 10,8956 10,6170 10,2431 9,7704 9,2141 8,6007 7,9501 7,2684 6,5547 5,8121 5,0579 4,3260 3,6557 3,0736 2,5862 2,1911 1,8876 1,6719 1,5287 1,4322 1,3533 1,2767 1,2137 1,1932 1,2370 1,3463 1,5090 1,7146 1,9613 2,2544 2,6005 3,0012 3,4439 3,9003 4,3290 4,6839 4,9212 5,0059 4,9195 4,6665 4,2723 3,7754 3,2226 2,6606 2,1244 1,6342 1,1988 0,8170 0,4780 0,1664 -0,1330 -0,4348 -0,7509 -1,0882 -1,4515 -1,8423 -2,2548 -2,6708 -3,0612 -3,3956 -3,6576 -3,8512 -3,9916 -4,0908 -4,1559 -4,1972 -4,2247 -4,2354 -4,2142 -4,1488 -4,0356 -3,8767 -3,6763 -3,4399 -3,1754 -2,8961
