Fp1   0,4500 0,6918 0,8657 0,9826 1,0671 1,1424 1,2099 1,2439 1,1986 1,0284 0,7343 0,3964 0,1426 0,0694 0,1936 0,4629 0,7878 1,0642 1,1992 1,1641 1,0191 0,8729 0,8072 0,8231 0,8583 0,8433 0,7478 0,5808 0,3691 0,1368 -0,1021 -0,3421 -0,5935 -0,8766 -1,1877 -1,4806 -1,6790 -1,7145 -1,5867 -1,3814 -1,2093 -1,1339 -1,1561 -1,2380 -1,3200 -1,3558 -1,3346 -1,2689 -1,1668 -1,0257 -0,8393 -0,6117 -0,3685 -0,1574 -0,0333 -0,0484 -0,2296 -0,5512 -0,9271 -1,2481 -1,4475 -1,5312 -1,5571 -1,5910 -1,6692 -1,7847 -1,9024 -1,9904 -2,0331 -2,0236 -1,9448 -1,7597 -1,4381 -0,9969 -0,5152 -0,0984 0,1653 0,2281 0,0975 -0,1532 -0,3999 -0,5275 -0,4908 -0,3319 -0,1527 -0,0519 -0,0680 -0,1736 -0,3092 -0,4069 -0,3987 -0,2389 0,0655 0,4404 0,7668 0,9386 0,9096 0,6949 0,3468 -0,0780 -0,5525 -1,0779 -1,6559 -2,2677 -2,8804 -3,4566 -3,9681 -4,3905 -4,6834 -4,7941 -4,7125 -4,5051 -4,2772 -4,1119 -4,0326 -4,0011 -3,9501 -3,8323 -3,6339 -3,3500 -2,9788 -2,5459 -2,1226 -1,7983 -1,6336 -1,6412 -1,7950 -2,0314 -2,2644 -2,4199 -2,4593 -2,3706 -2,1485 -1,8033 -1,3804 -0,9521 -0,5814 -0,2933 -0,0709 0,1188 0,3070 0,5248 0,7965 1,1108 1,4115 1,6311 1,7450 1,7808 1,7831 1,7680 1,7169 1,6212 1,5120 1,4414 1,4430 1,5190 1,6610 1,8764 2,1884 2,5927 3,0194 3,3696 3,5960 3,7343 3,8500 3,9831 4,1449 4,3346 4,5372 4,7170 4,8549 4,9805 5,1381 5,3385 5,5420 5,6856 5,7172 5,6257 5,4573 5,2961 5,2148 5,2293 5,2887 5,3206 5,2938 5,2416 5,2241 5,2740 5,3724 5,4817 5,5669 5,5890 5,5022 5,2925 5,0068 4,7201 4,4835 4,3078 4,1859 4,1135 4,0859 4,0828 4,0580 3,9599 3,7602 3,4747 3,1438 2,8005 2,4502 2,0855 1,7223 1,4225 1,2739 1,3460 1,6466 2,1029 2,5951 2,9923 3,1854 3,1276 2,8646 2,5166 2,2196 2,0553 2,0145 2,0241 2,0095 1,9378 1,8181 1,6837 1,5709 1,5115 1,5352 1,6680 1,9123 2,2225 2,5164 2,7213 2,8090 2,8021 2,7591 2,7342 2,7297 2,6938 2,5592 2,2862 1,8892 1,4403 1,0336 0,7316 0,5469 0,4582 0,4252 0,3889 0,3043 0,1838 0,0888 0,0887 0,2189 0,4569 0,7315 0,9624 1,1036 1,1420 1,0754 0,9148 0,7076 0,5249 0,4221 0,4155 0,4784 0,5578 0,6042 0,5906 0,5148 0,4167 0,3807 0,4902 0,7696 1,1627 1,5701 1,9102 2,1625 2,3482 2,4799 2,5457 2,5330 2,4563 2,3529 2,2588 2,1972 2,2016 2,3147 2,5355 2,7790 2,9297 2,9359 2,8397 2,7341 2,7066 2,8171 3,1051 3,5877 4,2334 4,9411 5,5724 6,0187 6,2424 6,2559 6,0867 5,7761 5,3860 4,9751 4,5744 4,1930 3,8322 3,4843 3,1235 2,7239 2,2949 1,8978 1,6296 1,5810 1,8055 2,3010 3,0043 3,7972 4,5346 5,0887 5,3921 5,4534 5,3399 5,1534 5,0139 5,0249 5,2257 5,5600 5,8958 6,0926 6,0767 5,8779 5,5992 5,3382 5,1364 4,9858 4,8830 4,8635 4,9891 5,2967 5,7593 6,2904 6,7817 7,1479 7,3599 7,4438 7,4373 7,3491 7,1559 6,8494 6,4595 6,0439 5,6674 5,3801 5,2028 5,1394 5,1918 5,3543 5,5978 5,8676 6,1130 6,3265 6,5417 6,7834 7,0387 7,2563 7,3636 7,2827 6,9654 6,4260 5,7634 5,1376 4,6949 4,4934 4,4980 4,6376 4,8509 5,0862 5,2898 5,4097 5,4109 5,2962 5,1118 4,9290 4,8168 4,8256 4,9781 5,2634 5,6533 6,1262 6,6461 7,1295 7,4555 7,5304 7,3290 6,8916 6,3003 5,6672 5,1185 4,7592 4,6249 4,6586 4,7434 4,7679 4,6844 4,5135 4,3150 4,1608 4,1259 4,2652 4,5831 5,0379 5,5753 6,1552 6,7351 7,2387 7,5616 7,6219 7,3987 6,9412 6,3584 5,7841 5,3282 5,0256 4,8418 4,7242 4,6330 4,5538 4,5101 4,5432 4,6535 4,7827 4,8660 4,8776 4,8293 4,7498 4,6769 4,6527 4,7091 4,8652 5,1180 5,4328 5,7665 6,1000 6,4299 6,7423 7,0038 7,1829 7,2709 7,2963 7,3137 7,3631 7,4365 7,4819 7,4468 7,3171 7,1119 6,8421 6,4824 5,9818 5,3060 4,4777 3,5905 2,7861 2,2003 1,9067 1,8961 2,1014 2,4429 2,8427 3,2184 3,4806 3,5518 3,3863 2,9884 2,4262 1,8172 1,2969 0,9807 0,9245 1,1091 1,4606 1,8823 2,2755 2,5760 2,7771 2,9204 3,0639 3,2598 3,5278 3,8334 4,0916 4,2034 4,1042 3,7949 3,3297 2,7876 2,2441 1,7522 1,3421 1,0315 0,8215 0,6928 0,6168 0,5712 0,5493 0,5682 0,6595 0,8469 1,1188 1,4124 1,6335 1,7034 1,5939 1,3335 0,9836 0,6069 0,2482 -0,0646 -0,3010 -0,4172 -0,3700 -0,1399 0,2467 0,7275 1,2187 1,6377 1,9276 2,0747 2,0954 2,0121 1,8608 1,7020 1,6080 1,6275 1,7686 2,0080 2,3061 2,6119 2,8587 2,9825 2,9585 2,8288 2,6898 2,6290 2,6687 2,7656 2,8557 2,8952 2,8763 2,8178 2,7391 2,6283 2,4449 2,1608 1,7873 1,3763 0,9993 0,7273 0,6000 0,6156 0,7337 0,8962 1,0583 1,2006 1,3248 1,4535 1,6376 1,9349 2,3665 2,8844 3,3811 3,7505 3,9446 3,9837 3,9253 3,8270 3,7147 3,5782 3,3868 3,1178 2,7836 2,4338 2,1161 1,8316 1,5391 1,2038 0,8335 0,4715 0,1750 0,0077
Fz    0,5170 0,4065 0,3697 0,3823 0,4044 0,4119 0,4021 0,3801 0,3435 0,2842 0,2088 0,1417 0,1083 0,1189 0,1732 0,2734 0,4217 0,6100 0,8109 0,9907 1,1226 1,1885 1,1779 1,0864 0,9207 0,6991 0,4516 0,2074 -0,0122 -0,1952 -0,3341 -0,4185 -0,4390 -0,4016 -0,3304 -0,2624 -0,2348 -0,2674 -0,3666 -0,5351 -0,7658 -1,0293 -1,2739 -1,4431 -1,4912 -1,4075 -1,2180 -0,9706 -0,7175 -0,4993 -0,3311 -0,2111 -0,1421 -0,1433 -0,2348 -0,4276 -0,7090 -1,0356 -1,3345 -1,5321 -1,5950 -1,5321 -1,3708 -1,1363 -0,8506 -0,5391 -0,2290 0,0578 0,3115 0,5295 0,7103 0,8550 0,9670 1,0477 1,0892 1,0932 1,0835 1,0939 1,1528 1,2804 1,4964 1,8102 2,2062 2,6418 3,0503 3,3554 3,4981 3,4634 3,2944 3,0763 2,8989 2,8153 2,8220 2,8635 2,8611 2,7533 2,5200 2,1772 1,7678 1,3503 0,9776 0,6823 0,4686 0,3198 0,2003 0,0650 -0,1341 -0,4302 -0,8276 -1,2881 -1,7352 -2,0834 -2,2786 -2,3279 -2,2905 -2,2431 -2,2366 -2,2800 -2,3506 -2,4129 -2,4351 -2,4009 -2,3230 -2,2358 -2,1621 -2,0935 -2,0101 -1,8889 -1,6991 -1,4099 -1,0116 -0,5218 0,0313 0,6289 1,2660 1,9381 2,6353 3,3423 4,0502 4,7566 5,4587 6,1444 6,7835 7,3299 7,7434 8,0020 8,1090 8,0872 7,9775 7,8393 7,7474 7,7717 7,9395 8,2247 8,5673 8,8968 9,1501 9,2886 9,3114 9,2491 9,1398 9,0105 8,8747 8,7479 8,6473 8,5863 8,5679 8,5781 8,5962 8,6061 8,6118 8,6425 8,7263 8,8684 9,0450 9,2169 9,3423 9,3958 9,3779 9,3069 9,2038 9,0756 8,9043 8,6641 8,3511 7,9933 7,6348 7,3204 7,0736 6,8993 6,7855 6,7139 6,6611 6,6012 6,5150 6,3875 6,2098 5,9898 5,7597 5,5660 5,4409 5,3865 5,3790 5,3918 5,4006 5,3897 5,3481 5,2723 5,1673 5,0457 4,9227 4,8223 4,7755 4,8062 4,9163 5,0746 5,2399 5,3881 5,5248 5,6670 5,8274 6,0154 6,2366 6,4800 6,7123 6,8897 6,9756 6,9502 6,8099 6,5752 6,2930 6,0236 5,8109 5,6630 5,5559 5,4476 5,2929 5,0590 4,7437 4,3838 4,0369 3,7479 3,5250 3,3501 3,1992 3,0577 2,9201 2,7817 2,6304 2,4564 2,2698 2,0941 1,9423 1,7948 1,6114 1,3660 1,0622 0,7317 0,4152 0,1479 -0,0438 -0,1482 -0,1744 -0,1561 -0,1351 -0,1355 -0,1523 -0,1656 -0,1624 -0,1383 -0,0901 -0,0109 0,1032 0,2544 0,4462 0,6897 0,9926 1,3422 1,7027 2,0203 2,2544 2,4005 2,4901 2,5634 2,6485 2,7558 2,8807 3,0112 3,1315 3,2265 3,2869 3,3135 3,3063 3,2571 3,1581 3,0296 2,9242 2,9014 2,9981 3,2149 3,5197 3,8604 4,1783 4,4225 4,5543 4,5609 4,4723 4,3543 4,2691 4,2435 4,2726 4,3373 4,4098 4,4583 4,4626 4,4282 4,3863 4,3761 4,4271 4,5432 4,7018 4,8678 5,0054 5,0860 5,0896 5,0116 4,8668 4,6960 4,5590 4,5071 4,5598 4,7038 4,9064 5,1375 5,3765 5,6119 5,8395 6,0602 6,2754 6,4796 6,6607 6,8059 6,9039 6,9527 6,9594 6,9408 6,9137 6,8880 6,8598 6,8139 6,7402 6,6489 6,5607 6,4873 6,4267 6,3614 6,2717 6,1409 5,9699 5,7764 5,5905 5,4451 5,3631 5,3514 5,4072 5,5200 5,6628 5,7940 5,8747 5,8871 5,8388 5,7529 5,6506 5,5548 5,4959 5,5091 5,6041 5,7558 5,9219 6,0754 6,2160 6,3582 6,5067 6,6518 6,7849 6,9053 7,0101 7,0845 7,1091 7,0725 6,9849 6,8837 6,8235 6,8474 6,9656 7,1622 7,4076 7,6706 7,9236 8,1305 8,2532 8,2726 8,2118 8,1214 8,0482 8,0100 8,0033 8,0223 8,0626 8,1173 8,1728 8,2093 8,2025 8,1348 8,0030 7,8204 7,6086 7,4018 7,2476 7,1863 7,2315 7,3614 7,5317 7,6921 7,8085 7,8725 7,8973 7,8992 7,8924 7,8930 7,9139 7,9552 7,9929 7,9898 7,9263 7,8117 7,6736 7,5326 7,3851 7,2040 6,9582 6,6426 6,2885 5,9593 5,7273 5,6420 5,7078 5,8791 6,0888 6,2861 6,4493 6,5757 6,6730 6,7514 6,8148 6,8534 6,8596 6,8365 6,7961 6,7498 6,7030 6,6564 6,6046 6,5416 6,4656 6,3820 6,2930 6,1864 6,0343 5,8085 5,4993 5,1344 4,7706 4,4633 4,2349 4,0709 3,9392 3,8191 3,7029 3,5863 3,4627 3,3272 3,1718 2,9851 2,7688 2,5432 2,3391 2,1838 2,0912 2,0667 2,1112 2,2156 2,3533 2,4946 2,6196 2,7252 2,8212 2,9287 3,0630 3,2100 3,3202 3,3403 3,2482 3,0664 2,8468 2,6460 2,5039 2,4309 2,4073 2,3987 2,3773 2,3383 2,3009 2,2909 2,3175 2,3696 2,4223 2,4450 2,4171 2,3390 2,2180 2,0488 1,8085 1,4809 1,0764 0,6412 0,2435 -0,0578 -0,2295 -0,2647 -0,1836 -0,0242 0,1682 0,3625 0,5430 0,7044 0,8484 0,9895 1,1478 1,3246 1,5018 1,6552 1,7718 1,8498 1,8966 1,9223 1,9347 1,9459 1,9732 2,0336 2,1406 2,2994 2,4950 2,6836 2,8092 2,8309 2,7416 2,5700 2,3717 2,2059 2,1078 2,0721 2,0645 2,0545 2,0319 2,0054 1,9836 1,9689 1,9518 1,9206 1,8661 1,7877 1,6964 1,6055 1,5208 1,4377 1,3519 1,2696 1,2116 1,2059 1,2688 1,3979 1,5754 1,7819 2,0037 2,2372 2,4742 2,6934 2,8678 2,9858 3,0596 3,1073 3,1243 3,0791 2,9457 2,7321 2,4798 2,2470 2,0900 2,0408
F3    0,9706 1,1874 1,4484 1,6658 1,7773 1,7594 1,6137 1,3501 0,9777 0,5219 0,0576 -0,3107 -0,5109 -0,5353 -0,4252 -0,2411 -0,0420 0,1331 0,2647 0,3493 0,3902 0,3958 0,3919 0,4076 0,4420 0,4504 0,3821 0,2141 -0,0341 -0,3010 -0,4987 -0,5494 -0,4240 -0,1622 0,1371 0,3490 0,3833 0,2365 -0,0349 -0,3810 -0,7795 -1,1999 -1,5775 -1,8377 -1,9271 -1,8403 -1,6176 -1,3211 -1,0056 -0,6999 -0,4047 -0,1218 0,1102 0,2175 0,1433 -0,1206 -0,5250 -0,9771 -1,3642 -1,6000 -1,6659 -1,5897 -1,3945 -1,0804 -0,6549 -0,1665 0,3062 0,6945 0,9692 1,1446 1,2580 1,3363 1,3753 1,3577 1,2799 1,1753 1,1086 1,1483 1,3374 1,6717 2,1064 2,5733 3,0053 3,3650 3,6463 3,8427 3,9228 3,8527 3,6496 3,4028 3,2247 3,1742 3,2221 3,2816 3,2696 3,1524 2,9465 2,6858 2,3970 2,0961 1,7855 1,4542 1,0785 0,6375 0,1265 -0,4271 -0,9697 -1,4457 -1,8331 -2,1348 -2,3350 -2,3849 -2,2451 -1,9335 -1,5234 -1,1142 -0,7961 -0,6257 -0,6167 -0,7425 -0,9419 -1,1253 -1,2170 -1,1995 -1,1080 -0,9908 -0,8954 -0,8610 -0,9065 -1,0168 -1,1475 -1,2465 -1,2695 -1,1793 -0,9346 -0,4943 0,1627 1,0109 1,9784 2,9677 3,8887 4,6800 5,3067 5,7595 6,0657 6,2790 6,4563 6,6352 6,8347 7,0587 7,3049 7,5740 7,8552 8,1169 8,3175 8,4161 8,3820 8,2155 7,9597 7,6857 7,4574 7,3051 7,2144 7,1534 7,1056 7,0742 7,0485 6,9901 6,8817 6,7684 6,7504 6,9288 7,3290 7,8769 8,4409 8,9004 9,1819 9,2654 9,1716 8,9416 8,6203 8,2448 7,8367 7,4067 6,9684 6,5495 6,1890 5,9299 5,7964 5,7878 5,8804 6,0434 6,2461 6,4577 6,6407 6,7318 6,6662 6,4340 6,0997 5,7642 5,5119 5,3798 5,3454 5,3402 5,2746 5,0876 4,7771 4,4051 4,0690 3,8622 3,8410 4,0111 4,3208 4,6751 4,9734 5,1323 5,1140 4,9404 4,6901 4,4619 4,3349 4,3512 4,5208 4,8259 5,2241 5,6574 6,0623 6,3754 6,5348 6,4998 6,2735 5,9097 5,4833 5,0462 4,6100 4,1691 3,7268 3,2916 2,8699 2,4875 2,2054 2,0931 2,1782 2,4349 2,8069 3,2221 3,5959 3,8590 3,9886 4,0102 3,9757 3,9298 3,8930 3,8530 3,7687 3,5887 3,2710 2,8045 2,2175 1,5783 0,9782 0,5014 0,2049 0,1072 0,1880 0,3860 0,6091 0,7628 0,7886 0,6935 0,5515 0,4768 0,5726 0,8888 1,4007 2,0227 2,6371 3,1313 3,4251 3,4693 3,2572 2,8433 2,3428 1,8862 1,5703 1,4294 1,4353 1,5292 1,6604 1,8090 1,9737 2,1522 2,3328 2,5038 2,6689 2,8639 3,1476 3,5631 4,1025 4,6917 5,2104 5,5422 5,6198 5,4415 5,0534 4,5326 3,9824 3,5095 3,1780 2,9888 2,9011 2,8658 2,8492 2,8514 2,9128 3,0929 3,4332 3,9270 4,5108 5,0727 5,4906 5,6873 5,6522 5,4202 5,0369 4,5539 4,0404 3,5823 3,2504 3,0726 3,0414 3,1436 3,3707 3,7094 4,1286 4,5868 5,0443 5,4693 5,8420 6,1587 6,4387 6,7116 6,9807 7,2238 7,4296 7,6110 7,7577 7,8069 7,6811 7,3617 6,9216 6,4841 6,1449 5,9349 5,8382 5,8110 5,8078 5,7955 5,7659 5,7234 5,6765 5,6249 5,5489 5,4250 5,2582 5,0809 4,9314 4,8459 4,8497 4,9363 5,0626 5,1773 5,2468 5,2686 5,2650 5,2822 5,3658 5,5462 5,8387 6,2490 6,7624 7,3357 7,8937 8,3378 8,5794 8,5836 8,3892 8,0855 7,7641 7,4774 7,2414 7,0669 6,9767 6,9828 7,0605 7,1594 7,2250 7,2063 7,0621 6,7762 6,3897 6,0030 5,7465 5,7228 5,9627 6,4066 6,9324 7,4090 7,7445 7,9098 7,9320 7,8687 7,7733 7,6674 7,5332 7,3387 7,0688 6,7518 6,4563 6,2563 6,1908 6,2379 6,3303 6,4044 6,4459 6,4843 6,5601 6,6923 6,8711 7,0640 7,2236 7,3066 7,2739 7,0909 6,7530 6,3063 5,8292 5,3862 5,0075 4,7034 4,4880 4,3859 4,4107 4,5556 4,7953 5,0892 5,3949 5,6731 5,8906 6,0299 6,0954 6,1097 6,0999 6,0789 6,0419 5,9689 5,8339 5,6029 5,2445 4,7517 4,1703 3,6020 3,1583 2,9123 2,8830 3,0462 3,3530 3,7412 4,1415 4,4902 4,7406 4,8667 4,8596 4,7182 4,4313 3,9828 3,3886 2,7228 2,0837 1,5513 1,1624 0,8994 0,6811 0,3982 -0,0072 -0,4918 -0,9299 -1,1812 -1,1591 -0,8478 -0,2856 0,4581 1,2897 2,1029 2,7856 3,2429 3,4240 3,3432 3,0688 2,6884 2,2751 1,8770 1,5190 1,2209 1,0038 0,8755 0,8196 0,8007 0,7705 0,6830 0,5234 0,3215 0,1412 0,0600 0,1345 0,3615 0,6612 0,9117 1,0132 0,9277 0,6770 0,3184 -0,0885 -0,4874 -0,8146 -0,9968 -0,9795 -0,7647 -0,4105 -0,0027 0,3585 0,5722 0,5619 0,3205 -0,0913 -0,5815 -1,0631 -1,4594 -1,7102 -1,7872 -1,6934 -1,4639 -1,1562 -0,8346 -0,5439 -0,2933 -0,0619 0,1860 0,4867 0,8645 1,3121 1,7786 2,1857 2,4539 2,5295 2,4023 2,1068 1,7014 1,2404 0,7589 0,2810 -0,1653 -0,5419 -0,8052 -0,9145 -0,8397 -0,5888 -0,2153 0,2012 0,6019 0,9609 1,2635 1,4904 1,6216 1,6482 1,5649 1,3635 1,0364 0,5991 0,1038 -0,3865 -0,8327 -1,2243 -1,5506 -1,7874 -1,9002 -1,8537 -1,6136 -1,1609 -0,5182 0,2324 0,9673 1,5638 1,9420 2,0879 2,0410 1,8653 1,6350 1,4172 1,2421
F7    0,5374 0,4185 0,3188 0,2454 0,2078 0,2195 0,2845 0,3898 0,5075 0,6015 0,6468 0,6463 0,6266 0,6161 0,6302 0,6723 0,7336 0,7926 0,8212 0,8121 0,7907 0,7893 0,8140 0,8362 0,8186 0,7375 0,5920 0,3952 0,1664 -0,0773 -0,3233 -0,5605 -0,7831 -0,9938 -1,1858 -1,3266 -1,3682 -1,2807 -1,0883 -0,8668 -0,6950 -0,6091 -0,5983 -0,6300 -0,6689 -0,6961 -0,7114 -0,7223 -0,7341 -0,7486 -0,7631 -0,7718 -0,7664 -0,7420 -0,7010 -0,6566 -0,6164 -0,5727 -0,5069 -0,4058 -0,2774 -0,1449 -0,0326 0,0426 0,0744 0,0693 0,0407 -0,0024 -0,0538 -0,1023 -0,1272 -0,0999 0,0020 0,1770 0,3893 0,5911 0,7513 0,8652 0,9517 1,0445 1,1835 1,3912 1,6508 1,9082 2,0951 2,1610 2,0939 1,9213 1,6943 1,4677 1,2836 1,1615 1,0935 1,0451 0,9676 0,8262 0,6276 0,4148 0,2379 0,1246 0,0671 0,0358 -0,0008 -0,0634 -0,1657 -0,3146 -0,5119 -0,7476 -0,9924 -1,2047 -1,3571 -1,4520 -1,5083 -1,5470 -1,5862 -1,6332 -1,6746 -1,6881 -1,6625 -1,6040 -1,5327 -1,4758 -1,4593 -1,4919 -1,5504 -1,5906 -1,5743 -1,4757 -1,2776 -0,9734 -0,5706 -0,0873 0,4504 1,0012 1,5113 1,9309 2,2379 2,4453 2,5903 2,7112 2,8400 3,0077 3,2389 3,5353 3,8738 4,2180 4,5432 4,8441 5,1264 5,3846 5,5961 5,7402 5,8171 5,8510 5,8735 5,9040 5,9441 5,9886 6,0382 6,0944 6,1437 6,1658 6,1552 6,1328 6,1234 6,1310 6,1403 6,1304 6,0867 6,0009 5,8846 5,7803 5,7379 5,7820 5,8945 6,0292 6,1382 6,2001 6,2310 6,2661 6,3275 6,4020 6,4414 6,3958 6,2553 6,0602 5,8696 5,7228 5,6191 5,5408 5,4754 5,4182 5,3596 5,2836 5,1813 5,0525 4,9041 4,7483 4,5993 4,4707 4,3694 4,2909 4,2202 4,1434 4,0520 3,9523 3,8567 3,7690 3,6777 3,5736 3,4725 3,4188 3,4609 3,6208 3,8798 4,1808 4,4580 4,6606 4,7609 4,7525 4,6519 4,4985 4,3427 4,2215 4,1429 4,0906 4,0406 3,9721 3,8684 3,7232 3,5489 3,3790 3,2565 3,2119 3,2415 3,3037 3,3451 3,3332 3,2707 3,1856 3,1114 3,0618 3,0130 2,9230 2,7634 2,5392 2,2857 2,0544 1,8883 1,8019 1,7799 1,7879 1,7862 1,7355 1,6130 1,4331 1,2436 1,1031 1,0476 1,0692 1,1256 1,1688 1,1713 1,1226 1,0146 0,8425 0,6214 0,3865 0,1735 0,0047 -0,1136 -0,1853 -0,2171 -0,2074 -0,1427 0,0037 0,2558 0,6139 1,0453 1,4894 1,8866 2,2009 2,4252 2,5661 2,6319 2,6323 2,5829 2,5055 2,4183 2,3323 2,2596 2,2248 2,2519 2,3350 2,4274 2,4825 2,4987 2,5158 2,5746 2,6861 2,8360 3,0093 3,1970 3,3840 3,5371 3,6185 3,6121 3,5313 3,3982 3,2285 3,0433 2,8782 2,7653 2,7143 2,7145 2,7435 2,7750 2,7841 2,7573 2,6973 2,6230 2,5637 2,5459 2,5889 2,6998 2,8658 3,0498 3,2096 3,3192 3,3776 3,4075 3,4463 3,5262 3,6616 3,8406 4,0268 4,1728 4,2383 4,2049 4,0797 3,8921 3,6817 3,4829 3,3180 3,1960 3,1282 3,1383 3,2557 3,4913 3,8182 4,1781 4,5095 4,7648 4,9125 4,9398 4,8489 4,6551 4,3758 4,0385 3,6827 3,3604 3,1240 3,0069 3,0125 3,1257 3,3244 3,5733 3,8198 4,0070 4,1032 4,1222 4,1118 4,1108 4,1262 4,1352 4,1061 4,0080 3,8248 3,5661 3,2765 3,0247 2,8712 2,8392 2,9181 3,0875 3,3273 3,6086 3,8862 4,1057 4,2201 4,2125 4,1065 3,9560 3,8178 3,7318 3,7193 3,7864 3,9320 4,1488 4,4051 4,6390 4,7769 4,7749 4,6337 4,3858 4,0756 3,7598 3,5105 3,3973 3,4498 3,6324 3,8584 4,0322 4,0971 4,0480 3,9132 3,7296 3,5366 3,3751 3,2831 3,2973 3,4466 3,7314 4,1029 4,4745 4,7547 4,8813 4,8317 4,6269 4,3276 4,0099 3,7382 3,5444 3,4266 3,3639 3,3283 3,2999 3,2725 3,2447 3,2029 3,1283 3,0198 2,8966 2,7807 2,6851 2,6150 2,5791 2,5917 2,6693 2,8158 3,0119 3,2271 3,4355 3,6079 3,7089 3,7108 3,6149 3,4467 3,2525 3,0907 3,0017 2,9810 2,9831 2,9581 2,8852 2,7777 2,6557 2,5162 2,3265 2,0532 1,6995 1,3220 1,0035 0,8080 0,7514 0,8072 0,9298 1,0810 1,2321 1,3574 1,4285 1,4244 1,3373 1,1724 0,9479 0,6885 0,4268 0,2069 0,0677 0,0208 0,0442 0,0931 0,1162 0,0873 0,0249 -0,0195 -0,0001 0,0969 0,2464 0,3960 0,4910 0,5018 0,4313 0,3039 0,1480 -0,0112 -0,1511 -0,2548 -0,3155 -0,3361 -0,3268 -0,3044 -0,2878 -0,2890 -0,3072 -0,3265 -0,3280 -0,3030 -0,2571 -0,2029 -0,1518 -0,1089 -0,0780 -0,0615 -0,0619 -0,0801 -0,1142 -0,1582 -0,1970 -0,2118 -0,1944 -0,1478 -0,0805 0,0043 0,0978 0,1787 0,2191 0,2007 0,1209 -0,0111 -0,1705 -0,3210 -0,4255 -0,4606 -0,4189 -0,3035 -0,1266 0,0864 0,2936 0,4546 0,5560 0,6190 0,6818 0,7712 0,8904 1,0222 1,1426 1,2316 1,2802 1,2912 1,2723 1,2225 1,1308 0,9914 0,8127 0,6145 0,4153 0,2354 0,0962 0,0158 -0,0067 0,0082 0,0395 0,0751 0,1120 0,1549 0,2172 0,3133 0,4449 0,5963 0,7393 0,8542 0,9393 1,0061 1,0631 1,1060 1,1117 1,0516 0,9119 0,7066 0,4773 0,2762 0,1355 0,0502 -0,0049 -0,0505 -0,0962 -0,1438 -0,1842 -0,1927
