Fp1   -0,3364 -0,3115 -0,3031 -0,3183 -0,3408 -0,3430 -0,3001 -0,1994 -0,0498 0,1139 0,2494 0,3328 0,3687 0,3850 0,4199 0,5026 0,6388 0,8137 1,0017 1,1762 1,3195 1,4263 1,4959 1,5278 1,5234 1,4844 1,4112 1,3063 1,1708 1,0000 0,7860 0,5295 0,2432 -0,0560 -0,3584 -0,6647 -0,9733 -1,2660 -1,5094 -1,6723 -1,7428 -1,7296 -1,6495 -1,5175 -1,3496 -1,1662 -0,9887 -0,8306 -0,6913 -0,5588 -0,4253 -0,2948 -0,1735 -0,0601 0,0472 0,1462 0,2379 0,3298 0,4273 0,5292 0,6316 0,7305 0,8214 0,8976 0,9474 0,9560 0,9183 0,8493 0,7775 0,7278 0,7119 0,7314 0,7869 0,8829 1,0211 1,1903 1,3673 1,5305 1,6665 1,7673 1,8330 1,8795 1,9308 1,9986 2,0717 2,1292 2,1592 2,1630 2,1440 2,1009 2,0376 1,9758 1,9499 1,9866 2,0860 2,2189 2,3439 2,4276 2,4468 2,3861 2,2458 2,0549 1,8639 1,7170 1,6245 1,5610 1,4864 1,3716 1,2120 1,0276 0,8477 0,6860 0,5344 0,3751 0,1907 -0,0326 -0,3015 -0,6106 -0,9399 -1,2566 -1,5250 -1,7148 -1,8006 -1,7617 -1,5937 -1,3205 -0,9891 -0,6490 -0,3379 -0,0828 0,0990 0,2098 0,2775 0,3483 0,4677 0,6577 0,9095 1,2024 1,5258 1,8842 2,2870 2,7374 3,2318 3,7641 4,3244 4,8943 5,4451 5,9484 6,3957 6,8075 7,2193 7,6537 8,1056 8,5560 8,9946 9,4230 9,8418 10,2367 10,5847 10,8737 11,1127 11,3246 11,5312 11,7359 11,9168 12,0346 12,0491 11,9397 11,7204 11,4354 11,1361 10,8590 10,6218 10,4310 10,2834 10,1608 10,0315 9,8584 9,6093 9,2744 8,8811 8,4873 8,1475 7,8828 7,6808 7,5189 7,3793 7,2471 7,1022 6,9247 6,7142 6,4994 6,3250 6,2257 6,2024 6,2177 6,2199 6,1696 6,0501 5,8695 5,6608 5,4718 5,3492 5,3196 5,3759 5,4809 5,5868 5,6504 5,6424 5,5514 5,3832 5,1603 4,9155 4,6797 4,4782 4,3339 4,2628 4,2657 4,3306 4,4385 4,5631 4,6748 4,7557 4,8095 4,8480 4,8681 4,8487 4,7703 4,6328 4,4630 4,3074 4,2068 4,1706 4,1766 4,1943 4,2020 4,1873 4,1381 4,0375 3,8678 3,6259 3,3375 3,0509 2,8120 2,6457 2,5573 2,5399 2,5747 2,6318 2,6875 2,7447 2,8313 2,9771 3,1876 3,4354 3,6763 3,8696 3,9892 4,0299 4,0091 3,9563 3,9010 3,8685 3,8703 3,8908 3,8929 3,8394 3,7120 3,5220 3,3023 3,0852 2,8868 2,7100 2,5495 2,3928 2,2256 2,0439 1,8601 1,6979 1,5842 1,5433 1,5925 1,7349 1,9524 2,2068 2,4583 2,6824 2,8700 3,0195 3,1311 3,2085 3,2590 3,2885 3,2967 3,2757 3,2134 3,1039 2,9565 2,7956 2,6572 2,5764 2,5724 2,6452 2,7793 2,9422 3,0888 3,1791 3,1981 3,1576 3,0801 2,9854 2,8871 2,7939 2,7154 2,6636 2,6441 2,6549 2,7010 2,8006 2,9706 3,2086 3,4908 3,7849 4,0655 4,3161 4,5200 4,6612 4,7369 4,7617 4,7642 4,7815 4,8458 4,9662 5,1242 5,2871 5,4229 5,5090 5,5391 5,5288 5,5104 5,5144 5,5541 5,6268 5,7183 5,8018 5,8437 5,8253 5,7555 5,6559 5,5407 5,4149 5,2811 5,1426 5,0038 4,8722 4,7607 4,6827 4,6411 4,6251 4,6246 4,6403 4,6814 4,7576 4,8735 5,0223 5,1809 5,3167 5,4036 5,4298 5,3977 5,3219 5,2316 5,1631 5,1391 5,1566 5,1982 5,2491 5,3025 5,3575 5,4186 5,5012 5,6322 5,8348 6,1052 6,4105 6,7047 6,9451 7,0985 7,1465 7,0949 6,9782 6,8463 6,7450 6,7049 6,7390 6,8400 6,9790 7,1110 7,1922 7,2006 7,1405 7,0279 6,8800 6,7163 6,5608 6,4361 6,3544 6,3161 6,3112 6,3241 6,3385 6,3412 6,3277 6,3071 6,2953 6,2964 6,2874 6,2240 6,0621 5,7810 5,3989 4,9741 4,5881 4,3116 4,1742 4,1584 4,2153 4,2904 4,3442 4,3614 4,3459 4,3081 4,2542 4,1885 4,1210 4,0665 4,0308 4,0050 3,9788 3,9555 3,9530 3,9940 4,0863 4,2066 4,3046 4,3268 4,2407 4,0466 3,7782 3,4912 3,2374 3,0483 2,9451 2,9504 3,0698 3,2699 3,4811 3,6252 3,6460 3,5322 3,3226 3,0849 2,8813 2,7451 2,6765 2,6503 2,6285 2,5778 2,4833 2,3540 2,2183 2,1131 2,0677 2,0857 2,1465 2,2252 2,3050 2,3693 2,3918 2,3446 2,2157 2,0157 1,7617 1,4580 1,0969 0,6783 0,2240 -0,2251 -0,6257 -0,9512 -1,2002 -1,3907 -1,5441 -1,6669 -1,7482 -1,7765 -1,7580 -1,7210 -1,7033 -1,7287 -1,7888 -1,8509 -1,8782 -1,8446 -1,7404 -1,5704 -1,3452 -1,0796 -0,7973 -0,5253 -0,2794 -0,0550 0,1653 0,3954 0,6317 0,8539 1,0392 1,1805 1,2901 1,3847 1,4709 1,5430 1,5899 1,6048 1,5942 1,5778 1,5748 1,5906 1,6211 1,6659 1,7316 1,8232 1,9332 2,0369 2,1061 2,1272 2,1074 2,0691 2,0445 2,0675 2,1541 2,2864 2,4204 2,5127 2,5392 2,4936 2,3811 2,2151 2,0146 1,7965 1,5726 1,3544 1,1587 1,0037 0,9004 0,8440 0,8146 0,7896 0,7492 0,6724 0,5404 0,3466 0,1034 -0,1612 -0,4181 -0,6497 -0,8466 -1,0024 -1,1175 -1,1995 -1,2559 -1,2954 -1,3295 -1,3659 -1,4071 -1,4627 -1,5539 -1,7011 -1,9084 -2,1557 -2,4007 -2,5912 -2,6843 -2,6626 -2,5398 -2,3506 -2,1345 -1,9202 -1,7203 -1,5420 -1,4007 -1,3147 -1,2911 -1,3230 -1,3971 -1,4971 -1,6048 -1,7027 -1,7764 -1,8110
Fz    -0,0053 0,0137 0,0133 -0,0129 -0,0467 -0,0596 -0,0304 0,0446 0,1457 0,2304 0,2556 0,2085 0,1163 0,0300 0,0039 0,0801 0,2733 0,5640 0,9034 1,2302 1,4970 1,6882 1,8102 1,8712 1,8750 1,8301 1,7529 1,6622 1,5687 1,4656 1,3271 1,1191 0,8167 0,4201 -0,0419 -0,5246 -0,9818 -1,3726 -1,6654 -1,8474 -1,9287 -1,9322 -1,8805 -1,7940 -1,7007 -1,6398 -1,6486 -1,7419 -1,8974 -2,0645 -2,1932 -2,2561 -2,2474 -2,1726 -2,0418 -1,8684 -1,6658 -1,4423 -1,1975 -0,9310 -0,6544 -0,3965 -0,1941 -0,0745 -0,0466 -0,0993 -0,2044 -0,3235 -0,4206 -0,4746 -0,4826 -0,4569 -0,4164 -0,3730 -0,3210 -0,2434 -0,1266 0,0321 0,2247 0,4326 0,6319 0,8067 0,9531 1,0700 1,1529 1,1985 1,2130 1,2136 1,2215 1,2527 1,3125 1,3938 1,4831 1,5725 1,6585 1,7313 1,7742 1,7754 1,7317 1,6448 1,5242 1,3917 1,2697 1,1568 1,0194 0,8148 0,5274 0,1775 -0,1961 -0,5522 -0,8573 -1,0954 -1,2716 -1,4052 -1,5208 -1,6431 -1,7920 -1,9763 -2,1850 -2,3876 -2,5446 -2,6258 -2,6216 -2,5421 -2,4102 -2,2546 -2,1004 -1,9576 -1,8202 -1,6783 -1,5249 -1,3502 -1,1323 -0,8422 -0,4623 0,0020 0,5270 1,0849 1,6581 2,2425 2,8357 3,4279 4,0071 4,5670 5,1021 5,6033 6,0630 6,4828 6,8731 7,2468 7,6168 7,9962 8,3954 8,8214 9,2818 9,7880 10,3473 10,9461 11,5462 12,1040 12,5906 12,9940 13,3119 13,5419 13,6727 13,6855 13,5651 13,3103 12,9426 12,5094 12,0745 11,6952 11,4018 11,1951 11,0560 10,9548 10,8561 10,7213 10,5198 10,2459 9,9230 9,5872 9,2640 8,9592 8,6700 8,3980 8,1466 7,9130 7,6841 7,4446 7,1893 6,9308 6,6955 6,5129 6,3984 6,3405 6,3067 6,2646 6,1989 6,1112 6,0099 5,9071 5,8206 5,7660 5,7421 5,7325 5,7181 5,6816 5,6086 5,4930 5,3434 5,1832 5,0419 4,9385 4,8709 4,8253 4,7950 4,7859 4,8087 4,8703 4,9654 5,0733 5,1661 5,2244 5,2466 5,2418 5,2204 5,1907 5,1637 5,1528 5,1664 5,1990 5,2351 5,2620 5,2751 5,2715 5,2448 5,1869 5,0892 4,9460 4,7657 4,5774 4,4154 4,2947 4,2026 4,1138 4,0109 3,8929 3,7697 3,6533 3,5568 3,4962 3,4837 3,5195 3,5947 3,6979 3,8166 3,9350 4,0386 4,1203 4,1817 4,2297 4,2724 4,3157 4,3599 4,3957 4,4014 4,3528 4,2429 4,0892 3,9183 3,7483 3,5842 3,4277 3,2853 3,1692 3,0946 3,0770 3,1275 3,2502 3,4416 3,6879 3,9621 4,2275 4,4498 4,6092 4,7027 4,7394 4,7352 4,7057 4,6600 4,6022 4,5317 4,4437 4,3372 4,2205 4,1045 3,9979 3,9121 3,8690 3,8978 4,0175 4,2227 4,4803 4,7401 4,9511 5,0767 5,1006 5,0237 4,8530 4,5950 4,2615 3,8808 3,5025 3,1852 2,9757 2,8966 2,9494 3,1273 3,4185 3,8000 4,2377 4,6968 5,1489 5,5671 5,9192 6,1755 6,3275 6,3956 6,4158 6,4219 6,4357 6,4641 6,5027 6,5459 6,5921 6,6398 6,6876 6,7459 6,8371 6,9775 7,1615 7,3615 7,5393 7,6595 7,6982 7,6445 7,5011 7,2824 7,0127 6,7227 6,4416 6,1882 5,9699 5,7884 5,6430 5,5296 5,4368 5,3495 5,2590 5,1723 5,1103 5,0945 5,1312 5,2079 5,3061 5,4119 5,5137 5,5954 5,6408 5,6436 5,6134 5,5719 5,5374 5,5125 5,4944 5,4964 5,5519 5,6955 5,9377 6,2557 6,6063 6,9462 7,2417 7,4717 7,6247 7,6916 7,6660 7,5527 7,3752 7,1737 6,9913 6,8569 6,7796 6,7530 6,7602 6,7742 6,7612 6,6938 6,5652 6,3875 6,1788 5,9592 5,7570 5,6051 5,5276 5,5317 5,6085 5,7310 5,8572 5,9449 5,9680 5,9217 5,8227 5,7005 5,5834 5,4814 5,3736 5,2152 4,9667 4,6248 4,2322 3,8580 3,5627 3,3746 3,2908 3,2853 3,3169 3,3447 3,3458 3,3160 3,2537 3,1521 3,0089 2,8378 2,6672 2,5237 2,4162 2,3357 2,2668 2,1980 2,1261 2,0533 1,9772 1,8857 1,7605 1,5867 1,3653 1,1187 0,8772 0,6584 0,4643 0,2987 0,1826 0,1459 0,2016 0,3266 0,4630 0,5420 0,5207 0,4029 0,2212 0,0062 -0,2192 -0,4322 -0,6151 -0,7637 -0,8821 -0,9718 -1,0292 -1,0530 -1,0472 -1,0190 -0,9776 -0,9341 -0,8971 -0,8704 -0,8545 -0,8540 -0,8818 -0,9549 -1,0873 -1,2872 -1,5586 -1,9031 -2,3167 -2,7785 -3,2438 -3,6585 -3,9896 -4,2468 -4,4710 -4,6948 -4,9162 -5,1086 -5,2497 -5,3399 -5,4018 -5,4631 -5,5328 -5,5954 -5,6307 -5,6295 -5,5849 -5,4826 -5,3055 -5,0437 -4,7015 -4,2997 -3,8694 -3,4392 -3,0290 -2,6509 -2,3116 -2,0159 -1,7680 -1,5639 -1,3852 -1,2108 -1,0379 -0,8853 -0,7791 -0,7385 -0,7689 -0,8612 -0,9988 -1,1660 -1,3513 -1,5405 -1,7094 -1,8293 -1,8837 -1,8785 -1,8340 -1,7666 -1,6798 -1,5697 -1,4295 -1,2464 -1,0071 -0,7149 -0,4017 -0,1225 0,0673 0,1357 0,0853 -0,0496 -0,2156 -0,3614 -0,4622 -0,5284 -0,5868 -0,6554 -0,7379 -0,8347 -0,9494 -1,0835 -1,2336 -1,4004 -1,5987 -1,8481 -2,1524 -2,4901 -2,8259 -3,1303 -3,3912 -3,6088 -3,7919 -3,9566 -4,1221 -4,2995 -4,4876 -4,6762 -4,8492 -4,9914 -5,1051 -5,2196 -5,3716 -5,5773 -5,8202 -6,0592 -6,2449 -6,3409 -6,3345 -6,2354 -6,0678 -5,8611 -5,6425 -5,4347 -5,2583 -5,1327 -5,0719 -5,0775 -5,1384 -5,2354 -5,3453 -5,4424 -5,5044 -5,5187 -5,4803
F3    0,0249 0,0044 -0,0478 -0,1444 -0,2653 -0,3721 -0,4318 -0,4317 -0,3809 -0,3064 -0,2417 -0,2084 -0,2007 -0,1860 -0,1214 0,0261 0,2665 0,5832 0,9335 1,2611 1,5233 1,7031 1,7963 1,7998 1,7191 1,5783 1,4142 1,2640 1,1490 1,0607 0,9619 0,8055 0,5596 0,2261 -0,1594 -0,5401 -0,8598 -1,0840 -1,2113 -1,2687 -1,2906 -1,2971 -1,2870 -1,2504 -1,1902 -1,1310 -1,1059 -1,1334 -1,2071 -1,3060 -1,4099 -1,5047 -1,5775 -1,6132 -1,5972 -1,5237 -1,4010 -1,2426 -1,0552 -0,8380 -0,5931 -0,3315 -0,0698 0,1722 0,3693 0,4959 0,5387 0,5056 0,4223 0,3220 0,2329 0,1662 0,1173 0,0806 0,0631 0,0784 0,1326 0,2216 0,3407 0,4862 0,6481 0,8089 0,9476 1,0445 1,0887 1,0857 1,0569 1,0313 1,0339 1,0790 1,1679 1,2918 1,4412 1,6109 1,7953 1,9785 2,1354 2,2455 2,3000 2,2961 2,2332 2,1194 1,9700 1,7939 1,5859 1,3391 1,0608 0,7703 0,4854 0,2136 -0,0461 -0,3009 -0,5623 -0,8403 -1,1358 -1,4360 -1,7181 -1,9611 -2,1497 -2,2744 -2,3320 -2,3272 -2,2698 -2,1701 -2,0376 -1,8819 -1,7081 -1,5133 -1,2966 -1,0724 -0,8672 -0,6954 -0,5404 -0,3636 -0,1325 0,1607 0,5063 0,8981 1,3437 1,8568 2,4379 3,0672 3,7176 4,3697 5,0085 5,6170 6,1839 6,7156 7,2290 7,7304 8,2052 8,6285 8,9849 9,2847 9,5665 9,8802 10,2613 10,7119 11,2021 11,6894 12,1406 12,5397 12,8874 13,1904 13,4443 13,6284 13,7161 13,6907 13,5567 13,3417 13,0852 12,8206 12,5654 12,3263 12,1035 11,8880 11,6595 11,3924 11,0709 10,7020 10,3146 9,9445 9,6174 9,3419 9,1158 8,9338 8,7857 8,6536 8,5148 8,3482 8,1431 7,9074 7,6687 7,4623 7,3138 7,2283 7,1900 7,1711 7,1440 7,0897 7,0013 6,8843 6,7555 6,6349 6,5357 6,4664 6,4364 6,4510 6,4998 6,5559 6,5873 6,5721 6,5081 6,4064 6,2802 6,1448 6,0211 5,9286 5,8738 5,8480 5,8365 5,8283 5,8196 5,8108 5,8022 5,7899 5,7683 5,7350 5,6911 5,6370 5,5724 5,4988 5,4224 5,3565 5,3159 5,3083 5,3287 5,3573 5,3617 5,3071 5,1756 4,9785 4,7505 4,5301 4,3463 4,2183 4,1576 4,1658 4,2300 4,3228 4,4134 4,4835 4,5315 4,5646 4,5893 4,6083 4,6216 4,6321 4,6516 4,6972 4,7806 4,8993 5,0353 5,1618 5,2540 5,2957 5,2760 5,1845 5,0182 4,7880 4,5161 4,2279 3,9455 3,6846 3,4543 3,2624 3,1246 3,0653 3,1078 3,2597 3,5011 3,7871 4,0671 4,3043 4,4830 4,6052 4,6826 4,7294 4,7577 4,7804 4,8124 4,8631 4,9253 4,9779 5,0040 4,9977 4,9587 4,8961 4,8357 4,8114 4,8457 4,9407 5,0820 5,2443 5,3964 5,5101 5,5668 5,5575 5,4770 5,3168 5,0704 4,7466 4,3795 4,0250 3,7444 3,5817 3,5502 3,6438 3,8548 4,1725 4,5701 5,0019 5,4202 5,7963 6,1233 6,4012 6,6276 6,8048 6,9406 7,0397 7,1028 7,1347 7,1456 7,1464 7,1449 7,1437 7,1374 7,1193 7,0944 7,0791 7,0847 7,1072 7,1329 7,1468 7,1363 7,0914 7,0073 6,8877 6,7443 6,5906 6,4337 6,2695 6,0883 5,8879 5,6812 5,4919 5,3425 5,2441 5,1975 5,1944 5,2209 5,2620 5,3045 5,3386 5,3624 5,3851 5,4250 5,5014 5,6235 5,7820 5,9494 6,0944 6,1983 6,2561 6,2720 6,2630 6,2655 6,3266 6,4814 6,7319 7,0469 7,3824 7,7020 7,9815 8,2054 8,3631 8,4458 8,4455 8,3589 8,1943 7,9751 7,7361 7,5130 7,3338 7,2180 7,1727 7,1841 7,2135 7,2134 7,1515 7,0220 6,8392 6,6278 6,4182 6,2397 6,1129 6,0471 6,0401 6,0758 6,1256 6,1557 6,1367 6,0563 5,9291 5,7920 5,6831 5,6175 5,5790 5,5328 5,4425 5,2845 5,0591 4,7941 4,5299 4,2972 4,1069 3,9526 3,8166 3,6814 3,5430 3,4097 3,2851 3,1613 3,0290 2,8903 2,7618 2,6658 2,6169 2,6123 2,6315 2,6480 2,6451 2,6216 2,5818 2,5230 2,4329 2,2985 2,1187 1,9098 1,6969 1,4955 1,3058 1,1300 0,9895 0,9106 0,8998 0,9370 0,9847 0,9986 0,9443 0,8137 0,6226 0,3946 0,1548 -0,0649 -0,2267 -0,2977 -0,2638 -0,1348 0,0617 0,2901 0,5179 0,7225 0,8918 1,0199 1,1055 1,1537 1,1720 1,1594 1,1016 0,9810 0,7876 0,5198 0,1793 -0,2325 -0,7108 -1,2327 -1,7501 -2,2063 -2,5677 -2,8436 -3,0739 -3,2936 -3,5057 -3,6867 -3,8114 -3,8765 -3,9034 -3,9229 -3,9540 -3,9901 -4,0026 -3,9602 -3,8456 -3,6575 -3,4034 -3,0950 -2,7481 -2,3809 -2,0083 -1,6383 -1,2764 -0,9310 -0,6147 -0,3421 -0,1245 0,0396 0,1678 0,2793 0,3758 0,4397 0,4489 0,3934 0,2803 0,1282 -0,0421 -0,2150 -0,3784 -0,5134 -0,5933 -0,5948 -0,5121 -0,3581 -0,1556 0,0733 0,3101 0,5414 0,7602 0,9650 1,1565 1,3299 1,4670 1,5369 1,5130 1,3889 1,1802 0,9178 0,6404 0,3872 0,1853 0,0387 -0,0657 -0,1419 -0,1938 -0,2176 -0,2101 -0,1745 -0,1245 -0,0897 -0,1132 -0,2316 -0,4537 -0,7537 -1,0832 -1,3893 -1,6284 -1,7771 -1,8372 -1,8393 -1,8359 -1,8798 -2,0008 -2,1983 -2,4496 -2,7247 -3,0028 -3,2791 -3,5566 -3,8334 -4,0975 -4,3297 -4,5099 -4,6228 -4,6591 -4,6117 -4,4722 -4,2353 -3,9109 -3,5324 -3,1525 -2,8299 -2,6104 -2,5113 -2,5211 -2,6078 -2,7316 -2,8551 -2,9499 -2,9992 -2,9958
F7    -0,7757 -0,5825 -0,2918 0,0454 0,3618 0,6034 0,7427 0,7764 0,7200 0,5976 0,4297 0,2391 0,0727 -0,0069 0,0354 0,1803 0,3562 0,4619 0,4271 0,2830 0,1616 0,1939 0,4039 0,7055 0,9874 1,1788 1,2455 1,1690 0,9544 0,6440 0,3045 0,0093 -0,1797 -0,2436 -0,2303 -0,2242 -0,2798 -0,3925 -0,5233 -0,6353 -0,7196 -0,8003 -0,9143 -1,0729 -1,2369 -1,3337 -1,2990 -1,1170 -0,8436 -0,5875 -0,4433 -0,4282 -0,4957 -0,6013 -0,7243 -0,8339 -0,8751 -0,7993 -0,6049 -0,3537 -0,1354 0,0044 0,0839 0,1369 0,1727 0,1799 0,1468 0,0807 0,0213 0,0192 0,0868 0,1876 0,2893 0,4120 0,6048 0,8762 1,1679 1,3945 1,4953 1,4620 1,3367 1,1771 1,0173 0,8563 0,6770 0,4775 0,2879 0,1438 0,0365 -0,0956 -0,3050 -0,5575 -0,7296 -0,6923 -0,4009 0,0769 0,6054 1,0561 1,3673 1,5508 1,6541 1,7168 1,7536 1,7578 1,7170 1,6273 1,4942 1,3135 1,0506 0,6591 0,1389 -0,4407 -0,9874 -1,4328 -1,7325 -1,8604 -1,8326 -1,7259 -1,6540 -1,7257 -2,0090 -2,4903 -3,0568 -3,5430 -3,8023 -3,7484 -3,3808 -2,7934 -2,1318 -1,5194 -1,0212 -0,6567 -0,4102 -0,2342 -0,0716 0,1079 0,3007 0,4969 0,7055 0,9547 1,2673 1,6296 1,9865 2,2793 2,4861 2,6337 2,7801 3,0011 3,3874 4,0188 4,9086 5,9656 7,0296 7,9650 8,7261 9,3467 9,8831 10,3600 10,7499 11,0070 11,1198 11,1310 11,1151 11,1328 11,1883 11,2267 11,1834 11,0313 10,7818 10,4578 10,0821 9,6970 9,3740 9,1792 9,1189 9,1265 9,1060 8,9888 8,7576 8,4295 8,0393 7,6510 7,3566 7,2228 7,2342 7,3064 7,3508 7,3157 7,1819 6,9495 6,6373 6,2817 5,9248 5,5987 5,3193 5,0891 4,8952 4,7066 4,4922 4,2555 4,0472 3,9329 3,9501 4,0992 4,3550 4,6764 5,0185 5,3422 5,6046 5,7423 5,6880 5,4224 4,9972 4,5077 4,0508 3,6886 3,4244 3,2106 2,9825 2,6965 2,3640 2,0529 1,8562 1,8594 2,1030 2,5428 3,0507 3,4763 3,7164 3,7405 3,5751 3,2764 2,9051 2,5130 2,1463 1,8483 1,6499 1,5667 1,6084 1,7664 1,9803 2,1539 2,2286 2,2208 2,1917 2,1960 2,2495 2,3325 2,4288 2,5495 2,7088 2,8955 3,0828 3,2445 3,3459 3,3540 3,2715 3,1432 3,0268 2,9753 3,0316 3,2136 3,5007 3,8241 4,0760 4,1577 4,0253 3,6905 3,2040 2,6482 2,1211 1,7101 1,4681 1,3934 1,4252 1,4815 1,5095 1,4911 1,4217 1,3122 1,1964 1,1152 1,0851 1,0789 1,0455 0,9706 0,9101 0,9437 1,1036 1,3664 1,6866 2,0181 2,3244 2,5728 2,7139 2,7063 2,5812 2,4396 2,3745 2,4233 2,5750 2,7776 2,9526 3,0405 3,0336 2,9626 2,8643 2,7647 2,6755 2,5910 2,4974 2,3954 2,3092 2,2773 2,3251 2,4360 2,5600 2,6594 2,7386 2,8307 2,9606 3,1241 3,3012 3,4822 3,6807 3,9165 4,1856 4,4462 4,6473 4,7751 4,8591 4,9300 4,9846 5,0008 4,9761 4,9331 4,8891 4,8328 4,7321 4,5666 4,3501 4,1234 3,9444 3,8757 3,9465 4,1184 4,3168 4,4972 4,6634 4,8286 4,9901 5,1383 5,2560 5,2929 5,1686 4,8359 4,3459 3,8377 3,4599 3,2921 3,3202 3,4703 3,6668 3,8636 4,0301 4,1331 4,1520 4,1017 4,0203 3,9436 3,9064 3,9384 4,0404 4,1854 4,3609 4,5806 4,8356 5,0576 5,1603 5,1136 4,9798 4,8910 4,9740 5,2662 5,6949 6,1433 6,5299 6,8103 6,9317 6,8478 6,5908 6,2853 6,0724 6,0218 6,1018 6,2199 6,2948 6,2958 6,2272 6,1018 5,9349 5,7518 5,5830 5,4505 5,3627 5,3194 5,3172 5,3515 5,4207 5,5313 5,6904 5,8792 6,0470 6,1486 6,1748 6,1288 5,9967 5,7661 5,4544 5,0993 4,7238 4,3305 3,9351 3,5804 3,3100 3,1333 3,0176 2,9174 2,8192 2,7511 2,7493 2,8290 2,9789 3,1778 3,4095 3,6616 3,9292 4,2221 4,5399 4,8349 5,0226 5,0281 4,8111 4,3702 3,7503 3,0393 2,3417 1,7485 1,3221 1,0918 1,0517 1,1771 1,4465 1,8260 2,2343 2,5596 2,7243 2,7227 2,6079 2,4623 2,3622 2,3405 2,3755 2,4200 2,4381 2,4146 2,3451 2,2291 2,0682 1,8704 1,6609 1,4804 1,3583 1,2952 1,2794 1,3029 1,3577 1,4343 1,5270 1,6270 1,7167 1,7762 1,7782 1,6868 1,4795 1,1676 0,7949 0,4080 0,0125 -0,4232 -0,9106 -1,4295 -1,9661 -2,5049 -2,9909 -3,3495 -3,5425 -3,5829 -3,5090 -3,3559 -3,1358 -2,8411 -2,4800 -2,0966 -1,7430 -1,4444 -1,1938 -0,9587 -0,6947 -0,3789 -0,0324 0,3067 0,6200 0,9097 1,1794 1,4193 1,6003 1,6941 1,6995 1,6295 1,4823 1,2506 0,9533 0,6371 0,3473 0,1117 -0,0475 -0,0923 0,0286 0,3364 0,7900 1,3132 1,8519 2,3840 2,8802 3,2870 3,5529 3,6558 3,6066 3,4374 3,1834 2,8771 2,5484 2,2190 1,8979 1,5809 1,2573 0,9315 0,6432 0,4558 0,4117 0,4984 0,6604 0,8419 1,0161 1,1720 1,2833 1,3020 1,1838 0,9175 0,5355 0,1043 -0,2997 -0,6076 -0,7671 -0,7674 -0,6607 -0,5453 -0,5210 -0,6478 -0,9294 -1,3291 -1,7877 -2,2307 -2,5939 -2,8564 -3,0201 -3,0588 -2,9275 -2,6332 -2,2598 -1,9021 -1,5952 -1,3242 -1,0786 -0,8782 -0,7471 -0,6826 -0,6586 -0,6469 -0,6319 -0,6194 -0,6455 -0,7557 -0,9590 -1,2087 -1,4348 -1,5818 -1,6173 -1,5269
