Fp1   -1,7772 -1,6632 -1,3886 -0,9985 -0,5738 -0,2219 -0,0346 -0,0608 -0,3029 -0,7221 -1,2582 -1,8707 -2,5664 -3,3637 -4,2187 -5,0062 -5,5771 -5,8230 -5,6955 -5,1978 -4,3748 -3,3013 -2,0863 -0,8721 0,2172 1,1301 1,8736 2,4581 2,8794 3,1501 3,3178 3,4151 3,4089 3,2460 2,9331 2,5455 2,1695 1,8518 1,5914 1,3769 1,2296 1,1925 1,2722 1,4274 1,6260 1,8905 2,2752 2,8090 3,4673 4,2008 4,9804 5,7956 6,6087 7,3328 7,8660 8,1229 8,0472 7,6407 6,9851 6,2081 5,4323 4,7526 4,2189 3,8182 3,5020 3,2402 3,0137 2,7829 2,5413 2,3891 2,4784 2,8841 3,5680 4,4453 5,4352 6,4743 7,5101 8,4680 9,2606 9,8817 10,4551 11,1452 12,0365 13,1048 14,2612 15,4187 16,5388 17,6141 18,6214 19,5119 20,2295 20,7257 20,9612 20,9066 20,5589 19,9578 19,1743 18,2679 17,2440 16,0574 14,6670 13,0797 11,3268 9,4137 7,3164 5,0184 2,5284 -0,1277 -2,9091 -5,7581 -8,6016 -11,3489 -13,8916 -16,1435 -18,1033 -19,8490 -21,4542 -22,9124 -24,1361 -25,0234 -25,5103 -25,5744 -25,2349 -24,5562 -23,6258 -22,5211 -21,2982 -19,9919 -18,6072 -17,1091 -15,4357 -13,5321 -11,3794 -9,0008 -6,4469 -3,7766 -1,0505 1,6729 4,3484 6,9382 9,3980 11,6970 13,8548 15,9291 17,9546 19,9128 21,7670 23,4974 25,0847 26,4907 27,6897 28,7012 29,5562 30,2387 30,6834 30,8163 30,5949 30,0210 29,1078 27,8444 26,2288 24,3245 22,2487 20,1121 18,0103 16,0415 14,2589 12,6449 11,2064 10,0498 9,3239 9,1237 9,4490 10,2228 11,3488 12,7352 14,2748 15,8543 17,3936 18,8635 20,2811 21,6815 23,0605 24,3462 25,4305 26,2143 26,6304 26,6587 26,3262 25,6470 24,5765 23,0761 21,1794 18,9507 16,4435 13,7212 10,8727 8,0035 5,2280 2,6612 0,4113 -1,4604 -2,9885 -4,2845 -5,4660 -6,6185 -7,7875 -8,9671 -10,1137 -11,1801 -12,1146 -12,8478 -13,3137 -13,4866 -13,3824 -13,0242 -12,4226 -11,5907 -10,5529 -9,3111 -7,8204 -6,0216 -3,9021 -1,5379 0,9169 3,3006 5,5139 7,5324 9,3812 11,1096 12,7594 14,3177 15,6894 16,7391 17,3677 17,5399 17,2665 16,6020 15,6443 14,5033 13,2551 11,9303 10,5542 9,1876 7,9020 6,7070 5,5315 4,2918 2,9534 1,5160 -0,0155 -1,6370 -3,3630 -5,2402 -7,3082 -9,5273 -11,7603 -13,8365 -15,6072 -16,9609 -17,8533 -18,3269 -18,4703 -18,3633 -18,0525 -17,5444 -16,7970 -15,7279 -14,2645 -12,4191 -10,3070 -8,0644 -5,7710 -3,4867 -1,3233 0,5794 2,1362 3,3359 4,1939 4,7195 4,9232 4,8480 4,6061 4,3765 4,3184 4,4742 4,7724 5,0979 5,3396 5,4319 5,3915 5,2972 5,2307 5,2404 5,3307 5,4592 5,5299 5,3937 4,8986 3,9735 2,6841 1,2303 -0,1311 -1,2162 -1,9814 -2,4749 -2,7743 -2,9843 -3,2190 -3,5259 -3,8343 -3,9869 -3,8255 -3,2728 -2,3616 -1,2086 0,0416 1,2790 2,4713 3,6680 4,9574 6,4036 8,0186 9,7652 11,5748 13,3845 15,1580 16,8781 18,5481 20,1649 21,6620 22,9181 23,8398 24,4188 24,7171 24,8112 24,7505 24,5433 24,1755 23,6659 23,0987 22,5788 22,1726 21,8979 21,7346 21,6282 21,5022 21,2866 20,9477 20,4979 19,9763 19,4280 18,9046 18,4681 18,1944 18,1694 18,4507 19,0364 19,8843 20,9359 22,1058 23,2838 24,3658 25,2627 25,8925 26,2087 26,2391 26,0673 25,7855 25,4647 25,1301 24,7374 24,1960 23,4576 22,5779 21,6726 20,8380 20,1342 19,6134 19,3342 19,3366 19,5993 20,0224 20,4534 20,7534 20,8732 20,8636 20,7934 20,6783 20,4984 20,2395 19,8848 19,4017 18,7696 18,0226 17,2660 16,6351 16,2017 15,9140 15,6462 15,2930 14,8090 14,2141 13,5928 13,0589 12,7115 12,6222 12,8239 13,2866 13,9242 14,6477 15,3977 16,1230 16,7681 17,2914 17,6571 17,8162 17,7245 17,3867 16,8731 16,3005 15,8073 15,5196 15,5064 15,7396 16,0997 16,4453 16,6909 16,8155 16,8143 16,6720 16,3949 16,0509 15,7443 15,5439 15,4444 15,4056 15,4086 15,4599 15,5652 15,7234 15,9328 16,1951 16,5221 16,9337 17,4203 17,8929 18,2092 18,2709 18,0759 17,6869 17,1935 16,7047 16,3480 16,2512 16,4952 17,0552 17,7833 18,4568 18,8682 18,9087 18,5929 18,0161 17,2975 16,5470 15,8392 15,1978 14,6199 14,1068 13,6637 13,2967 13,0236 12,8603 12,7734 12,6613 12,3908 11,8453 10,9584 9,7545 8,3549 6,8961 5,4225 3,8731 2,1667 0,2866 -1,6849 -3,5891 -5,2624 -6,6122 -7,6369 -8,3993 -8,9830 -9,4559 -9,8514 -10,1738 -10,4219 -10,5998 -10,6933 -10,6560 -10,4333 -9,9794 -9,2485 -8,2065 -6,8724 -5,3386 -3,7417 -2,2053 -0,7901 0,5143 1,7465 2,9358 4,1183 5,3581 6,7061 8,1468 9,5987 10,9532 12,1353 13,1618 14,1204 15,0703 15,9870 16,8106 17,5205 18,1450 18,7095 19,2029 19,6013 19,8969 20,0932 20,1791 20,1175 19,8695 19,4321 18,8366 18,1141 17,2725 16,3032 15,2152 14,0746 12,9899 12,0509 11,2988 10,7284 10,2829 9,8598 9,3358 8,6040 7,6152 6,3981 5,0482 3,6943 2,4752 1,5511 1,0836 1,1290 1,5515 2,0851 2,4902 2,6651 2,6648 2,6529 2,8131 3,2539 3,9583 4,8260 5,7554 6,6650 7,4760 8,1215 8,5854 8,9317 9,2558 9,5855 9,8594 9,9898 9,9004 9,5338 8,8564 7,8523 6,5417 5,0249 3,4757 2,0754 0,9545 0,1617 -0,3287 -0,5624 -0,5416 -0,2109 0,5032 1,6320 3,1050 4,7355 6,2873 7,5774 8,5313 9,1510 9,4424 9,3965
Fz    -1,0878 -0,8023 -0,4387 -0,0256 0,3737 0,6779 0,8286 0,8148 0,6670 0,4373 0,1752 -0,0982 -0,3966 -0,7427 -1,1337 -1,5317 -1,8790 -2,1256 -2,2456 -2,2373 -2,1175 -1,9116 -1,6484 -1,3612 -1,0762 -0,7943 -0,4954 -0,1636 0,1965 0,5709 0,9476 1,2941 1,5375 1,6026 1,4717 1,1950 0,8528 0,5152 0,2246 0,0071 -0,1072 -0,0874 0,0716 0,3412 0,6806 1,0597 1,4558 1,8403 2,1847 2,4835 2,7621 3,0521 3,3575 3,6454 3,8615 3,9414 3,8250 3,4988 3,0283 2,5286 2,1045 1,8234 1,7120 1,7516 1,8931 2,0820 2,2610 2,3709 2,3916 2,3807 2,4384 2,6273 2,9407 3,3371 3,7753 4,2253 4,6639 5,0580 5,3634 5,5630 5,6955 5,8315 6,0273 6,3053 6,6612 7,0803 7,5491 8,0468 8,5317 8,9498 9,2565 9,4257 9,4479 9,3298 9,0968 8,7897 8,4489 8,0984 7,7295 7,3076 6,8111 6,2632 5,7072 5,1525 4,5665 3,9094 3,1524 2,2707 1,2450 0,0812 -1,1768 -2,4522 -3,6524 -4,6987 -5,5607 -6,2629 -6,8496 -7,3479 -7,7599 -8,0783 -8,2917 -8,3801 -8,3244 -8,1254 -7,7998 -7,3641 -6,8317 -6,2215 -5,5547 -4,8413 -4,0722 -3,2277 -2,2931 -1,2632 -0,1361 1,0815 2,3602 3,6542 4,9261 6,1549 7,3226 8,4142 9,4379 10,4282 11,4162 12,4105 13,4104 14,4199 15,4319 16,4083 17,2903 18,0278 18,5873 18,9458 19,0912 19,0257 18,7687 18,3597 17,8431 17,2445 16,5769 15,8694 15,1661 14,4963 13,8701 13,2945 12,7612 12,2442 11,7484 11,3373 11,0881 11,0349 11,1563 11,4052 11,7459 12,1544 12,5953 13,0205 13,3908 13,6912 13,9367 14,1578 14,3691 14,5565 14,6976 14,7787 14,7867 14,6999 14,4909 14,1261 13,5694 12,8169 11,9142 10,9207 9,8774 8,8109 7,7395 6,6774 5,6452 4,6755 3,8056 3,0574 2,4215 1,8685 1,3753 0,9310 0,5273 0,1557 -0,1890 -0,5043 -0,7708 -0,9556 -1,0305 -0,9835 -0,8148 -0,5335 -0,1575 0,2852 0,7683 1,2858 1,8538 2,4930 3,2113 3,9906 4,7814 5,5227 6,1712 6,7131 7,1628 7,5602 7,9541 8,3632 8,7497 9,0438 9,1949 9,1908 9,0426 8,7790 8,4467 8,0885 7,7149 7,3070 6,8510 6,3648 5,8848 5,4275 4,9783 4,5208 4,0593 3,6015 3,1393 2,6530 2,1151 1,4915 0,7606 -0,0583 -0,9001 -1,6838 -2,3428 -2,8394 -3,1753 -3,3854 -3,5083 -3,5656 -3,5661 -3,5124 -3,3942 -3,1792 -2,8237 -2,3057 -1,6447 -0,8769 -0,0325 0,8381 1,6422 2,2883 2,7446 3,0387 3,2128 3,2936 3,2889 3,2015 3,0504 2,8867 2,7743 2,7535 2,8320 2,9941 3,2021 3,4136 3,6110 3,8050 4,0109 4,2343 4,4730 4,7165 4,9348 5,0694 5,0493 4,8306 4,4301 3,9359 3,4738 3,1367 2,9409 2,8488 2,8093 2,7632 2,6502 2,4448 2,1832 1,9474 1,8265 1,8772 2,1010 2,4465 2,8398 3,2281 3,6032 3,9911 4,4258 4,9268 5,4964 6,1211 6,7728 7,4243 8,0659 8,7050 9,3570 10,0266 10,6864 11,2882 11,7985 12,2169 12,5597 12,8373 13,0488 13,1856 13,2341 13,1919 13,0860 12,9617 12,8583 12,8013 12,8085 12,8841 13,0089 13,1444 13,2522 13,3080 13,3013 13,2370 13,1375 13,0359 12,9704 12,9845 13,1117 13,3566 13,6948 14,0892 14,5022 14,9032 15,2676 15,5686 15,7714 15,8535 15,8249 15,7170 15,5571 15,3613 15,1327 14,8528 14,4898 14,0367 13,5389 13,0733 12,7013 12,4486 12,3180 12,3046 12,3925 12,5437 12,7076 12,8441 12,9407 13,0170 13,1055 13,2130 13,3053 13,3401 13,3067 13,2154 13,0655 12,8442 12,5547 12,2388 11,9694 11,8047 11,7427 11,7270 11,6933 11,6019 11,4454 11,2478 11,0513 10,9008 10,8330 10,8632 10,9763 11,1426 11,3414 11,5623 11,7861 11,9837 12,1301 12,2038 12,1797 12,0412 11,7979 11,4826 11,1400 10,8254 10,5991 10,5060 10,5497 10,6889 10,8728 11,0738 11,2742 11,4306 11,4770 11,3733 11,1438 10,8588 10,5844 10,3557 10,1889 10,0984 10,0925 10,1646 10,2961 10,4637 10,6485 10,8456 11,0613 11,2853 11,4670 11,5420 11,4857 11,3263 11,1063 10,8531 10,5873 10,3476 10,1981 10,2019 10,3784 10,6808 11,0120 11,2690 11,3865 11,3536 11,1961 10,9486 10,6424 10,3050 9,9620 9,6397 9,3614 9,1350 8,9511 8,8004 8,6838 8,5950 8,5002 8,3443 8,0711 7,6397 7,0501 6,3582 5,6393 4,9301 4,2154 3,4646 2,6703 1,8647 1,1097 0,4670 -0,0318 -0,3957 -0,6650 -0,8900 -1,1081 -1,3310 -1,5450 -1,7207 -1,8292 -1,8486 -1,7698 -1,6030 -1,3638 -1,0481 -0,6374 -0,1292 0,4529 1,0698 1,6791 2,2470 2,7601 3,2259 3,6651 4,1088 4,5955 5,1483 5,7537 6,3680 6,9386 7,4301 7,8501 8,2432 8,6455 9,0530 9,4423 9,8072 10,1623 10,5161 10,8522 11,1412 11,3603 11,4960 11,5341 11,4567 11,2551 10,9438 10,5563 10,1256 9,6672 9,1730 8,6343 8,0825 7,5922 7,2300 7,0121 6,9038 6,8415 6,7602 6,6110 6,3676 6,0271 5,6053 5,1299 4,6343 4,1617 3,7775 3,5531 3,5095 3,5852 3,6748 3,6946 3,6140 3,4537 3,2766 3,1629 3,1678 3,2880 3,4760 3,6855 3,8906 4,0730 4,2105 4,2893 4,3271 4,3634 4,4179 4,4743 4,4976 4,4531 4,3176 4,0783 3,7174 3,2188 2,6081 1,9683 1,4024 0,9819 0,7267 0,6222 0,6493 0,8009 1,0833 1,5094 2,0866 2,7922 3,5593 4,2953 4,9192 5,3849 5,6734 5,7686 5,6536
F3    -0,6911 -0,4541 -0,1598 0,1609 0,4602 0,6761 0,7617 0,7085 0,5430 0,3075 0,0389 -0,2491 -0,5686 -0,9335 -1,3313 -1,7171 -2,0355 -2,2476 -2,3382 -2,3082 -2,1682 -1,9366 -1,6421 -1,3224 -1,0024 -0,6737 -0,3090 0,1021 0,5365 0,9568 1,3315 1,6227 1,7708 1,7278 1,5022 1,1585 0,7786 0,4281 0,1431 -0,0623 -0,1729 -0,1668 -0,0364 0,1980 0,5047 0,8611 1,2509 1,6472 2,0145 2,3349 2,6252 2,9164 3,2151 3,4923 3,7003 3,7818 3,6776 3,3662 2,9044 2,4088 1,9955 1,7387 1,6600 1,7296 1,8882 2,0765 2,2383 2,3182 2,3040 2,2656 2,3107 2,4947 2,7957 3,1659 3,5737 4,0062 4,4515 4,8756 5,2254 5,4761 5,6659 5,8671 6,1339 6,4801 6,8912 7,3508 7,8564 8,4036 8,9609 9,4712 9,8731 10,1204 10,1916 10,0895 9,8417 9,4936 9,0882 8,6442 8,1468 7,5656 6,8934 6,1676 5,4390 4,7220 3,9894 3,2043 2,3375 1,3602 0,2470 -1,0051 -2,3609 -3,7460 -5,0582 -6,2049 -7,1524 -7,9330 -8,6005 -9,1842 -9,6779 -10,0580 -10,3003 -10,3861 -10,3089 -10,0819 -9,7273 -9,2586 -8,6813 -8,0085 -7,2656 -6,4736 -5,6312 -4,7172 -3,7079 -2,5909 -1,3640 -0,0350 1,3677 2,7945 4,1923 5,5180 6,7400 7,8466 8,8641 9,8500 10,8546 11,8952 12,9675 14,0596 15,1405 16,1520 17,0356 17,7610 18,3181 18,6980 18,8935 18,9060 18,7485 18,4452 18,0159 17,4567 16,7576 15,9430 15,0735 14,2072 13,3830 12,6307 11,9577 11,3438 10,7888 10,3478 10,0932 10,0588 10,2206 10,5218 10,9139 11,3679 11,8532 12,3318 12,7750 13,1788 13,5667 13,9699 14,3919 14,7979 15,1395 15,3759 15,4721 15,3972 15,1315 14,6608 13,9716 13,0805 12,0495 10,9444 9,8000 8,6360 7,4745 6,3378 5,2467 4,2271 3,3134 2,5290 1,8607 1,2704 0,7308 0,2300 -0,2450 -0,7091 -1,1693 -1,6193 -2,0335 -2,3700 -2,5894 -2,6743 -2,6270 -2,4553 -2,1642 -1,7648 -1,2766 -0,7111 -0,0606 0,6937 1,5619 2,5198 3,5017 4,4299 5,2526 5,9576 6,5683 7,1289 7,6767 8,2055 8,6567 8,9578 9,0729 9,0095 8,7938 8,4612 8,0566 7,6153 7,1414 6,6192 6,0486 5,4623 4,9017 4,3747 3,8483 3,2863 2,6827 2,0501 1,3985 0,7313 0,0396 -0,7018 -1,5119 -2,3709 -3,2204 -3,9979 -4,6612 -5,1920 -5,5963 -5,8966 -6,1126 -6,2487 -6,2966 -6,2386 -6,0492 -5,6984 -5,1654 -4,4598 -3,6259 -2,7138 -1,7558 -0,7887 0,1185 0,8860 1,4665 1,8545 2,0648 2,1202 2,0504 1,8886 1,6750 1,4687 1,3353 1,3132 1,4023 1,5743 1,7824 1,9846 2,1692 2,3503 2,5466 2,7721 3,0315 3,3125 3,5751 3,7492 3,7549 3,5426 3,1237 2,5777 2,0209 1,5429 1,1710 0,8948 0,6956 0,5369 0,3652 0,1539 -0,0634 -0,2095 -0,2107 -0,0373 0,2873 0,7037 1,1422 1,5523 1,9251 2,2897 2,6919 3,1706 3,7463 4,4161 5,1588 5,9508 6,7722 7,6047 8,4378 9,2623 10,0477 10,7435 11,3079 11,7308 12,0290 12,2286 12,3508 12,4025 12,3745 12,2651 12,1068 11,9528 11,8447 11,8003 11,8222 11,8986 11,9977 12,0804 12,1229 12,1225 12,0840 12,0125 11,9194 11,8252 11,7607 11,7665 11,8761 12,0981 12,4163 12,7996 13,2101 13,6154 13,9950 14,3279 14,5779 14,7161 14,7474 14,6960 14,5768 14,3917 14,1335 13,7815 13,3122 12,7354 12,1166 11,5473 11,0969 10,7917 10,6295 10,6011 10,6906 10,8609 11,0545 11,2157 11,3165 11,3708 11,4187 11,4833 11,5435 11,5601 11,5154 11,4083 11,2325 10,9827 10,6791 10,3780 10,1530 10,0480 10,0376 10,0435 9,9902 9,8423 9,6086 9,3290 9,0540 8,8323 8,7086 8,7120 8,8405 9,0648 9,3529 9,6802 10,0177 10,3304 10,5847 10,7449 10,7724 10,6491 10,3971 10,0706 9,7378 9,4679 9,3164 9,3092 9,4304 9,6279 9,8474 10,0592 10,2429 10,3544 10,3325 10,1501 9,8522 9,5304 9,2598 9,0675 8,9542 8,9214 8,9670 9,0729 9,2107 9,3539 9,4901 9,6294 9,7981 10,0025 10,1949 10,2967 10,2618 10,1052 9,8775 9,6313 9,4122 9,2685 9,2541 9,4042 9,7044 10,0842 10,4369 10,6585 10,6903 10,5396 10,2588 9,9075 9,5295 9,1514 8,7899 8,4624 8,1864 7,9693 7,8079 7,6999 7,6434 7,6133 7,5514 7,3922 7,0878 6,6117 5,9715 5,2214 4,4352 3,6571 2,8851 2,0971 1,2880 0,4875 -0,2503 -0,8768 -1,3757 -1,7661 -2,0884 -2,3832 -2,6727 -2,9554 -3,2134 -3,4228 -3,5628 -3,6182 -3,5837 -3,4689 -3,2809 -3,0010 -2,5975 -2,0620 -1,4215 -0,7218 -0,0092 0,6823 1,3366 1,9460 2,5029 3,0163 3,5259 4,0755 4,6752 5,2949 5,8837 6,4014 6,8495 7,2687 7,6940 8,1235 8,5401 8,9447 9,3531 9,7645 10,1460 10,4510 10,6467 10,7240 10,6863 10,5388 10,2932 9,9741 9,6110 9,2241 8,8155 8,3695 7,8722 7,3479 6,8585 6,4572 6,1571 5,9371 5,7577 5,5732 5,3377 5,0133 4,5840 4,0618 3,4852 2,9108 2,4057 2,0460 1,8973 1,9651 2,1697 2,3874 2,5210 2,5364 2,4600 2,3583 2,3084 2,3590 2,5074 2,7185 2,9610 3,2128 3,4479 3,6341 3,7476 3,7943 3,8038 3,7944 3,7562 3,6652 3,4994 3,2496 2,9180 2,4982 1,9765 1,3713 0,7537 0,2162 -0,1729 -0,3914 -0,4546 -0,3899 -0,2148 0,0698 0,4739 1,0056 1,6453 2,3302 2,9756 3,5147 3,9159 4,1715 4,2721 4,1999
F7    -0,6374 -0,5777 -0,3893 -0,0930 0,2567 0,5651 0,7371 0,7298 0,5604 0,2702 -0,1049 -0,5359 -0,9971 -1,4627 -1,8936 -2,2328 -2,4303 -2,4763 -2,3968 -2,2255 -1,9835 -1,6790 -1,3248 -0,9515 -0,5873 -0,2308 0,1336 0,5010 0,8426 1,1304 1,3527 1,5013 1,5554 1,4952 1,3294 1,0954 0,8398 0,6032 0,4043 0,2399 0,1096 0,0321 0,0304 0,1203 0,3204 0,6517 1,1152 1,6714 2,2466 2,7688 3,2075 3,5798 3,9168 4,2264 4,4818 4,6240 4,5823 4,3244 3,9014 3,4245 2,9961 2,6702 2,4540 2,3203 2,2265 2,1368 2,0278 1,8884 1,7416 1,6585 1,7181 1,9492 2,3248 2,7993 3,3310 3,8852 4,4311 4,9285 5,3332 5,6345 5,8774 6,1313 6,4439 6,8206 7,2360 7,6693 8,1325 8,6508 9,2213 9,7962 10,3011 10,6651 10,8415 10,8136 10,6006 10,2579 9,8539 9,4289 8,9715 8,4412 7,8178 7,1197 6,3700 5,5584 4,6507 3,6248 2,4828 1,2384 -0,0915 -1,4854 -2,9130 -4,3272 -5,6581 -6,8353 -7,8306 -8,6718 -9,4065 -10,0569 -10,6115 -11,0517 -11,3692 -11,5556 -11,5893 -11,4471 -11,1264 -10,6444 -10,0176 -9,2594 -8,3869 -7,4156 -6,3497 -5,1864 -3,9284 -2,5916 -1,1988 0,2273 1,6578 3,0538 4,3800 5,6074 6,7075 7,6709 8,5373 9,3874 10,2892 11,2619 12,2899 13,3430 14,3703 15,3031 16,0957 16,7481 17,2729 17,6598 17,8849 17,9376 17,8307 17,5921 17,2398 16,7605 16,1249 15,3254 14,3885 13,3614 12,3120 11,3319 10,4928 9,8070 9,2631 8,8779 8,6886 8,7146 8,9366 9,3086 9,7912 10,3585 10,9757 11,5952 12,1807 12,7212 13,2296 13,7286 14,2277 14,7085 15,1315 15,4557 15,6482 15,6825 15,5393 15,1990 14,6342 13,8430 12,8750 11,7922 10,6291 9,4059 8,1471 6,8777 5,6221 4,4223 3,3493 2,4620 1,7502 1,1445 0,5779 0,0180 -0,5401 -1,0874 -1,6144 -2,1224 -2,6161 -3,0858 -3,5043 -3,8377 -4,0482 -4,0926 -3,9366 -3,5822 -3,0703 -2,4483 -1,7393 -0,9403 -0,0433 0,9413 1,9798 3,0323 4,0664 5,0564 5,9852 6,8440 7,6187 8,2749 8,7628 9,0460 9,1264 9,0253 8,7565 8,3380 7,8163 7,2490 6,6634 6,0524 5,4124 4,7738 4,1864 3,6782 3,2297 2,7900 2,3099 1,7539 1,1032 0,3550 -0,4933 -1,4584 -2,5497 -3,7303 -4,9141 -6,0111 -6,9612 -7,7305 -8,3031 -8,6831 -8,8835 -8,9108 -8,7641 -8,4407 -7,9392 -7,2639 -6,4377 -5,5108 -4,5448 -3,5798 -2,6245 -1,6878 -0,8103 -0,0526 0,5435 0,9705 1,2346 1,3410 1,3047 1,1660 0,9934 0,8730 0,8755 1,0173 1,2551 1,5121 1,7094 1,8002 1,7883 1,7118 1,6193 1,5648 1,6012 1,7540 1,9960 2,2400 2,3629 2,2580 1,8892 1,3163 0,6694 0,0792 -0,3778 -0,6773 -0,8342 -0,9095 -0,9913 -1,1367 -1,3304 -1,4957 -1,5426 -1,4136 -1,0997 -0,6365 -0,0923 0,4559 0,9547 1,3948 1,8112 2,2652 2,8167 3,4973 4,3011 5,1981 6,1453 7,0998 8,0446 8,9811 9,8841 10,6872 11,3189 11,7438 11,9731 12,0507 12,0330 11,9650 11,8614 11,7206 11,5567 11,3992 11,2734 11,1930 11,1622 11,1675 11,1744 11,1491 11,0900 11,0238 10,9737 10,9437 10,9291 10,9246 10,9265 10,9433 11,0020 11,1345 11,3573 11,6604 12,0125 12,3774 12,7277 13,0339 13,2524 13,3500 13,3374 13,2568 13,1458 13,0181 12,8612 12,6355 12,2903 11,8065 11,2321 10,6647 10,1982 9,8874 9,7496 9,7794 9,9516 10,2144 10,4908 10,6976 10,7745 10,7126 10,5569 10,3689 10,1850 10,0160 9,8636 9,7152 9,5411 9,3180 9,0534 8,7866 8,5639 8,4045 8,2836 8,1504 7,9603 7,6948 7,3711 7,0381 6,7508 6,5491 6,4618 6,5143 6,7121 7,0250 7,4020 7,7985 8,1802 8,5163 8,7790 8,9363 8,9491 8,7920 8,4828 8,0890 7,7051 7,4173 7,2776 7,2922 7,4225 7,6041 7,7877 7,9629 8,1349 8,2842 8,3672 8,3601 8,2869 8,1916 8,0945 7,9922 7,8901 7,8147 7,7906 7,8198 7,8832 7,9575 8,0348 8,1311 8,2744 8,4700 8,6738 8,8111 8,8317 8,7361 8,5620 8,3620 8,1910 8,1056 8,1610 8,3839 8,7450 9,1644 9,5410 9,7834 9,8481 9,7622 9,5937 9,3944 9,1753 8,9232 8,6290 8,3060 7,9831 7,6814 7,4098 7,1735 6,9674 6,7637 6,5292 6,2531 5,9377 5,5721 5,1378 4,6305 4,0604 3,4324 2,7335 1,9467 1,0783 0,1713 -0,7059 -1,4883 -2,1393 -2,6558 -3,0592 -3,3794 -3,6375 -3,8414 -3,9923 -4,0913 -4,1420 -4,1498 -4,1217 -4,0639 -3,9643 -3,7752 -3,4351 -2,9205 -2,2683 -1,5551 -0,8566 -0,2092 0,3965 0,9792 1,5396 2,0843 2,6506 3,2771 3,9635 4,6666 5,3246 5,8916 6,3718 6,8163 7,2694 7,7275 8,1566 8,5366 8,8739 9,1778 9,4352 9,6092 9,6662 9,6044 9,4512 9,2379 8,9903 8,7320 8,4833 8,2550 8,0434 7,8234 7,5618 7,2505 6,9156 6,5873 6,2786 5,9854 5,6872 5,3469 4,9218 4,3880 3,7547 3,0568 2,3482 1,6993 1,1879 0,8927 0,8747 1,1337 1,5782 2,0554 2,4237 2,6089 2,6217 2,5430 2,4818 2,5182 2,6692 2,9066 3,1954 3,5055 3,8033 4,0514 4,2242 4,3318 4,4141 4,4988 4,5811 4,6372 4,6389 4,5607 4,3808 4,0707 3,6012 2,9803 2,2710 1,5689 0,9642 0,5091 0,2102 0,0566 0,0523 0,2222 0,5911 1,1549 1,8581 2,6035 3,2964 3,8823 4,3441 4,6700 4,8305 4,7919
