Fp1   2,3173 2,1820 2,1191 2,0676 1,9755 1,8005 1,5238 1,1704 0,8101 0,5281 0,3786 0,3551 0,3997 0,4408 0,4331 0,3778 0,3161 0,2957 0,3358 0,4161 0,4927 0,5227 0,4783 0,3488 0,1384 -0,1354 -0,4392 -0,7249 -0,9440 -1,0682 -1,0967 -1,0502 -0,9615 -0,8687 -0,8067 -0,7906 -0,8069 -0,8230 -0,8097 -0,7606 -0,6960 -0,6554 -0,6828 -0,8027 -0,9959 -1,2028 -1,3542 -1,3970 -1,2992 -1,0517 -0,6823 -0,2610 0,1343 0,4700 0,7647 1,0509 1,3384 1,6098 1,8346 1,9887 2,0677 2,0906 2,0967 2,1332 2,2320 2,3934 2,5927 2,7967 2,9794 3,1279 3,2321 3,2770 3,2528 3,1669 3,0427 2,9153 2,8246 2,7977 2,8417 2,9514 3,1215 3,3535 3,6421 3,9470 4,1957 4,3224 4,3035 4,1530 3,8922 3,5341 3,0992 2,6219 2,1297 1,6299 1,1264 0,6421 0,2143 -0,1355 -0,4159 -0,6515 -0,8616 -1,0548 -1,2345 -1,4024 -1,5584 -1,7054 -1,8487 -1,9830 -2,0880 -2,1525 -2,1902 -2,2259 -2,2738 -2,3272 -2,3622 -2,3593 -2,3187 -2,2520 -2,1712 -2,0897 -2,0234 -1,9842 -1,9699 -1,9668 -1,9679 -1,9848 -2,0312 -2,0924 -2,1234 -2,0863 -1,9744 -1,7816 -1,4670 -0,9686 -0,2448 0,6907 1,7591 2,8390 3,8029 4,5485 5,0327 5,2963 5,4429 5,5748 5,7481 5,9692 6,2129 6,4485 6,6634 6,8601 7,0388 7,1953 7,3316 7,4497 7,5384 7,5880 7,6130 7,6418 7,6872 7,7314 7,7326 7,6514 7,4793 7,2428 6,9833 6,7403 6,5403 6,3897 6,2808 6,2098 6,1876 6,2311 6,3445 6,5214 6,7605 7,0597 7,3871 7,6758 7,8499 7,8561 7,6786 7,3371 6,8762 6,3670 5,9161 5,6501 5,6648 5,9750 6,5056 7,1197 7,6719 8,0658 8,2826 8,3614 8,3513 8,2818 8,1683 8,0299 7,8958 7,7998 7,7700 7,8117 7,9007 8,0052 8,1151 8,2337 8,3423 8,3994 8,3726 8,2585 8,0812 7,8818 7,6974 7,5431 7,4169 7,3128 7,2239 7,1382 7,0323 6,8783 6,6630 6,3921 6,0729 5,7121 5,3312 4,9675 4,6581 4,4268 4,2813 4,2178 4,2309 4,3131 4,4380 4,5563 4,6346 4,7013 4,8341 5,1053 5,5394 6,0941 6,6719 7,1688 7,5279 7,7499 7,8673 7,9141 7,9093 7,8578 7,7619 7,6337 7,4999 7,3987 7,3642 7,4053 7,5015 7,6251 7,7686 7,9479 8,1813 8,4666 8,7750 9,0608 9,2786 9,4006 9,4329 9,4133 9,3770 9,3244 9,2273 9,0620 8,8304 8,5643 8,3191 8,1472 8,0671 8,0671 8,1366 8,2869 8,5387 8,8889 9,2868 9,6509 9,9133 10,0579 10,1171 10,1277 10,0969 10,0153 9,8911 9,7627 9,6781 9,6666 9,7214 9,7978 9,8383 9,8187 9,7743 9,7796 9,9017 10,1611 10,5258 10,9362 11,3311 11,6593 11,8940 12,0422 12,1264 12,1594 12,1391 12,0567 11,9020 11,6671 11,3536 10,9798 10,5932 10,2706 10,0918 10,1031 10,3052 10,6636 11,1198 11,5951 11,9975 12,2459 12,3104 12,2264 12,0698 11,9289 11,8860 11,9883 12,2210 12,5104 12,7620 12,9175 12,9881 13,0263 13,0642 13,0957 13,1107 13,1186 13,1260 13,1086 13,0287 12,8800 12,6970 12,5240 12,3902 12,3002 12,2334 12,1626 12,0788 11,9832 11,8680 11,7178 11,5190 11,2655 10,9726 10,6911 10,5004 10,4736 10,6381 10,9623 11,3722 11,7882 12,1575 12,4638 12,7217 12,9684 13,2472 13,5724 13,9108 14,2031 14,3844 14,3809 14,1241 13,5909 12,8328 11,9752 11,1820 10,5940 10,2794 10,2228 10,3535 10,5896 10,8621 11,1151 11,2985 11,3750 11,3407 11,2267 11,0700 10,8942 10,7144 10,5370 10,3579 10,1778 10,0119 9,8755 9,7749 9,7172 9,7178 9,7973 9,9711 10,2395 10,5785 10,9336 11,2309 11,4192 11,4998 11,5106 11,4929 11,4676 11,4262 11,3389 11,1803 10,9545 10,7015 10,4726 10,2976 10,1815 10,1290 10,1599 10,2974 10,5438 10,8701 11,2253 11,5560 11,8192 11,9870 12,0455 11,9847 11,7983 11,4979 11,1076 10,6403 10,0965 9,4850 8,8422 8,2331 7,7325 7,4029 7,2820 7,3693 7,6156 7,9396 8,2589 8,5079 8,6419 8,6411 8,5164 8,3142 8,1063 7,9520 7,8616 7,7934 7,6890 7,5153 7,2806 7,0168 6,7544 6,5145 6,3139 6,1666 6,0844 6,0841 6,1890 6,4134 6,7361 7,0884 7,3806 7,5533 7,6103 7,6061 7,6023 7,6388 7,7362 7,9018 8,1147 8,3134 8,4185 8,3836 8,2337 8,0585 7,9596 7,9959 8,1691 8,4429 8,7638 9,0601 9,2445 9,2547 9,1020 8,8562 8,5846 8,3130 8,0362 7,7439 7,4323 7,1028 6,7567 6,3906 6,0012 5,5972 5,2146 4,9217 4,7923 4,8545 5,0651 5,3255 5,5218 5,5744 5,4801 5,3183 5,2042 5,2161 5,3584 5,5956 5,8940 6,2236 6,5562 6,8827 7,2079 7,5095 7,7213 7,7823 7,6942 7,5265 7,3772 7,3295 7,4329 7,7027 8,1214 8,6242 9,0993 9,4406 9,6088 9,6316 9,5569 9,4087 9,1675 8,7956 8,2842 7,6707 7,0222 6,4124 5,9059 5,5417 5,3200 5,2023 5,1342 5,0742 5,0024 4,9075 4,7856 4,6559 4,5632 4,5592 4,6796 4,9195 5,2143 5,4670 5,6123 5,6546 5,6481 5,6560 5,7276 5,8934 6,1577 6,4883 6,8115 7,0387 7,1161 7,0497 6,8814 6,6628 6,4504 6,3065 6,2811 6,3847 6,5741 6,7741 6,9179 6,9713 6,9161 6,7258 6,3760 5,8805 5,3018 4,7288 4,2470 3,9103 3,7266 3,6682 3,6954 3,7798 3,9128 4,0936 4,3093 4,5405 4,7767
Fz    1,8314 1,8731 1,9164 1,9272 1,8776 1,7456 1,5215 1,2226 0,8950 0,5959 0,3663 0,2104 0,0967 -0,0187 -0,1641 -0,3341 -0,4902 -0,5827 -0,5794 -0,4787 -0,3052 -0,1001 0,0889 0,2228 0,2825 0,2662 0,1797 0,0310 -0,1639 -0,3738 -0,5584 -0,6861 -0,7441 -0,7327 -0,6571 -0,5253 -0,3510 -0,1563 0,0253 0,1525 0,1860 0,1022 -0,0992 -0,3954 -0,7477 -1,1132 -1,4546 -1,7452 -1,9656 -2,0937 -2,1095 -2,0192 -1,8602 -1,6764 -1,4966 -1,3361 -1,2059 -1,1165 -1,0737 -1,0705 -1,0886 -1,1044 -1,0895 -1,0152 -0,8633 -0,6358 -0,3583 -0,0724 0,1812 0,3738 0,4878 0,5154 0,4653 0,3674 0,2666 0,2121 0,2446 0,3754 0,5761 0,8013 1,0271 1,2618 1,5168 1,7726 1,9842 2,1150 2,1525 2,0956 1,9409 1,6935 1,3842 1,0649 0,7849 0,5739 0,4388 0,3656 0,3237 0,2724 0,1733 0,0064 -0,2188 -0,4657 -0,6827 -0,8282 -0,8936 -0,9016 -0,8845 -0,8688 -0,8808 -0,9551 -1,1294 -1,4269 -1,8421 -2,3384 -2,8585 -3,3447 -3,7585 -4,0912 -4,3607 -4,5941 -4,8042 -4,9786 -5,0864 -5,0902 -4,9620 -4,7081 -4,3798 -4,0439 -3,7406 -3,4699 -3,2062 -2,9138 -2,5493 -2,0636 -1,4207 -0,6243 0,2795 1,2263 2,1567 3,0236 3,8001 4,4908 5,1263 5,7304 6,2978 6,8024 7,2212 7,5497 7,8070 8,0261 8,2349 8,4447 8,6496 8,8278 8,9496 8,9963 8,9722 8,9004 8,8109 8,7310 8,6754 8,6458 8,6454 8,6954 8,8205 9,0193 9,2607 9,5039 9,7145 9,8760 9,9961 10,0975 10,2007 10,3163 10,4382 10,5374 10,5681 10,4828 10,2508 9,8710 9,3697 8,7889 8,1845 7,6328 7,2223 7,0223 7,0469 7,2473 7,5363 7,8241 8,0508 8,1995 8,2792 8,2959 8,2447 8,1195 7,9245 7,6773 7,4076 7,1515 6,9420 6,7999 6,7285 6,7162 6,7439 6,7894 6,8277 6,8359 6,8008 6,7225 6,6137 6,4965 6,3913 6,3106 6,2597 6,2354 6,2219 6,1959 6,1397 6,0474 5,9188 5,7491 5,5329 5,2813 5,0301 4,8202 4,6728 4,5833 4,5312 4,5013 4,5044 4,5725 4,7339 5,0016 5,3806 5,8680 6,4426 7,0548 7,6309 8,0945 8,3948 8,5235 8,5100 8,3972 8,2194 7,9945 7,7275 7,4196 7,0835 6,7526 6,4752 6,2969 6,2462 6,3274 6,5229 6,8013 7,1270 7,4674 7,7957 8,0864 8,3106 8,4399 8,4622 8,3952 8,2808 8,1640 8,0700 7,9951 7,9138 7,7986 7,6391 7,4519 7,2737 7,1382 7,0572 7,0224 7,0206 7,0437 7,0913 7,1698 7,2851 7,4336 7,6007 7,7700 7,9328 8,0851 8,2169 8,3144 8,3764 8,4203 8,4676 8,5275 8,5970 8,6691 8,7364 8,7953 8,8542 8,9303 9,0385 9,1831 9,3566 9,5479 9,7506 9,9649 10,1961 10,4532 10,7377 11,0301 11,2909 11,4730 11,5371 11,4647 11,2621 10,9588 10,6106 10,2958 10,0898 10,0341 10,1302 10,3515 10,6463 10,9390 11,1508 11,2384 11,2130 11,1240 11,0355 11,0199 11,1424 11,4302 11,8577 12,3617 12,8674 13,3147 13,6738 13,9368 14,1086 14,2106 14,2799 14,3477 14,4137 14,4456 14,4070 14,2851 14,0903 13,8395 13,5493 13,2374 12,9179 12,5996 12,2916 12,0078 11,7676 11,5930 11,4998 11,4847 11,5204 11,5664 11,5882 11,5696 11,5096 11,4144 11,2896 11,1378 10,9608 10,7642 10,5609 10,3715 10,2209 10,1291 10,1006 10,1206 10,1565 10,1589 10,0733 9,8690 9,5613 9,2090 8,8970 8,7082 8,6899 8,8357 9,0978 9,4097 9,7030 9,9220 10,0408 10,0721 10,0487 9,9922 9,9072 9,7983 9,6773 9,5582 9,4518 9,3625 9,2907 9,2380 9,2083 9,2036 9,2247 9,2749 9,3608 9,4872 9,6484 9,8159 9,9373 9,9626 9,8755 9,7029 9,5007 9,3243 9,2018 9,1319 9,1042 9,1123 9,1432 9,1611 9,1174 8,9865 8,7926 8,5950 8,4493 8,3838 8,3990 8,4703 8,5568 8,6235 8,6594 8,6709 8,6594 8,6094 8,4959 8,2982 8,0069 7,6287 7,1958 6,7627 6,3885 6,1236 6,0052 6,0464 6,2246 6,4820 6,7427 6,9427 7,0535 7,0790 7,0322 6,9234 6,7670 6,5807 6,3811 6,1857 6,0111 5,8698 5,7711 5,7236 5,7287 5,7746 5,8398 5,9053 5,9639 6,0165 6,0654 6,1135 6,1673 6,2264 6,2721 6,2851 6,2739 6,2689 6,2934 6,3524 6,4402 6,5471 6,6605 6,7601 6,8172 6,8080 6,7312 6,6130 6,5034 6,4578 6,5031 6,6135 6,7248 6,7649 6,6702 6,3980 5,9496 5,3780 4,7619 4,1662 3,6206 3,1270 2,6806 2,2752 1,8895 1,4857 1,0397 0,5780 0,1803 -0,0519 -0,0390 0,2406 0,7350 1,3337 1,9035 2,3359 2,5926 2,7192 2,8124 2,9714 3,2569 3,6686 4,1521 4,6275 5,0180 5,2717 5,3779 5,3666 5,2808 5,1440 4,9657 4,7708 4,6074 4,5294 4,5701 4,7284 4,9781 5,2808 5,5803 5,8023 5,8905 5,8420 5,6915 5,4683 5,1751 4,8063 4,3755 3,9143 3,4595 3,0500 2,7243 2,5085 2,4055 2,3933 2,4296 2,4604 2,4339 2,3216 2,1305 1,8916 1,6446 1,4360 1,3167 1,3332 1,5146 1,8600 2,3363 2,8936 3,4854 4,0749 4,6303 5,1283 5,5580 5,9144 6,1858 6,3552 6,4120 6,3587 6,2054 5,9628 5,6482 5,2982 4,9676 4,7059 4,5306 4,4181 4,3168 4,1734 3,9529 3,6347 3,2034 2,6591 2,0316 1,3754 0,7565 0,2400 -0,1279 -0,3357 -0,3957 -0,3165 -0,0914 0,2837 0,7838 1,3540 1,9378 2,4999
F3    2,4169 2,4051 2,3925 2,3438 2,2309 2,0362 1,7554 1,4069 1,0348 0,6964 0,4353 0,2567 0,1297 0,0163 -0,1025 -0,2170 -0,2945 -0,2980 -0,2118 -0,0532 0,1351 0,3009 0,3982 0,4043 0,3294 0,2048 0,0553 -0,1140 -0,3056 -0,5113 -0,7122 -0,8893 -1,0260 -1,1039 -1,1063 -1,0277 -0,8795 -0,6896 -0,4996 -0,3574 -0,3037 -0,3588 -0,5187 -0,7582 -1,0369 -1,3094 -1,5351 -1,6860 -1,7504 -1,7282 -1,6312 -1,4913 -1,3539 -1,2461 -1,1562 -1,0513 -0,9131 -0,7580 -0,6221 -0,5276 -0,4690 -0,4199 -0,3438 -0,2049 0,0174 0,3177 0,6640 1,0086 1,3064 1,5265 1,6532 1,6833 1,6305 1,5277 1,4201 1,3570 1,3804 1,5038 1,6997 1,9197 2,1331 2,3403 2,5471 2,7311 2,8466 2,8623 2,7817 2,6243 2,4010 2,1190 1,8014 1,4891 1,2217 1,0220 0,8920 0,8150 0,7588 0,6799 0,5341 0,2963 -0,0216 -0,3736 -0,6986 -0,9456 -1,0929 -1,1498 -1,1440 -1,1125 -1,1050 -1,1829 -1,3949 -1,7517 -2,2257 -2,7634 -3,2994 -3,7739 -4,1510 -4,4264 -4,6193 -4,7566 -4,8559 -4,9205 -4,9434 -4,9090 -4,8000 -4,6210 -4,4094 -4,2054 -4,0172 -3,8216 -3,5874 -3,2867 -2,8878 -2,3503 -1,6434 -0,7731 0,2117 1,2406 2,2448 3,1699 3,9860 4,6980 5,3372 5,9267 6,4568 6,8954 7,2156 7,4161 7,5264 7,5937 7,6605 7,7478 7,8512 7,9449 7,9947 7,9820 7,9162 7,8280 7,7521 7,7145 7,7236 7,7711 7,8459 7,9487 8,0831 8,2363 8,3836 8,5052 8,5903 8,6359 8,6519 8,6582 8,6720 8,7031 8,7504 8,7937 8,7921 8,6923 8,4461 8,0316 7,4626 6,7837 6,0688 5,4210 4,9512 4,7358 4,7804 5,0232 5,3705 5,7324 6,0445 6,2728 6,4073 6,4520 6,4177 6,3138 6,1473 5,9330 5,7039 5,5038 5,3657 5,2951 5,2725 5,2714 5,2735 5,2701 5,2536 5,2169 5,1628 5,1046 5,0577 5,0309 5,0208 5,0132 4,9944 4,9581 4,9025 4,8286 4,7416 4,6469 4,5411 4,4071 4,2265 4,0019 3,7634 3,5476 3,3743 3,2414 3,1330 3,0364 2,9602 2,9299 2,9663 3,0792 3,2744 3,5548 3,9116 4,3168 4,7221 5,0697 5,3127 5,4336 5,4452 5,3745 5,2480 5,0859 4,8983 4,6825 4,4357 4,1730 3,9300 3,7461 3,6476 3,6430 3,7296 3,8998 4,1407 4,4325 4,7482 5,0510 5,2966 5,4474 5,4918 5,4532 5,3782 5,3126 5,2829 5,2874 5,3005 5,2892 5,2312 5,1303 5,0133 4,9110 4,8412 4,8071 4,8074 4,8392 4,8957 4,9659 5,0405 5,1163 5,1935 5,2700 5,3414 5,4020 5,4435 5,4588 5,4534 5,4473 5,4622 5,5096 5,5899 5,6926 5,7961 5,8802 5,9434 6,0019 6,0742 6,1706 6,2938 6,4421 6,6125 6,8028 7,0154 7,2557 7,5199 7,7833 8,0020 8,1285 8,1271 7,9809 7,6923 7,2868 6,8261 6,4039 6,1075 5,9812 6,0272 6,2226 6,5243 6,8665 7,1742 7,3937 7,5125 7,5494 7,5429 7,5544 7,6551 7,8862 8,2331 8,6346 9,0179 9,3359 9,5786 9,7509 9,8521 9,8868 9,8821 9,8743 9,8767 9,8688 9,8210 9,7242 9,5907 9,4344 9,2621 9,0804 8,8960 8,7104 8,5244 8,3475 8,1994 8,0997 8,0558 8,0552 8,0710 8,0789 8,0698 8,0490 8,0272 8,0133 8,0100 8,0135 8,0175 8,0193 8,0247 8,0481 8,1072 8,2105 8,3458 8,4779 8,5571 8,5251 8,3273 7,9405 7,3960 6,7786 6,2046 5,7868 5,5939 5,6301 5,8462 6,1668 6,5133 6,8195 7,0452 7,1866 7,2654 7,3018 7,3028 7,2680 7,1923 7,0678 6,8934 6,6803 6,4467 6,2144 6,0087 5,8523 5,7591 5,7355 5,7865 5,9194 6,1366 6,4164 6,7052 6,9420 7,0951 7,1745 7,2158 7,2547 7,3046 7,3541 7,3834 7,3798 7,3359 7,2384 7,0720 6,8405 6,5818 6,3522 6,1940 6,1199 6,1227 6,1829 6,2707 6,3578 6,4341 6,5038 6,5630 6,5912 6,5588 6,4386 6,2118 5,8774 5,4628 5,0203 4,6084 4,2787 4,0724 4,0128 4,0927 4,2688 4,4745 4,6479 4,7575 4,7992 4,7736 4,6784 4,5214 4,3249 4,1144 3,9071 3,7080 3,5164 3,3381 3,1891 3,0864 3,0354 3,0235 3,0277 3,0285 3,0166 2,9912 2,9604 2,9393 2,9372 2,9448 2,9481 2,9558 2,9954 3,0855 3,2256 3,4056 3,6119 3,8269 4,0227 4,1601 4,2080 4,1691 4,0873 4,0320 4,0689 4,2242 4,4657 4,7162 4,8826 4,8807 4,6598 4,2322 3,6739 3,0853 2,5422 2,0723 1,6662 1,3040 0,9658 0,6178 0,2027 -0,3263 -0,9477 -1,5551 -2,0053 -2,1850 -2,0579 -1,6742 -1,1466 -0,6093 -0,1739 0,1121 0,2832 0,4255 0,6264 0,9362 1,3508 1,8219 2,2828 2,6689 2,9334 3,0647 3,0880 3,0342 2,9058 2,6937 2,4183 2,1405 1,9351 1,8541 1,9070 2,0731 2,3208 2,6010 2,8366 2,9565 2,9385 2,8062 2,5953 2,3318 2,0355 1,7268 1,4191 1,1162 0,8233 0,5565 0,3401 0,1960 0,1286 0,1171 0,1201 0,0903 -0,0030 -0,1592 -0,3517 -0,5428 -0,6889 -0,7453 -0,6748 -0,4559 -0,0947 0,3719 0,8915 1,4178 1,9170 2,3650 2,7538 3,0949 3,4055 3,6914 3,9433 4,1426 4,2681 4,3000 4,2281 4,0625 3,8389 3,6093 3,4220 3,2994 3,2280 3,1647 3,0603 2,8787 2,5936 2,1818 1,6351 0,9765 0,2575 -0,4514 -1,0721 -1,5410 -1,8331 -1,9580 -1,9315 -1,7580 -1,4436 -1,0216 -0,5581 -0,1227 0,2429
F7    1,2393 1,2282 1,2064 1,1517 1,0705 0,9685 0,8469 0,7264 0,6530 0,6677 0,7707 0,9162 1,0388 1,0830 1,0206 0,8625 0,6589 0,4771 0,3621 0,3086 0,2704 0,2062 0,1119 0,0063 -0,0965 -0,1938 -0,2913 -0,4033 -0,5395 -0,6925 -0,8439 -0,9668 -1,0225 -0,9771 -0,8309 -0,6264 -0,4251 -0,2742 -0,1948 -0,1871 -0,2400 -0,3418 -0,4886 -0,6775 -0,8920 -1,1009 -1,2731 -1,3894 -1,4434 -1,4395 -1,3942 -1,3308 -1,2621 -1,1770 -1,0517 -0,8772 -0,6752 -0,4899 -0,3590 -0,2895 -0,2594 -0,2357 -0,1871 -0,0882 0,0744 0,2981 0,5671 0,8601 1,1540 1,4184 1,6106 1,6867 1,6259 1,4376 1,1497 0,8022 0,4548 0,1858 0,0771 0,1879 0,5192 0,9945 1,4843 1,8593 2,0425 2,0331 1,8847 1,6543 1,3647 1,0129 0,6065 0,1798 -0,2207 -0,5494 -0,7656 -0,8500 -0,8225 -0,7354 -0,6489 -0,6173 -0,6866 -0,8854 -1,2097 -1,6146 -2,0222 -2,3482 -2,5348 -2,5773 -2,5273 -2,4682 -2,4781 -2,6052 -2,8656 -3,2493 -3,7209 -4,2304 -4,7325 -5,1906 -5,5663 -5,8234 -5,9505 -5,9762 -5,9577 -5,9564 -6,0077 -6,1004 -6,1832 -6,1929 -6,0834 -5,8424 -5,4874 -5,0363 -4,4871 -3,8278 -3,0595 -2,2071 -1,3136 -0,4260 0,4237 1,2320 2,0142 2,7706 3,4609 4,0131 4,3631 4,4933 4,4425 4,2887 4,1180 3,9895 3,9152 3,8775 3,8666 3,8893 3,9441 4,0063 4,0503 4,0782 4,1161 4,1816 4,2594 4,3126 4,3215 4,3119 4,3427 4,4600 4,6652 4,9207 5,1731 5,3710 5,4772 5,4722 5,3470 5,1075 4,7928 4,4742 4,2205 4,0477 3,8978 3,6764 3,3273 2,8698 2,3804 1,9523 1,6597 1,5392 1,5927 1,8020 2,1385 2,5593 3,0002 3,3908 3,6862 3,8807 3,9904 4,0282 3,9970 3,9043 3,7773 3,6583 3,5831 3,5612 3,5737 3,5904 3,5932 3,5837 3,5672 3,5316 3,4487 3,2979 3,0865 2,8455 2,6076 2,3895 2,1891 1,9962 1,8070 1,6318 1,4865 1,3739 1,2750 1,1565 0,9878 0,7552 0,4637 0,1304 -0,2213 -0,5607 -0,8532 -1,0649 -1,1625 -1,1112 -0,8935 -0,5360 -0,0951 0,3891 0,9036 1,4297 1,9231 2,3287 2,6083 2,7612 2,8239 2,8457 2,8614 2,8807 2,8849 2,8363 2,7044 2,4936 2,2497 2,0419 1,9296 1,9358 2,0482 2,2346 2,4573 2,6857 2,9050 3,1078 3,2744 3,3678 3,3526 3,2217 3,0085 2,7789 2,6064 2,5397 2,5821 2,6895 2,7853 2,7986 2,7009 2,5079 2,2529 1,9673 1,6837 1,4441 1,2910 1,2421 1,2776 1,3531 1,4241 1,4683 1,5003 1,5653 1,7024 1,9075 2,1343 2,3363 2,5036 2,6557 2,8065 2,9396 3,0156 3,0052 2,9160 2,7924 2,6930 2,6680 2,7424 2,9056 3,1159 3,3263 3,5112 3,6639 3,7756 3,8282 3,8099 3,7296 3,6052 3,4459 3,2550 3,0521 2,8844 2,8037 2,8305 2,9518 3,1566 3,4550 3,8506 4,3012 4,7187 5,0180 5,1607 5,1582 5,0595 4,9480 4,9210 5,0416 5,2993 5,6152 5,8965 6,0955 6,2214 6,3037 6,3557 6,3733 6,3546 6,3135 6,2696 6,2213 6,1380 5,9860 5,7656 5,5255 5,3342 5,2230 5,1561 5,0683 4,9292 4,7699 4,6557 4,6333 4,7012 4,8274 4,9823 5,1499 5,3135 5,4437 5,5082 5,4904 5,4019 5,2802 5,1742 5,1253 5,1591 5,2876 5,5022 5,7611 5,9950 6,1316 6,1151 5,9172 5,5496 5,0726 4,5888 4,2198 4,0575 4,1181 4,3443 4,6447 4,9335 5,1537 5,2823 5,3144 5,2489 5,0971 4,8987 4,7112 4,5817 4,5326 4,5574 4,6090 4,6181 4,5526 4,4422 4,3402 4,2863 4,3035 4,3992 4,5585 4,7443 4,9184 5,0695 5,2109 5,3523 5,4841 5,5854 5,6342 5,6163 5,5374 5,4251 5,3121 5,2171 5,1484 5,1111 5,0991 5,0943 5,0844 5,0699 5,0486 5,0129 4,9708 4,9462 4,9525 4,9792 5,0014 4,9888 4,9040 4,7119 4,4071 4,0265 3,6368 3,3157 3,1296 3,0880 3,1277 3,1759 3,2182 3,2908 3,4322 3,6535 3,9371 4,2462 4,5288 4,7236 4,7851 4,7058 4,5185 4,2783 4,0424 3,8496 3,7072 3,5929 3,4711 3,3124 3,1122 2,8903 2,6682 2,4494 2,2285 2,0121 1,8197 1,6678 1,5663 1,5301 1,5840 1,7429 1,9896 2,2759 2,5458 2,7599 2,9018 2,9676 2,9594 2,8924 2,7971 2,7079 2,6593 2,6883 2,8189 3,0453 3,3382 3,6655 3,9947 4,2785 4,4470 4,4218 4,1548 3,6669 3,0527 2,4391 1,9179 1,4932 1,0927 0,6390 0,1093 -0,4630 -1,0167 -1,4838 -1,8042 -1,9467 -1,9230 -1,7746 -1,5534 -1,3130 -1,0959 -0,9239 -0,8006 -0,7131 -0,6346 -0,5484 -0,4664 -0,4068 -0,3597 -0,2889 -0,1638 0,0196 0,2442 0,4799 0,6883 0,8323 0,8910 0,8775 0,8409 0,8368 0,8924 1,0045 1,1572 1,3283 1,4904 1,6168 1,6889 1,7105 1,7090 1,7157 1,7399 1,7537 1,7181 1,6316 1,5254 1,4164 1,2897 1,1251 0,9282 0,7320 0,5708 0,4599 0,3967 0,3675 0,3487 0,3105 0,2330 0,1217 0,0121 -0,0401 0,0236 0,2381 0,5915 1,0303 1,4926 1,9364 2,3400 2,6893 2,9709 3,1780 3,3142 3,3907 3,4184 3,4008 3,3334 3,2109 3,0337 2,8093 2,5528 2,2905 2,0551 1,8699 1,7337 1,6205 1,4979 1,3501 1,1793 0,9855 0,7496 0,4394 0,0330 -0,4558 -0,9694 -1,4260 -1,7547 -1,9200 -1,9214 -1,7781 -1,5192 -1,1950 -0,8863 -0,6795 -0,6245
